Orthogroup	Mus_musculus	Carlito_syrichta
OG0000055	tr|F8VQB9|F8VQB9_MOUSE	tr|A0A1U7U573|A0A1U7U573_CARSF
OG0000055	tr|Q8VF83|Q8VF83_MOUSE	tr|A0A1U7UH72|A0A1U7UH72_CARSF, tr|A0A3Q0E9E6|A0A3Q0E9E6_CARSF, tr|A0A1U7UIU5|A0A1U7UIU5_CARSF, tr|A0A1U7U909|A0A1U7U909_CARSF, tr|A0A1U7UIT6|A0A1U7UIT6_CARSF, tr|A0A1U7TMD1|A0A1U7TMD1_CARSF, tr|A0A1U7TF37|A0A1U7TF37_CARSF, tr|A0A1U7UH89|A0A1U7UH89_CARSF, tr|A0A1U7U8Z9|A0A1U7U8Z9_CARSF, tr|A0A3Q0DTH8|A0A3Q0DTH8_CARSF, tr|A0A1U7UCI5|A0A1U7UCI5_CARSF, tr|A0A1U7UCJ1|A0A1U7UCJ1_CARSF, tr|A0A1U7U0J3|A0A1U7U0J3_CARSF, tr|A0A1U7U4D0|A0A1U7U4D0_CARSF, tr|A0A1U7UE91|A0A1U7UE91_CARSF
OG0000056	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A1U7TRU4|A0A1U7TRU4_CARSF
OG0000056	sp|Q9D2U9|H2B3A_MOUSE	tr|A0A1U7TIC6|A0A1U7TIC6_CARSF
OG0000056	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A1U7TTR0|A0A1U7TTR0_CARSF
OG0000056	sp|P10854|H2B1M_MOUSE	tr|A0A1U7THA5|A0A1U7THA5_CARSF
OG0000056	sp|Q64525|H2B2B_MOUSE	tr|A0A1U7UDT5|A0A1U7UDT5_CARSF, tr|A0A1U7TQ95|A0A1U7TQ95_CARSF
OG0000057	tr|Q920P2|Q920P2_MOUSE	tr|A0A1U7U5J2|A0A1U7U5J2_CARSF
OG0000057	tr|Q8VFR4|Q8VFR4_MOUSE, tr|Q7TR28|Q7TR28_MOUSE	tr|A0A1U7TZE4|A0A1U7TZE4_CARSF
OG0000057	tr|A2AVT5|A2AVT5_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|Q7TR26|Q7TR26_MOUSE, tr|Q7TR27|Q7TR27_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE	tr|A0A1U7U9C8|A0A1U7U9C8_CARSF
OG0000058	tr|E9PVR6|E9PVR6_MOUSE, sp|Q8VIC6|V1R51_MOUSE, sp|Q8VIC9|V1R43_MOUSE, sp|Q8VBS7|V1R42_MOUSE, sp|Q8VIC7|V1R45_MOUSE, sp|Q8R2E6|V1A11_MOUSE, sp|Q9EQ52|V1R48_MOUSE, sp|Q9EQ51|V1R47_MOUSE, sp|Q9EP79|V1R52_MOUSE, sp|Q9EQ48|VN1A8_MOUSE, sp|Q9EPB8|V1R54_MOUSE, sp|Q9EQ45|V1R46_MOUSE, sp|Q9EP93|V1R53_MOUSE, sp|Q9EQ47|V1R44_MOUSE, sp|Q9WUF1|V1R49_MOUSE, sp|Q9EP51|V1R50_MOUSE, tr|A0A494BA90|A0A494BA90_MOUSE, sp|Q9EQ44|V1R41_MOUSE, sp|Q9EQ46|V1R40_MOUSE	tr|A0A1U7SLJ9|A0A1U7SLJ9_CARSF
OG0000059	tr|Q8VGH2|Q8VGH2_MOUSE	tr|A0A1U7T556|A0A1U7T556_CARSF
OG0000059	tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TS01|Q7TS01_MOUSE	tr|A0A1U7SXZ5|A0A1U7SXZ5_CARSF
OG0000064	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A1U7TW10|A0A1U7TW10_CARSF
OG0000064	tr|Q99PA7|Q99PA7_MOUSE	tr|A0A1U7SVD6|A0A1U7SVD6_CARSF, tr|A0A1U7TKN8|A0A1U7TKN8_CARSF, tr|A0A1U7TIG6|A0A1U7TIG6_CARSF, tr|A0A1U7TAT8|A0A1U7TAT8_CARSF, tr|A0A1U7TU21|A0A1U7TU21_CARSF, tr|A0A1U7TG94|A0A1U7TG94_CARSF, tr|A0A3Q0EF91|A0A3Q0EF91_CARSF, tr|A0A1U7SZS3|A0A1U7SZS3_CARSF, tr|A0A1U7T2D1|A0A1U7T2D1_CARSF, tr|A0A3Q0DHW3|A0A3Q0DHW3_CARSF, tr|A0A3Q0E497|A0A3Q0E497_CARSF, tr|A0A1U7TJM4|A0A1U7TJM4_CARSF, tr|A0A3Q0DVE6|A0A3Q0DVE6_CARSF, tr|A0A1U7TDK4|A0A1U7TDK4_CARSF, tr|A0A3Q0DHD8|A0A3Q0DHD8_CARSF, tr|A0A1U7UXS4|A0A1U7UXS4_CARSF
OG0000065	sp|P11679|K2C8_MOUSE	tr|A0A1U7UT97|A0A1U7UT97_CARSF, tr|A0A3Q0DZB8|A0A3Q0DZB8_CARSF, tr|A0A1U7TZT6|A0A1U7TZT6_CARSF, tr|A0A1U7TQA9|A0A1U7TQA9_CARSF, tr|A0A3Q0E2X0|A0A3Q0E2X0_CARSF, tr|A0A1U7TQ97|A0A1U7TQ97_CARSF, tr|A0A3Q0E2X5|A0A3Q0E2X5_CARSF, tr|A0A1U7TL70|A0A1U7TL70_CARSF, tr|A0A3Q0E4P4|A0A3Q0E4P4_CARSF, tr|A0A1U7TY58|A0A1U7TY58_CARSF, tr|A0A1U7TEW1|A0A1U7TEW1_CARSF, tr|A0A1U7TZW6|A0A1U7TZW6_CARSF, tr|A0A1U7TZU5|A0A1U7TZU5_CARSF, tr|A0A1U7TY62|A0A1U7TY62_CARSF, tr|A0A1U7TZU0|A0A1U7TZU0_CARSF, tr|A0A1U7TQA0|A0A1U7TQA0_CARSF, tr|A0A3Q0E153|A0A3Q0E153_CARSF, tr|A0A1U7TEW5|A0A1U7TEW5_CARSF
OG0000066	sp|Q8R1D1|ZN426_MOUSE, sp|P10076|ZFP26_MOUSE	tr|A0A3Q0EFJ8|A0A3Q0EFJ8_CARSF, tr|A0A1U7URK1|A0A1U7URK1_CARSF, tr|A0A1U7UHC2|A0A1U7UHC2_CARSF, tr|A0A1U7TMH1|A0A1U7TMH1_CARSF, tr|A0A3Q0DKM1|A0A3Q0DKM1_CARSF, tr|A0A1U7TLJ1|A0A1U7TLJ1_CARSF, tr|A0A3Q0E7N9|A0A3Q0E7N9_CARSF, tr|A0A3Q0E575|A0A3Q0E575_CARSF, tr|A0A3Q0E9Y2|A0A3Q0E9Y2_CARSF, tr|A0A1U7TMQ1|A0A1U7TMQ1_CARSF, tr|A0A3Q0E1F0|A0A3Q0E1F0_CARSF
OG0000066	tr|E9Q2S7|E9Q2S7_MOUSE	tr|A0A3Q0DZ42|A0A3Q0DZ42_CARSF, tr|A0A1U7T8Q6|A0A1U7T8Q6_CARSF
OG0000066	tr|Q3URI6|Q3URI6_MOUSE	tr|A0A1U7U6U6|A0A1U7U6U6_CARSF, tr|A0A3Q0E948|A0A3Q0E948_CARSF
OG0000067	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A1U7U9M6|A0A1U7U9M6_CARSF
OG0000067	tr|Q7TNK4|Q7TNK4_MOUSE	tr|A0A1U7SYU8|A0A1U7SYU8_CARSF, tr|A0A1U7SN71|A0A1U7SN71_CARSF
OG0000067	sp|Q07231|ZSC21_MOUSE	tr|A0A1U7U228|A0A1U7U228_CARSF, tr|A0A1U7TD29|A0A1U7TD29_CARSF
OG0000067	sp|Q91VN1|ZNF24_MOUSE	tr|A0A1U7U7U1|A0A1U7U7U1_CARSF, tr|A0A1U7TZR5|A0A1U7TZR5_CARSF, tr|A0A1U7TXV9|A0A1U7TXV9_CARSF
OG0000069	tr|Q9CR91|Q9CR91_MOUSE, tr|Q9D6R3|Q9D6R3_MOUSE, tr|A0A0A6YX29|A0A0A6YX29_MOUSE, tr|Q9D195|Q9D195_MOUSE, tr|J3QP15|J3QP15_MOUSE, tr|B9EJP6|B9EJP6_MOUSE, tr|Q9D149|Q9D149_MOUSE, tr|Q9D1C5|Q9D1C5_MOUSE, tr|Q9CQH5|Q9CQH5_MOUSE, tr|Q9D6P5|Q9D6P5_MOUSE, tr|D3YUU5|D3YUU5_MOUSE, tr|Q9D731|Q9D731_MOUSE, tr|Q9D1G7|Q9D1G7_MOUSE, tr|Q9D139|Q9D139_MOUSE, tr|Q9D1K4|Q9D1K4_MOUSE	tr|A0A1U7UPY3|A0A1U7UPY3_CARSF, tr|A0A1U7UJ58|A0A1U7UJ58_CARSF, tr|A0A1U7UU22|A0A1U7UU22_CARSF
OG0000070	tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q7TR20|Q7TR20_MOUSE, tr|Q8VG47|Q8VG47_MOUSE, tr|Q7TR12|Q7TR12_MOUSE, tr|A0A1L1STD5|A0A1L1STD5_MOUSE, tr|A2AV13|A2AV13_MOUSE, tr|Q7TQZ0|Q7TQZ0_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, tr|Q8VG62|Q8VG62_MOUSE, sp|Q60881|OL142_MOUSE, tr|Q8VGP3|Q8VGP3_MOUSE	tr|A0A1U7T463|A0A1U7T463_CARSF
OG0000074	sp|Q0VAW7|ZN112_MOUSE	tr|A0A1U7T967|A0A1U7T967_CARSF, tr|A0A1U7UT85|A0A1U7UT85_CARSF
OG0000074	tr|Q923D1|Q923D1_MOUSE	tr|A0A1U7TJN5|A0A1U7TJN5_CARSF, tr|A0A1U7TGP0|A0A1U7TGP0_CARSF, tr|A0A3Q0E3U4|A0A3Q0E3U4_CARSF, tr|A0A1U7TNU1|A0A1U7TNU1_CARSF, tr|A0A3Q0EE53|A0A3Q0EE53_CARSF, tr|A0A1U7T2U0|A0A1U7T2U0_CARSF, tr|A0A1U7UT80|A0A1U7UT80_CARSF, tr|A0A1U7U8G5|A0A1U7U8G5_CARSF, tr|A0A1U7TNV0|A0A1U7TNV0_CARSF, tr|A0A1U7TDB9|A0A1U7TDB9_CARSF, tr|A0A1U7TYA0|A0A1U7TYA0_CARSF, tr|A0A3Q0DXU0|A0A3Q0DXU0_CARSF, tr|A0A3Q0E0C4|A0A3Q0E0C4_CARSF
OG0000075	sp|P68433|H31_MOUSE	tr|A0A1U7UDS9|A0A1U7UDS9_CARSF, tr|A0A1U7U1L4|A0A1U7U1L4_CARSF, tr|A0A1U7U538|A0A1U7U538_CARSF, tr|A0A3Q0DXE7|A0A3Q0DXE7_CARSF, tr|A0A1U7TX30|A0A1U7TX30_CARSF, tr|A0A1U7UN46|A0A1U7UN46_CARSF, tr|A0A1U7U0Y8|A0A1U7U0Y8_CARSF, tr|A0A1U7UER4|A0A1U7UER4_CARSF, tr|A0A3Q0DQJ9|A0A3Q0DQJ9_CARSF, tr|A0A3Q0DUL1|A0A3Q0DUL1_CARSF, tr|A0A3Q0DNQ5|A0A3Q0DNQ5_CARSF, tr|A0A1U7SZI4|A0A1U7SZI4_CARSF, tr|A0A1U7TL46|A0A1U7TL46_CARSF, tr|A0A1U7SX49|A0A1U7SX49_CARSF, tr|A0A3Q0DWC3|A0A3Q0DWC3_CARSF, tr|A0A3Q0DYU4|A0A3Q0DYU4_CARSF
OG0000076	tr|Q9WV19|Q9WV19_MOUSE	tr|A0A1U7TBR1|A0A1U7TBR1_CARSF
OG0000076	sp|Q05421|CP2E1_MOUSE	tr|A0A3Q0DEZ8|A0A3Q0DEZ8_CARSF, tr|A0A1U7TE93|A0A1U7TE93_CARSF, tr|A0A1U7U6L8|A0A1U7U6L8_CARSF, tr|A0A1U7THS2|A0A1U7THS2_CARSF, tr|A0A3Q0EAU6|A0A3Q0EAU6_CARSF, tr|A0A1U7T3T1|A0A1U7T3T1_CARSF, tr|A0A1U7SGW6|A0A1U7SGW6_CARSF, tr|A0A1U7U791|A0A1U7U791_CARSF, tr|A0A3Q0DLL5|A0A3Q0DLL5_CARSF, tr|A0A1U7SYJ0|A0A1U7SYJ0_CARSF, tr|A0A1U7UKB5|A0A1U7UKB5_CARSF, tr|A0A1U7URB6|A0A1U7URB6_CARSF, tr|A0A1U7T8W4|A0A1U7T8W4_CARSF, tr|A0A1U7TY50|A0A1U7TY50_CARSF
OG0000078	sp|Q62396|ZFP92_MOUSE	tr|A0A3Q0DNL3|A0A3Q0DNL3_CARSF
OG0000078	sp|Q571J5|Z354C_MOUSE	tr|A0A1U7TQX7|A0A1U7TQX7_CARSF
OG0000078	sp|Q8BI99|ZN879_MOUSE	tr|A0A1U7TW88|A0A1U7TW88_CARSF
OG0000079	sp|P08730|K1C13_MOUSE	tr|A0A1U7UXL2|A0A1U7UXL2_CARSF
OG0000079	sp|Q61414|K1C15_MOUSE	tr|A0A1U7UIZ1|A0A1U7UIZ1_CARSF
OG0000079	sp|P19001|K1C19_MOUSE	tr|A0A1U7UCY2|A0A1U7UCY2_CARSF
OG0000079	sp|Q61781|K1C14_MOUSE	tr|A0A1U7TIB4|A0A1U7TIB4_CARSF, tr|A0A1U7UN37|A0A1U7UN37_CARSF
OG0000079	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A1U7UXK8|A0A1U7UXK8_CARSF
OG0000079	sp|Q6IFX2|K1C42_MOUSE, sp|Q9QWL7|K1C17_MOUSE	tr|A0A3Q0EJI9|A0A3Q0EJI9_CARSF
OG0000080	tr|Q8VG19|Q8VG19_MOUSE	tr|A0A1U7USJ7|A0A1U7USJ7_CARSF
OG0000080	tr|Q8VG78|Q8VG78_MOUSE	tr|A0A1U7U3Q0|A0A1U7U3Q0_CARSF
OG0000080	tr|E9PV95|E9PV95_MOUSE, tr|A0A140T8L4|A0A140T8L4_MOUSE, tr|Q8VGA1|Q8VGA1_MOUSE, tr|K7N6B3|K7N6B3_MOUSE, tr|F8VPJ8|F8VPJ8_MOUSE, tr|A0A1B0GSE1|A0A1B0GSE1_MOUSE, tr|A0A1B0GSN5|A0A1B0GSN5_MOUSE, tr|Q8VH18|Q8VH18_MOUSE, tr|Q8VGW5|Q8VGW5_MOUSE	tr|A0A1U7UAA8|A0A1U7UAA8_CARSF
OG0000088	sp|P28481|CO2A1_MOUSE	tr|A0A1U7UNL1|A0A1U7UNL1_CARSF
OG0000088	sp|O88207|CO5A1_MOUSE	tr|A0A3Q0DZI4|A0A3Q0DZI4_CARSF
OG0000088	sp|Q61245|COBA1_MOUSE	tr|A0A1U7TQR0|A0A1U7TQR0_CARSF
OG0000088	sp|Q3U962|CO5A2_MOUSE	tr|A0A1U7TSR2|A0A1U7TSR2_CARSF
OG0000088	sp|P08121|CO3A1_MOUSE	tr|A0A1U7TLD3|A0A1U7TLD3_CARSF
OG0000088	sp|P11087|CO1A1_MOUSE	tr|A0A1U7U3X6|A0A1U7U3X6_CARSF
OG0000088	sp|Q01149|CO1A2_MOUSE	tr|A0A1U7UAD5|A0A1U7UAD5_CARSF
OG0000089	tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5U467|Q5U467_MOUSE	tr|A0A3Q0E1G6|A0A3Q0E1G6_CARSF
OG0000093	sp|O09127|EPHA8_MOUSE	tr|A0A3Q0DYW1|A0A3Q0DYW1_CARSF
OG0000093	sp|Q61772|EPHA7_MOUSE	tr|A0A3Q0DXW1|A0A3Q0DXW1_CARSF
OG0000093	sp|Q03137|EPHA4_MOUSE	tr|A0A1U7THL3|A0A1U7THL3_CARSF
OG0000093	sp|Q60629|EPHA5_MOUSE	tr|A0A1U7TF93|A0A1U7TF93_CARSF
OG0000093	sp|P29319|EPHA3_MOUSE	tr|A0A1U7T653|A0A1U7T653_CARSF
OG0000093	sp|Q62413|EPHA6_MOUSE	tr|A0A1U7T7U3|A0A1U7T7U3_CARSF, tr|A0A1U7UDY3|A0A1U7UDY3_CARSF, tr|A0A1U7TP32|A0A1U7TP32_CARSF
OG0000096	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A3Q0DJD1|A0A3Q0DJD1_CARSF
OG0000096	sp|Q61549|AGRE1_MOUSE	tr|A0A1U7TX61|A0A1U7TX61_CARSF, tr|A0A3Q0DKI0|A0A3Q0DKI0_CARSF
OG0000096	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A3Q0DZW3|A0A3Q0DZW3_CARSF, tr|A0A3Q0DZR0|A0A3Q0DZR0_CARSF, tr|A0A1U7U6D5|A0A1U7U6D5_CARSF, tr|A0A3Q0DQM2|A0A3Q0DQM2_CARSF, tr|A0A3Q0DTT1|A0A3Q0DTT1_CARSF, tr|A0A3Q0DW78|A0A3Q0DW78_CARSF, tr|A0A3Q0DYE7|A0A3Q0DYE7_CARSF, tr|A0A1U7U772|A0A1U7U772_CARSF
OG0000099	sp|Q5QD13|TAAR6_MOUSE	tr|A0A1U7TK64|A0A1U7TK64_CARSF
OG0000099	sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD04|TAAR9_MOUSE	tr|A0A1U7TSS1|A0A1U7TSS1_CARSF
OG0000099	sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD06|TAA8B_MOUSE	tr|A0A1U7TUM8|A0A1U7TUM8_CARSF
OG0000100	tr|Q9EQA9|Q9EQA9_MOUSE	tr|A0A1U7TRD6|A0A1U7TRD6_CARSF, tr|A0A1U7TAM8|A0A1U7TAM8_CARSF, tr|A0A1U7TQK4|A0A1U7TQK4_CARSF, tr|A0A1U7TDY0|A0A1U7TDY0_CARSF, tr|A0A1U7TDX5|A0A1U7TDX5_CARSF, tr|A0A1U7TXE4|A0A1U7TXE4_CARSF, tr|A0A1U7TTC4|A0A1U7TTC4_CARSF, tr|A0A3Q0ECE9|A0A3Q0ECE9_CARSF, tr|A0A1U7UKG6|A0A1U7UKG6_CARSF, tr|A0A1U7U3D7|A0A1U7U3D7_CARSF, tr|A0A1U7UDB3|A0A1U7UDB3_CARSF, tr|A0A1U7TTC9|A0A1U7TTC9_CARSF
OG0000102	sp|Q9WV27|AT1A4_MOUSE	tr|A0A3Q0DYQ3|A0A3Q0DYQ3_CARSF
OG0000102	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A1U7U1C9|A0A1U7U1C9_CARSF, tr|A0A3Q0DU10|A0A3Q0DU10_CARSF
OG0000102	sp|Q64436|ATP4A_MOUSE	tr|A0A1U7UUZ0|A0A1U7UUZ0_CARSF
OG0000102	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A1U7TA41|A0A1U7TA41_CARSF
OG0000102	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A1U7UIB2|A0A1U7UIB2_CARSF
OG0000102	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A1U7V0I4|A0A1U7V0I4_CARSF
OG0000103	sp|Q80W40|ACSM4_MOUSE	tr|A0A1U7TSK1|A0A1U7TSK1_CARSF
OG0000103	sp|Q3UNX5|ACSM3_MOUSE	tr|A0A1U7TH75|A0A1U7TH75_CARSF
OG0000103	sp|Q8BGA8|ACSM5_MOUSE	tr|A0A1U7TTC8|A0A1U7TTC8_CARSF
OG0000103	sp|Q91VA0|ACSM1_MOUSE	tr|A0A1U7UQK8|A0A1U7UQK8_CARSF
OG0000103	sp|Q8K0L3|ACSM2_MOUSE	tr|A0A1U7TEW2|A0A1U7TEW2_CARSF, tr|A0A1U7TGH9|A0A1U7TGH9_CARSF
OG0000104	tr|E9Q3K2|E9Q3K2_MOUSE	tr|A0A1U7TB60|A0A1U7TB60_CARSF
OG0000104	tr|Q8VF37|Q8VF37_MOUSE	tr|A0A1U7TMV8|A0A1U7TMV8_CARSF
OG0000104	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A1U7T4U4|A0A1U7T4U4_CARSF, tr|A0A1U7T4T9|A0A1U7T4T9_CARSF, tr|A0A1U7TB55|A0A1U7TB55_CARSF, tr|A0A1U7UB83|A0A1U7UB83_CARSF, tr|A0A1U7TRC4|A0A1U7TRC4_CARSF, tr|A0A1U7TWY8|A0A1U7TWY8_CARSF, tr|A0A1U7TF77|A0A1U7TF77_CARSF, tr|A0A1U7TB65|A0A1U7TB65_CARSF
OG0000105	sp|Q8VG42|OL508_MOUSE, sp|Q8VEZ0|OL480_MOUSE, sp|Q8VGI5|OL481_MOUSE, tr|L7N455|L7N455_MOUSE	tr|A0A1U7U0D1|A0A1U7U0D1_CARSF
OG0000105	sp|Q8VG06|OL491_MOUSE, sp|Q8VG44|OL473_MOUSE, sp|Q8VFC9|OL474_MOUSE, sp|Q8VG43|OL472_MOUSE, sp|Q8VGI6|OL477_MOUSE, sp|Q8VGI4|OL476_MOUSE	tr|A0A1U7U0E0|A0A1U7U0E0_CARSF, tr|A0A1U7U6J5|A0A1U7U6J5_CARSF
OG0000107	sp|Q6IFX3|K1C40_MOUSE	tr|A0A1U7T1R9|A0A1U7T1R9_CARSF
OG0000107	sp|Q62168|K1H2_MOUSE	tr|A0A1U7UW78|A0A1U7UW78_CARSF
OG0000107	sp|Q497I4|KRT35_MOUSE	tr|A0A1U7UCY6|A0A1U7UCY6_CARSF
OG0000107	sp|B1AQ75|KRT36_MOUSE	tr|A0A1U7UN42|A0A1U7UN42_CARSF
OG0000108	tr|A5H0M4|A5H0M4_MOUSE, tr|Q05AC5|Q05AC5_MOUSE, tr|Q9D4J9|Q9D4J9_MOUSE, tr|A0A140LHE4|A0A140LHE4_MOUSE, sp|Q9D504|ANKR7_MOUSE, tr|D3Z4K0|D3Z4K0_MOUSE, tr|D3Z1P8|D3Z1P8_MOUSE, tr|Q8C646|Q8C646_MOUSE, tr|E9Q637|E9Q637_MOUSE, tr|A0A0J9YUZ3|A0A0J9YUZ3_MOUSE, tr|A0A0J9YUH2|A0A0J9YUH2_MOUSE, tr|A0A1D5RM70|A0A1D5RM70_MOUSE	tr|A0A1U7TD10|A0A1U7TD10_CARSF
OG0000115	sp|P62889|RL30_MOUSE	tr|A0A1U7TR90|A0A1U7TR90_CARSF, tr|A0A1U7V4H8|A0A1U7V4H8_CARSF, tr|A0A1U7TQD9|A0A1U7TQD9_CARSF, tr|A0A1U7TDD6|A0A1U7TDD6_CARSF, tr|A0A1U7UUH6|A0A1U7UUH6_CARSF, tr|A0A1U7ULS2|A0A1U7ULS2_CARSF, tr|A0A3Q0DMK3|A0A3Q0DMK3_CARSF, tr|A0A3Q0DLS0|A0A3Q0DLS0_CARSF, tr|A0A3Q0DT99|A0A3Q0DT99_CARSF, tr|A0A3Q0DK86|A0A3Q0DK86_CARSF, tr|A0A3Q0E8N3|A0A3Q0E8N3_CARSF
OG0000116	sp|P02104|HBE_MOUSE	tr|A0A1U7SZD5|A0A1U7SZD5_CARSF, sp|P18436|HBG_CARSF
OG0000116	sp|P02088|HBB1_MOUSE, tr|A8DUK4|A8DUK4_MOUSE, sp|P02089|HBB2_MOUSE	sp|P18435|HBE_CARSF, tr|A0A1U7T3F0|A0A1U7T3F0_CARSF, sp|P13557|HBB_CARSF, tr|A0A1U7TD49|A0A1U7TD49_CARSF, sp|P13558|HBD_CARSF, tr|A0A1U7TAR4|A0A1U7TAR4_CARSF
OG0000117	sp|A6BLY7|K1C28_MOUSE	tr|A0A1U7TCA1|A0A1U7TCA1_CARSF
OG0000117	sp|Q8VCW2|K1C25_MOUSE	tr|A0A1U7T1Q9|A0A1U7T1Q9_CARSF
OG0000117	sp|Q9Z320|K1C27_MOUSE	tr|A0A1U7TLZ0|A0A1U7TLZ0_CARSF
OG0000117	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A1U7T896|A0A1U7T896_CARSF
OG0000117	sp|A1L317|K1C24_MOUSE	tr|A0A1U7UCZ9|A0A1U7UCZ9_CARSF, tr|A0A1U7T1R4|A0A1U7T1R4_CARSF, tr|A0A1U7TC96|A0A1U7TC96_CARSF
OG0000118	tr|E9PWA8|E9PWA8_MOUSE	tr|A0A1U7UKL2|A0A1U7UKL2_CARSF
OG0000118	tr|A0A1B0GSU5|A0A1B0GSU5_MOUSE	tr|A0A1U7UM50|A0A1U7UM50_CARSF
OG0000118	tr|Q8VGZ6|Q8VGZ6_MOUSE	tr|A0A1U7U2C8|A0A1U7U2C8_CARSF
OG0000118	tr|E9Q554|E9Q554_MOUSE	tr|A0A1U7UCC3|A0A1U7UCC3_CARSF, tr|A0A1U7U2B3|A0A1U7U2B3_CARSF, tr|A0A1U7U8I2|A0A1U7U8I2_CARSF, tr|A0A1U7UKK7|A0A1U7UKK7_CARSF
OG0000119	sp|Q3UZZ6|ST1D1_MOUSE	tr|A0A1U7U615|A0A1U7U615_CARSF
OG0000119	sp|P52840|ST1A1_MOUSE	tr|A0A1U7UM91|A0A1U7UM91_CARSF, tr|A0A1U7SVQ8|A0A1U7SVQ8_CARSF, tr|A0A3Q0DVE7|A0A3Q0DVE7_CARSF, tr|A0A1U7TDT6|A0A1U7TDT6_CARSF
OG0000119	sp|Q80VR3|ST1C1_MOUSE	tr|A0A1U7UAV1|A0A1U7UAV1_CARSF
OG0000119	sp|Q9QWG7|ST1B1_MOUSE	tr|A0A1U7TR03|A0A1U7TR03_CARSF, tr|A0A3Q0DXP9|A0A3Q0DXP9_CARSF
OG0000121	tr|Q8VG87|Q8VG87_MOUSE	tr|A0A1U7U8S9|A0A1U7U8S9_CARSF
OG0000121	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A1U7UIX4|A0A1U7UIX4_CARSF, tr|A0A1U7TQQ9|A0A1U7TQQ9_CARSF
OG0000121	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A1U7UAM8|A0A1U7UAM8_CARSF, tr|A0A1U7TXY7|A0A1U7TXY7_CARSF, tr|A0A1U7UFW2|A0A1U7UFW2_CARSF, tr|A0A1U7U7R0|A0A1U7U7R0_CARSF, tr|A0A1U7TWW1|A0A1U7TWW1_CARSF
OG0000122	sp|Q9JI76|ADA21_MOUSE	tr|A0A1U7T242|A0A1U7T242_CARSF
