Orthogroup	Mus_musculus	Cebus_imitator
OG0000024	tr|Q8VGZ9|Q8VGZ9_MOUSE, tr|Q8VG28|Q8VG28_MOUSE, tr|Q7TRP3|Q7TRP3_MOUSE, tr|Q7TRR4|Q7TRR4_MOUSE, tr|Q8VGV8|Q8VGV8_MOUSE, tr|Q8VG26|Q8VG26_MOUSE, tr|Q8VF06|Q8VF06_MOUSE, tr|L7N1Y4|L7N1Y4_MOUSE, tr|F8VQ26|F8VQ26_MOUSE, tr|A0A2I3BPE8|A0A2I3BPE8_MOUSE, tr|E9PUN7|E9PUN7_MOUSE, tr|E9Q549|E9Q549_MOUSE, tr|E9PVA0|E9PVA0_MOUSE, tr|A0A2I3BR67|A0A2I3BR67_MOUSE, tr|F8VPJ8|F8VPJ8_MOUSE, tr|K7N6B3|K7N6B3_MOUSE, tr|Q8VGA1|Q8VGA1_MOUSE, tr|A0A140T8L4|A0A140T8L4_MOUSE, tr|E9PV95|E9PV95_MOUSE, tr|Q8VGW5|Q8VGW5_MOUSE, tr|Q8VGW1|Q8VGW1_MOUSE, tr|Q8VG19|Q8VG19_MOUSE, tr|Q8VG78|Q8VG78_MOUSE, tr|B9EHE6|B9EHE6_MOUSE, tr|Q8VH18|Q8VH18_MOUSE, tr|E9PXN3|E9PXN3_MOUSE, tr|A0A1B0GSG0|A0A1B0GSG0_MOUSE, tr|E9Q542|E9Q542_MOUSE, tr|Q0VBH3|Q0VBH3_MOUSE, tr|Q8VGY7|Q8VGY7_MOUSE, tr|E9Q564|E9Q564_MOUSE, tr|Q8VGW2|Q8VGW2_MOUSE	tr|A0A2K5PMC9|A0A2K5PMC9_CEBIM
OG0000030	tr|Q8VFA2|Q8VFA2_MOUSE, tr|Q8VF87|Q8VF87_MOUSE, tr|Q8VET2|Q8VET2_MOUSE, tr|Q8VFG7|Q8VFG7_MOUSE, tr|Q7TRZ7|Q7TRZ7_MOUSE, tr|Q7TQS8|Q7TQS8_MOUSE, sp|Q8VGD6|OLF56_MOUSE, tr|Q8VGD7|Q8VGD7_MOUSE, tr|Q8VGD9|Q8VGD9_MOUSE, tr|Q5NC44|Q5NC44_MOUSE, tr|Q5NCD2|Q5NCD2_MOUSE, tr|M9MMK4|M9MMK4_MOUSE, tr|Q5NCD3|Q5NCD3_MOUSE, tr|M9MMJ7|M9MMJ7_MOUSE, tr|Q8VF37|Q8VF37_MOUSE, tr|E9Q3K2|E9Q3K2_MOUSE, tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE, tr|Q5NC45|Q5NC45_MOUSE, tr|Q8VGD8|Q8VGD8_MOUSE, tr|E9Q4J3|E9Q4J3_MOUSE, tr|Q7TRY2|Q7TRY2_MOUSE, tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VF89|Q8VF89_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE	tr|A0A2K5PJR7|A0A2K5PJR7_CEBIM
OG0000033	sp|P01655|KV3A2_MOUSE, sp|P03977|KV3A4_MOUSE, sp|P01656|KV3A3_MOUSE, sp|P01654|KV3A1_MOUSE, sp|P01657|KV3A5_MOUSE, sp|P01662|KV3AA_MOUSE, sp|P01663|KV3AB_MOUSE, sp|P01659|KV3A7_MOUSE, sp|P01658|KV3A6_MOUSE, tr|A0A075B5N8|A0A075B5N8_MOUSE, tr|A0A140T8Q4|A0A140T8Q4_MOUSE, tr|A0A140T8Q0|A0A140T8Q0_MOUSE, tr|A0A140T8P0|A0A140T8P0_MOUSE, tr|A0A075B5P0|A0A075B5P0_MOUSE, tr|A0A075B5P1|A0A075B5P1_MOUSE, tr|A0A140T8P4|A0A140T8P4_MOUSE, tr|A0A140T8M6|A0A140T8M6_MOUSE, sp|P01661|KV3A9_MOUSE, sp|P01660|KV3A8_MOUSE, sp|P01666|KV3AE_MOUSE, sp|P01667|KV3AF_MOUSE, sp|P01669|KV3AH_MOUSE, sp|P01668|KV3AG_MOUSE, sp|P01665|KV3AD_MOUSE, sp|P01664|KV3AC_MOUSE, sp|P01672|KV3AK_MOUSE, sp|P01670|KV3AI_MOUSE, tr|A0A075B5N9|A0A075B5N9_MOUSE, sp|P01674|KV3AM_MOUSE, sp|P01673|KV3AL_MOUSE, sp|P01671|KV3AJ_MOUSE	tr|A0A2K5PA68|A0A2K5PA68_CEBIM
OG0000037	tr|A0A0G2JEM5|A0A0G2JEM5_MOUSE	tr|A0A2K5R355|A0A2K5R355_CEBIM, tr|A0A2K5R9J3|A0A2K5R9J3_CEBIM, tr|A0A2K5QAE1|A0A2K5QAE1_CEBIM, tr|A0A2K5QWP5|A0A2K5QWP5_CEBIM, tr|A0A2K5P947|A0A2K5P947_CEBIM, tr|A0A2K5RUK4|A0A2K5RUK4_CEBIM, tr|A0A2K5PQ34|A0A2K5PQ34_CEBIM, tr|A0A2K5R0G2|A0A2K5R0G2_CEBIM, tr|A0A2K5R0L7|A0A2K5R0L7_CEBIM, tr|A0A2K5Q0P9|A0A2K5Q0P9_CEBIM, tr|A0A2K5QPQ6|A0A2K5QPQ6_CEBIM, tr|A0A2K5PQW4|A0A2K5PQW4_CEBIM, tr|A0A2K5PL65|A0A2K5PL65_CEBIM, tr|A0A2K5S6H4|A0A2K5S6H4_CEBIM, tr|A0A2K5QF87|A0A2K5QF87_CEBIM, tr|A0A2K5RVH1|A0A2K5RVH1_CEBIM, tr|A0A2K5SCF3|A0A2K5SCF3_CEBIM, tr|A0A2K5PGC5|A0A2K5PGC5_CEBIM, tr|A0A2K5RJT9|A0A2K5RJT9_CEBIM, tr|A0A2K5QHE3|A0A2K5QHE3_CEBIM, tr|A0A2K5PT64|A0A2K5PT64_CEBIM, tr|A0A2K5PY95|A0A2K5PY95_CEBIM, tr|A0A2K5Q2M5|A0A2K5Q2M5_CEBIM, tr|A0A2K5Q442|A0A2K5Q442_CEBIM, tr|A0A2K5QDB3|A0A2K5QDB3_CEBIM, tr|A0A2K5RPJ6|A0A2K5RPJ6_CEBIM, tr|A0A2K5QQV3|A0A2K5QQV3_CEBIM, tr|A0A2K5S9L7|A0A2K5S9L7_CEBIM, tr|A0A2K5QK66|A0A2K5QK66_CEBIM
OG0000038	sp|Q9R0H5|K2C71_MOUSE	tr|A0A2K5PB85|A0A2K5PB85_CEBIM
OG0000038	sp|Q6NXH9|K2C73_MOUSE	tr|A0A2K5S0N7|A0A2K5S0N7_CEBIM
OG0000038	sp|Q6IME9|K2C72_MOUSE	tr|A0A2K5PTS3|A0A2K5PTS3_CEBIM
OG0000038	sp|Q6IFZ9|K2C74_MOUSE	tr|A0A2K5PPV6|A0A2K5PPV6_CEBIM
OG0000038	sp|Q3UV17|K22O_MOUSE	tr|A0A2K5QV44|A0A2K5QV44_CEBIM, tr|A0A2K5PYG9|A0A2K5PYG9_CEBIM
OG0000038	sp|P11679|K2C8_MOUSE	tr|A0A2K5SG56|A0A2K5SG56_CEBIM, tr|A0A2K5Q2T6|A0A2K5Q2T6_CEBIM, tr|A0A2K5R8H6|A0A2K5R8H6_CEBIM, tr|A0A2K5PBY8|A0A2K5PBY8_CEBIM, tr|A0A2K5QQ71|A0A2K5QQ71_CEBIM, tr|A0A2K5SDG6|A0A2K5SDG6_CEBIM, tr|A0A2K5PKS9|A0A2K5PKS9_CEBIM, tr|A0A2K5RLZ2|A0A2K5RLZ2_CEBIM, tr|A0A2K5PWH3|A0A2K5PWH3_CEBIM, tr|A0A2K5Q3B3|A0A2K5Q3B3_CEBIM
OG0000038	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A2K5S4M1|A0A2K5S4M1_CEBIM, tr|A0A2K5S0J5|A0A2K5S0J5_CEBIM, tr|A0A2K5PVG4|A0A2K5PVG4_CEBIM
OG0000039	sp|P18527|HVM56_MOUSE	tr|A0A2K5PJP1|A0A2K5PJP1_CEBIM
OG0000039	tr|A0A075B5R2|A0A075B5R2_MOUSE	tr|A0A2K5P9T3|A0A2K5P9T3_CEBIM, tr|A0A2K5RGZ8|A0A2K5RGZ8_CEBIM, tr|A0A2K5RHA0|A0A2K5RHA0_CEBIM, tr|A0A2K5Q590|A0A2K5Q590_CEBIM, tr|A0A2K5RGA6|A0A2K5RGA6_CEBIM, tr|A0A2K5RHL4|A0A2K5RHL4_CEBIM, tr|A0A2K5RH68|A0A2K5RH68_CEBIM, tr|A0A2K5RGC8|A0A2K5RGC8_CEBIM, tr|A0A2K5RJQ0|A0A2K5RJQ0_CEBIM, tr|A0A2K5QY71|A0A2K5QY71_CEBIM, tr|A0A2K5RGC4|A0A2K5RGC4_CEBIM, tr|A0A2K5RH82|A0A2K5RH82_CEBIM, tr|A0A2K5Q788|A0A2K5Q788_CEBIM, tr|A0A2K5PPP0|A0A2K5PPP0_CEBIM, tr|A0A2K5PI56|A0A2K5PI56_CEBIM, tr|A0A2K5RIP8|A0A2K5RIP8_CEBIM, tr|A0A2K5QSM2|A0A2K5QSM2_CEBIM, tr|A0A2K5Q1W9|A0A2K5Q1W9_CEBIM, tr|A0A2K5QML2|A0A2K5QML2_CEBIM, tr|A0A2K5PQS9|A0A2K5PQS9_CEBIM, tr|A0A2K5QAH5|A0A2K5QAH5_CEBIM, tr|A0A2K5RI71|A0A2K5RI71_CEBIM, tr|A0A2K5RF90|A0A2K5RF90_CEBIM, tr|A0A2K5RF95|A0A2K5RF95_CEBIM, tr|A0A2K5RGS1|A0A2K5RGS1_CEBIM
OG0000040	tr|E9Q848|E9Q848_MOUSE	tr|A0A2K5S7P5|A0A2K5S7P5_CEBIM
OG0000040	tr|E9PWV2|E9PWV2_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE	tr|A0A2K5S0R3|A0A2K5S0R3_CEBIM
OG0000040	tr|A0A140T8J6|A0A140T8J6_MOUSE, sp|Q62007|OLF16_MOUSE	tr|A0A2K5QZG1|A0A2K5QZG1_CEBIM
OG0000041	tr|Q7TR79|Q7TR79_MOUSE, tr|A2AVX9|A2AVX9_MOUSE, tr|A2AVY0|A2AVY0_MOUSE, tr|Q7TR80|Q7TR80_MOUSE, tr|Q7TR75|Q7TR75_MOUSE, tr|Q7TR71|Q7TR71_MOUSE, tr|A2ARZ0|A2ARZ0_MOUSE, tr|Q7TR76|Q7TR76_MOUSE, tr|Q8VGC7|Q8VGC7_MOUSE, tr|L7MU59|L7MU59_MOUSE, tr|Q8VGS2|Q8VGS2_MOUSE, tr|A0A1L1SRK6|A0A1L1SRK6_MOUSE, tr|Q7TR64|Q7TR64_MOUSE, tr|Q7TR63|Q7TR63_MOUSE, tr|Q8VGS0|Q8VGS0_MOUSE, tr|A0A1L1SUC9|A0A1L1SUC9_MOUSE, tr|A0A1L1STZ9|A0A1L1STZ9_MOUSE, tr|Q7TR67|Q7TR67_MOUSE, tr|Q8VGA6|Q8VGA6_MOUSE, tr|Q8VGS7|Q8VGS7_MOUSE, tr|Q7TR74|Q7TR74_MOUSE, tr|Q7TR70|Q7TR70_MOUSE, tr|Q8VF52|Q8VF52_MOUSE, tr|A0A1L1SR98|A0A1L1SR98_MOUSE, tr|A2AK60|A2AK60_MOUSE, tr|Q7TR72|Q7TR72_MOUSE, tr|A2AK62|A2AK62_MOUSE	tr|A0A2K5PE05|A0A2K5PE05_CEBIM
OG0000043	tr|Q3UVL3|Q3UVL3_MOUSE	tr|A0A2K5QTI6|A0A2K5QTI6_CEBIM, tr|A0A2K5PHJ4|A0A2K5PHJ4_CEBIM, tr|A0A2K5SDF5|A0A2K5SDF5_CEBIM, tr|A0A2K5P8P3|A0A2K5P8P3_CEBIM, tr|A0A2K5RC29|A0A2K5RC29_CEBIM, tr|A0A2K5REZ4|A0A2K5REZ4_CEBIM, tr|A0A2K5RPU1|A0A2K5RPU1_CEBIM, tr|A0A2K5RXM1|A0A2K5RXM1_CEBIM, tr|A0A2K5RA10|A0A2K5RA10_CEBIM, tr|A0A2K5RP94|A0A2K5RP94_CEBIM, tr|A0A2K5SCA8|A0A2K5SCA8_CEBIM, tr|A0A2K5SGJ3|A0A2K5SGJ3_CEBIM, tr|A0A2K5SEQ2|A0A2K5SEQ2_CEBIM, tr|A0A2K5QE14|A0A2K5QE14_CEBIM, tr|A0A2K5QT93|A0A2K5QT93_CEBIM, tr|A0A2K5RB20|A0A2K5RB20_CEBIM, tr|A0A2K5S253|A0A2K5S253_CEBIM, tr|A0A2K5QPW5|A0A2K5QPW5_CEBIM, tr|A0A2K5QST9|A0A2K5QST9_CEBIM, tr|A0A2K5QQH0|A0A2K5QQH0_CEBIM, tr|A0A2K5PHV1|A0A2K5PHV1_CEBIM, tr|A0A2K5R2Z4|A0A2K5R2Z4_CEBIM, tr|A0A2K5PA99|A0A2K5PA99_CEBIM, tr|A0A2K5RL05|A0A2K5RL05_CEBIM, tr|A0A2K5QNT0|A0A2K5QNT0_CEBIM, tr|A0A2K5QLC5|A0A2K5QLC5_CEBIM
OG0000044	tr|E9Q459|E9Q459_MOUSE	tr|A0A2K5PCK7|A0A2K5PCK7_CEBIM, tr|A0A2K5SEE8|A0A2K5SEE8_CEBIM, tr|A0A2K5Q5H1|A0A2K5Q5H1_CEBIM, tr|A0A2K5RGU2|A0A2K5RGU2_CEBIM, tr|A0A2K5PBF0|A0A2K5PBF0_CEBIM, tr|A0A2K5R4K2|A0A2K5R4K2_CEBIM, tr|A0A2K5RZV2|A0A2K5RZV2_CEBIM, tr|A0A2K5RFN1|A0A2K5RFN1_CEBIM, tr|A0A2K5RRA6|A0A2K5RRA6_CEBIM, tr|A0A2K5Q1U8|A0A2K5Q1U8_CEBIM, tr|A0A2K5QX37|A0A2K5QX37_CEBIM, tr|A0A2K5PWE4|A0A2K5PWE4_CEBIM, tr|A0A2K5RC05|A0A2K5RC05_CEBIM, tr|A0A2K5S0E4|A0A2K5S0E4_CEBIM, tr|A0A2K5SH61|A0A2K5SH61_CEBIM, tr|A0A2K5QF57|A0A2K5QF57_CEBIM
OG0000044	tr|A0A087WS64|A0A087WS64_MOUSE, tr|A0A087WSP8|A0A087WSP8_MOUSE, tr|A0A087WQW2|A0A087WQW2_MOUSE, tr|A0A087WNP1|A0A087WNP1_MOUSE, tr|A0A087WR25|A0A087WR25_MOUSE, tr|A0A087WQI7|A0A087WQI7_MOUSE	tr|A0A2K5PIY3|A0A2K5PIY3_CEBIM, tr|A0A2K5QWB8|A0A2K5QWB8_CEBIM, tr|A0A2K5R1P2|A0A2K5R1P2_CEBIM, tr|A0A2K5PW84|A0A2K5PW84_CEBIM
OG0000045	sp|Q8BG05|ROA3_MOUSE	tr|A0A2K5PK56|A0A2K5PK56_CEBIM
OG0000045	sp|P49312|ROA1_MOUSE	tr|A0A2K5R0A3|A0A2K5R0A3_CEBIM, tr|A0A2K5PGT6|A0A2K5PGT6_CEBIM, tr|A0A2K5RZ54|A0A2K5RZ54_CEBIM, tr|A0A2K5PQH9|A0A2K5PQH9_CEBIM, tr|A0A2K5PFY3|A0A2K5PFY3_CEBIM, tr|A0A2K5RZH7|A0A2K5RZH7_CEBIM, tr|A0A2K5S224|A0A2K5S224_CEBIM, tr|A0A2K5SII7|A0A2K5SII7_CEBIM, tr|A0A2K5RHB3|A0A2K5RHB3_CEBIM, tr|A0A2K5PSF6|A0A2K5PSF6_CEBIM, tr|A0A2K5RIH4|A0A2K5RIH4_CEBIM, tr|A0A2K5QJT6|A0A2K5QJT6_CEBIM, tr|A0A2K5PL84|A0A2K5PL84_CEBIM, tr|A0A2K5QFT9|A0A2K5QFT9_CEBIM, tr|A0A2K5QNP5|A0A2K5QNP5_CEBIM, tr|A0A2K5RRR2|A0A2K5RRR2_CEBIM, tr|A0A2K5R834|A0A2K5R834_CEBIM, tr|A0A2K5QZJ0|A0A2K5QZJ0_CEBIM, tr|A0A2K5QYU1|A0A2K5QYU1_CEBIM, tr|A0A2K5S7U7|A0A2K5S7U7_CEBIM, tr|A0A2K5PBE5|A0A2K5PBE5_CEBIM, tr|A0A2K5Q279|A0A2K5Q279_CEBIM, tr|A0A2K5Q8Q2|A0A2K5Q8Q2_CEBIM, tr|A0A2K5P9K9|A0A2K5P9K9_CEBIM
OG0000046	sp|Q80YP6|ZIK1_MOUSE	tr|A0A2K5R9C9|A0A2K5R9C9_CEBIM, tr|A0A2K5RVE1|A0A2K5RVE1_CEBIM, tr|A0A2K5R9V0|A0A2K5R9V0_CEBIM, tr|A0A2K5PVF9|A0A2K5PVF9_CEBIM, tr|A0A2K5QG08|A0A2K5QG08_CEBIM, tr|A0A2K5SHA7|A0A2K5SHA7_CEBIM, tr|A0A2K5QPN1|A0A2K5QPN1_CEBIM, tr|A0A2K5PL12|A0A2K5PL12_CEBIM, tr|A0A2K5SD16|A0A2K5SD16_CEBIM, tr|A0A2K5S2M7|A0A2K5S2M7_CEBIM, tr|A0A2K5RRN5|A0A2K5RRN5_CEBIM, tr|A0A2K5S9V4|A0A2K5S9V4_CEBIM, tr|A0A2K5RGK3|A0A2K5RGK3_CEBIM, tr|A0A2K5R9I2|A0A2K5R9I2_CEBIM, tr|A0A2K5PGH3|A0A2K5PGH3_CEBIM, tr|A0A2K5P9L1|A0A2K5P9L1_CEBIM, tr|A0A2K5R9A4|A0A2K5R9A4_CEBIM, tr|A0A2K5S6T7|A0A2K5S6T7_CEBIM, tr|A0A2K5R8M3|A0A2K5R8M3_CEBIM, tr|A0A2K5QC67|A0A2K5QC67_CEBIM, tr|A0A2K5QKT6|A0A2K5QKT6_CEBIM, tr|A0A2K5SCD2|A0A2K5SCD2_CEBIM, tr|A0A2K5R3D6|A0A2K5R3D6_CEBIM, tr|A0A2K5RVV4|A0A2K5RVV4_CEBIM, tr|A0A2K5SEG6|A0A2K5SEG6_CEBIM, tr|A0A2K5R7J0|A0A2K5R7J0_CEBIM
OG0000047	tr|A2AV13|A2AV13_MOUSE, tr|A0A1L1STD5|A0A1L1STD5_MOUSE	tr|A0A2K5PJH5|A0A2K5PJH5_CEBIM
OG0000047	tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|A2ATW2|A2ATW2_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE	tr|A0A2K5PDA7|A0A2K5PDA7_CEBIM
OG0000047	sp|Q60881|OL142_MOUSE, tr|Q8VG62|Q8VG62_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, tr|Q8VGP3|Q8VGP3_MOUSE, tr|Q7TQZ0|Q7TQZ0_MOUSE	tr|A0A2K5RJA7|A0A2K5RJA7_CEBIM
OG0000048	tr|L7N205|L7N205_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, tr|E9PYP4|E9PYP4_MOUSE, sp|Q8VEX6|OL187_MOUSE, sp|Q8VFB9|OL183_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, sp|Q8VEX5|OL186_MOUSE, tr|E9Q8F6|E9Q8F6_MOUSE, tr|E9QAT7|E9QAT7_MOUSE, tr|E9Q7W1|E9Q7W1_MOUSE, tr|A0A140T8K4|A0A140T8K4_MOUSE, tr|Q8VGQ6|Q8VGQ6_MOUSE, sp|Q8VGQ7|OL181_MOUSE, tr|E9Q9T3|E9Q9T3_MOUSE, sp|Q7TS48|OL180_MOUSE	tr|A0A2K5RT26|A0A2K5RT26_CEBIM
OG0000053	tr|Q9QWU6|Q9QWU6_MOUSE, tr|Q7TRU0|Q7TRU0_MOUSE, tr|E9Q050|E9Q050_MOUSE, tr|E9Q5P8|E9Q5P8_MOUSE, tr|Q9EPG2|Q9EPG2_MOUSE, sp|P34986|OLF6_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q8VGU5|Q8VGU5_MOUSE, tr|Q8VGW8|Q8VGW8_MOUSE, tr|Q5NCD0|Q5NCD0_MOUSE, tr|E9Q4G0|E9Q4G0_MOUSE, tr|E9Q0M4|E9Q0M4_MOUSE, tr|E9Q7E7|E9Q7E7_MOUSE, tr|E9Q519|E9Q519_MOUSE, tr|E9Q518|E9Q518_MOUSE, tr|Q8VFE7|Q8VFE7_MOUSE, tr|Q8VGL1|Q8VGL1_MOUSE, tr|Q8VGH6|Q8VGH6_MOUSE, sp|Q60889|OLF5_MOUSE, tr|Q8VGH5|Q8VGH5_MOUSE, tr|Q8VF33|Q8VF33_MOUSE, tr|F6VB59|F6VB59_MOUSE	tr|A0A2K5RKJ5|A0A2K5RKJ5_CEBIM
OG0000057	tr|Q7TRL9|Q7TRL9_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|E9PXH6|E9PXH6_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE, tr|Q8VFP0|Q8VFP0_MOUSE, tr|Q7TRV9|Q7TRV9_MOUSE, tr|E9Q8M2|E9Q8M2_MOUSE, tr|E9Q0Q2|E9Q0Q2_MOUSE, tr|Q7TRW1|Q7TRW1_MOUSE, tr|E9Q5F1|E9Q5F1_MOUSE	tr|A0A2K5QV31|A0A2K5QV31_CEBIM
OG0000062	tr|A2BHP6|A2BHP6_MOUSE, tr|Q7TR29|Q7TR29_MOUSE, tr|Q920P2|Q920P2_MOUSE, tr|Q8VFR3|Q8VFR3_MOUSE, tr|Q7TR27|Q7TR27_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR26|Q7TR26_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE, tr|Q8VFR4|Q8VFR4_MOUSE, tr|Q7TR28|Q7TR28_MOUSE, tr|A2AVC3|A2AVC3_MOUSE, tr|A2AVC4|A2AVC4_MOUSE	tr|A0A2K5RJU6|A0A2K5RJU6_CEBIM
OG0000067	sp|Q07231|ZSC21_MOUSE	tr|A0A2K5PQA7|A0A2K5PQA7_CEBIM
OG0000067	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A2K5PAF2|A0A2K5PAF2_CEBIM
OG0000067	sp|Q91VN1|ZNF24_MOUSE	tr|A0A2K5RCW9|A0A2K5RCW9_CEBIM, tr|A0A2K5QFS8|A0A2K5QFS8_CEBIM, tr|A0A2K5R0D2|A0A2K5R0D2_CEBIM, tr|A0A2K5QI87|A0A2K5QI87_CEBIM, tr|A0A2K5S9B9|A0A2K5S9B9_CEBIM
OG0000068	sp|P16125|LDHB_MOUSE	tr|A0A2K5S969|A0A2K5S969_CEBIM
OG0000068	sp|P00342|LDHC_MOUSE	tr|A0A2K5RFB2|A0A2K5RFB2_CEBIM
OG0000068	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A2K5REE1|A0A2K5REE1_CEBIM, tr|A0A2K5QJ02|A0A2K5QJ02_CEBIM, tr|A0A2K5PT61|A0A2K5PT61_CEBIM
OG0000071	tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q14AJ9|Q14AJ9_MOUSE, tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|Q7TS03|Q7TS03_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE	tr|A0A2K5SJM3|A0A2K5SJM3_CEBIM
OG0000072	sp|Q61414|K1C15_MOUSE	tr|A0A2K5QEY8|A0A2K5QEY8_CEBIM
OG0000072	sp|P08730|K1C13_MOUSE	tr|A0A2K5PQE4|A0A2K5PQE4_CEBIM
OG0000072	sp|Q6RHW0|K1C9_MOUSE	tr|A0A2K5R399|A0A2K5R399_CEBIM
OG0000072	sp|P19001|K1C19_MOUSE	tr|A0A2K5R9S1|A0A2K5R9S1_CEBIM, tr|A0A2K5P9M0|A0A2K5P9M0_CEBIM, tr|A0A2K5PGG4|A0A2K5PGG4_CEBIM
OG0000072	sp|Q9QWL7|K1C17_MOUSE	tr|A0A2K5RGD4|A0A2K5RGD4_CEBIM
OG0000072	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A2K5S9J6|A0A2K5S9J6_CEBIM
OG0000072	sp|Q61781|K1C14_MOUSE	tr|A0A2K5RVA7|A0A2K5RVA7_CEBIM
OG0000074	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A2K5PYT8|A0A2K5PYT8_CEBIM, tr|A0A2K5Q8Y1|A0A2K5Q8Y1_CEBIM
OG0000074	sp|Q6B966|NAL14_MOUSE	tr|A0A2K5RUG2|A0A2K5RUG2_CEBIM
OG0000074	sp|Q9R1M5|NALP5_MOUSE	tr|A0A2K5QRZ7|A0A2K5QRZ7_CEBIM
OG0000074	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A2K5PFA0|A0A2K5PFA0_CEBIM
OG0000074	sp|E9Q5R7|NAL12_MOUSE	tr|A0A2K5SDN2|A0A2K5SDN2_CEBIM
OG0000075	sp|P01575|IFNB_MOUSE, sp|Q80ZF2|IFNE_MOUSE, sp|P09235|IFNA9_MOUSE, sp|Q80SU4|IFNAD_MOUSE, tr|L7MTU6|L7MTU6_MOUSE, tr|Q61718|Q61718_MOUSE, sp|Q80SS5|IFNAC_MOUSE, tr|Q810G3|Q810G3_MOUSE, sp|P06799|IFNA7_MOUSE, sp|P07349|IFNA5_MOUSE, sp|P07350|IFNA6_MOUSE, sp|P01573|IFNA2_MOUSE, sp|P07351|IFNA4_MOUSE, sp|Q61716|IFNAB_MOUSE, sp|P01572|IFNA1_MOUSE, tr|Q810G1|Q810G1_MOUSE	tr|A0A2K5PZF9|A0A2K5PZF9_CEBIM
