Orthogroup	Mus_musculus	Oryctolagus_cuniculus
OG0000079	sp|Q9R053|SCNBA_MOUSE	tr|G1SFB0|G1SFB0_RABIT
OG0000082	sp|Q9D106|PEPA5_MOUSE	sp|P27823|PEPAF_RABIT, tr|G1SMJ7|G1SMJ7_RABIT, tr|G1TKZ8|G1TKZ8_RABIT, tr|G1U0D6|G1U0D6_RABIT, sp|P27822|PEPA3_RABIT, tr|G1SHB1|G1SHB1_RABIT, tr|G1U4T7|G1U4T7_RABIT, tr|G1TM78|G1TM78_RABIT, tr|A0A5F9CTH7|A0A5F9CTH7_RABIT, sp|P28712|PEPA1_RABIT, tr|G1SK95|G1SK95_RABIT, tr|A0A5F9C8F3|A0A5F9C8F3_RABIT, tr|G1U3N9|G1U3N9_RABIT, sp|P28713|PEPA4_RABIT, sp|P27821|PEPA2_RABIT
OG0000086	tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE	tr|A0A5F9D6S3|A0A5F9D6S3_RABIT
OG0000088	sp|Q2M2N2|SPOPL_MOUSE	tr|G1SS17|G1SS17_RABIT
OG0000088	tr|A0A0A6YWS7|A0A0A6YWS7_MOUSE, sp|Q6YCH2|TDPZ4_MOUSE, sp|Q717B2|TDPZ2_MOUSE, tr|Q3UTC4|Q3UTC4_MOUSE, tr|E0CXI6|E0CXI6_MOUSE, tr|L7N229|L7N229_MOUSE, tr|A0A0A6YXL2|A0A0A6YXL2_MOUSE, sp|Q6YCH1|TDPZ5_MOUSE, sp|P0DMR5|TDPZ1_MOUSE, sp|P0DMR6|TDP1L_MOUSE, sp|Q717B4|TDPZ3_MOUSE, sp|Q6ZWS8|SPOP_MOUSE	tr|A0A5F9CCX1|A0A5F9CCX1_RABIT
OG0000089	sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, sp|Q91Y11|PCDA9_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y10|Q91Y10_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y21|Q91Y21_MOUSE	tr|A0A5F9C1J3|A0A5F9C1J3_RABIT, tr|A0A5F9CPI3|A0A5F9CPI3_RABIT
OG0000090	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE	tr|G1SU88|G1SU88_RABIT
OG0000093	tr|Q9DAE2|Q9DAE2_MOUSE	tr|G1TK25|G1TK25_RABIT
OG0000093	tr|A0A087WPY7|A0A087WPY7_MOUSE, sp|O35698|RBY1A_MOUSE, tr|J3QK27|J3QK27_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, sp|Q60990|RBY1B_MOUSE	tr|A0A5F9D926|A0A5F9D926_RABIT
OG0000093	sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE	tr|A0A5F9CXF5|A0A5F9CXF5_RABIT
OG0000093	sp|Q9WV02|RBMX_MOUSE	tr|G1U5N7|G1U5N7_RABIT
OG0000096	sp|Q8BJR6|PRS27_MOUSE	tr|G1U4L8|G1U4L8_RABIT
OG0000096	sp|Q9ER10|BSSP4_MOUSE, tr|E9Q409|E9Q409_MOUSE, sp|P21845|TRYB2_MOUSE, sp|Q02844|TRYB1_MOUSE, sp|Q99MS4|PRS29_MOUSE, sp|Q924N9|PRS28_MOUSE, tr|Q80UR4|Q80UR4_MOUSE, sp|Q9QUL7|TRYG1_MOUSE, sp|Q9QYZ9|PRS30_MOUSE, sp|Q9DBI0|TMPS6_MOUSE, sp|Q80WM7|PRS33_MOUSE	tr|G1SLC3|G1SLC3_RABIT
OG0000100	sp|Q504N7|IFIXL_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|O35368|IFI3_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, sp|Q91VJ1|AIM2_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|Q9R002|IFI2_MOUSE	tr|G1U6G2|G1U6G2_RABIT
OG0000103	sp|Q6SJQ7|CLM1_MOUSE	tr|G1TBE6|G1TBE6_RABIT
OG0000103	tr|A2A7W0|A2A7W0_MOUSE, sp|Q6SJQ5|CLM3_MOUSE, tr|A2A7W1|A2A7W1_MOUSE, sp|Q8VCH2|CLM5_MOUSE, sp|Q3U497|CLM7_MOUSE, sp|Q8K249|CLM2_MOUSE, sp|Q6SJQ0|CLM8_MOUSE, sp|Q7TSN2|CLM4_MOUSE, sp|A2A7V7|CLM6_MOUSE, sp|Q3LRV9|TRML4_MOUSE	tr|A0A5F9CVJ7|A0A5F9CVJ7_RABIT
OG0000104	tr|Q8VEV8|Q8VEV8_MOUSE, tr|Q8VF19|Q8VF19_MOUSE	tr|G1TN83|G1TN83_RABIT
OG0000104	tr|Q8VEU6|Q8VEU6_MOUSE, tr|Q7TQQ7|Q7TQQ7_MOUSE, tr|A0A140LIR8|A0A140LIR8_MOUSE, tr|Q8VFQ6|Q8VFQ6_MOUSE, tr|Q8VFQ5|Q8VFQ5_MOUSE, tr|Q7TQQ9|Q7TQQ9_MOUSE, tr|Q8VEV6|Q8VEV6_MOUSE, tr|Q7TQQ8|Q7TQQ8_MOUSE, tr|F6QVZ8|F6QVZ8_MOUSE	tr|G1TRB0|G1TRB0_RABIT
OG0000107	sp|Q6ZWY9|H2B1C_MOUSE	tr|G1U531|G1U531_RABIT
OG0000107	sp|Q64525|H2B2B_MOUSE	tr|G1TP83|G1TP83_RABIT, tr|G1T7F1|G1T7F1_RABIT, tr|G1SJS1|G1SJS1_RABIT, tr|G1SSZ8|G1SSZ8_RABIT, tr|G1SQE8|G1SQE8_RABIT, tr|G1TI54|G1TI54_RABIT, tr|G1TQC6|G1TQC6_RABIT, tr|G1TLP0|G1TLP0_RABIT, tr|G1U155|G1U155_RABIT, tr|G1TJC1|G1TJC1_RABIT
OG0000108	sp|P14206|RSSA_MOUSE	tr|G1TJH8|G1TJH8_RABIT, tr|A0A5F9C7B1|A0A5F9C7B1_RABIT, tr|G1TT44|G1TT44_RABIT, tr|G1SDF8|G1SDF8_RABIT, tr|G1U1A8|G1U1A8_RABIT, tr|G1TLT8|G1TLT8_RABIT, tr|G1U673|G1U673_RABIT, tr|G1TGI6|G1TGI6_RABIT, tr|G1U1G8|G1U1G8_RABIT, tr|G1TQM9|G1TQM9_RABIT, tr|G1TI36|G1TI36_RABIT, tr|G1TWL4|G1TWL4_RABIT
OG0000109	sp|Q3U3I9|ZN865_MOUSE	tr|U3KP02|U3KP02_RABIT
OG0000109	tr|G3X996|G3X996_MOUSE, sp|Q8R1D1|ZN426_MOUSE	tr|G1SJB6|G1SJB6_RABIT
OG0000109	tr|E9Q2S7|E9Q2S7_MOUSE, tr|Q3URI6|Q3URI6_MOUSE, sp|P10076|ZFP26_MOUSE	tr|U3KPN8|U3KPN8_RABIT
OG0000110	tr|D3Z450|D3Z450_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, sp|P07759|SPA3K_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P29621|SPA3C_MOUSE, sp|Q8BYY9|SPA3B_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q6P4P1|SPA3A_MOUSE, sp|Q91WP6|SPA3N_MOUSE	tr|G1TM88|G1TM88_RABIT
OG0000110	sp|P70458|IPSP_MOUSE	tr|G1SQG6|G1SQG6_RABIT
OG0000111	sp|P62911|RL32_MOUSE	tr|G1U5I7|G1U5I7_RABIT, tr|G1TQK1|G1TQK1_RABIT, tr|G1U437|G1U437_RABIT, tr|G1TY72|G1TY72_RABIT, tr|G1TW89|G1TW89_RABIT, tr|G1U1L1|G1U1L1_RABIT, tr|G1TPH1|G1TPH1_RABIT, tr|G1U6S0|G1U6S0_RABIT, tr|G1U6J7|G1U6J7_RABIT, tr|G1U4I1|G1U4I1_RABIT, tr|G1TVL6|G1TVL6_RABIT, tr|G1TUN8|G1TUN8_RABIT
OG0000115	tr|J3QP08|J3QP08_MOUSE, tr|Q9DAD9|Q9DAD9_MOUSE, tr|Q810S6|Q810S6_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE, tr|L7MU04|L7MU04_MOUSE, tr|Q497L1|Q497L1_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, tr|A9Z055|A9Z055_MOUSE, sp|Q9CQ70|H2AB1_MOUSE, tr|Q9D4U4|Q9D4U4_MOUSE	tr|G1TPD1|G1TPD1_RABIT
OG0000117	tr|Q8VFS5|Q8VFS5_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|K9J725|K9J725_MOUSE, tr|Q8VES9|Q8VES9_MOUSE, tr|Q8VEV0|Q8VEV0_MOUSE, tr|Q7TQV3|Q7TQV3_MOUSE, tr|Q5NCC7|Q5NCC7_MOUSE, tr|Q8VEV1|Q8VEV1_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VF17|Q8VF17_MOUSE	tr|G1U3M1|G1U3M1_RABIT
OG0000118	tr|G3UW78|G3UW78_MOUSE, tr|Q99N19|Q99N19_MOUSE, tr|Q99N17|Q99N17_MOUSE, tr|Q3V1F1|Q3V1F1_MOUSE	tr|A0A5F9CSF0|A0A5F9CSF0_RABIT
OG0000118	sp|Q9EP75|CP4FE_MOUSE, tr|Q99N18|Q99N18_MOUSE, tr|G3UW81|G3UW81_MOUSE	tr|G1TQ61|G1TQ61_RABIT, tr|A0A5F9CH44|A0A5F9CH44_RABIT
OG0000118	sp|Q99N16|CP4F3_MOUSE	tr|G1U5L6|G1U5L6_RABIT
OG0000120	tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N205|L7N205_MOUSE	tr|G1TQK7|G1TQK7_RABIT
OG0000120	tr|L7N1X3|L7N1X3_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS40|Q7TS40_MOUSE	tr|A0A5F9CHW8|A0A5F9CHW8_RABIT
OG0000121	tr|A0A087WQ87|A0A087WQ87_MOUSE, tr|A0A075B699|A0A075B699_MOUSE, tr|A0A075B601|A0A075B601_MOUSE, tr|A0A075B685|A0A075B685_MOUSE, tr|A0A075B6A9|A0A075B6A9_MOUSE, tr|A0A075B647|A0A075B647_MOUSE, tr|A0A0B4J1K2|A0A0B4J1K2_MOUSE, tr|A0A075B695|A0A075B695_MOUSE, sp|P01738|TVA1_MOUSE, tr|A0A075B631|A0A075B631_MOUSE	tr|G1U3L6|G1U3L6_RABIT, tr|G1TTT9|G1TTT9_RABIT
OG0000122	tr|Q80UK5|Q80UK5_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|O08806|O08806_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|O08797|O08797_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|I7HJI5|I7HJI5_MOUSE, sp|Q8VHP7|ILEUB_MOUSE, sp|Q5SV42|ILEUC_MOUSE, sp|Q9D154|ILEUA_MOUSE	tr|G1SN70|G1SN70_RABIT
OG0000123	sp|O70559|SPR2H_MOUSE, sp|O70554|SPR2B_MOUSE, sp|O70560|SPR2I_MOUSE, sp|O70555|SPR2D_MOUSE, sp|O70556|SPR2E_MOUSE, sp|O70557|SPR2F_MOUSE, sp|O70558|SPR2G_MOUSE, sp|O70562|SPR2K_MOUSE, sp|Q4KL71|SP2A3_MOUSE, sp|Q9CQK8|SP2A1_MOUSE, sp|O70561|SPR2J_MOUSE	tr|A0A5F9CKK0|A0A5F9CKK0_RABIT
OG0000125	sp|Q8K0C5|ZG16_MOUSE	tr|G1TKN9|G1TKN9_RABIT, tr|G1TVZ6|G1TVZ6_RABIT, tr|A0A5F9CRL8|A0A5F9CRL8_RABIT, tr|G1TUG3|G1TUG3_RABIT, tr|A0A5F9CRH4|A0A5F9CRH4_RABIT, tr|G1TYG4|G1TYG4_RABIT, tr|A0A5F9D9P3|A0A5F9D9P3_RABIT, tr|G1TK16|G1TK16_RABIT, tr|G1TMX8|G1TMX8_RABIT, tr|U3KMV4|U3KMV4_RABIT, tr|G1TMS8|G1TMS8_RABIT
OG0000126	sp|P51410|RL9_MOUSE	tr|G1TJA2|G1TJA2_RABIT, tr|G1SUB9|G1SUB9_RABIT, tr|A0A5F9CDA0|A0A5F9CDA0_RABIT, tr|G1TXH8|G1TXH8_RABIT, tr|G1U752|G1U752_RABIT, tr|G1U4I5|G1U4I5_RABIT, tr|G1TI26|G1TI26_RABIT, tr|G1TSI1|G1TSI1_RABIT, tr|G1TF70|G1TF70_RABIT, tr|G1SWI6|G1SWI6_RABIT, tr|G1T5X8|G1T5X8_RABIT
OG0000131	tr|Q3UED7|Q3UED7_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, sp|Q62293|TGTP1_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q61635|Q61635_MOUSE, tr|G3UWE2|G3UWE2_MOUSE, tr|E9QAA8|E9QAA8_MOUSE	tr|G1U5V3|G1U5V3_RABIT
OG0000132	sp|Q9QWL7|K1C17_MOUSE	tr|G1SDN2|G1SDN2_RABIT
OG0000132	sp|Q6IFX2|K1C42_MOUSE, sp|Q6RHW0|K1C9_MOUSE, sp|Q9D312|K1C20_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q9Z2K1|K1C16_MOUSE	tr|G1T1Y7|G1T1Y7_RABIT
OG0000135	sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD04|TAAR9_MOUSE	tr|G1SUU9|G1SUU9_RABIT
OG0000136	tr|A0A087WSP8|A0A087WSP8_MOUSE, tr|A0A087WR25|A0A087WR25_MOUSE, tr|A0A087WQI7|A0A087WQI7_MOUSE, tr|A0A087WNP1|A0A087WNP1_MOUSE, tr|A0A087WQW2|A0A087WQW2_MOUSE, tr|A0A087WS64|A0A087WS64_MOUSE	tr|U3KMD9|U3KMD9_RABIT, tr|A0A5F9DJD0|A0A5F9DJD0_RABIT, tr|G1T273|G1T273_RABIT, tr|U3KMI0|U3KMI0_RABIT, tr|U3KN59|U3KN59_RABIT
OG0000137	tr|Q8R2A3|Q8R2A3_MOUSE, tr|E9PWK2|E9PWK2_MOUSE, tr|Q8R2A7|Q8R2A7_MOUSE, tr|A0A3B2W3R4|A0A3B2W3R4_MOUSE, tr|Q8R2A8|Q8R2A8_MOUSE, tr|Q8R2A9|Q8R2A9_MOUSE, tr|A2RTT5|A2RTT5_MOUSE, tr|Q8R2A5|Q8R2A5_MOUSE, tr|Q8R2A2|Q8R2A2_MOUSE	tr|G1U5F6|G1U5F6_RABIT, tr|G1SET7|G1SET7_RABIT
OG0000138	sp|P63017|HSP7C_MOUSE	tr|A0A5F9C6Y7|A0A5F9C6Y7_RABIT
OG0000138	sp|P17156|HSP72_MOUSE	tr|G1T1V9|G1T1V9_RABIT
OG0000138	sp|P16627|HS71L_MOUSE, sp|P17879|HS71B_MOUSE, sp|Q61696|HS71A_MOUSE	tr|G1TRC0|G1TRC0_RABIT, tr|G1SUX8|G1SUX8_RABIT
OG0000140	tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|A0A2I3BRI6|A0A2I3BRI6_MOUSE, tr|E9PZS7|E9PZS7_MOUSE	tr|G1TP37|G1TP37_RABIT
OG0000141	tr|F6VB59|F6VB59_MOUSE, tr|Q8VF33|Q8VF33_MOUSE	tr|A0A5F9C9R9|A0A5F9C9R9_RABIT
OG0000141	tr|Q8VGH6|Q8VGH6_MOUSE	tr|G1TI67|G1TI67_RABIT
OG0000141	sp|Q60889|OLF5_MOUSE	tr|G1THW0|G1THW0_RABIT
OG0000141	tr|Q8VGH5|Q8VGH5_MOUSE	tr|G1TLE5|G1TLE5_RABIT
OG0000142	sp|P28293|CATG_MOUSE	tr|G1SF87|G1SF87_RABIT
OG0000142	sp|P43430|MCPT8_MOUSE, sp|P08884|GRAE_MOUSE, sp|P11033|GRAD_MOUSE, sp|P13366|GRAG_MOUSE, sp|P08883|GRAF_MOUSE, tr|Q920S1|Q920S1_MOUSE, sp|P04187|GRAB_MOUSE, sp|P08882|GRAC_MOUSE	tr|G1T4V3|G1T4V3_RABIT
OG0000145	tr|Q14AJ9|Q14AJ9_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q8VF25|Q8VF25_MOUSE	tr|G1U272|G1U272_RABIT
OG0000146	sp|Q8BWQ1|UD2A3_MOUSE, sp|Q80X89|UD2A1_MOUSE, sp|Q6PDD0|UD2A2_MOUSE, tr|Q8BJL9|Q8BJL9_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q8R084|Q8R084_MOUSE, tr|Q8K154|Q8K154_MOUSE	tr|U3KM06|U3KM06_RABIT
OG0000147	tr|Q14BQ3|Q14BQ3_MOUSE	tr|U3KND0|U3KND0_RABIT, tr|U3KMF7|U3KMF7_RABIT, tr|U3KNH5|U3KNH5_RABIT, tr|G1TX08|G1TX08_RABIT, tr|U3KND3|U3KND3_RABIT
OG0000147	tr|Q9D434|Q9D434_MOUSE	tr|G1THE1|G1THE1_RABIT, tr|U3KLW2|U3KLW2_RABIT, tr|G1T790|G1T790_RABIT, tr|G1U2I6|G1U2I6_RABIT
OG0000149	sp|Q9Z2T6|KRT85_MOUSE	tr|A0A5F9CVJ5|A0A5F9CVJ5_RABIT
OG0000149	sp|Q6IMF0|KRT87_MOUSE, sp|Q9ERE2|KRT81_MOUSE, tr|E9Q1Y9|E9Q1Y9_MOUSE, sp|P97861|KRT86_MOUSE	tr|G1U5J7|G1U5J7_RABIT, tr|G1SR38|G1SR38_RABIT, tr|A0A5F9CP90|A0A5F9CP90_RABIT, tr|G1U7T6|G1U7T6_RABIT, tr|G1TJG8|G1TJG8_RABIT
OG0000150	tr|A2AE21|A2AE21_MOUSE	tr|A0A5F9D6A2|A0A5F9D6A2_RABIT
OG0000150	sp|Q61967|ZFP90_MOUSE	tr|A0A5F9CL48|A0A5F9CL48_RABIT, tr|A0A5F9C4K6|A0A5F9C4K6_RABIT, tr|A0A5F9CVW3|A0A5F9CVW3_RABIT, tr|A0A5F9DLL8|A0A5F9DLL8_RABIT, tr|U3KMG5|U3KMG5_RABIT, tr|U3KLY2|U3KLY2_RABIT, tr|G1U9P6|G1U9P6_RABIT, tr|A0A5F9CYE3|A0A5F9CYE3_RABIT
OG0000151	sp|P56567|CYTA_MOUSE, tr|Q9D8D6|Q9D8D6_MOUSE, tr|B2RV77|B2RV77_MOUSE, tr|Q8BWM3|Q8BWM3_MOUSE, sp|P35174|CYT2_MOUSE, sp|P35173|CYT3_MOUSE, tr|Q6IE28|Q6IE28_MOUSE, tr|L7N257|L7N257_MOUSE, sp|P35175|CYT1_MOUSE, tr|Q497J0|Q497J0_MOUSE	tr|G1U9F0|G1U9F0_RABIT
OG0000152	sp|P47945|MT4_MOUSE	tr|G1TDC5|G1TDC5_RABIT
OG0000152	sp|P02802|MT1_MOUSE	sp|P18055|MT2A_RABIT, sp|P80290|MT2C_RABIT, tr|A0A5F9DNQ6|A0A5F9DNQ6_RABIT, sp|P11957|MT1A_RABIT, sp|P80289|MT2B_RABIT, sp|P80292|MT2E_RABIT, sp|P80291|MT2D_RABIT, tr|G1SSN8|G1SSN8_RABIT
OG0000153	sp|Q91VN1|ZNF24_MOUSE	tr|U3KN54|U3KN54_RABIT, tr|G1SJG4|G1SJG4_RABIT, tr|G1TSA0|G1TSA0_RABIT, tr|G1TNJ7|G1TNJ7_RABIT, tr|G1SNC5|G1SNC5_RABIT, tr|G1TAR6|G1TAR6_RABIT, tr|U3KNF9|U3KNF9_RABIT, tr|A0A5F9DBA6|A0A5F9DBA6_RABIT, tr|U3KMS0|U3KMS0_RABIT, tr|U3KLY8|U3KLY8_RABIT
OG0000158	sp|Q9CPP7|LIPG_MOUSE	tr|G1T3E7|G1T3E7_RABIT
OG0000158	sp|Q8BM14|LIPK_MOUSE	tr|G1T3F2|G1T3F2_RABIT
OG0000158	tr|F6RR30|F6RR30_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, tr|F6WYC8|F6WYC8_MOUSE	tr|U3KN43|U3KN43_RABIT
OG0000159	tr|Q7TRM6|Q7TRM6_MOUSE	tr|G1U6F5|G1U6F5_RABIT, tr|A0A5F9DQR8|A0A5F9DQR8_RABIT, tr|G1TUJ6|G1TUJ6_RABIT, tr|G1TND7|G1TND7_RABIT, tr|G1U079|G1U079_RABIT, tr|G1TUB4|G1TUB4_RABIT, tr|G1U6V7|G1U6V7_RABIT, tr|G1U688|G1U688_RABIT, tr|G1U7P1|G1U7P1_RABIT
OG0000160	sp|O35660|GSTM6_MOUSE, sp|P10649|GSTM1_MOUSE, sp|P19639|GSTM3_MOUSE, sp|P15626|GSTM2_MOUSE, sp|Q80W21|GSTM7_MOUSE, sp|Q8R5I6|GSTM4_MOUSE	tr|A0A5F9CHL8|A0A5F9CHL8_RABIT, tr|A0A5F9CD48|A0A5F9CD48_RABIT, sp|P46409|GSTMU_RABIT, tr|G1SXP3|G1SXP3_RABIT
OG0000161	tr|Q58A37|Q58A37_MOUSE	tr|A0A5F9CFJ0|A0A5F9CFJ0_RABIT, tr|A0A5F9D854|A0A5F9D854_RABIT, tr|G1U1V0|G1U1V0_RABIT, tr|G1TZZ9|G1TZZ9_RABIT, tr|A0A5F9CWI5|A0A5F9CWI5_RABIT, tr|A0A5F9DCN9|A0A5F9DCN9_RABIT, tr|A0A5F9CCG2|A0A5F9CCG2_RABIT, tr|A0A5F9CVL2|A0A5F9CVL2_RABIT, tr|A0A5F9CML2|A0A5F9CML2_RABIT
OG0000163	tr|A0A075B625|A0A075B625_MOUSE, tr|A0A0B4J1K1|A0A0B4J1K1_MOUSE, tr|A0A075B651|A0A075B651_MOUSE, tr|A0A075B615|A0A075B615_MOUSE, tr|A0A075B638|A0A075B638_MOUSE	tr|G1TJE4|G1TJE4_RABIT, tr|A0A5F9DFV0|A0A5F9DFV0_RABIT, tr|G1U015|G1U015_RABIT, tr|A0A5F9D1R9|A0A5F9D1R9_RABIT, tr|A0A5F9CX08|A0A5F9CX08_RABIT
OG0000168	tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE	tr|G1SZS7|G1SZS7_RABIT
OG0000168	tr|Q0VB29|Q0VB29_MOUSE	tr|G1TPQ1|G1TPQ1_RABIT
OG0000168	tr|A2AUS6|A2AUS6_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR20|Q7TR20_MOUSE	tr|G1TNR7|G1TNR7_RABIT
OG0000169	tr|Q7TRH9|Q7TRH9_MOUSE, tr|Q7TRH8|Q7TRH8_MOUSE	tr|G1TNR3|G1TNR3_RABIT
OG0000169	tr|Q8VGI8|Q8VGI8_MOUSE, tr|Q8VFN6|Q8VFN6_MOUSE, tr|Q8VF31|Q8VF31_MOUSE, tr|Q924H8|Q924H8_MOUSE, tr|Q7TRH5|Q7TRH5_MOUSE, tr|Q8VEX8|Q8VEX8_MOUSE	tr|G1U2K0|G1U2K0_RABIT
OG0000173	tr|A0A1L1SV77|A0A1L1SV77_MOUSE	tr|G1U6P0|G1U6P0_RABIT
OG0000173	tr|Q8VFI3|Q8VFI3_MOUSE, tr|Q7TRI1|Q7TRI1_MOUSE, tr|A0A0N4SVC3|A0A0N4SVC3_MOUSE, tr|Q7TRI5|Q7TRI5_MOUSE, tr|Q7TRI3|Q7TRI3_MOUSE, tr|Q7TRI4|Q7TRI4_MOUSE, tr|Q8VFI0|Q8VFI0_MOUSE	tr|G1SWL9|G1SWL9_RABIT
OG0000174	sp|P17742|PPIA_MOUSE	tr|G1TX83|G1TX83_RABIT, sp|Q9TTC6|PPIA_RABIT, tr|A0A5F9CU98|A0A5F9CU98_RABIT, tr|A0A5F9CWB8|A0A5F9CWB8_RABIT, tr|A0A5F9DLY3|A0A5F9DLY3_RABIT, tr|G1SU28|G1SU28_RABIT, tr|A0A5F9CNC8|A0A5F9CNC8_RABIT, tr|A0A5F9CLH8|A0A5F9CLH8_RABIT, tr|G1TZC2|G1TZC2_RABIT
