Orthogroup	Mus_musculus	Microtus_ochrogaster
OG0000046	sp|P10126|EF1A1_MOUSE	tr|A0A8J6L1E8|A0A8J6L1E8_MICOH, tr|A0A8J6H109|A0A8J6H109_MICOH, tr|A0A8J6L118|A0A8J6L118_MICOH, tr|A0A8J6KIV0|A0A8J6KIV0_MICOH, tr|A0A8J6L167|A0A8J6L167_MICOH, tr|A0A8J6FXB4|A0A8J6FXB4_MICOH, tr|A0A8J6GMH6|A0A8J6GMH6_MICOH, tr|A0A8J6GJ16|A0A8J6GJ16_MICOH, tr|A0A8J6KJM9|A0A8J6KJM9_MICOH, tr|A0A8J6G5A0|A0A8J6G5A0_MICOH, tr|A0A8J6GNV6|A0A8J6GNV6_MICOH, tr|A0A8J6FXH5|A0A8J6FXH5_MICOH, tr|A0A8J6GMZ8|A0A8J6GMZ8_MICOH, tr|A0A8J6GZW3|A0A8J6GZW3_MICOH, tr|A0A8J6GLZ1|A0A8J6GLZ1_MICOH, tr|A0A8J6GSE7|A0A8J6GSE7_MICOH, tr|A0A8J6KXM4|A0A8J6KXM4_MICOH, tr|A0A8J6KQH3|A0A8J6KQH3_MICOH
OG0000048	sp|A2AJB7|LCN5_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P04939|MUP3_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|Q5FW60|MUP20_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|P11588|MUP1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P02762|MUP6_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|A2BIM8|MUP18_MOUSE, sp|P04938|MUP11_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P11589|MUP2_MOUSE, sp|B5X0G2|MUP17_MOUSE, tr|L7N222|L7N222_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|E9QA79|E9QA79_MOUSE, sp|P11590|MUP4_MOUSE, sp|P11591|MUP5_MOUSE	tr|A0A8J6GV21|A0A8J6GV21_MICOH
OG0000052	sp|Q2TL60|ZN667_MOUSE	tr|A0A8J6KRL4|A0A8J6KRL4_MICOH, tr|A0A8J6GF84|A0A8J6GF84_MICOH, tr|A0A8J6GEC0|A0A8J6GEC0_MICOH, tr|A0A8J6GTS2|A0A8J6GTS2_MICOH, tr|A0A8J6G2G1|A0A8J6G2G1_MICOH, tr|A0A8J6GA07|A0A8J6GA07_MICOH, tr|A0A8J6GVK4|A0A8J6GVK4_MICOH, tr|A0A8J6KYT4|A0A8J6KYT4_MICOH, tr|A0A8J6FXR4|A0A8J6FXR4_MICOH, tr|A0A8J6L479|A0A8J6L479_MICOH, tr|A0A8J6FYC7|A0A8J6FYC7_MICOH, tr|A0A8J6GA74|A0A8J6GA74_MICOH, tr|A0A8J6FWY1|A0A8J6FWY1_MICOH, tr|A0A8J6GAE2|A0A8J6GAE2_MICOH, tr|A0A8J6G5H8|A0A8J6G5H8_MICOH, tr|A0A8J6G4W2|A0A8J6G4W2_MICOH, tr|A0A8J6H174|A0A8J6H174_MICOH, tr|A0A8J6GRK3|A0A8J6GRK3_MICOH, tr|A0A8J6FVY4|A0A8J6FVY4_MICOH
OG0000054	sp|P06797|CATL1_MOUSE	tr|A0A8J6G2C8|A0A8J6G2C8_MICOH
OG0000054	sp|P13438|TSP_MOUSE, tr|Q9CQC0|Q9CQC0_MOUSE	tr|A0A8J6G5X4|A0A8J6G5X4_MICOH
OG0000054	sp|Q9R014|CATJ_MOUSE, sp|Q9JIA9|CATR_MOUSE, tr|Q9ET52|Q9ET52_MOUSE, tr|Q91ZF4|Q91ZF4_MOUSE	tr|A0A8J6G2N2|A0A8J6G2N2_MICOH
OG0000054	sp|Q9JL96|CATM_MOUSE, tr|Q91ZD5|Q91ZD5_MOUSE, sp|Q9JI81|CAT8_MOUSE	tr|A0A8J6KNB1|A0A8J6KNB1_MICOH
OG0000055	tr|Q8VFH3|Q8VFH3_MOUSE, tr|Q8VFH7|Q8VFH7_MOUSE	tr|A0A8J6G091|A0A8J6G091_MICOH, tr|A0A8J6KRB9|A0A8J6KRB9_MICOH
OG0000055	tr|Q8VGI7|Q8VGI7_MOUSE, tr|Q8VFZ8|Q8VFZ8_MOUSE	tr|A0A8J6G099|A0A8J6G099_MICOH
OG0000055	tr|Q8VEU0|Q8VEU0_MOUSE, tr|Q8VF26|Q8VF26_MOUSE, tr|Q8K501|Q8K501_MOUSE, tr|Q8VGC4|Q8VGC4_MOUSE, tr|Q8VGJ0|Q8VGJ0_MOUSE	tr|A0A8J6KK45|A0A8J6KK45_MICOH
OG0000055	tr|Q8VGC2|Q8VGC2_MOUSE	tr|A0A8J6FYE3|A0A8J6FYE3_MICOH
OG0000055	tr|Q8VFH6|Q8VFH6_MOUSE	tr|A0A8J6FXH8|A0A8J6FXH8_MICOH
OG0000055	tr|Q8VGC5|Q8VGC5_MOUSE, tr|F6VS78|F6VS78_MOUSE	tr|A0A8J6FZR3|A0A8J6FZR3_MICOH
OG0000056	sp|P01631|KV2A7_MOUSE	tr|A0A8J6G132|A0A8J6G132_MICOH
OG0000056	tr|A0A0B4J1I0|A0A0B4J1I0_MOUSE, tr|A0A140T8M0|A0A140T8M0_MOUSE, tr|A0A140T8M9|A0A140T8M9_MOUSE, tr|A0A140T8N1|A0A140T8N1_MOUSE, tr|A0A075B5K8|A0A075B5K8_MOUSE, tr|A0A0B4J1H6|A0A0B4J1H6_MOUSE, tr|A0A075B5J6|A0A075B5J6_MOUSE, sp|P01630|KV2A6_MOUSE, sp|P01629|KV2A4_MOUSE, sp|P03976|KV2A5_MOUSE, tr|A0A075B5K6|A0A075B5K6_MOUSE, sp|P01627|KV2A2_MOUSE, tr|A0A075B5N0|A0A075B5N0_MOUSE, tr|A0A140T8M8|A0A140T8M8_MOUSE, tr|A0A0B4J1H9|A0A0B4J1H9_MOUSE, tr|A0A0B4J1H8|A0A0B4J1H8_MOUSE, tr|A0A0B4J1H7|A0A0B4J1H7_MOUSE	tr|A0A8J6FY11|A0A8J6FY11_MICOH
OG0000057	sp|Q5RJ54|ZSC26_MOUSE, sp|Q91VW9|ZKSC3_MOUSE, tr|Q5SZT6|Q5SZT6_MOUSE, sp|Q07231|ZSC21_MOUSE, tr|Q3TDV8|Q3TDV8_MOUSE, tr|Q8CB76|Q8CB76_MOUSE, sp|Q9Z1D9|ZN394_MOUSE, sp|Q5SXI5|ZN496_MOUSE, tr|Q8C879|Q8C879_MOUSE, tr|B9EJW5|B9EJW5_MOUSE, tr|E9QAW0|E9QAW0_MOUSE, sp|Q8CF60|ZN263_MOUSE, tr|B2RX31|B2RX31_MOUSE, tr|E9PVW1|E9PVW1_MOUSE, tr|Q7TNK4|Q7TNK4_MOUSE, sp|Q8BGS3|ZKSC1_MOUSE, sp|Q91VN1|ZNF24_MOUSE, sp|Q9Z1D7|ZSC12_MOUSE, sp|Q3URR7|ZSC10_MOUSE	tr|A0A8J6KS73|A0A8J6KS73_MICOH
OG0000058	tr|Q7M6X5|Q7M6X5_MOUSE, tr|B8JJX8|B8JJX8_MOUSE, tr|Q4QQP3|Q4QQP3_MOUSE, tr|Q80VN4|Q80VN4_MOUSE, tr|Q91W94|Q91W94_MOUSE, tr|Q7M6X3|Q7M6X3_MOUSE, tr|Q8BIN6|Q8BIN6_MOUSE, tr|L7N1X4|L7N1X4_MOUSE, sp|Q6P5C7|ZN728_MOUSE, tr|Q8K2A4|Q8K2A4_MOUSE, tr|E9PXJ4|E9PXJ4_MOUSE, tr|E9PX85|E9PX85_MOUSE, tr|Q7M6Y0|Q7M6Y0_MOUSE, tr|Q7M6Y1|Q7M6Y1_MOUSE, tr|B2RUK9|B2RUK9_MOUSE, tr|Q7M6X9|Q7M6X9_MOUSE, tr|Q8BZ17|Q8BZ17_MOUSE, tr|Q8BX23|Q8BX23_MOUSE, tr|Q7M6X2|Q7M6X2_MOUSE	tr|A0A8J6LAV6|A0A8J6LAV6_MICOH
OG0000061	sp|P48962|ADT1_MOUSE	tr|A0A8J6GBF9|A0A8J6GBF9_MICOH
OG0000061	sp|Q3V132|ADT4_MOUSE	tr|A0A8J6KK03|A0A8J6KK03_MICOH, tr|A0A8J6GMB6|A0A8J6GMB6_MICOH, tr|A0A8J6GKL6|A0A8J6GKL6_MICOH, tr|A0A8J6GIG7|A0A8J6GIG7_MICOH, tr|A0A8J6H314|A0A8J6H314_MICOH
OG0000061	sp|P51881|ADT2_MOUSE	tr|A0A8J6H2H8|A0A8J6H2H8_MICOH, tr|A0A8J6G3F9|A0A8J6G3F9_MICOH
OG0000062	tr|Q8R284|Q8R284_MOUSE, tr|A0A087WRV1|A0A087WRV1_MOUSE, tr|Q8R254|Q8R254_MOUSE, tr|A0A5F8MPF7|A0A5F8MPF7_MOUSE, tr|A2AMT7|A2AMT7_MOUSE, tr|A2AMT6|A2AMT6_MOUSE, tr|E9Q373|E9Q373_MOUSE, tr|Q8R285|Q8R285_MOUSE, tr|E9PY60|E9PY60_MOUSE, tr|K7N608|K7N608_MOUSE, tr|A0A2I3BPG7|A0A2I3BPG7_MOUSE, tr|Q8R287|Q8R287_MOUSE, tr|Q8R289|Q8R289_MOUSE, tr|Q8R293|Q8R293_MOUSE, tr|Q8K3N7|Q8K3N7_MOUSE, tr|Q8R290|Q8R290_MOUSE, tr|L7N1Z3|L7N1Z3_MOUSE, tr|F8VQ63|F8VQ63_MOUSE	tr|A0A8J6G014|A0A8J6G014_MICOH
OG0000063	sp|P17742|PPIA_MOUSE	tr|A0A8J6GRX8|A0A8J6GRX8_MICOH, tr|A0A8J6GRZ6|A0A8J6GRZ6_MICOH, tr|A0A8J6KU75|A0A8J6KU75_MICOH, tr|A0A8J6FZ55|A0A8J6FZ55_MICOH, tr|A0A8J6GIW9|A0A8J6GIW9_MICOH, tr|A0A8J6L4U6|A0A8J6L4U6_MICOH, tr|A0A8J6GK37|A0A8J6GK37_MICOH, tr|A0A8J6G9K3|A0A8J6G9K3_MICOH, tr|A0A8J6GTH9|A0A8J6GTH9_MICOH, tr|A0A8J6L6R2|A0A8J6L6R2_MICOH, tr|A0A8J6FZN7|A0A8J6FZN7_MICOH, tr|A0A8J6GDM6|A0A8J6GDM6_MICOH, tr|A0A8J6KTG8|A0A8J6KTG8_MICOH, tr|A0A8J6GK78|A0A8J6GK78_MICOH, tr|A0A8J6L1K8|A0A8J6L1K8_MICOH, tr|A0A8J6GYJ4|A0A8J6GYJ4_MICOH, tr|A0A8J6KKQ4|A0A8J6KKQ4_MICOH, tr|A0A8J6KSA2|A0A8J6KSA2_MICOH
OG0000067	tr|Q7TR42|Q7TR42_MOUSE, tr|Q7TR39|Q7TR39_MOUSE, tr|Q0VBI4|Q0VBI4_MOUSE, tr|Q7TR40|Q7TR40_MOUSE	tr|A0A8J6KM72|A0A8J6KM72_MICOH
OG0000067	tr|Q8VEU8|Q8VEU8_MOUSE	tr|A0A8J6G1W1|A0A8J6G1W1_MICOH
OG0000067	tr|Q7TR45|Q7TR45_MOUSE, tr|Q7TR48|Q7TR48_MOUSE	tr|A0A8J6G0W2|A0A8J6G0W2_MICOH
OG0000067	tr|Q8VG97|Q8VG97_MOUSE	tr|A0A8J6G305|A0A8J6G305_MICOH
OG0000067	tr|Q8VFQ8|Q8VFQ8_MOUSE	tr|A0A8J6G1F9|A0A8J6G1F9_MICOH
OG0000067	tr|Q7TR34|Q7TR34_MOUSE, tr|A2AVC0|A2AVC0_MOUSE	tr|A0A8J6KML0|A0A8J6KML0_MICOH
OG0000068	sp|P63158|HMGB1_MOUSE	tr|A0A8J6GI94|A0A8J6GI94_MICOH, tr|A0A8J6GDA4|A0A8J6GDA4_MICOH, tr|A0A8J6G190|A0A8J6G190_MICOH, tr|A0A8J6KW03|A0A8J6KW03_MICOH, tr|A0A8J6G7A0|A0A8J6G7A0_MICOH, tr|A0A8J6KVZ2|A0A8J6KVZ2_MICOH, tr|A0A8J6GW05|A0A8J6GW05_MICOH, tr|A0A8J6GJB8|A0A8J6GJB8_MICOH, tr|A0A8J6KJY6|A0A8J6KJY6_MICOH, tr|A0A8J6GA20|A0A8J6GA20_MICOH, tr|A0A8J6L9G2|A0A8J6L9G2_MICOH, tr|A0A8J6KYQ0|A0A8J6KYQ0_MICOH, tr|A0A8J6G4B2|A0A8J6G4B2_MICOH, tr|A0A8J6G9F5|A0A8J6G9F5_MICOH, tr|A0A8J6G4T5|A0A8J6G4T5_MICOH, tr|A0A8J6G4G2|A0A8J6G4G2_MICOH, tr|A0A8J6KU05|A0A8J6KU05_MICOH
OG0000069	sp|O35126|ATN1_MOUSE	tr|A0A8J6GUR0|A0A8J6GUR0_MICOH, tr|A0A8J6FYU2|A0A8J6FYU2_MICOH, tr|A0A8J6GF14|A0A8J6GF14_MICOH, tr|A0A8J6GFC3|A0A8J6GFC3_MICOH, tr|A0A8J6GVS3|A0A8J6GVS3_MICOH, tr|A0A8J6L2T1|A0A8J6L2T1_MICOH, tr|A0A8J6GLC3|A0A8J6GLC3_MICOH, tr|A0A8J6GKS0|A0A8J6GKS0_MICOH, tr|A0A8J6GE92|A0A8J6GE92_MICOH, tr|A0A8J6KLS5|A0A8J6KLS5_MICOH, tr|A0A8J6KRW0|A0A8J6KRW0_MICOH, tr|A0A8J6G6U0|A0A8J6G6U0_MICOH, tr|A0A8J6FYY9|A0A8J6FYY9_MICOH, tr|A0A8J6GL28|A0A8J6GL28_MICOH, tr|A0A8J6G1S1|A0A8J6G1S1_MICOH, tr|A0A8J6GC46|A0A8J6GC46_MICOH, tr|A0A8J6H1W6|A0A8J6H1W6_MICOH
OG0000070	sp|Q91YY2|B4GT3_MOUSE	tr|A0A8J6KLR7|A0A8J6KLR7_MICOH
OG0000070	sp|P14206|RSSA_MOUSE	tr|A0A8J6KY03|A0A8J6KY03_MICOH, tr|A0A8J6KK80|A0A8J6KK80_MICOH, tr|A0A8J6L0R9|A0A8J6L0R9_MICOH, tr|A0A8J6G209|A0A8J6G209_MICOH, tr|A0A8J6KZI8|A0A8J6KZI8_MICOH, tr|A0A8J6GDK0|A0A8J6GDK0_MICOH, tr|A0A8J6GJL2|A0A8J6GJL2_MICOH, tr|A0A8J6GA24|A0A8J6GA24_MICOH, tr|A0A8J6FWN0|A0A8J6FWN0_MICOH, tr|A0A8J6KWK2|A0A8J6KWK2_MICOH, tr|A0A8J6KL29|A0A8J6KL29_MICOH, tr|A0A8J6G7Q9|A0A8J6G7Q9_MICOH, tr|A0A8J6GBD0|A0A8J6GBD0_MICOH, tr|A0A8J6KTP4|A0A8J6KTP4_MICOH, tr|A0A8J6GNR1|A0A8J6GNR1_MICOH
OG0000071	sp|Q62413|EPHA6_MOUSE	tr|A0A8J6KJ35|A0A8J6KJ35_MICOH
OG0000071	sp|P29319|EPHA3_MOUSE	tr|A0A8J6FY95|A0A8J6FY95_MICOH
OG0000071	sp|O09127|EPHA8_MOUSE	tr|A0A8J6KKY4|A0A8J6KKY4_MICOH
OG0000071	sp|Q61772|EPHA7_MOUSE	tr|A0A8J6L3P1|A0A8J6L3P1_MICOH
OG0000071	sp|Q03137|EPHA4_MOUSE	tr|A0A8J6GPJ5|A0A8J6GPJ5_MICOH
OG0000071	sp|P54761|EPHB4_MOUSE	tr|A0A8J6G634|A0A8J6G634_MICOH
OG0000071	sp|P54754|EPHB3_MOUSE	tr|A0A8J6L2E2|A0A8J6L2E2_MICOH
OG0000071	sp|P54763|EPHB2_MOUSE	tr|A0A8J6G241|A0A8J6G241_MICOH
OG0000071	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A8J6KNX5|A0A8J6KNX5_MICOH
OG0000072	sp|P47911|RL6_MOUSE	tr|A0A8J6KQA3|A0A8J6KQA3_MICOH, tr|A0A8J6GFI5|A0A8J6GFI5_MICOH, tr|A0A8J6GWK0|A0A8J6GWK0_MICOH, tr|A0A8J6GVY7|A0A8J6GVY7_MICOH, tr|A0A8J6FVJ9|A0A8J6FVJ9_MICOH, tr|A0A8J6G2R7|A0A8J6G2R7_MICOH, tr|A0A8J6GVD9|A0A8J6GVD9_MICOH, tr|A0A8J6KNP7|A0A8J6KNP7_MICOH, tr|A0A8J6GLS8|A0A8J6GLS8_MICOH, tr|A0A8J6G9U6|A0A8J6G9U6_MICOH, tr|A0A8J6H262|A0A8J6H262_MICOH, tr|A0A8J6KT01|A0A8J6KT01_MICOH, tr|A0A8J6KTS8|A0A8J6KTS8_MICOH, tr|A0A8J6GG56|A0A8J6GG56_MICOH, tr|A0A8J6GV50|A0A8J6GV50_MICOH, tr|A0A8J6FWS7|A0A8J6FWS7_MICOH, tr|A0A8J6H1J5|A0A8J6H1J5_MICOH
OG0000073	sp|P29391|FRIL1_MOUSE, sp|P49945|FRIL2_MOUSE	tr|A0A8J6KIS6|A0A8J6KIS6_MICOH, tr|A0A8J6KN72|A0A8J6KN72_MICOH, tr|A0A8J6G5C7|A0A8J6G5C7_MICOH, tr|A0A8J6KN78|A0A8J6KN78_MICOH, tr|A0A8J6GSP8|A0A8J6GSP8_MICOH, tr|A0A8J6GQD9|A0A8J6GQD9_MICOH, tr|A0A8J6FZP1|A0A8J6FZP1_MICOH, tr|A0A8J6GAK4|A0A8J6GAK4_MICOH, tr|A0A8J6G965|A0A8J6G965_MICOH, tr|A0A8J6GQ36|A0A8J6GQ36_MICOH, tr|A0A8J6GWX9|A0A8J6GWX9_MICOH, tr|A0A8J6G6N9|A0A8J6G6N9_MICOH, tr|A0A8J6KJA2|A0A8J6KJA2_MICOH, tr|A0A8J6GG91|A0A8J6GG91_MICOH, tr|A0A8J6GVE5|A0A8J6GVE5_MICOH, tr|A0A8J6GPX7|A0A8J6GPX7_MICOH
OG0000074	tr|Q792Z0|Q792Z0_MOUSE, tr|Q792Y8|Q792Y8_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q792Y9|Q792Y9_MOUSE	tr|A0A8J6GDJ5|A0A8J6GDJ5_MICOH, tr|A0A8J6GDE1|A0A8J6GDE1_MICOH, tr|A0A8J6G406|A0A8J6G406_MICOH
OG0000074	sp|Q8BW11|PRS58_MOUSE	tr|A0A8J6GFL1|A0A8J6GFL1_MICOH, tr|A0A8J6GE53|A0A8J6GE53_MICOH, tr|A0A8J6GDV5|A0A8J6GDV5_MICOH, tr|A0A8J6GCQ6|A0A8J6GCQ6_MICOH, tr|A0A8J6GFK0|A0A8J6GFK0_MICOH
OG0000074	sp|P07146|TRY2_MOUSE	tr|A0A8J6KZ97|A0A8J6KZ97_MICOH
OG0000075	sp|P18527|HVM56_MOUSE, sp|P18528|HVM57_MOUSE, sp|P18525|HVM54_MOUSE, tr|A0A075B5Q4|A0A075B5Q4_MOUSE, sp|P18526|HVM55_MOUSE, sp|P18524|HVM53_MOUSE, tr|A0A0A6YWG4|A0A0A6YWG4_MOUSE, sp|P18529|HVM58_MOUSE, tr|A0A075B5Q0|A0A075B5Q0_MOUSE, tr|A0A075B5P9|A0A075B5P9_MOUSE, sp|P18530|HVM59_MOUSE, tr|A0A075B5Q2|A0A075B5Q2_MOUSE, tr|A0A075B5Q6|A0A075B5Q6_MOUSE, tr|A0A075B5P7|A0A075B5P7_MOUSE, tr|A0A075B5R0|A0A075B5R0_MOUSE, tr|A0A075B5Q9|A0A075B5Q9_MOUSE, tr|A0A075B5R1|A0A075B5R1_MOUSE	tr|A0A8J6G0U6|A0A8J6G0U6_MICOH
OG0000076	tr|Q7TRG0|Q7TRG0_MOUSE	tr|A0A8J6KL91|A0A8J6KL91_MICOH
OG0000076	tr|Q8VFF2|Q8VFF2_MOUSE, tr|Q8VFF1|Q8VFF1_MOUSE	tr|A0A8J6KJG6|A0A8J6KJG6_MICOH
OG0000076	tr|Q7TRG9|Q7TRG9_MOUSE, tr|Q7TRG8|Q7TRG8_MOUSE, tr|Q8VGG6|Q8VGG6_MOUSE, tr|A0A2I3BPT4|A0A2I3BPT4_MOUSE, tr|A0A1D5RMH6|A0A1D5RMH6_MOUSE	tr|A0A8J6G0B9|A0A8J6G0B9_MICOH
OG0000077	sp|Q61781|K1C14_MOUSE	tr|A0A8J6FY28|A0A8J6FY28_MICOH
OG0000077	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A8J6GRV6|A0A8J6GRV6_MICOH
OG0000077	sp|A6BLY7|K1C28_MOUSE, sp|Q8VCW2|K1C25_MOUSE, sp|Q9Z320|K1C27_MOUSE	tr|A0A8J6GRK1|A0A8J6GRK1_MICOH
OG0000078	tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|E9PYP4|E9PYP4_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, sp|Q8VEX6|OL187_MOUSE, sp|Q8VFB9|OL183_MOUSE, sp|Q8VEX5|OL186_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, tr|L7N205|L7N205_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q7TS37|Q7TS37_MOUSE	tr|A0A8J6KPM6|A0A8J6KPM6_MICOH
OG0000079	tr|L7MUB9|L7MUB9_MOUSE, tr|W4VSN9|W4VSN9_MOUSE, tr|A2A447|A2A447_MOUSE, tr|Q9D4Y3|Q9D4Y3_MOUSE, tr|A2AWL9|A2AWL9_MOUSE, tr|A2ANE0|A2ANE0_MOUSE, tr|K7N6P1|K7N6P1_MOUSE, tr|B1APN4|B1APN4_MOUSE, tr|A6PW38|A6PW38_MOUSE, tr|A2A4F1|A2A4F1_MOUSE, tr|Q2MDF8|Q2MDF8_MOUSE, tr|Q504P9|Q504P9_MOUSE, tr|Q9D3I8|Q9D3I8_MOUSE, tr|Q2MDG1|Q2MDG1_MOUSE, tr|Q2MDG0|Q2MDG0_MOUSE, tr|Q9JI43|Q9JI43_MOUSE, tr|Q2MDF7|Q2MDF7_MOUSE	tr|A0A8J6KNE8|A0A8J6KNE8_MICOH
OG0000084	tr|E9PWZ3|E9PWZ3_MOUSE	tr|A0A8J6H2X0|A0A8J6H2X0_MICOH
OG0000084	sp|P27659|RL3_MOUSE	tr|A0A8J6GXS5|A0A8J6GXS5_MICOH, tr|A0A8J6KKN0|A0A8J6KKN0_MICOH, tr|A0A8J6GU71|A0A8J6GU71_MICOH, tr|A0A8J6GW52|A0A8J6GW52_MICOH, tr|A0A8J6GD12|A0A8J6GD12_MICOH, tr|A0A8J6GEV0|A0A8J6GEV0_MICOH, tr|A0A8J6KVX2|A0A8J6KVX2_MICOH, tr|A0A8J6H2Z6|A0A8J6H2Z6_MICOH, tr|A0A8J6L2S8|A0A8J6L2S8_MICOH, tr|A0A8J6KY26|A0A8J6KY26_MICOH, tr|A0A8J6GUZ5|A0A8J6GUZ5_MICOH, tr|A0A8J6KXX0|A0A8J6KXX0_MICOH, tr|A0A8J6L6Y4|A0A8J6L6Y4_MICOH, tr|A0A8J6GK38|A0A8J6GK38_MICOH
OG0000085	sp|P01896|HA1Z_MOUSE	tr|A0A8J6GW08|A0A8J6GW08_MICOH, tr|A0A8J6KMZ9|A0A8J6KMZ9_MICOH, tr|A0A8J6H2F3|A0A8J6H2F3_MICOH, tr|A0A8J6H0V4|A0A8J6H0V4_MICOH, tr|A0A8J6KXV9|A0A8J6KXV9_MICOH, tr|A0A8J6G8J2|A0A8J6G8J2_MICOH, tr|A0A8J6GK88|A0A8J6GK88_MICOH, tr|A0A8J6L3B1|A0A8J6L3B1_MICOH, tr|A0A8J6G8H4|A0A8J6G8H4_MICOH, tr|A0A8J6G5I5|A0A8J6G5I5_MICOH, tr|A0A8J6GGQ3|A0A8J6GGQ3_MICOH, tr|A0A8J6G5R2|A0A8J6G5R2_MICOH, tr|A0A8J6KVY3|A0A8J6KVY3_MICOH, tr|A0A8J6KN54|A0A8J6KN54_MICOH, tr|A0A8J6G7D9|A0A8J6G7D9_MICOH, tr|A0A8J6KWQ1|A0A8J6KWQ1_MICOH
OG0000086	sp|P01798|HVM29_MOUSE, sp|P01800|HVM31_MOUSE, sp|P01796|HVM27_MOUSE, sp|P01797|HVM28_MOUSE, sp|P01801|HVM32_MOUSE, sp|P01802|HVM33_MOUSE, sp|P01799|HVM30_MOUSE, sp|P01803|HVM34_MOUSE, sp|P01804|HVM35_MOUSE, tr|J3QK03|J3QK03_MOUSE, tr|J3QNN6|J3QNN6_MOUSE, tr|A0A075B5T2|A0A075B5T2_MOUSE, tr|A0A0A6YWU3|A0A0A6YWU3_MOUSE, tr|A0A075B5T3|A0A075B5T3_MOUSE, sp|P10300|CD8B_MOUSE	tr|A0A8J6G2H3|A0A8J6G2H3_MICOH, tr|A0A8J6KMB5|A0A8J6KMB5_MICOH
OG0000087	sp|Q5QD13|TAAR6_MOUSE	tr|A0A8J6GJU6|A0A8J6GJU6_MICOH
OG0000087	sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD14|TAAR5_MOUSE, sp|Q923Y8|TAAR1_MOUSE, sp|Q5QD15|TAAR4_MOUSE, sp|Q5QD16|TAAR3_MOUSE, sp|Q5QD17|TAAR2_MOUSE	tr|A0A8J6GJX2|A0A8J6GJX2_MICOH
OG0000090	tr|G3X964|G3X964_MOUSE	tr|A0A8J6GAB0|A0A8J6GAB0_MICOH
OG0000090	tr|Q6PCM4|Q6PCM4_MOUSE, tr|Q99K45|Q99K45_MOUSE	tr|A0A8J6L1X7|A0A8J6L1X7_MICOH
OG0000090	tr|E9QAH2|E9QAH2_MOUSE, tr|Q6NXM6|Q6NXM6_MOUSE, tr|Q640N4|Q640N4_MOUSE, tr|Q5NC63|Q5NC63_MOUSE, tr|Q8BIB6|Q8BIB6_MOUSE, sp|Q02525|ZFP39_MOUSE, sp|E9Q8G5|ZFOI1_MOUSE, tr|Q9Z116|Q9Z116_MOUSE	tr|A0A8J6KKC0|A0A8J6KKC0_MICOH
OG0000093	tr|Q7TR10|Q7TR10_MOUSE, tr|Q8VF98|Q8VF98_MOUSE	tr|A0A8J6KLJ0|A0A8J6KLJ0_MICOH, tr|A0A8J6KML4|A0A8J6KML4_MICOH
OG0000093	tr|A2AUA4|A2AUA4_MOUSE, tr|Q8VEZ1|Q8VEZ1_MOUSE	tr|A0A8J6KTW8|A0A8J6KTW8_MICOH, tr|A0A8J6FZH5|A0A8J6FZH5_MICOH
OG0000093	tr|Q8VGN9|Q8VGN9_MOUSE, tr|Q8VGN4|Q8VGN4_MOUSE	tr|A0A8J6KKT8|A0A8J6KKT8_MICOH
OG0000094	sp|Q6QIY3|SCNAA_MOUSE	tr|A0A8J6KR74|A0A8J6KR74_MICOH
