Orthogroup	Mus_musculus	Heterocephalus_glaber
OG0000033	tr|Q8VGJ5|Q8VGJ5_MOUSE	tr|G5ANY3|G5ANY3_HETGA, tr|G5BRJ2|G5BRJ2_HETGA, tr|G5BRJ3|G5BRJ3_HETGA, tr|G5B7Y6|G5B7Y6_HETGA, tr|G5ANF8|G5ANF8_HETGA, tr|G5BIC4|G5BIC4_HETGA, tr|G5B7Y5|G5B7Y5_HETGA, tr|G5BBF2|G5BBF2_HETGA, tr|G5C7P0|G5C7P0_HETGA, tr|G5BIY2|G5BIY2_HETGA, tr|G5C7Q0|G5C7Q0_HETGA, tr|G5BIC5|G5BIC5_HETGA, tr|G5APC0|G5APC0_HETGA, tr|G5BRJ1|G5BRJ1_HETGA, tr|G5C3K0|G5C3K0_HETGA, tr|G5C7P8|G5C7P8_HETGA, tr|G5B7Y7|G5B7Y7_HETGA, tr|G5C7P7|G5C7P7_HETGA, tr|G5BBF1|G5BBF1_HETGA, tr|G5C3J8|G5C3J8_HETGA, tr|G5C3K1|G5C3K1_HETGA, tr|G5BIC6|G5BIC6_HETGA, tr|G5BRI0|G5BRI0_HETGA, tr|G5ANY5|G5ANY5_HETGA, tr|G5ANF1|G5ANF1_HETGA, tr|G5ANF2|G5ANF2_HETGA, tr|G5ALM9|G5ALM9_HETGA, tr|G5BIC7|G5BIC7_HETGA, tr|G5ANY2|G5ANY2_HETGA, tr|G5C9C2|G5C9C2_HETGA, tr|G5C9C3|G5C9C3_HETGA
OG0000034	sp|Q8C878|UBA3_MOUSE	tr|G5AVQ6|G5AVQ6_HETGA
OG0000034	tr|A0A087WRM1|A0A087WRM1_MOUSE, sp|P10400|POL1_MOUSE	tr|G5BCZ2|G5BCZ2_HETGA, tr|G5AY79|G5AY79_HETGA, tr|G5ATP1|G5ATP1_HETGA, tr|G5C1E3|G5C1E3_HETGA, tr|G5C805|G5C805_HETGA, tr|G5BI31|G5BI31_HETGA, tr|G5B7Y4|G5B7Y4_HETGA, tr|G5B9X2|G5B9X2_HETGA, tr|G5BLE2|G5BLE2_HETGA, tr|G5BCL5|G5BCL5_HETGA, tr|G5B8R9|G5B8R9_HETGA, tr|G5B1B7|G5B1B7_HETGA, tr|G5C272|G5C272_HETGA, tr|G5BP52|G5BP52_HETGA, tr|G5AS27|G5AS27_HETGA, tr|G5CA87|G5CA87_HETGA, tr|G5BV61|G5BV61_HETGA, tr|G5BC78|G5BC78_HETGA, tr|G5ALT5|G5ALT5_HETGA, tr|G5BX74|G5BX74_HETGA, tr|G5C2C2|G5C2C2_HETGA, tr|G5C6J5|G5C6J5_HETGA, tr|G5BJU9|G5BJU9_HETGA, tr|G5C8M1|G5C8M1_HETGA, tr|G5B7E8|G5B7E8_HETGA, tr|G5AUL7|G5AUL7_HETGA, tr|G5C0U5|G5C0U5_HETGA, tr|G5B568|G5B568_HETGA
OG0000036	tr|A0A075B5X8|A0A075B5X8_MOUSE, tr|A0A0A6YW58|A0A0A6YW58_MOUSE, tr|A0A0A6YXQ0|A0A0A6YXQ0_MOUSE, tr|A0A0A6YY60|A0A0A6YY60_MOUSE, tr|A0A075B5X4|A0A075B5X4_MOUSE, tr|A0A075B5X1|A0A075B5X1_MOUSE, tr|A0A075B5Y0|A0A075B5Y0_MOUSE, tr|A0A075B5W4|A0A075B5W4_MOUSE, tr|A0A075B693|A0A075B693_MOUSE, tr|A0A075B5S4|A0A075B5S4_MOUSE, tr|A0A075B5T0|A0A075B5T0_MOUSE, sp|P01823|HVM47_MOUSE, tr|A0A075B5T1|A0A075B5T1_MOUSE, sp|P18533|HVM62_MOUSE, tr|A0A0A6YXF1|A0A0A6YXF1_MOUSE, sp|P18531|HVM60_MOUSE, sp|P01822|HVM46_MOUSE, sp|P18532|HVM61_MOUSE, tr|A0A075B5S6|A0A075B5S6_MOUSE, tr|Q5R1A3|Q5R1A3_MOUSE, tr|A0A075B5Q8|A0A075B5Q8_MOUSE, tr|A0A075B5Q3|A0A075B5Q3_MOUSE, sp|P01821|HVM45_MOUSE, tr|A0A075B5P8|A0A075B5P8_MOUSE, tr|A0A075B697|A0A075B697_MOUSE, sp|P01820|HVM44_MOUSE, sp|P01819|HVM43_MOUSE, tr|A0A075B696|A0A075B696_MOUSE, tr|A0A075B5Q5|A0A075B5Q5_MOUSE, tr|A0A075B5Q7|A0A075B5Q7_MOUSE, tr|A0A075B6A7|A0A075B6A7_MOUSE	tr|G5B2C6|G5B2C6_HETGA
OG0000043	tr|Q8VFX5|Q8VFX5_MOUSE	tr|G5BTK9|G5BTK9_HETGA, tr|G5BTK7|G5BTK7_HETGA, tr|G5AMP9|G5AMP9_HETGA, tr|G5AMP6|G5AMP6_HETGA, tr|G5BTK8|G5BTK8_HETGA, tr|G5AMP7|G5AMP7_HETGA, tr|G5AP42|G5AP42_HETGA, tr|G5BTJ4|G5BTJ4_HETGA, tr|G5BTJ3|G5BTJ3_HETGA, tr|G5BTJ1|G5BTJ1_HETGA, tr|G5BTL0|G5BTL0_HETGA, tr|G5BTJ2|G5BTJ2_HETGA, tr|G5BTI6|G5BTI6_HETGA, tr|G5BTL8|G5BTL8_HETGA, tr|G5BTI5|G5BTI5_HETGA, tr|G5BTL3|G5BTL3_HETGA, tr|G5BTL7|G5BTL7_HETGA, tr|G5BTI8|G5BTI8_HETGA, tr|G5BTI7|G5BTI7_HETGA, tr|G5BTL6|G5BTL6_HETGA, tr|G5BTI9|G5BTI9_HETGA, tr|G5BTL5|G5BTL5_HETGA, tr|G5BTL1|G5BTL1_HETGA, tr|G5BTJ0|G5BTJ0_HETGA, tr|G5BTL4|G5BTL4_HETGA, tr|G5BXR6|G5BXR6_HETGA
OG0000046	sp|P31809|CEAM1_MOUSE, sp|Q925P2|CEAM2_MOUSE, sp|A0A0B4J1L0|CEA15_MOUSE, tr|Q78T27|Q78T27_MOUSE, tr|E9Q6J4|E9Q6J4_MOUSE, tr|A0A3Q4EGJ1|A0A3Q4EGJ1_MOUSE, sp|Q3UKK2|CEAM5_MOUSE, tr|Q78Y72|Q78Y72_MOUSE, tr|Q9DAT7|Q9DAT7_MOUSE, tr|Q9D0Z8|Q9D0Z8_MOUSE, tr|Q3UKP4|Q3UKP4_MOUSE, sp|Q61400|CEAMA_MOUSE, tr|Q62056|Q62056_MOUSE, tr|Q4KL66|Q4KL66_MOUSE, tr|Q4KL65|Q4KL65_MOUSE, tr|B2RSG7|B2RSG7_MOUSE, sp|Q810J1|PSG22_MOUSE, tr|Q4KL31|Q4KL31_MOUSE, tr|Q9DAV5|Q9DAV5_MOUSE, tr|Q9D2U0|Q9D2U0_MOUSE, tr|Q497W2|Q497W2_MOUSE, tr|E9Q9B4|E9Q9B4_MOUSE, tr|Q497W1|Q497W1_MOUSE, tr|Q8K0U8|Q8K0U8_MOUSE, tr|Q3URN6|Q3URN6_MOUSE	tr|G5AZS1|G5AZS1_HETGA
OG0000051	tr|A0A087WRV1|A0A087WRV1_MOUSE	tr|G5B7M1|G5B7M1_HETGA
OG0000051	tr|Q8R284|Q8R284_MOUSE, tr|E9Q373|E9Q373_MOUSE, tr|A2AMT6|A2AMT6_MOUSE, tr|A2AMT7|A2AMT7_MOUSE, tr|Q8R285|Q8R285_MOUSE, tr|E9PY60|E9PY60_MOUSE, tr|Q8R293|Q8R293_MOUSE, tr|Q8K3N7|Q8K3N7_MOUSE, tr|Q8R290|Q8R290_MOUSE, tr|L7N1Z3|L7N1Z3_MOUSE, tr|F8VQ63|F8VQ63_MOUSE, tr|Q8R289|Q8R289_MOUSE, tr|K7N608|K7N608_MOUSE, tr|Q8R287|Q8R287_MOUSE, tr|A0A2I3BPG7|A0A2I3BPG7_MOUSE, tr|Q8R254|Q8R254_MOUSE, tr|A0A5F8MPF7|A0A5F8MPF7_MOUSE, tr|L7N213|L7N213_MOUSE, tr|E9Q235|E9Q235_MOUSE, tr|Q8R256|Q8R256_MOUSE, tr|Q8VIB8|Q8VIB8_MOUSE, tr|Q8R255|Q8R255_MOUSE	tr|G5B7M6|G5B7M6_HETGA
OG0000053	tr|A2AVK5|A2AVK5_MOUSE	tr|G5B9Z8|G5B9Z8_HETGA, tr|G5BIW9|G5BIW9_HETGA, tr|G5B1M2|G5B1M2_HETGA, tr|G5B1M3|G5B1M3_HETGA, tr|G5AM49|G5AM49_HETGA, tr|G5C1U7|G5C1U7_HETGA, tr|G5AXU1|G5AXU1_HETGA, tr|G5AYC7|G5AYC7_HETGA, tr|G5AWW4|G5AWW4_HETGA, tr|G5C4Z1|G5C4Z1_HETGA, tr|G5BIX1|G5BIX1_HETGA, tr|G5BP74|G5BP74_HETGA, tr|G5B8E2|G5B8E2_HETGA, tr|G5BIH6|G5BIH6_HETGA, tr|G5AXU2|G5AXU2_HETGA, tr|G5AYC6|G5AYC6_HETGA, tr|G5BUV9|G5BUV9_HETGA, tr|G5B8E1|G5B8E1_HETGA, tr|G5B1E9|G5B1E9_HETGA, tr|G5B8E3|G5B8E3_HETGA, tr|G5BIW8|G5BIW8_HETGA, tr|G5BIX0|G5BIX0_HETGA, tr|G5C1U9|G5C1U9_HETGA
OG0000056	tr|Q8VFB0|Q8VFB0_MOUSE, tr|Q8VG63|Q8VG63_MOUSE, tr|Q8VGN2|Q8VGN2_MOUSE	tr|G5BXR7|G5BXR7_HETGA
OG0000056	tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|A2ATW2|A2ATW2_MOUSE, tr|Q9R0K2|Q9R0K2_MOUSE, sp|Q60878|OL140_MOUSE, tr|Q8VG58|Q8VG58_MOUSE, tr|A2AV11|A2AV11_MOUSE, tr|Q7TQZ8|Q7TQZ8_MOUSE, tr|Q8VGP0|Q8VGP0_MOUSE, tr|Q8VGN6|Q8VGN6_MOUSE, tr|Q8VF98|Q8VF98_MOUSE, tr|Q7TR10|Q7TR10_MOUSE, tr|A2AUA4|A2AUA4_MOUSE, tr|Q8VEZ1|Q8VEZ1_MOUSE, tr|Q8VGN9|Q8VGN9_MOUSE, tr|Q8VGN4|Q8VGN4_MOUSE	tr|G5B1F1|G5B1F1_HETGA
OG0000061	sp|Q9QWL7|K1C17_MOUSE	tr|G5B0M4|G5B0M4_HETGA
OG0000061	sp|Q9Z2K1|K1C16_MOUSE	tr|G5B0M5|G5B0M5_HETGA
OG0000061	sp|Q61781|K1C14_MOUSE	tr|G5B0M6|G5B0M6_HETGA
OG0000061	sp|Q6IFX2|K1C42_MOUSE	tr|G5B0M3|G5B0M3_HETGA
OG0000061	sp|P19001|K1C19_MOUSE	tr|G5B0M7|G5B0M7_HETGA, tr|G5B0M8|G5B0M8_HETGA
OG0000061	sp|P08730|K1C13_MOUSE	tr|G5B0N0|G5B0N0_HETGA
OG0000061	sp|Q61414|K1C15_MOUSE	tr|G5B0M9|G5B0M9_HETGA
OG0000061	sp|A1L317|K1C24_MOUSE	tr|G5AX71|G5AX71_HETGA
OG0000061	sp|P02535|K1C10_MOUSE	tr|G5AX66|G5AX66_HETGA
OG0000066	tr|Q80YX8|Q80YX8_MOUSE, sp|P04939|MUP3_MOUSE, sp|Q5FW60|MUP20_MOUSE, sp|P11590|MUP4_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11591|MUP5_MOUSE, sp|P04938|MUP11_MOUSE, sp|A2BIM8|MUP18_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P02762|MUP6_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P11588|MUP1_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|B5X0G2|MUP17_MOUSE, tr|L7N222|L7N222_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|E9PVW0|E9PVW0_MOUSE	tr|G5BWR1|G5BWR1_HETGA
OG0000069	sp|Q8BQC8|RBAK_MOUSE	tr|G5BI81|G5BI81_HETGA
OG0000069	sp|Q7TSI0|ZNF12_MOUSE	tr|G5BF49|G5BF49_HETGA
OG0000069	sp|Q7TSH9|ZN184_MOUSE	tr|G5ANV1|G5ANV1_HETGA, tr|G5AQK3|G5AQK3_HETGA, tr|G5BD22|G5BD22_HETGA, tr|G5AMC7|G5AMC7_HETGA, tr|G5B3C4|G5B3C4_HETGA, tr|G5B1H8|G5B1H8_HETGA, tr|G5B7L3|G5B7L3_HETGA, tr|G5AMD0|G5AMD0_HETGA, tr|G5CAV2|G5CAV2_HETGA, tr|G5AMC8|G5AMC8_HETGA, tr|G5ANU9|G5ANU9_HETGA, tr|G5AMD3|G5AMD3_HETGA, tr|G5BK06|G5BK06_HETGA, tr|G5BSF2|G5BSF2_HETGA
OG0000073	tr|Q8VGW5|Q8VGW5_MOUSE	tr|G5BBR9|G5BBR9_HETGA
OG0000073	tr|F8VPJ8|F8VPJ8_MOUSE, tr|Q8VGA1|Q8VGA1_MOUSE, tr|A0A140T8L4|A0A140T8L4_MOUSE, tr|E9PV95|E9PV95_MOUSE, tr|K7N6B3|K7N6B3_MOUSE	tr|G5BS53|G5BS53_HETGA
OG0000073	tr|Q8VG78|Q8VG78_MOUSE	tr|G5BS57|G5BS57_HETGA
OG0000073	tr|Q8VGW1|Q8VGW1_MOUSE, tr|Q8VG19|Q8VG19_MOUSE, tr|B9EHE6|B9EHE6_MOUSE	tr|G5BS58|G5BS58_HETGA
OG0000073	tr|E9PXN3|E9PXN3_MOUSE, tr|A0A1B0GSG0|A0A1B0GSG0_MOUSE, tr|E9Q542|E9Q542_MOUSE	tr|G5B9B9|G5B9B9_HETGA
OG0000079	sp|Q61967|ZFP90_MOUSE	tr|G5B528|G5B528_HETGA, tr|G5C694|G5C694_HETGA, tr|G5AXY2|G5AXY2_HETGA, tr|G5C2G9|G5C2G9_HETGA, tr|G5B3C6|G5B3C6_HETGA, tr|G5BR24|G5BR24_HETGA, tr|G5AMD2|G5AMD2_HETGA, tr|G5B0C9|G5B0C9_HETGA, tr|G5B3R5|G5B3R5_HETGA, tr|G5ALJ9|G5ALJ9_HETGA, tr|G5B724|G5B724_HETGA, tr|G5CBE3|G5CBE3_HETGA, tr|G5BXK9|G5BXK9_HETGA, tr|G5C047|G5C047_HETGA, tr|G5ASR9|G5ASR9_HETGA, tr|G5ANU8|G5ANU8_HETGA, tr|G5BQZ7|G5BQZ7_HETGA
OG0000080	sp|Q61955|KLK8_MOUSE	tr|G5BR99|G5BR99_HETGA
OG0000080	sp|P00755|K1KB1_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15948|K1B22_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15946|K1B11_MOUSE, sp|Q61759|K1B21_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE	tr|G5B8U0|G5B8U0_HETGA
OG0000081	tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE	tr|G5C7N7|G5C7N7_HETGA, tr|G5C635|G5C635_HETGA, tr|G5C3K5|G5C3K5_HETGA, tr|G5BAH9|G5BAH9_HETGA, tr|G5BKQ5|G5BKQ5_HETGA, tr|G5BGS8|G5BGS8_HETGA, tr|G5BKQ2|G5BKQ2_HETGA, tr|G5C856|G5C856_HETGA, tr|G5ANY0|G5ANY0_HETGA, tr|G5B0E0|G5B0E0_HETGA, tr|G5ARP1|G5ARP1_HETGA, tr|G5B420|G5B420_HETGA, tr|G5BRH1|G5BRH1_HETGA, tr|G5B533|G5B533_HETGA, tr|G5BU24|G5BU24_HETGA, tr|G5B7N0|G5B7N0_HETGA, tr|G5APC9|G5APC9_HETGA
OG0000082	tr|Q7TRK1|Q7TRK1_MOUSE, tr|A2RT31|A2RT31_MOUSE, tr|B2RT33|B2RT33_MOUSE, tr|A0A2I3BRW3|A0A2I3BRW3_MOUSE, tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE, tr|A0A2I3BQG5|A0A2I3BQG5_MOUSE, tr|Q8VG96|Q8VG96_MOUSE	tr|G5ANY8|G5ANY8_HETGA
OG0000082	tr|Q8VF60|Q8VF60_MOUSE, tr|Q7TS13|Q7TS13_MOUSE	tr|G5BFM8|G5BFM8_HETGA, tr|G5B071|G5B071_HETGA, tr|G5B423|G5B423_HETGA, tr|G5BFM9|G5BFM9_HETGA, tr|G5BU58|G5BU58_HETGA, tr|G5BIY5|G5BIY5_HETGA, tr|G5C4Z3|G5C4Z3_HETGA, tr|G5C121|G5C121_HETGA
OG0000088	sp|Q80YP6|ZIK1_MOUSE	tr|G5B7M4|G5B7M4_HETGA
OG0000088	tr|Q8BFS8|Q8BFS8_MOUSE	tr|G5AT80|G5AT80_HETGA, tr|G5C8H9|G5C8H9_HETGA, tr|G5BXK6|G5BXK6_HETGA, tr|G5BXK5|G5BXK5_HETGA, tr|G5BXL1|G5BXL1_HETGA, tr|G5BXK7|G5BXK7_HETGA, tr|G5B7M9|G5B7M9_HETGA, tr|G5B7L9|G5B7L9_HETGA, tr|G5B7M5|G5B7M5_HETGA, tr|G5B7M3|G5B7M3_HETGA, tr|G5B7M0|G5B7M0_HETGA, tr|G5B7L8|G5B7L8_HETGA, tr|G5C8I0|G5C8I0_HETGA, tr|G5B7M7|G5B7M7_HETGA
OG0000089	sp|P60762|MO4L1_MOUSE	tr|G5AQG3|G5AQG3_HETGA, tr|G5BA91|G5BA91_HETGA, tr|G5B7T8|G5B7T8_HETGA, tr|G5BA24|G5BA24_HETGA, tr|G5BTT5|G5BTT5_HETGA
OG0000089	sp|Q9R0Q4|MO4L2_MOUSE	tr|G5BYR7|G5BYR7_HETGA, tr|G5C819|G5C819_HETGA, tr|G5AYD2|G5AYD2_HETGA, tr|G5BGE5|G5BGE5_HETGA, tr|G5ARH3|G5ARH3_HETGA, tr|G5AM41|G5AM41_HETGA, tr|G5BZD4|G5BZD4_HETGA, tr|G5B3P0|G5B3P0_HETGA, tr|G5BGJ7|G5BGJ7_HETGA, tr|G5APM8|G5APM8_HETGA
OG0000090	sp|P29391|FRIL1_MOUSE, sp|P49945|FRIL2_MOUSE	tr|G5C8L4|G5C8L4_HETGA, tr|G5BXU5|G5BXU5_HETGA, tr|G5B9L3|G5B9L3_HETGA, tr|G5AW76|G5AW76_HETGA, tr|G5BY36|G5BY36_HETGA, tr|G5ARL6|G5ARL6_HETGA, tr|G5AW87|G5AW87_HETGA, tr|G5C554|G5C554_HETGA, tr|G5BAG5|G5BAG5_HETGA, tr|G5AMS4|G5AMS4_HETGA, tr|G5B871|G5B871_HETGA, tr|G5ARX4|G5ARX4_HETGA, tr|G5BSL9|G5BSL9_HETGA, tr|G5AL03|G5AL03_HETGA, tr|G5AN88|G5AN88_HETGA
OG0000092	tr|Q3UWK8|Q3UWK8_MOUSE, tr|I7HJI3|I7HJI3_MOUSE, tr|W4VSP4|W4VSP4_MOUSE, tr|O08804|O08804_MOUSE, sp|Q60854|SPB6_MOUSE	tr|G5BKF0|G5BKF0_HETGA
OG0000092	sp|O08800|SPB8_MOUSE	tr|G5B5Z9|G5B5Z9_HETGA
OG0000092	tr|I7HJI5|I7HJI5_MOUSE, tr|O08797|O08797_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|O08806|O08806_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|Q80UK5|Q80UK5_MOUSE	tr|G5BKF1|G5BKF1_HETGA
OG0000093	tr|Q3V0H9|Q3V0H9_MOUSE, tr|Q8BVR5|Q8BVR5_MOUSE, tr|Q9D420|Q9D420_MOUSE, tr|Q9D991|Q9D991_MOUSE, tr|D3Z0W7|D3Z0W7_MOUSE, tr|B2RW27|B2RW27_MOUSE, tr|Q80ZR8|Q80ZR8_MOUSE, tr|A0A0G2JGB2|A0A0G2JGB2_MOUSE, tr|J3QNG1|J3QNG1_MOUSE, tr|Q9D5E3|Q9D5E3_MOUSE, tr|A0A0G2JGX9|A0A0G2JGX9_MOUSE, tr|L7N481|L7N481_MOUSE, tr|A0A0G2JE67|A0A0G2JE67_MOUSE, tr|K7N5P2|K7N5P2_MOUSE, tr|J3QMS8|J3QMS8_MOUSE, tr|Q9D506|Q9D506_MOUSE	tr|G5BPL5|G5BPL5_HETGA
OG0000097	sp|P00342|LDHC_MOUSE	tr|G5AKA2|G5AKA2_HETGA
OG0000097	sp|P16125|LDHB_MOUSE	tr|G5BEG2|G5BEG2_HETGA
OG0000097	sp|P06151|LDHA_MOUSE	tr|G5BGS7|G5BGS7_HETGA, tr|G5C181|G5C181_HETGA, tr|G5ARJ3|G5ARJ3_HETGA, tr|G5AKA3|G5AKA3_HETGA, tr|G5BHD5|G5BHD5_HETGA, tr|G5APD9|G5APD9_HETGA, tr|G5AUG6|G5AUG6_HETGA, tr|G5AXD7|G5AXD7_HETGA, tr|G5BSZ2|G5BSZ2_HETGA, tr|G5C2W8|G5C2W8_HETGA
OG0000098	tr|Q8VFT6|Q8VFT6_MOUSE	tr|G5C1X9|G5C1X9_HETGA, tr|G5C1X8|G5C1X8_HETGA, tr|G5C747|G5C747_HETGA, tr|G5B5Q0|G5B5Q0_HETGA, tr|G5B5Q1|G5B5Q1_HETGA, tr|G5CB75|G5CB75_HETGA, tr|G5C1V0|G5C1V0_HETGA, tr|G5C1X4|G5C1X4_HETGA, tr|G5BPF4|G5BPF4_HETGA, tr|G5C1V1|G5C1V1_HETGA, tr|G5C1X5|G5C1X5_HETGA, tr|G5B2B9|G5B2B9_HETGA, tr|G5C1X2|G5C1X2_HETGA, tr|G5C1X3|G5C1X3_HETGA, tr|G5C1X0|G5C1X0_HETGA
OG0000099	tr|Q8VFG7|Q8VFG7_MOUSE	tr|G5C436|G5C436_HETGA, tr|G5B4K5|G5B4K5_HETGA
OG0000099	tr|Q7TRZ7|Q7TRZ7_MOUSE	tr|G5BDQ5|G5BDQ5_HETGA, tr|G5APC1|G5APC1_HETGA, tr|G5B337|G5B337_HETGA, tr|G5ANF0|G5ANF0_HETGA, tr|G5C437|G5C437_HETGA, tr|G5BBE9|G5BBE9_HETGA, tr|G5ANF4|G5ANF4_HETGA, tr|G5C9B9|G5C9B9_HETGA, tr|G5BRH6|G5BRH6_HETGA, tr|G5B0F9|G5B0F9_HETGA, tr|G5AKE7|G5AKE7_HETGA, tr|G5BRI1|G5BRI1_HETGA
OG0000100	sp|Q61765|K1H1_MOUSE, sp|Q9D646|KRT34_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8K0Y2|KT33A_MOUSE	tr|G5B0N6|G5B0N6_HETGA, tr|G5B0N5|G5B0N5_HETGA, tr|G5B0N4|G5B0N4_HETGA
OG0000100	sp|B1AQ75|KRT36_MOUSE	tr|G5B0N1|G5B0N1_HETGA
OG0000100	sp|Q497I4|KRT35_MOUSE	tr|G5B0N2|G5B0N2_HETGA
OG0000100	sp|Q6IFX3|K1C40_MOUSE	tr|G5AX62|G5AX62_HETGA
OG0000101	sp|Q6JVL5|LCN12_MOUSE	tr|G5ASF8|G5ASF8_HETGA
OG0000101	sp|P11672|NGAL_MOUSE	tr|G5BLF1|G5BLF1_HETGA, tr|G5BLF2|G5BLF2_HETGA, tr|G5AZX8|G5AZX8_HETGA, tr|G5AZX7|G5AZX7_HETGA, tr|G5BLE8|G5BLE8_HETGA, tr|G5BLF0|G5BLF0_HETGA, tr|G5ASF9|G5ASF9_HETGA, tr|G5BLE9|G5BLE9_HETGA, tr|G5ASF7|G5ASF7_HETGA, tr|G5AZX9|G5AZX9_HETGA, tr|G5AMW7|G5AMW7_HETGA, tr|G5AZX6|G5AZX6_HETGA, tr|G5AZX5|G5AZX5_HETGA
OG0000102	sp|P49312|ROA1_MOUSE	tr|G5BC28|G5BC28_HETGA, tr|G5C268|G5C268_HETGA
OG0000102	sp|Q8BG05|ROA3_MOUSE	tr|G5BID7|G5BID7_HETGA, tr|G5AUP7|G5AUP7_HETGA, tr|G5ALE7|G5ALE7_HETGA, tr|G5BJ23|G5BJ23_HETGA, tr|G5C815|G5C815_HETGA, tr|G5BQY9|G5BQY9_HETGA, tr|G5BAA4|G5BAA4_HETGA, tr|G5BXD6|G5BXD6_HETGA, tr|G5B706|G5B706_HETGA, tr|G5B705|G5B705_HETGA, tr|G5BTZ8|G5BTZ8_HETGA, tr|G5AK35|G5AK35_HETGA
OG0000104	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, sp|L7N1X6|FBW15_MOUSE	tr|G5BZH9|G5BZH9_HETGA
OG0000105	tr|A0A1W2P7W0|A0A1W2P7W0_MOUSE, tr|A0A1W2P739|A0A1W2P739_MOUSE, tr|A0A1W2P7N1|A0A1W2P7N1_MOUSE, tr|A0A1W2P728|A0A1W2P728_MOUSE, tr|A0A1W2P7U0|A0A1W2P7U0_MOUSE, tr|D3Z5T3|D3Z5T3_MOUSE, tr|A0A1W2P709|A0A1W2P709_MOUSE, tr|E9Q2H5|E9Q2H5_MOUSE, tr|W4VSP7|W4VSP7_MOUSE, tr|E9Q1M3|E9Q1M3_MOUSE, tr|L7N2C3|L7N2C3_MOUSE, tr|Q08EG8|Q08EG8_MOUSE, tr|A0A1W2P7T6|A0A1W2P7T6_MOUSE, tr|A0A1W2P8D5|A0A1W2P8D5_MOUSE, tr|J3QMW1|J3QMW1_MOUSE	tr|G5BMF5|G5BMF5_HETGA
OG0000106	sp|A7XUX6|SKIT2_MOUSE, sp|A7TZF0|SKIT3_MOUSE, sp|A7TZF3|SKIT4_MOUSE, sp|A7XUY5|SKIT5_MOUSE, sp|A7XUZ6|SKIT6_MOUSE, sp|A7TZE6|SKIT1_MOUSE, sp|A7XV04|SKIT7_MOUSE, sp|A7XV07|SKIT8_MOUSE, sp|O70355|BTNL2_MOUSE, tr|A2CG29|A2CG29_MOUSE, tr|A2CG22|A2CG22_MOUSE, sp|A4QPC6|BT2A2_MOUSE, sp|Q8BJE2|BTNL9_MOUSE, sp|Q7TST0|BTNL1_MOUSE, sp|Q9JK39|BTNLA_MOUSE	tr|G5C988|G5C988_HETGA
OG0000107	sp|Q62413|EPHA6_MOUSE	tr|G5BXD0|G5BXD0_HETGA
OG0000107	sp|P29319|EPHA3_MOUSE	tr|G5BWB7|G5BWB7_HETGA
OG0000107	sp|Q60629|EPHA5_MOUSE	tr|G5C8U2|G5C8U2_HETGA
OG0000107	sp|Q8CBF3|EPHB1_MOUSE	tr|G5BL12|G5BL12_HETGA
OG0000107	sp|P54763|EPHB2_MOUSE	tr|G5BHZ5|G5BHZ5_HETGA
OG0000107	sp|P54754|EPHB3_MOUSE	tr|G5BTB4|G5BTB4_HETGA
OG0000107	sp|Q61772|EPHA7_MOUSE, sp|O09127|EPHA8_MOUSE	tr|G5BHZ9|G5BHZ9_HETGA
