Orthogroup	Mus_musculus	Saimiri_boliviensis_boliviensis
OG0000041	tr|Q7TRU0|Q7TRU0_MOUSE, tr|E9Q7E7|E9Q7E7_MOUSE, tr|E9Q0Q2|E9Q0Q2_MOUSE, tr|E9Q0M4|E9Q0M4_MOUSE, tr|E9Q4G0|E9Q4G0_MOUSE, tr|E9Q519|E9Q519_MOUSE, tr|E9Q518|E9Q518_MOUSE, tr|Q5NCD0|Q5NCD0_MOUSE, tr|Q8VGL1|Q8VGL1_MOUSE, tr|Q8VGH5|Q8VGH5_MOUSE, sp|Q60889|OLF5_MOUSE, tr|Q8VF33|Q8VF33_MOUSE, tr|F6VB59|F6VB59_MOUSE, tr|Q8VGH6|Q8VGH6_MOUSE, tr|Q8VGW8|Q8VGW8_MOUSE, tr|E9Q5P8|E9Q5P8_MOUSE, tr|E9Q050|E9Q050_MOUSE, tr|Q8VFE7|Q8VFE7_MOUSE, sp|P34986|OLF6_MOUSE, tr|Q9EPG2|Q9EPG2_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q8VGU5|Q8VGU5_MOUSE	tr|A0A2K6ULA5|A0A2K6ULA5_SAIBB
OG0000042	tr|B8JJZ9|B8JJZ9_MOUSE, tr|Q8VC29|Q8VC29_MOUSE	tr|A0A2K6UK36|A0A2K6UK36_SAIBB, tr|A0A2K6TFV4|A0A2K6TFV4_SAIBB, tr|A0A2K6T8Y2|A0A2K6T8Y2_SAIBB, tr|A0A2K6UPC2|A0A2K6UPC2_SAIBB, tr|A0A2K6SGI0|A0A2K6SGI0_SAIBB, tr|A0A2K6U1A4|A0A2K6U1A4_SAIBB
OG0000042	tr|Q9CXH3|Q9CXH3_MOUSE	tr|A0A2K6U2L1|A0A2K6U2L1_SAIBB, tr|A0A2K6SLP9|A0A2K6SLP9_SAIBB, tr|A0A2K6TTZ7|A0A2K6TTZ7_SAIBB, tr|A0A2K6V7F7|A0A2K6V7F7_SAIBB, tr|A0A2K6UU16|A0A2K6UU16_SAIBB, tr|A0A2K6T792|A0A2K6T792_SAIBB, tr|A0A2K6U305|A0A2K6U305_SAIBB, tr|A0A2K6V4Y3|A0A2K6V4Y3_SAIBB, tr|A0A2K6TD65|A0A2K6TD65_SAIBB, tr|A0A2K6UKH1|A0A2K6UKH1_SAIBB, tr|A0A2K6UF95|A0A2K6UF95_SAIBB, tr|A0A2K6TWA1|A0A2K6TWA1_SAIBB, tr|A0A2K6UEK0|A0A2K6UEK0_SAIBB, tr|A0A2K6S7W3|A0A2K6S7W3_SAIBB, tr|A0A2K6SU62|A0A2K6SU62_SAIBB, tr|A0A2K6S5D1|A0A2K6S5D1_SAIBB, tr|A0A2K6UM71|A0A2K6UM71_SAIBB
OG0000047	sp|Q80YP6|ZIK1_MOUSE	tr|A0A2K6SHE4|A0A2K6SHE4_SAIBB
OG0000047	tr|Q8BFS8|Q8BFS8_MOUSE	tr|A0A2K6TGJ2|A0A2K6TGJ2_SAIBB, tr|A0A2K6UW36|A0A2K6UW36_SAIBB, tr|A0A2K6TK36|A0A2K6TK36_SAIBB, tr|A0A2K6S417|A0A2K6S417_SAIBB, tr|A0A2K6U1M8|A0A2K6U1M8_SAIBB, tr|A0A2K6TIQ1|A0A2K6TIQ1_SAIBB, tr|A0A2K6TV00|A0A2K6TV00_SAIBB, tr|A0A2K6SSJ6|A0A2K6SSJ6_SAIBB, tr|A0A2K6T719|A0A2K6T719_SAIBB, tr|A0A2K6SV33|A0A2K6SV33_SAIBB, tr|A0A2K6U3Q5|A0A2K6U3Q5_SAIBB, tr|A0A2K6S9D6|A0A2K6S9D6_SAIBB, tr|A0A2K6STQ0|A0A2K6STQ0_SAIBB, tr|A0A2K6UMH6|A0A2K6UMH6_SAIBB, tr|A0A2K6UAD1|A0A2K6UAD1_SAIBB, tr|A0A2K6SXQ3|A0A2K6SXQ3_SAIBB, tr|A0A2K6TJE9|A0A2K6TJE9_SAIBB, tr|A0A2K6SS43|A0A2K6SS43_SAIBB, tr|A0A2K6TEN6|A0A2K6TEN6_SAIBB, tr|A0A2K6SF43|A0A2K6SF43_SAIBB, tr|A0A2K6SAU8|A0A2K6SAU8_SAIBB, tr|A0A2K6SIA6|A0A2K6SIA6_SAIBB
OG0000049	sp|C0HKE3|H2A1D_MOUSE	tr|A0A2K6SFI6|A0A2K6SFI6_SAIBB
OG0000049	sp|Q64523|H2A2C_MOUSE	tr|A0A2K6SEP2|A0A2K6SEP2_SAIBB
OG0000049	sp|Q8R1M2|H2AJ_MOUSE	tr|A0A2K6SB19|A0A2K6SB19_SAIBB
OG0000049	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A2K6SC99|A0A2K6SC99_SAIBB
OG0000049	sp|Q8BFU2|H2A3_MOUSE	tr|A0A2K6S8J8|A0A2K6S8J8_SAIBB, tr|A0A2K6SFB7|A0A2K6SFB7_SAIBB
OG0000056	tr|Q91XW9|Q91XW9_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q91XX1|Q91XX1_MOUSE, tr|Q91XX7|Q91XX7_MOUSE, tr|Q91XX8|Q91XX8_MOUSE, tr|Q91XX4|Q91XX4_MOUSE, tr|Q91XX3|Q91XX3_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XY8|Q91XY8_MOUSE, tr|Q91XY7|Q91XY7_MOUSE, tr|Q91XY0|Q91XY0_MOUSE, tr|Q91XX9|Q91XX9_MOUSE, tr|Q91XY9|Q91XY9_MOUSE, tr|Q6DD96|Q6DD96_MOUSE, tr|Q91XY2|Q91XY2_MOUSE, tr|Q91XY3|Q91XY3_MOUSE, tr|Q91XY5|Q91XY5_MOUSE, sp|Q91XY4|PCDG4_MOUSE, tr|Q91XY6|Q91XY6_MOUSE, tr|Q91XZ0|Q91XZ0_MOUSE	tr|A0A2K6TH31|A0A2K6TH31_SAIBB
OG0000058	sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, sp|Q91WW4|MRGA2_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW5|MRGA1_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91ZB5|MRGRG_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q8CIP3|MRGX1_MOUSE	tr|A0A2K6T1A1|A0A2K6T1A1_SAIBB
OG0000060	tr|Q9EQ86|Q9EQ86_MOUSE, sp|Q60888|OL149_MOUSE, tr|Q9EQ87|Q9EQ87_MOUSE, sp|Q60887|OL148_MOUSE, tr|Q8VET5|Q8VET5_MOUSE, tr|Q9EQ84|Q9EQ84_MOUSE, tr|Q7TRA9|Q7TRA9_MOUSE, sp|Q8VEY3|OL958_MOUSE, tr|Q8VF15|Q8VF15_MOUSE, tr|Q8VG91|Q8VG91_MOUSE, tr|Q8VH08|Q8VH08_MOUSE, tr|E9Q985|E9Q985_MOUSE, tr|Q8VH10|Q8VH10_MOUSE, tr|Q8VGB3|Q8VGB3_MOUSE, tr|Q8VEU2|Q8VEU2_MOUSE, tr|L7N457|L7N457_MOUSE, tr|Q8VF72|Q8VF72_MOUSE, tr|E9PZZ6|E9PZZ6_MOUSE, tr|E9PWU0|E9PWU0_MOUSE	tr|A0A2K6SER4|A0A2K6SER4_SAIBB
OG0000062	tr|Q8VFR3|Q8VFR3_MOUSE, tr|Q920P2|Q920P2_MOUSE, tr|Q7TR29|Q7TR29_MOUSE, tr|A2BHP6|A2BHP6_MOUSE, tr|Q7TR28|Q7TR28_MOUSE, tr|Q8VFR4|Q8VFR4_MOUSE, tr|A2AVC3|A2AVC3_MOUSE, tr|A2AVC4|A2AVC4_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR27|Q7TR27_MOUSE, tr|Q7TR26|Q7TR26_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE	tr|A0A2K6S9Z1|A0A2K6S9Z1_SAIBB
OG0000063	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A2K6UR23|A0A2K6UR23_SAIBB
OG0000063	sp|Q07231|ZSC21_MOUSE	tr|A0A2K6TPC3|A0A2K6TPC3_SAIBB
OG0000063	tr|Q7TNK4|Q7TNK4_MOUSE	tr|A0A2K6THT9|A0A2K6THT9_SAIBB, tr|A0A2K6T0K5|A0A2K6T0K5_SAIBB
OG0000063	sp|Q91VN1|ZNF24_MOUSE	tr|A0A2K6S6F7|A0A2K6S6F7_SAIBB, tr|A0A2K6TVE4|A0A2K6TVE4_SAIBB, tr|A0A2K6SBE9|A0A2K6SBE9_SAIBB, tr|A0A2K6UJU8|A0A2K6UJU8_SAIBB, tr|A0A2K6UEP6|A0A2K6UEP6_SAIBB
OG0000065	sp|O09167|RL21_MOUSE	tr|A0A2K6S5G2|A0A2K6S5G2_SAIBB, tr|A0A2K6S2H3|A0A2K6S2H3_SAIBB, tr|A0A2K6S1X4|A0A2K6S1X4_SAIBB, tr|A0A2K6S3H3|A0A2K6S3H3_SAIBB, tr|A0A2K6S4B7|A0A2K6S4B7_SAIBB, tr|A0A2K6S2E9|A0A2K6S2E9_SAIBB, tr|A0A2K6S6X8|A0A2K6S6X8_SAIBB, tr|A0A2K6TH32|A0A2K6TH32_SAIBB, tr|A0A2K6TAB8|A0A2K6TAB8_SAIBB, tr|A0A2K6SE14|A0A2K6SE14_SAIBB, tr|A0A2K6S1D8|A0A2K6S1D8_SAIBB, tr|A0A2K6S9F6|A0A2K6S9F6_SAIBB, tr|A0A2K6SD31|A0A2K6SD31_SAIBB, tr|A0A2K6UZT5|A0A2K6UZT5_SAIBB, tr|A0A2K6UEL4|A0A2K6UEL4_SAIBB, tr|A0A2K6SBV9|A0A2K6SBV9_SAIBB, tr|A0A2K6TCS0|A0A2K6TCS0_SAIBB, tr|A0A2K6SLD9|A0A2K6SLD9_SAIBB
OG0000067	tr|E9PXC3|E9PXC3_MOUSE, tr|Q569X9|Q569X9_MOUSE, sp|P56657|CP240_MOUSE, tr|K7N6C2|K7N6C2_MOUSE, sp|P56654|CP237_MOUSE, sp|Q91X77|CY250_MOUSE, sp|Q6XVG2|CP254_MOUSE, sp|P56656|CP239_MOUSE, sp|P56655|CP238_MOUSE, sp|Q64458|CP2CT_MOUSE, sp|Q91W64|CP270_MOUSE, sp|Q9D816|CP255_MOUSE, tr|Q5GLZ0|Q5GLZ0_MOUSE, tr|Q148B1|Q148B1_MOUSE, sp|E9Q5K4|CP2CN_MOUSE, tr|E9PWV0|E9PWV0_MOUSE, sp|Q05421|CP2E1_MOUSE	tr|A0A2K6UT65|A0A2K6UT65_SAIBB
OG0000069	sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P36369|K1B26_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15948|K1B22_MOUSE, sp|P15946|K1B11_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q61759|K1B21_MOUSE	tr|A0A2K6U4G8|A0A2K6U4G8_SAIBB, tr|A0A2K6UXP8|A0A2K6UXP8_SAIBB
OG0000070	sp|Q8BMJ3|IF1AX_MOUSE, sp|Q60872|IF1A_MOUSE, tr|F6YNI8|F6YNI8_MOUSE, tr|J3QP87|J3QP87_MOUSE, tr|J3QNT6|J3QNT6_MOUSE, tr|Q3TQZ4|Q3TQZ4_MOUSE, tr|Q8BX20|Q8BX20_MOUSE, tr|J3QQ02|J3QQ02_MOUSE, tr|Q3UTA4|Q3UTA4_MOUSE, tr|A0A1Y7VJE9|A0A1Y7VJE9_MOUSE, tr|A0A1Y7VK80|A0A1Y7VK80_MOUSE, tr|A0A1Y7VNG9|A0A1Y7VNG9_MOUSE, tr|A0A1Y7VLT7|A0A1Y7VLT7_MOUSE, tr|Q3UT53|Q3UT53_MOUSE, tr|J3QPI8|J3QPI8_MOUSE, tr|J3QMW5|J3QMW5_MOUSE	tr|A0A2K6UFS2|A0A2K6UFS2_SAIBB
OG0000071	tr|A0A0B4J1N0|A0A0B4J1N0_MOUSE, tr|A0A0B4J1M0|A0A0B4J1M0_MOUSE, tr|A0A075B5U0|A0A075B5U0_MOUSE	tr|A0A2K6S7S0|A0A2K6S7S0_SAIBB, tr|A0A2K6V8Z6|A0A2K6V8Z6_SAIBB, tr|A0A2K6V8Z9|A0A2K6V8Z9_SAIBB, tr|A0A2K6V940|A0A2K6V940_SAIBB, tr|A0A2K6V920|A0A2K6V920_SAIBB, tr|A0A2K6S576|A0A2K6S576_SAIBB, tr|A0A2K6V963|A0A2K6V963_SAIBB, tr|A0A2K6S7B7|A0A2K6S7B7_SAIBB, tr|A0A2K6V918|A0A2K6V918_SAIBB, tr|A0A2K6SYX5|A0A2K6SYX5_SAIBB, tr|A0A2K6V956|A0A2K6V956_SAIBB, tr|A0A2K6V921|A0A2K6V921_SAIBB, tr|A0A2K6UEA3|A0A2K6UEA3_SAIBB, tr|A0A2K6V911|A0A2K6V911_SAIBB
OG0000074	tr|Q8CFE8|Q8CFE8_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE	tr|A0A2K6T2G2|A0A2K6T2G2_SAIBB
OG0000075	sp|P09235|IFNA9_MOUSE, sp|Q80SU4|IFNAD_MOUSE, tr|L7MTU6|L7MTU6_MOUSE, sp|P06799|IFNA7_MOUSE, sp|P07350|IFNA6_MOUSE, sp|P07349|IFNA5_MOUSE, sp|Q80SS5|IFNAC_MOUSE, tr|Q810G3|Q810G3_MOUSE, tr|Q61718|Q61718_MOUSE, sp|P01573|IFNA2_MOUSE, sp|P07351|IFNA4_MOUSE, sp|Q61716|IFNAB_MOUSE, tr|Q810G1|Q810G1_MOUSE, sp|P01572|IFNA1_MOUSE	tr|A0A2K6TIM1|A0A2K6TIM1_SAIBB, tr|A0A2K6URN0|A0A2K6URN0_SAIBB
OG0000077	tr|Q91Y09|Q91Y09_MOUSE	tr|A0A2K6TIC9|A0A2K6TIC9_SAIBB
OG0000077	tr|Q91Y10|Q91Y10_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, sp|Q91Y11|PCDA9_MOUSE, tr|Q91Y14|Q91Y14_MOUSE	tr|A0A2K6RY90|A0A2K6RY90_SAIBB
OG0000078	tr|A0A075B5R2|A0A075B5R2_MOUSE, tr|A0A075B5S5|A0A075B5S5_MOUSE	tr|A0A2K6SW35|A0A2K6SW35_SAIBB, tr|A0A2K6V936|A0A2K6V936_SAIBB, tr|A0A2K6S407|A0A2K6S407_SAIBB
OG0000078	sp|P18527|HVM56_MOUSE	tr|A0A2K6V916|A0A2K6V916_SAIBB, tr|A0A2K6V910|A0A2K6V910_SAIBB, tr|A0A2K6SLV1|A0A2K6SLV1_SAIBB, tr|A0A2K6S6E2|A0A2K6S6E2_SAIBB, tr|A0A2K6S4J4|A0A2K6S4J4_SAIBB, tr|A0A2K6SYU5|A0A2K6SYU5_SAIBB, tr|A0A2K6S2M7|A0A2K6S2M7_SAIBB, tr|A0A2K6T6T7|A0A2K6T6T7_SAIBB, tr|A0A2K6SD46|A0A2K6SD46_SAIBB, tr|A0A2K6S7T2|A0A2K6S7T2_SAIBB
OG0000079	tr|Q7TS18|Q7TS18_MOUSE, tr|A2AM35|A2AM35_MOUSE, tr|Q8VF43|Q8VF43_MOUSE, tr|Q8VET1|Q8VET1_MOUSE, tr|Q9QZ18|Q9QZ18_MOUSE, tr|Q80ZX9|Q80ZX9_MOUSE, tr|Q7TS19|Q7TS19_MOUSE, tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE, tr|Q8VG87|Q8VG87_MOUSE, tr|Q9QZ22|Q9QZ22_MOUSE, tr|Q9QZ19|Q9QZ19_MOUSE, tr|Q8VGA9|Q8VGA9_MOUSE, tr|Q9QZ20|Q9QZ20_MOUSE, tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A2K6S686|A0A2K6S686_SAIBB
OG0000080	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A2K6SDE3|A0A2K6SDE3_SAIBB
OG0000080	sp|Q9D2U9|H2B3A_MOUSE	tr|A0A2K6SEZ6|A0A2K6SEZ6_SAIBB
OG0000080	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A2K6S2S2|A0A2K6S2S2_SAIBB
OG0000080	sp|Q64525|H2B2B_MOUSE	tr|A0A2K6S9S6|A0A2K6S9S6_SAIBB, tr|A0A2K6UBA3|A0A2K6UBA3_SAIBB
OG0000082	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A2K6URW2|A0A2K6URW2_SAIBB, tr|A0A2K6T4J9|A0A2K6T4J9_SAIBB, tr|A0A2K6THY5|A0A2K6THY5_SAIBB, tr|A0A2K6SQH0|A0A2K6SQH0_SAIBB, tr|A0A2K6S879|A0A2K6S879_SAIBB, tr|A0A2K6SCW6|A0A2K6SCW6_SAIBB, tr|A0A2K6T3J2|A0A2K6T3J2_SAIBB, tr|A0A2K6T315|A0A2K6T315_SAIBB, tr|A0A2K6U2D3|A0A2K6U2D3_SAIBB, tr|A0A2K6UMI7|A0A2K6UMI7_SAIBB, tr|A0A2K6UJZ0|A0A2K6UJZ0_SAIBB, tr|A0A2K6U6W7|A0A2K6U6W7_SAIBB, tr|A0A2K6SWI7|A0A2K6SWI7_SAIBB, tr|A0A2K6TMH1|A0A2K6TMH1_SAIBB
OG0000083	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A2K6U661|A0A2K6U661_SAIBB
OG0000083	sp|E9Q5R7|NAL12_MOUSE	tr|A0A2K6TPJ4|A0A2K6TPJ4_SAIBB
OG0000083	sp|Q6B966|NAL14_MOUSE	tr|A0A2K6T9N9|A0A2K6T9N9_SAIBB
OG0000083	sp|Q9R1M5|NALP5_MOUSE	tr|A0A2K6TAN9|A0A2K6TAN9_SAIBB
OG0000084	sp|Q8BM14|LIPK_MOUSE	tr|A0A2K6UZ82|A0A2K6UZ82_SAIBB
OG0000084	sp|Q9CPP7|LIPG_MOUSE	tr|A0A2K6TBC8|A0A2K6TBC8_SAIBB
OG0000084	sp|Q9Z0M5|LICH_MOUSE	tr|A0A2K6SY45|A0A2K6SY45_SAIBB
OG0000084	sp|Q8K2A6|LIPM_MOUSE	tr|A0A2K6UIJ2|A0A2K6UIJ2_SAIBB
OG0000086	sp|Q5QD14|TAAR5_MOUSE	tr|A0A2K6SCE2|A0A2K6SCE2_SAIBB
OG0000086	sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD15|TAAR4_MOUSE	tr|A0A2K6SD55|A0A2K6SD55_SAIBB
OG0000089	tr|A2BHP7|A2BHP7_MOUSE, tr|Q7TR95|Q7TR95_MOUSE, sp|Q7TR96|O1013_MOUSE, tr|A2ASV2|A2ASV2_MOUSE, tr|Q8VFJ7|Q8VFJ7_MOUSE, sp|Q8VF13|O1094_MOUSE, sp|Q8VES2|O1102_MOUSE, tr|Q8VF14|Q8VF14_MOUSE, sp|Q8VFL9|O1086_MOUSE, sp|Q60880|OL141_MOUSE, tr|A3KPP7|A3KPP7_MOUSE, tr|Q7TR59|Q7TR59_MOUSE	tr|A0A2K6UNH3|A0A2K6UNH3_SAIBB, tr|A0A2K6T3N7|A0A2K6T3N7_SAIBB
OG0000091	sp|P29341|PABP1_MOUSE	tr|A0A2K6SUE9|A0A2K6SUE9_SAIBB
OG0000091	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A2K6S3B6|A0A2K6S3B6_SAIBB, tr|A0A2K6SK76|A0A2K6SK76_SAIBB
OG0000091	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A2K6TK41|A0A2K6TK41_SAIBB
OG0000094	sp|P12970|RL7A_MOUSE	tr|A0A2K6UWR3|A0A2K6UWR3_SAIBB, tr|A0A2K6S643|A0A2K6S643_SAIBB, tr|A0A2K6S528|A0A2K6S528_SAIBB, tr|A0A2K6TXZ8|A0A2K6TXZ8_SAIBB, tr|A0A2K6SHI0|A0A2K6SHI0_SAIBB, tr|A0A2K6SFL0|A0A2K6SFL0_SAIBB, tr|A0A2K6ST64|A0A2K6ST64_SAIBB, tr|A0A2K6SZ24|A0A2K6SZ24_SAIBB, tr|A0A2K6S9R4|A0A2K6S9R4_SAIBB, tr|A0A2K6UG99|A0A2K6UG99_SAIBB, tr|A0A2K6SKL4|A0A2K6SKL4_SAIBB, tr|A0A2K6S6R0|A0A2K6S6R0_SAIBB, tr|A0A2K6UQP7|A0A2K6UQP7_SAIBB
OG0000095	tr|A0A140T8P3|A0A140T8P3_MOUSE, tr|A0A075B5L0|A0A075B5L0_MOUSE	tr|A0A2K6V930|A0A2K6V930_SAIBB, tr|A0A2K6S993|A0A2K6S993_SAIBB, tr|A0A2K6TGA9|A0A2K6TGA9_SAIBB, tr|A0A2K6SLP6|A0A2K6SLP6_SAIBB, tr|A0A2K6S7P7|A0A2K6S7P7_SAIBB, tr|A0A2K6T4P6|A0A2K6T4P6_SAIBB, tr|A0A2K6S3Y7|A0A2K6S3Y7_SAIBB, tr|A0A2K6SDK4|A0A2K6SDK4_SAIBB, tr|A0A2K6SAA8|A0A2K6SAA8_SAIBB, tr|A0A2K6SAP3|A0A2K6SAP3_SAIBB, tr|A0A2K6S9Y2|A0A2K6S9Y2_SAIBB, tr|A0A2K6S9W6|A0A2K6S9W6_SAIBB
OG0000096	sp|P97468|CML1_MOUSE, sp|Q8K087|CML2_MOUSE, sp|O88416|GPR33_MOUSE, sp|Q9Z2J6|PD2R2_MOUSE, sp|Q8BXS7|GP152_MOUSE, sp|P33766|FPR1_MOUSE, sp|A4FUQ5|FPRS4_MOUSE, sp|O88537|FPRS3_MOUSE, sp|Q71MR7|FPRS7_MOUSE, sp|Q3SXG2|FPRS6_MOUSE, sp|O08790|FPRS1_MOUSE, sp|O88536|FPR2_MOUSE	tr|A0A2K6U9E6|A0A2K6U9E6_SAIBB
OG0000098	sp|Q8BG05|ROA3_MOUSE	tr|A0A2K6SN01|A0A2K6SN01_SAIBB
OG0000098	sp|P49312|ROA1_MOUSE	tr|A0A2K6UWL9|A0A2K6UWL9_SAIBB, tr|A0A2K6U358|A0A2K6U358_SAIBB, tr|A0A2K6SGN4|A0A2K6SGN4_SAIBB, tr|A0A2K6SFP2|A0A2K6SFP2_SAIBB, tr|A0A2K6SMF1|A0A2K6SMF1_SAIBB, tr|A0A2K6SYT8|A0A2K6SYT8_SAIBB, tr|A0A2K6U0G2|A0A2K6U0G2_SAIBB, tr|A0A2K6S4M9|A0A2K6S4M9_SAIBB, tr|A0A2K6V5E8|A0A2K6V5E8_SAIBB, tr|A0A2K6TB15|A0A2K6TB15_SAIBB
OG0000099	tr|A2VDH7|A2VDH7_MOUSE, tr|B1AQP7|B1AQP7_MOUSE, tr|Q3UZ24|Q3UZ24_MOUSE, tr|B2RT54|B2RT54_MOUSE, tr|Q8C6E1|Q8C6E1_MOUSE, tr|B7ZC55|B7ZC55_MOUSE, tr|Q8C7I4|Q8C7I4_MOUSE, tr|Q8VDU3|Q8VDU3_MOUSE, tr|G3X9K7|G3X9K7_MOUSE, tr|Q8CCA5|Q8CCA5_MOUSE, tr|E9PZG0|E9PZG0_MOUSE, tr|E9PUZ0|E9PUZ0_MOUSE	tr|A0A2K6S8E5|A0A2K6S8E5_SAIBB
OG0000100	tr|A0A0B4J1N1|A0A0B4J1N1_MOUSE, tr|A0A075B6D1|A0A075B6D1_MOUSE, tr|Q5R1I1|Q5R1I1_MOUSE, sp|P01739|TVA2_MOUSE, tr|A0A0G2JFX6|A0A0G2JFX6_MOUSE, tr|A0A075B604|A0A075B604_MOUSE, tr|Q5R1H9|Q5R1H9_MOUSE, tr|A0A075B6C1|A0A075B6C1_MOUSE, tr|A0A075B620|A0A075B620_MOUSE, tr|A0A0G2JEV5|A0A0G2JEV5_MOUSE, tr|Q5R1I3|Q5R1I3_MOUSE	tr|A0A2K6S260|A0A2K6S260_SAIBB, tr|A0A2K6SE47|A0A2K6SE47_SAIBB
OG0000102	sp|P06151|LDHA_MOUSE	tr|A0A2K6TFC7|A0A2K6TFC7_SAIBB, tr|A0A2K6V086|A0A2K6V086_SAIBB, tr|A0A2K6UUZ4|A0A2K6UUZ4_SAIBB, tr|A0A2K6TA89|A0A2K6TA89_SAIBB, tr|A0A2K6TRV1|A0A2K6TRV1_SAIBB, tr|A0A2K6TEX0|A0A2K6TEX0_SAIBB, tr|A0A2K6T4E9|A0A2K6T4E9_SAIBB, tr|A0A2K6SHZ4|A0A2K6SHZ4_SAIBB
OG0000102	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A2K6UMT3|A0A2K6UMT3_SAIBB
OG0000102	sp|P00342|LDHC_MOUSE	tr|A0A2K6U2Z5|A0A2K6U2Z5_SAIBB
OG0000104	sp|P10126|EF1A1_MOUSE	tr|A0A2K6UKY0|A0A2K6UKY0_SAIBB, tr|A0A2K6SV22|A0A2K6SV22_SAIBB, tr|A0A2K6V0J1|A0A2K6V0J1_SAIBB, tr|A0A2K6T9V1|A0A2K6T9V1_SAIBB, tr|A0A2K6V4B1|A0A2K6V4B1_SAIBB
