Orthogroup	Mus_musculus	Propithecus_coquereli
OG0000050	tr|E9PWV2|E9PWV2_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE, tr|E9Q8X1|E9Q8X1_MOUSE, tr|Q8VG32|Q8VG32_MOUSE, tr|E9Q848|E9Q848_MOUSE, tr|E9Q0Y7|E9Q0Y7_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE, tr|Q7TQS2|Q7TQS2_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE, tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q8VF55|Q8VF55_MOUSE, tr|Q8VEZ4|Q8VEZ4_MOUSE, tr|Q8VGP8|Q8VGP8_MOUSE, tr|Q8VEZ5|Q8VEZ5_MOUSE, tr|A0A1L1SVH0|A0A1L1SVH0_MOUSE, tr|A0A140LHU2|A0A140LHU2_MOUSE, tr|F8VQB1|F8VQB1_MOUSE, tr|E9Q1L6|E9Q1L6_MOUSE, tr|Q7TRV1|Q7TRV1_MOUSE, tr|Q8VF20|Q8VF20_MOUSE, sp|Q62007|OLF16_MOUSE	tr|A0A2K6EEB8|A0A2K6EEB8_PROCO
OG0000051	sp|Q64523|H2A2C_MOUSE	tr|A0A2K6EQG9|A0A2K6EQG9_PROCO
OG0000051	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A2K6EQ94|A0A2K6EQ94_PROCO
OG0000051	sp|Q8BFU2|H2A3_MOUSE	tr|A0A2K6EVD1|A0A2K6EVD1_PROCO
OG0000051	sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE5|H2A1G_MOUSE	tr|A0A2K6GP19|A0A2K6GP19_PROCO
OG0000051	sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE7|H2A1N_MOUSE	tr|A0A2K6ESE3|A0A2K6ESE3_PROCO, tr|A0A2K6GNR9|A0A2K6GNR9_PROCO, tr|A0A2K6EVR7|A0A2K6EVR7_PROCO, tr|A0A2K6EHV1|A0A2K6EHV1_PROCO
OG0000052	tr|Q8VFN8|Q8VFN8_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS03|Q7TS03_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|Q7TS04|Q7TS04_MOUSE, tr|Q7TS10|Q7TS10_MOUSE, tr|B2RVZ1|B2RVZ1_MOUSE, tr|Q7TS05|Q7TS05_MOUSE, tr|F8VQ84|F8VQ84_MOUSE, tr|Q7TS07|Q7TS07_MOUSE, tr|Q7TS08|Q7TS08_MOUSE, tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q14AJ9|Q14AJ9_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q923Q6|Q923Q6_MOUSE	tr|A0A2K6FEZ4|A0A2K6FEZ4_PROCO
OG0000057	tr|Q91XX7|Q91XX7_MOUSE, tr|Q91XX8|Q91XX8_MOUSE, tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91XX4|Q91XX4_MOUSE, tr|Q91XX3|Q91XX3_MOUSE, tr|Q91XW9|Q91XW9_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q91XX1|Q91XX1_MOUSE, tr|Q91XY8|Q91XY8_MOUSE, tr|Q91XY7|Q91XY7_MOUSE, tr|Q91XY0|Q91XY0_MOUSE, tr|Q91XX9|Q91XX9_MOUSE, tr|Q91XY9|Q91XY9_MOUSE, tr|Q91XY2|Q91XY2_MOUSE, tr|Q6DD96|Q6DD96_MOUSE, tr|Q91XY3|Q91XY3_MOUSE, tr|Q91XZ0|Q91XZ0_MOUSE, tr|Q91XY6|Q91XY6_MOUSE, tr|Q91XY5|Q91XY5_MOUSE, sp|Q91XY4|PCDG4_MOUSE	tr|A0A2K6FJ65|A0A2K6FJ65_PROCO
OG0000059	sp|Q9D267|LCN9_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|P11588|MUP1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P02762|MUP6_MOUSE, sp|A2BIM8|MUP18_MOUSE, sp|P04938|MUP11_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|L7N222|L7N222_MOUSE, sp|B5X0G2|MUP17_MOUSE, sp|P04939|MUP3_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|Q5FW60|MUP20_MOUSE, sp|P11591|MUP5_MOUSE, sp|P11590|MUP4_MOUSE, tr|A2AV72|A2AV72_MOUSE, tr|A2BHR2|A2BHR2_MOUSE	tr|A0A2K6EXI2|A0A2K6EXI2_PROCO
OG0000061	sp|Q64525|H2B2B_MOUSE	tr|A0A2K6EJM8|A0A2K6EJM8_PROCO
OG0000061	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A2K6EHN2|A0A2K6EHN2_PROCO
OG0000061	sp|Q9D2U9|H2B3A_MOUSE	tr|A0A2K6EIT3|A0A2K6EIT3_PROCO
OG0000061	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A2K6EK83|A0A2K6EK83_PROCO, tr|A0A2K6EFW4|A0A2K6EFW4_PROCO
OG0000062	sp|Q64176|EST1E_MOUSE, sp|Q91WU0|EST1F_MOUSE, tr|D3Z298|D3Z298_MOUSE	tr|A0A2K6GK43|A0A2K6GK43_PROCO
OG0000062	sp|Q91WG0|EST2C_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE, tr|E9PV38|E9PV38_MOUSE, sp|Q8BK48|EST2E_MOUSE, sp|Q8QZR3|EST2A_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE, tr|Q08ED5|Q08ED5_MOUSE	tr|A0A2K6GL99|A0A2K6GL99_PROCO
OG0000062	sp|Q64285|CEL_MOUSE, sp|Q8R0W5|EST4A_MOUSE	tr|A0A2K6GB31|A0A2K6GB31_PROCO
OG0000065	sp|P18528|HVM57_MOUSE, sp|P18527|HVM56_MOUSE	tr|A0A2K6GII6|A0A2K6GII6_PROCO, tr|A0A2K6FLK2|A0A2K6FLK2_PROCO, tr|A0A2K6FD49|A0A2K6FD49_PROCO, tr|A0A2K6FKS7|A0A2K6FKS7_PROCO, tr|A0A2K6ELA9|A0A2K6ELA9_PROCO, tr|A0A2K6EFD9|A0A2K6EFD9_PROCO, tr|A0A2K6EXZ1|A0A2K6EXZ1_PROCO, tr|A0A2K6F1I2|A0A2K6F1I2_PROCO, tr|A0A2K6F3P9|A0A2K6F3P9_PROCO, tr|A0A2K6EW25|A0A2K6EW25_PROCO, tr|A0A2K6ERF9|A0A2K6ERF9_PROCO, tr|A0A2K6ENU6|A0A2K6ENU6_PROCO, tr|A0A2K6F2H3|A0A2K6F2H3_PROCO, tr|A0A2K6GKY7|A0A2K6GKY7_PROCO, tr|A0A2K6GIQ1|A0A2K6GIQ1_PROCO, tr|A0A2K6FV10|A0A2K6FV10_PROCO, tr|A0A2K6EPC9|A0A2K6EPC9_PROCO, tr|A0A2K6G728|A0A2K6G728_PROCO
OG0000066	tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q7TS01|Q7TS01_MOUSE	tr|A0A2K6FUN0|A0A2K6FUN0_PROCO
OG0000070	tr|Q8VFT6|Q8VFT6_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|E9PXH6|E9PXH6_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE, tr|Q7TRW1|Q7TRW1_MOUSE, tr|Q7TRV9|Q7TRV9_MOUSE, tr|E9Q8M2|E9Q8M2_MOUSE, tr|Q7TRL9|Q7TRL9_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|E9PV79|E9PV79_MOUSE	tr|A0A2K6F4V4|A0A2K6F4V4_PROCO
OG0000072	sp|Q60629|EPHA5_MOUSE	tr|A0A2K6EV60|A0A2K6EV60_PROCO
OG0000072	sp|Q62413|EPHA6_MOUSE	tr|A0A2K6FB03|A0A2K6FB03_PROCO
OG0000072	sp|Q03137|EPHA4_MOUSE	tr|A0A2K6FEY3|A0A2K6FEY3_PROCO
OG0000072	sp|P54761|EPHB4_MOUSE	tr|A0A2K6G220|A0A2K6G220_PROCO
OG0000072	sp|P54763|EPHB2_MOUSE	tr|A0A2K6EG50|A0A2K6EG50_PROCO
OG0000072	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A2K6FLC5|A0A2K6FLC5_PROCO
OG0000072	sp|P54754|EPHB3_MOUSE	tr|A0A2K6FYE0|A0A2K6FYE0_PROCO
OG0000072	sp|Q61772|EPHA7_MOUSE, sp|O09127|EPHA8_MOUSE	tr|A0A2K6FUT5|A0A2K6FUT5_PROCO
OG0000073	sp|Q80YP6|ZIK1_MOUSE	tr|A0A2K6EZM9|A0A2K6EZM9_PROCO, tr|A0A2K6FB79|A0A2K6FB79_PROCO, tr|A0A2K6EVF9|A0A2K6EVF9_PROCO, tr|A0A2K6EJF7|A0A2K6EJF7_PROCO, tr|A0A2K6GIF2|A0A2K6GIF2_PROCO, tr|A0A2K6FAG8|A0A2K6FAG8_PROCO, tr|A0A2K6FAJ0|A0A2K6FAJ0_PROCO, tr|A0A2K6EIB0|A0A2K6EIB0_PROCO, tr|A0A2K6FAU1|A0A2K6FAU1_PROCO, tr|A0A2K6FFR8|A0A2K6FFR8_PROCO, tr|A0A2K6EJM1|A0A2K6EJM1_PROCO, tr|A0A2K6FSG8|A0A2K6FSG8_PROCO, tr|A0A2K6F896|A0A2K6F896_PROCO, tr|A0A2K6GH64|A0A2K6GH64_PROCO, tr|A0A2K6EI48|A0A2K6EI48_PROCO, tr|A0A2K6FHJ1|A0A2K6FHJ1_PROCO, tr|A0A2K6G537|A0A2K6G537_PROCO
OG0000074	tr|Q920Z2|Q920Z2_MOUSE, tr|Q9EP55|Q9EP55_MOUSE, tr|A0A140T8J9|A0A140T8J9_MOUSE, tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|K7N662|K7N662_MOUSE, tr|E9Q725|E9Q725_MOUSE, tr|Q8VG49|Q8VG49_MOUSE, tr|A2ASV3|A2ASV3_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|K7N684|K7N684_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE	tr|A0A2K6GRD0|A0A2K6GRD0_PROCO
OG0000075	tr|Q8VFU9|Q8VFU9_MOUSE	tr|A0A2K6FU35|A0A2K6FU35_PROCO
OG0000075	tr|K7N659|K7N659_MOUSE, tr|Q8VFV1|Q8VFV1_MOUSE, tr|Q8VG74|Q8VG74_MOUSE, tr|Q8VFV0|Q8VFV0_MOUSE, tr|Q0VDY1|Q0VDY1_MOUSE, tr|Q8VFN1|Q8VFN1_MOUSE, sp|Q8VFT4|OL734_MOUSE, tr|Q14AK5|Q14AK5_MOUSE, tr|Q8VFT5|Q8VFT5_MOUSE, tr|Q8VFC8|Q8VFC8_MOUSE, tr|Q7TRM4|Q7TRM4_MOUSE, tr|Q5SW49|Q5SW49_MOUSE, tr|Q5SW50|Q5SW50_MOUSE, tr|Q5SW48|Q5SW48_MOUSE	tr|A0A2K6FFN0|A0A2K6FFN0_PROCO
OG0000076	sp|Q5QD17|TAAR2_MOUSE	tr|A0A2K6FYU7|A0A2K6FYU7_PROCO
OG0000076	sp|Q5QD15|TAAR4_MOUSE, sp|Q923Y8|TAAR1_MOUSE, sp|Q5QD14|TAAR5_MOUSE, sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD16|TAAR3_MOUSE	tr|A0A2K6ETF9|A0A2K6ETF9_PROCO
OG0000077	sp|Q61781|K1C14_MOUSE	tr|A0A2K6FKX4|A0A2K6FKX4_PROCO
OG0000077	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A2K6GZH6|A0A2K6GZH6_PROCO
OG0000077	sp|P19001|K1C19_MOUSE	tr|A0A2K6FZJ7|A0A2K6FZJ7_PROCO
OG0000077	sp|Q61414|K1C15_MOUSE	tr|A0A2K6FTG5|A0A2K6FTG5_PROCO
OG0000077	sp|P08730|K1C13_MOUSE	tr|A0A2K6F2N5|A0A2K6F2N5_PROCO
OG0000077	sp|P02535|K1C10_MOUSE, sp|Q6RHW0|K1C9_MOUSE, sp|Q64291|K1C12_MOUSE	tr|A0A2K6ESZ0|A0A2K6ESZ0_PROCO
OG0000077	sp|Q6IFX2|K1C42_MOUSE, sp|Q9QWL7|K1C17_MOUSE	tr|A0A2K6GZ97|A0A2K6GZ97_PROCO
OG0000078	sp|P34986|OLF6_MOUSE, tr|E9Q5P8|E9Q5P8_MOUSE, tr|E9Q050|E9Q050_MOUSE, tr|Q9QWU6|Q9QWU6_MOUSE, tr|Q7TRU0|Q7TRU0_MOUSE, tr|Q8VGW8|Q8VGW8_MOUSE, tr|E9Q5F1|E9Q5F1_MOUSE, tr|E9Q4G0|E9Q4G0_MOUSE, tr|E9Q0M4|E9Q0M4_MOUSE, tr|E9Q0Q2|E9Q0Q2_MOUSE, tr|E9Q7E7|E9Q7E7_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q8VGU5|Q8VGU5_MOUSE, tr|Q9EPG2|Q9EPG2_MOUSE	tr|A0A2K6ERR9|A0A2K6ERR9_PROCO
OG0000079	tr|E9Q9Q6|E9Q9Q6_MOUSE	tr|A0A2K6F9X1|A0A2K6F9X1_PROCO
OG0000079	sp|P70407|CADH9_MOUSE	tr|A0A2K6EZY5|A0A2K6EZY5_PROCO
OG0000079	sp|P97326|CADH6_MOUSE	tr|A0A2K6END6|A0A2K6END6_PROCO
OG0000079	sp|P70408|CAD10_MOUSE	tr|A0A2K6EV71|A0A2K6EV71_PROCO
OG0000079	sp|Q5RJH3|CAD12_MOUSE	tr|A0A2K6F7D1|A0A2K6F7D1_PROCO
OG0000079	tr|E9Q3A7|E9Q3A7_MOUSE	tr|A0A2K6EF95|A0A2K6EF95_PROCO
OG0000079	sp|Q8BM92|CADH7_MOUSE	tr|A0A2K6F969|A0A2K6F969_PROCO
OG0000079	sp|Q9Z0M3|CAD20_MOUSE	tr|A0A2K6G006|A0A2K6G006_PROCO
OG0000084	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A2K6EZK0|A0A2K6EZK0_PROCO
OG0000084	sp|Q91VN1|ZNF24_MOUSE	tr|A0A2K6EYP7|A0A2K6EYP7_PROCO, tr|A0A2K6EUB1|A0A2K6EUB1_PROCO, tr|A0A2K6EXV6|A0A2K6EXV6_PROCO, tr|A0A2K6G6A9|A0A2K6G6A9_PROCO, tr|A0A2K6GHU5|A0A2K6GHU5_PROCO, tr|A0A2K6EWH9|A0A2K6EWH9_PROCO, tr|A0A2K6FQ15|A0A2K6FQ15_PROCO, tr|A0A2K6GCP2|A0A2K6GCP2_PROCO, tr|A0A2K6FZ18|A0A2K6FZ18_PROCO, tr|A0A2K6GN37|A0A2K6GN37_PROCO, tr|A0A2K6F016|A0A2K6F016_PROCO, tr|A0A2K6FHZ0|A0A2K6FHZ0_PROCO, tr|A0A2K6H0U4|A0A2K6H0U4_PROCO
OG0000085	sp|A2A761|ZFP69_MOUSE	tr|A0A2K6FDI5|A0A2K6FDI5_PROCO, tr|A0A2K6H0A1|A0A2K6H0A1_PROCO
OG0000085	sp|Q7TSH9|ZN184_MOUSE	tr|A0A2K6GS24|A0A2K6GS24_PROCO, tr|A0A2K6EUL0|A0A2K6EUL0_PROCO, tr|A0A2K6F8L4|A0A2K6F8L4_PROCO, tr|A0A2K6GYU8|A0A2K6GYU8_PROCO, tr|A0A2K6EGA0|A0A2K6EGA0_PROCO, tr|A0A2K6FG10|A0A2K6FG10_PROCO, tr|A0A2K6GYU2|A0A2K6GYU2_PROCO, tr|A0A2K6GRB1|A0A2K6GRB1_PROCO, tr|A0A2K6EVY4|A0A2K6EVY4_PROCO, tr|A0A2K6FAA9|A0A2K6FAA9_PROCO, tr|A0A2K6FJK5|A0A2K6FJK5_PROCO, tr|A0A2K6G393|A0A2K6G393_PROCO
OG0000086	sp|Q9QY96|CASR_MOUSE	tr|A0A2K6F6L4|A0A2K6F6L4_PROCO
OG0000086	tr|K7N784|K7N784_MOUSE, tr|H3BK29|H3BK29_MOUSE, tr|E9PYL5|E9PYL5_MOUSE, tr|H3BJ88|H3BJ88_MOUSE, tr|A0A3Q4EGR4|A0A3Q4EGR4_MOUSE, tr|K7N788|K7N788_MOUSE, tr|L7N2E9|L7N2E9_MOUSE, sp|O70410|V2R1_MOUSE, tr|A0A3B2WBA1|A0A3B2WBA1_MOUSE, tr|A0A3B2W3J6|A0A3B2W3J6_MOUSE, tr|A0A3B2W4A7|A0A3B2W4A7_MOUSE, tr|A0A3B2W422|A0A3B2W422_MOUSE	tr|A0A2K6FXA8|A0A2K6FXA8_PROCO
OG0000087	sp|P97468|CML1_MOUSE, sp|Q8K087|CML2_MOUSE, sp|O88416|GPR33_MOUSE, sp|P33766|FPR1_MOUSE, sp|Q3SXG2|FPRS6_MOUSE, sp|Q71MR7|FPRS7_MOUSE, sp|O88537|FPRS3_MOUSE, sp|A4FUQ5|FPRS4_MOUSE, sp|O08790|FPRS1_MOUSE, sp|O88536|FPR2_MOUSE, sp|Q8BXS7|GP152_MOUSE, sp|O09047|C3AR_MOUSE, sp|Q8BW93|C5AR2_MOUSE, sp|P30993|C5AR1_MOUSE	tr|A0A2K6G5J4|A0A2K6G5J4_PROCO
OG0000089	tr|Q8VFK5|Q8VFK5_MOUSE, tr|A2ATE5|A2ATE5_MOUSE, tr|Q7TR85|Q7TR85_MOUSE, tr|A0A1L1ST14|A0A1L1ST14_MOUSE, tr|Q7TR87|Q7TR87_MOUSE, tr|Q8VFZ3|Q8VFZ3_MOUSE, tr|Q7TR89|Q7TR89_MOUSE, tr|A2ATE0|A2ATE0_MOUSE, sp|Q8VFL5|O1030_MOUSE, tr|A2ASU7|A2ASU7_MOUSE, tr|Q7TR90|Q7TR90_MOUSE, tr|A0A140T8K3|A0A140T8K3_MOUSE, tr|A2ASU6|A2ASU6_MOUSE, tr|L7MTT3|L7MTT3_MOUSE	tr|A0A2K6GIL3|A0A2K6GIL3_PROCO
OG0000094	tr|Q8K501|Q8K501_MOUSE	tr|A0A2K6EES7|A0A2K6EES7_PROCO
OG0000094	tr|Q8VGC4|Q8VGC4_MOUSE, tr|Q8VGJ0|Q8VGJ0_MOUSE, tr|Q8VF26|Q8VF26_MOUSE, tr|Q8VEU0|Q8VEU0_MOUSE, tr|Q8VFZ8|Q8VFZ8_MOUSE, tr|Q8VGI7|Q8VGI7_MOUSE, tr|Q8VGC2|Q8VGC2_MOUSE, tr|F6VS78|F6VS78_MOUSE, tr|Q8VGC5|Q8VGC5_MOUSE, tr|Q8VFH6|Q8VFH6_MOUSE, tr|Q8VFH7|Q8VFH7_MOUSE, tr|Q8VFH3|Q8VFH3_MOUSE	tr|A0A2K6GVB7|A0A2K6GVB7_PROCO
OG0000098	sp|P49650|P2RY1_MOUSE	tr|A0A2K6GNE8|A0A2K6GNE8_PROCO
OG0000098	sp|Q6IYF8|OXGR1_MOUSE, sp|Q9JJS7|P2RY4_MOUSE, sp|P35383|P2RY2_MOUSE, sp|Q9ERK9|P2RY6_MOUSE, sp|Q8BZR0|GPR82_MOUSE, sp|Q6NS65|GPR17_MOUSE, sp|Q920A1|CLTR2_MOUSE, sp|Q99JA4|CLTR1_MOUSE, sp|F8VQN3|GPR31_MOUSE, sp|Q9EP66|HCAR2_MOUSE, sp|Q8C131|HCAR1_MOUSE	tr|A0A2K6FIZ2|A0A2K6FIZ2_PROCO
OG0000099	sp|Q5SV42|ILEUC_MOUSE, sp|Q8VHP7|ILEUB_MOUSE, sp|Q9D154|ILEUA_MOUSE, tr|Q9D1Q5|Q9D1Q5_MOUSE, tr|A2RSF9|A2RSF9_MOUSE, tr|G3X9V8|G3X9V8_MOUSE, tr|Q6UKZ0|Q6UKZ0_MOUSE, sp|Q8CDC0|SPB13_MOUSE, tr|I7HJI3|I7HJI3_MOUSE, tr|O08804|O08804_MOUSE, sp|Q60854|SPB6_MOUSE, tr|Q3UWK8|Q3UWK8_MOUSE, tr|W4VSP4|W4VSP4_MOUSE	tr|A0A2K6EH23|A0A2K6EH23_PROCO
OG0000101	sp|P49312|ROA1_MOUSE	tr|A0A2K6FUJ5|A0A2K6FUJ5_PROCO, tr|A0A2K6EQ62|A0A2K6EQ62_PROCO
OG0000101	sp|O88569|ROA2_MOUSE	tr|A0A2K6GMX2|A0A2K6GMX2_PROCO
OG0000101	sp|Q8BG05|ROA3_MOUSE	tr|A0A2K6EXS5|A0A2K6EXS5_PROCO, tr|A0A2K6FTW6|A0A2K6FTW6_PROCO
OG0000102	tr|Q9QZ20|Q9QZ20_MOUSE, tr|Q8VGA9|Q8VGA9_MOUSE	tr|A0A2K6EFC4|A0A2K6EFC4_PROCO, tr|A0A2K6EGE8|A0A2K6EGE8_PROCO
OG0000102	tr|Q9QZ19|Q9QZ19_MOUSE, tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A2K6EN42|A0A2K6EN42_PROCO
OG0000102	tr|Q8VGA0|Q8VGA0_MOUSE, tr|Q8VG87|Q8VG87_MOUSE, tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE, tr|Q9QZ18|Q9QZ18_MOUSE, tr|Q80ZX9|Q80ZX9_MOUSE, tr|Q8VF43|Q8VF43_MOUSE	tr|A0A2K6G109|A0A2K6G109_PROCO
OG0000105	tr|Q8VGZ2|Q8VGZ2_MOUSE, tr|Q8VGW0|Q8VGW0_MOUSE, tr|Q8VGV9|Q8VGV9_MOUSE, tr|Q7TRR7|Q7TRR7_MOUSE, tr|A0A1L1SVG7|A0A1L1SVG7_MOUSE, tr|E9Q545|E9Q545_MOUSE, tr|E9Q252|E9Q252_MOUSE, tr|Q8VF27|Q8VF27_MOUSE, tr|Q8VGY7|Q8VGY7_MOUSE, tr|Q8VF03|Q8VF03_MOUSE, tr|Q7TRS6|Q7TRS6_MOUSE, tr|E9Q546|E9Q546_MOUSE, tr|Q8VG23|Q8VG23_MOUSE	tr|A0A2K6GLA3|A0A2K6GLA3_PROCO
OG0000106	sp|P29341|PABP1_MOUSE	tr|A0A2K6FSG3|A0A2K6FSG3_PROCO
OG0000106	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A2K6FUJ2|A0A2K6FUJ2_PROCO
OG0000106	tr|G5E8X2|G5E8X2_MOUSE	tr|A0A2K6GN08|A0A2K6GN08_PROCO, tr|A0A2K6GW36|A0A2K6GW36_PROCO, tr|A0A2K6GJP0|A0A2K6GJP0_PROCO
OG0000106	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A2K6GAD5|A0A2K6GAD5_PROCO, tr|A0A2K6GL38|A0A2K6GL38_PROCO
OG0000106	tr|Q62029|Q62029_MOUSE	tr|A0A2K6ESY4|A0A2K6ESY4_PROCO
OG0000108	sp|Q9R053|SCNBA_MOUSE	tr|A0A2K6ESX5|A0A2K6ESX5_PROCO, tr|A0A2K6GYC8|A0A2K6GYC8_PROCO, tr|A0A2K6EX99|A0A2K6EX99_PROCO, tr|A0A2K6FK30|A0A2K6FK30_PROCO, tr|A0A2K6G3K3|A0A2K6G3K3_PROCO, tr|A0A2K6EYR8|A0A2K6EYR8_PROCO, tr|A0A2K6GNM4|A0A2K6GNM4_PROCO, tr|A0A2K6G5N0|A0A2K6G5N0_PROCO, tr|A0A2K6FIU8|A0A2K6FIU8_PROCO, tr|A0A2K6G147|A0A2K6G147_PROCO, tr|A0A2K6FKA7|A0A2K6FKA7_PROCO, tr|A0A2K6GU80|A0A2K6GU80_PROCO, tr|A0A2K6EPX1|A0A2K6EPX1_PROCO
OG0000120	sp|A6BLY7|K1C28_MOUSE	tr|A0A2K6GJE6|A0A2K6GJE6_PROCO
OG0000120	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A2K6GL55|A0A2K6GL55_PROCO
OG0000120	sp|A1L317|K1C24_MOUSE	tr|A0A2K6FGX9|A0A2K6FGX9_PROCO, tr|A0A2K6F7V9|A0A2K6F7V9_PROCO, tr|A0A2K6FIE4|A0A2K6FIE4_PROCO
OG0000120	sp|Q9Z320|K1C27_MOUSE	tr|A0A2K6GAF4|A0A2K6GAF4_PROCO
OG0000120	sp|Q8VCW2|K1C25_MOUSE	tr|A0A2K6FAK5|A0A2K6FAK5_PROCO
OG0000122	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A2K6F5H3|A0A2K6F5H3_PROCO
OG0000122	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A2K6G4U5|A0A2K6G4U5_PROCO
OG0000122	sp|P02463|CO4A1_MOUSE	tr|A0A2K6G076|A0A2K6G076_PROCO
OG0000122	sp|P08122|CO4A2_MOUSE	tr|A0A2K6FUN1|A0A2K6FUN1_PROCO
OG0000122	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A2K6FNS4|A0A2K6FNS4_PROCO
OG0000122	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A2K6ELG6|A0A2K6ELG6_PROCO
OG0000123	sp|P97872|FMO5_MOUSE	tr|A0A2K6G164|A0A2K6G164_PROCO
