Orthogroup	Mus_musculus	Canis_lupus_familiaris
OG0000058	sp|P09602|HMGN2_MOUSE	tr|A0A8I3N8M3|A0A8I3N8M3_CANLF, tr|A0A8P0T3U6|A0A8P0T3U6_CANLF, tr|A0A8I3NAV7|A0A8I3NAV7_CANLF, sp|Q711A6|HMGN2_CANLF, tr|A0A8I3PE08|A0A8I3PE08_CANLF, tr|A0A8I3P8B5|A0A8I3P8B5_CANLF, tr|A0A8P0T2E9|A0A8P0T2E9_CANLF, tr|A0A8I3Q7B3|A0A8I3Q7B3_CANLF, tr|A0A8I3MWM4|A0A8I3MWM4_CANLF, tr|A0A8I3NZG1|A0A8I3NZG1_CANLF, tr|A0A8I3NSI4|A0A8I3NSI4_CANLF, tr|A0A8I3MXU4|A0A8I3MXU4_CANLF, tr|A0A8I3MGW2|A0A8I3MGW2_CANLF, tr|A0A8P0T9H0|A0A8P0T9H0_CANLF, tr|A0A8I3MB42|A0A8I3MB42_CANLF, tr|A0A8I3Q4H5|A0A8I3Q4H5_CANLF, tr|A0A8I3N458|A0A8I3N458_CANLF
OG0000059	tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE	tr|A0A8I3PPN5|A0A8I3PPN5_CANLF
OG0000060	tr|Q8VG59|Q8VG59_MOUSE, tr|Q8VG73|Q8VG73_MOUSE, tr|Q8VGM8|Q8VGM8_MOUSE, tr|A2AT78|A2AT78_MOUSE, tr|Q8VGM3|Q8VGM3_MOUSE, tr|Q7TQZ2|Q7TQZ2_MOUSE, tr|A0A1L1SSZ5|A0A1L1SSZ5_MOUSE, tr|Q8VFB1|Q8VFB1_MOUSE, tr|Q8VF91|Q8VF91_MOUSE, tr|Q7TQZ3|Q7TQZ3_MOUSE, tr|L7MU51|L7MU51_MOUSE, tr|A2AUA2|A2AUA2_MOUSE, tr|Q8VGM6|Q8VGM6_MOUSE, tr|Q8VGM7|Q8VGM7_MOUSE, tr|Q7TQZ6|Q7TQZ6_MOUSE, tr|A0A1L1SQJ6|A0A1L1SQJ6_MOUSE	tr|A0A8P0P0C7|A0A8P0P0C7_CANLF, tr|A0A8I3NSR6|A0A8I3NSR6_CANLF
OG0000063	sp|Q5SX39|MYH4_MOUSE	sp|Q076A5|MYH4_CANLF
OG0000063	sp|Q5SX40|MYH1_MOUSE	tr|A0A8P0SLU4|A0A8P0SLU4_CANLF, tr|A0A8I3MN85|A0A8I3MN85_CANLF
OG0000063	tr|E9Q264|E9Q264_MOUSE	tr|A0A8I3PT44|A0A8I3PT44_CANLF
OG0000063	sp|A2AQP0|MYH7B_MOUSE	tr|A0A8I3NU84|A0A8I3NU84_CANLF
OG0000063	sp|Q02566|MYH6_MOUSE, sp|Q91Z83|MYH7_MOUSE	sp|P49824|MYH7_CANLF
OG0000063	sp|P13542|MYH8_MOUSE	sp|Q076A4|MYH8_CANLF
OG0000064	tr|Q8VF84|Q8VF84_MOUSE, tr|Q7TQW6|Q7TQW6_MOUSE	tr|A0A8I3S0E4|A0A8I3S0E4_CANLF
OG0000064	tr|Q8VET0|Q8VET0_MOUSE, tr|A2AVW3|A2AVW3_MOUSE, tr|Q8VF85|Q8VF85_MOUSE, tr|Q8VF83|Q8VF83_MOUSE, tr|Q7TQX0|Q7TQX0_MOUSE, tr|Q8VF10|Q8VF10_MOUSE, tr|Q7TQW8|Q7TQW8_MOUSE, tr|A0A140LI66|A0A140LI66_MOUSE, tr|Q8VG12|Q8VG12_MOUSE, tr|A2AVL6|A2AVL6_MOUSE, tr|Q7TQX1|Q7TQX1_MOUSE, tr|A2BFL7|A2BFL7_MOUSE, tr|A2AVW1|A2AVW1_MOUSE	tr|A0A8I3P445|A0A8I3P445_CANLF
OG0000065	tr|Q8VGH1|Q8VGH1_MOUSE, tr|Q8VGG9|Q8VGG9_MOUSE, tr|Q8VGH0|Q8VGH0_MOUSE	tr|A0A8I3N896|A0A8I3N896_CANLF
OG0000065	tr|Q8VF16|Q8VF16_MOUSE, tr|Q8VFP3|Q8VFP3_MOUSE, tr|Q7TRY5|Q7TRY5_MOUSE, tr|Q8VFE4|Q8VFE4_MOUSE, tr|Q8VFA1|Q8VFA1_MOUSE, tr|Q7TRK4|Q7TRK4_MOUSE, tr|Q8VFD9|Q8VFD9_MOUSE, tr|Q8VFE1|Q8VFE1_MOUSE, tr|Q8VGK1|Q8VGK1_MOUSE, tr|Q8VGK0|Q8VGK0_MOUSE, tr|Q8VGB9|Q8VGB9_MOUSE, tr|A0A1W2P740|A0A1W2P740_MOUSE	tr|A0A8I3RSQ1|A0A8I3RSQ1_CANLF
OG0000066	tr|Q91Y15|Q91Y15_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y10|Q91Y10_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, sp|Q91Y11|PCDA9_MOUSE	tr|A0A8I3MHJ7|A0A8I3MHJ7_CANLF, tr|A0A8I3MK11|A0A8I3MK11_CANLF, tr|A0A8P0P1Y7|A0A8P0P1Y7_CANLF, tr|A0A8I3MM88|A0A8I3MM88_CANLF
OG0000067	sp|P56654|CP237_MOUSE, sp|Q91X77|CY250_MOUSE, sp|Q6XVG2|CP254_MOUSE, tr|E9PXC3|E9PXC3_MOUSE, tr|Q569X9|Q569X9_MOUSE, tr|K7N6C2|K7N6C2_MOUSE, sp|P56657|CP240_MOUSE, sp|P56656|CP239_MOUSE, sp|P56655|CP238_MOUSE, sp|Q64458|CP2CT_MOUSE, sp|Q9D816|CP255_MOUSE	sp|O62671|CP241_CANLF
OG0000067	tr|Q148B1|Q148B1_MOUSE, tr|Q5GLZ0|Q5GLZ0_MOUSE, sp|Q91W64|CP270_MOUSE, sp|E9Q5K4|CP2CN_MOUSE	tr|A0A8I3PUA0|A0A8I3PUA0_CANLF
OG0000068	sp|A2APX8|SCN1A_MOUSE	tr|A0A8P0SG87|A0A8P0SG87_CANLF
OG0000068	sp|B1AWN6|SCN2A_MOUSE	tr|A0A8I3NQG4|A0A8I3NQG4_CANLF
OG0000068	sp|Q9ER60|SCN4A_MOUSE	tr|A0A8I3PLQ4|A0A8I3PLQ4_CANLF
OG0000068	sp|Q9R053|SCNBA_MOUSE, sp|Q6QIY3|SCNAA_MOUSE, sp|Q9JJV9|SCN5A_MOUSE	tr|A0A8I3Q8T0|A0A8I3Q8T0_CANLF
OG0000068	sp|Q9WTU3|SCN8A_MOUSE	tr|A0A8I3Q4B8|A0A8I3Q4B8_CANLF
OG0000068	sp|Q62205|SCN9A_MOUSE	tr|A0A8I3P4Z8|A0A8I3P4Z8_CANLF
OG0000068	sp|A2ASI5|SCN3A_MOUSE	tr|A0A8P0NNU1|A0A8P0NNU1_CANLF, tr|A0A8I3NY57|A0A8I3NY57_CANLF
OG0000069	tr|W4VSP4|W4VSP4_MOUSE, tr|Q3UWK8|Q3UWK8_MOUSE, tr|I7HJI3|I7HJI3_MOUSE, tr|O08804|O08804_MOUSE, sp|Q60854|SPB6_MOUSE	tr|A0A8P0NBN4|A0A8P0NBN4_CANLF
OG0000069	sp|O08800|SPB8_MOUSE	tr|A0A8I3N0U2|A0A8I3N0U2_CANLF
OG0000069	tr|I7HJI5|I7HJI5_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|Q80UK5|Q80UK5_MOUSE, tr|O08806|O08806_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|O08797|O08797_MOUSE	tr|A0A8I3NST3|A0A8I3NST3_CANLF
OG0000078	sp|P10755|ZFP14_MOUSE	tr|A0A8I3RVL7|A0A8I3RVL7_CANLF
OG0000078	tr|A0A087WRR7|A0A087WRR7_MOUSE	tr|A0A8I3RTK2|A0A8I3RTK2_CANLF
OG0000078	tr|Q8VCI1|Q8VCI1_MOUSE	tr|A0A8I3MX83|A0A8I3MX83_CANLF, tr|A0A8I3MZM7|A0A8I3MZM7_CANLF
OG0000079	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A8I3P8B9|A0A8I3P8B9_CANLF, sp|Q28247|CO4A5_CANLF
OG0000079	sp|P02463|CO4A1_MOUSE	tr|A0A8I3S0U4|A0A8I3S0U4_CANLF
OG0000079	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A8P0NCG5|A0A8P0NCG5_CANLF, tr|A0A8I3NM06|A0A8I3NM06_CANLF
OG0000079	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A8I3PAM8|A0A8I3PAM8_CANLF, tr|A0A8P0NPC6|A0A8P0NPC6_CANLF
OG0000079	sp|P08122|CO4A2_MOUSE, sp|Q9QZR9|CO4A4_MOUSE	tr|A0A8I3NXU0|A0A8I3NXU0_CANLF, tr|A0A8P0NCD9|A0A8P0NCD9_CANLF
OG0000080	tr|Q8VG97|Q8VG97_MOUSE	tr|A0A8I3N1G6|A0A8I3N1G6_CANLF
OG0000080	tr|Q7TR45|Q7TR45_MOUSE, tr|Q7TR48|Q7TR48_MOUSE, tr|Q8VEU8|Q8VEU8_MOUSE, tr|A2AVC0|A2AVC0_MOUSE, tr|Q7TR34|Q7TR34_MOUSE, tr|Q8VFQ9|Q8VFQ9_MOUSE, tr|Q8VFQ7|Q8VFQ7_MOUSE, tr|Q0VBI4|Q0VBI4_MOUSE, tr|Q7TR40|Q7TR40_MOUSE, tr|Q7TR39|Q7TR39_MOUSE, tr|Q7TR42|Q7TR42_MOUSE, tr|Q8VFQ8|Q8VFQ8_MOUSE	tr|A0A8I3MZA7|A0A8I3MZA7_CANLF
OG0000082	tr|Q7TQV4|Q7TQV4_MOUSE	tr|A0A8I3NRA4|A0A8I3NRA4_CANLF
OG0000082	tr|Q8VGB1|Q8VGB1_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE	tr|A0A8I3S1B2|A0A8I3S1B2_CANLF
OG0000083	tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|F6XK35|F6XK35_MOUSE, sp|B1AUS7|SSXA1_MOUSE	tr|A0A8I3QYS0|A0A8I3QYS0_CANLF
OG0000089	sp|P68372|TBB4B_MOUSE	tr|A0A8I3PJ87|A0A8I3PJ87_CANLF
OG0000089	sp|Q9D6F9|TBB4A_MOUSE	tr|A0A8I3NFI7|A0A8I3NFI7_CANLF
OG0000089	sp|P99024|TBB5_MOUSE	tr|A0A8I3MY05|A0A8I3MY05_CANLF
OG0000089	sp|A2AQ07|TBB1_MOUSE	tr|A0A8I3NIF5|A0A8I3NIF5_CANLF
OG0000089	sp|Q9ERD7|TBB3_MOUSE, sp|Q922F4|TBB6_MOUSE	tr|A0A8I3MYG1|A0A8I3MYG1_CANLF
OG0000089	sp|Q9CWF2|TBB2B_MOUSE, sp|Q7TMM9|TBB2A_MOUSE	tr|A0A8I3P8Y6|A0A8I3P8Y6_CANLF
OG0000098	tr|A0A075B6D1|A0A075B6D1_MOUSE, tr|A0A0B4J1N1|A0A0B4J1N1_MOUSE, tr|A0A0G2JFX6|A0A0G2JFX6_MOUSE, tr|A0A075B604|A0A075B604_MOUSE, tr|A0A075B620|A0A075B620_MOUSE, tr|Q5R1H9|Q5R1H9_MOUSE, tr|A0A075B6C1|A0A075B6C1_MOUSE, tr|A0A0G2JEV5|A0A0G2JEV5_MOUSE, tr|Q5R1I3|Q5R1I3_MOUSE, tr|Q5R1I1|Q5R1I1_MOUSE, sp|P01739|TVA2_MOUSE	tr|A0A8I3MG49|A0A8I3MG49_CANLF, tr|A0A8I3MJ53|A0A8I3MJ53_CANLF
OG0000102	sp|P24860|CCNB1_MOUSE	tr|A0A8I3NF12|A0A8I3NF12_CANLF, tr|A0A8I3MUU7|A0A8I3MUU7_CANLF, tr|A0A8P0SYQ6|A0A8P0SYQ6_CANLF, tr|A0A8P0TEA3|A0A8P0TEA3_CANLF, tr|A0A8I3PB01|A0A8I3PB01_CANLF, tr|A0A8P0NSZ8|A0A8P0NSZ8_CANLF, tr|A0A8I3NMS6|A0A8I3NMS6_CANLF, tr|A0A8I3NXD2|A0A8I3NXD2_CANLF, tr|A0A8P0NLU4|A0A8P0NLU4_CANLF, tr|A0A8P0SW93|A0A8P0SW93_CANLF, tr|A0A8P0TI46|A0A8P0TI46_CANLF, tr|A0A8I3MVX6|A0A8I3MVX6_CANLF
OG0000104	sp|Q717B2|TDPZ2_MOUSE, tr|L7N229|L7N229_MOUSE, tr|E0CXI6|E0CXI6_MOUSE, tr|Q3UTC4|Q3UTC4_MOUSE, tr|A0A0A6YXL2|A0A0A6YXL2_MOUSE, sp|Q6YCH1|TDPZ5_MOUSE, sp|P0DMR5|TDPZ1_MOUSE, sp|P0DMR6|TDP1L_MOUSE, sp|Q717B4|TDPZ3_MOUSE, sp|Q6YCH2|TDPZ4_MOUSE, tr|A0A0A6YWS7|A0A0A6YWS7_MOUSE, sp|Q6ZWS8|SPOP_MOUSE	tr|A0A8I3RYG8|A0A8I3RYG8_CANLF
OG0000105	tr|E9Q1J0|E9Q1J0_MOUSE	tr|A0A8I3S8L3|A0A8I3S8L3_CANLF, tr|A0A8I3PHZ7|A0A8I3PHZ7_CANLF, tr|A0A8I3PUH6|A0A8I3PUH6_CANLF, tr|A0A8I3PN90|A0A8I3PN90_CANLF, tr|A0A8I3MM36|A0A8I3MM36_CANLF, tr|A0A8P0PPT5|A0A8P0PPT5_CANLF, tr|A0A8I3MVY1|A0A8I3MVY1_CANLF, tr|A0A8I3MIW6|A0A8I3MIW6_CANLF, tr|A0A8I3S769|A0A8I3S769_CANLF, tr|A0A8I3PF32|A0A8I3PF32_CANLF, tr|A0A8I3Q184|A0A8I3Q184_CANLF, tr|A0A8I3PLT2|A0A8I3PLT2_CANLF
OG0000106	tr|Q8VEV0|Q8VEV0_MOUSE	tr|A0A8I3NFW7|A0A8I3NFW7_CANLF
OG0000106	tr|Q8VFS6|Q8VFS6_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|K9J725|K9J725_MOUSE	tr|A0A8I3NPV9|A0A8I3NPV9_CANLF
OG0000106	tr|Q5NCC7|Q5NCC7_MOUSE, tr|Q7TQV3|Q7TQV3_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE	tr|A0A8I3NS55|A0A8I3NS55_CANLF, tr|A0A8I3NJM3|A0A8I3NJM3_CANLF
OG0000107	tr|Q8K501|Q8K501_MOUSE, tr|Q8VGJ0|Q8VGJ0_MOUSE, tr|Q8VEU0|Q8VEU0_MOUSE, tr|Q8VFZ8|Q8VFZ8_MOUSE, tr|Q8VGI7|Q8VGI7_MOUSE, tr|Q8VGC2|Q8VGC2_MOUSE, tr|F6VS78|F6VS78_MOUSE, tr|Q8VGC5|Q8VGC5_MOUSE, tr|Q8VFH6|Q8VFH6_MOUSE, tr|Q8VFH3|Q8VFH3_MOUSE, tr|Q8VFH7|Q8VFH7_MOUSE	tr|G3FJE0|G3FJE0_CANLF, tr|A0A8I3S704|A0A8I3S704_CANLF
OG0000108	tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE	tr|A0A8I3RT99|A0A8I3RT99_CANLF
OG0000109	sp|Q8BGE7|TRIM6_MOUSE	tr|A0A8I3P879|A0A8I3P879_CANLF
OG0000109	tr|J3QNR8|J3QNR8_MOUSE, sp|Q99PP6|TR34A_MOUSE	tr|A0A8P0N8Q1|A0A8P0N8Q1_CANLF
OG0000109	sp|P15533|TR30A_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, sp|Q99PQ1|TR12A_MOUSE	tr|A0A8I3PE47|A0A8I3PE47_CANLF
OG0000113	sp|Q8BFZ3|ACTBL_MOUSE	tr|A0A8I3Q739|A0A8I3Q739_CANLF
OG0000113	sp|P62737|ACTA_MOUSE	tr|A0A8I3Q4M4|A0A8I3Q4M4_CANLF
OG0000113	sp|P68134|ACTS_MOUSE, sp|P68033|ACTC_MOUSE	tr|A0A8I3QWF2|A0A8I3QWF2_CANLF
OG0000113	sp|P63268|ACTH_MOUSE	tr|A0A8I3PAR6|A0A8I3PAR6_CANLF
OG0000113	sp|P63260|ACTG_MOUSE, sp|P60710|ACTB_MOUSE	sp|O18840|ACTB_CANLF
OG0000114	sp|Q99L47|F10A1_MOUSE	tr|A0A8I3MV25|A0A8I3MV25_CANLF, tr|A0A8I3P2Y6|A0A8I3P2Y6_CANLF, tr|A0A8I3MFV2|A0A8I3MFV2_CANLF, tr|A0A8I3MAK4|A0A8I3MAK4_CANLF, tr|A0A8I3PA26|A0A8I3PA26_CANLF, tr|A0A8I3PK18|A0A8I3PK18_CANLF, tr|A0A8I3NYR1|A0A8I3NYR1_CANLF, tr|A0A8I3N3J9|A0A8I3N3J9_CANLF, tr|A0A8I3Q158|A0A8I3Q158_CANLF, tr|A0A8P0SW62|A0A8P0SW62_CANLF, tr|A0A8I3P514|A0A8I3P514_CANLF
OG0000115	sp|P46425|GSTP2_MOUSE, sp|P19157|GSTP1_MOUSE	tr|A0A8I3NBN3|A0A8I3NBN3_CANLF, tr|A0A8I3NBB4|A0A8I3NBB4_CANLF, tr|A0A8I3QRM6|A0A8I3QRM6_CANLF, tr|A0A8I3NZE4|A0A8I3NZE4_CANLF, tr|A0A8I3NVY6|A0A8I3NVY6_CANLF, tr|A0A8I3PT00|A0A8I3PT00_CANLF, tr|A0A8P0STS0|A0A8P0STS0_CANLF, tr|A0A8I3PL19|A0A8I3PL19_CANLF, tr|A0A8P0PHI4|A0A8P0PHI4_CANLF, tr|A0A8I3NRI8|A0A8I3NRI8_CANLF
OG0000116	sp|P05213|TBA1B_MOUSE	tr|A0A8I3PCV0|A0A8I3PCV0_CANLF
OG0000116	sp|P68368|TBA4A_MOUSE	tr|A0A8I3Q1H9|A0A8I3Q1H9_CANLF
OG0000116	sp|Q3UX10|TBAL3_MOUSE	tr|A0A8I3MNM8|A0A8I3MNM8_CANLF
OG0000116	sp|Q9JJZ2|TBA8_MOUSE	tr|A0A8P0NHP1|A0A8P0NHP1_CANLF
OG0000116	sp|P05214|TBA3_MOUSE	tr|A0A8P0SSR1|A0A8P0SSR1_CANLF
OG0000117	tr|Q5SVD6|Q5SVD6_MOUSE, tr|Q8R264|Q8R264_MOUSE, tr|Q8K4C9|Q8K4C9_MOUSE, tr|Q8R263|Q8R263_MOUSE, tr|Q8R261|Q8R261_MOUSE, tr|Q8R262|Q8R262_MOUSE, tr|J3JS27|J3JS27_MOUSE, tr|Q8R258|Q8R258_MOUSE, tr|I7HIK1|I7HIK1_MOUSE, tr|Q5SSA0|Q5SSA0_MOUSE, tr|Q8R259|Q8R259_MOUSE	tr|A0A8P0NX55|A0A8P0NX55_CANLF
OG0000118	sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE3|H2A1D_MOUSE	tr|A0A8I3S9E1|A0A8I3S9E1_CANLF
OG0000118	sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|Q8BFU2|H2A3_MOUSE	tr|A0A8I3PW10|A0A8I3PW10_CANLF
OG0000119	tr|E9Q985|E9Q985_MOUSE, tr|Q8VH08|Q8VH08_MOUSE, tr|Q8VH10|Q8VH10_MOUSE	tr|A0A8I3NM12|A0A8I3NM12_CANLF, tr|A0A8I3NWI7|A0A8I3NWI7_CANLF, tr|A0A8I3NJW0|A0A8I3NJW0_CANLF
OG0000119	tr|L7N457|L7N457_MOUSE, tr|Q8VF72|Q8VF72_MOUSE, tr|E9PZZ6|E9PZZ6_MOUSE, tr|E9PWU0|E9PWU0_MOUSE, tr|Q8VEU2|Q8VEU2_MOUSE	tr|A0A8I3RWW2|A0A8I3RWW2_CANLF
OG0000120	sp|P49945|FRIL2_MOUSE, sp|P29391|FRIL1_MOUSE	tr|A0A8I3N861|A0A8I3N861_CANLF, tr|A0A8P0NNL6|A0A8P0NNL6_CANLF, tr|A0A8I3PRE8|A0A8I3PRE8_CANLF, tr|A0A8I3MRG1|A0A8I3MRG1_CANLF, sp|Q53VB8|FRIL_CANLF, tr|A0A8I3NVK3|A0A8I3NVK3_CANLF, tr|A0A8P0TV89|A0A8P0TV89_CANLF, tr|A0A8P0TQK6|A0A8P0TQK6_CANLF, tr|A0A8I3S221|A0A8I3S221_CANLF, tr|A0A8P0NS06|A0A8P0NS06_CANLF
OG0000121	sp|Q9CQT5|POMP_MOUSE	tr|A0A8I3NS06|A0A8I3NS06_CANLF, tr|A0A8I3PLI9|A0A8I3PLI9_CANLF, tr|A0A8P0T691|A0A8P0T691_CANLF, tr|A0A8I3NQH0|A0A8I3NQH0_CANLF, tr|A0A8I3RT57|A0A8I3RT57_CANLF, tr|A0A8P0P1G8|A0A8P0P1G8_CANLF, tr|A0A8P0NH37|A0A8P0NH37_CANLF, tr|A0A8I3PL04|A0A8I3PL04_CANLF, tr|A0A8P0T5L5|A0A8P0T5L5_CANLF, tr|A0A8P0NCW6|A0A8P0NCW6_CANLF, tr|A0A8I3MH03|A0A8I3MH03_CANLF
OG0000122	sp|Q8VCC2|EST1_MOUSE, sp|Q8VCT4|EST1D_MOUSE, tr|E9PYP1|E9PYP1_MOUSE, sp|Q8R0W5|EST4A_MOUSE, sp|Q8VCU1|EST3B_MOUSE, sp|Q63880|EST3A_MOUSE, sp|P23953|EST1C_MOUSE, tr|D3Z5G7|D3Z5G7_MOUSE, sp|Q91WU0|EST1F_MOUSE, tr|D3Z298|D3Z298_MOUSE, sp|Q64176|EST1E_MOUSE	tr|A0A8I3RP60|A0A8I3RP60_CANLF
OG0000125	sp|Q9JI76|ADA21_MOUSE	tr|A0A8I3RTZ3|A0A8I3RTZ3_CANLF
OG0000125	sp|Q9R158|AD26A_MOUSE, tr|Q6IMH6|Q6IMH6_MOUSE, tr|A2RSG8|A2RSG8_MOUSE, tr|Q7M766|Q7M766_MOUSE, tr|Q7M762|Q7M762_MOUSE, sp|Q9R159|ADA25_MOUSE, tr|Q7M763|Q7M763_MOUSE, sp|Q9R160|ADA24_MOUSE, sp|Q811Q4|ADA29_MOUSE	tr|A0A8I3P2J4|A0A8I3P2J4_CANLF
OG0000126	sp|Q5QD14|TAAR5_MOUSE, sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD04|TAAR9_MOUSE	tr|D8KZR7|D8KZR7_CANLF
OG0000127	tr|A0A075B5N4|A0A075B5N4_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE	tr|A0A8I3NMJ0|A0A8I3NMJ0_CANLF
OG0000135	sp|P01631|KV2A7_MOUSE	tr|A0A8I3RZG8|A0A8I3RZG8_CANLF, tr|A0A8P0TSY8|A0A8P0TSY8_CANLF, tr|A0A8I3NC47|A0A8I3NC47_CANLF, tr|A0A8P0PIG4|A0A8P0PIG4_CANLF, tr|A0A8I3NXZ7|A0A8I3NXZ7_CANLF, tr|A0A8P0PFU6|A0A8P0PFU6_CANLF, tr|A0A8I3RX63|A0A8I3RX63_CANLF, tr|A0A8I3NC81|A0A8I3NC81_CANLF, tr|A0A8I3NCC9|A0A8I3NCC9_CANLF, tr|A0A8I3NMC5|A0A8I3NMC5_CANLF
OG0000139	sp|Q8K2A6|LIPM_MOUSE	tr|A0A8I3Q910|A0A8I3Q910_CANLF
OG0000139	sp|Q9Z0M5|LICH_MOUSE	tr|A0A8I3SCH6|A0A8I3SCH6_CANLF
OG0000139	tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|F6RR30|F6RR30_MOUSE, sp|Q8BM14|LIPK_MOUSE	tr|A0A8I3Q6Y1|A0A8I3Q6Y1_CANLF
