Orthogroup	Mus_musculus	Otolemur_garnettii
OG0000061	sp|Q9DCV7|K2C7_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q9R0H5|K2C71_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|P04104|K2C1_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|P07744|K2C4_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE, sp|Q9Z331|K2C6B_MOUSE, sp|P50446|K2C6A_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE	tr|H0WYK4|H0WYK4_OTOGA
OG0000062	tr|Q91ZF4|Q91ZF4_MOUSE, sp|Q9JIA9|CATR_MOUSE, tr|Q9ET52|Q9ET52_MOUSE, sp|Q9R014|CATJ_MOUSE, sp|Q9JI81|CAT8_MOUSE, tr|Q91ZD5|Q91ZD5_MOUSE, sp|Q9JL96|CATM_MOUSE, sp|P12400|CTL2B_MOUSE, sp|P12399|CTL2A_MOUSE, tr|Q9CQC0|Q9CQC0_MOUSE, sp|P13438|TSP_MOUSE, sp|Q91ZF2|CAT7_MOUSE, sp|Q80UB0|TEST2_MOUSE, tr|Q3ULP7|Q3ULP7_MOUSE, tr|E9Q623|E9Q623_MOUSE, sp|P06797|CATL1_MOUSE	tr|H0WIE5|H0WIE5_OTOGA, tr|H0XWL3|H0XWL3_OTOGA
OG0000067	tr|Q8VGE5|Q8VGE5_MOUSE, tr|Q8VF48|Q8VF48_MOUSE, tr|Q8VGE8|Q8VGE8_MOUSE, tr|Q8VGE6|Q8VGE6_MOUSE, tr|Q8VGE9|Q8VGE9_MOUSE, tr|Q7TQX8|Q7TQX8_MOUSE, tr|Q8VGE7|Q8VGE7_MOUSE, tr|Q7TQX5|Q7TQX5_MOUSE	tr|H0XYW7|H0XYW7_OTOGA
OG0000067	tr|Q8VF41|Q8VF41_MOUSE, tr|Q7TQY6|Q7TQY6_MOUSE, tr|Q7TQY5|Q7TQY5_MOUSE, tr|Q7TQY2|Q7TQY2_MOUSE, tr|Q7TQY1|Q7TQY1_MOUSE, tr|Q7TQY4|Q7TQY4_MOUSE, tr|Q8VGG8|Q8VGG8_MOUSE	tr|H0Y1H8|H0Y1H8_OTOGA
OG0000068	tr|E9Q848|E9Q848_MOUSE	tr|H0XU89|H0XU89_OTOGA, tr|H0XZV1|H0XZV1_OTOGA
OG0000068	sp|Q62007|OLF16_MOUSE	tr|H0XRQ7|H0XRQ7_OTOGA, tr|H0XI82|H0XI82_OTOGA
OG0000068	tr|A0A140T8J6|A0A140T8J6_MOUSE	tr|H0XUM0|H0XUM0_OTOGA, tr|H0XZH6|H0XZH6_OTOGA, tr|H0XDJ6|H0XDJ6_OTOGA
OG0000069	sp|P62960|YBOX1_MOUSE	tr|H0WUW6|H0WUW6_OTOGA, tr|H0XNG3|H0XNG3_OTOGA, tr|H0XP73|H0XP73_OTOGA, tr|H0XPI6|H0XPI6_OTOGA, tr|H0XC89|H0XC89_OTOGA, tr|H0XTV6|H0XTV6_OTOGA, tr|H0XTP5|H0XTP5_OTOGA, tr|H0XIG1|H0XIG1_OTOGA, tr|H0XUN5|H0XUN5_OTOGA, tr|H0XM59|H0XM59_OTOGA, tr|H0XL40|H0XL40_OTOGA, tr|H0XUH3|H0XUH3_OTOGA, tr|H0XUN3|H0XUN3_OTOGA, tr|H0Y150|H0Y150_OTOGA, tr|H0XNG5|H0XNG5_OTOGA, tr|H0XJM1|H0XJM1_OTOGA
OG0000070	sp|Q80YP6|ZIK1_MOUSE	tr|H0XCX1|H0XCX1_OTOGA, tr|H0XLL0|H0XLL0_OTOGA, tr|H0X6I2|H0X6I2_OTOGA, tr|H0XB78|H0XB78_OTOGA, tr|H0XWK6|H0XWK6_OTOGA, tr|H0XW21|H0XW21_OTOGA, tr|H0Y047|H0Y047_OTOGA, tr|H0XM22|H0XM22_OTOGA, tr|H0Y0L0|H0Y0L0_OTOGA, tr|H0XTH8|H0XTH8_OTOGA, tr|H0Y178|H0Y178_OTOGA, tr|H0WNQ4|H0WNQ4_OTOGA, tr|H0X2E2|H0X2E2_OTOGA, tr|H0WU01|H0WU01_OTOGA, tr|H0XSW3|H0XSW3_OTOGA, tr|H0XB81|H0XB81_OTOGA
OG0000075	tr|A0A140T8N8|A0A140T8N8_MOUSE	tr|H0XZJ1|H0XZJ1_OTOGA, tr|H0XHX3|H0XHX3_OTOGA, tr|H0Y1Y6|H0Y1Y6_OTOGA, tr|H0X5X8|H0X5X8_OTOGA, tr|H0X621|H0X621_OTOGA, tr|H0XX49|H0XX49_OTOGA, tr|H0XRL1|H0XRL1_OTOGA, tr|H0XU06|H0XU06_OTOGA, tr|H0XYQ9|H0XYQ9_OTOGA, tr|H0X276|H0X276_OTOGA, tr|H0XL64|H0XL64_OTOGA, tr|H0X9R3|H0X9R3_OTOGA, tr|H0X319|H0X319_OTOGA, tr|H0XIX5|H0XIX5_OTOGA, tr|H0XSM5|H0XSM5_OTOGA
OG0000076	sp|A4QPC6|BT2A2_MOUSE	tr|H0WTB1|H0WTB1_OTOGA, tr|H0WTB3|H0WTB3_OTOGA
OG0000076	sp|Q9JK39|BTNLA_MOUSE	tr|H0XN66|H0XN66_OTOGA, tr|H0XU33|H0XU33_OTOGA, tr|H0Y077|H0Y077_OTOGA, tr|H0XLA9|H0XLA9_OTOGA, tr|H0XZN1|H0XZN1_OTOGA
OG0000076	sp|Q8BJE2|BTNL9_MOUSE	tr|H0WKS5|H0WKS5_OTOGA, tr|H0WWE8|H0WWE8_OTOGA, tr|H0WS33|H0WS33_OTOGA
OG0000078	sp|Q61414|K1C15_MOUSE	tr|H0X4V7|H0X4V7_OTOGA
OG0000078	sp|P08730|K1C13_MOUSE	tr|H0X4V5|H0X4V5_OTOGA
OG0000078	sp|Q6RHW0|K1C9_MOUSE	tr|H0X4W0|H0X4W0_OTOGA
OG0000078	sp|P19001|K1C19_MOUSE	tr|H0XS72|H0XS72_OTOGA
OG0000078	sp|Q9QWL7|K1C17_MOUSE	tr|H0Y219|H0Y219_OTOGA
OG0000078	sp|Q9Z2K1|K1C16_MOUSE	tr|H0Y1W1|H0Y1W1_OTOGA
OG0000078	sp|Q61781|K1C14_MOUSE	tr|H0X4W1|H0X4W1_OTOGA
OG0000079	tr|Q7TQV4|Q7TQV4_MOUSE	tr|H0Y2B4|H0Y2B4_OTOGA
OG0000079	tr|Q8VGB1|Q8VGB1_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE	tr|H0XZN5|H0XZN5_OTOGA
OG0000081	tr|Q7TRB9|Q7TRB9_MOUSE	tr|H0XMJ4|H0XMJ4_OTOGA
OG0000081	tr|Q8VF62|Q8VF62_MOUSE	tr|H0XYS8|H0XYS8_OTOGA, tr|H0WGB2|H0WGB2_OTOGA, tr|H0XV53|H0XV53_OTOGA, tr|H0Y1V2|H0Y1V2_OTOGA
OG0000081	tr|Q9EQA9|Q9EQA9_MOUSE	tr|H0XIV0|H0XIV0_OTOGA, tr|H0WFN1|H0WFN1_OTOGA
OG0000082	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE	tr|H0XZZ7|H0XZZ7_OTOGA
OG0000085	sp|Q9CPR4|RL17_MOUSE	tr|H0Y0V4|H0Y0V4_OTOGA, tr|H0XVJ4|H0XVJ4_OTOGA, tr|H0XTH2|H0XTH2_OTOGA, tr|H0XUN1|H0XUN1_OTOGA, tr|H0XYA8|H0XYA8_OTOGA, tr|H0XVA8|H0XVA8_OTOGA, tr|H0XWQ3|H0XWQ3_OTOGA, tr|H0XLA1|H0XLA1_OTOGA, tr|H0XKY1|H0XKY1_OTOGA, tr|H0XJ88|H0XJ88_OTOGA, tr|H0XKL0|H0XKL0_OTOGA, tr|H0XHM6|H0XHM6_OTOGA, tr|H0Y0X1|H0Y0X1_OTOGA, tr|H0XXY3|H0XXY3_OTOGA
OG0000086	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|H0XLV0|H0XLV0_OTOGA
OG0000086	tr|E9Q3K2|E9Q3K2_MOUSE	tr|H0XNV5|H0XNV5_OTOGA
OG0000086	tr|Q8VF37|Q8VF37_MOUSE	tr|H0WRF2|H0WRF2_OTOGA
OG0000088	sp|P14148|RL7_MOUSE	tr|H0XYY6|H0XYY6_OTOGA, tr|H0XM09|H0XM09_OTOGA, tr|H0WNQ6|H0WNQ6_OTOGA, tr|H0XVZ0|H0XVZ0_OTOGA, tr|H0XNB7|H0XNB7_OTOGA, tr|H0Y0W9|H0Y0W9_OTOGA, tr|H0Y0J6|H0Y0J6_OTOGA, tr|H0XZT7|H0XZT7_OTOGA, tr|H0XJB4|H0XJB4_OTOGA, tr|H0XHL8|H0XHL8_OTOGA, tr|H0XWV2|H0XWV2_OTOGA, tr|H0XWI8|H0XWI8_OTOGA, tr|H0XV89|H0XV89_OTOGA
OG0000089	sp|Q9Z0M5|LICH_MOUSE	tr|H0WK99|H0WK99_OTOGA
OG0000089	sp|Q8K2A6|LIPM_MOUSE	tr|H0WU69|H0WU69_OTOGA
OG0000089	sp|Q9CPP7|LIPG_MOUSE	tr|H0WU60|H0WU60_OTOGA
OG0000089	sp|Q8BM14|LIPK_MOUSE	tr|H0WU64|H0WU64_OTOGA
OG0000089	tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|F6RR30|F6RR30_MOUSE	tr|H0XDZ1|H0XDZ1_OTOGA
OG0000093	sp|P48754|BRCA1_MOUSE	tr|B4USR7|B4USR7_OTOGA
OG0000093	sp|Q8BGE7|TRIM6_MOUSE	tr|H0X8G1|H0X8G1_OTOGA
OG0000093	sp|Q99PP6|TR34A_MOUSE, tr|J3QNR8|J3QNR8_MOUSE	tr|H0XGJ7|H0XGJ7_OTOGA
OG0000094	tr|Q8VFQ7|Q8VFQ7_MOUSE, tr|Q7TR39|Q7TR39_MOUSE, tr|Q7TR42|Q7TR42_MOUSE, tr|Q0VBI4|Q0VBI4_MOUSE, tr|Q7TR40|Q7TR40_MOUSE, tr|Q8VFQ9|Q8VFQ9_MOUSE, tr|A2AVC0|A2AVC0_MOUSE, tr|Q7TR34|Q7TR34_MOUSE, tr|Q8VEU8|Q8VEU8_MOUSE, tr|Q7TR45|Q7TR45_MOUSE, tr|Q7TR48|Q7TR48_MOUSE, tr|Q8VFQ8|Q8VFQ8_MOUSE, tr|Q8VG97|Q8VG97_MOUSE	tr|H0X5N1|H0X5N1_OTOGA
OG0000095	tr|Q7TS10|Q7TS10_MOUSE, tr|Q7TS05|Q7TS05_MOUSE, tr|B2RVZ1|B2RVZ1_MOUSE, tr|Q7TS04|Q7TS04_MOUSE, tr|Q7TS08|Q7TS08_MOUSE, tr|F8VQ84|F8VQ84_MOUSE, tr|Q7TS07|Q7TS07_MOUSE, tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|Q7TS03|Q7TS03_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE	tr|H0XHT0|H0XHT0_OTOGA
OG0000096	sp|P14206|RSSA_MOUSE	tr|H0XWN8|H0XWN8_OTOGA, tr|H0XUF4|H0XUF4_OTOGA, tr|H0XKY6|H0XKY6_OTOGA, tr|H0Y1F2|H0Y1F2_OTOGA, tr|H0XI63|H0XI63_OTOGA, tr|H0XUH5|H0XUH5_OTOGA, tr|H0XLS2|H0XLS2_OTOGA, tr|H0XTV1|H0XTV1_OTOGA, tr|H0Y1N5|H0Y1N5_OTOGA, tr|H0XKV9|H0XKV9_OTOGA, tr|H0XPM6|H0XPM6_OTOGA, tr|H0XPR9|H0XPR9_OTOGA, tr|H0XSB9|H0XSB9_OTOGA
OG0000097	tr|A0A0B4J1K5|A0A0B4J1K5_MOUSE	tr|H0WRG7|H0WRG7_OTOGA, tr|H0XG90|H0XG90_OTOGA, tr|H0XIL1|H0XIL1_OTOGA, tr|H0X854|H0X854_OTOGA, tr|H0XG12|H0XG12_OTOGA, tr|H0XL31|H0XL31_OTOGA, tr|H0XLS5|H0XLS5_OTOGA, tr|H0X389|H0X389_OTOGA, tr|H0XRJ2|H0XRJ2_OTOGA, tr|H0XLX7|H0XLX7_OTOGA, tr|H0XL90|H0XL90_OTOGA, tr|H0XK94|H0XK94_OTOGA, tr|H0XTE8|H0XTE8_OTOGA
OG0000098	sp|Q6IFZ6|K2C1B_MOUSE	tr|H0X5E1|H0X5E1_OTOGA, tr|H0WUU3|H0WUU3_OTOGA, tr|H0X5F1|H0X5F1_OTOGA, tr|H0X5E9|H0X5E9_OTOGA, tr|H0XK70|H0XK70_OTOGA, tr|H0XVU2|H0XVU2_OTOGA, tr|H0X5E6|H0X5E6_OTOGA, tr|H0X5C3|H0X5C3_OTOGA, tr|H0X5C0|H0X5C0_OTOGA, tr|H0X5D4|H0X5D4_OTOGA, tr|H0X5D7|H0X5D7_OTOGA, tr|H0X5C6|H0X5C6_OTOGA, tr|H0XY70|H0XY70_OTOGA
OG0000099	sp|Q9D106|PEPA5_MOUSE	tr|H0XYE6|H0XYE6_OTOGA, tr|H0Y0C1|H0Y0C1_OTOGA, tr|H0XYL6|H0XYL6_OTOGA, tr|H0X9S5|H0X9S5_OTOGA, tr|H0XTD3|H0XTD3_OTOGA, tr|H0XYD8|H0XYD8_OTOGA, tr|H0XRW8|H0XRW8_OTOGA, tr|H0XNA3|H0XNA3_OTOGA, tr|H0Y0G3|H0Y0G3_OTOGA, tr|H0XLY6|H0XLY6_OTOGA, tr|H0XYN6|H0XYN6_OTOGA, tr|H0XM18|H0XM18_OTOGA, tr|H0XP70|H0XP70_OTOGA
OG0000100	sp|Q8R4B8|NLRP3_MOUSE	tr|H0WWD6|H0WWD6_OTOGA
OG0000100	sp|Q9R1M5|NALP5_MOUSE	tr|H0WYI7|H0WYI7_OTOGA, tr|H0XCJ1|H0XCJ1_OTOGA, tr|H0XT48|H0XT48_OTOGA, tr|H0XYD6|H0XYD6_OTOGA, tr|H0XXF1|H0XXF1_OTOGA, tr|H0XCK0|H0XCK0_OTOGA, tr|H0X7T4|H0X7T4_OTOGA, tr|H0XCK3|H0XCK3_OTOGA
OG0000100	sp|E9Q5R7|NAL12_MOUSE	tr|H0XV61|H0XV61_OTOGA
OG0000101	sp|Q5QD04|TAAR9_MOUSE	tr|H0WMF0|H0WMF0_OTOGA
OG0000101	sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD06|TAA8B_MOUSE	tr|H0WMF1|H0WMF1_OTOGA
OG0000101	sp|Q5QD13|TAAR6_MOUSE	tr|H0WMF2|H0WMF2_OTOGA
OG0000103	sp|Q6GSS7|H2A2A_MOUSE	tr|H0XYJ6|H0XYJ6_OTOGA
OG0000103	sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE5|H2A1G_MOUSE	tr|H0XV68|H0XV68_OTOGA
OG0000103	sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE3|H2A1D_MOUSE	tr|H0XTB4|H0XTB4_OTOGA
OG0000105	sp|P29319|EPHA3_MOUSE	tr|H0X8S9|H0X8S9_OTOGA
OG0000105	sp|Q60629|EPHA5_MOUSE	tr|H0WPF2|H0WPF2_OTOGA
OG0000105	sp|O09127|EPHA8_MOUSE	tr|H0WQP8|H0WQP8_OTOGA
OG0000105	sp|Q62413|EPHA6_MOUSE	tr|H0XU77|H0XU77_OTOGA, tr|H0WGM2|H0WGM2_OTOGA
OG0000105	sp|Q61772|EPHA7_MOUSE	tr|H0WJP9|H0WJP9_OTOGA
OG0000105	sp|Q03137|EPHA4_MOUSE	tr|H0WZ34|H0WZ34_OTOGA
OG0000106	sp|P52840|ST1A1_MOUSE	tr|H0XE11|H0XE11_OTOGA
OG0000106	sp|Q3UZZ6|ST1D1_MOUSE	tr|H0XKV3|H0XKV3_OTOGA
OG0000106	sp|Q9D939|ST1C2_MOUSE	tr|H0X9B6|H0X9B6_OTOGA, tr|H0X608|H0X608_OTOGA, tr|H0X9C0|H0X9C0_OTOGA
OG0000106	sp|Q80VR3|ST1C1_MOUSE	tr|H0XJW0|H0XJW0_OTOGA, tr|H0Y1P3|H0Y1P3_OTOGA, tr|H0Y0U2|H0Y0U2_OTOGA
OG0000107	sp|O35368|IFI3_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|Q504N7|IFIXL_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, sp|Q9R002|IFI2_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV1|IFI5B_MOUSE	tr|H0WU26|H0WU26_OTOGA
OG0000112	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60653|KLRA6_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q60682|KLRA8_MOUSE	tr|H0X8N3|H0X8N3_OTOGA
OG0000113	sp|B1AQ75|KRT36_MOUSE	tr|H0X4V3|H0X4V3_OTOGA
OG0000113	sp|Q497I4|KRT35_MOUSE	tr|H0XMP4|H0XMP4_OTOGA
OG0000113	sp|Q6IFX3|K1C40_MOUSE	tr|H0X4U3|H0X4U3_OTOGA, tr|H0X4T9|H0X4T9_OTOGA, tr|H0X4T8|H0X4T8_OTOGA, tr|H0Y061|H0Y061_OTOGA, tr|H0X4U5|H0X4U5_OTOGA, tr|H0X4V0|H0X4V0_OTOGA, tr|H0WM39|H0WM39_OTOGA
OG0000114	sp|P02535|K1C10_MOUSE	tr|H0WM31|H0WM31_OTOGA
OG0000114	sp|A1L317|K1C24_MOUSE	tr|H0XAV7|H0XAV7_OTOGA
OG0000114	sp|A6BLY7|K1C28_MOUSE	tr|H0WM30|H0WM30_OTOGA
OG0000114	sp|Q9Z320|K1C27_MOUSE	tr|H0WM29|H0WM29_OTOGA
OG0000114	sp|Q8VCW2|K1C25_MOUSE	tr|H0WM26|H0WM26_OTOGA
OG0000114	sp|Q3TRJ4|K1C26_MOUSE	tr|H0WM28|H0WM28_OTOGA
OG0000115	sp|Q9CWH0|DPPA2_MOUSE	tr|H0XQT7|H0XQT7_OTOGA, tr|H0XSP5|H0XSP5_OTOGA, tr|H0XZR3|H0XZR3_OTOGA, tr|H0XVS9|H0XVS9_OTOGA, tr|H0XPG1|H0XPG1_OTOGA, tr|H0Y133|H0Y133_OTOGA, tr|H0XR74|H0XR74_OTOGA, tr|H0XZG9|H0XZG9_OTOGA, tr|H0XKT6|H0XKT6_OTOGA, tr|H0XHB3|H0XHB3_OTOGA, tr|H0XU78|H0XU78_OTOGA
OG0000118	tr|Q8VGV1|Q8VGV1_MOUSE, tr|Q7TRN8|Q7TRN8_MOUSE	tr|H0XQT1|H0XQT1_OTOGA, tr|H0XL82|H0XL82_OTOGA
OG0000118	tr|A0A2I3BS13|A0A2I3BS13_MOUSE, tr|A0A2I3BQ57|A0A2I3BQ57_MOUSE, tr|Q8VGV0|Q8VGV0_MOUSE, tr|Q3SXH8|Q3SXH8_MOUSE	tr|H0XKP1|H0XKP1_OTOGA, tr|H0XRI4|H0XRI4_OTOGA, tr|H0Y055|H0Y055_OTOGA, tr|H0Y2F7|H0Y2F7_OTOGA
OG0000119	tr|Q63ZW6|Q63ZW6_MOUSE	tr|H0XDC9|H0XDC9_OTOGA
OG0000119	sp|Q9QZR9|CO4A4_MOUSE	tr|H0X1G9|H0X1G9_OTOGA
OG0000119	tr|B1AVK5|B1AVK5_MOUSE	tr|H0XDB8|H0XDB8_OTOGA
OG0000119	sp|P08122|CO4A2_MOUSE	tr|H0X239|H0X239_OTOGA
OG0000119	sp|Q9QZS0|CO4A3_MOUSE	tr|H0WQJ1|H0WQJ1_OTOGA
OG0000119	sp|P02463|CO4A1_MOUSE	tr|H0X224|H0X224_OTOGA
OG0000120	tr|Q8VGL1|Q8VGL1_MOUSE	tr|H0Y1G6|H0Y1G6_OTOGA
OG0000120	tr|Q8VGW8|Q8VGW8_MOUSE	tr|H0XI86|H0XI86_OTOGA
OG0000120	tr|Q7TRU0|Q7TRU0_MOUSE, tr|Q9QWU6|Q9QWU6_MOUSE	tr|H0XQ06|H0XQ06_OTOGA
OG0000121	tr|A0A571BDF8|A0A571BDF8_MOUSE, tr|A0A571BDD5|A0A571BDD5_MOUSE, tr|Q8K193|Q8K193_MOUSE, tr|A0A571BG29|A0A571BG29_MOUSE, tr|A2ANA3|A2ANA3_MOUSE, tr|G3UW52|G3UW52_MOUSE, tr|Q3V0X2|Q3V0X2_MOUSE, tr|Q9D9N2|Q9D9N2_MOUSE, tr|B1AZQ8|B1AZQ8_MOUSE, tr|Q80ZS5|Q80ZS5_MOUSE, tr|A2AGU5|A2AGU5_MOUSE	tr|H0WTU4|H0WTU4_OTOGA
OG0000125	sp|Q9WV02|RBMX_MOUSE	tr|H0WX61|H0WX61_OTOGA
OG0000125	sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|Q9DAE2|Q9DAE2_MOUSE	tr|H0Y1L0|H0Y1L0_OTOGA
OG0000126	tr|B1AYL1|B1AYL1_MOUSE	tr|H0XCC8|H0XCC8_OTOGA
OG0000126	sp|Q9R053|SCNBA_MOUSE	tr|H0XFB5|H0XFB5_OTOGA, tr|H0WK64|H0WK64_OTOGA, tr|H0WK63|H0WK63_OTOGA, tr|H0X882|H0X882_OTOGA, tr|H0WRG0|H0WRG0_OTOGA, tr|H0XZP2|H0XZP2_OTOGA, tr|H0X5Q8|H0X5Q8_OTOGA, tr|H0XBM7|H0XBM7_OTOGA, tr|H0X063|H0X063_OTOGA
OG0000127	tr|Q9D2F1|Q9D2F1_MOUSE	tr|H0XHU2|H0XHU2_OTOGA, tr|H0Y1Y9|H0Y1Y9_OTOGA, tr|H0WHP8|H0WHP8_OTOGA, tr|H0XXV5|H0XXV5_OTOGA, tr|H0Y0D5|H0Y0D5_OTOGA, tr|H0XT89|H0XT89_OTOGA, tr|H0WG31|H0WG31_OTOGA, tr|H0XL62|H0XL62_OTOGA, tr|H0X0V8|H0X0V8_OTOGA, tr|H0X3J0|H0X3J0_OTOGA, tr|H0XS16|H0XS16_OTOGA
OG0000128	tr|Q8VFR3|Q8VFR3_MOUSE	tr|H0XHU3|H0XHU3_OTOGA
OG0000128	tr|Q920P2|Q920P2_MOUSE, tr|Q7TR29|Q7TR29_MOUSE, tr|A2BHP6|A2BHP6_MOUSE	tr|H0Y188|H0Y188_OTOGA, tr|H0Y2H1|H0Y2H1_OTOGA, tr|H0XKJ0|H0XKJ0_OTOGA, tr|H0WSA1|H0WSA1_OTOGA, tr|H0XMR2|H0XMR2_OTOGA, tr|H0X5N7|H0X5N7_OTOGA, tr|H0XUQ8|H0XUQ8_OTOGA
OG0000129	sp|P01630|KV2A6_MOUSE	tr|H0XHP3|H0XHP3_OTOGA, tr|H0XS43|H0XS43_OTOGA, tr|H0XIK9|H0XIK9_OTOGA, tr|H0XNN0|H0XNN0_OTOGA, tr|H0X758|H0X758_OTOGA, tr|H0XNM8|H0XNM8_OTOGA, tr|H0WN68|H0WN68_OTOGA, tr|H0XMY6|H0XMY6_OTOGA, tr|H0XNS3|H0XNS3_OTOGA, tr|H0XQT6|H0XQT6_OTOGA, tr|H0XH74|H0XH74_OTOGA
OG0000130	sp|Q05421|CP2E1_MOUSE	tr|H0WYA7|H0WYA7_OTOGA, tr|H0WUH8|H0WUH8_OTOGA, tr|H0Y2J7|H0Y2J7_OTOGA, tr|H0XPE3|H0XPE3_OTOGA, tr|H0XTI8|H0XTI8_OTOGA, tr|H0XIQ4|H0XIQ4_OTOGA, tr|H0XMU9|H0XMU9_OTOGA, tr|H0XMK8|H0XMK8_OTOGA, tr|H0Y206|H0Y206_OTOGA, tr|H0XKQ3|H0XKQ3_OTOGA, tr|H0XJI7|H0XJI7_OTOGA
OG0000133	tr|G3UWE2|G3UWE2_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, sp|Q62293|TGTP1_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, tr|Q61635|Q61635_MOUSE	tr|H0XUC2|H0XUC2_OTOGA
OG0000136	tr|Q8VGP6|Q8VGP6_MOUSE, sp|P34984|OLF13_MOUSE	tr|H0X2L6|H0X2L6_OTOGA, tr|H0XPD5|H0XPD5_OTOGA
OG0000136	tr|Q8VEV1|Q8VEV1_MOUSE	tr|H0XUP7|H0XUP7_OTOGA, tr|H0XLH9|H0XLH9_OTOGA, tr|H0XVR9|H0XVR9_OTOGA, tr|H0XMF2|H0XMF2_OTOGA, tr|H0XIU9|H0XIU9_OTOGA, tr|H0XW08|H0XW08_OTOGA
OG0000138	sp|P17156|HSP72_MOUSE	tr|H0XX81|H0XX81_OTOGA
OG0000138	sp|P63017|HSP7C_MOUSE	tr|H0Y000|H0Y000_OTOGA, tr|H0XYD5|H0XYD5_OTOGA, tr|H0XM46|H0XM46_OTOGA
OG0000138	sp|P16627|HS71L_MOUSE	tr|H0XAL9|H0XAL9_OTOGA
