Orthogroup	Mus_musculus	Ailuropoda_melanoleuca
OG0000071	sp|Q8BIQ3|ZNF2_MOUSE	tr|G1LT88|G1LT88_AILME, tr|A0A7N5KGE0|A0A7N5KGE0_AILME, tr|G1LFJ6|G1LFJ6_AILME, tr|A0A7N5KAK0|A0A7N5KAK0_AILME, tr|G1LQR3|G1LQR3_AILME, tr|G1L6F8|G1L6F8_AILME, tr|G1L6G1|G1L6G1_AILME, tr|G1M162|G1M162_AILME, tr|G1L4J0|G1L4J0_AILME, tr|G1L4I3|G1L4I3_AILME, tr|G1L4I5|G1L4I5_AILME, tr|G1LM81|G1LM81_AILME, tr|A0A7N5JPM7|A0A7N5JPM7_AILME, tr|A0A7N5KRH5|A0A7N5KRH5_AILME
OG0000072	sp|Q8BGE7|TRIM6_MOUSE	tr|G1M454|G1M454_AILME
OG0000072	sp|Q99PQ1|TR12A_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, sp|P15533|TR30A_MOUSE	tr|A0A7N5P0I2|A0A7N5P0I2_AILME, tr|A0A7N5KB53|A0A7N5KB53_AILME
OG0000072	sp|Q99PP6|TR34A_MOUSE, tr|J3QNR8|J3QNR8_MOUSE	tr|D2HU23|D2HU23_AILME, tr|G1M446|G1M446_AILME
OG0000073	tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE	tr|G1L3G7|G1L3G7_AILME
OG0000074	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE	tr|G1M2B6|G1M2B6_AILME
OG0000082	sp|Q9CPP7|LIPG_MOUSE	tr|D2GZ37|D2GZ37_AILME
OG0000082	sp|Q8BM14|LIPK_MOUSE	tr|G1L1R8|G1L1R8_AILME
OG0000082	sp|Q8K2A6|LIPM_MOUSE	tr|G1L1Y9|G1L1Y9_AILME
OG0000082	sp|Q9Z0M5|LICH_MOUSE	tr|G1L2E9|G1L2E9_AILME
OG0000083	tr|Q9EQA9|Q9EQA9_MOUSE	tr|A0A7N5P6J3|A0A7N5P6J3_AILME, tr|A0A7N5P1T5|A0A7N5P1T5_AILME, tr|G1LSN8|G1LSN8_AILME, tr|G1LSP2|G1LSP2_AILME, tr|A0A7N5KJ11|A0A7N5KJ11_AILME, tr|A0A7N5JR86|A0A7N5JR86_AILME, tr|A0A7N5JWD5|A0A7N5JWD5_AILME, tr|A0A7N5JCI8|A0A7N5JCI8_AILME, tr|D2I488|D2I488_AILME, tr|G1ML76|G1ML76_AILME, tr|G1MLD3|G1MLD3_AILME, tr|G1ML67|G1ML67_AILME, tr|D2I489|D2I489_AILME
OG0000084	tr|A0A075B5N4|A0A075B5N4_MOUSE, sp|P01632|KV1A1_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE	tr|A0A7N5KEF2|A0A7N5KEF2_AILME, tr|G1LUF3|G1LUF3_AILME
OG0000085	tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|G3UZV2|G3UZV2_MOUSE	tr|A0A7N5JU93|A0A7N5JU93_AILME
OG0000085	sp|Q504N7|IFIXL_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|O35368|IFI3_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, sp|Q9R002|IFI2_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV1|IFI5B_MOUSE	tr|G1LBP3|G1LBP3_AILME
OG0000086	sp|P48962|ADT1_MOUSE	tr|G1LQ74|G1LQ74_AILME
OG0000086	sp|P51881|ADT2_MOUSE	tr|A0A7N5JQS4|A0A7N5JQS4_AILME, tr|A0A7N5KG41|A0A7N5KG41_AILME, tr|A0A7N5K013|A0A7N5K013_AILME, tr|A0A7N5JKX2|A0A7N5JKX2_AILME, tr|A0A7N5KMD4|A0A7N5KMD4_AILME, tr|A0A7N5JZK0|A0A7N5JZK0_AILME, tr|A0A7N5J904|A0A7N5J904_AILME, tr|A0A7N5KB07|A0A7N5KB07_AILME, tr|A0A7N5KD16|A0A7N5KD16_AILME, tr|G1MK36|G1MK36_AILME, tr|A0A7N5JUR2|A0A7N5JUR2_AILME
OG0000087	sp|Q8CIP3|MRGX1_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, sp|Q91WW4|MRGA2_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW5|MRGA1_MOUSE, sp|Q91ZC7|MRGA5_MOUSE	tr|G1MLY0|G1MLY0_AILME
OG0000088	tr|S4R2V3|S4R2V3_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, sp|Q7M747|S2B24_MOUSE	tr|A0A7N5P8H4|A0A7N5P8H4_AILME
OG0000094	sp|Q6IFX2|K1C42_MOUSE	tr|A0A7N5P7U4|A0A7N5P7U4_AILME, tr|A0A7N5K653|A0A7N5K653_AILME
OG0000094	sp|P19001|K1C19_MOUSE	tr|A0A7N5JJ89|A0A7N5JJ89_AILME
OG0000094	sp|Q61414|K1C15_MOUSE, sp|P08730|K1C13_MOUSE, sp|A1L317|K1C24_MOUSE	tr|A0A7N5JND1|A0A7N5JND1_AILME
OG0000094	sp|Q61781|K1C14_MOUSE, sp|Q9Z2K1|K1C16_MOUSE	tr|G1LG41|G1LG41_AILME
OG0000095	sp|Q63994|CD33_MOUSE, tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|A0A7N5P0J4|A0A7N5P0J4_AILME
OG0000095	sp|Q91Y57|SIG12_MOUSE	tr|D2I3K2|D2I3K2_AILME
OG0000095	sp|Q80ZE3|SIG10_MOUSE	tr|G1M703|G1M703_AILME
OG0000095	sp|Q920G3|SIGL5_MOUSE	tr|G1M760|G1M760_AILME, tr|A0A7N5P8G6|A0A7N5P8G6_AILME, tr|G1M757|G1M757_AILME
OG0000096	sp|Q64436|ATP4A_MOUSE	tr|G1L0V6|G1L0V6_AILME
OG0000096	sp|Q9Z1W8|AT12A_MOUSE	tr|G1M802|G1M802_AILME
OG0000096	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A7N5JJP9|A0A7N5JJP9_AILME
OG0000096	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A7N5KPY3|A0A7N5KPY3_AILME, tr|A0A7N5JWC7|A0A7N5JWC7_AILME
OG0000096	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A7N5KPC0|A0A7N5KPC0_AILME, tr|G1LDE3|G1LDE3_AILME
OG0000099	tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VF89|Q8VF89_MOUSE	tr|G1MPE7|G1MPE7_AILME
OG0000100	tr|B2RWR6|B2RWR6_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE	tr|G1LVJ8|G1LVJ8_AILME
OG0000100	tr|Q9DAE2|Q9DAE2_MOUSE, sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q9WV02|RBMX_MOUSE	tr|A0A7N5P3W2|A0A7N5P3W2_AILME, tr|A0A7N5JVA0|A0A7N5JVA0_AILME
OG0000101	tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE	tr|A0A7N5KLN5|A0A7N5KLN5_AILME
OG0000102	tr|A4IF42|A4IF42_MOUSE, sp|Q62220|KRA54_MOUSE, tr|A0A1B0GSA0|A0A1B0GSA0_MOUSE, tr|A0A1B0GRL1|A0A1B0GRL1_MOUSE, sp|Q9D5Z7|KRA52_MOUSE, tr|A0A1B0GSA9|A0A1B0GSA9_MOUSE, tr|A0A1B0GR10|A0A1B0GR10_MOUSE, tr|A0A1B0GSH7|A0A1B0GSH7_MOUSE, tr|A0A1B0GT06|A0A1B0GT06_MOUSE, tr|A0A1B0GS71|A0A1B0GS71_MOUSE, tr|A0A1B0GRJ4|A0A1B0GRJ4_MOUSE, sp|Q2TA51|KRA55_MOUSE	tr|A0A7N5JHI7|A0A7N5JHI7_AILME
OG0000103	sp|P18526|HVM55_MOUSE, tr|A0A075B5Q6|A0A075B5Q6_MOUSE, tr|A0A075B5P7|A0A075B5P7_MOUSE, sp|P18524|HVM53_MOUSE, sp|P18525|HVM54_MOUSE, tr|A0A075B5Q4|A0A075B5Q4_MOUSE, tr|A0A0A6YWG4|A0A0A6YWG4_MOUSE, tr|A0A075B5Q2|A0A075B5Q2_MOUSE, sp|P18530|HVM59_MOUSE, sp|P18529|HVM58_MOUSE, tr|A0A075B5Q0|A0A075B5Q0_MOUSE, tr|A0A075B5P9|A0A075B5P9_MOUSE	tr|A0A7N5JHU6|A0A7N5JHU6_AILME
OG0000104	tr|A0A0G2JFX6|A0A0G2JFX6_MOUSE, tr|A0A075B604|A0A075B604_MOUSE, tr|A0A075B620|A0A075B620_MOUSE, tr|Q5R1H9|Q5R1H9_MOUSE, tr|A0A075B6C1|A0A075B6C1_MOUSE, tr|A0A0G2JEV5|A0A0G2JEV5_MOUSE, tr|Q5R1I3|Q5R1I3_MOUSE, sp|P01739|TVA2_MOUSE, tr|Q5R1I1|Q5R1I1_MOUSE, tr|A0A075B6D1|A0A075B6D1_MOUSE, tr|A0A0B4J1N1|A0A0B4J1N1_MOUSE	tr|A0A7N5JUZ1|A0A7N5JUZ1_AILME, tr|G1LG70|G1LG70_AILME
OG0000108	tr|A0A0A6YYE8|A0A0A6YYE8_MOUSE	tr|G1MKM7|G1MKM7_AILME, tr|A0A7N5P4H9|A0A7N5P4H9_AILME, tr|G1LNI6|G1LNI6_AILME, tr|G1M6S7|G1M6S7_AILME, tr|G1L3P5|G1L3P5_AILME, tr|G1L3Q0|G1L3Q0_AILME, tr|G1LPL5|G1LPL5_AILME, tr|G1L3Q3|G1L3Q3_AILME, tr|A0A7N5KE35|A0A7N5KE35_AILME, tr|G1LNH9|G1LNH9_AILME, tr|A0A7N5JAS5|A0A7N5JAS5_AILME
OG0000109	sp|P31649|S6A13_MOUSE	tr|A0A7N5JQB8|A0A7N5JQB8_AILME
OG0000109	sp|O35316|SC6A6_MOUSE	tr|A0A7N5KHZ5|A0A7N5KHZ5_AILME, tr|A0A7N5JP23|A0A7N5JP23_AILME
OG0000109	sp|P31650|S6A11_MOUSE	tr|G1M639|G1M639_AILME
OG0000109	sp|P31651|S6A12_MOUSE	tr|D2GYE2|D2GYE2_AILME
OG0000109	sp|Q8VBW1|SC6A8_MOUSE	tr|A0A7N5KLI9|A0A7N5KLI9_AILME, tr|A0A7N5K3Y9|A0A7N5K3Y9_AILME
OG0000110	tr|Q7TRN8|Q7TRN8_MOUSE, tr|Q8VGV1|Q8VGV1_MOUSE	tr|A0A7N5P7S1|A0A7N5P7S1_AILME
OG0000110	tr|Q3SXH8|Q3SXH8_MOUSE, tr|Q8VGV0|Q8VGV0_MOUSE	tr|A0A7N5P6D3|A0A7N5P6D3_AILME, tr|A0A7N5JKJ0|A0A7N5JKJ0_AILME, tr|A0A7N5JEH0|A0A7N5JEH0_AILME
OG0000110	tr|A0A2I3BS13|A0A2I3BS13_MOUSE, tr|A0A2I3BQ57|A0A2I3BQ57_MOUSE	tr|A0A7N5KD79|A0A7N5KD79_AILME, tr|G1MNB0|G1MNB0_AILME
OG0000112	sp|P17182|ENOA_MOUSE	tr|G1LB18|G1LB18_AILME, tr|A0A7N5J8K3|A0A7N5J8K3_AILME
OG0000112	sp|P17183|ENOG_MOUSE	tr|A0A7N5KBG6|A0A7N5KBG6_AILME, tr|A0A7N5K2H4|A0A7N5K2H4_AILME, tr|A0A7N5JUG2|A0A7N5JUG2_AILME, tr|A0A7N5K4M3|A0A7N5K4M3_AILME
OG0000112	sp|P21550|ENOB_MOUSE	tr|A0A7N5K8V3|A0A7N5K8V3_AILME, tr|G1LIG3|G1LIG3_AILME
OG0000113	tr|L7N455|L7N455_MOUSE	tr|G1MKN9|G1MKN9_AILME
OG0000113	sp|Q8VEZ0|OL480_MOUSE, sp|Q8VG42|OL508_MOUSE, sp|Q8VG06|OL491_MOUSE, sp|Q8VGI4|OL476_MOUSE, sp|Q8VGI6|OL477_MOUSE, sp|Q8VG44|OL473_MOUSE, sp|Q8VFC9|OL474_MOUSE, sp|Q8VG43|OL472_MOUSE, sp|Q8VGI5|OL481_MOUSE	tr|G1LCH0|G1LCH0_AILME
OG0000114	sp|Q3U962|CO5A2_MOUSE	tr|A0A7N5J999|A0A7N5J999_AILME
OG0000114	sp|P11087|CO1A1_MOUSE	tr|G1M012|G1M012_AILME
OG0000114	sp|Q01149|CO1A2_MOUSE	tr|A0A7N5J813|A0A7N5J813_AILME, tr|G1MH95|G1MH95_AILME
OG0000114	sp|P28481|CO2A1_MOUSE	tr|A0A7N5JWS6|A0A7N5JWS6_AILME
OG0000114	sp|P08121|CO3A1_MOUSE	tr|A0A7N5JEN8|A0A7N5JEN8_AILME, tr|G1LYT1|G1LYT1_AILME
OG0000115	tr|B1AYL1|B1AYL1_MOUSE	tr|G1L3G6|G1L3G6_AILME
OG0000115	sp|Q9R053|SCNBA_MOUSE	tr|A0A7N5JV40|A0A7N5JV40_AILME, tr|A0A7N5P4H2|A0A7N5P4H2_AILME, tr|G1L6X7|G1L6X7_AILME, tr|A0A7N5JSA0|A0A7N5JSA0_AILME, tr|G1L504|G1L504_AILME, tr|G1L8G7|G1L8G7_AILME, tr|G1MH04|G1MH04_AILME, tr|A0A7N5KJ42|A0A7N5KJ42_AILME, tr|G1LEP3|G1LEP3_AILME
OG0000116	tr|Q8BJL9|Q8BJL9_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE	tr|A0A7N5K3A5|A0A7N5K3A5_AILME
OG0000116	tr|Q8R084|Q8R084_MOUSE, tr|Q8K154|Q8K154_MOUSE, sp|Q8BWQ1|UD2A3_MOUSE, sp|Q6PDD0|UD2A2_MOUSE, sp|Q80X89|UD2A1_MOUSE	tr|D2I6R3|D2I6R3_AILME
OG0000117	tr|A2AGU5|A2AGU5_MOUSE, tr|Q3V0X2|Q3V0X2_MOUSE, tr|Q9D9N2|Q9D9N2_MOUSE, tr|B1AZQ8|B1AZQ8_MOUSE, tr|Q80ZS5|Q80ZS5_MOUSE, tr|G3UW52|G3UW52_MOUSE, tr|A0A571BG29|A0A571BG29_MOUSE, tr|A0A571BDF8|A0A571BDF8_MOUSE, tr|A0A571BDD5|A0A571BDD5_MOUSE, tr|Q8K193|Q8K193_MOUSE, tr|A2ANA3|A2ANA3_MOUSE	tr|A0A7N5KRS8|A0A7N5KRS8_AILME
OG0000125	sp|Q8HWB0|HMR1_MOUSE	tr|A0A7N5KQA5|A0A7N5KQA5_AILME, tr|A0A7N5JV30|A0A7N5JV30_AILME, tr|A0A7N5JZE6|A0A7N5JZE6_AILME, tr|G1L6A6|G1L6A6_AILME, tr|A0A7N5JNP2|A0A7N5JNP2_AILME, tr|A0A7N5JTF0|A0A7N5JTF0_AILME, tr|A0A7N5JMI1|A0A7N5JMI1_AILME, tr|A0A7N5K5T8|A0A7N5K5T8_AILME, tr|A0A7N5KN13|A0A7N5KN13_AILME, tr|A0A7N5JYB7|A0A7N5JYB7_AILME
OG0000127	tr|E9Q848|E9Q848_MOUSE	tr|G1MN53|G1MN53_AILME, tr|A0A7N5JZL1|A0A7N5JZL1_AILME, tr|G1MN66|G1MN66_AILME, tr|G1MB22|G1MB22_AILME, tr|G1MB15|G1MB15_AILME, tr|G1MJZ8|G1MJZ8_AILME, tr|G1MMI2|G1MMI2_AILME, tr|A0A7N5K724|A0A7N5K724_AILME, tr|A0A7N5K684|A0A7N5K684_AILME, tr|A0A7N5K9N8|A0A7N5K9N8_AILME
OG0000128	tr|Q8VEV1|Q8VEV1_MOUSE	tr|A0A7N5KR08|A0A7N5KR08_AILME
OG0000128	sp|P34984|OLF13_MOUSE, tr|Q8VGP6|Q8VGP6_MOUSE	tr|A0A7N5KR23|A0A7N5KR23_AILME, tr|A0A7N5JBE6|A0A7N5JBE6_AILME, tr|A0A7N5K869|A0A7N5K869_AILME, tr|A0A7N5K5S0|A0A7N5K5S0_AILME, tr|A0A7N5P7N7|A0A7N5P7N7_AILME, tr|A0A7N5JCK6|A0A7N5JCK6_AILME, tr|A0A7N5JAA4|A0A7N5JAA4_AILME
OG0000129	sp|Q99N16|CP4F3_MOUSE	tr|A0A7N5KNH6|A0A7N5KNH6_AILME
OG0000129	sp|Q9EP75|CP4FE_MOUSE, tr|Q99N18|Q99N18_MOUSE, tr|G3UW81|G3UW81_MOUSE, tr|Q3V1F1|Q3V1F1_MOUSE, tr|Q99N17|Q99N17_MOUSE, tr|Q99N19|Q99N19_MOUSE, tr|G3UW78|G3UW78_MOUSE, tr|Q8BGU0|Q8BGU0_MOUSE	tr|G1L5Z9|G1L5Z9_AILME
OG0000130	tr|A0A087WQ87|A0A087WQ87_MOUSE, tr|A0A075B699|A0A075B699_MOUSE, tr|A0A075B601|A0A075B601_MOUSE, tr|A0A075B6A9|A0A075B6A9_MOUSE, tr|A0A075B685|A0A075B685_MOUSE, tr|A0A075B631|A0A075B631_MOUSE, sp|P01738|TVA1_MOUSE, tr|A0A0B4J1K2|A0A0B4J1K2_MOUSE, tr|A0A075B695|A0A075B695_MOUSE, tr|A0A075B647|A0A075B647_MOUSE	tr|G1LG68|G1LG68_AILME
OG0000131	sp|Q9CQ70|H2AB1_MOUSE, tr|A9Z055|A9Z055_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, tr|Q497L1|Q497L1_MOUSE, tr|L7MU04|L7MU04_MOUSE, tr|J3QP08|J3QP08_MOUSE, tr|Q9DAD9|Q9DAD9_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|Q810S6|Q810S6_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE	tr|G1MMX8|G1MMX8_AILME
OG0000132	sp|Q6P4P1|SPA3A_MOUSE, sp|Q8BYY9|SPA3B_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q91WP6|SPA3N_MOUSE, sp|P29621|SPA3C_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P07759|SPA3K_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|Q5I2A0|SPA3G_MOUSE	tr|G1LIL8|G1LIL8_AILME
OG0000133	tr|Q14AJ9|Q14AJ9_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE	tr|G1MKL8|G1MKL8_AILME
OG0000134	tr|A2CG29|A2CG29_MOUSE, tr|A2CG22|A2CG22_MOUSE, sp|A7XV04|SKIT7_MOUSE, sp|A7XV07|SKIT8_MOUSE, sp|A7TZE6|SKIT1_MOUSE, sp|A7XUZ6|SKIT6_MOUSE, sp|A7XUY5|SKIT5_MOUSE, sp|A7XUX6|SKIT2_MOUSE, sp|A7TZF3|SKIT4_MOUSE, sp|A7TZF0|SKIT3_MOUSE	tr|G1L775|G1L775_AILME
OG0000135	sp|O54750|CP2J6_MOUSE, tr|Q924D1|Q924D1_MOUSE, tr|Q3UNV4|Q3UNV4_MOUSE, sp|O54749|CP2J5_MOUSE, tr|S4R196|S4R196_MOUSE, sp|Q8BKE6|CP20A_MOUSE, tr|G3UXT0|G3UXT0_MOUSE, tr|Q3UNV2|Q3UNV2_MOUSE, tr|G3UZ38|G3UZ38_MOUSE, tr|A0A140T8U1|A0A140T8U1_MOUSE	tr|G1L0I9|G1L0I9_AILME
OG0000145	sp|Q6Q2Z6|ACOT5_MOUSE, sp|Q9QYR7|ACOT3_MOUSE, sp|O55137|ACOT1_MOUSE, sp|Q9QYR9|ACOT2_MOUSE	tr|G1MIS4|G1MIS4_AILME
OG0000145	sp|Q8BWN8|ACOT4_MOUSE	tr|A0A7N5KC35|A0A7N5KC35_AILME
OG0000145	sp|Q32Q92|ACOT6_MOUSE	tr|G1MIS5|G1MIS5_AILME
OG0000146	sp|Q6J756|CAN11_MOUSE	tr|G1LZX8|G1LZX8_AILME
OG0000146	sp|O08529|CAN2_MOUSE	tr|A0A7N5KEN3|A0A7N5KEN3_AILME
OG0000146	sp|Q91VA3|CAN8_MOUSE	tr|A0A7N5KH25|A0A7N5KH25_AILME
OG0000146	sp|O35350|CAN1_MOUSE	tr|A0A7N5JBL0|A0A7N5JBL0_AILME
OG0000146	sp|Q9D805|CAN9_MOUSE	tr|G1LC77|G1LC77_AILME
OG0000147	sp|Q60879|OLF3_MOUSE	tr|A0A7N5JJM2|A0A7N5JJM2_AILME
OG0000147	tr|Q7TRY6|Q7TRY6_MOUSE	tr|A0A7N5KAX5|A0A7N5KAX5_AILME, tr|A0A7N5JVU0|A0A7N5JVU0_AILME, tr|G1M0E0|G1M0E0_AILME, tr|G1MKF1|G1MKF1_AILME, tr|A0A7N5KAM1|A0A7N5KAM1_AILME, tr|D2I817|D2I817_AILME, tr|A0A7N5JR64|A0A7N5JR64_AILME
OG0000148	sp|P68040|RACK1_MOUSE	tr|A0A7N5JIE3|A0A7N5JIE3_AILME, tr|A0A7N5JI71|A0A7N5JI71_AILME, tr|A0A7N5K3D2|A0A7N5K3D2_AILME, tr|A0A7N5JW41|A0A7N5JW41_AILME, tr|G1KZF6|G1KZF6_AILME, tr|A0A7N5KRV3|A0A7N5KRV3_AILME, tr|A0A7N5JMB2|A0A7N5JMB2_AILME, tr|A0A7N5P5G0|A0A7N5P5G0_AILME, tr|A0A7N5P213|A0A7N5P213_AILME
OG0000149	tr|A2AVY0|A2AVY0_MOUSE	tr|A0A7N5P9X4|A0A7N5P9X4_AILME, tr|G1MNV0|G1MNV0_AILME, tr|A0A7N5JPN4|A0A7N5JPN4_AILME
OG0000149	tr|Q7TR79|Q7TR79_MOUSE	tr|G1MNV2|G1MNV2_AILME, tr|A0A7N5JR59|A0A7N5JR59_AILME, tr|A0A7N5JQL3|A0A7N5JQL3_AILME, tr|G1MJM0|G1MJM0_AILME, tr|G1MJM3|G1MJM3_AILME
OG0000150	sp|Q8VI40|TRI60_MOUSE	tr|G1LFZ2|G1LFZ2_AILME
OG0000150	sp|Q9ESN2|TRI39_MOUSE	tr|G1M498|G1M498_AILME
OG0000150	sp|Q3UWZ0|TRI75_MOUSE	tr|G1MN43|G1MN43_AILME, tr|A0A7N5KFC5|A0A7N5KFC5_AILME, tr|A0A7N5JM66|A0A7N5JM66_AILME, tr|A0A7N5JZY9|A0A7N5JZY9_AILME, tr|A0A7N5KER7|A0A7N5KER7_AILME
OG0000151	tr|Q7TRW8|Q7TRW8_MOUSE	tr|G1MKG2|G1MKG2_AILME
OG0000151	tr|Q8VFX6|Q8VFX6_MOUSE, tr|Q8VFX7|Q8VFX7_MOUSE, tr|Q8VFX8|Q8VFX8_MOUSE	tr|D2I6Q3|D2I6Q3_AILME, tr|D2I6Q4|D2I6Q4_AILME
OG0000151	tr|Q7TRX3|Q7TRX3_MOUSE	tr|G1MLT6|G1MLT6_AILME, tr|G1LID5|G1LID5_AILME
OG0000152	sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE6|H2A1I_MOUSE	tr|D2I097|D2I097_AILME
