Orthogroup	Mus_musculus	Balaenoptera_physalus
OG0000038	tr|A0A0B4J1J1|A0A0B4J1J1_MOUSE, tr|A0A0B4J1J2|A0A0B4J1J2_MOUSE, tr|A0A140T8N4|A0A140T8N4_MOUSE, sp|P01642|KV5A9_MOUSE	tr|A0A643BKV1|A0A643BKV1_BALPH
OG0000038	tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE, tr|A0A075B5N4|A0A075B5N4_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, tr|A0A075B5N2|A0A075B5N2_MOUSE, tr|A0A140T8P2|A0A140T8P2_MOUSE, sp|P01634|KV5A2_MOUSE, sp|P01632|KV1A1_MOUSE, tr|A0A140T8N5|A0A140T8N5_MOUSE, tr|A0A140T8P1|A0A140T8P1_MOUSE, tr|A0A075B5N7|A0A075B5N7_MOUSE, sp|P84750|KVM5_MOUSE, tr|A0A140T8M5|A0A140T8M5_MOUSE, tr|A0A140T8N7|A0A140T8N7_MOUSE, sp|P01633|KV5A1_MOUSE, tr|A0A140T8N9|A0A140T8N9_MOUSE	tr|A0A6A1QC56|A0A6A1QC56_BALPH
OG0000041	sp|Q925P2|CEAM2_MOUSE, sp|P31809|CEAM1_MOUSE, sp|A0A0B4J1L0|CEA15_MOUSE, tr|Q78T27|Q78T27_MOUSE, tr|Q9DAV5|Q9DAV5_MOUSE, tr|Q9D2U0|Q9D2U0_MOUSE, tr|Q497W2|Q497W2_MOUSE, tr|E9Q9B4|E9Q9B4_MOUSE, tr|Q497W1|Q497W1_MOUSE, tr|Q4KL31|Q4KL31_MOUSE, sp|Q810J1|PSG22_MOUSE, tr|Q4KL66|Q4KL66_MOUSE, tr|Q4KL65|Q4KL65_MOUSE, tr|B2RSG7|B2RSG7_MOUSE, tr|Q62056|Q62056_MOUSE, tr|Q8K0U8|Q8K0U8_MOUSE, tr|Q3URN6|Q3URN6_MOUSE, sp|Q3UKK2|CEAM5_MOUSE, tr|A0A3Q4EGJ1|A0A3Q4EGJ1_MOUSE, tr|E9Q6J4|E9Q6J4_MOUSE, sp|Q61400|CEAMA_MOUSE, tr|Q9DAT7|Q9DAT7_MOUSE, tr|Q78Y72|Q78Y72_MOUSE, tr|Q9D0Z8|Q9D0Z8_MOUSE, tr|Q3UKP4|Q3UKP4_MOUSE, tr|Q3TQ88|Q3TQ88_MOUSE	tr|A0A6A1Q4M2|A0A6A1Q4M2_BALPH
OG0000043	sp|Q7M721|TR120_MOUSE, sp|Q7TQA8|TR136_MOUSE, sp|Q7M720|T2R13_MOUSE, sp|Q7M718|TR124_MOUSE, sp|Q7M717|TR102_MOUSE, sp|P59530|TA2R7_MOUSE, sp|Q7M723|TR104_MOUSE, sp|Q9JKT4|TR105_MOUSE, sp|Q7M722|TR114_MOUSE, sp|Q7M725|TR107_MOUSE, sp|Q7M724|TR106_MOUSE, sp|Q7TQA7|TA2R3_MOUSE, tr|D3YU55|D3YU55_MOUSE, tr|Q7M708|Q7M708_MOUSE, sp|Q7M712|TR110_MOUSE, sp|P59528|TR123_MOUSE, sp|Q7M715|TR117_MOUSE, sp|Q7M707|TR109_MOUSE, sp|Q7M709|TR129_MOUSE, sp|Q7M711|TR113_MOUSE, sp|Q7M713|TR116_MOUSE, sp|Q7TQA4|TR140_MOUSE, sp|Q9JKA3|TR103_MOUSE, sp|Q7M710|TR125_MOUSE, tr|Q7M719|Q7M719_MOUSE	tr|A0A643CG40|A0A643CG40_BALPH
OG0000044	tr|E9QAT7|E9QAT7_MOUSE, tr|E9Q8F6|E9Q8F6_MOUSE, tr|E9Q9T3|E9Q9T3_MOUSE, sp|Q7TS48|OL180_MOUSE, sp|Q8VGQ7|OL181_MOUSE, tr|A0A140T8K4|A0A140T8K4_MOUSE, tr|E9Q7W1|E9Q7W1_MOUSE, tr|Q8VGQ6|Q8VGQ6_MOUSE, tr|L7N205|L7N205_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, sp|Q8VEX6|OL187_MOUSE, sp|Q8VFB9|OL183_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, tr|E9PYP4|E9PYP4_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, sp|Q8VEX5|OL186_MOUSE	tr|A0A643BLD7|A0A643BLD7_BALPH
OG0000046	sp|P00416|COX3_MOUSE	tr|A0A643BSM0|A0A643BSM0_BALPH
OG0000046	sp|P03921|NU5M_MOUSE	tr|A0A643CJX2|A0A643CJX2_BALPH, tr|A0A6A1Q2M4|A0A6A1Q2M4_BALPH, tr|A0A6A1Q676|A0A6A1Q676_BALPH, tr|A0A643BU03|A0A643BU03_BALPH, tr|A0A643CHM8|A0A643CHM8_BALPH, tr|A0A643BSU3|A0A643BSU3_BALPH, tr|A0A6A1Q6P0|A0A6A1Q6P0_BALPH, tr|A0A643BQC1|A0A643BQC1_BALPH, tr|A0A643BYS8|A0A643BYS8_BALPH, tr|A0A643C4U3|A0A643C4U3_BALPH
OG0000046	sp|P00405|COX2_MOUSE	tr|A0A643BY89|A0A643BY89_BALPH, tr|A0A6A1QF32|A0A6A1QF32_BALPH
OG0000046	sp|P03903|NU4LM_MOUSE	tr|A0A643C8G9|A0A643C8G9_BALPH, tr|A0A6A1Q546|A0A6A1Q546_BALPH, tr|A0A643C8V9|A0A643C8V9_BALPH, tr|A0A643BSL0|A0A643BSL0_BALPH
OG0000046	sp|P03899|NU3M_MOUSE	tr|A0A643BNR9|A0A643BNR9_BALPH, tr|A0A643C8J8|A0A643C8J8_BALPH
OG0000047	sp|Q0VAX9|OLF18_MOUSE	tr|A0A643ATM7|A0A643ATM7_BALPH
OG0000047	tr|Q7TQU8|Q7TQU8_MOUSE	tr|A0A643C4N6|A0A643C4N6_BALPH
OG0000047	tr|Q7TRY6|Q7TRY6_MOUSE	tr|A0A643C389|A0A643C389_BALPH, tr|A0A643C499|A0A643C499_BALPH, tr|A0A643C3J5|A0A643C3J5_BALPH, tr|A0A643BNL9|A0A643BNL9_BALPH, tr|A0A643C394|A0A643C394_BALPH, tr|A0A643C464|A0A643C464_BALPH, tr|A0A6A1Q3Q9|A0A6A1Q3Q9_BALPH, tr|A0A6A1QGP0|A0A6A1QGP0_BALPH, tr|A0A643C3F6|A0A643C3F6_BALPH, tr|A0A643AUB7|A0A643AUB7_BALPH, tr|A0A643BNT6|A0A643BNT6_BALPH, tr|A0A643BNJ5|A0A643BNJ5_BALPH, tr|A0A643C5H7|A0A643C5H7_BALPH, tr|A0A643CAU1|A0A643CAU1_BALPH, tr|A0A6A1Q808|A0A6A1Q808_BALPH, tr|A0A643BSR1|A0A643BSR1_BALPH, tr|A0A643BKQ5|A0A643BKQ5_BALPH, tr|A0A6A1Q1I4|A0A6A1Q1I4_BALPH
OG0000049	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A643C3T1|A0A643C3T1_BALPH
OG0000049	sp|Q64524|H2B2E_MOUSE	tr|A0A6A1Q5R5|A0A6A1Q5R5_BALPH, tr|A0A643CIE9|A0A643CIE9_BALPH, tr|A0A6A1Q6S5|A0A6A1Q6S5_BALPH, tr|A0A6A1QCA1|A0A6A1QCA1_BALPH, tr|A0A643CI56|A0A643CI56_BALPH, tr|A0A6A1Q5K5|A0A6A1Q5K5_BALPH
OG0000049	sp|P70696|H2B1A_MOUSE	tr|A0A643BRV8|A0A643BRV8_BALPH, tr|A0A643BRU6|A0A643BRU6_BALPH
OG0000049	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A643CIR0|A0A643CIR0_BALPH, tr|A0A643CIK7|A0A643CIK7_BALPH
OG0000050	tr|A0A1B0GSM6|A0A1B0GSM6_MOUSE, tr|A2BHR2|A2BHR2_MOUSE, sp|Q9D267|LCN9_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|P04939|MUP3_MOUSE, sp|Q5FW60|MUP20_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11590|MUP4_MOUSE, sp|P11591|MUP5_MOUSE, sp|P11588|MUP1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P02762|MUP6_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|P04938|MUP11_MOUSE, sp|A2BIM8|MUP18_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|B5X0G2|MUP17_MOUSE, tr|L7N222|L7N222_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|E9PVW0|E9PVW0_MOUSE	tr|A0A643C211|A0A643C211_BALPH
OG0000053	sp|Q8BG05|ROA3_MOUSE	tr|A0A643BS29|A0A643BS29_BALPH, tr|A0A643CER4|A0A643CER4_BALPH
OG0000053	sp|O88569|ROA2_MOUSE	tr|A0A643BZ59|A0A643BZ59_BALPH, tr|A0A643CCB7|A0A643CCB7_BALPH, tr|A0A643BKN6|A0A643BKN6_BALPH, tr|A0A643BM12|A0A643BM12_BALPH, tr|A0A643CAZ3|A0A643CAZ3_BALPH, tr|A0A643BZF0|A0A643BZF0_BALPH, tr|A0A643CAX1|A0A643CAX1_BALPH, tr|A0A6A1QBU5|A0A6A1QBU5_BALPH, tr|A0A643BLB8|A0A643BLB8_BALPH, tr|A0A643BL13|A0A643BL13_BALPH, tr|A0A643BU87|A0A643BU87_BALPH, tr|A0A643C4K7|A0A643C4K7_BALPH, tr|A0A643C3J7|A0A643C3J7_BALPH, tr|A0A6A1Q7B0|A0A6A1Q7B0_BALPH
OG0000053	sp|P49312|ROA1_MOUSE	tr|A0A643BLZ0|A0A643BLZ0_BALPH, tr|A0A6A1Q8G2|A0A6A1Q8G2_BALPH
OG0000054	sp|P86048|RL10L_MOUSE	tr|A0A643BQA6|A0A643BQA6_BALPH, tr|A0A643CG20|A0A643CG20_BALPH, tr|A0A6A1QD96|A0A6A1QD96_BALPH, tr|A0A643C8R0|A0A643C8R0_BALPH, tr|A0A643C3U1|A0A643C3U1_BALPH, tr|A0A643C6X1|A0A643C6X1_BALPH, tr|A0A643C5B3|A0A643C5B3_BALPH, tr|A0A6A1QDY5|A0A6A1QDY5_BALPH, tr|A0A643C9B3|A0A643C9B3_BALPH, tr|A0A643ATI0|A0A643ATI0_BALPH, tr|A0A6A1Q8L2|A0A6A1Q8L2_BALPH, tr|A0A643C962|A0A643C962_BALPH, tr|A0A6A1QGJ8|A0A6A1QGJ8_BALPH, tr|A0A643C1V9|A0A643C1V9_BALPH, tr|A0A643C6X0|A0A643C6X0_BALPH, tr|A0A6A1Q0F5|A0A6A1Q0F5_BALPH, tr|A0A643CFF6|A0A643CFF6_BALPH, tr|A0A643C0C8|A0A643C0C8_BALPH, tr|A0A643BQ66|A0A643BQ66_BALPH, tr|A0A6A1Q560|A0A6A1Q560_BALPH, tr|A0A643CIK8|A0A643CIK8_BALPH
OG0000055	sp|Q91ZB8|MRGRD_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q91ZB5|MRGRG_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q8CIP3|MRGX1_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91WW5|MRGA1_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW4|MRGA2_MOUSE, sp|Q91ZC7|MRGA5_MOUSE	tr|A0A6A1Q943|A0A6A1Q943_BALPH
OG0000060	sp|Q5RJH3|CAD12_MOUSE	tr|A0A643C813|A0A643C813_BALPH
OG0000060	sp|P97291|CADH8_MOUSE	tr|A0A643BRS8|A0A643BRS8_BALPH
OG0000060	sp|P97326|CADH6_MOUSE	tr|A0A643CGI5|A0A643CGI5_BALPH
OG0000060	sp|P70407|CADH9_MOUSE	tr|A0A643BX61|A0A643BX61_BALPH
OG0000060	sp|P70408|CAD10_MOUSE	tr|A0A6A1QEJ8|A0A6A1QEJ8_BALPH
OG0000060	sp|Q9Z0M3|CAD20_MOUSE	tr|A0A6A1Q1S1|A0A6A1Q1S1_BALPH
OG0000060	tr|E9Q3A7|E9Q3A7_MOUSE	tr|A0A643C803|A0A643C803_BALPH, tr|A0A643C8F2|A0A643C8F2_BALPH, tr|A0A643BSH1|A0A643BSH1_BALPH, tr|A0A6A1PYU7|A0A6A1PYU7_BALPH, tr|A0A643C8H3|A0A643C8H3_BALPH
OG0000061	sp|Q6AW46|EST5A_MOUSE	tr|A0A643BXA7|A0A643BXA7_BALPH
OG0000061	sp|Q63880|EST3A_MOUSE, sp|Q8VCU1|EST3B_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|E9PV38|E9PV38_MOUSE, sp|Q8BK48|EST2E_MOUSE, sp|Q8QZR3|EST2A_MOUSE, tr|Q08ED5|Q08ED5_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE, sp|Q8R0W5|EST4A_MOUSE, sp|Q64176|EST1E_MOUSE, sp|Q91WU0|EST1F_MOUSE, tr|D3Z298|D3Z298_MOUSE, tr|E9PYP1|E9PYP1_MOUSE, sp|Q8VCC2|EST1_MOUSE, sp|Q8VCT4|EST1D_MOUSE, sp|P23953|EST1C_MOUSE, tr|D3Z5G7|D3Z5G7_MOUSE	tr|A0A643BMH8|A0A643BMH8_BALPH
OG0000064	sp|P29341|PABP1_MOUSE	tr|A0A643CGN1|A0A643CGN1_BALPH
OG0000064	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A643C5K5|A0A643C5K5_BALPH
OG0000064	tr|Q8C7D3|Q8C7D3_MOUSE	tr|A0A643BLC4|A0A643BLC4_BALPH, tr|A0A643C356|A0A643C356_BALPH, tr|A0A643BK89|A0A643BK89_BALPH, tr|A0A6A1Q0M5|A0A6A1Q0M5_BALPH, tr|A0A643BUT4|A0A643BUT4_BALPH
OG0000064	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A6A1Q7W7|A0A6A1Q7W7_BALPH, tr|A0A6A1QC95|A0A6A1QC95_BALPH, tr|A0A6A1QHI6|A0A6A1QHI6_BALPH, tr|A0A6A1Q685|A0A6A1Q685_BALPH, tr|A0A6A1QGR6|A0A6A1QGR6_BALPH, tr|A0A6A1QFQ0|A0A6A1QFQ0_BALPH, tr|A0A6A1QH57|A0A6A1QH57_BALPH
OG0000065	sp|Q8K0Y2|KT33A_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q9D646|KRT34_MOUSE	tr|A0A643BQX9|A0A643BQX9_BALPH
OG0000065	sp|Q6IFX3|K1C40_MOUSE, sp|Q62168|K1H2_MOUSE, sp|Q497I4|KRT35_MOUSE, sp|B1AQ75|KRT36_MOUSE, sp|Q6IFX2|K1C42_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q9Z2K1|K1C16_MOUSE, sp|Q9QWL7|K1C17_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q6RHW0|K1C9_MOUSE, sp|Q9D312|K1C20_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q6IFX4|K1C39_MOUSE	tr|A0A643CEI0|A0A643CEI0_BALPH
OG0000066	sp|P54761|EPHB4_MOUSE	tr|A0A643CDD1|A0A643CDD1_BALPH
OG0000066	sp|Q03145|EPHA2_MOUSE	tr|A0A6A1Q511|A0A6A1Q511_BALPH
OG0000066	sp|Q61772|EPHA7_MOUSE	tr|A0A643CG41|A0A643CG41_BALPH
OG0000066	sp|Q8BYG9|EPHAA_MOUSE	tr|A0A6A1QGZ9|A0A6A1QGZ9_BALPH
OG0000066	sp|Q60629|EPHA5_MOUSE	tr|A0A643CGG8|A0A643CGG8_BALPH
OG0000066	sp|P29319|EPHA3_MOUSE, sp|Q62413|EPHA6_MOUSE	tr|A0A643CK78|A0A643CK78_BALPH
OG0000066	sp|P54754|EPHB3_MOUSE, sp|Q8CBF3|EPHB1_MOUSE, sp|P54763|EPHB2_MOUSE	tr|A0A6A1Q5X1|A0A6A1Q5X1_BALPH
OG0000067	tr|E9PVR6|E9PVR6_MOUSE, sp|Q8VIC6|V1R51_MOUSE, sp|Q8VBS7|V1R42_MOUSE, sp|Q8VIC9|V1R43_MOUSE, sp|Q8VIC7|V1R45_MOUSE, sp|Q8R2E6|V1A11_MOUSE, sp|Q9EQ51|V1R47_MOUSE, sp|Q9EQ52|V1R48_MOUSE, sp|Q9EQ48|VN1A8_MOUSE, sp|Q9EP79|V1R52_MOUSE, sp|Q9EPB8|V1R54_MOUSE, sp|Q9EQ45|V1R46_MOUSE, sp|Q9EP93|V1R53_MOUSE, sp|Q9EQ47|V1R44_MOUSE, sp|Q9EP51|V1R50_MOUSE, sp|Q9WUF1|V1R49_MOUSE, sp|Q9EQ46|V1R40_MOUSE, tr|A0A494BA90|A0A494BA90_MOUSE, sp|Q9EQ44|V1R41_MOUSE	tr|A0A643BLW9|A0A643BLW9_BALPH
OG0000070	sp|P17156|HSP72_MOUSE	tr|A0A6A1Q2N0|A0A6A1Q2N0_BALPH
OG0000070	sp|P20029|BIP_MOUSE	tr|A0A643CCD1|A0A643CCD1_BALPH, tr|A0A643CD20|A0A643CD20_BALPH, tr|A0A643BZ69|A0A643BZ69_BALPH, tr|A0A643CBQ5|A0A643CBQ5_BALPH, tr|A0A643BZU6|A0A643BZU6_BALPH, tr|A0A6A1QI80|A0A6A1QI80_BALPH, tr|A0A643CHZ1|A0A643CHZ1_BALPH, tr|A0A643C0R0|A0A643C0R0_BALPH, tr|A0A6A1PZA1|A0A6A1PZA1_BALPH, tr|A0A6A1Q9J5|A0A6A1Q9J5_BALPH, tr|A0A643BMG6|A0A643BMG6_BALPH, tr|A0A643CH61|A0A643CH61_BALPH, tr|A0A6A1QJ79|A0A6A1QJ79_BALPH, tr|A0A643BZL6|A0A643BZL6_BALPH, tr|A0A643C9H2|A0A643C9H2_BALPH, tr|A0A6A1QGN1|A0A6A1QGN1_BALPH
OG0000071	sp|Q9QYN3|KLK11_MOUSE, tr|Q32M27|Q32M27_MOUSE, sp|Q61955|KLK8_MOUSE, sp|Q61759|K1B21_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|P15946|K1B11_MOUSE, sp|P15948|K1B22_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P36369|K1B26_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE	tr|A0A643C9C6|A0A643C9C6_BALPH
OG0000072	tr|Q792Z1|Q792Z1_MOUSE, tr|Q792Z0|Q792Z0_MOUSE, tr|Q792Y8|Q792Y8_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE, sp|P07146|TRY2_MOUSE, tr|F6R7E8|F6R7E8_MOUSE, tr|Q9CPN7|Q9CPN7_MOUSE, tr|Q9CPN9|Q9CPN9_MOUSE, sp|Q9Z0M1|KLK4_MOUSE, tr|Q9D140|Q9D140_MOUSE, sp|Q91VE3|KLK7_MOUSE, tr|Q8CGR6|Q8CGR6_MOUSE, tr|Q8CGR4|Q8CGR4_MOUSE, tr|Q99M20|Q99M20_MOUSE, tr|B2RVZ0|B2RVZ0_MOUSE	tr|A0A6A1QBX7|A0A6A1QBX7_BALPH
OG0000073	tr|A0A140T8M9|A0A140T8M9_MOUSE, tr|A0A0B4J1I0|A0A0B4J1I0_MOUSE, tr|A0A140T8M0|A0A140T8M0_MOUSE, sp|P01631|KV2A7_MOUSE, tr|A0A140T8N1|A0A140T8N1_MOUSE, tr|A0A075B5K8|A0A075B5K8_MOUSE, tr|A0A0B4J1H7|A0A0B4J1H7_MOUSE, tr|A0A0B4J1H8|A0A0B4J1H8_MOUSE, tr|A0A0B4J1H9|A0A0B4J1H9_MOUSE, tr|A0A140T8M8|A0A140T8M8_MOUSE, tr|A0A075B5N0|A0A075B5N0_MOUSE, sp|P01627|KV2A2_MOUSE, tr|A0A0B4J1H6|A0A0B4J1H6_MOUSE, tr|A0A075B5J6|A0A075B5J6_MOUSE, tr|A0A075B5K6|A0A075B5K6_MOUSE, sp|P01630|KV2A6_MOUSE, sp|P01629|KV2A4_MOUSE, sp|P03976|KV2A5_MOUSE	tr|A0A643BME7|A0A643BME7_BALPH
OG0000076	tr|A2AMW4|A2AMW4_MOUSE	tr|A0A643BLK7|A0A643BLK7_BALPH
OG0000076	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A643C793|A0A643C793_BALPH, tr|A0A643BPR4|A0A643BPR4_BALPH, tr|A0A6A1Q638|A0A6A1Q638_BALPH, tr|A0A6A1Q400|A0A6A1Q400_BALPH, tr|A0A643CFE3|A0A643CFE3_BALPH, tr|A0A6A1QDC0|A0A6A1QDC0_BALPH, tr|A0A643BYE3|A0A643BYE3_BALPH, tr|A0A6A1Q4D2|A0A6A1Q4D2_BALPH, tr|A0A643BM11|A0A643BM11_BALPH, tr|A0A6A1Q8L3|A0A6A1Q8L3_BALPH, tr|A0A643BYX7|A0A643BYX7_BALPH, tr|A0A643BMN4|A0A643BMN4_BALPH, tr|A0A643C0G2|A0A643C0G2_BALPH, tr|A0A643BNX8|A0A643BNX8_BALPH, tr|A0A643BLZ6|A0A643BLZ6_BALPH
OG0000077	sp|P17742|PPIA_MOUSE	tr|A0A643C2W2|A0A643C2W2_BALPH, tr|A0A6A1Q7S7|A0A6A1Q7S7_BALPH, tr|A0A643BZ28|A0A643BZ28_BALPH, tr|A0A6A1QKT9|A0A6A1QKT9_BALPH, tr|A0A6A1Q3V5|A0A6A1Q3V5_BALPH, tr|A0A6A1Q8Y8|A0A6A1Q8Y8_BALPH, tr|A0A643BRX9|A0A643BRX9_BALPH, tr|A0A6A1QAY6|A0A6A1QAY6_BALPH
OG0000077	sp|Q99KR7|PPIF_MOUSE	tr|A0A6A1Q0G0|A0A6A1Q0G0_BALPH, tr|A0A6A1Q4G2|A0A6A1Q4G2_BALPH, tr|A0A643C944|A0A643C944_BALPH, tr|A0A6A1QLB5|A0A6A1QLB5_BALPH, tr|A0A6A1QHC7|A0A6A1QHC7_BALPH, tr|A0A643C3F2|A0A643C3F2_BALPH, tr|A0A6A1QA46|A0A6A1QA46_BALPH, tr|A0A643C3Q9|A0A643C3Q9_BALPH
OG0000078	sp|P05480|SRC_MOUSE	tr|A0A643CG06|A0A643CG06_BALPH
OG0000078	sp|Q04736|YES_MOUSE	tr|A0A643CIF6|A0A643CIF6_BALPH
OG0000078	sp|P39688|FYN_MOUSE	tr|A0A643BNZ5|A0A643BNZ5_BALPH
OG0000078	sp|P14234|FGR_MOUSE	tr|A0A643C017|A0A643C017_BALPH
OG0000078	sp|P16277|BLK_MOUSE	tr|A0A6A1PXX8|A0A6A1PXX8_BALPH
OG0000078	sp|P25911|LYN_MOUSE	tr|A0A643C960|A0A643C960_BALPH
OG0000078	sp|P08103|HCK_MOUSE	tr|A0A6A1PZW0|A0A6A1PZW0_BALPH
OG0000079	tr|A0A140T8P8|A0A140T8P8_MOUSE, tr|A0A0A6YYE2|A0A0A6YYE2_MOUSE, tr|A0A0A6YYE3|A0A0A6YYE3_MOUSE, tr|A0A0B4J1H3|A0A0B4J1H3_MOUSE, sp|P06320|TVB7_MOUSE, tr|A0A140T8L9|A0A140T8L9_MOUSE, tr|A0A075B5J0|A0A075B5J0_MOUSE, sp|P01734|TVB1_MOUSE, tr|A0A075B5I9|A0A075B5I9_MOUSE, tr|A0A075B5I8|A0A075B5I8_MOUSE, tr|A0A0B4J1H0|A0A0B4J1H0_MOUSE, tr|A0A0B4J1H1|A0A0B4J1H1_MOUSE, tr|A0A0B4J1G9|A0A0B4J1G9_MOUSE, sp|P01735|TVB86_MOUSE, sp|P06321|TVB8_MOUSE, tr|A0A075B5I2|A0A075B5I2_MOUSE, tr|A0A0B4J1G8|A0A0B4J1G8_MOUSE	tr|A0A6A1Q7N5|A0A6A1Q7N5_BALPH
OG0000083	sp|Q61923|KCNA6_MOUSE	tr|A0A643BN87|A0A643BN87_BALPH
OG0000083	sp|Q61762|KCNA5_MOUSE	tr|A0A643BP62|A0A643BP62_BALPH
OG0000083	sp|Q17ST2|KCNA7_MOUSE	tr|A0A6A1PXA6|A0A6A1PXA6_BALPH, tr|A0A643BNU8|A0A643BNU8_BALPH
OG0000083	sp|B2RQA1|KCA10_MOUSE	tr|A0A643C0S3|A0A643C0S3_BALPH
OG0000083	sp|Q61423|KCNA4_MOUSE	tr|A0A643CC97|A0A643CC97_BALPH
OG0000083	sp|P63141|KCNA2_MOUSE	tr|A0A643C231|A0A643C231_BALPH
OG0000083	sp|P16388|KCNA1_MOUSE	tr|A0A643C102|A0A643C102_BALPH, tr|A0A643BN54|A0A643BN54_BALPH
OG0000084	sp|O54750|CP2J6_MOUSE, sp|O54749|CP2J5_MOUSE, tr|Q3UNV4|Q3UNV4_MOUSE, tr|G3UXT0|G3UXT0_MOUSE, tr|A0A140T8U1|A0A140T8U1_MOUSE, sp|Q8CIM7|CP2DQ_MOUSE, tr|L7N463|L7N463_MOUSE, sp|P24457|CP2DB_MOUSE, tr|Q8BVD2|Q8BVD2_MOUSE, sp|P11714|CP2D9_MOUSE, tr|Q6P8N9|Q6P8N9_MOUSE, tr|Q9JKY7|Q9JKY7_MOUSE, sp|P24456|CP2DA_MOUSE, tr|Q3UNV2|Q3UNV2_MOUSE, tr|G3UZ38|G3UZ38_MOUSE, tr|Q924D1|Q924D1_MOUSE	tr|A0A643CF30|A0A643CF30_BALPH
OG0000085	sp|P21844|CMA1_MOUSE, sp|P43430|MCPT8_MOUSE, tr|Q920S1|Q920S1_MOUSE, sp|P08884|GRAE_MOUSE, sp|P11033|GRAD_MOUSE, sp|P13366|GRAG_MOUSE, sp|P08883|GRAF_MOUSE, sp|P04187|GRAB_MOUSE, sp|P08882|GRAC_MOUSE, sp|P28293|CATG_MOUSE, sp|P15119|MCPT2_MOUSE, sp|P21812|MCPT4_MOUSE, sp|O35164|MCPT9_MOUSE, sp|Q00356|MCPTX_MOUSE, tr|Q91VB1|Q91VB1_MOUSE, sp|P11034|MCPT1_MOUSE	tr|A0A643BTK0|A0A643BTK0_BALPH
