Orthogroup	Mus_musculus	Trichechus_manatus_latirostris
OG0000037	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A2Y9FVT9|A0A2Y9FVT9_TRIMA, tr|A0A2Y9S281|A0A2Y9S281_TRIMA, tr|A0A2Y9ED99|A0A2Y9ED99_TRIMA, tr|A0A2Y9EDN0|A0A2Y9EDN0_TRIMA
OG0000038	tr|A0A0B4J1H1|A0A0B4J1H1_MOUSE, tr|A0A0B4J1H0|A0A0B4J1H0_MOUSE	tr|A0A2Y9RE44|A0A2Y9RE44_TRIMA
OG0000038	tr|A0A075B5I9|A0A075B5I9_MOUSE, sp|P01734|TVB1_MOUSE, tr|A0A075B5J0|A0A075B5J0_MOUSE, tr|A0A075B5I8|A0A075B5I8_MOUSE, tr|A0A0B4J1G8|A0A0B4J1G8_MOUSE, sp|P01735|TVB86_MOUSE, sp|P06321|TVB8_MOUSE, tr|A0A0B4J1G9|A0A0B4J1G9_MOUSE, tr|A0A075B5I2|A0A075B5I2_MOUSE, tr|A0A140T8P8|A0A140T8P8_MOUSE, tr|A0A0B4J1H2|A0A0B4J1H2_MOUSE, sp|P04213|TVB5_MOUSE, tr|A0A140T8N6|A0A140T8N6_MOUSE, tr|A0A075B5I3|A0A075B5I3_MOUSE, sp|P01736|TVB3_MOUSE, tr|A0A0G2LB96|A0A0G2LB96_MOUSE, tr|A0A0B4J1H4|A0A0B4J1H4_MOUSE, sp|P04212|TVB4_MOUSE, tr|A0A0A6YYE2|A0A0A6YYE2_MOUSE, tr|A0A0A6YYE3|A0A0A6YYE3_MOUSE, tr|A0A0B4J1H3|A0A0B4J1H3_MOUSE, sp|P06320|TVB7_MOUSE, tr|A0A140T8L9|A0A140T8L9_MOUSE	tr|A0A2Y9RMD0|A0A2Y9RMD0_TRIMA
OG0000041	tr|A2ATA0|A2ATA0_MOUSE	tr|A0A2Y9E9W5|A0A2Y9E9W5_TRIMA, tr|A0A2Y9E981|A0A2Y9E981_TRIMA, tr|A0A2Y9ECE1|A0A2Y9ECE1_TRIMA, tr|A0A2Y9E9Z1|A0A2Y9E9Z1_TRIMA, tr|A0A2Y9EBZ6|A0A2Y9EBZ6_TRIMA, tr|A0A2Y9E9S8|A0A2Y9E9S8_TRIMA, tr|A0A2Y9ECU3|A0A2Y9ECU3_TRIMA, tr|A0A2Y9ED73|A0A2Y9ED73_TRIMA, tr|A0A2Y9G3P1|A0A2Y9G3P1_TRIMA, tr|A0A2Y9E943|A0A2Y9E943_TRIMA, tr|A0A2Y9E938|A0A2Y9E938_TRIMA, tr|A0A2Y9E9Y6|A0A2Y9E9Y6_TRIMA, tr|A0A2Y9E8G3|A0A2Y9E8G3_TRIMA, tr|A0A2Y9RWD2|A0A2Y9RWD2_TRIMA, tr|A0A2Y9RZE2|A0A2Y9RZE2_TRIMA, tr|A0A2Y9EBM9|A0A2Y9EBM9_TRIMA, tr|A0A2Y9E8T4|A0A2Y9E8T4_TRIMA, tr|A0A2Y9ED83|A0A2Y9ED83_TRIMA, tr|A0A2Y9E9S2|A0A2Y9E9S2_TRIMA, tr|A0A2Y9E8S9|A0A2Y9E8S9_TRIMA, tr|A0A2Y9EA23|A0A2Y9EA23_TRIMA, tr|A0A2Y9E8X3|A0A2Y9E8X3_TRIMA, tr|A0A2Y9S380|A0A2Y9S380_TRIMA, tr|A0A2Y9E976|A0A2Y9E976_TRIMA
OG0000043	sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE4|H2A1E_MOUSE	tr|A0A2Y9DZ15|A0A2Y9DZ15_TRIMA
OG0000043	sp|Q8R1M2|H2AJ_MOUSE	tr|A0A2Y9QQD3|A0A2Y9QQD3_TRIMA, tr|A0A2Y9RYJ0|A0A2Y9RYJ0_TRIMA, tr|A0A2Y9E533|A0A2Y9E533_TRIMA, tr|A0A2Y9EAP1|A0A2Y9EAP1_TRIMA, tr|A0A2Y9E6L9|A0A2Y9E6L9_TRIMA
OG0000043	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A2Y9E628|A0A2Y9E628_TRIMA
OG0000043	sp|Q8BFU2|H2A3_MOUSE	tr|A0A2Y9RKM4|A0A2Y9RKM4_TRIMA, tr|A0A2Y9E101|A0A2Y9E101_TRIMA, tr|A0A2Y9E0S0|A0A2Y9E0S0_TRIMA, tr|A0A2Y9RK30|A0A2Y9RK30_TRIMA
OG0000047	tr|E9Q7P5|E9Q7P5_MOUSE	tr|A0A2Y9E8L5|A0A2Y9E8L5_TRIMA
OG0000047	tr|Q8VGX6|Q8VGX6_MOUSE	tr|A0A2Y9G196|A0A2Y9G196_TRIMA
OG0000047	tr|Q8VH14|Q8VH14_MOUSE, tr|Q8VGX7|Q8VGX7_MOUSE	tr|A0A2Y9ECX9|A0A2Y9ECX9_TRIMA
OG0000047	tr|A0A1B0GSU5|A0A1B0GSU5_MOUSE, tr|E9Q598|E9Q598_MOUSE, tr|L7N462|L7N462_MOUSE, tr|K7N609|K7N609_MOUSE, tr|E9Q4X7|E9Q4X7_MOUSE, tr|A0A1B0GSZ2|A0A1B0GSZ2_MOUSE, tr|E9PYB4|E9PYB4_MOUSE, tr|Q8VGZ8|Q8VGZ8_MOUSE, tr|Q9EQQ7|Q9EQQ7_MOUSE, tr|K7N6B1|K7N6B1_MOUSE, tr|Q8VH20|Q8VH20_MOUSE	tr|A0A2Y9G1J3|A0A2Y9G1J3_TRIMA
OG0000048	tr|Q8VGE3|Q8VGE3_MOUSE, sp|Q60893|OL151_MOUSE	tr|A0A2Y9DR03|A0A2Y9DR03_TRIMA, tr|A0A2Y9DRS2|A0A2Y9DRS2_TRIMA
OG0000048	tr|Q8VH09|Q8VH09_MOUSE	tr|A0A2Y9G1H9|A0A2Y9G1H9_TRIMA, tr|A0A2Y9G4K1|A0A2Y9G4K1_TRIMA, tr|A0A2Y9EDI4|A0A2Y9EDI4_TRIMA, tr|A0A2Y9R5L8|A0A2Y9R5L8_TRIMA, tr|A0A2Y9ECP0|A0A2Y9ECP0_TRIMA, tr|A0A2Y9DSG0|A0A2Y9DSG0_TRIMA, tr|A0A2Y9DR67|A0A2Y9DR67_TRIMA, tr|A0A2Y9FXU8|A0A2Y9FXU8_TRIMA, tr|A0A2Y9DQW4|A0A2Y9DQW4_TRIMA, tr|A0A2Y9DR58|A0A2Y9DR58_TRIMA, tr|A0A2Y9FXU3|A0A2Y9FXU3_TRIMA, tr|A0A2Y9ECN6|A0A2Y9ECN6_TRIMA, tr|A0A2Y9G2I0|A0A2Y9G2I0_TRIMA, tr|A0A2Y9EDH1|A0A2Y9EDH1_TRIMA, tr|A0A2Y9ED22|A0A2Y9ED22_TRIMA, tr|A0A2Y9QQJ1|A0A2Y9QQJ1_TRIMA, tr|A0A2Y9ECH3|A0A2Y9ECH3_TRIMA, tr|A0A2Y9QQJ7|A0A2Y9QQJ7_TRIMA
OG0000049	tr|Q7TNK4|Q7TNK4_MOUSE	tr|A0A2Y9R9S8|A0A2Y9R9S8_TRIMA, tr|A0A2Y9FYB5|A0A2Y9FYB5_TRIMA
OG0000049	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A2Y9G0J4|A0A2Y9G0J4_TRIMA, tr|A0A2Y9RQ90|A0A2Y9RQ90_TRIMA
OG0000049	sp|Q5RJ54|ZSC26_MOUSE	tr|A0A2Y9EC59|A0A2Y9EC59_TRIMA, tr|A0A2Y9FYA5|A0A2Y9FYA5_TRIMA, tr|A0A2Y9QR80|A0A2Y9QR80_TRIMA, tr|A0A2Y9G0C8|A0A2Y9G0C8_TRIMA, tr|A0A2Y9E8V4|A0A2Y9E8V4_TRIMA, tr|A0A2Y9E621|A0A2Y9E621_TRIMA
OG0000049	sp|Q91VN1|ZNF24_MOUSE	tr|A0A2Y9RQ95|A0A2Y9RQ95_TRIMA, tr|A0A2Y9E4L5|A0A2Y9E4L5_TRIMA, tr|A0A2Y9RU83|A0A2Y9RU83_TRIMA, tr|A0A2Y9E637|A0A2Y9E637_TRIMA, tr|A0A2Y9RCK4|A0A2Y9RCK4_TRIMA
OG0000054	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A2Y9E1W0|A0A2Y9E1W0_TRIMA
OG0000054	sp|P10853|H2B1F_MOUSE	tr|A0A2Y9RQA2|A0A2Y9RQA2_TRIMA
OG0000054	sp|Q8CGP2|H2B1P_MOUSE	tr|A0A2Y9E4W4|A0A2Y9E4W4_TRIMA
OG0000054	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A2Y9DZN2|A0A2Y9DZN2_TRIMA, tr|A0A2Y9RQE5|A0A2Y9RQE5_TRIMA
OG0000054	sp|Q64525|H2B2B_MOUSE	tr|A0A2Y9RKN0|A0A2Y9RKN0_TRIMA, tr|A0A2Y9E9T8|A0A2Y9E9T8_TRIMA
OG0000054	sp|P10854|H2B1M_MOUSE	tr|A0A2Y9E6H3|A0A2Y9E6H3_TRIMA, tr|A0A2Y9G464|A0A2Y9G464_TRIMA, tr|A0A2Y9RFS3|A0A2Y9RFS3_TRIMA, tr|A0A2Y9RRC3|A0A2Y9RRC3_TRIMA
OG0000055	tr|Q5NC45|Q5NC45_MOUSE	tr|A0A2Y9FZP8|A0A2Y9FZP8_TRIMA
OG0000055	sp|Q8VGD6|OLF56_MOUSE	tr|A0A2Y9G486|A0A2Y9G486_TRIMA
OG0000055	tr|Q7TQS8|Q7TQS8_MOUSE	tr|A0A2Y9E6Q7|A0A2Y9E6Q7_TRIMA, tr|A0A2Y9E547|A0A2Y9E547_TRIMA, tr|A0A2Y9E4V9|A0A2Y9E4V9_TRIMA
OG0000060	tr|Q7TS17|Q7TS17_MOUSE	tr|A0A2Y9G4L5|A0A2Y9G4L5_TRIMA, tr|A0A2Y9RXC3|A0A2Y9RXC3_TRIMA, tr|A0A2Y9E7J3|A0A2Y9E7J3_TRIMA, tr|A0A2Y9RUE0|A0A2Y9RUE0_TRIMA, tr|A0A2Y9FZP7|A0A2Y9FZP7_TRIMA, tr|A0A2Y9E1J2|A0A2Y9E1J2_TRIMA, tr|A0A2Y9E011|A0A2Y9E011_TRIMA, tr|A0A2Y9E8M3|A0A2Y9E8M3_TRIMA, tr|A0A2Y9E794|A0A2Y9E794_TRIMA, tr|A0A2Y9E787|A0A2Y9E787_TRIMA, tr|A0A2Y9E708|A0A2Y9E708_TRIMA, tr|A0A2Y9E015|A0A2Y9E015_TRIMA, tr|A0A2Y9E1J7|A0A2Y9E1J7_TRIMA, tr|A0A2Y9G398|A0A2Y9G398_TRIMA, tr|A0A2Y9E8E0|A0A2Y9E8E0_TRIMA
OG0000060	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A2Y9E0P9|A0A2Y9E0P9_TRIMA
OG0000060	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A2Y9E082|A0A2Y9E082_TRIMA, tr|A0A2Y9E217|A0A2Y9E217_TRIMA
OG0000063	sp|Q0VAW7|ZN112_MOUSE	tr|A0A2Y9S320|A0A2Y9S320_TRIMA, tr|A0A2Y9S280|A0A2Y9S280_TRIMA, tr|A0A2Y9RUB0|A0A2Y9RUB0_TRIMA, tr|A0A2Y9RUA5|A0A2Y9RUA5_TRIMA, tr|A0A2Y9S308|A0A2Y9S308_TRIMA, tr|A0A2Y9RV64|A0A2Y9RV64_TRIMA, tr|A0A2Y9E9C3|A0A2Y9E9C3_TRIMA, tr|A0A2Y9G3G7|A0A2Y9G3G7_TRIMA, tr|A0A2Y9RV73|A0A2Y9RV73_TRIMA, tr|A0A2Y9E9M7|A0A2Y9E9M7_TRIMA, tr|A0A2Y9QD81|A0A2Y9QD81_TRIMA, tr|A0A2Y9G166|A0A2Y9G166_TRIMA, tr|A0A2Y9G3G3|A0A2Y9G3G3_TRIMA, tr|A0A2Y9RV92|A0A2Y9RV92_TRIMA, tr|A0A2Y9RUC8|A0A2Y9RUC8_TRIMA, tr|A0A2Y9G1G0|A0A2Y9G1G0_TRIMA, tr|A0A2Y9RY84|A0A2Y9RY84_TRIMA, tr|A0A2Y9RY92|A0A2Y9RY92_TRIMA, tr|A0A2Y9E813|A0A2Y9E813_TRIMA
OG0000066	sp|P63268|ACTH_MOUSE	tr|A0A2Y9D7T4|A0A2Y9D7T4_TRIMA
OG0000066	sp|P62737|ACTA_MOUSE	tr|A0A2Y9RMC8|A0A2Y9RMC8_TRIMA
OG0000066	sp|P68033|ACTC_MOUSE	tr|A0A2Y9DUJ3|A0A2Y9DUJ3_TRIMA
OG0000066	sp|P68134|ACTS_MOUSE	tr|A0A2Y9E0P7|A0A2Y9E0P7_TRIMA
OG0000066	sp|P63260|ACTG_MOUSE	tr|A0A2Y9DHB2|A0A2Y9DHB2_TRIMA
OG0000066	sp|P60710|ACTB_MOUSE	tr|A0A2Y9DTI0|A0A2Y9DTI0_TRIMA
OG0000066	sp|Q8BFZ3|ACTBL_MOUSE	tr|A0A2Y9DU09|A0A2Y9DU09_TRIMA
OG0000066	tr|D3YYH9|D3YYH9_MOUSE	tr|A0A2Y9DZE6|A0A2Y9DZE6_TRIMA
OG0000066	sp|P61161|ARP2_MOUSE	tr|A0A2Y9DMG0|A0A2Y9DMG0_TRIMA, tr|A0A2Y9G0C5|A0A2Y9G0C5_TRIMA
OG0000067	tr|A2ASV3|A2ASV3_MOUSE	tr|A0A2Y9E9Y4|A0A2Y9E9Y4_TRIMA
OG0000067	sp|Q62007|OLF16_MOUSE	tr|A0A2Y9G1V7|A0A2Y9G1V7_TRIMA, tr|A0A2Y9G460|A0A2Y9G460_TRIMA, tr|A0A2Y9G289|A0A2Y9G289_TRIMA, tr|A0A2Y9G5E6|A0A2Y9G5E6_TRIMA
OG0000067	tr|E9Q848|E9Q848_MOUSE	tr|A0A2Y9QQQ4|A0A2Y9QQQ4_TRIMA, tr|A0A2Y9EC24|A0A2Y9EC24_TRIMA, tr|A0A2Y9EBX4|A0A2Y9EBX4_TRIMA, tr|A0A2Y9ECQ9|A0A2Y9ECQ9_TRIMA, tr|A0A2Y9QJB9|A0A2Y9QJB9_TRIMA, tr|A0A2Y9QJC4|A0A2Y9QJC4_TRIMA, tr|A0A2Y9EDA4|A0A2Y9EDA4_TRIMA, tr|A0A2Y9QE76|A0A2Y9QE76_TRIMA
OG0000067	tr|Q8VFP0|Q8VFP0_MOUSE	tr|A0A2Y9E9V8|A0A2Y9E9V8_TRIMA, tr|A0A2Y9E4R6|A0A2Y9E4R6_TRIMA
OG0000074	tr|Q8VG58|Q8VG58_MOUSE, tr|A2AV11|A2AV11_MOUSE	tr|A0A2Y9G0T7|A0A2Y9G0T7_TRIMA, tr|A0A2Y9G256|A0A2Y9G256_TRIMA
OG0000074	sp|Q60878|OL140_MOUSE	tr|A0A2Y9E7B5|A0A2Y9E7B5_TRIMA
OG0000074	tr|Q9R0K2|Q9R0K2_MOUSE	tr|A0A2Y9E635|A0A2Y9E635_TRIMA, tr|A0A2Y9G126|A0A2Y9G126_TRIMA
OG0000074	tr|Q8VGN9|Q8VGN9_MOUSE	tr|A0A2Y9G323|A0A2Y9G323_TRIMA, tr|A0A2Y9E7L6|A0A2Y9E7L6_TRIMA, tr|A0A2Y9G4F4|A0A2Y9G4F4_TRIMA, tr|A0A2Y9G0P8|A0A2Y9G0P8_TRIMA, tr|A0A2Y9G334|A0A2Y9G334_TRIMA, tr|A0A2Y9RSN8|A0A2Y9RSN8_TRIMA, tr|A0A2Y9G116|A0A2Y9G116_TRIMA, tr|A0A2Y9E7C3|A0A2Y9E7C3_TRIMA
OG0000075	tr|Q91Y08|Q91Y08_MOUSE	tr|A0A2Y9DV80|A0A2Y9DV80_TRIMA, tr|A0A2Y9EDN6|A0A2Y9EDN6_TRIMA, tr|A0A2Y9DUA5|A0A2Y9DUA5_TRIMA, tr|A0A2Y9DUB1|A0A2Y9DUB1_TRIMA, tr|A0A2Y9RD20|A0A2Y9RD20_TRIMA, tr|A0A2Y9DVF6|A0A2Y9DVF6_TRIMA, tr|A0A2Y9DU56|A0A2Y9DU56_TRIMA, tr|A0A2Y9DTY8|A0A2Y9DTY8_TRIMA, tr|A0A2Y9ED81|A0A2Y9ED81_TRIMA, tr|A0A2Y9FY57|A0A2Y9FY57_TRIMA, tr|A0A2Y9DUD9|A0A2Y9DUD9_TRIMA, tr|A0A2Y9RCR0|A0A2Y9RCR0_TRIMA, tr|A0A2Y9DVB1|A0A2Y9DVB1_TRIMA, tr|A0A2Y9ECB6|A0A2Y9ECB6_TRIMA, tr|A0A2Y9EBW8|A0A2Y9EBW8_TRIMA, tr|A0A2Y9DU18|A0A2Y9DU18_TRIMA, tr|A0A2Y9DV79|A0A2Y9DV79_TRIMA
OG0000076	sp|Q9QXE5|TSSP_MOUSE	tr|A0A2Y9E6K2|A0A2Y9E6K2_TRIMA, tr|A0A2Y9RL65|A0A2Y9RL65_TRIMA, tr|A0A2Y9R0G5|A0A2Y9R0G5_TRIMA, tr|A0A2Y9QY15|A0A2Y9QY15_TRIMA, tr|A0A2Y9QUC4|A0A2Y9QUC4_TRIMA, tr|A0A2Y9R5K7|A0A2Y9R5K7_TRIMA, tr|A0A2Y9R0G1|A0A2Y9R0G1_TRIMA, tr|A0A2Y9QY10|A0A2Y9QY10_TRIMA, tr|A0A2Y9FWS7|A0A2Y9FWS7_TRIMA, tr|A0A2Y9RVA0|A0A2Y9RVA0_TRIMA, tr|A0A2Y9RQD7|A0A2Y9RQD7_TRIMA, tr|A0A2Y9RW61|A0A2Y9RW61_TRIMA, tr|A0A2Y9RN42|A0A2Y9RN42_TRIMA, tr|A0A2Y9RL71|A0A2Y9RL71_TRIMA, tr|A0A2Y9R0G8|A0A2Y9R0G8_TRIMA, tr|A0A2Y9FX29|A0A2Y9FX29_TRIMA, tr|A0A2Y9R5Z9|A0A2Y9R5Z9_TRIMA
OG0000081	sp|Q8BMJ3|IF1AX_MOUSE, sp|Q60872|IF1A_MOUSE, tr|F6YNI8|F6YNI8_MOUSE, tr|J3QNT6|J3QNT6_MOUSE, tr|Q3TQZ4|Q3TQZ4_MOUSE, tr|Q8BX20|Q8BX20_MOUSE, tr|J3QP87|J3QP87_MOUSE, tr|J3QQ02|J3QQ02_MOUSE, tr|A0A1Y7VJE9|A0A1Y7VJE9_MOUSE, tr|A0A1Y7VK80|A0A1Y7VK80_MOUSE, tr|Q3UTA4|Q3UTA4_MOUSE, tr|Q3UT53|Q3UT53_MOUSE, tr|J3QMW5|J3QMW5_MOUSE, tr|J3QPI8|J3QPI8_MOUSE, tr|A0A1Y7VLT7|A0A1Y7VLT7_MOUSE, tr|A0A1Y7VNG9|A0A1Y7VNG9_MOUSE	tr|A0A2Y9RHM6|A0A2Y9RHM6_TRIMA
OG0000082	tr|A0A8I4SYN6|A0A8I4SYN6_MOUSE	tr|A0A2Y9RSC0|A0A2Y9RSC0_TRIMA
OG0000082	sp|P84228|H32_MOUSE	tr|A0A2Y9QF91|A0A2Y9QF91_TRIMA, tr|A0A2Y9E992|A0A2Y9E992_TRIMA
OG0000082	sp|P84244|H33_MOUSE	tr|A0A2Y9E0I0|A0A2Y9E0I0_TRIMA, tr|A0A2Y9E0R0|A0A2Y9E0R0_TRIMA, tr|A0A2Y9G0S0|A0A2Y9G0S0_TRIMA, tr|A0A2Y9DSL4|A0A2Y9DSL4_TRIMA, tr|A0A2Y9DGJ6|A0A2Y9DGJ6_TRIMA, tr|A0A2Y9FY35|A0A2Y9FY35_TRIMA, tr|A0A2Y9FX53|A0A2Y9FX53_TRIMA, tr|A0A2Y9RAG0|A0A2Y9RAG0_TRIMA
OG0000082	sp|P68433|H31_MOUSE	tr|A0A2Y9RQC5|A0A2Y9RQC5_TRIMA, tr|A0A2Y9RKN3|A0A2Y9RKN3_TRIMA
OG0000086	sp|Q61759|K1B21_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|P15946|K1B11_MOUSE, sp|P15948|K1B22_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P04071|K1B16_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE	tr|A0A2Y9DVG3|A0A2Y9DVG3_TRIMA
OG0000088	sp|Q7TST0|BTNL1_MOUSE	tr|A0A2Y9G216|A0A2Y9G216_TRIMA
OG0000088	sp|Q9JK39|BTNLA_MOUSE	tr|A0A2Y9RML2|A0A2Y9RML2_TRIMA
OG0000088	sp|O70355|BTNL2_MOUSE	tr|A0A2Y9EDE8|A0A2Y9EDE8_TRIMA
OG0000088	sp|Q62556|BT1A1_MOUSE	tr|A0A2Y9EDF9|A0A2Y9EDF9_TRIMA, tr|A0A2Y9E0J0|A0A2Y9E0J0_TRIMA
OG0000090	sp|Q9QWL7|K1C17_MOUSE	tr|A0A2Y9QCS6|A0A2Y9QCS6_TRIMA
OG0000090	sp|Q61414|K1C15_MOUSE	tr|A0A2Y9EAW3|A0A2Y9EAW3_TRIMA
OG0000090	sp|P08730|K1C13_MOUSE	tr|A0A2Y9G5D3|A0A2Y9G5D3_TRIMA
OG0000090	sp|P19001|K1C19_MOUSE	tr|A0A2Y9EB06|A0A2Y9EB06_TRIMA
OG0000090	sp|Q6IFX2|K1C42_MOUSE	tr|A0A2Y9QP83|A0A2Y9QP83_TRIMA
OG0000090	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A2Y9EAZ1|A0A2Y9EAZ1_TRIMA
OG0000090	sp|Q61781|K1C14_MOUSE	tr|A0A2Y9EC25|A0A2Y9EC25_TRIMA
OG0000096	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A2Y9EBM4|A0A2Y9EBM4_TRIMA
OG0000096	sp|Q9WV27|AT1A4_MOUSE	tr|A0A2Y9QGQ8|A0A2Y9QGQ8_TRIMA
OG0000096	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A2Y9DSS5|A0A2Y9DSS5_TRIMA
OG0000096	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A2Y9E883|A0A2Y9E883_TRIMA
OG0000096	sp|Q64436|ATP4A_MOUSE	tr|A0A2Y9E6Q8|A0A2Y9E6Q8_TRIMA
OG0000096	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A2Y9G1I7|A0A2Y9G1I7_TRIMA, tr|A0A2Y9QN28|A0A2Y9QN28_TRIMA, tr|A0A2Y9G2M3|A0A2Y9G2M3_TRIMA, tr|A0A2Y9QBR1|A0A2Y9QBR1_TRIMA
OG0000097	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A2Y9QMW1|A0A2Y9QMW1_TRIMA
OG0000097	sp|Q61549|AGRE1_MOUSE	tr|A0A2Y9R5U5|A0A2Y9R5U5_TRIMA
OG0000097	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A2Y9R5T3|A0A2Y9R5T3_TRIMA, tr|A0A2Y9QZS4|A0A2Y9QZS4_TRIMA, tr|A0A2Y9QZR1|A0A2Y9QZR1_TRIMA, tr|A0A2Y9R3F7|A0A2Y9R3F7_TRIMA, tr|A0A2Y9RAE6|A0A2Y9RAE6_TRIMA
OG0000098	sp|Q8VFX2|O1444_MOUSE	tr|A0A2Y9EA92|A0A2Y9EA92_TRIMA, tr|A0A2Y9E8Z2|A0A2Y9E8Z2_TRIMA, tr|A0A2Y9E9Z6|A0A2Y9E9Z6_TRIMA, tr|A0A2Y9ECQ1|A0A2Y9ECQ1_TRIMA, tr|A0A2Y9E963|A0A2Y9E963_TRIMA, tr|A0A2Y9E9G3|A0A2Y9E9G3_TRIMA, tr|A0A2Y9EAB6|A0A2Y9EAB6_TRIMA, tr|A0A2Y9G1G5|A0A2Y9G1G5_TRIMA, tr|A0A2Y9E8U6|A0A2Y9E8U6_TRIMA, tr|A0A2Y9G1C0|A0A2Y9G1C0_TRIMA, tr|A0A2Y9EA48|A0A2Y9EA48_TRIMA, tr|A0A2Y9G4Z5|A0A2Y9G4Z5_TRIMA, tr|A0A2Y9E8S6|A0A2Y9E8S6_TRIMA, tr|A0A2Y9E936|A0A2Y9E936_TRIMA
OG0000100	tr|Q8VF81|Q8VF81_MOUSE, tr|Q8VGP5|Q8VGP5_MOUSE, tr|B2RT27|B2RT27_MOUSE, tr|Q8VF80|Q8VF80_MOUSE, tr|Q7TRV7|Q7TRV7_MOUSE, tr|Q7TRV8|Q7TRV8_MOUSE, tr|Q8VGP4|Q8VGP4_MOUSE, tr|Q9EPG6|Q9EPG6_MOUSE, tr|Q920Z2|Q920Z2_MOUSE, tr|Q9EP55|Q9EP55_MOUSE, tr|K7N662|K7N662_MOUSE, tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|A0A140T8J9|A0A140T8J9_MOUSE	tr|A0A2Y9ED39|A0A2Y9ED39_TRIMA
OG0000103	sp|Q8VG06|OL491_MOUSE	tr|A0A2Y9E9Q1|A0A2Y9E9Q1_TRIMA
OG0000103	sp|Q8VEZ0|OL480_MOUSE, sp|Q8VG42|OL508_MOUSE	tr|A0A2Y9FYR6|A0A2Y9FYR6_TRIMA
OG0000103	tr|L7N455|L7N455_MOUSE, sp|Q8VGI5|OL481_MOUSE	tr|A0A2Y9RZ44|A0A2Y9RZ44_TRIMA, tr|A0A2Y9RV71|A0A2Y9RV71_TRIMA
OG0000106	tr|Q9WV19|Q9WV19_MOUSE	tr|A0A2Y9E984|A0A2Y9E984_TRIMA
OG0000106	tr|E9PWV0|E9PWV0_MOUSE	tr|A0A2Y9RUE3|A0A2Y9RUE3_TRIMA
OG0000106	tr|E9Q593|E9Q593_MOUSE, sp|P12790|CP2B9_MOUSE, tr|A6H6J2|A6H6J2_MOUSE, sp|P12791|CP2BA_MOUSE, sp|O55071|CP2BJ_MOUSE	tr|A0A2Y9E7X3|A0A2Y9E7X3_TRIMA
OG0000108	sp|Q63994|CD33_MOUSE, tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|A0A2Y9RKA2|A0A2Y9RKA2_TRIMA
OG0000108	sp|Q80ZE3|SIG10_MOUSE	tr|A0A2Y9DWQ4|A0A2Y9DWQ4_TRIMA, tr|A0A2Y9RCB9|A0A2Y9RCB9_TRIMA, tr|A0A2Y9RKK1|A0A2Y9RKK1_TRIMA
OG0000108	sp|Q920G3|SIGL5_MOUSE	tr|A0A2Y9RJ46|A0A2Y9RJ46_TRIMA
OG0000108	sp|Q91Y57|SIG12_MOUSE	tr|A0A2Y9RL23|A0A2Y9RL23_TRIMA, tr|A0A2Y9RFG3|A0A2Y9RFG3_TRIMA, tr|A0A2Y9RBY4|A0A2Y9RBY4_TRIMA, tr|A0A2Y9R9D2|A0A2Y9R9D2_TRIMA
OG0000110	sp|A6BLY7|K1C28_MOUSE	tr|A0A2Y9DPA8|A0A2Y9DPA8_TRIMA
OG0000110	sp|A1L317|K1C24_MOUSE	tr|A0A2Y9DQ70|A0A2Y9DQ70_TRIMA, tr|A0A2Y9DNU2|A0A2Y9DNU2_TRIMA
OG0000110	sp|Q6RHW0|K1C9_MOUSE	tr|A0A2Y9R9C5|A0A2Y9R9C5_TRIMA
OG0000110	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A2Y9DNU3|A0A2Y9DNU3_TRIMA
OG0000110	sp|Q8VCW2|K1C25_MOUSE	tr|A0A2Y9DQ45|A0A2Y9DQ45_TRIMA
OG0000110	sp|Q9Z320|K1C27_MOUSE	tr|A0A2Y9DNU7|A0A2Y9DNU7_TRIMA
OG0000114	sp|Q8BWQ1|UD2A3_MOUSE	tr|A0A2Y9FZ75|A0A2Y9FZ75_TRIMA
