Orthogroup	Mus_musculus	Pongo_abelii
OG0000032	sp|P01668|KV3AG_MOUSE, sp|P01669|KV3AH_MOUSE, sp|P01667|KV3AF_MOUSE, sp|P01665|KV3AD_MOUSE, sp|P01666|KV3AE_MOUSE, sp|P01664|KV3AC_MOUSE, sp|P01671|KV3AJ_MOUSE, sp|P01673|KV3AL_MOUSE, sp|P01674|KV3AM_MOUSE, tr|A0A075B5N9|A0A075B5N9_MOUSE, sp|P01670|KV3AI_MOUSE, sp|P01672|KV3AK_MOUSE, sp|P01656|KV3A3_MOUSE, sp|P01657|KV3A5_MOUSE, sp|P01654|KV3A1_MOUSE, sp|P03977|KV3A4_MOUSE, sp|P01655|KV3A2_MOUSE, sp|P01660|KV3A8_MOUSE, sp|P01662|KV3AA_MOUSE, sp|P01663|KV3AB_MOUSE, sp|P01659|KV3A7_MOUSE, sp|P01658|KV3A6_MOUSE, sp|P01661|KV3A9_MOUSE, tr|A0A075B5N8|A0A075B5N8_MOUSE, tr|A0A140T8M6|A0A140T8M6_MOUSE, tr|A0A075B5P0|A0A075B5P0_MOUSE, tr|A0A075B5P1|A0A075B5P1_MOUSE, tr|A0A140T8Q4|A0A140T8Q4_MOUSE, tr|A0A140T8Q0|A0A140T8Q0_MOUSE, tr|A0A140T8P0|A0A140T8P0_MOUSE, tr|A0A140T8P4|A0A140T8P4_MOUSE	tr|H2P5I5|H2P5I5_PONAB
OG0000033	tr|Q8VFE2|Q8VFE2_MOUSE, tr|W4VSP0|W4VSP0_MOUSE, tr|Q8VFQ2|Q8VFQ2_MOUSE, tr|Q7TRJ6|Q7TRJ6_MOUSE, tr|Q8VEY1|Q8VEY1_MOUSE, tr|Q5CZY0|Q5CZY0_MOUSE, tr|Q7TRJ5|Q7TRJ5_MOUSE, tr|K7N727|K7N727_MOUSE, tr|E9PVJ7|E9PVJ7_MOUSE, tr|Q7TRN0|Q7TRN0_MOUSE, tr|Q7TRM9|Q7TRM9_MOUSE, tr|Q7TQW4|Q7TQW4_MOUSE, tr|Q7TQW3|Q7TQW3_MOUSE, tr|A2AHM8|A2AHM8_MOUSE, tr|A0A1L1STN9|A0A1L1STN9_MOUSE, tr|A0A1L1SRZ5|A0A1L1SRZ5_MOUSE, tr|A2AT85|A2AT85_MOUSE, tr|Q8VGT9|Q8VGT9_MOUSE, tr|Q7TR54|Q7TR54_MOUSE, tr|Q7TR53|Q7TR53_MOUSE, tr|A2AT86|A2AT86_MOUSE, tr|A2ATA0|A2ATA0_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|A2AVC7|A2AVC7_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE	tr|H2PIC3|H2PIC3_PONAB
OG0000034	tr|Q91WM0|Q91WM0_MOUSE	tr|A0A8I5TQE0|A0A8I5TQE0_PONAB, tr|H2NXM7|H2NXM7_PONAB, tr|A0A8I5U9Y2|A0A8I5U9Y2_PONAB, tr|A0A8I5T9R1|A0A8I5T9R1_PONAB, tr|H2NXN4|H2NXN4_PONAB, tr|A0A8I5TPY4|A0A8I5TPY4_PONAB, tr|A0A8I5UYM7|A0A8I5UYM7_PONAB, tr|H2NXM8|H2NXM8_PONAB, tr|A0A8I5TGW1|A0A8I5TGW1_PONAB, tr|K7EU50|K7EU50_PONAB, tr|A0A8I5YSE8|A0A8I5YSE8_PONAB, tr|H2NXN5|H2NXN5_PONAB, tr|A0A8I5U7W0|A0A8I5U7W0_PONAB, tr|K7ESV5|K7ESV5_PONAB, tr|K7ETZ7|K7ETZ7_PONAB, tr|H2NXN1|H2NXN1_PONAB, tr|H2NXM6|H2NXM6_PONAB, tr|A0A8I5UQ37|A0A8I5UQ37_PONAB, sp|Q5REK1|ZN136_PONAB, tr|H2NWY3|H2NWY3_PONAB, tr|H2NWY4|H2NWY4_PONAB, tr|A0A8I5TP94|A0A8I5TP94_PONAB, tr|A0A6D2XW66|A0A6D2XW66_PONAB, tr|H2N372|H2N372_PONAB, tr|A0A8I5U500|A0A8I5U500_PONAB, tr|A0A8I5TPS4|A0A8I5TPS4_PONAB, sp|Q5REI6|ZN791_PONAB, tr|K7ETC3|K7ETC3_PONAB, sp|Q5R9F0|ZNF14_PONAB, tr|H2NY74|H2NY74_PONAB
OG0000035	sp|P18528|HVM57_MOUSE	tr|A0A8I5UQR5|A0A8I5UQR5_PONAB, tr|K7ESX1|K7ESX1_PONAB, tr|H2PXQ3|H2PXQ3_PONAB, tr|A0A8I5T748|A0A8I5T748_PONAB, tr|A0A8I5T5B1|A0A8I5T5B1_PONAB, tr|A0A8I5U393|A0A8I5U393_PONAB, tr|A0A8I5YM60|A0A8I5YM60_PONAB, tr|H2NMH4|H2NMH4_PONAB, tr|A0A8I5TX16|A0A8I5TX16_PONAB, tr|A0A8I5TBG3|A0A8I5TBG3_PONAB, tr|A0A8I5TNB7|A0A8I5TNB7_PONAB, tr|H2NMH3|H2NMH3_PONAB, tr|A0A8I5U4S2|A0A8I5U4S2_PONAB, tr|H2NMH2|H2NMH2_PONAB, tr|A0A8I5UJM4|A0A8I5UJM4_PONAB, tr|A0A8I5U933|A0A8I5U933_PONAB, tr|H2NMH8|H2NMH8_PONAB, tr|A0A8I5UL38|A0A8I5UL38_PONAB, tr|A0A8I5TVJ6|A0A8I5TVJ6_PONAB, tr|A0A8I5TB31|A0A8I5TB31_PONAB, tr|A0A8I5TCW2|A0A8I5TCW2_PONAB, tr|K7EVC5|K7EVC5_PONAB, tr|A0A8I5TX96|A0A8I5TX96_PONAB, tr|A0A8I5YQX9|A0A8I5YQX9_PONAB, tr|K7ETS2|K7ETS2_PONAB, tr|A0A8I5T0G2|A0A8I5T0G2_PONAB, tr|A0A8I5TMF6|A0A8I5TMF6_PONAB, tr|A0A8I5TRE1|A0A8I5TRE1_PONAB, tr|A0A8I5TDL9|A0A8I5TDL9_PONAB, tr|A0A8I5TN85|A0A8I5TN85_PONAB
OG0000037	tr|Q8VGB9|Q8VGB9_MOUSE, tr|Q7TRY0|Q7TRY0_MOUSE, tr|Q8VGH1|Q8VGH1_MOUSE, tr|A0A1W2P740|A0A1W2P740_MOUSE, tr|Q7TRX0|Q7TRX0_MOUSE, tr|B1ARL3|B1ARL3_MOUSE, tr|Q8VEU7|Q8VEU7_MOUSE, tr|Q8VFP5|Q8VFP5_MOUSE, tr|Q7TRX4|Q7TRX4_MOUSE, tr|Q8VEZ7|Q8VEZ7_MOUSE, tr|Q7TRX7|Q7TRX7_MOUSE, tr|Q8VGR3|Q8VGR3_MOUSE, tr|Q7TRX6|Q7TRX6_MOUSE, tr|Q8VGR6|Q8VGR6_MOUSE, tr|Q8VGR5|Q8VGR5_MOUSE, tr|A0A0U1RNJ4|A0A0U1RNJ4_MOUSE, tr|Q8VGT1|Q8VGT1_MOUSE, tr|Q7TRX8|Q7TRX8_MOUSE, tr|Q8VGT3|Q8VGT3_MOUSE, tr|Q5SSP0|Q5SSP0_MOUSE, tr|Q8VF79|Q8VF79_MOUSE, tr|Q7TRX9|Q7TRX9_MOUSE, tr|E9Q4M1|E9Q4M1_MOUSE, tr|Q8VGT2|Q8VGT2_MOUSE, sp|Q8VGI1|OLF1_MOUSE, tr|Q8VEZ6|Q8VEZ6_MOUSE, tr|A0A0U1RNF5|A0A0U1RNF5_MOUSE	tr|H2NS21|H2NS21_PONAB
OG0000039	sp|Q80YP6|ZIK1_MOUSE	tr|A0A8I5TI38|A0A8I5TI38_PONAB, tr|A0A8I5TJJ1|A0A8I5TJJ1_PONAB, tr|A0A2J8RQ52|A0A2J8RQ52_PONAB, tr|A0A8I5U0Y6|A0A8I5U0Y6_PONAB, tr|A0A8I5TT33|A0A8I5TT33_PONAB, sp|Q5RBQ3|ZN549_PONAB, tr|A0A8I5TFF9|A0A8I5TFF9_PONAB, tr|H2NYE2|H2NYE2_PONAB, tr|H2P0E9|H2P0E9_PONAB, tr|H2P0C5|H2P0C5_PONAB, tr|H2P0D1|H2P0D1_PONAB, tr|A0A8I5TYS7|A0A8I5TYS7_PONAB, tr|A0A8I5YQ84|A0A8I5YQ84_PONAB, tr|K7EVG0|K7EVG0_PONAB, tr|A0A8I5U050|A0A8I5U050_PONAB, tr|H2P0F1|H2P0F1_PONAB, tr|A0A8I5TBV6|A0A8I5TBV6_PONAB, tr|A0A8I5YQX0|A0A8I5YQX0_PONAB, tr|A0A2J8RQ70|A0A2J8RQ70_PONAB, tr|H2P0H1|H2P0H1_PONAB, tr|A0A8I5TJF6|A0A8I5TJF6_PONAB, sp|Q5RCX4|ZN547_PONAB, tr|H2P0E0|H2P0E0_PONAB, tr|H2P0C8|H2P0C8_PONAB, tr|A0A8I5TVU6|A0A8I5TVU6_PONAB, tr|A0A8I5TC07|A0A8I5TC07_PONAB
OG0000044	tr|E9PYP4|E9PYP4_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, sp|Q8VEX6|OL187_MOUSE, sp|Q8VFB9|OL183_MOUSE, sp|Q8VEX5|OL186_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|L7N205|L7N205_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|E9Q8F6|E9Q8F6_MOUSE, tr|E9Q7W1|E9Q7W1_MOUSE, tr|A0A140T8K4|A0A140T8K4_MOUSE, tr|Q8VGQ6|Q8VGQ6_MOUSE, sp|Q8VGQ7|OL181_MOUSE, tr|E9Q9T3|E9Q9T3_MOUSE, sp|Q7TS48|OL180_MOUSE	tr|H2P9Y2|H2P9Y2_PONAB
OG0000045	tr|A0A286YE47|A0A286YE47_MOUSE, tr|A0A1L1SVB5|A0A1L1SVB5_MOUSE, tr|A0A288CFY5|A0A288CFY5_MOUSE, tr|Q7TQW6|Q7TQW6_MOUSE, tr|Q8VF84|Q8VF84_MOUSE, tr|A2AVW3|A2AVW3_MOUSE, tr|Q8VF85|Q8VF85_MOUSE, tr|Q8VF83|Q8VF83_MOUSE, tr|A2BFL7|A2BFL7_MOUSE, tr|Q7TQX1|Q7TQX1_MOUSE, tr|Q8VG12|Q8VG12_MOUSE, tr|A0A140LI66|A0A140LI66_MOUSE, tr|A2AVL6|A2AVL6_MOUSE, tr|Q8VF10|Q8VF10_MOUSE, tr|Q7TQX0|Q7TQX0_MOUSE, tr|Q7TQW8|Q7TQW8_MOUSE, tr|A2AVW1|A2AVW1_MOUSE, tr|Q8VET0|Q8VET0_MOUSE, tr|Q7TQY8|Q7TQY8_MOUSE, tr|Q8VF40|Q8VF40_MOUSE, tr|Q8VF39|Q8VF39_MOUSE, tr|Q7TQY0|Q7TQY0_MOUSE, tr|Q8VF29|Q8VF29_MOUSE, tr|Q8VF38|Q8VF38_MOUSE	tr|H2NPD0|H2NPD0_PONAB
OG0000046	tr|E9Q725|E9Q725_MOUSE, tr|Q8VG49|Q8VG49_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE, tr|A0A2I3BRI6|A0A2I3BRI6_MOUSE, tr|E9PZS7|E9PZS7_MOUSE, tr|Q9EP55|Q9EP55_MOUSE, tr|Q920Z2|Q920Z2_MOUSE, tr|Q9EPG6|Q9EPG6_MOUSE, tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|K7N662|K7N662_MOUSE, tr|A0A140T8J9|A0A140T8J9_MOUSE	tr|H2NE80|H2NE80_PONAB
OG0000047	tr|Q8R255|Q8R255_MOUSE, tr|E9Q235|E9Q235_MOUSE, tr|L7N213|L7N213_MOUSE, tr|Q8R256|Q8R256_MOUSE, tr|Q8VIB8|Q8VIB8_MOUSE, tr|A0A5F8MPF7|A0A5F8MPF7_MOUSE, tr|Q8R254|Q8R254_MOUSE, tr|A0A087WRV1|A0A087WRV1_MOUSE, tr|Q8R284|Q8R284_MOUSE, tr|E9Q373|E9Q373_MOUSE, tr|A2AMT6|A2AMT6_MOUSE, tr|A2AMT7|A2AMT7_MOUSE, tr|Q8R285|Q8R285_MOUSE, tr|E9PY60|E9PY60_MOUSE, tr|A0A2I3BPG7|A0A2I3BPG7_MOUSE, tr|Q8R287|Q8R287_MOUSE, tr|K7N608|K7N608_MOUSE, tr|Q8R289|Q8R289_MOUSE, tr|Q8R293|Q8R293_MOUSE, tr|Q8K3N7|Q8K3N7_MOUSE, tr|Q8R290|Q8R290_MOUSE, tr|L7N1Z3|L7N1Z3_MOUSE, tr|F8VQ63|F8VQ63_MOUSE	tr|A0A8I5TGD7|A0A8I5TGD7_PONAB
OG0000048	tr|Q8VGB4|Q8VGB4_MOUSE, tr|Q7TR58|Q7TR58_MOUSE, tr|A0A1L1SUP2|A0A1L1SUP2_MOUSE, tr|Q7TR94|Q7TR94_MOUSE, tr|Q8VFR4|Q8VFR4_MOUSE, tr|Q7TR28|Q7TR28_MOUSE, tr|Q7TR29|Q7TR29_MOUSE, tr|A2BHP6|A2BHP6_MOUSE, tr|Q920P2|Q920P2_MOUSE, tr|Q8VFR3|Q8VFR3_MOUSE, tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR27|Q7TR27_MOUSE, tr|Q7TR26|Q7TR26_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, tr|A2AVC4|A2AVC4_MOUSE, tr|A2AVC3|A2AVC3_MOUSE	tr|A0A2J8X056|A0A2J8X056_PONAB
OG0000049	tr|Q8VFI0|Q8VFI0_MOUSE	tr|A0A6D2XBG5|A0A6D2XBG5_PONAB
OG0000049	tr|Q8VGJ3|Q8VGJ3_MOUSE	tr|A0A2J8UI85|A0A2J8UI85_PONAB
OG0000049	tr|Q8VGI8|Q8VGI8_MOUSE, tr|Q7TRH5|Q7TRH5_MOUSE, tr|Q8VEX8|Q8VEX8_MOUSE, tr|Q7TRH8|Q7TRH8_MOUSE, tr|Q7TRH9|Q7TRH9_MOUSE, tr|Q8VFU2|Q8VFU2_MOUSE, tr|Q8VFH9|Q8VFH9_MOUSE, tr|Q8VFU1|Q8VFU1_MOUSE, tr|Q8VGI9|Q8VGI9_MOUSE, tr|Q8VG45|Q8VG45_MOUSE	tr|H2NJ95|H2NJ95_PONAB
OG0000054	tr|Q8R296|Q8R296_MOUSE, tr|Q8R298|Q8R298_MOUSE, tr|A0A494B9T5|A0A494B9T5_MOUSE, tr|Q8R294|Q8R294_MOUSE, tr|Q05A06|Q05A06_MOUSE, tr|Q8VIC0|Q8VIC0_MOUSE, tr|Q8R299|Q8R299_MOUSE, tr|E9Q2N4|E9Q2N4_MOUSE, tr|Q8K4I0|Q8K4I0_MOUSE, tr|G5E8C1|G5E8C1_MOUSE, tr|Q8VIC1|Q8VIC1_MOUSE, tr|E9Q0V3|E9Q0V3_MOUSE, tr|Q8R2A9|Q8R2A9_MOUSE, tr|A2RTT5|A2RTT5_MOUSE, tr|Q8R2A8|Q8R2A8_MOUSE, tr|A0A3B2W3R4|A0A3B2W3R4_MOUSE, tr|Q8R2A7|Q8R2A7_MOUSE, tr|Q8R2A5|Q8R2A5_MOUSE, tr|Q8R2A2|Q8R2A2_MOUSE, tr|Q8R2A3|Q8R2A3_MOUSE, tr|E9PWK2|E9PWK2_MOUSE	tr|H2NZZ7|H2NZZ7_PONAB
OG0000055	sp|Q8VG04|OL478_MOUSE, sp|Q8VG09|OL502_MOUSE, sp|Q8VF66|OL469_MOUSE, sp|Q8VF65|OL470_MOUSE, tr|Q7TRU6|Q7TRU6_MOUSE, sp|Q8VEW6|OL510_MOUSE, sp|Q8VG13|OL507_MOUSE, sp|Q8VF12|OL495_MOUSE, sp|Q8VEW2|OL498_MOUSE, sp|Q8VFD3|OL484_MOUSE, sp|Q8VG03|OL482_MOUSE, sp|Q8VEW5|OL493_MOUSE, sp|Q8VFD1|OL492_MOUSE, sp|Q8VG05|OL483_MOUSE, sp|Q8VG08|OL497_MOUSE, sp|Q8VG07|OL494_MOUSE, sp|Q8VFD2|OL490_MOUSE, sp|Q8VG02|OL488_MOUSE, sp|Q8VFD0|OL486_MOUSE, tr|Q7TRU9|Q7TRU9_MOUSE, tr|A0A140LJF5|A0A140LJF5_MOUSE	tr|H2NE70|H2NE70_PONAB
OG0000057	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A2J8WJ20|A0A2J8WJ20_PONAB
OG0000057	sp|Q8BQR7|MAGBI_MOUSE	tr|H2PXC5|H2PXC5_PONAB, tr|H2PX44|H2PX44_PONAB, tr|A0A2J8S3Z5|A0A2J8S3Z5_PONAB, tr|A0A2J8S432|A0A2J8S432_PONAB, tr|A0A8I5TWM5|A0A8I5TWM5_PONAB, tr|A0A6D2W1L5|A0A6D2W1L5_PONAB, tr|H2PX18|H2PX18_PONAB, tr|H2PWZ5|H2PWZ5_PONAB, tr|H2PXE0|H2PXE0_PONAB, tr|H2PWZ7|H2PWZ7_PONAB, tr|A0A2J8R824|A0A2J8R824_PONAB, tr|H2PV62|H2PV62_PONAB, tr|A0A2J8WJ50|A0A2J8WJ50_PONAB, tr|A0A6D2X6Y5|A0A6D2X6Y5_PONAB, tr|H2PV72|H2PV72_PONAB, tr|H2PV74|H2PV74_PONAB, tr|A0A2J8WJ75|A0A2J8WJ75_PONAB, tr|A0A8I5UE88|A0A8I5UE88_PONAB
OG0000060	sp|Q3UV17|K22O_MOUSE	tr|H2NHE5|H2NHE5_PONAB
OG0000060	sp|Q6IFZ9|K2C74_MOUSE	tr|H2NHE0|H2NHE0_PONAB
OG0000060	sp|Q9R0H5|K2C71_MOUSE	tr|H2NHD9|H2NHD9_PONAB
OG0000060	sp|Q6NXH9|K2C73_MOUSE	tr|A0A8I5YPC0|A0A8I5YPC0_PONAB
OG0000060	sp|Q6IME9|K2C72_MOUSE	tr|A0A2J8SXJ0|A0A2J8SXJ0_PONAB
OG0000060	sp|Q6IFZ6|K2C1B_MOUSE	tr|H2NHE2|H2NHE2_PONAB, tr|H2NHE3|H2NHE3_PONAB, tr|H2NHE4|H2NHE4_PONAB
OG0000061	tr|Q8VF72|Q8VF72_MOUSE, tr|L7N457|L7N457_MOUSE	tr|A0A2J8TSF1|A0A2J8TSF1_PONAB
OG0000061	tr|Q9EQ86|Q9EQ86_MOUSE, sp|Q60888|OL149_MOUSE, tr|Q9EQ87|Q9EQ87_MOUSE, tr|Q8VF15|Q8VF15_MOUSE, tr|Q8VG91|Q8VG91_MOUSE, tr|Q7TRA9|Q7TRA9_MOUSE, tr|Q9EQ84|Q9EQ84_MOUSE, tr|Q8VET5|Q8VET5_MOUSE, sp|Q60887|OL148_MOUSE, sp|Q8VEY3|OL958_MOUSE, tr|Q8VH10|Q8VH10_MOUSE, tr|E9Q985|E9Q985_MOUSE, tr|Q8VH08|Q8VH08_MOUSE, tr|Q8VEU2|Q8VEU2_MOUSE, tr|E9PZZ6|E9PZZ6_MOUSE, tr|E9PWU0|E9PWU0_MOUSE	tr|H2NMJ7|H2NMJ7_PONAB
OG0000066	tr|Q7TS01|Q7TS01_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE	tr|A0A2J8RJU1|A0A2J8RJU1_PONAB
OG0000068	sp|Q811D2|ANR26_MOUSE	tr|H2NA10|H2NA10_PONAB
OG0000068	tr|Q8CEQ9|Q8CEQ9_MOUSE, tr|Q9D5T2|Q9D5T2_MOUSE	tr|H2PRN9|H2PRN9_PONAB, tr|H2PSR8|H2PSR8_PONAB, tr|H2PUE4|H2PUE4_PONAB, tr|H2PUI7|H2PUI7_PONAB
OG0000068	tr|E9PVZ3|E9PVZ3_MOUSE	tr|A0A8I5UYG2|A0A8I5UYG2_PONAB, tr|H2PEZ7|H2PEZ7_PONAB, tr|A0A8I5YN72|A0A8I5YN72_PONAB, tr|A0A8I5T708|A0A8I5T708_PONAB, tr|H2PSL3|H2PSL3_PONAB
OG0000070	tr|A0A140T8P3|A0A140T8P3_MOUSE	tr|H2P756|H2P756_PONAB, tr|A0A8I5TM67|A0A8I5TM67_PONAB, tr|H2PUB0|H2PUB0_PONAB, tr|K7ETN1|K7ETN1_PONAB, tr|A0A8I5UJN9|A0A8I5UJN9_PONAB, tr|A0A8I5UMD6|A0A8I5UMD6_PONAB, tr|K7EVP5|K7EVP5_PONAB, tr|H2P764|H2P764_PONAB, tr|H2P745|H2P745_PONAB, tr|A0A8I5U6M2|A0A8I5U6M2_PONAB, tr|H2P5I2|H2P5I2_PONAB, tr|K7ETY1|K7ETY1_PONAB, tr|A0A8I5TM78|A0A8I5TM78_PONAB, tr|A0A8I5U153|A0A8I5U153_PONAB, tr|A0A8I5SYB9|A0A8I5SYB9_PONAB, tr|A0A8I5TGT6|A0A8I5TGT6_PONAB, tr|A0A8I5TSN3|A0A8I5TSN3_PONAB
OG0000073	tr|A2RT31|A2RT31_MOUSE, tr|Q7TRK1|Q7TRK1_MOUSE, tr|Q7TS13|Q7TS13_MOUSE, tr|Q8VF60|Q8VF60_MOUSE, tr|Q8VET1|Q8VET1_MOUSE, tr|Q5NC59|Q5NC59_MOUSE, tr|Q7TRZ9|Q7TRZ9_MOUSE, tr|Q5NC55|Q5NC55_MOUSE, tr|Q8VF34|Q8VF34_MOUSE, tr|Q8VG96|Q8VG96_MOUSE, tr|Q920Z0|Q920Z0_MOUSE, tr|B2RT33|B2RT33_MOUSE, tr|Q920Y8|Q920Y8_MOUSE, tr|A0A2I3BRW3|A0A2I3BRW3_MOUSE, tr|A0A2I3BQG5|A0A2I3BQG5_MOUSE, tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE	tr|A0A6D2Y4L1|A0A6D2Y4L1_PONAB
OG0000075	tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE	tr|H2PNX6|H2PNX6_PONAB, tr|H2PNX7|H2PNX7_PONAB
OG0000075	tr|Q8VEV1|Q8VEV1_MOUSE	tr|A0A8I5TW66|A0A8I5TW66_PONAB
OG0000075	tr|K9J725|K9J725_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE	tr|A0A2J8RNJ9|A0A2J8RNJ9_PONAB
OG0000078	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE	tr|A0A8I5TWW0|A0A8I5TWW0_PONAB
OG0000081	sp|Q8C262|IIGP5_MOUSE, sp|Q60766|IRGM1_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, tr|G3UWE2|G3UWE2_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, sp|Q62293|TGTP1_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, tr|Q61635|Q61635_MOUSE	tr|H2NZ36|H2NZ36_PONAB
OG0000086	sp|Q8BIQ3|ZNF2_MOUSE	tr|H2P531|H2P531_PONAB, sp|Q5RBY9|ZNF2_PONAB, tr|A0A8I5UCH1|A0A8I5UCH1_PONAB, tr|K7ET06|K7ET06_PONAB, tr|A0A2J8RQA6|A0A2J8RQA6_PONAB, tr|H2P0C2|H2P0C2_PONAB, tr|A0A6D2WW38|A0A6D2WW38_PONAB, tr|A0A2J8WXG2|A0A2J8WXG2_PONAB, tr|A0A8I5YR84|A0A8I5YR84_PONAB, tr|H2PRI6|H2PRI6_PONAB, tr|H2NZR0|H2NZR0_PONAB, tr|A0A2J8RZJ7|A0A2J8RZJ7_PONAB, tr|A0A6D2W803|A0A6D2W803_PONAB, tr|H2PIB5|H2PIB5_PONAB
OG0000087	sp|A4QPC6|BT2A2_MOUSE	tr|A0A2J8S502|A0A2J8S502_PONAB, tr|H2PI71|H2PI71_PONAB, sp|Q5R7W8|BT2A2_PONAB, tr|A0A8I5TRB2|A0A8I5TRB2_PONAB
OG0000087	sp|Q62556|BT1A1_MOUSE	tr|A0A8I5U9X0|A0A8I5U9X0_PONAB
OG0000087	sp|Q8BJE2|BTNL9_MOUSE	tr|A0A8I5TC84|A0A8I5TC84_PONAB, tr|A0A8I5YT88|A0A8I5YT88_PONAB, sp|Q5R996|BT3A3_PONAB, tr|H2PI70|H2PI70_PONAB, tr|H2PHN4|H2PHN4_PONAB, tr|H2PHN2|H2PHN2_PONAB, tr|H2PHN5|H2PHN5_PONAB
