Orthogroup	Mus_musculus	Cercocebus_atys
OG0000039	sp|P11679|K2C8_MOUSE	tr|A0A2K5N3I3|A0A2K5N3I3_CERAT, tr|A0A2K5MWZ1|A0A2K5MWZ1_CERAT, tr|A0A2K5M2T8|A0A2K5M2T8_CERAT, tr|A0A2K5N2V1|A0A2K5N2V1_CERAT, tr|A0A2K5L5Z8|A0A2K5L5Z8_CERAT, tr|A0A2K5KHX3|A0A2K5KHX3_CERAT, tr|A0A2K5MJH9|A0A2K5MJH9_CERAT, tr|A0A2K5LN86|A0A2K5LN86_CERAT
OG0000039	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A2K5P1T1|A0A2K5P1T1_CERAT, tr|A0A2K5MDQ1|A0A2K5MDQ1_CERAT, tr|A0A2K5KW13|A0A2K5KW13_CERAT
OG0000042	tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|A2ATW2|A2ATW2_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE	tr|A0A2K5KUC0|A0A2K5KUC0_CERAT
OG0000042	tr|Q7TR12|Q7TR12_MOUSE, tr|Q8VG47|Q8VG47_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q7TR20|Q7TR20_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|A2AV13|A2AV13_MOUSE, tr|A0A1L1STD5|A0A1L1STD5_MOUSE	tr|A0A2K5KY50|A0A2K5KY50_CERAT
OG0000042	tr|Q7TQZ0|Q7TQZ0_MOUSE, tr|Q8VGP3|Q8VGP3_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, sp|Q60881|OL142_MOUSE, tr|Q8VG62|Q8VG62_MOUSE	tr|A0A2K5NXL1|A0A2K5NXL1_CERAT
OG0000043	sp|P01666|KV3AE_MOUSE, sp|P01667|KV3AF_MOUSE, sp|P01668|KV3AG_MOUSE, sp|P01669|KV3AH_MOUSE, sp|P01665|KV3AD_MOUSE, sp|P01664|KV3AC_MOUSE, tr|A0A075B5N9|A0A075B5N9_MOUSE, sp|P01674|KV3AM_MOUSE, sp|P01673|KV3AL_MOUSE, sp|P01671|KV3AJ_MOUSE, sp|P01670|KV3AI_MOUSE, sp|P01672|KV3AK_MOUSE, sp|P01658|KV3A6_MOUSE, sp|P01661|KV3A9_MOUSE, tr|A0A075B5N8|A0A075B5N8_MOUSE, tr|A0A140T8M6|A0A140T8M6_MOUSE, tr|A0A140T8P4|A0A140T8P4_MOUSE, tr|A0A140T8P0|A0A140T8P0_MOUSE, tr|A0A140T8Q0|A0A140T8Q0_MOUSE, tr|A0A140T8Q4|A0A140T8Q4_MOUSE, tr|A0A075B5P1|A0A075B5P1_MOUSE, sp|P01659|KV3A7_MOUSE, sp|P01662|KV3AA_MOUSE, sp|P01663|KV3AB_MOUSE, sp|P01660|KV3A8_MOUSE	tr|A0A2K5NS08|A0A2K5NS08_CERAT
OG0000045	tr|Q9EPG6|Q9EPG6_MOUSE, tr|A0A140T8J9|A0A140T8J9_MOUSE, tr|K7N662|K7N662_MOUSE, tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|Q920Z2|Q920Z2_MOUSE, tr|Q9EP55|Q9EP55_MOUSE, tr|E9Q725|E9Q725_MOUSE, tr|Q8VG49|Q8VG49_MOUSE, tr|A2ASV3|A2ASV3_MOUSE, tr|A0A2I3BRI6|A0A2I3BRI6_MOUSE, tr|E9PZS7|E9PZS7_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE	tr|A0A2K5LR41|A0A2K5LR41_CERAT
OG0000046	tr|Q7TR79|Q7TR79_MOUSE, tr|Q8VGS2|Q8VGS2_MOUSE, tr|Q7TR76|Q7TR76_MOUSE, tr|A2ARZ0|A2ARZ0_MOUSE, tr|L7MU59|L7MU59_MOUSE, tr|Q8VGC7|Q8VGC7_MOUSE, tr|A2AVX9|A2AVX9_MOUSE, tr|A2AVY0|A2AVY0_MOUSE, tr|A0A1L1SRK6|A0A1L1SRK6_MOUSE, tr|Q7TR64|Q7TR64_MOUSE, tr|Q7TR70|Q7TR70_MOUSE, tr|Q7TR74|Q7TR74_MOUSE, tr|Q7TR72|Q7TR72_MOUSE, tr|A2AK62|A2AK62_MOUSE, tr|Q8VF52|Q8VF52_MOUSE, tr|A2AK60|A2AK60_MOUSE, tr|A0A1L1SR98|A0A1L1SR98_MOUSE, tr|Q8VGS7|Q8VGS7_MOUSE, tr|Q8VGS0|Q8VGS0_MOUSE, tr|Q7TR63|Q7TR63_MOUSE, tr|Q7TR67|Q7TR67_MOUSE, tr|A0A1L1STZ9|A0A1L1STZ9_MOUSE, tr|A0A1L1SUC9|A0A1L1SUC9_MOUSE, tr|Q8VGA6|Q8VGA6_MOUSE	tr|A0A2K5KYI5|A0A2K5KYI5_CERAT
OG0000051	tr|Q14AJ9|Q14AJ9_MOUSE, tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q7TS04|Q7TS04_MOUSE, tr|Q7TS10|Q7TS10_MOUSE, tr|B2RVZ1|B2RVZ1_MOUSE, tr|Q7TS05|Q7TS05_MOUSE, tr|F8VQ84|F8VQ84_MOUSE, tr|Q7TS07|Q7TS07_MOUSE, tr|Q7TS08|Q7TS08_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS03|Q7TS03_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q8VF25|Q8VF25_MOUSE	tr|A0A2K5NSA0|A0A2K5NSA0_CERAT
OG0000055	sp|Q62007|OLF16_MOUSE	tr|A0A2K5MX13|A0A2K5MX13_CERAT
OG0000055	tr|A0A140T8J6|A0A140T8J6_MOUSE, tr|Q8VG32|Q8VG32_MOUSE, tr|E9Q8X1|E9Q8X1_MOUSE, tr|E9Q848|E9Q848_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE, tr|E9Q0Y7|E9Q0Y7_MOUSE, tr|Q7TRV1|Q7TRV1_MOUSE, tr|Q8VF20|Q8VF20_MOUSE, tr|A0A2I3BPT7|A0A2I3BPT7_MOUSE, tr|A0A1L1SVH0|A0A1L1SVH0_MOUSE, tr|A0A140LHU2|A0A140LHU2_MOUSE, tr|Q8VEZ4|Q8VEZ4_MOUSE, tr|Q8VEZ5|Q8VEZ5_MOUSE, tr|Q8VGP8|Q8VGP8_MOUSE, tr|Q7TQS2|Q7TQS2_MOUSE, tr|Q8VF55|Q8VF55_MOUSE, tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE, tr|E9PWV2|E9PWV2_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE	tr|A0A2K5M4H8|A0A2K5M4H8_CERAT
OG0000056	tr|A0A075B5K6|A0A075B5K6_MOUSE	tr|A0A2K5MSQ4|A0A2K5MSQ4_CERAT, tr|A0A2K5ME55|A0A2K5ME55_CERAT, tr|A0A2K5LXG6|A0A2K5LXG6_CERAT
OG0000056	sp|P01631|KV2A7_MOUSE	tr|A0A2K5MCK6|A0A2K5MCK6_CERAT, tr|A0A2K5L5K8|A0A2K5L5K8_CERAT, tr|A0A2K5MXN7|A0A2K5MXN7_CERAT, tr|A0A2K5L3P6|A0A2K5L3P6_CERAT, tr|A0A2K5L3E7|A0A2K5L3E7_CERAT, tr|A0A2K5KH41|A0A2K5KH41_CERAT, tr|A0A2K5NUC1|A0A2K5NUC1_CERAT, tr|A0A2K5MT99|A0A2K5MT99_CERAT, tr|A0A2K5KUM3|A0A2K5KUM3_CERAT, tr|A0A2K5L329|A0A2K5L329_CERAT, tr|A0A2K5NRS9|A0A2K5NRS9_CERAT, tr|A0A2K5NTT9|A0A2K5NTT9_CERAT, tr|A0A2K5MTL1|A0A2K5MTL1_CERAT, tr|A0A2K5NT76|A0A2K5NT76_CERAT, tr|A0A2K5NRF9|A0A2K5NRF9_CERAT, tr|A0A2K5KJ60|A0A2K5KJ60_CERAT, tr|A0A2K5NRM5|A0A2K5NRM5_CERAT
OG0000059	sp|P18528|HVM57_MOUSE	tr|A0A2K5KV63|A0A2K5KV63_CERAT, tr|A0A2K5LUY9|A0A2K5LUY9_CERAT, tr|A0A2K5KJ36|A0A2K5KJ36_CERAT, tr|A0A2K5LIX8|A0A2K5LIX8_CERAT, tr|A0A2K5MQ20|A0A2K5MQ20_CERAT, tr|A0A2K5KKH2|A0A2K5KKH2_CERAT, tr|A0A2K5LZL4|A0A2K5LZL4_CERAT, tr|A0A2K5KWD7|A0A2K5KWD7_CERAT, tr|A0A2K5KLJ2|A0A2K5KLJ2_CERAT, tr|A0A2K5NUD6|A0A2K5NUD6_CERAT, tr|A0A2K5NTM2|A0A2K5NTM2_CERAT, tr|A0A2K5LR45|A0A2K5LR45_CERAT, tr|A0A2K5L965|A0A2K5L965_CERAT, tr|A0A2K5L193|A0A2K5L193_CERAT, tr|A0A2K5KH34|A0A2K5KH34_CERAT, tr|A0A2K5KKU3|A0A2K5KKU3_CERAT, tr|A0A2K5M5I1|A0A2K5M5I1_CERAT, tr|A0A2K5NSU2|A0A2K5NSU2_CERAT, tr|A0A2K5NRK1|A0A2K5NRK1_CERAT, tr|A0A2K5NW01|A0A2K5NW01_CERAT
OG0000060	sp|Q8CIP3|MRGX1_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q91ZB5|MRGRG_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW4|MRGA2_MOUSE, sp|Q91WW5|MRGA1_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW3|MRGA3_MOUSE	tr|A0A2K5MCV7|A0A2K5MCV7_CERAT
OG0000064	tr|Q7TS01|Q7TS01_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE	tr|A0A2K5NV36|A0A2K5NV36_CERAT
OG0000067	sp|Q91VN1|ZNF24_MOUSE	tr|A0A2K5M7K8|A0A2K5M7K8_CERAT
OG0000067	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A2K5N265|A0A2K5N265_CERAT
OG0000067	sp|Q07231|ZSC21_MOUSE	tr|A0A2K5LQY8|A0A2K5LQY8_CERAT, tr|A0A2K5M2L9|A0A2K5M2L9_CERAT, tr|A0A2K5LEE9|A0A2K5LEE9_CERAT, tr|A0A2K5KYM9|A0A2K5KYM9_CERAT, tr|A0A2K5L8D1|A0A2K5L8D1_CERAT, tr|A0A2K5P6V7|A0A2K5P6V7_CERAT, tr|A0A2K5LHN2|A0A2K5LHN2_CERAT, tr|A0A2K5N104|A0A2K5N104_CERAT
OG0000068	sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE9|H2A1P_MOUSE	tr|A0A2K5KPC2|A0A2K5KPC2_CERAT
OG0000068	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A2K5KY15|A0A2K5KY15_CERAT, tr|A0A2K5KUD3|A0A2K5KUD3_CERAT, tr|A0A2K5L2S4|A0A2K5L2S4_CERAT, tr|A0A2K5KHQ2|A0A2K5KHQ2_CERAT, tr|A0A2K5KPG0|A0A2K5KPG0_CERAT, tr|A0A2K5L592|A0A2K5L592_CERAT
OG0000068	sp|C0HKE6|H2A1I_MOUSE	tr|A0A2K5KMT3|A0A2K5KMT3_CERAT
OG0000069	sp|P25444|RS2_MOUSE	tr|A0A2K5LUX9|A0A2K5LUX9_CERAT, tr|A0A2K5LRP0|A0A2K5LRP0_CERAT, tr|A0A2K5MG11|A0A2K5MG11_CERAT, tr|A0A2K5NEV3|A0A2K5NEV3_CERAT, tr|A0A2K5P5J9|A0A2K5P5J9_CERAT, tr|A0A2K5MTP1|A0A2K5MTP1_CERAT, tr|A0A2K5KTP0|A0A2K5KTP0_CERAT, tr|A0A2K5MXB2|A0A2K5MXB2_CERAT, tr|A0A2K5MU51|A0A2K5MU51_CERAT, tr|A0A2K5LU53|A0A2K5LU53_CERAT, tr|A0A2K5KWE0|A0A2K5KWE0_CERAT, tr|A0A2K5MP51|A0A2K5MP51_CERAT, tr|A0A2K5P347|A0A2K5P347_CERAT, tr|A0A2K5MN35|A0A2K5MN35_CERAT, tr|A0A2K5MPQ9|A0A2K5MPQ9_CERAT, tr|A0A2K5MKV3|A0A2K5MKV3_CERAT
OG0000071	sp|P16125|LDHB_MOUSE	tr|A0A2K5MGV4|A0A2K5MGV4_CERAT, tr|A0A2K5LVS1|A0A2K5LVS1_CERAT, tr|A0A2K5NSL6|A0A2K5NSL6_CERAT, tr|A0A2K5KHV6|A0A2K5KHV6_CERAT
OG0000071	sp|P06151|LDHA_MOUSE	tr|A0A2K5KL52|A0A2K5KL52_CERAT, tr|A0A2K5N3X6|A0A2K5N3X6_CERAT, tr|A0A2K5NFD9|A0A2K5NFD9_CERAT, tr|A0A2K5N3N2|A0A2K5N3N2_CERAT, tr|A0A2K5MLM5|A0A2K5MLM5_CERAT
OG0000071	sp|P00342|LDHC_MOUSE, tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A2K5L898|A0A2K5L898_CERAT, tr|A0A2K5LWH5|A0A2K5LWH5_CERAT
OG0000072	tr|L7MTU6|L7MTU6_MOUSE, sp|P01573|IFNA2_MOUSE, sp|P07351|IFNA4_MOUSE, sp|Q61716|IFNAB_MOUSE, tr|Q810G1|Q810G1_MOUSE, sp|P01572|IFNA1_MOUSE, sp|P07349|IFNA5_MOUSE, sp|P07350|IFNA6_MOUSE, sp|P06799|IFNA7_MOUSE, tr|Q810G3|Q810G3_MOUSE, sp|Q80SS5|IFNAC_MOUSE, tr|Q61718|Q61718_MOUSE, sp|P09235|IFNA9_MOUSE, sp|Q80SU4|IFNAD_MOUSE	tr|A0A2K5N061|A0A2K5N061_CERAT, tr|A0A2K5L438|A0A2K5L438_CERAT
OG0000073	tr|A0A075B651|A0A075B651_MOUSE, tr|A0A0B4J1K1|A0A0B4J1K1_MOUSE, tr|A0A075B625|A0A075B625_MOUSE, tr|A0A075B615|A0A075B615_MOUSE, tr|A0A075B638|A0A075B638_MOUSE, tr|A0A075B618|A0A075B618_MOUSE, tr|A0A075B6C9|A0A075B6C9_MOUSE, tr|A0A075B627|A0A075B627_MOUSE, tr|A0A075B635|A0A075B635_MOUSE, tr|A0A075B649|A0A075B649_MOUSE, tr|J3QMG8|J3QMG8_MOUSE, tr|A0A0B4J1K3|A0A0B4J1K3_MOUSE, tr|A0A075B644|A0A075B644_MOUSE, tr|A0A075B606|A0A075B606_MOUSE, tr|A0A0G2JEU8|A0A0G2JEU8_MOUSE	tr|A0A2K5KZG4|A0A2K5KZG4_CERAT
OG0000074	tr|L7MTT3|L7MTT3_MOUSE, tr|A2ASU6|A2ASU6_MOUSE, tr|A2ASU7|A2ASU7_MOUSE, tr|Q7TR90|Q7TR90_MOUSE, tr|A0A140T8K3|A0A140T8K3_MOUSE, tr|A2ATE0|A2ATE0_MOUSE, tr|Q7TR89|Q7TR89_MOUSE, sp|Q8VFL5|O1030_MOUSE	tr|A0A2K5KYV2|A0A2K5KYV2_CERAT
OG0000074	tr|Q8VFK5|Q8VFK5_MOUSE, tr|A2ATE5|A2ATE5_MOUSE	tr|A0A2K5L055|A0A2K5L055_CERAT
OG0000074	tr|Q7TR85|Q7TR85_MOUSE, tr|A0A1L1ST14|A0A1L1ST14_MOUSE	tr|A0A2K5L0V3|A0A2K5L0V3_CERAT
OG0000075	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE	tr|A0A2K5N725|A0A2K5N725_CERAT
OG0000076	sp|Q8VGS1|O1038_MOUSE, sp|Q8VGR9|O1044_MOUSE, tr|Q8VFL0|Q8VFL0_MOUSE, tr|Q8VGC6|Q8VGC6_MOUSE, tr|Q7TRA2|Q7TRA2_MOUSE, tr|Q7TRA1|Q7TRA1_MOUSE, tr|Q8VFZ3|Q8VFZ3_MOUSE, tr|Q7TR84|Q7TR84_MOUSE, tr|Q8VFK4|Q8VFK4_MOUSE, tr|A2ARY1|A2ARY1_MOUSE, tr|A2ARY0|A2ARY0_MOUSE, tr|Q7TR81|Q7TR81_MOUSE, tr|Q7TR75|Q7TR75_MOUSE, tr|Q7TR71|Q7TR71_MOUSE, tr|Q7TR80|Q7TR80_MOUSE	tr|A0A2K5KT83|A0A2K5KT83_CERAT
OG0000079	sp|A2A761|ZFP69_MOUSE	tr|A0A2K5LL63|A0A2K5LL63_CERAT, tr|A0A2K5LVZ2|A0A2K5LVZ2_CERAT, tr|A0A2K5MJE2|A0A2K5MJE2_CERAT, tr|A0A2K5L835|A0A2K5L835_CERAT, tr|A0A2K5L1H4|A0A2K5L1H4_CERAT, tr|A0A2K5LW82|A0A2K5LW82_CERAT, tr|A0A2K5LXQ2|A0A2K5LXQ2_CERAT, tr|A0A2K5LAM3|A0A2K5LAM3_CERAT, tr|A0A2K5LAR7|A0A2K5LAR7_CERAT, tr|A0A2K5P687|A0A2K5P687_CERAT, tr|A0A2K5NN04|A0A2K5NN04_CERAT, tr|A0A2K5LAJ0|A0A2K5LAJ0_CERAT, tr|A0A2K5KN66|A0A2K5KN66_CERAT, tr|A0A2K5M1I9|A0A2K5M1I9_CERAT
OG0000080	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A2K5KM01|A0A2K5KM01_CERAT
OG0000080	tr|Q7TRM0|Q7TRM0_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|E9PXH6|E9PXH6_MOUSE	tr|A0A2K5KXH4|A0A2K5KXH4_CERAT
OG0000081	tr|A0A140LHS9|A0A140LHS9_MOUSE	tr|A0A2K5KV27|A0A2K5KV27_CERAT
OG0000081	tr|Q8VFV3|Q8VFV3_MOUSE, tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|A0A2K5KVG5|A0A2K5KVG5_CERAT
OG0000081	tr|A0A140LHT7|A0A140LHT7_MOUSE, tr|A0A140LHS7|A0A140LHS7_MOUSE, sp|Q8VFV4|O1440_MOUSE, tr|E9Q9Z6|E9Q9Z6_MOUSE, tr|Q8VF59|Q8VF59_MOUSE, tr|A0PK57|A0PK57_MOUSE, tr|Q7TQR7|Q7TQR7_MOUSE, tr|Q7TQR9|Q7TQR9_MOUSE, tr|Q8VFV8|Q8VFV8_MOUSE	tr|A0A2K5KV85|A0A2K5KV85_CERAT
OG0000082	tr|F6YNI8|F6YNI8_MOUSE, tr|J3QMW5|J3QMW5_MOUSE, tr|J3QPI8|J3QPI8_MOUSE, tr|Q3UT53|Q3UT53_MOUSE, tr|A0A1Y7VLT7|A0A1Y7VLT7_MOUSE, tr|A0A1Y7VNG9|A0A1Y7VNG9_MOUSE, tr|Q3UTA4|Q3UTA4_MOUSE, tr|A0A1Y7VK80|A0A1Y7VK80_MOUSE, tr|A0A1Y7VJE9|A0A1Y7VJE9_MOUSE, tr|J3QQ02|J3QQ02_MOUSE, tr|J3QP87|J3QP87_MOUSE, tr|Q8BX20|Q8BX20_MOUSE, tr|Q3TQZ4|Q3TQZ4_MOUSE, tr|J3QNT6|J3QNT6_MOUSE	tr|A0A2K5M1W3|A0A2K5M1W3_CERAT
OG0000088	sp|P45376|ALDR_MOUSE	tr|A0A2K5MYA9|A0A2K5MYA9_CERAT, tr|A0A2K5LLW8|A0A2K5LLW8_CERAT, tr|A0A2K5MQC2|A0A2K5MQC2_CERAT, tr|A0A2K5LIJ7|A0A2K5LIJ7_CERAT
OG0000088	tr|G5E895|G5E895_MOUSE, sp|P21300|ALD1_MOUSE	tr|A0A2K5LQ05|A0A2K5LQ05_CERAT, tr|A0A2K5ND30|A0A2K5ND30_CERAT, tr|A0A2K5M1W2|A0A2K5M1W2_CERAT
OG0000088	sp|P45377|ALD2_MOUSE	tr|A0A2K5L905|A0A2K5L905_CERAT, tr|A0A2K5LS78|A0A2K5LS78_CERAT, tr|A0A2K5KSQ7|A0A2K5KSQ7_CERAT
OG0000089	tr|E9Q1L8|E9Q1L8_MOUSE, tr|Q0VFY0|Q0VFY0_MOUSE	tr|A0A2K5N6F9|A0A2K5N6F9_CERAT, tr|A0A2K5KJT7|A0A2K5KJT7_CERAT, tr|A0A2K5N997|A0A2K5N997_CERAT, tr|A0A2K5NC62|A0A2K5NC62_CERAT, tr|A0A2K5MXN1|A0A2K5MXN1_CERAT, tr|A0A2K5M2U6|A0A2K5M2U6_CERAT, tr|A0A2K5LB92|A0A2K5LB92_CERAT, tr|A0A2K5NUC5|A0A2K5NUC5_CERAT, tr|A0A2K5L8G1|A0A2K5L8G1_CERAT, tr|A0A2K5M0D6|A0A2K5M0D6_CERAT, tr|A0A2K5N1D2|A0A2K5N1D2_CERAT, tr|A0A2K5MIW4|A0A2K5MIW4_CERAT
OG0000090	sp|Q497I4|KRT35_MOUSE	tr|A0A2K5P1B1|A0A2K5P1B1_CERAT
OG0000090	sp|B1AQ75|KRT36_MOUSE	tr|A0A2K5P337|A0A2K5P337_CERAT
OG0000090	sp|Q6IFX3|K1C40_MOUSE	tr|A0A2K5KH33|A0A2K5KH33_CERAT, tr|A0A2K5NYF9|A0A2K5NYF9_CERAT, tr|A0A2K5NI97|A0A2K5NI97_CERAT, tr|A0A2K5KSE5|A0A2K5KSE5_CERAT, tr|A0A2K5NH06|A0A2K5NH06_CERAT, tr|A0A2K5NAB1|A0A2K5NAB1_CERAT, tr|A0A2K5N545|A0A2K5N545_CERAT, tr|A0A2K5P1P6|A0A2K5P1P6_CERAT, tr|A0A2K5MAS7|A0A2K5MAS7_CERAT
OG0000092	sp|Q8BM14|LIPK_MOUSE	tr|A0A2K5MJP8|A0A2K5MJP8_CERAT
OG0000092	sp|Q9CPP7|LIPG_MOUSE	tr|A0A2K5LZ97|A0A2K5LZ97_CERAT
OG0000092	sp|Q8K2A6|LIPM_MOUSE	tr|A0A2K5L2U2|A0A2K5L2U2_CERAT
OG0000092	sp|Q9Z0M5|LICH_MOUSE	tr|A0A2K5L9U3|A0A2K5L9U3_CERAT
OG0000093	tr|Q923D1|Q923D1_MOUSE	tr|A0A2K5MHM2|A0A2K5MHM2_CERAT
OG0000093	tr|E9Q6Y4|E9Q6Y4_MOUSE	tr|A0A2K5MMP0|A0A2K5MMP0_CERAT, tr|A0A2K5MII4|A0A2K5MII4_CERAT, tr|A0A2K5LVK6|A0A2K5LVK6_CERAT, tr|A0A2K5MSQ1|A0A2K5MSQ1_CERAT, tr|A0A2K5N9Y3|A0A2K5N9Y3_CERAT, tr|A0A2K5NK77|A0A2K5NK77_CERAT, tr|A0A2K5KU17|A0A2K5KU17_CERAT, tr|A0A2K5LAJ5|A0A2K5LAJ5_CERAT, tr|A0A2K5ML07|A0A2K5ML07_CERAT, tr|A0A2K5LJ62|A0A2K5LJ62_CERAT, tr|A0A2K5M1E3|A0A2K5M1E3_CERAT
OG0000094	sp|Q8VED2|BL1S4_MOUSE	tr|A0A2K5L331|A0A2K5L331_CERAT, tr|A0A2K5NJC2|A0A2K5NJC2_CERAT, tr|A0A2K5KNS4|A0A2K5KNS4_CERAT, tr|A0A2K5LDP8|A0A2K5LDP8_CERAT, tr|A0A2K5KYN4|A0A2K5KYN4_CERAT, tr|A0A2K5KQI5|A0A2K5KQI5_CERAT, tr|A0A2K5NJJ2|A0A2K5NJJ2_CERAT, tr|A0A2K5KJ40|A0A2K5KJ40_CERAT, tr|A0A2K5LKR6|A0A2K5LKR6_CERAT, tr|A0A2K5KWF8|A0A2K5KWF8_CERAT, tr|A0A2K5LVI7|A0A2K5LVI7_CERAT, tr|A0A2K5KIW1|A0A2K5KIW1_CERAT, tr|A0A2K5L9V7|A0A2K5L9V7_CERAT
OG0000096	sp|P52927|HMGA2_MOUSE	tr|A0A2K5LQT4|A0A2K5LQT4_CERAT
