Orthogroup	Mus_musculus	Castor_canadensis
OG0000075	sp|P10400|POL1_MOUSE	tr|A0A8B7UHN6|A0A8B7UHN6_CASCN, tr|A0A8B7V4G3|A0A8B7V4G3_CASCN, tr|A0A8B7TWA2|A0A8B7TWA2_CASCN, tr|A0A8B7TTG5|A0A8B7TTG5_CASCN, tr|A0A8B7UHS0|A0A8B7UHS0_CASCN, tr|A0A8B7TTV8|A0A8B7TTV8_CASCN, tr|A0A8B7TT07|A0A8B7TT07_CASCN, tr|A0A8B7TP77|A0A8B7TP77_CASCN, tr|A0A8B7VDT6|A0A8B7VDT6_CASCN, tr|A0A8B7TJ17|A0A8B7TJ17_CASCN, tr|A0A8B7WFY4|A0A8B7WFY4_CASCN, tr|A0A8B7VXQ4|A0A8B7VXQ4_CASCN, tr|A0A8B7V465|A0A8B7V465_CASCN, tr|A0A8B7TJX3|A0A8B7TJX3_CASCN
OG0000076	tr|Q8VGW5|Q8VGW5_MOUSE, tr|Q8VH18|Q8VH18_MOUSE, tr|E9PXN3|E9PXN3_MOUSE, tr|A0A1B0GSG0|A0A1B0GSG0_MOUSE, tr|E9Q542|E9Q542_MOUSE, tr|A0A140T8L4|A0A140T8L4_MOUSE, tr|Q8VGA1|Q8VGA1_MOUSE, tr|E9PV95|E9PV95_MOUSE, tr|K7N6B3|K7N6B3_MOUSE, tr|F8VPJ8|F8VPJ8_MOUSE, tr|A0A2I3BR67|A0A2I3BR67_MOUSE, tr|E9PWI5|E9PWI5_MOUSE, tr|E9PX47|E9PX47_MOUSE, tr|Q9WU94|Q9WU94_MOUSE	tr|A0A8B7WE93|A0A8B7WE93_CASCN
OG0000082	tr|B1AUV7|B1AUV7_MOUSE	tr|A0A8B7WG16|A0A8B7WG16_CASCN, tr|A0A8B7WHU9|A0A8B7WHU9_CASCN, tr|A0A8B7WGI8|A0A8B7WGI8_CASCN, tr|A0A8B7WHE7|A0A8B7WHE7_CASCN, tr|A0A8B7WGK1|A0A8B7WGK1_CASCN, tr|A0A8B7WGR6|A0A8B7WGR6_CASCN, tr|A0A8B7WFQ6|A0A8B7WFQ6_CASCN, tr|A0A8B7WGJ5|A0A8B7WGJ5_CASCN, tr|A0A8B7VUL6|A0A8B7VUL6_CASCN, tr|A0A8B7UAF9|A0A8B7UAF9_CASCN, tr|A0A8B7WGB7|A0A8B7WGB7_CASCN, tr|A0A8B7TJ14|A0A8B7TJ14_CASCN, tr|A0A8B7WI33|A0A8B7WI33_CASCN
OG0000083	sp|Q9Z0M5|LICH_MOUSE	tr|A0A8B7VKD5|A0A8B7VKD5_CASCN
OG0000083	sp|Q8K2A6|LIPM_MOUSE	tr|A0A8B7V5C0|A0A8B7V5C0_CASCN
OG0000083	sp|Q9CPP7|LIPG_MOUSE	tr|A0A8B7WGT7|A0A8B7WGT7_CASCN
OG0000083	sp|Q8BM14|LIPK_MOUSE, tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|F6RR30|F6RR30_MOUSE	tr|A0A8B7WGW5|A0A8B7WGW5_CASCN
OG0000085	tr|Q8VGA9|Q8VGA9_MOUSE, tr|Q9QZ20|Q9QZ20_MOUSE	tr|A0A8B7WG69|A0A8B7WG69_CASCN, tr|A0A8B7WG74|A0A8B7WG74_CASCN
OG0000085	tr|Q9QZ19|Q9QZ19_MOUSE, tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A8C0WY24|A0A8C0WY24_CASCN, tr|A0A8B7WG68|A0A8B7WG68_CASCN, tr|A0A8B7WG72|A0A8B7WG72_CASCN
OG0000085	tr|Q7TS19|Q7TS19_MOUSE, tr|Q80ZX9|Q80ZX9_MOUSE, tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A8B7TLQ4|A0A8B7TLQ4_CASCN, tr|A0A8B7TKZ8|A0A8B7TKZ8_CASCN
OG0000086	tr|Q8VGV8|Q8VGV8_MOUSE	tr|A0A8B7WIL3|A0A8B7WIL3_CASCN
OG0000086	tr|Q7TRR4|Q7TRR4_MOUSE, tr|Q8VG26|Q8VG26_MOUSE, tr|E9PVA0|E9PVA0_MOUSE, tr|Q7TRP3|Q7TRP3_MOUSE, tr|Q8VG28|Q8VG28_MOUSE, tr|A0A1B0GSN5|A0A1B0GSN5_MOUSE, tr|A0A1B0GSE1|A0A1B0GSE1_MOUSE, tr|Q8VGZ9|Q8VGZ9_MOUSE, tr|Q8VF06|Q8VF06_MOUSE, tr|F8VQ26|F8VQ26_MOUSE, tr|L7N1Y4|L7N1Y4_MOUSE	tr|A0A8B7WIB5|A0A8B7WIB5_CASCN
OG0000087	tr|E9Q3L4|E9Q3L4_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, sp|O35368|IFI3_MOUSE, sp|Q9R002|IFI2_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV1|IFI5B_MOUSE	tr|A0A250YI10|A0A250YI10_CASCN, tr|A0A8B7W188|A0A8B7W188_CASCN
OG0000088	sp|Q9D504|ANKR7_MOUSE, sp|Q9Z2X2|PSD10_MOUSE, tr|D3Z4K0|D3Z4K0_MOUSE, tr|Q8C646|Q8C646_MOUSE, tr|E9Q637|E9Q637_MOUSE, tr|D3Z1P8|D3Z1P8_MOUSE, tr|A0A0J9YUH2|A0A0J9YUH2_MOUSE, tr|A0A0J9YUZ3|A0A0J9YUZ3_MOUSE, tr|A0A1D5RM70|A0A1D5RM70_MOUSE, tr|Q9D4J9|Q9D4J9_MOUSE, tr|A0A140LHE4|A0A140LHE4_MOUSE, tr|A5H0M4|A5H0M4_MOUSE, tr|Q05AC5|Q05AC5_MOUSE	tr|A0A8B7WAU3|A0A8B7WAU3_CASCN
OG0000096	tr|Q8R254|Q8R254_MOUSE	tr|A0A8C0VUU8|A0A8C0VUU8_CASCN, tr|A0A8C0ZQL9|A0A8C0ZQL9_CASCN, tr|A0A8B7TQ11|A0A8B7TQ11_CASCN, tr|A0A8B7WHC2|A0A8B7WHC2_CASCN, tr|A0A8B7TJP0|A0A8B7TJP0_CASCN, tr|A0A8B7WA80|A0A8B7WA80_CASCN, tr|A0A8B7W0L2|A0A8B7W0L2_CASCN, tr|A0A8B7VEF7|A0A8B7VEF7_CASCN, tr|A0A8B7TL01|A0A8B7TL01_CASCN, tr|A0A8B7WJD7|A0A8B7WJD7_CASCN, tr|A0A8B7W8V7|A0A8B7W8V7_CASCN, tr|A0A8B7W6L6|A0A8B7W6L6_CASCN
OG0000097	sp|Q07231|ZSC21_MOUSE	tr|A0A8B7TLJ3|A0A8B7TLJ3_CASCN
OG0000097	sp|Q5RJ54|ZSC26_MOUSE	tr|A0A8B7WHC0|A0A8B7WHC0_CASCN, tr|A0A8B7TPN9|A0A8B7TPN9_CASCN, tr|A0A8C0X971|A0A8C0X971_CASCN, tr|A0A8B7WC35|A0A8B7WC35_CASCN
OG0000097	sp|Q91VN1|ZNF24_MOUSE	tr|A0A8B7VN87|A0A8B7VN87_CASCN, tr|A0A8B7VQB9|A0A8B7VQB9_CASCN, tr|A0A8B7VM31|A0A8B7VM31_CASCN, tr|A0A8B7TQR7|A0A8B7TQR7_CASCN, tr|A0A8C0WZJ9|A0A8C0WZJ9_CASCN
OG0000098	tr|A2AVK5|A2AVK5_MOUSE	tr|A0A8B7TWZ8|A0A8B7TWZ8_CASCN, tr|A0A8B7WIE9|A0A8B7WIE9_CASCN, tr|A0A8B7WIG0|A0A8B7WIG0_CASCN, tr|A0A8B7WIF4|A0A8B7WIF4_CASCN, tr|A0A8B7WJP8|A0A8B7WJP8_CASCN, tr|A0A8B7WIS8|A0A8B7WIS8_CASCN, tr|A0A8B7TZY7|A0A8B7TZY7_CASCN, tr|A0A8B7WIS3|A0A8B7WIS3_CASCN, tr|A0A8B7WIF5|A0A8B7WIF5_CASCN, tr|A0A8B7WIR5|A0A8B7WIR5_CASCN, tr|A0A8C0W4X9|A0A8C0W4X9_CASCN, tr|A0A8C0ZNI0|A0A8C0ZNI0_CASCN
OG0000107	sp|P02463|CO4A1_MOUSE	tr|A0A8B7UP07|A0A8B7UP07_CASCN
OG0000107	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A8B7VW13|A0A8B7VW13_CASCN
OG0000107	sp|P08122|CO4A2_MOUSE	tr|A0A8B7UNT9|A0A8B7UNT9_CASCN
OG0000107	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A8B7UE14|A0A8B7UE14_CASCN, tr|A0A8B7TJR9|A0A8B7TJR9_CASCN
OG0000107	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A8B7VV72|A0A8B7VV72_CASCN
OG0000109	sp|P07744|K2C4_MOUSE	tr|A0A8B7UDA2|A0A8B7UDA2_CASCN
OG0000109	tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q9Z331|K2C6B_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|P04104|K2C1_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE	tr|A0A8B7U8X8|A0A8B7U8X8_CASCN
OG0000110	sp|P19639|GSTM3_MOUSE, sp|P10649|GSTM1_MOUSE	tr|A0A8B7VQ57|A0A8B7VQ57_CASCN
OG0000110	sp|Q80W21|GSTM7_MOUSE, sp|Q8R5I6|GSTM4_MOUSE	tr|A0A8C0XLM2|A0A8C0XLM2_CASCN
OG0000110	sp|P15626|GSTM2_MOUSE, sp|O35660|GSTM6_MOUSE	tr|A0A8B7UTL9|A0A8B7UTL9_CASCN, tr|A0A8B7UVN0|A0A8B7UVN0_CASCN, tr|A0A8B7VKN5|A0A8B7VKN5_CASCN, tr|A0A8C0X649|A0A8C0X649_CASCN
OG0000111	sp|P97797|SHPS1_MOUSE	tr|A0A8B7VCQ5|A0A8B7VCQ5_CASCN
OG0000111	tr|Q8BJ95|Q8BJ95_MOUSE, tr|Q1AN92|Q1AN92_MOUSE, tr|Q1AN91|Q1AN91_MOUSE	tr|A0A8B7VL33|A0A8B7VL33_CASCN, tr|A0A8B7VEL4|A0A8B7VEL4_CASCN
OG0000111	tr|A0A0A6YYP6|A0A0A6YYP6_MOUSE, tr|K7N6K7|K7N6K7_MOUSE, tr|A0A0A6YXN8|A0A0A6YXN8_MOUSE	tr|A0A8B7WAX2|A0A8B7WAX2_CASCN
OG0000112	sp|O55137|ACOT1_MOUSE, sp|Q9QYR9|ACOT2_MOUSE	tr|A0A8B7V5A3|A0A8B7V5A3_CASCN, tr|A0A8B7V7E0|A0A8B7V7E0_CASCN
OG0000112	sp|Q32Q92|ACOT6_MOUSE	tr|A0A8B7UVH3|A0A8B7UVH3_CASCN
OG0000112	sp|Q8BWN8|ACOT4_MOUSE	tr|A0A8B7UTT3|A0A8B7UTT3_CASCN
OG0000113	sp|O54749|CP2J5_MOUSE, tr|Q3UNV2|Q3UNV2_MOUSE, tr|G3UZ38|G3UZ38_MOUSE, tr|A0A140T8U1|A0A140T8U1_MOUSE, tr|G3UXT0|G3UXT0_MOUSE, tr|Q3UNV4|Q3UNV4_MOUSE, tr|Q924D1|Q924D1_MOUSE, sp|O54750|CP2J6_MOUSE	tr|A0A8B7UE22|A0A8B7UE22_CASCN, tr|A0A8B7TQA5|A0A8B7TQA5_CASCN, tr|A0A8B7TSN7|A0A8B7TSN7_CASCN, tr|A0A8B7TV79|A0A8B7TV79_CASCN
OG0000114	tr|A0A2I3BQA3|A0A2I3BQA3_MOUSE, tr|F6XP16|F6XP16_MOUSE, tr|Q7TR16|Q7TR16_MOUSE	tr|A0A8C0WW46|A0A8C0WW46_CASCN
OG0000114	tr|Q3SXJ3|Q3SXJ3_MOUSE, tr|Q8VF94|Q8VF94_MOUSE, tr|Q8VG21|Q8VG21_MOUSE, tr|A2ATJ9|A2ATJ9_MOUSE, tr|Q8VGF5|Q8VGF5_MOUSE, tr|A2ATJ7|A2ATJ7_MOUSE	tr|A0A8C0WSL5|A0A8C0WSL5_CASCN, tr|A0A8C0W1X8|A0A8C0W1X8_CASCN
OG0000115	tr|Q9CPN9|Q9CPN9_MOUSE, tr|Q9CPN7|Q9CPN7_MOUSE, tr|F6R7E8|F6R7E8_MOUSE, sp|P07146|TRY2_MOUSE, tr|Q792Z1|Q792Z1_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q792Y8|Q792Y8_MOUSE, tr|Q792Z0|Q792Z0_MOUSE	tr|A0A8B7VR50|A0A8B7VR50_CASCN
OG0000116	tr|Q8R259|Q8R259_MOUSE, tr|Q5SSA0|Q5SSA0_MOUSE, tr|I7HIK1|I7HIK1_MOUSE, tr|Q8R258|Q8R258_MOUSE, tr|Q8R261|Q8R261_MOUSE, tr|Q8R262|Q8R262_MOUSE, tr|Q8K4C9|Q8K4C9_MOUSE, tr|Q8R264|Q8R264_MOUSE, tr|Q8R263|Q8R263_MOUSE, tr|J3JS27|J3JS27_MOUSE, tr|Q5SVD6|Q5SVD6_MOUSE	tr|A0A8B7TTZ0|A0A8B7TTZ0_CASCN
OG0000117	tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A8C0WG81|A0A8C0WG81_CASCN
OG0000117	tr|B2RWR6|B2RWR6_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q91VM5|RMXL1_MOUSE, sp|Q9WV02|RBMX_MOUSE	tr|A0A250YH33|A0A250YH33_CASCN
OG0000118	sp|Q8BGE7|TRIM6_MOUSE	tr|A0A8C0XIT2|A0A8C0XIT2_CASCN
OG0000118	tr|E9PWL0|E9PWL0_MOUSE, sp|P15533|TR30A_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, sp|Q99PQ1|TR12A_MOUSE, sp|Q99PP6|TR34A_MOUSE, tr|J3QNR8|J3QNR8_MOUSE	tr|A0A250YJ22|A0A250YJ22_CASCN
OG0000129	tr|G3UW88|G3UW88_MOUSE	tr|A0A8B7TMP0|A0A8B7TMP0_CASCN, tr|A0A8B7TK15|A0A8B7TK15_CASCN
OG0000129	sp|A2A9R3|MAGB4_MOUSE	tr|A0A8B7TKD0|A0A8B7TKD0_CASCN, tr|A0A8B7UNW2|A0A8B7UNW2_CASCN, tr|A0A8B7TLS6|A0A8B7TLS6_CASCN, tr|A0A8B7TML8|A0A8B7TML8_CASCN
OG0000129	sp|Q9CWV4|MAGBG_MOUSE, sp|Q8BQR7|MAGBI_MOUSE	tr|A0A8B7TKE7|A0A8B7TKE7_CASCN
OG0000130	sp|P11798|KCC2A_MOUSE	tr|A0A8B7V214|A0A8B7V214_CASCN
OG0000130	sp|Q6PHZ2|KCC2D_MOUSE	tr|A0A8B7UH22|A0A8B7UH22_CASCN
OG0000130	sp|P28652|KCC2B_MOUSE	tr|A0A8B7UH35|A0A8B7UH35_CASCN
OG0000130	sp|Q923T9|KCC2G_MOUSE	tr|A0A8C0WUV8|A0A8C0WUV8_CASCN, tr|A0A8B7VSV6|A0A8B7VSV6_CASCN, tr|A0A250Y2C8|A0A250Y2C8_CASCN
OG0000131	sp|Q6P1F6|2ABA_MOUSE	tr|A0A250YIE9|A0A250YIE9_CASCN
OG0000131	sp|Q6ZWR4|2ABB_MOUSE	tr|A0A8B7UBN7|A0A8B7UBN7_CASCN
OG0000131	sp|Q8BG02|2ABG_MOUSE	tr|A0A8B7UN35|A0A8B7UN35_CASCN, tr|A0A250YI63|A0A250YI63_CASCN
OG0000131	sp|Q925E7|2ABD_MOUSE	tr|A0A8B7W4A4|A0A8B7W4A4_CASCN, tr|A0A250Y1B9|A0A250Y1B9_CASCN
OG0000135	sp|P35822|PTPRK_MOUSE	tr|A0A8B7V0A4|A0A8B7V0A4_CASCN, tr|A0A8B7V1V4|A0A8B7V1V4_CASCN, tr|A0A250Y7L3|A0A250Y7L3_CASCN
OG0000135	sp|P28828|PTPRM_MOUSE	tr|A0A8B7UVF2|A0A8B7UVF2_CASCN
OG0000135	sp|Q99M80|PTPRT_MOUSE	tr|A0A8B7UWJ3|A0A8B7UWJ3_CASCN, tr|A0A8B7TJZ8|A0A8B7TJZ8_CASCN
OG0000135	sp|B1AUH1|PTPRU_MOUSE	tr|A0A8B7U8I6|A0A8B7U8I6_CASCN
OG0000136	sp|Q9Z2T6|KRT85_MOUSE	tr|A0A8C0ZUR1|A0A8C0ZUR1_CASCN
OG0000136	sp|P97861|KRT86_MOUSE	tr|A0A8B7U8Z8|A0A8B7U8Z8_CASCN
OG0000136	sp|Q9ERE2|KRT81_MOUSE, tr|E9Q1Y9|E9Q1Y9_MOUSE	tr|A0A8B7U7W6|A0A8B7U7W6_CASCN, tr|A0A8C0ZV04|A0A8C0ZV04_CASCN
OG0000136	sp|Q6IMF0|KRT87_MOUSE	tr|A0A8B7U8M4|A0A8B7U8M4_CASCN
OG0000137	tr|Q8VFJ7|Q8VFJ7_MOUSE	tr|A0A8C0W9V5|A0A8C0W9V5_CASCN
OG0000137	tr|A2ASV2|A2ASV2_MOUSE	tr|A0A8B7TWP3|A0A8B7TWP3_CASCN
OG0000137	tr|Q7TR95|Q7TR95_MOUSE, sp|Q7TR96|O1013_MOUSE	tr|A0A8B7TNV5|A0A8B7TNV5_CASCN, tr|A0A8B7TPH7|A0A8B7TPH7_CASCN
OG0000138	sp|P28665|MUG1_MOUSE, sp|P28666|MUG2_MOUSE, tr|A0A0N4SVU1|A0A0N4SVU1_MOUSE	tr|A0A8B7W469|A0A8B7W469_CASCN
OG0000138	sp|Q6GQT1|A2MG_MOUSE	tr|A0A8B7VJ02|A0A8B7VJ02_CASCN
OG0000138	sp|Q61838|PZP_MOUSE	tr|A0A8B7VYZ3|A0A8B7VYZ3_CASCN, tr|A0A8B7VFX1|A0A8B7VFX1_CASCN, tr|A0A8B7WDY8|A0A8B7WDY8_CASCN, tr|A0A8B7VEW1|A0A8B7VEW1_CASCN
OG0000139	sp|Q03385|GNDS_MOUSE	tr|A0A250Y5S1|A0A250Y5S1_CASCN, tr|A0A8B7TMJ1|A0A8B7TMJ1_CASCN, tr|A0A8B7TPM5|A0A8B7TPM5_CASCN, tr|A0A8B7TPV2|A0A8B7TPV2_CASCN, tr|A0A8B7TQG2|A0A8B7TQG2_CASCN, tr|A0A8B7U371|A0A8B7U371_CASCN, tr|A0A8B7WGZ3|A0A8B7WGZ3_CASCN, tr|A0A8B7V447|A0A8B7V447_CASCN, tr|A0A8B7W8N5|A0A8B7W8N5_CASCN, tr|A0A8B7WFP4|A0A8B7WFP4_CASCN
OG0000140	sp|Q7M711|TR113_MOUSE	tr|A0A8B7TJU1|A0A8B7TJU1_CASCN, tr|A0A8B7TJ38|A0A8B7TJ38_CASCN, tr|A0A8B7TIY2|A0A8B7TIY2_CASCN, tr|A0A8B7TKM1|A0A8B7TKM1_CASCN, tr|A0A8B7TLD2|A0A8B7TLD2_CASCN, tr|A0A8B7TNM8|A0A8B7TNM8_CASCN, tr|A0A8B7TJ43|A0A8B7TJ43_CASCN, tr|A0A8B7TNM4|A0A8B7TNM4_CASCN, tr|A0A8B7TJU6|A0A8B7TJU6_CASCN, tr|A0A8B7TH74|A0A8B7TH74_CASCN
OG0000141	tr|A2AUA4|A2AUA4_MOUSE, tr|Q8VGN0|Q8VGN0_MOUSE, tr|A2AV10|A2AV10_MOUSE, tr|Q9R0K2|Q9R0K2_MOUSE, sp|Q60878|OL140_MOUSE, tr|Q8VF98|Q8VF98_MOUSE, tr|Q7TR10|Q7TR10_MOUSE, tr|Q8VGP0|Q8VGP0_MOUSE, tr|Q8VGN6|Q8VGN6_MOUSE, tr|Q8VGN4|Q8VGN4_MOUSE	tr|A0A8B7WJN4|A0A8B7WJN4_CASCN
OG0000142	sp|Q9WV27|AT1A4_MOUSE	tr|A0A8B7V272|A0A8B7V272_CASCN
OG0000142	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A8B7TKU7|A0A8B7TKU7_CASCN
OG0000142	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A8B7USG7|A0A8B7USG7_CASCN
OG0000142	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A8B7UZA4|A0A8B7UZA4_CASCN, tr|A0A250Y6H0|A0A250Y6H0_CASCN
OG0000142	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A250YLY4|A0A250YLY4_CASCN
OG0000143	sp|Q6PDD0|UD2A2_MOUSE, sp|Q80X89|UD2A1_MOUSE, sp|Q8BWQ1|UD2A3_MOUSE, tr|Q8BJL9|Q8BJL9_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, tr|Q8R084|Q8R084_MOUSE, tr|Q8K154|Q8K154_MOUSE	tr|A0A8B7WHL7|A0A8B7WHL7_CASCN
OG0000144	tr|Q8VGV5|Q8VGV5_MOUSE, tr|Q7TRU8|Q7TRU8_MOUSE, tr|Q8VGV6|Q8VGV6_MOUSE, tr|Q8VGU9|Q8VGU9_MOUSE, tr|Q8VGX3|Q8VGX3_MOUSE, tr|Q8VF27|Q8VF27_MOUSE, tr|Q8VG79|Q8VG79_MOUSE, tr|Q8VGW3|Q8VGW3_MOUSE, tr|Q8VH00|Q8VH00_MOUSE, tr|Q7TRP4|Q7TRP4_MOUSE	tr|A0A8B7TNW1|A0A8B7TNW1_CASCN
OG0000145	sp|Q6P4P1|SPA3A_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q8BYY9|SPA3B_MOUSE, sp|P29621|SPA3C_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P07759|SPA3K_MOUSE, sp|Q91WP6|SPA3N_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, sp|Q80X76|SPA3F_MOUSE	tr|A0A8B7W9V4|A0A8B7W9V4_CASCN
OG0000146	tr|B1AR69|B1AR69_MOUSE, sp|P13541|MYH3_MOUSE, sp|P13542|MYH8_MOUSE, sp|Q5SX40|MYH1_MOUSE, sp|Q5SX39|MYH4_MOUSE, tr|G3UW82|G3UW82_MOUSE, sp|Q02566|MYH6_MOUSE, sp|Q91Z83|MYH7_MOUSE, tr|E9Q264|E9Q264_MOUSE, sp|A2AQP0|MYH7B_MOUSE	tr|A0A8B7VMZ6|A0A8B7VMZ6_CASCN
OG0000147	tr|K7N6K9|K7N6K9_MOUSE, sp|P50236|ST2A2_MOUSE, sp|P52843|ST2A1_MOUSE, tr|D3Z1W5|D3Z1W5_MOUSE, tr|L7N245|L7N245_MOUSE, tr|B2RVI8|B2RVI8_MOUSE, tr|A0A1B0GRF0|A0A1B0GRF0_MOUSE, sp|Q8BGL3|ST2A8_MOUSE, sp|O35403|ST3A1_MOUSE, tr|G5E904|G5E904_MOUSE	tr|A0A8B7TM66|A0A8B7TM66_CASCN
OG0000154	sp|Q9D7Q1|CHIT1_MOUSE	tr|A0A8B7UHV4|A0A8B7UHV4_CASCN
OG0000154	sp|Q61362|CH3L1_MOUSE	tr|A0A8B7UIN1|A0A8B7UIN1_CASCN
OG0000154	tr|Q80W26|Q80W26_MOUSE, tr|A0A0G2JDS2|A0A0G2JDS2_MOUSE, sp|O35744|CHIL3_MOUSE, sp|Q91Z98|CHIL4_MOUSE, sp|Q91XA9|CHIA_MOUSE	tr|A0A8B7W712|A0A8B7W712_CASCN
OG0000156	sp|Q8BZ98|DYN3_MOUSE	tr|A0A8B7TJQ5|A0A8B7TJQ5_CASCN, tr|A0A8B7TKF2|A0A8B7TKF2_CASCN, tr|A0A8B7UWM0|A0A8B7UWM0_CASCN
OG0000156	sp|P39053|DYN1_MOUSE	tr|A0A8B7UJY9|A0A8B7UJY9_CASCN
OG0000156	sp|P39054|DYN2_MOUSE	tr|A0A8B7UUV3|A0A8B7UUV3_CASCN, tr|A0A250Y5L0|A0A250Y5L0_CASCN, tr|A0A8B7UUE6|A0A8B7UUE6_CASCN
OG0000157	tr|Q99PA7|Q99PA7_MOUSE	tr|A0A8B7TJF6|A0A8B7TJF6_CASCN, tr|A0A8B7TJY2|A0A8B7TJY2_CASCN, tr|A0A8B7WJP5|A0A8B7WJP5_CASCN, tr|A0A8B7TK42|A0A8B7TK42_CASCN, tr|A0A8B7TJA0|A0A8B7TJA0_CASCN, tr|A0A8B7WJ97|A0A8B7WJ97_CASCN, tr|A0A8B7WJ69|A0A8B7WJ69_CASCN, tr|A0A8B7WJA4|A0A8B7WJA4_CASCN, tr|A0A8B7U199|A0A8B7U199_CASCN
OG0000158	tr|G3X996|G3X996_MOUSE	tr|A0A8B7UPB2|A0A8B7UPB2_CASCN
OG0000158	sp|Q8R1D1|ZN426_MOUSE	tr|A0A8B7UR91|A0A8B7UR91_CASCN
OG0000158	sp|P10076|ZFP26_MOUSE	tr|A0A8B7UP86|A0A8B7UP86_CASCN, tr|A0A8B7W809|A0A8B7W809_CASCN
OG0000160	sp|Q80ZE3|SIG10_MOUSE	tr|A0A8B7UYS4|A0A8B7UYS4_CASCN
OG0000160	sp|Q920G3|SIGL5_MOUSE	tr|A0A8B7U7R1|A0A8B7U7R1_CASCN, tr|A0A8B7W5X4|A0A8B7W5X4_CASCN, tr|A0A8B7V055|A0A8B7V055_CASCN, tr|A0A8B7UY74|A0A8B7UY74_CASCN, tr|A0A8B7UYT6|A0A8B7UYT6_CASCN, tr|A0A8B7UY69|A0A8B7UY69_CASCN, tr|A0A8B7V1R7|A0A8B7V1R7_CASCN
OG0000161	tr|E9Q848|E9Q848_MOUSE	tr|A0A8B7TGJ7|A0A8B7TGJ7_CASCN, tr|A0A8B7TGM7|A0A8B7TGM7_CASCN, tr|A0A8B7TIE4|A0A8B7TIE4_CASCN, tr|A0A8B7TIL4|A0A8B7TIL4_CASCN, tr|A0A8B7TGK2|A0A8B7TGK2_CASCN, tr|A0A8B7WBW5|A0A8B7WBW5_CASCN, tr|A0A8B7W6X9|A0A8B7W6X9_CASCN, tr|A0A8C0WAC0|A0A8C0WAC0_CASCN, tr|A0A8B7TIE9|A0A8B7TIE9_CASCN
OG0000162	tr|K9J7E2|K9J7E2_MOUSE, tr|E9PZY4|E9PZY4_MOUSE, tr|E9PX25|E9PX25_MOUSE, tr|E9Q4G9|E9Q4G9_MOUSE, tr|L7N2C4|L7N2C4_MOUSE, tr|A0A087WNP0|A0A087WNP0_MOUSE, tr|A0A3B2W7J0|A0A3B2W7J0_MOUSE, sp|Q9JJW6|ALRF2_MOUSE, sp|O08583|THOC4_MOUSE	tr|A0A250YDX6|A0A250YDX6_CASCN
OG0000163	sp|Q9ESE1|LRBA_MOUSE	tr|A0A8B7TT75|A0A8B7TT75_CASCN
