Orthogroup	Mus_musculus	Mandrillus_leucophaeus
OG0000029	sp|Q8VEZ0|OL480_MOUSE, sp|Q8VG42|OL508_MOUSE, sp|Q8VG06|OL491_MOUSE, sp|Q8VG43|OL472_MOUSE, sp|Q8VFC9|OL474_MOUSE, sp|Q8VG44|OL473_MOUSE, sp|Q8VGI4|OL476_MOUSE, sp|Q8VGI6|OL477_MOUSE, tr|L7N455|L7N455_MOUSE, sp|Q8VGI5|OL481_MOUSE, tr|Q7TR58|Q7TR58_MOUSE, sp|Q8VG04|OL478_MOUSE, sp|Q8VG09|OL502_MOUSE, sp|Q8VF65|OL470_MOUSE, sp|Q8VF66|OL469_MOUSE, tr|Q7TRU6|Q7TRU6_MOUSE, sp|Q8VG13|OL507_MOUSE, sp|Q8VEW6|OL510_MOUSE, sp|Q8VFD0|OL486_MOUSE, tr|Q7TRU9|Q7TRU9_MOUSE, tr|A0A140LJF5|A0A140LJF5_MOUSE, sp|Q8VG02|OL488_MOUSE, sp|Q8VFD2|OL490_MOUSE, sp|Q8VG07|OL494_MOUSE, sp|Q8VG08|OL497_MOUSE, sp|Q8VG05|OL483_MOUSE, sp|Q8VEW2|OL498_MOUSE, sp|Q8VF12|OL495_MOUSE, sp|Q8VG03|OL482_MOUSE, sp|Q8VFD3|OL484_MOUSE, sp|Q8VFD1|OL492_MOUSE, sp|Q8VEW5|OL493_MOUSE	tr|A0A2K5XLQ3|A0A2K5XLQ3_MANLE
OG0000031	sp|P03977|KV3A4_MOUSE, sp|P01655|KV3A2_MOUSE, sp|P01654|KV3A1_MOUSE, sp|P01657|KV3A5_MOUSE, sp|P01656|KV3A3_MOUSE, sp|P01668|KV3AG_MOUSE, sp|P01667|KV3AF_MOUSE, sp|P01669|KV3AH_MOUSE, sp|P01666|KV3AE_MOUSE, sp|P01665|KV3AD_MOUSE, sp|P01664|KV3AC_MOUSE, sp|P01674|KV3AM_MOUSE, tr|A0A075B5N9|A0A075B5N9_MOUSE, sp|P01673|KV3AL_MOUSE, sp|P01671|KV3AJ_MOUSE, sp|P01670|KV3AI_MOUSE, sp|P01672|KV3AK_MOUSE, sp|P01662|KV3AA_MOUSE, sp|P01663|KV3AB_MOUSE, sp|P01660|KV3A8_MOUSE, sp|P01659|KV3A7_MOUSE, tr|A0A075B5N8|A0A075B5N8_MOUSE, tr|A0A140T8M6|A0A140T8M6_MOUSE, tr|A0A075B5P0|A0A075B5P0_MOUSE, tr|A0A075B5P1|A0A075B5P1_MOUSE, tr|A0A140T8P0|A0A140T8P0_MOUSE, tr|A0A140T8Q4|A0A140T8Q4_MOUSE, tr|A0A140T8Q0|A0A140T8Q0_MOUSE, tr|A0A140T8P4|A0A140T8P4_MOUSE, sp|P01661|KV3A9_MOUSE, sp|P01658|KV3A6_MOUSE	tr|A0A2K5ZAT9|A0A2K5ZAT9_MANLE
OG0000033	sp|Q80YP6|ZIK1_MOUSE	tr|A0A2K5ZQU7|A0A2K5ZQU7_MANLE, tr|A0A2K5Z736|A0A2K5Z736_MANLE, tr|A0A2K5Z5F2|A0A2K5Z5F2_MANLE, tr|A0A2K5YPJ7|A0A2K5YPJ7_MANLE, tr|A0A2K5ZU86|A0A2K5ZU86_MANLE, tr|A0A2K5Z197|A0A2K5Z197_MANLE, tr|A0A2K5ZIY4|A0A2K5ZIY4_MANLE, tr|A0A2K5XYN3|A0A2K5XYN3_MANLE, tr|A0A2K5Y1D8|A0A2K5Y1D8_MANLE, tr|A0A2K5YFJ0|A0A2K5YFJ0_MANLE, tr|A0A2K5XK83|A0A2K5XK83_MANLE, tr|A0A2K5Y223|A0A2K5Y223_MANLE, tr|A0A2K5XU05|A0A2K5XU05_MANLE, tr|A0A2K5YMK9|A0A2K5YMK9_MANLE, tr|A0A2K5YCM2|A0A2K5YCM2_MANLE, tr|A0A2K5XZN5|A0A2K5XZN5_MANLE, tr|A0A2K6A3Y7|A0A2K6A3Y7_MANLE, tr|A0A2K5XHP5|A0A2K5XHP5_MANLE, tr|A0A2K5YGN8|A0A2K5YGN8_MANLE, tr|A0A2K6A1X2|A0A2K6A1X2_MANLE, tr|A0A2K5YPE1|A0A2K5YPE1_MANLE, tr|A0A2K5YFE9|A0A2K5YFE9_MANLE, tr|A0A2K5ZCI1|A0A2K5ZCI1_MANLE, tr|A0A2K5ZNG6|A0A2K5ZNG6_MANLE, tr|A0A2K5Z364|A0A2K5Z364_MANLE, tr|A0A2K5YRE0|A0A2K5YRE0_MANLE, tr|A0A2K5ZCB2|A0A2K5ZCB2_MANLE, tr|A0A2K5ZR08|A0A2K5ZR08_MANLE
OG0000036	tr|Q8VFN5|Q8VFN5_MOUSE, tr|Q9EQ96|Q9EQ96_MOUSE, tr|Q8VG16|Q8VG16_MOUSE, sp|Q60884|OL146_MOUSE, tr|J3KMV2|J3KMV2_MOUSE, tr|Q9EQB7|Q9EQB7_MOUSE, tr|Q8VFD7|Q8VFD7_MOUSE, tr|Q9EQ97|Q9EQ97_MOUSE, tr|Q9EQ93|Q9EQ93_MOUSE, tr|Q9EQA2|Q9EQA2_MOUSE, tr|Q8VFN4|Q8VFN4_MOUSE, tr|Q8VFN3|Q8VFN3_MOUSE, tr|Q8VG89|Q8VG89_MOUSE, tr|Q7TRA6|Q7TRA6_MOUSE, tr|Q8VF78|Q8VF78_MOUSE, sp|Q60895|OL150_MOUSE, tr|Q7TRA7|Q7TRA7_MOUSE, tr|Q9EQB4|Q9EQB4_MOUSE, tr|Q9EQB8|Q9EQB8_MOUSE, tr|Q9EQB5|Q9EQB5_MOUSE, tr|Q9EQ91|Q9EQ91_MOUSE, tr|Q9EQ90|Q9EQ90_MOUSE, sp|P34983|O1537_MOUSE, tr|Q9EQ95|Q9EQ95_MOUSE, tr|Q9EQB6|Q9EQB6_MOUSE, tr|Q9EQ94|Q9EQ94_MOUSE, tr|Q9EQ92|Q9EQ92_MOUSE	tr|A0A2K5Y3J3|A0A2K5Y3J3_MANLE
OG0000038	tr|A0A0B4J1I1|A0A0B4J1I1_MOUSE	tr|A0A2K5ZBV2|A0A2K5ZBV2_MANLE
OG0000038	tr|A0A140T8P3|A0A140T8P3_MOUSE	tr|A0A2K5XIW2|A0A2K5XIW2_MANLE, tr|A0A2K5ZU93|A0A2K5ZU93_MANLE, tr|A0A2K5XUB6|A0A2K5XUB6_MANLE, tr|A0A2K5XSE4|A0A2K5XSE4_MANLE, tr|A0A2K5XHN1|A0A2K5XHN1_MANLE, tr|A0A2K5ZXA8|A0A2K5ZXA8_MANLE, tr|A0A2K5ZRT4|A0A2K5ZRT4_MANLE, tr|A0A2K5XUU7|A0A2K5XUU7_MANLE, tr|A0A2K5XUJ6|A0A2K5XUJ6_MANLE, tr|A0A2K5XPR3|A0A2K5XPR3_MANLE, tr|A0A2K5XUW2|A0A2K5XUW2_MANLE, tr|A0A2K5Y9A5|A0A2K5Y9A5_MANLE, tr|A0A2K5XJ00|A0A2K5XJ00_MANLE, tr|A0A2K5XLA2|A0A2K5XLA2_MANLE, tr|A0A2K5XBF0|A0A2K5XBF0_MANLE, tr|A0A2K5XPZ7|A0A2K5XPZ7_MANLE, tr|A0A2K5XA33|A0A2K5XA33_MANLE, tr|A0A2K5XBA0|A0A2K5XBA0_MANLE, tr|A0A2K5XH69|A0A2K5XH69_MANLE, tr|A0A2K5XFL9|A0A2K5XFL9_MANLE, tr|A0A2K5XP64|A0A2K5XP64_MANLE, tr|A0A2K5XNR2|A0A2K5XNR2_MANLE, tr|A0A2K5XJZ0|A0A2K5XJZ0_MANLE, tr|A0A2K5XAZ3|A0A2K5XAZ3_MANLE
OG0000043	sp|Q9R0H5|K2C71_MOUSE	tr|A0A2K5XF23|A0A2K5XF23_MANLE
OG0000043	sp|Q6NXH9|K2C73_MOUSE	tr|A0A2K5YST0|A0A2K5YST0_MANLE
OG0000043	sp|Q6IFZ9|K2C74_MOUSE	tr|A0A2K5XQC8|A0A2K5XQC8_MANLE
OG0000043	sp|Q6IME9|K2C72_MOUSE	tr|A0A2K6A0W1|A0A2K6A0W1_MANLE
OG0000043	sp|Q8VED5|K2C79_MOUSE	tr|A0A2K6AKF9|A0A2K6AKF9_MANLE, tr|A0A2K5ZK75|A0A2K5ZK75_MANLE, tr|A0A2K6AGV4|A0A2K6AGV4_MANLE
OG0000043	sp|Q9DCV7|K2C7_MOUSE	tr|A0A2K6AJW7|A0A2K6AJW7_MANLE, tr|A0A2K6A2F4|A0A2K6A2F4_MANLE, tr|A0A2K5Y9K5|A0A2K5Y9K5_MANLE, tr|A0A2K6A0H6|A0A2K6A0H6_MANLE, tr|A0A2K6AGK2|A0A2K6AGK2_MANLE
OG0000043	sp|Q3UV17|K22O_MOUSE	tr|A0A2K6AE66|A0A2K6AE66_MANLE, tr|A0A2K5ZTU8|A0A2K5ZTU8_MANLE
OG0000043	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A2K5XUJ7|A0A2K5XUJ7_MANLE, tr|A0A2K5XIW4|A0A2K5XIW4_MANLE, tr|A0A2K5YE01|A0A2K5YE01_MANLE
OG0000047	tr|E9Q848|E9Q848_MOUSE	tr|A0A2K5XVC1|A0A2K5XVC1_MANLE
OG0000047	tr|A0A140T8J6|A0A140T8J6_MOUSE, sp|Q62007|OLF16_MOUSE	tr|A0A2K5Y2T9|A0A2K5Y2T9_MANLE
OG0000047	tr|E9PWV2|E9PWV2_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE	tr|A0A2K5YZF1|A0A2K5YZF1_MANLE
OG0000049	sp|P25444|RS2_MOUSE	tr|A0A2K5ZRQ3|A0A2K5ZRQ3_MANLE, tr|A0A2K5ZMC5|A0A2K5ZMC5_MANLE, tr|A0A2K5Y5L7|A0A2K5Y5L7_MANLE, tr|A0A2K5Z4P7|A0A2K5Z4P7_MANLE, tr|A0A2K6AK15|A0A2K6AK15_MANLE, tr|A0A2K5YLF3|A0A2K5YLF3_MANLE, tr|A0A2K5YTP1|A0A2K5YTP1_MANLE, tr|A0A2K5ZFX8|A0A2K5ZFX8_MANLE, tr|A0A2K5ZPR7|A0A2K5ZPR7_MANLE, tr|A0A2K5X9X4|A0A2K5X9X4_MANLE, tr|A0A2K5XMX0|A0A2K5XMX0_MANLE, tr|A0A2K5XRB3|A0A2K5XRB3_MANLE, tr|A0A2K5Y5X3|A0A2K5Y5X3_MANLE, tr|A0A2K6AIA6|A0A2K6AIA6_MANLE, tr|A0A2K5XAE7|A0A2K5XAE7_MANLE, tr|A0A2K5XJI3|A0A2K5XJI3_MANLE, tr|A0A2K5Z287|A0A2K5Z287_MANLE, tr|A0A2K5YIY2|A0A2K5YIY2_MANLE, tr|A0A2K6A4G0|A0A2K6A4G0_MANLE, tr|A0A2K5ZU45|A0A2K5ZU45_MANLE, tr|A0A2K6AH71|A0A2K6AH71_MANLE, tr|A0A2K6AJN1|A0A2K6AJN1_MANLE
OG0000050	tr|Q7TRL9|Q7TRL9_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|E9PXH6|E9PXH6_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|E9Q8M2|E9Q8M2_MOUSE, tr|Q7TRV9|Q7TRV9_MOUSE, tr|Q8VFE3|Q8VFE3_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE, tr|Q7TQW4|Q7TQW4_MOUSE, tr|E9Q5F1|E9Q5F1_MOUSE, tr|Q7TRW1|Q7TRW1_MOUSE, tr|E9Q0Q2|E9Q0Q2_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE	tr|A0A2K5XHV8|A0A2K5XHV8_MANLE
OG0000053	sp|P18528|HVM57_MOUSE	tr|A0A2K5ZGX2|A0A2K5ZGX2_MANLE, tr|A0A2K5XAA2|A0A2K5XAA2_MANLE, tr|A0A2K5XYC3|A0A2K5XYC3_MANLE, tr|A0A2K5XQM8|A0A2K5XQM8_MANLE, tr|A0A2K5XPA4|A0A2K5XPA4_MANLE, tr|A0A2K5XWW7|A0A2K5XWW7_MANLE, tr|A0A2K5XIY5|A0A2K5XIY5_MANLE, tr|A0A2K5ZSQ9|A0A2K5ZSQ9_MANLE, tr|A0A2K5ZSU4|A0A2K5ZSU4_MANLE, tr|A0A2K5ZZ30|A0A2K5ZZ30_MANLE, tr|A0A2K5YP15|A0A2K5YP15_MANLE, tr|A0A2K5XXP6|A0A2K5XXP6_MANLE, tr|A0A2K5YSF6|A0A2K5YSF6_MANLE, tr|A0A2K5XUQ0|A0A2K5XUQ0_MANLE, tr|A0A2K5XSG7|A0A2K5XSG7_MANLE, tr|A0A2K5XMM6|A0A2K5XMM6_MANLE, tr|A0A2K5XSZ2|A0A2K5XSZ2_MANLE, tr|A0A2K5YL56|A0A2K5YL56_MANLE, tr|A0A2K5XKT2|A0A2K5XKT2_MANLE, tr|A0A2K5XMJ8|A0A2K5XMJ8_MANLE, tr|A0A2K5XW52|A0A2K5XW52_MANLE
OG0000056	sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE9|H2A1P_MOUSE	tr|A0A2K5XFJ5|A0A2K5XFJ5_MANLE
OG0000056	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A2K5XIL8|A0A2K5XIL8_MANLE
OG0000056	sp|Q8BFU2|H2A3_MOUSE	tr|A0A2K5XVI8|A0A2K5XVI8_MANLE, tr|A0A2K5XLP9|A0A2K5XLP9_MANLE
OG0000056	sp|C0HKE5|H2A1G_MOUSE	tr|A0A2K5XEX7|A0A2K5XEX7_MANLE
OG0000061	sp|P10854|H2B1M_MOUSE	tr|A0A2K5XTB7|A0A2K5XTB7_MANLE
OG0000061	sp|P10853|H2B1F_MOUSE	tr|A0A2K6A1D4|A0A2K6A1D4_MANLE, tr|A0A2K5ZP30|A0A2K5ZP30_MANLE, tr|A0A2K5Y2Z7|A0A2K5Y2Z7_MANLE, tr|A0A2K5XPF2|A0A2K5XPF2_MANLE
OG0000061	sp|Q64525|H2B2B_MOUSE	tr|A0A2K5XXW4|A0A2K5XXW4_MANLE, tr|A0A2K5XFD1|A0A2K5XFD1_MANLE, tr|A0A2K5XQU7|A0A2K5XQU7_MANLE, tr|A0A2K5ZNN2|A0A2K5ZNN2_MANLE
OG0000061	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A2K5Y961|A0A2K5Y961_MANLE
OG0000062	sp|Q07231|ZSC21_MOUSE	tr|A0A2K5YV40|A0A2K5YV40_MANLE
OG0000062	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A2K5YHZ3|A0A2K5YHZ3_MANLE
OG0000062	sp|Q91VN1|ZNF24_MOUSE	tr|A0A2K5ZYA8|A0A2K5ZYA8_MANLE, tr|A0A2K6AJP0|A0A2K6AJP0_MANLE, tr|A0A2K6A4W9|A0A2K6A4W9_MANLE, tr|A0A2K5YL34|A0A2K5YL34_MANLE, tr|A0A2K5Z933|A0A2K5Z933_MANLE
OG0000062	tr|Q3TDV8|Q3TDV8_MOUSE	tr|A0A2K6A8S6|A0A2K6A8S6_MANLE, tr|A0A2K5Z9D9|A0A2K5Z9D9_MANLE, tr|A0A2K5ZXT3|A0A2K5ZXT3_MANLE, tr|A0A2K5ZAI1|A0A2K5ZAI1_MANLE, tr|A0A2K5XGS5|A0A2K5XGS5_MANLE
OG0000063	sp|Q8CIP3|MRGX1_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW4|MRGA2_MOUSE, sp|Q91WW5|MRGA1_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q91ZC0|MRGB4_MOUSE	tr|A0A2K5YJX0|A0A2K5YJX0_MANLE
OG0000064	sp|P01631|KV2A7_MOUSE	tr|A0A2K5YG46|A0A2K5YG46_MANLE, tr|A0A2K5XHB0|A0A2K5XHB0_MANLE, tr|A0A2K5XFM5|A0A2K5XFM5_MANLE, tr|A0A2K5ZBY4|A0A2K5ZBY4_MANLE, tr|A0A2K6AFC1|A0A2K6AFC1_MANLE, tr|A0A2K5XPV3|A0A2K5XPV3_MANLE, tr|A0A2K5XPF9|A0A2K5XPF9_MANLE, tr|A0A2K5Y177|A0A2K5Y177_MANLE, tr|A0A2K5XD74|A0A2K5XD74_MANLE, tr|A0A2K5XTQ8|A0A2K5XTQ8_MANLE, tr|A0A2K5Z1U6|A0A2K5Z1U6_MANLE, tr|A0A2K5XU77|A0A2K5XU77_MANLE, tr|A0A2K5YTF5|A0A2K5YTF5_MANLE, tr|A0A2K5Z6U3|A0A2K5Z6U3_MANLE, tr|A0A2K5XU26|A0A2K5XU26_MANLE, tr|A0A2K5ZU60|A0A2K5ZU60_MANLE, tr|A0A2K5XHB5|A0A2K5XHB5_MANLE, tr|A0A2K5XDH0|A0A2K5XDH0_MANLE
OG0000065	tr|Q7TS01|Q7TS01_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE	tr|A0A2K5XJB2|A0A2K5XJB2_MANLE
OG0000066	tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N205|L7N205_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, sp|Q8VEX5|OL186_MOUSE, sp|Q8VFB9|OL183_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, tr|E9PYP4|E9PYP4_MOUSE, sp|Q8VEX6|OL187_MOUSE	tr|A0A2K5XP93|A0A2K5XP93_MANLE, tr|A0A2K5XUW5|A0A2K5XUW5_MANLE
OG0000069	sp|P16125|LDHB_MOUSE	tr|A0A2K5XSK5|A0A2K5XSK5_MANLE, tr|A0A2K5ZEY0|A0A2K5ZEY0_MANLE
OG0000069	sp|P00342|LDHC_MOUSE	tr|A0A2K5XY12|A0A2K5XY12_MANLE
OG0000069	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A2K6A5E8|A0A2K6A5E8_MANLE, tr|A0A2K6A4E0|A0A2K6A4E0_MANLE, tr|A0A2K5YAA0|A0A2K5YAA0_MANLE
OG0000070	tr|E9Q6Y4|E9Q6Y4_MOUSE	tr|A0A2K6AHW6|A0A2K6AHW6_MANLE, tr|A0A2K5Z984|A0A2K5Z984_MANLE, tr|A0A2K5YID1|A0A2K5YID1_MANLE, tr|A0A2K5YQW2|A0A2K5YQW2_MANLE, tr|A0A2K5YXM1|A0A2K5YXM1_MANLE, tr|A0A2K5Y2Q9|A0A2K5Y2Q9_MANLE, tr|A0A2K5YNS3|A0A2K5YNS3_MANLE, tr|A0A2K5YSK7|A0A2K5YSK7_MANLE, tr|A0A2K5ZXV9|A0A2K5ZXV9_MANLE, tr|A0A2K6A638|A0A2K6A638_MANLE, tr|A0A2K5Y541|A0A2K5Y541_MANLE, tr|A0A2K5Y5V0|A0A2K5Y5V0_MANLE, tr|A0A2K5Z7L4|A0A2K5Z7L4_MANLE, tr|A0A2K6A400|A0A2K6A400_MANLE, tr|A0A2K5XHD0|A0A2K5XHD0_MANLE, tr|A0A2K5ZMC2|A0A2K5ZMC2_MANLE, tr|A0A2K5ZVQ4|A0A2K5ZVQ4_MANLE
OG0000071	sp|E9Q5R7|NAL12_MOUSE	tr|A0A2K5ZUF7|A0A2K5ZUF7_MANLE
OG0000071	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A2K5YYF9|A0A2K5YYF9_MANLE
OG0000071	sp|Q6B966|NAL14_MOUSE	tr|A0A2K5Z386|A0A2K5Z386_MANLE
OG0000071	sp|Q9R1M5|NALP5_MOUSE	tr|A0A2K5XST8|A0A2K5XST8_MANLE
OG0000071	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A2K5ZDF8|A0A2K5ZDF8_MANLE, tr|A0A2K5ZKM8|A0A2K5ZKM8_MANLE, tr|A0A2K5Z8U5|A0A2K5Z8U5_MANLE, tr|A0A2K6AKF0|A0A2K6AKF0_MANLE, tr|A0A2K5ZAV8|A0A2K5ZAV8_MANLE, tr|A0A2K5XGJ8|A0A2K5XGJ8_MANLE, tr|A0A2K5YJP6|A0A2K5YJP6_MANLE
OG0000073	tr|A0A1L1ST14|A0A1L1ST14_MOUSE, tr|Q7TR85|Q7TR85_MOUSE	tr|A0A2K5XVR8|A0A2K5XVR8_MANLE
OG0000073	tr|A0A140T8K3|A0A140T8K3_MOUSE, tr|Q7TR90|Q7TR90_MOUSE, tr|A2ASU7|A2ASU7_MOUSE, tr|A2ASU6|A2ASU6_MOUSE, tr|L7MTT3|L7MTT3_MOUSE, tr|Q8VFZ3|Q8VFZ3_MOUSE, tr|Q7TR89|Q7TR89_MOUSE, tr|A2ATE0|A2ATE0_MOUSE, sp|Q8VFL5|O1030_MOUSE, tr|Q7TR87|Q7TR87_MOUSE, tr|A2ATE5|A2ATE5_MOUSE, tr|Q8VFK5|Q8VFK5_MOUSE	tr|A0A2K5Y7B6|A0A2K5Y7B6_MANLE
OG0000074	tr|Q3URI6|Q3URI6_MOUSE, tr|E9Q2S7|E9Q2S7_MOUSE	tr|A0A2K5ZF03|A0A2K5ZF03_MANLE, tr|A0A2K5ZAK1|A0A2K5ZAK1_MANLE, tr|A0A2K5XMF9|A0A2K5XMF9_MANLE, tr|A0A2K5ZAC4|A0A2K5ZAC4_MANLE, tr|A0A2K5YN76|A0A2K5YN76_MANLE, tr|A0A2K5Y5B3|A0A2K5Y5B3_MANLE, tr|A0A2K5XY31|A0A2K5XY31_MANLE, tr|A0A2K5Z4F2|A0A2K5Z4F2_MANLE, tr|A0A2K5Y3G3|A0A2K5Y3G3_MANLE, tr|A0A2K5ZAU9|A0A2K5ZAU9_MANLE, tr|A0A2K5XNA5|A0A2K5XNA5_MANLE, tr|A0A2K5ZZT9|A0A2K5ZZT9_MANLE, tr|A0A2K5XPT1|A0A2K5XPT1_MANLE, tr|A0A2K5XU67|A0A2K5XU67_MANLE
OG0000075	sp|Q6RHW0|K1C9_MOUSE	tr|A0A2K5XSF9|A0A2K5XSF9_MANLE
OG0000075	sp|P08730|K1C13_MOUSE	tr|A0A2K6A2M2|A0A2K6A2M2_MANLE
OG0000075	sp|Q61414|K1C15_MOUSE	tr|A0A2K6A0P8|A0A2K6A0P8_MANLE
OG0000075	sp|P19001|K1C19_MOUSE	tr|A0A2K5XZ96|A0A2K5XZ96_MANLE, tr|A0A2K6A2G8|A0A2K6A2G8_MANLE
OG0000075	sp|Q9QWL7|K1C17_MOUSE	tr|A0A2K5YQY4|A0A2K5YQY4_MANLE
OG0000075	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A2K6AGK1|A0A2K6AGK1_MANLE
OG0000075	sp|Q61781|K1C14_MOUSE	tr|A0A2K5ZWJ8|A0A2K5ZWJ8_MANLE
OG0000076	tr|Q8CFE8|Q8CFE8_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE	tr|A0A2K6AES7|A0A2K6AES7_MANLE
OG0000080	sp|Q91ZV0|MIA2_MOUSE	tr|A0A2K6AJS5|A0A2K6AJS5_MANLE, tr|A0A2K6A518|A0A2K6A518_MANLE, tr|A0A2K5YWF5|A0A2K5YWF5_MANLE, tr|A0A2K5YNX4|A0A2K5YNX4_MANLE, tr|A0A2K5YEF3|A0A2K5YEF3_MANLE, tr|A0A2K5Y442|A0A2K5Y442_MANLE, tr|A0A2K5YX24|A0A2K5YX24_MANLE, tr|A0A2K5YQ24|A0A2K5YQ24_MANLE, tr|A0A2K5Z735|A0A2K5Z735_MANLE, tr|A0A2K5YHJ0|A0A2K5YHJ0_MANLE, tr|A0A2K5ZL31|A0A2K5ZL31_MANLE, tr|A0A2K5XAQ5|A0A2K5XAQ5_MANLE, tr|A0A2K5YQI6|A0A2K5YQI6_MANLE, tr|A0A2K5ZTE3|A0A2K5ZTE3_MANLE
OG0000081	tr|Q8VFV8|Q8VFV8_MOUSE	tr|A0A2K5XKE2|A0A2K5XKE2_MANLE
OG0000081	tr|A0A140LHS9|A0A140LHS9_MOUSE	tr|A0A2K5XPQ7|A0A2K5XPQ7_MANLE
OG0000081	tr|Q8VFV3|Q8VFV3_MOUSE, tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|A0A2K5XH16|A0A2K5XH16_MANLE
OG0000082	tr|A0A1L1STD5|A0A1L1STD5_MOUSE, tr|A2AV13|A2AV13_MOUSE	tr|A0A2K5XGM8|A0A2K5XGM8_MANLE
OG0000082	tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|Q7TR12|Q7TR12_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|Q7TR20|Q7TR20_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE	tr|A0A2K5ZKE1|A0A2K5ZKE1_MANLE
