Orthogroup	Mus_musculus	Vicugna_pacos
OG0000048	tr|A2AV72|A2AV72_MOUSE, sp|P11588|MUP1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P02762|MUP6_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|A2BIM8|MUP18_MOUSE, sp|P04938|MUP11_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P11589|MUP2_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|L7N222|L7N222_MOUSE, sp|B5X0G2|MUP17_MOUSE, sp|Q5FW60|MUP20_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|P04939|MUP3_MOUSE, sp|P11591|MUP5_MOUSE, sp|P11590|MUP4_MOUSE, sp|A2AJB7|LCN5_MOUSE, tr|A2BHR2|A2BHR2_MOUSE	tr|A0A6J3AHM8|A0A6J3AHM8_VICPA
OG0000053	sp|Q8CIP3|MRGX1_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW4|MRGA2_MOUSE, sp|Q91WW5|MRGA1_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE	tr|A0A6J3AU10|A0A6J3AU10_VICPA
OG0000056	sp|P11679|K2C8_MOUSE	tr|A0A6J3B1W6|A0A6J3B1W6_VICPA
OG0000056	sp|Q6IFZ9|K2C74_MOUSE	tr|A0A6J0AHW5|A0A6J0AHW5_VICPA
OG0000056	sp|Q6IME9|K2C72_MOUSE	tr|A0A6J3B268|A0A6J3B268_VICPA
OG0000056	sp|Q9R0H5|K2C71_MOUSE	tr|A0A6I9I5H9|A0A6I9I5H9_VICPA
OG0000056	sp|Q6NXH9|K2C73_MOUSE	tr|A0A6I9I3P4|A0A6I9I3P4_VICPA
OG0000057	tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TS01|Q7TS01_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE	tr|A0A6I9IBH0|A0A6I9IBH0_VICPA
OG0000059	tr|Q6UAH0|Q6UAH0_MOUSE, tr|Q7TQT6|Q7TQT6_MOUSE, tr|Q7TQT4|Q7TQT4_MOUSE, tr|Q7TQT5|Q7TQT5_MOUSE, tr|Q7TQT7|Q7TQT7_MOUSE, tr|Q7TQT3|Q7TQT3_MOUSE, tr|Q8VFA8|Q8VFA8_MOUSE, tr|Q7TQT2|Q7TQT2_MOUSE, tr|Q8VGW9|Q8VGW9_MOUSE, tr|Q8VFA6|Q8VFA6_MOUSE, tr|Q8VFA7|Q8VFA7_MOUSE, sp|Q60883|OLF10_MOUSE, tr|Q7TQT0|Q7TQT0_MOUSE, tr|Q7TQT1|Q7TQT1_MOUSE, tr|Q8VFA4|Q8VFA4_MOUSE, tr|Q8VFA3|Q8VFA3_MOUSE, tr|Q8VFA9|Q8VFA9_MOUSE, tr|Q8VGX0|Q8VGX0_MOUSE	tr|A0A6J0ATP3|A0A6J0ATP3_VICPA
OG0000060	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A6I9ILA8|A0A6I9ILA8_VICPA
OG0000060	tr|Q8VG87|Q8VG87_MOUSE	tr|A0A6J0AKJ6|A0A6J0AKJ6_VICPA, tr|A0A6J0AW40|A0A6J0AW40_VICPA
OG0000060	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A6I9IVA9|A0A6I9IVA9_VICPA, tr|A0A6J3AJ21|A0A6J3AJ21_VICPA
OG0000060	tr|Q7TS19|Q7TS19_MOUSE	tr|A0A6I9IJ79|A0A6I9IJ79_VICPA, tr|A0A6J0B4C2|A0A6J0B4C2_VICPA, tr|A0A6I9IIT8|A0A6I9IIT8_VICPA
OG0000061	sp|Q8VFX2|O1444_MOUSE	tr|A0A6I9IJY5|A0A6I9IJY5_VICPA, tr|A0A6I9IIX1|A0A6I9IIX1_VICPA, tr|A0A6J3A642|A0A6J3A642_VICPA, tr|A0A6J0AXC7|A0A6J0AXC7_VICPA, tr|A0A6I9IIX6|A0A6I9IIX6_VICPA, tr|A0A6J0AUR8|A0A6J0AUR8_VICPA, tr|A0A6J0AXA7|A0A6J0AXA7_VICPA, tr|A0A6J0AZ02|A0A6J0AZ02_VICPA, tr|A0A6J3BL03|A0A6J3BL03_VICPA, tr|A0A6I9ISI4|A0A6I9ISI4_VICPA, tr|A0A6I9IIT4|A0A6I9IIT4_VICPA, tr|A0A6J3BPQ8|A0A6J3BPQ8_VICPA, tr|A0A6J0AXB2|A0A6J0AXB2_VICPA, tr|A0A6J0AVI6|A0A6J0AVI6_VICPA, tr|A0A6J0AWX0|A0A6J0AWX0_VICPA, tr|A0A6I9IJQ8|A0A6I9IJQ8_VICPA, tr|A0A6J0AYZ6|A0A6J0AYZ6_VICPA, tr|A0A6I9IMI4|A0A6I9IMI4_VICPA
OG0000066	tr|Q14AJ9|Q14AJ9_MOUSE	tr|A0A6I9IP96|A0A6I9IP96_VICPA
OG0000066	tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS03|Q7TS03_MOUSE, tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE	tr|A0A6J3AJ68|A0A6J3AJ68_VICPA
OG0000067	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A6I9IM24|A0A6I9IM24_VICPA
OG0000067	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A6J0AWI0|A0A6J0AWI0_VICPA
OG0000067	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A6I9IBQ4|A0A6I9IBQ4_VICPA
OG0000067	sp|Q9WV27|AT1A4_MOUSE	tr|A0A6I9IPT8|A0A6I9IPT8_VICPA
OG0000067	sp|Q64436|ATP4A_MOUSE	tr|A0A6J3A2D3|A0A6J3A2D3_VICPA
OG0000067	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A6J3AFY4|A0A6J3AFY4_VICPA, tr|A0A6I9ISR8|A0A6I9ISR8_VICPA, tr|A0A6J3A6L3|A0A6J3A6L3_VICPA, tr|A0A6J3A7D6|A0A6J3A7D6_VICPA, tr|A0A6J3ABJ2|A0A6J3ABJ2_VICPA, tr|A0A6J3A9X8|A0A6J3A9X8_VICPA, tr|A0A6J0B4J7|A0A6J0B4J7_VICPA
OG0000068	sp|Q9D504|ANKR7_MOUSE	tr|A0A6J3AGT4|A0A6J3AGT4_VICPA, tr|A0A6J3AEJ4|A0A6J3AEJ4_VICPA, tr|A0A6J3A3X5|A0A6J3A3X5_VICPA, tr|A0A6J3AE75|A0A6J3AE75_VICPA, tr|A0A6J3A471|A0A6J3A471_VICPA, tr|A0A6J3A9B7|A0A6J3A9B7_VICPA, tr|A0A6J3B4L5|A0A6J3B4L5_VICPA, tr|A0A6J3AEF3|A0A6J3AEF3_VICPA, tr|A0A6J3AFQ0|A0A6J3AFQ0_VICPA, tr|A0A6J3ABR0|A0A6J3ABR0_VICPA, tr|A0A6J3A7I6|A0A6J3A7I6_VICPA, tr|A0A6J3AAS2|A0A6J3AAS2_VICPA, tr|A0A6J3A7L2|A0A6J3A7L2_VICPA, tr|A0A6J0AQZ0|A0A6J0AQZ0_VICPA, tr|A0A6J3AE57|A0A6J3AE57_VICPA, tr|A0A6J3AAE9|A0A6J3AAE9_VICPA, tr|A0A6J0AYJ5|A0A6J0AYJ5_VICPA
OG0000074	tr|E9Q1J0|E9Q1J0_MOUSE	tr|A0A6J0AMB8|A0A6J0AMB8_VICPA
OG0000074	tr|G3X996|G3X996_MOUSE	tr|A0A6I9I8G8|A0A6I9I8G8_VICPA, tr|A0A6J3BGM1|A0A6J3BGM1_VICPA, tr|A0A6I9IFZ6|A0A6I9IFZ6_VICPA, tr|A0A6J3BLR4|A0A6J3BLR4_VICPA, tr|A0A6J3BGP2|A0A6J3BGP2_VICPA, tr|A0A6J3BI52|A0A6J3BI52_VICPA, tr|A0A6J0B0C3|A0A6J0B0C3_VICPA, tr|A0A6J0AJQ4|A0A6J0AJQ4_VICPA, tr|A0A6J3BLQ2|A0A6J3BLQ2_VICPA, tr|A0A6J3BRU9|A0A6J3BRU9_VICPA, tr|A0A6J3BN73|A0A6J3BN73_VICPA, tr|A0A6J3BLY7|A0A6J3BLY7_VICPA, tr|A0A6J3BI70|A0A6J3BI70_VICPA, tr|A0A6J0AJI9|A0A6J0AJI9_VICPA
OG0000080	sp|P00757|K1KB4_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P04071|K1B16_MOUSE, sp|P15948|K1B22_MOUSE, sp|P15946|K1B11_MOUSE, sp|Q61759|K1B21_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE	tr|A0A6I9IBF2|A0A6I9IBF2_VICPA
OG0000082	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A6J3BHS2|A0A6J3BHS2_VICPA
OG0000082	sp|P10854|H2B1M_MOUSE	tr|A0A6J3BEE2|A0A6J3BEE2_VICPA, tr|A0A6I9IR64|A0A6I9IR64_VICPA, tr|A0A6I9IS35|A0A6I9IS35_VICPA, tr|A0A6J3AD55|A0A6J3AD55_VICPA, tr|A0A6J0B391|A0A6J0B391_VICPA, tr|A0A6I9IF51|A0A6I9IF51_VICPA, tr|A0A6J3BDP4|A0A6J3BDP4_VICPA, tr|A0A6I9IU73|A0A6I9IU73_VICPA, tr|A0A6J0B0T3|A0A6J0B0T3_VICPA, tr|A0A6J3BHM8|A0A6J3BHM8_VICPA, tr|A0A6I9IKF0|A0A6I9IKF0_VICPA, tr|A0A6J0B3N7|A0A6J0B3N7_VICPA, tr|A0A6J3BD30|A0A6J3BD30_VICPA
OG0000083	sp|Q62007|OLF16_MOUSE	tr|A0A6I9IPU7|A0A6I9IPU7_VICPA
OG0000083	tr|A0A140T8J6|A0A140T8J6_MOUSE	tr|A0A6I9IPZ5|A0A6I9IPZ5_VICPA, tr|A0A6I9IM74|A0A6I9IM74_VICPA, tr|A0A6I9IM17|A0A6I9IM17_VICPA
OG0000083	tr|E9Q848|E9Q848_MOUSE	tr|A0A6I9IPR8|A0A6I9IPR8_VICPA, tr|A0A6I9IM07|A0A6I9IM07_VICPA, tr|A0A6I9IL43|A0A6I9IL43_VICPA, tr|A0A6I9IM52|A0A6I9IM52_VICPA, tr|A0A6I9IPY0|A0A6I9IPY0_VICPA, tr|A0A6J0B0U9|A0A6J0B0U9_VICPA, tr|A0A6I9IPT7|A0A6I9IPT7_VICPA, tr|A0A6I9IKZ6|A0A6I9IKZ6_VICPA, tr|A0A6J3BJI1|A0A6J3BJI1_VICPA
OG0000084	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A6J0B418|A0A6J0B418_VICPA, tr|A0A6J0B408|A0A6J0B408_VICPA, tr|A0A6I9IP73|A0A6I9IP73_VICPA, tr|A0A6I9ISZ3|A0A6I9ISZ3_VICPA, tr|A0A6I9IQ70|A0A6I9IQ70_VICPA, tr|A0A6J0B2B1|A0A6J0B2B1_VICPA, tr|A0A6I9IT10|A0A6I9IT10_VICPA, tr|A0A6J3A4J8|A0A6J3A4J8_VICPA, tr|A0A6J0B048|A0A6J0B048_VICPA, tr|A0A6I9IQH4|A0A6I9IQH4_VICPA, tr|A0A6I9IT52|A0A6I9IT52_VICPA, tr|A0A6I9IP91|A0A6I9IP91_VICPA, tr|A0A6J0B2E9|A0A6J0B2E9_VICPA, tr|A0A6I9IQ45|A0A6I9IQ45_VICPA, tr|A0A6J0B2C3|A0A6J0B2C3_VICPA
OG0000086	sp|Q9DCV7|K2C7_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE, sp|Q9Z331|K2C6B_MOUSE, sp|P50446|K2C6A_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|P04104|K2C1_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|P07744|K2C4_MOUSE	tr|A0A6J0AJ37|A0A6J0AJ37_VICPA
OG0000089	tr|Q8VF62|Q8VF62_MOUSE	tr|A0A6I9IDV5|A0A6I9IDV5_VICPA
OG0000089	tr|Q9EQA9|Q9EQA9_MOUSE	tr|A0A6I9IGI6|A0A6I9IGI6_VICPA, tr|A0A6I9IGE2|A0A6I9IGE2_VICPA, tr|A0A6I9IEH7|A0A6I9IEH7_VICPA, tr|A0A6I9IGD7|A0A6I9IGD7_VICPA, tr|A0A6I9IDV1|A0A6I9IDV1_VICPA, tr|A0A6J0B1U6|A0A6J0B1U6_VICPA, tr|A0A6I9IED6|A0A6I9IED6_VICPA, tr|A0A6I9ID64|A0A6I9ID64_VICPA, tr|A0A6J0APC1|A0A6J0APC1_VICPA, tr|A0A6I9IEE1|A0A6I9IEE1_VICPA, tr|A0A6I9ID98|A0A6I9ID98_VICPA, tr|A0A6I9IGF1|A0A6I9IGF1_VICPA
OG0000090	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE	tr|A0A6J0ATW3|A0A6J0ATW3_VICPA
OG0000091	tr|Q7TR29|Q7TR29_MOUSE, tr|A2BHP6|A2BHP6_MOUSE, tr|Q920P2|Q920P2_MOUSE	tr|A0A6I9IME2|A0A6I9IME2_VICPA
OG0000091	tr|Q8VFR3|Q8VFR3_MOUSE	tr|A0A6I9IJM2|A0A6I9IJM2_VICPA
OG0000091	tr|A2AVC3|A2AVC3_MOUSE, tr|A2AVC4|A2AVC4_MOUSE	tr|A0A6I9IK37|A0A6I9IK37_VICPA, tr|A0A6I9IMJ5|A0A6I9IMJ5_VICPA, tr|A0A6I9IJY6|A0A6I9IJY6_VICPA, tr|A0A6J3BNI4|A0A6J3BNI4_VICPA, tr|A0A6I9IJT3|A0A6I9IJT3_VICPA, tr|A0A6J0AWU8|A0A6J0AWU8_VICPA, tr|A0A6J0AX93|A0A6J0AX93_VICPA
OG0000093	sp|Q07231|ZSC21_MOUSE	tr|A0A6J3AG62|A0A6J3AG62_VICPA
OG0000093	sp|Q91VN1|ZNF24_MOUSE	tr|A0A6J3BAJ3|A0A6J3BAJ3_VICPA, tr|A0A6I9I4M4|A0A6I9I4M4_VICPA, tr|A0A6J3BDP8|A0A6J3BDP8_VICPA, tr|A0A6J0AI70|A0A6J0AI70_VICPA, tr|A0A6I9IKE5|A0A6I9IKE5_VICPA, tr|A0A6J0AW68|A0A6J0AW68_VICPA, tr|A0A6J3BCE6|A0A6J3BCE6_VICPA, tr|A0A6I9I5S6|A0A6I9I5S6_VICPA, tr|A0A6I9I5V5|A0A6I9I5V5_VICPA
OG0000093	tr|E9PVW1|E9PVW1_MOUSE	tr|A0A6J0AYR5|A0A6J0AYR5_VICPA, tr|A0A6J0B214|A0A6J0B214_VICPA
OG0000094	tr|Q91Y08|Q91Y08_MOUSE	tr|A0A6I9I7Q1|A0A6I9I7Q1_VICPA, tr|A0A6J3A1L5|A0A6J3A1L5_VICPA, tr|A0A6I9IR98|A0A6I9IR98_VICPA, tr|A0A6J3A444|A0A6J3A444_VICPA, tr|A0A6J0AJ35|A0A6J0AJ35_VICPA, tr|A0A6J3A0D5|A0A6J3A0D5_VICPA, tr|A0A6J2ZZW8|A0A6J2ZZW8_VICPA, tr|A0A6J3A006|A0A6J3A006_VICPA, tr|A0A6J2ZZX8|A0A6J2ZZX8_VICPA, tr|A0A6J3A0S1|A0A6J3A0S1_VICPA, tr|A0A6J2ZZL9|A0A6J2ZZL9_VICPA, tr|A0A6J3A000|A0A6J3A000_VICPA, tr|A0A6J3A1H3|A0A6J3A1H3_VICPA, tr|A0A6I9IS11|A0A6I9IS11_VICPA
OG0000095	sp|Q8VHI3|OFUT2_MOUSE	tr|A0A6J3AUR7|A0A6J3AUR7_VICPA, tr|A0A6J3A2K8|A0A6J3A2K8_VICPA, tr|A0A6J3A1H1|A0A6J3A1H1_VICPA, tr|A0A6J3ACV9|A0A6J3ACV9_VICPA, tr|A0A6J3A7I2|A0A6J3A7I2_VICPA, tr|A0A6J3ADJ5|A0A6J3ADJ5_VICPA, tr|A0A6J3ADD6|A0A6J3ADD6_VICPA, tr|A0A6J3A364|A0A6J3A364_VICPA, tr|A0A6J3ABR9|A0A6J3ABR9_VICPA, tr|A0A6J0B3R5|A0A6J0B3R5_VICPA, tr|A0A6J3B5H7|A0A6J3B5H7_VICPA, tr|A0A6J3ABL6|A0A6J3ABL6_VICPA, tr|A0A6I9I8J2|A0A6I9I8J2_VICPA, tr|A0A6J3AI00|A0A6J3AI00_VICPA
OG0000098	sp|B1AQ75|KRT36_MOUSE	tr|A0A6J3BB36|A0A6J3BB36_VICPA
OG0000098	sp|Q6IFX3|K1C40_MOUSE	tr|A0A6I9IKC6|A0A6I9IKC6_VICPA
OG0000098	sp|Q6IFX4|K1C39_MOUSE	tr|A0A6I9IJ47|A0A6I9IJ47_VICPA
OG0000098	sp|Q497I4|KRT35_MOUSE	tr|A0A6J3A3Y5|A0A6J3A3Y5_VICPA, tr|A0A6I9IQL5|A0A6I9IQL5_VICPA
OG0000099	sp|P02535|K1C10_MOUSE	tr|A0A6I9IS25|A0A6I9IS25_VICPA
OG0000099	sp|P08730|K1C13_MOUSE	tr|A0A6I9IUK1|A0A6I9IUK1_VICPA
OG0000099	sp|Q61414|K1C15_MOUSE	tr|A0A6I9IUK6|A0A6I9IUK6_VICPA
OG0000099	sp|Q9QWL7|K1C17_MOUSE	tr|A0A6I9IQM0|A0A6I9IQM0_VICPA
OG0000099	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A6J0B468|A0A6J0B468_VICPA
OG0000099	sp|Q61781|K1C14_MOUSE	tr|A0A6I9IRH0|A0A6I9IRH0_VICPA
OG0000099	sp|Q6IFX2|K1C42_MOUSE	tr|A0A6J3BB51|A0A6J3BB51_VICPA
OG0000102	tr|J3QNR8|J3QNR8_MOUSE, sp|Q99PP6|TR34A_MOUSE	tr|A0A6J3ARI2|A0A6J3ARI2_VICPA
OG0000102	sp|Q8BGE7|TRIM6_MOUSE	tr|A0A6J3ARI7|A0A6J3ARI7_VICPA
OG0000102	sp|P15533|TR30A_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE	tr|A0A6J3AVG1|A0A6J3AVG1_VICPA, tr|A0A6J3AXB8|A0A6J3AXB8_VICPA
OG0000103	tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE	tr|A0A6J0AYC5|A0A6J0AYC5_VICPA
OG0000105	tr|E9PWA8|E9PWA8_MOUSE	tr|A0A6J0AJG2|A0A6J0AJG2_VICPA, tr|A0A6I9I610|A0A6I9I610_VICPA
OG0000105	tr|A0A1B0GSU5|A0A1B0GSU5_MOUSE	tr|A0A6I9I4A5|A0A6I9I4A5_VICPA
OG0000105	tr|Q8VGZ6|Q8VGZ6_MOUSE	tr|A0A6I9I4S3|A0A6I9I4S3_VICPA
OG0000105	tr|E9Q554|E9Q554_MOUSE	tr|A0A6I9I7W6|A0A6I9I7W6_VICPA, tr|A0A6I9I4B5|A0A6I9I4B5_VICPA, tr|A0A6I9I7S0|A0A6I9I7S0_VICPA, tr|A0A6J0AIB1|A0A6J0AIB1_VICPA, tr|A0A6J0AJI0|A0A6J0AJI0_VICPA
OG0000106	tr|Q8VG26|Q8VG26_MOUSE	tr|A0A6I9I7U8|A0A6I9I7U8_VICPA
OG0000106	tr|Q8VG28|Q8VG28_MOUSE	tr|A0A6I9I4U8|A0A6I9I4U8_VICPA
OG0000106	tr|Q8VGZ9|Q8VGZ9_MOUSE	tr|A0A6J0AFZ3|A0A6J0AFZ3_VICPA, tr|A0A6J0AHQ9|A0A6J0AHQ9_VICPA
OG0000107	tr|Q8VGB9|Q8VGB9_MOUSE	tr|A0A6J3BC94|A0A6J3BC94_VICPA, tr|A0A6I9I955|A0A6I9I955_VICPA
OG0000107	tr|Q7TRY6|Q7TRY6_MOUSE	tr|A0A6I9IS84|A0A6I9IS84_VICPA, tr|A0A6J0B202|A0A6J0B202_VICPA, tr|A0A6J0AJK7|A0A6J0AJK7_VICPA, tr|A0A6I9IAI0|A0A6I9IAI0_VICPA, tr|A0A6J0AJN1|A0A6J0AJN1_VICPA, tr|A0A6I9I7Q6|A0A6I9I7Q6_VICPA, tr|A0A6J0AKZ9|A0A6J0AKZ9_VICPA, tr|A0A6J0AIH3|A0A6J0AIH3_VICPA, tr|A0A6I9IAP4|A0A6I9IAP4_VICPA, tr|A0A6J0AK54|A0A6J0AK54_VICPA
OG0000109	sp|Q8BM14|LIPK_MOUSE	tr|A0A6I9IG92|A0A6I9IG92_VICPA
OG0000109	sp|Q9Z0M5|LICH_MOUSE	tr|A0A6J3AWR4|A0A6J3AWR4_VICPA
OG0000109	sp|Q8K2A6|LIPM_MOUSE	tr|A0A6J3B0Q3|A0A6J3B0Q3_VICPA
OG0000109	sp|Q9CPP7|LIPG_MOUSE	tr|A0A6I9II75|A0A6I9II75_VICPA
OG0000111	tr|A2BH64|A2BH64_MOUSE, tr|Q91WB5|Q91WB5_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE	tr|A0A6J3A4Y4|A0A6J3A4Y4_VICPA
OG0000113	tr|J3QMN6|J3QMN6_MOUSE	tr|A0A6I9II37|A0A6I9II37_VICPA
OG0000113	sp|P97501|FMO3_MOUSE	tr|A0A6I9IFK8|A0A6I9IFK8_VICPA
OG0000113	sp|P50285|FMO1_MOUSE	tr|A0A6J0AV10|A0A6J0AV10_VICPA
OG0000113	sp|Q8K2I3|FMO2_MOUSE	tr|A0A6J0AS47|A0A6J0AS47_VICPA
OG0000113	tr|Q8C116|Q8C116_MOUSE, tr|B2RWH8|B2RWH8_MOUSE, tr|G3X946|G3X946_MOUSE, sp|P97872|FMO5_MOUSE	tr|A0A6I9IK46|A0A6I9IK46_VICPA
OG0000116	tr|E9PWJ7|E9PWJ7_MOUSE	tr|A0A6J3BAC8|A0A6J3BAC8_VICPA, tr|A0A6J3B7U0|A0A6J3B7U0_VICPA
OG0000116	sp|Q8R420|ABCA3_MOUSE	tr|A0A6J3BE88|A0A6J3BE88_VICPA
OG0000116	sp|E9PX95|ABCAH_MOUSE	tr|A0A6J0AJH5|A0A6J0AJH5_VICPA
OG0000116	tr|E9Q8F8|E9Q8F8_MOUSE	tr|A0A6J3B8H5|A0A6J3B8H5_VICPA
OG0000117	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A6J3AIF3|A0A6J3AIF3_VICPA
OG0000117	sp|Q9R053|SCNBA_MOUSE	tr|A0A6J3ALX5|A0A6J3ALX5_VICPA, tr|A0A6J0AC06|A0A6J0AC06_VICPA, tr|A0A6J3AIG2|A0A6J3AIG2_VICPA, tr|A0A6J3AL14|A0A6J3AL14_VICPA, tr|A0A6J0AIA0|A0A6J0AIA0_VICPA, tr|A0A6I9I3M8|A0A6I9I3M8_VICPA, tr|A0A6J3B6W8|A0A6J3B6W8_VICPA, tr|A0A6J0ACT5|A0A6J0ACT5_VICPA, tr|A0A6J3B759|A0A6J3B759_VICPA, tr|A0A6J3BA88|A0A6J3BA88_VICPA
