Orthogroup	Mus_musculus	Balaenoptera_musculus
OG0000044	sp|C0HKE9|H2A1P_MOUSE	tr|A0A8C0CX73|A0A8C0CX73_BALMU, tr|A0A8B8Z0A3|A0A8B8Z0A3_BALMU, tr|A0A8B8YWZ5|A0A8B8YWZ5_BALMU, tr|A0A8B8YX00|A0A8B8YX00_BALMU, tr|A0A8B8YSP3|A0A8B8YSP3_BALMU, tr|A0A8B8YXR9|A0A8B8YXR9_BALMU, tr|A0A8B8VZA2|A0A8B8VZA2_BALMU, tr|A0A8C0CUD9|A0A8C0CUD9_BALMU, tr|A0A8B8YUH4|A0A8B8YUH4_BALMU, tr|A0A8C0D2C5|A0A8C0D2C5_BALMU
OG0000044	sp|Q8BFU2|H2A3_MOUSE	tr|A0A8C0C4Y7|A0A8C0C4Y7_BALMU
OG0000044	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A8C0D140|A0A8C0D140_BALMU, tr|A0A8B8XAZ5|A0A8B8XAZ5_BALMU, tr|A0A8B8XAB3|A0A8B8XAB3_BALMU
OG0000045	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A8C0D5N7|A0A8C0D5N7_BALMU, tr|A0A8B8YNA6|A0A8B8YNA6_BALMU, tr|A0A8B8YSQ4|A0A8B8YSQ4_BALMU, tr|A0A8B8YUI4|A0A8B8YUI4_BALMU, tr|A0A8B8WDK7|A0A8B8WDK7_BALMU, tr|A0A8B8WIR6|A0A8B8WIR6_BALMU, tr|A0A8B8WDH5|A0A8B8WDH5_BALMU, tr|A0A8B8WDJ9|A0A8B8WDJ9_BALMU, tr|A0A8B8YKP2|A0A8B8YKP2_BALMU, tr|A0A8C0CEH4|A0A8C0CEH4_BALMU, tr|A0A8B8YSQ6|A0A8B8YSQ6_BALMU, tr|A0A8B8Z0B7|A0A8B8Z0B7_BALMU, tr|A0A8B8YSQ1|A0A8B8YSQ1_BALMU, tr|A0A8B8YUI9|A0A8B8YUI9_BALMU, tr|A0A8B8YNA0|A0A8B8YNA0_BALMU, tr|A0A8B8YX10|A0A8B8YX10_BALMU
OG0000045	sp|Q64525|H2B2B_MOUSE	tr|A0A8B8X5K7|A0A8B8X5K7_BALMU, tr|A0A8C0CED7|A0A8C0CED7_BALMU
OG0000045	sp|P10854|H2B1M_MOUSE	tr|A0A8B8YW37|A0A8B8YW37_BALMU, tr|A0A8C0CTT2|A0A8C0CTT2_BALMU, tr|A0A8B8YQ16|A0A8B8YQ16_BALMU
OG0000049	tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q14AJ9|Q14AJ9_MOUSE, tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q7TS03|Q7TS03_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|F8VQ84|F8VQ84_MOUSE, tr|Q7TS07|Q7TS07_MOUSE, tr|Q7TS08|Q7TS08_MOUSE, tr|Q7TS10|Q7TS10_MOUSE, tr|B2RVZ1|B2RVZ1_MOUSE, tr|Q7TS05|Q7TS05_MOUSE, tr|Q7TS04|Q7TS04_MOUSE	tr|A0A8B8YXU4|A0A8B8YXU4_BALMU
OG0000050	tr|Q9EQ86|Q9EQ86_MOUSE	tr|A0A8B8Y0L4|A0A8B8Y0L4_BALMU
OG0000050	sp|Q60888|OL149_MOUSE, tr|Q9EQ87|Q9EQ87_MOUSE, tr|Q7TRA9|Q7TRA9_MOUSE, tr|Q9EQ84|Q9EQ84_MOUSE, tr|Q8VET5|Q8VET5_MOUSE, sp|Q60887|OL148_MOUSE, sp|Q8VEY3|OL958_MOUSE, tr|Q8VG91|Q8VG91_MOUSE, tr|Q8VF15|Q8VF15_MOUSE, tr|Q8VH10|Q8VH10_MOUSE, tr|E9Q985|E9Q985_MOUSE, tr|Q8VH08|Q8VH08_MOUSE, tr|Q8VGB3|Q8VGB3_MOUSE, tr|E9PWU0|E9PWU0_MOUSE, tr|E9PZZ6|E9PZZ6_MOUSE, tr|Q8VF72|Q8VF72_MOUSE, tr|L7N457|L7N457_MOUSE, tr|Q8VEU2|Q8VEU2_MOUSE, tr|Q0VEP0|Q0VEP0_MOUSE, tr|Q9R0K4|Q9R0K4_MOUSE	tr|A0A8B8WUM8|A0A8B8WUM8_BALMU
OG0000051	sp|Q8VG04|OL478_MOUSE, sp|Q8VG09|OL502_MOUSE, sp|Q8VEW5|OL493_MOUSE, sp|Q8VFD1|OL492_MOUSE, sp|Q8VG03|OL482_MOUSE, sp|Q8VFD3|OL484_MOUSE, tr|Q7TR58|Q7TR58_MOUSE, sp|Q8VF12|OL495_MOUSE, sp|Q8VEW2|OL498_MOUSE, sp|Q8VG07|OL494_MOUSE, sp|Q8VG05|OL483_MOUSE, sp|Q8VG08|OL497_MOUSE, tr|A0A140LJF5|A0A140LJF5_MOUSE, sp|Q8VFD0|OL486_MOUSE, tr|Q7TRU9|Q7TRU9_MOUSE, sp|Q8VG02|OL488_MOUSE, sp|Q8VFD2|OL490_MOUSE, tr|Q7TRU6|Q7TRU6_MOUSE, sp|Q8VG13|OL507_MOUSE, sp|Q8VEW6|OL510_MOUSE, sp|Q8VF66|OL469_MOUSE, sp|Q8VF65|OL470_MOUSE	tr|A0A8B8Y4I6|A0A8B8Y4I6_BALMU
OG0000053	tr|Q91XW9|Q91XW9_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q91XX1|Q91XX1_MOUSE, tr|Q91XX8|Q91XX8_MOUSE, tr|Q91XX7|Q91XX7_MOUSE, tr|Q91XX4|Q91XX4_MOUSE, tr|Q91XX3|Q91XX3_MOUSE, tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91XY9|Q91XY9_MOUSE, tr|Q91XY0|Q91XY0_MOUSE, tr|Q91XX9|Q91XX9_MOUSE, tr|Q91XY5|Q91XY5_MOUSE, sp|Q91XY4|PCDG4_MOUSE, tr|Q91XZ0|Q91XZ0_MOUSE, tr|Q91XY6|Q91XY6_MOUSE, tr|Q91XY3|Q91XY3_MOUSE, tr|Q91XY2|Q91XY2_MOUSE, tr|Q6DD96|Q6DD96_MOUSE, tr|Q91XY8|Q91XY8_MOUSE, tr|Q91XY7|Q91XY7_MOUSE	tr|A0A8C0CBR9|A0A8C0CBR9_BALMU
OG0000054	sp|Q8CIP3|MRGX1_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q91ZB5|MRGRG_MOUSE, sp|Q91ZB8|MRGRD_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW5|MRGA1_MOUSE, sp|Q91WW4|MRGA2_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE	tr|A0A8B8Y4J0|A0A8B8Y4J0_BALMU
OG0000055	sp|Q6NXH9|K2C73_MOUSE, sp|Q9R0H5|K2C71_MOUSE	tr|A0A8B8YLL7|A0A8B8YLL7_BALMU, tr|A0A8B8YUG4|A0A8B8YUG4_BALMU
OG0000055	sp|P07744|K2C4_MOUSE, sp|Q8VED5|K2C79_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q9Z331|K2C6B_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE, sp|P11679|K2C8_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|P04104|K2C1_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE	tr|A0A8B8YTC6|A0A8B8YTC6_BALMU
OG0000056	tr|A0A1B0GSM6|A0A1B0GSM6_MOUSE, tr|A2BHR2|A2BHR2_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|P04939|MUP3_MOUSE, sp|Q5FW60|MUP20_MOUSE, sp|P11591|MUP5_MOUSE, sp|P11590|MUP4_MOUSE, tr|A2AV72|A2AV72_MOUSE, tr|L7N222|L7N222_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, sp|B5X0G2|MUP17_MOUSE, sp|P11588|MUP1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|P02762|MUP6_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P11589|MUP2_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|P04938|MUP11_MOUSE, sp|A2BIM8|MUP18_MOUSE	tr|A0A8B8XXN7|A0A8B8XXN7_BALMU
OG0000058	tr|Q8VGW8|Q8VGW8_MOUSE	tr|A0A8C0DJY2|A0A8C0DJY2_BALMU
OG0000058	tr|Q9QWU6|Q9QWU6_MOUSE	tr|A0A8C0I6L7|A0A8C0I6L7_BALMU
OG0000058	tr|Q7TRU0|Q7TRU0_MOUSE	tr|A0A8B8VK81|A0A8B8VK81_BALMU
OG0000058	tr|E9Q050|E9Q050_MOUSE, tr|E9Q5P8|E9Q5P8_MOUSE, tr|Q8VFE7|Q8VFE7_MOUSE, tr|Q9EPG2|Q9EPG2_MOUSE, sp|P34986|OLF6_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE, tr|Q8VGU5|Q8VGU5_MOUSE	tr|A0A8B8XUJ1|A0A8B8XUJ1_BALMU
OG0000063	sp|Q8BG05|ROA3_MOUSE	tr|A0A8B8XVL8|A0A8B8XVL8_BALMU, tr|A0A8B8XIU7|A0A8B8XIU7_BALMU, tr|A0A8B8VYZ3|A0A8B8VYZ3_BALMU
OG0000063	sp|P49312|ROA1_MOUSE	tr|A0A8B8VJN2|A0A8B8VJN2_BALMU, tr|A0A8B8VH63|A0A8B8VH63_BALMU, tr|A0A8B8YMM8|A0A8B8YMM8_BALMU, tr|A0A8B8Y5B9|A0A8B8Y5B9_BALMU, tr|A0A8B8Z461|A0A8B8Z461_BALMU, tr|A0A8C0I160|A0A8C0I160_BALMU, tr|A0A8B8YXI7|A0A8B8YXI7_BALMU, tr|A0A8B8WT18|A0A8B8WT18_BALMU, tr|A0A8B8W2C5|A0A8B8W2C5_BALMU, tr|A0A8B8VKU5|A0A8B8VKU5_BALMU, tr|A0A8B8VKF4|A0A8B8VKF4_BALMU, tr|A0A8B8VPH9|A0A8B8VPH9_BALMU, tr|A0A8B8XLR4|A0A8B8XLR4_BALMU, tr|A0A8B8VYQ1|A0A8B8VYQ1_BALMU
OG0000064	sp|Q5EG47|AAPK1_MOUSE	tr|A0A8C0C867|A0A8C0C867_BALMU
OG0000064	sp|Q8BRK8|AAPK2_MOUSE	tr|A0A8C0C6K2|A0A8C0C6K2_BALMU
OG0000064	sp|Q05512|MARK2_MOUSE	tr|A0A8B8Y1I0|A0A8B8Y1I0_BALMU
OG0000064	sp|Q03141|MARK3_MOUSE	tr|A0A8B8WJE9|A0A8B8WJE9_BALMU
OG0000064	sp|Q8VHJ5|MARK1_MOUSE	tr|A0A8B8Z5N7|A0A8B8Z5N7_BALMU
OG0000065	tr|A2ATA0|A2ATA0_MOUSE, tr|A2AT86|A2AT86_MOUSE	tr|A0A8B8Y4W1|A0A8B8Y4W1_BALMU
OG0000065	tr|A0A1L1SRZ5|A0A1L1SRZ5_MOUSE, tr|A0A1L1STN9|A0A1L1STN9_MOUSE, tr|Q8VGT9|Q8VGT9_MOUSE, tr|A2AT85|A2AT85_MOUSE, tr|Q7TR53|Q7TR53_MOUSE, tr|Q7TR54|Q7TR54_MOUSE, tr|A2AHM8|A2AHM8_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|A2AVC7|A2AVC7_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|L7MTT1|L7MTT1_MOUSE	tr|A0A8B8YF32|A0A8B8YF32_BALMU
OG0000068	sp|Q3URU2|PEG3_MOUSE	tr|A0A8B8VT98|A0A8B8VT98_BALMU
OG0000068	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A8B8Z021|A0A8B8Z021_BALMU
OG0000068	sp|Q91VN1|ZNF24_MOUSE	tr|A0A8B8YUC6|A0A8B8YUC6_BALMU, tr|A0A8C0CXU9|A0A8C0CXU9_BALMU, tr|A0A8B8Z007|A0A8B8Z007_BALMU, tr|A0A8B8YSI4|A0A8B8YSI4_BALMU, tr|A0A8B8Z5G8|A0A8B8Z5G8_BALMU, tr|A0A8B8Z5G7|A0A8B8Z5G7_BALMU, tr|A0A8B8VDQ4|A0A8B8VDQ4_BALMU
OG0000072	sp|P84244|H33_MOUSE	tr|A0A8C0HZ77|A0A8C0HZ77_BALMU, tr|A0A8B8Z3W5|A0A8B8Z3W5_BALMU, tr|A0A8B8W7V8|A0A8B8W7V8_BALMU
OG0000072	sp|P68433|H31_MOUSE	tr|A0A8B8YU16|A0A8B8YU16_BALMU, tr|A0A8B8YIE4|A0A8B8YIE4_BALMU, tr|A0A8B8YRU5|A0A8B8YRU5_BALMU, tr|A0A8B8YNB5|A0A8B8YNB5_BALMU, tr|A0A8B8YQ25|A0A8B8YQ25_BALMU, tr|A0A8C0D1B9|A0A8C0D1B9_BALMU, tr|A0A8B8YQ24|A0A8B8YQ24_BALMU
OG0000072	sp|P84228|H32_MOUSE	tr|A0A8C0CF65|A0A8C0CF65_BALMU
OG0000074	tr|E9Q2M4|E9Q2M4_MOUSE	tr|A0A8B8Y877|A0A8B8Y877_BALMU, tr|A0A8B8VYL4|A0A8B8VYL4_BALMU, tr|A0A8B8X112|A0A8B8X112_BALMU, tr|A0A8B8YU82|A0A8B8YU82_BALMU, tr|A0A8B8WZ77|A0A8B8WZ77_BALMU, tr|A0A8B8WZ54|A0A8B8WZ54_BALMU, tr|A0A8B8X0L4|A0A8B8X0L4_BALMU, tr|A0A8B8WWH2|A0A8B8WWH2_BALMU, tr|A0A8B8WZ79|A0A8B8WZ79_BALMU, tr|A0A8B8X5E0|A0A8B8X5E0_BALMU, tr|A0A8B8X5N9|A0A8B8X5N9_BALMU, tr|A0A8B8XA10|A0A8B8XA10_BALMU, tr|A0A8B8X5H1|A0A8B8X5H1_BALMU, tr|A0A8B8X5A5|A0A8B8X5A5_BALMU, tr|A0A8B8WW04|A0A8B8WW04_BALMU
OG0000076	tr|Q5NCD6|Q5NCD6_MOUSE, tr|Q5NCC8|Q5NCC8_MOUSE, tr|Q5SZS9|Q5SZS9_MOUSE, tr|A0A140T8K7|A0A140T8K7_MOUSE, tr|Q7TQT8|Q7TQT8_MOUSE, tr|Q8VFG3|Q8VFG3_MOUSE, tr|Q5SZZ8|Q5SZZ8_MOUSE, tr|E9PWF9|E9PWF9_MOUSE, tr|Q8VFH0|Q8VFH0_MOUSE, tr|Q7TRI8|Q7TRI8_MOUSE, tr|A0A140LHN3|A0A140LHN3_MOUSE, tr|Q0VEL5|Q0VEL5_MOUSE, tr|Q7TRL3|Q7TRL3_MOUSE, tr|L7N475|L7N475_MOUSE, tr|Q6UAH1|Q6UAH1_MOUSE	tr|A0A8B8YRW7|A0A8B8YRW7_BALMU
OG0000077	tr|Q8VF14|Q8VF14_MOUSE, sp|Q8VES2|O1102_MOUSE, sp|Q8VF13|O1094_MOUSE, tr|Q7TR59|Q7TR59_MOUSE, tr|A3KPP7|A3KPP7_MOUSE, sp|Q60880|OL141_MOUSE, sp|Q8VFL9|O1086_MOUSE, tr|A2BHP7|A2BHP7_MOUSE, tr|L7MU57|L7MU57_MOUSE, tr|Q8VFC4|Q8VFC4_MOUSE, tr|Q8VET3|Q8VET3_MOUSE, tr|Q8VFJ7|Q8VFJ7_MOUSE, tr|Q7TR95|Q7TR95_MOUSE, sp|Q7TR96|O1013_MOUSE, tr|A2ASV2|A2ASV2_MOUSE	tr|A0A8B8Y4L8|A0A8B8Y4L8_BALMU
OG0000078	sp|A1L317|K1C24_MOUSE, sp|Q9QWL7|K1C17_MOUSE, sp|Q6IFX2|K1C42_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q9Z2K1|K1C16_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q6RHW0|K1C9_MOUSE, sp|P02535|K1C10_MOUSE, sp|A6BLY7|K1C28_MOUSE, sp|Q8VCW2|K1C25_MOUSE, sp|Q9Z320|K1C27_MOUSE, sp|Q3TRJ4|K1C26_MOUSE, sp|Q64291|K1C12_MOUSE	tr|A0A8B8W464|A0A8B8W464_BALMU
OG0000082	sp|P29391|FRIL1_MOUSE, sp|P49945|FRIL2_MOUSE	tr|A0A8C0HTP0|A0A8C0HTP0_BALMU, tr|A0A8B8XEN4|A0A8B8XEN4_BALMU, tr|A0A8B8WL05|A0A8B8WL05_BALMU, tr|A0A8B8VX03|A0A8B8VX03_BALMU, tr|A0A8B8W462|A0A8B8W462_BALMU
OG0000082	sp|Q9ESW8|PGPI_MOUSE	tr|A0A8B8YRI7|A0A8B8YRI7_BALMU, tr|A0A8B8X468|A0A8B8X468_BALMU, tr|A0A8B8WGV0|A0A8B8WGV0_BALMU, tr|A0A8B8WGS5|A0A8B8WGS5_BALMU, tr|A0A8B8XF20|A0A8B8XF20_BALMU, tr|A0A8B8YLM2|A0A8B8YLM2_BALMU, tr|A0A8B8X7T6|A0A8B8X7T6_BALMU
OG0000083	tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE	tr|A0A8B8YE64|A0A8B8YE64_BALMU
OG0000083	tr|Q8VEV0|Q8VEV0_MOUSE, tr|Q8VES9|Q8VES9_MOUSE, tr|K9J725|K9J725_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|Q8VEV1|Q8VEV1_MOUSE, tr|Q7TQV3|Q7TQV3_MOUSE, tr|Q5NCC7|Q5NCC7_MOUSE, tr|Q8VGP6|Q8VGP6_MOUSE, sp|P34984|OLF13_MOUSE	tr|A0A8B8YC31|A0A8B8YC31_BALMU
OG0000084	tr|Q7TS30|Q7TS30_MOUSE	tr|A0A8B8X5B1|A0A8B8X5B1_BALMU
OG0000084	tr|Q8VEY4|Q8VEY4_MOUSE, tr|Q8VG94|Q8VG94_MOUSE, tr|Q8VG95|Q8VG95_MOUSE, tr|Q8VG72|Q8VG72_MOUSE, tr|Q7TRI7|Q7TRI7_MOUSE, tr|Q8VGW6|Q8VGW6_MOUSE, sp|Q60890|OLF11_MOUSE, tr|K9J6X0|K9J6X0_MOUSE, tr|Q7TQU5|Q7TQU5_MOUSE, tr|Q8VFG4|Q8VFG4_MOUSE, tr|Q8VF69|Q8VF69_MOUSE, tr|Q8VFG2|Q8VFG2_MOUSE	tr|A0A8B8YQ32|A0A8B8YQ32_BALMU
OG0000085	sp|Q6B966|NAL14_MOUSE	tr|A0A8B8Y4I0|A0A8B8Y4I0_BALMU
OG0000085	sp|Q9R1M5|NALP5_MOUSE	tr|A0A8B8W1J1|A0A8B8W1J1_BALMU
OG0000085	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A8B8VYN3|A0A8B8VYN3_BALMU, tr|A0A8B8VYT1|A0A8B8VYT1_BALMU
OG0000085	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A8B8WIL1|A0A8B8WIL1_BALMU, tr|A0A8B8VYP9|A0A8B8VYP9_BALMU, tr|A0A8B8X724|A0A8B8X724_BALMU
OG0000092	sp|P18608|HMGN1_MOUSE	tr|A0A8B8YPL2|A0A8B8YPL2_BALMU, tr|A0A8B8WLN6|A0A8B8WLN6_BALMU, tr|A0A8B8WQV0|A0A8B8WQV0_BALMU, tr|A0A8B8XR29|A0A8B8XR29_BALMU, tr|A0A8B8XJJ8|A0A8B8XJJ8_BALMU, tr|A0A8B8WFQ2|A0A8B8WFQ2_BALMU, tr|A0A8C0CJ02|A0A8C0CJ02_BALMU, tr|A0A8B8VYQ0|A0A8B8VYQ0_BALMU, tr|A0A8B8X0R8|A0A8B8X0R8_BALMU, tr|A0A8B8Y2B1|A0A8B8Y2B1_BALMU, tr|A0A8C0DCC4|A0A8C0DCC4_BALMU, tr|A0A8C0C8L6|A0A8C0C8L6_BALMU, tr|A0A8B8XYA3|A0A8B8XYA3_BALMU
OG0000093	sp|Q8BM14|LIPK_MOUSE	tr|A0A8B8VLM7|A0A8B8VLM7_BALMU
OG0000093	sp|Q9CPP7|LIPG_MOUSE	tr|A0A8B8VKD6|A0A8B8VKD6_BALMU
OG0000093	sp|Q8K2A6|LIPM_MOUSE	tr|A0A8B8VKT2|A0A8B8VKT2_BALMU
OG0000093	sp|Q9Z0M5|LICH_MOUSE	tr|A0A8B8VGF2|A0A8B8VGF2_BALMU
OG0000094	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A8B8V6B3|A0A8B8V6B3_BALMU
OG0000094	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A8B8Z7M5|A0A8B8Z7M5_BALMU, tr|A0A8B8Z5H8|A0A8B8Z5H8_BALMU, tr|A0A8B8XPP5|A0A8B8XPP5_BALMU, tr|A0A8B8V3C6|A0A8B8V3C6_BALMU, tr|A0A8B8Y0T5|A0A8B8Y0T5_BALMU
OG0000094	tr|Q9D4E6|Q9D4E6_MOUSE, tr|Q62029|Q62029_MOUSE, sp|P29341|PABP1_MOUSE	tr|A0A8C0I4L8|A0A8C0I4L8_BALMU
OG0000095	tr|Q61635|Q61635_MOUSE, sp|Q60766|IRGM1_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, tr|G3UWE2|G3UWE2_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, sp|Q62293|TGTP1_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE	tr|A0A8B8X0C6|A0A8B8X0C6_BALMU
OG0000096	tr|Q8VGB1|Q8VGB1_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|K7N684|K7N684_MOUSE, tr|B2RVY8|B2RVY8_MOUSE	tr|A0A8B8VPN5|A0A8B8VPN5_BALMU
OG0000101	tr|Q8BJ95|Q8BJ95_MOUSE	tr|A0A8B8VDY5|A0A8B8VDY5_BALMU
OG0000101	tr|A0A0A6YXN8|A0A0A6YXN8_MOUSE, tr|K7N6K7|K7N6K7_MOUSE, tr|A0A0A6YYP6|A0A0A6YYP6_MOUSE, sp|P97797|SHPS1_MOUSE	tr|A0A8B8VCK2|A0A8B8VCK2_BALMU, tr|A0A8B8V5B1|A0A8B8V5B1_BALMU, tr|A0A8B8V8N9|A0A8B8V8N9_BALMU
OG0000101	tr|Q1AN91|Q1AN91_MOUSE, tr|Q1AN92|Q1AN92_MOUSE	tr|A0A8B8VCU3|A0A8B8VCU3_BALMU
OG0000102	tr|Q8VGU3|Q8VGU3_MOUSE, tr|E9PYK6|E9PYK6_MOUSE, sp|Q60894|OLF12_MOUSE	tr|A0A8B8WP51|A0A8B8WP51_BALMU, tr|A0A8B8YCU9|A0A8B8YCU9_BALMU, tr|A0A8B8Y5Z4|A0A8B8Y5Z4_BALMU
OG0000102	tr|Q7TRH2|Q7TRH2_MOUSE, tr|Q8VFU4|Q8VFU4_MOUSE, tr|Q8VEV5|Q8VEV5_MOUSE, tr|Q8VFU7|Q8VFU7_MOUSE, tr|Q8VFU6|Q8VFU6_MOUSE	tr|A0A8B8YSB9|A0A8B8YSB9_BALMU, tr|A0A8B8YLM3|A0A8B8YLM3_BALMU
OG0000103	sp|Q8VCT4|EST1D_MOUSE	tr|A0A8B8W080|A0A8B8W080_BALMU
OG0000103	sp|Q8VCC2|EST1_MOUSE, tr|E9PYP1|E9PYP1_MOUSE, sp|Q64176|EST1E_MOUSE, sp|Q91WU0|EST1F_MOUSE, tr|D3Z298|D3Z298_MOUSE, tr|D3Z5G7|D3Z5G7_MOUSE, sp|P23953|EST1C_MOUSE, sp|Q8VCU1|EST3B_MOUSE, sp|Q63880|EST3A_MOUSE, sp|Q8R0W5|EST4A_MOUSE	tr|A0A8B8VTI6|A0A8B8VTI6_BALMU
OG0000104	sp|Q9WV02|RBMX_MOUSE	tr|A0A8C0DTW4|A0A8C0DTW4_BALMU
OG0000104	tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A8B8Y6Q8|A0A8B8Y6Q8_BALMU
OG0000104	tr|A0A087WPY7|A0A087WPY7_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE	tr|A0A8B8WIQ2|A0A8B8WIQ2_BALMU
OG0000105	sp|A2A7V7|CLM6_MOUSE, sp|Q7TSN2|CLM4_MOUSE, sp|Q6SJQ0|CLM8_MOUSE	tr|A0A8B8W850|A0A8B8W850_BALMU
OG0000105	sp|Q8K249|CLM2_MOUSE, sp|Q3LRV9|TRML4_MOUSE, sp|Q3U497|CLM7_MOUSE, sp|Q6SJQ7|CLM1_MOUSE, tr|A2A7W1|A2A7W1_MOUSE, sp|Q6SJQ5|CLM3_MOUSE, tr|A2A7W0|A2A7W0_MOUSE, sp|Q8VCH2|CLM5_MOUSE	tr|A0A8B8WAE1|A0A8B8WAE1_BALMU
OG0000106	tr|Q7TQZ0|Q7TQZ0_MOUSE	tr|A0A8B8Y852|A0A8B8Y852_BALMU
