Orthogroup	Mus_musculus	Suricata_suricatta
OG0000070	sp|Q8BM14|LIPK_MOUSE	tr|A0A673TNZ2|A0A673TNZ2_SURSU
OG0000070	sp|Q3U4B4|LIPN_MOUSE	tr|A0A673TWK2|A0A673TWK2_SURSU
OG0000076	tr|Q91Y09|Q91Y09_MOUSE, tr|Q91Y10|Q91Y10_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, sp|Q91Y11|PCDA9_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE	tr|A0A673UEK3|A0A673UEK3_SURSU
OG0000077	tr|Q9EQA9|Q9EQA9_MOUSE	tr|A0A673ULF2|A0A673ULF2_SURSU
OG0000077	tr|Q8VG50|Q8VG50_MOUSE	tr|A0A673UZU6|A0A673UZU6_SURSU
OG0000077	tr|Q8VF62|Q8VF62_MOUSE	tr|A0A673UYC9|A0A673UYC9_SURSU, tr|A0A673UYC6|A0A673UYC6_SURSU, tr|A0A673UYG6|A0A673UYG6_SURSU, tr|A0A673ULA6|A0A673ULA6_SURSU
OG0000078	sp|B1AUS7|SSXA1_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|F6XK35|F6XK35_MOUSE	tr|A0A673VMF4|A0A673VMF4_SURSU
OG0000079	sp|P70423|CTR3_MOUSE	tr|A0A673UXI8|A0A673UXI8_SURSU
OG0000079	sp|P18581|CTR2_MOUSE	tr|A0A673SMF0|A0A673SMF0_SURSU
OG0000079	sp|Q09143|CTR1_MOUSE	tr|A0A673TSI1|A0A673TSI1_SURSU
OG0000081	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A673T6J1|A0A673T6J1_SURSU
OG0000081	tr|E9Q840|E9Q840_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE	tr|A0A673T6G0|A0A673T6G0_SURSU, tr|A0A673TEU5|A0A673TEU5_SURSU
OG0000081	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A673T701|A0A673T701_SURSU, tr|A0A673TFB9|A0A673TFB9_SURSU, tr|A0A673T318|A0A673T318_SURSU, tr|A0A673T6M9|A0A673T6M9_SURSU, tr|A0A673TDQ5|A0A673TDQ5_SURSU, tr|A0A673TF87|A0A673TF87_SURSU, tr|A0A673T2S1|A0A673T2S1_SURSU, tr|A0A673TDK8|A0A673TDK8_SURSU
OG0000082	sp|P10126|EF1A1_MOUSE	tr|A0A673V7X1|A0A673V7X1_SURSU, tr|A0A673T8T6|A0A673T8T6_SURSU, tr|A0A673TY63|A0A673TY63_SURSU
OG0000082	sp|P62631|EF1A2_MOUSE	tr|A0A673T890|A0A673T890_SURSU, tr|A0A673UUK1|A0A673UUK1_SURSU, tr|A0A673V5Q5|A0A673V5Q5_SURSU, tr|A0A673V1F4|A0A673V1F4_SURSU, tr|A0A673UEG7|A0A673UEG7_SURSU, tr|A0A673T3X2|A0A673T3X2_SURSU, tr|A0A673TMQ8|A0A673TMQ8_SURSU, tr|A0A673SYD8|A0A673SYD8_SURSU, tr|A0A673T8N2|A0A673T8N2_SURSU, tr|A0A673USL1|A0A673USL1_SURSU
OG0000083	sp|P18528|HVM57_MOUSE, sp|P18527|HVM56_MOUSE, tr|A0A075B5R1|A0A075B5R1_MOUSE, tr|A0A075B5Q9|A0A075B5Q9_MOUSE	tr|A0A673SLX2|A0A673SLX2_SURSU, tr|A0A673SY33|A0A673SY33_SURSU, tr|A0A673SMD8|A0A673SMD8_SURSU, tr|A0A673SMK0|A0A673SMK0_SURSU, tr|A0A673SM28|A0A673SM28_SURSU, tr|A0A673SY90|A0A673SY90_SURSU, tr|A0A673SPT3|A0A673SPT3_SURSU, tr|A0A673U4P3|A0A673U4P3_SURSU, tr|A0A673SWV1|A0A673SWV1_SURSU, tr|A0A673SY75|A0A673SY75_SURSU, tr|A0A673SYQ5|A0A673SYQ5_SURSU
OG0000084	sp|Q8VFL5|O1030_MOUSE	tr|A0A673TSH1|A0A673TSH1_SURSU
OG0000084	tr|Q7TR87|Q7TR87_MOUSE	tr|A0A673U489|A0A673U489_SURSU, tr|A0A673TNF6|A0A673TNF6_SURSU
OG0000084	tr|Q7TR89|Q7TR89_MOUSE, tr|A2ATE0|A2ATE0_MOUSE	tr|A0A673UCY6|A0A673UCY6_SURSU, tr|A0A673U4L6|A0A673U4L6_SURSU, tr|A0A673UD56|A0A673UD56_SURSU, tr|A0A673U1E5|A0A673U1E5_SURSU, tr|A0A673U0I9|A0A673U0I9_SURSU, tr|A0A673UDH8|A0A673UDH8_SURSU, tr|A0A673U1P9|A0A673U1P9_SURSU
OG0000088	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A673UL29|A0A673UL29_SURSU, tr|A0A673UZ91|A0A673UZ91_SURSU, tr|A0A673V2T5|A0A673V2T5_SURSU, tr|A0A673UZ92|A0A673UZ92_SURSU, tr|A0A673UZC7|A0A673UZC7_SURSU, tr|A0A673V190|A0A673V190_SURSU, tr|A0A673UYE6|A0A673UYE6_SURSU, tr|A0A673USA8|A0A673USA8_SURSU, tr|A0A673USB6|A0A673USB6_SURSU, tr|A0A673UHY7|A0A673UHY7_SURSU, tr|A0A673V2Y8|A0A673V2Y8_SURSU, tr|A0A673TYW6|A0A673TYW6_SURSU, tr|A0A673UA91|A0A673UA91_SURSU
OG0000089	tr|Q8VFY3|Q8VFY3_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE	tr|A0A673V5N0|A0A673V5N0_SURSU
OG0000090	sp|Q8CFB4|GBP5_MOUSE	tr|A0A673TG90|A0A673TG90_SURSU, tr|A0A673THN3|A0A673THN3_SURSU
OG0000090	sp|Q01514|GBP1_MOUSE, sp|Q9Z0E6|GBP2_MOUSE, tr|A9YVJ5|A9YVJ5_MOUSE, tr|A4UUI3|A4UUI3_MOUSE, tr|Q2V6D6|Q2V6D6_MOUSE, tr|Q8BTS3|Q8BTS3_MOUSE, sp|A0A0G2JDV3|GBP6_MOUSE, tr|Q000W5|Q000W5_MOUSE, sp|Q91Z40|GBP7_MOUSE, sp|Q61107|GBP4_MOUSE	tr|A0A673T5V9|A0A673T5V9_SURSU
OG0000092	tr|B2RWH8|B2RWH8_MOUSE, tr|G3X946|G3X946_MOUSE	tr|A0A673TJ97|A0A673TJ97_SURSU
OG0000092	sp|Q8K2I3|FMO2_MOUSE	tr|A0A673TCB8|A0A673TCB8_SURSU
OG0000092	tr|J3QMN6|J3QMN6_MOUSE	tr|A0A673TAJ8|A0A673TAJ8_SURSU
OG0000092	sp|P97501|FMO3_MOUSE	tr|A0A673TC96|A0A673TC96_SURSU
OG0000092	sp|P50285|FMO1_MOUSE	tr|A0A673TCC8|A0A673TCC8_SURSU
OG0000092	sp|P97872|FMO5_MOUSE	tr|A0A673TSI2|A0A673TSI2_SURSU
OG0000094	tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE	tr|A0A673UUA6|A0A673UUA6_SURSU
OG0000095	sp|Q91VJ1|AIM2_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|Q9R002|IFI2_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|O35368|IFI3_MOUSE	tr|A0A673TRQ1|A0A673TRQ1_SURSU
OG0000098	sp|Q9WV02|RBMX_MOUSE	tr|A0A673UT03|A0A673UT03_SURSU
OG0000098	tr|A0A087WR82|A0A087WR82_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE	tr|A0A673VCI4|A0A673VCI4_SURSU, tr|A0A673UJ58|A0A673UJ58_SURSU
OG0000098	tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A673UWG0|A0A673UWG0_SURSU
OG0000099	tr|A0A1D5RMC2|A0A1D5RMC2_MOUSE	tr|A0A673VBM8|A0A673VBM8_SURSU
OG0000099	tr|Q80Y34|Q80Y34_MOUSE	tr|A0A673T649|A0A673T649_SURSU
OG0000099	sp|Q8BIQ3|ZNF2_MOUSE	tr|A0A673T6U6|A0A673T6U6_SURSU, tr|A0A673T8B7|A0A673T8B7_SURSU
OG0000100	tr|Q7TRP3|Q7TRP3_MOUSE	tr|A0A673U702|A0A673U702_SURSU
OG0000100	tr|Q7TRR4|Q7TRR4_MOUSE	tr|A0A673UHS7|A0A673UHS7_SURSU
OG0000100	tr|Q8VGV8|Q8VGV8_MOUSE	tr|A0A673UID9|A0A673UID9_SURSU
OG0000100	tr|Q8VG26|Q8VG26_MOUSE	tr|A0A673UF38|A0A673UF38_SURSU
OG0000100	tr|Q8VG28|Q8VG28_MOUSE	tr|A0A673UF87|A0A673UF87_SURSU
OG0000102	sp|Q6B966|NAL14_MOUSE	tr|A0A673UWR0|A0A673UWR0_SURSU
OG0000102	sp|Q9R1M5|NALP5_MOUSE	tr|A0A673UYD8|A0A673UYD8_SURSU
OG0000102	sp|E9Q5R7|NAL12_MOUSE	tr|A0A673UPT0|A0A673UPT0_SURSU
OG0000102	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A673TZJ3|A0A673TZJ3_SURSU
OG0000103	sp|Q60888|OL149_MOUSE	tr|A0A673V175|A0A673V175_SURSU
OG0000103	tr|Q8VG91|Q8VG91_MOUSE, tr|Q8VF15|Q8VF15_MOUSE	tr|A0A673UQ94|A0A673UQ94_SURSU
OG0000103	sp|Q8VEY3|OL958_MOUSE, tr|Q7TRA9|Q7TRA9_MOUSE, tr|Q8VET5|Q8VET5_MOUSE, tr|Q9EQ84|Q9EQ84_MOUSE, sp|Q60887|OL148_MOUSE	tr|A0A673USR6|A0A673USR6_SURSU
OG0000106	sp|Q8BG05|ROA3_MOUSE	tr|A0A673VSV1|A0A673VSV1_SURSU
OG0000106	sp|P49312|ROA1_MOUSE	tr|A0A673UII6|A0A673UII6_SURSU, tr|A0A673TZ41|A0A673TZ41_SURSU, tr|A0A673UEH6|A0A673UEH6_SURSU, tr|A0A673VIE8|A0A673VIE8_SURSU, tr|A0A673TE73|A0A673TE73_SURSU, tr|A0A673U0C4|A0A673U0C4_SURSU, tr|A0A673SYT6|A0A673SYT6_SURSU, tr|A0A673TL65|A0A673TL65_SURSU, tr|A0A673T4N1|A0A673T4N1_SURSU, tr|A0A673SWG8|A0A673SWG8_SURSU
OG0000108	sp|Q62168|K1H2_MOUSE	tr|A0A673VCY2|A0A673VCY2_SURSU
OG0000108	sp|Q6IFX4|K1C39_MOUSE	tr|A0A673UYW8|A0A673UYW8_SURSU
OG0000108	sp|B1AQ75|KRT36_MOUSE	tr|A0A673V225|A0A673V225_SURSU
OG0000108	sp|Q6IFX3|K1C40_MOUSE	tr|A0A673V0P0|A0A673V0P0_SURSU, tr|A0A673VDA2|A0A673VDA2_SURSU, tr|A0A673V366|A0A673V366_SURSU, tr|A0A673V187|A0A673V187_SURSU, tr|A0A673VDI2|A0A673VDI2_SURSU, tr|A0A673V8L3|A0A673V8L3_SURSU
OG0000109	tr|D3Z4K0|D3Z4K0_MOUSE, sp|Q9D504|ANKR7_MOUSE, tr|Q8C646|Q8C646_MOUSE, tr|E9Q637|E9Q637_MOUSE, tr|D3Z1P8|D3Z1P8_MOUSE, tr|A0A0J9YUH2|A0A0J9YUH2_MOUSE, tr|A0A0J9YUZ3|A0A0J9YUZ3_MOUSE, tr|A0A1D5RM70|A0A1D5RM70_MOUSE, tr|A5H0M4|A5H0M4_MOUSE, tr|Q05AC5|Q05AC5_MOUSE, tr|Q9D4J9|Q9D4J9_MOUSE, tr|A0A140LHE4|A0A140LHE4_MOUSE	tr|A0A673TJ21|A0A673TJ21_SURSU
OG0000110	tr|Q8VGP6|Q8VGP6_MOUSE, sp|P34984|OLF13_MOUSE	tr|A0A673SV41|A0A673SV41_SURSU, tr|A0A673SLH0|A0A673SLH0_SURSU
OG0000110	tr|Q8VEV0|Q8VEV0_MOUSE	tr|A0A673SWU0|A0A673SWU0_SURSU
OG0000110	tr|Q8VEV1|Q8VEV1_MOUSE	tr|A0A673SWS0|A0A673SWS0_SURSU, tr|A0A673SWN9|A0A673SWN9_SURSU, tr|A0A673SUY9|A0A673SUY9_SURSU, tr|A0A673SLI7|A0A673SLI7_SURSU
OG0000111	sp|Q9JLR9|HIG1A_MOUSE	tr|A0A673ULJ5|A0A673ULJ5_SURSU, tr|A0A673T9D2|A0A673T9D2_SURSU, tr|A0A673TY21|A0A673TY21_SURSU, tr|A0A673UMD1|A0A673UMD1_SURSU, tr|A0A673TNS2|A0A673TNS2_SURSU, tr|A0A673TZA7|A0A673TZA7_SURSU, tr|A0A673TUZ6|A0A673TUZ6_SURSU, tr|A0A673V314|A0A673V314_SURSU, tr|A0A673UTN8|A0A673UTN8_SURSU, tr|A0A673TQK0|A0A673TQK0_SURSU, tr|A0A673U9E3|A0A673U9E3_SURSU, tr|A0A673VNH9|A0A673VNH9_SURSU
OG0000112	tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE	tr|A0A673V6I4|A0A673V6I4_SURSU
OG0000114	tr|D3YVI9|D3YVI9_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, sp|P15533|TR30A_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE	tr|A0A673TVM2|A0A673TVM2_SURSU
OG0000114	sp|Q99PP6|TR34A_MOUSE, tr|J3QNR8|J3QNR8_MOUSE	tr|A0A673TR97|A0A673TR97_SURSU
OG0000114	sp|Q8BGE7|TRIM6_MOUSE	tr|A0A673TQS7|A0A673TQS7_SURSU
OG0000115	tr|Q8VF81|Q8VF81_MOUSE	tr|A0A673SPB2|A0A673SPB2_SURSU, tr|A0A673SLT6|A0A673SLT6_SURSU, tr|A0A673SWF5|A0A673SWF5_SURSU, tr|A0A673SX63|A0A673SX63_SURSU
OG0000115	tr|Q7TRV8|Q7TRV8_MOUSE, tr|Q8VGP4|Q8VGP4_MOUSE, tr|Q7TRV7|Q7TRV7_MOUSE	tr|A0A673SWN5|A0A673SWN5_SURSU, tr|A0A673SPG6|A0A673SPG6_SURSU, tr|A0A673SM05|A0A673SM05_SURSU, tr|A0A673SLZ5|A0A673SLZ5_SURSU, tr|A0A673SVI7|A0A673SVI7_SURSU
OG0000117	tr|B7ZMQ6|B7ZMQ6_MOUSE, sp|Q63994|CD33_MOUSE	tr|A0A673VNF2|A0A673VNF2_SURSU, tr|A0A673VN77|A0A673VN77_SURSU
OG0000117	sp|Q91Y57|SIG12_MOUSE	tr|A0A673VDD0|A0A673VDD0_SURSU
OG0000117	sp|Q80ZE3|SIG10_MOUSE	tr|A0A673U2Y3|A0A673U2Y3_SURSU, tr|A0A673TWD4|A0A673TWD4_SURSU, tr|A0A673VP51|A0A673VP51_SURSU
OG0000117	sp|Q920G3|SIGL5_MOUSE	tr|A0A673VNC7|A0A673VNC7_SURSU
OG0000118	sp|Q9ET37|S5A4A_MOUSE	tr|A0A673V772|A0A673V772_SURSU
OG0000118	sp|Q923I7|SC5A2_MOUSE	tr|A0A673UL40|A0A673UL40_SURSU
OG0000118	sp|Q8VDT1|SC5A9_MOUSE	tr|A0A673UDP4|A0A673UDP4_SURSU
OG0000118	sp|Q5SWY8|SC5AA_MOUSE	tr|A0A673VBL1|A0A673VBL1_SURSU
OG0000118	sp|Q8C3K6|SC5A1_MOUSE	tr|A0A673V696|A0A673V696_SURSU
OG0000119	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A673TFK3|A0A673TFK3_SURSU
OG0000119	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A673TWA0|A0A673TWA0_SURSU, tr|A0A673TVA3|A0A673TVA3_SURSU, tr|A0A673UA57|A0A673UA57_SURSU, tr|A0A673TWZ7|A0A673TWZ7_SURSU, tr|A0A673TK35|A0A673TK35_SURSU, tr|A0A673TJQ9|A0A673TJQ9_SURSU, tr|A0A673TSU7|A0A673TSU7_SURSU, tr|A0A673TGC0|A0A673TGC0_SURSU, tr|A0A673TU70|A0A673TU70_SURSU, tr|A0A673TJ87|A0A673TJ87_SURSU
OG0000125	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|Q60682|KLRA8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|P20937|KLRA1_MOUSE	tr|A0A673U2A2|A0A673U2A2_SURSU
OG0000126	sp|P28862|MMP3_MOUSE	tr|A0A673TN14|A0A673TN14_SURSU, tr|A0A673TVJ1|A0A673TVJ1_SURSU
OG0000126	sp|O70138|MMP8_MOUSE	tr|A0A673TNU3|A0A673TNU3_SURSU
OG0000126	sp|Q9EPL5|MMP1A_MOUSE, sp|Q9EPL6|MMP1B_MOUSE	tr|A0A673TJ35|A0A673TJ35_SURSU
OG0000126	sp|Q8K3F2|MMP21_MOUSE, sp|P34960|MMP12_MOUSE	tr|A0A673TVR4|A0A673TVR4_SURSU
OG0000127	sp|Q5QD13|TAAR6_MOUSE	tr|A0A673U576|A0A673U576_SURSU
OG0000127	sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD06|TAA8B_MOUSE	tr|A0A673U4X0|A0A673U4X0_SURSU
OG0000127	sp|Q5QD04|TAAR9_MOUSE	tr|A0A673U4M9|A0A673U4M9_SURSU, tr|A0A673TWS6|A0A673TWS6_SURSU
OG0000128	sp|Q80Z19|MUC2_MOUSE	tr|A0A673TQL4|A0A673TQL4_SURSU
OG0000128	sp|Q6PZE0|MUC19_MOUSE	tr|A0A673UMU7|A0A673UMU7_SURSU
OG0000128	sp|Q8CG65|SSPO_MOUSE	tr|A0A673TRC2|A0A673TRC2_SURSU
OG0000128	sp|Q80T03|MUC6_MOUSE	tr|A0A673TR03|A0A673TR03_SURSU
OG0000128	tr|E9QAQ8|E9QAQ8_MOUSE	tr|A0A673TEV1|A0A673TEV1_SURSU
OG0000129	tr|A0A0G2JFX6|A0A0G2JFX6_MOUSE, tr|A0A075B604|A0A075B604_MOUSE, tr|A0A075B6C1|A0A075B6C1_MOUSE, tr|Q5R1H9|Q5R1H9_MOUSE, tr|A0A075B620|A0A075B620_MOUSE, tr|A0A0G2JEV5|A0A0G2JEV5_MOUSE, tr|Q5R1I3|Q5R1I3_MOUSE, tr|Q5R1I1|Q5R1I1_MOUSE, sp|P01739|TVA2_MOUSE, tr|A0A075B6D1|A0A075B6D1_MOUSE, tr|A0A0B4J1N1|A0A0B4J1N1_MOUSE	tr|A0A673TH25|A0A673TH25_SURSU
OG0000131	sp|P08122|CO4A2_MOUSE	tr|A0A673UPB7|A0A673UPB7_SURSU
OG0000131	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A673VK08|A0A673VK08_SURSU
OG0000131	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A673USH4|A0A673USH4_SURSU
OG0000131	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A673VJS1|A0A673VJS1_SURSU
OG0000131	sp|P02463|CO4A1_MOUSE	tr|A0A673UPS2|A0A673UPS2_SURSU
OG0000131	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A673V8U1|A0A673V8U1_SURSU
OG0000132	sp|Q8VCX1|AK1D1_MOUSE	tr|A0A673T0H7|A0A673T0H7_SURSU
OG0000132	tr|Q3UXL1|Q3UXL1_MOUSE, sp|Q8K023|AKC1H_MOUSE, tr|G3X9Y6|G3X9Y6_MOUSE, tr|Q9JLI0|Q9JLI0_MOUSE, sp|Q8VC28|AK1CD_MOUSE, sp|P70694|DHB5_MOUSE, tr|Q8VC77|Q8VC77_MOUSE, sp|Q91WR5|AK1CL_MOUSE, tr|Q91WT7|Q91WT7_MOUSE	tr|A0A673UGC2|A0A673UGC2_SURSU
OG0000133	sp|Q62148|AL1A2_MOUSE	tr|A0A673TH73|A0A673TH73_SURSU
OG0000133	sp|O35945|AL1A7_MOUSE, sp|P24549|AL1A1_MOUSE	tr|A0A673VCR1|A0A673VCR1_SURSU
OG0000133	sp|Q9JHW9|AL1A3_MOUSE	tr|A0A673UXM8|A0A673UXM8_SURSU
OG0000133	sp|Q9CZS1|AL1B1_MOUSE	tr|A0A673UVY2|A0A673UVY2_SURSU
OG0000133	sp|P47738|ALDH2_MOUSE	tr|A0A673VMW1|A0A673VMW1_SURSU, tr|A0A673TFV4|A0A673TFV4_SURSU
OG0000134	sp|P29341|PABP1_MOUSE	tr|A0A673UF48|A0A673UF48_SURSU
OG0000134	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A673UPF3|A0A673UPF3_SURSU
OG0000134	tr|G5E8X2|G5E8X2_MOUSE	tr|A0A673V6H7|A0A673V6H7_SURSU, tr|A0A673SS65|A0A673SS65_SURSU
OG0000134	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A673U5N8|A0A673U5N8_SURSU
OG0000136	tr|Q8R084|Q8R084_MOUSE	tr|A0A673T471|A0A673T471_SURSU
OG0000136	tr|Q8K154|Q8K154_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q8BJL9|Q8BJL9_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, sp|Q8BWQ1|UD2A3_MOUSE, sp|Q80X89|UD2A1_MOUSE, sp|Q6PDD0|UD2A2_MOUSE	tr|A0A673SVP7|A0A673SVP7_SURSU
OG0000137	tr|E9PWA8|E9PWA8_MOUSE	tr|A0A673TS46|A0A673TS46_SURSU
OG0000137	tr|Q8VGZ6|Q8VGZ6_MOUSE	tr|A0A673SYY3|A0A673SYY3_SURSU
OG0000137	tr|Q3KPB0|Q3KPB0_MOUSE, tr|L7N462|L7N462_MOUSE, tr|K7N609|K7N609_MOUSE, tr|E9Q598|E9Q598_MOUSE, tr|E9Q4X7|E9Q4X7_MOUSE	tr|A0A673UJ65|A0A673UJ65_SURSU
OG0000138	sp|P68433|H31_MOUSE	tr|A0A673TGM8|A0A673TGM8_SURSU
OG0000138	sp|P84244|H33_MOUSE	tr|A0A673TKI5|A0A673TKI5_SURSU, tr|A0A673TPB2|A0A673TPB2_SURSU, tr|A0A673TUW9|A0A673TUW9_SURSU, tr|A0A673TIT6|A0A673TIT6_SURSU, tr|A0A673U3J0|A0A673U3J0_SURSU, tr|A0A673UJE0|A0A673UJE0_SURSU, tr|A0A673THM1|A0A673THM1_SURSU, tr|A0A673T1R7|A0A673T1R7_SURSU, tr|A0A673UJB1|A0A673UJB1_SURSU
OG0000139	sp|P70458|IPSP_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q8BYY9|SPA3B_MOUSE, sp|Q6P4P1|SPA3A_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|P29621|SPA3C_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P07759|SPA3K_MOUSE, sp|Q91WP6|SPA3N_MOUSE	tr|A0A673U2U4|A0A673U2U4_SURSU
OG0000140	sp|Q8VBW9|OLF63_MOUSE	tr|A0A673TC95|A0A673TC95_SURSU, tr|A0A673TCA6|A0A673TCA6_SURSU, tr|A0A673TJQ6|A0A673TJQ6_SURSU, tr|A0A673TK52|A0A673TK52_SURSU, tr|A0A673TJN3|A0A673TJN3_SURSU, tr|A0A673TBX8|A0A673TBX8_SURSU, tr|A0A673T7N2|A0A673T7N2_SURSU, tr|A0A673TK68|A0A673TK68_SURSU, tr|A0A673TIS2|A0A673TIS2_SURSU, tr|A0A673TK38|A0A673TK38_SURSU, tr|A0A673TIZ6|A0A673TIZ6_SURSU
OG0000141	sp|P0DP26|CALM1_MOUSE, sp|P0DP27|CALM2_MOUSE, sp|P0DP28|CALM3_MOUSE	tr|A0A673UMD8|A0A673UMD8_SURSU, tr|A0A673U6T8|A0A673U6T8_SURSU, tr|A0A673U353|A0A673U353_SURSU, tr|A0A673T643|A0A673T643_SURSU, tr|A0A673TA52|A0A673TA52_SURSU, tr|A0A673T434|A0A673T434_SURSU, tr|A0A673TTK5|A0A673TTK5_SURSU, tr|A0A673TCP8|A0A673TCP8_SURSU, tr|A0A673TPQ2|A0A673TPQ2_SURSU
OG0000142	tr|Q7TR16|Q7TR16_MOUSE, tr|A0A2I3BQA3|A0A2I3BQA3_MOUSE, tr|F6XP16|F6XP16_MOUSE	tr|A0A673U8R0|A0A673U8R0_SURSU
