Orthogroup	Mus_musculus	Gorilla_gorilla_gorilla
OG0000062	sp|Q8BGV5|ZNF8_MOUSE	sp|P51503|ZNF80_GORGO, tr|A0A2I2ZJU0|A0A2I2ZJU0_GORGO, tr|A0A2I2ZMX3|A0A2I2ZMX3_GORGO, tr|G3R2R3|G3R2R3_GORGO, tr|G3QTL0|G3QTL0_GORGO, tr|G3S808|G3S808_GORGO, tr|G3RW57|G3RW57_GORGO, tr|G3RDV4|G3RDV4_GORGO, tr|A0A2I2YDI8|A0A2I2YDI8_GORGO, tr|A0A2I2YYJ0|A0A2I2YYJ0_GORGO, tr|A0A2I2Z5D0|A0A2I2Z5D0_GORGO, tr|A0A2I2YJD3|A0A2I2YJD3_GORGO, tr|G3S282|G3S282_GORGO
OG0000063	tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE	tr|G3R477|G3R477_GORGO
OG0000066	sp|P00757|K1KB4_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00756|K1KB3_MOUSE, sp|Q61759|K1B21_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|P15946|K1B11_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P36369|K1B26_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15948|K1B22_MOUSE	tr|G3QGD6|G3QGD6_GORGO, tr|G3RTM4|G3RTM4_GORGO
OG0000067	sp|Q8BG05|ROA3_MOUSE	tr|G3QTH6|G3QTH6_GORGO
OG0000067	sp|P49312|ROA1_MOUSE	tr|G3SHH2|G3SHH2_GORGO, tr|G3RS66|G3RS66_GORGO, tr|G3SDY6|G3SDY6_GORGO, tr|A0A2I2Y845|A0A2I2Y845_GORGO, tr|A0A2I2YII7|A0A2I2YII7_GORGO, tr|G3S4S6|G3S4S6_GORGO, tr|G3QKL5|G3QKL5_GORGO
OG0000067	sp|Q9CX86|ROA0_MOUSE	tr|G3S2C4|G3S2C4_GORGO
OG0000068	sp|Q9D646|KRT34_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q8K0Y2|KT33A_MOUSE, sp|Q61897|KT33B_MOUSE	tr|G3RL02|G3RL02_GORGO, tr|G3RXP2|G3RXP2_GORGO, tr|G3RL08|G3RL08_GORGO
OG0000068	sp|B1AQ75|KRT36_MOUSE	tr|G3RL32|G3RL32_GORGO
OG0000068	sp|Q497I4|KRT35_MOUSE	tr|G3RL24|G3RL24_GORGO
OG0000068	sp|Q62168|K1H2_MOUSE	tr|G3RL19|G3RL19_GORGO
OG0000068	sp|Q6IFX3|K1C40_MOUSE	tr|G3QUH0|G3QUH0_GORGO
OG0000069	tr|A0A0A6YVQ4|A0A0A6YVQ4_MOUSE, tr|A0A075B5R3|A0A075B5R3_MOUSE, tr|A0A075B5S5|A0A075B5S5_MOUSE, tr|A0A075B5R2|A0A075B5R2_MOUSE, sp|P01786|HVM17_MOUSE, sp|P84751|HVM63_MOUSE, tr|A0A075B5S2|A0A075B5S2_MOUSE, sp|P01795|HVM26_MOUSE, sp|P01794|HVM25_MOUSE, sp|P01793|HVM24_MOUSE, sp|P01789|HVM20_MOUSE, sp|P01790|HVM21_MOUSE, sp|P01791|HVM22_MOUSE, sp|P01792|HVM23_MOUSE, sp|P01787|HVM18_MOUSE, sp|P01788|HVM19_MOUSE	tr|G3RRX6|G3RRX6_GORGO
OG0000070	tr|Q8VG97|Q8VG97_MOUSE, tr|Q8VFQ8|Q8VFQ8_MOUSE, tr|Q7TR48|Q7TR48_MOUSE, tr|Q7TR45|Q7TR45_MOUSE, tr|Q8VEU8|Q8VEU8_MOUSE, tr|Q7TR43|Q7TR43_MOUSE, tr|Q7TR44|Q7TR44_MOUSE, tr|Q7TR47|Q7TR47_MOUSE, tr|Q8VFQ7|Q8VFQ7_MOUSE, tr|Q7TR39|Q7TR39_MOUSE, tr|Q7TR42|Q7TR42_MOUSE, tr|Q0VBI4|Q0VBI4_MOUSE, tr|Q7TR40|Q7TR40_MOUSE, tr|Q8VFQ9|Q8VFQ9_MOUSE, tr|A2AVC0|A2AVC0_MOUSE, tr|Q7TR34|Q7TR34_MOUSE	tr|G3R9B6|G3R9B6_GORGO
OG0000071	sp|Q8VGS3|O1019_MOUSE, tr|Q7TR59|Q7TR59_MOUSE, tr|A3KPP7|A3KPP7_MOUSE, sp|Q60880|OL141_MOUSE, sp|Q8VFL9|O1086_MOUSE, sp|Q8VF13|O1094_MOUSE, sp|Q8VES2|O1102_MOUSE, tr|Q8VF14|Q8VF14_MOUSE, tr|Q7TRA0|Q7TRA0_MOUSE, tr|Q7TR99|Q7TR99_MOUSE, sp|Q8VF76|OL998_MOUSE, sp|Q8VFK2|O1002_MOUSE, tr|A2BHP7|A2BHP7_MOUSE, tr|A2AVT0|A2AVT0_MOUSE, tr|L7MU57|L7MU57_MOUSE	tr|G3RU04|G3RU04_GORGO
OG0000072	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE	tr|G3S3L1|G3S3L1_GORGO
OG0000077	sp|P06151|LDHA_MOUSE	tr|G3RPH6|G3RPH6_GORGO, tr|A0A2I2ZXA0|A0A2I2ZXA0_GORGO, tr|A0A2I2ZB50|A0A2I2ZB50_GORGO, tr|G3RGX1|G3RGX1_GORGO
OG0000077	sp|P00342|LDHC_MOUSE	tr|A0A2I2YN53|A0A2I2YN53_GORGO
OG0000077	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A2I2Z7D8|A0A2I2Z7D8_GORGO, tr|A0A2I2Y420|A0A2I2Y420_GORGO, tr|A0A2I2ZLD9|A0A2I2ZLD9_GORGO, tr|G3S7D5|G3S7D5_GORGO
OG0000077	sp|P16125|LDHB_MOUSE	tr|G3RI82|G3RI82_GORGO, tr|A0A2I2ZSE2|A0A2I2ZSE2_GORGO
OG0000078	tr|A0A140LHS9|A0A140LHS9_MOUSE	tr|G3S8K6|G3S8K6_GORGO
OG0000078	tr|Q8VFV3|Q8VFV3_MOUSE, tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|G3SA63|G3SA63_GORGO
OG0000078	tr|A0A140LHT7|A0A140LHT7_MOUSE, tr|A0A140LHS7|A0A140LHS7_MOUSE, sp|Q8VFV4|O1440_MOUSE, tr|A0PK57|A0PK57_MOUSE, tr|Q7TQR7|Q7TQR7_MOUSE, tr|Q7TQR9|Q7TQR9_MOUSE, tr|E9Q9Z6|E9Q9Z6_MOUSE, tr|Q8VF59|Q8VF59_MOUSE, tr|Q8VFV8|Q8VFV8_MOUSE	tr|G3QQW4|G3QQW4_GORGO
OG0000084	sp|Q921M4|GOGA2_MOUSE	tr|G3RPF2|G3RPF2_GORGO
OG0000084	tr|A2ARC0|A2ARC0_MOUSE	tr|G3R4R4|G3R4R4_GORGO, tr|A0A2I2YNQ4|A0A2I2YNQ4_GORGO, tr|A0A2I2YCI0|A0A2I2YCI0_GORGO, tr|G3R9E3|G3R9E3_GORGO, tr|G3SHV7|G3SHV7_GORGO, tr|G3RFU7|G3RFU7_GORGO, tr|G3RH54|G3RH54_GORGO, tr|G3R5C5|G3R5C5_GORGO, tr|G3S4W0|G3S4W0_GORGO, tr|G3S3G6|G3S3G6_GORGO, tr|G3RW53|G3RW53_GORGO
OG0000085	sp|P60843|IF4A1_MOUSE	tr|G3SGA8|G3SGA8_GORGO
OG0000085	sp|P10630|IF4A2_MOUSE	tr|G3S135|G3S135_GORGO, tr|A0A2I2YS32|A0A2I2YS32_GORGO, tr|A0A2I2ZD57|A0A2I2ZD57_GORGO, tr|A0A2I2Z7G4|A0A2I2Z7G4_GORGO, tr|A0A2I2Y6A5|A0A2I2Y6A5_GORGO, tr|A0A2I2YXD4|A0A2I2YXD4_GORGO, tr|A0A2I2Y5Z2|A0A2I2Y5Z2_GORGO, tr|A0A2I2YK56|A0A2I2YK56_GORGO, tr|A0A2I2YHK3|A0A2I2YHK3_GORGO, tr|A0A2I2YJN4|A0A2I2YJN4_GORGO, tr|G3QSU6|G3QSU6_GORGO
OG0000086	sp|Q8R1D1|ZN426_MOUSE, sp|P10076|ZFP26_MOUSE	tr|G3QPJ2|G3QPJ2_GORGO, tr|A0A2I2Y2H9|A0A2I2Y2H9_GORGO, tr|G3SAJ5|G3SAJ5_GORGO, tr|G3QLC0|G3QLC0_GORGO, tr|G3R395|G3R395_GORGO, tr|A0A2I2ZAN4|A0A2I2ZAN4_GORGO, tr|A0A2I2Y3W9|A0A2I2Y3W9_GORGO, tr|G3R6H2|G3R6H2_GORGO, tr|G3QU29|G3QU29_GORGO, tr|G3RAY3|G3RAY3_GORGO, tr|G3QUB5|G3QUB5_GORGO, tr|G3SC30|G3SC30_GORGO
OG0000087	tr|E9Q5M9|E9Q5M9_MOUSE	tr|G3SK95|G3SK95_GORGO, tr|G3R6B5|G3R6B5_GORGO, tr|A0A2I2YYA8|A0A2I2YYA8_GORGO, tr|G3QDT9|G3QDT9_GORGO, tr|G3R2H5|G3R2H5_GORGO, tr|G3QYP9|G3QYP9_GORGO, tr|A0A2I2ZGH5|A0A2I2ZGH5_GORGO, tr|G3QQY9|G3QQY9_GORGO, tr|A0A2I2Z5Z2|A0A2I2Z5Z2_GORGO, tr|A0A2I2Z5H4|A0A2I2Z5H4_GORGO, tr|G3RNW6|G3RNW6_GORGO, tr|G3RM96|G3RM96_GORGO, tr|G3QKN9|G3QKN9_GORGO
OG0000089	sp|Q811D2|ANR26_MOUSE	tr|A0A2I2ZKW0|A0A2I2ZKW0_GORGO
OG0000089	tr|Q9D5T2|Q9D5T2_MOUSE	tr|A0A2I2YKX4|A0A2I2YKX4_GORGO
OG0000089	tr|E9PVZ3|E9PVZ3_MOUSE, tr|Q8CEQ9|Q8CEQ9_MOUSE	tr|G3RKQ9|G3RKQ9_GORGO
OG0000091	sp|P17742|PPIA_MOUSE	tr|A0A2I2Y468|A0A2I2Y468_GORGO, tr|G3SBV6|G3SBV6_GORGO, tr|G3S2K0|G3S2K0_GORGO, tr|A0A2I2YD52|A0A2I2YD52_GORGO, tr|A0A2I2YEP0|A0A2I2YEP0_GORGO, sp|Q0ZQL0|PPIA_GORGO, tr|A0A2I2Y914|A0A2I2Y914_GORGO, tr|G3RNP2|G3RNP2_GORGO, tr|G3R6A2|G3R6A2_GORGO, tr|G3S3W9|G3S3W9_GORGO, tr|G3S4I5|G3S4I5_GORGO, tr|A0A2I2ZQH5|A0A2I2ZQH5_GORGO, tr|G3SAV7|G3SAV7_GORGO
OG0000092	sp|P62631|EF1A2_MOUSE	tr|G3R6R7|G3R6R7_GORGO
OG0000092	sp|P10126|EF1A1_MOUSE	tr|A0A2I2YRU3|A0A2I2YRU3_GORGO, tr|A0A2I2Z760|A0A2I2Z760_GORGO, tr|A0A2I2Y6D7|A0A2I2Y6D7_GORGO, tr|A0A2I2YHN4|A0A2I2YHN4_GORGO, tr|G3S518|G3S518_GORGO, tr|G3RAF3|G3RAF3_GORGO, tr|A0A2I2ZRQ4|A0A2I2ZRQ4_GORGO, tr|A0A2I2ZIA9|A0A2I2ZIA9_GORGO, tr|A0A2I2Z998|A0A2I2Z998_GORGO, tr|A0A2I2ZE93|A0A2I2ZE93_GORGO, tr|A0A2I2ZXE9|A0A2I2ZXE9_GORGO
OG0000093	tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VF89|Q8VF89_MOUSE	tr|G3QHV7|G3QHV7_GORGO, tr|G3QJ38|G3QJ38_GORGO
OG0000094	sp|Q717B2|TDPZ2_MOUSE, sp|P0DMR6|TDP1L_MOUSE, sp|P0DMR5|TDPZ1_MOUSE, sp|Q717B4|TDPZ3_MOUSE, tr|A0A0A6YXL2|A0A0A6YXL2_MOUSE, sp|Q6YCH1|TDPZ5_MOUSE, tr|E0CXI6|E0CXI6_MOUSE, tr|L7N229|L7N229_MOUSE, tr|Q3UTC4|Q3UTC4_MOUSE, tr|A0A0A6YWS7|A0A0A6YWS7_MOUSE, sp|Q6YCH2|TDPZ4_MOUSE, sp|Q6ZWS8|SPOP_MOUSE, sp|Q2M2N2|SPOPL_MOUSE	tr|G3SJ46|G3SJ46_GORGO
OG0000095	tr|Q7TS30|Q7TS30_MOUSE, tr|Q8VF69|Q8VF69_MOUSE, tr|Q8VFG2|Q8VFG2_MOUSE, tr|Q8VFG4|Q8VFG4_MOUSE, tr|Q8VGW6|Q8VGW6_MOUSE, sp|Q60890|OLF11_MOUSE, tr|K9J6X0|K9J6X0_MOUSE, tr|Q7TQU5|Q7TQU5_MOUSE, tr|Q7TRI7|Q7TRI7_MOUSE, tr|Q8VG72|Q8VG72_MOUSE, tr|Q8VG95|Q8VG95_MOUSE, tr|Q8VEY4|Q8VEY4_MOUSE, tr|Q8VG94|Q8VG94_MOUSE	tr|G3R4Z9|G3R4Z9_GORGO
OG0000096	sp|Q8VGR9|O1044_MOUSE	tr|G3RVZ1|G3RVZ1_GORGO
OG0000096	tr|Q8VFL0|Q8VFL0_MOUSE, sp|Q8VGS1|O1038_MOUSE, tr|Q7TR84|Q7TR84_MOUSE, tr|Q8VFZ3|Q8VFZ3_MOUSE, tr|Q8VFK4|Q8VFK4_MOUSE, tr|Q7TR81|Q7TR81_MOUSE, tr|A2ARY0|A2ARY0_MOUSE, tr|A2ARY1|A2ARY1_MOUSE, tr|Q7TR75|Q7TR75_MOUSE, tr|Q7TR71|Q7TR71_MOUSE, tr|Q7TR80|Q7TR80_MOUSE	tr|G3RDV3|G3RDV3_GORGO
OG0000102	sp|Q7M713|TR116_MOUSE, sp|Q7M711|TR113_MOUSE, tr|Q7M719|Q7M719_MOUSE, sp|Q7M710|TR125_MOUSE, sp|Q9JKA3|TR103_MOUSE, sp|Q7TQA4|TR140_MOUSE, sp|P59528|TR123_MOUSE, sp|Q7M712|TR110_MOUSE, sp|Q7M709|TR129_MOUSE, sp|Q7M715|TR117_MOUSE, sp|Q7M707|TR109_MOUSE	sp|Q645Z2|T2R14_GORGO, tr|G3QUZ0|G3QUZ0_GORGO
OG0000103	sp|P29341|PABP1_MOUSE	tr|G3QV77|G3QV77_GORGO, tr|A0A2I2ZER6|A0A2I2ZER6_GORGO
OG0000103	tr|A2A5N3|A2A5N3_MOUSE	tr|G3QPK3|G3QPK3_GORGO
OG0000103	tr|Q62029|Q62029_MOUSE, tr|Q9D4E6|Q9D4E6_MOUSE	tr|G3SED4|G3SED4_GORGO
OG0000103	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|G3QN25|G3QN25_GORGO, tr|A0A2I2YIZ3|A0A2I2YIZ3_GORGO
OG0000105	sp|P34984|OLF13_MOUSE, tr|Q8VGP6|Q8VGP6_MOUSE, tr|Q7TQV3|Q7TQV3_MOUSE, tr|Q5NCC7|Q5NCC7_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE, tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VEV0|Q8VEV0_MOUSE, tr|Q8VES9|Q8VES9_MOUSE, tr|K9J725|K9J725_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE	tr|G3QJI2|G3QJI2_GORGO
OG0000106	sp|Q8VCW2|K1C25_MOUSE	tr|G3RBU8|G3RBU8_GORGO
OG0000106	sp|Q9Z320|K1C27_MOUSE	tr|G3QXZ3|G3QXZ3_GORGO
OG0000106	sp|P02535|K1C10_MOUSE	tr|G3QDX0|G3QDX0_GORGO
OG0000106	sp|A1L317|K1C24_MOUSE	tr|G3QRG2|G3QRG2_GORGO, tr|G3R2L4|G3R2L4_GORGO
OG0000106	sp|Q3TRJ4|K1C26_MOUSE	tr|G3R6J6|G3R6J6_GORGO
OG0000106	sp|A6BLY7|K1C28_MOUSE	tr|G3R2M5|G3R2M5_GORGO
OG0000107	tr|Q8VET4|Q8VET4_MOUSE	tr|G3QD82|G3QD82_GORGO
OG0000107	tr|E9Q8M3|E9Q8M3_MOUSE	tr|G3S019|G3S019_GORGO, tr|G3R6Y2|G3R6Y2_GORGO
OG0000107	tr|F8VQB9|F8VQB9_MOUSE	tr|G3RSF8|G3RSF8_GORGO
OG0000108	sp|P01632|KV1A1_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A075B5N4|A0A075B5N4_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE	tr|G3RTZ2|G3RTZ2_GORGO
OG0000109	tr|F8VQI7|F8VQI7_MOUSE, tr|E9PZ66|E9PZ66_MOUSE	tr|G3RC14|G3RC14_GORGO
OG0000109	tr|Q9EPN9|Q9EPN9_MOUSE, tr|Q9EQQ7|Q9EQQ7_MOUSE, tr|Q8VGZ8|Q8VGZ8_MOUSE, tr|K7N6B1|K7N6B1_MOUSE, tr|Q8VH20|Q8VH20_MOUSE, tr|A0A1B0GSZ2|A0A1B0GSZ2_MOUSE, tr|A0A1B0GSS1|A0A1B0GSS1_MOUSE, tr|E9Q547|E9Q547_MOUSE, tr|Q8VH17|Q8VH17_MOUSE	tr|G3RW14|G3RW14_GORGO
OG0000113	sp|P14206|RSSA_MOUSE	tr|G3SJW2|G3SJW2_GORGO, tr|G3SAP9|G3SAP9_GORGO, tr|A0A2I2YG59|A0A2I2YG59_GORGO, tr|G3RGD1|G3RGD1_GORGO, tr|G3RW25|G3RW25_GORGO, tr|G3S8R6|G3S8R6_GORGO, tr|G3S0T7|G3S0T7_GORGO, tr|G3RVL4|G3RVL4_GORGO, tr|G3SCX1|G3SCX1_GORGO, tr|G3RSL4|G3RSL4_GORGO, tr|G3RWS7|G3RWS7_GORGO
OG0000114	sp|Q9D0R8|LSM12_MOUSE	tr|G3R4W1|G3R4W1_GORGO, tr|G3S074|G3S074_GORGO, tr|A0A2I2ZRJ5|A0A2I2ZRJ5_GORGO, tr|A0A2I2ZTG7|A0A2I2ZTG7_GORGO, tr|G3RWK9|G3RWK9_GORGO, tr|G3RUY9|G3RUY9_GORGO, tr|A0A2I2Y6U7|A0A2I2Y6U7_GORGO, tr|G3RM86|G3RM86_GORGO, tr|A0A2I2YUK5|A0A2I2YUK5_GORGO, tr|A0A2I2YFC8|A0A2I2YFC8_GORGO, tr|A0A2I2YCT1|A0A2I2YCT1_GORGO
OG0000115	tr|B1AYL1|B1AYL1_MOUSE	tr|G3QI74|G3QI74_GORGO, tr|G3QUM3|G3QUM3_GORGO, tr|G3QUB0|G3QUB0_GORGO, tr|A0A2I2Z637|A0A2I2Z637_GORGO, tr|G3R9Y5|G3R9Y5_GORGO, tr|G3SCI1|G3SCI1_GORGO, tr|A0A2I2YQR7|A0A2I2YQR7_GORGO, tr|A0A2I2ZSB9|A0A2I2ZSB9_GORGO, tr|A0A2I2Y832|A0A2I2Y832_GORGO, tr|A0A2I2ZMQ3|A0A2I2ZMQ3_GORGO, tr|A0A2I2ZQZ3|A0A2I2ZQZ3_GORGO
OG0000116	sp|Q63994|CD33_MOUSE, tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|G3SD55|G3SD55_GORGO
OG0000116	sp|Q920G3|SIGL5_MOUSE	tr|A0A2I2YU35|A0A2I2YU35_GORGO, tr|G3QJ56|G3QJ56_GORGO
OG0000116	sp|Q91Y57|SIG12_MOUSE	tr|A0A2I2ZJ05|A0A2I2ZJ05_GORGO, tr|G3SC67|G3SC67_GORGO, tr|G3R940|G3R940_GORGO, tr|G3QCZ8|G3QCZ8_GORGO
OG0000117	sp|Q8VEY3|OL958_MOUSE	tr|A0A2I2YNJ2|A0A2I2YNJ2_GORGO
OG0000117	tr|Q7TRA9|Q7TRA9_MOUSE, tr|Q8VET5|Q8VET5_MOUSE, tr|Q9EQ84|Q9EQ84_MOUSE, sp|Q60887|OL148_MOUSE, tr|Q8VG91|Q8VG91_MOUSE, tr|Q8VF15|Q8VF15_MOUSE, tr|Q9EQ87|Q9EQ87_MOUSE, sp|Q60888|OL149_MOUSE, tr|Q9EQ86|Q9EQ86_MOUSE	tr|G3QIP9|G3QIP9_GORGO
OG0000118	tr|Q63ZW6|Q63ZW6_MOUSE	tr|G3R653|G3R653_GORGO
OG0000118	sp|P08122|CO4A2_MOUSE	tr|G3RA26|G3RA26_GORGO
OG0000118	sp|Q9QZR9|CO4A4_MOUSE	tr|G3QEL7|G3QEL7_GORGO
OG0000118	tr|B1AVK5|B1AVK5_MOUSE	tr|G3SFQ2|G3SFQ2_GORGO
OG0000118	sp|Q9QZS0|CO4A3_MOUSE	tr|G3QKV2|G3QKV2_GORGO
OG0000118	sp|P02463|CO4A1_MOUSE	tr|G3RA04|G3RA04_GORGO
OG0000119	tr|Q7TRM0|Q7TRM0_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|Q7TRL9|Q7TRL9_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE	tr|G3RQ60|G3RQ60_GORGO
OG0000120	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A2I2ZBY8|A0A2I2ZBY8_GORGO
OG0000120	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A2I2YS89|A0A2I2YS89_GORGO
OG0000120	sp|Q6PIE5|AT1A2_MOUSE	tr|G3S409|G3S409_GORGO
OG0000120	sp|Q64436|ATP4A_MOUSE	tr|A0A2I2ZNQ0|A0A2I2ZNQ0_GORGO
OG0000120	sp|Q9Z1W8|AT12A_MOUSE	tr|G3RT56|G3RT56_GORGO
OG0000120	sp|Q9WV27|AT1A4_MOUSE	tr|G3RB63|G3RB63_GORGO
OG0000121	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60652|KLRA5_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q60682|KLRA8_MOUSE	tr|G3RBI0|G3RBI0_GORGO
OG0000130	sp|Q9Z0E6|GBP2_MOUSE, sp|Q01514|GBP1_MOUSE	tr|G3QH70|G3QH70_GORGO
OG0000130	sp|Q8CFB4|GBP5_MOUSE	tr|G3RPN5|G3RPN5_GORGO, tr|G3RHP6|G3RHP6_GORGO, tr|G3S1W5|G3S1W5_GORGO, tr|G3QXI6|G3QXI6_GORGO, tr|G3RC82|G3RC82_GORGO, tr|G3R5E0|G3R5E0_GORGO, tr|G3QH22|G3QH22_GORGO
OG0000131	sp|P23275|OLF15_MOUSE	tr|G3QZ29|G3QZ29_GORGO
OG0000131	tr|Q8VFC2|Q8VFC2_MOUSE	tr|G3QL15|G3QL15_GORGO, tr|A0A2I2Z3R1|A0A2I2Z3R1_GORGO, tr|G3QJA4|G3QJA4_GORGO, tr|A0A2I2YDT2|A0A2I2YDT2_GORGO, tr|G3SDU6|G3SDU6_GORGO, tr|G3QHF1|G3QHF1_GORGO, tr|G3RGR8|G3RGR8_GORGO, tr|A0A2I2ZTX0|A0A2I2ZTX0_GORGO
OG0000132	tr|Q5SZS9|Q5SZS9_MOUSE	tr|A0A2I2YXA1|A0A2I2YXA1_GORGO
OG0000132	tr|Q5NCD6|Q5NCD6_MOUSE, tr|Q5NCC8|Q5NCC8_MOUSE, tr|Q7TQU0|Q7TQU0_MOUSE, tr|Q8VFH0|Q8VFH0_MOUSE, tr|Q5SZZ8|Q5SZZ8_MOUSE, tr|E9PWF9|E9PWF9_MOUSE, tr|A0A140T8K7|A0A140T8K7_MOUSE, tr|Q7TQT8|Q7TQT8_MOUSE	tr|G3QLV5|G3QLV5_GORGO
OG0000133	sp|P09528|FRIH_MOUSE	tr|G3QY39|G3QY39_GORGO, tr|A0A2I2Y5G6|A0A2I2Y5G6_GORGO, tr|A0A2I2YU85|A0A2I2YU85_GORGO, tr|A0A2I2YLY5|A0A2I2YLY5_GORGO, tr|G3RPL8|G3RPL8_GORGO, tr|A0A2I2YZV2|A0A2I2YZV2_GORGO, tr|G3RMF9|G3RMF9_GORGO, tr|G3R6Z9|G3R6Z9_GORGO, tr|A0A2I2Y8Q9|A0A2I2Y8Q9_GORGO, tr|G3RT60|G3RT60_GORGO
OG0000134	tr|Q4PLS0|Q4PLS0_MOUSE	tr|G3QXN7|G3QXN7_GORGO, tr|G3R4S1|G3R4S1_GORGO
OG0000134	sp|Q6B966|NAL14_MOUSE	tr|A0A2I2ZEB8|A0A2I2ZEB8_GORGO, tr|G3QYZ0|G3QYZ0_GORGO, tr|G3QK83|G3QK83_GORGO, tr|G3SE49|G3SE49_GORGO, tr|G3RKU7|G3RKU7_GORGO, tr|G3RJY8|G3RJY8_GORGO, tr|G3QDW2|G3QDW2_GORGO
OG0000135	tr|Q7TRU8|Q7TRU8_MOUSE, tr|Q8VGV5|Q8VGV5_MOUSE, tr|Q8VGV6|Q8VGV6_MOUSE	tr|G3SIB9|G3SIB9_GORGO
