Orthogroup	Mus_musculus	Loxodonta_africana
OG0000056	tr|Q8VFN6|Q8VFN6_MOUSE	tr|G3TSN7|G3TSN7_LOXAF, tr|G3UNG2|G3UNG2_LOXAF, tr|G3UEZ0|G3UEZ0_LOXAF, tr|G3U6A6|G3U6A6_LOXAF, tr|G3U9A5|G3U9A5_LOXAF, tr|G3UIB1|G3UIB1_LOXAF, tr|G3TAM3|G3TAM3_LOXAF, tr|G3TZQ0|G3TZQ0_LOXAF, tr|G3UAI6|G3UAI6_LOXAF, tr|G3TVM3|G3TVM3_LOXAF, tr|G3UKP3|G3UKP3_LOXAF, tr|G3U5A8|G3U5A8_LOXAF, tr|G3UGK3|G3UGK3_LOXAF, tr|G3T7C3|G3T7C3_LOXAF, tr|G3TQ31|G3TQ31_LOXAF, tr|G3T972|G3T972_LOXAF, tr|G3TQR1|G3TQR1_LOXAF, tr|G3TQP8|G3TQP8_LOXAF
OG0000057	sp|Q8VHJ5|MARK1_MOUSE	tr|G3UJV4|G3UJV4_LOXAF
OG0000057	sp|Q03141|MARK3_MOUSE	tr|G3SW42|G3SW42_LOXAF
OG0000057	sp|Q05512|MARK2_MOUSE	tr|G3U0Z5|G3U0Z5_LOXAF, tr|G3U4Q9|G3U4Q9_LOXAF, tr|G3TYX0|G3TYX0_LOXAF, tr|G3UEE4|G3UEE4_LOXAF, tr|G3UHV5|G3UHV5_LOXAF, tr|G3ULU1|G3ULU1_LOXAF, tr|G3TRN2|G3TRN2_LOXAF, tr|G3TN91|G3TN91_LOXAF, tr|G3UCL8|G3UCL8_LOXAF, tr|G3U2J4|G3U2J4_LOXAF, tr|G3U2B4|G3U2B4_LOXAF, tr|G3U4A7|G3U4A7_LOXAF, tr|G3UNJ6|G3UNJ6_LOXAF, tr|G3UMA2|G3UMA2_LOXAF, tr|G3U6F8|G3U6F8_LOXAF, tr|G3TVW8|G3TVW8_LOXAF
OG0000058	tr|A1L1B4|A1L1B4_MOUSE, tr|Q8VET6|Q8VET6_MOUSE	tr|G3UC31|G3UC31_LOXAF, tr|G3U371|G3U371_LOXAF, tr|G3SPT2|G3SPT2_LOXAF, tr|G3UM76|G3UM76_LOXAF, tr|G3UMD0|G3UMD0_LOXAF, tr|G3TN82|G3TN82_LOXAF, tr|G3T7Z0|G3T7Z0_LOXAF, tr|G3U0Q6|G3U0Q6_LOXAF, tr|G3U2M1|G3U2M1_LOXAF, tr|G3TSD8|G3TSD8_LOXAF, tr|G3U5D5|G3U5D5_LOXAF, tr|G3UJW9|G3UJW9_LOXAF, tr|G3TUG0|G3TUG0_LOXAF, tr|G3TN94|G3TN94_LOXAF, tr|G3UM25|G3UM25_LOXAF, tr|G3U8N6|G3U8N6_LOXAF, tr|G3UNM8|G3UNM8_LOXAF, tr|G3TMD8|G3TMD8_LOXAF, tr|G3THY1|G3THY1_LOXAF
OG0000059	tr|Q7TQU0|Q7TQU0_MOUSE	tr|G3TXY7|G3TXY7_LOXAF, tr|G3TTN7|G3TTN7_LOXAF, tr|G3UDI8|G3UDI8_LOXAF, tr|G3TZQ7|G3TZQ7_LOXAF, tr|G3UD44|G3UD44_LOXAF, tr|G3U202|G3U202_LOXAF, tr|G3UKY1|G3UKY1_LOXAF, tr|G3TLN7|G3TLN7_LOXAF, tr|G3STY8|G3STY8_LOXAF, tr|G3TW28|G3TW28_LOXAF, tr|G3UM00|G3UM00_LOXAF, tr|G3UAD6|G3UAD6_LOXAF, tr|G3U033|G3U033_LOXAF, tr|G3TRW8|G3TRW8_LOXAF, tr|G3U7T1|G3U7T1_LOXAF, tr|G3U3G6|G3U3G6_LOXAF, tr|G3UIZ0|G3UIZ0_LOXAF, tr|G3UMT4|G3UMT4_LOXAF, tr|G3TRZ0|G3TRZ0_LOXAF, tr|G3U172|G3U172_LOXAF
OG0000060	tr|Q8VF06|Q8VF06_MOUSE	tr|G3TJM9|G3TJM9_LOXAF, tr|G3T0J6|G3T0J6_LOXAF
OG0000060	tr|Q7TRR4|Q7TRR4_MOUSE	tr|G3TXA4|G3TXA4_LOXAF
OG0000060	tr|Q8VGV8|Q8VGV8_MOUSE	tr|G3UKR0|G3UKR0_LOXAF
OG0000060	tr|Q8VG26|Q8VG26_MOUSE	tr|G3UAJ0|G3UAJ0_LOXAF, tr|G3TMS3|G3TMS3_LOXAF, tr|G3TZT3|G3TZT3_LOXAF, tr|G3U151|G3U151_LOXAF, tr|G3UIS6|G3UIS6_LOXAF, tr|G3U5S6|G3U5S6_LOXAF, tr|G3TY20|G3TY20_LOXAF
OG0000061	tr|A2BHR2|A2BHR2_MOUSE, sp|P11590|MUP4_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11591|MUP5_MOUSE, sp|Q5FW60|MUP20_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|P04939|MUP3_MOUSE, tr|L7N222|L7N222_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, sp|B5X0G2|MUP17_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|P04938|MUP11_MOUSE, sp|A2BIM8|MUP18_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|P02762|MUP6_MOUSE, sp|P11588|MUP1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE	tr|G3TW30|G3TW30_LOXAF
OG0000064	tr|A2AVW1|A2AVW1_MOUSE	tr|G3UJ22|G3UJ22_LOXAF
OG0000064	tr|A2AVW3|A2AVW3_MOUSE	tr|G3UJ33|G3UJ33_LOXAF, tr|G3U5W1|G3U5W1_LOXAF, tr|G3U9D8|G3U9D8_LOXAF, tr|G3UJC4|G3UJC4_LOXAF, tr|G3UK59|G3UK59_LOXAF, tr|G3UHZ1|G3UHZ1_LOXAF, tr|G3ULE1|G3ULE1_LOXAF, tr|G3UE27|G3UE27_LOXAF, tr|G3TX61|G3TX61_LOXAF, tr|G3UHC8|G3UHC8_LOXAF, tr|G3ULM0|G3ULM0_LOXAF, tr|G3U059|G3U059_LOXAF, tr|G3TV48|G3TV48_LOXAF, tr|G3ST14|G3ST14_LOXAF, tr|G3U534|G3U534_LOXAF, tr|G3TTT0|G3TTT0_LOXAF, tr|G5E755|G5E755_LOXAF
OG0000066	tr|Q8VG78|Q8VG78_MOUSE	tr|G3U4B5|G3U4B5_LOXAF
OG0000066	tr|Q8VGW1|Q8VGW1_MOUSE	tr|G3U6Q4|G3U6Q4_LOXAF
OG0000066	tr|Q8VG19|Q8VG19_MOUSE	tr|G3TQQ4|G3TQQ4_LOXAF
OG0000066	tr|Q8VGW5|Q8VGW5_MOUSE	tr|G3UJG3|G3UJG3_LOXAF
OG0000066	tr|Q8VH18|Q8VH18_MOUSE	tr|G3TRD2|G3TRD2_LOXAF
OG0000073	sp|Q8VED5|K2C79_MOUSE	tr|G3TFN9|G3TFN9_LOXAF
OG0000073	sp|Q9R0H5|K2C71_MOUSE	tr|G3TJ84|G3TJ84_LOXAF
OG0000073	sp|Q6NXH9|K2C73_MOUSE	tr|G3T020|G3T020_LOXAF
OG0000073	sp|Q6IFZ9|K2C74_MOUSE	tr|G3SL94|G3SL94_LOXAF
OG0000073	sp|Q6IFZ6|K2C1B_MOUSE	tr|G3T5Z6|G3T5Z6_LOXAF
OG0000073	sp|Q3UV17|K22O_MOUSE	tr|G3TX30|G3TX30_LOXAF, tr|G3TFN2|G3TFN2_LOXAF, tr|G3SWD0|G3SWD0_LOXAF
OG0000075	sp|P68134|ACTS_MOUSE	tr|G3SXX7|G3SXX7_LOXAF
OG0000075	sp|P68033|ACTC_MOUSE	tr|G3TQN7|G3TQN7_LOXAF
OG0000075	sp|P63268|ACTH_MOUSE	tr|G3T9R8|G3T9R8_LOXAF
OG0000075	sp|P62737|ACTA_MOUSE	tr|G3SMK8|G3SMK8_LOXAF
OG0000075	sp|Q8CG27|ACTL9_MOUSE	tr|G3SSW9|G3SSW9_LOXAF
OG0000075	tr|D3YYH9|D3YYH9_MOUSE	tr|G3U3J5|G3U3J5_LOXAF
OG0000075	sp|Q8BFZ3|ACTBL_MOUSE	tr|G3TAI8|G3TAI8_LOXAF
OG0000075	sp|P63260|ACTG_MOUSE, sp|P60710|ACTB_MOUSE	tr|G3UL57|G3UL57_LOXAF, tr|G3SNA3|G3SNA3_LOXAF
OG0000076	tr|Q8VFP8|Q8VFP8_MOUSE	tr|G3TLK5|G3TLK5_LOXAF, tr|G3UF12|G3UF12_LOXAF
OG0000076	sp|Q60879|OLF3_MOUSE	tr|G3UFZ6|G3UFZ6_LOXAF, tr|G3TTL5|G3TTL5_LOXAF, tr|G3TMB2|G3TMB2_LOXAF, tr|G3U741|G3U741_LOXAF, tr|G3TCE8|G3TCE8_LOXAF, tr|G3T9B8|G3T9B8_LOXAF, tr|G3TTK1|G3TTK1_LOXAF, tr|G3SRD1|G3SRD1_LOXAF
OG0000076	tr|Q7TRY6|Q7TRY6_MOUSE	tr|G3TNK5|G3TNK5_LOXAF, tr|G3UKZ8|G3UKZ8_LOXAF, tr|G3U3L7|G3U3L7_LOXAF, tr|G3U2G4|G3U2G4_LOXAF, tr|G3U890|G3U890_LOXAF
OG0000082	sp|Q91Y57|SIG12_MOUSE	tr|G3UGA9|G3UGA9_LOXAF
OG0000082	sp|Q80ZE3|SIG10_MOUSE	tr|G3TPW4|G3TPW4_LOXAF, tr|G3SZ82|G3SZ82_LOXAF
OG0000082	sp|Q920G3|SIGL5_MOUSE	tr|G3TD50|G3TD50_LOXAF, tr|G3SN20|G3SN20_LOXAF, tr|G3TMD1|G3TMD1_LOXAF, tr|G3TVG4|G3TVG4_LOXAF, tr|G3TT06|G3TT06_LOXAF
OG0000082	sp|Q63994|CD33_MOUSE	tr|G3STB8|G3STB8_LOXAF, tr|G3TR88|G3TR88_LOXAF, tr|G3TVK0|G3TVK0_LOXAF, tr|G3U3F4|G3U3F4_LOXAF
OG0000084	tr|Q8CFE8|Q8CFE8_MOUSE	tr|G3UA56|G3UA56_LOXAF
OG0000084	tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|E9PXM9|E9PXM9_MOUSE	tr|G3UE89|G3UE89_LOXAF
OG0000094	tr|Q8VGB4|Q8VGB4_MOUSE	tr|G3TXZ2|G3TXZ2_LOXAF, tr|G3TU23|G3TU23_LOXAF, tr|G3U9K5|G3U9K5_LOXAF, tr|G3TV89|G3TV89_LOXAF, tr|G3UET1|G3UET1_LOXAF, tr|G3UAY8|G3UAY8_LOXAF, tr|G3U8P4|G3U8P4_LOXAF, tr|G3UEH0|G3UEH0_LOXAF, tr|G3U409|G3U409_LOXAF, tr|G3TWA8|G3TWA8_LOXAF, tr|G3UJN1|G3UJN1_LOXAF, tr|G3TXU3|G3TXU3_LOXAF, tr|G3UF81|G3UF81_LOXAF, tr|G3U3N3|G3U3N3_LOXAF
OG0000099	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE	tr|G3SUF7|G3SUF7_LOXAF
OG0000104	tr|Q4PLS0|Q4PLS0_MOUSE	tr|G3U3P8|G3U3P8_LOXAF, tr|G3SP43|G3SP43_LOXAF
OG0000104	sp|Q8R4B8|NLRP3_MOUSE	tr|G3SMV5|G3SMV5_LOXAF
OG0000104	sp|E9Q5R7|NAL12_MOUSE	tr|G3TQX3|G3TQX3_LOXAF
OG0000104	sp|Q9R1M5|NALP5_MOUSE	tr|G3TA68|G3TA68_LOXAF
OG0000104	sp|Q6B966|NAL14_MOUSE	tr|G3TCG4|G3TCG4_LOXAF
OG0000106	tr|Q7TR20|Q7TR20_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|Q7TRM4|Q7TRM4_MOUSE, tr|A2AV13|A2AV13_MOUSE, tr|A0A1L1STD5|A0A1L1STD5_MOUSE	tr|G3TW85|G3TW85_LOXAF
OG0000107	sp|Q6PIC6|AT1A3_MOUSE	tr|G3TY16|G3TY16_LOXAF
OG0000107	sp|Q8VDN2|AT1A1_MOUSE	tr|G3TFP1|G3TFP1_LOXAF
OG0000107	sp|Q6PIE5|AT1A2_MOUSE	tr|G3SLT7|G3SLT7_LOXAF
OG0000107	sp|Q9WV27|AT1A4_MOUSE	tr|G3SLT9|G3SLT9_LOXAF
OG0000107	sp|Q9Z1W8|AT12A_MOUSE	tr|G3TZL1|G3TZL1_LOXAF, tr|G3UFC6|G3UFC6_LOXAF, tr|G3U2Y8|G3U2Y8_LOXAF
OG0000107	sp|Q64436|ATP4A_MOUSE	tr|G3TVH2|G3TVH2_LOXAF
OG0000110	tr|A0A0A6YWJ8|A0A0A6YWJ8_MOUSE, tr|A0A075B5S4|A0A075B5S4_MOUSE, tr|A0A075B5T0|A0A075B5T0_MOUSE, sp|P01823|HVM47_MOUSE, sp|P18533|HVM62_MOUSE, tr|A0A0A6YXF1|A0A0A6YXF1_MOUSE, sp|P18532|HVM61_MOUSE, tr|A0A075B5S6|A0A075B5S6_MOUSE, sp|P01822|HVM46_MOUSE, sp|P18531|HVM60_MOUSE	tr|G3UDL4|G3UDL4_LOXAF, tr|G3TWS2|G3TWS2_LOXAF, tr|G3UM20|G3UM20_LOXAF, tr|G3TT96|G3TT96_LOXAF
OG0000111	tr|Q8VF62|Q8VF62_MOUSE	tr|G3TNP6|G3TNP6_LOXAF, tr|G3TME2|G3TME2_LOXAF, tr|G3TQ60|G3TQ60_LOXAF, tr|G3UFJ7|G3UFJ7_LOXAF, tr|G3TYB8|G3TYB8_LOXAF, tr|G3SP60|G3SP60_LOXAF, tr|G3TSS4|G3TSS4_LOXAF, tr|G3TPK3|G3TPK3_LOXAF, tr|G3TGA9|G3TGA9_LOXAF, tr|G3TRF0|G3TRF0_LOXAF, tr|G3TWT7|G3TWT7_LOXAF, tr|G3TQX2|G3TQX2_LOXAF, tr|G3U9N8|G3U9N8_LOXAF
OG0000117	tr|L7N455|L7N455_MOUSE	tr|G3UGY7|G3UGY7_LOXAF
OG0000117	sp|Q8VG42|OL508_MOUSE, sp|Q8VEZ0|OL480_MOUSE	tr|G3U712|G3U712_LOXAF, tr|G3UI93|G3UI93_LOXAF, tr|G3UM41|G3UM41_LOXAF, tr|G3UJ02|G3UJ02_LOXAF, tr|G3U2Z1|G3U2Z1_LOXAF
OG0000117	sp|Q8VGI5|OL481_MOUSE	tr|G3U1G0|G3U1G0_LOXAF, tr|G3U8A1|G3U8A1_LOXAF, tr|G3UKJ7|G3UKJ7_LOXAF
OG0000118	sp|P10126|EF1A1_MOUSE	tr|G3U5V3|G3U5V3_LOXAF
OG0000118	sp|P62631|EF1A2_MOUSE	tr|G3SZ37|G3SZ37_LOXAF, tr|G3UL97|G3UL97_LOXAF, tr|G3TTX1|G3TTX1_LOXAF, tr|G3UIU0|G3UIU0_LOXAF, tr|G3UC39|G3UC39_LOXAF, tr|G3U8I3|G3U8I3_LOXAF, tr|G3TYE9|G3TYE9_LOXAF, tr|G3TW48|G3TW48_LOXAF, tr|G3UAF9|G3UAF9_LOXAF, tr|G3STG0|G3STG0_LOXAF
OG0000119	sp|P02340|P53_MOUSE	tr|G3T035|G3T035_LOXAF, tr|G3UI57|G3UI57_LOXAF, tr|G3TS21|G3TS21_LOXAF, tr|G3UK14|G3UK14_LOXAF, tr|G3ULT4|G3ULT4_LOXAF, tr|G3UHE5|G3UHE5_LOXAF, tr|G3UDE4|G3UDE4_LOXAF, tr|G3UJ00|G3UJ00_LOXAF, tr|G3UAZ0|G3UAZ0_LOXAF, tr|G3U6D1|G3U6D1_LOXAF, tr|G3U6U6|G3U6U6_LOXAF, tr|G3UHY3|G3UHY3_LOXAF
OG0000123	sp|Q61897|KT33B_MOUSE, sp|Q8K0Y2|KT33A_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q9D646|KRT34_MOUSE	tr|G3TIF1|G3TIF1_LOXAF
OG0000123	sp|Q6IFX3|K1C40_MOUSE	tr|G3SZY9|G3SZY9_LOXAF
OG0000123	sp|Q62168|K1H2_MOUSE	tr|G3UMN9|G3UMN9_LOXAF
OG0000123	sp|Q497I4|KRT35_MOUSE	tr|G3SUR3|G3SUR3_LOXAF
OG0000123	sp|B1AQ75|KRT36_MOUSE	tr|G3SUR5|G3SUR5_LOXAF
OG0000124	tr|Q9DAE2|Q9DAE2_MOUSE	tr|G3UEJ5|G3UEJ5_LOXAF
OG0000124	sp|Q9WV02|RBMX_MOUSE	tr|G3SWH5|G3SWH5_LOXAF
OG0000124	tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q91VM5|RMXL1_MOUSE	tr|G3UIN6|G3UIN6_LOXAF
OG0000125	tr|A0A140T8J6|A0A140T8J6_MOUSE	tr|G3TM83|G3TM83_LOXAF
OG0000125	tr|E9Q848|E9Q848_MOUSE	tr|G3U5L4|G3U5L4_LOXAF, tr|G3TYG7|G3TYG7_LOXAF, tr|G3UJ77|G3UJ77_LOXAF, tr|G3UHP3|G3UHP3_LOXAF, tr|G3TS37|G3TS37_LOXAF, tr|G3U311|G3U311_LOXAF, tr|G3U789|G3U789_LOXAF, tr|G3THR3|G3THR3_LOXAF, tr|G3SVP0|G3SVP0_LOXAF, tr|G3UCN0|G3UCN0_LOXAF
OG0000126	tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE	tr|G3SUY0|G3SUY0_LOXAF
OG0000127	sp|Q6A152|CP4X1_MOUSE	tr|G3SRH8|G3SRH8_LOXAF
OG0000127	sp|Q64462|CP4B1_MOUSE	tr|G3T6Y5|G3T6Y5_LOXAF
OG0000127	tr|A2A8T1|A2A8T1_MOUSE, sp|O88833|CP4AA_MOUSE, tr|F8WGU9|F8WGU9_MOUSE, sp|A2A974|CP4CB_MOUSE, sp|Q91WL5|CP4CA_MOUSE, tr|A0A087WPC3|A0A087WPC3_MOUSE, tr|A0A087WS15|A0A087WS15_MOUSE, sp|O35728|CP4AE_MOUSE	tr|G3T8D1|G3T8D1_LOXAF
OG0000132	sp|Q9QZS0|CO4A3_MOUSE	tr|G3T7S2|G3T7S2_LOXAF
OG0000132	tr|Q63ZW6|Q63ZW6_MOUSE	tr|G3TJ59|G3TJ59_LOXAF
OG0000132	sp|P02463|CO4A1_MOUSE	tr|G3TS62|G3TS62_LOXAF
OG0000132	tr|B1AVK5|B1AVK5_MOUSE	tr|G3TVM2|G3TVM2_LOXAF
OG0000132	sp|Q9QZR9|CO4A4_MOUSE	tr|G3STP4|G3STP4_LOXAF
OG0000132	sp|P08122|CO4A2_MOUSE	tr|G3T2X7|G3T2X7_LOXAF
OG0000133	sp|Q8C1C8|PNMA1_MOUSE	tr|G3SN85|G3SN85_LOXAF
OG0000133	tr|A0A140LIU8|A0A140LIU8_MOUSE, tr|A0A140LII9|A0A140LII9_MOUSE	tr|G3U141|G3U141_LOXAF
OG0000133	sp|Q80VM8|PNM8A_MOUSE, tr|A0A1B0GT27|A0A1B0GT27_MOUSE	tr|G3U379|G3U379_LOXAF
OG0000134	tr|A0A571BGC3|A0A571BGC3_MOUSE	tr|G3TTP3|G3TTP3_LOXAF
OG0000134	sp|E9Q8T7|DYH1_MOUSE	tr|G3TQL9|G3TQL9_LOXAF
OG0000134	sp|Q8BW94|DYH3_MOUSE	tr|G3SRK9|G3SRK9_LOXAF
OG0000134	sp|Q3V0Q1|DYH12_MOUSE	tr|G3SZL5|G3SZL5_LOXAF
OG0000134	tr|L7N1Y0|L7N1Y0_MOUSE, tr|A0A087WR13|A0A087WR13_MOUSE, tr|E9Q0T8|E9Q0T8_MOUSE	tr|G3T8I3|G3T8I3_LOXAF
OG0000136	tr|Q8VFP6|Q8VFP6_MOUSE	tr|G3SKY7|G3SKY7_LOXAF, tr|G3UCC3|G3UCC3_LOXAF, tr|G3U7F1|G3U7F1_LOXAF, tr|G3TQ53|G3TQ53_LOXAF, tr|G3TF69|G3TF69_LOXAF, tr|G3U6Q7|G3U6Q7_LOXAF, tr|G3UEX4|G3UEX4_LOXAF, tr|G3U6Q2|G3U6Q2_LOXAF, tr|G3U629|G3U629_LOXAF, tr|G3UMZ5|G3UMZ5_LOXAF, tr|G3U6R2|G3U6R2_LOXAF
OG0000137	sp|Q80T03|MUC6_MOUSE	tr|G3TMX8|G3TMX8_LOXAF
OG0000137	tr|E9Q5I3|E9Q5I3_MOUSE	tr|G3TMN4|G3TMN4_LOXAF
OG0000137	tr|E9QAQ8|E9QAQ8_MOUSE, sp|Q80Z19|MUC2_MOUSE	tr|G3UM82|G3UM82_LOXAF, tr|G3TM87|G3TM87_LOXAF
OG0000137	sp|Q8CG65|SSPO_MOUSE, sp|Q6PZE0|MUC19_MOUSE	tr|G3TTL2|G3TTL2_LOXAF
OG0000138	sp|P29341|PABP1_MOUSE	tr|G3U2H0|G3U2H0_LOXAF
OG0000138	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|G3SL64|G3SL64_LOXAF
OG0000138	tr|A2A5N3|A2A5N3_MOUSE	tr|G3SSM2|G3SSM2_LOXAF
OG0000138	tr|G5E8X2|G5E8X2_MOUSE, tr|Q8C7D3|Q8C7D3_MOUSE	tr|G3TN89|G3TN89_LOXAF
OG0000138	tr|Q9D4E6|Q9D4E6_MOUSE	tr|G3TSN6|G3TSN6_LOXAF
OG0000139	sp|Q9QXE5|TSSP_MOUSE	tr|G3TZM6|G3TZM6_LOXAF, tr|G3U8U4|G3U8U4_LOXAF, tr|G3U346|G3U346_LOXAF, tr|G3UBQ1|G3UBQ1_LOXAF, tr|G3UK74|G3UK74_LOXAF, tr|G3TR73|G3TR73_LOXAF, tr|G3UHL7|G3UHL7_LOXAF, tr|G3TV79|G3TV79_LOXAF, tr|G3U5I9|G3U5I9_LOXAF, tr|G3UJM7|G3UJM7_LOXAF, tr|G3UML3|G3UML3_LOXAF
OG0000140	sp|Q8K2A6|LIPM_MOUSE	tr|G3TI46|G3TI46_LOXAF
OG0000140	sp|Q9CPP7|LIPG_MOUSE	tr|G3TKS8|G3TKS8_LOXAF
OG0000140	sp|Q8BM14|LIPK_MOUSE	tr|G3TKS9|G3TKS9_LOXAF
OG0000141	sp|Q8BFU2|H2A3_MOUSE	tr|G3UL66|G3UL66_LOXAF
OG0000141	sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE5|H2A1G_MOUSE	tr|G3SYD8|G3SYD8_LOXAF
OG0000148	sp|P56567|CYTA_MOUSE, tr|B2RV77|B2RV77_MOUSE, tr|Q9D8D6|Q9D8D6_MOUSE, sp|P35174|CYT2_MOUSE, tr|Q8BWM3|Q8BWM3_MOUSE, sp|P35173|CYT3_MOUSE, tr|Q6IE28|Q6IE28_MOUSE, tr|Q497J0|Q497J0_MOUSE, sp|P35175|CYT1_MOUSE, tr|L7N257|L7N257_MOUSE	tr|G3TG84|G3TG84_LOXAF
OG0000149	tr|A0A1W2P740|A0A1W2P740_MOUSE	tr|G3UE65|G3UE65_LOXAF, tr|G3TMU0|G3TMU0_LOXAF, tr|G3U1P2|G3U1P2_LOXAF, tr|G3U522|G3U522_LOXAF, tr|G3TUU8|G3TUU8_LOXAF, tr|G3UHE9|G3UHE9_LOXAF, tr|G3TR27|G3TR27_LOXAF, tr|G3TU27|G3TU27_LOXAF, tr|G3UJ94|G3UJ94_LOXAF, tr|G3U056|G3U056_LOXAF
OG0000151	tr|Q8VEV5|Q8VEV5_MOUSE	tr|G3U9P7|G3U9P7_LOXAF, tr|G3UI61|G3UI61_LOXAF, tr|G3UC10|G3UC10_LOXAF, tr|G3TUR8|G3TUR8_LOXAF, tr|G3UAZ6|G3UAZ6_LOXAF, tr|G3UKA3|G3UKA3_LOXAF, tr|G3UJZ1|G3UJZ1_LOXAF, tr|G3TN99|G3TN99_LOXAF, tr|G3TI08|G3TI08_LOXAF, tr|G3ULU9|G3ULU9_LOXAF
OG0000152	sp|Q8VFK1|O1009_MOUSE	tr|G3UEM6|G3UEM6_LOXAF, tr|G3U5R0|G3U5R0_LOXAF, tr|G3UNJ2|G3UNJ2_LOXAF, tr|G3UG00|G3UG00_LOXAF, tr|G3U4V6|G3U4V6_LOXAF, tr|G3TR67|G3TR67_LOXAF, tr|G3UKS8|G3UKS8_LOXAF, tr|G3TYU7|G3TYU7_LOXAF, tr|G3UCY2|G3UCY2_LOXAF, tr|G3U2S0|G3U2S0_LOXAF
OG0000153	tr|Q8VG58|Q8VG58_MOUSE, tr|A2AV11|A2AV11_MOUSE	tr|G3U362|G3U362_LOXAF, tr|G3U5L1|G3U5L1_LOXAF, tr|G3TZL6|G3TZL6_LOXAF, tr|G3TY84|G3TY84_LOXAF, tr|G3UIP4|G3UIP4_LOXAF, tr|G3UJI3|G3UJI3_LOXAF, tr|G3U2H6|G3U2H6_LOXAF, tr|G3UH30|G3UH30_LOXAF, tr|G3U2Q6|G3U2Q6_LOXAF
OG0000154	sp|Q61772|EPHA7_MOUSE	tr|G3TK41|G3TK41_LOXAF
OG0000154	sp|Q03137|EPHA4_MOUSE	tr|G3T6R8|G3T6R8_LOXAF
OG0000154	sp|Q60629|EPHA5_MOUSE	tr|G3UKJ1|G3UKJ1_LOXAF, tr|G3T5R4|G3T5R4_LOXAF
OG0000154	sp|Q62413|EPHA6_MOUSE	tr|G3TJ58|G3TJ58_LOXAF
OG0000154	sp|P29319|EPHA3_MOUSE	tr|G3SL04|G3SL04_LOXAF
OG0000157	sp|A6BLY7|K1C28_MOUSE	tr|G3TMI9|G3TMI9_LOXAF
