Orthogroup	Homo_sapiens	Rattus_norvegicus
OG0000037	sp|P35908|K22E_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q7Z794|K2C1B_HUMAN	sp|Q6IG01|K2C1B_RAT
OG0000037	sp|P04259|K2C6B_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P02538|K2C6A_HUMAN, sp|P13647|K2C5_HUMAN, sp|O95678|K2C75_HUMAN, sp|Q5XKE5|K2C79_HUMAN	tr|A0A8I5ZR22|A0A8I5ZR22_RAT
OG0000037	sp|P12035|K2C3_HUMAN, sp|Q01546|K22O_HUMAN	tr|Q6IFZ5|Q6IFZ5_RAT
OG0000040	sp|Q9Y5G6|PCDG7_HUMAN, sp|Q9Y5G7|PCDG6_HUMAN, sp|Q9Y5G9|PCDG4_HUMAN, sp|Q9Y5H4|PCDG1_HUMAN, sp|Q9Y5H1|PCDG2_HUMAN, sp|Q9Y5H0|PCDG3_HUMAN, sp|Q9Y5G8|PCDG5_HUMAN, sp|Q9Y5H3|PCDGA_HUMAN, sp|Q9Y5G4|PCDG9_HUMAN, sp|Q9Y5G5|PCDG8_HUMAN, sp|O60330|PCDGC_HUMAN, sp|Q9Y5H2|PCDGB_HUMAN, sp|Q9Y5F7|PCDGL_HUMAN, sp|Q9Y5F6|PCDGM_HUMAN, sp|Q9UN70|PCDGK_HUMAN, sp|Q9Y5F9|PCDGI_HUMAN, sp|Q9Y5F8|PCDGJ_HUMAN, sp|Q9UN71|PCDGG_HUMAN, sp|Q9Y5G0|PCDGH_HUMAN, sp|Q9Y5G1|PCDGF_HUMAN, sp|Q9Y5G3|PCDGD_HUMAN, sp|Q9Y5G2|PCDGE_HUMAN	tr|A0A8I6AAG7|A0A8I6AAG7_RAT
OG0000041	sp|Q7Z3T1|OR2W3_HUMAN	tr|D3ZAR4|D3ZAR4_RAT
OG0000041	sp|Q9Y3N9|OR2W1_HUMAN	tr|A0A0G2K2X0|A0A0G2K2X0_RAT
OG0000041	sp|A6NFC9|OR2W5_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|Q9GZK4|OR2H1_HUMAN, sp|O95918|OR2H2_HUMAN, sp|O95371|OR2C1_HUMAN, sp|Q5JQS5|OR2BB_HUMAN, sp|O76000|OR2B3_HUMAN, sp|Q9GZK3|OR2B2_HUMAN, sp|P58173|OR2B6_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76002|OR2J2_HUMAN, sp|O76001|OR2J3_HUMAN	tr|F1M7K2|F1M7K2_RAT
OG0000042	sp|Q8WZ92|OR5P2_HUMAN	tr|D3ZAS4|D3ZAS4_RAT, tr|D3ZVZ0|D3ZVZ0_RAT, tr|M0R6P4|M0R6P4_RAT, tr|A0A8I6A3M8|A0A8I6A3M8_RAT, tr|A0A0G2K6G0|A0A0G2K6G0_RAT, tr|F1LWW9|F1LWW9_RAT, tr|A0A0G2KAI4|A0A0G2KAI4_RAT, tr|D3ZB06|D3ZB06_RAT, tr|A0A8I5ZNI7|A0A8I5ZNI7_RAT, tr|M0R529|M0R529_RAT, tr|A0A8I5YCM0|A0A8I5YCM0_RAT, tr|D3ZAS5|D3ZAS5_RAT, tr|A0A0G2K9E7|A0A0G2K9E7_RAT, tr|D4ADA4|D4ADA4_RAT, tr|D4ACV1|D4ACV1_RAT, tr|M0RAZ5|M0RAZ5_RAT, tr|D4A403|D4A403_RAT, tr|D3ZVM8|D3ZVM8_RAT, tr|D3ZNU6|D3ZNU6_RAT, tr|A0A0G2JWZ6|A0A0G2JWZ6_RAT, tr|A0A8I6AHD6|A0A8I6AHD6_RAT, tr|A0A0G2KAK5|A0A0G2KAK5_RAT
OG0000043	sp|Q8NH19|O10AG_HUMAN	tr|D3ZNL0|D3ZNL0_RAT, tr|D4A1G5|D4A1G5_RAT, tr|A0A8I6ATK4|A0A8I6ATK4_RAT, tr|D4A841|D4A841_RAT, tr|A0A8I6A6Q9|A0A8I6A6Q9_RAT, tr|D4A846|D4A846_RAT, tr|M0RBX0|M0RBX0_RAT, tr|D3ZP24|D3ZP24_RAT, tr|D4AE38|D4AE38_RAT, tr|A0A8I6A4X7|A0A8I6A4X7_RAT, tr|A0A8I6A844|A0A8I6A844_RAT, tr|D3ZQG4|D3ZQG4_RAT, tr|M0R4M2|M0R4M2_RAT, tr|D3ZAW9|D3ZAW9_RAT, tr|A0A8I5ZZ57|A0A8I5ZZ57_RAT, tr|A0A0G2JUW6|A0A0G2JUW6_RAT, tr|M0RD58|M0RD58_RAT, tr|D4A840|D4A840_RAT, tr|A0A8I6AK30|A0A8I6AK30_RAT, tr|D4A847|D4A847_RAT, tr|M0RBB7|M0RBB7_RAT, tr|A0A8I5ZUB9|A0A8I5ZUB9_RAT
OG0000044	sp|Q14586|ZN267_HUMAN, sp|Q7Z2F6|KRBX5_HUMAN	tr|A0A8I5ZKT2|A0A8I5ZKT2_RAT, tr|A0A8I6A5A5|A0A8I6A5A5_RAT, tr|A0A8I6GL47|A0A8I6GL47_RAT, tr|A0A0G2K5Y5|A0A0G2K5Y5_RAT, tr|A0A8I6A9G3|A0A8I6A9G3_RAT, tr|A0A8I5ZJF6|A0A8I5ZJF6_RAT, tr|A0A0G2K390|A0A0G2K390_RAT, tr|A0A8I6AJD3|A0A8I6AJD3_RAT, tr|B2RZ85|B2RZ85_RAT, tr|G3V9J4|G3V9J4_RAT, tr|A0A8I6AP48|A0A8I6AP48_RAT, tr|A0A0G2JZD8|A0A0G2JZD8_RAT, tr|A0A8I6ARL4|A0A8I6ARL4_RAT, tr|A0A8I6GIN3|A0A8I6GIN3_RAT, tr|A0A8I6AK13|A0A8I6AK13_RAT, tr|A0A8I6AQK0|A0A8I6AQK0_RAT, tr|M0RCQ9|M0RCQ9_RAT, tr|M0R8P8|M0R8P8_RAT, tr|A0A8I6A839|A0A8I6A839_RAT, tr|A0A8I5ZUL1|A0A8I5ZUL1_RAT, tr|F1LYK4|F1LYK4_RAT
OG0000047	sp|A6NLX3|SPDE4_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DUD2|SPD17_HUMAN	tr|A0A8I6A4C0|A0A8I6A4C0_RAT
OG0000049	sp|Q8NGM1|OR4CF_HUMAN	tr|A0A8I6B398|A0A8I6B398_RAT, tr|A0A8I6A622|A0A8I6A622_RAT, tr|A0A8I6A1D2|A0A8I6A1D2_RAT, tr|A0A8I5ZY07|A0A8I5ZY07_RAT, tr|D3Z7Z1|D3Z7Z1_RAT, tr|A0A8I5ZPU8|A0A8I5ZPU8_RAT, tr|A0A8I6G4H7|A0A8I6G4H7_RAT, tr|A0A8I6ABV3|A0A8I6ABV3_RAT, tr|A0A8I6AF69|A0A8I6AF69_RAT, tr|M0RCK1|M0RCK1_RAT, tr|A0A8I5ZQ61|A0A8I5ZQ61_RAT, tr|D3ZCA5|D3ZCA5_RAT, tr|A0A8I6B5Q4|A0A8I6B5Q4_RAT, tr|A0A0G2K2L5|A0A0G2K2L5_RAT, tr|A0A0G2K010|A0A0G2K010_RAT, tr|A0A0G2K6U0|A0A0G2K6U0_RAT, tr|A0A8I6GB91|A0A8I6GB91_RAT, tr|A0A8I6A892|A0A8I6A892_RAT, tr|A0A0G2K3S0|A0A0G2K3S0_RAT, tr|D3ZGE3|D3ZGE3_RAT, tr|D4ABH8|D4ABH8_RAT
OG0000055	sp|P47914|RL29_HUMAN	tr|D3ZY63|D3ZY63_RAT, tr|F1M577|F1M577_RAT, tr|A0A8I6GLN8|A0A8I6GLN8_RAT, tr|D3ZWV1|D3ZWV1_RAT, tr|D3ZFF1|D3ZFF1_RAT, tr|M0R6U8|M0R6U8_RAT, tr|A0A8I6AIR9|A0A8I6AIR9_RAT, tr|A0A8I5ZTF4|A0A8I5ZTF4_RAT, tr|A0A8I5ZNX1|A0A8I5ZNX1_RAT, sp|P25886|RL29_RAT, tr|M0R665|M0R665_RAT, tr|D3ZIV1|D3ZIV1_RAT, tr|F1LYI5|F1LYI5_RAT, tr|A0A8I6GAQ2|A0A8I6GAQ2_RAT, tr|F1LSZ1|F1LSZ1_RAT, tr|A0A0G2K9E6|A0A0G2K9E6_RAT, tr|F1M4V2|F1M4V2_RAT, tr|F1M682|F1M682_RAT, tr|D4A883|D4A883_RAT, tr|M0RCI7|M0RCI7_RAT
OG0000061	sp|Q02386|ZNF45_HUMAN	tr|A0A0G2JW96|A0A0G2JW96_RAT
OG0000061	sp|Q9NYT6|ZN226_HUMAN	tr|A0A8I6GGI0|A0A8I6GGI0_RAT
OG0000061	sp|A6NK53|ZN233_HUMAN, sp|Q14590|ZN235_HUMAN, sp|Q86WZ6|ZN227_HUMAN, sp|Q9UJW7|ZN229_HUMAN, sp|Q96NJ3|ZN285_HUMAN, sp|Q9UJU3|ZN112_HUMAN	tr|D4A286|D4A286_RAT
OG0000062	sp|A6NIJ9|O6C70_HUMAN	tr|D3ZBF0|D3ZBF0_RAT
OG0000062	sp|Q8NGE2|O2AP1_HUMAN	tr|D3ZV34|D3ZV34_RAT
OG0000062	sp|Q8NGE1|OR6C4_HUMAN	tr|D3Z9V2|D3Z9V2_RAT
OG0000062	sp|Q96RD1|OR6C1_HUMAN, sp|Q9NZP0|OR6C3_HUMAN, sp|A6NL08|O6C75_HUMAN, sp|Q9NZP2|OR6C2_HUMAN, sp|A6NDL8|O6C68_HUMAN, sp|A6NCV1|O6C74_HUMAN, sp|A6NM76|O6C76_HUMAN, sp|A6NJZ3|O6C65_HUMAN	tr|D3ZQZ1|D3ZQZ1_RAT
OG0000063	sp|Q9NRM2|ZN277_HUMAN	tr|A0A8I5ZM30|A0A8I5ZM30_RAT, tr|A0A8I6AIS4|A0A8I6AIS4_RAT, tr|A0A8I6GIH0|A0A8I6GIH0_RAT, tr|A0A8I5ZYC3|A0A8I5ZYC3_RAT, tr|A0A8I5ZXU6|A0A8I5ZXU6_RAT, tr|A0A8I6AD69|A0A8I6AD69_RAT, tr|A0A8I6A0B4|A0A8I6A0B4_RAT, tr|A0A8I6A6T5|A0A8I6A6T5_RAT, tr|A0A8I5ZSE1|A0A8I5ZSE1_RAT, tr|A0A8I6A3V2|A0A8I6A3V2_RAT, tr|A0A8I6AAZ5|A0A8I6AAZ5_RAT, tr|A0A8I5ZTE6|A0A8I5ZTE6_RAT, tr|A0A8I5ZN44|A0A8I5ZN44_RAT, tr|A0A8I6G7H1|A0A8I6G7H1_RAT, tr|A0A8I6B4L4|A0A8I6B4L4_RAT, tr|A0A8I6A0W9|A0A8I6A0W9_RAT, tr|A0A8I6GA50|A0A8I6GA50_RAT, tr|A0A8I5XWP3|A0A8I5XWP3_RAT, tr|A0A8I5ZRJ3|A0A8I5ZRJ3_RAT
OG0000065	sp|A0A5B6|TVB28_HUMAN	tr|F1M7Z6|F1M7Z6_RAT
OG0000065	sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A075B6N4|TVBY1_HUMAN, sp|A0A075B6N3|TVBX1_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|A0A075B6N1|TVB19_HUMAN	tr|D3ZVW0|D3ZVW0_RAT
OG0000067	sp|Q8NGR1|O13A1_HUMAN	tr|D3ZBY0|D3ZBY0_RAT, tr|D4A501|D4A501_RAT, tr|A0A8I6AH43|A0A8I6AH43_RAT, tr|A0A8I6ACQ1|A0A8I6ACQ1_RAT, tr|A0A8I6A7Y3|A0A8I6A7Y3_RAT, tr|A0A8I6GKD3|A0A8I6GKD3_RAT, tr|A0A8I6A959|A0A8I6A959_RAT, tr|A0A8I6ABX6|A0A8I6ABX6_RAT, tr|D3ZQS4|D3ZQS4_RAT, tr|A0A8I6A0X8|A0A8I6A0X8_RAT, tr|A0A8I6G966|A0A8I6G966_RAT, tr|A0A8I5Y7C5|A0A8I5Y7C5_RAT, tr|A0A8I6AHU1|A0A8I6AHU1_RAT, tr|A0A8I6AE87|A0A8I6AE87_RAT, tr|A0A0G2K0L2|A0A0G2K0L2_RAT, tr|D4A7A7|D4A7A7_RAT, tr|D3ZHU1|D3ZHU1_RAT, tr|A0A8I6B0Y0|A0A8I6B0Y0_RAT
OG0000070	sp|Q8NH69|OR5W2_HUMAN	tr|D3ZA29|D3ZA29_RAT, tr|D4A4L0|D4A4L0_RAT, tr|D4A1G9|D4A1G9_RAT, tr|M0R4T0|M0R4T0_RAT, tr|D4AAC2|D4AAC2_RAT, tr|D3Z8G1|D3Z8G1_RAT, tr|D3ZKQ1|D3ZKQ1_RAT, tr|A0A8I6AEF0|A0A8I6AEF0_RAT, tr|D3ZQB3|D3ZQB3_RAT, tr|D3ZBT8|D3ZBT8_RAT, tr|A0A8I6A3X7|A0A8I6A3X7_RAT, tr|A0A8I6G4F7|A0A8I6G4F7_RAT, tr|A0A8I6ARJ4|A0A8I6ARJ4_RAT, tr|A0A8I6A2Y5|A0A8I6A2Y5_RAT, tr|A0A8I6A1U9|A0A8I6A1U9_RAT, tr|A0A0G2JZC5|A0A0G2JZC5_RAT, tr|D3ZRJ4|D3ZRJ4_RAT
OG0000071	sp|Q8WW32|HMGB4_HUMAN	tr|A0A0G2JVM8|A0A0G2JVM8_RAT, tr|A0A8I6A1Q7|A0A8I6A1Q7_RAT, tr|A0A8I5ZLC5|A0A8I5ZLC5_RAT, tr|A0A8I5ZR54|A0A8I5ZR54_RAT, tr|A0A8I6A255|A0A8I6A255_RAT, tr|A0A8I6AGB6|A0A8I6AGB6_RAT, tr|A0A8I6AFU5|A0A8I6AFU5_RAT, tr|A0A8I6GM07|A0A8I6GM07_RAT, tr|A0A8I6A6Y4|A0A8I6A6Y4_RAT, tr|A0A8I5ZNP9|A0A8I5ZNP9_RAT, tr|A0A8I6AIS0|A0A8I6AIS0_RAT, tr|A0A0G2JW93|A0A0G2JW93_RAT, tr|A0A8I6ARD2|A0A8I6ARD2_RAT, tr|A0A8I5ZRF7|A0A8I5ZRF7_RAT, tr|A0A8I6A6V7|A0A8I6A6V7_RAT, tr|A0A8I6A440|A0A8I6A440_RAT, tr|D3ZMW8|D3ZMW8_RAT
OG0000076	sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN	tr|A0A8I5ZRJ6|A0A8I5ZRJ6_RAT
OG0000076	sp|P07900|HS90A_HUMAN	tr|A0A8I5ZQP6|A0A8I5ZQP6_RAT, tr|A0A8I6AUX1|A0A8I6AUX1_RAT, tr|A0A8I5ZUJ0|A0A8I5ZUJ0_RAT, sp|P82995|HS90A_RAT
OG0000076	sp|Q58FF6|H90B4_HUMAN, sp|Q14568|HS902_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN	tr|A0A8I6GLF3|A0A8I6GLF3_RAT, tr|A0A8I5ZYT7|A0A8I5ZYT7_RAT, tr|A0A8I5ZRY7|A0A8I5ZRY7_RAT
OG0000077	sp|P62424|RL7A_HUMAN	tr|D3ZU22|D3ZU22_RAT, tr|D3ZPL5|D3ZPL5_RAT, sp|P62425|RL7A_RAT, tr|M0R3M3|M0R3M3_RAT, tr|F1M1M2|F1M1M2_RAT, tr|D3ZNA3|D3ZNA3_RAT, tr|D3ZJH5|D3ZJH5_RAT, tr|A0A8I6AMN7|A0A8I6AMN7_RAT, tr|D4A6B9|D4A6B9_RAT, tr|F1M2Q3|F1M2Q3_RAT, tr|F1M4C7|F1M4C7_RAT, tr|D4A8X2|D4A8X2_RAT, tr|A0A8I6AUG1|A0A8I6AUG1_RAT, tr|A0A8I6B5R5|A0A8I6B5R5_RAT, tr|A0A0G2JZT7|A0A0G2JZT7_RAT, tr|Q7TQ86|Q7TQ86_RAT
OG0000080	sp|P17028|ZNF24_HUMAN	sp|Q7TNK3|ZNF24_RAT
OG0000080	sp|Q96N95|ZN396_HUMAN, sp|Q3MJ62|ZSC23_HUMAN, sp|O15535|ZSC9_HUMAN, sp|Q9H4T2|ZSC16_HUMAN, sp|Q96LW9|ZSC31_HUMAN, sp|P49910|ZN165_HUMAN, sp|Q9UNY5|ZN232_HUMAN, sp|Q9UL58|ZN215_HUMAN, sp|Q8NBB4|ZSCA1_HUMAN, sp|Q9NX65|ZSC32_HUMAN, sp|O60304|ZN500_HUMAN, sp|Q9GZW5|SCND2_HUMAN, sp|O43309|ZSC12_HUMAN	tr|A0A0G2K4Z9|A0A0G2K4Z9_RAT
OG0000081	sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5I4|PCDC2_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN	sp|Q767I8|PCDA4_RAT
OG0000083	sp|O95047|OR2A4_HUMAN, sp|Q96R45|OR2A7_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R48|OR2A5_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN	tr|G3V6P0|G3V6P0_RAT
OG0000084	sp|Q8NHC8|OR2T6_HUMAN	tr|A0A8I6ANS0|A0A8I6ANS0_RAT
OG0000084	sp|O43869|OR2T1_HUMAN	tr|G3V6T8|G3V6T8_RAT
OG0000084	sp|P0C7T2|OR2T7_HUMAN, sp|Q8NH04|O2T27_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q8NH00|OR2T4_HUMAN, sp|Q8NGZ9|O2T10_HUMAN, sp|Q8NH03|OR2T3_HUMAN, sp|Q8NGX1|O2T34_HUMAN, sp|Q8NH01|O2T11_HUMAN, sp|Q6IF00|OR2T2_HUMAN, sp|Q8NGX2|O2T35_HUMAN	tr|A0A8I6A1I2|A0A8I6A1I2_RAT
OG0000085	sp|Q969N4|TAAR8_HUMAN	sp|Q923Y3|TAA8B_RAT, sp|Q923Y0|TAA8C_RAT, sp|Q923X9|TAA8A_RAT
OG0000085	sp|Q96RI8|TAAR6_HUMAN	sp|Q923Y5|TAAR6_RAT
OG0000085	sp|Q96RI9|TAAR9_HUMAN	sp|Q923Y2|TAA7A_RAT, tr|A0A8L2ULV1|A0A8L2ULV1_RAT, sp|Q923Y4|TAA7H_RAT, sp|Q923Y1|TAA7G_RAT, sp|Q923X5|TAA7D_RAT, sp|Q5QD21|TAA7C_RAT, sp|Q923X6|TAA7E_RAT, sp|Q923X8|TAA7B_RAT, sp|Q923Y6|TAAR9_RAT
OG0000087	sp|Q8NGL7|OR4P4_HUMAN	tr|A0A0G2K2D0|A0A0G2K2D0_RAT
OG0000087	sp|Q8NH73|OR4S2_HUMAN	tr|A0A8I6GKU4|A0A8I6GKU4_RAT
OG0000087	sp|Q8NGB4|OR4S1_HUMAN	tr|D4A5X3|D4A5X3_RAT
OG0000097	sp|P15880|RS2_HUMAN	sp|P27952|RS2_RAT, tr|D3ZIY7|D3ZIY7_RAT, tr|A0A8J8XHT4|A0A8J8XHT4_RAT, tr|D3ZAS1|D3ZAS1_RAT, tr|A0A8I6A3D4|A0A8I6A3D4_RAT, tr|A0A8I5ZR18|A0A8I5ZR18_RAT, tr|A0A8I6ADQ7|A0A8I6ADQ7_RAT, tr|D3ZT78|D3ZT78_RAT, tr|A0A8I5ZSA5|A0A8I5ZSA5_RAT, tr|A0A0U1RVI9|A0A0U1RVI9_RAT, tr|A0A8I6A7W0|A0A8I6A7W0_RAT, tr|Q6P9V0|Q6P9V0_RAT, tr|A0A0G2K8H4|A0A0G2K8H4_RAT, tr|D3ZQW7|D3ZQW7_RAT
OG0000101	sp|Q49AA0|ZFP69_HUMAN, sp|Q9UJL9|ZF69B_HUMAN, sp|Q8N859|ZN713_HUMAN, sp|Q96K75|ZN514_HUMAN, sp|Q9P2J8|ZN624_HUMAN, sp|P52742|ZN135_HUMAN, sp|A8MT65|ZN891_HUMAN, sp|Q86TJ5|ZN554_HUMAN, sp|P21506|ZNF10_HUMAN, sp|Q6NX49|ZN544_HUMAN, sp|Q16587|ZNF74_HUMAN, sp|Q5FWF6|ZN789_HUMAN, sp|Q8NC26|ZN114_HUMAN	tr|D4AAX1|D4AAX1_RAT
OG0000102	sp|P34931|HS71L_HUMAN	sp|P55063|HS71L_RAT
OG0000102	sp|P54652|HSP72_HUMAN	sp|P14659|HSP72_RAT
OG0000102	sp|P11142|HSP7C_HUMAN	tr|M0RCB1|M0RCB1_RAT, sp|P63018|HSP7C_RAT, tr|A0A8I6AQL9|A0A8I6AQL9_RAT
OG0000102	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN, sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	sp|P0DMW0|HS71A_RAT, sp|P0DMW1|HS71B_RAT
OG0000103	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A0G2JZM4|A0A0G2JZM4_RAT
OG0000103	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A8I6ACU5|A0A8I6ACU5_RAT
OG0000103	sp|Q7Z3Y8|K1C27_HUMAN	sp|Q6IFW8|K1C27_RAT
OG0000103	sp|Q7Z3Z0|K1C25_HUMAN	sp|Q6IFX0|K1C25_RAT
OG0000103	sp|P35527|K1C9_HUMAN	sp|Q8CIS9|K1C9_RAT
OG0000103	sp|P13645|K1C10_HUMAN	sp|Q6IFW6|K1C10_RAT
OG0000103	sp|Q2M2I5|K1C24_HUMAN	sp|Q6IFX1|K1C24_RAT
OG0000104	sp|I1YAP6|TRI77_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN	tr|D3ZLN6|D3ZLN6_RAT
OG0000105	sp|Q9HC62|SENP2_HUMAN	sp|Q9EQE1|SENP2_RAT, tr|A0A8I5ZY26|A0A8I5ZY26_RAT, tr|A0A8I6GBF3|A0A8I6GBF3_RAT, tr|A0A8I6B1F0|A0A8I6B1F0_RAT, tr|A0A8I6AFV8|A0A8I6AFV8_RAT, tr|A0A8I5ZU70|A0A8I5ZU70_RAT, tr|A0A8I6ABY3|A0A8I6ABY3_RAT, tr|F1M0I3|F1M0I3_RAT, tr|A0A0G2JVE7|A0A0G2JVE7_RAT, tr|A0A0G2K935|A0A0G2K935_RAT, tr|M0RCW3|M0RCW3_RAT, tr|Q6IE22|Q6IE22_RAT, tr|A0A8I6GDU8|A0A8I6GDU8_RAT
OG0000110	sp|Q9NYV9|T2R13_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|P59544|T2R50_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59541|T2R30_HUMAN, sp|P59543|T2R20_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN	sp|Q67ET3|TR120_RAT
OG0000111	sp|Q9H205|O2AG1_HUMAN, sp|A6NM03|O2AG2_HUMAN	tr|A0A8I5YC84|A0A8I5YC84_RAT, tr|D3ZEN9|D3ZEN9_RAT, tr|D3ZRU1|D3ZRU1_RAT, tr|A0A8I6GKP4|A0A8I6GKP4_RAT, tr|D3ZT49|D3ZT49_RAT, tr|D3ZYS6|D3ZYS6_RAT, tr|A0A8I6ARP8|A0A8I6ARP8_RAT, tr|A0A8I6GJJ0|A0A8I6GJJ0_RAT, tr|D3ZFV2|D3ZFV2_RAT, tr|A0A8I6ABK5|A0A8I6ABK5_RAT, tr|M0RDA9|M0RDA9_RAT
OG0000112	sp|Q96PQ6|ZN317_HUMAN, sp|Q13360|ZN177_HUMAN, sp|Q8N988|ZN557_HUMAN, sp|Q96NG5|ZN558_HUMAN, sp|Q96JL9|ZN333_HUMAN, sp|Q147U1|ZN846_HUMAN, sp|Q8TC21|ZN596_HUMAN, sp|P0CI00|Z705B_HUMAN, sp|P0CH99|Z705D_HUMAN, sp|A8MWA4|Z705E_HUMAN, sp|A8MUZ8|Z705G_HUMAN, sp|Q6ZN79|Z705A_HUMAN	tr|D4A171|D4A171_RAT
OG0000113	sp|A6NI73|LIRA5_HUMAN, sp|Q8N149|LIRA2_HUMAN, sp|O75019|LIRA1_HUMAN, sp|Q8N6C8|LIRA3_HUMAN, sp|Q6PI73|LIRA6_HUMAN, sp|P59901|LIRA4_HUMAN, sp|Q8NHL6|LIRB1_HUMAN, sp|Q8N423|LIRB2_HUMAN, sp|O75023|LIRB5_HUMAN, sp|O75022|LIRB3_HUMAN, sp|Q8NHJ6|LIRB4_HUMAN	tr|A0A0G2JVH3|A0A0G2JVH3_RAT, tr|D4AAQ4|D4AAQ4_RAT
