Orthogroup	Homo_sapiens	Colobus_angolensis_palliatus
OG0000030	sp|A6NDE8|GG12H_HUMAN, sp|A1L429|GG12C_HUMAN, sp|P0CL80|GG12F_HUMAN, sp|O76087|GAGE7_HUMAN, sp|P0CL81|GG12G_HUMAN, sp|Q4V326|GAG2E_HUMAN, sp|P0CL82|GG12I_HUMAN, sp|P0DTW1|GAGE1_HUMAN, sp|A6NER3|GG12J_HUMAN, sp|Q13070|GAGE6_HUMAN, sp|Q13069|GAGE5_HUMAN, sp|P0DSO3|GAGE4_HUMAN, sp|Q4V321|GAG13_HUMAN, sp|Q6NT46|GAG2A_HUMAN, sp|Q13066|GAG2B_HUMAN, sp|Q9UEU5|GGE2D_HUMAN, sp|A6NGK3|GAG10_HUMAN	tr|A0A2K5IU15|A0A2K5IU15_COLAP
OG0000031	sp|Q5VWK0|NBPF6_HUMAN, sp|Q96M43|NBPF4_HUMAN	tr|A0A2K5HPB8|A0A2K5HPB8_COLAP
OG0000031	sp|Q86XG9|NBPF5_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|Q9H094|NBPF3_HUMAN, sp|P0C2Y1|NBPF7_HUMAN	tr|A0A2K5K2F0|A0A2K5K2F0_COLAP
OG0000035	sp|P09651|ROA1_HUMAN	tr|A0A2K5K6E0|A0A2K5K6E0_COLAP
OG0000035	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A2K5J8A1|A0A2K5J8A1_COLAP
OG0000035	sp|Q32P51|RA1L2_HUMAN	tr|A0A2K5JRC1|A0A2K5JRC1_COLAP
OG0000035	sp|P51991|ROA3_HUMAN	tr|A0A2K5JDM1|A0A2K5JDM1_COLAP, tr|A0A2K5ITA9|A0A2K5ITA9_COLAP, tr|A0A2K5HL81|A0A2K5HL81_COLAP, tr|A0A2K5HLL9|A0A2K5HLL9_COLAP, tr|A0A2K5JUE3|A0A2K5JUE3_COLAP, tr|A0A2K5K5D3|A0A2K5K5D3_COLAP, tr|A0A2K5I517|A0A2K5I517_COLAP, tr|A0A2K5JHB8|A0A2K5JHB8_COLAP
OG0000036	sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1B3|TVB30_HUMAN, sp|A0A5B6|TVB28_HUMAN, sp|A0A075B6N1|TVB19_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN	tr|A0A2K5HIH4|A0A2K5HIH4_COLAP
OG0000038	sp|P06331|HV434_HUMAN	tr|A0A2K5HN83|A0A2K5HN83_COLAP
OG0000038	tr|A0A075B7B6|A0A075B7B6_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|P01825|HV459_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|P0DP07|HV431_HUMAN, sp|P0DP06|HVD34_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|A0A0B4J1U7|HV601_HUMAN, sp|P01824|HV439_HUMAN	tr|A0A2K5IE35|A0A2K5IE35_COLAP
OG0000039	sp|Q86VY4|TSYL5_HUMAN	tr|A0A2K5I887|A0A2K5I887_COLAP
OG0000039	sp|P0CW01|TSPYA_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|Q01105|SET_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN, sp|Q9UJ04|TSYL4_HUMAN	tr|A0A2K5IR33|A0A2K5IR33_COLAP
OG0000041	sp|P15880|RS2_HUMAN	tr|A0A2K5IMY1|A0A2K5IMY1_COLAP, tr|A0A2K5JP40|A0A2K5JP40_COLAP, tr|A0A2K5I9B4|A0A2K5I9B4_COLAP, tr|A0A2K5JMT6|A0A2K5JMT6_COLAP, tr|A0A2K5KA51|A0A2K5KA51_COLAP, tr|A0A2K5HYS6|A0A2K5HYS6_COLAP, tr|A0A2K5IJN6|A0A2K5IJN6_COLAP, tr|A0A2K5HTJ1|A0A2K5HTJ1_COLAP, tr|A0A2K5K4T5|A0A2K5K4T5_COLAP, tr|A0A2K5JI14|A0A2K5JI14_COLAP, tr|A0A2K5K713|A0A2K5K713_COLAP, tr|A0A2K5JKU3|A0A2K5JKU3_COLAP, tr|A0A2K5JYD9|A0A2K5JYD9_COLAP, tr|A0A2K5IIE6|A0A2K5IIE6_COLAP, tr|A0A2K5JZX5|A0A2K5JZX5_COLAP
OG0000042	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A2K5HCR1|A0A2K5HCR1_COLAP
OG0000042	sp|Q16777|H2A2C_HUMAN	tr|A0A2K5JM62|A0A2K5JM62_COLAP
OG0000042	sp|Q96QV6|H2A1A_HUMAN	tr|A0A2K5HEL0|A0A2K5HEL0_COLAP
OG0000042	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A2K5JLR6|A0A2K5JLR6_COLAP
OG0000043	sp|Q9Y5I4|PCDC2_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN	tr|A0A2K5HRD4|A0A2K5HRD4_COLAP
OG0000044	tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN, sp|Q96R48|OR2A5_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN	tr|A0A2K5HSD7|A0A2K5HSD7_COLAP
OG0000048	sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGT2|O13J1_HUMAN, sp|Q8NGS4|O13F1_HUMAN, sp|Q8NGV5|O13D1_HUMAN, sp|Q8NG92|O13H1_HUMAN, sp|Q9UGF6|OR5V1_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGS6|O13C3_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|P0DN81|O13C7_HUMAN	tr|A0A2K5KAZ7|A0A2K5KAZ7_COLAP
OG0000049	sp|O95007|OR6B1_HUMAN, sp|O95222|OR6A2_HUMAN, sp|Q8NGX8|OR6Y1_HUMAN, sp|Q8NGX9|OR6P1_HUMAN, sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN, sp|Q9GZK7|O11A1_HUMAN, sp|Q8NGC1|O11G2_HUMAN, sp|Q8NGC9|O11H4_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC7|O11H6_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|B2RN74|O11HC_HUMAN	tr|A0A2K5HL85|A0A2K5HL85_COLAP
OG0000050	sp|A0A0C4DH68|KV224_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|P06310|KV230_HUMAN	tr|A0A2K5JW27|A0A2K5JW27_COLAP
OG0000050	sp|P01615|KVD28_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|P01614|KVD40_HUMAN, sp|A0A087WW87|KV240_HUMAN	tr|A0A2K5K3H2|A0A2K5K3H2_COLAP, tr|A0A2K5IRB0|A0A2K5IRB0_COLAP
OG0000050	sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|A2NJV5|KV229_HUMAN	tr|A0A2K5JYE0|A0A2K5JYE0_COLAP
OG0000052	sp|P63104|1433Z_HUMAN	tr|A0A2K5IZA2|A0A2K5IZA2_COLAP, tr|A0A2K5IAD1|A0A2K5IAD1_COLAP, tr|A0A2K5JUR7|A0A2K5JUR7_COLAP
OG0000052	sp|P31946|1433B_HUMAN	tr|A0A2K5HVF7|A0A2K5HVF7_COLAP
OG0000052	sp|P27348|1433T_HUMAN	tr|A0A2K5HUK9|A0A2K5HUK9_COLAP, tr|A0A2K5I5K3|A0A2K5I5K3_COLAP, tr|A0A2K5IDE8|A0A2K5IDE8_COLAP, tr|A0A2K5KGM6|A0A2K5KGM6_COLAP
OG0000053	sp|P62750|RL23A_HUMAN	tr|A0A2K5HDP9|A0A2K5HDP9_COLAP, tr|A0A2K5HDW8|A0A2K5HDW8_COLAP, tr|A0A2K5HK78|A0A2K5HK78_COLAP, tr|A0A2K5HQW9|A0A2K5HQW9_COLAP, tr|A0A2K5J798|A0A2K5J798_COLAP, tr|A0A2K5K6N7|A0A2K5K6N7_COLAP, tr|A0A2K5HPZ3|A0A2K5HPZ3_COLAP, tr|A0A2K5HLB9|A0A2K5HLB9_COLAP, tr|A0A2K5J0R9|A0A2K5J0R9_COLAP, tr|A0A2K5J391|A0A2K5J391_COLAP, tr|A0A2K5HQ27|A0A2K5HQ27_COLAP, tr|A0A2K5HFJ4|A0A2K5HFJ4_COLAP, tr|A0A2K5HQ75|A0A2K5HQ75_COLAP
OG0000054	sp|Q8NHL6|LIRB1_HUMAN	tr|A0A2K5I787|A0A2K5I787_COLAP
OG0000054	sp|O75022|LIRB3_HUMAN	tr|A0A2K5K1H6|A0A2K5K1H6_COLAP
OG0000054	sp|P59901|LIRA4_HUMAN	tr|A0A2K5HV93|A0A2K5HV93_COLAP
OG0000054	sp|Q6PI73|LIRA6_HUMAN	tr|A0A2K5IJT7|A0A2K5IJT7_COLAP
OG0000054	sp|Q8N6C8|LIRA3_HUMAN, sp|Q8N149|LIRA2_HUMAN, sp|O75019|LIRA1_HUMAN	tr|A0A2K5ILN0|A0A2K5ILN0_COLAP
OG0000055	sp|P01562|IFNA1_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P01570|IFN14_HUMAN, sp|P05000|IFNW1_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN	tr|A0A2K5H9B2|A0A2K5H9B2_COLAP
OG0000058	sp|O60548|FOXD2_HUMAN	tr|A0A2K5JRA7|A0A2K5JRA7_COLAP
OG0000058	sp|Q16676|FOXD1_HUMAN, sp|O00358|FOXE1_HUMAN, sp|Q13461|FOXE3_HUMAN, sp|Q9NU39|FX4L1_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q5VV16|FX4L5_HUMAN, sp|Q6VB84|FX4L3_HUMAN, sp|Q3SYB3|FX4L6_HUMAN, sp|Q12950|FOXD4_HUMAN, sp|Q9UJU5|FOXD3_HUMAN	tr|A0A2K5HIC2|A0A2K5HIC2_COLAP
OG0000060	sp|Q14240|IF4A2_HUMAN	tr|A0A2K5J9Z6|A0A2K5J9Z6_COLAP
OG0000060	sp|P38919|IF4A3_HUMAN	tr|A0A2K5KF05|A0A2K5KF05_COLAP
OG0000060	sp|P60842|IF4A1_HUMAN	tr|A0A2K5IZ61|A0A2K5IZ61_COLAP, tr|A0A2K5JGQ0|A0A2K5JGQ0_COLAP, tr|A0A2K5HIE7|A0A2K5HIE7_COLAP, tr|A0A2K5KEF7|A0A2K5KEF7_COLAP, tr|A0A2K5JYW1|A0A2K5JYW1_COLAP, tr|A0A2K5JJU0|A0A2K5JJU0_COLAP, tr|A0A2K5K0F2|A0A2K5K0F2_COLAP
OG0000062	sp|Q8N9Z0|ZN610_HUMAN	tr|A0A2K5J8Y5|A0A2K5J8Y5_COLAP
OG0000062	sp|Q5HY98|ZN766_HUMAN	tr|A0A2K5I969|A0A2K5I969_COLAP
OG0000062	sp|P51522|ZNF83_HUMAN	tr|A0A2K5JC62|A0A2K5JC62_COLAP
OG0000062	sp|Q6PDB4|ZN880_HUMAN	tr|A0A2K5J575|A0A2K5J575_COLAP
OG0000062	sp|Q76KX8|ZN534_HUMAN, sp|Q3MIS6|ZN528_HUMAN	tr|A0A2K5IUT3|A0A2K5IUT3_COLAP
OG0000064	sp|P02462|CO4A1_HUMAN	tr|A0A2K5JN94|A0A2K5JN94_COLAP
OG0000064	sp|Q01955|CO4A3_HUMAN	tr|A0A2K5IP37|A0A2K5IP37_COLAP
OG0000064	sp|Q14031|CO4A6_HUMAN	tr|A0A2K5JTY2|A0A2K5JTY2_COLAP
OG0000064	sp|P08572|CO4A2_HUMAN	tr|A0A2K5I8P2|A0A2K5I8P2_COLAP
OG0000064	sp|P53420|CO4A4_HUMAN	tr|A0A2K5K7C5|A0A2K5K7C5_COLAP
OG0000064	sp|P29400|CO4A5_HUMAN	tr|A0A2K5IXU3|A0A2K5IXU3_COLAP
OG0000065	sp|P55285|CADH6_HUMAN	tr|A0A2K5KAD5|A0A2K5KAD5_COLAP
OG0000065	sp|Q9ULB4|CADH9_HUMAN	tr|A0A2K5HND0|A0A2K5HND0_COLAP
OG0000065	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A2K5HSC2|A0A2K5HSC2_COLAP
OG0000065	sp|Q9HBT6|CAD20_HUMAN	tr|A0A2K5I2M2|A0A2K5I2M2_COLAP
OG0000065	sp|Q9ULB5|CADH7_HUMAN	tr|A0A2K5IEZ4|A0A2K5IEZ4_COLAP
OG0000065	sp|P55289|CAD12_HUMAN	tr|A0A2K5ILB3|A0A2K5ILB3_COLAP
OG0000066	sp|P60372|KR104_HUMAN, sp|P60371|KR106_HUMAN, sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60331|KR101_HUMAN, sp|P60370|KR105_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60411|KR109_HUMAN, sp|P60369|KR103_HUMAN	tr|A0A2K5JYZ7|A0A2K5JYZ7_COLAP
OG0000071	sp|P62899|RL31_HUMAN	tr|A0A2K5JIC6|A0A2K5JIC6_COLAP, tr|A0A2K5HFE8|A0A2K5HFE8_COLAP, tr|A0A2K5JH01|A0A2K5JH01_COLAP, tr|A0A2K5HC07|A0A2K5HC07_COLAP, tr|A0A2K5HF28|A0A2K5HF28_COLAP, tr|A0A2K5HXS5|A0A2K5HXS5_COLAP, tr|A0A2K5ICD6|A0A2K5ICD6_COLAP, tr|A0A2K5HWJ5|A0A2K5HWJ5_COLAP, tr|A0A2K5HJT4|A0A2K5HJT4_COLAP, tr|A0A2K5HLG9|A0A2K5HLG9_COLAP
OG0000072	sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A2K5HES5|A0A2K5HES5_COLAP
OG0000072	sp|P51668|UB2D1_HUMAN	tr|A0A2K5I107|A0A2K5I107_COLAP
OG0000072	sp|P62837|UB2D2_HUMAN, sp|Q8IWF7|U2D2L_HUMAN, sp|P61077|UB2D3_HUMAN	tr|A0A2K5JU61|A0A2K5JU61_COLAP, tr|A0A2K5I759|A0A2K5I759_COLAP, tr|A0A2K5JLL0|A0A2K5JLL0_COLAP
OG0000073	sp|P11940|PABP1_HUMAN	tr|A0A2K5HS60|A0A2K5HS60_COLAP, tr|A0A2K5HHK7|A0A2K5HHK7_COLAP
OG0000073	sp|Q13310|PABP4_HUMAN	tr|A0A2K5IZP6|A0A2K5IZP6_COLAP
OG0000073	sp|Q5JQF8|PAP1M_HUMAN	tr|A0A2K5J9J5|A0A2K5J9J5_COLAP
OG0000073	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A2K5JHE9|A0A2K5JHE9_COLAP
OG0000077	sp|Q8NGV6|OR5H6_HUMAN	tr|A0A2K5HNH2|A0A2K5HNH2_COLAP
OG0000077	sp|A6NDH6|O5H15_HUMAN, sp|A6NKK0|OR5H1_HUMAN	tr|A0A2K5I7K1|A0A2K5I7K1_COLAP
OG0000077	sp|Q8NGV7|OR5H2_HUMAN, sp|P0C628|O5AC1_HUMAN, sp|Q9NZP5|O5AC2_HUMAN, sp|P0DN80|OR5H8_HUMAN	tr|A0A2K5J0K6|A0A2K5J0K6_COLAP
OG0000078	sp|P16662|UD2B7_HUMAN, sp|O75310|UDB11_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|P36537|UDB10_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN, sp|Q6UWM9|UD2A3_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|P0DTE4|UD2A1_HUMAN	tr|A0A2K5JBK7|A0A2K5JBK7_COLAP
OG0000079	sp|P46778|RL21_HUMAN	tr|A0A2K5HK97|A0A2K5HK97_COLAP, tr|A0A2K5HNV0|A0A2K5HNV0_COLAP, tr|A0A2K5HFA8|A0A2K5HFA8_COLAP, tr|A0A2K5JGS1|A0A2K5JGS1_COLAP, tr|A0A2K5HEZ8|A0A2K5HEZ8_COLAP, tr|A0A2K5IRN2|A0A2K5IRN2_COLAP, tr|A0A2K5HLR7|A0A2K5HLR7_COLAP, tr|A0A2K5HDY8|A0A2K5HDY8_COLAP, tr|A0A2K5JM10|A0A2K5JM10_COLAP, tr|A0A2K5HFJ6|A0A2K5HFJ6_COLAP
OG0000080	sp|Q5VUJ5|AGAP7_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|A6NIR3|AGAP5_HUMAN	tr|A0A2K5JR38|A0A2K5JR38_COLAP
OG0000080	sp|Q96P47|AGAP3_HUMAN	tr|A0A2K5HDD4|A0A2K5HDD4_COLAP
OG0000080	sp|Q9UPQ3|AGAP1_HUMAN	tr|A0A2K5J5G5|A0A2K5J5G5_COLAP
OG0000081	sp|Q8NGE5|O10A7_HUMAN	tr|A0A2K5HS58|A0A2K5HS58_COLAP
OG0000081	sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN, sp|Q9H209|O10A4_HUMAN, sp|Q8NH19|O10AG_HUMAN, sp|Q8NGF6|O10W1_HUMAN, sp|Q96KK4|O10C1_HUMAN, sp|P58181|O10A3_HUMAN, sp|Q8NH74|O10A6_HUMAN	tr|A0A2K5K0N1|A0A2K5K0N1_COLAP
OG0000082	sp|Q08477|CP4F3_HUMAN	tr|A0A2K5JXF5|A0A2K5JXF5_COLAP
OG0000082	sp|Q9HBI6|CP4FB_HUMAN	tr|A0A2K5IE61|A0A2K5IE61_COLAP
OG0000082	sp|Q9HCS2|CP4FC_HUMAN	tr|A0A2K5KFU0|A0A2K5KFU0_COLAP
OG0000082	sp|P98187|CP4F8_HUMAN	tr|A0A2K5JNX0|A0A2K5JNX0_COLAP, tr|A0A2K5J434|A0A2K5J434_COLAP
OG0000082	sp|P78329|CP4F2_HUMAN	tr|A0A2K5KAK6|A0A2K5KAK6_COLAP
OG0000083	sp|Q49SQ1|GPR33_HUMAN, sp|P21462|FPR1_HUMAN, sp|P25090|FPR2_HUMAN, sp|P25089|FPR3_HUMAN, sp|Q8NGA4|G32P1_HUMAN, sp|O75388|GPR32_HUMAN, sp|P21730|C5AR1_HUMAN, sp|Q9P296|C5AR2_HUMAN, sp|Q16581|C3AR_HUMAN, sp|Q99788|CML1_HUMAN	tr|A0A2K5KG04|A0A2K5KG04_COLAP
OG0000084	sp|A6NC57|ANR62_HUMAN, sp|Q8N2N9|AN36B_HUMAN, sp|A6QL64|AN36A_HUMAN, sp|Q5JPF3|AN36C_HUMAN, sp|Q9UPS8|ANR26_HUMAN, sp|A2RUR9|C144A_HUMAN, sp|Q8IYA2|C144C_HUMAN, sp|Q3MJ40|C144B_HUMAN, sp|Q6NUI1|C144L_HUMAN, sp|Q96IX9|A26L1_HUMAN	tr|A0A2K5JSE7|A0A2K5JSE7_COLAP
OG0000088	sp|P26599|PTBP1_HUMAN	tr|A0A2K5K8M9|A0A2K5K8M9_COLAP, tr|A0A2K5JQF1|A0A2K5JQF1_COLAP
OG0000088	sp|O95758|PTBP3_HUMAN	tr|A0A2K5H8V8|A0A2K5H8V8_COLAP
OG0000088	sp|Q9UKA9|PTBP2_HUMAN	tr|A0A2K5K1Q7|A0A2K5K1Q7_COLAP, tr|A0A2K5JYQ7|A0A2K5JYQ7_COLAP, tr|A0A2K5HAP7|A0A2K5HAP7_COLAP, tr|A0A2K5K7U4|A0A2K5K7U4_COLAP
OG0000089	sp|P47895|AL1A3_HUMAN	tr|A0A2K5HKI0|A0A2K5HKI0_COLAP
OG0000089	sp|P00352|AL1A1_HUMAN	tr|A0A2K5IL68|A0A2K5IL68_COLAP
OG0000089	sp|P30837|AL1B1_HUMAN	tr|A0A2K5IPU2|A0A2K5IPU2_COLAP
OG0000089	sp|P05091|ALDH2_HUMAN	tr|A0A2K5KF36|A0A2K5KF36_COLAP
OG0000089	sp|O94788|AL1A2_HUMAN	tr|A0A2K5HAE7|A0A2K5HAE7_COLAP
OG0000091	sp|P06748|NPM_HUMAN	tr|A0A2K5HJL3|A0A2K5HJL3_COLAP, tr|A0A2K5J0Q8|A0A2K5J0Q8_COLAP, tr|A0A2K5JCM2|A0A2K5JCM2_COLAP, tr|A0A2K5K0C8|A0A2K5K0C8_COLAP, tr|A0A2K5IW06|A0A2K5IW06_COLAP, tr|A0A2K5K4L1|A0A2K5K4L1_COLAP, tr|A0A2K5IRE3|A0A2K5IRE3_COLAP, tr|A0A2K5KFE5|A0A2K5KFE5_COLAP, tr|A0A2K5H6U9|A0A2K5H6U9_COLAP
OG0000092	sp|P46783|RS10_HUMAN	tr|A0A2K5HCD7|A0A2K5HCD7_COLAP
OG0000092	sp|Q9NQ39|RS10L_HUMAN	tr|A0A2K5HYD7|A0A2K5HYD7_COLAP, tr|A0A2K5J4E1|A0A2K5J4E1_COLAP, tr|A0A2K5HQY2|A0A2K5HQY2_COLAP, tr|A0A2K5JJG0|A0A2K5JJG0_COLAP, tr|A0A2K5IK08|A0A2K5IK08_COLAP, tr|A0A2K5HGM8|A0A2K5HGM8_COLAP, tr|A0A2K5JHB7|A0A2K5JHB7_COLAP
OG0000093	sp|Q9NVA2|SEP11_HUMAN	tr|A0A2K5INL6|A0A2K5INL6_COLAP
OG0000093	sp|Q92599|SEPT8_HUMAN	tr|A0A2K5H7L3|A0A2K5H7L3_COLAP
OG0000093	sp|C0HM01|RBRP_HUMAN, sp|Q6ZU15|SEP14_HUMAN, sp|Q9P0V9|SEP10_HUMAN	tr|A0A2K5HT61|A0A2K5HT61_COLAP
OG0000093	sp|Q14141|SEPT6_HUMAN	tr|A0A2K5HKD2|A0A2K5HKD2_COLAP
OG0000094	sp|Q02878|RL6_HUMAN	tr|A0A2K5JWS1|A0A2K5JWS1_COLAP, tr|A0A2K5HK88|A0A2K5HK88_COLAP, tr|A0A2K5JJ55|A0A2K5JJ55_COLAP, tr|A0A2K5JKQ6|A0A2K5JKQ6_COLAP, tr|A0A2K5IU96|A0A2K5IU96_COLAP, tr|A0A2K5J8L7|A0A2K5J8L7_COLAP, tr|A0A2K5K672|A0A2K5K672_COLAP, tr|A0A2K5HBD2|A0A2K5HBD2_COLAP, tr|A0A2K5H9I5|A0A2K5H9I5_COLAP
OG0000095	sp|Q658K8|EF1DL_HUMAN	tr|A0A2K5JA40|A0A2K5JA40_COLAP
OG0000095	sp|P29692|EF1D_HUMAN	tr|A0A2K5K6F6|A0A2K5K6F6_COLAP, tr|A0A2K5J3N2|A0A2K5J3N2_COLAP, tr|A0A2K5JE57|A0A2K5JE57_COLAP, tr|A0A2K5JDP2|A0A2K5JDP2_COLAP, tr|A0A2K5K6A8|A0A2K5K6A8_COLAP, tr|A0A2K5IVE5|A0A2K5IVE5_COLAP, tr|A0A2K5IGX8|A0A2K5IGX8_COLAP
OG0000096	sp|P18124|RL7_HUMAN	tr|A0A2K5IGF4|A0A2K5IGF4_COLAP, tr|A0A2K5I4J9|A0A2K5I4J9_COLAP, tr|A0A2K5IHX6|A0A2K5IHX6_COLAP, tr|A0A2K5I894|A0A2K5I894_COLAP, tr|A0A2K5JHE3|A0A2K5JHE3_COLAP, tr|A0A2K5I9D4|A0A2K5I9D4_COLAP, tr|A0A2K5I8M1|A0A2K5I8M1_COLAP, tr|A0A2K5JNP6|A0A2K5JNP6_COLAP, tr|A0A2K5KD69|A0A2K5KD69_COLAP
OG0000098	sp|Q96SQ5|ZN587_HUMAN, sp|Q8TAU3|ZN417_HUMAN	tr|A0A2K5K8V5|A0A2K5K8V5_COLAP
OG0000098	sp|Q68DI1|ZN776_HUMAN	tr|A0A2K5K9P1|A0A2K5K9P1_COLAP
OG0000098	sp|E7ETH6|Z587B_HUMAN, sp|B7Z6K7|ZN814_HUMAN, sp|Q9H707|ZN552_HUMAN, sp|Q8TF45|ZN418_HUMAN	tr|A0A2K5HB68|A0A2K5HB68_COLAP
OG0000099	sp|Q04695|K1C17_HUMAN	tr|A0A2K5IC25|A0A2K5IC25_COLAP
OG0000099	sp|P35527|K1C9_HUMAN	tr|A0A2K5JAT9|A0A2K5JAT9_COLAP
OG0000099	sp|P08727|K1C19_HUMAN	tr|A0A2K5HEY0|A0A2K5HEY0_COLAP
OG0000099	sp|P02533|K1C14_HUMAN	tr|A0A2K5JFW5|A0A2K5JFW5_COLAP
OG0000099	sp|P08779|K1C16_HUMAN	tr|A0A2K5HH75|A0A2K5HH75_COLAP
