Orthogroup	Homo_sapiens	Dipodomys_ordii
OG0000027	sp|Q96KK4|O10C1_HUMAN	tr|A0A1S3G8E4|A0A1S3G8E4_DIPOR, tr|A0A1S3G8K0|A0A1S3G8K0_DIPOR, tr|A0A1S3G9B8|A0A1S3G9B8_DIPOR, tr|A0A1S3GUQ6|A0A1S3GUQ6_DIPOR, tr|A0A1S3G7D4|A0A1S3G7D4_DIPOR, tr|A0A1S3GSX3|A0A1S3GSX3_DIPOR, tr|A0A1S3GTI4|A0A1S3GTI4_DIPOR, tr|A0A1S3G6Y5|A0A1S3G6Y5_DIPOR, tr|A0A1S3GT57|A0A1S3GT57_DIPOR, tr|A0A1S3GUQ0|A0A1S3GUQ0_DIPOR, tr|A0A1S3GVK2|A0A1S3GVK2_DIPOR, tr|A0A1S3G6Z9|A0A1S3G6Z9_DIPOR, tr|A0A1S3G9A3|A0A1S3G9A3_DIPOR, tr|A0A1S3G6S7|A0A1S3G6S7_DIPOR, tr|A0A1S3FA36|A0A1S3FA36_DIPOR, tr|A0A1S3FB95|A0A1S3FB95_DIPOR, tr|A0A1S3GEB6|A0A1S3GEB6_DIPOR, tr|A0A1S3GD17|A0A1S3GD17_DIPOR, tr|A0A1S3FAT1|A0A1S3FAT1_DIPOR, tr|A0A1S3GFL0|A0A1S3GFL0_DIPOR
OG0000028	sp|Q562R1|ACTBL_HUMAN, sp|P63267|ACTH_HUMAN, sp|P62736|ACTA_HUMAN, sp|P68032|ACTC_HUMAN, sp|P68133|ACTS_HUMAN, sp|P63261|ACTG_HUMAN, sp|P60709|ACTB_HUMAN, sp|Q9BYX7|ACTBM_HUMAN, sp|Q6S8J3|POTEE_HUMAN, sp|A5A3E0|POTEF_HUMAN, sp|P0CG39|POTEJ_HUMAN, sp|P0CG38|POTEI_HUMAN, sp|A6NI47|POTEM_HUMAN, sp|Q6S5H5|POTEG_HUMAN, sp|Q6S545|POTEH_HUMAN, sp|A0JP26|POTB3_HUMAN, sp|A0A0A6YYL3|POTEB_HUMAN, sp|H3BUK9|POTB2_HUMAN, sp|Q86YR6|POTED_HUMAN, sp|B2RU33|POTEC_HUMAN, sp|Q6S8J7|POTEA_HUMAN	tr|A0A1S3GIE6|A0A1S3GIE6_DIPOR
OG0000028	sp|Q92527|ANKR7_HUMAN	tr|A0A1S3FH45|A0A1S3FH45_DIPOR
OG0000028	sp|Q6NSI1|AR26L_HUMAN	tr|A0A1S3EL75|A0A1S3EL75_DIPOR
OG0000031	sp|Q8NH73|OR4S2_HUMAN	tr|A0A1S3GT21|A0A1S3GT21_DIPOR, tr|A0A1S3GVG8|A0A1S3GVG8_DIPOR
OG0000031	sp|Q8NGL7|OR4P4_HUMAN	tr|A0A1S3GSG8|A0A1S3GSG8_DIPOR, tr|A0A1S3GUL2|A0A1S3GUL2_DIPOR, tr|A0A1S3GUX1|A0A1S3GUX1_DIPOR, tr|A0A1S3GS86|A0A1S3GS86_DIPOR, tr|A0A1S3GU92|A0A1S3GU92_DIPOR, tr|A0A1S3GSV1|A0A1S3GSV1_DIPOR, tr|A0A1S3GUY0|A0A1S3GUY0_DIPOR, tr|A0A1S3GU24|A0A1S3GU24_DIPOR, tr|A0A1S3GS59|A0A1S3GS59_DIPOR, tr|A0A1S3GS95|A0A1S3GS95_DIPOR, tr|A0A1S3GSI2|A0A1S3GSI2_DIPOR, tr|A0A1S3GTY6|A0A1S3GTY6_DIPOR, tr|A0A1S3GSH8|A0A1S3GSH8_DIPOR, tr|A0A1S3GSQ7|A0A1S3GSQ7_DIPOR, tr|A0A1S3GUM2|A0A1S3GUM2_DIPOR, tr|A0A1S3GVH0|A0A1S3GVH0_DIPOR, tr|A0A1S3GSU3|A0A1S3GSU3_DIPOR, tr|A0A1S3GT61|A0A1S3GT61_DIPOR, tr|A0A1S3GT31|A0A1S3GT31_DIPOR, tr|A0A1S3GSE3|A0A1S3GSE3_DIPOR, tr|A0A1S3GT26|A0A1S3GT26_DIPOR
OG0000035	sp|A6NLX3|SPDE4_HUMAN	tr|A0A1S3FQS6|A0A1S3FQS6_DIPOR
OG0000035	sp|Q495Y7|SPDE7_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD3|SPD14_HUMAN	tr|A0A1S3FGJ8|A0A1S3FGJ8_DIPOR
OG0000036	sp|P0DP72|VSXL2_HUMAN, sp|A8MTB9|CEA18_HUMAN, sp|Q6UY09|CEA20_HUMAN	tr|A0A1S3GH59|A0A1S3GH59_DIPOR
OG0000036	sp|P13688|CEAM1_HUMAN, sp|P06731|CEAM5_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P31997|CEAM8_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q00887|PSG9_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN	tr|A0A1S3GH85|A0A1S3GH85_DIPOR
OG0000037	sp|A6NNH2|F90AR_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|A6NIJ5|F90AK_HUMAN, sp|A8MXJ8|F90A5_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|P0DV73|F90AG_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|P0C7X0|F90AO_HUMAN, sp|A8MWA6|F90AM_HUMAN	tr|A0A1S3FCI8|A0A1S3FCI8_DIPOR
OG0000038	sp|Q8NGE1|OR6C4_HUMAN	tr|A0A1S3FIC3|A0A1S3FIC3_DIPOR
OG0000038	sp|Q8NGE2|O2AP1_HUMAN, sp|A6NF89|OR6C6_HUMAN, sp|A6NIJ9|O6C70_HUMAN, sp|A6NCV1|O6C74_HUMAN, sp|Q9NZP2|OR6C2_HUMAN, sp|A6NDL8|O6C68_HUMAN, sp|A6NM76|O6C76_HUMAN, sp|A6NJZ3|O6C65_HUMAN, sp|Q9NZP0|OR6C3_HUMAN, sp|Q96RD1|OR6C1_HUMAN, sp|A6NL08|O6C75_HUMAN, sp|Q8NH79|OR6X1_HUMAN, sp|Q8NGM8|OR6M1_HUMAN, sp|Q8NGC5|OR6J1_HUMAN, sp|Q8NGN1|OR6T1_HUMAN, sp|Q8N148|OR6V1_HUMAN, sp|Q8NGU1|OR9A1_HUMAN, sp|Q8NGU2|OR9A4_HUMAN, sp|Q8NGT5|OR9A2_HUMAN	tr|A0A1S3FKG3|A0A1S3FKG3_DIPOR
OG0000039	sp|C9J2P7|U17LF_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|Q6QN14|U17L6_HUMAN, sp|D6RBM5|U17LN_HUMAN	tr|A0A1S3EYE0|A0A1S3EYE0_DIPOR
OG0000042	sp|O95222|OR6A2_HUMAN	tr|A0A1S3G830|A0A1S3G830_DIPOR
OG0000042	sp|O95007|OR6B1_HUMAN	tr|A0A1S3GPQ4|A0A1S3GPQ4_DIPOR, tr|A0A1S3GM58|A0A1S3GM58_DIPOR, tr|A0A1S3GNY6|A0A1S3GNY6_DIPOR, tr|A0A1S3GMT1|A0A1S3GMT1_DIPOR, tr|A0A1S3GNY1|A0A1S3GNY1_DIPOR, tr|A0A1S3GMM9|A0A1S3GMM9_DIPOR, tr|A0A1S3GSM0|A0A1S3GSM0_DIPOR, tr|A0A1S3F4X7|A0A1S3F4X7_DIPOR, tr|A0A1S3FLB1|A0A1S3FLB1_DIPOR
OG0000042	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A1S3GT78|A0A1S3GT78_DIPOR, tr|A0A1S3GRF4|A0A1S3GRF4_DIPOR, tr|A0A1S3G5X3|A0A1S3G5X3_DIPOR, tr|A0A1S3G6B7|A0A1S3G6B7_DIPOR, tr|A0A1S3G7B5|A0A1S3G7B5_DIPOR, tr|A0A1S3GVM4|A0A1S3GVM4_DIPOR, tr|A0A1S3GCP7|A0A1S3GCP7_DIPOR
OG0000043	sp|Q99456|K1C12_HUMAN	tr|A0A1S3GW21|A0A1S3GW21_DIPOR
OG0000043	sp|Q2M2I5|K1C24_HUMAN	tr|A0A1S3GXE6|A0A1S3GXE6_DIPOR
OG0000043	sp|P35527|K1C9_HUMAN	tr|A0A1S3GVU8|A0A1S3GVU8_DIPOR
OG0000043	sp|P13646|K1C13_HUMAN	tr|A0A1S3GXH3|A0A1S3GXH3_DIPOR
OG0000043	sp|P19012|K1C15_HUMAN	tr|A0A1S3GWW9|A0A1S3GWW9_DIPOR
OG0000043	sp|P02533|K1C14_HUMAN	tr|A0A1S3GYN5|A0A1S3GYN5_DIPOR
OG0000043	sp|P08779|K1C16_HUMAN	tr|A0A1S3GX48|A0A1S3GX48_DIPOR
OG0000043	sp|Q04695|K1C17_HUMAN	tr|A0A1S3GXF7|A0A1S3GXF7_DIPOR
OG0000043	sp|P08727|K1C19_HUMAN	tr|A0A1S3GYP8|A0A1S3GYP8_DIPOR
OG0000047	sp|Q8NH51|OR8K3_HUMAN	tr|A0A1S3G6Q8|A0A1S3G6Q8_DIPOR
OG0000047	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A1S3G6U4|A0A1S3G6U4_DIPOR
OG0000047	sp|Q8NH50|OR8K5_HUMAN	tr|A0A1S3G734|A0A1S3G734_DIPOR, tr|A0A1S3G7A2|A0A1S3G7A2_DIPOR, tr|A0A1S3G8Z3|A0A1S3G8Z3_DIPOR
OG0000055	sp|Q6ZSU1|C2G1P_HUMAN	tr|A0A1S3GTH7|A0A1S3GTH7_DIPOR, tr|A0A1S3GTK7|A0A1S3GTK7_DIPOR, tr|A0A1S3GUX2|A0A1S3GUX2_DIPOR, tr|A0A1S3GVD8|A0A1S3GVD8_DIPOR, tr|A0A1S3GLV6|A0A1S3GLV6_DIPOR, tr|A0A1S3GLV1|A0A1S3GLV1_DIPOR, tr|A0A1S3GLN0|A0A1S3GLN0_DIPOR, tr|A0A1S3GM70|A0A1S3GM70_DIPOR, tr|A0A1S3GNG4|A0A1S3GNG4_DIPOR, tr|A0A1S3GTC3|A0A1S3GTC3_DIPOR, tr|A0A1S3GM55|A0A1S3GM55_DIPOR, tr|A0A1S3GTR0|A0A1S3GTR0_DIPOR, tr|A0A1S3GLN8|A0A1S3GLN8_DIPOR, tr|A0A1S3GP89|A0A1S3GP89_DIPOR, tr|A0A1S3GLM5|A0A1S3GLM5_DIPOR, tr|A0A1S3GTY5|A0A1S3GTY5_DIPOR, tr|A0A1S3GV43|A0A1S3GV43_DIPOR
OG0000056	sp|P0C7X2|ZN688_HUMAN	tr|A0A1S3ESC2|A0A1S3ESC2_DIPOR
OG0000056	sp|Q9BV97|ZN747_HUMAN, sp|Q96H86|ZN764_HUMAN, sp|A8K8V0|ZN785_HUMAN, sp|Q6ZMY9|ZN517_HUMAN, sp|P17023|ZNF19_HUMAN, sp|Q96C28|ZN707_HUMAN, sp|Q6ZNG0|ZN620_HUMAN, sp|Q6ZSS3|ZN621_HUMAN, sp|Q8N2I2|ZN619_HUMAN, sp|Q6ZS27|ZN662_HUMAN, sp|Q5FWF6|ZN789_HUMAN, sp|Q8IZ26|ZNF34_HUMAN, sp|Q6NX45|ZN774_HUMAN, sp|Q96N20|ZN75A_HUMAN, sp|Q86XF7|ZN575_HUMAN	tr|A0A1S3EIZ4|A0A1S3EIZ4_DIPOR
OG0000060	sp|Q9H4T2|ZSC16_HUMAN	tr|A0A1S3GEM2|A0A1S3GEM2_DIPOR
OG0000060	sp|Q96N95|ZN396_HUMAN	tr|A0A1S3F201|A0A1S3F201_DIPOR
OG0000060	sp|P17028|ZNF24_HUMAN	tr|A0A1S3F2B7|A0A1S3F2B7_DIPOR
OG0000063	sp|Q8NHC7|O14CZ_HUMAN	tr|A0A1S3F3W9|A0A1S3F3W9_DIPOR, tr|A0A1S3F2Q3|A0A1S3F2Q3_DIPOR, tr|A0A1S3F2M4|A0A1S3F2M4_DIPOR, tr|A0A1S3F2S1|A0A1S3F2S1_DIPOR, tr|A0A1S3F4A5|A0A1S3F4A5_DIPOR, tr|A0A1S3F4X2|A0A1S3F4X2_DIPOR, tr|A0A1S3F2R3|A0A1S3F2R3_DIPOR, tr|A0A1S3F3Y4|A0A1S3F3Y4_DIPOR, tr|A0A1S3F4Y7|A0A1S3F4Y7_DIPOR, tr|A0A1S3F2S6|A0A1S3F2S6_DIPOR, tr|A0A1S3F4A0|A0A1S3F4A0_DIPOR, tr|A0A1S3F403|A0A1S3F403_DIPOR, tr|A0A1S3F503|A0A1S3F503_DIPOR, tr|A0A1S3F2U1|A0A1S3F2U1_DIPOR, tr|A0A1S3F4C0|A0A1S3F4C0_DIPOR
OG0000065	sp|P62807|H2B1C_HUMAN	tr|A0A1S3GEQ3|A0A1S3GEQ3_DIPOR
OG0000065	sp|Q8N257|H2B3B_HUMAN	tr|A0A1S3F3B3|A0A1S3F3B3_DIPOR
OG0000065	sp|Q5QNW6|H2B2F_HUMAN	tr|A0A1S3GD09|A0A1S3GD09_DIPOR, tr|A0A1S3F1L9|A0A1S3F1L9_DIPOR
OG0000065	sp|P33778|H2B1B_HUMAN	tr|A0A1S3GF65|A0A1S3GF65_DIPOR, tr|A0A1S3F1Y9|A0A1S3F1Y9_DIPOR, tr|A0A1S3GT13|A0A1S3GT13_DIPOR, tr|A0A1S3FXD0|A0A1S3FXD0_DIPOR, tr|A0A1S3GQX9|A0A1S3GQX9_DIPOR
OG0000065	sp|Q16778|H2B2E_HUMAN	tr|A0A1S3F3F1|A0A1S3F3F1_DIPOR
OG0000066	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A1S3G5Q4|A0A1S3G5Q4_DIPOR, tr|A0A1S3G7H8|A0A1S3G7H8_DIPOR, tr|A0A1S3G5X4|A0A1S3G5X4_DIPOR, tr|A0A1S3G782|A0A1S3G782_DIPOR, tr|A0A1S3FKK9|A0A1S3FKK9_DIPOR, tr|A0A1S3FKH6|A0A1S3FKH6_DIPOR, tr|A0A1S3FML5|A0A1S3FML5_DIPOR, tr|A0A1S3FL37|A0A1S3FL37_DIPOR, tr|A0A1S3F8R2|A0A1S3F8R2_DIPOR, tr|A0A1S3F6Q4|A0A1S3F6Q4_DIPOR, tr|A0A1S3F6G0|A0A1S3F6G0_DIPOR, tr|A0A1S3F7S3|A0A1S3F7S3_DIPOR, tr|A0A1S3F8E7|A0A1S3F8E7_DIPOR, tr|A0A1S3F6P2|A0A1S3F6P2_DIPOR, tr|A0A1S3F8Z1|A0A1S3F8Z1_DIPOR
OG0000067	sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R48|OR2A5_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN	tr|A0A1S3FLZ5|A0A1S3FLZ5_DIPOR
OG0000068	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN	tr|A0A1S3G8G1|A0A1S3G8G1_DIPOR
OG0000073	sp|Q8NGT1|OR2K2_HUMAN	tr|A0A1S3FQD9|A0A1S3FQD9_DIPOR
OG0000073	sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGS6|O13C3_HUMAN, sp|Q8NGV5|O13D1_HUMAN, sp|Q8NG92|O13H1_HUMAN, sp|Q8NGS4|O13F1_HUMAN	tr|A0A1S3FQQ1|A0A1S3FQQ1_DIPOR
OG0000074	sp|Q8NGR1|O13A1_HUMAN	tr|A0A1S3GRM9|A0A1S3GRM9_DIPOR, tr|A0A1S3GQI8|A0A1S3GQI8_DIPOR, tr|A0A1S3GSL5|A0A1S3GSL5_DIPOR, tr|A0A1S3GW05|A0A1S3GW05_DIPOR, tr|A0A1S3GRX5|A0A1S3GRX5_DIPOR, tr|A0A1S3GLR9|A0A1S3GLR9_DIPOR, tr|A0A1S3GKG5|A0A1S3GKG5_DIPOR, tr|A0A1S3GK49|A0A1S3GK49_DIPOR, tr|A0A1S3GS79|A0A1S3GS79_DIPOR, tr|A0A1S3GSJ4|A0A1S3GSJ4_DIPOR, tr|A0A1S3GTR8|A0A1S3GTR8_DIPOR, tr|A0A1S3GTR3|A0A1S3GTR3_DIPOR, tr|A0A1S3GS68|A0A1S3GS68_DIPOR, tr|A0A1S3GS74|A0A1S3GS74_DIPOR
OG0000075	sp|A0A1W2PPF3|DUXB_HUMAN, sp|A6NLW8|DUXA_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ88|DU4L5_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN	tr|A0A1S3GFC9|A0A1S3GFC9_DIPOR
OG0000077	sp|A6NM03|O2AG2_HUMAN, sp|Q9H205|O2AG1_HUMAN	tr|A0A1S3G654|A0A1S3G654_DIPOR, tr|A0A1S3GVC4|A0A1S3GVC4_DIPOR, tr|A0A1S3G7C5|A0A1S3G7C5_DIPOR, tr|A0A1S3G5R4|A0A1S3G5R4_DIPOR, tr|A0A1S3G5R3|A0A1S3G5R3_DIPOR, tr|A0A1S3G805|A0A1S3G805_DIPOR, tr|A0A1S3G5R8|A0A1S3G5R8_DIPOR, tr|A0A1S3G660|A0A1S3G660_DIPOR, tr|A0A1S3G5W9|A0A1S3G5W9_DIPOR, tr|A0A1S3G859|A0A1S3G859_DIPOR, tr|A0A1S3G5Q9|A0A1S3G5Q9_DIPOR, tr|A0A1S3G800|A0A1S3G800_DIPOR
OG0000079	sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|I1YAP6|TRI77_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|A6NDI0|TR49B_HUMAN	tr|A0A1S3FJQ7|A0A1S3FJQ7_DIPOR
OG0000082	sp|P20671|H2A1D_HUMAN	tr|A0A1S3GEN8|A0A1S3GEN8_DIPOR
OG0000082	sp|P04908|H2A1B_HUMAN	tr|A0A1S3GP55|A0A1S3GP55_DIPOR
OG0000082	sp|Q6FI13|H2A2A_HUMAN	tr|A0A1S3GW55|A0A1S3GW55_DIPOR
OG0000082	sp|Q7L7L0|H2A3_HUMAN	tr|A0A1S3F5K2|A0A1S3F5K2_DIPOR
OG0000082	sp|Q93077|H2A1C_HUMAN	tr|A0A1S3GPQ7|A0A1S3GPQ7_DIPOR
OG0000083	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A1S3GV81|A0A1S3GV81_DIPOR
OG0000083	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A1S3G8L1|A0A1S3G8L1_DIPOR
OG0000083	sp|Q96RB7|OR5MB_HUMAN	tr|A0A1S3G864|A0A1S3G864_DIPOR, tr|A0A1S3G6X0|A0A1S3G6X0_DIPOR, tr|A0A1S3G7C8|A0A1S3G7C8_DIPOR, tr|A0A1S3G705|A0A1S3G705_DIPOR, tr|A0A1S3G6P2|A0A1S3G6P2_DIPOR, tr|A0A1S3G8A9|A0A1S3G8A9_DIPOR
OG0000083	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A1S3G740|A0A1S3G740_DIPOR, tr|A0A1S3G711|A0A1S3G711_DIPOR
OG0000084	sp|Q9UGF6|OR5V1_HUMAN	tr|A0A1S3GEA5|A0A1S3GEA5_DIPOR, tr|A0A1S3GD86|A0A1S3GD86_DIPOR, tr|A0A1S3GCN6|A0A1S3GCN6_DIPOR, tr|A0A1S3FAU7|A0A1S3FAU7_DIPOR, tr|A0A1S3F4Z8|A0A1S3F4Z8_DIPOR, tr|A0A1S3F4B5|A0A1S3F4B5_DIPOR, tr|A0A1S3F3Z4|A0A1S3F3Z4_DIPOR, tr|A0A1S3F2S3|A0A1S3F2S3_DIPOR, tr|A0A1S3F2T6|A0A1S3F2T6_DIPOR, tr|A0A1S3F3Z9|A0A1S3F3Z9_DIPOR, tr|A0A1S3GWA1|A0A1S3GWA1_DIPOR, tr|A0A1S3F2S8|A0A1S3F2S8_DIPOR, tr|A0A1S3FIM7|A0A1S3FIM7_DIPOR
OG0000085	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A1S3GH92|A0A1S3GH92_DIPOR
OG0000085	sp|Q9H489|TSY26_HUMAN	tr|A0A1S3EQ95|A0A1S3EQ95_DIPOR
OG0000085	sp|P0CW00|TSPY8_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|A0A1S3GJP9|A0A1S3GJP9_DIPOR
OG0000089	sp|A6NCI8|CB078_HUMAN	tr|A0A1S3GMF9|A0A1S3GMF9_DIPOR, tr|A0A1S3F2Q7|A0A1S3F2Q7_DIPOR, tr|A0A1S3F1J9|A0A1S3F1J9_DIPOR, tr|A0A1S3F1F9|A0A1S3F1F9_DIPOR, tr|A0A1S3F064|A0A1S3F064_DIPOR, tr|A0A1S3GMG4|A0A1S3GMG4_DIPOR, tr|A0A1S3GQY1|A0A1S3GQY1_DIPOR, tr|A0A1S3GMM0|A0A1S3GMM0_DIPOR, tr|A0A1S3GRB6|A0A1S3GRB6_DIPOR, tr|A0A1S3GQQ4|A0A1S3GQQ4_DIPOR, tr|A0A1S3GP76|A0A1S3GP76_DIPOR, tr|A0A1S3GQ16|A0A1S3GQ16_DIPOR
OG0000090	sp|Q06520|ST2A1_HUMAN	tr|A0A1S3GQM9|A0A1S3GQM9_DIPOR, tr|A0A1S3GHT6|A0A1S3GHT6_DIPOR, tr|A0A1S3GUI1|A0A1S3GUI1_DIPOR, tr|A0A1S3GRU6|A0A1S3GRU6_DIPOR, tr|A0A1S3GTM3|A0A1S3GTM3_DIPOR, tr|A0A1S3GTM8|A0A1S3GTM8_DIPOR, tr|A0A1S3GS35|A0A1S3GS35_DIPOR, tr|A0A1S3GW76|A0A1S3GW76_DIPOR, tr|A0A1S3GSF0|A0A1S3GSF0_DIPOR, tr|A0A1S3GUH6|A0A1S3GUH6_DIPOR, tr|A0A1S3GRU0|A0A1S3GRU0_DIPOR, tr|A0A1S3GSE6|A0A1S3GSE6_DIPOR
OG0000092	sp|O00748|EST2_HUMAN	tr|A0A1S3GX60|A0A1S3GX60_DIPOR, tr|A0A1S3EXC8|A0A1S3EXC8_DIPOR, tr|A0A1S3EXL9|A0A1S3EXL9_DIPOR, tr|A0A1S3EW90|A0A1S3EW90_DIPOR, tr|A0A1S3EUV8|A0A1S3EUV8_DIPOR, tr|A0A1S3EUW3|A0A1S3EUW3_DIPOR, tr|A0A1S3EW15|A0A1S3EW15_DIPOR, tr|A0A1S3EXE0|A0A1S3EXE0_DIPOR, tr|A0A1S3EUL5|A0A1S3EUL5_DIPOR, tr|A0A1S3EVY7|A0A1S3EVY7_DIPOR, tr|A0A1S3EW99|A0A1S3EW99_DIPOR, tr|A0A1S3EW77|A0A1S3EW77_DIPOR
OG0000093	sp|Q8NGL9|OR4CG_HUMAN	tr|A0A1S3GSD8|A0A1S3GSD8_DIPOR
