Orthogroup	Homo_sapiens	Tursiops_truncatus
OG0000027	sp|Q99880|H2B1L_HUMAN	tr|A0A2U3V1Q4|A0A2U3V1Q4_TURTR, tr|A0A2U3V275|A0A2U3V275_TURTR, tr|A0A2U4C4W8|A0A2U4C4W8_TURTR, tr|A0A2U4C5I8|A0A2U4C5I8_TURTR, tr|A0A2U4A354|A0A2U4A354_TURTR, tr|A0A2U4C5J1|A0A2U4C5J1_TURTR, tr|A0A2U4C5J0|A0A2U4C5J0_TURTR, tr|A0A2U4C5G5|A0A2U4C5G5_TURTR, tr|A0A2U4C4X0|A0A2U4C4X0_TURTR, tr|A0A2U3V831|A0A2U3V831_TURTR, tr|A0A2U3V834|A0A2U3V834_TURTR, tr|A0A6J3RPE8|A0A6J3RPE8_TURTR, tr|A0A2U4A0Z9|A0A2U4A0Z9_TURTR, tr|A0A2U4C4U2|A0A2U4C4U2_TURTR, tr|A0A2U3V273|A0A2U3V273_TURTR, tr|A0A2U4C4T7|A0A2U4C4T7_TURTR, tr|A0A6J3RYA3|A0A6J3RYA3_TURTR, tr|A0A2U4C5H2|A0A2U4C5H2_TURTR, tr|A0A2U3V312|A0A2U3V312_TURTR, tr|A0A2U4C4U1|A0A2U4C4U1_TURTR
OG0000028	sp|A6NLX3|SPDE4_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD4|SPD15_HUMAN	tr|A0A6J3Q0U7|A0A6J3Q0U7_TURTR
OG0000030	sp|A6NNH2|F90AR_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|A6NIJ5|F90AK_HUMAN, sp|A8MXJ8|F90A5_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|P0C7X0|F90AO_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|P0DV73|F90AG_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|A6NJQ4|F90A8_HUMAN	tr|A0A2U3V7G1|A0A2U3V7G1_TURTR
OG0000032	sp|Q8NGW1|OR6B3_HUMAN, sp|Q6IFH4|OR6B2_HUMAN	tr|A0A6J3RP56|A0A6J3RP56_TURTR
OG0000032	sp|O95222|OR6A2_HUMAN	tr|A0A2U4CE48|A0A2U4CE48_TURTR
OG0000032	sp|O95007|OR6B1_HUMAN	tr|A0A2U3V856|A0A2U3V856_TURTR
OG0000034	sp|Q8NGE3|O10P1_HUMAN	tr|A0A6J3S9S3|A0A6J3S9S3_TURTR
OG0000034	sp|Q8NH74|O10A6_HUMAN, sp|P58181|O10A3_HUMAN	tr|A0A6J3RSK0|A0A6J3RSK0_TURTR
OG0000034	sp|Q9H209|O10A4_HUMAN, sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN	tr|A0A2U3VAE0|A0A2U3VAE0_TURTR
OG0000035	sp|Q9UK12|ZN222_HUMAN	tr|A0A6J3QIN0|A0A6J3QIN0_TURTR
OG0000035	sp|Q02386|ZNF45_HUMAN	tr|A0A2U4B5L2|A0A2U4B5L2_TURTR
OG0000035	sp|Q14590|ZN235_HUMAN	tr|A0A2U4B5Q6|A0A2U4B5Q6_TURTR
OG0000035	sp|Q9UJU3|ZN112_HUMAN	tr|A0A6J3QJ95|A0A6J3QJ95_TURTR
OG0000035	sp|A6NK53|ZN233_HUMAN	tr|A0A2U4B623|A0A2U4B623_TURTR
OG0000035	sp|Q86WZ6|ZN227_HUMAN	tr|A0A2U4B5Q2|A0A2U4B5Q2_TURTR
OG0000038	sp|Q8N1N4|K2C78_HUMAN	tr|A0A6J3S691|A0A6J3S691_TURTR
OG0000038	sp|P08729|K2C7_HUMAN, sp|O95678|K2C75_HUMAN, sp|P13647|K2C5_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P02538|K2C6A_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|P12035|K2C3_HUMAN, sp|Q01546|K22O_HUMAN, sp|P19013|K2C4_HUMAN, sp|P35908|K22E_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q5XKE5|K2C79_HUMAN	tr|A0A6J3S7Z2|A0A6J3S7Z2_TURTR
OG0000039	sp|Q00889|PSG6_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q13046|PSG7_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|Q6UY09|CEA20_HUMAN, sp|P06731|CEAM5_HUMAN, sp|P13688|CEAM1_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P31997|CEAM8_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|O75871|CEAM4_HUMAN, sp|P40198|CEAM3_HUMAN	tr|A0A2U4B5G8|A0A2U4B5G8_TURTR
OG0000043	sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN	tr|A0A2U4B856|A0A2U4B856_TURTR
OG0000043	sp|Q8NGT7|O2A12_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN	tr|A0A6J3RVS3|A0A6J3RVS3_TURTR
OG0000043	sp|Q96R48|OR2A5_HUMAN	tr|A0A2U4B842|A0A2U4B842_TURTR
OG0000044	sp|Q15544|TAF11_HUMAN	tr|A0A6J3S088|A0A6J3S088_TURTR
OG0000044	sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN	tr|A0A6J3R243|A0A6J3R243_TURTR
OG0000047	sp|P51991|ROA3_HUMAN	tr|A0A2U4AAR0|A0A2U4AAR0_TURTR
OG0000047	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A6J3QYN0|A0A6J3QYN0_TURTR, tr|A0A6J3RXA8|A0A6J3RXA8_TURTR, tr|A0A6J3QCH6|A0A6J3QCH6_TURTR, tr|A0A6J3PUK2|A0A6J3PUK2_TURTR, tr|A0A6J3RQ98|A0A6J3RQ98_TURTR
OG0000047	sp|Q32P51|RA1L2_HUMAN	tr|A0A6J3RGJ6|A0A6J3RGJ6_TURTR
OG0000047	sp|P09651|ROA1_HUMAN	tr|A0A6J3Q0T4|A0A6J3Q0T4_TURTR, tr|A0A2U4CBH8|A0A2U4CBH8_TURTR
OG0000048	sp|Q96SQ9|CP2S1_HUMAN	tr|A0A6J3QDU3|A0A6J3QDU3_TURTR
OG0000048	sp|P05181|CP2E1_HUMAN	tr|A0A6J3Q5P6|A0A6J3Q5P6_TURTR
OG0000048	sp|P33260|CP2CI_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P33261|CP2CJ_HUMAN, sp|P10632|CP2C8_HUMAN	tr|A0A2U4BQ88|A0A2U4BQ88_TURTR
OG0000048	sp|P11509|CP2A6_HUMAN, sp|P20853|CP2A7_HUMAN, sp|Q16696|CP2AD_HUMAN, sp|P24903|CP2F1_HUMAN	tr|A0A6J3QCM1|A0A6J3QCM1_TURTR
OG0000051	sp|P0C7X4|FHL19_HUMAN, sp|Q9BXU8|FHL17_HUMAN	tr|A0A6J3QRT8|A0A6J3QRT8_TURTR, tr|A0A6J3QS79|A0A6J3QS79_TURTR, tr|A0A6J3QT86|A0A6J3QT86_TURTR, tr|A0A6J3QU33|A0A6J3QU33_TURTR
OG0000051	sp|Q8N4E7|FTMT_HUMAN	tr|A0A2U4BTF6|A0A2U4BTF6_TURTR
OG0000051	sp|P02794|FRIH_HUMAN	tr|A0A6J3S9G2|A0A6J3S9G2_TURTR, tr|A0A6J3S2L5|A0A6J3S2L5_TURTR, tr|B6VQP8|B6VQP8_TURTR, tr|A0A6J3Q0R1|A0A6J3Q0R1_TURTR, tr|A0A6J3RZK6|A0A6J3RZK6_TURTR, tr|A0A6J3QN96|A0A6J3QN96_TURTR, tr|A0A6J3QTE3|A0A6J3QTE3_TURTR
OG0000054	sp|Q16695|H31T_HUMAN	tr|A0A6J3RY87|A0A6J3RY87_TURTR, tr|A0A2U3VAD2|A0A2U3VAD2_TURTR
OG0000054	sp|Q71DI3|H32_HUMAN	tr|A0A6J3QRS0|A0A6J3QRS0_TURTR, tr|A0A6J3QK32|A0A6J3QK32_TURTR, tr|A0A6J3QTP4|A0A6J3QTP4_TURTR
OG0000054	sp|Q5TEC6|H37_HUMAN	tr|A0A6J3RPP3|A0A6J3RPP3_TURTR
OG0000054	sp|P68431|H31_HUMAN	tr|A0A2U4C510|A0A2U4C510_TURTR
OG0000055	sp|Q6ZMW2|ZN782_HUMAN	tr|A0A2U4BRZ9|A0A2U4BRZ9_TURTR
OG0000055	sp|Q4V348|Z658B_HUMAN, sp|Q5TYW1|ZN658_HUMAN	tr|A0A2U4BF28|A0A2U4BF28_TURTR
OG0000055	sp|B1APH4|ZN487_HUMAN	tr|A0A2U4BE57|A0A2U4BE57_TURTR, tr|A0A6J3Q7D1|A0A6J3Q7D1_TURTR, tr|A0A6J3RK94|A0A6J3RK94_TURTR
OG0000057	sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ88|DU4L5_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|A6NLW8|DUXA_HUMAN	tr|A0A2U4ATN3|A0A2U4ATN3_TURTR
OG0000058	sp|P20648|ATP4A_HUMAN	tr|A0A6J3QEY1|A0A6J3QEY1_TURTR
OG0000058	sp|P54707|AT12A_HUMAN	tr|A0A6J3QCC7|A0A6J3QCC7_TURTR
OG0000058	sp|Q13733|AT1A4_HUMAN	tr|A0A6J3RCR2|A0A6J3RCR2_TURTR
OG0000058	sp|P05023|AT1A1_HUMAN	tr|A0A2U3V496|A0A2U3V496_TURTR
OG0000058	sp|P13637|AT1A3_HUMAN	tr|A0A6J3QCV2|A0A6J3QCV2_TURTR
OG0000058	sp|P50993|AT1A2_HUMAN	tr|A0A6J3RC44|A0A6J3RC44_TURTR, tr|A0A6J3RP02|A0A6J3RP02_TURTR
OG0000059	sp|Q71UM5|RS27L_HUMAN	tr|A0A2U3V270|A0A2U3V270_TURTR, tr|A0A6J3RNN2|A0A6J3RNN2_TURTR
OG0000059	sp|P42677|RS27_HUMAN	tr|A0A6J3RY20|A0A6J3RY20_TURTR, tr|A0A6J3QUB2|A0A6J3QUB2_TURTR, tr|A0A2U3VA86|A0A2U3VA86_TURTR, tr|A0A2U3V0R9|A0A2U3V0R9_TURTR, tr|A0A2U3VAB8|A0A2U3VAB8_TURTR, tr|A0A6J3PT08|A0A6J3PT08_TURTR, tr|A0A2U4CA22|A0A2U4CA22_TURTR, tr|A0A6J3PRZ1|A0A6J3PRZ1_TURTR, tr|A0A6J3QM33|A0A6J3QM33_TURTR, tr|A0A2U4A1R4|A0A2U4A1R4_TURTR
OG0000060	sp|P02792|FRIL_HUMAN	tr|A0A6J3QU86|A0A6J3QU86_TURTR, tr|A0A2U4APU4|A0A2U4APU4_TURTR, tr|A0A6J3RYI1|A0A6J3RYI1_TURTR, tr|A0A6J3Q8N3|A0A6J3Q8N3_TURTR, tr|A0A6J3Q930|A0A6J3Q930_TURTR, tr|A0A6J3QTV5|A0A6J3QTV5_TURTR, tr|A0A6J3QV30|A0A6J3QV30_TURTR, tr|A0A6J3QS48|A0A6J3QS48_TURTR, tr|A0A6J3QTT0|A0A6J3QTT0_TURTR, tr|A0A6J3QMY4|A0A6J3QMY4_TURTR, tr|A0A6J3RE59|A0A6J3RE59_TURTR, tr|A0A2U4CHN6|A0A2U4CHN6_TURTR, tr|A0A6J3Q671|A0A6J3Q671_TURTR
OG0000061	sp|Q86XU0|ZN677_HUMAN	tr|A0A6J3QHD5|A0A6J3QHD5_TURTR, tr|A0A2U4APL7|A0A2U4APL7_TURTR, tr|A0A2U4AQ28|A0A2U4AQ28_TURTR, tr|A0A6J3QC09|A0A6J3QC09_TURTR, tr|A0A6J3QHH4|A0A6J3QHH4_TURTR, tr|A0A6J3QGU5|A0A6J3QGU5_TURTR, tr|A0A6J3QH07|A0A6J3QH07_TURTR, tr|A0A2U4APM0|A0A2U4APM0_TURTR, tr|A0A6J3QH17|A0A6J3QH17_TURTR, tr|A0A6J3QE80|A0A6J3QE80_TURTR, tr|A0A6J3QGC1|A0A6J3QGC1_TURTR, tr|A0A6J3QGZ8|A0A6J3QGZ8_TURTR, tr|A0A2U4APL1|A0A2U4APL1_TURTR
OG0000064	sp|Q5JRS4|O10J3_HUMAN	tr|A0A6J3RCW8|A0A6J3RCW8_TURTR
OG0000064	sp|P0C629|O10J4_HUMAN, sp|O60404|O10H3_HUMAN, sp|Q8NGA5|O10H4_HUMAN, sp|O60403|O10H2_HUMAN, sp|Q8NGY0|O10X1_HUMAN, sp|Q8NGY1|O10Z1_HUMAN, sp|Q8NGX3|O10T2_HUMAN, sp|P30954|O10J1_HUMAN, sp|Q8NHC4|O10J5_HUMAN, sp|Q8NGY7|O10J6_HUMAN	tr|A0A2U3V363|A0A2U3V363_TURTR
OG0000065	sp|Q7RTR0|NLRP9_HUMAN	tr|A0A2U4AU85|A0A2U4AU85_TURTR
OG0000065	sp|Q96P20|NLRP3_HUMAN	tr|A0A6J3R4Z3|A0A6J3R4Z3_TURTR
OG0000065	sp|P59046|NAL12_HUMAN	tr|A0A2U4CHY2|A0A2U4CHY2_TURTR
OG0000065	sp|Q86W25|NAL13_HUMAN	tr|A0A6J3QC74|A0A6J3QC74_TURTR
OG0000066	sp|P05114|HMGN1_HUMAN	tr|A0A6J3QWQ0|A0A6J3QWQ0_TURTR, tr|A0A2U4ALE4|A0A2U4ALE4_TURTR, tr|A0A6J3RBK9|A0A6J3RBK9_TURTR, tr|A0A6J3PWJ0|A0A6J3PWJ0_TURTR, tr|A0A6J3REA0|A0A6J3REA0_TURTR, tr|A0A6J3PWA8|A0A6J3PWA8_TURTR, tr|A0A6J3R2U0|A0A6J3R2U0_TURTR, tr|A0A6J3S0Q4|A0A6J3S0Q4_TURTR, tr|A0A2U4BMP0|A0A2U4BMP0_TURTR, tr|A0A6J3RMU2|A0A6J3RMU2_TURTR, tr|A0A6J3QGR4|A0A6J3QGR4_TURTR, tr|A0A6J3Q4S2|A0A6J3Q4S2_TURTR
OG0000067	sp|Q9BSK1|ZN577_HUMAN	tr|A0A2U4APK3|A0A2U4APK3_TURTR, tr|A0A2U3V546|A0A2U3V546_TURTR, tr|A0A2U4APJ5|A0A2U4APJ5_TURTR, tr|A0A2U4APJ7|A0A2U4APJ7_TURTR, tr|A0A2U4APK2|A0A2U4APK2_TURTR, tr|A0A6J3QGX6|A0A6J3QGX6_TURTR, tr|A0A2U4APH6|A0A2U4APH6_TURTR, tr|A0A2U4APH7|A0A2U4APH7_TURTR, tr|A0A2U4APZ0|A0A2U4APZ0_TURTR, tr|A0A2U4API6|A0A2U4API6_TURTR, tr|A0A6J3QGC3|A0A6J3QGC3_TURTR, tr|A0A2U4APK7|A0A2U4APK7_TURTR
OG0000068	sp|Q6UWM9|UD2A3_HUMAN	tr|A0A2U4ARF7|A0A2U4ARF7_TURTR
OG0000068	sp|P0DTE4|UD2A1_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|O75795|UDB17_HUMAN, sp|P54855|UDB15_HUMAN, sp|P06133|UD2B4_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P36537|UDB10_HUMAN, sp|P16662|UD2B7_HUMAN	tr|A0A2U4AS01|A0A2U4AS01_TURTR
OG0000069	sp|P29400|CO4A5_HUMAN	tr|A0A2U4CI38|A0A2U4CI38_TURTR
OG0000069	sp|P53420|CO4A4_HUMAN	tr|A0A2U4ADJ4|A0A2U4ADJ4_TURTR
OG0000069	sp|P08572|CO4A2_HUMAN	tr|A0A6J3QA40|A0A6J3QA40_TURTR
OG0000069	sp|Q14031|CO4A6_HUMAN	tr|A0A6J3QSQ2|A0A6J3QSQ2_TURTR
OG0000069	sp|Q01955|CO4A3_HUMAN	tr|A0A2U4ADD6|A0A2U4ADD6_TURTR
OG0000069	sp|P02462|CO4A1_HUMAN	tr|A0A6J3Q9Y2|A0A6J3Q9Y2_TURTR
OG0000073	sp|P18085|ARF4_HUMAN	tr|A0A6J3R1H6|A0A6J3R1H6_TURTR, tr|A0A2U3V4F2|A0A2U3V4F2_TURTR
OG0000073	sp|P84085|ARF5_HUMAN	tr|A0A2U3V7G3|A0A2U3V7G3_TURTR
OG0000073	sp|P61204|ARF3_HUMAN	tr|A0A6J3S6R7|A0A6J3S6R7_TURTR
OG0000073	sp|P84077|ARF1_HUMAN	tr|A0A6J3QFM7|A0A6J3QFM7_TURTR, tr|A0A6J3R481|A0A6J3R481_TURTR
OG0000074	sp|Q8NFZ3|NLGNY_HUMAN, sp|Q8N0W4|NLGNX_HUMAN	tr|A0A6J3QSC3|A0A6J3QSC3_TURTR, tr|A0A6J3QUZ1|A0A6J3QUZ1_TURTR
OG0000074	sp|Q9NZ94|NLGN3_HUMAN	tr|A0A6J3QS73|A0A6J3QS73_TURTR
OG0000074	sp|Q8N2Q7|NLGN1_HUMAN	tr|A0A2U4C819|A0A2U4C819_TURTR
OG0000074	sp|Q8NFZ4|NLGN2_HUMAN	tr|A0A6J3QNB3|A0A6J3QNB3_TURTR, tr|A0A6J3QNC1|A0A6J3QNC1_TURTR, tr|A0A6J3QLK0|A0A6J3QLK0_TURTR
OG0000076	sp|P62854|RS26_HUMAN	tr|A0A2U4AQY6|A0A2U4AQY6_TURTR, tr|A0A2U4BSQ8|A0A2U4BSQ8_TURTR, tr|A0A2U3V215|A0A2U3V215_TURTR, tr|A0A2U4B8N3|A0A2U4B8N3_TURTR, tr|A0A2U4BZ79|A0A2U4BZ79_TURTR, tr|A0A2U4CC33|A0A2U4CC33_TURTR, tr|A0A6J3Q128|A0A6J3Q128_TURTR, tr|A0A2U4A984|A0A2U4A984_TURTR, tr|A0A2U4B393|A0A2U4B393_TURTR, tr|A0A2U4BKJ9|A0A2U4BKJ9_TURTR, tr|A0A2U4B044|A0A2U4B044_TURTR
OG0000078	sp|P49913|CAMP_HUMAN	tr|A0A6J3QVG6|A0A6J3QVG6_TURTR, tr|A0A6J3QW24|A0A6J3QW24_TURTR, tr|A0A6J3S2L2|A0A6J3S2L2_TURTR, tr|A0A6J3S1J8|A0A6J3S1J8_TURTR, tr|A0A6J3QVI4|A0A6J3QVI4_TURTR, tr|A0A6J3S1K3|A0A6J3S1K3_TURTR, tr|A0A6J3QWT3|A0A6J3QWT3_TURTR, tr|A0A6J3QWS1|A0A6J3QWS1_TURTR, tr|A0A6J3S2L6|A0A6J3S2L6_TURTR, tr|A0A6J3RYE0|A0A6J3RYE0_TURTR, tr|A0A6J3RYJ2|A0A6J3RYJ2_TURTR
OG0000081	sp|Q9H6N6|MYH16_HUMAN	tr|A0A6J3Q189|A0A6J3Q189_TURTR, tr|A0A6J3Q080|A0A6J3Q080_TURTR, tr|A0A6J3R922|A0A6J3R922_TURTR, tr|A0A6J3QZB4|A0A6J3QZB4_TURTR, tr|A0A6J3QXY0|A0A6J3QXY0_TURTR, tr|A0A6J3QP34|A0A6J3QP34_TURTR, tr|A0A2U4C347|A0A2U4C347_TURTR, tr|A0A6J3QME4|A0A6J3QME4_TURTR, tr|A0A6J3QN71|A0A6J3QN71_TURTR, tr|A0A6J3QLT0|A0A6J3QLT0_TURTR
OG0000082	sp|P29320|EPHA3_HUMAN	tr|A0A2U4AA76|A0A2U4AA76_TURTR
OG0000082	sp|P54764|EPHA4_HUMAN	tr|A0A2U4ADT2|A0A2U4ADT2_TURTR
OG0000082	sp|Q15375|EPHA7_HUMAN	tr|A0A2U4AVL5|A0A2U4AVL5_TURTR
OG0000082	sp|P54756|EPHA5_HUMAN	tr|A0A2U4ARH1|A0A2U4ARH1_TURTR, tr|A0A6J3RG94|A0A6J3RG94_TURTR
OG0000082	sp|Q9UF33|EPHA6_HUMAN	tr|A0A2U4A9Y9|A0A2U4A9Y9_TURTR
OG0000083	sp|P07900|HS90A_HUMAN	tr|A0A6J3QXD4|A0A6J3QXD4_TURTR
OG0000083	sp|Q58FF8|H90B2_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|Q14568|HS902_HUMAN, sp|Q58FG1|HS904_HUMAN, sp|Q58FF7|H90B3_HUMAN, sp|P08238|HS90B_HUMAN	tr|A0A6J3R4Q4|A0A6J3R4Q4_TURTR, tr|A0A2U3UYI4|A0A2U3UYI4_TURTR
OG0000084	sp|Q9NSB2|KRT84_HUMAN	tr|A0A6J3S9N1|A0A6J3S9N1_TURTR
OG0000084	sp|P78386|KRT85_HUMAN	tr|A0A6J3S7N7|A0A6J3S7N7_TURTR
OG0000084	sp|A6NCN2|KR87P_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q14533|KRT81_HUMAN, sp|O43790|KRT86_HUMAN	tr|A0A6J3S6A1|A0A6J3S6A1_TURTR
OG0000085	sp|Q63ZE4|S22AA_HUMAN	tr|A0A2U4B4M5|A0A2U4B4M5_TURTR
OG0000085	sp|Q9NSA0|S22AB_HUMAN	tr|A0A6J3RTC3|A0A6J3RTC3_TURTR
OG0000085	sp|Q96S37|S22AC_HUMAN	tr|A0A6J3RT10|A0A6J3RT10_TURTR
OG0000085	sp|Q8N4F4|S22AO_HUMAN, sp|Q6T423|S22AP_HUMAN, sp|Q8IVM8|S22A9_HUMAN	tr|A0A6J3RT09|A0A6J3RT09_TURTR
OG0000086	sp|Q9H0R5|GBP3_HUMAN, sp|P32455|GBP1_HUMAN	tr|A0A2U4A391|A0A2U4A391_TURTR
OG0000086	sp|Q96PP8|GBP5_HUMAN	tr|A0A2U4A438|A0A2U4A438_TURTR
OG0000086	sp|Q6ZN66|GBP6_HUMAN	tr|A0A6J3RYN0|A0A6J3RYN0_TURTR
OG0000086	sp|Q96PP9|GBP4_HUMAN, sp|Q8N8V2|GBP7_HUMAN	tr|A0A2U3V8W0|A0A2U3V8W0_TURTR
OG0000089	sp|Q8TDQ1|CLM1_HUMAN	tr|A0A2U3V3B6|A0A2U3V3B6_TURTR
OG0000089	sp|Q6UXZ3|CLM5_HUMAN, sp|A8K4G0|CLM7_HUMAN, sp|O95944|NCTR2_HUMAN, sp|Q6UXN2|TRML4_HUMAN, sp|Q496F6|CLM2_HUMAN, sp|A0A0K2S4Q6|CD3CH_HUMAN, sp|Q08708|CLM6_HUMAN, sp|Q9UGN4|CLM8_HUMAN	tr|A0A6J3QMP9|A0A6J3QMP9_TURTR
OG0000090	sp|Q92599|SEPT8_HUMAN	tr|A0A6J3R3A7|A0A6J3R3A7_TURTR
OG0000090	sp|Q14141|SEPT6_HUMAN	tr|A0A6J3QSM8|A0A6J3QSM8_TURTR
OG0000090	sp|Q9NVA2|SEP11_HUMAN	tr|A0A2U4B519|A0A2U4B519_TURTR
OG0000090	sp|Q9P0V9|SEP10_HUMAN	tr|A0A6J3PW59|A0A6J3PW59_TURTR
OG0000090	sp|Q6ZU15|SEP14_HUMAN	tr|A0A2U4A8G6|A0A2U4A8G6_TURTR
OG0000092	sp|O15294|OGT1_HUMAN	tr|A0A6J3QTG3|A0A6J3QTG3_TURTR, tr|A0A6J3QKE5|A0A6J3QKE5_TURTR, tr|A0A6J3R4I2|A0A6J3R4I2_TURTR, tr|A0A6J3QVJ0|A0A6J3QVJ0_TURTR, tr|A0A6J3R696|A0A6J3R696_TURTR, tr|A0A6J3QUW4|A0A6J3QUW4_TURTR, tr|A0A6J3QKE2|A0A6J3QKE2_TURTR, tr|A0A6J3QV16|A0A6J3QV16_TURTR, tr|A0A6J3QVL1|A0A6J3QVL1_TURTR, tr|A0A6J3QV78|A0A6J3QV78_TURTR
OG0000093	sp|Q9BYZ2|LDH6B_HUMAN	tr|A0A2U4CNM6|A0A2U4CNM6_TURTR
OG0000093	sp|P07195|LDHB_HUMAN	tr|C6L2F1|C6L2F1_TURTR
OG0000093	sp|P00338|LDHA_HUMAN	tr|A0A6J3RNZ6|A0A6J3RNZ6_TURTR, tr|A0A6J3QCP5|A0A6J3QCP5_TURTR, tr|A0A2U4CEK2|A0A2U4CEK2_TURTR, tr|A0A6J3QEV6|A0A6J3QEV6_TURTR
OG0000094	sp|P07320|CRGD_HUMAN	tr|A0A2U3V3V4|A0A2U3V3V4_TURTR
OG0000094	sp|P07316|CRGB_HUMAN	tr|A0A6J3RNF1|A0A6J3RNF1_TURTR, tr|A0A6J3RPT3|A0A6J3RPT3_TURTR
OG0000094	sp|P07315|CRGC_HUMAN	tr|A0A6J3RPM2|A0A6J3RPM2_TURTR
OG0000095	sp|P46778|RL21_HUMAN	tr|A0A6J3Q6Z3|A0A6J3Q6Z3_TURTR, tr|A0A6J3Q567|A0A6J3Q567_TURTR, tr|A0A2U4BGQ2|A0A2U4BGQ2_TURTR, tr|A0A6J3R851|A0A6J3R851_TURTR, tr|A0A6J3RSB2|A0A6J3RSB2_TURTR, tr|A0A6J3RB22|A0A6J3RB22_TURTR, tr|A0A6J3RL55|A0A6J3RL55_TURTR, tr|A0A6J3QG90|A0A6J3QG90_TURTR, tr|A0A6J3QND4|A0A6J3QND4_TURTR, tr|A0A6J3QDR7|A0A6J3QDR7_TURTR
