Orthogroup	Homo_sapiens	Heterocephalus_glaber
OG0000046	sp|A6NNH2|F90AR_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|A6NIJ5|F90AK_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|P0DV73|F90AG_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|A8MXJ8|F90A5_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|P0C7X0|F90AO_HUMAN	tr|G5CBE2|G5CBE2_HETGA
OG0000049	sp|Q8NGL4|OR5DD_HUMAN	tr|G5BM90|G5BM90_HETGA
OG0000049	sp|Q8NGK9|OR5DG_HUMAN	tr|G5BMA0|G5BMA0_HETGA
OG0000049	sp|Q8NGL1|OR5DI_HUMAN	tr|G5BM95|G5BM95_HETGA
OG0000049	sp|Q8NGL3|OR5DE_HUMAN	tr|G5B5Z4|G5B5Z4_HETGA, tr|G5BM93|G5BM93_HETGA, tr|G5CAV5|G5CAV5_HETGA, tr|G5BIC2|G5BIC2_HETGA, tr|G5BM92|G5BM92_HETGA, tr|G5BM91|G5BM91_HETGA, tr|G5B787|G5B787_HETGA, tr|G5BP62|G5BP62_HETGA, tr|G5B4J7|G5B4J7_HETGA
OG0000050	sp|Q8NH19|O10AG_HUMAN	tr|G5B6R7|G5B6R7_HETGA, tr|G5B6A2|G5B6A2_HETGA, tr|G5BYI5|G5BYI5_HETGA, tr|G5BIA1|G5BIA1_HETGA, tr|G5BP71|G5BP71_HETGA, tr|G5BIJ7|G5BIJ7_HETGA, tr|G5BIA3|G5BIA3_HETGA, tr|G5B6A3|G5B6A3_HETGA, tr|G5BCE2|G5BCE2_HETGA, tr|G5BR40|G5BR40_HETGA, tr|G5BIA4|G5BIA4_HETGA, tr|G5BP72|G5BP72_HETGA, tr|G5B6R8|G5B6R8_HETGA, tr|G5AZD7|G5AZD7_HETGA, tr|G5BR43|G5BR43_HETGA, tr|G5BIA2|G5BIA2_HETGA, tr|G5B6R2|G5B6R2_HETGA, tr|G5B6A1|G5B6A1_HETGA, tr|G5BK83|G5BK83_HETGA, tr|G5BIA0|G5BIA0_HETGA
OG0000051	sp|Q8NGX8|OR6Y1_HUMAN	tr|G5BSW4|G5BSW4_HETGA
OG0000051	sp|Q8NGX9|OR6P1_HUMAN	tr|G5BSW3|G5BSW3_HETGA
OG0000051	sp|O95222|OR6A2_HUMAN	tr|G5AVA0|G5AVA0_HETGA, tr|G5B7B5|G5B7B5_HETGA
OG0000051	sp|O95007|OR6B1_HUMAN	tr|G5B7B4|G5B7B4_HETGA, tr|G5B7B3|G5B7B3_HETGA, tr|G5B7B2|G5B7B2_HETGA, tr|G5BHI5|G5BHI5_HETGA, tr|G5BHI6|G5BHI6_HETGA, tr|G5AVA3|G5AVA3_HETGA, tr|G5B532|G5B532_HETGA, tr|G5CAU5|G5CAU5_HETGA, tr|G5CAU7|G5CAU7_HETGA, tr|G5CAU8|G5CAU8_HETGA, tr|G5CAU6|G5CAU6_HETGA, tr|G5CAU4|G5CAU4_HETGA, tr|G5C2N3|G5C2N3_HETGA
OG0000052	sp|Q8NH69|OR5W2_HUMAN	tr|G5B3Z8|G5B3Z8_HETGA, tr|G5BCE3|G5BCE3_HETGA, tr|G5BGP3|G5BGP3_HETGA, tr|G5CAV6|G5CAV6_HETGA, tr|G5BKJ0|G5BKJ0_HETGA, tr|G5C1R8|G5C1R8_HETGA, tr|G5C3Z6|G5C3Z6_HETGA, tr|G5BM89|G5BM89_HETGA, tr|G5BR47|G5BR47_HETGA, tr|G5BMA3|G5BMA3_HETGA, tr|G5C3Z5|G5C3Z5_HETGA, tr|G5B954|G5B954_HETGA, tr|G5AVD7|G5AVD7_HETGA, tr|G5AYL2|G5AYL2_HETGA, tr|G5BT08|G5BT08_HETGA, tr|G5BMA2|G5BMA2_HETGA, tr|G5BR46|G5BR46_HETGA, tr|G5BR45|G5BR45_HETGA, tr|G5BT09|G5BT09_HETGA, tr|G5ALG3|G5ALG3_HETGA
OG0000053	sp|P13688|CEAM1_HUMAN, sp|P06731|CEAM5_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P31997|CEAM8_HUMAN, sp|Q15238|PSG5_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q00889|PSG6_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q16557|PSG3_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|O75871|CEAM4_HUMAN, sp|P40198|CEAM3_HUMAN, sp|A8MTB9|CEA18_HUMAN, sp|P0DP72|VSXL2_HUMAN	tr|G5AZS1|G5AZS1_HETGA
OG0000055	sp|Q8NGC1|O11G2_HUMAN	tr|G5BPF4|G5BPF4_HETGA, tr|G5C1X4|G5C1X4_HETGA
OG0000055	sp|Q8NGC8|O11H7_HUMAN	tr|G5B5Q0|G5B5Q0_HETGA
OG0000055	sp|Q8NGC9|O11H4_HUMAN	tr|G5B5Q1|G5B5Q1_HETGA
OG0000057	sp|Q3KNS6|ZN829_HUMAN, sp|Q8NA42|ZN383_HUMAN	tr|G5AMD5|G5AMD5_HETGA
OG0000057	sp|Q8NB42|ZN527_HUMAN, sp|Q96K75|ZN514_HUMAN, sp|Q99676|ZN184_HUMAN	tr|G5BSF2|G5BSF2_HETGA
OG0000057	sp|P17031|ZNF26_HUMAN	tr|G5AMC8|G5AMC8_HETGA, tr|G5B3C4|G5B3C4_HETGA, tr|G5C8P1|G5C8P1_HETGA, tr|G5BWQ5|G5BWQ5_HETGA, tr|G5BLT9|G5BLT9_HETGA, tr|G5BGP2|G5BGP2_HETGA, tr|G5BQ39|G5BQ39_HETGA, tr|G5BU02|G5BU02_HETGA, tr|G5B7L3|G5B7L3_HETGA, tr|G5B3G0|G5B3G0_HETGA, tr|G5ANV1|G5ANV1_HETGA
OG0000058	sp|Q8NH49|OR4X1_HUMAN	tr|G5BMI6|G5BMI6_HETGA
OG0000058	sp|Q8NGF9|OR4X2_HUMAN, sp|Q8NGB4|OR4S1_HUMAN, sp|Q6IEV9|OR4CB_HUMAN, sp|Q8NH37|OR4C3_HUMAN, sp|Q8NGM1|OR4CF_HUMAN, sp|A6NHA9|O4C46_HUMAN, sp|Q8NGP0|OR4CD_HUMAN, sp|Q96R67|OR4CC_HUMAN, sp|Q6IF82|O4A47_HUMAN, sp|Q8NGN8|OR4A4_HUMAN, sp|Q8NH83|OR4A5_HUMAN, sp|P0C604|OR4A8_HUMAN, sp|Q8NH70|O4A16_HUMAN, sp|Q8NGL6|O4A15_HUMAN, sp|Q8NGB2|OR4C5_HUMAN, sp|Q8NH72|OR4C6_HUMAN, sp|A6NMZ5|O4C45_HUMAN	tr|G5BXR7|G5BXR7_HETGA
OG0000059	sp|Q86WZ6|ZN227_HUMAN	tr|G5CBN9|G5CBN9_HETGA
OG0000059	sp|Q96NJ3|ZN285_HUMAN, sp|Q9UJW7|ZN229_HUMAN, sp|A6NK53|ZN233_HUMAN, sp|Q9UJU3|ZN112_HUMAN, sp|Q14590|ZN235_HUMAN	tr|G5CBN8|G5CBN8_HETGA
OG0000059	sp|Q02386|ZNF45_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9NYT6|ZN226_HUMAN	tr|G5CBP0|G5CBP0_HETGA
OG0000060	sp|A0A0B4J1U7|HV601_HUMAN, sp|P0DP06|HVD34_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP07|HV431_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P06331|HV434_HUMAN, sp|P01825|HV459_HUMAN, sp|P01824|HV439_HUMAN, sp|A0A075B6R2|HV404_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, sp|P01817|HV205_HUMAN, sp|P01814|HV270_HUMAN, sp|A0A0C4DH43|HV70D_HUMAN	tr|G5B2C6|G5B2C6_HETGA
OG0000064	sp|Q49AS3|L37A5_HUMAN	tr|G5AYQ3|G5AYQ3_HETGA, tr|G5BAD8|G5BAD8_HETGA, tr|G5BN89|G5BN89_HETGA, tr|G5B4X4|G5B4X4_HETGA, tr|G5BA90|G5BA90_HETGA, tr|G5BA89|G5BA89_HETGA, tr|G5BCX6|G5BCX6_HETGA, tr|G5B2W0|G5B2W0_HETGA, tr|G5BFN7|G5BFN7_HETGA, tr|G5BPD6|G5BPD6_HETGA, tr|G5AM58|G5AM58_HETGA, tr|G5C2A5|G5C2A5_HETGA, tr|G5ANA8|G5ANA8_HETGA, tr|G5AXL5|G5AXL5_HETGA, tr|G5BQI1|G5BQI1_HETGA, tr|G5C6K0|G5C6K0_HETGA, tr|G5AVI5|G5AVI5_HETGA, tr|G5BMS1|G5BMS1_HETGA
OG0000067	sp|Q8NH80|O10D3_HUMAN	tr|G5C582|G5C582_HETGA, tr|G5C583|G5C583_HETGA, tr|G5C577|G5C577_HETGA
OG0000067	sp|Q8NGN7|O10D4_HUMAN	tr|G5C586|G5C586_HETGA, tr|G5C590|G5C590_HETGA, tr|G5BCS4|G5BCS4_HETGA, tr|G5B8Z9|G5B8Z9_HETGA, tr|G5C584|G5C584_HETGA, tr|G5C578|G5C578_HETGA, tr|G5C591|G5C591_HETGA, tr|G5C592|G5C592_HETGA, tr|G5C594|G5C594_HETGA, tr|G5C593|G5C593_HETGA, tr|G5C589|G5C589_HETGA, tr|G5C588|G5C588_HETGA, tr|G5C587|G5C587_HETGA
OG0000068	sp|Q969N4|TAAR8_HUMAN	tr|G5BDR9|G5BDR9_HETGA, tr|G5C118|G5C118_HETGA, tr|G5C789|G5C789_HETGA
OG0000068	sp|Q96RI8|TAAR6_HUMAN	tr|G5C120|G5C120_HETGA
OG0000068	sp|Q96RI9|TAAR9_HUMAN	tr|G5C119|G5C119_HETGA, tr|G5C790|G5C790_HETGA, tr|G5C787|G5C787_HETGA, tr|G5C117|G5C117_HETGA, tr|G5C786|G5C786_HETGA
OG0000068	sp|Q96RJ0|TAAR1_HUMAN	tr|G5C788|G5C788_HETGA, tr|G5BDB6|G5BDB6_HETGA, tr|G5AWD5|G5AWD5_HETGA, tr|G5BDB7|G5BDB7_HETGA, tr|G5AWD4|G5AWD4_HETGA
OG0000069	sp|Q8N9V2|TRIML_HUMAN	tr|G5C6V0|G5C6V0_HETGA
OG0000069	sp|Q9Y577|TRI17_HUMAN	tr|G5C994|G5C994_HETGA
OG0000069	sp|A6NGJ6|TRI64_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|I1YAP6|TRI77_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN	tr|G5BND0|G5BND0_HETGA
OG0000070	sp|Q96R72|OR4K3_HUMAN, sp|Q8NGD2|OR4K2_HUMAN, sp|Q8NH42|OR4KD_HUMAN, sp|Q8NGD5|OR4KE_HUMAN, sp|Q8NH43|OR4L1_HUMAN, sp|Q8NGD4|OR4K1_HUMAN, sp|Q8NH41|OR4KF_HUMAN, sp|Q8NGD3|OR4K5_HUMAN, sp|Q8NGC6|OR4KH_HUMAN, sp|Q8NH05|OR4Q3_HUMAN, sp|Q8NGA8|O4F17_HUMAN, sp|Q8NH21|OR4F5_HUMAN, sp|Q96R69|OR4F4_HUMAN, sp|Q8NGB9|OR4F6_HUMAN, sp|Q8NGB8|O4F15_HUMAN, sp|Q6IEY1|OR4F3_HUMAN, sp|O95013|O4F21_HUMAN	tr|G5C1W5|G5C1W5_HETGA
OG0000072	sp|P00338|LDHA_HUMAN	tr|G5ARJ3|G5ARJ3_HETGA, tr|G5C181|G5C181_HETGA, tr|G5BGS7|G5BGS7_HETGA, tr|G5AKA3|G5AKA3_HETGA, tr|G5BHD5|G5BHD5_HETGA
OG0000072	sp|P07864|LDHC_HUMAN	tr|G5AKA2|G5AKA2_HETGA
OG0000072	sp|P07195|LDHB_HUMAN	tr|G5BEG2|G5BEG2_HETGA
OG0000073	sp|Q8NG77|O2T12_HUMAN, sp|Q8NG76|O2T33_HUMAN, sp|A6NH00|OR2T8_HUMAN	tr|G5BBE9|G5BBE9_HETGA, tr|G5ANF4|G5ANF4_HETGA, tr|G5C437|G5C437_HETGA, tr|G5ANF0|G5ANF0_HETGA, tr|G5B0F9|G5B0F9_HETGA, tr|G5AKE7|G5AKE7_HETGA, tr|G5BRI1|G5BRI1_HETGA, tr|G5BRH6|G5BRH6_HETGA, tr|G5C9B9|G5C9B9_HETGA, tr|G5C436|G5C436_HETGA, tr|G5B4K5|G5B4K5_HETGA, tr|G5APC1|G5APC1_HETGA, tr|G5B337|G5B337_HETGA, tr|G5BDQ5|G5BDQ5_HETGA
OG0000074	sp|Q8NDW4|ZN248_HUMAN	tr|G5BD20|G5BD20_HETGA
OG0000074	sp|Q06730|ZN33A_HUMAN, sp|Q06732|ZN33B_HUMAN	tr|G5BD23|G5BD23_HETGA
OG0000074	sp|Q9NYW8|RBAK_HUMAN	tr|G5BI81|G5BI81_HETGA
OG0000074	sp|P17014|ZNF12_HUMAN	tr|G5BF49|G5BF49_HETGA
OG0000074	sp|Q9HCZ1|ZN334_HUMAN, sp|Q9Y2H8|ZN510_HUMAN, sp|Q4V348|Z658B_HUMAN, sp|Q5TYW1|ZN658_HUMAN, sp|Q6ZMW2|ZN782_HUMAN	tr|G5ALJ8|G5ALJ8_HETGA
OG0000075	sp|Q9UBU8|MO4L1_HUMAN	tr|G5BA91|G5BA91_HETGA, tr|G5AQG3|G5AQG3_HETGA, tr|G5B7T8|G5B7T8_HETGA, tr|G5BA24|G5BA24_HETGA, tr|G5BTT5|G5BTT5_HETGA
OG0000075	sp|Q15014|MO4L2_HUMAN	tr|G5BYR7|G5BYR7_HETGA, tr|G5C819|G5C819_HETGA, tr|G5AYD2|G5AYD2_HETGA, tr|G5BGE5|G5BGE5_HETGA, tr|G5APM8|G5APM8_HETGA, tr|G5BGJ7|G5BGJ7_HETGA, tr|G5B3P0|G5B3P0_HETGA, tr|G5BZD4|G5BZD4_HETGA, tr|G5ARH3|G5ARH3_HETGA, tr|G5AM41|G5AM41_HETGA
OG0000076	sp|Q9UGF5|O14J1_HUMAN	tr|G5ARP1|G5ARP1_HETGA
OG0000076	sp|Q8NHC6|O14L1_HUMAN	tr|G5C7N7|G5C7N7_HETGA, tr|G5C635|G5C635_HETGA, tr|G5C3K5|G5C3K5_HETGA
OG0000076	sp|A6ND48|O14I1_HUMAN	tr|G5AWA0|G5AWA0_HETGA, tr|G5B7N0|G5B7N0_HETGA, tr|G5APC9|G5APC9_HETGA, tr|G5BU24|G5BU24_HETGA, tr|G5B533|G5B533_HETGA, tr|G5BRH1|G5BRH1_HETGA
OG0000076	sp|Q8NGZ2|O14K1_HUMAN	tr|G5B0E0|G5B0E0_HETGA, tr|G5ANY0|G5ANY0_HETGA
OG0000077	sp|Q58FG0|HS905_HUMAN	tr|G5AYA2|G5AYA2_HETGA, tr|G5BF94|G5BF94_HETGA, tr|G5BX33|G5BX33_HETGA
OG0000077	sp|Q14568|HS902_HUMAN	tr|G5B255|G5B255_HETGA, tr|G5B4H6|G5B4H6_HETGA, tr|G5BGQ7|G5BGQ7_HETGA, tr|G5BTZ5|G5BTZ5_HETGA
OG0000077	sp|P08238|HS90B_HUMAN	tr|G5BNN8|G5BNN8_HETGA
OG0000077	sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN, sp|P07900|HS90A_HUMAN	tr|G5BI16|G5BI16_HETGA
OG0000078	sp|Q8NHC7|O14CZ_HUMAN	tr|G5BIY4|G5BIY4_HETGA, tr|G5AXC8|G5AXC8_HETGA, tr|G5B0F7|G5B0F7_HETGA, tr|G5C979|G5C979_HETGA, tr|G5BGA1|G5BGA1_HETGA, tr|G5AXC7|G5AXC7_HETGA, tr|G5BWE6|G5BWE6_HETGA, tr|G5BW72|G5BW72_HETGA, tr|G5APC6|G5APC6_HETGA, tr|G5C7Q3|G5C7Q3_HETGA, tr|G5B0G1|G5B0G1_HETGA, tr|G5AVX2|G5AVX2_HETGA, tr|G5BGA0|G5BGA0_HETGA, tr|G5AKE8|G5AKE8_HETGA, tr|G5AKE9|G5AKE9_HETGA, tr|G5BW73|G5BW73_HETGA
OG0000081	sp|Q9GZW5|SCND2_HUMAN	tr|G5C291|G5C291_HETGA
OG0000081	sp|P17028|ZNF24_HUMAN	tr|G5C294|G5C294_HETGA
OG0000081	sp|Q96N95|ZN396_HUMAN	tr|G5C295|G5C295_HETGA
OG0000082	sp|Q8NGP9|O5AR1_HUMAN	tr|G5AK55|G5AK55_HETGA, tr|G5BHI8|G5BHI8_HETGA, tr|G5C3P1|G5C3P1_HETGA, tr|G5BHI7|G5BHI7_HETGA, tr|G5C3P2|G5C3P2_HETGA, tr|G5C3P0|G5C3P0_HETGA, tr|G5BGW8|G5BGW8_HETGA, tr|G5C3N9|G5C3N9_HETGA, tr|G5ASY3|G5ASY3_HETGA, tr|G5C3L7|G5C3L7_HETGA, tr|G5BIY5|G5BIY5_HETGA, tr|G5BU58|G5BU58_HETGA, tr|G5B071|G5B071_HETGA, tr|G5B423|G5B423_HETGA, tr|G5ANY8|G5ANY8_HETGA
OG0000083	sp|Q6JVE5|LCN12_HUMAN	tr|G5ASF8|G5ASF8_HETGA
OG0000083	sp|P80188|NGAL_HUMAN	tr|G5BLE9|G5BLE9_HETGA, tr|G5ASF7|G5ASF7_HETGA, tr|G5AZX9|G5AZX9_HETGA, tr|G5BLF0|G5BLF0_HETGA, tr|G5ASF9|G5ASF9_HETGA, tr|G5BLF1|G5BLF1_HETGA, tr|G5BLF2|G5BLF2_HETGA, tr|G5AZX5|G5AZX5_HETGA, tr|G5AZX6|G5AZX6_HETGA, tr|G5AMW7|G5AMW7_HETGA, tr|G5BLE8|G5BLE8_HETGA, tr|G5AZX7|G5AZX7_HETGA, tr|G5AZX8|G5AZX8_HETGA
OG0000084	sp|Q96M86|DNHD1_HUMAN	tr|G5AUJ4|G5AUJ4_HETGA
OG0000084	sp|Q8WXX0|DYH7_HUMAN	tr|G5APK6|G5APK6_HETGA
OG0000084	sp|Q6ZR08|DYH12_HUMAN	tr|G5BAE9|G5BAE9_HETGA, tr|G5BE71|G5BE71_HETGA
OG0000084	sp|Q8TD57|DYH3_HUMAN	tr|G5BV95|G5BV95_HETGA
OG0000084	sp|Q0VDD8|DYH14_HUMAN	tr|G5BRZ5|G5BRZ5_HETGA
OG0000085	sp|O95047|OR2A4_HUMAN, sp|Q96R45|OR2A7_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, sp|Q96R48|OR2A5_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q8NGT7|O2A12_HUMAN	tr|G5C2N7|G5C2N7_HETGA
OG0000086	sp|P29322|EPHA8_HUMAN	tr|G5BHZ9|G5BHZ9_HETGA
OG0000086	sp|P29323|EPHB2_HUMAN	tr|G5BHZ5|G5BHZ5_HETGA
OG0000086	sp|P54762|EPHB1_HUMAN	tr|G5BL12|G5BL12_HETGA
OG0000086	sp|P54753|EPHB3_HUMAN	tr|G5BTB4|G5BTB4_HETGA
OG0000086	sp|Q9UF33|EPHA6_HUMAN	tr|G5BXD0|G5BXD0_HETGA
OG0000086	sp|P29320|EPHA3_HUMAN	tr|G5BWB7|G5BWB7_HETGA
OG0000086	sp|P54756|EPHA5_HUMAN	tr|G5C8U2|G5C8U2_HETGA
OG0000087	sp|Q15544|TAF11_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN	tr|G5BCF5|G5BCF5_HETGA
OG0000089	sp|P17026|ZNF22_HUMAN	tr|G5B919|G5B919_HETGA
OG0000089	sp|Q49A33|Z876P_HUMAN	tr|G5AN13|G5AN13_HETGA, tr|G5APT4|G5APT4_HETGA
OG0000089	sp|Q8N8Y5|ZFP41_HUMAN, sp|Q7Z3I7|ZN572_HUMAN	tr|G5C5Q6|G5C5Q6_HETGA
OG0000090	sp|Q9P0V9|SEP10_HUMAN	tr|G5CB96|G5CB96_HETGA
OG0000090	sp|Q6ZU15|SEP14_HUMAN, sp|C0HM01|RBRP_HUMAN	tr|G5ASR8|G5ASR8_HETGA, tr|G5BDP5|G5BDP5_HETGA
OG0000090	sp|Q14141|SEPT6_HUMAN	tr|G5BU71|G5BU71_HETGA
OG0000090	sp|Q9NVA2|SEP11_HUMAN	tr|G5BJQ1|G5BJQ1_HETGA
OG0000090	sp|Q92599|SEPT8_HUMAN	tr|G5B9L2|G5B9L2_HETGA, tr|G5BV15|G5BV15_HETGA, tr|G5ASQ2|G5ASQ2_HETGA
OG0000091	sp|P50226|ST1A2_HUMAN, sp|P50225|ST1A1_HUMAN, sp|P0DMM9|ST1A3_HUMAN, sp|P0DMN0|ST1A4_HUMAN	tr|G5BRC6|G5BRC6_HETGA
OG0000091	sp|O00338|ST1C2_HUMAN	tr|G5CB88|G5CB88_HETGA
OG0000091	sp|O75897|ST1C4_HUMAN, sp|Q6IMI6|ST1C3_HUMAN	tr|G5CB87|G5CB87_HETGA
OG0000091	sp|P49888|ST1E1_HUMAN, sp|O43704|ST1B1_HUMAN	tr|G5AYB8|G5AYB8_HETGA
OG0000092	sp|Q96P20|NLRP3_HUMAN	tr|G5C9A8|G5C9A8_HETGA
OG0000092	sp|P59047|NALP5_HUMAN, sp|Q86W24|NAL14_HUMAN	tr|G5B7C3|G5B7C3_HETGA
OG0000092	sp|Q7RTR0|NLRP9_HUMAN, sp|P59045|NAL11_HUMAN, sp|Q96MN2|NALP4_HUMAN	tr|G5CAV3|G5CAV3_HETGA
OG0000093	sp|P51991|ROA3_HUMAN	tr|G5AK35|G5AK35_HETGA, tr|G5BXD6|G5BXD6_HETGA, tr|G5BAA4|G5BAA4_HETGA, tr|G5BTZ8|G5BTZ8_HETGA, tr|G5B706|G5B706_HETGA, tr|G5B705|G5B705_HETGA, tr|G5ALE7|G5ALE7_HETGA, tr|G5BJ23|G5BJ23_HETGA, tr|G5C268|G5C268_HETGA, tr|G5BC28|G5BC28_HETGA, tr|G5BQY9|G5BQY9_HETGA, tr|G5C815|G5C815_HETGA, tr|G5AUP7|G5AUP7_HETGA, tr|G5BID7|G5BID7_HETGA
OG0000094	sp|Q96IX9|A26L1_HUMAN, sp|Q9BXX3|AN30A_HUMAN, sp|Q9BXX2|AN30B_HUMAN, sp|A7E2S9|A30BL_HUMAN, sp|A2A2Z9|AN18B_HUMAN, sp|Q8IVF6|AN18A_HUMAN, sp|Q8NF67|A2012_HUMAN, sp|Q9H560|ANR19_HUMAN, sp|A0PJZ0|A20A5_HUMAN, sp|Q5CZ79|AN20B_HUMAN, sp|Q5SQ80|A20A2_HUMAN, sp|Q5VUR7|A20A3_HUMAN, sp|Q5TYW2|A20A1_HUMAN, sp|Q4UJ75|A20A4_HUMAN	tr|G5AXK3|G5AXK3_HETGA
OG0000095	sp|P05000|IFNW1_HUMAN, sp|Q86WN2|IFNE_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01570|IFN14_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P01562|IFNA1_HUMAN	tr|G5C259|G5C259_HETGA
OG0000096	sp|Q6PEW1|ZCH12_HUMAN, sp|P0CG32|ZCC18_HUMAN, sp|Q9UL42|PNMA2_HUMAN, sp|Q8ND90|PNMA1_HUMAN, sp|Q96BY2|MOAP1_HUMAN, sp|Q96PV4|PNMA5_HUMAN, sp|Q9UL41|PNMA3_HUMAN, sp|A0A0J9YX94|PMA6F_HUMAN, sp|A0A0J9YXQ4|PMA6E_HUMAN, sp|P0CW24|PNM6A_HUMAN, sp|Q86V59|PNM8A_HUMAN, sp|A0A1B0GUJ8|PNM8C_HUMAN, sp|Q9ULN7|PNM8B_HUMAN, sp|Q9H0W5|CCDC8_HUMAN	tr|G5BX16|G5BX16_HETGA
OG0000099	sp|Q8NGP6|OR5M8_HUMAN	tr|G5AJQ0|G5AJQ0_HETGA, tr|G5AJP9|G5AJP9_HETGA
OG0000099	sp|Q96RB7|OR5MB_HUMAN	tr|G5AJQ2|G5AJQ2_HETGA, tr|G5C8M7|G5C8M7_HETGA
OG0000099	sp|Q8NGP8|OR5M1_HUMAN, sp|Q6IEU7|OR5MA_HUMAN	tr|G5AK53|G5AK53_HETGA, tr|G5AK54|G5AK54_HETGA
