Orthogroup	Homo_sapiens	Chinchilla_lanigera
OG0000042	sp|Q9Y5F3|PCDB1_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9UN66|PCDB8_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN	tr|A0A8C2UHU8|A0A8C2UHU8_CHILA
OG0000044	sp|O95222|OR6A2_HUMAN	tr|A0A8C2W6R6|A0A8C2W6R6_CHILA
OG0000044	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A8C2W639|A0A8C2W639_CHILA
OG0000044	sp|Q8NGX8|OR6Y1_HUMAN	tr|A0A8C2W5X7|A0A8C2W5X7_CHILA
OG0000044	sp|O95007|OR6B1_HUMAN	tr|A0A8C2YV11|A0A8C2YV11_CHILA, tr|A0A8C2UL92|A0A8C2UL92_CHILA, tr|A0A8C2UME2|A0A8C2UME2_CHILA, tr|A0A8C2WA42|A0A8C2WA42_CHILA, tr|A0A8C2W620|A0A8C2W620_CHILA
OG0000045	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A8C2W5D0|A0A8C2W5D0_CHILA
OG0000045	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A8C2YJQ4|A0A8C2YJQ4_CHILA, tr|A0A8C2YV24|A0A8C2YV24_CHILA, tr|A0A8C2W5E4|A0A8C2W5E4_CHILA
OG0000045	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A8C2WAL4|A0A8C2WAL4_CHILA, tr|A0A8C2W5G5|A0A8C2W5G5_CHILA
OG0000045	sp|Q8NH18|OR5J2_HUMAN	tr|A0A8C2WCL5|A0A8C2WCL5_CHILA, tr|A0A8C2WCM6|A0A8C2WCM6_CHILA, tr|A0A8C2W656|A0A8C2W656_CHILA, tr|A0A8C2W7I6|A0A8C2W7I6_CHILA, tr|A0A8C2W5F9|A0A8C2W5F9_CHILA, tr|A0A8C2W6I6|A0A8C2W6I6_CHILA, tr|A0A8C2W5F5|A0A8C2W5F5_CHILA
OG0000046	sp|Q9P0W0|IFNK_HUMAN, sp|P01574|IFNB_HUMAN, sp|Q86WN2|IFNE_HUMAN, sp|P05000|IFNW1_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01570|IFN14_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P32881|IFNA8_HUMAN	tr|A0A8C2VNN1|A0A8C2VNN1_CHILA
OG0000050	sp|Q96MN2|NALP4_HUMAN	tr|A0A8C2UHU3|A0A8C2UHU3_CHILA
OG0000050	sp|P59047|NALP5_HUMAN, sp|Q86W24|NAL14_HUMAN	tr|A0A8C2W7T8|A0A8C2W7T8_CHILA
OG0000050	sp|Q86W25|NAL13_HUMAN, sp|Q86W28|NALP8_HUMAN, sp|Q9NX02|NALP2_HUMAN, sp|Q8WX94|NALP7_HUMAN, sp|Q86W26|NAL10_HUMAN, sp|P59044|NLRP6_HUMAN, sp|P59046|NAL12_HUMAN, sp|Q96P20|NLRP3_HUMAN	tr|A0A8C2UJ49|A0A8C2UJ49_CHILA
OG0000051	sp|P01704|LV214_HUMAN, sp|P01705|LV223_HUMAN, sp|P01709|LV208_HUMAN, sp|P01706|LV211_HUMAN, sp|A0A075B6J9|LV218_HUMAN, sp|A0A075B6J2|LV233_HUMAN	tr|A0A8C2VEQ9|A0A8C2VEQ9_CHILA
OG0000051	sp|A0A075B6I4|LVX54_HUMAN, sp|P01701|LV151_HUMAN, sp|A0A0B4J1U3|LV136_HUMAN, sp|P01699|LV144_HUMAN, sp|P01700|LV147_HUMAN, sp|A0A075B6I6|LV150_HUMAN, sp|P01703|LV140_HUMAN, sp|P01721|LV657_HUMAN	tr|A0A8C2VA79|A0A8C2VA79_CHILA
OG0000052	sp|Q01105|SET_HUMAN	tr|A0A8C2UVB8|A0A8C2UVB8_CHILA
OG0000052	sp|P0DME0|SETLP_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|Q9UJ04|TSYL4_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q86VY4|TSYL5_HUMAN	tr|A0A8C2V730|A0A8C2V730_CHILA
OG0000053	sp|P62807|H2B1C_HUMAN	tr|A0A8C2WA51|A0A8C2WA51_CHILA
OG0000053	sp|Q16778|H2B2E_HUMAN	tr|A0A8C2YV78|A0A8C2YV78_CHILA
OG0000053	sp|Q5QNW6|H2B2F_HUMAN	tr|A0A8C2W8C2|A0A8C2W8C2_CHILA
OG0000053	sp|Q96A08|H2B1A_HUMAN	tr|A0A8C2W7G5|A0A8C2W7G5_CHILA
OG0000053	sp|A0A2R8Y619|H2BK1_HUMAN	tr|A0A8C2URM4|A0A8C2URM4_CHILA, tr|A0A8C2YV13|A0A8C2YV13_CHILA
OG0000053	sp|Q8N257|H2B3B_HUMAN	tr|A0A8C2UPT8|A0A8C2UPT8_CHILA, tr|A0A8C2W5B9|A0A8C2W5B9_CHILA, tr|A0A8C2WCE5|A0A8C2WCE5_CHILA
OG0000054	sp|P19013|K2C4_HUMAN	tr|A0A8C2VBA0|A0A8C2VBA0_CHILA, tr|A0A8C2YQ23|A0A8C2YQ23_CHILA, tr|A0A8C2VAL8|A0A8C2VAL8_CHILA, tr|A0A8C2UMW5|A0A8C2UMW5_CHILA, tr|A0A8C2UIV6|A0A8C2UIV6_CHILA, tr|A0A8C2ULR2|A0A8C2ULR2_CHILA, tr|A0A8C2UJE7|A0A8C2UJE7_CHILA, tr|A0A8C2UIW3|A0A8C2UIW3_CHILA, tr|A0A8C2UJT1|A0A8C2UJT1_CHILA, tr|A0A8C2VD93|A0A8C2VD93_CHILA, tr|A0A8C2UI41|A0A8C2UI41_CHILA, tr|A0A8C2UHS7|A0A8C2UHS7_CHILA, tr|A0A8C2UPM5|A0A8C2UPM5_CHILA, tr|A0A8C2W0G8|A0A8C2W0G8_CHILA, tr|A0A8C2VZZ9|A0A8C2VZZ9_CHILA
OG0000055	sp|Q6PEW1|ZCH12_HUMAN, sp|P0CG32|ZCC18_HUMAN	tr|A0A8C2W5Q0|A0A8C2W5Q0_CHILA
OG0000055	sp|Q9UL42|PNMA2_HUMAN, sp|Q96BY2|MOAP1_HUMAN, sp|Q8ND90|PNMA1_HUMAN, sp|Q96PV4|PNMA5_HUMAN, sp|Q9UL41|PNMA3_HUMAN, sp|A0A0J9YX94|PMA6F_HUMAN, sp|A0A0J9YXQ4|PMA6E_HUMAN, sp|P0CW24|PNM6A_HUMAN, sp|Q9ULN7|PNM8B_HUMAN, sp|Q86V59|PNM8A_HUMAN, sp|Q9H0W5|CCDC8_HUMAN, sp|A0A1B0GUJ8|PNM8C_HUMAN	tr|A0A8C2UR02|A0A8C2UR02_CHILA
OG0000056	sp|Q9Y5I4|PCDC2_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN	tr|A0A8C2UJM1|A0A8C2UJM1_CHILA
OG0000057	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN	tr|A0A8C2VVJ7|A0A8C2VVJ7_CHILA
OG0000059	sp|P20339|RAB5A_HUMAN	tr|A0A8C2VE36|A0A8C2VE36_CHILA
OG0000059	sp|P51148|RAB5C_HUMAN	tr|A0A8C2W5E1|A0A8C2W5E1_CHILA
OG0000059	sp|P61020|RAB5B_HUMAN	tr|A0A8C2VSM0|A0A8C2VSM0_CHILA
OG0000059	sp|Q9NX57|RAB20_HUMAN, sp|Q9H0T7|RAB17_HUMAN	tr|A0A8C2VJQ4|A0A8C2VJQ4_CHILA, tr|A0A8C2VDS3|A0A8C2VDS3_CHILA, tr|A0A8C2VB32|A0A8C2VB32_CHILA
OG0000061	sp|P34931|HS71L_HUMAN	tr|A0A8C2V5B4|A0A8C2V5B4_CHILA
OG0000061	sp|P48741|HSP77_HUMAN, sp|P17066|HSP76_HUMAN	tr|A0A8C2VS02|A0A8C2VS02_CHILA
OG0000061	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|A0A8C2WBE6|A0A8C2WBE6_CHILA
OG0000061	sp|P54652|HSP72_HUMAN	tr|A0A8C2UUQ9|A0A8C2UUQ9_CHILA
OG0000061	sp|P11142|HSP7C_HUMAN	tr|A0A8C2YQ57|A0A8C2YQ57_CHILA, tr|A0A8C2V0I9|A0A8C2V0I9_CHILA, tr|A0A8C2W0W7|A0A8C2W0W7_CHILA, tr|A0A8C2VFU7|A0A8C2VFU7_CHILA
OG0000065	sp|P05181|CP2E1_HUMAN	tr|A0A8C2UUL6|A0A8C2UUL6_CHILA
OG0000065	sp|P20813|CP2B6_HUMAN	tr|A0A8C2URY0|A0A8C2URY0_CHILA, tr|A0A8C2UV49|A0A8C2UV49_CHILA, tr|A0A8C2UV01|A0A8C2UV01_CHILA, tr|A0A8C2UZ25|A0A8C2UZ25_CHILA, tr|A0A8C2UJX2|A0A8C2UJX2_CHILA, tr|A0A8C2UIZ3|A0A8C2UIZ3_CHILA, tr|A0A8C2ULT2|A0A8C2ULT2_CHILA, tr|A0A8C2UIQ7|A0A8C2UIQ7_CHILA, tr|A0A8C2YI76|A0A8C2YI76_CHILA, tr|A0A8C2UFB0|A0A8C2UFB0_CHILA, tr|A0A8C2UL64|A0A8C2UL64_CHILA
OG0000066	sp|P08754|GNAI3_HUMAN	tr|A0A8C2YNA7|A0A8C2YNA7_CHILA
OG0000066	sp|P63096|GNAI1_HUMAN	tr|A0A8C2YS29|A0A8C2YS29_CHILA
OG0000066	sp|P04899|GNAI2_HUMAN	tr|A0A8C2YTA9|A0A8C2YTA9_CHILA
OG0000066	sp|P19087|GNAT2_HUMAN	tr|A0A8C2V842|A0A8C2V842_CHILA
OG0000066	sp|P11488|GNAT1_HUMAN	tr|A0A8C2YSN6|A0A8C2YSN6_CHILA
OG0000066	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A8C2W1A1|A0A8C2W1A1_CHILA
OG0000066	sp|P09471|GNAO_HUMAN	tr|A0A8C2V1M3|A0A8C2V1M3_CHILA
OG0000067	sp|Q8NGE8|OR4D9_HUMAN	tr|A0A8C2YV47|A0A8C2YV47_CHILA, tr|A0A8C2W6J0|A0A8C2W6J0_CHILA, tr|A0A8C2WAA8|A0A8C2WAA8_CHILA
OG0000067	sp|Q8NGI4|OR4DB_HUMAN, sp|Q8NGI6|OR4DA_HUMAN	tr|A0A8C2W5M8|A0A8C2W5M8_CHILA
OG0000067	sp|P58180|OR4D2_HUMAN	tr|A0A8C2W8S5|A0A8C2W8S5_CHILA
OG0000067	sp|Q15615|OR4D1_HUMAN	tr|A0A8C2YTH4|A0A8C2YTH4_CHILA, tr|A0A8C2W607|A0A8C2W607_CHILA
OG0000068	sp|P41180|CASR_HUMAN	tr|A0A8C2W064|A0A8C2W064_CHILA, tr|A0A8C2VR47|A0A8C2VR47_CHILA, tr|A0A8C2UIT6|A0A8C2UIT6_CHILA, tr|A0A8C2YIC4|A0A8C2YIC4_CHILA, tr|A0A8C2YSP7|A0A8C2YSP7_CHILA, tr|A0A8C2VFW5|A0A8C2VFW5_CHILA, tr|A0A8C2V7K6|A0A8C2V7K6_CHILA, tr|A0A8C2V5Y2|A0A8C2V5Y2_CHILA, tr|A0A8C2V7E0|A0A8C2V7E0_CHILA, tr|A0A8C2VAI7|A0A8C2VAI7_CHILA, tr|A0A8C2UPD7|A0A8C2UPD7_CHILA, tr|A0A8C2UYL0|A0A8C2UYL0_CHILA, tr|A0A8C2W0D3|A0A8C2W0D3_CHILA
OG0000069	sp|Q8NH57|O52P1_HUMAN	tr|A0A8C2YV91|A0A8C2YV91_CHILA
OG0000069	sp|Q8NGK4|O52K1_HUMAN	tr|A0A8C2W695|A0A8C2W695_CHILA
OG0000069	sp|Q8NGK3|O52K2_HUMAN	tr|A0A8C2WB38|A0A8C2WB38_CHILA
OG0000073	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A8C2YV99|A0A8C2YV99_CHILA, tr|A0A8C2W2Y7|A0A8C2W2Y7_CHILA
OG0000073	sp|Q9H210|OR2D2_HUMAN	tr|A0A8C2WA94|A0A8C2WA94_CHILA, tr|A0A8C2WCF6|A0A8C2WCF6_CHILA, tr|A0A8C2V0T5|A0A8C2V0T5_CHILA, tr|A0A8C2UVV8|A0A8C2UVV8_CHILA, tr|A0A8C2W5T4|A0A8C2W5T4_CHILA, tr|A0A8C2WCN5|A0A8C2WCN5_CHILA, tr|A0A8C2UKV1|A0A8C2UKV1_CHILA, tr|A0A8C2W7K5|A0A8C2W7K5_CHILA, tr|A0A8C2WB88|A0A8C2WB88_CHILA
OG0000074	sp|P61077|UB2D3_HUMAN	tr|A0A8C2UME0|A0A8C2UME0_CHILA
OG0000074	sp|P62837|UB2D2_HUMAN	tr|A0A8C2UWT3|A0A8C2UWT3_CHILA
OG0000074	sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A8C2UZE7|A0A8C2UZE7_CHILA
OG0000074	sp|P51668|UB2D1_HUMAN	tr|A0A8C2VEK9|A0A8C2VEK9_CHILA
OG0000075	sp|Q8NH74|O10A6_HUMAN, sp|P58181|O10A3_HUMAN, sp|Q8NGE5|O10A7_HUMAN, sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN, sp|Q9H209|O10A4_HUMAN, sp|Q96KK4|O10C1_HUMAN, sp|Q8NH19|O10AG_HUMAN, sp|Q8NGF6|O10W1_HUMAN, sp|Q8NHC7|O14CZ_HUMAN, sp|Q8NHC6|O14L1_HUMAN, sp|Q96R54|O14A2_HUMAN	tr|A0A8C2W960|A0A8C2W960_CHILA
OG0000076	sp|O00338|ST1C2_HUMAN	tr|A0A8C2VGW3|A0A8C2VGW3_CHILA
OG0000076	sp|P0DMM9|ST1A3_HUMAN, sp|P0DMN0|ST1A4_HUMAN, sp|P50226|ST1A2_HUMAN, sp|P50225|ST1A1_HUMAN	tr|A0A8C2VIC3|A0A8C2VIC3_CHILA
OG0000076	sp|O43704|ST1B1_HUMAN	tr|A0A8C2UYE7|A0A8C2UYE7_CHILA
OG0000076	sp|P49888|ST1E1_HUMAN	tr|A0A8C2YK88|A0A8C2YK88_CHILA
OG0000077	sp|P29322|EPHA8_HUMAN	tr|A0A8C2VVH5|A0A8C2VVH5_CHILA
OG0000077	sp|P54764|EPHA4_HUMAN	tr|A0A8C2V9R9|A0A8C2V9R9_CHILA
OG0000077	sp|P54756|EPHA5_HUMAN	tr|A0A8C2V4D9|A0A8C2V4D9_CHILA
OG0000077	sp|P29320|EPHA3_HUMAN	tr|A0A8C2VA28|A0A8C2VA28_CHILA
OG0000077	sp|Q9UF33|EPHA6_HUMAN	tr|A0A8C2VUP5|A0A8C2VUP5_CHILA
OG0000077	sp|Q5JZY3|EPHAA_HUMAN, sp|Q15375|EPHA7_HUMAN	tr|A0A8C2YQQ0|A0A8C2YQQ0_CHILA
OG0000078	sp|P22626|ROA2_HUMAN	tr|A0A8C2VPU0|A0A8C2VPU0_CHILA, tr|A0A8C2V5H0|A0A8C2V5H0_CHILA, tr|A0A8C2W1H6|A0A8C2W1H6_CHILA, tr|A0A8C2W0B8|A0A8C2W0B8_CHILA, tr|A0A8C2V329|A0A8C2V329_CHILA, tr|A0A8C2VZ51|A0A8C2VZ51_CHILA, tr|A0A8C2VA18|A0A8C2VA18_CHILA, tr|A0A8C2VJH6|A0A8C2VJH6_CHILA, tr|A0A8C2VM19|A0A8C2VM19_CHILA, tr|A0A8C2VEJ2|A0A8C2VEJ2_CHILA, tr|A0A8C2W5V2|A0A8C2W5V2_CHILA, tr|A0A8C2VTZ2|A0A8C2VTZ2_CHILA
OG0000079	sp|A0A0B4J244|TVA3_HUMAN, sp|A0A0B4J262|TVA86_HUMAN, sp|A0A0B4J237|TVA82_HUMAN, sp|P01737|TVA84_HUMAN, sp|A0A0A6YYK1|TVA81_HUMAN, sp|A0A0A6YYJ7|TVA83_HUMAN, tr|A0A075B6U6|A0A075B6U6_HUMAN, sp|A0A0A6YYK6|TVA16_HUMAN, sp|A0A075B6X5|TVA18_HUMAN, sp|A0A0B4J280|TVA40_HUMAN, sp|A0A075B6T8|TVA91_HUMAN, sp|A0A087WT02|TVA92_HUMAN	tr|A0A8C2VLR9|A0A8C2VLR9_CHILA
OG0000080	sp|Q96PQ6|ZN317_HUMAN	tr|A0A8C2VYD1|A0A8C2VYD1_CHILA
OG0000080	sp|A8MUZ8|Z705G_HUMAN, sp|P0CH99|Z705D_HUMAN, sp|P0CI00|Z705B_HUMAN, sp|A8MWA4|Z705E_HUMAN, sp|Q6ZN79|Z705A_HUMAN, sp|Q8TC21|ZN596_HUMAN, sp|Q147U1|ZN846_HUMAN, sp|Q13360|ZN177_HUMAN, sp|Q8N988|ZN557_HUMAN, sp|Q96NG5|ZN558_HUMAN	tr|A0A8C2UZC1|A0A8C2UZC1_CHILA
OG0000081	sp|P16402|H13_HUMAN	tr|A0A8C2W5S8|A0A8C2W5S8_CHILA
OG0000081	sp|P16401|H15_HUMAN	tr|A0A8C2W832|A0A8C2W832_CHILA
OG0000081	sp|P16403|H12_HUMAN	tr|A0A8C2YV22|A0A8C2YV22_CHILA
OG0000081	sp|P22492|H1T_HUMAN, sp|P07305|H10_HUMAN, sp|Q75WM6|H1FNT_HUMAN, sp|P60008|HILS1_HUMAN, sp|Q02539|H11_HUMAN	tr|A0A8C2WA36|A0A8C2WA36_CHILA
OG0000082	sp|P60410|KR108_HUMAN, sp|P60371|KR106_HUMAN, sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60372|KR104_HUMAN, sp|P60331|KR101_HUMAN, sp|P60370|KR105_HUMAN, sp|P60369|KR103_HUMAN, sp|P60411|KR109_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN	tr|A0A8C2V1R5|A0A8C2V1R5_CHILA
OG0000085	sp|Q53FZ2|ACSM3_HUMAN	tr|A0A8C2YQH3|A0A8C2YQH3_CHILA
OG0000085	sp|Q6NUN0|ACSM5_HUMAN	tr|A0A8C2VST0|A0A8C2VST0_CHILA
OG0000085	sp|Q08AH1|ACSM1_HUMAN	tr|A0A8C2YTT0|A0A8C2YTT0_CHILA
OG0000085	sp|Q68CK6|ACS2B_HUMAN, sp|Q08AH3|ACS2A_HUMAN	tr|A0A8C2VY84|A0A8C2VY84_CHILA
OG0000085	sp|Q6P461|ACSM6_HUMAN, sp|P0C7M7|ACSM4_HUMAN	tr|A0A8C2YUR0|A0A8C2YUR0_CHILA
OG0000086	sp|Q99456|K1C12_HUMAN	tr|A0A8C2W4U2|A0A8C2W4U2_CHILA
OG0000086	sp|P35527|K1C9_HUMAN	tr|A0A8C2YSF9|A0A8C2YSF9_CHILA, tr|A0A8C2W2P3|A0A8C2W2P3_CHILA, tr|A0A8C2VYC9|A0A8C2VYC9_CHILA, tr|A0A8C2W0W8|A0A8C2W0W8_CHILA, tr|A0A8C2W4B9|A0A8C2W4B9_CHILA, tr|A0A8C2W2I9|A0A8C2W2I9_CHILA, tr|A0A8C2YUY7|A0A8C2YUY7_CHILA, tr|A0A8C2W0C8|A0A8C2W0C8_CHILA, tr|A0A8C2YUG6|A0A8C2YUG6_CHILA
OG0000087	sp|P16104|H2AX_HUMAN	tr|A0A8C2W691|A0A8C2W691_CHILA
OG0000087	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A8C2WF04|A0A8C2WF04_CHILA
OG0000087	sp|Q16777|H2A2C_HUMAN	tr|A0A8C2W5V8|A0A8C2W5V8_CHILA
OG0000087	sp|Q96QV6|H2A1A_HUMAN	tr|A0A8C2WDR6|A0A8C2WDR6_CHILA
OG0000087	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A8C2WB41|A0A8C2WB41_CHILA
OG0000088	sp|P07864|LDHC_HUMAN	tr|A0A8C2W8S3|A0A8C2W8S3_CHILA
OG0000088	sp|P07195|LDHB_HUMAN	tr|A0A8C2YU82|A0A8C2YU82_CHILA
OG0000088	sp|P00338|LDHA_HUMAN	tr|A0A8C2YIH0|A0A8C2YIH0_CHILA, tr|A0A8C2V1H8|A0A8C2V1H8_CHILA, tr|A0A8C2W0P0|A0A8C2W0P0_CHILA, tr|A0A8C2YSD7|A0A8C2YSD7_CHILA, tr|A0A8C2WB18|A0A8C2WB18_CHILA
OG0000089	sp|P00352|AL1A1_HUMAN	tr|A0A8C2UKY7|A0A8C2UKY7_CHILA, tr|A0A8C2V482|A0A8C2V482_CHILA
OG0000089	sp|P47895|AL1A3_HUMAN	tr|A0A8C2YQI0|A0A8C2YQI0_CHILA
OG0000089	sp|P30837|AL1B1_HUMAN	tr|A0A8C2VYI4|A0A8C2VYI4_CHILA
OG0000089	sp|P05091|ALDH2_HUMAN	tr|A0A8C2VI27|A0A8C2VI27_CHILA
OG0000089	sp|O94788|AL1A2_HUMAN	tr|A0A8C2YNH6|A0A8C2YNH6_CHILA
OG0000090	sp|P28332|ADH6_HUMAN	tr|A0A8C2UTX4|A0A8C2UTX4_CHILA
OG0000090	sp|P08319|ADH4_HUMAN	tr|A0A8C2YRZ3|A0A8C2YRZ3_CHILA
OG0000090	sp|P11766|ADHX_HUMAN	tr|A0A8C2W4H1|A0A8C2W4H1_CHILA
OG0000090	sp|P40394|ADH7_HUMAN	tr|A0A8C2UTR6|A0A8C2UTR6_CHILA
OG0000090	sp|P00325|ADH1B_HUMAN, sp|P07327|ADH1A_HUMAN, sp|P00326|ADH1G_HUMAN	tr|A0A8C2UPH9|A0A8C2UPH9_CHILA
OG0000091	sp|P13637|AT1A3_HUMAN	tr|A0A8C2UJI5|A0A8C2UJI5_CHILA
OG0000091	sp|P05023|AT1A1_HUMAN	tr|A0A8C2V201|A0A8C2V201_CHILA
OG0000091	sp|P50993|AT1A2_HUMAN	tr|A0A8C2VUQ7|A0A8C2VUQ7_CHILA
OG0000091	sp|Q13733|AT1A4_HUMAN	tr|A0A8C2VRQ5|A0A8C2VRQ5_CHILA
OG0000091	sp|P54707|AT12A_HUMAN	tr|A0A8C2UTK2|A0A8C2UTK2_CHILA
OG0000091	sp|P20648|ATP4A_HUMAN	tr|A0A8C2W074|A0A8C2W074_CHILA
OG0000092	sp|Q8NGI8|O5AN1_HUMAN	tr|A0A8C2W5K1|A0A8C2W5K1_CHILA, tr|A0A8C2WE33|A0A8C2WE33_CHILA
OG0000092	sp|Q8NH09|OR8S1_HUMAN	tr|A0A8C2UVG6|A0A8C2UVG6_CHILA, tr|A0A8C2W824|A0A8C2W824_CHILA
OG0000092	sp|Q8NHC5|O14AG_HUMAN, sp|A6ND48|O14I1_HUMAN	tr|A0A8C2YV26|A0A8C2YV26_CHILA
OG0000092	sp|Q8NGI9|OR5A2_HUMAN	tr|A0A8C2YV38|A0A8C2YV38_CHILA
OG0000093	sp|Q58FG1|HS904_HUMAN	tr|A0A8C2VUW0|A0A8C2VUW0_CHILA
OG0000093	sp|Q58FF8|H90B2_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q14568|HS902_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|Q58FF7|H90B3_HUMAN, sp|P08238|HS90B_HUMAN	tr|A0A8C2YTV6|A0A8C2YTV6_CHILA
OG0000093	sp|P07900|HS90A_HUMAN	tr|A0A8C2UZK3|A0A8C2UZK3_CHILA, tr|A0A8C2YKV0|A0A8C2YKV0_CHILA
OG0000097	sp|Q30154|DRB5_HUMAN, sp|P01911|DRB1_HUMAN, sp|P79483|DRB3_HUMAN, sp|P13762|DRB4_HUMAN	tr|A0A8C2VVR4|A0A8C2VVR4_CHILA, tr|A0A8C2W3E5|A0A8C2W3E5_CHILA
OG0000097	sp|P05538|DQB2_HUMAN, sp|P01920|DQB1_HUMAN	tr|A0A8C2VNH6|A0A8C2VNH6_CHILA
OG0000097	sp|P04440|DPB1_HUMAN	tr|A0A8C2VUR3|A0A8C2VUR3_CHILA
OG0000098	sp|Q14141|SEPT6_HUMAN	tr|A0A8C2YP21|A0A8C2YP21_CHILA
OG0000098	sp|Q9NVA2|SEP11_HUMAN	tr|A0A8C2V1L8|A0A8C2V1L8_CHILA
OG0000098	sp|Q92599|SEPT8_HUMAN	tr|A0A8C2VUB6|A0A8C2VUB6_CHILA
OG0000098	sp|Q9P0V9|SEP10_HUMAN	tr|A0A8C2VVG8|A0A8C2VVG8_CHILA
OG0000098	sp|C0HM01|RBRP_HUMAN, sp|Q6ZU15|SEP14_HUMAN	tr|A0A8C2YLP3|A0A8C2YLP3_CHILA
OG0000099	sp|Q01118|SCN7A_HUMAN	tr|A0A8C2YK58|A0A8C2YK58_CHILA, tr|A0A8C2V745|A0A8C2V745_CHILA, tr|A0A8C2W2Q1|A0A8C2W2Q1_CHILA, tr|A0A8C2VP99|A0A8C2VP99_CHILA, tr|A0A8C2VD67|A0A8C2VD67_CHILA, tr|A0A8C2UMX4|A0A8C2UMX4_CHILA, tr|A0A8C2UU46|A0A8C2UU46_CHILA, tr|A0A8C2V103|A0A8C2V103_CHILA, tr|A0A8C2USU1|A0A8C2USU1_CHILA, tr|A0A8C2USH7|A0A8C2USH7_CHILA
