Orthogroup	Homo_sapiens	Ornithorhynchus_anatinus
OG0000033	sp|Q9Y5F7|PCDGL_HUMAN, sp|Q9UN70|PCDGK_HUMAN, sp|Q9Y5H2|PCDGB_HUMAN, sp|Q9Y5G6|PCDG7_HUMAN, sp|Q9Y5G7|PCDG6_HUMAN, sp|Q9Y5H4|PCDG1_HUMAN, sp|Q9Y5H1|PCDG2_HUMAN, sp|Q9Y5G8|PCDG5_HUMAN, sp|Q9Y5G9|PCDG4_HUMAN, sp|Q9Y5H0|PCDG3_HUMAN, sp|Q9Y5H3|PCDGA_HUMAN, sp|Q9Y5G4|PCDG9_HUMAN, sp|Q9Y5G5|PCDG8_HUMAN, sp|O60330|PCDGC_HUMAN, sp|Q9Y5F9|PCDGI_HUMAN, sp|Q9Y5F8|PCDGJ_HUMAN, sp|Q9Y5G0|PCDGH_HUMAN, sp|Q9UN71|PCDGG_HUMAN, sp|Q9Y5G3|PCDGD_HUMAN, sp|Q9Y5G2|PCDGE_HUMAN, sp|Q9Y5G1|PCDGF_HUMAN, sp|Q9Y5F6|PCDGM_HUMAN	tr|A0A6I8P804|A0A6I8P804_ORNAN
OG0000034	sp|A6NLX3|SPDE4_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUD3|SPD14_HUMAN	tr|A0A6I8NDU7|A0A6I8NDU7_ORNAN
OG0000036	sp|Q5FWF6|ZN789_HUMAN	tr|A0A6I8PJC9|A0A6I8PJC9_ORNAN, tr|A0A6I8NYX9|A0A6I8NYX9_ORNAN, tr|F7EY44|F7EY44_ORNAN, tr|A0A6I8P054|A0A6I8P054_ORNAN, tr|A0A6I8NQW3|A0A6I8NQW3_ORNAN, tr|A0A6I8NBQ0|A0A6I8NBQ0_ORNAN, tr|F7F318|F7F318_ORNAN, tr|A0A6I8P8M6|A0A6I8P8M6_ORNAN, tr|A0A6I8NAM5|A0A6I8NAM5_ORNAN, tr|A0A6I8NG11|A0A6I8NG11_ORNAN, tr|A0A6I8PC66|A0A6I8PC66_ORNAN, tr|A0A6I8P5R5|A0A6I8P5R5_ORNAN, tr|A0A6I8PEY7|A0A6I8PEY7_ORNAN, tr|A0A6I8NC46|A0A6I8NC46_ORNAN, tr|A0A6I8NMT6|A0A6I8NMT6_ORNAN, tr|A0A6I8NZD4|A0A6I8NZD4_ORNAN, tr|A0A6I8NNS4|A0A6I8NNS4_ORNAN, tr|A0A6I8P1S0|A0A6I8P1S0_ORNAN, tr|A0A6I8PC53|A0A6I8PC53_ORNAN, tr|A0A6I8PI20|A0A6I8PI20_ORNAN, tr|A0A6I8PD40|A0A6I8PD40_ORNAN
OG0000037	sp|Q8NGU4|OR2I1_HUMAN	tr|F6VLC6|F6VLC6_ORNAN
OG0000037	sp|Q5JQS5|OR2BB_HUMAN	tr|F7FC48|F7FC48_ORNAN
OG0000037	sp|O76000|OR2B3_HUMAN, sp|P58173|OR2B6_HUMAN, sp|Q9GZK3|OR2B2_HUMAN	tr|F6YN21|F6YN21_ORNAN
OG0000037	sp|Q7Z3T1|OR2W3_HUMAN	tr|A0A6I8PQS8|A0A6I8PQS8_ORNAN, tr|F6YN49|F6YN49_ORNAN
OG0000038	sp|P35504|UD15_HUMAN, sp|P35503|UD13_HUMAN, sp|P22310|UD14_HUMAN, sp|P22309|UD11_HUMAN	tr|A0A6I8PJG8|A0A6I8PJG8_ORNAN
OG0000038	sp|Q9HAW9|UD18_HUMAN, sp|Q9HAW8|UD110_HUMAN, sp|Q9HAW7|UD17_HUMAN, sp|O60656|UD19_HUMAN, sp|P19224|UD16_HUMAN, sp|P16662|UD2B7_HUMAN, sp|O75310|UDB11_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|P36537|UDB10_HUMAN, sp|P06133|UD2B4_HUMAN, sp|O75795|UDB17_HUMAN, sp|P54855|UDB15_HUMAN, sp|P0DTE4|UD2A1_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|Q6UWM9|UD2A3_HUMAN	tr|A0A6I8PI52|A0A6I8PI52_ORNAN
OG0000042	sp|Q01546|K22O_HUMAN, sp|P12035|K2C3_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|P35908|K22E_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|P19013|K2C4_HUMAN, sp|O95678|K2C75_HUMAN, sp|P02538|K2C6A_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P13647|K2C5_HUMAN, sp|P08729|K2C7_HUMAN, sp|P05787|K2C8_HUMAN	tr|F6Z4D6|F6Z4D6_ORNAN
OG0000047	sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A075B6N1|TVB19_HUMAN, sp|A0A075B6N3|TVBX1_HUMAN, sp|A0A075B6N4|TVBY1_HUMAN, sp|A0A0K0K1B3|TVB30_HUMAN, sp|A0A5B6|TVB28_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN	tr|A0A6I8ND64|A0A6I8ND64_ORNAN
OG0000050	sp|Q9WJR5|POK19_HUMAN, sp|P63132|PO113_HUMAN, sp|P63136|POK25_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|P10266|POK10_HUMAN, sp|P63135|POK7_HUMAN, tr|B3KNS4|B3KNS4_HUMAN, sp|P61568|ENK11_HUMAN, sp|Q902F9|EN113_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|P61576|REC04_HUMAN, sp|P61574|RE113_HUMAN, sp|P61578|REC16_HUMAN	tr|A0A6I8NBJ4|A0A6I8NBJ4_ORNAN
OG0000051	sp|Q8NH41|OR4KF_HUMAN, sp|Q8NGD3|OR4K5_HUMAN	tr|F7ASZ6|F7ASZ6_ORNAN
OG0000051	sp|Q8NGD4|OR4K1_HUMAN, sp|Q8NH43|OR4L1_HUMAN, sp|Q8NGD5|OR4KE_HUMAN, sp|Q8NH42|OR4KD_HUMAN, sp|Q8NGD2|OR4K2_HUMAN, sp|Q96R72|OR4K3_HUMAN, sp|Q8NGC6|OR4KH_HUMAN, sp|Q8NGA8|O4F17_HUMAN, sp|Q8NH21|OR4F5_HUMAN, sp|Q96R69|OR4F4_HUMAN, sp|Q8NGB8|O4F15_HUMAN, sp|O95013|O4F21_HUMAN, sp|Q6IEY1|OR4F3_HUMAN, sp|Q8NGB9|OR4F6_HUMAN	tr|F7D7I1|F7D7I1_ORNAN
OG0000052	sp|Q16777|H2A2C_HUMAN	tr|F7A6K4|F7A6K4_ORNAN
OG0000052	sp|P0C0S8|H2A1_HUMAN	tr|A0A6I8N241|A0A6I8N241_ORNAN, tr|A0A6I8P814|A0A6I8P814_ORNAN, tr|A0A6I8N7N1|A0A6I8N7N1_ORNAN
OG0000052	sp|Q6FI13|H2A2A_HUMAN	tr|A0A6I8NE74|A0A6I8NE74_ORNAN, tr|A0A6I8MZ90|A0A6I8MZ90_ORNAN, tr|A0A6I8PD60|A0A6I8PD60_ORNAN, tr|A0A6I8PF82|A0A6I8PF82_ORNAN
OG0000055	sp|Q8NG06|TRI58_HUMAN, sp|O00635|TRI38_HUMAN, sp|Q9C037|TRIM4_HUMAN, sp|Q9Y577|TRI17_HUMAN, sp|Q96F44|TRI11_HUMAN, sp|O15553|MEFV_HUMAN, sp|P14373|TRI27_HUMAN, sp|Q9HCM9|TRI39_HUMAN, sp|Q5TA31|RN187_HUMAN, sp|Q8N7C3|TRIMM_HUMAN, sp|Q6AZZ1|TRI68_HUMAN, sp|P19474|RO52_HUMAN, sp|Q9C030|TRIM6_HUMAN, sp|Q8IYM9|TRI22_HUMAN, sp|Q9BYJ4|TRI34_HUMAN, sp|Q9C035|TRIM5_HUMAN	tr|F7BJ36|F7BJ36_ORNAN
OG0000057	sp|P0DW14|TFKLJ_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|Q15544|TAF11_HUMAN	tr|F7DF11|F7DF11_ORNAN
OG0000059	sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, sp|Q96R48|OR2A5_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN	tr|F6Y6X4|F6Y6X4_ORNAN
OG0000060	sp|A0A0B4J279|TVA21_HUMAN, sp|A0A0B4J274|TVA20_HUMAN	tr|F6YW27|F6YW27_ORNAN, tr|F6YW44|F6YW44_ORNAN, tr|A0A6I8NVC9|A0A6I8NVC9_ORNAN, tr|A0A6I8NQI8|A0A6I8NQI8_ORNAN, tr|A0A6I8PA90|A0A6I8PA90_ORNAN, tr|F6YW18|F6YW18_ORNAN, tr|A0A6I8P0S8|A0A6I8P0S8_ORNAN, tr|A0A6I8MZC7|A0A6I8MZC7_ORNAN, tr|F6YW74|F6YW74_ORNAN, tr|A0A6I8PCR6|A0A6I8PCR6_ORNAN, tr|A0A6I8NHN3|A0A6I8NHN3_ORNAN, tr|A0A6I8PF38|A0A6I8PF38_ORNAN, tr|F6ZNC0|F6ZNC0_ORNAN, tr|F6ZNC6|F6ZNC6_ORNAN
OG0000066	sp|P23527|H2B1O_HUMAN	tr|A0A6I8P6E9|A0A6I8P6E9_ORNAN, tr|A0A6I8NRE4|A0A6I8NRE4_ORNAN, tr|A0A6I8N139|A0A6I8N139_ORNAN
OG0000066	sp|Q16778|H2B2E_HUMAN	tr|A0A6I8P837|A0A6I8P837_ORNAN, tr|F7FXJ1|F7FXJ1_ORNAN, tr|F6TQV0|F6TQV0_ORNAN, tr|F6VIN7|F6VIN7_ORNAN, tr|F6UA17|F6UA17_ORNAN, tr|A0A6I8NCW6|A0A6I8NCW6_ORNAN, tr|F7CMZ3|F7CMZ3_ORNAN, tr|A0A6I8NTJ4|A0A6I8NTJ4_ORNAN, tr|F7FQI5|F7FQI5_ORNAN, tr|F7DNX4|F7DNX4_ORNAN
OG0000068	sp|Q9BYD9|ACTT3_HUMAN	tr|A0A6I8NK49|A0A6I8NK49_ORNAN, tr|F7CIV4|F7CIV4_ORNAN, tr|F6U3I7|F6U3I7_ORNAN, tr|F7E1F2|F7E1F2_ORNAN, tr|A0A6I8PFY6|A0A6I8PFY6_ORNAN, tr|F7F4W9|F7F4W9_ORNAN, tr|F7E7I5|F7E7I5_ORNAN, tr|F6UDX9|F6UDX9_ORNAN, tr|A0A6I8PD44|A0A6I8PD44_ORNAN, tr|F6QWB7|F6QWB7_ORNAN, tr|F7EG46|F7EG46_ORNAN, tr|F7D0M4|F7D0M4_ORNAN, tr|A0A6I8NB69|A0A6I8NB69_ORNAN, tr|A0A6I8NCA1|A0A6I8NCA1_ORNAN
OG0000072	sp|Q8NGM9|OR8D4_HUMAN, sp|Q8WZ84|OR8D1_HUMAN, sp|Q9GZM6|OR8D2_HUMAN, sp|Q8NGG7|OR8A1_HUMAN, sp|Q8NGG8|OR8B3_HUMAN, sp|Q96RD0|OR8B2_HUMAN, sp|Q96RC9|OR8B4_HUMAN, sp|Q15620|OR8B8_HUMAN, sp|Q8NGG6|OR8BC_HUMAN, sp|Q6IF36|O8G2P_HUMAN, sp|P0DMU2|OR83P_HUMAN, sp|Q15617|OR8G1_HUMAN, sp|Q8NG78|OR8G5_HUMAN	tr|F6QKB7|F6QKB7_ORNAN
OG0000075	sp|Q8NGV5|O13D1_HUMAN, sp|Q8NGT2|O13J1_HUMAN, sp|Q8NGT1|OR2K2_HUMAN, sp|Q8NGS4|O13F1_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGS6|O13C3_HUMAN	tr|F6U9J8|F6U9J8_ORNAN
OG0000078	sp|Q71DI3|H32_HUMAN	tr|F7AQ86|F7AQ86_ORNAN, tr|F6QTF3|F6QTF3_ORNAN, tr|A0A6I8P8G4|A0A6I8P8G4_ORNAN, tr|A0A6I8N487|A0A6I8N487_ORNAN, tr|K7EDQ4|K7EDQ4_ORNAN, tr|A0A6I8NG34|A0A6I8NG34_ORNAN, tr|A0A6I8P3N2|A0A6I8P3N2_ORNAN, tr|A0A6I8N397|A0A6I8N397_ORNAN, tr|A0A6I8NMS9|A0A6I8NMS9_ORNAN, tr|A0A6I8P9D0|A0A6I8P9D0_ORNAN, tr|F6VY96|F6VY96_ORNAN, tr|A0A6I8NU74|A0A6I8NU74_ORNAN, tr|F7F5J0|F7F5J0_ORNAN
OG0000079	sp|Q8IW75|SPA12_HUMAN	tr|F7DEQ3|F7DEQ3_ORNAN, tr|A0A6I8PB61|A0A6I8PB61_ORNAN, tr|A0A6I8NLR6|A0A6I8NLR6_ORNAN, tr|F6SWD3|F6SWD3_ORNAN, tr|F7DMU0|F7DMU0_ORNAN, tr|F7CZD2|F7CZD2_ORNAN, tr|F7DEE8|F7DEE8_ORNAN, tr|A0A6I8P6B6|A0A6I8P6B6_ORNAN, tr|F7G0Z9|F7G0Z9_ORNAN, tr|A0A6I8PBA7|A0A6I8PBA7_ORNAN, tr|A0A6I8NT22|A0A6I8NT22_ORNAN, tr|A0A6I8P0D1|A0A6I8P0D1_ORNAN, tr|F7EBS3|F7EBS3_ORNAN
OG0000080	sp|P39900|MMP12_HUMAN	tr|F7B3D4|F7B3D4_ORNAN
OG0000080	sp|P45452|MMP13_HUMAN	tr|F7B3E4|F7B3E4_ORNAN
OG0000080	sp|O60882|MMP20_HUMAN	tr|F7F710|F7F710_ORNAN
OG0000080	sp|P22894|MMP8_HUMAN	tr|F7B2W9|F7B2W9_ORNAN
OG0000080	sp|P03956|MMP1_HUMAN	tr|F7B3A2|F7B3A2_ORNAN
OG0000081	sp|Q8N339|MT1M_HUMAN	tr|F7G3K7|F7G3K7_ORNAN
OG0000081	sp|P02795|MT2_HUMAN, sp|P04733|MT1F_HUMAN, sp|Q93083|MT1L_HUMAN, sp|P04732|MT1E_HUMAN, sp|P04731|MT1A_HUMAN, sp|P07438|MT1B_HUMAN, sp|P80294|MT1H_HUMAN, sp|P80297|MT1X_HUMAN, sp|P0DM35|M1BL1_HUMAN, sp|P13640|MT1G_HUMAN	tr|A0A6I8NN99|A0A6I8NN99_ORNAN
OG0000085	sp|A8K4G0|CLM7_HUMAN, sp|Q8TDQ1|CLM1_HUMAN, sp|Q6UXZ3|CLM5_HUMAN	tr|A0A6I8PIK8|A0A6I8PIK8_ORNAN, tr|A0A6I8NK56|A0A6I8NK56_ORNAN, tr|A0A6I8MZA8|A0A6I8MZA8_ORNAN, tr|F7EX51|F7EX51_ORNAN, tr|F7DW88|F7DW88_ORNAN, tr|A0A6I8PE22|A0A6I8PE22_ORNAN, tr|A0A6I8PH85|A0A6I8PH85_ORNAN, tr|F7D8W3|F7D8W3_ORNAN, tr|A0A6I8PLP5|A0A6I8PLP5_ORNAN, tr|A0A6I8NE56|A0A6I8NE56_ORNAN
OG0000087	sp|Q01955|CO4A3_HUMAN	tr|A0A6I8PIA1|A0A6I8PIA1_ORNAN
OG0000087	sp|P53420|CO4A4_HUMAN	tr|F7FC67|F7FC67_ORNAN
OG0000087	sp|P08572|CO4A2_HUMAN	tr|F7G4P8|F7G4P8_ORNAN
OG0000087	sp|Q14031|CO4A6_HUMAN	tr|F7G3B8|F7G3B8_ORNAN
OG0000087	sp|P29400|CO4A5_HUMAN	tr|A0A6I8NZ74|A0A6I8NZ74_ORNAN
OG0000089	sp|P55774|CCL18_HUMAN, sp|P16619|CL3L1_HUMAN, sp|P10147|CCL3_HUMAN, sp|P22362|CCL1_HUMAN, sp|O00626|CCL22_HUMAN, sp|O15467|CCL16_HUMAN, sp|Q16627|CCL14_HUMAN, sp|P13501|CCL5_HUMAN, sp|P13236|CCL4_HUMAN, sp|Q8NHW4|CC4L_HUMAN, tr|A0A0G2JLY3|A0A0G2JLY3_HUMAN	tr|A0A6I8PG54|A0A6I8PG54_ORNAN
OG0000090	sp|P22460|KCNA5_HUMAN	tr|A0A6I8MX46|A0A6I8MX46_ORNAN
OG0000090	sp|P17658|KCNA6_HUMAN	tr|F6VIL0|F6VIL0_ORNAN
OG0000090	sp|Q09470|KCNA1_HUMAN	tr|F7G3Z7|F7G3Z7_ORNAN
OG0000090	sp|P16389|KCNA2_HUMAN	tr|F7A2Q7|F7A2Q7_ORNAN
OG0000090	sp|P22001|KCNA3_HUMAN	tr|A0A6I8NV72|A0A6I8NV72_ORNAN
OG0000090	sp|Q96RP8|KCNA7_HUMAN	tr|F7EG19|F7EG19_ORNAN
OG0000091	sp|Q6UVW9|CLC2A_HUMAN	tr|A0A6I8P2Z0|A0A6I8P2Z0_ORNAN, tr|A0A6I8NSB7|A0A6I8NSB7_ORNAN, tr|A0A6I8PEJ1|A0A6I8PEJ1_ORNAN, tr|F7EQE6|F7EQE6_ORNAN
OG0000091	sp|Q07108|CD69_HUMAN, sp|Q96E93|KLRG1_HUMAN, sp|Q92478|CLC2B_HUMAN, sp|Q9UHP7|CLC2D_HUMAN	tr|A0A6I8NDR6|A0A6I8NDR6_ORNAN, tr|A0A6I8P6N5|A0A6I8P6N5_ORNAN, tr|F7C7H4|F7C7H4_ORNAN
OG0000092	sp|Q8N2W9|PIAS4_HUMAN	tr|A0A6I8PF85|A0A6I8PF85_ORNAN, tr|F7ERB3|F7ERB3_ORNAN, tr|A0A6I8PFF0|A0A6I8PFF0_ORNAN, tr|K7ED30|K7ED30_ORNAN, tr|K7EEW5|K7EEW5_ORNAN, tr|A0A6I8NDI3|A0A6I8NDI3_ORNAN, tr|A0A6I8PHL9|A0A6I8PHL9_ORNAN, tr|A0A6I8NZY3|A0A6I8NZY3_ORNAN, tr|K7EFW2|K7EFW2_ORNAN, tr|A0A6I8NLU7|A0A6I8NLU7_ORNAN, tr|K7EGF1|K7EGF1_ORNAN
OG0000095	sp|Q2M2I5|K1C24_HUMAN	tr|A0A6I8NV22|A0A6I8NV22_ORNAN, tr|F6SGE2|F6SGE2_ORNAN, tr|A0A6I8NIA8|A0A6I8NIA8_ORNAN
OG0000095	sp|P13645|K1C10_HUMAN	tr|A0A6I8NDI2|A0A6I8NDI2_ORNAN, tr|F6SGC6|F6SGC6_ORNAN, tr|F6SGD5|F6SGD5_ORNAN, tr|A0A6I8PEY8|A0A6I8PEY8_ORNAN, tr|F7FXM9|F7FXM9_ORNAN, tr|F7B309|F7B309_ORNAN, tr|F7BV15|F7BV15_ORNAN
OG0000096	sp|Q9UKF2|ADA30_HUMAN	tr|F6XF17|F6XF17_ORNAN, tr|A0A6I8P794|A0A6I8P794_ORNAN, tr|F7FV60|F7FV60_ORNAN, tr|F6ZFS7|F6ZFS7_ORNAN, tr|F6X6Q3|F6X6Q3_ORNAN, tr|F6X6S3|F6X6S3_ORNAN, tr|A0A6I8N8H4|A0A6I8N8H4_ORNAN, tr|A0A6I8P3D8|A0A6I8P3D8_ORNAN, tr|A0A6I8NJW9|A0A6I8NJW9_ORNAN, tr|F7FHJ5|F7FHJ5_ORNAN, tr|F6RQX8|F6RQX8_ORNAN
OG0000097	sp|Q9ULC6|PADI1_HUMAN	tr|A0A6I8NV05|A0A6I8NV05_ORNAN
OG0000097	sp|Q9ULW8|PADI3_HUMAN	tr|K7EHD5|K7EHD5_ORNAN
OG0000097	sp|Q9Y2J8|PADI2_HUMAN	tr|A0A6I8N0Y9|A0A6I8N0Y9_ORNAN
OG0000097	sp|Q6TGC4|PADI6_HUMAN, sp|Q9UM07|PADI4_HUMAN	tr|F6RL45|F6RL45_ORNAN, tr|F7G020|F7G020_ORNAN, tr|F6SL72|F6SL72_ORNAN
OG0000100	sp|Q04725|TLE2_HUMAN	tr|F6WJX7|F6WJX7_ORNAN
OG0000100	sp|Q04727|TLE4_HUMAN	tr|A0A6I8PCX9|A0A6I8PCX9_ORNAN
OG0000100	sp|Q04724|TLE1_HUMAN	tr|A0A6I8PP30|A0A6I8PP30_ORNAN
OG0000100	sp|Q04726|TLE3_HUMAN	tr|A0A6I8MZR3|A0A6I8MZR3_ORNAN
OG0000102	sp|Q8NH40|OR6S1_HUMAN, sp|Q8N148|OR6V1_HUMAN, sp|Q8NGU2|OR9A4_HUMAN, sp|Q8NGT5|OR9A2_HUMAN, sp|Q8NGU1|OR9A1_HUMAN, sp|Q8NGZ6|OR6F1_HUMAN, sp|Q8NH79|OR6X1_HUMAN, sp|Q8NGM8|OR6M1_HUMAN, sp|Q8NGC5|OR6J1_HUMAN, sp|Q8NGN1|OR6T1_HUMAN	tr|A0A6I8NEY2|A0A6I8NEY2_ORNAN
OG0000104	sp|P48741|HSP77_HUMAN, sp|P17066|HSP76_HUMAN	tr|F6UIZ9|F6UIZ9_ORNAN, tr|A0A6I8PEP1|A0A6I8PEP1_ORNAN
OG0000104	sp|P54652|HSP72_HUMAN	tr|F6ZXI7|F6ZXI7_ORNAN
OG0000104	sp|P11142|HSP7C_HUMAN	tr|F7C291|F7C291_ORNAN
OG0000106	sp|Q9HBG7|LY9_HUMAN	tr|A0A6I8N006|A0A6I8N006_ORNAN, tr|A0A6I8NA22|A0A6I8NA22_ORNAN, tr|A0A6I8NVH3|A0A6I8NVH3_ORNAN, tr|A0A6I8NJG1|A0A6I8NJG1_ORNAN, tr|K7EEY3|K7EEY3_ORNAN, tr|A0A6I8N4I5|A0A6I8N4I5_ORNAN
OG0000106	sp|Q96A28|SLAF9_HUMAN, sp|Q9NQ25|SLAF7_HUMAN, sp|Q9UIB8|SLAF5_HUMAN	tr|A0A6I8NBT9|A0A6I8NBT9_ORNAN
OG0000107	sp|Q15615|OR4D1_HUMAN, sp|P58180|OR4D2_HUMAN	tr|F7FHT0|F7FHT0_ORNAN, tr|F7FHT5|F7FHT5_ORNAN, tr|F7A5R1|F7A5R1_ORNAN, tr|F7FI20|F7FI20_ORNAN, tr|A0A6I8MZD9|A0A6I8MZD9_ORNAN, tr|A0A6I8NUD9|A0A6I8NUD9_ORNAN, tr|A0A6I8PKS4|A0A6I8PKS4_ORNAN, tr|F7A5T0|F7A5T0_ORNAN, tr|F6UUB7|F6UUB7_ORNAN
OG0000109	sp|Q6ZN66|GBP6_HUMAN, sp|Q96PP9|GBP4_HUMAN, sp|Q8N8V2|GBP7_HUMAN	tr|F7BZV0|F7BZV0_ORNAN
OG0000109	sp|Q96PP8|GBP5_HUMAN, sp|Q9H0R5|GBP3_HUMAN, sp|P32455|GBP1_HUMAN, sp|P32456|GBP2_HUMAN	tr|A0A6I8N312|A0A6I8N312_ORNAN, tr|A0A6I8NV33|A0A6I8NV33_ORNAN, tr|A0A6I8NDC3|A0A6I8NDC3_ORNAN
OG0000111	sp|Q6W4X9|MUC6_HUMAN	tr|A0A6I8N3A6|A0A6I8N3A6_ORNAN
OG0000111	sp|Q02817|MUC2_HUMAN	tr|A0A6I8N843|A0A6I8N843_ORNAN
OG0000111	sp|Q9HC84|MUC5B_HUMAN	tr|A0A6I8NZ05|A0A6I8NZ05_ORNAN
OG0000111	sp|P98088|MUC5A_HUMAN	tr|A0A6I8MZS3|A0A6I8MZS3_ORNAN
OG0000113	sp|Q4G0T1|SRCRM_HUMAN	tr|F7EXR3|F7EXR3_ORNAN, tr|A0A6I8NW97|A0A6I8NW97_ORNAN, tr|F7EXQ9|F7EXQ9_ORNAN, tr|F6YXG0|F6YXG0_ORNAN, tr|F6TZP1|F6TZP1_ORNAN, tr|F6W080|F6W080_ORNAN, tr|F6TEB0|F6TEB0_ORNAN, tr|F7ETU1|F7ETU1_ORNAN, tr|F6W058|F6W058_ORNAN, tr|F7G547|F7G547_ORNAN
OG0000118	sp|Q63HK3|ZKSC2_HUMAN	tr|A0A6I8N6Q0|A0A6I8N6Q0_ORNAN
OG0000118	sp|P17040|ZSC20_HUMAN	tr|A0A6I8NU40|A0A6I8NU40_ORNAN
OG0000118	sp|Q8IWY8|ZSC29_HUMAN	tr|F6YR66|F6YR66_ORNAN, tr|A0A6I8NNQ9|A0A6I8NNQ9_ORNAN, tr|F6W347|F6W347_ORNAN, tr|A0A6I8P5H0|A0A6I8P5H0_ORNAN
OG0000119	sp|P02533|K1C14_HUMAN	tr|F7FXN8|F7FXN8_ORNAN
OG0000119	sp|P08779|K1C16_HUMAN, sp|Q04695|K1C17_HUMAN, sp|P13646|K1C13_HUMAN, sp|P19012|K1C15_HUMAN, sp|P08727|K1C19_HUMAN, sp|P35527|K1C9_HUMAN, sp|Q99456|K1C12_HUMAN	tr|F7EGJ2|F7EGJ2_ORNAN
OG0000120	sp|P08238|HS90B_HUMAN	tr|A0A6I8P1P4|A0A6I8P1P4_ORNAN
OG0000120	sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN, sp|Q14568|HS902_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|P07900|HS90A_HUMAN	tr|F6X099|F6X099_ORNAN
