Orthogroup	Homo_sapiens	Phyllostomus_discolor
OG0000061	sp|Q8NGM9|OR8D4_HUMAN, sp|Q8WZ84|OR8D1_HUMAN, sp|Q9GZM6|OR8D2_HUMAN, sp|Q6IF36|O8G2P_HUMAN, sp|P0DMU2|OR83P_HUMAN, sp|Q15617|OR8G1_HUMAN, sp|Q8NG78|OR8G5_HUMAN, sp|Q96RD0|OR8B2_HUMAN, sp|Q8NGG8|OR8B3_HUMAN, sp|Q15620|OR8B8_HUMAN, sp|Q8NGG6|OR8BC_HUMAN, sp|Q96RC9|OR8B4_HUMAN	tr|A0A6J2MXL5|A0A6J2MXL5_9CHIR
OG0000064	sp|A0A1W2PPF3|DUXB_HUMAN, sp|A6NLW8|DUXA_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|Q9UBX2|DUX4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN	tr|A0A7E6DHC1|A0A7E6DHC1_9CHIR
OG0000065	sp|Q8NGS5|O13C4_HUMAN	tr|A0A6J2KTA3|A0A6J2KTA3_9CHIR
OG0000065	sp|Q8NGS6|O13C3_HUMAN	tr|A0A6J2MCT5|A0A6J2MCT5_9CHIR
OG0000065	sp|Q8NGS7|O13C8_HUMAN	tr|A0A6J2N1V7|A0A6J2N1V7_9CHIR, tr|A0A6J2KSX7|A0A6J2KSX7_9CHIR, tr|A0A6J2KUP4|A0A6J2KUP4_9CHIR, tr|A0A6J2L1L2|A0A6J2L1L2_9CHIR, tr|A0A6J2MDX1|A0A6J2MDX1_9CHIR, tr|A0A6J2MCP1|A0A6J2MCP1_9CHIR, tr|A0A6J2MDR1|A0A6J2MDR1_9CHIR, tr|A0A6J2MCP0|A0A6J2MCP0_9CHIR, tr|A0A6J2MIH0|A0A6J2MIH0_9CHIR, tr|A0A6J2MGI1|A0A6J2MGI1_9CHIR
OG0000066	sp|Q14588|ZN234_HUMAN	tr|A0A7E6CPR9|A0A7E6CPR9_9CHIR
OG0000066	sp|Q9NYT6|ZN226_HUMAN, sp|Q9UJW7|ZN229_HUMAN, sp|Q02386|ZNF45_HUMAN	tr|A0A7E6CPV0|A0A7E6CPV0_9CHIR
OG0000066	sp|Q9UK10|ZN225_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q9UK12|ZN222_HUMAN	tr|A0A6J2N5I2|A0A6J2N5I2_9CHIR
OG0000067	sp|A6NGJ6|TRI64_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NLI5|TR64C_HUMAN	tr|A0A6J2LXW0|A0A6J2LXW0_9CHIR
OG0000067	sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|I1YAP6|TRI77_HUMAN	tr|A0A6J2LWC7|A0A6J2LWC7_9CHIR
OG0000072	sp|P47944|MT4_HUMAN	tr|A0A6J2KUY1|A0A6J2KUY1_9CHIR
OG0000072	sp|P04732|MT1E_HUMAN	tr|A0A6J2KQR6|A0A6J2KQR6_9CHIR
OG0000072	sp|P13640|MT1G_HUMAN, sp|P0DM35|M1BL1_HUMAN, sp|P80294|MT1H_HUMAN, sp|P04731|MT1A_HUMAN, sp|P07438|MT1B_HUMAN	tr|A0A6J2KUP2|A0A6J2KUP2_9CHIR
OG0000074	sp|Q9H210|OR2D2_HUMAN	tr|A0A6J2LUN8|A0A6J2LUN8_9CHIR, tr|A0A6J2LTT9|A0A6J2LTT9_9CHIR, tr|A0A6J2LUP3|A0A6J2LUP3_9CHIR, tr|A0A7E6E1B0|A0A7E6E1B0_9CHIR, tr|A0A6J2LV09|A0A6J2LV09_9CHIR, tr|A0A6J2LPT7|A0A6J2LPT7_9CHIR, tr|A0A7E6DSK3|A0A7E6DSK3_9CHIR, tr|A0A6J2LQZ9|A0A6J2LQZ9_9CHIR, tr|A0A6J2LPV0|A0A6J2LPV0_9CHIR, tr|A0A6J2LV47|A0A6J2LV47_9CHIR, tr|A0A6J2LR50|A0A6J2LR50_9CHIR, tr|A0A6J2LSL3|A0A6J2LSL3_9CHIR, tr|A0A6J2LY43|A0A6J2LY43_9CHIR
OG0000078	sp|P0C0S8|H2A1_HUMAN	tr|A0A6J2KWT5|A0A6J2KWT5_9CHIR
OG0000078	sp|Q96KK5|H2A1H_HUMAN	tr|A0A6J2L138|A0A6J2L138_9CHIR
OG0000078	sp|Q96QV6|H2A1A_HUMAN, sp|Q99878|H2A1J_HUMAN	tr|A0A6J2KV88|A0A6J2KV88_9CHIR
OG0000078	sp|P20671|H2A1D_HUMAN, sp|P04908|H2A1B_HUMAN, sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN, sp|Q6FI13|H2A2A_HUMAN	tr|A0A6J2KYE7|A0A6J2KYE7_9CHIR
OG0000080	sp|P48960|AGRE5_HUMAN	tr|A0A7E6EAD5|A0A7E6EAD5_9CHIR
OG0000080	sp|Q9BY15|AGRE3_HUMAN	tr|A0A6J2MBG5|A0A6J2MBG5_9CHIR
OG0000080	sp|Q86SQ3|AGRE4_HUMAN	tr|A0A7E6EA72|A0A7E6EA72_9CHIR
OG0000080	sp|Q9UHX3|AGRE2_HUMAN	tr|A0A6J2MFR2|A0A6J2MFR2_9CHIR
OG0000081	sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	tr|A0A6J2LEM9|A0A6J2LEM9_9CHIR
OG0000081	sp|P34931|HS71L_HUMAN	tr|A0A6J2LGR6|A0A6J2LGR6_9CHIR
OG0000081	sp|P54652|HSP72_HUMAN	tr|A0A6J2L2X1|A0A6J2L2X1_9CHIR
OG0000081	sp|P11142|HSP7C_HUMAN	tr|A0A6J2N3S2|A0A6J2N3S2_9CHIR, tr|A0A7E6DA01|A0A7E6DA01_9CHIR, tr|A0A7E6D9F0|A0A7E6D9F0_9CHIR
OG0000082	sp|O75526|RMXL2_HUMAN	tr|A0A6J2M3V6|A0A6J2M3V6_9CHIR
OG0000082	sp|A6NDE4|RBY1B_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN	tr|A0A6J2LXN1|A0A6J2LXN1_9CHIR
OG0000082	sp|Q96E39|RMXL1_HUMAN, sp|P38159|RBMX_HUMAN	tr|A0A6J2MGV9|A0A6J2MGV9_9CHIR
OG0000083	sp|Q8NG95|OR7G3_HUMAN, sp|Q8NGA0|OR7G1_HUMAN, sp|Q8NG99|OR7G2_HUMAN, sp|Q6IFN5|O7E24_HUMAN, sp|Q8NG98|OR7D4_HUMAN, sp|Q96RA2|OR7D2_HUMAN, sp|O14581|OR7AH_HUMAN, sp|Q8NGA2|OR7A2_HUMAN, sp|O76100|OR7AA_HUMAN, sp|Q15622|OR7A5_HUMAN, sp|O76099|OR7C1_HUMAN, sp|O60412|OR7C2_HUMAN	tr|A0A6J2MAA2|A0A6J2MAA2_9CHIR
OG0000089	sp|P12018|VPREB_HUMAN, sp|A0A075B6H9|LV469_HUMAN, sp|A0A075B6I1|LV460_HUMAN, sp|A0A075B6K6|LV403_HUMAN, sp|A0A0B4J1Y8|LV949_HUMAN, sp|A0A0A0MRZ9|LV552_HUMAN, sp|A0A075B6J1|LV537_HUMAN, sp|A0A075B6I3|LVK55_HUMAN, sp|A0A075B6I7|LV548_HUMAN, sp|A0A087WSX0|LV545_HUMAN, sp|A0A0G2JS06|LV539_HUMAN	tr|A0A7E6CSA4|A0A7E6CSA4_9CHIR
OG0000090	sp|Q8WWP7|GIMA1_HUMAN	tr|A0A6J2MT02|A0A6J2MT02_9CHIR, tr|A0A6J2MNG4|A0A6J2MNG4_9CHIR, tr|A0A6J2MNH9|A0A6J2MNH9_9CHIR, tr|A0A6J2MVJ9|A0A6J2MVJ9_9CHIR, tr|A0A7E6CIZ4|A0A7E6CIZ4_9CHIR, tr|A0A6J2MT07|A0A6J2MT07_9CHIR
OG0000090	sp|Q96F15|GIMA5_HUMAN	tr|A0A7E6CH73|A0A7E6CH73_9CHIR, tr|A0A6J2MQP9|A0A6J2MQP9_9CHIR, tr|A0A7E6CL39|A0A7E6CL39_9CHIR, tr|A0A7E6CJ73|A0A7E6CJ73_9CHIR
OG0000091	sp|A6NI73|LIRA5_HUMAN	tr|A0A7E6CNP7|A0A7E6CNP7_9CHIR, tr|A0A7E6CRR9|A0A7E6CRR9_9CHIR, tr|A0A7E6CNM9|A0A7E6CNM9_9CHIR, tr|A0A6J2N0F6|A0A6J2N0F6_9CHIR, tr|A0A7E6CPK9|A0A7E6CPK9_9CHIR, tr|A0A7E6CNU3|A0A7E6CNU3_9CHIR, tr|A0A7E6CNX6|A0A7E6CNX6_9CHIR, tr|A0A6J2N4W8|A0A6J2N4W8_9CHIR, tr|A0A7E6CRB8|A0A7E6CRB8_9CHIR, tr|A0A7E6CP98|A0A7E6CP98_9CHIR, tr|A0A7E6CNW4|A0A7E6CNW4_9CHIR
OG0000092	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A6J2LZQ8|A0A6J2LZQ8_9CHIR, tr|A0A6J2LSL8|A0A6J2LSL8_9CHIR, tr|A0A6J2LZE8|A0A6J2LZE8_9CHIR
OG0000092	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A7E6E067|A0A7E6E067_9CHIR, tr|A0A6J2M3Z0|A0A6J2M3Z0_9CHIR, tr|A0A6J2LZI3|A0A6J2LZI3_9CHIR, tr|A0A6J2LYE6|A0A6J2LYE6_9CHIR, tr|A0A6J2LUP7|A0A6J2LUP7_9CHIR, tr|A0A6J2M073|A0A6J2M073_9CHIR, tr|A0A6J2M0L1|A0A6J2M0L1_9CHIR
OG0000093	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A6J2M3S5|A0A6J2M3S5_9CHIR, tr|A0A6J2M0A5|A0A6J2M0A5_9CHIR, tr|A0A6J2M3B4|A0A6J2M3B4_9CHIR
OG0000093	sp|Q8NGI4|OR4DB_HUMAN	tr|A0A6J2M3Q7|A0A6J2M3Q7_9CHIR
OG0000093	sp|Q8NGI6|OR4DA_HUMAN	tr|A0A6J2M088|A0A6J2M088_9CHIR, tr|A0A6J2M3A9|A0A6J2M3A9_9CHIR, tr|A0A6J2M0A0|A0A6J2M0A0_9CHIR, tr|A0A6J2M3S1|A0A6J2M3S1_9CHIR
OG0000094	sp|P50993|AT1A2_HUMAN	tr|A0A6J2N839|A0A6J2N839_9CHIR
OG0000094	sp|P05023|AT1A1_HUMAN	tr|A0A6J2KUY7|A0A6J2KUY7_9CHIR
OG0000094	sp|P13637|AT1A3_HUMAN	tr|A0A6J2N145|A0A6J2N145_9CHIR
OG0000094	sp|Q13733|AT1A4_HUMAN	tr|A0A6J2N3J8|A0A6J2N3J8_9CHIR
OG0000094	sp|P20648|ATP4A_HUMAN	tr|A0A7E6CPU7|A0A7E6CPU7_9CHIR
OG0000094	sp|P54707|AT12A_HUMAN	tr|A0A7E6D4Y8|A0A7E6D4Y8_9CHIR
OG0000095	sp|Q9UI33|SCNBA_HUMAN	tr|A0A7E6E4Y5|A0A7E6E4Y5_9CHIR
OG0000095	sp|Q01118|SCN7A_HUMAN	tr|A0A6J2M535|A0A6J2M535_9CHIR, tr|A0A7E6E5S3|A0A7E6E5S3_9CHIR, tr|A0A6J2MAZ2|A0A6J2MAZ2_9CHIR, tr|A0A7E6D790|A0A7E6D790_9CHIR, tr|A0A6J2LJ01|A0A6J2LJ01_9CHIR, tr|A0A6J2LDJ0|A0A6J2LDJ0_9CHIR, tr|A0A6J2LCZ4|A0A6J2LCZ4_9CHIR, tr|A0A6J2L957|A0A6J2L957_9CHIR, tr|A0A7E6DJJ2|A0A7E6DJJ2_9CHIR
OG0000097	sp|O95007|OR6B1_HUMAN	tr|A0A7E6CL14|A0A7E6CL14_9CHIR
OG0000097	sp|Q8NGX8|OR6Y1_HUMAN, sp|Q8NGX9|OR6P1_HUMAN, sp|Q9GZK7|O11A1_HUMAN, sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN	tr|A0A6J2M114|A0A6J2M114_9CHIR, tr|A0A6J2LY38|A0A6J2LY38_9CHIR
OG0000097	sp|O95222|OR6A2_HUMAN	tr|A0A6J2MZQ6|A0A6J2MZQ6_9CHIR, tr|A0A6J2LZV3|A0A6J2LZV3_9CHIR
OG0000098	sp|Q13131|AAPK1_HUMAN	tr|A0A6J2M1L8|A0A6J2M1L8_9CHIR
OG0000098	sp|P54646|AAPK2_HUMAN	tr|A0A6J2N3I4|A0A6J2N3I4_9CHIR, tr|A0A7E6CU01|A0A7E6CU01_9CHIR, tr|A0A6J2MYU6|A0A6J2MYU6_9CHIR, tr|A0A7E6CTZ8|A0A7E6CTZ8_9CHIR, tr|A0A7E6CU13|A0A7E6CU13_9CHIR, tr|A0A7E6CWD6|A0A7E6CWD6_9CHIR, tr|A0A6J2MNJ1|A0A6J2MNJ1_9CHIR, tr|A0A6J2MLM2|A0A6J2MLM2_9CHIR, tr|A0A6J2LNI6|A0A6J2LNI6_9CHIR
OG0000099	sp|Q8NH19|O10AG_HUMAN	tr|A0A6J2KXE4|A0A6J2KXE4_9CHIR, tr|A0A6J2L2N8|A0A6J2L2N8_9CHIR, tr|A0A6J2KXJ1|A0A6J2KXJ1_9CHIR, tr|A0A6J2LWN3|A0A6J2LWN3_9CHIR, tr|A0A6J2N552|A0A6J2N552_9CHIR, tr|A0A6J2MX27|A0A6J2MX27_9CHIR, tr|A0A6J2MFV5|A0A6J2MFV5_9CHIR, tr|A0A6J2N7P7|A0A6J2N7P7_9CHIR, tr|A0A6J2KZ79|A0A6J2KZ79_9CHIR, tr|A0A6J2LS68|A0A6J2LS68_9CHIR, tr|A0A6J2KWZ1|A0A6J2KWZ1_9CHIR
OG0000101	sp|P29400|CO4A5_HUMAN	tr|A0A7E6D039|A0A7E6D039_9CHIR
OG0000101	sp|P02462|CO4A1_HUMAN	tr|A0A6J2MWW8|A0A6J2MWW8_9CHIR
OG0000101	sp|Q01955|CO4A3_HUMAN	tr|A0A6J2LBP7|A0A6J2LBP7_9CHIR
OG0000101	sp|P53420|CO4A4_HUMAN	tr|A0A6J2LDK2|A0A6J2LDK2_9CHIR
OG0000101	sp|Q14031|CO4A6_HUMAN, sp|P08572|CO4A2_HUMAN	tr|A0A6J2MQM3|A0A6J2MQM3_9CHIR
OG0000103	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A6J2MES9|A0A6J2MES9_9CHIR
OG0000103	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A6J2MA17|A0A6J2MA17_9CHIR
OG0000103	sp|Q7Z3Y8|K1C27_HUMAN	tr|A0A6J2MD44|A0A6J2MD44_9CHIR
OG0000103	sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A6J2M8E7|A0A6J2M8E7_9CHIR
OG0000103	sp|P13645|K1C10_HUMAN, sp|Q2M2I5|K1C24_HUMAN	tr|A0A6J2MAZ4|A0A6J2MAZ4_9CHIR
OG0000105	sp|Q8NGH8|O56A4_HUMAN, sp|P0C7T3|O56A5_HUMAN	tr|A0A6J2M024|A0A6J2M024_9CHIR, tr|A0A6J2LYV7|A0A6J2LYV7_9CHIR, tr|A0A6J2M0X2|A0A6J2M0X2_9CHIR
OG0000105	sp|Q8NGH5|O56A1_HUMAN	tr|A0A6J2LY25|A0A6J2LY25_9CHIR, tr|A0A7E6E4Y2|A0A7E6E4Y2_9CHIR
OG0000105	sp|Q8NH54|O56A3_HUMAN	tr|A0A6J2M4E0|A0A6J2M4E0_9CHIR, tr|A0A6J2LYV0|A0A6J2LYV0_9CHIR
OG0000106	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A7E6D9T6|A0A7E6D9T6_9CHIR
OG0000106	sp|P09651|ROA1_HUMAN	tr|A0A6J2N9F2|A0A6J2N9F2_9CHIR
OG0000106	sp|P51991|ROA3_HUMAN	tr|A0A7E6DEB5|A0A7E6DEB5_9CHIR, tr|A0A7E6DW54|A0A7E6DW54_9CHIR, tr|A0A7E6DJH4|A0A7E6DJH4_9CHIR, tr|A0A7E6CZR9|A0A7E6CZR9_9CHIR
OG0000107	sp|Q92764|KRT35_HUMAN	tr|A0A6J2M8Z7|A0A6J2M8Z7_9CHIR
OG0000107	sp|O76013|KRT36_HUMAN	tr|A0A6J2M9G0|A0A6J2M9G0_9CHIR
OG0000107	sp|Q6A162|K1C40_HUMAN	tr|A0A6J2MCT6|A0A6J2MCT6_9CHIR, tr|A0A6J2M7G6|A0A6J2M7G6_9CHIR, tr|A0A6J2MCW6|A0A6J2MCW6_9CHIR, tr|A0A6J2MGV1|A0A6J2MGV1_9CHIR, tr|A0A6J2MD71|A0A6J2MD71_9CHIR, tr|A0A6J2MBZ9|A0A6J2MBZ9_9CHIR
OG0000108	sp|P04406|G3P_HUMAN	tr|A0A6J2LY29|A0A6J2LY29_9CHIR, tr|A0A6J2NBT1|A0A6J2NBT1_9CHIR, tr|A0A6J2N1E8|A0A6J2N1E8_9CHIR, tr|A0A7E6E672|A0A7E6E672_9CHIR, tr|A0A6J2N4L3|A0A6J2N4L3_9CHIR, tr|A0A6J2MB01|A0A6J2MB01_9CHIR, tr|A0A6J2L4R9|A0A6J2L4R9_9CHIR, tr|A0A7E6DHK0|A0A7E6DHK0_9CHIR, tr|A0A6J2NI13|A0A6J2NI13_9CHIR, tr|A0A6J2MV65|A0A6J2MV65_9CHIR
OG0000109	sp|Q05639|EF1A2_HUMAN	tr|A0A6J2MMP1|A0A6J2MMP1_9CHIR
OG0000109	sp|P68104|EF1A1_HUMAN, sp|Q5VTE0|EF1A3_HUMAN	tr|A0A6J2LG10|A0A6J2LG10_9CHIR, tr|A0A7E6DTS3|A0A7E6DTS3_9CHIR, tr|A0A7E6D807|A0A7E6D807_9CHIR, tr|A0A7E6E2J4|A0A7E6E2J4_9CHIR, tr|A0A7E6CZB4|A0A7E6CZB4_9CHIR, tr|A0A7E6CW78|A0A7E6CW78_9CHIR, tr|A0A7E6DYN0|A0A7E6DYN0_9CHIR
OG0000110	sp|Q3KPI0|CEA21_HUMAN	tr|A0A7E6CP64|A0A7E6CP64_9CHIR, tr|A0A7E6CRL1|A0A7E6CRL1_9CHIR, tr|A0A7E6CRL5|A0A7E6CRL5_9CHIR, tr|A0A7E6CMV3|A0A7E6CMV3_9CHIR, tr|A0A6J2MZX0|A0A6J2MZX0_9CHIR, tr|A0A6J2N207|A0A6J2N207_9CHIR, tr|A0A7E6CP63|A0A7E6CP63_9CHIR, tr|A0A7E6CP54|A0A7E6CP54_9CHIR, tr|A0A6J2N888|A0A6J2N888_9CHIR, tr|A0A6J2N2U3|A0A6J2N2U3_9CHIR
OG0000111	sp|O95671|ASML_HUMAN	tr|A0A6J2KVV0|A0A6J2KVV0_9CHIR, tr|A0A6J2KVS6|A0A6J2KVS6_9CHIR, tr|A0A6J2KWC9|A0A6J2KWC9_9CHIR, tr|A0A7E6D2F6|A0A7E6D2F6_9CHIR, tr|A0A6J2KWG3|A0A6J2KWG3_9CHIR, tr|A0A7E6D1K8|A0A7E6D1K8_9CHIR, tr|A0A7E6D2G0|A0A7E6D2G0_9CHIR, tr|A0A7E6D1P1|A0A7E6D1P1_9CHIR, tr|A0A6J2KVS1|A0A6J2KVS1_9CHIR, tr|A0A7E6D1J7|A0A7E6D1J7_9CHIR
OG0000112	sp|P13164|IFM1_HUMAN	tr|A0A6J2LWJ1|A0A6J2LWJ1_9CHIR, tr|A0A6J2LV63|A0A6J2LV63_9CHIR, tr|A0A6J2LV57|A0A6J2LV57_9CHIR, tr|A0A6J2LZP7|A0A6J2LZP7_9CHIR, tr|A0A6J2LY55|A0A6J2LY55_9CHIR, tr|A0A6J2LYL0|A0A6J2LYL0_9CHIR, tr|A0A6J2M1Z0|A0A6J2M1Z0_9CHIR, tr|A0A7E6E2N8|A0A7E6E2N8_9CHIR, tr|A0A6J2LUA5|A0A6J2LUA5_9CHIR, tr|A0A6J2LYL5|A0A6J2LYL5_9CHIR
OG0000119	sp|P29320|EPHA3_HUMAN	tr|A0A6J2KYK0|A0A6J2KYK0_9CHIR
OG0000119	sp|P54756|EPHA5_HUMAN	tr|A0A6J2LC91|A0A6J2LC91_9CHIR
OG0000119	sp|Q9UF33|EPHA6_HUMAN	tr|A0A7E6D6D2|A0A7E6D6D2_9CHIR
OG0000119	sp|P54764|EPHA4_HUMAN	tr|A0A7E6DHZ2|A0A7E6DHZ2_9CHIR
OG0000119	sp|Q15375|EPHA7_HUMAN	tr|A0A6J2LHL7|A0A6J2LHL7_9CHIR
OG0000120	sp|P01834|IGKC_HUMAN, sp|A0A0A0MT76|LJ01_HUMAN, sp|B9A064|IGLL5_HUMAN, sp|P15814|IGLL1_HUMAN, sp|P0CG04|IGLC1_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0DOY3|IGLC3_HUMAN, sp|A0M8Q6|IGLC7_HUMAN, sp|P0CF74|IGLC6_HUMAN	tr|A0A7E6CS99|A0A7E6CS99_9CHIR
OG0000121	sp|P08238|HS90B_HUMAN	tr|A0A6J2LCT7|A0A6J2LCT7_9CHIR
OG0000121	sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN, sp|Q14568|HS902_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|P07900|HS90A_HUMAN	tr|A0A6J2L1V1|A0A6J2L1V1_9CHIR
OG0000122	sp|P0DMU9|CT45A_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|P0DMV0|CT457_HUMAN, sp|P0DMU7|CT456_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|P0DMV1|CT458_HUMAN	tr|A0A6J2MM22|A0A6J2MM22_9CHIR
OG0000124	sp|Q147U1|ZN846_HUMAN, sp|Q9BR84|ZN559_HUMAN, sp|Q6V9R5|ZN562_HUMAN, sp|Q8N587|ZN561_HUMAN, sp|Q96MU6|ZN778_HUMAN, sp|Q9BUY5|ZN426_HUMAN, sp|Q96MR9|ZN560_HUMAN, sp|P58317|ZN121_HUMAN, sp|Q14584|ZN266_HUMAN	tr|A0A6J2MCR3|A0A6J2MCR3_9CHIR
OG0000125	sp|P10412|H14_HUMAN	tr|A0A6J2KUQ9|A0A6J2KUQ9_9CHIR
OG0000125	sp|P16401|H15_HUMAN	tr|A0A6J2KZ26|A0A6J2KZ26_9CHIR
OG0000125	sp|P16403|H12_HUMAN	tr|A0A6J2KV03|A0A6J2KV03_9CHIR, tr|A0A6J2L0L8|A0A6J2L0L8_9CHIR
OG0000125	sp|P16402|H13_HUMAN	tr|A0A6J2L0L3|A0A6J2L0L3_9CHIR
OG0000127	sp|Q7RTT3|SSX9_HUMAN, sp|Q7RTT5|SSX7_HUMAN, sp|Q99909|SSX3_HUMAN, sp|Q16385|SSX2_HUMAN, sp|O60225|SSX5_HUMAN, sp|O60224|SSX4_HUMAN, sp|Q7RTT4|SSX8_HUMAN, sp|Q16384|SSX1_HUMAN, sp|Q7RTT6|SSX6_HUMAN	tr|A0A7E6CZT0|A0A7E6CZT0_9CHIR
OG0000128	sp|Q96P47|AGAP3_HUMAN	tr|A0A6J2MM83|A0A6J2MM83_9CHIR
OG0000128	sp|Q9UPQ3|AGAP1_HUMAN, sp|Q5VUJ5|AGAP7_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q8TF27|AGA11_HUMAN	tr|A0A7E6DHX5|A0A7E6DHX5_9CHIR
OG0000129	sp|P54278|PMS2_HUMAN	tr|A0A6J2MWF0|A0A6J2MWF0_9CHIR
OG0000129	sp|Q68D20|PMS2L_HUMAN, sp|O95744|PM2P2_HUMAN, sp|A8MQ11|PM2P5_HUMAN, sp|A4D2B8|PM2P1_HUMAN, sp|Q13401|PM2P3_HUMAN, sp|Q13670|PM2PB_HUMAN, sp|Q9BT76|UPK3B_HUMAN	tr|A0A6J2MUY6|A0A6J2MUY6_9CHIR
OG0000130	sp|Q96PC5|MIA2_HUMAN, tr|A0A2R8YE69|A0A2R8YE69_HUMAN, sp|A4FU28|CTGE9_HUMAN, sp|Q8IX94|CTGE4_HUMAN, sp|P0CG41|CTGE8_HUMAN, sp|A4D2H0|CTGEF_HUMAN, sp|Q86UF2|CTGE6_HUMAN, sp|Q96RT6|CTGE2_HUMAN, sp|Q8IX95|CTGE3_HUMAN	tr|A0A7E6E049|A0A7E6E049_9CHIR
OG0000131	sp|Q8TD57|DYH3_HUMAN	tr|A0A6J2N5X7|A0A6J2N5X7_9CHIR
OG0000131	sp|Q8WXX0|DYH7_HUMAN	tr|A0A7E6DJ01|A0A7E6DJ01_9CHIR
OG0000131	sp|Q6ZR08|DYH12_HUMAN	tr|A0A6J2M3Y8|A0A6J2M3Y8_9CHIR
OG0000131	sp|Q0VDD8|DYH14_HUMAN	tr|A0A7E6CZB6|A0A7E6CZB6_9CHIR
OG0000131	sp|Q9P2D7|DYH1_HUMAN	tr|A0A7E6E6S8|A0A7E6E6S8_9CHIR
OG0000133	sp|Q9C035|TRIM5_HUMAN	tr|A0A6J2LYT6|A0A6J2LYT6_9CHIR, tr|A0A7E6E4S5|A0A7E6E4S5_9CHIR
OG0000133	sp|Q9BYJ4|TRI34_HUMAN, sp|Q8IYM9|TRI22_HUMAN	tr|A0A7E6E4Z3|A0A7E6E4Z3_9CHIR, tr|A0A6J2LZ70|A0A6J2LZ70_9CHIR
OG0000133	sp|Q9BZY9|TRI31_HUMAN, sp|Q9C030|TRIM6_HUMAN	tr|A0A6J2LWC6|A0A6J2LWC6_9CHIR
OG0000134	sp|Q7Z398|ZN550_HUMAN	tr|A0A6J2MZY4|A0A6J2MZY4_9CHIR
OG0000134	sp|P51504|ZNF80_HUMAN, sp|Q08ER8|ZN543_HUMAN, sp|Q14592|ZN460_HUMAN	tr|A0A6J2MYB7|A0A6J2MYB7_9CHIR
OG0000134	sp|O43296|ZN264_HUMAN, sp|Q5CZA5|ZN805_HUMAN	tr|A0A7E6CNS9|A0A7E6CNS9_9CHIR
OG0000135	sp|Q02817|MUC2_HUMAN	tr|A0A6J2LYN6|A0A6J2LYN6_9CHIR
OG0000135	sp|P98088|MUC5A_HUMAN	tr|A0A7E6E2Y5|A0A7E6E2Y5_9CHIR
OG0000135	sp|Q9HC84|MUC5B_HUMAN	tr|A0A7E6E4F9|A0A7E6E4F9_9CHIR, tr|A0A7E6E3N0|A0A7E6E3N0_9CHIR
