Orthogroup	Homo_sapiens	Ictidomys_tridecemlineatus
OG0000041	sp|Q8NGZ5|OR2G2_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|Q9GZK3|OR2B2_HUMAN, sp|P58173|OR2B6_HUMAN, sp|O76000|OR2B3_HUMAN, sp|Q5JQS5|OR2BB_HUMAN, sp|O95371|OR2C1_HUMAN, sp|O95918|OR2H2_HUMAN, sp|Q9GZK4|OR2H1_HUMAN, sp|O76002|OR2J2_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76001|OR2J3_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|Q7Z3T1|OR2W3_HUMAN	tr|I3M6T7|I3M6T7_ICTTR
OG0000042	tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN	tr|I3NFI4|I3NFI4_ICTTR
OG0000042	tr|Q9BZC5|Q9BZC5_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN, sp|O95047|OR2A4_HUMAN, sp|Q96R45|OR2A7_HUMAN	tr|A0A287CWQ5|A0A287CWQ5_ICTTR, tr|A0A287CYV0|A0A287CYV0_ICTTR
OG0000042	tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN	tr|I3N2W1|I3N2W1_ICTTR
OG0000044	sp|Q8NH19|O10AG_HUMAN	tr|I3M905|I3M905_ICTTR
OG0000044	sp|Q8NGE5|O10A7_HUMAN	tr|I3NDR6|I3NDR6_ICTTR
OG0000044	sp|Q9H209|O10A4_HUMAN	tr|I3MEI6|I3MEI6_ICTTR
OG0000045	sp|P51991|ROA3_HUMAN	tr|I3NCR3|I3NCR3_ICTTR
OG0000045	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A287DF35|A0A287DF35_ICTTR
OG0000045	sp|Q32P51|RA1L2_HUMAN	tr|A0A287D8N9|A0A287D8N9_ICTTR
OG0000045	sp|P09651|ROA1_HUMAN	tr|A0A287CRV6|A0A287CRV6_ICTTR, tr|A0A287D5U3|A0A287D5U3_ICTTR, tr|I3M849|I3M849_ICTTR
OG0000047	sp|Q8NH51|OR8K3_HUMAN	tr|I3NFW3|I3NFW3_ICTTR, tr|I3MSN6|I3MSN6_ICTTR, tr|I3MT74|I3MT74_ICTTR, tr|I3MW41|I3MW41_ICTTR, tr|I3MZR2|I3MZR2_ICTTR
OG0000047	sp|Q8NH50|OR8K5_HUMAN	tr|I3NDX0|I3NDX0_ICTTR, tr|I3N351|I3N351_ICTTR, tr|A0A287CT82|A0A287CT82_ICTTR
OG0000047	sp|Q8NGG5|OR8K1_HUMAN	tr|I3M8G4|I3M8G4_ICTTR
OG0000048	sp|Q9GZK7|O11A1_HUMAN	tr|I3NHE2|I3NHE2_ICTTR
OG0000048	sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN	tr|A0A287DE10|A0A287DE10_ICTTR, tr|I3LZK9|I3LZK9_ICTTR, tr|I3MR48|I3MR48_ICTTR
OG0000048	sp|Q8NGX8|OR6Y1_HUMAN, sp|Q8NGX9|OR6P1_HUMAN	tr|I3NE51|I3NE51_ICTTR
OG0000048	sp|O95007|OR6B1_HUMAN	tr|I3N306|I3N306_ICTTR
OG0000048	sp|O95222|OR6A2_HUMAN	tr|I3N5W8|I3N5W8_ICTTR
OG0000049	sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|Q15544|TAF11_HUMAN	tr|I3ML83|I3ML83_ICTTR
OG0000050	sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5I4|PCDC2_HUMAN	tr|I3MS22|I3MS22_ICTTR
OG0000056	sp|Q86W24|NAL14_HUMAN	tr|I3MLJ4|I3MLJ4_ICTTR
OG0000056	sp|Q96P20|NLRP3_HUMAN	tr|I3MF28|I3MF28_ICTTR
OG0000056	sp|P59046|NAL12_HUMAN	tr|I3MJP3|I3MJP3_ICTTR
OG0000057	sp|P13646|K1C13_HUMAN	tr|I3MMU3|I3MMU3_ICTTR
OG0000057	sp|P19012|K1C15_HUMAN	tr|I3MMU8|I3MMU8_ICTTR
OG0000057	sp|Q04695|K1C17_HUMAN	tr|I3NGT5|I3NGT5_ICTTR
OG0000057	sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN	tr|I3MMW1|I3MMW1_ICTTR
OG0000057	sp|P35900|K1C20_HUMAN, sp|P08727|K1C19_HUMAN	tr|I3MMV6|I3MMV6_ICTTR
OG0000057	sp|Q99456|K1C12_HUMAN	tr|I3LZY6|I3LZY6_ICTTR, tr|I3MKQ5|I3MKQ5_ICTTR
OG0000059	sp|Q8NGC1|O11G2_HUMAN	tr|I3N467|I3N467_ICTTR
OG0000059	sp|Q8NGC8|O11H7_HUMAN	tr|I3MTV2|I3MTV2_ICTTR
OG0000059	sp|Q8NGC9|O11H4_HUMAN	tr|I3NCM6|I3NCM6_ICTTR
OG0000063	sp|Q99518|FMO2_HUMAN	tr|I3N3I7|I3N3I7_ICTTR
OG0000063	sp|O60774|FMO6_HUMAN	tr|I3M344|I3M344_ICTTR
OG0000063	sp|P31513|FMO3_HUMAN	tr|I3M330|I3M330_ICTTR
OG0000063	sp|Q01740|FMO1_HUMAN	tr|I3M361|I3M361_ICTTR
OG0000063	sp|P49326|FMO5_HUMAN	tr|I3MPC8|I3MPC8_ICTTR, tr|I3N6A1|I3N6A1_ICTTR
OG0000063	sp|P31512|FMO4_HUMAN	tr|I3N6C0|I3N6C0_ICTTR, tr|I3LZC5|I3LZC5_ICTTR
OG0000064	sp|A6NI73|LIRA5_HUMAN, sp|Q8NHJ6|LIRB4_HUMAN, sp|Q6PI73|LIRA6_HUMAN, sp|O75022|LIRB3_HUMAN, sp|Q8N149|LIRA2_HUMAN, sp|O75019|LIRA1_HUMAN, sp|Q8N6C8|LIRA3_HUMAN, sp|Q8NHL6|LIRB1_HUMAN, sp|Q8N423|LIRB2_HUMAN, sp|P59901|LIRA4_HUMAN, sp|O75023|LIRB5_HUMAN, sp|Q6UX27|VSTM1_HUMAN, sp|P04217|A1BG_HUMAN	tr|I3NFU6|I3NFU6_ICTTR
OG0000066	sp|Q8NHC8|OR2T6_HUMAN, sp|O43869|OR2T1_HUMAN, sp|P0C7T2|OR2T7_HUMAN, sp|Q8NH04|O2T27_HUMAN, sp|Q8NGX2|O2T35_HUMAN, sp|Q6IF00|OR2T2_HUMAN, sp|Q8NH01|O2T11_HUMAN, sp|Q8NH03|OR2T3_HUMAN, sp|Q8NGX1|O2T34_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q8NH00|OR2T4_HUMAN, sp|Q8NGZ9|O2T10_HUMAN	tr|I3M5S2|I3M5S2_ICTTR
OG0000068	sp|A0A075B6K5|LV39_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|P80748|LV321_HUMAN	tr|I3N5X3|I3N5X3_ICTTR, tr|I3N1X3|I3N1X3_ICTTR
OG0000068	sp|P01715|LV301_HUMAN, sp|P01714|LV319_HUMAN, sp|A0A0A0MS00|LV332_HUMAN, sp|A0A075B6J6|LV322_HUMAN, sp|P01718|LV327_HUMAN, sp|A0A075B6K4|LV310_HUMAN, sp|A0A075B6K0|LV316_HUMAN, sp|P01717|LV325_HUMAN	tr|I3N1A5|I3N1A5_ICTTR
OG0000069	sp|Q9UJ04|TSYL4_HUMAN	tr|I3MCM3|I3MCM3_ICTTR
OG0000069	sp|P0CW01|TSPYA_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|I3N8H3|I3N8H3_ICTTR
OG0000070	sp|Q8NGK9|OR5DG_HUMAN	tr|I3MWU4|I3MWU4_ICTTR
OG0000070	sp|Q8NGL1|OR5DI_HUMAN	tr|I3MZM5|I3MZM5_ICTTR, tr|I3NAY2|I3NAY2_ICTTR
OG0000070	sp|Q8NGL3|OR5DE_HUMAN	tr|I3N4R9|I3N4R9_ICTTR
OG0000070	sp|Q8NGL4|OR5DD_HUMAN, tr|A0A2R8Y4L6|A0A2R8Y4L6_HUMAN	tr|I3MY38|I3MY38_ICTTR, tr|I3NEW2|I3NEW2_ICTTR, tr|I3MQX8|I3MQX8_ICTTR, tr|I3N6Z9|I3N6Z9_ICTTR
OG0000071	sp|Q9UJL9|ZF69B_HUMAN, sp|Q49AA0|ZFP69_HUMAN, sp|Q8N859|ZN713_HUMAN, sp|Q86TJ5|ZN554_HUMAN, sp|P21506|ZNF10_HUMAN, sp|Q6NX49|ZN544_HUMAN, sp|P52742|ZN135_HUMAN, sp|Q9P2J8|ZN624_HUMAN, sp|Q96K75|ZN514_HUMAN, sp|Q99676|ZN184_HUMAN, sp|P17098|ZNF8_HUMAN, sp|Q16587|ZNF74_HUMAN	tr|I3N0Q2|I3N0Q2_ICTTR
OG0000072	sp|P20916|MAG_HUMAN, sp|Q96RL6|SIG11_HUMAN, sp|A6NMB1|SIG16_HUMAN, sp|Q96LC7|SIG10_HUMAN, sp|O15389|SIGL5_HUMAN, sp|Q08ET2|SIG14_HUMAN, sp|Q96PQ1|SIG12_HUMAN, sp|Q9NYZ4|SIGL8_HUMAN, sp|Q9Y336|SIGL9_HUMAN, sp|Q9Y286|SIGL7_HUMAN, sp|P20138|CD33_HUMAN, sp|O43699|SIGL6_HUMAN	tr|I3MEJ7|I3MEJ7_ICTTR
OG0000073	sp|P29322|EPHA8_HUMAN	tr|A0A287D8D7|A0A287D8D7_ICTTR
OG0000073	sp|P29320|EPHA3_HUMAN	tr|I3MNR9|I3MNR9_ICTTR
OG0000073	sp|P54756|EPHA5_HUMAN	tr|I3MHS6|I3MHS6_ICTTR
OG0000073	sp|Q9UF33|EPHA6_HUMAN	tr|I3N935|I3N935_ICTTR
OG0000073	sp|P54764|EPHA4_HUMAN	tr|I3M1I8|I3M1I8_ICTTR
OG0000073	sp|Q5JZY3|EPHAA_HUMAN, sp|Q15375|EPHA7_HUMAN	tr|A0A287D397|A0A287D397_ICTTR
OG0000074	sp|O76013|KRT36_HUMAN	tr|I3MMT8|I3MMT8_ICTTR
OG0000074	sp|Q14532|K1H2_HUMAN, sp|Q6A162|K1C40_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN, sp|Q14525|KT33B_HUMAN, sp|O76009|KT33A_HUMAN, sp|Q15323|K1H1_HUMAN, sp|O76015|KRT38_HUMAN, sp|O76014|KRT37_HUMAN, sp|Q92764|KRT35_HUMAN	tr|A0A287DGB3|A0A287DGB3_ICTTR
OG0000075	sp|Q8NGV5|O13D1_HUMAN	tr|I3MJR3|I3MJR3_ICTTR, tr|I3NC21|I3NC21_ICTTR
OG0000075	sp|Q8NGS7|O13C8_HUMAN	tr|I3MSR4|I3MSR4_ICTTR, tr|I3N7X0|I3N7X0_ICTTR, tr|I3N118|I3N118_ICTTR, tr|I3N956|I3N956_ICTTR, tr|I3NGU0|I3NGU0_ICTTR, tr|I3MZ62|I3MZ62_ICTTR, tr|I3N3N5|I3N3N5_ICTTR, tr|I3MSX6|I3MSX6_ICTTR, tr|I3NGX8|I3NGX8_ICTTR
OG0000077	sp|P61550|ENVT1_HUMAN, sp|P60507|EFC1_HUMAN, sp|P60608|EFC2_HUMAN, sp|Q9H9K5|MER34_HUMAN, sp|P60509|ERB1_HUMAN, sp|Q14264|ENR1_HUMAN, sp|B6SEH9|ERVV2_HUMAN, sp|B6SEH8|ERVV1_HUMAN, sp|Q9UQF0|SYCY1_HUMAN, sp|P60508|SYCY2_HUMAN, sp|Q9N2J8|ENH3_HUMAN, sp|Q9N2K0|ENH1_HUMAN	tr|A0A287D6W6|A0A287D6W6_ICTTR
OG0000079	sp|P60410|KR108_HUMAN, sp|P60370|KR105_HUMAN, sp|P60372|KR104_HUMAN, sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60371|KR106_HUMAN, sp|P60331|KR101_HUMAN, sp|P60369|KR103_HUMAN, sp|P60411|KR109_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN	tr|A0A287DC91|A0A287DC91_ICTTR
OG0000080	sp|P02794|FRIH_HUMAN	tr|A0A287D5C5|A0A287D5C5_ICTTR, tr|I3MN32|I3MN32_ICTTR
OG0000080	sp|Q8N4E7|FTMT_HUMAN	tr|I3MU93|I3MU93_ICTTR
OG0000080	sp|P0C7X4|FHL19_HUMAN	tr|I3N2X4|I3N2X4_ICTTR
OG0000080	sp|Q9BXU8|FHL17_HUMAN	tr|I3MY21|I3MY21_ICTTR, tr|I3NEB3|I3NEB3_ICTTR, tr|I3N233|I3N233_ICTTR
OG0000083	sp|P07900|HS90A_HUMAN	tr|I3M249|I3M249_ICTTR, tr|I3NFM6|I3NFM6_ICTTR, tr|I3MDY9|I3MDY9_ICTTR
OG0000083	sp|Q14568|HS902_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q58FG1|HS904_HUMAN, sp|Q58FF7|H90B3_HUMAN, sp|P08238|HS90B_HUMAN	tr|I3NCN5|I3NCN5_ICTTR
OG0000084	sp|P08311|CATG_HUMAN	tr|I3MB95|I3MB95_ICTTR
OG0000084	sp|P20718|GRAH_HUMAN, sp|P10144|GRAB_HUMAN	tr|I3ML19|I3ML19_ICTTR, tr|I3ML13|I3ML13_ICTTR, tr|I3N5E1|I3N5E1_ICTTR, tr|I3NHJ9|I3NHJ9_ICTTR, tr|I3N0X5|I3N0X5_ICTTR, tr|I3MWL6|I3MWL6_ICTTR, tr|I3N4K5|I3N4K5_ICTTR, tr|I3N5Z2|I3N5Z2_ICTTR
OG0000085	sp|Q16695|H31T_HUMAN	tr|I3N9X0|I3N9X0_ICTTR
OG0000085	sp|Q6NXT2|H3C_HUMAN, sp|P0DPK5|H3Y2_HUMAN, sp|P0DPK2|H3Y1_HUMAN, sp|P84243|H33_HUMAN, sp|Q71DI3|H32_HUMAN	tr|I3N8V4|I3N8V4_ICTTR
OG0000085	sp|Q5TEC6|H37_HUMAN	tr|A0A287DEC6|A0A287DEC6_ICTTR
OG0000086	sp|Q2M2I5|K1C24_HUMAN	tr|I3LZX3|I3LZX3_ICTTR
OG0000086	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A287DB00|A0A287DB00_ICTTR
OG0000086	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A287D0M9|A0A287D0M9_ICTTR
OG0000086	sp|Q7Z3Z0|K1C25_HUMAN	tr|I3LZX5|I3LZX5_ICTTR
OG0000086	sp|Q7Z3Y8|K1C27_HUMAN	tr|I3LZX7|I3LZX7_ICTTR
OG0000087	sp|P50993|AT1A2_HUMAN	tr|A0A287CUT8|A0A287CUT8_ICTTR
OG0000087	sp|P13637|AT1A3_HUMAN	tr|I3M3H5|I3M3H5_ICTTR
OG0000087	sp|P05023|AT1A1_HUMAN	tr|A0A287DCW4|A0A287DCW4_ICTTR
OG0000087	sp|P54707|AT12A_HUMAN	tr|A0A287D2J1|A0A287D2J1_ICTTR
OG0000087	sp|P20648|ATP4A_HUMAN	tr|I3M9Q4|I3M9Q4_ICTTR
OG0000087	sp|Q13733|AT1A4_HUMAN	tr|I3M9X2|I3M9X2_ICTTR
OG0000088	sp|Q96M61|MAGBI_HUMAN	tr|I3MEW1|I3MEW1_ICTTR
OG0000088	sp|Q96LZ2|MAGBA_HUMAN, sp|Q9BZ81|MAGB5_HUMAN, sp|O15480|MAGB3_HUMAN, sp|A8MXT2|MAGBH_HUMAN, sp|O15479|MAGB2_HUMAN, sp|O15481|MAGB4_HUMAN, sp|P43366|MAGB1_HUMAN, tr|A0A0J9YX57|A0A0J9YX57_HUMAN, sp|Q8N7X4|MAGB6_HUMAN	tr|I3NBN0|I3NBN0_ICTTR
OG0000089	sp|P22309|UD11_HUMAN, sp|P22310|UD14_HUMAN, sp|P35504|UD15_HUMAN, sp|P35503|UD13_HUMAN, sp|P19224|UD16_HUMAN, sp|Q3SY77|UD3A2_HUMAN, sp|Q6NUS8|UD3A1_HUMAN, sp|O60656|UD19_HUMAN, sp|Q9HAW9|UD18_HUMAN, sp|Q9HAW7|UD17_HUMAN, sp|Q9HAW8|UD110_HUMAN	tr|I3MWT4|I3MWT4_ICTTR
OG0000090	sp|P07320|CRGD_HUMAN	tr|A0A287D316|A0A287D316_ICTTR, tr|I3M2Q6|I3M2Q6_ICTTR, tr|A0A287D7S3|A0A287D7S3_ICTTR
OG0000090	sp|P07315|CRGC_HUMAN	tr|I3MRN0|I3MRN0_ICTTR, tr|I3MZ11|I3MZ11_ICTTR
OG0000090	sp|P11844|CRGA_HUMAN	tr|A0A287CYZ0|A0A287CYZ0_ICTTR
OG0000090	sp|P07316|CRGB_HUMAN	tr|I3MRN1|I3MRN1_ICTTR, tr|I3M2Q0|I3M2Q0_ICTTR
OG0000091	sp|Q13607|OR2F1_HUMAN, sp|O95006|OR2F2_HUMAN	tr|I3MWN7|I3MWN7_ICTTR, tr|I3NHK3|I3NHK3_ICTTR, tr|A0A287CW29|A0A287CW29_ICTTR, tr|I3MSD6|I3MSD6_ICTTR, tr|I3N410|I3N410_ICTTR, tr|I3NHC2|I3NHC2_ICTTR, tr|I3N7N3|I3N7N3_ICTTR, tr|I3NC24|I3NC24_ICTTR, tr|I3MXV3|I3MXV3_ICTTR, tr|I3MUM8|I3MUM8_ICTTR
OG0000095	sp|Q06732|ZN33B_HUMAN, sp|Q06730|ZN33A_HUMAN	tr|A0A287CV64|A0A287CV64_ICTTR
OG0000095	sp|Q6ZN11|ZN793_HUMAN, sp|P17030|ZNF25_HUMAN, sp|Q9HCZ1|ZN334_HUMAN, sp|B1APH4|ZN487_HUMAN, sp|Q9Y2H8|ZN510_HUMAN, sp|Q4V348|Z658B_HUMAN, sp|Q5TYW1|ZN658_HUMAN	tr|A0A287D6E0|A0A287D6E0_ICTTR
OG0000096	sp|P62937|PPIA_HUMAN	tr|I3MF20|I3MF20_ICTTR
OG0000096	sp|Q9Y536|PAL4A_HUMAN, sp|F5H284|PAL4D_HUMAN, sp|P0DN26|PAL4F_HUMAN, sp|A0A075B759|PAL4E_HUMAN, sp|A0A0B4J2A2|PAL4C_HUMAN, sp|A0A075B767|PAL4H_HUMAN, sp|P0DN37|PAL4G_HUMAN	tr|I3NEB6|I3NEB6_ICTTR, tr|A0A287CVL6|A0A287CVL6_ICTTR
OG0000097	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|I3MKH2|I3MKH2_ICTTR
OG0000097	sp|P34931|HS71L_HUMAN	tr|I3N1S7|I3N1S7_ICTTR
OG0000097	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN	tr|I3ND33|I3ND33_ICTTR
OG0000097	sp|P54652|HSP72_HUMAN, sp|P11142|HSP7C_HUMAN	tr|I3M2W9|I3M2W9_ICTTR
OG0000098	sp|P38159|RBMX_HUMAN, sp|Q96E39|RMXL1_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|I3M7G6|I3M7G6_ICTTR
OG0000099	sp|A0A0A0MT76|LJ01_HUMAN, sp|P01834|IGKC_HUMAN, sp|B9A064|IGLL5_HUMAN, sp|P15814|IGLL1_HUMAN	tr|I3M685|I3M685_ICTTR
OG0000099	sp|P0CG04|IGLC1_HUMAN, sp|A0M8Q6|IGLC7_HUMAN, sp|P0CF74|IGLC6_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0DOY3|IGLC3_HUMAN	tr|I3MA78|I3MA78_ICTTR
OG0000102	sp|Q96PP9|GBP4_HUMAN	tr|I3LWB1|I3LWB1_ICTTR
OG0000102	sp|Q96PP8|GBP5_HUMAN	tr|I3MBY5|I3MBY5_ICTTR
OG0000102	sp|P32456|GBP2_HUMAN, sp|Q9H0R5|GBP3_HUMAN, sp|P32455|GBP1_HUMAN	tr|I3M0M5|I3M0M5_ICTTR
OG0000103	sp|P0C7M7|ACSM4_HUMAN	tr|I3NBM2|I3NBM2_ICTTR
OG0000103	sp|Q53FZ2|ACSM3_HUMAN	tr|I3M8Z6|I3M8Z6_ICTTR
OG0000103	sp|Q6NUN0|ACSM5_HUMAN	tr|I3LXK1|I3LXK1_ICTTR
OG0000103	sp|Q08AH1|ACSM1_HUMAN, sp|Q08AH3|ACS2A_HUMAN, sp|Q68CK6|ACS2B_HUMAN	tr|A0A287CY17|A0A287CY17_ICTTR
OG0000105	sp|P22460|KCNA5_HUMAN	tr|A0A287D904|A0A287D904_ICTTR
OG0000105	sp|P16389|KCNA2_HUMAN	tr|I3NB95|I3NB95_ICTTR
OG0000105	sp|Q09470|KCNA1_HUMAN	tr|A0A287DEM4|A0A287DEM4_ICTTR
OG0000105	sp|P22001|KCNA3_HUMAN	tr|I3NC10|I3NC10_ICTTR
OG0000105	sp|P17658|KCNA6_HUMAN	tr|I3N0M4|I3N0M4_ICTTR
OG0000106	sp|Q6ZU15|SEP14_HUMAN	tr|I3M0B6|I3M0B6_ICTTR
OG0000106	sp|Q9P0V9|SEP10_HUMAN	tr|I3NE54|I3NE54_ICTTR
OG0000106	sp|Q92599|SEPT8_HUMAN	tr|A0A287D9R7|A0A287D9R7_ICTTR
OG0000106	sp|Q9NVA2|SEP11_HUMAN	tr|A0A287D6C3|A0A287D6C3_ICTTR
OG0000106	sp|Q14141|SEPT6_HUMAN	tr|A0A287D365|A0A287D365_ICTTR
OG0000107	sp|Q8NG75|OR5T1_HUMAN, sp|Q8NGG3|OR5T3_HUMAN	tr|I3N2B7|I3N2B7_ICTTR, tr|I3N318|I3N318_ICTTR, tr|I3N277|I3N277_ICTTR, tr|I3N9U2|I3N9U2_ICTTR
OG0000107	sp|Q8NGG2|OR5T2_HUMAN	tr|I3N354|I3N354_ICTTR, tr|A0A287DF42|A0A287DF42_ICTTR, tr|I3N618|I3N618_ICTTR, tr|I3N0I1|I3N0I1_ICTTR
OG0000108	sp|Q06520|ST2A1_HUMAN	tr|I3MW14|I3MW14_ICTTR, tr|I3N2V5|I3N2V5_ICTTR, tr|A0A287CWG6|A0A287CWG6_ICTTR, tr|I3NH88|I3NH88_ICTTR, tr|I3MJM7|I3MJM7_ICTTR, tr|I3NDR9|I3NDR9_ICTTR, tr|I3N0L8|I3N0L8_ICTTR, tr|I3N902|I3N902_ICTTR, tr|I3MTM8|I3MTM8_ICTTR, tr|I3MJA1|I3MJA1_ICTTR
OG0000109	sp|Q6IF99|O10K2_HUMAN	tr|I3NGE7|I3NGE7_ICTTR
OG0000109	sp|Q8NGX5|O10K1_HUMAN	tr|I3M4Z7|I3M4Z7_ICTTR, tr|A0A287D052|A0A287D052_ICTTR, tr|A0A287D5J9|A0A287D5J9_ICTTR, tr|I3MX74|I3MX74_ICTTR, tr|I3MUH0|I3MUH0_ICTTR, tr|A0A287CXU3|A0A287CXU3_ICTTR, tr|I3N7G9|I3N7G9_ICTTR, tr|I3MWP8|I3MWP8_ICTTR
OG0000113	sp|P17028|ZNF24_HUMAN, sp|O15535|ZSC9_HUMAN, sp|Q9H4T2|ZSC16_HUMAN, sp|O43309|ZSC12_HUMAN, sp|Q96LW9|ZSC31_HUMAN, sp|P49910|ZN165_HUMAN, sp|Q9GZW5|SCND2_HUMAN, sp|P10073|ZSC22_HUMAN, sp|Q8NBB4|ZSCA1_HUMAN	tr|I3MR27|I3MR27_ICTTR
OG0000114	sp|A0A075B6I7|LV548_HUMAN, sp|A0A087WSX0|LV545_HUMAN, sp|A0A0G2JS06|LV539_HUMAN, sp|A0A075B6J1|LV537_HUMAN, sp|A0A075B6I3|LVK55_HUMAN, sp|A0A0A0MRZ9|LV552_HUMAN, sp|Q99603|TRGV9_HUMAN, sp|A0A0A0MS01|TVG10_HUMAN, sp|A0A075B6L2|TVG11_HUMAN	tr|A0A287DB65|A0A287DB65_ICTTR
OG0000115	sp|P08319|ADH4_HUMAN	tr|A0A287CSE7|A0A287CSE7_ICTTR
OG0000115	sp|P28332|ADH6_HUMAN	tr|I3N458|I3N458_ICTTR
OG0000115	sp|P40394|ADH7_HUMAN	tr|I3M8K8|I3M8K8_ICTTR
OG0000115	sp|P00325|ADH1B_HUMAN, sp|P07327|ADH1A_HUMAN, sp|P00326|ADH1G_HUMAN	tr|I3MY68|I3MY68_ICTTR
OG0000116	sp|P30954|O10J1_HUMAN	tr|I3M4H2|I3M4H2_ICTTR
OG0000116	sp|P0C629|O10J4_HUMAN	tr|I3N6F8|I3N6F8_ICTTR
OG0000116	sp|Q5JRS4|O10J3_HUMAN	tr|I3N5F8|I3N5F8_ICTTR
OG0000116	sp|Q8NGY7|O10J6_HUMAN, sp|Q8NHC4|O10J5_HUMAN	tr|I3M4H7|I3M4H7_ICTTR
OG0000117	sp|Q8N349|OR2LD_HUMAN	tr|I3NCC3|I3NCC3_ICTTR, tr|I3M8H0|I3M8H0_ICTTR
OG0000117	sp|Q8NGZ0|O2AJ1_HUMAN, sp|Q8NG84|O2AK2_HUMAN, sp|Q8NG80|OR2L5_HUMAN, sp|Q8NH16|OR2L2_HUMAN, sp|Q8NG85|OR2L3_HUMAN, sp|Q8NGY9|OR2L8_HUMAN	tr|I3MTU5|I3MTU5_ICTTR
OG0000118	sp|O94788|AL1A2_HUMAN	tr|I3LWB6|I3LWB6_ICTTR
OG0000118	sp|P00352|AL1A1_HUMAN	tr|I3M206|I3M206_ICTTR
OG0000118	sp|P47895|AL1A3_HUMAN	tr|I3MCN2|I3MCN2_ICTTR
OG0000118	sp|P05091|ALDH2_HUMAN	tr|I3MNZ7|I3MNZ7_ICTTR
