Orthogroup	Homo_sapiens	Microcebus_murinus
OG0000032	sp|O60384|ZN861_HUMAN	tr|A0A8C6EC08|A0A8C6EC08_MICMU, tr|A0A8C5VZ69|A0A8C5VZ69_MICMU, tr|A0A8C5WAU7|A0A8C5WAU7_MICMU, tr|A0A8C6EI82|A0A8C6EI82_MICMU, tr|A0A8C5XSJ2|A0A8C5XSJ2_MICMU, tr|A0A8B7I862|A0A8B7I862_MICMU, tr|A0A8C5VHJ2|A0A8C5VHJ2_MICMU, tr|A0A8C5UMD0|A0A8C5UMD0_MICMU, tr|A0A8B7I525|A0A8B7I525_MICMU, tr|A0A8C5VC88|A0A8C5VC88_MICMU, tr|A0A8C5Y4P1|A0A8C5Y4P1_MICMU, tr|A0A8B7I720|A0A8B7I720_MICMU, tr|A0A8B7WVG5|A0A8B7WVG5_MICMU, tr|A0A8C5Y504|A0A8C5Y504_MICMU, tr|A0A8C5W3U6|A0A8C5W3U6_MICMU, tr|A0A8C5W2V7|A0A8C5W2V7_MICMU, tr|A0A8C5XWT0|A0A8C5XWT0_MICMU, tr|A0A8B7WVT7|A0A8B7WVT7_MICMU
OG0000036	sp|A0A0B4J279|TVA21_HUMAN, sp|A0A0B4J275|TVA17_HUMAN, sp|A0A075B6T7|TVA6_HUMAN, sp|A0A0B4J263|TVA39_HUMAN, sp|A0A0B4J266|TVA41_HUMAN, sp|A0A075B6V5|TVA36_HUMAN, sp|A0A0B4J248|TVA11_HUMAN, sp|A0A0B4J238|TVA12_HUMAN, sp|A0A0B4J272|TVA24_HUMAN, sp|A0A075B6U4|TVA7_HUMAN, sp|A0A0B4J274|TVA20_HUMAN, sp|A0A0B4J240|TVA10_HUMAN, sp|A0A075B6W5|TVA23_HUMAN, sp|P04437|TVA29_HUMAN, sp|A0A0B4J245|TVAL1_HUMAN, sp|A0A075B6T6|TVAL2_HUMAN, sp|A0A0B4J271|TVAL3_HUMAN	tr|A0A8C5XYY0|A0A8C5XYY0_MICMU
OG0000037	sp|Q7Z2F6|KRBX5_HUMAN, sp|Q14586|ZN267_HUMAN	tr|A0A8C5XVV0|A0A8C5XVV0_MICMU, tr|A0A8C5Y037|A0A8C5Y037_MICMU, tr|A0A8C5XS61|A0A8C5XS61_MICMU, tr|A0A8C5W8F7|A0A8C5W8F7_MICMU, tr|A0A8C5VFQ8|A0A8C5VFQ8_MICMU, tr|A0A8B7GES3|A0A8B7GES3_MICMU, tr|A0A8C5YCD7|A0A8C5YCD7_MICMU, tr|A0A8C5VZS0|A0A8C5VZS0_MICMU, tr|A0A8C5XVU3|A0A8C5XVU3_MICMU, tr|A0A8C5XRU1|A0A8C5XRU1_MICMU, tr|A0A8C5YF21|A0A8C5YF21_MICMU, tr|A0A8C5XWD4|A0A8C5XWD4_MICMU, tr|A0A8C5USY4|A0A8C5USY4_MICMU, tr|A0A8C5Y1K1|A0A8C5Y1K1_MICMU, tr|A0A8C5YFD7|A0A8C5YFD7_MICMU, tr|A0A8B7GF81|A0A8B7GF81_MICMU
OG0000039	sp|P29322|EPHA8_HUMAN	tr|A0A8C5UQW4|A0A8C5UQW4_MICMU
OG0000039	sp|P29323|EPHB2_HUMAN	tr|A0A8C5XC13|A0A8C5XC13_MICMU
OG0000039	sp|P54762|EPHB1_HUMAN	tr|A0A8C5YG72|A0A8C5YG72_MICMU
OG0000039	sp|P54753|EPHB3_HUMAN	tr|A0A8C5YGG8|A0A8C5YGG8_MICMU
OG0000039	sp|P54764|EPHA4_HUMAN	tr|A0A8C5XQE6|A0A8C5XQE6_MICMU
OG0000039	sp|Q15375|EPHA7_HUMAN	tr|A0A8B7FDQ2|A0A8B7FDQ2_MICMU
OG0000039	sp|P29320|EPHA3_HUMAN	tr|A0A8B7FDU9|A0A8B7FDU9_MICMU
OG0000039	sp|P54756|EPHA5_HUMAN	tr|A0A8C5XQ15|A0A8C5XQ15_MICMU
OG0000040	tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN	tr|A0A8C5VRU9|A0A8C5VRU9_MICMU
OG0000040	sp|Q96R48|OR2A5_HUMAN, sp|Q8NGT7|O2A12_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN, sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN	tr|A0A8C5XNR8|A0A8C5XNR8_MICMU
OG0000041	sp|Q92738|US6NL_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|A0A087X179|TBC3E_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|P35125|UBP6_HUMAN, sp|Q86UD7|TBC26_HUMAN, sp|Q2M2D7|TBC28_HUMAN, sp|Q9UFV1|TBC29_HUMAN	tr|A0A8C5W239|A0A8C5W239_MICMU
OG0000046	sp|O00338|ST1C2_HUMAN	tr|A0A8B7ET13|A0A8B7ET13_MICMU
OG0000046	sp|Q6IMI6|ST1C3_HUMAN	tr|A0A8C5UV24|A0A8C5UV24_MICMU
OG0000046	sp|P49888|ST1E1_HUMAN	tr|A0A8B7HTN8|A0A8B7HTN8_MICMU, tr|A0A8C5YFE3|A0A8C5YFE3_MICMU
OG0000046	sp|Q06520|ST2A1_HUMAN	tr|A0A8C5Y728|A0A8C5Y728_MICMU, tr|A0A8C5XUX6|A0A8C5XUX6_MICMU, tr|A0A8C5XV92|A0A8C5XV92_MICMU, tr|A0A8C5YEQ3|A0A8C5YEQ3_MICMU, tr|A0A8C5XUB5|A0A8C5XUB5_MICMU, tr|A0A8B7G4D3|A0A8B7G4D3_MICMU
OG0000046	sp|O75897|ST1C4_HUMAN	tr|A0A8B7EFR9|A0A8B7EFR9_MICMU
OG0000048	sp|P62753|RS6_HUMAN	tr|A0A8C5Y017|A0A8C5Y017_MICMU, tr|A0A8C5XZ60|A0A8C5XZ60_MICMU, tr|A0A8C5V8U5|A0A8C5V8U5_MICMU, tr|A0A8C5YFV2|A0A8C5YFV2_MICMU, tr|A0A8C5XJB0|A0A8C5XJB0_MICMU, tr|A0A8C5YKV4|A0A8C5YKV4_MICMU, tr|A0A8C5VMI6|A0A8C5VMI6_MICMU, tr|A0A8C5XX77|A0A8C5XX77_MICMU, tr|A0A8C5Y169|A0A8C5Y169_MICMU, tr|A0A8C5YGF2|A0A8C5YGF2_MICMU, tr|A0A8C5YBR3|A0A8C5YBR3_MICMU, tr|A0A8C5XGQ5|A0A8C5XGQ5_MICMU, tr|A0A8C5VYY3|A0A8C5VYY3_MICMU, tr|A0A8C5Y3H2|A0A8C5Y3H2_MICMU, tr|A0A8B7GPT1|A0A8B7GPT1_MICMU
OG0000049	sp|P05181|CP2E1_HUMAN	tr|A0A8B7F4B0|A0A8B7F4B0_MICMU
OG0000049	sp|P20813|CP2B6_HUMAN	tr|A0A8C5UN50|A0A8C5UN50_MICMU, tr|A0A8C5UT61|A0A8C5UT61_MICMU, tr|A0A8B7G3S1|A0A8B7G3S1_MICMU
OG0000049	sp|P24903|CP2F1_HUMAN	tr|A0A8C5XPY8|A0A8C5XPY8_MICMU, tr|A0A8B7EFZ4|A0A8B7EFZ4_MICMU, tr|A0A8B7H1M0|A0A8B7H1M0_MICMU
OG0000050	sp|P35527|K1C9_HUMAN	tr|A0A8C5V0D8|A0A8C5V0D8_MICMU
OG0000050	sp|P02533|K1C14_HUMAN	tr|A0A8C5UZ26|A0A8C5UZ26_MICMU
OG0000050	sp|P08779|K1C16_HUMAN	tr|A0A8B7GFA7|A0A8B7GFA7_MICMU
OG0000050	sp|Q04695|K1C17_HUMAN	tr|A0A8B7GFL8|A0A8B7GFL8_MICMU
OG0000050	sp|P08727|K1C19_HUMAN	tr|A0A8C5W268|A0A8C5W268_MICMU
OG0000050	sp|P19012|K1C15_HUMAN	tr|A0A8C5V4K3|A0A8C5V4K3_MICMU
OG0000050	sp|P13646|K1C13_HUMAN	tr|A0A8C5V733|A0A8C5V733_MICMU
OG0000057	sp|A6NLW8|DUXA_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ89|DU4L6_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN	tr|A0A8C5UTI1|A0A8C5UTI1_MICMU
OG0000058	sp|A6NGJ6|TRI64_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|I1YAP6|TRI77_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN	tr|A0A8C5UZK7|A0A8C5UZK7_MICMU
OG0000059	sp|Q8NGC7|O11H6_HUMAN	tr|A0A8C5VCX7|A0A8C5VCX7_MICMU
OG0000059	sp|Q8NH07|O11H2_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|B2RN74|O11HC_HUMAN, sp|Q8NGC9|O11H4_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGY6|OR6N2_HUMAN, sp|Q8NGY2|OR6K2_HUMAN, sp|Q8NGY3|OR6K3_HUMAN, sp|Q9GZK7|O11A1_HUMAN, sp|Q8NGX0|O11L1_HUMAN, sp|Q8NGC1|O11G2_HUMAN	tr|A0A8C5VIB5|A0A8C5VIB5_MICMU
OG0000060	sp|O95222|OR6A2_HUMAN	tr|A0A8C5VDZ7|A0A8C5VDZ7_MICMU
OG0000060	sp|Q8NGW1|OR6B3_HUMAN, sp|Q6IFH4|OR6B2_HUMAN	tr|A0A8B7FRM5|A0A8B7FRM5_MICMU, tr|A0A8C5VSH4|A0A8C5VSH4_MICMU, tr|A0A8C5VZY1|A0A8C5VZY1_MICMU
OG0000060	sp|Q8NGX9|OR6P1_HUMAN, sp|Q8NGX8|OR6Y1_HUMAN	tr|A0A8B7EWA6|A0A8B7EWA6_MICMU
OG0000060	sp|Q8NGQ2|OR6Q1_HUMAN	tr|A0A8B7FE58|A0A8B7FE58_MICMU
OG0000062	sp|P00352|AL1A1_HUMAN	tr|A0A8C5W937|A0A8C5W937_MICMU
OG0000062	sp|P05091|ALDH2_HUMAN	tr|A0A8C5V7F1|A0A8C5V7F1_MICMU
OG0000062	sp|P30837|AL1B1_HUMAN	tr|A0A8B7GN46|A0A8B7GN46_MICMU
OG0000062	sp|O94788|AL1A2_HUMAN	tr|A0A8B7HLN2|A0A8B7HLN2_MICMU
OG0000062	sp|P47895|AL1A3_HUMAN	tr|A0A8C5VD69|A0A8C5VD69_MICMU
OG0000064	sp|P0DP24|CALM2_HUMAN	tr|A0A8C5UUH3|A0A8C5UUH3_MICMU
OG0000064	sp|P27482|CALL3_HUMAN	tr|A0A8C5XG87|A0A8C5XG87_MICMU, tr|A0A8C5VUI5|A0A8C5VUI5_MICMU
OG0000064	sp|P0DP25|CALM3_HUMAN	tr|A0A8C5VYJ6|A0A8C5VYJ6_MICMU, tr|A0A8C5VBU0|A0A8C5VBU0_MICMU, tr|A0A8C5Y2P8|A0A8C5Y2P8_MICMU, tr|A0A8C5VN00|A0A8C5VN00_MICMU, tr|A0A8B7G6A2|A0A8B7G6A2_MICMU, tr|A0A8C5VAS2|A0A8C5VAS2_MICMU
OG0000065	sp|Q8NGE0|O10AD_HUMAN, sp|Q8NHC7|O14CZ_HUMAN, sp|Q8NHC6|O14L1_HUMAN, sp|Q8NH19|O10AG_HUMAN, sp|Q8NGE3|O10P1_HUMAN, sp|Q96KK4|O10C1_HUMAN, sp|Q9H208|O10A2_HUMAN, sp|Q9H207|O10A5_HUMAN, sp|Q9H209|O10A4_HUMAN, sp|Q8NGE5|O10A7_HUMAN, sp|Q8NH74|O10A6_HUMAN, sp|P58181|O10A3_HUMAN	tr|A0A8B7HR83|A0A8B7HR83_MICMU
OG0000066	sp|Q9H0U9|TSYL1_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q9UJ04|TSYL4_HUMAN, sp|Q86VY4|TSYL5_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CW01|TSPYA_HUMAN	tr|A0A8C5XT68|A0A8C5XT68_MICMU
OG0000067	sp|Q8NGN2|O10S1_HUMAN	tr|A0A8C5W0Y8|A0A8C5W0Y8_MICMU
OG0000067	sp|Q8NGN3|O10G4_HUMAN, sp|Q8NGN4|O10G9_HUMAN, sp|Q8NGN5|O10G8_HUMAN, sp|Q8NGN6|O10G7_HUMAN, sp|Q8NGN7|O10D4_HUMAN, sp|Q8NH80|O10D3_HUMAN, sp|Q8NGY5|OR6N1_HUMAN, sp|Q8NH81|O10G6_HUMAN, sp|Q8NGC3|O10G2_HUMAN, sp|Q8NGC4|O10G3_HUMAN	tr|A0A8B7FI09|A0A8B7FI09_MICMU
OG0000070	sp|P29400|CO4A5_HUMAN	tr|A0A8C5UTF8|A0A8C5UTF8_MICMU
OG0000070	sp|P53420|CO4A4_HUMAN	tr|A0A8C5V2Z9|A0A8C5V2Z9_MICMU
OG0000070	sp|Q14031|CO4A6_HUMAN	tr|A0A8B7FCI7|A0A8B7FCI7_MICMU
OG0000070	sp|P08572|CO4A2_HUMAN	tr|A0A8B7FG12|A0A8B7FG12_MICMU
OG0000070	sp|Q01955|CO4A3_HUMAN	tr|A0A8B7F9X1|A0A8B7F9X1_MICMU
OG0000070	sp|P02462|CO4A1_HUMAN	tr|A0A8C5Y9Y9|A0A8C5Y9Y9_MICMU
OG0000071	sp|Q16695|H31T_HUMAN	tr|A0A8B7HB80|A0A8B7HB80_MICMU
OG0000071	sp|P84243|H33_HUMAN, sp|P0DPK5|H3Y2_HUMAN, sp|P0DPK2|H3Y1_HUMAN	tr|A0A8B7FEY4|A0A8B7FEY4_MICMU
OG0000071	sp|Q6NXT2|H3C_HUMAN	tr|A0A8C5XYZ1|A0A8C5XYZ1_MICMU
OG0000071	sp|P68431|H31_HUMAN	tr|A0A8C5XZE5|A0A8C5XZE5_MICMU
OG0000072	sp|P32456|GBP2_HUMAN	tr|A0A8C5VCJ6|A0A8C5VCJ6_MICMU
OG0000072	sp|Q9H0R5|GBP3_HUMAN, sp|P32455|GBP1_HUMAN	tr|A0A8C5V271|A0A8C5V271_MICMU
OG0000072	sp|Q8N8V2|GBP7_HUMAN, sp|Q96PP9|GBP4_HUMAN	tr|A0A8B7F9Z9|A0A8B7F9Z9_MICMU
OG0000072	sp|Q6ZN66|GBP6_HUMAN	tr|A0A8C5V701|A0A8C5V701_MICMU
OG0000072	sp|Q96PP8|GBP5_HUMAN	tr|A0A8B7F9Z4|A0A8B7F9Z4_MICMU
OG0000073	sp|O60403|O10H2_HUMAN, sp|Q9Y4A9|O10H1_HUMAN, sp|Q8NGA6|O10H5_HUMAN, sp|Q8NH08|O10AC_HUMAN, sp|Q8NGY1|O10Z1_HUMAN, sp|Q8NGX3|O10T2_HUMAN, sp|Q8NGX5|O10K1_HUMAN, sp|Q6IF99|O10K2_HUMAN, sp|Q8NGY0|O10X1_HUMAN, sp|Q8NGA5|O10H4_HUMAN, sp|O60404|O10H3_HUMAN	tr|A0A8C5W6V0|A0A8C5W6V0_MICMU
OG0000074	sp|O95484|CLD9_HUMAN, sp|P56747|CLD6_HUMAN, sp|O14493|CLD4_HUMAN, sp|O15551|CLD3_HUMAN, sp|O00501|CLD5_HUMAN, sp|P56748|CLD8_HUMAN, sp|P56750|CLD17_HUMAN, sp|Q96B33|CLD23_HUMAN, sp|Q8N7P3|CLD22_HUMAN, sp|A6NM45|CLD24_HUMAN, sp|C9JDP6|CLD25_HUMAN	tr|A0A8C5UT47|A0A8C5UT47_MICMU
OG0000076	sp|O43296|ZN264_HUMAN	tr|A0A8C5V7P4|A0A8C5V7P4_MICMU
OG0000076	sp|Q96NL3|ZN599_HUMAN	tr|A0A8B7H509|A0A8B7H509_MICMU
OG0000076	sp|Q7Z398|ZN550_HUMAN	tr|A0A8C5VAT2|A0A8C5VAT2_MICMU
OG0000076	sp|P51504|ZNF80_HUMAN, sp|Q08ER8|ZN543_HUMAN, sp|Q14592|ZN460_HUMAN	tr|A0A8C6ELF1|A0A8C6ELF1_MICMU
OG0000077	sp|P01715|LV301_HUMAN, sp|P80748|LV321_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|A0A075B6K5|LV39_HUMAN, sp|A0A075B6J6|LV322_HUMAN, sp|P01718|LV327_HUMAN, sp|A0A075B6K4|LV310_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A075B6K0|LV316_HUMAN	tr|A0A8C5Y5I1|A0A8C5Y5I1_MICMU, tr|A0A8C5Y0E7|A0A8C5Y0E7_MICMU, tr|A0A8C5XX11|A0A8C5XX11_MICMU
OG0000078	sp|P09493|TPM1_HUMAN	tr|A0A8C5WAD0|A0A8C5WAD0_MICMU, tr|A0A8C5XPF3|A0A8C5XPF3_MICMU, tr|A0A8C5VH71|A0A8C5VH71_MICMU, tr|A0A8C5VN01|A0A8C5VN01_MICMU, tr|A0A8C5VQX9|A0A8C5VQX9_MICMU
OG0000078	sp|P06753|TPM3_HUMAN	tr|A0A8B7X0F9|A0A8B7X0F9_MICMU
OG0000078	sp|P07951|TPM2_HUMAN	tr|A0A8C5UMM1|A0A8C5UMM1_MICMU
OG0000078	sp|P67936|TPM4_HUMAN	tr|A0A8B7FXT9|A0A8B7FXT9_MICMU
OG0000079	sp|Q9P0V9|SEP10_HUMAN	tr|A0A8C5VJ77|A0A8C5VJ77_MICMU, tr|A0A8C5VB77|A0A8C5VB77_MICMU, tr|A0A8C5V1U9|A0A8C5V1U9_MICMU
OG0000079	sp|Q9NVA2|SEP11_HUMAN	tr|A0A8B7EVM3|A0A8B7EVM3_MICMU
OG0000079	sp|Q14141|SEPT6_HUMAN	tr|A0A8C5XVE4|A0A8C5XVE4_MICMU, tr|A0A8C5VME6|A0A8C5VME6_MICMU
OG0000079	sp|C0HM01|RBRP_HUMAN, sp|Q6ZU15|SEP14_HUMAN	tr|A0A8C5UKU5|A0A8C5UKU5_MICMU
OG0000080	sp|Q01118|SCN7A_HUMAN	tr|A0A8B7FTR2|A0A8B7FTR2_MICMU
OG0000080	sp|Q9UI33|SCNBA_HUMAN	tr|A0A8B7FUD2|A0A8B7FUD2_MICMU, tr|A0A8C5VVU2|A0A8C5VVU2_MICMU, tr|A0A8C5VEW6|A0A8C5VEW6_MICMU, tr|A0A8C5VLA2|A0A8C5VLA2_MICMU, tr|A0A8C5XBX3|A0A8C5XBX3_MICMU, tr|A0A8C5UWK3|A0A8C5UWK3_MICMU, tr|A0A8C5YGB9|A0A8C5YGB9_MICMU, tr|A0A8C6ELS3|A0A8C6ELS3_MICMU, tr|A0A8C5YHX2|A0A8C5YHX2_MICMU
OG0000084	sp|Q6VB84|FX4L3_HUMAN, sp|Q3SYB3|FX4L6_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q5VV16|FX4L5_HUMAN, sp|Q12950|FOXD4_HUMAN, sp|Q9NU39|FX4L1_HUMAN, sp|Q9C009|FOXQ1_HUMAN, sp|Q12952|FOXL1_HUMAN, sp|P55316|FOXG1_HUMAN, sp|O43638|FOXS1_HUMAN	tr|A0A8C5W0G2|A0A8C5W0G2_MICMU
OG0000086	sp|Q96BY2|MOAP1_HUMAN	tr|A0A8C5VKX8|A0A8C5VKX8_MICMU
OG0000086	sp|Q9ULN7|PNM8B_HUMAN, sp|Q9H0W5|CCDC8_HUMAN, sp|A0A1B0GUJ8|PNM8C_HUMAN, sp|Q9UL42|PNMA2_HUMAN, sp|Q9UL41|PNMA3_HUMAN, sp|P0CW24|PNM6A_HUMAN, sp|Q96PV4|PNMA5_HUMAN, sp|Q8ND90|PNMA1_HUMAN	tr|A0A8B7EPN2|A0A8B7EPN2_MICMU
OG0000087	sp|P17658|KCNA6_HUMAN	tr|A0A8B7HN89|A0A8B7HN89_MICMU
OG0000087	sp|P16389|KCNA2_HUMAN	tr|A0A8C5UUW4|A0A8C5UUW4_MICMU
OG0000087	sp|Q09470|KCNA1_HUMAN	tr|A0A8B7HLV1|A0A8B7HLV1_MICMU
OG0000087	sp|P22001|KCNA3_HUMAN	tr|A0A8C6EL54|A0A8C6EL54_MICMU
OG0000089	sp|Q96MD7|CI085_HUMAN	tr|A0A8C5UWV3|A0A8C5UWV3_MICMU
OG0000089	sp|Q8N976|YG039_HUMAN, sp|Q8N2A0|CX062_HUMAN, sp|Q5T7P6|TMM78_HUMAN, tr|A0A087X1C1|A0A087X1C1_HUMAN, sp|A0A096LPI5|GVQW2_HUMAN, sp|Q86U02|CN165_HUMAN, sp|Q9BUA6|MYL10_HUMAN, sp|Q8NDZ0|BEND2_HUMAN	tr|A0A8C5XY49|A0A8C5XY49_MICMU
OG0000090	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A8C5UWB3|A0A8C5UWB3_MICMU
OG0000090	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A8C5UYJ2|A0A8C5UYJ2_MICMU
OG0000090	sp|P13645|K1C10_HUMAN, sp|Q2M2I5|K1C24_HUMAN	tr|A0A8C5V0B9|A0A8C5V0B9_MICMU
OG0000090	sp|Q7Z3Y8|K1C27_HUMAN	tr|A0A8C5UXY5|A0A8C5UXY5_MICMU
OG0000090	sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A8C5W236|A0A8C5W236_MICMU
OG0000092	sp|P50993|AT1A2_HUMAN	tr|A0A8C5XCR9|A0A8C5XCR9_MICMU
OG0000092	sp|P05023|AT1A1_HUMAN	tr|A0A8C5VC77|A0A8C5VC77_MICMU
OG0000092	sp|P13637|AT1A3_HUMAN	tr|A0A8C5VPZ3|A0A8C5VPZ3_MICMU
OG0000092	sp|P20648|ATP4A_HUMAN	tr|A0A8C5VP31|A0A8C5VP31_MICMU
OG0000092	sp|P54707|AT12A_HUMAN	tr|A0A8C5V0P8|A0A8C5V0P8_MICMU
OG0000093	sp|Q9Y4A0|JERKL_HUMAN, sp|Q53EQ6|TIGD5_HUMAN, sp|Q96MW7|TIGD1_HUMAN, sp|B2RD01|CENP1_HUMAN, sp|Q17RP2|TIGD6_HUMAN, sp|Q8IY51|TIGD4_HUMAN, sp|P07199|CENPB_HUMAN, sp|Q6B0B8|TIGD3_HUMAN, sp|Q6NT04|TIGD7_HUMAN, sp|Q4W5G0|TIGD2_HUMAN	tr|A0A8B7EVR9|A0A8B7EVR9_MICMU
OG0000094	sp|P13765|DOB_HUMAN	tr|A0A8C5XQE0|A0A8C5XQE0_MICMU
OG0000094	sp|Q30154|DRB5_HUMAN, sp|P79483|DRB3_HUMAN, sp|P01911|DRB1_HUMAN, sp|P13762|DRB4_HUMAN	tr|A0A8C6EHB6|A0A8C6EHB6_MICMU
OG0000094	sp|P04440|DPB1_HUMAN	tr|A0A8C5VWE8|A0A8C5VWE8_MICMU
OG0000095	sp|P62837|UB2D2_HUMAN	tr|A0A8B7WR13|A0A8B7WR13_MICMU
OG0000095	sp|P61077|UB2D3_HUMAN	tr|A0A8B7GSS3|A0A8B7GSS3_MICMU
OG0000095	sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A8C5VZI2|A0A8C5VZI2_MICMU, tr|A0A8C5W2W4|A0A8C5W2W4_MICMU, tr|A0A8C6EKP3|A0A8C6EKP3_MICMU, tr|A0A8C5XE11|A0A8C5XE11_MICMU
OG0000096	sp|P0DTE4|UD2A1_HUMAN	tr|A0A8C5XNC6|A0A8C5XNC6_MICMU, tr|A0A8C5UKZ4|A0A8C5UKZ4_MICMU, tr|A0A8C5W0D6|A0A8C5W0D6_MICMU, tr|A0A8C5Y9Q8|A0A8C5Y9Q8_MICMU, tr|A0A8C6EKF4|A0A8C6EKF4_MICMU, tr|A0A8B7HVS2|A0A8B7HVS2_MICMU, tr|A0A8C5VXQ1|A0A8C5VXQ1_MICMU, tr|A0A8C5VG66|A0A8C5VG66_MICMU, tr|A0A8C5YD16|A0A8C5YD16_MICMU, tr|A0A8C5YH81|A0A8C5YH81_MICMU
OG0000100	sp|P30872|SSR1_HUMAN, sp|P31391|SSR4_HUMAN, sp|P32745|SSR3_HUMAN, sp|P35346|SSR5_HUMAN, sp|P30874|SSR2_HUMAN, sp|Q9NSD7|RL3R1_HUMAN, sp|Q8TDU9|RL3R2_HUMAN, sp|P48145|NPBW1_HUMAN, sp|P48146|NPBW2_HUMAN	tr|A0A8B7GIF6|A0A8B7GIF6_MICMU
OG0000102	sp|P62937|PPIA_HUMAN	tr|A0A8C5VYU5|A0A8C5VYU5_MICMU
OG0000102	sp|Q9Y536|PAL4A_HUMAN, sp|A0A0B4J2A2|PAL4C_HUMAN, sp|P0DN37|PAL4G_HUMAN, sp|A0A075B767|PAL4H_HUMAN, sp|F5H284|PAL4D_HUMAN, sp|P0DN26|PAL4F_HUMAN, sp|A0A075B759|PAL4E_HUMAN	tr|A0A8B7G9Y0|A0A8B7G9Y0_MICMU
OG0000103	sp|O15389|SIGL5_HUMAN	tr|A0A8C5Y4E0|A0A8C5Y4E0_MICMU
OG0000103	sp|Q08ET2|SIG14_HUMAN, sp|Q9NYZ4|SIGL8_HUMAN, sp|Q9Y336|SIGL9_HUMAN, sp|Q9Y286|SIGL7_HUMAN, sp|Q96PQ1|SIG12_HUMAN, sp|O43699|SIGL6_HUMAN, sp|P20138|CD33_HUMAN	tr|A0A8C5XEX8|A0A8C5XEX8_MICMU
OG0000106	sp|O14815|CAN9_HUMAN	tr|A0A8C5XXI9|A0A8C5XXI9_MICMU
OG0000106	sp|A6NHC0|CAN8_HUMAN	tr|A0A8C5XML3|A0A8C5XML3_MICMU
OG0000106	sp|P17655|CAN2_HUMAN	tr|A0A8C5V4W1|A0A8C5V4W1_MICMU
OG0000106	sp|P07384|CAN1_HUMAN	tr|A0A8C5UV13|A0A8C5UV13_MICMU
OG0000106	sp|Q9UMQ6|CAN11_HUMAN	tr|A0A8C5XDY9|A0A8C5XDY9_MICMU
OG0000107	sp|P16401|H15_HUMAN	tr|A0A8B7ESR2|A0A8B7ESR2_MICMU
