Orthogroup	Homo_sapiens	Marmota_monax
OG0000045	sp|Q8WXX0|DYH7_HUMAN	tr|A0A5E4D7G2|A0A5E4D7G2_MARMO
OG0000045	sp|Q8TD57|DYH3_HUMAN	tr|A0A5E4A5T2|A0A5E4A5T2_MARMO
OG0000046	sp|Q8NGS3|OR1J1_HUMAN	tr|A0A5E4BHX9|A0A5E4BHX9_MARMO
OG0000046	sp|Q8NGS2|OR1J2_HUMAN	tr|A0A5E4BIY4|A0A5E4BIY4_MARMO
OG0000046	sp|Q8NGS1|OR1J4_HUMAN	tr|A0A5E4BID5|A0A5E4BID5_MARMO
OG0000047	sp|A0A0B4J1V2|HV226_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, sp|P01814|HV270_HUMAN, sp|A0A0C4DH43|HV70D_HUMAN, sp|P01817|HV205_HUMAN, sp|A0A0B4J1U7|HV601_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|P01824|HV439_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|P0DP07|HV431_HUMAN, sp|P0DP06|HVD34_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN	tr|A0A5E4D8N1|A0A5E4D8N1_MARMO
OG0000049	sp|Q9UK12|ZN222_HUMAN	tr|A0A5E4CJR3|A0A5E4CJR3_MARMO
OG0000049	sp|Q02386|ZNF45_HUMAN	tr|A0A5E4AD01|A0A5E4AD01_MARMO
OG0000049	sp|Q9NYT6|ZN226_HUMAN	tr|A0A5E4ACW6|A0A5E4ACW6_MARMO
OG0000049	sp|Q9UJW7|ZN229_HUMAN, sp|Q96NJ3|ZN285_HUMAN, sp|A6NK53|ZN233_HUMAN, sp|Q14590|ZN235_HUMAN, sp|Q9UJU3|ZN112_HUMAN	tr|A0A5E4CMA3|A0A5E4CMA3_MARMO
OG0000050	sp|O43707|ACTN4_HUMAN	tr|A0A5E4AIA3|A0A5E4AIA3_MARMO
OG0000050	sp|Q08043|ACTN3_HUMAN	tr|A0A5E4A1I1|A0A5E4A1I1_MARMO
OG0000050	sp|P35609|ACTN2_HUMAN	tr|A0A5E4B4B3|A0A5E4B4B3_MARMO
OG0000050	sp|P12814|ACTN1_HUMAN	tr|A0A5E4AY40|A0A5E4AY40_MARMO
OG0000051	sp|P0C7X4|FHL19_HUMAN	tr|A0A5E4AVQ5|A0A5E4AVQ5_MARMO, tr|A0A5E4CP39|A0A5E4CP39_MARMO, tr|A0A5E4C7V9|A0A5E4C7V9_MARMO
OG0000051	sp|P02794|FRIH_HUMAN	tr|A0A5E4CWH0|A0A5E4CWH0_MARMO, tr|A0A5E4AZQ6|A0A5E4AZQ6_MARMO, tr|A0A5E4AYR3|A0A5E4AYR3_MARMO, tr|A0A5E4CZV7|A0A5E4CZV7_MARMO, tr|A0A5E4CPC0|A0A5E4CPC0_MARMO, tr|A0A5E4AW82|A0A5E4AW82_MARMO, tr|A0A5E4BS48|A0A5E4BS48_MARMO, tr|A0A5E4AEW3|A0A5E4AEW3_MARMO, tr|A0A5E4A7L3|A0A5E4A7L3_MARMO, tr|A0A5E4AMM8|A0A5E4AMM8_MARMO
OG0000051	sp|Q9BXU8|FHL17_HUMAN	tr|A0A5E4D3H4|A0A5E4D3H4_MARMO, tr|A0A5E4D6A8|A0A5E4D6A8_MARMO, tr|A0A5E4D277|A0A5E4D277_MARMO, tr|A0A5E4C7C3|A0A5E4C7C3_MARMO
OG0000052	sp|Q99758|ABCA3_HUMAN	tr|A0A5E4C2T8|A0A5E4C2T8_MARMO, tr|A0A5E4C0W6|A0A5E4C0W6_MARMO, tr|A0A5E4D2C6|A0A5E4D2C6_MARMO, tr|A0A5E4C099|A0A5E4C099_MARMO, tr|A0A5E4A6C5|A0A5E4A6C5_MARMO, tr|A0A5E4CYG6|A0A5E4CYG6_MARMO, tr|A0A5E4D509|A0A5E4D509_MARMO, tr|A0A5E4D7K4|A0A5E4D7K4_MARMO, tr|A0A5E4BKI2|A0A5E4BKI2_MARMO, tr|A0A5E4AR47|A0A5E4AR47_MARMO, tr|A0A5E4DB14|A0A5E4DB14_MARMO, tr|A0A5E4AQC0|A0A5E4AQC0_MARMO, tr|A0A5E4DEB6|A0A5E4DEB6_MARMO, tr|A0A5E4ANT0|A0A5E4ANT0_MARMO, tr|A0A5E4A5A7|A0A5E4A5A7_MARMO, tr|A0A5E4ARK0|A0A5E4ARK0_MARMO, tr|A0A5E4BZX0|A0A5E4BZX0_MARMO, tr|A0A5E4AQX5|A0A5E4AQX5_MARMO, tr|A0A5E4A637|A0A5E4A637_MARMO
OG0000055	sp|Q902F9|EN113_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|P61578|REC16_HUMAN, sp|P61574|RE113_HUMAN, sp|P61576|REC04_HUMAN	tr|A0A5E4D712|A0A5E4D712_MARMO
OG0000055	tr|B3KNS4|B3KNS4_HUMAN, sp|P61568|ENK11_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|P10266|POK10_HUMAN, sp|P63135|POK7_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|P63133|POK8_HUMAN, sp|P63136|POK25_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63132|PO113_HUMAN	tr|A0A5E4BW58|A0A5E4BW58_MARMO
OG0000057	sp|Q9HBT6|CAD20_HUMAN	tr|A0A5E4B0V4|A0A5E4B0V4_MARMO
OG0000057	sp|Q9UJ99|CAD22_HUMAN	tr|A0A5E4B8Z0|A0A5E4B8Z0_MARMO
OG0000057	sp|Q86UP0|CAD24_HUMAN	tr|A0A5E4B908|A0A5E4B908_MARMO
OG0000057	sp|P55286|CADH8_HUMAN, sp|P55287|CAD11_HUMAN	tr|A0A5E4BC80|A0A5E4BC80_MARMO
OG0000057	sp|Q9H159|CAD19_HUMAN	tr|A0A5E4CXP2|A0A5E4CXP2_MARMO
OG0000057	sp|P55285|CADH6_HUMAN	tr|A0A5E4CQC1|A0A5E4CQC1_MARMO
OG0000057	sp|Q9ULB4|CADH9_HUMAN	tr|A0A5E4BYG7|A0A5E4BYG7_MARMO
OG0000058	sp|P30954|O10J1_HUMAN	tr|A0A5E4BDB4|A0A5E4BDB4_MARMO
OG0000058	sp|Q5JRS4|O10J3_HUMAN	tr|A0A5E4BCR6|A0A5E4BCR6_MARMO
OG0000058	sp|P0C629|O10J4_HUMAN	tr|A0A5E4BCY4|A0A5E4BCY4_MARMO
OG0000058	sp|Q8NGY7|O10J6_HUMAN, sp|Q8NHC4|O10J5_HUMAN	tr|A0A5E4BF94|A0A5E4BF94_MARMO
OG0000059	sp|A6NI73|LIRA5_HUMAN	tr|A0A5E4DC97|A0A5E4DC97_MARMO, tr|A0A5E4D9A7|A0A5E4D9A7_MARMO, tr|A0A5E4DA76|A0A5E4DA76_MARMO, tr|A0A5E4D9S6|A0A5E4D9S6_MARMO, tr|A0A5E4DA77|A0A5E4DA77_MARMO, tr|A0A5E4DCQ9|A0A5E4DCQ9_MARMO, tr|A0A5E4CB12|A0A5E4CB12_MARMO, tr|A0A5E4D5D0|A0A5E4D5D0_MARMO, tr|A0A5E4CEG8|A0A5E4CEG8_MARMO, tr|A0A5E4BJX2|A0A5E4BJX2_MARMO, tr|A0A5E4BKS5|A0A5E4BKS5_MARMO, tr|A0A5E4D3Y2|A0A5E4D3Y2_MARMO, tr|A0A5E4DAR7|A0A5E4DAR7_MARMO, tr|A0A5E4BK81|A0A5E4BK81_MARMO, tr|A0A5E4CBP8|A0A5E4CBP8_MARMO, tr|A0A5E4D9V7|A0A5E4D9V7_MARMO, tr|A0A5E4DDE4|A0A5E4DDE4_MARMO, tr|A0A5E4D624|A0A5E4D624_MARMO
OG0000062	sp|A6NH00|OR2T8_HUMAN, sp|Q8NG77|O2T12_HUMAN, sp|Q8NG76|O2T33_HUMAN	tr|A0A5E4CX20|A0A5E4CX20_MARMO, tr|A0A5E4B5P9|A0A5E4B5P9_MARMO, tr|A0A5E4B4F2|A0A5E4B4F2_MARMO, tr|A0A5E4B4Y5|A0A5E4B4Y5_MARMO, tr|A0A5E4CX70|A0A5E4CX70_MARMO, tr|A0A5E4CN43|A0A5E4CN43_MARMO, tr|A0A5E4CNG0|A0A5E4CNG0_MARMO, tr|A0A5E4CP01|A0A5E4CP01_MARMO, tr|A0A5E4CKI7|A0A5E4CKI7_MARMO, tr|A0A5E4CLG1|A0A5E4CLG1_MARMO, tr|A0A5E4CKF2|A0A5E4CKF2_MARMO, tr|A0A5E4CLD3|A0A5E4CLD3_MARMO, tr|A0A5E4CL97|A0A5E4CL97_MARMO, tr|A0A5E4CKG4|A0A5E4CKG4_MARMO, tr|A0A5E4CNS0|A0A5E4CNS0_MARMO, tr|A0A5E4B2T3|A0A5E4B2T3_MARMO
OG0000063	sp|O15479|MAGB2_HUMAN	tr|A0A5E4D2V8|A0A5E4D2V8_MARMO
OG0000063	sp|Q96LZ2|MAGBA_HUMAN	tr|A0A5E4CN70|A0A5E4CN70_MARMO
OG0000063	sp|Q96M61|MAGBI_HUMAN	tr|A0A5E4CKJ7|A0A5E4CKJ7_MARMO
OG0000063	sp|Q9BZ81|MAGB5_HUMAN	tr|A0A5E4D5A8|A0A5E4D5A8_MARMO
OG0000063	sp|O15480|MAGB3_HUMAN	tr|A0A5E4D327|A0A5E4D327_MARMO
OG0000063	sp|A8MXT2|MAGBH_HUMAN	tr|A0A5E4ALB3|A0A5E4ALB3_MARMO
OG0000063	tr|A0A0J9YX57|A0A0J9YX57_HUMAN, sp|Q8N7X4|MAGB6_HUMAN	tr|A0A5E4D2Q1|A0A5E4D2Q1_MARMO, tr|A0A5E4CZB7|A0A5E4CZB7_MARMO
OG0000064	sp|Q8NH19|O10AG_HUMAN	tr|A0A5E4D2W1|A0A5E4D2W1_MARMO, tr|A0A5E4D0J1|A0A5E4D0J1_MARMO, tr|A0A5E4CWW9|A0A5E4CWW9_MARMO, tr|A0A5E4CCU0|A0A5E4CCU0_MARMO, tr|A0A5E4CX42|A0A5E4CX42_MARMO, tr|A0A5E4CDH2|A0A5E4CDH2_MARMO, tr|A0A5E4CCV8|A0A5E4CCV8_MARMO, tr|A0A5E4CDH6|A0A5E4CDH6_MARMO, tr|A0A5E4CW41|A0A5E4CW41_MARMO, tr|A0A5E4CD39|A0A5E4CD39_MARMO, tr|A0A5E4CWY2|A0A5E4CWY2_MARMO, tr|A0A5E4CX54|A0A5E4CX54_MARMO, tr|A0A5E4DAL5|A0A5E4DAL5_MARMO, tr|A0A5E4CD72|A0A5E4CD72_MARMO, tr|A0A5E4CF73|A0A5E4CF73_MARMO, tr|A0A5E4DCX1|A0A5E4DCX1_MARMO, tr|A0A5E4CUP4|A0A5E4CUP4_MARMO, tr|A0A5E4D9R8|A0A5E4D9R8_MARMO
OG0000069	sp|O43506|ADA20_HUMAN	tr|A0A5E4DIY7|A0A5E4DIY7_MARMO, tr|A0A5E4DD41|A0A5E4DD41_MARMO, tr|A0A5E4BT73|A0A5E4BT73_MARMO
OG0000069	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A5E4BRB2|A0A5E4BRB2_MARMO
OG0000069	sp|Q9UKF5|ADA29_HUMAN	tr|A0A5E4C1H2|A0A5E4C1H2_MARMO, tr|A0A5E4CD94|A0A5E4CD94_MARMO, tr|A0A5E4AX21|A0A5E4AX21_MARMO, tr|A0A5E4C0N4|A0A5E4C0N4_MARMO, tr|A0A5E4BSA9|A0A5E4BSA9_MARMO, tr|A0A5E4BAH2|A0A5E4BAH2_MARMO, tr|A0A5E4D9K1|A0A5E4D9K1_MARMO, tr|A0A5E4BS40|A0A5E4BS40_MARMO, tr|A0A5E4CZP1|A0A5E4CZP1_MARMO, tr|A0A5E4CZK8|A0A5E4CZK8_MARMO, tr|A0A5E4CS53|A0A5E4CS53_MARMO
OG0000070	sp|A8MTZ7|CL071_HUMAN	tr|A0A5E4D3H7|A0A5E4D3H7_MARMO, tr|A0A5E4BUJ6|A0A5E4BUJ6_MARMO, tr|A0A5E4D0L4|A0A5E4D0L4_MARMO, tr|A0A5E4D4V0|A0A5E4D4V0_MARMO, tr|A0A5E4DB37|A0A5E4DB37_MARMO, tr|A0A5E4AZP9|A0A5E4AZP9_MARMO, tr|A0A5E4D9I7|A0A5E4D9I7_MARMO, tr|A0A5E4AYW4|A0A5E4AYW4_MARMO, tr|A0A5E4DC91|A0A5E4DC91_MARMO, tr|A0A5E4CZB8|A0A5E4CZB8_MARMO, tr|A0A5E4CGP4|A0A5E4CGP4_MARMO, tr|A0A5E4CF39|A0A5E4CF39_MARMO, tr|A0A5E4ATU5|A0A5E4ATU5_MARMO, tr|A0A5E4CP09|A0A5E4CP09_MARMO, tr|A0A5E4C3S9|A0A5E4C3S9_MARMO, tr|A0A5E4CDQ2|A0A5E4CDQ2_MARMO, tr|A0A5E4CEE1|A0A5E4CEE1_MARMO
OG0000073	sp|Q86XG9|NBPF5_HUMAN, sp|Q96M43|NBPF4_HUMAN, sp|Q5VWK0|NBPF6_HUMAN, sp|P0C2Y1|NBPF7_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|Q9H094|NBPF3_HUMAN	tr|A0A5E4D878|A0A5E4D878_MARMO
OG0000074	sp|Q6MZZ7|CAN13_HUMAN	tr|A0A5E4BUI8|A0A5E4BUI8_MARMO
OG0000074	sp|P07384|CAN1_HUMAN	tr|A0A5E4A297|A0A5E4A297_MARMO
OG0000074	sp|A6NHC0|CAN8_HUMAN	tr|A0A5E4BC27|A0A5E4BC27_MARMO
OG0000074	sp|P17655|CAN2_HUMAN	tr|A0A5E4BBW7|A0A5E4BBW7_MARMO
OG0000074	sp|O14815|CAN9_HUMAN	tr|A0A5E4B0G4|A0A5E4B0G4_MARMO
OG0000074	sp|Q9UMQ6|CAN11_HUMAN	tr|A0A5E4AMU7|A0A5E4AMU7_MARMO
OG0000074	sp|Q6ZSI9|CAN12_HUMAN	tr|A0A5E4AFU8|A0A5E4AFU8_MARMO
OG0000074	sp|A8MX76|CAN14_HUMAN	tr|A0A5E4BVH2|A0A5E4BVH2_MARMO
OG0000075	sp|P19013|K2C4_HUMAN	tr|A0A5E4A8N3|A0A5E4A8N3_MARMO
OG0000075	sp|Q5XKE5|K2C79_HUMAN	tr|A0A5E4A9D7|A0A5E4A9D7_MARMO, tr|A0A5E4AAC1|A0A5E4AAC1_MARMO, tr|A0A5E4A8Z7|A0A5E4A8Z7_MARMO, tr|A0A5E4A9C7|A0A5E4A9C7_MARMO, tr|A0A5E4A988|A0A5E4A988_MARMO, tr|A0A5E4A8Z5|A0A5E4A8Z5_MARMO, tr|A0A5E4A8L9|A0A5E4A8L9_MARMO, tr|A0A5E4A9M0|A0A5E4A9M0_MARMO, tr|A0A5E4A8M6|A0A5E4A8M6_MARMO, tr|A0A5E4DK92|A0A5E4DK92_MARMO, tr|A0A5E4DBV1|A0A5E4DBV1_MARMO, tr|A0A5E4A996|A0A5E4A996_MARMO, tr|A0A5E4A904|A0A5E4A904_MARMO, tr|A0A5E4A915|A0A5E4A915_MARMO
OG0000076	sp|P04435|TVB79_HUMAN, sp|A0A1B0GX78|TVBL5_HUMAN, sp|A0A0B4J2E0|TVBL4_HUMAN, sp|P01733|TVBL3_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN	tr|A0A5E4AS16|A0A5E4AS16_MARMO
OG0000077	sp|Q92738|US6NL_HUMAN, sp|Q9UFV1|TBC29_HUMAN, sp|Q2M2D7|TBC28_HUMAN, sp|Q86UD7|TBC26_HUMAN, sp|P35125|UBP6_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|A0A087X179|TBC3E_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|Q6IPX1|TBC3C_HUMAN	tr|A0A5E4BTP4|A0A5E4BTP4_MARMO
OG0000078	sp|Q6P3V2|Z585A_HUMAN, sp|Q52M93|Z585B_HUMAN	tr|A0A5E4C8J8|A0A5E4C8J8_MARMO
OG0000078	sp|Q5JUW0|KRBX4_HUMAN, sp|Q2M3X9|ZN674_HUMAN	tr|A0A5E4C1C8|A0A5E4C1C8_MARMO
OG0000078	sp|Q9BY31|ZN717_HUMAN	tr|A0A5E4ADX7|A0A5E4ADX7_MARMO, tr|A0A5E4BX88|A0A5E4BX88_MARMO, tr|A0A5E4BND8|A0A5E4BND8_MARMO, tr|A0A5E4C915|A0A5E4C915_MARMO, tr|A0A5E4BZC5|A0A5E4BZC5_MARMO
OG0000078	sp|Q96PE6|ZIM3_HUMAN, sp|P17025|ZN182_HUMAN	tr|A0A5E4D8V8|A0A5E4D8V8_MARMO
OG0000079	sp|Q8NGX8|OR6Y1_HUMAN	tr|A0A5E4CLD7|A0A5E4CLD7_MARMO
OG0000079	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A5E4CM04|A0A5E4CM04_MARMO
OG0000079	sp|O95222|OR6A2_HUMAN	tr|A0A5E4D0X7|A0A5E4D0X7_MARMO, tr|A0A5E4C256|A0A5E4C256_MARMO
OG0000079	sp|O95007|OR6B1_HUMAN	tr|A0A5E4D2N4|A0A5E4D2N4_MARMO, tr|A0A5E4C2I0|A0A5E4C2I0_MARMO, tr|A0A5E4C0F7|A0A5E4C0F7_MARMO, tr|A0A5E4B1K2|A0A5E4B1K2_MARMO
OG0000084	sp|Q8NHC7|O14CZ_HUMAN	tr|A0A5E4CP94|A0A5E4CP94_MARMO, tr|A0A5E4CLW8|A0A5E4CLW8_MARMO, tr|A0A5E4CMJ4|A0A5E4CMJ4_MARMO, tr|A0A5E4CMQ4|A0A5E4CMQ4_MARMO, tr|A0A5E4CQ11|A0A5E4CQ11_MARMO, tr|A0A5E4CMP1|A0A5E4CMP1_MARMO, tr|A0A5E4CMK3|A0A5E4CMK3_MARMO, tr|A0A5E4CKD3|A0A5E4CKD3_MARMO, tr|A0A5E4CQ95|A0A5E4CQ95_MARMO, tr|A0A5E4CPN1|A0A5E4CPN1_MARMO, tr|A0A5E4CMW2|A0A5E4CMW2_MARMO, tr|A0A5E4CMT7|A0A5E4CMT7_MARMO, tr|A0A5E4CMS9|A0A5E4CMS9_MARMO, tr|A0A5E4B2S2|A0A5E4B2S2_MARMO, tr|A0A5E4B350|A0A5E4B350_MARMO
OG0000085	sp|Q5JQS5|OR2BB_HUMAN	tr|A0A5E4ABF4|A0A5E4ABF4_MARMO, tr|A0A5E4AAQ5|A0A5E4AAQ5_MARMO, tr|A0A5E4DDE7|A0A5E4DDE7_MARMO, tr|A0A5E4D8B2|A0A5E4D8B2_MARMO, tr|A0A5E4CMU2|A0A5E4CMU2_MARMO, tr|A0A5E4DA71|A0A5E4DA71_MARMO, tr|A0A5E4D1U7|A0A5E4D1U7_MARMO, tr|A0A5E4DAH0|A0A5E4DAH0_MARMO, tr|A0A5E4DA98|A0A5E4DA98_MARMO, tr|A0A5E4CEB9|A0A5E4CEB9_MARMO, tr|A0A5E4CZ61|A0A5E4CZ61_MARMO, tr|A0A5E4CTY8|A0A5E4CTY8_MARMO, tr|A0A5E4D0T1|A0A5E4D0T1_MARMO, tr|A0A5E4D6N5|A0A5E4D6N5_MARMO, tr|A0A5E4D904|A0A5E4D904_MARMO
OG0000086	sp|Q06520|ST2A1_HUMAN	tr|A0A5E4DBV8|A0A5E4DBV8_MARMO, tr|A0A5E4D422|A0A5E4D422_MARMO, tr|A0A5E4BPN1|A0A5E4BPN1_MARMO, tr|A0A5E4D7R8|A0A5E4D7R8_MARMO, tr|A0A5E4DB17|A0A5E4DB17_MARMO, tr|A0A5E4D3K7|A0A5E4D3K7_MARMO, tr|A0A5E4D1L9|A0A5E4D1L9_MARMO, tr|A0A5E4DG83|A0A5E4DG83_MARMO, tr|A0A5E4DC72|A0A5E4DC72_MARMO, tr|A0A5E4D464|A0A5E4D464_MARMO, tr|A0A5E4D7W8|A0A5E4D7W8_MARMO, tr|A0A5E4CDC3|A0A5E4CDC3_MARMO, tr|A0A5E4CCG2|A0A5E4CCG2_MARMO, tr|A0A5E4DBF5|A0A5E4DBF5_MARMO, tr|A0A5E4D4Z4|A0A5E4D4Z4_MARMO
OG0000087	sp|Q8NHB7|OR5K1_HUMAN, sp|Q8NHB8|OR5K2_HUMAN	tr|A0A5E4CB11|A0A5E4CB11_MARMO
OG0000087	sp|A6NET4|OR5K3_HUMAN, sp|A6NMS3|OR5K4_HUMAN	tr|A0A5E4CHG6|A0A5E4CHG6_MARMO, tr|A0A5E4CJZ7|A0A5E4CJZ7_MARMO, tr|A0A5E4CK69|A0A5E4CK69_MARMO, tr|A0A5E4CJS9|A0A5E4CJS9_MARMO, tr|A0A5E4CHC4|A0A5E4CHC4_MARMO, tr|A0A5E4CHJ3|A0A5E4CHJ3_MARMO, tr|A0A5E4CHJ2|A0A5E4CHJ2_MARMO, tr|A0A5E4CHL9|A0A5E4CHL9_MARMO, tr|A0A5E4CBM7|A0A5E4CBM7_MARMO, tr|A0A5E4CHD1|A0A5E4CHD1_MARMO, tr|A0A5E4CIY4|A0A5E4CIY4_MARMO
OG0000088	sp|Q52LW3|RHG29_HUMAN	tr|A0A5E4CWA3|A0A5E4CWA3_MARMO, tr|A0A5E4C5C4|A0A5E4C5C4_MARMO, tr|A0A5E4BWQ4|A0A5E4BWQ4_MARMO, tr|A0A5E4D1Y6|A0A5E4D1Y6_MARMO, tr|A0A5E4CYT8|A0A5E4CYT8_MARMO, tr|A0A5E4D3E8|A0A5E4D3E8_MARMO, tr|A0A5E4D8K1|A0A5E4D8K1_MARMO, tr|A0A5E4BRC5|A0A5E4BRC5_MARMO, tr|A0A5E4BWL9|A0A5E4BWL9_MARMO, tr|A0A5E4CWF6|A0A5E4CWF6_MARMO, tr|A0A5E4CY23|A0A5E4CY23_MARMO, tr|A0A5E4CWC8|A0A5E4CWC8_MARMO, tr|A0A5E4CWJ9|A0A5E4CWJ9_MARMO, tr|A0A5E4CY76|A0A5E4CY76_MARMO, tr|A0A5E4CWE0|A0A5E4CWE0_MARMO
OG0000093	sp|P11142|HSP7C_HUMAN	tr|A0A5E4CA02|A0A5E4CA02_MARMO, tr|A0A5E4AD30|A0A5E4AD30_MARMO
OG0000093	sp|P54652|HSP72_HUMAN	tr|A0A5E4D0Z1|A0A5E4D0Z1_MARMO
OG0000093	sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	tr|A0A5E4C3G1|A0A5E4C3G1_MARMO
OG0000093	sp|P34931|HS71L_HUMAN	tr|A0A5E4C319|A0A5E4C319_MARMO
OG0000093	sp|P38646|GRP75_HUMAN, sp|P48741|HSP77_HUMAN, sp|P17066|HSP76_HUMAN	tr|A0A5E4BF03|A0A5E4BF03_MARMO
OG0000094	sp|Q5JZY3|EPHAA_HUMAN	tr|A0A5E4A5K6|A0A5E4A5K6_MARMO
OG0000094	sp|P29317|EPHA2_HUMAN	tr|A0A5E4A1Y8|A0A5E4A1Y8_MARMO
OG0000094	sp|P54760|EPHB4_HUMAN, sp|P54753|EPHB3_HUMAN, sp|P29323|EPHB2_HUMAN, sp|P54762|EPHB1_HUMAN	tr|A0A5E4BWG5|A0A5E4BWG5_MARMO
OG0000095	sp|O76011|KRT34_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76009|KT33A_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q15323|K1H1_HUMAN	tr|A0A5E4CBL6|A0A5E4CBL6_MARMO, tr|A0A5E4CC38|A0A5E4CC38_MARMO, tr|A0A5E4CA63|A0A5E4CA63_MARMO, tr|A0A5E4CCQ7|A0A5E4CCQ7_MARMO
OG0000095	sp|Q6A163|K1C39_HUMAN	tr|A0A5E4CSB2|A0A5E4CSB2_MARMO
OG0000095	sp|Q14532|K1H2_HUMAN	tr|A0A5E4CQ39|A0A5E4CQ39_MARMO
OG0000097	sp|P35499|SCN4A_HUMAN	tr|A0A5E4D4K5|A0A5E4D4K5_MARMO
OG0000097	sp|Q14524|SCN5A_HUMAN	tr|A0A5E4BDK0|A0A5E4BDK0_MARMO
OG0000097	sp|Q9Y5Y9|SCNAA_HUMAN	tr|A0A5E4BFZ2|A0A5E4BFZ2_MARMO
OG0000097	sp|Q9UI33|SCNBA_HUMAN	tr|A0A5E4BDV0|A0A5E4BDV0_MARMO
OG0000097	sp|Q15858|SCN9A_HUMAN, sp|Q9UQD0|SCN8A_HUMAN, sp|Q9NY46|SCN3A_HUMAN, sp|Q99250|SCN2A_HUMAN, sp|P35498|SCN1A_HUMAN, sp|Q01118|SCN7A_HUMAN	tr|A0A5E4CRI2|A0A5E4CRI2_MARMO
OG0000098	sp|Q8NGV7|OR5H2_HUMAN, sp|A6NDH6|O5H15_HUMAN, sp|A6NKK0|OR5H1_HUMAN, sp|Q8NGV6|OR5H6_HUMAN, sp|A6NHG9|O5H14_HUMAN, sp|P0DN80|OR5H8_HUMAN	tr|A0A5E4CHB6|A0A5E4CHB6_MARMO
OG0000098	sp|P0C628|O5AC1_HUMAN, sp|Q9NZP5|O5AC2_HUMAN	tr|A0A5E4CJR8|A0A5E4CJR8_MARMO, tr|A0A5E4CJY6|A0A5E4CJY6_MARMO, tr|A0A5E4CHF5|A0A5E4CHF5_MARMO, tr|A0A5E4CK57|A0A5E4CK57_MARMO, tr|A0A5E4CIX3|A0A5E4CIX3_MARMO, tr|A0A5E4CWT4|A0A5E4CWT4_MARMO
OG0000099	sp|P04406|G3P_HUMAN	tr|A0A5E4CDP7|A0A5E4CDP7_MARMO, tr|A0A5E4BQG2|A0A5E4BQG2_MARMO
