Orthogroup	Homo_sapiens	Nyctereutes_procyonoides
OG0000039	sp|P47914|RL29_HUMAN	tr|A0A811ZJS5|A0A811ZJS5_NYCPR, tr|A0A811ZMR6|A0A811ZMR6_NYCPR, tr|A0A811YDT6|A0A811YDT6_NYCPR, tr|A0A811ZUA2|A0A811ZUA2_NYCPR, tr|A0A811ZFR8|A0A811ZFR8_NYCPR, tr|A0A811Z090|A0A811Z090_NYCPR, tr|A0A811Z2B8|A0A811Z2B8_NYCPR, tr|A0A811YKH6|A0A811YKH6_NYCPR, tr|A0A811Z328|A0A811Z328_NYCPR, tr|A0A811ZLJ1|A0A811ZLJ1_NYCPR, tr|A0A811ZIG6|A0A811ZIG6_NYCPR, tr|A0A811YCY5|A0A811YCY5_NYCPR, tr|A0A811ZTD4|A0A811ZTD4_NYCPR, tr|A0A811Y4M8|A0A811Y4M8_NYCPR, tr|A0A811YNI1|A0A811YNI1_NYCPR, tr|A0A811ZHZ2|A0A811ZHZ2_NYCPR, tr|A0A811YHL3|A0A811YHL3_NYCPR, tr|A0A811YU65|A0A811YU65_NYCPR, tr|A0A811Z063|A0A811Z063_NYCPR, tr|A0A811ZMY1|A0A811ZMY1_NYCPR, tr|A0A811YD52|A0A811YD52_NYCPR
OG0000040	sp|P02792|FRIL_HUMAN	tr|A0A811YZ39|A0A811YZ39_NYCPR, tr|A0A811ZG46|A0A811ZG46_NYCPR, tr|A0A811YWR3|A0A811YWR3_NYCPR, tr|A0A811YCU1|A0A811YCU1_NYCPR, tr|A0A811ZCM9|A0A811ZCM9_NYCPR, tr|A0A811ZI24|A0A811ZI24_NYCPR, tr|A0A811ZJN5|A0A811ZJN5_NYCPR, tr|A0A811ZBG1|A0A811ZBG1_NYCPR, tr|A0A811ZE41|A0A811ZE41_NYCPR, tr|A0A811YDY4|A0A811YDY4_NYCPR, tr|A0A811ZW31|A0A811ZW31_NYCPR, tr|A0A811Z8M7|A0A811Z8M7_NYCPR, tr|A0A811Z815|A0A811Z815_NYCPR, tr|A0A811Z6U0|A0A811Z6U0_NYCPR, tr|A0A811ZFX6|A0A811ZFX6_NYCPR, tr|A0A811YNW3|A0A811YNW3_NYCPR, tr|A0A811ZU16|A0A811ZU16_NYCPR, tr|A0A811Z319|A0A811Z319_NYCPR, tr|A0A811Z693|A0A811Z693_NYCPR, tr|A0A811Z4D3|A0A811Z4D3_NYCPR, tr|A0A811YUM0|A0A811YUM0_NYCPR
OG0000042	sp|Q8NGD2|OR4K2_HUMAN	tr|A0A811ZBX6|A0A811ZBX6_NYCPR
OG0000042	sp|Q8NH43|OR4L1_HUMAN	tr|A0A811YQ97|A0A811YQ97_NYCPR
OG0000042	sp|Q8NH42|OR4KD_HUMAN	tr|A0A811YR63|A0A811YR63_NYCPR, tr|A0A811YTX1|A0A811YTX1_NYCPR
OG0000042	sp|Q96R72|OR4K3_HUMAN	tr|A0A811ZBX9|A0A811ZBX9_NYCPR
OG0000044	sp|Q8NH55|O52E5_HUMAN	tr|A0A811Y642|A0A811Y642_NYCPR
OG0000044	sp|Q8NGH9|O52E4_HUMAN	tr|A0A811Y262|A0A811Y262_NYCPR, tr|A0A811Y4T1|A0A811Y4T1_NYCPR, tr|A0A811Y490|A0A811Y490_NYCPR, tr|A0A811Y862|A0A811Y862_NYCPR, tr|A0A811Y7R2|A0A811Y7R2_NYCPR, tr|A0A811Y2H6|A0A811Y2H6_NYCPR, tr|A0A811Y3L8|A0A811Y3L8_NYCPR
OG0000044	sp|Q8NGJ3|O52E1_HUMAN	tr|A0A811Y2C8|A0A811Y2C8_NYCPR, tr|A0A811Y823|A0A811Y823_NYCPR
OG0000044	sp|Q8NGJ4|O52E2_HUMAN	tr|A0A811Y7T1|A0A811Y7T1_NYCPR, tr|A0A811Y803|A0A811Y803_NYCPR, tr|A0A811Y6F1|A0A811Y6F1_NYCPR, tr|A0A811Y534|A0A811Y534_NYCPR, tr|A0A811Y8I6|A0A811Y8I6_NYCPR, tr|A0A811Y487|A0A811Y487_NYCPR, tr|A0A811Y6G1|A0A811Y6G1_NYCPR
OG0000045	sp|Q6IEV9|OR4CB_HUMAN	tr|A0A811YPT5|A0A811YPT5_NYCPR, tr|A0A811YQ39|A0A811YQ39_NYCPR, tr|A0A811YWH4|A0A811YWH4_NYCPR, tr|A0A811XQ41|A0A811XQ41_NYCPR, tr|A0A811YT04|A0A811YT04_NYCPR, tr|A0A811YS87|A0A811YS87_NYCPR, tr|A0A811YSJ9|A0A811YSJ9_NYCPR
OG0000045	sp|Q8NGL9|OR4CG_HUMAN	tr|A0A811Y0P1|A0A811Y0P1_NYCPR, tr|A0A811Y685|A0A811Y685_NYCPR, tr|A0A811XXP4|A0A811XXP4_NYCPR, tr|A0A811XWK6|A0A811XWK6_NYCPR, tr|A0A811XYW6|A0A811XYW6_NYCPR, tr|A0A811XYY9|A0A811XYY9_NYCPR, tr|A0A811XWA1|A0A811XWA1_NYCPR, tr|A0A811XS45|A0A811XS45_NYCPR, tr|A0A811XU41|A0A811XU41_NYCPR, tr|A0A811XRK8|A0A811XRK8_NYCPR, tr|A0A811Y2G7|A0A811Y2G7_NYCPR, tr|A0A811XRP4|A0A811XRP4_NYCPR
OG0000046	sp|Q8NGC7|O11H6_HUMAN	tr|A0A811XRP2|A0A811XRP2_NYCPR
OG0000046	sp|Q8NGC9|O11H4_HUMAN	tr|A0A811Z5R3|A0A811Z5R3_NYCPR
OG0000046	sp|Q8NGC8|O11H7_HUMAN	tr|A0A811XRJ0|A0A811XRJ0_NYCPR
OG0000046	sp|Q8NGC1|O11G2_HUMAN	tr|A0A811YV26|A0A811YV26_NYCPR, tr|A0A811XV48|A0A811XV48_NYCPR, tr|A0A811Z2Y6|A0A811Z2Y6_NYCPR, tr|A0A811Z7I5|A0A811Z7I5_NYCPR, tr|A0A811YNV4|A0A811YNV4_NYCPR, tr|A0A811Z5Q5|A0A811Z5Q5_NYCPR, tr|A0A811Z8I2|A0A811Z8I2_NYCPR, tr|A0A811Z3Z3|A0A811Z3Z3_NYCPR, tr|A0A811Z476|A0A811Z476_NYCPR, tr|A0A811Z8I4|A0A811Z8I4_NYCPR, tr|A0A811Z8Q6|A0A811Z8Q6_NYCPR, tr|A0A811Z6S4|A0A811Z6S4_NYCPR, tr|A0A811Z7J0|A0A811Z7J0_NYCPR, tr|A0A811Z6J9|A0A811Z6J9_NYCPR
OG0000047	sp|O75947|ATP5H_HUMAN	tr|A0A811Y3G0|A0A811Y3G0_NYCPR, tr|A0A811XYU5|A0A811XYU5_NYCPR, tr|A0A811YFG4|A0A811YFG4_NYCPR, tr|A0A811ZXL0|A0A811ZXL0_NYCPR, tr|A0A811YLB6|A0A811YLB6_NYCPR, tr|A0A811YH29|A0A811YH29_NYCPR, tr|A0A811Z9N9|A0A811Z9N9_NYCPR, tr|A0A811Y4H3|A0A811Y4H3_NYCPR, tr|A0A811Y8A0|A0A811Y8A0_NYCPR, tr|A0A811YU08|A0A811YU08_NYCPR, tr|A0A811XYJ0|A0A811XYJ0_NYCPR, tr|A0A811Y678|A0A811Y678_NYCPR, tr|A0A811YFT8|A0A811YFT8_NYCPR, tr|A0A811ZP64|A0A811ZP64_NYCPR, tr|A0A811Y8K8|A0A811Y8K8_NYCPR, tr|A0A811YT61|A0A811YT61_NYCPR, tr|A0A812A151|A0A812A151_NYCPR, tr|A0A811YVS5|A0A811YVS5_NYCPR, tr|A0A811YVC9|A0A811YVC9_NYCPR, tr|A0A811Z253|A0A811Z253_NYCPR
OG0000049	sp|A0A0G2JMI3|HV692_HUMAN, sp|A0A0C4DH33|HV124_HUMAN, tr|A0A087WYE8|A0A087WYE8_HUMAN, tr|A0A0B4J2B8|A0A0B4J2B8_HUMAN, sp|P01743|HV146_HUMAN, sp|P23083|HV102_HUMAN, tr|A0A075B7D0|A0A075B7D0_HUMAN, sp|P0DP01|HV108_HUMAN, sp|A0A0J9YVY3|HV741_HUMAN, sp|A0A0B4J1V7|HV781_HUMAN, sp|P0DTW3|HV384_HUMAN, sp|P01742|HV169_HUMAN, sp|A0A0B4J2H0|HV69D_HUMAN, sp|A0A0C4DH31|HV118_HUMAN, sp|A0A0C4DH39|HV158_HUMAN, sp|A0A0C4DH29|HV103_HUMAN, tr|A0A0J9YW62|A0A0J9YW62_HUMAN, sp|A0A0A0MS14|HV145_HUMAN	tr|A0A811YTH3|A0A811YTH3_NYCPR, tr|A0A811XQB4|A0A811XQB4_NYCPR
OG0000050	sp|P18124|RL7_HUMAN	tr|A0A811Y5B7|A0A811Y5B7_NYCPR, tr|A0A811Z5K2|A0A811Z5K2_NYCPR, tr|A0A811ZIZ1|A0A811ZIZ1_NYCPR, tr|A0A811ZWH0|A0A811ZWH0_NYCPR, tr|A0A811ZG41|A0A811ZG41_NYCPR, tr|A0A811YHJ6|A0A811YHJ6_NYCPR, tr|A0A811ZYF6|A0A811ZYF6_NYCPR, tr|A0A811YY00|A0A811YY00_NYCPR, tr|A0A812A0H8|A0A812A0H8_NYCPR, tr|A0A811YUA8|A0A811YUA8_NYCPR, tr|A0A811YHI7|A0A811YHI7_NYCPR, tr|A0A811YPM8|A0A811YPM8_NYCPR, tr|A0A811Z0Q9|A0A811Z0Q9_NYCPR, tr|A0A811YWG6|A0A811YWG6_NYCPR, tr|A0A811ZM35|A0A811ZM35_NYCPR, tr|A0A811Z255|A0A811Z255_NYCPR, tr|A0A811ZX05|A0A811ZX05_NYCPR, tr|A0A811YFM5|A0A811YFM5_NYCPR, tr|A0A811Z5W6|A0A811Z5W6_NYCPR
OG0000051	sp|Q8NH09|OR8S1_HUMAN	tr|A0A811Y5L2|A0A811Y5L2_NYCPR, tr|A0A811YA00|A0A811YA00_NYCPR, tr|A0A811YXR8|A0A811YXR8_NYCPR, tr|A0A811YVC4|A0A811YVC4_NYCPR, tr|A0A811YVR3|A0A811YVR3_NYCPR, tr|A0A811Z3Y1|A0A811Z3Y1_NYCPR, tr|A0A811YYF4|A0A811YYF4_NYCPR, tr|A0A811YV18|A0A811YV18_NYCPR, tr|A0A811Y9C2|A0A811Y9C2_NYCPR, tr|A0A811XPU0|A0A811XPU0_NYCPR, tr|A0A811Y3Y0|A0A811Y3Y0_NYCPR, tr|A0A811XRW1|A0A811XRW1_NYCPR, tr|A0A811Y3U0|A0A811Y3U0_NYCPR, tr|A0A811YD61|A0A811YD61_NYCPR, tr|A0A811XPU9|A0A811XPU9_NYCPR, tr|A0A811XZP7|A0A811XZP7_NYCPR, tr|A0A811Y5K2|A0A811Y5K2_NYCPR, tr|A0A811Y9Z0|A0A811Y9Z0_NYCPR, tr|A0A811Y5U8|A0A811Y5U8_NYCPR
OG0000052	sp|P56134|ATPK_HUMAN	tr|A0A811Y6T1|A0A811Y6T1_NYCPR, tr|A0A811ZU02|A0A811ZU02_NYCPR, tr|A0A811Z4E3|A0A811Z4E3_NYCPR, tr|A0A811ZPV6|A0A811ZPV6_NYCPR, tr|A0A811XZN3|A0A811XZN3_NYCPR, tr|A0A811YZA1|A0A811YZA1_NYCPR, tr|A0A811ZXA0|A0A811ZXA0_NYCPR, tr|A0A811YMV7|A0A811YMV7_NYCPR, tr|A0A811YAN5|A0A811YAN5_NYCPR, tr|A0A811ZY56|A0A811ZY56_NYCPR, tr|A0A811YA32|A0A811YA32_NYCPR, tr|A0A811YWT6|A0A811YWT6_NYCPR, tr|A0A811YCE5|A0A811YCE5_NYCPR, tr|A0A811ZRC2|A0A811ZRC2_NYCPR, tr|A0A811ZFK7|A0A811ZFK7_NYCPR, tr|A0A811Y0H6|A0A811Y0H6_NYCPR, tr|A0A811YTY0|A0A811YTY0_NYCPR, tr|A0A811ZQG6|A0A811ZQG6_NYCPR, tr|A0A811YN34|A0A811YN34_NYCPR
OG0000053	sp|P61550|ENVT1_HUMAN	tr|A0A811YUU0|A0A811YUU0_NYCPR, tr|A0A811ZXY9|A0A811ZXY9_NYCPR, tr|A0A811YGC8|A0A811YGC8_NYCPR, tr|A0A811ZI37|A0A811ZI37_NYCPR, tr|A0A811YQB4|A0A811YQB4_NYCPR, tr|A0A811YAA4|A0A811YAA4_NYCPR, tr|A0A811Y966|A0A811Y966_NYCPR, tr|A0A811ZXG6|A0A811ZXG6_NYCPR, tr|A0A811ZTJ6|A0A811ZTJ6_NYCPR, tr|A0A811XZI1|A0A811XZI1_NYCPR, tr|A0A811YQV5|A0A811YQV5_NYCPR, tr|A0A811XV17|A0A811XV17_NYCPR, tr|A0A811ZQR6|A0A811ZQR6_NYCPR, tr|A0A811YCN9|A0A811YCN9_NYCPR, tr|A0A811ZVC9|A0A811ZVC9_NYCPR, tr|A0A811Z7P2|A0A811Z7P2_NYCPR, tr|A0A811YWJ9|A0A811YWJ9_NYCPR, tr|A0A811Y9C0|A0A811Y9C0_NYCPR, tr|A0A811YH80|A0A811YH80_NYCPR
OG0000057	sp|A0A1B0GX78|TVBL5_HUMAN, sp|A0A0B4J2E0|TVBL4_HUMAN, sp|P01733|TVBL3_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A1B0GX68|TVB2_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|P04435|TVB79_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|A0A584|TVBK2_HUMAN	tr|A0A811YWM3|A0A811YWM3_NYCPR, tr|A0A811YSP8|A0A811YSP8_NYCPR
OG0000058	sp|P62750|RL23A_HUMAN	tr|A0A811Z783|A0A811Z783_NYCPR, tr|A0A811Z1C3|A0A811Z1C3_NYCPR, tr|A0A811XSP4|A0A811XSP4_NYCPR, tr|A0A811Z3Y2|A0A811Z3Y2_NYCPR, tr|A0A811Y7Q7|A0A811Y7Q7_NYCPR, tr|A0A811YHB7|A0A811YHB7_NYCPR, tr|A0A811XSZ9|A0A811XSZ9_NYCPR, tr|A0A811Z619|A0A811Z619_NYCPR, tr|A0A811ZYH6|A0A811ZYH6_NYCPR, tr|A0A811YZ64|A0A811YZ64_NYCPR, tr|A0A811YZD4|A0A811YZD4_NYCPR, tr|A0A811YYF1|A0A811YYF1_NYCPR, tr|A0A811Y769|A0A811Y769_NYCPR, tr|A0A811Z045|A0A811Z045_NYCPR, tr|A0A811YUN9|A0A811YUN9_NYCPR, tr|A0A811ZCG5|A0A811ZCG5_NYCPR, tr|A0A811Y8V9|A0A811Y8V9_NYCPR, tr|A0A811ZDU8|A0A811ZDU8_NYCPR
OG0000059	sp|Q8NGL7|OR4P4_HUMAN	tr|A0A811YQJ5|A0A811YQJ5_NYCPR, tr|A0A811XW10|A0A811XW10_NYCPR, tr|A0A811XRE7|A0A811XRE7_NYCPR, tr|A0A811XPY6|A0A811XPY6_NYCPR, tr|A0A811XRM4|A0A811XRM4_NYCPR, tr|A0A811YS75|A0A811YS75_NYCPR, tr|A0A811XZU2|A0A811XZU2_NYCPR, tr|A0A811YSZ5|A0A811YSZ5_NYCPR, tr|A0A811YSH9|A0A811YSH9_NYCPR, tr|A0A811XQI9|A0A811XQI9_NYCPR, tr|A0A811YYN8|A0A811YYN8_NYCPR, tr|A0A811YPT6|A0A811YPT6_NYCPR, tr|A0A811XZW2|A0A811XZW2_NYCPR, tr|A0A811YQ85|A0A811YQ85_NYCPR, tr|A0A811YT12|A0A811YT12_NYCPR, tr|A0A811YPU5|A0A811YPU5_NYCPR, tr|A0A811YZ26|A0A811YZ26_NYCPR, tr|A0A811YTU8|A0A811YTU8_NYCPR
OG0000060	sp|Q8WY07|CTR3_HUMAN	tr|A0A811Z0G3|A0A811Z0G3_NYCPR, tr|A0A811ZVM3|A0A811ZVM3_NYCPR, tr|A0A811YY65|A0A811YY65_NYCPR, tr|A0A811Y8W0|A0A811Y8W0_NYCPR, tr|A0A811Y9E7|A0A811Y9E7_NYCPR, tr|A0A811Y9G0|A0A811Y9G0_NYCPR, tr|A0A811Y5X4|A0A811Y5X4_NYCPR, tr|A0A811Y5Y6|A0A811Y5Y6_NYCPR, tr|A0A811YCM9|A0A811YCM9_NYCPR, tr|A0A811Y5B4|A0A811Y5B4_NYCPR, tr|A0A811Y9D6|A0A811Y9D6_NYCPR, tr|A0A811Y5Z6|A0A811Y5Z6_NYCPR, tr|A0A811Y533|A0A811Y533_NYCPR, tr|A0A811Y3C6|A0A811Y3C6_NYCPR, tr|A0A811Y393|A0A811Y393_NYCPR, tr|A0A811Y4U6|A0A811Y4U6_NYCPR, tr|A0A811Y5C4|A0A811Y5C4_NYCPR, tr|A0A811Y7A1|A0A811Y7A1_NYCPR
OG0000061	sp|P61247|RS3A_HUMAN	tr|A0A811YN10|A0A811YN10_NYCPR, tr|A0A811YXL6|A0A811YXL6_NYCPR, tr|A0A811Y0Z1|A0A811Y0Z1_NYCPR, tr|A0A811YUQ6|A0A811YUQ6_NYCPR, tr|A0A811ZUK6|A0A811ZUK6_NYCPR, tr|A0A811YJ74|A0A811YJ74_NYCPR, tr|A0A811YAI2|A0A811YAI2_NYCPR, tr|A0A811YAZ2|A0A811YAZ2_NYCPR, tr|A0A811Z4Z4|A0A811Z4Z4_NYCPR, tr|A0A811YZ19|A0A811YZ19_NYCPR, tr|A0A811ZNL7|A0A811ZNL7_NYCPR, tr|A0A811ZQI5|A0A811ZQI5_NYCPR, tr|A0A811ZZN2|A0A811ZZN2_NYCPR, tr|A0A811ZCG6|A0A811ZCG6_NYCPR, tr|A0A811Y3H0|A0A811Y3H0_NYCPR, tr|A0A811Y583|A0A811Y583_NYCPR, tr|A0A811ZIK3|A0A811ZIK3_NYCPR, tr|A0A811Y9L3|A0A811Y9L3_NYCPR
OG0000063	sp|P40926|MDHM_HUMAN	tr|A0A811ZP40|A0A811ZP40_NYCPR, tr|A0A811Z8I3|A0A811Z8I3_NYCPR, tr|A0A811YK74|A0A811YK74_NYCPR, tr|A0A811Z097|A0A811Z097_NYCPR, tr|A0A811YEF3|A0A811YEF3_NYCPR, tr|A0A811YUY1|A0A811YUY1_NYCPR, tr|A0A811ZE53|A0A811ZE53_NYCPR, tr|A0A811YIL1|A0A811YIL1_NYCPR, tr|A0A811Z1R3|A0A811Z1R3_NYCPR, tr|A0A811ZQW2|A0A811ZQW2_NYCPR, tr|A0A811ZH49|A0A811ZH49_NYCPR, tr|A0A811YNW8|A0A811YNW8_NYCPR, tr|A0A811YZR3|A0A811YZR3_NYCPR, tr|A0A811YGG6|A0A811YGG6_NYCPR, tr|A0A811ZLP1|A0A811ZLP1_NYCPR, tr|A0A811ZNJ9|A0A811ZNJ9_NYCPR, tr|A0A811Z3V1|A0A811Z3V1_NYCPR
OG0000064	sp|P07195|LDHB_HUMAN	tr|A0A811Y7V6|A0A811Y7V6_NYCPR, tr|A0A811ZIR0|A0A811ZIR0_NYCPR, tr|A0A811YQJ0|A0A811YQJ0_NYCPR, tr|A0A811Y4V5|A0A811Y4V5_NYCPR, tr|A0A811YRS6|A0A811YRS6_NYCPR, tr|A0A811ZY42|A0A811ZY42_NYCPR, tr|A0A811ZF25|A0A811ZF25_NYCPR, tr|A0A811ZJA1|A0A811ZJA1_NYCPR, tr|A0A811YE21|A0A811YE21_NYCPR, tr|A0A811YYI7|A0A811YYI7_NYCPR, tr|A0A811YE52|A0A811YE52_NYCPR, tr|A0A811ZL58|A0A811ZL58_NYCPR, tr|A0A811Y700|A0A811Y700_NYCPR, tr|A0A811YBV9|A0A811YBV9_NYCPR, tr|A0A811YTL8|A0A811YTL8_NYCPR, tr|A0A811ZYZ4|A0A811ZYZ4_NYCPR, tr|A0A811ZIS3|A0A811ZIS3_NYCPR
OG0000065	sp|P0C7X4|FHL19_HUMAN, sp|Q9BXU8|FHL17_HUMAN	tr|A0A811YWN7|A0A811YWN7_NYCPR, tr|A0A811YZF5|A0A811YZF5_NYCPR, tr|A0A811YZT4|A0A811YZT4_NYCPR, tr|A0A811YZC5|A0A811YZC5_NYCPR, tr|A0A811YW84|A0A811YW84_NYCPR
OG0000065	sp|Q8N4E7|FTMT_HUMAN	tr|A0A811ZH17|A0A811ZH17_NYCPR
OG0000065	sp|P02794|FRIH_HUMAN	tr|A0A811YF11|A0A811YF11_NYCPR, tr|A0A811ZYL5|A0A811ZYL5_NYCPR, tr|A0A811Y748|A0A811Y748_NYCPR, tr|A0A811ZGX8|A0A811ZGX8_NYCPR, tr|A0A811ZJQ5|A0A811ZJQ5_NYCPR, tr|A0A811Y3M0|A0A811Y3M0_NYCPR, tr|A0A811ZQG9|A0A811ZQG9_NYCPR, tr|A0A811ZY35|A0A811ZY35_NYCPR
OG0000066	sp|P31689|DNJA1_HUMAN	tr|A0A811Z1X5|A0A811Z1X5_NYCPR, tr|A0A811YHG9|A0A811YHG9_NYCPR, tr|A0A811Y945|A0A811Y945_NYCPR, tr|A0A811Y8D3|A0A811Y8D3_NYCPR, tr|A0A811Y5S0|A0A811Y5S0_NYCPR, tr|A0A811XXI3|A0A811XXI3_NYCPR, tr|A0A811ZHM1|A0A811ZHM1_NYCPR, tr|A0A811Z286|A0A811Z286_NYCPR, tr|A0A811YUS7|A0A811YUS7_NYCPR, tr|A0A811Z0C2|A0A811Z0C2_NYCPR, tr|A0A811XYA2|A0A811XYA2_NYCPR, tr|A0A811Y596|A0A811Y596_NYCPR, tr|A0A811ZG01|A0A811ZG01_NYCPR, tr|A0A811YLW3|A0A811YLW3_NYCPR, tr|A0A811YLH5|A0A811YLH5_NYCPR, tr|A0A811XZW8|A0A811XZW8_NYCPR, tr|A0A811ZGB9|A0A811ZGB9_NYCPR
OG0000067	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A811YBE1|A0A811YBE1_NYCPR, tr|A0A811Y1V3|A0A811Y1V3_NYCPR, tr|A0A811Y805|A0A811Y805_NYCPR, tr|A0A811YTL1|A0A811YTL1_NYCPR, tr|A0A811ZU12|A0A811ZU12_NYCPR, tr|A0A811Z5V4|A0A811Z5V4_NYCPR, tr|A0A811Z227|A0A811Z227_NYCPR, tr|A0A811Z4X8|A0A811Z4X8_NYCPR, tr|A0A811Z6W8|A0A811Z6W8_NYCPR, tr|A0A811Y422|A0A811Y422_NYCPR, tr|A0A811Y1T0|A0A811Y1T0_NYCPR, tr|A0A811Y1U2|A0A811Y1U2_NYCPR, tr|A0A811Y3E1|A0A811Y3E1_NYCPR, tr|A0A811Y7J3|A0A811Y7J3_NYCPR, tr|A0A811XQ96|A0A811XQ96_NYCPR, tr|A0A811Y7Y3|A0A811Y7Y3_NYCPR, tr|A0A811Y3N9|A0A811Y3N9_NYCPR
OG0000068	sp|P62753|RS6_HUMAN	tr|A0A811ZQI4|A0A811ZQI4_NYCPR, tr|A0A811ZGD1|A0A811ZGD1_NYCPR, tr|A0A811YXD2|A0A811YXD2_NYCPR, tr|A0A811ZNQ1|A0A811ZNQ1_NYCPR, tr|A0A811YZ70|A0A811YZ70_NYCPR, tr|A0A811ZQS4|A0A811ZQS4_NYCPR, tr|A0A811YJ28|A0A811YJ28_NYCPR, tr|A0A811YUT8|A0A811YUT8_NYCPR, tr|A0A811ZQW4|A0A811ZQW4_NYCPR, tr|A0A811ZPS5|A0A811ZPS5_NYCPR, tr|A0A811Z1C8|A0A811Z1C8_NYCPR, tr|A0A811YHL4|A0A811YHL4_NYCPR, tr|A0A811ZIW5|A0A811ZIW5_NYCPR, tr|A0A811Y5U6|A0A811Y5U6_NYCPR, tr|A0A811Z288|A0A811Z288_NYCPR, tr|A0A811ZV98|A0A811ZV98_NYCPR, tr|A0A811ZIY7|A0A811ZIY7_NYCPR
OG0000070	sp|Q15544|TAF11_HUMAN	tr|A0A811YMK4|A0A811YMK4_NYCPR
OG0000070	tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN	tr|A0A811ZFY4|A0A811ZFY4_NYCPR
OG0000072	sp|Q9UKF5|ADA29_HUMAN	tr|A0A811ZE84|A0A811ZE84_NYCPR
OG0000072	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A811ZJB1|A0A811ZJB1_NYCPR
OG0000072	sp|O43506|ADA20_HUMAN	tr|A0A811ZJD3|A0A811ZJD3_NYCPR
OG0000073	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A811YU94|A0A811YU94_NYCPR
OG0000073	sp|O95007|OR6B1_HUMAN	tr|A0A811YWT1|A0A811YWT1_NYCPR
OG0000073	sp|Q9GZK7|O11A1_HUMAN	tr|A0A811ZUE2|A0A811ZUE2_NYCPR, tr|A0A811ZSH1|A0A811ZSH1_NYCPR, tr|A0A811ZSG0|A0A811ZSG0_NYCPR, tr|A0A811ZD84|A0A811ZD84_NYCPR
OG0000073	sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN	tr|A0A811Y204|A0A811Y204_NYCPR, tr|A0A811Y4L4|A0A811Y4L4_NYCPR, tr|A0A811ZD79|A0A811ZD79_NYCPR, tr|A0A811ZDF9|A0A811ZDF9_NYCPR, tr|A0A811ZDF5|A0A811ZDF5_NYCPR
OG0000074	sp|Q16653|MOG_HUMAN	tr|A0A811YNG0|A0A811YNG0_NYCPR, tr|A0A811YME3|A0A811YME3_NYCPR, tr|A0A811YJX6|A0A811YJX6_NYCPR
OG0000074	sp|Q7KYR7|BT2A1_HUMAN, sp|Q96KV6|BT2A3_HUMAN, sp|Q8WVV5|BT2A2_HUMAN	tr|A0A811Y855|A0A811Y855_NYCPR
OG0000074	sp|Q13410|BT1A1_HUMAN	tr|A0A811YAT2|A0A811YAT2_NYCPR
OG0000074	sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UX41|BTNL8_HUMAN, sp|Q6UXG8|BTNL9_HUMAN	tr|A0A811ZHG5|A0A811ZHG5_NYCPR
OG0000075	sp|Q8NG95|OR7G3_HUMAN	tr|A0A811ZAC0|A0A811ZAC0_NYCPR
OG0000075	sp|Q8NGA0|OR7G1_HUMAN	tr|A0A811ZAB4|A0A811ZAB4_NYCPR, tr|A0A811ZAB9|A0A811ZAB9_NYCPR, tr|A0A811ZAA3|A0A811ZAA3_NYCPR, tr|A0A811ZAC2|A0A811ZAC2_NYCPR
OG0000075	sp|Q8NG99|OR7G2_HUMAN	tr|A0A811ZAA5|A0A811ZAA5_NYCPR
OG0000075	sp|Q6IFN5|O7E24_HUMAN	tr|A0A811ZAB1|A0A811ZAB1_NYCPR, tr|A0A811ZAA7|A0A811ZAA7_NYCPR, tr|A0A811ZA94|A0A811ZA94_NYCPR, tr|A0A811ZAA2|A0A811ZAA2_NYCPR, tr|A0A811ZAA0|A0A811ZAA0_NYCPR
