Orthogroup	Homo_sapiens	Macaca_nemestrina
OG0000036	sp|Q9Y5F3|PCDB1_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9UN66|PCDB8_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN	tr|A0A2K6ANF7|A0A2K6ANF7_MACNE
OG0000037	sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A2K6DA37|A0A2K6DA37_MACNE
OG0000037	sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN	tr|A0A2K6AS26|A0A2K6AS26_MACNE
OG0000040	sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN	tr|A0A2K6B3D8|A0A2K6B3D8_MACNE
OG0000040	sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R48|OR2A5_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN	tr|A0A2K6AY34|A0A2K6AY34_MACNE
OG0000041	sp|P00338|LDHA_HUMAN	tr|A0A2K6BXU7|A0A2K6BXU7_MACNE, tr|A0A2K6DA36|A0A2K6DA36_MACNE
OG0000041	sp|P07864|LDHC_HUMAN	tr|A0A2K6C8H6|A0A2K6C8H6_MACNE
OG0000041	sp|Q6ZMR3|LDH6A_HUMAN	tr|A0A2K6DJA5|A0A2K6DJA5_MACNE
OG0000041	sp|Q9BYZ2|LDH6B_HUMAN	tr|A0A2K6CAW5|A0A2K6CAW5_MACNE, tr|A0A2K6ALL1|A0A2K6ALL1_MACNE
OG0000041	sp|P07195|LDHB_HUMAN	tr|A0A2K6C3U6|A0A2K6C3U6_MACNE, tr|A0A2K6CUM6|A0A2K6CUM6_MACNE, tr|A0A2K6BAA3|A0A2K6BAA3_MACNE, tr|A0A2K6C201|A0A2K6C201_MACNE
OG0000043	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW14|TFKLJ_HUMAN	tr|A0A2K6BYR7|A0A2K6BYR7_MACNE
OG0000045	sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|P04435|TVB79_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A087X0M5|TVB18_HUMAN, sp|A0A1B0GX78|TVBL5_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN	tr|A0A2K6B204|A0A2K6B204_MACNE
OG0000046	sp|Q9H0U9|TSYL1_HUMAN	tr|A0A2K6BTU4|A0A2K6BTU4_MACNE
OG0000046	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A2K6B8K1|A0A2K6B8K1_MACNE
OG0000046	sp|Q9H489|TSY26_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|Q86VY4|TSYL5_HUMAN	tr|A0A2K6BT83|A0A2K6BT83_MACNE
OG0000047	sp|Q58FG1|HS904_HUMAN	tr|A0A2K6AQ04|A0A2K6AQ04_MACNE
OG0000047	sp|Q58FF7|H90B3_HUMAN	tr|A0A2K6BTT9|A0A2K6BTT9_MACNE
OG0000047	sp|P08238|HS90B_HUMAN	tr|A0A2K6CBP8|A0A2K6CBP8_MACNE
OG0000047	sp|Q14568|HS902_HUMAN	tr|A0A2K6BBB2|A0A2K6BBB2_MACNE
OG0000047	sp|Q58FF6|H90B4_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN	tr|A0A2K6DQF0|A0A2K6DQF0_MACNE
OG0000047	sp|P07900|HS90A_HUMAN	tr|A0A2K6CDM2|A0A2K6CDM2_MACNE
OG0000048	sp|Q9UIE0|ZN230_HUMAN	tr|A0A2K6DBZ1|A0A2K6DBZ1_MACNE
OG0000048	sp|Q9UK13|ZN221_HUMAN	tr|A0A2K6C076|A0A2K6C076_MACNE
OG0000048	sp|Q14588|ZN234_HUMAN	tr|A0A2K6BUN9|A0A2K6BUN9_MACNE
OG0000048	sp|Q9UK10|ZN225_HUMAN	tr|A0A2K6BAR9|A0A2K6BAR9_MACNE
OG0000048	sp|Q9NZL3|ZN224_HUMAN	tr|A0A2K6BFY4|A0A2K6BFY4_MACNE
OG0000048	sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN	tr|A0A2K6ECN9|A0A2K6ECN9_MACNE
OG0000049	sp|P40199|CEAM6_HUMAN	tr|A0A2K6BR89|A0A2K6BR89_MACNE
OG0000049	sp|P13688|CEAM1_HUMAN	tr|A0A2K6CKV0|A0A2K6CKV0_MACNE, tr|A0A2K6DY58|A0A2K6DY58_MACNE
OG0000049	sp|P31997|CEAM8_HUMAN	tr|A0A2K6APV9|A0A2K6APV9_MACNE, tr|A0A2K6ANQ1|A0A2K6ANQ1_MACNE, tr|A0A2K6CDV3|A0A2K6CDV3_MACNE, tr|A0A2K6BQ40|A0A2K6BQ40_MACNE, tr|A0A2K6AN55|A0A2K6AN55_MACNE, tr|A0A2K6B5I4|A0A2K6B5I4_MACNE, tr|A0A2K6C9I0|A0A2K6C9I0_MACNE, tr|A0A2K6C1N9|A0A2K6C1N9_MACNE, tr|A0A2K6DF13|A0A2K6DF13_MACNE
OG0000052	sp|Q13634|CAD18_HUMAN	tr|A0A2K6C316|A0A2K6C316_MACNE
OG0000052	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A2K6DNF3|A0A2K6DNF3_MACNE
OG0000052	sp|P55285|CADH6_HUMAN	tr|A0A2K6DIQ4|A0A2K6DIQ4_MACNE
OG0000052	sp|Q9ULB4|CADH9_HUMAN	tr|A0A2K6BT45|A0A2K6BT45_MACNE
OG0000052	sp|P55289|CAD12_HUMAN	tr|A0A2K6DY37|A0A2K6DY37_MACNE
OG0000052	sp|Q9ULB5|CADH7_HUMAN	tr|A0A2K6ALU7|A0A2K6ALU7_MACNE
OG0000052	sp|Q9HBT6|CAD20_HUMAN	tr|A0A2K6ARV1|A0A2K6ARV1_MACNE
OG0000053	sp|P09471|GNAO_HUMAN	tr|A0A2K6EA36|A0A2K6EA36_MACNE
OG0000053	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A2K6BTD5|A0A2K6BTD5_MACNE
OG0000053	sp|P11488|GNAT1_HUMAN	tr|A0A2K6EB03|A0A2K6EB03_MACNE
OG0000053	sp|P19087|GNAT2_HUMAN	tr|A0A2K6B2X2|A0A2K6B2X2_MACNE
OG0000053	sp|P04899|GNAI2_HUMAN	tr|A0A2K6CA70|A0A2K6CA70_MACNE
OG0000053	sp|P63096|GNAI1_HUMAN	tr|A0A2K6D425|A0A2K6D425_MACNE
OG0000053	sp|P08754|GNAI3_HUMAN	tr|A0A2K6CLK7|A0A2K6CLK7_MACNE
OG0000054	sp|Q8NGS4|O13F1_HUMAN, sp|Q8NGT1|OR2K2_HUMAN, sp|Q8NGT2|O13J1_HUMAN, sp|Q9UGF6|OR5V1_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGS6|O13C3_HUMAN, sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGS8|O13C5_HUMAN	tr|A0A2K6C930|A0A2K6C930_MACNE
OG0000055	sp|Q6NT55|CP4FN_HUMAN	tr|A0A2K6CM63|A0A2K6CM63_MACNE
OG0000055	sp|Q9HCS2|CP4FC_HUMAN	tr|A0A2K6CAF1|A0A2K6CAF1_MACNE
OG0000055	sp|Q9HBI6|CP4FB_HUMAN	tr|A0A2K6AQQ8|A0A2K6AQQ8_MACNE
OG0000055	sp|P78329|CP4F2_HUMAN, sp|Q08477|CP4F3_HUMAN, sp|P98187|CP4F8_HUMAN	tr|A0A2K6E7M8|A0A2K6E7M8_MACNE
OG0000056	sp|P84243|H33_HUMAN	tr|A0A2K6BUG1|A0A2K6BUG1_MACNE, tr|A0A2K6B875|A0A2K6B875_MACNE
OG0000056	sp|Q16695|H31T_HUMAN	tr|A0A2K6AXW6|A0A2K6AXW6_MACNE
OG0000056	sp|P68431|H31_HUMAN	tr|A0A2K6AT82|A0A2K6AT82_MACNE
OG0000056	sp|Q71DI3|H32_HUMAN	tr|A0A2K6AVU8|A0A2K6AVU8_MACNE
OG0000057	sp|P63104|1433Z_HUMAN	tr|A0A2K6BCS2|A0A2K6BCS2_MACNE, tr|A0A2K6CGH9|A0A2K6CGH9_MACNE, tr|A0A2K6DKS0|A0A2K6DKS0_MACNE
OG0000057	sp|P31946|1433B_HUMAN	tr|A0A2K6D4H2|A0A2K6D4H2_MACNE
OG0000057	sp|P27348|1433T_HUMAN	tr|A0A2K6CM45|A0A2K6CM45_MACNE, tr|A0A2K6DLB3|A0A2K6DLB3_MACNE, tr|A0A2K6CA90|A0A2K6CA90_MACNE, tr|A0A2K6D720|A0A2K6D720_MACNE, tr|A0A2K6C9E9|A0A2K6C9E9_MACNE, tr|A0A2K6CMF1|A0A2K6CMF1_MACNE
OG0000058	sp|P35125|UBP6_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|A0A087X179|TBC3E_HUMAN	tr|A0A2K6EBT4|A0A2K6EBT4_MACNE, tr|A0A2K6D1K0|A0A2K6D1K0_MACNE
OG0000059	sp|Q96QV6|H2A1A_HUMAN	tr|A0A2K6AML0|A0A2K6AML0_MACNE
OG0000059	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A2K6B334|A0A2K6B334_MACNE, tr|A0A2K6B6Q9|A0A2K6B6Q9_MACNE, tr|A0A2K6ASZ3|A0A2K6ASZ3_MACNE, tr|A0A2K6ASW3|A0A2K6ASW3_MACNE, tr|A0A2K6ATG2|A0A2K6ATG2_MACNE, tr|A0A2K6AU93|A0A2K6AU93_MACNE, tr|A0A2K6AT72|A0A2K6AT72_MACNE, tr|A0A2K6AXP1|A0A2K6AXP1_MACNE, tr|A0A2K6ATI8|A0A2K6ATI8_MACNE, tr|A0A2K6AMW3|A0A2K6AMW3_MACNE, tr|A0A2K6ASG4|A0A2K6ASG4_MACNE
OG0000062	sp|O95780|ZN682_HUMAN, sp|Q8TB69|ZN519_HUMAN, sp|Q8IYB9|ZN595_HUMAN, sp|B4DXR9|ZN732_HUMAN, sp|Q15928|ZN141_HUMAN, sp|Q3SXZ3|ZN718_HUMAN, sp|Q8TF20|ZN721_HUMAN, sp|Q8IYX0|ZN679_HUMAN, sp|A6NP11|ZN716_HUMAN, sp|P0CB33|ZN735_HUMAN, sp|Q96JC4|ZN479_HUMAN, sp|A0A1W2PQL4|ZN722_HUMAN	tr|A0A2K6CUT7|A0A2K6CUT7_MACNE
OG0000063	sp|Q8TCC7|S22A8_HUMAN	tr|A0A2K6D4D2|A0A2K6D4D2_MACNE
OG0000063	sp|Q4U2R8|S22A6_HUMAN	tr|A0A2K6DXZ0|A0A2K6DXZ0_MACNE
OG0000063	sp|Q96S37|S22AC_HUMAN	tr|A0A2K6CNF9|A0A2K6CNF9_MACNE
OG0000063	sp|Q8N4F4|S22AO_HUMAN, sp|Q6T423|S22AP_HUMAN, sp|Q8IVM8|S22A9_HUMAN, sp|Q63ZE4|S22AA_HUMAN, sp|Q9NSA0|S22AB_HUMAN	tr|A0A2K6BIQ2|A0A2K6BIQ2_MACNE
OG0000064	sp|Q5VUJ5|AGAP7_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q8TF27|AGA11_HUMAN	tr|A0A2K6BCV4|A0A2K6BCV4_MACNE, tr|A0A2K6CTW3|A0A2K6CTW3_MACNE
OG0000064	sp|Q96P47|AGAP3_HUMAN	tr|A0A2K6CGD5|A0A2K6CGD5_MACNE
OG0000064	sp|Q9UPQ3|AGAP1_HUMAN	tr|A0A2K6BBK1|A0A2K6BBK1_MACNE
OG0000065	sp|Q8NGC9|O11H4_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC7|O11H6_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|B2RN74|O11HC_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|Q8NGC1|O11G2_HUMAN, sp|Q8NGY6|OR6N2_HUMAN, sp|Q8NGY5|OR6N1_HUMAN, sp|Q8NGY2|OR6K2_HUMAN, sp|Q8NGW6|OR6K6_HUMAN, sp|Q8NGY3|OR6K3_HUMAN	tr|A0A2K6CYN0|A0A2K6CYN0_MACNE
OG0000067	sp|A2A2Z9|AN18B_HUMAN, sp|Q8IVF6|AN18A_HUMAN	tr|A0A2K6DX39|A0A2K6DX39_MACNE
OG0000067	sp|Q9H560|ANR19_HUMAN	tr|A0A2K6DPX2|A0A2K6DPX2_MACNE
OG0000067	sp|Q8NF67|A2012_HUMAN, sp|Q5CZ79|AN20B_HUMAN, sp|Q5TYW2|A20A1_HUMAN, sp|Q4UJ75|A20A4_HUMAN, sp|Q5SQ80|A20A2_HUMAN, sp|Q5VUR7|A20A3_HUMAN	tr|A0A2K6DSZ1|A0A2K6DSZ1_MACNE
OG0000068	sp|Q5VT98|PRA20_HUMAN, sp|Q5TYX0|PRAM5_HUMAN, sp|Q5VXH4|PRAM6_HUMAN, sp|H0Y7S4|PRA26_HUMAN, sp|A6NGN4|PRA25_HUMAN, sp|A3QJZ7|PRA27_HUMAN, tr|A0A0G2JP20|A0A0G2JP20_HUMAN, sp|O60813|PRA11_HUMAN, sp|O60810|PRAM4_HUMAN, sp|P0DUQ1|PRA15_HUMAN, sp|P0DUQ2|PRAM9_HUMAN	tr|A0A2K6BK60|A0A2K6BK60_MACNE
OG0000069	sp|P0DMU8|CT455_HUMAN, sp|P0DMV0|CT457_HUMAN, sp|P0DMU7|CT456_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|P0DMV1|CT458_HUMAN, sp|P0DMU9|CT45A_HUMAN, sp|Q9NXZ1|SAGE1_HUMAN	tr|A0A2K6DFE9|A0A2K6DFE9_MACNE, tr|A0A2K6BAH5|A0A2K6BAH5_MACNE
OG0000071	sp|Q3MIS6|ZN528_HUMAN	tr|A0A2K6BSA3|A0A2K6BSA3_MACNE
OG0000071	sp|Q76KX8|ZN534_HUMAN	tr|A0A2K6E423|A0A2K6E423_MACNE
OG0000071	sp|Q6PDB4|ZN880_HUMAN	tr|A0A2K6BA42|A0A2K6BA42_MACNE
OG0000071	sp|Q8WV37|ZN480_HUMAN	tr|A0A2K6BN60|A0A2K6BN60_MACNE
OG0000071	sp|Q5HY98|ZN766_HUMAN	tr|A0A2K6B9B3|A0A2K6B9B3_MACNE
OG0000071	sp|Q8N9Z0|ZN610_HUMAN	tr|A0A2K6CEX5|A0A2K6CEX5_MACNE
OG0000072	sp|Q8IWF7|U2D2L_HUMAN	tr|A0A2K6AXC7|A0A2K6AXC7_MACNE
OG0000072	sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A2K6D0L4|A0A2K6D0L4_MACNE, tr|A0A2K6DVK1|A0A2K6DVK1_MACNE
OG0000072	sp|P51668|UB2D1_HUMAN	tr|A0A2K6DCF5|A0A2K6DCF5_MACNE
OG0000072	sp|P62837|UB2D2_HUMAN	tr|A0A2K6BEM7|A0A2K6BEM7_MACNE, tr|A0A2K6CA58|A0A2K6CA58_MACNE, tr|A0A2K6CFP3|A0A2K6CFP3_MACNE
OG0000073	sp|P67936|TPM4_HUMAN	tr|A0A2K6E5A5|A0A2K6E5A5_MACNE, tr|A0A2K6AQC8|A0A2K6AQC8_MACNE, tr|A0A2K6CCL2|A0A2K6CCL2_MACNE, tr|A0A2K6BXH2|A0A2K6BXH2_MACNE, tr|A0A2K6BSV2|A0A2K6BSV2_MACNE, tr|A0A2K6BJJ8|A0A2K6BJJ8_MACNE, tr|A0A2K6B0A1|A0A2K6B0A1_MACNE, tr|A0A2K6DTK0|A0A2K6DTK0_MACNE, tr|A0A2K6DMA6|A0A2K6DMA6_MACNE, tr|A0A2K6DCA6|A0A2K6DCA6_MACNE, tr|A0A2K6BBV2|A0A2K6BBV2_MACNE
OG0000078	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A2K6EC66|A0A2K6EC66_MACNE
OG0000078	sp|Q7Z3Y8|K1C27_HUMAN	tr|A0A2K6BB16|A0A2K6BB16_MACNE
OG0000078	sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A2K6CHN1|A0A2K6CHN1_MACNE
OG0000078	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A2K6E9C0|A0A2K6E9C0_MACNE
OG0000078	sp|Q2M2I5|K1C24_HUMAN	tr|A0A2K6CKL7|A0A2K6CKL7_MACNE, tr|A0A2K6DXA7|A0A2K6DXA7_MACNE
OG0000079	sp|Q9H853|TBA4B_HUMAN, sp|Q9NY65|TBA8_HUMAN, sp|A6NHL2|TBAL3_HUMAN, sp|P68366|TBA4A_HUMAN, sp|Q9BQE3|TBA1C_HUMAN, sp|Q71U36|TBA1A_HUMAN, sp|P68363|TBA1B_HUMAN, sp|Q6PEY2|TBA3E_HUMAN, sp|P0DPH8|TBA3D_HUMAN, sp|P0DPH7|TBA3C_HUMAN	tr|A0A2K6B5L4|A0A2K6B5L4_MACNE
OG0000080	sp|A0A0B4J235|TVAM2_HUMAN, sp|A0A0B4J249|TVA5_HUMAN, sp|A0A0B4J241|TVAM1_HUMAN, sp|A0A075B6W5|TVA23_HUMAN, sp|P04437|TVA29_HUMAN	tr|A0A2K6CYI0|A0A2K6CYI0_MACNE
OG0000080	sp|A0A0B4J271|TVAL3_HUMAN, sp|A0A075B6T6|TVAL2_HUMAN, sp|A0A0B4J245|TVAL1_HUMAN	tr|A0A2K6AYF3|A0A2K6AYF3_MACNE, tr|A0A2K6CZK4|A0A2K6CZK4_MACNE
OG0000081	sp|Q8NGV6|OR5H6_HUMAN	tr|A0A2K6B4I5|A0A2K6B4I5_MACNE
OG0000081	sp|A6NKK0|OR5H1_HUMAN, sp|A6NDH6|O5H15_HUMAN	tr|A0A2K6EAL5|A0A2K6EAL5_MACNE
OG0000081	sp|P0C628|O5AC1_HUMAN, sp|Q9NZP5|O5AC2_HUMAN, sp|Q8NGV7|OR5H2_HUMAN, sp|P0DN80|OR5H8_HUMAN	tr|A0A2K6DVL0|A0A2K6DVL0_MACNE
OG0000082	sp|A0A075B6K4|LV310_HUMAN, sp|P01718|LV327_HUMAN, sp|A0A075B6J6|LV322_HUMAN, sp|A0A0A0MS00|LV332_HUMAN, sp|A0A075B6K5|LV39_HUMAN, sp|P80748|LV321_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|P01715|LV301_HUMAN, sp|A0A075B6K0|LV316_HUMAN, sp|P01717|LV325_HUMAN	tr|A0A2K6BRX8|A0A2K6BRX8_MACNE
OG0000083	sp|Q9H361|PABP3_HUMAN	tr|A0A2K6DVT4|A0A2K6DVT4_MACNE
OG0000083	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A2K6BYU4|A0A2K6BYU4_MACNE
OG0000083	sp|P0CB38|PAB4L_HUMAN, sp|Q13310|PABP4_HUMAN	tr|A0A2K6DWS0|A0A2K6DWS0_MACNE
OG0000083	sp|P11940|PABP1_HUMAN	tr|A0A2K6ARK6|A0A2K6ARK6_MACNE
OG0000084	sp|Q92599|SEPT8_HUMAN	tr|A0A2K6E0P6|A0A2K6E0P6_MACNE
OG0000084	sp|Q9NVA2|SEP11_HUMAN	tr|A0A2K6E8S5|A0A2K6E8S5_MACNE
OG0000084	sp|Q14141|SEPT6_HUMAN	tr|A0A2K6B415|A0A2K6B415_MACNE
OG0000084	sp|Q9P0V9|SEP10_HUMAN	tr|A0A2K6BG38|A0A2K6BG38_MACNE
OG0000084	sp|C0HM01|RBRP_HUMAN, sp|Q6ZU15|SEP14_HUMAN	tr|A0A2K6AX00|A0A2K6AX00_MACNE
OG0000085	sp|Q8NGE5|O10A7_HUMAN, sp|Q8NH19|O10AG_HUMAN, sp|Q8NGF6|O10W1_HUMAN, sp|Q8NGE0|O10AD_HUMAN, sp|Q96KK4|O10C1_HUMAN, sp|P58181|O10A3_HUMAN, sp|Q8NH74|O10A6_HUMAN, sp|Q9H209|O10A4_HUMAN, sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN	tr|A0A2K6BNL1|A0A2K6BNL1_MACNE
OG0000086	sp|P16415|ZN823_HUMAN	tr|A0A2K6BBP3|A0A2K6BBP3_MACNE
OG0000086	sp|Q9Y2A4|ZN443_HUMAN, sp|Q96GE5|ZN799_HUMAN	tr|A0A2K6EC83|A0A2K6EC83_MACNE
OG0000086	sp|Q8TA94|ZN563_HUMAN	tr|A0A2K6DSL8|A0A2K6DSL8_MACNE
OG0000086	sp|Q9H7R0|ZN442_HUMAN	tr|A0A2K6BYQ0|A0A2K6BYQ0_MACNE
OG0000086	sp|P15621|ZNF44_HUMAN	tr|A0A2K6CJZ2|A0A2K6CJZ2_MACNE
OG0000087	sp|P35232|PHB1_HUMAN	tr|A0A2K6BJN0|A0A2K6BJN0_MACNE, tr|A0A2K6CRD0|A0A2K6CRD0_MACNE, tr|A0A2K6ATQ1|A0A2K6ATQ1_MACNE, tr|A0A2K6D8H3|A0A2K6D8H3_MACNE, tr|A0A2K6BZR9|A0A2K6BZR9_MACNE, tr|A0A2K6E6M5|A0A2K6E6M5_MACNE, tr|A0A2K6BN73|A0A2K6BN73_MACNE, tr|A0A2K6DP86|A0A2K6DP86_MACNE, tr|A0A2K6BT31|A0A2K6BT31_MACNE, tr|A0A2K6B1H4|A0A2K6B1H4_MACNE
OG0000088	sp|P15259|PGAM2_HUMAN	tr|A0A2K6CDX4|A0A2K6CDX4_MACNE
OG0000088	sp|P18669|PGAM1_HUMAN	tr|A0A2K6B6Q1|A0A2K6B6Q1_MACNE, tr|A0A2K6BHT1|A0A2K6BHT1_MACNE
OG0000088	sp|Q8N0Y7|PGAM4_HUMAN	tr|A0A2K6BYR1|A0A2K6BYR1_MACNE, tr|A0A2K6CAH0|A0A2K6CAH0_MACNE, tr|A0A2K6DHH5|A0A2K6DHH5_MACNE, tr|A0A2K6BFG5|A0A2K6BFG5_MACNE, tr|A0A2K6BVJ7|A0A2K6BVJ7_MACNE
OG0000089	sp|P62899|RL31_HUMAN	tr|A0A2K6AP69|A0A2K6AP69_MACNE, tr|A0A2K6AND7|A0A2K6AND7_MACNE, tr|A0A2K6ARJ2|A0A2K6ARJ2_MACNE, tr|A0A2K6AM57|A0A2K6AM57_MACNE, tr|A0A2K6AST9|A0A2K6AST9_MACNE, tr|A0A2K6CAP7|A0A2K6CAP7_MACNE, tr|A0A2K6CQZ2|A0A2K6CQZ2_MACNE, tr|A0A2K6DS91|A0A2K6DS91_MACNE, tr|A0A2K6BW68|A0A2K6BW68_MACNE, tr|A0A2K6B397|A0A2K6B397_MACNE
OG0000093	sp|P02533|K1C14_HUMAN	tr|A0A2K6E2S6|A0A2K6E2S6_MACNE
OG0000093	sp|P08779|K1C16_HUMAN	tr|A0A2K6C8U3|A0A2K6C8U3_MACNE
OG0000093	sp|P13646|K1C13_HUMAN	tr|A0A2K6BZI8|A0A2K6BZI8_MACNE
OG0000093	sp|P19012|K1C15_HUMAN	tr|A0A2K6BG99|A0A2K6BG99_MACNE
OG0000094	sp|Q9HD34|LYRM4_HUMAN	tr|A0A2K6BWT3|A0A2K6BWT3_MACNE, tr|A0A2K6CWH2|A0A2K6CWH2_MACNE, tr|A0A2K6AP63|A0A2K6AP63_MACNE, tr|A0A2K6D780|A0A2K6D780_MACNE
OG0000094	sp|Q86U02|CN165_HUMAN	tr|A0A2K6DQB0|A0A2K6DQB0_MACNE, tr|A0A2K6AX35|A0A2K6AX35_MACNE, tr|A0A2K6ASA1|A0A2K6ASA1_MACNE, tr|A0A2K6CJZ3|A0A2K6CJZ3_MACNE
OG0000096	sp|Q14533|KRT81_HUMAN	tr|A0A2K6BKN4|A0A2K6BKN4_MACNE
OG0000096	sp|P78385|KRT83_HUMAN	tr|A0A2K6BQ53|A0A2K6BQ53_MACNE
OG0000096	sp|O43790|KRT86_HUMAN	tr|A0A2K6BGC6|A0A2K6BGC6_MACNE
OG0000096	sp|A6NCN2|KR87P_HUMAN, sp|P78386|KRT85_HUMAN	tr|A0A2K6B230|A0A2K6B230_MACNE
