Orthogroup	Homo_sapiens	Acinonyx_jubatus
OG0000027	sp|P0DTA3|SPD11_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN	tr|A0A6I9ZVS4|A0A6I9ZVS4_ACIJB
OG0000028	sp|A8MXJ8|F90A5_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|P0DV73|F90AG_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|P0C7X0|F90AO_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|A6NIJ5|F90AK_HUMAN	tr|A0A6J1YXG9|A0A6J1YXG9_ACIJB
OG0000028	sp|A6NNH2|F90AR_HUMAN	tr|A0A6J1YTL5|A0A6J1YTL5_ACIJB
OG0000029	sp|P19013|K2C4_HUMAN	tr|A0A6J0A8L1|A0A6J0A8L1_ACIJB
OG0000029	sp|Q5XKE5|K2C79_HUMAN	tr|A0A6J0A4Y4|A0A6J0A4Y4_ACIJB
OG0000029	sp|P08729|K2C7_HUMAN	tr|A0A6J1XHS3|A0A6J1XHS3_ACIJB, tr|A0A6J1XHU5|A0A6J1XHU5_ACIJB, tr|A0A6J0A7H4|A0A6J0A7H4_ACIJB, tr|A0A6J1XHW2|A0A6J1XHW2_ACIJB, tr|A0A6J1Z0D9|A0A6J1Z0D9_ACIJB, tr|A0A6J1Z3L3|A0A6J1Z3L3_ACIJB, tr|A0A6J0A8M6|A0A6J0A8M6_ACIJB, tr|A0A6J0A7I5|A0A6J0A7I5_ACIJB, tr|A0A6J1XHR5|A0A6J1XHR5_ACIJB
OG0000029	sp|Q7Z794|K2C1B_HUMAN	tr|A0A6J1XHX7|A0A6J1XHX7_ACIJB, tr|A0A6J0A4Z4|A0A6J0A4Z4_ACIJB, tr|A0A6J0A4W3|A0A6J0A4W3_ACIJB, tr|A0A6J0A7T4|A0A6J0A7T4_ACIJB, tr|A0A6J0A4V2|A0A6J0A4V2_ACIJB, tr|A0A6J1XHR9|A0A6J1XHR9_ACIJB, tr|A0A6J1XHP5|A0A6J1XHP5_ACIJB
OG0000030	sp|Q8NHC8|OR2T6_HUMAN	tr|A0A6I9ZQF3|A0A6I9ZQF3_ACIJB
OG0000030	sp|O43869|OR2T1_HUMAN	tr|A0A6I9ZQ39|A0A6I9ZQ39_ACIJB, tr|A0A6I9ZNN2|A0A6I9ZNN2_ACIJB, tr|A0A6I9ZTF8|A0A6I9ZTF8_ACIJB, tr|A0A6J1YIM4|A0A6J1YIM4_ACIJB, tr|A0A6I9ZUK1|A0A6I9ZUK1_ACIJB, tr|A0A6J2AS28|A0A6J2AS28_ACIJB, tr|A0A6I9ZU35|A0A6I9ZU35_ACIJB, tr|A0A6I9ZS28|A0A6I9ZS28_ACIJB, tr|A0A6I9ZTD2|A0A6I9ZTD2_ACIJB, tr|A0A6J1YK22|A0A6J1YK22_ACIJB, tr|A0A6I9ZMX7|A0A6I9ZMX7_ACIJB, tr|A0A6I9ZP34|A0A6I9ZP34_ACIJB, tr|A0A6I9ZSL0|A0A6I9ZSL0_ACIJB, tr|A0A6I9ZUA2|A0A6I9ZUA2_ACIJB, tr|A0A6I9ZSL5|A0A6I9ZSL5_ACIJB, tr|A0A6I9ZTW9|A0A6I9ZTW9_ACIJB, tr|A0A6I9ZP56|A0A6I9ZP56_ACIJB, tr|A0A6I9ZSA7|A0A6I9ZSA7_ACIJB, tr|A0A6I9ZTW4|A0A6I9ZTW4_ACIJB
OG0000032	sp|Q8NGV5|O13D1_HUMAN	tr|A0A6I9ZWX0|A0A6I9ZWX0_ACIJB, tr|A0A6J0A018|A0A6J0A018_ACIJB
OG0000032	sp|Q8NGS7|O13C8_HUMAN	tr|A0A6I9ZVR6|A0A6I9ZVR6_ACIJB
OG0000032	sp|Q8NH95|O13C6_HUMAN, sp|P0DN81|O13C7_HUMAN	tr|A0A6I9ZYN1|A0A6I9ZYN1_ACIJB
OG0000032	sp|Q9NQN1|OR2S1_HUMAN	tr|A0A6J0A1U6|A0A6J0A1U6_ACIJB
OG0000033	sp|Q9HCX3|ZN304_HUMAN	tr|A0A6J0ABB8|A0A6J0ABB8_ACIJB, tr|A0A6J1XL79|A0A6J1XL79_ACIJB, tr|A0A6J1XL61|A0A6J1XL61_ACIJB, tr|A0A6J1XLD8|A0A6J1XLD8_ACIJB, tr|A0A6J1Z0C7|A0A6J1Z0C7_ACIJB, tr|A0A6J1Z064|A0A6J1Z064_ACIJB, tr|A0A6J1Z3K3|A0A6J1Z3K3_ACIJB, tr|A0A6J1XNF1|A0A6J1XNF1_ACIJB, tr|A0A6J1XN96|A0A6J1XN96_ACIJB, tr|A0A6J1YWU3|A0A6J1YWU3_ACIJB, tr|A0A6I9ZWE1|A0A6I9ZWE1_ACIJB, tr|A0A6J1XLE6|A0A6J1XLE6_ACIJB, tr|A0A6J0A3C5|A0A6J0A3C5_ACIJB, tr|A0A6J1XLF5|A0A6J1XLF5_ACIJB, tr|A0A6J0AA88|A0A6J0AA88_ACIJB, tr|A0A6J0ABD8|A0A6J0ABD8_ACIJB, tr|A0A6J1XLB4|A0A6J1XLB4_ACIJB, tr|A0A6J1XLJ9|A0A6J1XLJ9_ACIJB, tr|A0A6J0ABB3|A0A6J0ABB3_ACIJB, tr|A0A6J1Z1Q1|A0A6J1Z1Q1_ACIJB
OG0000035	sp|P16104|H2AX_HUMAN	tr|A0A6J1XJA1|A0A6J1XJA1_ACIJB
OG0000035	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A6I9ZCJ8|A0A6I9ZCJ8_ACIJB
OG0000035	sp|Q16777|H2A2C_HUMAN	tr|A0A6J1Z0I3|A0A6J1Z0I3_ACIJB
OG0000037	sp|Q8NH19|O10AG_HUMAN	tr|A0A6J0A7M1|A0A6J0A7M1_ACIJB, tr|A0A6J0A4S5|A0A6J0A4S5_ACIJB
OG0000037	sp|Q8NGE5|O10A7_HUMAN	tr|A0A6I9ZVN0|A0A6I9ZVN0_ACIJB
OG0000037	sp|Q9H209|O10A4_HUMAN	tr|A0A6J0A7K3|A0A6J0A7K3_ACIJB, tr|A0A6J0A4X7|A0A6J0A4X7_ACIJB
OG0000038	sp|Q14586|ZN267_HUMAN, sp|Q7Z2F6|KRBX5_HUMAN	tr|A0A6J1XK41|A0A6J1XK41_ACIJB, tr|A0A6J1XKN5|A0A6J1XKN5_ACIJB, tr|A0A6J1XKT1|A0A6J1XKT1_ACIJB, tr|A0A6J1XKU7|A0A6J1XKU7_ACIJB, tr|A0A6J1YUH7|A0A6J1YUH7_ACIJB, tr|A0A6J1XKL9|A0A6J1XKL9_ACIJB, tr|A0A6J1Z3I2|A0A6J1Z3I2_ACIJB, tr|A0A6J1XJW5|A0A6J1XJW5_ACIJB, tr|A0A6J1XLA0|A0A6J1XLA0_ACIJB, tr|A0A6J1XKP0|A0A6J1XKP0_ACIJB, tr|A0A6J1XKT8|A0A6J1XKT8_ACIJB, tr|A0A6J1Z040|A0A6J1Z040_ACIJB, tr|A0A6J1Z0F9|A0A6J1Z0F9_ACIJB, tr|A0A6J1XL28|A0A6J1XL28_ACIJB, tr|A0A6I9ZY30|A0A6I9ZY30_ACIJB, tr|A0A6J1Z220|A0A6J1Z220_ACIJB, tr|A0A6J1YXZ5|A0A6J1YXZ5_ACIJB
OG0000043	sp|P19012|K1C15_HUMAN	tr|A0A6J1YHY7|A0A6J1YHY7_ACIJB
OG0000043	sp|P13646|K1C13_HUMAN	tr|A0A6I9ZP53|A0A6I9ZP53_ACIJB
OG0000043	sp|P02533|K1C14_HUMAN	tr|A0A6J1YK75|A0A6J1YK75_ACIJB
OG0000043	sp|P08779|K1C16_HUMAN	tr|A0A6J1YJF2|A0A6J1YJF2_ACIJB
OG0000043	sp|Q04695|K1C17_HUMAN	tr|A0A6I9ZQJ2|A0A6I9ZQJ2_ACIJB, tr|A0A6J1YIT6|A0A6J1YIT6_ACIJB
OG0000043	sp|P08727|K1C19_HUMAN	tr|A0A6J1YI01|A0A6J1YI01_ACIJB
OG0000043	sp|P35527|K1C9_HUMAN	tr|A0A6I9ZMH8|A0A6I9ZMH8_ACIJB
OG0000043	sp|Q99456|K1C12_HUMAN	tr|A0A6J1XAU6|A0A6J1XAU6_ACIJB, tr|A0A6J1XAU2|A0A6J1XAU2_ACIJB
OG0000044	sp|Q8NGX6|O10R2_HUMAN	tr|A0A6J1YH05|A0A6J1YH05_ACIJB, tr|A0A6J0A5X1|A0A6J0A5X1_ACIJB
OG0000044	sp|Q8NGX3|O10T2_HUMAN	tr|A0A6J0A626|A0A6J0A626_ACIJB
OG0000044	sp|Q8NGY7|O10J6_HUMAN, sp|Q8NHC4|O10J5_HUMAN	tr|A0A6J0A7Q7|A0A6J0A7Q7_ACIJB
OG0000044	sp|P30954|O10J1_HUMAN	tr|A0A6J1YGR9|A0A6J1YGR9_ACIJB, tr|A0A6J0A631|A0A6J0A631_ACIJB
OG0000044	sp|Q5JRS4|O10J3_HUMAN, sp|P0C629|O10J4_HUMAN	tr|A0A6J0A8S4|A0A6J0A8S4_ACIJB
OG0000046	sp|Q6UXG8|BTNL9_HUMAN	tr|A0A6J0AAY5|A0A6J0AAY5_ACIJB
OG0000046	sp|Q13410|BT1A1_HUMAN	tr|A0A6J0AAU6|A0A6J0AAU6_ACIJB
OG0000046	sp|Q7KYR7|BT2A1_HUMAN, sp|Q96KV6|BT2A3_HUMAN, sp|Q8WVV5|BT2A2_HUMAN	tr|A0A6J0A775|A0A6J0A775_ACIJB
OG0000046	sp|O00481|BT3A1_HUMAN, sp|O00478|BT3A3_HUMAN, sp|P78410|BT3A2_HUMAN	tr|A0A6J1Z494|A0A6J1Z494_ACIJB, tr|A0A6J0A4V4|A0A6J0A4V4_ACIJB, tr|A0A6J0A4F4|A0A6J0A4F4_ACIJB
OG0000048	sp|Q9GZW5|SCND2_HUMAN	tr|A0A6J1YSP2|A0A6J1YSP2_ACIJB
OG0000048	sp|Q96LW9|ZSC31_HUMAN	tr|A0A6J1YUC6|A0A6J1YUC6_ACIJB
OG0000048	sp|Q9Y5A6|ZSC21_HUMAN	tr|A0A6J1YR89|A0A6J1YR89_ACIJB
OG0000048	sp|P17028|ZNF24_HUMAN	tr|A0A6J0A2I1|A0A6J0A2I1_ACIJB
OG0000048	sp|Q96N95|ZN396_HUMAN	tr|A0A6J2A427|A0A6J2A427_ACIJB
OG0000048	sp|Q3MJ62|ZSC23_HUMAN	tr|A0A6J1YT14|A0A6J1YT14_ACIJB
OG0000048	sp|O43309|ZSC12_HUMAN	tr|A0A6J1YSN7|A0A6J1YSN7_ACIJB, tr|A0A6J1YR59|A0A6J1YR59_ACIJB
OG0000049	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A6J0A514|A0A6J0A514_ACIJB
OG0000049	sp|Q9H210|OR2D2_HUMAN	tr|A0A6J0A4Y2|A0A6J0A4Y2_ACIJB, tr|A0A6J0A8V9|A0A6J0A8V9_ACIJB, tr|A0A6J0A7T8|A0A6J0A7T8_ACIJB, tr|A0A6J1YY22|A0A6J1YY22_ACIJB, tr|A0A6I9ZYP5|A0A6I9ZYP5_ACIJB, tr|A0A6I9ZYQ6|A0A6I9ZYQ6_ACIJB, tr|A0A6J2AQ77|A0A6J2AQ77_ACIJB, tr|A0A6I9ZJ23|A0A6I9ZJ23_ACIJB, tr|A0A6I9ZKE1|A0A6I9ZKE1_ACIJB, tr|A0A6I9ZM39|A0A6I9ZM39_ACIJB, tr|A0A6J1ZCQ3|A0A6J1ZCQ3_ACIJB, tr|A0A6I9ZHH3|A0A6I9ZHH3_ACIJB, tr|A0A6I9ZMI5|A0A6I9ZMI5_ACIJB, tr|A0A6J0A8N1|A0A6J0A8N1_ACIJB
OG0000050	sp|P42677|RS27_HUMAN	tr|A0A6I9ZIP2|A0A6I9ZIP2_ACIJB, tr|A0A6I9ZGT0|A0A6I9ZGT0_ACIJB, tr|A0A6I9ZZU0|A0A6I9ZZU0_ACIJB, tr|A0A6J1YI67|A0A6J1YI67_ACIJB
OG0000050	sp|Q71UM5|RS27L_HUMAN	tr|A0A6J1Z5Z9|A0A6J1Z5Z9_ACIJB, tr|A0A6J0A5F1|A0A6J0A5F1_ACIJB, tr|A0A6J1ZNF1|A0A6J1ZNF1_ACIJB, tr|A0A6J1ZKV7|A0A6J1ZKV7_ACIJB, tr|A0A6J1Z842|A0A6J1Z842_ACIJB, tr|A0A6J1YZK4|A0A6J1YZK4_ACIJB, tr|A0A6J2AND7|A0A6J2AND7_ACIJB, tr|A0A6J1ZN21|A0A6J1ZN21_ACIJB, tr|A0A6J1ZKR0|A0A6J1ZKR0_ACIJB, tr|A0A6I9ZPI9|A0A6I9ZPI9_ACIJB, tr|A0A6J2A0C3|A0A6J2A0C3_ACIJB
OG0000051	sp|Q8NGH6|O52L2_HUMAN, sp|Q8NGH7|O52L1_HUMAN, sp|Q8NGF1|O52R1_HUMAN, sp|Q8NH57|O52P1_HUMAN, sp|Q8NGJ2|O52H1_HUMAN, sp|Q96RD2|O52B2_HUMAN, sp|Q8NGJ4|O52E2_HUMAN, sp|Q8NGJ3|O52E1_HUMAN, sp|Q8NGH9|O52E4_HUMAN, sp|Q6IFG1|O52E8_HUMAN, sp|Q96RD3|O52E6_HUMAN, sp|P0C646|O52Z1_HUMAN, sp|Q9H346|O52D1_HUMAN, sp|Q8NGK5|O52M1_HUMAN, sp|Q8NGK3|O52K2_HUMAN, sp|Q8NGK4|O52K1_HUMAN	tr|A0A6J1YV82|A0A6J1YV82_ACIJB
OG0000052	sp|Q5VWK0|NBPF6_HUMAN, sp|Q96M43|NBPF4_HUMAN, sp|Q86XG9|NBPF5_HUMAN, sp|P0C2Y1|NBPF7_HUMAN, sp|Q9H094|NBPF3_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|Q5TI25|NBPFE_HUMAN	tr|A0A6J1ZAG2|A0A6J1ZAG2_ACIJB
OG0000054	sp|P0C626|OR5G3_HUMAN	tr|A0A6J1YUX4|A0A6J1YUX4_ACIJB
OG0000054	sp|Q8NH69|OR5W2_HUMAN	tr|A0A6J0A8A6|A0A6J0A8A6_ACIJB, tr|A0A6J2AKK4|A0A6J2AKK4_ACIJB, tr|A0A6J0A768|A0A6J0A768_ACIJB, tr|A0A6J0A7M6|A0A6J0A7M6_ACIJB
OG0000054	sp|Q8NH18|OR5J2_HUMAN	tr|A0A6J1Y996|A0A6J1Y996_ACIJB, tr|A0A6J0A3S6|A0A6J0A3S6_ACIJB, tr|A0A6J0A4J8|A0A6J0A4J8_ACIJB, tr|A0A6J0A7N9|A0A6J0A7N9_ACIJB, tr|A0A6J0A4L3|A0A6J0A4L3_ACIJB, tr|A0A6J0A752|A0A6J0A752_ACIJB
OG0000055	sp|Q8NGR8|OR1L8_HUMAN	tr|A0A6J1XEE6|A0A6J1XEE6_ACIJB, tr|A0A6I9ZCX2|A0A6I9ZCX2_ACIJB, tr|A0A6I9ZEE6|A0A6I9ZEE6_ACIJB
OG0000055	sp|Q8NH94|OR1L1_HUMAN	tr|A0A6J0A8V6|A0A6J0A8V6_ACIJB, tr|A0A6I9ZEG9|A0A6I9ZEG9_ACIJB, tr|A0A6I9ZCZ6|A0A6I9ZCZ6_ACIJB, tr|A0A6I9ZEH4|A0A6I9ZEH4_ACIJB, tr|A0A6J1XFU3|A0A6J1XFU3_ACIJB, tr|A0A6I9ZE47|A0A6I9ZE47_ACIJB, tr|A0A6I9ZYJ2|A0A6I9ZYJ2_ACIJB, tr|A0A6J0A2S9|A0A6J0A2S9_ACIJB, tr|A0A6I9ZMF2|A0A6I9ZMF2_ACIJB, tr|A0A6I9ZLE2|A0A6I9ZLE2_ACIJB, tr|A0A6I9ZEF8|A0A6I9ZEF8_ACIJB
OG0000056	sp|Q8NH09|OR8S1_HUMAN	tr|A0A6I9ZLD5|A0A6I9ZLD5_ACIJB
OG0000056	tr|A0A2R8YED5|A0A2R8YED5_HUMAN	tr|A0A6I9ZHW2|A0A6I9ZHW2_ACIJB, tr|A0A6I9ZHV6|A0A6I9ZHV6_ACIJB, tr|A0A6J1XH48|A0A6J1XH48_ACIJB, tr|A0A6I9ZLE8|A0A6I9ZLE8_ACIJB, tr|A0A6I9ZGH6|A0A6I9ZGH6_ACIJB, tr|A0A6I9ZJA1|A0A6I9ZJA1_ACIJB, tr|A0A6I9ZHX3|A0A6I9ZHX3_ACIJB, tr|A0A6I9ZKZ3|A0A6I9ZKZ3_ACIJB, tr|A0A6I9ZKZ8|A0A6I9ZKZ8_ACIJB, tr|A0A6I9ZJA6|A0A6I9ZJA6_ACIJB, tr|A0A6I9ZGI1|A0A6I9ZGI1_ACIJB, tr|A0A6I9ZLE0|A0A6I9ZLE0_ACIJB, tr|A0A6J1XFT5|A0A6J1XFT5_ACIJB
OG0000057	sp|Q8NH50|OR8K5_HUMAN	tr|A0A6J0A4K4|A0A6J0A4K4_ACIJB
OG0000057	sp|P0C617|O5AL1_HUMAN	tr|A0A6J0A7G2|A0A6J0A7G2_ACIJB
OG0000057	sp|Q8NH85|OR5R1_HUMAN	tr|A0A6J0A796|A0A6J0A796_ACIJB, tr|A0A6J0A791|A0A6J0A791_ACIJB
OG0000057	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A6J0A4I8|A0A6J0A4I8_ACIJB
OG0000057	sp|Q8NH51|OR8K3_HUMAN	tr|A0A6J0A7G8|A0A6J0A7G8_ACIJB, tr|A0A6J0A4J3|A0A6J0A4J3_ACIJB, tr|A0A6J0A8E1|A0A6J0A8E1_ACIJB, tr|A0A6J0A7K0|A0A6J0A7K0_ACIJB, tr|A0A6J0A892|A0A6J0A892_ACIJB
OG0000058	sp|A6NK53|ZN233_HUMAN	tr|A0A6J1XJU1|A0A6J1XJU1_ACIJB
OG0000058	sp|Q14590|ZN235_HUMAN	tr|A0A6J1XM61|A0A6J1XM61_ACIJB
OG0000058	sp|Q9NYT6|ZN226_HUMAN, sp|Q02386|ZNF45_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK12|ZN222_HUMAN	tr|A0A6I9ZNY4|A0A6I9ZNY4_ACIJB
OG0000059	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN	tr|A0A6J1ZBS8|A0A6J1ZBS8_ACIJB
OG0000061	sp|Q8NGI4|OR4DB_HUMAN	tr|A0A6J1YUA8|A0A6J1YUA8_ACIJB
OG0000061	sp|Q8NGI6|OR4DA_HUMAN	tr|A0A6I9ZUS0|A0A6I9ZUS0_ACIJB
OG0000061	sp|Q8NGE8|OR4D9_HUMAN	tr|A0A6I9ZY70|A0A6I9ZY70_ACIJB
OG0000061	sp|P58180|OR4D2_HUMAN	tr|A0A6J0A948|A0A6J0A948_ACIJB, tr|A0A6J1Z1G7|A0A6J1Z1G7_ACIJB
OG0000061	sp|Q15615|OR4D1_HUMAN	tr|A0A6J0ABN5|A0A6J0ABN5_ACIJB
OG0000061	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A6I9ZTD5|A0A6I9ZTD5_ACIJB
OG0000062	sp|Q8NHC5|O14AG_HUMAN	tr|A0A6J0A7W6|A0A6J0A7W6_ACIJB
OG0000062	sp|Q96R54|O14A2_HUMAN	tr|A0A6J0A0Z5|A0A6J0A0Z5_ACIJB
OG0000062	sp|Q8NGZ2|O14K1_HUMAN	tr|A0A6J1YK28|A0A6J1YK28_ACIJB, tr|A0A6J0A4B7|A0A6J0A4B7_ACIJB
OG0000062	sp|A6ND48|O14I1_HUMAN	tr|A0A6J0AAC9|A0A6J0AAC9_ACIJB
OG0000062	sp|Q8NHC6|O14L1_HUMAN, sp|Q9UGF5|O14J1_HUMAN	tr|A0A6I9ZZ47|A0A6I9ZZ47_ACIJB
OG0000065	sp|P29016|CD1B_HUMAN	tr|A0A6J0A9N8|A0A6J0A9N8_ACIJB
OG0000065	sp|P06126|CD1A_HUMAN	tr|A0A6J1YIE1|A0A6J1YIE1_ACIJB, tr|A0A6J1YHN1|A0A6J1YHN1_ACIJB, tr|A0A6J1YGA8|A0A6J1YGA8_ACIJB, tr|A0A6J1YG93|A0A6J1YG93_ACIJB, tr|A0A6J1YWC1|A0A6J1YWC1_ACIJB
OG0000065	sp|P29017|CD1C_HUMAN	tr|A0A6J0A636|A0A6J0A636_ACIJB
OG0000065	sp|P15813|CD1D_HUMAN	tr|A0A6J1YU97|A0A6J1YU97_ACIJB
OG0000065	sp|P15812|CD1E_HUMAN	tr|A0A6J0A8J3|A0A6J0A8J3_ACIJB
OG0000067	sp|P49888|ST1E1_HUMAN	tr|A0A6I9ZWQ0|A0A6I9ZWQ0_ACIJB
OG0000067	sp|O43704|ST1B1_HUMAN	tr|A0A6I9ZS25|A0A6I9ZS25_ACIJB
OG0000067	sp|O00338|ST1C2_HUMAN	tr|A0A6J2AA03|A0A6J2AA03_ACIJB
OG0000067	sp|O75897|ST1C4_HUMAN	tr|A0A6I9ZU05|A0A6I9ZU05_ACIJB, tr|A0A6I9ZXH6|A0A6I9ZXH6_ACIJB
OG0000069	sp|A0A2R8Y619|H2BK1_HUMAN	tr|A0A6J1YR26|A0A6J1YR26_ACIJB
OG0000069	sp|Q96A08|H2B1A_HUMAN	tr|A0A6I9ZQF8|A0A6I9ZQF8_ACIJB, tr|A0A6J1Y4Z1|A0A6J1Y4Z1_ACIJB, tr|A0A6J1YMT7|A0A6J1YMT7_ACIJB, tr|A0A6J1YMS5|A0A6J1YMS5_ACIJB, tr|A0A6J0A3P7|A0A6J0A3P7_ACIJB, tr|A0A6J1XTP4|A0A6J1XTP4_ACIJB, tr|A0A6J1XU59|A0A6J1XU59_ACIJB, tr|A0A6J1YUI0|A0A6J1YUI0_ACIJB, tr|A0A6J1XU00|A0A6J1XU00_ACIJB, tr|A0A6J0A8U3|A0A6J0A8U3_ACIJB, tr|A0A6J0A9W4|A0A6J0A9W4_ACIJB
OG0000070	sp|A6NLW8|DUXA_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ90|DU4L7_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN	tr|A0A6J1XJW2|A0A6J1XJW2_ACIJB
OG0000072	sp|Q6A162|K1C40_HUMAN	tr|A0A6J0AB27|A0A6J0AB27_ACIJB
OG0000072	sp|O76013|KRT36_HUMAN	tr|A0A6I9ZP45|A0A6I9ZP45_ACIJB
OG0000072	sp|Q92764|KRT35_HUMAN	tr|A0A6J1YIH4|A0A6J1YIH4_ACIJB
OG0000072	sp|Q6A163|K1C39_HUMAN	tr|A0A6J0A8Q7|A0A6J0A8Q7_ACIJB
OG0000073	sp|Q6PF04|ZN613_HUMAN	tr|A0A6J1XK38|A0A6J1XK38_ACIJB
OG0000073	sp|O94892|ZN432_HUMAN	tr|A0A6I9ZS14|A0A6I9ZS14_ACIJB
OG0000073	sp|Q9BS31|ZN649_HUMAN	tr|A0A6I9ZN23|A0A6I9ZN23_ACIJB
OG0000073	sp|Q9BSK1|ZN577_HUMAN	tr|A0A6I9ZLG1|A0A6I9ZLG1_ACIJB, tr|A0A6J1YV16|A0A6J1YV16_ACIJB
OG0000073	sp|Q8N8J6|ZN615_HUMAN, sp|Q9GZX5|ZN350_HUMAN	tr|A0A6I9ZS19|A0A6I9ZS19_ACIJB
OG0000075	sp|P38159|RBMX_HUMAN	tr|A0A6J1Z1P4|A0A6J1Z1P4_ACIJB
OG0000075	sp|A6NDE4|RBY1B_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN	tr|A0A6J0AAX0|A0A6J0AAX0_ACIJB
OG0000075	sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|A0A6J2AGH0|A0A6J2AGH0_ACIJB
OG0000076	sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN	tr|A0A6J0A1A3|A0A6J0A1A3_ACIJB
