Orthogroup	Homo_sapiens	Rousettus_aegyptiacus
OG0000045	sp|Q04695|K1C17_HUMAN	tr|A0A7J8G9A4|A0A7J8G9A4_ROUAE
OG0000045	sp|Q2M2I5|K1C24_HUMAN	tr|A0A7J8G9R8|A0A7J8G9R8_ROUAE
OG0000045	sp|Q99456|K1C12_HUMAN	tr|A0A7J8GA38|A0A7J8GA38_ROUAE
OG0000046	sp|Q8NGS7|O13C8_HUMAN	tr|A0A7J8IQ66|A0A7J8IQ66_ROUAE
OG0000046	sp|Q9NQN1|OR2S1_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGS6|O13C3_HUMAN, sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NG92|O13H1_HUMAN, sp|O95006|OR2F2_HUMAN, sp|Q13607|OR2F1_HUMAN, sp|Q9UGF6|OR5V1_HUMAN, sp|Q8NGV5|O13D1_HUMAN, sp|Q8NGS4|O13F1_HUMAN, sp|Q8NGT1|OR2K2_HUMAN	tr|A0A7J8IQB7|A0A7J8IQB7_ROUAE
OG0000047	tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN, sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R48|OR2A5_HUMAN	tr|A0A7J8D823|A0A7J8D823_ROUAE
OG0000047	tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q8NGE0|O10AD_HUMAN, sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN	tr|A0A7J8D7F4|A0A7J8D7F4_ROUAE
OG0000048	sp|Q8NGJ5|O51L1_HUMAN	tr|A0A7J8H3C2|A0A7J8H3C2_ROUAE
OG0000048	tr|A0A3B3IT45|A0A3B3IT45_HUMAN	tr|A0A7J8H3G8|A0A7J8H3G8_ROUAE
OG0000048	sp|A6NGY5|O51F1_HUMAN, sp|Q8NH61|O51F2_HUMAN	tr|A0A7J8H3E3|A0A7J8H3E3_ROUAE
OG0000048	sp|Q8NH59|O51Q1_HUMAN	tr|A0A7J8H3G6|A0A7J8H3G6_ROUAE
OG0000048	sp|Q9H2C8|O51V1_HUMAN	tr|A0A7J8H4Q0|A0A7J8H4Q0_ROUAE, tr|A0A7J8H3Q3|A0A7J8H3Q3_ROUAE
OG0000048	sp|Q8NGK1|O51G1_HUMAN, sp|Q8NGK0|O51G2_HUMAN	tr|A0A7J8H3X6|A0A7J8H3X6_ROUAE
OG0000048	sp|Q8NH63|O51H1_HUMAN	tr|A0A7J8H3Y2|A0A7J8H3Y2_ROUAE
OG0000049	sp|Q8NGF0|O52B6_HUMAN	tr|A0A7J8H3Z3|A0A7J8H3Z3_ROUAE
OG0000049	sp|P0C646|O52Z1_HUMAN	tr|A0A7J8H4S2|A0A7J8H4S2_ROUAE, tr|A0A7J8H407|A0A7J8H407_ROUAE
OG0000049	sp|Q8NGK2|O52B4_HUMAN	tr|A0A7J8H3Z0|A0A7J8H3Z0_ROUAE, tr|A0A7J8H514|A0A7J8H514_ROUAE
OG0000049	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A7J8H3H8|A0A7J8H3H8_ROUAE, tr|A0A7J8H3R7|A0A7J8H3R7_ROUAE, tr|A0A7J8H3I2|A0A7J8H3I2_ROUAE, tr|A0A7J8H3D2|A0A7J8H3D2_ROUAE, tr|A0A7J8H4G5|A0A7J8H4G5_ROUAE, tr|A0A7J8H0Y8|A0A7J8H0Y8_ROUAE, tr|A0A7J8H4R0|A0A7J8H4R0_ROUAE, tr|A0A7J8H3Z9|A0A7J8H3Z9_ROUAE
OG0000050	sp|Q3KQV3|ZN792_HUMAN	tr|A0A7J8CNS7|A0A7J8CNS7_ROUAE
OG0000050	sp|P52740|ZN132_HUMAN	tr|A0A7J8CNU8|A0A7J8CNU8_ROUAE, tr|A0A7J8CNL0|A0A7J8CNL0_ROUAE, tr|A0A7J8CNK1|A0A7J8CNK1_ROUAE, tr|A0A7J8CI43|A0A7J8CI43_ROUAE, tr|A0A7J8CNA9|A0A7J8CNA9_ROUAE, tr|A0A7J8CNP7|A0A7J8CNP7_ROUAE, tr|A0A7J8CNJ2|A0A7J8CNJ2_ROUAE, tr|A0A7J8CNS4|A0A7J8CNS4_ROUAE, tr|A0A7J8CD39|A0A7J8CD39_ROUAE, tr|A0A7J8CIK7|A0A7J8CIK7_ROUAE, tr|A0A7J8CNW3|A0A7J8CNW3_ROUAE, tr|A0A7J8CNH1|A0A7J8CNH1_ROUAE, tr|A0A7J8CNC7|A0A7J8CNC7_ROUAE, tr|A0A7J8CNC3|A0A7J8CNC3_ROUAE, tr|A0A7J8CIK4|A0A7J8CIK4_ROUAE
OG0000053	sp|P19013|K2C4_HUMAN	tr|A0A7J8JFU2|A0A7J8JFU2_ROUAE, tr|A0A7J8JF85|A0A7J8JF85_ROUAE, tr|A0A7J8JGF7|A0A7J8JGF7_ROUAE, tr|A0A7J8JGU8|A0A7J8JGU8_ROUAE, tr|A0A7J8JG95|A0A7J8JG95_ROUAE, tr|A0A7J8JGB8|A0A7J8JGB8_ROUAE, tr|A0A7J8JHL2|A0A7J8JHL2_ROUAE, tr|A0A7J8JGK3|A0A7J8JGK3_ROUAE, tr|A0A7J8JFA6|A0A7J8JFA6_ROUAE, tr|A0A7J8JGV2|A0A7J8JGV2_ROUAE, tr|A0A7J8JGA8|A0A7J8JGA8_ROUAE, tr|A0A7J8JF74|A0A7J8JF74_ROUAE, tr|A0A7J8JGT4|A0A7J8JGT4_ROUAE, tr|A0A7J8JGW2|A0A7J8JGW2_ROUAE, tr|A0A7J8JFV4|A0A7J8JFV4_ROUAE, tr|A0A7J8JF96|A0A7J8JF96_ROUAE
OG0000054	sp|Q96L34|MARK4_HUMAN	tr|A0A7J8CJB2|A0A7J8CJB2_ROUAE
OG0000054	sp|P27448|MARK3_HUMAN	tr|A0A7J8IMN3|A0A7J8IMN3_ROUAE
OG0000054	sp|Q9P0L2|MARK1_HUMAN	tr|A0A7J8B9Y3|A0A7J8B9Y3_ROUAE
OG0000054	sp|Q7KZI7|MARK2_HUMAN	tr|A0A7J8H211|A0A7J8H211_ROUAE
OG0000056	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN	tr|A0A7J8KHZ3|A0A7J8KHZ3_ROUAE
OG0000057	sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A7J8FKH8|A0A7J8FKH8_ROUAE
OG0000059	sp|P09471|GNAO_HUMAN	tr|A0A7J8CGF5|A0A7J8CGF5_ROUAE
OG0000059	sp|P04899|GNAI2_HUMAN	tr|A0A7J8HPL0|A0A7J8HPL0_ROUAE
OG0000059	sp|P63096|GNAI1_HUMAN	tr|A0A7J8D5J5|A0A7J8D5J5_ROUAE
OG0000059	sp|P08754|GNAI3_HUMAN	tr|A0A7J8BDF2|A0A7J8BDF2_ROUAE
OG0000059	sp|P19086|GNAZ_HUMAN	tr|A0A7J8H0C7|A0A7J8H0C7_ROUAE
OG0000059	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A7J8D675|A0A7J8D675_ROUAE
OG0000059	sp|P19087|GNAT2_HUMAN	tr|A0A7J8BE51|A0A7J8BE51_ROUAE
OG0000059	sp|P11488|GNAT1_HUMAN	tr|A0A7J8HPI2|A0A7J8HPI2_ROUAE
OG0000061	sp|Q13410|BT1A1_HUMAN	tr|A0A7J8BCM4|A0A7J8BCM4_ROUAE
OG0000061	sp|Q7KYR7|BT2A1_HUMAN, sp|Q96KV6|BT2A3_HUMAN, sp|Q8WVV5|BT2A2_HUMAN	tr|A0A7J8BE17|A0A7J8BE17_ROUAE
OG0000061	sp|Q9UIR0|BTNL2_HUMAN, sp|A8MVZ5|BTNLA_HUMAN, sp|O00481|BT3A1_HUMAN, sp|P78410|BT3A2_HUMAN, sp|O00478|BT3A3_HUMAN, sp|Q6UX41|BTNL8_HUMAN, sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UXG8|BTNL9_HUMAN	tr|A0A7J8FEP4|A0A7J8FEP4_ROUAE
OG0000062	sp|Q6A163|K1C39_HUMAN	tr|A0A7J8GA85|A0A7J8GA85_ROUAE
OG0000062	sp|Q6A162|K1C40_HUMAN	tr|A0A7J8G9J6|A0A7J8G9J6_ROUAE
OG0000062	sp|O76013|KRT36_HUMAN	tr|A0A7J8GA58|A0A7J8GA58_ROUAE
OG0000062	sp|Q92764|KRT35_HUMAN	tr|A0A7J8G9S9|A0A7J8G9S9_ROUAE
OG0000064	sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN	tr|A0A7J8IRP4|A0A7J8IRP4_ROUAE
OG0000064	sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q9H0U9|TSYL1_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9UJ04|TSYL4_HUMAN	tr|A0A7J8KJ08|A0A7J8KJ08_ROUAE
OG0000065	sp|Q14657|LAGE3_HUMAN	tr|A0A7J8EKU5|A0A7J8EKU5_ROUAE, tr|A0A7J8EKE7|A0A7J8EKE7_ROUAE, tr|A0A7J8EK45|A0A7J8EK45_ROUAE, tr|A0A7J8EKB9|A0A7J8EKB9_ROUAE, tr|A0A7J8EKC9|A0A7J8EKC9_ROUAE, tr|A0A7J8ELE0|A0A7J8ELE0_ROUAE, tr|A0A7J8EK40|A0A7J8EK40_ROUAE, tr|A0A7J8EKS0|A0A7J8EKS0_ROUAE, tr|A0A7J8EL43|A0A7J8EL43_ROUAE, tr|A0A7J8EK85|A0A7J8EK85_ROUAE, tr|A0A7J8EK96|A0A7J8EK96_ROUAE, tr|A0A7J8ELD0|A0A7J8ELD0_ROUAE, tr|A0A7J8EKL9|A0A7J8EKL9_ROUAE, tr|A0A7J8EL33|A0A7J8EL33_ROUAE
OG0000066	sp|P16662|UD2B7_HUMAN, sp|P36537|UDB10_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN	tr|A0A7J8EBL1|A0A7J8EBL1_ROUAE
OG0000066	sp|Q6UWM9|UD2A3_HUMAN, sp|Q3SY77|UD3A2_HUMAN, sp|Q6NUS8|UD3A1_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|P0DTE4|UD2A1_HUMAN	tr|A0A7J8EBI3|A0A7J8EBI3_ROUAE
OG0000067	sp|P17028|ZNF24_HUMAN	tr|A0A7J8DMU1|A0A7J8DMU1_ROUAE
OG0000067	sp|Q3MJ62|ZSC23_HUMAN, sp|O15535|ZSC9_HUMAN, sp|Q9H4T2|ZSC16_HUMAN, sp|Q96LW9|ZSC31_HUMAN, sp|O43309|ZSC12_HUMAN, sp|Q8TBC5|ZSC18_HUMAN, sp|Q8NBB4|ZSCA1_HUMAN, sp|P10073|ZSC22_HUMAN, sp|Q9GZW5|SCND2_HUMAN, sp|Q9UNY5|ZN232_HUMAN, sp|Q96N95|ZN396_HUMAN	tr|A0A7J8DMI5|A0A7J8DMI5_ROUAE
OG0000068	sp|A0A075B6I3|LVK55_HUMAN, sp|A0A0G2JS06|LV539_HUMAN, sp|A0A087WSX0|LV545_HUMAN, sp|A0A075B6I7|LV548_HUMAN, sp|A0A075B6J1|LV537_HUMAN, sp|A0A0A0MS01|TVG10_HUMAN, sp|A0A075B6L2|TVG11_HUMAN, sp|Q99603|TRGV9_HUMAN, sp|A0A0B4J1Y8|LV949_HUMAN, sp|A0A075B6K6|LV403_HUMAN, sp|A0A075B6H9|LV469_HUMAN, sp|A0A075B6I1|LV460_HUMAN, sp|A0A0A0MRZ9|LV552_HUMAN	tr|A0A7J8H9J6|A0A7J8H9J6_ROUAE
OG0000070	sp|P10412|H14_HUMAN	tr|A0A7J8BDL3|A0A7J8BDL3_ROUAE
OG0000070	sp|P16401|H15_HUMAN	tr|A0A7J8BD69|A0A7J8BD69_ROUAE
OG0000070	sp|P16403|H12_HUMAN	tr|A0A7J8BF40|A0A7J8BF40_ROUAE
OG0000070	sp|P22492|H1T_HUMAN, sp|Q02539|H11_HUMAN, sp|Q75WM6|H1FNT_HUMAN, sp|P60008|HILS1_HUMAN	tr|A0A7J8BDN7|A0A7J8BDN7_ROUAE
OG0000071	sp|A6NLW8|DUXA_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|O43812|DUX1_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ86|DU4L3_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN	tr|A0A7J8CFQ0|A0A7J8CFQ0_ROUAE
OG0000072	sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|I1YAP6|TRI77_HUMAN	tr|A0A7J8H827|A0A7J8H827_ROUAE
OG0000074	sp|Q96MW7|TIGD1_HUMAN	tr|A0A7J8CMC9|A0A7J8CMC9_ROUAE
OG0000074	sp|B2RD01|CENP1_HUMAN	tr|A0A7J8E8C0|A0A7J8E8C0_ROUAE, tr|A0A7J8DI18|A0A7J8DI18_ROUAE, tr|A0A7J8BEM4|A0A7J8BEM4_ROUAE, tr|A0A7J8E8N0|A0A7J8E8N0_ROUAE, tr|A0A7J8KB39|A0A7J8KB39_ROUAE, tr|A0A7J8JI04|A0A7J8JI04_ROUAE, tr|A0A7J8F0G4|A0A7J8F0G4_ROUAE, tr|A0A7J8CHV2|A0A7J8CHV2_ROUAE, tr|A0A7J8DXE2|A0A7J8DXE2_ROUAE, tr|A0A7J8CMD1|A0A7J8CMD1_ROUAE, tr|A0A7J8CEP5|A0A7J8CEP5_ROUAE
OG0000075	sp|Q9UJU5|FOXD3_HUMAN	tr|A0A7J8K8L6|A0A7J8K8L6_ROUAE
OG0000075	sp|O60548|FOXD2_HUMAN	tr|A0A7J8K8L7|A0A7J8K8L7_ROUAE
OG0000075	sp|Q16676|FOXD1_HUMAN	tr|A0A7J8EYV7|A0A7J8EYV7_ROUAE
OG0000075	sp|Q9NU39|FX4L1_HUMAN, sp|Q12950|FOXD4_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q5VV16|FX4L5_HUMAN, sp|Q6VB84|FX4L3_HUMAN, sp|Q3SYB3|FX4L6_HUMAN, sp|Q13461|FOXE3_HUMAN	tr|A0A7J8K8N6|A0A7J8K8N6_ROUAE
OG0000076	sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN	tr|A0A7J8H4X8|A0A7J8H4X8_ROUAE, tr|A0A7J8H3V6|A0A7J8H3V6_ROUAE
OG0000076	sp|O95007|OR6B1_HUMAN	tr|A0A7J8D7J1|A0A7J8D7J1_ROUAE
OG0000076	sp|Q8NGQ2|OR6Q1_HUMAN	tr|A0A7J8H3J9|A0A7J8H3J9_ROUAE
OG0000076	sp|O95222|OR6A2_HUMAN	tr|A0A7J8CJZ3|A0A7J8CJZ3_ROUAE
OG0000076	sp|Q8NGX8|OR6Y1_HUMAN	tr|A0A7J8BGF4|A0A7J8BGF4_ROUAE
OG0000076	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A7J8BGD7|A0A7J8BGD7_ROUAE
OG0000078	sp|A0A075B6X5|TVA18_HUMAN, sp|A0A087WT02|TVA92_HUMAN, sp|A0A075B6T8|TVA91_HUMAN, sp|A0A0B4J280|TVA40_HUMAN, sp|A0A0A6YYK6|TVA16_HUMAN, sp|A0A0B4J244|TVA3_HUMAN, sp|P01737|TVA84_HUMAN, sp|A0A0B4J237|TVA82_HUMAN, sp|A0A0B4J262|TVA86_HUMAN, sp|A0A0A6YYJ7|TVA83_HUMAN, sp|A0A0A6YYK1|TVA81_HUMAN, tr|A0A075B6U6|A0A075B6U6_HUMAN	tr|A0A7J8IVZ0|A0A7J8IVZ0_ROUAE
OG0000080	sp|Q96SQ9|CP2S1_HUMAN, sp|P20813|CP2B6_HUMAN, sp|P10632|CP2C8_HUMAN, sp|P33261|CP2CJ_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P33260|CP2CI_HUMAN, sp|P05181|CP2E1_HUMAN, sp|P24903|CP2F1_HUMAN, sp|P11509|CP2A6_HUMAN, sp|P20853|CP2A7_HUMAN, sp|Q16696|CP2AD_HUMAN	tr|A0A7J8CFB5|A0A7J8CFB5_ROUAE
OG0000081	sp|P02462|CO4A1_HUMAN	tr|A0A7J8DWB0|A0A7J8DWB0_ROUAE
OG0000081	sp|P29400|CO4A5_HUMAN	tr|A0A7J8EIR1|A0A7J8EIR1_ROUAE
OG0000081	sp|Q01955|CO4A3_HUMAN	tr|A0A7J8JBQ5|A0A7J8JBQ5_ROUAE
OG0000081	sp|Q14031|CO4A6_HUMAN	tr|A0A7J8EIB6|A0A7J8EIB6_ROUAE
OG0000081	sp|P08572|CO4A2_HUMAN	tr|A0A7J8DW09|A0A7J8DW09_ROUAE
OG0000081	sp|P53420|CO4A4_HUMAN	tr|A0A7J8JBW2|A0A7J8JBW2_ROUAE
OG0000082	sp|Q8N118|CP4X1_HUMAN, sp|P98187|CP4F8_HUMAN, sp|Q9HBI6|CP4FB_HUMAN, sp|Q9HCS2|CP4FC_HUMAN, sp|P78329|CP4F2_HUMAN, sp|Q08477|CP4F3_HUMAN, sp|Q6NT55|CP4FN_HUMAN, sp|Q5TCH4|CP4AM_HUMAN, sp|Q02928|CP4AB_HUMAN, sp|Q8N1L4|CP4Z2_HUMAN, sp|Q86W10|CP4Z1_HUMAN	tr|A0A7J8K6S1|A0A7J8K6S1_ROUAE
OG0000083	sp|O43704|ST1B1_HUMAN	tr|A0A7J8EAM7|A0A7J8EAM7_ROUAE
OG0000083	sp|P50225|ST1A1_HUMAN, sp|P50226|ST1A2_HUMAN, sp|P0DMN0|ST1A4_HUMAN, sp|P0DMM9|ST1A3_HUMAN, sp|P49888|ST1E1_HUMAN	tr|A0A7J8EAY6|A0A7J8EAY6_ROUAE
OG0000083	sp|Q6IMI6|ST1C3_HUMAN, sp|O75897|ST1C4_HUMAN, sp|O00338|ST1C2_HUMAN	tr|A0A7J8FN04|A0A7J8FN04_ROUAE
OG0000085	sp|P50993|AT1A2_HUMAN	tr|A0A7J8BBT6|A0A7J8BBT6_ROUAE
OG0000085	sp|P13637|AT1A3_HUMAN	tr|A0A7J8CIB2|A0A7J8CIB2_ROUAE
OG0000085	sp|P05023|AT1A1_HUMAN	tr|A0A7J8BCD0|A0A7J8BCD0_ROUAE
OG0000085	sp|Q13733|AT1A4_HUMAN	tr|A0A7J8BBU5|A0A7J8BBU5_ROUAE
OG0000085	sp|P20648|ATP4A_HUMAN	tr|A0A7J8CDT9|A0A7J8CDT9_ROUAE
OG0000085	sp|P54707|AT12A_HUMAN	tr|A0A7J8DWC6|A0A7J8DWC6_ROUAE
OG0000086	sp|P63104|1433Z_HUMAN	tr|A0A7J8C4Y7|A0A7J8C4Y7_ROUAE
OG0000086	sp|P61981|1433G_HUMAN	tr|A0A7J8F5H5|A0A7J8F5H5_ROUAE
OG0000086	sp|Q04917|1433F_HUMAN	tr|A0A7J8H0I6|A0A7J8H0I6_ROUAE
OG0000086	sp|P31947|1433S_HUMAN	tr|A0A7J8KGI4|A0A7J8KGI4_ROUAE
OG0000086	sp|P27348|1433T_HUMAN	tr|A0A7J8FNT5|A0A7J8FNT5_ROUAE
OG0000086	sp|P31946|1433B_HUMAN	tr|A0A7J8DMA0|A0A7J8DMA0_ROUAE
OG0000087	sp|Q01118|SCN7A_HUMAN	tr|A0A7J8JL45|A0A7J8JL45_ROUAE
OG0000087	sp|Q9UI33|SCNBA_HUMAN	tr|A0A7J8JH48|A0A7J8JH48_ROUAE, tr|A0A7J8JLH3|A0A7J8JLH3_ROUAE, tr|A0A7J8JL37|A0A7J8JL37_ROUAE, tr|A0A7J8JMF8|A0A7J8JMF8_ROUAE, tr|A0A7J8JM81|A0A7J8JM81_ROUAE, tr|A0A7J8GFG3|A0A7J8GFG3_ROUAE, tr|A0A7J8HUS6|A0A7J8HUS6_ROUAE, tr|A0A7J8HVP7|A0A7J8HVP7_ROUAE, tr|A0A7J8HVL3|A0A7J8HVL3_ROUAE
OG0000091	sp|Q29983|MICA_HUMAN, sp|Q29980|MICB_HUMAN	tr|A0A7J8KB08|A0A7J8KB08_ROUAE
OG0000091	sp|P13747|HLAE_HUMAN, sp|P30511|HLAF_HUMAN, sp|P17693|HLAG_HUMAN, sp|P01893|HLAH_HUMAN, sp|P04439|HLAA_HUMAN, sp|P01889|HLAB_HUMAN, sp|P10321|HLAC_HUMAN	tr|A0A7J8H224|A0A7J8H224_ROUAE
OG0000092	sp|Q8IX95|CTGE3_HUMAN	tr|A0A7J8GB07|A0A7J8GB07_ROUAE
OG0000092	sp|Q96RT6|CTGE2_HUMAN, sp|Q86UF2|CTGE6_HUMAN, sp|A4D2H0|CTGEF_HUMAN, sp|Q8IX94|CTGE4_HUMAN, sp|P0CG41|CTGE8_HUMAN, sp|A4FU28|CTGE9_HUMAN, tr|A0A2R8YE69|A0A2R8YE69_HUMAN, sp|Q96PC5|MIA2_HUMAN	tr|A0A7J8IMW5|A0A7J8IMW5_ROUAE
OG0000093	sp|Q14592|ZN460_HUMAN	tr|A0A7J8CNL6|A0A7J8CNL6_ROUAE
OG0000093	sp|P51504|ZNF80_HUMAN	tr|A0A7J8HY93|A0A7J8HY93_ROUAE
OG0000093	sp|Q96NL3|ZN599_HUMAN	tr|A0A7J8CNR6|A0A7J8CNR6_ROUAE
OG0000093	sp|Q7Z398|ZN550_HUMAN	tr|A0A7J8CNT2|A0A7J8CNT2_ROUAE
OG0000094	sp|Q86XU0|ZN677_HUMAN	tr|A0A7J8CNX7|A0A7J8CNX7_ROUAE, tr|A0A7J8CID1|A0A7J8CID1_ROUAE, tr|A0A7J8CNP0|A0A7J8CNP0_ROUAE, tr|A0A7J8CNU7|A0A7J8CNU7_ROUAE, tr|A0A7J8CNJ1|A0A7J8CNJ1_ROUAE, tr|A0A7J8CN90|A0A7J8CN90_ROUAE, tr|A0A7J8CNQ0|A0A7J8CNQ0_ROUAE, tr|A0A7J8CI30|A0A7J8CI30_ROUAE, tr|A0A7J8CN79|A0A7J8CN79_ROUAE, tr|A0A7J8CNI8|A0A7J8CNI8_ROUAE
OG0000097	sp|P31512|FMO4_HUMAN	tr|A0A7J8BE21|A0A7J8BE21_ROUAE
OG0000097	sp|Q01740|FMO1_HUMAN	tr|A0A7J8BDZ3|A0A7J8BDZ3_ROUAE
OG0000097	sp|P49326|FMO5_HUMAN	tr|A0A7J8BDC3|A0A7J8BDC3_ROUAE
OG0000097	sp|Q99518|FMO2_HUMAN	tr|A0A7J8BDZ5|A0A7J8BDZ5_ROUAE
OG0000098	sp|P22001|KCNA3_HUMAN	tr|A0A7J8BDE0|A0A7J8BDE0_ROUAE
OG0000098	sp|P22460|KCNA5_HUMAN	tr|A0A7J8JH72|A0A7J8JH72_ROUAE
OG0000098	sp|P22459|KCNA4_HUMAN	tr|A0A7J8GZX6|A0A7J8GZX6_ROUAE
OG0000098	sp|P16389|KCNA2_HUMAN	tr|A0A7J8BEL9|A0A7J8BEL9_ROUAE
OG0000098	sp|Q09470|KCNA1_HUMAN	tr|A0A7J8JFW3|A0A7J8JFW3_ROUAE
OG0000099	sp|P08238|HS90B_HUMAN	tr|A0A7J8K9I2|A0A7J8K9I2_ROUAE
OG0000099	sp|Q58FG1|HS904_HUMAN, sp|Q58FF7|H90B3_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|Q14568|HS902_HUMAN, sp|P07900|HS90A_HUMAN	tr|A0A7J8IKP0|A0A7J8IKP0_ROUAE
OG0000100	sp|Q9UGN4|CLM8_HUMAN, sp|Q08708|CLM6_HUMAN, sp|A0A0K2S4Q6|CD3CH_HUMAN, sp|Q496F6|CLM2_HUMAN, sp|P01833|PIGR_HUMAN, sp|P0DMS9|TMIG3_HUMAN, sp|A8K4G0|CLM7_HUMAN, sp|Q6UXZ3|CLM5_HUMAN	tr|A0A7J8G5A6|A0A7J8G5A6_ROUAE, tr|A0A7J8G5P6|A0A7J8G5P6_ROUAE
OG0000101	sp|Q96QI5|HS3S6_HUMAN	tr|A0A7J8EZ16|A0A7J8EZ16_ROUAE
OG0000101	sp|Q9Y278|HS3S2_HUMAN	tr|A0A7J8EZ03|A0A7J8EZ03_ROUAE
OG0000101	sp|Q9Y661|HS3S4_HUMAN	tr|A0A7J8EZF6|A0A7J8EZF6_ROUAE
OG0000101	sp|Q9Y662|HS3SB_HUMAN	tr|A0A7J8G9V8|A0A7J8G9V8_ROUAE
OG0000101	sp|Q9Y663|HS3SA_HUMAN	tr|A0A7J8G989|A0A7J8G989_ROUAE
