Orthogroup	Homo_sapiens	Canis_lupus_familiaris
OG0000020	sp|Q9Y5F6|PCDGM_HUMAN, sp|Q9Y5F7|PCDGL_HUMAN, sp|Q9UN70|PCDGK_HUMAN, sp|Q9UN71|PCDGG_HUMAN, sp|Q9Y5G0|PCDGH_HUMAN, sp|Q9Y5F8|PCDGJ_HUMAN, sp|Q9Y5F9|PCDGI_HUMAN, sp|Q9Y5G1|PCDGF_HUMAN, sp|Q9Y5G2|PCDGE_HUMAN, sp|Q9Y5G3|PCDGD_HUMAN, sp|Q9Y5G7|PCDG6_HUMAN, sp|Q9Y5G6|PCDG7_HUMAN, sp|Q9Y5H4|PCDG1_HUMAN, sp|Q9Y5H1|PCDG2_HUMAN, sp|Q9Y5G8|PCDG5_HUMAN, sp|Q9Y5G9|PCDG4_HUMAN, sp|Q9Y5H0|PCDG3_HUMAN, sp|Q9Y5H3|PCDGA_HUMAN, sp|Q9Y5G4|PCDG9_HUMAN, sp|Q9Y5G5|PCDG8_HUMAN, sp|O60330|PCDGC_HUMAN, sp|Q9Y5H2|PCDGB_HUMAN	tr|A0A8I3MNK1|A0A8I3MNK1_CANLF
OG0000022	sp|Q13398|ZN211_HUMAN	tr|A0A8I3MNB4|A0A8I3MNB4_CANLF
OG0000022	sp|Q68DY9|ZN772_HUMAN	tr|A0A8I3MP18|A0A8I3MP18_CANLF
OG0000022	sp|P17021|ZNF17_HUMAN, sp|O43361|ZN749_HUMAN, sp|Q8NEK5|ZN548_HUMAN, sp|Q8IVP9|ZN547_HUMAN	tr|A0A8I3MYM4|A0A8I3MYM4_CANLF
OG0000024	sp|P13688|CEAM1_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P06731|CEAM5_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|P0DP72|VSXL2_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q15238|PSG5_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q00889|PSG6_HUMAN	tr|A0A8I3MEX4|A0A8I3MEX4_CANLF, tr|A0A8I3MB16|A0A8I3MB16_CANLF
OG0000029	sp|Q8NH09|OR8S1_HUMAN	tr|A0A8I3S9T2|A0A8I3S9T2_CANLF, tr|A0A8P0THL3|A0A8P0THL3_CANLF, tr|A0A8I3S5L8|A0A8I3S5L8_CANLF, tr|A0A8I3S9Q5|A0A8I3S9Q5_CANLF, tr|A0A8I3PEL7|A0A8I3PEL7_CANLF, tr|A0A8I3PAN7|A0A8I3PAN7_CANLF, tr|A0A8I3PS61|A0A8I3PS61_CANLF, tr|A0A8I3PW87|A0A8I3PW87_CANLF, tr|A0A8P0SVD8|A0A8P0SVD8_CANLF, tr|A0A8I3PMH3|A0A8I3PMH3_CANLF, tr|A0A8I3PNG7|A0A8I3PNG7_CANLF, tr|A0A8I3PDY9|A0A8I3PDY9_CANLF, tr|A0A8P0PLB0|A0A8P0PLB0_CANLF, tr|A0A8I3Q814|A0A8I3Q814_CANLF, tr|A0A8P0NQX8|A0A8P0NQX8_CANLF, tr|A0A8I3PRA5|A0A8I3PRA5_CANLF, tr|A0A8I3PM44|A0A8I3PM44_CANLF, tr|A0A8I3S9J1|A0A8I3S9J1_CANLF, tr|A0A8I3PVW2|A0A8I3PVW2_CANLF
OG0000030	sp|Q8NGL9|OR4CG_HUMAN	tr|A0A8I3Q8M7|A0A8I3Q8M7_CANLF, tr|A0A8I3N2U5|A0A8I3N2U5_CANLF, tr|A0A8P0TM67|A0A8P0TM67_CANLF, tr|A0A8I3RU69|A0A8I3RU69_CANLF, tr|A0A8I3PRF6|A0A8I3PRF6_CANLF, tr|A0A8I3PQX9|A0A8I3PQX9_CANLF, tr|A0A8I3MXR7|A0A8I3MXR7_CANLF, tr|A0A8P0PIF4|A0A8P0PIF4_CANLF, tr|A0A8I3RU93|A0A8I3RU93_CANLF, tr|A0A8I3PVY2|A0A8I3PVY2_CANLF, tr|A0A8P0PHR6|A0A8P0PHR6_CANLF, tr|A0A8I3PQ06|A0A8I3PQ06_CANLF, tr|A0A8I3RVU6|A0A8I3RVU6_CANLF, tr|A0A8I3PM41|A0A8I3PM41_CANLF, tr|A0A8I3RU97|A0A8I3RU97_CANLF, tr|A0A8I3N9W9|A0A8I3N9W9_CANLF, tr|A0A8I3Q1J9|A0A8I3Q1J9_CANLF, tr|A0A8I3RU85|A0A8I3RU85_CANLF, tr|A0A8I3PRD1|A0A8I3PRD1_CANLF
OG0000031	sp|Q8NGT7|O2A12_HUMAN	tr|A0A8I3NFW7|A0A8I3NFW7_CANLF
OG0000031	sp|Q96R48|OR2A5_HUMAN	tr|A0A8I3NK18|A0A8I3NK18_CANLF
OG0000031	sp|O95047|OR2A4_HUMAN, sp|Q96R45|OR2A7_HUMAN	tr|A0A8I3S010|A0A8I3S010_CANLF
OG0000031	tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN	tr|A0A8I3NEA8|A0A8I3NEA8_CANLF
OG0000032	sp|Q09FC8|ZN415_HUMAN, sp|Q6ZNG1|ZN600_HUMAN, sp|Q8N8H1|ZN321_HUMAN, sp|Q96N58|ZN578_HUMAN, sp|Q8N4W9|ZN808_HUMAN, sp|Q8N823|ZN611_HUMAN, sp|A6NHJ4|ZN860_HUMAN, tr|A0A7P0TAN4|A0A7P0TAN4_HUMAN, sp|Q0VGE8|ZN816_HUMAN, sp|Q96IR2|ZN845_HUMAN, sp|Q7L2R6|ZN765_HUMAN, sp|Q86XN6|ZN761_HUMAN, sp|Q6ZN06|ZN813_HUMAN, sp|Q8N782|ZN525_HUMAN, sp|A2RRD8|ZN320_HUMAN, sp|Q9NV72|ZN701_HUMAN, sp|P0CJ79|ZN888_HUMAN, sp|Q5VIY5|ZN468_HUMAN, sp|P17035|ZNF28_HUMAN	tr|A0A8P0TU57|A0A8P0TU57_CANLF
OG0000033	sp|A0A0C4DH43|HV70D_HUMAN, sp|P01814|HV270_HUMAN, sp|P01817|HV205_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, sp|A0A0B4J1U7|HV601_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|P01824|HV439_HUMAN, sp|P0DP07|HV431_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN	tr|A0A8I3P1N5|A0A8I3P1N5_CANLF
OG0000035	sp|Q9Y5E4|PCDB5_HUMAN	tr|A0A8I3MMT9|A0A8I3MMT9_CANLF
OG0000035	sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN	tr|A0A8P0SYL1|A0A8P0SYL1_CANLF
OG0000035	sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN	tr|A0A8I3MN16|A0A8I3MN16_CANLF
OG0000036	sp|A0A0B4J2E0|TVBL4_HUMAN, sp|P01733|TVBL3_HUMAN, sp|A0A1B0GX78|TVBL5_HUMAN	tr|A0A8I3P564|A0A8I3P564_CANLF
OG0000036	sp|A0A5B0|TVB14_HUMAN, sp|A0A1B0GX68|TVB2_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|P04435|TVB79_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN	tr|A0A8I3PAB8|A0A8I3PAB8_CANLF
OG0000037	sp|A0A075B6N1|TVB19_HUMAN	tr|A0A8I3P8J8|A0A8I3P8J8_CANLF
OG0000037	sp|A0A075B6N3|TVBX1_HUMAN	tr|A0A8I3PG59|A0A8I3PG59_CANLF
OG0000037	sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN	tr|A0A8P0PIF5|A0A8P0PIF5_CANLF
OG0000039	sp|Q8WY07|CTR3_HUMAN	tr|A0A8P0NI56|A0A8P0NI56_CANLF, tr|A0A8I3NQ27|A0A8I3NQ27_CANLF, tr|A0A8P0NSA5|A0A8P0NSA5_CANLF, tr|A0A8I3NK64|A0A8I3NK64_CANLF, tr|A0A8I3NWB1|A0A8I3NWB1_CANLF, tr|A0A8I3NJU5|A0A8I3NJU5_CANLF, tr|A0A8I3P0E3|A0A8I3P0E3_CANLF, tr|A0A8I3NVZ4|A0A8I3NVZ4_CANLF, tr|A0A8I3NZQ0|A0A8I3NZQ0_CANLF, tr|A0A8I3P4N5|A0A8I3P4N5_CANLF, tr|A0A8P0PJF8|A0A8P0PJF8_CANLF, tr|A0A8I3RYQ5|A0A8I3RYQ5_CANLF, tr|A0A8P0SH95|A0A8P0SH95_CANLF, tr|A0A8I3NR18|A0A8I3NR18_CANLF, tr|A0A8I3S185|A0A8I3S185_CANLF, tr|A0A8P0TBE8|A0A8P0TBE8_CANLF, tr|A0A8I3MPR8|A0A8I3MPR8_CANLF
OG0000040	sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN	tr|A0A8I3MM88|A0A8I3MM88_CANLF, tr|A0A8P0P1Y7|A0A8P0P1Y7_CANLF, tr|A0A8I3MK11|A0A8I3MK11_CANLF, tr|A0A8I3MHJ7|A0A8I3MHJ7_CANLF
OG0000041	sp|Q02386|ZNF45_HUMAN	tr|A0A8I3N2J8|A0A8I3N2J8_CANLF
OG0000041	sp|Q86WZ6|ZN227_HUMAN	tr|A0A8I3N350|A0A8I3N350_CANLF
OG0000041	sp|A6NK53|ZN233_HUMAN, sp|Q14590|ZN235_HUMAN, sp|Q9UJU3|ZN112_HUMAN	tr|A0A8I3N6U9|A0A8I3N6U9_CANLF
OG0000043	sp|P12883|MYH7_HUMAN	tr|A0A8P0SGF2|A0A8P0SGF2_CANLF, sp|P49824|MYH7_CANLF
OG0000043	sp|A7E2Y1|MYH7B_HUMAN	tr|A0A8I3NU84|A0A8I3NU84_CANLF
OG0000043	sp|Q9Y2K3|MYH15_HUMAN	tr|A0A8I3PT44|A0A8I3PT44_CANLF
OG0000043	sp|P11055|MYH3_HUMAN, sp|Q9UKX3|MYH13_HUMAN, sp|Q9UKX2|MYH2_HUMAN, sp|P13535|MYH8_HUMAN, sp|P12882|MYH1_HUMAN, sp|Q9Y623|MYH4_HUMAN	sp|Q076A5|MYH4_CANLF, tr|A0A8I3RQQ3|A0A8I3RQQ3_CANLF
OG0000045	sp|Q13885|TBB2A_HUMAN	tr|A0A8I3P8Y6|A0A8I3P8Y6_CANLF
OG0000045	sp|P07437|TBB5_HUMAN	tr|A0A8I3MY05|A0A8I3MY05_CANLF
OG0000045	sp|P68371|TBB4B_HUMAN	tr|A0A8I3PJ87|A0A8I3PJ87_CANLF
OG0000045	sp|P04350|TBB4A_HUMAN	tr|A0A8I3NFI7|A0A8I3NFI7_CANLF
OG0000045	sp|Q13509|TBB3_HUMAN, sp|Q9BUF5|TBB6_HUMAN	tr|A0A8I3MYG1|A0A8I3MYG1_CANLF
OG0000045	sp|A6NNZ2|TBB8B_HUMAN, sp|Q3ZCM7|TBB8_HUMAN, sp|Q9H4B7|TBB1_HUMAN	tr|A0A8I3NIF5|A0A8I3NIF5_CANLF
OG0000046	sp|P09651|ROA1_HUMAN	tr|A0A8I3NI14|A0A8I3NI14_CANLF
OG0000046	sp|Q32P51|RA1L2_HUMAN	tr|A0A8P0TQT9|A0A8P0TQT9_CANLF, tr|A0A8I3MFT5|A0A8I3MFT5_CANLF, tr|A0A8P0T8W2|A0A8P0T8W2_CANLF
OG0000046	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A8I3S358|A0A8I3S358_CANLF, tr|A0A8I3N4T8|A0A8I3N4T8_CANLF
OG0000046	sp|Q13151|ROA0_HUMAN	tr|A0A8I3MRI2|A0A8I3MRI2_CANLF, tr|A0A8I3RXL1|A0A8I3RXL1_CANLF, tr|A0A8P0PM38|A0A8P0PM38_CANLF, tr|A0A8I3PTV3|A0A8I3PTV3_CANLF, tr|A0A8I3PHV7|A0A8I3PHV7_CANLF, tr|A0A8I3S1Y2|A0A8I3S1Y2_CANLF
OG0000047	sp|Q01844|EWS_HUMAN	tr|A0A8I3N9J1|A0A8I3N9J1_CANLF, tr|A0A8P0PI03|A0A8P0PI03_CANLF, tr|A0A8I3Q6Q9|A0A8I3Q6Q9_CANLF, tr|A0A8I3ML61|A0A8I3ML61_CANLF, tr|A0A8I3NL97|A0A8I3NL97_CANLF, tr|A0A8I3RYP4|A0A8I3RYP4_CANLF, tr|A0A8I3S551|A0A8I3S551_CANLF, tr|A0A8P0PCY5|A0A8P0PCY5_CANLF, tr|A0A8P0PHG1|A0A8P0PHG1_CANLF, tr|A0A8I3MG06|A0A8I3MG06_CANLF, tr|A0A8P0SX56|A0A8P0SX56_CANLF, tr|A0A8P0SVB5|A0A8P0SVB5_CANLF, tr|A0A8I3PPN7|A0A8I3PPN7_CANLF, tr|A0A8I3QFT6|A0A8I3QFT6_CANLF, tr|A0A8I3PQ19|A0A8I3PQ19_CANLF
OG0000048	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW13|TFKL8_HUMAN	tr|A0A8I3PYF2|A0A8I3PYF2_CANLF
OG0000051	sp|Q8NG99|OR7G2_HUMAN	tr|A0A8I3S845|A0A8I3S845_CANLF, tr|A0A8P0TGH2|A0A8P0TGH2_CANLF, tr|A0A8I3PLV5|A0A8I3PLV5_CANLF, tr|A0A8P0T2N6|A0A8P0T2N6_CANLF, tr|A0A8I3PPI8|A0A8I3PPI8_CANLF
OG0000051	sp|Q8NGA0|OR7G1_HUMAN	tr|A0A8I3PP76|A0A8I3PP76_CANLF, tr|A0A8P0TD74|A0A8P0TD74_CANLF, tr|A0A8I3PKB1|A0A8I3PKB1_CANLF, tr|A0A8P0NXG3|A0A8P0NXG3_CANLF, tr|A0A8I3PPB4|A0A8I3PPB4_CANLF, tr|A0A8P0P393|A0A8P0P393_CANLF, tr|A0A8P0PDU9|A0A8P0PDU9_CANLF, tr|A0A8I3PPG4|A0A8I3PPG4_CANLF
OG0000052	sp|Q9NY65|TBA8_HUMAN	tr|A0A8P0NHP1|A0A8P0NHP1_CANLF
OG0000052	sp|A6NHL2|TBAL3_HUMAN	tr|A0A8I3MNM8|A0A8I3MNM8_CANLF
OG0000052	sp|P68366|TBA4A_HUMAN	tr|A0A8I3Q1H9|A0A8I3Q1H9_CANLF
OG0000052	sp|P0DPH7|TBA3C_HUMAN, sp|P0DPH8|TBA3D_HUMAN, sp|Q6PEY2|TBA3E_HUMAN	tr|A0A8P0SSR1|A0A8P0SSR1_CANLF
OG0000052	sp|Q71U36|TBA1A_HUMAN, sp|P68363|TBA1B_HUMAN	tr|A0A8I3PCV0|A0A8I3PCV0_CANLF
OG0000053	sp|P29400|CO4A5_HUMAN	tr|A0A8I3P8B9|A0A8I3P8B9_CANLF, sp|Q28247|CO4A5_CANLF
OG0000053	sp|P02462|CO4A1_HUMAN	tr|A0A8I3S0U4|A0A8I3S0U4_CANLF
OG0000053	sp|Q01955|CO4A3_HUMAN	tr|A0A8I3NM06|A0A8I3NM06_CANLF, tr|A0A8P0NCG5|A0A8P0NCG5_CANLF
OG0000053	sp|P53420|CO4A4_HUMAN	tr|A0A8I3NXU0|A0A8I3NXU0_CANLF, tr|A0A8P0NCD9|A0A8P0NCD9_CANLF
OG0000053	sp|P08572|CO4A2_HUMAN, sp|Q14031|CO4A6_HUMAN	tr|A0A8I3PAM8|A0A8I3PAM8_CANLF, tr|A0A8P0NPC6|A0A8P0NPC6_CANLF
OG0000054	sp|Q147U1|ZN846_HUMAN	tr|A0A8I3PUH6|A0A8I3PUH6_CANLF
OG0000054	sp|Q9BR84|ZN559_HUMAN	tr|A0A8I3PN90|A0A8I3PN90_CANLF
OG0000054	sp|Q8TC21|ZN596_HUMAN	tr|A0A8I3PLT2|A0A8I3PLT2_CANLF
OG0000054	sp|A8MWA4|Z705E_HUMAN, sp|A8MUZ8|Z705G_HUMAN, sp|Q6ZN79|Z705A_HUMAN, sp|P0CH99|Z705D_HUMAN, sp|P0CI00|Z705B_HUMAN	tr|A0A8I3Q184|A0A8I3Q184_CANLF
OG0000055	sp|P78324|SHPS1_HUMAN	tr|A0A8I3S2M3|A0A8I3S2M3_CANLF, tr|A0A8P0SR03|A0A8P0SR03_CANLF
OG0000055	sp|Q9P1W8|SIRPG_HUMAN, sp|O00241|SIRB1_HUMAN	tr|A0A8I3P7R3|A0A8I3P7R3_CANLF, tr|A0A8I3P6W8|A0A8I3P6W8_CANLF, tr|A0A8I3PDV7|A0A8I3PDV7_CANLF, tr|A0A8P0NMX9|A0A8P0NMX9_CANLF, tr|A0A8I3P4I5|A0A8I3P4I5_CANLF, tr|A0A8I3S5W6|A0A8I3S5W6_CANLF, tr|A0A8P0THS4|A0A8P0THS4_CANLF, tr|A0A8I3PXS2|A0A8I3PXS2_CANLF, tr|A0A8I3S0A6|A0A8I3S0A6_CANLF, tr|A0A8I3PWS3|A0A8I3PWS3_CANLF
OG0000056	sp|P35498|SCN1A_HUMAN	tr|A0A8P0SG87|A0A8P0SG87_CANLF
OG0000056	sp|Q9NY46|SCN3A_HUMAN	tr|A0A8I3NY57|A0A8I3NY57_CANLF, tr|A0A8P0NNU1|A0A8P0NNU1_CANLF
OG0000056	sp|Q99250|SCN2A_HUMAN	tr|A0A8I3NQG4|A0A8I3NQG4_CANLF
OG0000056	sp|Q15858|SCN9A_HUMAN	tr|A0A8I3P4Z8|A0A8I3P4Z8_CANLF
OG0000056	sp|Q9UQD0|SCN8A_HUMAN	tr|A0A8I3Q4B8|A0A8I3Q4B8_CANLF
OG0000056	sp|P35499|SCN4A_HUMAN	tr|A0A8I3PLQ4|A0A8I3PLQ4_CANLF
OG0000056	sp|Q14524|SCN5A_HUMAN	tr|A0A8I3Q8T0|A0A8I3Q8T0_CANLF
OG0000057	sp|A0A1W2PPF3|DUXB_HUMAN, sp|A6NLW8|DUXA_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ86|DU4L3_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN	tr|A0A8I3PI78|A0A8I3PI78_CANLF
OG0000060	sp|A0A087WT02|TVA92_HUMAN, sp|A0A075B6T8|TVA91_HUMAN	tr|A0A8I3PGV7|A0A8I3PGV7_CANLF, tr|A0A8I3PIH8|A0A8I3PIH8_CANLF, tr|A0A8P0NME9|A0A8P0NME9_CANLF, tr|A0A8I3PCJ6|A0A8I3PCJ6_CANLF, tr|A0A8I3PU30|A0A8I3PU30_CANLF, tr|A0A8P0T650|A0A8P0T650_CANLF, tr|A0A8P0NGF5|A0A8P0NGF5_CANLF, tr|A0A8P0T7L7|A0A8P0T7L7_CANLF, tr|A0A8I3S6H2|A0A8I3S6H2_CANLF, tr|A0A8I3PLY5|A0A8I3PLY5_CANLF, tr|A0A8I3PHJ0|A0A8I3PHJ0_CANLF, tr|A0A8P0NMW4|A0A8P0NMW4_CANLF
OG0000062	sp|Q8NH10|OR8U1_HUMAN, sp|P0C7N1|OR8U8_HUMAN, sp|P0C7N5|OR8U9_HUMAN, tr|A0A286YEU6|A0A286YEU6_HUMAN, sp|Q8NGC0|O5AU1_HUMAN, sp|P58182|O12D2_HUMAN, sp|P0DN82|O12D1_HUMAN, sp|Q8N0Y5|OR8I2_HUMAN, sp|Q8NGG4|OR8H1_HUMAN, sp|Q8N146|OR8H3_HUMAN, sp|Q8N162|OR8H2_HUMAN	tr|A0A8I3MWI0|A0A8I3MWI0_CANLF, tr|A0A8P0SQC2|A0A8P0SQC2_CANLF, tr|A0A8I3RT47|A0A8I3RT47_CANLF
OG0000065	sp|Q9UJU5|FOXD3_HUMAN	tr|A0A8I3RSE1|A0A8I3RSE1_CANLF
OG0000065	sp|O60548|FOXD2_HUMAN	tr|A0A8I3PTK6|A0A8I3PTK6_CANLF
OG0000065	sp|Q16676|FOXD1_HUMAN	tr|A0A8I3MEQ6|A0A8I3MEQ6_CANLF
OG0000068	sp|Q8NGC1|O11G2_HUMAN	tr|A0A8I3PF80|A0A8I3PF80_CANLF, tr|A0A8I3PAI1|A0A8I3PAI1_CANLF, tr|A0A8P0NNE8|A0A8P0NNE8_CANLF, tr|A0A8I3PF29|A0A8I3PF29_CANLF, tr|G3FJB1|G3FJB1_CANLF, tr|G3FJD0|G3FJD0_CANLF, tr|A0A8I3PL92|A0A8I3PL92_CANLF, tr|G3FJA9|G3FJA9_CANLF, tr|A0A8P0P8I2|A0A8P0P8I2_CANLF, tr|G3FJB4|G3FJB4_CANLF, tr|A0A8I3P6L3|A0A8I3P6L3_CANLF, tr|A0A8P0T558|A0A8P0T558_CANLF
OG0000069	sp|Q9BXU8|FHL17_HUMAN, sp|P0C7X4|FHL19_HUMAN	tr|A0A8P0T0W7|A0A8P0T0W7_CANLF
OG0000069	sp|P02794|FRIH_HUMAN	tr|A0A8I3MXD9|A0A8I3MXD9_CANLF, sp|Q95MP7|FRIH_CANLF, tr|A0A8I3NAI4|A0A8I3NAI4_CANLF, tr|A0A8P0NHE2|A0A8P0NHE2_CANLF, tr|A0A8P0TC83|A0A8P0TC83_CANLF, tr|A0A8P0T3R5|A0A8P0T3R5_CANLF, tr|A0A8I3S0Z9|A0A8I3S0Z9_CANLF, tr|A0A8I3P4S2|A0A8I3P4S2_CANLF, tr|A0A8P0SQB7|A0A8P0SQB7_CANLF
OG0000071	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A8I3N158|A0A8I3N158_CANLF, tr|A0A8P0N975|A0A8P0N975_CANLF, tr|A0A8I3NBI1|A0A8I3NBI1_CANLF, tr|A0A8P0SQD2|A0A8P0SQD2_CANLF, tr|A0A8I3NR54|A0A8I3NR54_CANLF, tr|A0A8I3NRA4|A0A8I3NRA4_CANLF, tr|A0A8I3S1B2|A0A8I3S1B2_CANLF, tr|A0A8I3RV51|A0A8I3RV51_CANLF, tr|A0A8I3NCK0|A0A8I3NCK0_CANLF, tr|A0A8I3NP39|A0A8I3NP39_CANLF, tr|A0A8I3NCU5|A0A8I3NCU5_CANLF, tr|A0A8P0P8L6|A0A8P0P8L6_CANLF
OG0000072	sp|Q9NXZ1|SAGE1_HUMAN, sp|A6NJ88|SGE2P_HUMAN, sp|P0DMU9|CT45A_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMV1|CT458_HUMAN, sp|P0DMU7|CT456_HUMAN, sp|P0DMV0|CT457_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|Q5HYN5|CT451_HUMAN	tr|A0A8I3SAA1|A0A8I3SAA1_CANLF, tr|A0A8I3PWS9|A0A8I3PWS9_CANLF
OG0000076	sp|Q13106|ZN154_HUMAN	tr|A0A8I3RPQ2|A0A8I3RPQ2_CANLF, tr|A0A8P0S897|A0A8P0S897_CANLF, tr|A0A8I3MHB9|A0A8I3MHB9_CANLF, tr|A0A8P0PMW1|A0A8P0PMW1_CANLF, tr|A0A8I3MGZ4|A0A8I3MGZ4_CANLF, tr|A0A8I3MG32|A0A8I3MG32_CANLF, tr|A0A8I3RPL6|A0A8I3RPL6_CANLF, tr|A0A8I3MCK7|A0A8I3MCK7_CANLF, tr|A0A8I3MG09|A0A8I3MG09_CANLF, tr|A0A8P0SVI5|A0A8P0SVI5_CANLF, tr|A0A8I3MH75|A0A8I3MH75_CANLF
OG0000079	sp|P14635|CCNB1_HUMAN	tr|A0A8I3MVX6|A0A8I3MVX6_CANLF, tr|A0A8P0TI46|A0A8P0TI46_CANLF, tr|A0A8I3NF12|A0A8I3NF12_CANLF, tr|A0A8P0TEA3|A0A8P0TEA3_CANLF, tr|A0A8P0SYQ6|A0A8P0SYQ6_CANLF, tr|A0A8P0NLU4|A0A8P0NLU4_CANLF, tr|A0A8P0SW93|A0A8P0SW93_CANLF, tr|A0A8I3NMS6|A0A8I3NMS6_CANLF, tr|A0A8I3NXD2|A0A8I3NXD2_CANLF, tr|A0A8P0NSZ8|A0A8P0NSZ8_CANLF, tr|A0A8I3PB01|A0A8I3PB01_CANLF
