Orthogroup	Homo_sapiens	Felis_catus
OG0000028	sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|P04435|TVB79_HUMAN	tr|M3X8N2|M3X8N2_FELCA
OG0000028	sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A087WV62|TVB16_HUMAN, sp|A0A087X0M5|TVB18_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|A0A1B0GX68|TVB2_HUMAN, sp|P01733|TVBL3_HUMAN, sp|A0A0B4J2E0|TVBL4_HUMAN, sp|A0A1B0GX78|TVBL5_HUMAN	tr|A0A2I2U584|A0A2I2U584_FELCA
OG0000032	tr|B3KNS4|B3KNS4_HUMAN	tr|A0A5F5XEB5|A0A5F5XEB5_FELCA
OG0000032	sp|P61568|ENK11_HUMAN, sp|P63135|POK7_HUMAN, sp|P10266|POK10_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63132|PO113_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|P63136|POK25_HUMAN	tr|A0A5F5XWX6|A0A5F5XWX6_FELCA
OG0000032	sp|Q902F9|EN113_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|P61578|REC16_HUMAN, sp|P61576|REC04_HUMAN, sp|P61574|RE113_HUMAN	tr|A0A5F5XHK8|A0A5F5XHK8_FELCA
OG0000033	sp|Q7L7L0|H2A3_HUMAN	tr|M3XAE0|M3XAE0_FELCA
OG0000033	sp|Q93077|H2A1C_HUMAN	tr|M3XAG6|M3XAG6_FELCA
OG0000033	sp|P04908|H2A1B_HUMAN	tr|A0A337SD17|A0A337SD17_FELCA
OG0000033	sp|Q96QV6|H2A1A_HUMAN	tr|M3XB45|M3XB45_FELCA
OG0000033	sp|Q9BTM1|H2AJ_HUMAN	tr|M3X2B2|M3X2B2_FELCA
OG0000033	sp|P0C0S8|H2A1_HUMAN	tr|A0A337S2X4|A0A337S2X4_FELCA
OG0000034	sp|Q8N1N4|K2C78_HUMAN, sp|P19013|K2C4_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q01546|K22O_HUMAN, sp|P12035|K2C3_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|P35908|K22E_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|P08729|K2C7_HUMAN, sp|P05787|K2C8_HUMAN, sp|O95678|K2C75_HUMAN, sp|P13647|K2C5_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P02538|K2C6A_HUMAN	tr|M3VUH1|M3VUH1_FELCA
OG0000037	sp|Q8NGC7|O11H6_HUMAN	tr|M3X6C7|M3X6C7_FELCA
OG0000037	sp|Q8NGC9|O11H4_HUMAN	tr|A0A337RX52|A0A337RX52_FELCA
OG0000037	sp|Q8NGC8|O11H7_HUMAN	tr|M3WQR8|M3WQR8_FELCA
OG0000037	sp|Q8NGC1|O11G2_HUMAN	tr|M3XBN1|M3XBN1_FELCA, tr|M3X6H9|M3X6H9_FELCA, tr|M3XDS3|M3XDS3_FELCA, tr|M3WYW6|M3WYW6_FELCA, tr|M3WZT8|M3WZT8_FELCA, tr|M3X401|M3X401_FELCA, tr|M3WZU8|M3WZU8_FELCA, tr|M3WXU4|M3WXU4_FELCA, tr|A0A337S9P4|A0A337S9P4_FELCA, tr|M3WVG1|M3WVG1_FELCA, tr|M3WXN5|M3WXN5_FELCA
OG0000038	sp|Q969W8|ZN566_HUMAN	tr|M3W3M9|M3W3M9_FELCA
OG0000038	sp|Q96NG8|ZN582_HUMAN	tr|A0A337SIH1|A0A337SIH1_FELCA
OG0000038	sp|Q6PG37|ZN790_HUMAN	tr|M3XCN7|M3XCN7_FELCA
OG0000038	sp|A8MQ14|ZN850_HUMAN, sp|Q8N9K5|ZN565_HUMAN	tr|A0A2I2UKT5|A0A2I2UKT5_FELCA
OG0000038	sp|Q8TAF7|ZN461_HUMAN	tr|M3XFL1|M3XFL1_FELCA, tr|A0A5F5Y695|A0A5F5Y695_FELCA, tr|A0A337SQ05|A0A337SQ05_FELCA, tr|A0A337RWJ4|A0A337RWJ4_FELCA, tr|A0A337SCL7|A0A337SCL7_FELCA, tr|A0A337SEA5|A0A337SEA5_FELCA, tr|A0A337SK46|A0A337SK46_FELCA, tr|A0A2I2UU23|A0A2I2UU23_FELCA
OG0000042	sp|P51991|ROA3_HUMAN	tr|M3WGE6|M3WGE6_FELCA
OG0000042	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A5F5XFC1|A0A5F5XFC1_FELCA
OG0000042	sp|Q32P51|RA1L2_HUMAN	tr|A0A2I2V4I0|A0A2I2V4I0_FELCA
OG0000042	sp|P09651|ROA1_HUMAN	tr|A0A2I2UJE2|A0A2I2UJE2_FELCA, tr|M3X7W8|M3X7W8_FELCA
OG0000042	sp|Q13151|ROA0_HUMAN	tr|A0A2I2UQL3|A0A2I2UQL3_FELCA
OG0000043	sp|Q96A08|H2B1A_HUMAN	tr|M3WL43|M3WL43_FELCA
OG0000043	sp|Q8N257|H2B3B_HUMAN	tr|M3WZR5|M3WZR5_FELCA, tr|M3XDD6|M3XDD6_FELCA, tr|M3W104|M3W104_FELCA, tr|A0A2I2U8P7|A0A2I2U8P7_FELCA, tr|M3X5W1|M3X5W1_FELCA, tr|M3WCZ9|M3WCZ9_FELCA, tr|M3X6T1|M3X6T1_FELCA, tr|A0A2I2USF3|A0A2I2USF3_FELCA, tr|A0A337S6L6|A0A337S6L6_FELCA, tr|M3X6Y3|M3X6Y3_FELCA, tr|A0A337SLP0|A0A337SLP0_FELCA, tr|A0A5F5XI95|A0A5F5XI95_FELCA, tr|A0A337SW00|A0A337SW00_FELCA, tr|M3X164|M3X164_FELCA
OG0000044	sp|Q86XG9|NBPF5_HUMAN, sp|Q5VWK0|NBPF6_HUMAN, sp|Q96M43|NBPF4_HUMAN, sp|P0C2Y1|NBPF7_HUMAN, sp|Q9H094|NBPF3_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|B4DH59|NBPFP_HUMAN	tr|A0A5F5XSY9|A0A5F5XSY9_FELCA
OG0000045	sp|Q14586|ZN267_HUMAN, sp|Q7Z2F6|KRBX5_HUMAN	tr|A0A337SFJ8|A0A337SFJ8_FELCA, tr|A0A5F5Y169|A0A5F5Y169_FELCA, tr|M3X3W8|M3X3W8_FELCA, tr|A0A5F5Y2N8|A0A5F5Y2N8_FELCA, tr|A0A5F5Y7R6|A0A5F5Y7R6_FELCA, tr|A0A337SIZ5|A0A337SIZ5_FELCA, tr|A0A2I2UWQ2|A0A2I2UWQ2_FELCA, tr|A0A5F5XYK7|A0A5F5XYK7_FELCA, tr|A0A5F5XPG2|A0A5F5XPG2_FELCA, tr|A0A337S7I1|A0A337S7I1_FELCA, tr|A0A337SHD8|A0A337SHD8_FELCA, tr|A0A337SD64|A0A337SD64_FELCA, tr|M3WSY5|M3WSY5_FELCA, tr|M3WR63|M3WR63_FELCA
OG0000047	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN	tr|M3WTA9|M3WTA9_FELCA
OG0000048	sp|A0A599|TVB56_HUMAN, sp|A0A0A0MS05|TVB57_HUMAN, sp|A0A597|TVB55_HUMAN, sp|A0A0C4DH59|TVB54_HUMAN, sp|A0A5A2|TVB58_HUMAN, sp|A0A0A0MS03|TVB53_HUMAN, sp|A0A578|TVB51_HUMAN	tr|A0A5F5XYX4|A0A5F5XYX4_FELCA
OG0000048	sp|A0A0A6YYD4|TVB13_HUMAN, sp|A0A0B4J1U6|TVB9_HUMAN, sp|A0A0A0MS06|TVB23_HUMAN, sp|A0A576|TVB31_HUMAN, sp|A0A539|TVB42_HUMAN, sp|A0A589|TVB43_HUMAN, sp|A0A577|TVB41_HUMAN	tr|A0A5F5XIY4|A0A5F5XIY4_FELCA
OG0000051	sp|Q8NGE5|O10A7_HUMAN	tr|M3VW66|M3VW66_FELCA
OG0000051	sp|Q8NH19|O10AG_HUMAN	tr|M3XDC6|M3XDC6_FELCA, tr|M3WY87|M3WY87_FELCA, tr|M3WXH3|M3WXH3_FELCA, tr|M3WY17|M3WY17_FELCA, tr|M3WZV7|M3WZV7_FELCA, tr|M3WZ65|M3WZ65_FELCA, tr|M3VTY3|M3VTY3_FELCA, tr|M3WX08|M3WX08_FELCA, tr|M3W1R0|M3W1R0_FELCA, tr|A0A2I2U7U2|A0A2I2U7U2_FELCA, tr|A0A2I2U7Q4|A0A2I2U7Q4_FELCA, tr|A0A2I2U7W7|A0A2I2U7W7_FELCA
OG0000052	sp|Q8NGV5|O13D1_HUMAN	tr|A0A337S095|A0A337S095_FELCA, tr|M3WXH1|M3WXH1_FELCA, tr|A0A5F5XEH1|A0A5F5XEH1_FELCA, tr|M3WY09|M3WY09_FELCA, tr|M3XGB2|M3XGB2_FELCA, tr|M3XG82|M3XG82_FELCA, tr|A0A2I2V3D4|A0A2I2V3D4_FELCA, tr|M3XFT0|M3XFT0_FELCA, tr|M3WPV0|M3WPV0_FELCA, tr|M3WHJ3|M3WHJ3_FELCA, tr|A0A2I2U6H5|A0A2I2U6H5_FELCA, tr|A0A2I2UTV1|A0A2I2UTV1_FELCA, tr|M3X813|M3X813_FELCA, tr|A0A2I2U996|A0A2I2U996_FELCA
OG0000054	sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN	tr|A0A2I2V372|A0A2I2V372_FELCA
OG0000055	sp|Q96R54|O14A2_HUMAN	tr|A0A5F5XJY2|A0A5F5XJY2_FELCA
OG0000055	sp|Q8NHC5|O14AG_HUMAN	tr|A0A5F5XEC7|A0A5F5XEC7_FELCA
OG0000055	sp|Q9UGF5|O14J1_HUMAN	tr|M3W6J4|M3W6J4_FELCA
OG0000055	sp|A6ND48|O14I1_HUMAN, sp|Q8NHC7|O14CZ_HUMAN	tr|M3VX43|M3VX43_FELCA
OG0000055	sp|Q8NGZ2|O14K1_HUMAN	tr|M3X3S4|M3X3S4_FELCA, tr|M3X708|M3X708_FELCA
OG0000059	sp|Q147U1|ZN846_HUMAN	tr|A0A337SF83|A0A337SF83_FELCA
OG0000059	sp|Q8WTR7|ZN473_HUMAN	tr|A0A5F5XHS4|A0A5F5XHS4_FELCA
OG0000059	sp|A8MT65|ZN891_HUMAN, sp|Q8NC26|ZN114_HUMAN, sp|Q9BR84|ZN559_HUMAN	tr|A0A337SDT0|A0A337SDT0_FELCA
OG0000059	sp|Q13360|ZN177_HUMAN	tr|A0A337SA08|A0A337SA08_FELCA
OG0000059	sp|Q8N988|ZN557_HUMAN, sp|Q96NG5|ZN558_HUMAN	tr|A0A337RXK7|A0A337RXK7_FELCA
OG0000060	sp|P05000|IFNW1_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P01570|IFN14_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01568|IFN21_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01566|IFN10_HUMAN, sp|P05014|IFNA4_HUMAN	tr|M3XE46|M3XE46_FELCA
OG0000063	sp|P00338|LDHA_HUMAN	tr|A0A337S8L1|A0A337S8L1_FELCA
OG0000063	sp|P07864|LDHC_HUMAN	tr|A0A337S7R1|A0A337S7R1_FELCA
OG0000063	sp|Q9BYZ2|LDH6B_HUMAN, sp|Q6ZMR3|LDH6A_HUMAN	tr|A0A5F5Y149|A0A5F5Y149_FELCA
OG0000063	sp|P07195|LDHB_HUMAN	tr|A0A2I2UYJ1|A0A2I2UYJ1_FELCA, tr|A0A2I2V2R5|A0A2I2V2R5_FELCA, tr|M3X970|M3X970_FELCA, tr|A0A2I2UL81|A0A2I2UL81_FELCA, tr|A0A2I2U9C6|A0A2I2U9C6_FELCA
OG0000064	sp|P15813|CD1D_HUMAN	tr|A0A337SK76|A0A337SK76_FELCA
OG0000064	sp|P15812|CD1E_HUMAN	tr|A0A2I2U1Q6|A0A2I2U1Q6_FELCA
OG0000064	sp|P29016|CD1B_HUMAN	tr|M3W9Y4|M3W9Y4_FELCA
OG0000064	sp|P29017|CD1C_HUMAN	tr|A0A337S268|A0A337S268_FELCA, tr|M3VW23|M3VW23_FELCA
OG0000064	sp|P06126|CD1A_HUMAN	tr|M3X1V3|M3X1V3_FELCA, tr|A0A5F5Y6A4|A0A5F5Y6A4_FELCA, tr|M3VV35|M3VV35_FELCA
OG0000065	sp|Q8NGI6|OR4DA_HUMAN	tr|M3XF49|M3XF49_FELCA
OG0000065	sp|Q8NGE8|OR4D9_HUMAN	tr|M3WSB7|M3WSB7_FELCA
OG0000065	sp|Q15615|OR4D1_HUMAN	tr|M3X3R6|M3X3R6_FELCA
OG0000065	sp|P58180|OR4D2_HUMAN	tr|M3XEY2|M3XEY2_FELCA, tr|M3X9J7|M3X9J7_FELCA
OG0000066	sp|A6NM76|O6C76_HUMAN, sp|A6NJZ3|O6C65_HUMAN, sp|Q8NGE1|OR6C4_HUMAN, sp|Q8NGE2|O2AP1_HUMAN, sp|A6NDL8|O6C68_HUMAN, sp|Q9NZP2|OR6C2_HUMAN, sp|A6NCV1|O6C74_HUMAN, sp|Q9NZP0|OR6C3_HUMAN, sp|Q96RD1|OR6C1_HUMAN, sp|A6NL08|O6C75_HUMAN, sp|A6NIJ9|O6C70_HUMAN, sp|A6NF89|OR6C6_HUMAN	tr|A0A2I2UZ81|A0A2I2UZ81_FELCA
OG0000067	sp|Q9H210|OR2D2_HUMAN	tr|M3X1N8|M3X1N8_FELCA
OG0000067	sp|Q8NGH3|OR2D3_HUMAN	tr|M3WQN3|M3WQN3_FELCA, tr|M3X5M3|M3X5M3_FELCA, tr|M3WZH0|M3WZH0_FELCA, tr|A0A337S7Q8|A0A337S7Q8_FELCA, tr|M3W8T8|M3W8T8_FELCA, tr|A0A337SXP3|A0A337SXP3_FELCA, tr|M3XC34|M3XC34_FELCA, tr|M3WQU4|M3WQU4_FELCA, tr|M3X079|M3X079_FELCA, tr|A0A2I2UR57|A0A2I2UR57_FELCA
OG0000068	sp|P07900|HS90A_HUMAN	tr|A0A337S6T1|A0A337S6T1_FELCA
OG0000068	sp|Q58FG1|HS904_HUMAN	tr|A0A2I2U796|A0A2I2U796_FELCA, tr|A0A5F5XSK4|A0A5F5XSK4_FELCA, tr|A0A5F5Y4U4|A0A5F5Y4U4_FELCA
OG0000068	sp|Q58FF7|H90B3_HUMAN	tr|M3WC29|M3WC29_FELCA
OG0000069	sp|P51504|ZNF80_HUMAN	tr|A0A5F5XW81|A0A5F5XW81_FELCA
OG0000069	sp|Q96NL3|ZN599_HUMAN	tr|M3X4T2|M3X4T2_FELCA
OG0000069	sp|Q7Z398|ZN550_HUMAN	tr|A0A2I2U1T7|A0A2I2U1T7_FELCA
OG0000069	sp|Q14592|ZN460_HUMAN, sp|Q08ER8|ZN543_HUMAN, sp|O43296|ZN264_HUMAN, sp|Q5CZA5|ZN805_HUMAN	tr|A0A337S7G6|A0A337S7G6_FELCA, tr|A0A5F5XSH2|A0A5F5XSH2_FELCA
OG0000070	sp|P0DM35|M1BL1_HUMAN, sp|P13640|MT1G_HUMAN, sp|P04733|MT1F_HUMAN, sp|P02795|MT2_HUMAN, sp|P04732|MT1E_HUMAN, sp|P80294|MT1H_HUMAN, sp|P07438|MT1B_HUMAN, sp|P04731|MT1A_HUMAN, sp|Q93083|MT1L_HUMAN, sp|Q8N339|MT1M_HUMAN, sp|P25713|MT3_HUMAN, sp|P80297|MT1X_HUMAN	tr|A0A2I2UEN6|A0A2I2UEN6_FELCA
OG0000071	sp|P01714|LV319_HUMAN, sp|A0A0A0MS00|LV332_HUMAN	tr|M3X050|M3X050_FELCA
OG0000071	sp|P01718|LV327_HUMAN, sp|A0A075B6K0|LV316_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A075B6K4|LV310_HUMAN, sp|A0A075B6J6|LV322_HUMAN, sp|A0A075B6K5|LV39_HUMAN, sp|P80748|LV321_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|P01715|LV301_HUMAN	tr|A0A2I2V1E8|A0A2I2V1E8_FELCA
OG0000074	sp|B9A064|IGLL5_HUMAN	tr|A0A337S4M0|A0A337S4M0_FELCA
OG0000074	sp|A0A0A0MT76|LJ01_HUMAN	tr|A0A5F5XWQ4|A0A5F5XWQ4_FELCA
OG0000074	sp|P01834|IGKC_HUMAN	tr|A0A337SA19|A0A337SA19_FELCA
OG0000075	sp|Q71DI3|H32_HUMAN	tr|A0A337S271|A0A337S271_FELCA
OG0000075	sp|Q16695|H31T_HUMAN	tr|M3XAW8|M3XAW8_FELCA
OG0000075	sp|P68431|H31_HUMAN	tr|A0A337S523|A0A337S523_FELCA
OG0000075	sp|Q5TEC6|H37_HUMAN	tr|M3X0X3|M3X0X3_FELCA
OG0000076	sp|Q9UN81|LORF1_HUMAN	tr|A0A5F5XJT7|A0A5F5XJT7_FELCA, tr|A0A5F5XRM6|A0A5F5XRM6_FELCA, tr|A0A5F5Y4X5|A0A5F5Y4X5_FELCA, tr|A0A5F5XI16|A0A5F5XI16_FELCA, tr|A0A5F5XIR5|A0A5F5XIR5_FELCA, tr|A0A5F5XIC3|A0A5F5XIC3_FELCA, tr|A0A5F5XEI8|A0A5F5XEI8_FELCA, tr|A0A5F5XLW8|A0A5F5XLW8_FELCA, tr|A0A5F5XI73|A0A5F5XI73_FELCA, tr|A0A5F5Y2X6|A0A5F5Y2X6_FELCA, tr|A0A5F5XKP2|A0A5F5XKP2_FELCA
OG0000077	sp|Q8NGW1|OR6B3_HUMAN, sp|Q6IFH4|OR6B2_HUMAN	tr|A0A5F5XW59|A0A5F5XW59_FELCA
OG0000077	sp|O95007|OR6B1_HUMAN	tr|M3WPB1|M3WPB1_FELCA
OG0000077	sp|O95222|OR6A2_HUMAN	tr|M3X150|M3X150_FELCA, tr|M3XCY7|M3XCY7_FELCA, tr|A0A337RZH6|A0A337RZH6_FELCA
OG0000078	sp|O00338|ST1C2_HUMAN	tr|M3WGA0|M3WGA0_FELCA
OG0000078	sp|O75897|ST1C4_HUMAN	tr|M3WST3|M3WST3_FELCA
OG0000078	sp|Q6IMI6|ST1C3_HUMAN	tr|M3X2S6|M3X2S6_FELCA
OG0000078	sp|O43704|ST1B1_HUMAN	tr|A0A2I2U1H1|A0A2I2U1H1_FELCA, tr|M3W895|M3W895_FELCA
OG0000079	sp|Q8NGR8|OR1L8_HUMAN	tr|A0A2I2U8B6|A0A2I2U8B6_FELCA
OG0000079	sp|Q8NH93|OR1L3_HUMAN	tr|M3WJI7|M3WJI7_FELCA, tr|M3X8R4|M3X8R4_FELCA
OG0000079	sp|Q8NH94|OR1L1_HUMAN	tr|A0A5F5XRU2|A0A5F5XRU2_FELCA
OG0000081	sp|P38159|RBMX_HUMAN	tr|M3W2U4|M3W2U4_FELCA
OG0000081	sp|Q96E39|RMXL1_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|A0A337SK10|A0A337SK10_FELCA
OG0000082	sp|Q9UKL2|O52A1_HUMAN	tr|A0A337S553|A0A337S553_FELCA, tr|A0A337S9F0|A0A337S9F0_FELCA, tr|A0A2I2UXP0|A0A2I2UXP0_FELCA
OG0000082	sp|Q9H2C5|O52A5_HUMAN	tr|A0A2I2U313|A0A2I2U313_FELCA, tr|A0A2I2UWV3|A0A2I2UWV3_FELCA
OG0000082	sp|A6NMU1|O52A4_HUMAN	tr|A0A2I2UF41|A0A2I2UF41_FELCA, tr|M3X8A1|M3X8A1_FELCA
OG0000083	sp|Q96RA2|OR7D2_HUMAN, sp|Q8NG98|OR7D4_HUMAN, sp|Q8NG95|OR7G3_HUMAN, sp|Q8NG99|OR7G2_HUMAN, sp|Q8NGA0|OR7G1_HUMAN, sp|O60412|OR7C2_HUMAN, sp|O76099|OR7C1_HUMAN, sp|Q15622|OR7A5_HUMAN, sp|O76100|OR7AA_HUMAN, sp|Q8NGA2|OR7A2_HUMAN, sp|O14581|OR7AH_HUMAN	tr|M3WSR4|M3WSR4_FELCA
OG0000084	sp|P34931|HS71L_HUMAN	tr|M3W226|M3W226_FELCA
OG0000084	sp|P11142|HSP7C_HUMAN	tr|A0A2I2UZM2|A0A2I2UZM2_FELCA, tr|A0A2I2UM04|A0A2I2UM04_FELCA
OG0000084	sp|P54652|HSP72_HUMAN	tr|M3W8G1|M3W8G1_FELCA
OG0000084	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN, sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|A0A337RXE8|A0A337RXE8_FELCA
OG0000085	sp|Q9UJ04|TSYL4_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW00|TSPY8_HUMAN	tr|M3WQA2|M3WQA2_FELCA
OG0000086	sp|Q6UWM9|UD2A3_HUMAN	tr|A0A5F5Y2L7|A0A5F5Y2L7_FELCA
OG0000086	sp|O75795|UDB17_HUMAN, sp|P54855|UDB15_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P16662|UD2B7_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P36537|UDB10_HUMAN, sp|P0DTE4|UD2A1_HUMAN, sp|P0DTE5|UD2A2_HUMAN	tr|A0A337SGJ9|A0A337SGJ9_FELCA
OG0000087	sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|O76013|KRT36_HUMAN, sp|Q92764|KRT35_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q6A162|K1C40_HUMAN, sp|O76011|KRT34_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|Q15323|K1H1_HUMAN, sp|O76009|KT33A_HUMAN, sp|Q14525|KT33B_HUMAN	tr|M3WQ25|M3WQ25_FELCA
OG0000091	sp|Q9NZP5|O5AC2_HUMAN	tr|A0A337S719|A0A337S719_FELCA
OG0000091	sp|P0C628|O5AC1_HUMAN	tr|M3WYZ0|M3WYZ0_FELCA, tr|A0A5F5XXQ0|A0A5F5XXQ0_FELCA, tr|A0A5F5Y3P7|A0A5F5Y3P7_FELCA, tr|A0A5F5Y5V2|A0A5F5Y5V2_FELCA, tr|A0A2I2URC9|A0A2I2URC9_FELCA, tr|M3XE14|M3XE14_FELCA, tr|M3XBD5|M3XBD5_FELCA, tr|A0A337RUJ7|A0A337RUJ7_FELCA
OG0000092	sp|P07327|ADH1A_HUMAN, sp|P00326|ADH1G_HUMAN, sp|P00325|ADH1B_HUMAN	tr|M3X5G2|M3X5G2_FELCA
OG0000092	sp|P11766|ADHX_HUMAN	tr|M3W3A3|M3W3A3_FELCA
OG0000092	sp|P08319|ADH4_HUMAN	tr|A0A5F5XJL1|A0A5F5XJL1_FELCA
OG0000092	sp|P28332|ADH6_HUMAN	tr|M3WXV6|M3WXV6_FELCA
OG0000093	sp|Q9NVA2|SEP11_HUMAN	tr|A0A5F5XMV2|A0A5F5XMV2_FELCA
OG0000093	sp|Q6ZU15|SEP14_HUMAN	tr|M3WSN3|M3WSN3_FELCA
OG0000093	sp|Q9P0V9|SEP10_HUMAN	tr|A0A5F5XJ24|A0A5F5XJ24_FELCA
OG0000093	sp|Q92599|SEPT8_HUMAN	tr|A0A2I2UGW7|A0A2I2UGW7_FELCA
OG0000093	sp|Q14141|SEPT6_HUMAN	tr|A0A2I2UB14|A0A2I2UB14_FELCA
OG0000094	sp|Q8NH76|O56B4_HUMAN	tr|A0A2I2UL79|A0A2I2UL79_FELCA
OG0000094	sp|Q8NGI1|O56B2_HUMAN	tr|A0A337SVL1|A0A337SVL1_FELCA, tr|M3X020|M3X020_FELCA, tr|A0A337S405|A0A337S405_FELCA, tr|M3X467|M3X467_FELCA, tr|M3X583|M3X583_FELCA
OG0000094	sp|Q8NGI3|O56B1_HUMAN	tr|M3X682|M3X682_FELCA, tr|M3X3S8|M3X3S8_FELCA
OG0000095	sp|Q08AH1|ACSM1_HUMAN	tr|M3W8Z9|M3W8Z9_FELCA
OG0000095	sp|Q6NUN0|ACSM5_HUMAN	tr|M3W231|M3W231_FELCA
OG0000095	sp|P0C7M7|ACSM4_HUMAN	tr|M3WNT2|M3WNT2_FELCA
OG0000095	sp|Q6P461|ACSM6_HUMAN, sp|Q53FZ2|ACSM3_HUMAN	tr|A0A5F5XSZ6|A0A5F5XSZ6_FELCA
OG0000096	sp|Q8NH09|OR8S1_HUMAN	tr|A0A337S8G6|A0A337S8G6_FELCA
