Orthogroup	Homo_sapiens	Enhydra_lutris_kenyoni
OG0000026	sp|P0DUD1|SPD8_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|A6NLX3|SPDE4_HUMAN	tr|A0A2Y9J5C8|A0A2Y9J5C8_ENHLU
OG0000027	sp|D6RBM5|U17LN_HUMAN, sp|Q6QN14|U17L6_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|D6RCP7|U17LJ_HUMAN	tr|A0A2Y9J949|A0A2Y9J949_ENHLU
OG0000028	sp|Q8WTP9|XAGE3_HUMAN, sp|Q8WWM1|XAGE5_HUMAN, sp|Q96GT9|XAGE2_HUMAN, sp|O75459|PAGE1_HUMAN, sp|A6NGK3|GAG10_HUMAN, sp|Q13066|GAG2B_HUMAN, sp|Q6NT46|GAG2A_HUMAN, sp|Q9UEU5|GGE2D_HUMAN, sp|A1L429|GG12C_HUMAN, sp|A6NDE8|GG12H_HUMAN, sp|Q4V321|GAG13_HUMAN, sp|P0DTW1|GAGE1_HUMAN, sp|A6NER3|GG12J_HUMAN, sp|Q13070|GAGE6_HUMAN, sp|Q13069|GAGE5_HUMAN, sp|P0DSO3|GAGE4_HUMAN, sp|Q4V326|GAG2E_HUMAN, sp|P0CL82|GG12I_HUMAN, sp|O76087|GAGE7_HUMAN, sp|P0CL80|GG12F_HUMAN, sp|P0CL81|GG12G_HUMAN	tr|A0A2Y9JRL0|A0A2Y9JRL0_ENHLU
OG0000029	sp|A6NNH2|F90AR_HUMAN, sp|A6NIJ5|F90AK_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|A8MXJ8|F90A5_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|P0C7X0|F90AO_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|P0DV73|F90AG_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|P0DV76|F90AJ_HUMAN	tr|A0A2Y9J1G9|A0A2Y9J1G9_ENHLU
OG0000032	sp|Q9BZ81|MAGB5_HUMAN	tr|A0A2Y9K204|A0A2Y9K204_ENHLU, tr|A0A2Y9JSN4|A0A2Y9JSN4_ENHLU, tr|A0A2Y9K1B1|A0A2Y9K1B1_ENHLU, tr|A0A2Y9JRR0|A0A2Y9JRR0_ENHLU, tr|A0A2Y9K1X0|A0A2Y9K1X0_ENHLU, tr|A0A2Y9KS97|A0A2Y9KS97_ENHLU, tr|A0A2Y9JS50|A0A2Y9JS50_ENHLU, tr|A0A2Y9K1A6|A0A2Y9K1A6_ENHLU, tr|A0A2Y9JW54|A0A2Y9JW54_ENHLU, tr|A0A2Y9JRR6|A0A2Y9JRR6_ENHLU, tr|A0A2Y9JRR3|A0A2Y9JRR3_ENHLU, tr|A0A2Y9K1Y2|A0A2Y9K1Y2_ENHLU, tr|A0A2Y9JR43|A0A2Y9JR43_ENHLU, tr|A0A2Y9JW50|A0A2Y9JW50_ENHLU, tr|A0A2Y9IIP9|A0A2Y9IIP9_ENHLU, tr|A0A2Y9ILX2|A0A2Y9ILX2_ENHLU, tr|A0A2Y9IED1|A0A2Y9IED1_ENHLU, tr|A0A2Y9L6F3|A0A2Y9L6F3_ENHLU, tr|A0A2Y9KV62|A0A2Y9KV62_ENHLU, tr|A0A2Y9L094|A0A2Y9L094_ENHLU
OG0000033	sp|Q8NGX6|O10R2_HUMAN	tr|A0A2Y9IEU1|A0A2Y9IEU1_ENHLU, tr|A0A2Y9IQI8|A0A2Y9IQI8_ENHLU, tr|A0A2Y9IJR6|A0A2Y9IJR6_ENHLU, tr|A0A2Y9IJ57|A0A2Y9IJ57_ENHLU, tr|A0A2Y9IDJ1|A0A2Y9IDJ1_ENHLU
OG0000033	sp|Q8NGX3|O10T2_HUMAN	tr|A0A2Y9IZ38|A0A2Y9IZ38_ENHLU, tr|A0A2Y9KUV1|A0A2Y9KUV1_ENHLU, tr|A0A2Y9KU17|A0A2Y9KU17_ENHLU, tr|A0A2Y9J560|A0A2Y9J560_ENHLU, tr|A0A2Y9ICM3|A0A2Y9ICM3_ENHLU, tr|A0A2Y9IH59|A0A2Y9IH59_ENHLU, tr|A0A2Y9IKH1|A0A2Y9IKH1_ENHLU, tr|A0A2Y9ICU7|A0A2Y9ICU7_ENHLU, tr|A0A2Y9IDS5|A0A2Y9IDS5_ENHLU, tr|A0A2Y9IDW3|A0A2Y9IDW3_ENHLU, tr|A0A2Y9IDS0|A0A2Y9IDS0_ENHLU, tr|A0A2Y9II11|A0A2Y9II11_ENHLU, tr|A0A2Y9IE66|A0A2Y9IE66_ENHLU
OG0000034	sp|Q7Z794|K2C1B_HUMAN	tr|A0A2Y9KV74|A0A2Y9KV74_ENHLU
OG0000034	sp|P19013|K2C4_HUMAN	tr|A0A2Y9KV60|A0A2Y9KV60_ENHLU, tr|A0A2Y9KPX9|A0A2Y9KPX9_ENHLU, tr|A0A2Y9KQ26|A0A2Y9KQ26_ENHLU, tr|A0A2Y9KPY2|A0A2Y9KPY2_ENHLU, tr|A0A2Y9L104|A0A2Y9L104_ENHLU, tr|A0A2Y9KMD7|A0A2Y9KMD7_ENHLU, tr|A0A2Y9KPT5|A0A2Y9KPT5_ENHLU, tr|A0A2Y9KUW1|A0A2Y9KUW1_ENHLU, tr|A0A2Y9L156|A0A2Y9L156_ENHLU, tr|A0A2Y9KMG2|A0A2Y9KMG2_ENHLU, tr|A0A2Y9KNB8|A0A2Y9KNB8_ENHLU, tr|A0A2Y9III5|A0A2Y9III5_ENHLU, tr|A0A2Y9KMK1|A0A2Y9KMK1_ENHLU, tr|A0A2Y9KPY1|A0A2Y9KPY1_ENHLU, tr|A0A2Y9KML8|A0A2Y9KML8_ENHLU, tr|A0A2Y9KV54|A0A2Y9KV54_ENHLU, tr|A0A2Y9KQ05|A0A2Y9KQ05_ENHLU
OG0000035	sp|Q86WZ6|ZN227_HUMAN	tr|A0A2Y9IN61|A0A2Y9IN61_ENHLU
OG0000035	sp|Q02386|ZNF45_HUMAN	tr|A0A2Y9IN56|A0A2Y9IN56_ENHLU
OG0000035	sp|Q9NYT6|ZN226_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN	tr|A0A2Y9IN49|A0A2Y9IN49_ENHLU, tr|A0A2Y9IGQ4|A0A2Y9IGQ4_ENHLU
OG0000035	sp|Q14590|ZN235_HUMAN, sp|Q9UJU3|ZN112_HUMAN, sp|A6NK53|ZN233_HUMAN	tr|A0A2Y9L330|A0A2Y9L330_ENHLU
OG0000036	sp|O95918|OR2H2_HUMAN, sp|Q9GZK4|OR2H1_HUMAN, sp|O95371|OR2C1_HUMAN, sp|O76000|OR2B3_HUMAN, sp|Q9GZK3|OR2B2_HUMAN, sp|P58173|OR2B6_HUMAN, sp|Q5JQS5|OR2BB_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN, sp|Q9Y3N9|OR2W1_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|O76001|OR2J3_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76002|OR2J2_HUMAN	tr|A0A2Y9IJT2|A0A2Y9IJT2_ENHLU
OG0000040	sp|Q04695|K1C17_HUMAN	tr|A0A2Y9K5Q9|A0A2Y9K5Q9_ENHLU
OG0000040	sp|P08779|K1C16_HUMAN	tr|A0A2Y9JZI5|A0A2Y9JZI5_ENHLU
OG0000040	sp|P02533|K1C14_HUMAN	tr|A0A2Y9JV92|A0A2Y9JV92_ENHLU
OG0000040	sp|P19012|K1C15_HUMAN	tr|A0A2Y9JV11|A0A2Y9JV11_ENHLU
OG0000040	sp|P13646|K1C13_HUMAN	tr|A0A2Y9K5T4|A0A2Y9K5T4_ENHLU
OG0000040	sp|Q99456|K1C12_HUMAN	tr|A0A2Y9K5J2|A0A2Y9K5J2_ENHLU
OG0000040	sp|P13645|K1C10_HUMAN	tr|A0A2Y9JVL2|A0A2Y9JVL2_ENHLU
OG0000040	sp|P35527|K1C9_HUMAN	tr|A0A2Y9K0E9|A0A2Y9K0E9_ENHLU
OG0000041	sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9UN66|PCDB8_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9Y5F3|PCDB1_HUMAN	tr|A0A2Y9IQ39|A0A2Y9IQ39_ENHLU
OG0000044	sp|Q8NH95|O13C6_HUMAN, sp|P0DN81|O13C7_HUMAN	tr|A0A2Y9J7F4|A0A2Y9J7F4_ENHLU
OG0000044	sp|Q9NQN1|OR2S1_HUMAN	tr|A0A2Y9J8I8|A0A2Y9J8I8_ENHLU, tr|A0A2Y9II41|A0A2Y9II41_ENHLU, tr|A0A2Y9J800|A0A2Y9J800_ENHLU, tr|A0A2Y9IJ96|A0A2Y9IJ96_ENHLU, tr|A0A2Y9J7H8|A0A2Y9J7H8_ENHLU
OG0000044	sp|Q8NGS7|O13C8_HUMAN	tr|A0A2Y9J7G0|A0A2Y9J7G0_ENHLU, tr|A0A2Y9J8K9|A0A2Y9J8K9_ENHLU, tr|A0A2Y9J8V4|A0A2Y9J8V4_ENHLU, tr|A0A2Y9J8N0|A0A2Y9J8N0_ENHLU, tr|A0A2Y9J7S6|A0A2Y9J7S6_ENHLU, tr|A0A2Y9J9E4|A0A2Y9J9E4_ENHLU, tr|A0A2Y9JBJ4|A0A2Y9JBJ4_ENHLU
OG0000045	sp|Q9H209|O10A4_HUMAN	tr|A0A2Y9KUP0|A0A2Y9KUP0_ENHLU
OG0000045	sp|Q8NH19|O10AG_HUMAN	tr|A0A2Y9L8F9|A0A2Y9L8F9_ENHLU, tr|A0A2Y9KVI0|A0A2Y9KVI0_ENHLU, tr|A0A2Y9IGQ5|A0A2Y9IGQ5_ENHLU, tr|A0A2Y9INK6|A0A2Y9INK6_ENHLU, tr|A0A2Y9ICM0|A0A2Y9ICM0_ENHLU, tr|A0A2Y9JA89|A0A2Y9JA89_ENHLU, tr|A0A2Y9L7P5|A0A2Y9L7P5_ENHLU, tr|A0A2Y9KZY2|A0A2Y9KZY2_ENHLU, tr|A0A2Y9JQ44|A0A2Y9JQ44_ENHLU, tr|A0A2Y9JR33|A0A2Y9JR33_ENHLU, tr|A0A2Y9JQ09|A0A2Y9JQ09_ENHLU, tr|A0A2Y9JTM1|A0A2Y9JTM1_ENHLU, tr|A0A2Y9JUB4|A0A2Y9JUB4_ENHLU, tr|A0A2Y9JQ47|A0A2Y9JQ47_ENHLU
OG0000046	sp|P05787|K2C8_HUMAN, sp|P08729|K2C7_HUMAN, sp|O95678|K2C75_HUMAN, sp|P02538|K2C6A_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P13647|K2C5_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|P04264|K2C1_HUMAN, sp|P35908|K22E_HUMAN, sp|P12035|K2C3_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN	tr|A0A2Y9L149|A0A2Y9L149_ENHLU
OG0000047	sp|Q9H158|PCDC1_HUMAN	tr|A0A2Y9ILK7|A0A2Y9ILK7_ENHLU
OG0000047	sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A2Y9IKJ1|A0A2Y9IKJ1_ENHLU
OG0000049	sp|Q8NGE8|OR4D9_HUMAN	tr|A0A2Y9JTJ5|A0A2Y9JTJ5_ENHLU
OG0000049	sp|Q8NGI4|OR4DB_HUMAN	tr|A0A2Y9JTK3|A0A2Y9JTK3_ENHLU
OG0000049	sp|Q8NGI6|OR4DA_HUMAN	tr|A0A2Y9JZI7|A0A2Y9JZI7_ENHLU
OG0000049	sp|P58180|OR4D2_HUMAN	tr|A0A2Y9JX67|A0A2Y9JX67_ENHLU, tr|A0A2Y9K7D8|A0A2Y9K7D8_ENHLU
OG0000049	sp|Q15615|OR4D1_HUMAN	tr|A0A2Y9JWF9|A0A2Y9JWF9_ENHLU, tr|A0A2Y9K7D2|A0A2Y9K7D2_ENHLU
OG0000049	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A2Y9JTS4|A0A2Y9JTS4_ENHLU
OG0000050	sp|Q16777|H2A2C_HUMAN	tr|A0A2Y9L711|A0A2Y9L711_ENHLU
OG0000050	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A2Y9IXY4|A0A2Y9IXY4_ENHLU
OG0000050	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A2Y9ICF9|A0A2Y9ICF9_ENHLU, tr|A0A2Y9IGK9|A0A2Y9IGK9_ENHLU, tr|A0A2Y9IGP6|A0A2Y9IGP6_ENHLU, tr|A0A2Y9IGL9|A0A2Y9IGL9_ENHLU, tr|A0A2Y9ICB2|A0A2Y9ICB2_ENHLU, tr|A0A2Y9IC50|A0A2Y9IC50_ENHLU, tr|A0A2Y9IGJ2|A0A2Y9IGJ2_ENHLU, tr|A0A2Y9IJD9|A0A2Y9IJD9_ENHLU, tr|A0A2Y9IJN6|A0A2Y9IJN6_ENHLU, tr|A0A2Y9IR51|A0A2Y9IR51_ENHLU, tr|A0A2Y9LDV4|A0A2Y9LDV4_ENHLU
OG0000051	sp|Q8NGC8|O11H7_HUMAN	tr|A0A2Y9LGB8|A0A2Y9LGB8_ENHLU, tr|A0A2Y9L8Z7|A0A2Y9L8Z7_ENHLU, tr|A0A2Y9L910|A0A2Y9L910_ENHLU, tr|A0A2Y9L7D2|A0A2Y9L7D2_ENHLU, tr|A0A2Y9L7A1|A0A2Y9L7A1_ENHLU, tr|A0A2Y9IM96|A0A2Y9IM96_ENHLU, tr|A0A2Y9LC39|A0A2Y9LC39_ENHLU, tr|A0A2Y9KUA9|A0A2Y9KUA9_ENHLU, tr|A0A2Y9LG67|A0A2Y9LG67_ENHLU, tr|A0A2Y9KTK5|A0A2Y9KTK5_ENHLU, tr|A0A2Y9L1B2|A0A2Y9L1B2_ENHLU, tr|A0A2Y9L7S4|A0A2Y9L7S4_ENHLU, tr|A0A2Y9LBQ1|A0A2Y9LBQ1_ENHLU, tr|A0A2Y9IH33|A0A2Y9IH33_ENHLU, tr|A0A2Y9L9D7|A0A2Y9L9D7_ENHLU
OG0000052	sp|P0C626|OR5G3_HUMAN	tr|A0A2Y9JN12|A0A2Y9JN12_ENHLU, tr|A0A2Y9JMN1|A0A2Y9JMN1_ENHLU, tr|A0A2Y9JQA0|A0A2Y9JQA0_ENHLU, tr|A0A2Y9JQ00|A0A2Y9JQ00_ENHLU, tr|A0A2Y9JUA1|A0A2Y9JUA1_ENHLU, tr|A0A2Y9JMM7|A0A2Y9JMM7_ENHLU, tr|A0A2Y9JWZ6|A0A2Y9JWZ6_ENHLU, tr|A0A2Y9LK02|A0A2Y9LK02_ENHLU, tr|A0A2Y9JRU4|A0A2Y9JRU4_ENHLU, tr|A0A2Y9JQY1|A0A2Y9JQY1_ENHLU, tr|A0A2Y9J4Z8|A0A2Y9J4Z8_ENHLU, tr|A0A2Y9JN15|A0A2Y9JN15_ENHLU, tr|A0A2Y9L758|A0A2Y9L758_ENHLU, tr|A0A2Y9JVC2|A0A2Y9JVC2_ENHLU, tr|A0A2Y9JZE7|A0A2Y9JZE7_ENHLU
OG0000053	sp|Q96N95|ZN396_HUMAN	tr|A0A2Y9J0V9|A0A2Y9J0V9_ENHLU
OG0000053	sp|O15535|ZSC9_HUMAN	tr|A0A2Y9LGV7|A0A2Y9LGV7_ENHLU
OG0000053	sp|Q86W11|ZSC30_HUMAN, sp|P49910|ZN165_HUMAN, sp|Q9UNY5|ZN232_HUMAN, sp|Q9BRR0|ZKSC3_HUMAN, sp|Q969J2|ZKSC4_HUMAN, sp|Q9Y5A6|ZSC21_HUMAN, sp|Q9H4T2|ZSC16_HUMAN	tr|A0A2Y9LC93|A0A2Y9LC93_ENHLU
OG0000054	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN	tr|A0A2Y9JZ68|A0A2Y9JZ68_ENHLU
OG0000058	sp|Q9HCX3|ZN304_HUMAN	tr|A0A2Y9IGN6|A0A2Y9IGN6_ENHLU, tr|A0A2Y9II93|A0A2Y9II93_ENHLU, tr|A0A2Y9IKG9|A0A2Y9IKG9_ENHLU, tr|A0A2Y9IP05|A0A2Y9IP05_ENHLU, tr|A0A2Y9INZ9|A0A2Y9INZ9_ENHLU, tr|A0A2Y9IHS0|A0A2Y9IHS0_ENHLU, tr|A0A2Y9IGI4|A0A2Y9IGI4_ENHLU, tr|A0A2Y9IGH4|A0A2Y9IGH4_ENHLU, tr|A0A2Y9IQX4|A0A2Y9IQX4_ENHLU, tr|A0A2Y9IP20|A0A2Y9IP20_ENHLU, tr|A0A2Y9IHA8|A0A2Y9IHA8_ENHLU, tr|A0A2Y9IKI8|A0A2Y9IKI8_ENHLU, tr|A0A2Y9IHP4|A0A2Y9IHP4_ENHLU, tr|A0A2Y9IL17|A0A2Y9IL17_ENHLU
OG0000059	sp|Q9UKF5|ADA29_HUMAN	tr|A0A2Y9K350|A0A2Y9K350_ENHLU
OG0000059	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A2Y9JJT9|A0A2Y9JJT9_ENHLU
OG0000059	sp|O43506|ADA20_HUMAN	tr|A0A2Y9JP23|A0A2Y9JP23_ENHLU
OG0000059	sp|Q9UKF2|ADA30_HUMAN	tr|A0A2Y9IIG3|A0A2Y9IIG3_ENHLU, tr|A0A2Y9IPU7|A0A2Y9IPU7_ENHLU, tr|A0A2Y9IHE3|A0A2Y9IHE3_ENHLU, tr|A0A2Y9JJM9|A0A2Y9JJM9_ENHLU, tr|A0A2Y9KH37|A0A2Y9KH37_ENHLU, tr|A0A2Y9KJ54|A0A2Y9KJ54_ENHLU, tr|A0A2Y9ITB2|A0A2Y9ITB2_ENHLU
OG0000060	sp|Q9H0U9|TSYL1_HUMAN	tr|A0A2Y9L360|A0A2Y9L360_ENHLU
OG0000060	sp|Q8N831|TSYL6_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|Q01105|SET_HUMAN, sp|Q9UJ04|TSYL4_HUMAN	tr|A0A2Y9KPD3|A0A2Y9KPD3_ENHLU
OG0000063	sp|Q8NGI2|O52N4_HUMAN	tr|A0A2Y9L2I4|A0A2Y9L2I4_ENHLU, tr|A0A2Y9KWA8|A0A2Y9KWA8_ENHLU
OG0000063	sp|Q8NH53|O52N1_HUMAN	tr|A0A2Y9KXC5|A0A2Y9KXC5_ENHLU
OG0000063	sp|Q8NGI0|O52N2_HUMAN	tr|A0A2Y9IMA7|A0A2Y9IMA7_ENHLU, tr|A0A2Y9KUP6|A0A2Y9KUP6_ENHLU
OG0000063	sp|Q8NH56|O52N5_HUMAN	tr|A0A2Y9KU04|A0A2Y9KU04_ENHLU, tr|A0A2Y9KTS6|A0A2Y9KTS6_ENHLU
OG0000064	sp|P06126|CD1A_HUMAN	tr|A0A2Y9IE92|A0A2Y9IE92_ENHLU, tr|A0A2Y9ID52|A0A2Y9ID52_ENHLU, tr|A0A2Y9IHM9|A0A2Y9IHM9_ENHLU, tr|A0A2Y9IDJ9|A0A2Y9IDJ9_ENHLU, tr|A0A2Y9IDD6|A0A2Y9IDD6_ENHLU
OG0000064	sp|P15812|CD1E_HUMAN	tr|A0A2Y9ICT2|A0A2Y9ICT2_ENHLU
OG0000064	sp|P15813|CD1D_HUMAN	tr|A0A2Y9IDP2|A0A2Y9IDP2_ENHLU
OG0000064	sp|P29016|CD1B_HUMAN	tr|A0A2Y9ID98|A0A2Y9ID98_ENHLU
OG0000064	sp|P29017|CD1C_HUMAN	tr|A0A2Y9IEM9|A0A2Y9IEM9_ENHLU
OG0000065	sp|P0C646|O52Z1_HUMAN	tr|A0A2Y9IJ73|A0A2Y9IJ73_ENHLU
OG0000065	sp|Q9H346|O52D1_HUMAN	tr|A0A2Y9KXM9|A0A2Y9KXM9_ENHLU, tr|A0A2Y9KWC4|A0A2Y9KWC4_ENHLU, tr|A0A2Y9L7J6|A0A2Y9L7J6_ENHLU, tr|A0A2Y9KUP8|A0A2Y9KUP8_ENHLU, tr|A0A2Y9KUL8|A0A2Y9KUL8_ENHLU, tr|A0A2Y9L1I0|A0A2Y9L1I0_ENHLU, tr|A0A2Y9KUM2|A0A2Y9KUM2_ENHLU, tr|A0A2Y9L2U1|A0A2Y9L2U1_ENHLU, tr|A0A2Y9KUI5|A0A2Y9KUI5_ENHLU, tr|A0A2Y9KUI3|A0A2Y9KUI3_ENHLU, tr|A0A2Y9L7K0|A0A2Y9L7K0_ENHLU
OG0000066	sp|Q8NH93|OR1L3_HUMAN	tr|A0A2Y9JA04|A0A2Y9JA04_ENHLU
OG0000066	sp|Q8NH94|OR1L1_HUMAN	tr|A0A2Y9IIC9|A0A2Y9IIC9_ENHLU
OG0000066	sp|Q8NGR8|OR1L8_HUMAN	tr|A0A2Y9J928|A0A2Y9J928_ENHLU, tr|A0A2Y9J859|A0A2Y9J859_ENHLU, tr|A0A2Y9JHZ0|A0A2Y9JHZ0_ENHLU, tr|A0A2Y9J900|A0A2Y9J900_ENHLU
OG0000066	sp|Q8NGR2|OR1L6_HUMAN, sp|Q8NGR5|OR1L4_HUMAN	tr|A0A2Y9JD67|A0A2Y9JD67_ENHLU, tr|A0A2Y9J9J0|A0A2Y9J9J0_ENHLU, tr|A0A2Y9JAK1|A0A2Y9JAK1_ENHLU
OG0000067	tr|A0A2R8YED5|A0A2R8YED5_HUMAN	tr|A0A2Y9L0X0|A0A2Y9L0X0_ENHLU
OG0000067	sp|Q8NH09|OR8S1_HUMAN	tr|A0A2Y9L0U0|A0A2Y9L0U0_ENHLU, tr|A0A2Y9KMB1|A0A2Y9KMB1_ENHLU, tr|A0A2Y9IQT8|A0A2Y9IQT8_ENHLU, tr|A0A2Y9KVY7|A0A2Y9KVY7_ENHLU, tr|A0A2Y9KMC6|A0A2Y9KMC6_ENHLU, tr|A0A2Y9KNC2|A0A2Y9KNC2_ENHLU, tr|A0A2Y9KND5|A0A2Y9KND5_ENHLU, tr|A0A2Y9KN36|A0A2Y9KN36_ENHLU, tr|A0A2Y9KUY6|A0A2Y9KUY6_ENHLU, tr|A0A2Y9KPS7|A0A2Y9KPS7_ENHLU, tr|A0A2Y9KQR0|A0A2Y9KQR0_ENHLU
OG0000068	sp|Q71DI3|H32_HUMAN	tr|A0A2Y9L7J1|A0A2Y9L7J1_ENHLU
OG0000068	sp|P68431|H31_HUMAN	tr|A0A2Y9IJN0|A0A2Y9IJN0_ENHLU
OG0000068	sp|Q16695|H31T_HUMAN	tr|A0A2Y9IJD5|A0A2Y9IJD5_ENHLU
OG0000068	sp|P0DPK5|H3Y2_HUMAN, sp|P0DPK2|H3Y1_HUMAN	tr|A0A2Y9JS69|A0A2Y9JS69_ENHLU, tr|A0A2Y9ID75|A0A2Y9ID75_ENHLU
OG0000068	sp|Q6NXT2|H3C_HUMAN, sp|P84243|H33_HUMAN	tr|A0A2Y9L0T3|A0A2Y9L0T3_ENHLU
