Orthogroup	Homo_sapiens	Capra_hircus
OG0000036	sp|A0A0B4J2E0|TVBL4_HUMAN, sp|P01733|TVBL3_HUMAN, sp|A0A1B0GX78|TVBL5_HUMAN, sp|A0A087WV62|TVB16_HUMAN, sp|A0A087X0M5|TVB18_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A1B0GX68|TVB2_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|P04435|TVB79_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN	tr|A0A452DUZ7|A0A452DUZ7_CAPHI
OG0000038	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A452F3K3|A0A452F3K3_CAPHI, tr|A0A452DXT4|A0A452DXT4_CAPHI, tr|A0A452FSY3|A0A452FSY3_CAPHI, tr|A0A452F188|A0A452F188_CAPHI, tr|A0A452DWW5|A0A452DWW5_CAPHI, tr|A0A452DW16|A0A452DW16_CAPHI, tr|A0A452EBU6|A0A452EBU6_CAPHI, tr|A0A452EB50|A0A452EB50_CAPHI, tr|A0A452DUG5|A0A452DUG5_CAPHI, tr|A0A452E0K1|A0A452E0K1_CAPHI, tr|A0A452G4M3|A0A452G4M3_CAPHI, tr|A0A452EL47|A0A452EL47_CAPHI, tr|A0A452E3W4|A0A452E3W4_CAPHI, tr|A0A452E5Z3|A0A452E5Z3_CAPHI, tr|A0A452E4X7|A0A452E4X7_CAPHI, tr|A0A452EC29|A0A452EC29_CAPHI, tr|A0A452E9V0|A0A452E9V0_CAPHI, tr|A0A452E035|A0A452E035_CAPHI
OG0000039	sp|P20718|GRAH_HUMAN	tr|A0A452ERP2|A0A452ERP2_CAPHI, tr|A0A452E990|A0A452E990_CAPHI, tr|A0A452ENQ0|A0A452ENQ0_CAPHI
OG0000039	sp|P08311|CATG_HUMAN	tr|A0A452DVX7|A0A452DVX7_CAPHI, tr|A0A452F322|A0A452F322_CAPHI
OG0000039	sp|P10144|GRAB_HUMAN	tr|A0A452FFZ0|A0A452FFZ0_CAPHI, tr|A0A452F3M9|A0A452F3M9_CAPHI, tr|A0A452EU95|A0A452EU95_CAPHI, tr|A0A452DM34|A0A452DM34_CAPHI, tr|A0A452EM42|A0A452EM42_CAPHI, tr|A0A452FN38|A0A452FN38_CAPHI, tr|A0A452EUL2|A0A452EUL2_CAPHI, tr|A0A452FDJ8|A0A452FDJ8_CAPHI
OG0000041	sp|Q9NX77|ENK13_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q902F9|EN113_HUMAN	tr|A0A452E4Y7|A0A452E4Y7_CAPHI
OG0000041	sp|P63133|POK8_HUMAN, sp|P63136|POK25_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63132|PO113_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|P10266|POK10_HUMAN, sp|P63135|POK7_HUMAN, sp|P61568|ENK11_HUMAN, sp|P61578|REC16_HUMAN, sp|P61576|REC04_HUMAN, sp|P61574|RE113_HUMAN, tr|B3KNS4|B3KNS4_HUMAN	tr|A0A452FRW7|A0A452FRW7_CAPHI
OG0000047	sp|Q9NYW3|TA2R7_HUMAN, sp|Q9NYW1|TA2R9_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q7RTR8|T2R42_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|P59544|T2R50_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59541|T2R30_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN	tr|A0A452DWC7|A0A452DWC7_CAPHI
OG0000048	sp|A6NCV1|O6C74_HUMAN	tr|A0A452DSD2|A0A452DSD2_CAPHI
OG0000048	sp|A6NIJ9|O6C70_HUMAN, sp|A6NF89|OR6C6_HUMAN, sp|A6NM76|O6C76_HUMAN, sp|A6NJZ3|O6C65_HUMAN, sp|A6NL08|O6C75_HUMAN, sp|Q96RD1|OR6C1_HUMAN, sp|Q9NZP0|OR6C3_HUMAN, sp|A6NDL8|O6C68_HUMAN, sp|Q9NZP2|OR6C2_HUMAN, sp|Q8NGE2|O2AP1_HUMAN, sp|Q8NGE1|OR6C4_HUMAN, sp|Q8NH79|OR6X1_HUMAN, sp|Q8NGC5|OR6J1_HUMAN, sp|Q8NH40|OR6S1_HUMAN, sp|Q8NGN1|OR6T1_HUMAN	tr|A0A452E607|A0A452E607_CAPHI
OG0000051	sp|O95222|OR6A2_HUMAN	tr|A0A452DS58|A0A452DS58_CAPHI
OG0000051	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A452DM30|A0A452DM30_CAPHI, tr|A0A452E328|A0A452E328_CAPHI, tr|A0A452EA20|A0A452EA20_CAPHI, tr|A0A452EKY9|A0A452EKY9_CAPHI, tr|A0A452EDT4|A0A452EDT4_CAPHI, tr|A0A452DR53|A0A452DR53_CAPHI
OG0000051	sp|O95007|OR6B1_HUMAN	tr|A0A452FY85|A0A452FY85_CAPHI, tr|A0A452FYN9|A0A452FYN9_CAPHI, tr|A0A452EFA6|A0A452EFA6_CAPHI, tr|A0A452DTL8|A0A452DTL8_CAPHI, tr|A0A452DZB6|A0A452DZB6_CAPHI
OG0000057	sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R48|OR2A5_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN	tr|A0A452E149|A0A452E149_CAPHI
OG0000058	sp|Q8NH01|O2T11_HUMAN	tr|A0A452FNH5|A0A452FNH5_CAPHI
OG0000058	sp|Q6IF00|OR2T2_HUMAN, sp|Q8NGX2|O2T35_HUMAN	tr|A0A452DSD4|A0A452DSD4_CAPHI
OG0000058	sp|Q8NH00|OR2T4_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q8NGZ9|O2T10_HUMAN, sp|Q8NGZ0|O2AJ1_HUMAN, sp|Q8NH04|O2T27_HUMAN, sp|P0C7T2|OR2T7_HUMAN, sp|Q8NHC8|OR2T6_HUMAN, sp|O43869|OR2T1_HUMAN	tr|A0A452DMJ4|A0A452DMJ4_CAPHI
OG0000059	sp|Q9H208|O10A2_HUMAN, sp|Q9H207|O10A5_HUMAN	tr|A0A452E8D4|A0A452E8D4_CAPHI, tr|A0A452E3Z7|A0A452E3Z7_CAPHI, tr|A0A452DPC5|A0A452DPC5_CAPHI
OG0000059	sp|Q96KK4|O10C1_HUMAN	tr|A0A452E3G4|A0A452E3G4_CAPHI
OG0000059	sp|Q8NGE5|O10A7_HUMAN	tr|A0A452EL95|A0A452EL95_CAPHI, tr|A0A452E318|A0A452E318_CAPHI, tr|A0A452EDY3|A0A452EDY3_CAPHI, tr|A0A452G0B3|A0A452G0B3_CAPHI, tr|A0A452EAN0|A0A452EAN0_CAPHI
OG0000059	sp|Q9H209|O10A4_HUMAN	tr|A0A452E618|A0A452E618_CAPHI
OG0000061	sp|P14373|TRI27_HUMAN	tr|A0A452E0K7|A0A452E0K7_CAPHI
OG0000061	sp|O15553|MEFV_HUMAN	tr|A0A452FIS9|A0A452FIS9_CAPHI
OG0000061	sp|Q96PL5|ERMAP_HUMAN	tr|A0A452FU42|A0A452FU42_CAPHI, tr|A0A452F331|A0A452F331_CAPHI, tr|A0A452ENA2|A0A452ENA2_CAPHI, tr|A0A452FN55|A0A452FN55_CAPHI, tr|A0A452EV30|A0A452EV30_CAPHI, tr|A0A452EE24|A0A452EE24_CAPHI, tr|A0A452DPT1|A0A452DPT1_CAPHI, tr|A0A452DW78|A0A452DW78_CAPHI, tr|A0A452E614|A0A452E614_CAPHI, tr|A0A452EHA3|A0A452EHA3_CAPHI
OG0000062	sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|P01615|KVD28_HUMAN, sp|A0A087WW87|KV240_HUMAN, sp|P01614|KVD40_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|P06310|KV230_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|A0A0C4DH68|KV224_HUMAN	tr|A0A452DVF2|A0A452DVF2_CAPHI, tr|A0A452G3D8|A0A452G3D8_CAPHI, tr|A0A452EI54|A0A452EI54_CAPHI, tr|A0A452E053|A0A452E053_CAPHI
OG0000066	sp|Q9NYT6|ZN226_HUMAN	tr|A0A452EPU4|A0A452EPU4_CAPHI
OG0000066	sp|Q02386|ZNF45_HUMAN	tr|A0A452ENJ1|A0A452ENJ1_CAPHI
OG0000066	sp|Q9UK12|ZN222_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q14588|ZN234_HUMAN	tr|A0A452G7I3|A0A452G7I3_CAPHI
OG0000067	sp|A8MTL9|HMSD_HUMAN	tr|A0A452E180|A0A452E180_CAPHI
OG0000067	sp|P50452|SPB8_HUMAN	tr|A0A452F7Y8|A0A452F7Y8_CAPHI
OG0000067	sp|P50453|SPB9_HUMAN	tr|A0A452ETQ5|A0A452ETQ5_CAPHI
OG0000068	sp|Q8NGJ3|O52E1_HUMAN	tr|A0A452G1B3|A0A452G1B3_CAPHI
OG0000068	sp|Q8NGJ4|O52E2_HUMAN	tr|A0A452DXA1|A0A452DXA1_CAPHI
OG0000068	sp|Q96RD3|O52E6_HUMAN, sp|Q6IFG1|O52E8_HUMAN	tr|A0A452DXA7|A0A452DXA7_CAPHI
OG0000068	sp|Q8NH60|O52J3_HUMAN, sp|P0C646|O52Z1_HUMAN, sp|Q8NGF0|O52B6_HUMAN	tr|A0A452G6L0|A0A452G6L0_CAPHI
OG0000068	sp|Q8NGH9|O52E4_HUMAN, sp|Q8NH55|O52E5_HUMAN	tr|A0A452FG98|A0A452FG98_CAPHI
OG0000069	sp|I1YAP6|TRI77_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN	tr|A0A452FA30|A0A452FA30_CAPHI
OG0000070	sp|Q8NH41|OR4KF_HUMAN, sp|Q8NGD3|OR4K5_HUMAN, sp|Q8NGD4|OR4K1_HUMAN, sp|Q8NGC6|OR4KH_HUMAN, sp|Q8NGD2|OR4K2_HUMAN, sp|Q96R72|OR4K3_HUMAN, sp|Q96R69|OR4F4_HUMAN, sp|Q8NGA8|O4F17_HUMAN, sp|Q8NH21|OR4F5_HUMAN, sp|Q8NH05|OR4Q3_HUMAN, sp|Q8NH43|OR4L1_HUMAN, sp|Q8NH42|OR4KD_HUMAN, sp|Q8NGD5|OR4KE_HUMAN	tr|A0A452EQ16|A0A452EQ16_CAPHI
OG0000074	sp|P01236|PRL_HUMAN	tr|A0A452EWM8|A0A452EWM8_CAPHI, tr|A0A452EG60|A0A452EG60_CAPHI, tr|A0A452EVC6|A0A452EVC6_CAPHI, tr|A4PBF3|A4PBF3_CAPHI, tr|A0A452ET25|A0A452ET25_CAPHI, tr|A0A452EDV3|A0A452EDV3_CAPHI, tr|A4PBF4|A4PBF4_CAPHI, tr|A0A452FRF8|A0A452FRF8_CAPHI, tr|A0A452FW20|A0A452FW20_CAPHI, tr|A0A452FT79|A0A452FT79_CAPHI, tr|A0A452ED58|A0A452ED58_CAPHI, sp|Q28318|PRL_CAPHI
OG0000075	sp|P49223|SPIT3_HUMAN	tr|A0A452E8F9|A0A452E8F9_CAPHI, tr|A0A452G3K5|A0A452G3K5_CAPHI, tr|A0A452E5G3|A0A452E5G3_CAPHI, tr|A0A452FQ61|A0A452FQ61_CAPHI, tr|A0A452FXR9|A0A452FXR9_CAPHI, tr|A0A452FXC2|A0A452FXC2_CAPHI, tr|A0A452GB12|A0A452GB12_CAPHI, tr|A0A452F7E6|A0A452F7E6_CAPHI, tr|A0A452G513|A0A452G513_CAPHI, tr|A0A452G0X0|A0A452G0X0_CAPHI, tr|A0A452DT80|A0A452DT80_CAPHI, tr|A0A452EXF3|A0A452EXF3_CAPHI
OG0000077	sp|A0A075B6X5|TVA18_HUMAN	tr|A0A452EMB8|A0A452EMB8_CAPHI, tr|A0A452FF65|A0A452FF65_CAPHI, tr|A0A452F190|A0A452F190_CAPHI, tr|A0A452G1V9|A0A452G1V9_CAPHI, tr|A0A452E9G7|A0A452E9G7_CAPHI, tr|A0A452FPF0|A0A452FPF0_CAPHI, tr|A0A452EVI3|A0A452EVI3_CAPHI, tr|A0A452FYU3|A0A452FYU3_CAPHI, tr|A0A452EM83|A0A452EM83_CAPHI, tr|A0A452F2N2|A0A452F2N2_CAPHI, tr|A0A452DQN5|A0A452DQN5_CAPHI, tr|A0A452E443|A0A452E443_CAPHI
OG0000078	sp|P60410|KR108_HUMAN	tr|A0A452DTG6|A0A452DTG6_CAPHI, tr|A0A452DUU8|A0A452DUU8_CAPHI, tr|A0A452EPM1|A0A452EPM1_CAPHI, tr|A0A452G5Y4|A0A452G5Y4_CAPHI, tr|A0A452E3E9|A0A452E3E9_CAPHI, tr|A0A452ELD0|A0A452ELD0_CAPHI, tr|A0A452E8R9|A0A452E8R9_CAPHI, tr|A0A452E4K4|A0A452E4K4_CAPHI, tr|A0A452DLW0|A0A452DLW0_CAPHI, tr|A0A452G2R9|A0A452G2R9_CAPHI, tr|A0A452FZS0|A0A452FZS0_CAPHI, tr|A0A452F085|A0A452F085_CAPHI
OG0000080	sp|P19013|K2C4_HUMAN	tr|A0A452G800|A0A452G800_CAPHI
OG0000080	sp|P08729|K2C7_HUMAN	tr|A0A452GA47|A0A452GA47_CAPHI, tr|A0A452ENV4|A0A452ENV4_CAPHI, tr|A0A452FN18|A0A452FN18_CAPHI, tr|A0A452EZN9|A0A452EZN9_CAPHI, tr|A0A452DMF8|A0A452DMF8_CAPHI, tr|A0A452EML6|A0A452EML6_CAPHI, tr|A0A452FDX9|A0A452FDX9_CAPHI, tr|A0A452FT43|A0A452FT43_CAPHI, tr|A0A452G2U2|A0A452G2U2_CAPHI, tr|A0A452FER9|A0A452FER9_CAPHI
OG0000081	sp|P02533|K1C14_HUMAN	tr|A0A452EN33|A0A452EN33_CAPHI
OG0000081	sp|P08727|K1C19_HUMAN	tr|A0A452FYB3|A0A452FYB3_CAPHI
OG0000081	sp|P19012|K1C15_HUMAN	tr|A0A452F6J7|A0A452F6J7_CAPHI
OG0000081	sp|P13646|K1C13_HUMAN	tr|A0A452FBC7|A0A452FBC7_CAPHI
OG0000081	sp|Q04695|K1C17_HUMAN	tr|A0A452ECG5|A0A452ECG5_CAPHI, tr|A0A452E4S7|A0A452E4S7_CAPHI
OG0000082	sp|A6NMU1|O52A4_HUMAN	tr|A0A452FJ86|A0A452FJ86_CAPHI
OG0000082	sp|Q9H2C5|O52A5_HUMAN	tr|A0A452E6T7|A0A452E6T7_CAPHI
OG0000082	sp|Q9UKL2|O52A1_HUMAN	tr|A0A452DMU1|A0A452DMU1_CAPHI, tr|A0A452EAW3|A0A452EAW3_CAPHI, tr|A0A452EGY5|A0A452EGY5_CAPHI, tr|A0A452FNI6|A0A452FNI6_CAPHI, tr|A0A452E4N0|A0A452E4N0_CAPHI, tr|A0A452DQG3|A0A452DQG3_CAPHI, tr|A0A452DZI1|A0A452DZI1_CAPHI, tr|A0A452EBS2|A0A452EBS2_CAPHI
OG0000083	sp|Q7L7L0|H2A3_HUMAN	tr|A0A452DTC0|A0A452DTC0_CAPHI
OG0000083	sp|Q93077|H2A1C_HUMAN	tr|A0A452DR58|A0A452DR58_CAPHI
OG0000083	sp|P0C0S8|H2A1_HUMAN	tr|A0A452DW09|A0A452DW09_CAPHI
OG0000083	sp|P20671|H2A1D_HUMAN, sp|P04908|H2A1B_HUMAN	tr|A0A452DY82|A0A452DY82_CAPHI
OG0000084	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A452ESM4|A0A452ESM4_CAPHI
OG0000084	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A452EA78|A0A452EA78_CAPHI
OG0000084	sp|Q2M2I5|K1C24_HUMAN, sp|P35527|K1C9_HUMAN, sp|P13645|K1C10_HUMAN	tr|A0A452G0P6|A0A452G0P6_CAPHI
OG0000084	sp|Q7Z3Y8|K1C27_HUMAN	tr|A0A452FY18|A0A452FY18_CAPHI, sp|Q6R649|K1C27_CAPHI
OG0000084	sp|Q7Z3Z0|K1C25_HUMAN	sp|Q6R650|K1C25_CAPHI
OG0000085	sp|Q8WVV5|BT2A2_HUMAN, sp|Q7KYR7|BT2A1_HUMAN, sp|Q96KV6|BT2A3_HUMAN	tr|A0A452EHF9|A0A452EHF9_CAPHI
OG0000085	sp|Q13410|BT1A1_HUMAN, sp|A8MVZ5|BTNLA_HUMAN, sp|O00478|BT3A3_HUMAN, sp|P78410|BT3A2_HUMAN, sp|O00481|BT3A1_HUMAN, sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UX41|BTNL8_HUMAN, sp|Q6UXG8|BTNL9_HUMAN	tr|A0A452FRC0|A0A452FRC0_CAPHI
OG0000087	sp|Q9H346|O52D1_HUMAN	tr|A0A452DQV8|A0A452DQV8_CAPHI, tr|A0A452E3S4|A0A452E3S4_CAPHI, tr|A0A452DQR0|A0A452DQR0_CAPHI, tr|A0A452F5G6|A0A452F5G6_CAPHI, tr|A0A452DTA4|A0A452DTA4_CAPHI, tr|A0A452G4N9|A0A452G4N9_CAPHI, tr|A0A452DZS1|A0A452DZS1_CAPHI, tr|A0A452DMG7|A0A452DMG7_CAPHI, tr|A0A452DZ98|A0A452DZ98_CAPHI, tr|A0A452E9Y0|A0A452E9Y0_CAPHI, tr|A0A452FUA2|A0A452FUA2_CAPHI
OG0000089	sp|Q8NGS6|O13C3_HUMAN	tr|A0A452E2B0|A0A452E2B0_CAPHI
OG0000089	sp|Q8NGV5|O13D1_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q8NGS5|O13C4_HUMAN	tr|A0A452DVQ4|A0A452DVQ4_CAPHI
OG0000090	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A452DMF5|A0A452DMF5_CAPHI, tr|A0A452DXW2|A0A452DXW2_CAPHI, tr|A0A452FES6|A0A452FES6_CAPHI, tr|A0A452E3V5|A0A452E3V5_CAPHI, tr|A0A452DPB3|A0A452DPB3_CAPHI, tr|A0A452DX67|A0A452DX67_CAPHI, tr|A0A452E1S3|A0A452E1S3_CAPHI, tr|A0A452EGG4|A0A452EGG4_CAPHI, tr|A0A452G3J6|A0A452G3J6_CAPHI, tr|A0A452EFW2|A0A452EFW2_CAPHI, tr|A0A452EH91|A0A452EH91_CAPHI
OG0000092	sp|P20231|TRYB2_HUMAN, sp|Q15661|TRYB1_HUMAN, sp|Q9BZJ3|TRYD_HUMAN, sp|A6NIE9|PRS29_HUMAN, sp|Q9NRR2|TRYG1_HUMAN, sp|A1L453|PRS38_HUMAN, sp|Q7RTY5|PRS48_HUMAN, sp|Q7Z5A4|PRS42_HUMAN, sp|Q7RTY9|PRS41_HUMAN, sp|Q9Y6M0|TEST_HUMAN	tr|A0A452EHM3|A0A452EHM3_CAPHI, tr|A0A452G1R6|A0A452G1R6_CAPHI
OG0000094	sp|Q9C035|TRIM5_HUMAN	tr|A0A452DME4|A0A452DME4_CAPHI, tr|A0A452EP32|A0A452EP32_CAPHI, tr|A0A452FMB7|A0A452FMB7_CAPHI, tr|I7AHC8|I7AHC8_CAPHI, tr|A0A452DVI3|A0A452DVI3_CAPHI, tr|A0A452FK40|A0A452FK40_CAPHI
OG0000094	sp|Q9C030|TRIM6_HUMAN	tr|A0A452EPV5|A0A452EPV5_CAPHI
OG0000094	sp|Q8IYM9|TRI22_HUMAN, sp|Q9BYJ4|TRI34_HUMAN	tr|A0A452FFR7|A0A452FFR7_CAPHI
OG0000095	sp|Q9H606|PRORY_HUMAN	tr|A0A452DQ21|A0A452DQ21_CAPHI
OG0000095	sp|O00370|LORF2_HUMAN	tr|A0A452DP99|A0A452DP99_CAPHI, tr|A0A452DN46|A0A452DN46_CAPHI, tr|A0A452DR06|A0A452DR06_CAPHI, tr|A0A452DY14|A0A452DY14_CAPHI, tr|A0A452DMG0|A0A452DMG0_CAPHI, tr|A0A452DNP6|A0A452DNP6_CAPHI, tr|A0A452E2E8|A0A452E2E8_CAPHI, tr|A0A452DX86|A0A452DX86_CAPHI, tr|A0A452DX11|A0A452DX11_CAPHI
OG0000096	sp|P50993|AT1A2_HUMAN	tr|A0A452G963|A0A452G963_CAPHI
OG0000096	sp|P54707|AT12A_HUMAN	tr|A0A452FSR2|A0A452FSR2_CAPHI
OG0000096	sp|P20648|ATP4A_HUMAN	tr|A0A452FAW7|A0A452FAW7_CAPHI
OG0000096	sp|Q13733|AT1A4_HUMAN	tr|A0A452FZ51|A0A452FZ51_CAPHI
OG0000096	sp|P05023|AT1A1_HUMAN	tr|A0A452F0N6|A0A452F0N6_CAPHI
OG0000096	sp|P13637|AT1A3_HUMAN	tr|A0A452FEU5|A0A452FEU5_CAPHI
OG0000097	sp|Q8NGN7|O10D4_HUMAN	tr|A0A452EHA8|A0A452EHA8_CAPHI
OG0000097	sp|Q8NH80|O10D3_HUMAN	tr|A0A452FRL8|A0A452FRL8_CAPHI, tr|A0A452ECX2|A0A452ECX2_CAPHI, tr|A0A452E8J0|A0A452E8J0_CAPHI, tr|A0A452FUP4|A0A452FUP4_CAPHI, tr|A0A452E0L5|A0A452E0L5_CAPHI, tr|A0A452F2L5|A0A452F2L5_CAPHI, tr|A0A452FYC3|A0A452FYC3_CAPHI, tr|A0A452EE26|A0A452EE26_CAPHI, tr|A0A452DMP8|A0A452DMP8_CAPHI
OG0000098	sp|P61626|LYSC_HUMAN	tr|A0A452EZG4|A0A452EZG4_CAPHI, tr|A0A452GB16|A0A452GB16_CAPHI, tr|A0A452FMZ1|A0A452FMZ1_CAPHI, tr|A0A452FY91|A0A452FY91_CAPHI, tr|A0A452DST2|A0A452DST2_CAPHI, tr|A0A452FFJ3|A0A452FFJ3_CAPHI, tr|A0A452FQN9|A0A452FQN9_CAPHI, tr|A0A452E6G0|A0A452E6G0_CAPHI, tr|M9PPI4|M9PPI4_CAPHI, sp|P37714|LYSC2_CAPHI, sp|P37713|LYSC1_CAPHI
OG0000099	sp|P09651|ROA1_HUMAN	tr|A0A452F2G8|A0A452F2G8_CAPHI
OG0000099	sp|Q32P51|RA1L2_HUMAN	tr|A0A452E9U1|A0A452E9U1_CAPHI
OG0000099	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A452DWD7|A0A452DWD7_CAPHI, tr|A0A452G1G3|A0A452G1G3_CAPHI
OG0000101	sp|P29016|CD1B_HUMAN	tr|A0A452E8E1|A0A452E8E1_CAPHI, tr|A0A452FIJ6|A0A452FIJ6_CAPHI, tr|A0A452FZ52|A0A452FZ52_CAPHI, tr|A0A452G243|A0A452G243_CAPHI, tr|A0A452DZX5|A0A452DZX5_CAPHI, tr|A0A452G6Q3|A0A452G6Q3_CAPHI, tr|A0A452EGU9|A0A452EGU9_CAPHI
OG0000101	sp|P29017|CD1C_HUMAN, sp|P06126|CD1A_HUMAN	tr|A0A452EW61|A0A452EW61_CAPHI, tr|A0A452DUY0|A0A452DUY0_CAPHI
OG0000102	sp|Q96LI6|HSFY1_HUMAN	tr|A0A452EMM7|A0A452EMM7_CAPHI, tr|A0A452FLK3|A0A452FLK3_CAPHI, tr|A0A452F5M2|A0A452F5M2_CAPHI, tr|A0A452F9Q6|A0A452F9Q6_CAPHI, tr|A0A452FW13|A0A452FW13_CAPHI, tr|A0A452FLQ6|A0A452FLQ6_CAPHI, tr|A0A452ESI4|A0A452ESI4_CAPHI, tr|A0A452E4S4|A0A452E4S4_CAPHI, tr|A0A452E910|A0A452E910_CAPHI, tr|A0A452DKM5|A0A452DKM5_CAPHI, tr|A0A452DKY4|A0A452DKY4_CAPHI
OG0000103	sp|Q6NUI1|C144L_HUMAN, sp|Q8IYA2|C144C_HUMAN, sp|A2RUR9|C144A_HUMAN, sp|Q3MJ40|C144B_HUMAN	tr|A0A452G7N7|A0A452G7N7_CAPHI
OG0000103	sp|Q96IX9|A26L1_HUMAN, sp|Q5JPF3|AN36C_HUMAN, sp|A6QL64|AN36A_HUMAN, sp|Q8N2N9|AN36B_HUMAN, sp|A6NC57|ANR62_HUMAN, sp|Q9UPS8|ANR26_HUMAN	tr|A0A452FRD4|A0A452FRD4_CAPHI
OG0000104	sp|A0A0A0MS00|LV332_HUMAN, sp|P01714|LV319_HUMAN, sp|A0A075B6K5|LV39_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|P80748|LV321_HUMAN, sp|P01715|LV301_HUMAN, sp|A0A075B6J6|LV322_HUMAN, sp|P01718|LV327_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A075B6K0|LV316_HUMAN, sp|A0A075B6K4|LV310_HUMAN	tr|A0A452F0P5|A0A452F0P5_CAPHI
OG0000108	sp|Q8NGS1|OR1J4_HUMAN	tr|A0A452DNU6|A0A452DNU6_CAPHI, tr|A0A452EA36|A0A452EA36_CAPHI, tr|A0A452E2N3|A0A452E2N3_CAPHI, tr|A0A452DQX1|A0A452DQX1_CAPHI, tr|A0A452DV98|A0A452DV98_CAPHI
OG0000108	sp|Q8NGS2|OR1J2_HUMAN	tr|A0A452E806|A0A452E806_CAPHI
OG0000108	sp|Q8NGS3|OR1J1_HUMAN	tr|A0A452DZ24|A0A452DZ24_CAPHI, tr|A0A452EVB8|A0A452EVB8_CAPHI
