Orthogroup	Homo_sapiens	Jaculus_jaculus
OG0000031	sp|P13688|CEAM1_HUMAN, sp|Q6UY09|CEA20_HUMAN, sp|A8MTB9|CEA18_HUMAN, sp|P06731|CEAM5_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|Q15238|PSG5_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q13046|PSG7_HUMAN	tr|A0A8C5KQC9|A0A8C5KQC9_JACJA
OG0000032	sp|Q8NH41|OR4KF_HUMAN	tr|A0A8C5KHW4|A0A8C5KHW4_JACJA
OG0000032	sp|Q8NGD4|OR4K1_HUMAN	tr|A0A8C5NXN1|A0A8C5NXN1_JACJA
OG0000032	sp|Q8NGC6|OR4KH_HUMAN, sp|Q8NH42|OR4KD_HUMAN, sp|Q8NGD5|OR4KE_HUMAN, sp|Q8NGD2|OR4K2_HUMAN, sp|Q8NGC2|OR4E2_HUMAN, sp|Q96R72|OR4K3_HUMAN, sp|Q8NH43|OR4L1_HUMAN, sp|Q6IEY1|OR4F3_HUMAN, sp|O95013|O4F21_HUMAN, sp|Q8NGB8|O4F15_HUMAN, sp|Q8NGB9|OR4F6_HUMAN, sp|Q8NGA8|O4F17_HUMAN, sp|Q8NH21|OR4F5_HUMAN, sp|Q96R69|OR4F4_HUMAN	tr|A0A8C5JVL6|A0A8C5JVL6_JACJA
OG0000034	sp|P08729|K2C7_HUMAN	tr|A0A8C5L8A8|A0A8C5L8A8_JACJA
OG0000034	sp|P05787|K2C8_HUMAN	tr|A0A8C5JWL1|A0A8C5JWL1_JACJA, tr|A0A8C5K0M8|A0A8C5K0M8_JACJA, tr|A0A8C5KVH9|A0A8C5KVH9_JACJA, tr|A0A8C5NXR0|A0A8C5NXR0_JACJA, tr|A0A8C5KUT8|A0A8C5KUT8_JACJA, tr|A0A8C5K871|A0A8C5K871_JACJA, tr|A0A8C5NYG9|A0A8C5NYG9_JACJA, tr|A0A8C5LK43|A0A8C5LK43_JACJA, tr|A0A8C5L5R0|A0A8C5L5R0_JACJA, tr|A0A8C5NVQ8|A0A8C5NVQ8_JACJA, tr|A0A8C5L7V0|A0A8C5L7V0_JACJA, tr|A0A8C5NUZ4|A0A8C5NUZ4_JACJA, tr|A0A8C5K0D0|A0A8C5K0D0_JACJA, tr|A0A8C5KM78|A0A8C5KM78_JACJA, tr|A0A8C5K8P8|A0A8C5K8P8_JACJA, tr|A0A8C5JVB6|A0A8C5JVB6_JACJA, tr|A0A8C5P0I3|A0A8C5P0I3_JACJA
OG0000036	sp|Q04695|K1C17_HUMAN	tr|A0A8C5NW22|A0A8C5NW22_JACJA
OG0000036	sp|P08779|K1C16_HUMAN	tr|A0A8C5L9K5|A0A8C5L9K5_JACJA
OG0000036	sp|P02533|K1C14_HUMAN	tr|A0A8C5LJD0|A0A8C5LJD0_JACJA
OG0000036	sp|P08727|K1C19_HUMAN	tr|A0A8C5LIM8|A0A8C5LIM8_JACJA
OG0000036	sp|P35527|K1C9_HUMAN	tr|A0A8C5LA62|A0A8C5LA62_JACJA
OG0000036	sp|Q99456|K1C12_HUMAN	tr|A0A8C5LCZ2|A0A8C5LCZ2_JACJA
OG0000036	sp|P13645|K1C10_HUMAN	tr|A0A8C5LBT9|A0A8C5LBT9_JACJA
OG0000036	sp|P13646|K1C13_HUMAN	tr|A0A8C5NUN8|A0A8C5NUN8_JACJA
OG0000036	sp|P19012|K1C15_HUMAN	tr|A0A8C5LIY1|A0A8C5LIY1_JACJA
OG0000037	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A8C5P3E8|A0A8C5P3E8_JACJA
OG0000037	tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R48|OR2A5_HUMAN, sp|O95047|OR2A4_HUMAN, sp|Q96R45|OR2A7_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q9H210|OR2D2_HUMAN	tr|A0A8C5KEW7|A0A8C5KEW7_JACJA
OG0000040	sp|Q16696|CP2AD_HUMAN	tr|A0A8C5NWP5|A0A8C5NWP5_JACJA
OG0000040	sp|P33261|CP2CJ_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P33260|CP2CI_HUMAN, sp|P10632|CP2C8_HUMAN	tr|A0A8C5K221|A0A8C5K221_JACJA
OG0000040	sp|P05181|CP2E1_HUMAN	tr|A0A8C5JYP9|A0A8C5JYP9_JACJA
OG0000040	sp|Q6ZSU1|C2G1P_HUMAN, sp|P20813|CP2B6_HUMAN	tr|A0A8C5KMC6|A0A8C5KMC6_JACJA
OG0000040	sp|P24903|CP2F1_HUMAN	tr|A0A8C5K8P6|A0A8C5K8P6_JACJA
OG0000040	sp|P20853|CP2A7_HUMAN, sp|P11509|CP2A6_HUMAN	tr|A0A8C5K4G6|A0A8C5K4G6_JACJA
OG0000041	sp|Q9Y5F3|PCDB1_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9UN66|PCDB8_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN	tr|A0A8C5JUU4|A0A8C5JUU4_JACJA
OG0000046	sp|Q96P20|NLRP3_HUMAN	tr|A0A8C5NW00|A0A8C5NW00_JACJA
OG0000046	sp|Q86W25|NAL13_HUMAN, sp|P59045|NAL11_HUMAN, sp|Q7RTR0|NLRP9_HUMAN, sp|Q96MN2|NALP4_HUMAN	tr|A0A8C5JWC9|A0A8C5JWC9_JACJA
OG0000046	sp|P59047|NALP5_HUMAN, sp|Q86W24|NAL14_HUMAN	tr|A0A8C5LIY4|A0A8C5LIY4_JACJA
OG0000048	sp|Q6UXG8|BTNL9_HUMAN	tr|A0A8C5NVM7|A0A8C5NVM7_JACJA
OG0000048	sp|Q13410|BT1A1_HUMAN	tr|A0A8C5KIA6|A0A8C5KIA6_JACJA
OG0000048	sp|Q96KV6|BT2A3_HUMAN, sp|Q7KYR7|BT2A1_HUMAN, sp|Q8WVV5|BT2A2_HUMAN	tr|A0A8C5KQV1|A0A8C5KQV1_JACJA
OG0000048	sp|Q9UIR0|BTNL2_HUMAN, sp|A8MVZ5|BTNLA_HUMAN	tr|A0A8C5LKS2|A0A8C5LKS2_JACJA
OG0000050	sp|Q9Y5Y4|PD2R2_HUMAN, sp|Q9NPC1|LT4R2_HUMAN, sp|Q15722|LT4R1_HUMAN, sp|Q99788|CML1_HUMAN, sp|P46091|CML2_HUMAN, sp|Q49SQ1|GPR33_HUMAN, sp|P21462|FPR1_HUMAN, sp|P25090|FPR2_HUMAN, sp|P25089|FPR3_HUMAN, sp|O75388|GPR32_HUMAN, sp|Q8NGA4|G32P1_HUMAN, sp|P21730|C5AR1_HUMAN, sp|Q9P296|C5AR2_HUMAN, sp|Q16581|C3AR_HUMAN	tr|A0A8C5P4A5|A0A8C5P4A5_JACJA
OG0000051	sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN	tr|A0A8C5KPY6|A0A8C5KPY6_JACJA
OG0000052	sp|Q9ULB5|CADH7_HUMAN	tr|A0A8C5KZB9|A0A8C5KZB9_JACJA
OG0000052	sp|Q9HBT6|CAD20_HUMAN	tr|A0A8C5P2U0|A0A8C5P2U0_JACJA
OG0000052	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A8C5NZ37|A0A8C5NZ37_JACJA
OG0000052	sp|Q9ULB4|CADH9_HUMAN	tr|A0A8C5K046|A0A8C5K046_JACJA
OG0000052	sp|P55285|CADH6_HUMAN	tr|A0A8C5LBL2|A0A8C5LBL2_JACJA
OG0000052	sp|Q9UJ99|CAD22_HUMAN, sp|Q9H159|CAD19_HUMAN	tr|A0A8C5KYN9|A0A8C5KYN9_JACJA
OG0000053	sp|Q49AA0|ZFP69_HUMAN, sp|Q9UJL9|ZF69B_HUMAN, sp|Q8N859|ZN713_HUMAN, sp|Q9P2J8|ZN624_HUMAN, sp|Q8NB42|ZN527_HUMAN, sp|Q8NC26|ZN114_HUMAN, sp|Q86TJ5|ZN554_HUMAN, sp|A8MT65|ZN891_HUMAN, sp|Q6NX49|ZN544_HUMAN, sp|Q9UJW8|ZN180_HUMAN, sp|P21506|ZNF10_HUMAN, sp|Q3ZCX4|ZN568_HUMAN, sp|Q96RE9|ZN300_HUMAN, sp|Q2M218|ZN630_HUMAN	tr|A0A8C5K095|A0A8C5K095_JACJA
OG0000054	sp|P0DPK5|H3Y2_HUMAN, sp|P0DPK2|H3Y1_HUMAN	tr|A0A8C5NUC2|A0A8C5NUC2_JACJA
OG0000054	sp|Q5TEC6|H37_HUMAN, sp|P68431|H31_HUMAN, sp|Q16695|H31T_HUMAN	tr|A0A8C5L101|A0A8C5L101_JACJA
OG0000054	sp|Q71DI3|H32_HUMAN	tr|A0A8C5KHQ4|A0A8C5KHQ4_JACJA
OG0000054	sp|P84243|H33_HUMAN	tr|A0A8C5LF56|A0A8C5LF56_JACJA, tr|A0A8C5KJD8|A0A8C5KJD8_JACJA
OG0000055	sp|A0A1W2PPF3|DUXB_HUMAN, sp|A6NLW8|DUXA_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ85|DU4L2_HUMAN	tr|A0A8C5P4D0|A0A8C5P4D0_JACJA
OG0000057	sp|P60410|KR108_HUMAN	tr|A0A8C5KAB7|A0A8C5KAB7_JACJA
OG0000057	sp|P60370|KR105_HUMAN, sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60371|KR106_HUMAN, sp|P60372|KR104_HUMAN, sp|P60331|KR101_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60411|KR109_HUMAN, sp|P60369|KR103_HUMAN	tr|A0A8C5NW09|A0A8C5NW09_JACJA, tr|A0A8C5K750|A0A8C5K750_JACJA
OG0000059	sp|P49326|FMO5_HUMAN	tr|A0A8C5L2Z2|A0A8C5L2Z2_JACJA
OG0000059	sp|P31513|FMO3_HUMAN	tr|A0A8C5L6Y2|A0A8C5L6Y2_JACJA
OG0000059	sp|O60774|FMO6_HUMAN	tr|A0A8C5NU77|A0A8C5NU77_JACJA
OG0000059	sp|Q01740|FMO1_HUMAN	tr|A0A8C5K0X8|A0A8C5K0X8_JACJA
OG0000059	sp|Q99518|FMO2_HUMAN	tr|A0A8C5L1F1|A0A8C5L1F1_JACJA
OG0000061	sp|O00338|ST1C2_HUMAN	tr|A0A8C5P030|A0A8C5P030_JACJA
OG0000061	sp|Q6IMI4|ST6B1_HUMAN	tr|A0A8C5L715|A0A8C5L715_JACJA
OG0000061	sp|P50225|ST1A1_HUMAN, sp|P50226|ST1A2_HUMAN, sp|P0DMM9|ST1A3_HUMAN, sp|P0DMN0|ST1A4_HUMAN	tr|A0A8C5L258|A0A8C5L258_JACJA
OG0000061	sp|O43704|ST1B1_HUMAN	tr|A0A8C5NZK0|A0A8C5NZK0_JACJA
OG0000061	sp|O75897|ST1C4_HUMAN, sp|Q6IMI6|ST1C3_HUMAN	tr|A0A8C5KXN8|A0A8C5KXN8_JACJA
OG0000062	sp|Q8NH07|O11H2_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|B2RN74|O11HC_HUMAN, sp|Q8NGC7|O11H6_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC9|O11H4_HUMAN, sp|Q8NGC1|O11G2_HUMAN, sp|Q9GZK7|O11A1_HUMAN, sp|Q8NGY6|OR6N2_HUMAN, sp|Q8NGY5|OR6N1_HUMAN, sp|Q8NGY2|OR6K2_HUMAN, sp|Q8NGW6|OR6K6_HUMAN, sp|Q8NGY3|OR6K3_HUMAN	tr|A0A8C5KFH3|A0A8C5KFH3_JACJA
OG0000063	sp|P51991|ROA3_HUMAN	tr|A0A8C5JWM3|A0A8C5JWM3_JACJA, tr|A0A8C5L0E6|A0A8C5L0E6_JACJA, tr|A0A8C5K149|A0A8C5K149_JACJA, tr|A0A8C5P2L3|A0A8C5P2L3_JACJA, tr|A0A8C5LKB3|A0A8C5LKB3_JACJA, tr|A0A8C5LK34|A0A8C5LK34_JACJA, tr|A0A8C5L049|A0A8C5L049_JACJA, tr|A0A8C5KP22|A0A8C5KP22_JACJA, tr|A0A8C5JZG9|A0A8C5JZG9_JACJA, tr|A0A8C5K4A2|A0A8C5K4A2_JACJA, tr|A0A8C5KZT8|A0A8C5KZT8_JACJA, tr|A0A8C5JWU0|A0A8C5JWU0_JACJA, tr|A0A8C5KXN9|A0A8C5KXN9_JACJA
OG0000065	sp|Q8ND90|PNMA1_HUMAN	tr|A0A8C5JY44|A0A8C5JY44_JACJA
OG0000065	sp|Q96BY2|MOAP1_HUMAN, sp|Q9UL42|PNMA2_HUMAN, sp|Q9UL41|PNMA3_HUMAN, sp|A0A1B0GUJ8|PNM8C_HUMAN, sp|Q9H0W5|CCDC8_HUMAN, sp|Q86V59|PNM8A_HUMAN, sp|P0CW24|PNM6A_HUMAN, sp|A0A0J9YX94|PMA6F_HUMAN, sp|A0A0J9YXQ4|PMA6E_HUMAN, sp|Q96PV4|PNMA5_HUMAN	tr|A0A8C5LAB6|A0A8C5LAB6_JACJA
OG0000066	sp|A6NI73|LIRA5_HUMAN, sp|P04217|A1BG_HUMAN, sp|Q8NHJ6|LIRB4_HUMAN, sp|O75022|LIRB3_HUMAN, sp|O75023|LIRB5_HUMAN, sp|Q8NHL6|LIRB1_HUMAN, sp|Q8N423|LIRB2_HUMAN, sp|Q6PI73|LIRA6_HUMAN, sp|P59901|LIRA4_HUMAN, sp|O75019|LIRA1_HUMAN, sp|Q8N6C8|LIRA3_HUMAN, sp|Q8N149|LIRA2_HUMAN	tr|A0A8C5KJZ7|A0A8C5KJZ7_JACJA
OG0000068	sp|A6NND4|O2AT4_HUMAN	tr|A0A8C5KKF2|A0A8C5KKF2_JACJA
OG0000068	sp|Q8NGW1|OR6B3_HUMAN, sp|Q6IFH4|OR6B2_HUMAN	tr|A0A8C5KHD9|A0A8C5KHD9_JACJA
OG0000068	sp|Q8NGX9|OR6P1_HUMAN, sp|Q8NGX8|OR6Y1_HUMAN	tr|A0A8C5KFR1|A0A8C5KFR1_JACJA
OG0000068	sp|O95222|OR6A2_HUMAN	tr|A0A8C5K085|A0A8C5K085_JACJA
OG0000068	sp|O95007|OR6B1_HUMAN	tr|A0A8C5KQ40|A0A8C5KQ40_JACJA
OG0000069	sp|P08572|CO4A2_HUMAN	tr|A0A8C5KKT3|A0A8C5KKT3_JACJA
OG0000069	sp|Q14031|CO4A6_HUMAN	tr|A0A8C5NWG3|A0A8C5NWG3_JACJA
OG0000069	sp|P53420|CO4A4_HUMAN	tr|A0A8C5L503|A0A8C5L503_JACJA
OG0000069	sp|P02462|CO4A1_HUMAN	tr|A0A8C5L911|A0A8C5L911_JACJA
OG0000069	sp|P29400|CO4A5_HUMAN	tr|A0A8C5KV49|A0A8C5KV49_JACJA
OG0000069	sp|Q01955|CO4A3_HUMAN	tr|A0A8C5LI83|A0A8C5LI83_JACJA
OG0000070	sp|Q95460|HMR1_HUMAN, sp|P04439|HLAA_HUMAN, sp|P01893|HLAH_HUMAN, sp|P01889|HLAB_HUMAN, sp|P10321|HLAC_HUMAN, sp|P17693|HLAG_HUMAN, sp|P30511|HLAF_HUMAN, sp|P13747|HLAE_HUMAN, sp|Q30201|HFE_HUMAN, sp|Q29980|MICB_HUMAN, sp|Q29983|MICA_HUMAN	tr|A0A8C5KJN4|A0A8C5KJN4_JACJA
OG0000071	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|A0A8C5KIQ0|A0A8C5KIQ0_JACJA
OG0000071	sp|P34931|HS71L_HUMAN	tr|A0A8C5L221|A0A8C5L221_JACJA
OG0000071	sp|P11142|HSP7C_HUMAN	tr|A0A8C5KGT2|A0A8C5KGT2_JACJA, tr|A0A8C5LBJ1|A0A8C5LBJ1_JACJA
OG0000071	sp|P54652|HSP72_HUMAN	tr|A0A8C5JX97|A0A8C5JX97_JACJA
OG0000073	sp|P0CF74|IGLC6_HUMAN, sp|A0M8Q6|IGLC7_HUMAN, sp|P0DOY3|IGLC3_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0CG04|IGLC1_HUMAN, sp|P15814|IGLL1_HUMAN, sp|B9A064|IGLL5_HUMAN, sp|P01850|TRBC1_HUMAN, sp|A0A5B9|TRBC2_HUMAN, sp|A0A0A0MT76|LJ01_HUMAN, sp|P01834|IGKC_HUMAN	tr|A0A8C5KE53|A0A8C5KE53_JACJA
OG0000074	sp|Q8NGY1|O10Z1_HUMAN, sp|Q8NGX3|O10T2_HUMAN, sp|Q8NH08|O10AC_HUMAN, sp|Q6IF99|O10K2_HUMAN, sp|Q8NGX5|O10K1_HUMAN, sp|Q8NGA5|O10H4_HUMAN, sp|O60404|O10H3_HUMAN	tr|A0A8C5KG27|A0A8C5KG27_JACJA
OG0000074	sp|O60403|O10H2_HUMAN, sp|Q9Y4A9|O10H1_HUMAN, sp|Q8NGA6|O10H5_HUMAN	tr|A0A8C5KCI2|A0A8C5KCI2_JACJA
OG0000081	sp|P51677|CCR3_HUMAN	tr|A0A8C5JWV6|A0A8C5JWV6_JACJA
OG0000081	sp|P32246|CCR1_HUMAN	tr|A0A8C5NUY2|A0A8C5NUY2_JACJA
OG0000081	sp|P41597|CCR2_HUMAN	tr|A0A8C5K0A5|A0A8C5K0A5_JACJA
OG0000081	sp|P51681|CCR5_HUMAN	tr|A0A8C5K056|A0A8C5K056_JACJA
OG0000083	sp|P29320|EPHA3_HUMAN	tr|A0A8C5LCU8|A0A8C5LCU8_JACJA
OG0000083	sp|P54756|EPHA5_HUMAN	tr|A0A8C5LG88|A0A8C5LG88_JACJA
OG0000083	sp|P54764|EPHA4_HUMAN	tr|A0A8C5LD47|A0A8C5LD47_JACJA
OG0000083	sp|Q15375|EPHA7_HUMAN	tr|A0A8C5KRU1|A0A8C5KRU1_JACJA
OG0000083	sp|P29322|EPHA8_HUMAN	tr|A0A8C5NZQ7|A0A8C5NZQ7_JACJA
OG0000084	sp|Q9UPS8|ANR26_HUMAN	tr|A0A8C5L6G5|A0A8C5L6G5_JACJA
OG0000084	sp|Q5JPF3|AN36C_HUMAN, sp|A6QL64|AN36A_HUMAN, sp|Q8N2N9|AN36B_HUMAN, sp|A6NC57|ANR62_HUMAN, sp|A2RUR9|C144A_HUMAN, sp|Q8IYA2|C144C_HUMAN, sp|Q3MJ40|C144B_HUMAN, sp|Q6NUI1|C144L_HUMAN	tr|A0A8C5KQQ1|A0A8C5KQQ1_JACJA
OG0000085	sp|P07900|HS90A_HUMAN	tr|A0A8C5L1K2|A0A8C5L1K2_JACJA, tr|A0A8C5LDS1|A0A8C5LDS1_JACJA
OG0000085	sp|Q14568|HS902_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN, sp|P08238|HS90B_HUMAN	tr|A0A8C5L1T1|A0A8C5L1T1_JACJA
OG0000087	sp|P16403|H12_HUMAN	tr|A0A8C5NYI5|A0A8C5NYI5_JACJA
OG0000087	sp|P16401|H15_HUMAN, sp|P10412|H14_HUMAN, sp|P16402|H13_HUMAN, sp|P22492|H1T_HUMAN, sp|Q02539|H11_HUMAN, sp|Q92522|H1X_HUMAN, sp|P60008|HILS1_HUMAN, sp|Q75WM6|H1FNT_HUMAN	tr|A0A8C5KI64|A0A8C5KI64_JACJA
OG0000088	sp|Q9H0R5|GBP3_HUMAN, sp|P32455|GBP1_HUMAN, sp|P32456|GBP2_HUMAN	tr|A0A8C5KRI1|A0A8C5KRI1_JACJA
OG0000088	sp|Q6ZN66|GBP6_HUMAN	tr|A0A8C5L784|A0A8C5L784_JACJA
OG0000088	sp|Q96PP9|GBP4_HUMAN, sp|Q8N8V2|GBP7_HUMAN	tr|A0A8C5KVH0|A0A8C5KVH0_JACJA
OG0000088	sp|Q96PP8|GBP5_HUMAN	tr|A0A8C5JYM7|A0A8C5JYM7_JACJA
OG0000090	sp|O94788|AL1A2_HUMAN	tr|A0A8C5P2P2|A0A8C5P2P2_JACJA
OG0000090	sp|P00352|AL1A1_HUMAN	tr|A0A8C5L4S5|A0A8C5L4S5_JACJA, tr|A0A8C5KX73|A0A8C5KX73_JACJA
OG0000090	sp|P47895|AL1A3_HUMAN	tr|A0A8C5K196|A0A8C5K196_JACJA
OG0000090	sp|P05091|ALDH2_HUMAN	tr|A0A8C5P5J2|A0A8C5P5J2_JACJA
OG0000090	sp|P30837|AL1B1_HUMAN	tr|A0A8C5JZX0|A0A8C5JZX0_JACJA
OG0000092	sp|Q53FZ2|ACSM3_HUMAN	tr|A0A8C5KTT6|A0A8C5KTT6_JACJA
OG0000092	sp|Q6NUN0|ACSM5_HUMAN	tr|A0A8C5L1L5|A0A8C5L1L5_JACJA
OG0000092	sp|Q68CK6|ACS2B_HUMAN, sp|Q08AH3|ACS2A_HUMAN, sp|Q08AH1|ACSM1_HUMAN	tr|A0A8C5KKA2|A0A8C5KKA2_JACJA
OG0000092	sp|Q6P461|ACSM6_HUMAN, sp|P0C7M7|ACSM4_HUMAN	tr|A0A8C5KLG8|A0A8C5KLG8_JACJA
OG0000093	sp|P0C628|O5AC1_HUMAN, sp|Q9NZP5|O5AC2_HUMAN	tr|A0A8C5K5F2|A0A8C5K5F2_JACJA
OG0000093	sp|Q8NGV7|OR5H2_HUMAN, sp|P0DN80|OR5H8_HUMAN, sp|Q8NGV6|OR5H6_HUMAN, sp|A6NHG9|O5H14_HUMAN, sp|A6NDH6|O5H15_HUMAN, sp|A6NKK0|OR5H1_HUMAN	tr|A0A8C5KGE3|A0A8C5KGE3_JACJA, tr|A0A8C5KLG0|A0A8C5KLG0_JACJA
OG0000094	sp|Q9NVA2|SEP11_HUMAN	tr|A0A8C5K5K0|A0A8C5K5K0_JACJA
OG0000094	sp|Q9P0V9|SEP10_HUMAN	tr|A0A8C5NYP5|A0A8C5NYP5_JACJA
OG0000094	sp|C0HM01|RBRP_HUMAN, sp|Q6ZU15|SEP14_HUMAN	tr|A0A8C5KJQ5|A0A8C5KJQ5_JACJA
OG0000094	sp|Q92599|SEPT8_HUMAN	tr|A0A8C5LDV3|A0A8C5LDV3_JACJA
OG0000094	sp|Q14141|SEPT6_HUMAN	tr|A0A8C5P3J0|A0A8C5P3J0_JACJA
OG0000095	sp|P15880|RS2_HUMAN	tr|A0A8C5NWK0|A0A8C5NWK0_JACJA, tr|A0A8C5L8K9|A0A8C5L8K9_JACJA, tr|A0A8C5JWG3|A0A8C5JWG3_JACJA, tr|A0A8C5KD77|A0A8C5KD77_JACJA, tr|A0A8C5NXD9|A0A8C5NXD9_JACJA, tr|A0A8C5LNU9|A0A8C5LNU9_JACJA, tr|A0A8C5LBQ3|A0A8C5LBQ3_JACJA, tr|A0A8C5P5M3|A0A8C5P5M3_JACJA, tr|A0A8C5K3U6|A0A8C5K3U6_JACJA, tr|A0A8C5K514|A0A8C5K514_JACJA
OG0000096	sp|P61077|UB2D3_HUMAN	tr|A0A8C5JTV6|A0A8C5JTV6_JACJA
OG0000096	sp|P62837|UB2D2_HUMAN	tr|A0A8C5K7Z2|A0A8C5K7Z2_JACJA, tr|A0A8C5NZH7|A0A8C5NZH7_JACJA
OG0000096	sp|P51668|UB2D1_HUMAN, sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A8C5K080|A0A8C5K080_JACJA
OG0000097	sp|P61978|HNRPK_HUMAN	tr|A0A8C5KFR4|A0A8C5KFR4_JACJA, tr|A0A8C5KXJ0|A0A8C5KXJ0_JACJA, tr|A0A8C5LGH1|A0A8C5LGH1_JACJA, tr|A0A8C5KEZ4|A0A8C5KEZ4_JACJA, tr|A0A8C5P2Y9|A0A8C5P2Y9_JACJA, tr|A0A8C5K8V5|A0A8C5K8V5_JACJA, tr|A0A8C5KDS0|A0A8C5KDS0_JACJA, tr|A0A8C5K2I9|A0A8C5K2I9_JACJA, tr|A0A8C5JUI6|A0A8C5JUI6_JACJA, tr|A0A8C5P3I9|A0A8C5P3I9_JACJA
OG0000101	sp|P13929|ENOB_HUMAN	tr|A0A8C5KQE8|A0A8C5KQE8_JACJA
OG0000101	sp|P09104|ENOG_HUMAN	tr|A0A8C5P442|A0A8C5P442_JACJA
OG0000101	sp|P06733|ENOA_HUMAN	tr|A0A8C5KM29|A0A8C5KM29_JACJA, tr|A0A8C5JYT9|A0A8C5JYT9_JACJA, tr|A0A8C5LA89|A0A8C5LA89_JACJA, tr|A0A8C5NUH6|A0A8C5NUH6_JACJA, tr|A0A8C5P3N2|A0A8C5P3N2_JACJA
OG0000102	sp|P04271|S100B_HUMAN, sp|P29034|S10A2_HUMAN, sp|P25815|S100P_HUMAN, sp|P80511|S10AC_HUMAN, sp|P20930|FILA_HUMAN, sp|Q6XPR3|RPTN_HUMAN, sp|Q07283|TRHY_HUMAN, sp|Q86YZ3|HORN_HUMAN, sp|Q5D862|FILA2_HUMAN	tr|A0A8C5KIG6|A0A8C5KIG6_JACJA
OG0000103	sp|Q96S37|S22AC_HUMAN	tr|A0A8C5L3V9|A0A8C5L3V9_JACJA
