Orthogroup	Homo_sapiens	Otolemur_garnettii
OG0000034	sp|Q96RC9|OR8B4_HUMAN	tr|H0XXT5|H0XXT5_OTOGA, tr|H0X336|H0X336_OTOGA, tr|H0WJH1|H0WJH1_OTOGA, tr|H0XIV0|H0XIV0_OTOGA, tr|H0WFN1|H0WFN1_OTOGA
OG0000035	sp|P05783|K1C18_HUMAN	tr|H0XNW6|H0XNW6_OTOGA, tr|H0XZD6|H0XZD6_OTOGA, tr|H0XQ61|H0XQ61_OTOGA, tr|H0XSG2|H0XSG2_OTOGA, tr|H0XSA0|H0XSA0_OTOGA, tr|H0XYT2|H0XYT2_OTOGA, tr|H0XXT1|H0XXT1_OTOGA, tr|H0XV09|H0XV09_OTOGA, tr|H0XND6|H0XND6_OTOGA, tr|H0Y247|H0Y247_OTOGA, tr|H0XZ53|H0XZ53_OTOGA, tr|H0XX27|H0XX27_OTOGA, tr|H0XN92|H0XN92_OTOGA, tr|H0XLC1|H0XLC1_OTOGA, tr|H0XI48|H0XI48_OTOGA, tr|H0XU28|H0XU28_OTOGA, tr|H0XTC7|H0XTC7_OTOGA, tr|H0XTR6|H0XTR6_OTOGA, tr|H0XQ20|H0XQ20_OTOGA
OG0000038	sp|Q9UF33|EPHA6_HUMAN	tr|H0WGM2|H0WGM2_OTOGA
OG0000038	sp|P29322|EPHA8_HUMAN	tr|H0WQP8|H0WQP8_OTOGA
OG0000038	sp|P54756|EPHA5_HUMAN	tr|H0WPF2|H0WPF2_OTOGA
OG0000038	sp|P29320|EPHA3_HUMAN	tr|H0X8S9|H0X8S9_OTOGA
OG0000038	sp|Q15375|EPHA7_HUMAN	tr|H0WJP9|H0WJP9_OTOGA
OG0000038	sp|P54764|EPHA4_HUMAN	tr|H0WZ34|H0WZ34_OTOGA
OG0000038	sp|P29323|EPHB2_HUMAN	tr|H0XBR1|H0XBR1_OTOGA
OG0000038	sp|P54762|EPHB1_HUMAN	tr|H0X8L0|H0X8L0_OTOGA
OG0000038	sp|P54753|EPHB3_HUMAN	tr|H0XNQ5|H0XNQ5_OTOGA
OG0000041	sp|Q96M43|NBPF4_HUMAN, sp|Q5VWK0|NBPF6_HUMAN, sp|Q86XG9|NBPF5_HUMAN, sp|P0C2Y1|NBPF7_HUMAN, sp|Q9H094|NBPF3_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|P0DPF2|NBPFK_HUMAN	tr|H0XKL1|H0XKL1_OTOGA
OG0000042	sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A5B6|TVB28_HUMAN, sp|A0A075B6N1|TVB19_HUMAN, sp|A0A075B6N4|TVBY1_HUMAN, sp|P0DTU4|TRBR2_HUMAN, sp|P01850|TRBC1_HUMAN, sp|A0A5B9|TRBC2_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN	tr|H0XTA8|H0XTA8_OTOGA
OG0000043	sp|P67809|YBOX1_HUMAN	tr|H0XUH3|H0XUH3_OTOGA, tr|H0XL40|H0XL40_OTOGA, tr|H0XNG5|H0XNG5_OTOGA, tr|H0Y150|H0Y150_OTOGA, tr|H0XJM1|H0XJM1_OTOGA, tr|H0XUN3|H0XUN3_OTOGA, tr|H0XM59|H0XM59_OTOGA, tr|H0XUN5|H0XUN5_OTOGA, tr|H0XIG1|H0XIG1_OTOGA, tr|H0XTP5|H0XTP5_OTOGA, tr|H0XP73|H0XP73_OTOGA, tr|H0XPI6|H0XPI6_OTOGA, tr|H0XC89|H0XC89_OTOGA, tr|H0XTV6|H0XTV6_OTOGA, tr|H0XNG3|H0XNG3_OTOGA, tr|H0WUW6|H0WUW6_OTOGA
OG0000044	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN	tr|H0WYN1|H0WYN1_OTOGA
OG0000045	sp|Q99878|H2A1J_HUMAN	tr|H0XEX0|H0XEX0_OTOGA
OG0000045	sp|P0C0S8|H2A1_HUMAN	tr|H0XTB4|H0XTB4_OTOGA
OG0000045	sp|Q6FI13|H2A2A_HUMAN	tr|H0XWI9|H0XWI9_OTOGA
OG0000045	sp|Q93077|H2A1C_HUMAN	tr|H0XYJ6|H0XYJ6_OTOGA
OG0000045	sp|Q7L7L0|H2A3_HUMAN	tr|H0X045|H0X045_OTOGA
OG0000045	sp|P04908|H2A1B_HUMAN	tr|H0XV68|H0XV68_OTOGA
OG0000045	sp|P20671|H2A1D_HUMAN	tr|H0Y2B9|H0Y2B9_OTOGA
OG0000046	sp|P13646|K1C13_HUMAN	tr|H0X4V5|H0X4V5_OTOGA
OG0000046	sp|P19012|K1C15_HUMAN	tr|H0X4V7|H0X4V7_OTOGA
OG0000046	sp|P02533|K1C14_HUMAN	tr|H0X4W1|H0X4W1_OTOGA
OG0000046	sp|P08779|K1C16_HUMAN	tr|H0Y1W1|H0Y1W1_OTOGA
OG0000046	sp|Q04695|K1C17_HUMAN	tr|H0Y219|H0Y219_OTOGA
OG0000046	sp|P08727|K1C19_HUMAN	tr|H0XS72|H0XS72_OTOGA
OG0000046	sp|P35527|K1C9_HUMAN	tr|H0X4W0|H0X4W0_OTOGA
OG0000046	sp|P13645|K1C10_HUMAN	tr|H0WM31|H0WM31_OTOGA
OG0000047	sp|Q9UKL2|O52A1_HUMAN	tr|H0XPW5|H0XPW5_OTOGA, tr|H0Y252|H0Y252_OTOGA, tr|H0Y1W7|H0Y1W7_OTOGA, tr|H0XKZ4|H0XKZ4_OTOGA, tr|H0XWS6|H0XWS6_OTOGA
OG0000047	sp|A6NMU1|O52A4_HUMAN	tr|H0XQR3|H0XQR3_OTOGA
OG0000047	sp|Q9H2C5|O52A5_HUMAN	tr|H0XTP3|H0XTP3_OTOGA, tr|H0XNQ9|H0XNQ9_OTOGA, tr|H0XPS3|H0XPS3_OTOGA, tr|H0XLY8|H0XLY8_OTOGA, tr|H0XXV6|H0XXV6_OTOGA, tr|H0Y166|H0Y166_OTOGA, tr|B4USM9|B4USM9_OTOGA
OG0000048	sp|P30954|O10J1_HUMAN	tr|H0XUM0|H0XUM0_OTOGA
OG0000048	sp|Q5JRS4|O10J3_HUMAN	tr|H0XL51|H0XL51_OTOGA
OG0000048	sp|P0C629|O10J4_HUMAN	tr|H0XIV9|H0XIV9_OTOGA
OG0000048	sp|Q8NGY7|O10J6_HUMAN	tr|H0XRQ7|H0XRQ7_OTOGA
OG0000048	sp|Q8NHC4|O10J5_HUMAN	tr|H0XI82|H0XI82_OTOGA
OG0000049	sp|Q7Z794|K2C1B_HUMAN	tr|H0X5E1|H0X5E1_OTOGA
OG0000049	sp|Q14CN4|K2C72_HUMAN	tr|H0X5D4|H0X5D4_OTOGA
OG0000049	sp|Q7RTS7|K2C74_HUMAN	tr|H0XY70|H0XY70_OTOGA
OG0000049	sp|Q86Y46|K2C73_HUMAN	tr|H0X5D7|H0X5D7_OTOGA
OG0000049	sp|Q3SY84|K2C71_HUMAN	tr|H0X5C6|H0X5C6_OTOGA
OG0000055	sp|Q8NH74|O10A6_HUMAN	tr|H0XIC2|H0XIC2_OTOGA
OG0000055	sp|P58181|O10A3_HUMAN	tr|H0XR03|H0XR03_OTOGA, tr|H0XI42|H0XI42_OTOGA, tr|H0XMI8|H0XMI8_OTOGA, tr|H0XW20|H0XW20_OTOGA, tr|H0XPS2|H0XPS2_OTOGA, tr|H0XU62|H0XU62_OTOGA, tr|H0XYS2|H0XYS2_OTOGA, tr|H0XJK4|H0XJK4_OTOGA, tr|H0XVZ6|H0XVZ6_OTOGA, tr|H0XZN3|H0XZN3_OTOGA, tr|H0XQ46|H0XQ46_OTOGA, tr|H0XMW6|H0XMW6_OTOGA
OG0000056	sp|Q5JUW0|KRBX4_HUMAN	tr|H0WXD4|H0WXD4_OTOGA
OG0000056	sp|Q2M3X9|ZN674_HUMAN	tr|H0XHB8|H0XHB8_OTOGA
OG0000056	sp|Q96PE6|ZIM3_HUMAN	tr|H0XYI1|H0XYI1_OTOGA, tr|H0XJY7|H0XJY7_OTOGA, tr|H0Y0M7|H0Y0M7_OTOGA, tr|H0XX69|H0XX69_OTOGA, tr|H0XA22|H0XA22_OTOGA, tr|H0XMZ6|H0XMZ6_OTOGA, tr|H0XUB7|H0XUB7_OTOGA, tr|H0XIY1|H0XIY1_OTOGA
OG0000056	sp|Q9Y6Q3|ZFP37_HUMAN	tr|H0WPM9|H0WPM9_OTOGA
OG0000057	tr|A0A8I5KQE6|A0A8I5KQE6_HUMAN	tr|H0XWN8|H0XWN8_OTOGA
OG0000057	sp|P08865|RSSA_HUMAN	tr|H0XSB9|H0XSB9_OTOGA, tr|H0XPR9|H0XPR9_OTOGA, tr|H0XPM6|H0XPM6_OTOGA, tr|H0XKV9|H0XKV9_OTOGA, tr|H0XTV1|H0XTV1_OTOGA, tr|H0XLS2|H0XLS2_OTOGA, tr|H0Y1N5|H0Y1N5_OTOGA, tr|H0XI63|H0XI63_OTOGA, tr|H0Y1F2|H0Y1F2_OTOGA, tr|H0XKY6|H0XKY6_OTOGA, tr|H0XUH5|H0XUH5_OTOGA, tr|H0XUF4|H0XUF4_OTOGA
OG0000058	sp|Q96SK3|ZN607_HUMAN	tr|H0WVK6|H0WVK6_OTOGA, tr|H0XZM9|H0XZM9_OTOGA
OG0000058	sp|Q86YE8|ZN573_HUMAN	tr|H0XM15|H0XM15_OTOGA
OG0000058	sp|Q86UE3|ZN546_HUMAN	tr|H0WRZ6|H0WRZ6_OTOGA
OG0000058	sp|Q9Y2G7|ZFP30_HUMAN	tr|H0Y017|H0Y017_OTOGA, tr|H0X977|H0X977_OTOGA
OG0000058	sp|Q49A33|Z876P_HUMAN	tr|H0WVD3|H0WVD3_OTOGA, tr|H0XXY6|H0XXY6_OTOGA, tr|H0WR86|H0WR86_OTOGA, tr|H0XUY3|H0XUY3_OTOGA
OG0000059	sp|P18621|RL17_HUMAN	tr|H0Y0V4|H0Y0V4_OTOGA, tr|H0XVJ4|H0XVJ4_OTOGA, tr|H0XHM6|H0XHM6_OTOGA, tr|H0XXY3|H0XXY3_OTOGA, tr|H0Y0X1|H0Y0X1_OTOGA, tr|H0XKL0|H0XKL0_OTOGA, tr|H0XKY1|H0XKY1_OTOGA, tr|H0XJ88|H0XJ88_OTOGA, tr|H0XLA1|H0XLA1_OTOGA, tr|H0XWQ3|H0XWQ3_OTOGA, tr|H0XVA8|H0XVA8_OTOGA, tr|H0XTH2|H0XTH2_OTOGA, tr|H0XUN1|H0XUN1_OTOGA, tr|H0XYA8|H0XYA8_OTOGA
OG0000063	sp|Q8WZ92|OR5P2_HUMAN	tr|H0XL96|H0XL96_OTOGA, tr|H0XYE2|H0XYE2_OTOGA
OG0000063	sp|Q8WZ94|OR5P3_HUMAN	tr|H0XH87|H0XH87_OTOGA, tr|H0Y297|H0Y297_OTOGA, tr|H0XWR5|H0XWR5_OTOGA, tr|H0XZR0|H0XZR0_OTOGA, tr|H0XK68|H0XK68_OTOGA, tr|H0XRF4|H0XRF4_OTOGA, tr|H0XQA0|H0XQA0_OTOGA, tr|H0XYP2|H0XYP2_OTOGA, tr|H0XN44|H0XN44_OTOGA, tr|H0XY92|H0XY92_OTOGA
OG0000064	sp|P18124|RL7_HUMAN	tr|H0WNQ6|H0WNQ6_OTOGA, tr|H0XVZ0|H0XVZ0_OTOGA, tr|H0XNB7|H0XNB7_OTOGA, tr|H0XM09|H0XM09_OTOGA, tr|H0XYY6|H0XYY6_OTOGA, tr|H0Y0W9|H0Y0W9_OTOGA, tr|H0XZT7|H0XZT7_OTOGA, tr|H0XJB4|H0XJB4_OTOGA, tr|H0XWV2|H0XWV2_OTOGA, tr|H0XHL8|H0XHL8_OTOGA, tr|H0Y0J6|H0Y0J6_OTOGA, tr|H0XV89|H0XV89_OTOGA, tr|H0XWI8|H0XWI8_OTOGA
OG0000065	sp|Q8NH48|OR5B3_HUMAN	tr|H0WFR5|H0WFR5_OTOGA
OG0000065	sp|Q96R09|OR5B2_HUMAN	tr|H0XL06|H0XL06_OTOGA
OG0000065	sp|Q96R08|OR5BC_HUMAN	tr|H0XZ12|H0XZ12_OTOGA
OG0000065	sp|A6NL26|OR5BL_HUMAN	tr|H0Y0W3|H0Y0W3_OTOGA, tr|H0XQH6|H0XQH6_OTOGA, tr|H0XR72|H0XR72_OTOGA, tr|H0XMX8|H0XMX8_OTOGA, tr|H0XW90|H0XW90_OTOGA, tr|H0XUV4|H0XUV4_OTOGA
OG0000066	sp|P05181|CP2E1_HUMAN	tr|H0WYA7|H0WYA7_OTOGA, tr|H0XJI7|H0XJI7_OTOGA, tr|H0XTI9|H0XTI9_OTOGA, tr|H0WS32|H0WS32_OTOGA, tr|H0Y2J7|H0Y2J7_OTOGA, tr|H0XPE3|H0XPE3_OTOGA, tr|H0WUH8|H0WUH8_OTOGA, tr|H0XIQ4|H0XIQ4_OTOGA, tr|H0XTI8|H0XTI8_OTOGA, tr|H0XMU9|H0XMU9_OTOGA, tr|H0XKQ3|H0XKQ3_OTOGA, tr|H0XMK8|H0XMK8_OTOGA, tr|H0Y206|H0Y206_OTOGA
OG0000067	sp|O43255|SIAH2_HUMAN	tr|H0WLT8|H0WLT8_OTOGA
OG0000067	sp|Q8IUQ4|SIAH1_HUMAN	tr|H0XK85|H0XK85_OTOGA, tr|H0Y0B7|H0Y0B7_OTOGA, tr|H0Y1K4|H0Y1K4_OTOGA, tr|H0Y1D8|H0Y1D8_OTOGA, tr|H0XTM6|H0XTM6_OTOGA, tr|H0Y018|H0Y018_OTOGA, tr|H0XXJ8|H0XXJ8_OTOGA, tr|H0XJR4|H0XJR4_OTOGA, tr|H0X0G6|H0X0G6_OTOGA, tr|H0XIX1|H0XIX1_OTOGA, tr|H0XKC1|H0XKC1_OTOGA
OG0000068	sp|P0C626|OR5G3_HUMAN	tr|H0Y0G9|H0Y0G9_OTOGA, tr|H0XL19|H0XL19_OTOGA
OG0000068	sp|Q8NH18|OR5J2_HUMAN	tr|H0XHB1|H0XHB1_OTOGA, tr|H0XKH2|H0XKH2_OTOGA, tr|H0WLJ6|H0WLJ6_OTOGA, tr|H0XJ39|H0XJ39_OTOGA, tr|H0XSS3|H0XSS3_OTOGA, tr|H0XQ17|H0XQ17_OTOGA, tr|H0Y0F8|H0Y0F8_OTOGA, tr|H0X5M3|H0X5M3_OTOGA, tr|H0XVH7|H0XVH7_OTOGA, tr|H0X2E1|H0X2E1_OTOGA
OG0000071	sp|P01615|KVD28_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|P06310|KV230_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|P01614|KVD40_HUMAN, sp|A0A087WW87|KV240_HUMAN	tr|H0XIK9|H0XIK9_OTOGA, tr|H0X758|H0X758_OTOGA
OG0000072	sp|Q8NGL1|OR5DI_HUMAN	tr|H0XUQ8|H0XUQ8_OTOGA, tr|H0X5N7|H0X5N7_OTOGA, tr|H0XMR2|H0XMR2_OTOGA
OG0000072	sp|Q8NGK9|OR5DG_HUMAN	tr|H0XHU3|H0XHU3_OTOGA
OG0000072	sp|Q8NGL3|OR5DE_HUMAN	tr|H0Y188|H0Y188_OTOGA
OG0000072	sp|Q8NGL4|OR5DD_HUMAN	tr|H0WSA1|H0WSA1_OTOGA
OG0000072	tr|A0A2R8Y4L6|A0A2R8Y4L6_HUMAN	tr|H0Y2H1|H0Y2H1_OTOGA, tr|H0XKJ0|H0XKJ0_OTOGA
OG0000073	sp|Q9H340|O51B6_HUMAN	tr|B4USN1|B4USN1_OTOGA
OG0000073	sp|Q9H339|O51B5_HUMAN	tr|B4USN0|B4USN0_OTOGA
OG0000073	sp|Q9Y5P1|O51B2_HUMAN	tr|H0XP20|H0XP20_OTOGA, tr|H0XYG4|H0XYG4_OTOGA, tr|H0XK30|H0XK30_OTOGA, tr|H0XIE2|H0XIE2_OTOGA
OG0000073	sp|Q9Y5P0|O51B4_HUMAN	tr|H0XIL3|H0XIL3_OTOGA, tr|H0WSR0|H0WSR0_OTOGA
OG0000074	sp|Q96PQ6|ZN317_HUMAN	tr|H0X459|H0X459_OTOGA
OG0000074	sp|Q13360|ZN177_HUMAN, sp|Q147U1|ZN846_HUMAN, sp|A8MUZ8|Z705G_HUMAN, sp|A8MWA4|Z705E_HUMAN, sp|P0CH99|Z705D_HUMAN, sp|P0CI00|Z705B_HUMAN, sp|Q6ZN79|Z705A_HUMAN, sp|Q8TC21|ZN596_HUMAN, sp|Q8N988|ZN557_HUMAN, sp|Q96NG5|ZN558_HUMAN	tr|H0WXY5|H0WXY5_OTOGA
OG0000075	sp|P11142|HSP7C_HUMAN	tr|H0XYD5|H0XYD5_OTOGA, tr|H0XM46|H0XM46_OTOGA, tr|H0Y000|H0Y000_OTOGA
OG0000075	sp|P54652|HSP72_HUMAN	tr|H0XX81|H0XX81_OTOGA
OG0000075	sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	tr|H0XNR5|H0XNR5_OTOGA
OG0000075	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN, sp|P34931|HS71L_HUMAN	tr|H0XAL9|H0XAL9_OTOGA
OG0000076	sp|Q58FF7|H90B3_HUMAN	tr|H0XUZ3|H0XUZ3_OTOGA
OG0000076	sp|P08238|HS90B_HUMAN	tr|H0X5W3|H0X5W3_OTOGA
OG0000076	sp|Q14568|HS902_HUMAN	tr|H0WRI0|H0WRI0_OTOGA, tr|H0XHL6|H0XHL6_OTOGA
OG0000076	sp|Q58FF6|H90B4_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN	tr|H0XL22|H0XL22_OTOGA
OG0000077	sp|O43812|DUX1_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ90|DU4L7_HUMAN	tr|H0XT98|H0XT98_OTOGA
OG0000078	sp|Q8NH02|O2T29_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH00|OR2T4_HUMAN	tr|H0XJB6|H0XJB6_OTOGA
OG0000078	sp|Q8NGZ9|O2T10_HUMAN, sp|Q8NH03|OR2T3_HUMAN, sp|Q8NGX1|O2T34_HUMAN, sp|Q8NGX2|O2T35_HUMAN, sp|Q6IF00|OR2T2_HUMAN, sp|Q8NH01|O2T11_HUMAN, sp|Q8NH04|O2T27_HUMAN, sp|P0C7T2|OR2T7_HUMAN	tr|H0XZL6|H0XZL6_OTOGA
OG0000080	sp|Q9H9K5|MER34_HUMAN, sp|P60509|ERB1_HUMAN, sp|Q14264|ENR1_HUMAN, sp|B6SEH9|ERVV2_HUMAN, sp|B6SEH8|ERVV1_HUMAN, sp|P60608|EFC2_HUMAN, sp|P60507|EFC1_HUMAN, sp|P61550|ENVT1_HUMAN, sp|Q9UQF0|SYCY1_HUMAN, sp|P60508|SYCY2_HUMAN, sp|Q9N2K0|ENH1_HUMAN, sp|Q9N2J8|ENH3_HUMAN	tr|H0XJE0|H0XJE0_OTOGA
OG0000081	sp|A0A1B0GX68|TVB2_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|P04435|TVB79_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A075B6L6|TVB73_HUMAN	tr|H0Y0E0|H0Y0E0_OTOGA
OG0000082	sp|O43506|ADA20_HUMAN	tr|H0XSW4|H0XSW4_OTOGA
OG0000082	sp|Q9UKJ8|ADA21_HUMAN	tr|H0XP77|H0XP77_OTOGA
OG0000082	sp|Q9UKF5|ADA29_HUMAN	tr|H0XL01|H0XL01_OTOGA, tr|H0Y1G3|H0Y1G3_OTOGA, tr|H0XXA9|H0XXA9_OTOGA, tr|H0XSP2|H0XSP2_OTOGA, tr|H0XX02|H0XX02_OTOGA, tr|H0XID2|H0XID2_OTOGA, tr|H0XMX9|H0XMX9_OTOGA, tr|H0Y1Z7|H0Y1Z7_OTOGA
OG0000084	sp|Q96RD2|O52B2_HUMAN	tr|H0Y067|H0Y067_OTOGA
OG0000084	sp|Q8NGJ2|O52H1_HUMAN	tr|H0XUE1|H0XUE1_OTOGA, tr|H0XPY1|H0XPY1_OTOGA, tr|H0XJ32|H0XJ32_OTOGA, tr|H0XJW1|H0XJW1_OTOGA, tr|H0XQ83|H0XQ83_OTOGA, tr|B4USM2|B4USM2_OTOGA, tr|H0XGJ8|H0XGJ8_OTOGA, tr|H0X7L4|H0X7L4_OTOGA, tr|H0XSX8|H0XSX8_OTOGA, tr|H0XCB2|H0XCB2_OTOGA
OG0000085	sp|O00481|BT3A1_HUMAN	tr|H0WTA7|H0WTA7_OTOGA, tr|H0WM68|H0WM68_OTOGA
OG0000085	sp|O00478|BT3A3_HUMAN, sp|P78410|BT3A2_HUMAN	tr|H0XMJ3|H0XMJ3_OTOGA, tr|H0XHC9|H0XHC9_OTOGA, tr|H0XN01|H0XN01_OTOGA, tr|H0Y077|H0Y077_OTOGA, tr|H0XN66|H0XN66_OTOGA, tr|H0XU33|H0XU33_OTOGA, tr|H0XLA9|H0XLA9_OTOGA, tr|H0XZN1|H0XZN1_OTOGA
OG0000088	sp|Q969W8|ZN566_HUMAN	tr|H0WIA3|H0WIA3_OTOGA
OG0000088	sp|Q96NG8|ZN582_HUMAN, sp|A8MQ14|ZN850_HUMAN, sp|Q6PG37|ZN790_HUMAN, sp|O75290|Z780A_HUMAN, sp|Q9Y6R6|Z780B_HUMAN, sp|Q8NDQ6|ZN540_HUMAN, sp|Q7Z3V5|ZN571_HUMAN, sp|Q8TAQ5|ZN420_HUMAN, sp|Q14585|ZN345_HUMAN	tr|H0XML9|H0XML9_OTOGA
OG0000089	sp|P02462|CO4A1_HUMAN	tr|H0X224|H0X224_OTOGA
OG0000089	sp|P29400|CO4A5_HUMAN	tr|H0XDC9|H0XDC9_OTOGA
OG0000089	sp|Q14031|CO4A6_HUMAN	tr|H0XDB8|H0XDB8_OTOGA
OG0000089	sp|P53420|CO4A4_HUMAN	tr|H0X1G9|H0X1G9_OTOGA
OG0000089	sp|P08572|CO4A2_HUMAN	tr|H0X239|H0X239_OTOGA
OG0000089	sp|Q01955|CO4A3_HUMAN	tr|H0WQJ1|H0WQJ1_OTOGA
OG0000090	sp|P62937|PPIA_HUMAN	tr|H0Y1I1|H0Y1I1_OTOGA, tr|H0Y1H4|H0Y1H4_OTOGA
OG0000090	sp|A0A0B4J2A2|PAL4C_HUMAN, sp|A0A075B767|PAL4H_HUMAN, sp|P0DN37|PAL4G_HUMAN, sp|P0DN26|PAL4F_HUMAN, sp|A0A075B759|PAL4E_HUMAN, sp|F5H284|PAL4D_HUMAN, sp|Q9Y536|PAL4A_HUMAN, sp|Q8IXY8|PPIL6_HUMAN	tr|H0XQ56|H0XQ56_OTOGA
OG0000091	sp|P19013|K2C4_HUMAN, sp|Q01546|K22O_HUMAN, sp|P12035|K2C3_HUMAN, sp|P35908|K22E_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|O95678|K2C75_HUMAN, sp|P13647|K2C5_HUMAN, sp|P02538|K2C6A_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN	tr|H0X5E9|H0X5E9_OTOGA
OG0000092	sp|P38159|RBMX_HUMAN, sp|Q96E39|RMXL1_HUMAN	tr|H0WX61|H0WX61_OTOGA
OG0000092	sp|A6NDE4|RBY1B_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|H0Y1L0|H0Y1L0_OTOGA
OG0000093	sp|O76013|KRT36_HUMAN	tr|H0X4V3|H0X4V3_OTOGA
OG0000093	sp|Q92764|KRT35_HUMAN	tr|H0XMP4|H0XMP4_OTOGA
OG0000093	sp|O76015|KRT38_HUMAN, sp|O76014|KRT37_HUMAN	tr|H0Y061|H0Y061_OTOGA, tr|H0X4T8|H0X4T8_OTOGA, tr|H0X4T9|H0X4T9_OTOGA, tr|H0X4U3|H0X4U3_OTOGA, tr|H0X4V0|H0X4V0_OTOGA, tr|H0X4U5|H0X4U5_OTOGA
OG0000094	sp|P00326|ADH1G_HUMAN, sp|P00325|ADH1B_HUMAN, sp|P07327|ADH1A_HUMAN	tr|H0XDR1|H0XDR1_OTOGA, tr|H0XVC3|H0XVC3_OTOGA
OG0000094	sp|P40394|ADH7_HUMAN	tr|H0XBH0|H0XBH0_OTOGA
OG0000094	sp|P08319|ADH4_HUMAN	tr|H0XDQ7|H0XDQ7_OTOGA
OG0000094	sp|P11766|ADHX_HUMAN	tr|H0XDQ4|H0XDQ4_OTOGA
OG0000095	sp|Q9H4D5|NXF3_HUMAN	tr|H0WK93|H0WK93_OTOGA, tr|H0XLQ0|H0XLQ0_OTOGA, tr|H0XMG3|H0XMG3_OTOGA
OG0000095	sp|Q9UBU9|NXF1_HUMAN	tr|H0WZG5|H0WZG5_OTOGA
OG0000095	sp|Q9H1B4|NXF5_HUMAN, sp|Q9GZY0|NXF2_HUMAN	tr|H0Y0N3|H0Y0N3_OTOGA, tr|H0WGH6|H0WGH6_OTOGA
OG0000096	sp|P00352|AL1A1_HUMAN	tr|H0XAS5|H0XAS5_OTOGA, tr|H0XZI9|H0XZI9_OTOGA, tr|H0X3P5|H0X3P5_OTOGA
