Orthogroup	Homo_sapiens	Panthera_leo
OG0000029	sp|Q9BR84|ZN559_HUMAN	tr|A0A8C8WTB7|A0A8C8WTB7_PANLE, tr|A0A8C8XQS0|A0A8C8XQS0_PANLE, tr|A0A8C8Y8G9|A0A8C8Y8G9_PANLE, tr|A0A8C8WIB3|A0A8C8WIB3_PANLE
OG0000030	sp|A0A0B4J1U7|HV601_HUMAN, sp|A0A0C4DH43|HV70D_HUMAN, sp|P01814|HV270_HUMAN, sp|P01817|HV205_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|P01824|HV439_HUMAN, sp|P0DP07|HV431_HUMAN, sp|A0A087WSY4|HV432_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN	tr|A0A8C8XRJ2|A0A8C8XRJ2_PANLE
OG0000031	tr|B3KNS4|B3KNS4_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|P63136|POK25_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63132|PO113_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|P10266|POK10_HUMAN, sp|P63135|POK7_HUMAN, sp|Q902F9|EN113_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|P61568|ENK11_HUMAN, sp|P61578|REC16_HUMAN, sp|P61576|REC04_HUMAN, sp|P61574|RE113_HUMAN	tr|A0A8C9DAK0|A0A8C9DAK0_PANLE, tr|A0A8C8XML1|A0A8C8XML1_PANLE, tr|A0A8C9D348|A0A8C9D348_PANLE
OG0000033	sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|P04435|TVB79_HUMAN	tr|A0A8C8X7D8|A0A8C8X7D8_PANLE
OG0000033	sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A1B0GX68|TVB2_HUMAN, sp|A0A087WV62|TVB16_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|P01733|TVBL3_HUMAN, sp|A0A0B4J2E0|TVBL4_HUMAN, sp|A0A1B0GX78|TVBL5_HUMAN	tr|A0A8C8X8T7|A0A8C8X8T7_PANLE
OG0000035	sp|Q8NGV5|O13D1_HUMAN	tr|A0A8C8YA44|A0A8C8YA44_PANLE
OG0000035	sp|Q8NGS7|O13C8_HUMAN	tr|A0A8C8Y8C5|A0A8C8Y8C5_PANLE
OG0000035	sp|Q9NQN1|OR2S1_HUMAN	tr|A0A8C8XH30|A0A8C8XH30_PANLE
OG0000035	sp|P0DN81|O13C7_HUMAN	tr|A0A8C9D6C3|A0A8C9D6C3_PANLE, tr|A0A8C8XH13|A0A8C8XH13_PANLE, tr|A0A8C8XGZ5|A0A8C8XGZ5_PANLE
OG0000035	sp|Q8NH95|O13C6_HUMAN	tr|A0A8C8XLI7|A0A8C8XLI7_PANLE
OG0000036	sp|P13688|CEAM1_HUMAN, sp|P06731|CEAM5_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P31997|CEAM8_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN	tr|A0A8C8WXZ3|A0A8C8WXZ3_PANLE
OG0000038	sp|O43869|OR2T1_HUMAN	tr|A0A8C8XG42|A0A8C8XG42_PANLE
OG0000038	sp|Q8NHC8|OR2T6_HUMAN	tr|A0A8C8XEQ8|A0A8C8XEQ8_PANLE, tr|A0A8C8XCU8|A0A8C8XCU8_PANLE, tr|A0A8C8XG59|A0A8C8XG59_PANLE, tr|A0A8C8XFG4|A0A8C8XFG4_PANLE, tr|A0A8C8WXR2|A0A8C8WXR2_PANLE, tr|A0A8C8Y2V1|A0A8C8Y2V1_PANLE, tr|A0A8C8Y2S3|A0A8C8Y2S3_PANLE, tr|A0A8C8XFU9|A0A8C8XFU9_PANLE, tr|A0A8C8WHH0|A0A8C8WHH0_PANLE, tr|A0A8C8XEZ9|A0A8C8XEZ9_PANLE, tr|A0A8C9D5Z8|A0A8C9D5Z8_PANLE, tr|A0A8C8XEF8|A0A8C8XEF8_PANLE, tr|A0A8C8XGJ9|A0A8C8XGJ9_PANLE, tr|A0A8C8XGT6|A0A8C8XGT6_PANLE, tr|A0A8C9D5Z0|A0A8C9D5Z0_PANLE, tr|A0A8C8XGB8|A0A8C8XGB8_PANLE
OG0000040	sp|P33261|CP2CJ_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P33260|CP2CI_HUMAN, sp|P10632|CP2C8_HUMAN	tr|A0A8C8XPL3|A0A8C8XPL3_PANLE, tr|A0A8C9D7V1|A0A8C9D7V1_PANLE
OG0000040	sp|P05181|CP2E1_HUMAN	tr|A0A8C8YCG3|A0A8C8YCG3_PANLE
OG0000040	sp|P24903|CP2F1_HUMAN	tr|A0A8C8WWA6|A0A8C8WWA6_PANLE
OG0000040	sp|Q16696|CP2AD_HUMAN, sp|P20853|CP2A7_HUMAN, sp|P11509|CP2A6_HUMAN	tr|A0A8C8XMS5|A0A8C8XMS5_PANLE, tr|A0A8C8XTZ9|A0A8C8XTZ9_PANLE
OG0000040	sp|P20813|CP2B6_HUMAN	tr|A0A8C8Y4A7|A0A8C8Y4A7_PANLE
OG0000042	sp|P30825|CTR1_HUMAN	tr|A0A8C9DAW2|A0A8C9DAW2_PANLE
OG0000042	sp|Q8WY07|CTR3_HUMAN	tr|A0A8C8WN44|A0A8C8WN44_PANLE, tr|A0A8C8WLS8|A0A8C8WLS8_PANLE, tr|A0A8C8WK70|A0A8C8WK70_PANLE, tr|A0A8C8WK43|A0A8C8WK43_PANLE, tr|A0A8C8WK23|A0A8C8WK23_PANLE, tr|A0A8C8WLW0|A0A8C8WLW0_PANLE, tr|A0A8C8WK52|A0A8C8WK52_PANLE, tr|A0A8C8WKK6|A0A8C8WKK6_PANLE, tr|A0A8C9D0B5|A0A8C9D0B5_PANLE, tr|A0A8C8WLS0|A0A8C8WLS0_PANLE, tr|A0A8C9D0D4|A0A8C9D0D4_PANLE, tr|A0A8C8WK75|A0A8C8WK75_PANLE, tr|A0A8C9D0C2|A0A8C9D0C2_PANLE, tr|A0A8C8WM59|A0A8C8WM59_PANLE, tr|A0A8C8YDK6|A0A8C8YDK6_PANLE
OG0000043	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A8C8XWP4|A0A8C8XWP4_PANLE
OG0000043	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A8C8WGR2|A0A8C8WGR2_PANLE
OG0000043	sp|Q16777|H2A2C_HUMAN	tr|A0A8C8XRC9|A0A8C8XRC9_PANLE
OG0000043	sp|P16104|H2AX_HUMAN	tr|A0A8C8XFG6|A0A8C8XFG6_PANLE, tr|A0A8C8YBK6|A0A8C8YBK6_PANLE, tr|A0A8C8WSV2|A0A8C8WSV2_PANLE
OG0000044	sp|Q86XG9|NBPF5_HUMAN, sp|Q96M43|NBPF4_HUMAN, sp|Q5VWK0|NBPF6_HUMAN, sp|P0C2Y1|NBPF7_HUMAN, sp|Q9H094|NBPF3_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|P0DPF3|NBPF9_HUMAN	tr|A0A8C8Y7L1|A0A8C8Y7L1_PANLE
OG0000045	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW13|TFKL8_HUMAN	tr|A0A8C8XEJ9|A0A8C8XEJ9_PANLE
OG0000046	sp|Q8NGF4|O5AP2_HUMAN	tr|A0A8C8XW25|A0A8C8XW25_PANLE
OG0000046	sp|P0C626|OR5G3_HUMAN	tr|A0A8C8XWY8|A0A8C8XWY8_PANLE, tr|A0A8C8XTU7|A0A8C8XTU7_PANLE, tr|A0A8C8Y5N0|A0A8C8Y5N0_PANLE, tr|A0A8C9D3L1|A0A8C9D3L1_PANLE
OG0000046	sp|Q8NH18|OR5J2_HUMAN	tr|A0A8C8XXU9|A0A8C8XXU9_PANLE, tr|A0A8C9DA20|A0A8C9DA20_PANLE, tr|A0A8C8Y009|A0A8C8Y009_PANLE
OG0000047	sp|P13645|K1C10_HUMAN	tr|A0A8C8XNC5|A0A8C8XNC5_PANLE
OG0000047	sp|P35527|K1C9_HUMAN	tr|A0A8C8WQI0|A0A8C8WQI0_PANLE
OG0000047	sp|P08727|K1C19_HUMAN	tr|A0A8C8XQM3|A0A8C8XQM3_PANLE
OG0000047	sp|P08779|K1C16_HUMAN	tr|A0A8C8WT36|A0A8C8WT36_PANLE
OG0000047	sp|P02533|K1C14_HUMAN	tr|A0A8C8WRM0|A0A8C8WRM0_PANLE
OG0000047	sp|Q04695|K1C17_HUMAN	tr|A0A8C9D1M8|A0A8C9D1M8_PANLE, tr|A0A8C9D1K1|A0A8C9D1K1_PANLE
OG0000047	sp|P19012|K1C15_HUMAN, sp|P13646|K1C13_HUMAN	tr|A0A8C8XXG8|A0A8C8XXG8_PANLE
OG0000049	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A8C8XWD4|A0A8C8XWD4_PANLE
OG0000049	sp|Q8NH50|OR8K5_HUMAN	tr|A0A8C8Y202|A0A8C8Y202_PANLE
OG0000049	sp|Q8NH51|OR8K3_HUMAN	tr|A0A8C8XY23|A0A8C8XY23_PANLE, tr|A0A8C8Y0S6|A0A8C8Y0S6_PANLE, tr|A0A8C8Y005|A0A8C8Y005_PANLE
OG0000049	sp|Q8NH85|OR5R1_HUMAN	tr|A0A8C9D9Y4|A0A8C9D9Y4_PANLE, tr|A0A8C8XXC1|A0A8C8XXC1_PANLE, tr|A0A8C8Y034|A0A8C8Y034_PANLE, tr|A0A8C8XUF0|A0A8C8XUF0_PANLE, tr|A0A8C9D9T8|A0A8C9D9T8_PANLE
OG0000050	sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN	tr|A0A8C8XRQ3|A0A8C8XRQ3_PANLE
OG0000050	sp|I1YAP6|TRI77_HUMAN	tr|A0A8C8XP80|A0A8C8XP80_PANLE
OG0000050	sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN	tr|A0A8C8XJ96|A0A8C8XJ96_PANLE
OG0000052	sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN	tr|A0A8C9CWD8|A0A8C9CWD8_PANLE
OG0000053	sp|Q6A162|K1C40_HUMAN	tr|A0A8C8XQA0|A0A8C8XQA0_PANLE
OG0000053	sp|Q92764|KRT35_HUMAN	tr|A0A8C9D8E8|A0A8C9D8E8_PANLE
OG0000053	sp|O76013|KRT36_HUMAN	tr|A0A8C8XPA2|A0A8C8XPA2_PANLE
OG0000053	sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN	tr|A0A8C8XRF1|A0A8C8XRF1_PANLE, tr|A0A8C8XS74|A0A8C8XS74_PANLE, tr|A0A8C8XLU0|A0A8C8XLU0_PANLE, tr|A0A8C8XN01|A0A8C8XN01_PANLE, tr|A0A8C8XTX1|A0A8C8XTX1_PANLE, tr|A0A8C8XRZ5|A0A8C8XRZ5_PANLE
OG0000055	sp|O75897|ST1C4_HUMAN	tr|A0A8C8XYM9|A0A8C8XYM9_PANLE
OG0000055	sp|O00338|ST1C2_HUMAN	tr|A0A8C8Y1V3|A0A8C8Y1V3_PANLE
OG0000055	sp|Q6IMI6|ST1C3_HUMAN	tr|A0A8C8Y679|A0A8C8Y679_PANLE
OG0000055	sp|O43704|ST1B1_HUMAN	tr|A0A8C8X7S9|A0A8C8X7S9_PANLE
OG0000055	sp|P49888|ST1E1_HUMAN	tr|A0A8C8X996|A0A8C8X996_PANLE, tr|A0A8C9D519|A0A8C9D519_PANLE
OG0000056	sp|O95007|OR6B1_HUMAN	tr|A0A8C8W9A4|A0A8C8W9A4_PANLE
OG0000056	sp|Q8NH79|OR6X1_HUMAN	tr|A0A8C8XKW8|A0A8C8XKW8_PANLE, tr|A0A8C8XKK0|A0A8C8XKK0_PANLE
OG0000056	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A8C9D6B5|A0A8C9D6B5_PANLE
OG0000056	sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN	tr|A0A8C9D1W4|A0A8C9D1W4_PANLE, tr|A0A8C9D1W2|A0A8C9D1W2_PANLE, tr|A0A8C8Y3H9|A0A8C8Y3H9_PANLE
OG0000056	sp|O95222|OR6A2_HUMAN	tr|A0A8C8Y8S0|A0A8C8Y8S0_PANLE, tr|A0A8C8WU51|A0A8C8WU51_PANLE
OG0000058	sp|Q09FC8|ZN415_HUMAN, sp|Q08AN1|ZN616_HUMAN, sp|Q6ZNA1|ZN836_HUMAN, sp|Q6ZN19|ZN841_HUMAN, sp|Q6PDB4|ZN880_HUMAN, sp|Q3MIS6|ZN528_HUMAN, sp|Q76KX8|ZN534_HUMAN, sp|Q8WV37|ZN480_HUMAN, sp|Q8N9Z0|ZN610_HUMAN, sp|Q5HY98|ZN766_HUMAN, sp|P51522|ZNF83_HUMAN, sp|Q9H7R5|ZN665_HUMAN, sp|Q9HCG1|ZN160_HUMAN, sp|Q96SE7|ZN347_HUMAN	tr|A0A8C8XTK9|A0A8C8XTK9_PANLE
OG0000059	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A8C8WT98|A0A8C8WT98_PANLE
OG0000059	sp|Q9H210|OR2D2_HUMAN	tr|A0A8C8WRL0|A0A8C8WRL0_PANLE, tr|A0A8C8WUC4|A0A8C8WUC4_PANLE, tr|A0A8C9D1W0|A0A8C9D1W0_PANLE, tr|A0A8C8X7Q8|A0A8C8X7Q8_PANLE, tr|A0A8C8X7M9|A0A8C8X7M9_PANLE, tr|A0A8C9D4J2|A0A8C9D4J2_PANLE, tr|A0A8C8X3M0|A0A8C8X3M0_PANLE, tr|A0A8C8X7C1|A0A8C8X7C1_PANLE, tr|A0A8C9D4H0|A0A8C9D4H0_PANLE, tr|A0A8C8XYW0|A0A8C8XYW0_PANLE, tr|A0A8C8XVK7|A0A8C8XVK7_PANLE, tr|A0A8C9D1U4|A0A8C9D1U4_PANLE
OG0000060	sp|Q8NGC1|O11G2_HUMAN	tr|A0A8C8WSJ5|A0A8C8WSJ5_PANLE
OG0000060	sp|Q8NGC7|O11H6_HUMAN	tr|A0A8C9D1F6|A0A8C9D1F6_PANLE, tr|A0A8C8WQ89|A0A8C8WQ89_PANLE, tr|A0A8C9D1F0|A0A8C9D1F0_PANLE, tr|A0A8C8WJZ7|A0A8C8WJZ7_PANLE, tr|A0A8C8WRC0|A0A8C8WRC0_PANLE, tr|A0A8C9D1H2|A0A8C9D1H2_PANLE, tr|A0A8C8WQ03|A0A8C8WQ03_PANLE, tr|A0A8C9D3T8|A0A8C9D3T8_PANLE, tr|A0A8C8WP84|A0A8C8WP84_PANLE, tr|A0A8C8WMD6|A0A8C8WMD6_PANLE, tr|A0A8C8WRE9|A0A8C8WRE9_PANLE, tr|A0A8C9D1G3|A0A8C9D1G3_PANLE
OG0000061	sp|Q96A08|H2B1A_HUMAN	tr|A0A8C9DCQ2|A0A8C9DCQ2_PANLE, tr|A0A8C9D832|A0A8C9D832_PANLE
OG0000061	sp|Q8N257|H2B3B_HUMAN	tr|A0A8C8WJ96|A0A8C8WJ96_PANLE, tr|A0A8C8Y152|A0A8C8Y152_PANLE, tr|A0A8C8XCZ3|A0A8C8XCZ3_PANLE, tr|A0A8C8Y243|A0A8C8Y243_PANLE, tr|A0A8C9D6W6|A0A8C9D6W6_PANLE, tr|A0A8C8XLG0|A0A8C8XLG0_PANLE, tr|A0A8C8Y0P1|A0A8C8Y0P1_PANLE, tr|A0A8C9D9D1|A0A8C9D9D1_PANLE, tr|A0A8C8XYV7|A0A8C8XYV7_PANLE, tr|A0A8C8Y5W9|A0A8C8Y5W9_PANLE, tr|A0A8C8W8X0|A0A8C8W8X0_PANLE
OG0000062	sp|A0A075B6P5|KV228_HUMAN, sp|P01615|KVD28_HUMAN	tr|A0A8C8Y010|A0A8C8Y010_PANLE
OG0000062	sp|P01614|KVD40_HUMAN, sp|A0A087WW87|KV240_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|P06310|KV230_HUMAN	tr|A0A8C8Y138|A0A8C8Y138_PANLE, tr|A0A8C8WB74|A0A8C8WB74_PANLE
OG0000063	sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN	tr|A0A8C8X651|A0A8C8X651_PANLE
OG0000066	sp|P15812|CD1E_HUMAN	tr|A0A8C8XKL7|A0A8C8XKL7_PANLE
OG0000066	sp|P15813|CD1D_HUMAN	tr|A0A8C8XUS0|A0A8C8XUS0_PANLE
OG0000066	sp|P29016|CD1B_HUMAN	tr|A0A8C8XIS9|A0A8C8XIS9_PANLE
OG0000066	sp|P29017|CD1C_HUMAN	tr|A0A8C8XJ53|A0A8C8XJ53_PANLE
OG0000066	sp|P06126|CD1A_HUMAN	tr|A0A8C8XHE4|A0A8C8XHE4_PANLE, tr|A0A8C8XP41|A0A8C8XP41_PANLE, tr|A0A8C8XPM4|A0A8C8XPM4_PANLE, tr|A0A8C8XMP0|A0A8C8XMP0_PANLE, tr|A0A8C8XL55|A0A8C8XL55_PANLE
OG0000067	sp|P60371|KR106_HUMAN, sp|P60372|KR104_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60409|KR107_HUMAN, sp|P60410|KR108_HUMAN, sp|P60370|KR105_HUMAN, sp|P60368|KR102_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60331|KR101_HUMAN, sp|P60369|KR103_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60411|KR109_HUMAN	tr|A0A8C9D8J2|A0A8C9D8J2_PANLE, tr|A0A8C8XS75|A0A8C8XS75_PANLE
OG0000070	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|A0A8C8WYN9|A0A8C8WYN9_PANLE
OG0000070	sp|P34931|HS71L_HUMAN	tr|A0A8C8WVA1|A0A8C8WVA1_PANLE
OG0000070	sp|P11142|HSP7C_HUMAN	tr|A0A8C8Y299|A0A8C8Y299_PANLE, tr|A0A8C8WNC5|A0A8C8WNC5_PANLE, tr|A0A8C9D6R8|A0A8C9D6R8_PANLE
OG0000070	sp|P54652|HSP72_HUMAN	tr|A0A8C8WYS9|A0A8C8WYS9_PANLE
OG0000071	sp|P51857|AK1D1_HUMAN	tr|A0A8C8Y3B6|A0A8C8Y3B6_PANLE
OG0000071	sp|Q96JD6|AKCL2_HUMAN	tr|A0A8C8X3M4|A0A8C8X3M4_PANLE
OG0000071	sp|C9JRZ8|AK1BF_HUMAN, sp|O60218|AK1BA_HUMAN, sp|P15121|ALDR_HUMAN	tr|A0A8C8Y222|A0A8C8Y222_PANLE
OG0000072	sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|A6NDE4|RBY1B_HUMAN	tr|A0A8C8Y0S7|A0A8C8Y0S7_PANLE
OG0000072	sp|O75526|RMXL2_HUMAN, sp|Q8N7X1|RMXL3_HUMAN	tr|A0A8C8WRZ6|A0A8C8WRZ6_PANLE
OG0000072	sp|Q96E39|RMXL1_HUMAN, sp|P38159|RBMX_HUMAN	tr|A0A8C8X320|A0A8C8X320_PANLE
OG0000073	sp|Q8NGZ2|O14K1_HUMAN	tr|A0A8C8W9R8|A0A8C8W9R8_PANLE
OG0000073	sp|Q96R54|O14A2_HUMAN	tr|A0A8C8W9M2|A0A8C8W9M2_PANLE
OG0000073	sp|Q8NHC5|O14AG_HUMAN	tr|A0A8C8XS22|A0A8C8XS22_PANLE
OG0000073	sp|Q9UGF5|O14J1_HUMAN	tr|A0A8C8XPT4|A0A8C8XPT4_PANLE
OG0000073	sp|Q8NHC6|O14L1_HUMAN	tr|A0A8C8XVB1|A0A8C8XVB1_PANLE
OG0000074	sp|O43296|ZN264_HUMAN	tr|A0A8C8XZ54|A0A8C8XZ54_PANLE, tr|A0A8C8XZ00|A0A8C8XZ00_PANLE
OG0000074	sp|Q96NL3|ZN599_HUMAN	tr|A0A8C8X4W1|A0A8C8X4W1_PANLE
OG0000074	sp|Q7Z398|ZN550_HUMAN	tr|A0A8C9D218|A0A8C9D218_PANLE
OG0000074	sp|P51504|ZNF80_HUMAN	tr|A0A8C8Y0K4|A0A8C8Y0K4_PANLE, tr|A0A8C8Y3M3|A0A8C8Y3M3_PANLE
OG0000076	sp|Q9GZW5|SCND2_HUMAN	tr|A0A8C8XXQ5|A0A8C8XXQ5_PANLE
OG0000076	sp|O43309|ZSC12_HUMAN	tr|A0A8C8XNX3|A0A8C8XNX3_PANLE
OG0000076	sp|Q96LW9|ZSC31_HUMAN	tr|A0A8C8XTB0|A0A8C8XTB0_PANLE
OG0000076	sp|Q3MJ62|ZSC23_HUMAN	tr|A0A8C8XP08|A0A8C8XP08_PANLE
OG0000077	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A8C8WKX7|A0A8C8WKX7_PANLE
OG0000077	sp|P0CW00|TSPY8_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|A0A8C8WJ91|A0A8C8WJ91_PANLE
OG0000078	sp|P07195|LDHB_HUMAN	tr|A0A8C8XAZ7|A0A8C8XAZ7_PANLE
OG0000078	sp|P07864|LDHC_HUMAN	tr|A0A8C8XNK0|A0A8C8XNK0_PANLE
OG0000078	sp|Q9BYZ2|LDH6B_HUMAN, sp|Q6ZMR3|LDH6A_HUMAN	tr|A0A8C9CYN2|A0A8C9CYN2_PANLE
OG0000078	sp|P00338|LDHA_HUMAN	tr|A0A8C8XTP4|A0A8C8XTP4_PANLE, tr|A0A8C8XSM2|A0A8C8XSM2_PANLE, tr|A0A8C9D7I0|A0A8C9D7I0_PANLE
OG0000079	sp|P51991|ROA3_HUMAN	tr|A0A8C8X2S6|A0A8C8X2S6_PANLE, tr|A0A8C8WNR8|A0A8C8WNR8_PANLE, tr|A0A8C9CVN2|A0A8C9CVN2_PANLE, tr|A0A8C8WFU5|A0A8C8WFU5_PANLE, tr|A0A8C8XP79|A0A8C8XP79_PANLE, tr|A0A8C8X9W3|A0A8C8X9W3_PANLE, tr|A0A8C8XUX3|A0A8C8XUX3_PANLE, tr|A0A8C8WY42|A0A8C8WY42_PANLE, tr|A0A8C8XA81|A0A8C8XA81_PANLE, tr|A0A8C8YHG3|A0A8C8YHG3_PANLE, tr|A0A8C8WQQ6|A0A8C8WQQ6_PANLE, tr|A0A8C8YBI2|A0A8C8YBI2_PANLE
OG0000081	sp|Q6UWM9|UD2A3_HUMAN	tr|A0A8C8XAE4|A0A8C8XAE4_PANLE
OG0000081	sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P16662|UD2B7_HUMAN, sp|O75310|UDB11_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|P36537|UDB10_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|P0DTE4|UD2A1_HUMAN	tr|A0A8C8XAT3|A0A8C8XAT3_PANLE
