Orthogroup	Homo_sapiens	Balaenoptera_physalus
OG0000025	sp|P13489|RINI_HUMAN	tr|A0A6A1Q9I9|A0A6A1Q9I9_BALPH
OG0000025	sp|Q86W26|NAL10_HUMAN	tr|A0A643C3B8|A0A643C3B8_BALPH
OG0000025	sp|P59044|NLRP6_HUMAN	tr|A0A643BX81|A0A643BX81_BALPH
OG0000025	sp|P59046|NAL12_HUMAN, sp|Q96P20|NLRP3_HUMAN	tr|A0A643CEM0|A0A643CEM0_BALPH
OG0000026	sp|P06870|KLK1_HUMAN	tr|A0A643C9C6|A0A643C9C6_BALPH
OG0000026	sp|P07478|TRY2_HUMAN, sp|Q8NHM4|TRY6_HUMAN, sp|P35030|TRY3_HUMAN, sp|P07477|TRY1_HUMAN	tr|A0A6A1QBX7|A0A6A1QBX7_BALPH
OG0000026	sp|Q92876|KLK6_HUMAN	tr|A0A6A1Q7U8|A0A6A1Q7U8_BALPH, tr|A0A643ATJ4|A0A643ATJ4_BALPH
OG0000026	sp|Q9P0G3|KLK14_HUMAN	tr|A0A643C9S4|A0A643C9S4_BALPH
OG0000027	sp|Q96P63|SPB12_HUMAN	tr|A0A6A1Q1P6|A0A6A1Q1P6_BALPH
OG0000027	sp|P50452|SPB8_HUMAN	tr|A0A643BQA4|A0A643BQA4_BALPH
OG0000027	sp|P50453|SPB9_HUMAN, sp|P35237|SPB6_HUMAN	tr|A0A643BUW7|A0A643BUW7_BALPH, tr|A0A643ATU3|A0A643ATU3_BALPH
OG0000027	sp|P30740|ILEU_HUMAN	tr|A0A643BUX7|A0A643BUX7_BALPH
OG0000027	sp|P48595|SPB10_HUMAN, sp|P05120|PAI2_HUMAN	tr|A0A643BPJ4|A0A643BPJ4_BALPH
OG0000027	sp|P29508|SPB3_HUMAN, sp|P48594|SPB4_HUMAN, sp|Q9UIV8|SPB13_HUMAN, sp|Q96P15|SPB11_HUMAN, sp|O75635|SPB7_HUMAN	tr|A0A643BPJ0|A0A643BPJ0_BALPH
OG0000028	sp|P03915|NU5M_HUMAN	tr|A0A643C4U3|A0A643C4U3_BALPH
OG0000028	sp|P03897|NU3M_HUMAN	tr|A0A643BNR9|A0A643BNR9_BALPH, tr|A0A643C8J8|A0A643C8J8_BALPH
OG0000028	sp|P00414|COX3_HUMAN	tr|A0A643C7Z8|A0A643C7Z8_BALPH, tr|A0A643BSM0|A0A643BSM0_BALPH
OG0000028	sp|P03901|NU4LM_HUMAN	tr|A0A643BY89|A0A643BY89_BALPH, tr|A0A6A1QF32|A0A6A1QF32_BALPH, tr|A0A643BSL0|A0A643BSL0_BALPH
OG0000029	sp|Q9Y5F7|PCDGL_HUMAN, sp|Q9Y5F6|PCDGM_HUMAN, sp|Q9UN70|PCDGK_HUMAN, sp|Q9HBB8|CDHR5_HUMAN, sp|Q9Y5G1|PCDGF_HUMAN, sp|Q9Y5G3|PCDGD_HUMAN, sp|Q9Y5G2|PCDGE_HUMAN, sp|Q9Y5F8|PCDGJ_HUMAN, sp|Q9Y5F9|PCDGI_HUMAN, sp|Q9UN71|PCDGG_HUMAN, sp|Q9Y5G0|PCDGH_HUMAN, sp|Q9Y5G8|PCDG5_HUMAN, sp|O60330|PCDGC_HUMAN, sp|Q9Y5H2|PCDGB_HUMAN, sp|Q9Y5G4|PCDG9_HUMAN, sp|Q9Y5G5|PCDG8_HUMAN, sp|Q9Y5H3|PCDGA_HUMAN, sp|Q9Y5G6|PCDG7_HUMAN, sp|Q9Y5G7|PCDG6_HUMAN, sp|Q9Y5G9|PCDG4_HUMAN, sp|Q9Y5H0|PCDG3_HUMAN, sp|Q9Y5H1|PCDG2_HUMAN, sp|Q9Y5H4|PCDG1_HUMAN	tr|A0A643BN85|A0A643BN85_BALPH
OG0000030	sp|Q8NGT2|O13J1_HUMAN	tr|A0A643BZE9|A0A643BZE9_BALPH
OG0000030	sp|Q8NH19|O10AG_HUMAN	tr|A0A6A1Q3M5|A0A6A1Q3M5_BALPH
OG0000030	sp|Q6IF99|O10K2_HUMAN	tr|A0A643BVB1|A0A643BVB1_BALPH
OG0000030	sp|Q8NGX5|O10K1_HUMAN	tr|A0A643BU35|A0A643BU35_BALPH
OG0000031	sp|P0C0S8|H2A1_HUMAN	tr|A0A6A1Q5A1|A0A6A1Q5A1_BALPH, tr|A0A643C537|A0A643C537_BALPH, tr|A0A643C586|A0A643C586_BALPH, tr|A0A6A1Q2P8|A0A6A1Q2P8_BALPH, tr|A0A643CIQ2|A0A643CIQ2_BALPH, tr|A0A643AUM6|A0A643AUM6_BALPH, tr|A0A6A1Q2Q7|A0A6A1Q2Q7_BALPH, tr|A0A643CJY6|A0A643CJY6_BALPH
OG0000031	sp|P04908|H2A1B_HUMAN	tr|A0A643CIG8|A0A643CIG8_BALPH
OG0000031	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A643C558|A0A643C558_BALPH
OG0000031	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A643C5R2|A0A643C5R2_BALPH, tr|A0A6A1Q926|A0A6A1Q926_BALPH, tr|A0A643C309|A0A643C309_BALPH, tr|A0A6A1QLJ8|A0A6A1QLJ8_BALPH, tr|A0A6A1QBL5|A0A6A1QBL5_BALPH
OG0000031	sp|Q93077|H2A1C_HUMAN	tr|A0A643CJD5|A0A643CJD5_BALPH
OG0000033	sp|A6NNH2|F90AR_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|A6NIJ5|F90AK_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|P0DV73|F90AG_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|A8MXJ8|F90A5_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|P0C7X0|F90AO_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|A8MXZ1|F90AN_HUMAN	tr|A0A643AU14|A0A643AU14_BALPH
OG0000034	sp|A6NLX3|SPDE4_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN	tr|A0A643C4R2|A0A643C4R2_BALPH
OG0000035	sp|P29317|EPHA2_HUMAN	tr|A0A6A1Q511|A0A6A1Q511_BALPH
OG0000035	sp|P21709|EPHA1_HUMAN	tr|A0A6A1QAU6|A0A6A1QAU6_BALPH
OG0000035	sp|P54753|EPHB3_HUMAN, sp|P54762|EPHB1_HUMAN, sp|P29323|EPHB2_HUMAN	tr|A0A6A1Q5X1|A0A6A1Q5X1_BALPH
OG0000035	sp|P54760|EPHB4_HUMAN	tr|A0A6A1Q6F2|A0A6A1Q6F2_BALPH, tr|A0A643CDD1|A0A643CDD1_BALPH
OG0000035	sp|Q5JZY3|EPHAA_HUMAN	tr|A0A6A1QGZ9|A0A6A1QGZ9_BALPH
OG0000035	sp|Q15375|EPHA7_HUMAN	tr|A0A643CG41|A0A643CG41_BALPH
OG0000035	sp|P29320|EPHA3_HUMAN, sp|Q9UF33|EPHA6_HUMAN	tr|A0A643CK78|A0A643CK78_BALPH
OG0000036	sp|Q8NGM8|OR6M1_HUMAN, sp|Q8NGC5|OR6J1_HUMAN, sp|Q96RD1|OR6C1_HUMAN, sp|Q9NZP0|OR6C3_HUMAN, sp|A6NL08|O6C75_HUMAN, sp|A6NIJ9|O6C70_HUMAN, sp|A6NF89|OR6C6_HUMAN, sp|A6NM76|O6C76_HUMAN, sp|A6NJZ3|O6C65_HUMAN, sp|A6NCV1|O6C74_HUMAN, sp|Q9NZP2|OR6C2_HUMAN, sp|A6NDL8|O6C68_HUMAN, sp|Q8NGE2|O2AP1_HUMAN, sp|Q8NGE1|OR6C4_HUMAN, sp|Q8NGN1|OR6T1_HUMAN, sp|Q8NGZ6|OR6F1_HUMAN, sp|Q8N148|OR6V1_HUMAN, sp|Q8NH40|OR6S1_HUMAN, sp|Q8NGU2|OR9A4_HUMAN, sp|Q8NGT5|OR9A2_HUMAN, sp|Q8NGU1|OR9A1_HUMAN	tr|A0A643BM28|A0A643BM28_BALPH
OG0000039	sp|Q86UP0|CAD24_HUMAN	tr|A0A643BND5|A0A643BND5_BALPH, tr|A0A643C845|A0A643C845_BALPH, tr|A0A6A1PYW7|A0A6A1PYW7_BALPH, tr|A0A6A1Q575|A0A6A1Q575_BALPH, tr|A0A643AU17|A0A643AU17_BALPH, tr|A0A643BVZ0|A0A643BVZ0_BALPH, tr|A0A643CGS3|A0A643CGS3_BALPH, tr|A0A643BY95|A0A643BY95_BALPH, tr|A0A6A1Q203|A0A6A1Q203_BALPH, tr|A0A643C813|A0A643C813_BALPH, tr|A0A643BRS8|A0A643BRS8_BALPH, tr|A0A643BX61|A0A643BX61_BALPH, tr|A0A6A1PYU7|A0A6A1PYU7_BALPH, tr|A0A643BSH1|A0A643BSH1_BALPH, tr|A0A643C8F2|A0A643C8F2_BALPH, tr|A0A643C803|A0A643C803_BALPH, tr|A0A643C8H3|A0A643C8H3_BALPH, tr|A0A6A1Q1S1|A0A6A1Q1S1_BALPH, tr|A0A6A1QEJ8|A0A6A1QEJ8_BALPH, tr|A0A643CGI5|A0A643CGI5_BALPH
OG0000042	sp|Q14002|CEAM7_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|P0DP72|VSXL2_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P06731|CEAM5_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P13688|CEAM1_HUMAN, sp|P40199|CEAM6_HUMAN	tr|A0A6A1Q4M2|A0A6A1Q4M2_BALPH
OG0000045	sp|Q96A08|H2B1A_HUMAN	tr|A0A643BRU6|A0A643BRU6_BALPH
OG0000045	sp|Q99877|H2B1N_HUMAN	tr|A0A6A1Q9K1|A0A6A1Q9K1_BALPH
OG0000045	sp|Q8N257|H2B3B_HUMAN	tr|A0A643C6B1|A0A643C6B1_BALPH, tr|A0A643C3T1|A0A643C3T1_BALPH
OG0000046	sp|P07947|YES_HUMAN	tr|A0A643CIF6|A0A643CIF6_BALPH
OG0000046	sp|P12931|SRC_HUMAN	tr|A0A643CG06|A0A643CG06_BALPH
OG0000046	sp|P51451|BLK_HUMAN	tr|A0A6A1PXX8|A0A6A1PXX8_BALPH
OG0000046	sp|P08631|HCK_HUMAN	tr|A0A6A1PZW0|A0A6A1PZW0_BALPH
OG0000046	sp|P07948|LYN_HUMAN	tr|A0A643C960|A0A643C960_BALPH
OG0000046	sp|P09769|FGR_HUMAN	tr|A0A643C017|A0A643C017_BALPH
OG0000046	sp|P06241|FYN_HUMAN	tr|A0A643BNZ5|A0A643BNZ5_BALPH
OG0000047	sp|A0A5B6|TVB28_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A075B6N1|TVB19_HUMAN, sp|A0A0K0K1B3|TVB30_HUMAN, sp|A0A075B6N3|TVBX1_HUMAN, sp|A0A075B6N4|TVBY1_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN	tr|A0A643C8I9|A0A643C8I9_BALPH
OG0000050	sp|P11021|BIP_HUMAN	tr|A0A6A1QGN1|A0A6A1QGN1_BALPH, tr|A0A643BZL6|A0A643BZL6_BALPH, tr|A0A643C9H2|A0A643C9H2_BALPH, tr|A0A6A1Q2N0|A0A6A1Q2N0_BALPH, tr|A0A643CCD1|A0A643CCD1_BALPH, tr|A0A643CD20|A0A643CD20_BALPH, tr|A0A643CBQ5|A0A643CBQ5_BALPH, tr|A0A643BZ69|A0A643BZ69_BALPH, tr|A0A643BZU6|A0A643BZU6_BALPH, tr|A0A6A1QI80|A0A6A1QI80_BALPH, tr|A0A6A1Q9J5|A0A6A1Q9J5_BALPH, tr|A0A643BMG6|A0A643BMG6_BALPH, tr|A0A6A1PZA1|A0A6A1PZA1_BALPH, tr|A0A643CH61|A0A643CH61_BALPH, tr|A0A6A1QJ79|A0A6A1QJ79_BALPH, tr|A0A643C0R0|A0A643C0R0_BALPH, tr|A0A643CHZ1|A0A643CHZ1_BALPH
OG0000051	sp|Q9UNP9|PPIE_HUMAN	tr|A0A6A1QA46|A0A6A1QA46_BALPH
OG0000051	sp|P30405|PPIF_HUMAN	tr|A0A643C3F2|A0A643C3F2_BALPH, tr|A0A6A1QHC7|A0A6A1QHC7_BALPH, tr|A0A643C944|A0A643C944_BALPH, tr|A0A6A1QLB5|A0A6A1QLB5_BALPH, tr|A0A6A1Q0G0|A0A6A1Q0G0_BALPH, tr|A0A6A1Q4G2|A0A6A1Q4G2_BALPH, tr|A0A6A1QAY6|A0A6A1QAY6_BALPH, tr|A0A6A1Q8Y8|A0A6A1Q8Y8_BALPH, tr|A0A6A1Q3V5|A0A6A1Q3V5_BALPH, tr|A0A643BRX9|A0A643BRX9_BALPH, tr|A0A6A1QKT9|A0A6A1QKT9_BALPH, tr|A0A6A1Q7S7|A0A6A1Q7S7_BALPH, tr|A0A643BZ28|A0A643BZ28_BALPH, tr|A0A643C2W2|A0A643C2W2_BALPH, tr|A0A643C3Q9|A0A643C3Q9_BALPH
OG0000052	sp|Q96R72|OR4K3_HUMAN	tr|A0A643ARX9|A0A643ARX9_BALPH
OG0000052	sp|Q8NH43|OR4L1_HUMAN, sp|Q8NGD5|OR4KE_HUMAN, sp|Q8NH42|OR4KD_HUMAN, sp|Q8NGD4|OR4K1_HUMAN, sp|Q8NH41|OR4KF_HUMAN, sp|Q8NGD3|OR4K5_HUMAN, sp|Q8NGC6|OR4KH_HUMAN, sp|Q8NH21|OR4F5_HUMAN, sp|Q8NGA8|O4F17_HUMAN, sp|Q96R69|OR4F4_HUMAN, sp|Q8NGB8|O4F15_HUMAN, sp|Q6IEY1|OR4F3_HUMAN, sp|O95013|O4F21_HUMAN, sp|Q8NGB9|OR4F6_HUMAN, sp|Q8NGD2|OR4K2_HUMAN	tr|A0A643ATE8|A0A643ATE8_BALPH
OG0000053	sp|A6NK53|ZN233_HUMAN, sp|Q14590|ZN235_HUMAN, sp|Q9UJU3|ZN112_HUMAN, sp|Q86WZ6|ZN227_HUMAN, sp|Q9UJW7|ZN229_HUMAN, sp|Q96NJ3|ZN285_HUMAN, sp|Q9NYT6|ZN226_HUMAN, sp|Q02386|ZNF45_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UK12|ZN222_HUMAN	tr|A0A6A1Q213|A0A6A1Q213_BALPH
OG0000055	sp|P0CB38|PAB4L_HUMAN	tr|A0A643BLC4|A0A643BLC4_BALPH
OG0000055	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A643C5K5|A0A643C5K5_BALPH
OG0000055	sp|Q9H361|PABP3_HUMAN, sp|P11940|PABP1_HUMAN	tr|A0A643CGN1|A0A643CGN1_BALPH
OG0000055	sp|Q13310|PABP4_HUMAN	tr|A0A6A1QHI6|A0A6A1QHI6_BALPH, tr|A0A6A1QC95|A0A6A1QC95_BALPH, tr|A0A6A1QFQ0|A0A6A1QFQ0_BALPH, tr|A0A6A1QGR6|A0A6A1QGR6_BALPH, tr|A0A6A1Q685|A0A6A1Q685_BALPH, tr|A0A6A1QH57|A0A6A1QH57_BALPH
OG0000056	sp|P10632|CP2C8_HUMAN, sp|P33261|CP2CJ_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P33260|CP2CI_HUMAN	tr|A0A643BS09|A0A643BS09_BALPH
OG0000056	sp|Q16696|CP2AD_HUMAN, sp|P11509|CP2A6_HUMAN, sp|P20853|CP2A7_HUMAN, sp|P20813|CP2B6_HUMAN, sp|P24903|CP2F1_HUMAN, tr|A0A0G2JQZ4|A0A0G2JQZ4_HUMAN, tr|A0A1B0GTQ1|A0A1B0GTQ1_HUMAN, sp|A0A087X1C5|CP2D7_HUMAN, sp|P10635|CP2D6_HUMAN, sp|Q8TAV3|CP2W1_HUMAN, sp|P05181|CP2E1_HUMAN	tr|A0A6A1Q263|A0A6A1Q263_BALPH
OG0000057	sp|Q99853|FOXB1_HUMAN	tr|A0A643C808|A0A643C808_BALPH
OG0000057	sp|Q5VYV0|FOXB2_HUMAN, sp|Q12952|FOXL1_HUMAN, sp|O43638|FOXS1_HUMAN, sp|Q13461|FOXE3_HUMAN, sp|O00358|FOXE1_HUMAN, sp|Q9UJU5|FOXD3_HUMAN, sp|O60548|FOXD2_HUMAN, sp|Q16676|FOXD1_HUMAN, sp|Q12950|FOXD4_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q5VV16|FX4L5_HUMAN, sp|Q3SYB3|FX4L6_HUMAN, sp|Q6VB84|FX4L3_HUMAN, sp|Q9NU39|FX4L1_HUMAN	tr|A0A6A1QDG7|A0A6A1QDG7_BALPH
OG0000058	sp|Q5VWK0|NBPF6_HUMAN, sp|Q96M43|NBPF4_HUMAN, sp|Q86XG9|NBPF5_HUMAN, sp|P0C2Y1|NBPF7_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|Q9H094|NBPF3_HUMAN	tr|A0A643BKU6|A0A643BKU6_BALPH
OG0000059	sp|Q16322|KCA10_HUMAN	tr|A0A643C0S3|A0A643C0S3_BALPH
OG0000059	sp|P22459|KCNA4_HUMAN	tr|A0A643CC97|A0A643CC97_BALPH
OG0000059	sp|P22001|KCNA3_HUMAN	tr|A0A643C102|A0A643C102_BALPH, tr|A0A643BN54|A0A643BN54_BALPH
OG0000059	sp|Q09470|KCNA1_HUMAN, sp|P16389|KCNA2_HUMAN	tr|A0A643C231|A0A643C231_BALPH
OG0000059	sp|P22460|KCNA5_HUMAN	tr|A0A643BP62|A0A643BP62_BALPH
OG0000059	sp|P17658|KCNA6_HUMAN	tr|A0A643BN87|A0A643BN87_BALPH
OG0000059	sp|Q96RP8|KCNA7_HUMAN	tr|A0A643BNU8|A0A643BNU8_BALPH, tr|A0A6A1PXA6|A0A6A1PXA6_BALPH
OG0000060	sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A643BKM7|A0A643BKM7_BALPH
OG0000060	sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9H158|PCDC1_HUMAN	tr|A0A643BLC9|A0A643BLC9_BALPH
OG0000062	sp|P62899|RL31_HUMAN	tr|A0A643C458|A0A643C458_BALPH, tr|A0A643BUC0|A0A643BUC0_BALPH, tr|A0A643BNV7|A0A643BNV7_BALPH, tr|A0A643BYQ4|A0A643BYQ4_BALPH, tr|A0A6A1Q0I5|A0A6A1Q0I5_BALPH, tr|A0A6A1Q770|A0A6A1Q770_BALPH, tr|A0A643BNI8|A0A643BNI8_BALPH, tr|A0A6A1QGB7|A0A6A1QGB7_BALPH, tr|A0A643CAI2|A0A643CAI2_BALPH, tr|A0A643C3X9|A0A643C3X9_BALPH, tr|A0A643C968|A0A643C968_BALPH, tr|A0A643C5H0|A0A643C5H0_BALPH, tr|A0A643BTJ8|A0A643BTJ8_BALPH, tr|A0A6A1PY65|A0A6A1PY65_BALPH, tr|A0A643C570|A0A643C570_BALPH
OG0000063	sp|Q96A23|CPNE4_HUMAN	tr|A0A643BTL8|A0A643BTL8_BALPH
OG0000063	sp|O75131|CPNE3_HUMAN	tr|A0A643CFE4|A0A643CFE4_BALPH
OG0000063	sp|Q99829|CPNE1_HUMAN	tr|A0A643CFK4|A0A643CFK4_BALPH
OG0000063	sp|Q96FN4|CPNE2_HUMAN	tr|A0A643BYT3|A0A643BYT3_BALPH
OG0000063	sp|Q8IYJ1|CPNE9_HUMAN, sp|Q9HCH3|CPNE5_HUMAN, sp|Q86YQ8|CPNE8_HUMAN	tr|A0A643CGA3|A0A643CGA3_BALPH, tr|A0A643BXY3|A0A643BXY3_BALPH
OG0000063	sp|O95741|CPNE6_HUMAN	tr|A0A643BRB5|A0A643BRB5_BALPH
OG0000064	sp|Q9H208|O10A2_HUMAN, sp|Q9H207|O10A5_HUMAN	tr|A0A643BWI4|A0A643BWI4_BALPH
OG0000064	sp|Q9H209|O10A4_HUMAN, sp|Q8NGE5|O10A7_HUMAN, sp|P58181|O10A3_HUMAN, sp|Q8NH74|O10A6_HUMAN, sp|Q96KK4|O10C1_HUMAN, sp|A6ND48|O14I1_HUMAN, sp|Q8NHC7|O14CZ_HUMAN, sp|Q9UGF5|O14J1_HUMAN, sp|Q8NHC6|O14L1_HUMAN, sp|Q8NHC5|O14AG_HUMAN, sp|Q96R54|O14A2_HUMAN, sp|Q8NGZ2|O14K1_HUMAN	tr|A0A643BWL2|A0A643BWL2_BALPH
OG0000066	sp|Q8IVF4|DYH10_HUMAN	tr|A0A6A1PYX1|A0A6A1PYX1_BALPH, tr|A0A6A1Q760|A0A6A1Q760_BALPH, tr|A0A643C421|A0A643C421_BALPH, tr|A0A643ATA4|A0A643ATA4_BALPH, tr|A0A643C2K5|A0A643C2K5_BALPH, tr|A0A6A1QGZ8|A0A6A1QGZ8_BALPH, tr|A0A643AUQ0|A0A643AUQ0_BALPH, tr|A0A643C431|A0A643C431_BALPH, tr|A0A643C4Y5|A0A643C4Y5_BALPH, tr|A0A643CBI8|A0A643CBI8_BALPH, tr|A0A6A1Q7H4|A0A6A1Q7H4_BALPH, tr|A0A6A1QK26|A0A6A1QK26_BALPH, tr|A0A643C1W0|A0A643C1W0_BALPH, tr|A0A6A1Q7P1|A0A6A1Q7P1_BALPH
OG0000067	sp|Q01118|SCN7A_HUMAN	tr|A0A6A1Q9L4|A0A6A1Q9L4_BALPH
OG0000067	sp|Q9UI33|SCNBA_HUMAN	tr|A0A6A1QDC7|A0A6A1QDC7_BALPH, tr|A0A6A1QAP2|A0A6A1QAP2_BALPH, tr|A0A643C406|A0A643C406_BALPH, tr|A0A6A1QB74|A0A6A1QB74_BALPH, tr|A0A643C3C3|A0A643C3C3_BALPH, tr|A0A6A1Q4V1|A0A6A1Q4V1_BALPH, tr|A0A643C5R3|A0A643C5R3_BALPH, tr|A0A643BRF4|A0A643BRF4_BALPH, tr|A0A6A1Q7B4|A0A6A1Q7B4_BALPH, tr|A0A6A1QAM0|A0A6A1QAM0_BALPH, tr|A0A643BSG3|A0A643BSG3_BALPH, tr|A0A643BRD2|A0A643BRD2_BALPH
OG0000068	sp|Q14142|TRI14_HUMAN	tr|A0A6A1QEZ5|A0A6A1QEZ5_BALPH
OG0000068	sp|P61247|RS3A_HUMAN	tr|A0A643BLN3|A0A643BLN3_BALPH, tr|A0A6A1QG75|A0A6A1QG75_BALPH, tr|A0A643BPD6|A0A643BPD6_BALPH, tr|A0A6A1Q4E5|A0A6A1Q4E5_BALPH, tr|A0A643CA92|A0A643CA92_BALPH, tr|A0A6A1Q1U0|A0A6A1Q1U0_BALPH, tr|A0A643BNY6|A0A643BNY6_BALPH, tr|A0A6A1Q421|A0A6A1Q421_BALPH, tr|A0A643C3E3|A0A643C3E3_BALPH, tr|A0A643C454|A0A643C454_BALPH, tr|A0A643BLG3|A0A643BLG3_BALPH, tr|A0A6A1QDD6|A0A6A1QDD6_BALPH
OG0000069	sp|P11488|GNAT1_HUMAN	tr|A0A6A1Q2S1|A0A6A1Q2S1_BALPH, tr|A0A643C1H0|A0A643C1H0_BALPH
OG0000069	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A643BYZ3|A0A643BYZ3_BALPH
OG0000069	sp|P04899|GNAI2_HUMAN	tr|A0A6A1Q4I9|A0A6A1Q4I9_BALPH
OG0000069	sp|P63096|GNAI1_HUMAN	tr|A0A643BXH4|A0A643BXH4_BALPH
OG0000069	sp|P08754|GNAI3_HUMAN	tr|A0A643C1R0|A0A643C1R0_BALPH
OG0000069	sp|P09471|GNAO_HUMAN	tr|A0A643BY32|A0A643BY32_BALPH, tr|A0A643BXB0|A0A643BXB0_BALPH
OG0000071	sp|A6NLW8|DUXA_HUMAN	tr|A0A643BKL9|A0A643BKL9_BALPH
OG0000071	sp|P0CJ89|DU4L6_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ86|DU4L3_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN	tr|A0A643ATM1|A0A643ATM1_BALPH
OG0000072	sp|Q96LC7|SIG10_HUMAN, sp|Q96RL6|SIG11_HUMAN, sp|A6NMB1|SIG16_HUMAN	tr|A0A643BXJ4|A0A643BXJ4_BALPH
