Orthogroup	Homo_sapiens	Carlito_syrichta
OG0000027	sp|Q96BR6|ZN669_HUMAN, sp|Q8IZC7|ZN101_HUMAN, sp|Q9BS34|ZN670_HUMAN	tr|A0A1U7TSP5|A0A1U7TSP5_CARSF
OG0000027	sp|Q15973|ZN124_HUMAN	tr|A0A1U7TIY6|A0A1U7TIY6_CARSF, tr|A0A1U7TT64|A0A1U7TT64_CARSF, tr|A0A3Q0EBK0|A0A3Q0EBK0_CARSF, tr|A0A1U7STX5|A0A1U7STX5_CARSF, tr|A0A1U7U8G3|A0A1U7U8G3_CARSF, tr|A0A3Q0E4N7|A0A3Q0E4N7_CARSF, tr|A0A3Q0E6W9|A0A3Q0E6W9_CARSF, tr|A0A3Q0EAU0|A0A3Q0EAU0_CARSF
OG0000027	sp|Q9ULM2|ZN490_HUMAN, sp|P17017|ZNF14_HUMAN	tr|A0A3Q0DQ00|A0A3Q0DQ00_CARSF
OG0000032	sp|Q15375|EPHA7_HUMAN	tr|A0A3Q0DXW1|A0A3Q0DXW1_CARSF
OG0000032	sp|P29320|EPHA3_HUMAN	tr|A0A1U7T653|A0A1U7T653_CARSF
OG0000032	sp|Q9UF33|EPHA6_HUMAN	tr|A0A1U7T7U3|A0A1U7T7U3_CARSF, tr|A0A1U7UDY3|A0A1U7UDY3_CARSF, tr|A0A1U7TP32|A0A1U7TP32_CARSF
OG0000032	sp|P54756|EPHA5_HUMAN	tr|A0A1U7TF93|A0A1U7TF93_CARSF
OG0000032	sp|P29322|EPHA8_HUMAN	tr|A0A3Q0DYW1|A0A3Q0DYW1_CARSF
OG0000032	sp|P54764|EPHA4_HUMAN	tr|A0A1U7THL3|A0A1U7THL3_CARSF
OG0000032	sp|P54753|EPHB3_HUMAN	tr|A0A1U7U508|A0A1U7U508_CARSF
OG0000032	sp|P54762|EPHB1_HUMAN	tr|A0A3Q0E9S1|A0A3Q0E9S1_CARSF
OG0000032	sp|P29323|EPHB2_HUMAN	tr|A0A1U7SYH4|A0A1U7SYH4_CARSF
OG0000033	sp|Q99880|H2B1L_HUMAN	tr|A0A1U7TRU4|A0A1U7TRU4_CARSF
OG0000033	sp|Q96A08|H2B1A_HUMAN	tr|A0A1U7V0H0|A0A1U7V0H0_CARSF, tr|A0A1U7TQ95|A0A1U7TQ95_CARSF, tr|A0A1U7UDT5|A0A1U7UDT5_CARSF, tr|A0A1U7TD85|A0A1U7TD85_CARSF, tr|A0A1U7V022|A0A1U7V022_CARSF, tr|A0A1U7UFG0|A0A1U7UFG0_CARSF, tr|A0A3Q0DHX5|A0A3Q0DHX5_CARSF, tr|A0A1U7UYF0|A0A1U7UYF0_CARSF, tr|A0A3Q0ECJ6|A0A3Q0ECJ6_CARSF, tr|A0A1U7UNW6|A0A1U7UNW6_CARSF, tr|A0A1U7THA5|A0A1U7THA5_CARSF, tr|A0A1U7TD89|A0A1U7TD89_CARSF, tr|A0A1U7TIC6|A0A1U7TIC6_CARSF, tr|A0A1U7TTR0|A0A1U7TTR0_CARSF, tr|A0A1U7T2L5|A0A1U7T2L5_CARSF, tr|A0A1U7T3I3|A0A1U7T3I3_CARSF, tr|A0A1U7SWV6|A0A1U7SWV6_CARSF
OG0000035	sp|O15480|MAGB3_HUMAN	tr|A0A1U7TU21|A0A1U7TU21_CARSF, tr|A0A1U7TG94|A0A1U7TG94_CARSF
OG0000035	sp|Q96LZ2|MAGBA_HUMAN	tr|A0A1U7T2D1|A0A1U7T2D1_CARSF, tr|A0A1U7SZS3|A0A1U7SZS3_CARSF
OG0000035	sp|Q96M61|MAGBI_HUMAN	tr|A0A3Q0DHW3|A0A3Q0DHW3_CARSF, tr|A0A1U7TDK4|A0A1U7TDK4_CARSF, tr|A0A3Q0DVE6|A0A3Q0DVE6_CARSF, tr|A0A3Q0DHD8|A0A3Q0DHD8_CARSF, tr|A0A1U7TJM4|A0A1U7TJM4_CARSF, tr|A0A3Q0E497|A0A3Q0E497_CARSF, tr|A0A1U7UXS4|A0A1U7UXS4_CARSF, tr|A0A1U7TW10|A0A1U7TW10_CARSF
OG0000036	sp|P13646|K1C13_HUMAN	tr|A0A1U7UXL2|A0A1U7UXL2_CARSF
OG0000036	sp|P19012|K1C15_HUMAN	tr|A0A1U7UIZ1|A0A1U7UIZ1_CARSF
OG0000036	sp|Q04695|K1C17_HUMAN	tr|A0A3Q0EJI9|A0A3Q0EJI9_CARSF
OG0000036	sp|P02533|K1C14_HUMAN	tr|A0A1U7TIB4|A0A1U7TIB4_CARSF, tr|A0A1U7UN37|A0A1U7UN37_CARSF
OG0000036	sp|P08779|K1C16_HUMAN	tr|A0A1U7UXK8|A0A1U7UXK8_CARSF
OG0000036	sp|P13645|K1C10_HUMAN	tr|A0A1U7T1R4|A0A1U7T1R4_CARSF
OG0000036	sp|Q99456|K1C12_HUMAN	tr|A0A1U7T8A1|A0A1U7T8A1_CARSF
OG0000036	sp|P35527|K1C9_HUMAN	tr|A0A1U7UCZ9|A0A1U7UCZ9_CARSF
OG0000036	sp|P08727|K1C19_HUMAN	tr|A0A1U7UCY2|A0A1U7UCY2_CARSF
OG0000039	sp|P05787|K2C8_HUMAN	tr|A0A1U7UT97|A0A1U7UT97_CARSF, tr|A0A3Q0DZB8|A0A3Q0DZB8_CARSF, tr|A0A1U7TZT6|A0A1U7TZT6_CARSF, tr|A0A3Q0E2X0|A0A3Q0E2X0_CARSF, tr|A0A1U7TQA9|A0A1U7TQA9_CARSF, tr|A0A1U7TQ97|A0A1U7TQ97_CARSF, tr|A0A3Q0E2X5|A0A3Q0E2X5_CARSF, tr|A0A3Q0E4P4|A0A3Q0E4P4_CARSF, tr|A0A1U7TEW1|A0A1U7TEW1_CARSF, tr|A0A1U7TY58|A0A1U7TY58_CARSF, tr|A0A1U7TL70|A0A1U7TL70_CARSF, tr|A0A1U7TZW6|A0A1U7TZW6_CARSF, tr|A0A1U7TY62|A0A1U7TY62_CARSF, tr|A0A1U7TEW5|A0A1U7TEW5_CARSF, tr|A0A3Q0E153|A0A3Q0E153_CARSF, tr|A0A1U7TQA0|A0A1U7TQA0_CARSF, tr|A0A1U7TZU0|A0A1U7TZU0_CARSF
OG0000040	sp|Q8N831|TSYL6_HUMAN	tr|A0A1U7SKV2|A0A1U7SKV2_CARSF
OG0000040	sp|Q86VY4|TSYL5_HUMAN	tr|A0A1U7UHH5|A0A1U7UHH5_CARSF
OG0000040	sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN	tr|A0A1U7T8G0|A0A1U7T8G0_CARSF
OG0000040	sp|P0CW00|TSPY8_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN	tr|A0A3Q0DUC9|A0A3Q0DUC9_CARSF
OG0000041	sp|P05181|CP2E1_HUMAN	tr|A0A1U7TY50|A0A1U7TY50_CARSF, tr|A0A1U7URB6|A0A1U7URB6_CARSF, tr|A0A1U7T8W4|A0A1U7T8W4_CARSF, tr|A0A3Q0DLL5|A0A3Q0DLL5_CARSF, tr|A0A1U7THS2|A0A1U7THS2_CARSF, tr|A0A3Q0EAU6|A0A3Q0EAU6_CARSF, tr|A0A1U7SYJ0|A0A1U7SYJ0_CARSF, tr|A0A1U7UKB5|A0A1U7UKB5_CARSF, tr|A0A1U7SGW6|A0A1U7SGW6_CARSF, tr|A0A1U7U6L8|A0A1U7U6L8_CARSF, tr|A0A1U7T3T1|A0A1U7T3T1_CARSF, tr|A0A1U7U791|A0A1U7U791_CARSF, tr|A0A1U7TE93|A0A1U7TE93_CARSF, tr|A0A3Q0DEZ8|A0A3Q0DEZ8_CARSF, tr|A0A1U7TBR1|A0A1U7TBR1_CARSF, tr|A0A1U7T624|A0A1U7T624_CARSF
OG0000042	sp|Q92738|US6NL_HUMAN, sp|Q9UFV1|TBC29_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|A0A087X179|TBC3E_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|P35125|UBP6_HUMAN, sp|Q2M2D7|TBC28_HUMAN, sp|Q86UD7|TBC26_HUMAN	tr|A0A3Q0E9I4|A0A3Q0E9I4_CARSF
OG0000047	sp|P02458|CO2A1_HUMAN	tr|A0A1U7UNL1|A0A1U7UNL1_CARSF
OG0000047	sp|P02452|CO1A1_HUMAN	tr|A0A1U7U3X6|A0A1U7U3X6_CARSF
OG0000047	sp|P08123|CO1A2_HUMAN	tr|A0A1U7UAD5|A0A1U7UAD5_CARSF
OG0000047	sp|P05997|CO5A2_HUMAN	tr|A0A1U7TSR2|A0A1U7TSR2_CARSF
OG0000047	sp|P20908|CO5A1_HUMAN	tr|A0A3Q0DZI4|A0A3Q0DZI4_CARSF
OG0000047	sp|P12107|COBA1_HUMAN	tr|A0A1U7TQR0|A0A1U7TQR0_CARSF
OG0000047	sp|P25940|CO5A3_HUMAN	tr|A0A1U7TRJ7|A0A1U7TRJ7_CARSF
OG0000047	sp|P02461|CO3A1_HUMAN	tr|A0A1U7TLD3|A0A1U7TLD3_CARSF
OG0000048	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN	tr|A0A1U7TFR9|A0A1U7TFR9_CARSF
OG0000052	sp|Q8NH02|O2T29_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH00|OR2T4_HUMAN	tr|A0A1U7TB55|A0A1U7TB55_CARSF
OG0000052	sp|Q8NGX2|O2T35_HUMAN, sp|Q6IF00|OR2T2_HUMAN	tr|A0A1U7TB65|A0A1U7TB65_CARSF
OG0000052	sp|Q8NH01|O2T11_HUMAN	tr|A0A1U7TF77|A0A1U7TF77_CARSF
OG0000052	sp|Q8NGZ9|O2T10_HUMAN	tr|A0A1U7T4T9|A0A1U7T4T9_CARSF
OG0000053	sp|Q8NH53|O52N1_HUMAN	tr|A0A1U7TXN3|A0A1U7TXN3_CARSF
OG0000053	sp|Q8NGI2|O52N4_HUMAN	tr|A0A1U7UHE8|A0A1U7UHE8_CARSF
OG0000053	sp|Q8NH56|O52N5_HUMAN	tr|A0A1U7U288|A0A1U7U288_CARSF, tr|A0A1U7TI29|A0A1U7TI29_CARSF, tr|A0A1U7UU12|A0A1U7UU12_CARSF, tr|A0A1U7U3R0|A0A1U7U3R0_CARSF, tr|A0A1U7UFT5|A0A1U7UFT5_CARSF, tr|A0A1U7U7L0|A0A1U7U7L0_CARSF
OG0000053	sp|Q8NGI0|O52N2_HUMAN	tr|A0A1U7U3Q5|A0A1U7U3Q5_CARSF, tr|A0A3Q0E8N0|A0A3Q0E8N0_CARSF, tr|A0A1U7UFT0|A0A1U7UFT0_CARSF
OG0000054	sp|A0A1W2PPF3|DUXB_HUMAN, sp|A6NLW8|DUXA_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|Q9UBX2|DUX4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|O43812|DUX1_HUMAN	tr|A0A3Q0EC78|A0A3Q0EC78_CARSF
OG0000057	sp|P22001|KCNA3_HUMAN	tr|A0A1U7U350|A0A1U7U350_CARSF
OG0000057	sp|P16389|KCNA2_HUMAN	tr|A0A1U7U342|A0A1U7U342_CARSF
OG0000057	sp|Q09470|KCNA1_HUMAN	tr|A0A1U7SMB8|A0A1U7SMB8_CARSF
OG0000057	sp|P22459|KCNA4_HUMAN	tr|A0A3Q0DPX0|A0A3Q0DPX0_CARSF
OG0000057	sp|Q96RP8|KCNA7_HUMAN	tr|A0A1U7T7H3|A0A1U7T7H3_CARSF
OG0000057	sp|P17658|KCNA6_HUMAN	tr|A0A3Q0DLY5|A0A3Q0DLY5_CARSF, tr|A0A1U7UPC9|A0A1U7UPC9_CARSF
OG0000058	sp|Q8N8J6|ZN615_HUMAN	tr|A0A3Q0DV44|A0A3Q0DV44_CARSF, tr|A0A1U7T8U7|A0A1U7T8U7_CARSF
OG0000058	sp|Q9GZX5|ZN350_HUMAN	tr|A0A1U7TKE8|A0A1U7TKE8_CARSF
OG0000058	sp|Q6PF04|ZN613_HUMAN	tr|A0A1U7U6M7|A0A1U7U6M7_CARSF
OG0000058	sp|Q8N883|ZN614_HUMAN	tr|A0A1U7T2A9|A0A1U7T2A9_CARSF
OG0000058	sp|O94892|ZN432_HUMAN	tr|A0A1U7V178|A0A1U7V178_CARSF, tr|A0A1U7T8U2|A0A1U7T8U2_CARSF, tr|A0A3Q0DZ59|A0A3Q0DZ59_CARSF
OG0000060	sp|Q6A162|K1C40_HUMAN	tr|A0A1U7T1R9|A0A1U7T1R9_CARSF
OG0000060	sp|Q92764|KRT35_HUMAN	tr|A0A1U7UCY6|A0A1U7UCY6_CARSF
OG0000060	sp|O76013|KRT36_HUMAN	tr|A0A1U7UN42|A0A1U7UN42_CARSF
OG0000060	sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN	tr|A0A1U7UW83|A0A1U7UW83_CARSF, tr|A0A1U7UXL7|A0A1U7UXL7_CARSF, tr|A0A1U7UXN0|A0A1U7UXN0_CARSF, tr|A0A1U7UJ11|A0A1U7UJ11_CARSF, tr|A0A1U7UW92|A0A1U7UW92_CARSF
OG0000061	sp|P09471|GNAO_HUMAN	tr|A0A1U7T097|A0A1U7T097_CARSF
OG0000061	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A1U7TS84|A0A1U7TS84_CARSF
OG0000061	sp|P11488|GNAT1_HUMAN	tr|A0A3Q0DRR4|A0A3Q0DRR4_CARSF
OG0000061	sp|P19087|GNAT2_HUMAN	tr|A0A1U7U045|A0A1U7U045_CARSF
OG0000061	sp|P04899|GNAI2_HUMAN	tr|A0A1U7TF75|A0A1U7TF75_CARSF
OG0000061	sp|P08754|GNAI3_HUMAN	tr|A0A1U7TSB7|A0A1U7TSB7_CARSF
OG0000061	sp|P63096|GNAI1_HUMAN	tr|A0A1U7U5W0|A0A1U7U5W0_CARSF
OG0000062	sp|Q01118|SCN7A_HUMAN	tr|A0A1U7TNS7|A0A1U7TNS7_CARSF
OG0000062	sp|Q9UI33|SCNBA_HUMAN	tr|A0A1U7SQ14|A0A1U7SQ14_CARSF
OG0000062	sp|Q9Y5Y9|SCNAA_HUMAN	tr|A0A3Q0DPZ8|A0A3Q0DPZ8_CARSF
OG0000064	sp|P50993|AT1A2_HUMAN	tr|A0A1U7TA41|A0A1U7TA41_CARSF
OG0000064	sp|P13637|AT1A3_HUMAN	tr|A0A1U7UIB2|A0A1U7UIB2_CARSF
OG0000064	sp|P05023|AT1A1_HUMAN	tr|A0A1U7V0I4|A0A1U7V0I4_CARSF
OG0000064	sp|Q13733|AT1A4_HUMAN	tr|A0A3Q0DYQ3|A0A3Q0DYQ3_CARSF
OG0000064	sp|P20648|ATP4A_HUMAN	tr|A0A1U7UUZ0|A0A1U7UUZ0_CARSF
OG0000064	sp|P54707|AT12A_HUMAN	tr|A0A1U7U1C9|A0A1U7U1C9_CARSF, tr|A0A3Q0DU10|A0A3Q0DU10_CARSF
OG0000065	sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60371|KR106_HUMAN, sp|P60372|KR104_HUMAN, sp|P60331|KR101_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60411|KR109_HUMAN, sp|P60369|KR103_HUMAN, sp|P60368|KR102_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60370|KR105_HUMAN, sp|P60410|KR108_HUMAN	tr|A0A3Q0E4M7|A0A3Q0E4M7_CARSF
OG0000066	sp|Q7Z398|ZN550_HUMAN	tr|A0A1U7TTB1|A0A1U7TTB1_CARSF
OG0000066	sp|Q96NL3|ZN599_HUMAN	tr|A0A1U7THY1|A0A1U7THY1_CARSF
OG0000066	sp|Q14592|ZN460_HUMAN	tr|A0A3Q0DHU1|A0A3Q0DHU1_CARSF
OG0000066	sp|Q08ER8|ZN543_HUMAN	tr|A0A3Q0DJR3|A0A3Q0DJR3_CARSF
OG0000066	sp|P51504|ZNF80_HUMAN	tr|A0A3Q0DJ19|A0A3Q0DJ19_CARSF
OG0000066	sp|O43296|ZN264_HUMAN, sp|Q5CZA5|ZN805_HUMAN	tr|A0A1U7V1V2|A0A1U7V1V2_CARSF
OG0000069	sp|P62888|RL30_HUMAN	tr|A0A3Q0DMK3|A0A3Q0DMK3_CARSF, tr|A0A3Q0DLS0|A0A3Q0DLS0_CARSF, tr|A0A3Q0DT99|A0A3Q0DT99_CARSF, tr|A0A3Q0E8N3|A0A3Q0E8N3_CARSF, tr|A0A3Q0DK86|A0A3Q0DK86_CARSF, tr|A0A1U7ULS2|A0A1U7ULS2_CARSF, tr|A0A1U7UUH6|A0A1U7UUH6_CARSF, tr|A0A1U7TDD6|A0A1U7TDD6_CARSF, tr|A0A1U7TQD9|A0A1U7TQD9_CARSF, tr|A0A1U7TR90|A0A1U7TR90_CARSF, tr|A0A1U7V4H8|A0A1U7V4H8_CARSF
OG0000070	sp|Q9UKF2|ADA30_HUMAN	tr|A0A1U7SWV0|A0A1U7SWV0_CARSF, tr|A0A1U7U2I8|A0A1U7U2I8_CARSF, tr|A0A1U7TD39|A0A1U7TD39_CARSF, tr|A0A1U7TAQ5|A0A1U7TAQ5_CARSF, tr|A0A3Q0EA85|A0A3Q0EA85_CARSF, tr|A0A1U7SSI2|A0A1U7SSI2_CARSF, tr|A0A3Q0DH56|A0A3Q0DH56_CARSF, tr|A0A1U7TMZ8|A0A1U7TMZ8_CARSF, tr|A0A3Q0E443|A0A3Q0E443_CARSF, tr|A0A1U7TIT6|A0A1U7TIT6_CARSF, tr|A0A1U7TVP3|A0A1U7TVP3_CARSF
OG0000071	sp|P11021|BIP_HUMAN	tr|A0A1U7TZC6|A0A1U7TZC6_CARSF, tr|A0A3Q0DRN7|A0A3Q0DRN7_CARSF, tr|A0A3Q0DJJ6|A0A3Q0DJJ6_CARSF, tr|A0A1U7TID8|A0A1U7TID8_CARSF, tr|A0A3Q0DIJ6|A0A3Q0DIJ6_CARSF, tr|A0A1U7TTM1|A0A1U7TTM1_CARSF, tr|A0A1U7T7X4|A0A1U7T7X4_CARSF, tr|A0A1U7TL94|A0A1U7TL94_CARSF, tr|A0A3Q0EDC9|A0A3Q0EDC9_CARSF, tr|A0A1U7TNA2|A0A1U7TNA2_CARSF, tr|A0A3Q0EH81|A0A3Q0EH81_CARSF
OG0000072	sp|Q9Y5P0|O51B4_HUMAN	tr|A0A1U7SSR3|A0A1U7SSR3_CARSF
OG0000072	sp|Q9H340|O51B6_HUMAN	tr|A0A1U7T8T0|A0A1U7T8T0_CARSF
OG0000072	sp|Q9H339|O51B5_HUMAN	tr|A0A1U7T4R2|A0A1U7T4R2_CARSF, tr|A0A1U7TII1|A0A1U7TII1_CARSF
OG0000072	sp|Q9Y5P1|O51B2_HUMAN	tr|A0A1U7T3F6|A0A1U7T3F6_CARSF, tr|A0A1U7TI66|A0A1U7TI66_CARSF, tr|A0A1U7T8G8|A0A1U7T8G8_CARSF, tr|A0A1U7T4Q2|A0A1U7T4Q2_CARSF
OG0000073	sp|P07195|LDHB_HUMAN	tr|A0A1U7U1S3|A0A1U7U1S3_CARSF
OG0000073	sp|P07864|LDHC_HUMAN	tr|A0A1U7TT53|A0A1U7TT53_CARSF
OG0000073	sp|Q6ZMR3|LDH6A_HUMAN	tr|A0A3Q0E1L5|A0A3Q0E1L5_CARSF
OG0000073	sp|Q9BYZ2|LDH6B_HUMAN	tr|A0A3Q0DQF2|A0A3Q0DQF2_CARSF
OG0000073	sp|P00338|LDHA_HUMAN	tr|A0A3Q0E6I9|A0A3Q0E6I9_CARSF
OG0000074	sp|Q9H210|OR2D2_HUMAN	tr|A0A1U7TGJ0|A0A1U7TGJ0_CARSF
OG0000074	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A1U7T8A9|A0A1U7T8A9_CARSF, tr|A0A1U7TIQ2|A0A1U7TIQ2_CARSF, tr|A0A1U7T8A5|A0A1U7T8A5_CARSF, tr|A0A1U7TEL3|A0A1U7TEL3_CARSF, tr|A0A1U7TKD2|A0A1U7TKD2_CARSF, tr|A0A1U7U5Y1|A0A1U7U5Y1_CARSF, tr|A0A1U7UG46|A0A1U7UG46_CARSF, tr|A0A1U7UQS0|A0A1U7UQS0_CARSF, tr|A0A1U7T6T5|A0A1U7T6T5_CARSF
OG0000075	sp|A0A075B6I7|LV548_HUMAN, sp|A0A0G2JS06|LV539_HUMAN, sp|A0A087WSX0|LV545_HUMAN, sp|A0A075B6I3|LVK55_HUMAN, sp|A0A075B6J1|LV537_HUMAN, sp|A0A0A0MRZ9|LV552_HUMAN, sp|A0A075B6H9|LV469_HUMAN, sp|A0A075B6I1|LV460_HUMAN, sp|A0A0B4J1Y8|LV949_HUMAN, sp|A0A075B6K6|LV403_HUMAN, sp|P12018|VPREB_HUMAN	tr|A0A1U7UMY7|A0A1U7UMY7_CARSF
OG0000077	sp|P16402|H13_HUMAN	tr|A0A1U7THA9|A0A1U7THA9_CARSF
OG0000077	sp|P10412|H14_HUMAN	tr|A0A1U7T6W7|A0A1U7T6W7_CARSF
OG0000077	sp|P16401|H15_HUMAN	tr|A0A1U7UYE4|A0A1U7UYE4_CARSF
OG0000077	sp|P16403|H12_HUMAN	tr|A0A1U7V1W7|A0A1U7V1W7_CARSF
OG0000077	sp|P22492|H1T_HUMAN, sp|P60008|HILS1_HUMAN, sp|Q02539|H11_HUMAN	tr|A0A1U7USG9|A0A1U7USG9_CARSF
OG0000079	sp|P09651|ROA1_HUMAN	tr|A0A3Q0E366|A0A3Q0E366_CARSF
OG0000079	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A3Q0DLF6|A0A3Q0DLF6_CARSF, tr|A0A3Q0E6S6|A0A3Q0E6S6_CARSF, tr|A0A3Q0EET0|A0A3Q0EET0_CARSF
OG0000079	sp|Q32P51|RA1L2_HUMAN	tr|A0A1U7T849|A0A1U7T849_CARSF
OG0000079	sp|P51991|ROA3_HUMAN	tr|A0A1U7TCT1|A0A1U7TCT1_CARSF, tr|A0A3Q0E1Q6|A0A3Q0E1Q6_CARSF, tr|A0A1U7TRL5|A0A1U7TRL5_CARSF
OG0000085	sp|O75084|FZD7_HUMAN	tr|A0A1U7U3S8|A0A1U7U3S8_CARSF
OG0000085	sp|Q9H461|FZD8_HUMAN, sp|Q13467|FZD5_HUMAN	tr|A0A3Q0DP78|A0A3Q0DP78_CARSF, tr|A0A3Q0DR34|A0A3Q0DR34_CARSF
OG0000085	sp|Q14332|FZD2_HUMAN	tr|A0A1U7SYS1|A0A1U7SYS1_CARSF
OG0000085	sp|Q9UP38|FZD1_HUMAN	tr|A0A3Q0E479|A0A3Q0E479_CARSF, tr|A0A3Q0DME7|A0A3Q0DME7_CARSF
OG0000086	sp|Q8TD57|DYH3_HUMAN	tr|A0A3Q0DZC7|A0A3Q0DZC7_CARSF
OG0000086	sp|Q0VDD8|DYH14_HUMAN	tr|A0A1U7UZ55|A0A1U7UZ55_CARSF
OG0000086	sp|Q9P2D7|DYH1_HUMAN	tr|A0A1U7SZA5|A0A1U7SZA5_CARSF
OG0000086	sp|Q8WXX0|DYH7_HUMAN	tr|A0A1U7U748|A0A1U7U748_CARSF
OG0000086	sp|Q6ZR08|DYH12_HUMAN	tr|A0A1U7UX27|A0A1U7UX27_CARSF, tr|A0A1U7T8D6|A0A1U7T8D6_CARSF
OG0000088	sp|Q86UE3|ZN546_HUMAN	tr|A0A3Q0EAZ2|A0A3Q0EAZ2_CARSF
OG0000088	sp|Q86YE8|ZN573_HUMAN	tr|A0A3Q0DJL9|A0A3Q0DJL9_CARSF
OG0000088	sp|B4DU55|ZN879_HUMAN	tr|A0A3Q0E8R4|A0A3Q0E8R4_CARSF, tr|A0A3Q0DWS5|A0A3Q0DWS5_CARSF, tr|A0A1U7U8V1|A0A1U7U8V1_CARSF, tr|A0A1U7TJ14|A0A1U7TJ14_CARSF, tr|A0A1U7TW88|A0A1U7TW88_CARSF
OG0000091	sp|P47895|AL1A3_HUMAN	tr|A0A3Q0EGW5|A0A3Q0EGW5_CARSF
OG0000091	sp|P30837|AL1B1_HUMAN	tr|A0A1U7SYM2|A0A1U7SYM2_CARSF
OG0000091	sp|P05091|ALDH2_HUMAN	tr|A0A1U7SXL1|A0A1U7SXL1_CARSF, tr|A0A1U7UIB8|A0A1U7UIB8_CARSF
OG0000091	sp|O94788|AL1A2_HUMAN	tr|A0A1U7TTY8|A0A1U7TTY8_CARSF
OG0000091	sp|P00352|AL1A1_HUMAN	tr|A0A1U7U771|A0A1U7U771_CARSF
OG0000092	sp|P35580|MYH10_HUMAN	tr|A0A3Q0E415|A0A3Q0E415_CARSF
OG0000092	sp|P35579|MYH9_HUMAN	tr|A0A3Q0DVF8|A0A3Q0DVF8_CARSF
OG0000092	sp|Q7Z406|MYH14_HUMAN	tr|A0A3Q0DLF1|A0A3Q0DLF1_CARSF, tr|A0A3Q0DJP4|A0A3Q0DJP4_CARSF
OG0000092	sp|P35749|MYH11_HUMAN	tr|A0A3Q0DV48|A0A3Q0DV48_CARSF, tr|A0A3Q0E615|A0A3Q0E615_CARSF, tr|A0A3Q0E9M8|A0A3Q0E9M8_CARSF
OG0000093	sp|Q9UHC6|CNTP2_HUMAN	tr|A0A1U7TJL1|A0A1U7TJL1_CARSF
OG0000093	sp|Q8WYK1|CNTP5_HUMAN	tr|A0A3Q0EC66|A0A3Q0EC66_CARSF
OG0000093	sp|Q9C0A0|CNTP4_HUMAN	tr|A0A1U7T6K5|A0A1U7T6K5_CARSF
OG0000093	sp|Q96NU0|CNT3B_HUMAN, tr|A0A1B0GTE1|A0A1B0GTE1_HUMAN, sp|Q9BZ76|CNTP3_HUMAN	tr|A0A3Q0E6L8|A0A3Q0E6L8_CARSF, tr|A0A1U7U5T8|A0A1U7U5T8_CARSF
OG0000094	sp|Q9H2C5|O52A5_HUMAN	tr|A0A1U7URX2|A0A1U7URX2_CARSF, tr|A0A1U7UTC2|A0A1U7UTC2_CARSF
