Orthogroup	Homo_sapiens	Sciurus_vulgaris
OG0000042	sp|A0A5B6|TVB28_HUMAN, sp|A0A075B6N4|TVBY1_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN	tr|A0A8D2D0D2|A0A8D2D0D2_SCIVU, tr|A0A8D2D034|A0A8D2D034_SCIVU
OG0000043	sp|P01705|LV223_HUMAN, sp|P01704|LV214_HUMAN, sp|P01706|LV211_HUMAN, sp|P01709|LV208_HUMAN	tr|A0A8D2D5J2|A0A8D2D5J2_SCIVU
OG0000043	sp|A0A0B4J1U3|LV136_HUMAN, sp|P01699|LV144_HUMAN, sp|P01700|LV147_HUMAN, sp|P01701|LV151_HUMAN, sp|P01703|LV140_HUMAN, sp|A0A075B6I6|LV150_HUMAN	tr|A0A8D2D5W5|A0A8D2D5W5_SCIVU, tr|A0A8D2D370|A0A8D2D370_SCIVU
OG0000043	sp|P01721|LV657_HUMAN	tr|A0A8D2D3N9|A0A8D2D3N9_SCIVU
OG0000044	sp|Q6FI13|H2A2A_HUMAN	tr|A0A8D2ACE6|A0A8D2ACE6_SCIVU
OG0000044	sp|Q93077|H2A1C_HUMAN	tr|A0A8D2JM70|A0A8D2JM70_SCIVU
OG0000044	sp|Q7L7L0|H2A3_HUMAN	tr|A0A8D2APK8|A0A8D2APK8_SCIVU
OG0000044	sp|Q96QV6|H2A1A_HUMAN	tr|A0A8D2D0A8|A0A8D2D0A8_SCIVU
OG0000044	sp|Q99878|H2A1J_HUMAN	tr|A0A8D2DAZ0|A0A8D2DAZ0_SCIVU
OG0000044	sp|P0C0S8|H2A1_HUMAN	tr|A0A8D2ARJ4|A0A8D2ARJ4_SCIVU
OG0000044	sp|P20671|H2A1D_HUMAN, sp|P04908|H2A1B_HUMAN	tr|A0A8D2D2Y3|A0A8D2D2Y3_SCIVU
OG0000045	sp|Q04695|K1C17_HUMAN	tr|A0A8D2CK46|A0A8D2CK46_SCIVU
OG0000045	sp|P08779|K1C16_HUMAN	tr|A0A8D2AGU7|A0A8D2AGU7_SCIVU
OG0000045	sp|P02533|K1C14_HUMAN	tr|A0A8D2AG67|A0A8D2AG67_SCIVU
OG0000045	sp|P08727|K1C19_HUMAN	tr|A0A8D2AGI6|A0A8D2AGI6_SCIVU
OG0000045	sp|P19012|K1C15_HUMAN	tr|A0A8D2AIA7|A0A8D2AIA7_SCIVU
OG0000045	sp|P13646|K1C13_HUMAN	tr|A0A8D2AGT6|A0A8D2AGT6_SCIVU
OG0000045	sp|P13645|K1C10_HUMAN	tr|A0A8D2ANA1|A0A8D2ANA1_SCIVU
OG0000045	sp|P35527|K1C9_HUMAN	tr|A0A8D2ANL6|A0A8D2ANL6_SCIVU
OG0000046	sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN	tr|A0A8D2B7W8|A0A8D2B7W8_SCIVU
OG0000046	tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN, sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R48|OR2A5_HUMAN	tr|A0A8D2BCY8|A0A8D2BCY8_SCIVU
OG0000047	sp|Q9UN81|LORF1_HUMAN	tr|A0A8D2AMC7|A0A8D2AMC7_SCIVU, tr|A0A8D2AN27|A0A8D2AN27_SCIVU, tr|A0A8D2AL67|A0A8D2AL67_SCIVU, tr|A0A8D2JMZ3|A0A8D2JMZ3_SCIVU, tr|A0A8D2BDG8|A0A8D2BDG8_SCIVU, tr|A0A8D2BA86|A0A8D2BA86_SCIVU, tr|A0A8D2CR48|A0A8D2CR48_SCIVU, tr|A0A8D2DIA8|A0A8D2DIA8_SCIVU, tr|A0A8D2DK81|A0A8D2DK81_SCIVU, tr|A0A8D2AQP9|A0A8D2AQP9_SCIVU, tr|A0A8D2BCK0|A0A8D2BCK0_SCIVU, tr|A0A8D2DIM8|A0A8D2DIM8_SCIVU, tr|A0A8D2DB39|A0A8D2DB39_SCIVU, tr|A0A8D2AVJ1|A0A8D2AVJ1_SCIVU, tr|A0A8D2AXI7|A0A8D2AXI7_SCIVU, tr|A0A8D2DI61|A0A8D2DI61_SCIVU
OG0000048	sp|O95007|OR6B1_HUMAN	tr|A0A8D2CQH3|A0A8D2CQH3_SCIVU
OG0000048	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A8D2B0W9|A0A8D2B0W9_SCIVU, tr|A0A8D2AUJ0|A0A8D2AUJ0_SCIVU, tr|A0A8D2AW37|A0A8D2AW37_SCIVU, tr|A0A8D2B337|A0A8D2B337_SCIVU, tr|A0A8D2AQC7|A0A8D2AQC7_SCIVU
OG0000048	sp|O95222|OR6A2_HUMAN	tr|A0A8D2D7G6|A0A8D2D7G6_SCIVU, tr|A0A8D2JT53|A0A8D2JT53_SCIVU, tr|A0A8D2DZJ9|A0A8D2DZJ9_SCIVU, tr|A0A8D2E0A3|A0A8D2E0A3_SCIVU, tr|A0A8D2E0E0|A0A8D2E0E0_SCIVU, tr|A0A8D2E1T9|A0A8D2E1T9_SCIVU, tr|A0A8D2AWU9|A0A8D2AWU9_SCIVU
OG0000049	sp|P0DW14|TFKLJ_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|Q15544|TAF11_HUMAN	tr|A0A8D2CQ64|A0A8D2CQ64_SCIVU
OG0000050	sp|Q9Y5I4|PCDC2_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN	tr|A0A8D2DM15|A0A8D2DM15_SCIVU
OG0000052	sp|Q01740|FMO1_HUMAN	tr|A0A8D2DTU9|A0A8D2DTU9_SCIVU
OG0000052	sp|Q99518|FMO2_HUMAN	tr|A0A8D2DT87|A0A8D2DT87_SCIVU
OG0000052	sp|P49326|FMO5_HUMAN	tr|A0A8D2CPL6|A0A8D2CPL6_SCIVU, tr|A0A8D2CPL5|A0A8D2CPL5_SCIVU, tr|A0A8D2BD09|A0A8D2BD09_SCIVU, tr|A0A8D2B4Q1|A0A8D2B4Q1_SCIVU, tr|A0A8D2ANC9|A0A8D2ANC9_SCIVU, tr|A0A8D2DV88|A0A8D2DV88_SCIVU, tr|A0A8D2CQX0|A0A8D2CQX0_SCIVU
OG0000052	sp|O60774|FMO6_HUMAN	tr|A0A8D2DNG7|A0A8D2DNG7_SCIVU
OG0000052	sp|P31513|FMO3_HUMAN	tr|A0A8D2DS73|A0A8D2DS73_SCIVU
OG0000054	sp|A6NLW8|DUXA_HUMAN	tr|A0A8D2AL03|A0A8D2AL03_SCIVU
OG0000054	sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ85|DU4L2_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|A0A1W2PPF3|DUXB_HUMAN	tr|A0A8D2DCC4|A0A8D2DCC4_SCIVU
OG0000055	sp|Q9UKF5|ADA29_HUMAN	tr|A0A8D2ALV2|A0A8D2ALV2_SCIVU
OG0000055	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A8D2BDP8|A0A8D2BDP8_SCIVU
OG0000055	sp|O43506|ADA20_HUMAN	tr|A0A8D2CR14|A0A8D2CR14_SCIVU
OG0000057	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A8D2B2E7|A0A8D2B2E7_SCIVU
OG0000057	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A8D2AT88|A0A8D2AT88_SCIVU
OG0000057	sp|Q96RB7|OR5MB_HUMAN	tr|A0A8D2AXQ8|A0A8D2AXQ8_SCIVU, tr|A0A8D2AT27|A0A8D2AT27_SCIVU, tr|A0A8D2ATI7|A0A8D2ATI7_SCIVU, tr|A0A8D2AV64|A0A8D2AV64_SCIVU, tr|A0A8D2AXD3|A0A8D2AXD3_SCIVU, tr|A0A8D2AZR4|A0A8D2AZR4_SCIVU, tr|A0A8D2AUD0|A0A8D2AUD0_SCIVU
OG0000057	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A8D2AXT4|A0A8D2AXT4_SCIVU, tr|A0A8D2AT14|A0A8D2AT14_SCIVU, tr|A0A8D2AXV5|A0A8D2AXV5_SCIVU
OG0000058	sp|Q8NH19|O10AG_HUMAN	tr|A0A8D2BEU8|A0A8D2BEU8_SCIVU, tr|A0A8D2BAK7|A0A8D2BAK7_SCIVU, tr|A0A8D2BET6|A0A8D2BET6_SCIVU, tr|A0A8D2CT57|A0A8D2CT57_SCIVU, tr|A0A8D2E0F8|A0A8D2E0F8_SCIVU, tr|A0A8D2E270|A0A8D2E270_SCIVU, tr|A0A8D2D4J1|A0A8D2D4J1_SCIVU, tr|A0A8D2BA92|A0A8D2BA92_SCIVU, tr|A0A8D2B3Y1|A0A8D2B3Y1_SCIVU, tr|A0A8D2BB19|A0A8D2BB19_SCIVU, tr|A0A8D2BB76|A0A8D2BB76_SCIVU, tr|A0A8D2AVV6|A0A8D2AVV6_SCIVU, tr|A0A8D2AZV4|A0A8D2AZV4_SCIVU, tr|A0A8D2CRC9|A0A8D2CRC9_SCIVU, tr|A0A8D2AUZ9|A0A8D2AUZ9_SCIVU
OG0000059	sp|Q15973|ZN124_HUMAN	tr|A0A8D2CVF8|A0A8D2CVF8_SCIVU
OG0000059	sp|Q6ZQV5|ZN788_HUMAN	tr|A0A8D2DZ20|A0A8D2DZ20_SCIVU, tr|A0A8D2JM15|A0A8D2JM15_SCIVU, tr|A0A8D2DN23|A0A8D2DN23_SCIVU, tr|A0A8D2JN20|A0A8D2JN20_SCIVU, tr|A0A8D2DYV2|A0A8D2DYV2_SCIVU, tr|A0A8D2E1K9|A0A8D2E1K9_SCIVU, tr|A0A8D2DDQ1|A0A8D2DDQ1_SCIVU, tr|A0A8D2DFU6|A0A8D2DFU6_SCIVU, tr|A0A8D2DPX1|A0A8D2DPX1_SCIVU, tr|A0A8D2B2P9|A0A8D2B2P9_SCIVU, tr|A0A8D2DFM7|A0A8D2DFM7_SCIVU, tr|A0A8D2AU76|A0A8D2AU76_SCIVU, tr|A0A8D2E0Y1|A0A8D2E0Y1_SCIVU
OG0000060	sp|P41180|CASR_HUMAN	tr|A0A8D2B1B0|A0A8D2B1B0_SCIVU, tr|A0A8D2B551|A0A8D2B551_SCIVU, tr|A0A8D2DBK4|A0A8D2DBK4_SCIVU, tr|A0A8D2DBU9|A0A8D2DBU9_SCIVU, tr|A0A8D2DAX6|A0A8D2DAX6_SCIVU, tr|A0A8D2AFG0|A0A8D2AFG0_SCIVU, tr|A0A8D2AKS3|A0A8D2AKS3_SCIVU, tr|A0A8D2DWA3|A0A8D2DWA3_SCIVU, tr|A0A8D2E0N9|A0A8D2E0N9_SCIVU, tr|A0A8D2JTC3|A0A8D2JTC3_SCIVU, tr|A0A8D2DIC8|A0A8D2DIC8_SCIVU, tr|A0A8D2DZV1|A0A8D2DZV1_SCIVU, tr|A0A8D2E2X9|A0A8D2E2X9_SCIVU, tr|A0A8D2E3J2|A0A8D2E3J2_SCIVU, tr|A0A8D2DZH8|A0A8D2DZH8_SCIVU
OG0000062	sp|Q8NH69|OR5W2_HUMAN	tr|A0A8D2AUS4|A0A8D2AUS4_SCIVU, tr|A0A8D2AVW8|A0A8D2AVW8_SCIVU, tr|A0A8D2AX07|A0A8D2AX07_SCIVU, tr|A0A8D2CR63|A0A8D2CR63_SCIVU, tr|A0A8D2CRA3|A0A8D2CRA3_SCIVU, tr|A0A8D2AZN2|A0A8D2AZN2_SCIVU, tr|A0A8D2AUP3|A0A8D2AUP3_SCIVU, tr|A0A8D2B1H9|A0A8D2B1H9_SCIVU, tr|A0A8D2AZX0|A0A8D2AZX0_SCIVU, tr|A0A8D2B4F7|A0A8D2B4F7_SCIVU, tr|A0A8D2CRF0|A0A8D2CRF0_SCIVU, tr|A0A8D2AZI8|A0A8D2AZI8_SCIVU, tr|A0A8D2AVA0|A0A8D2AVA0_SCIVU, tr|A0A8D2B1Y9|A0A8D2B1Y9_SCIVU
OG0000067	sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	tr|A0A8D2DA68|A0A8D2DA68_SCIVU
OG0000067	sp|P54652|HSP72_HUMAN	tr|A0A8D2ADD1|A0A8D2ADD1_SCIVU
OG0000067	sp|P11142|HSP7C_HUMAN	tr|A0A8D2BE95|A0A8D2BE95_SCIVU, tr|A0A8D2DLE2|A0A8D2DLE2_SCIVU, tr|A0A8D2B5K0|A0A8D2B5K0_SCIVU
OG0000067	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN	tr|A0A8D2CZH4|A0A8D2CZH4_SCIVU
OG0000067	sp|P34931|HS71L_HUMAN	tr|A0A8D2D8Q0|A0A8D2D8Q0_SCIVU
OG0000068	sp|Q8NHC8|OR2T6_HUMAN, sp|O43869|OR2T1_HUMAN, sp|P0C7T2|OR2T7_HUMAN, sp|Q8NH04|O2T27_HUMAN, sp|Q8NGX2|O2T35_HUMAN, sp|Q6IF00|OR2T2_HUMAN, sp|Q8NH01|O2T11_HUMAN, sp|Q8NH00|OR2T4_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NGZ9|O2T10_HUMAN, sp|Q8NGX1|O2T34_HUMAN, sp|Q8NH03|OR2T3_HUMAN	tr|A0A8D2AT54|A0A8D2AT54_SCIVU
OG0000069	sp|Q8NGC6|OR4KH_HUMAN	tr|A0A8D2AGG7|A0A8D2AGG7_SCIVU
OG0000069	sp|Q8NH42|OR4KD_HUMAN, sp|Q8NH43|OR4L1_HUMAN, sp|Q8NGD2|OR4K2_HUMAN, sp|Q96R72|OR4K3_HUMAN, sp|Q8NGD5|OR4KE_HUMAN, sp|Q8NGD3|OR4K5_HUMAN, sp|Q8NH41|OR4KF_HUMAN, sp|Q8NGD4|OR4K1_HUMAN, sp|Q96R69|OR4F4_HUMAN, sp|Q8NH21|OR4F5_HUMAN, sp|Q8NGA8|O4F17_HUMAN	tr|A0A8D2AJM1|A0A8D2AJM1_SCIVU
OG0000070	sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|I1YAP6|TRI77_HUMAN	tr|A0A8D2DSA1|A0A8D2DSA1_SCIVU
OG0000071	sp|Q8NGC9|O11H4_HUMAN	tr|A0A8D2CL32|A0A8D2CL32_SCIVU
OG0000071	sp|Q8NGC7|O11H6_HUMAN	tr|A0A8D2ASY6|A0A8D2ASY6_SCIVU
OG0000071	sp|Q8NGC1|O11G2_HUMAN	tr|A0A8D2CRP5|A0A8D2CRP5_SCIVU, tr|A0A8D2CL58|A0A8D2CL58_SCIVU, tr|A0A8D2ANG7|A0A8D2ANG7_SCIVU, tr|A0A8D2ALF8|A0A8D2ALF8_SCIVU, tr|A0A8D2ALI6|A0A8D2ALI6_SCIVU, tr|A0A8D2AVX0|A0A8D2AVX0_SCIVU, tr|A0A8D2CLH2|A0A8D2CLH2_SCIVU
OG0000073	sp|P51991|ROA3_HUMAN	tr|A0A8D2D1K9|A0A8D2D1K9_SCIVU, tr|A0A8D2APN7|A0A8D2APN7_SCIVU, tr|A0A8D2DEW7|A0A8D2DEW7_SCIVU, tr|A0A8D2DT39|A0A8D2DT39_SCIVU, tr|A0A8D2AEK5|A0A8D2AEK5_SCIVU, tr|A0A8D2AGY9|A0A8D2AGY9_SCIVU, tr|A0A8D2DUL6|A0A8D2DUL6_SCIVU, tr|A0A8D2CU27|A0A8D2CU27_SCIVU, tr|A0A8D2AYL5|A0A8D2AYL5_SCIVU, tr|A0A8D2DVS4|A0A8D2DVS4_SCIVU, tr|A0A8D2AJ89|A0A8D2AJ89_SCIVU, tr|A0A8D2B240|A0A8D2B240_SCIVU, tr|A0A8D2JM21|A0A8D2JM21_SCIVU
OG0000074	sp|P06310|KV230_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|A0A0C4DH68|KV224_HUMAN	tr|A0A8D2JRD6|A0A8D2JRD6_SCIVU
OG0000074	sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|P01614|KVD40_HUMAN, sp|A0A087WW87|KV240_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|P01615|KVD28_HUMAN	tr|A0A8D2DJJ7|A0A8D2DJJ7_SCIVU
OG0000075	sp|P0DTE4|UD2A1_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|O75310|UDB11_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|P36537|UDB10_HUMAN, sp|P16662|UD2B7_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN, sp|Q6UWM9|UD2A3_HUMAN, sp|Q6NUS8|UD3A1_HUMAN, sp|Q3SY77|UD3A2_HUMAN	tr|A0A8D2DP06|A0A8D2DP06_SCIVU
OG0000076	sp|Q5XKE5|K2C79_HUMAN	tr|A0A8D2DIZ2|A0A8D2DIZ2_SCIVU
OG0000076	sp|Q01546|K22O_HUMAN, sp|P12035|K2C3_HUMAN, sp|P02538|K2C6A_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN, sp|O95678|K2C75_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q7Z794|K2C1B_HUMAN	tr|A0A8D2DKM3|A0A8D2DKM3_SCIVU
OG0000077	sp|P0C7P1|RBY1D_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|A6NDE4|RBY1B_HUMAN	tr|A0A8D2CRM3|A0A8D2CRM3_SCIVU
OG0000077	sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|A0A8D2CMZ0|A0A8D2CMZ0_SCIVU
OG0000077	sp|Q96E39|RMXL1_HUMAN, sp|P38159|RBMX_HUMAN	tr|A0A8D2CR30|A0A8D2CR30_SCIVU
OG0000078	sp|Q8NGH9|O52E4_HUMAN	tr|A0A8D2CP77|A0A8D2CP77_SCIVU
OG0000078	sp|Q8NGJ3|O52E1_HUMAN	tr|A0A8D2AWX9|A0A8D2AWX9_SCIVU
OG0000078	sp|Q8NGJ4|O52E2_HUMAN	tr|A0A8D2B2Q9|A0A8D2B2Q9_SCIVU, tr|A0A8D2AWB5|A0A8D2AWB5_SCIVU
OG0000078	sp|Q8NH55|O52E5_HUMAN	tr|A0A8D2B6P8|A0A8D2B6P8_SCIVU, tr|A0A8D2B2E9|A0A8D2B2E9_SCIVU, tr|A0A8D2B268|A0A8D2B268_SCIVU
OG0000081	sp|Q6IEV9|OR4CB_HUMAN	tr|A0A8D2CVG4|A0A8D2CVG4_SCIVU, tr|A0A8D2CT87|A0A8D2CT87_SCIVU, tr|A0A8D2CW61|A0A8D2CW61_SCIVU, tr|A0A8D2CWH2|A0A8D2CWH2_SCIVU
OG0000081	sp|Q8NGL9|OR4CG_HUMAN	tr|A0A8D2B560|A0A8D2B560_SCIVU, tr|A0A8D2AYH8|A0A8D2AYH8_SCIVU, tr|A0A8D2CMZ6|A0A8D2CMZ6_SCIVU, tr|A0A8D2CWC5|A0A8D2CWC5_SCIVU, tr|A0A8D2CVG1|A0A8D2CVG1_SCIVU, tr|A0A8D2CSJ5|A0A8D2CSJ5_SCIVU, tr|A0A8D2AW99|A0A8D2AW99_SCIVU
OG0000083	sp|P01718|LV327_HUMAN, sp|A0A075B6K0|LV316_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A075B6K4|LV310_HUMAN, sp|A0A075B6J6|LV322_HUMAN, sp|A0A0A0MS00|LV332_HUMAN, sp|P01714|LV319_HUMAN, sp|P01715|LV301_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|P80748|LV321_HUMAN, sp|A0A075B6K5|LV39_HUMAN	tr|A0A8D2D900|A0A8D2D900_SCIVU, tr|A0A8D2D8M7|A0A8D2D8M7_SCIVU
OG0000085	sp|P07195|LDHB_HUMAN	tr|A0A8D2DU51|A0A8D2DU51_SCIVU
OG0000085	sp|P00338|LDHA_HUMAN	tr|A0A8D2JRP4|A0A8D2JRP4_SCIVU, tr|A0A8D2DJM5|A0A8D2DJM5_SCIVU, tr|A0A8D2AXK7|A0A8D2AXK7_SCIVU, tr|A0A8D2CQ33|A0A8D2CQ33_SCIVU, tr|A0A8D2JRX8|A0A8D2JRX8_SCIVU, tr|A0A8D2D6T3|A0A8D2D6T3_SCIVU
OG0000085	sp|Q6ZMR3|LDH6A_HUMAN, sp|Q9BYZ2|LDH6B_HUMAN, sp|P07864|LDHC_HUMAN	tr|A0A8D2D5K9|A0A8D2D5K9_SCIVU
OG0000086	sp|Q6PEX7|TEX38_HUMAN	tr|A0A8D2B141|A0A8D2B141_SCIVU, tr|A0A8D2B9J9|A0A8D2B9J9_SCIVU, tr|A0A8D2AML2|A0A8D2AML2_SCIVU, tr|A0A8D2AM81|A0A8D2AM81_SCIVU, tr|A0A8D2ATM2|A0A8D2ATM2_SCIVU, tr|A0A8D2AN78|A0A8D2AN78_SCIVU, tr|A0A8D2AJZ2|A0A8D2AJZ2_SCIVU, tr|A0A8D2AM10|A0A8D2AM10_SCIVU, tr|A0A8D2AN58|A0A8D2AN58_SCIVU, tr|A0A8D2AJS8|A0A8D2AJS8_SCIVU, tr|A0A8D2AIG2|A0A8D2AIG2_SCIVU, tr|A0A8D2AS99|A0A8D2AS99_SCIVU
OG0000091	sp|P29400|CO4A5_HUMAN	tr|A0A8D2D8F0|A0A8D2D8F0_SCIVU
OG0000091	sp|Q01955|CO4A3_HUMAN	tr|A0A8D2DSJ4|A0A8D2DSJ4_SCIVU
OG0000091	sp|P53420|CO4A4_HUMAN	tr|A0A8D2DQN8|A0A8D2DQN8_SCIVU
OG0000091	sp|Q14031|CO4A6_HUMAN	tr|A0A8D2DE24|A0A8D2DE24_SCIVU
OG0000091	sp|P08572|CO4A2_HUMAN	tr|A0A8D2AX62|A0A8D2AX62_SCIVU
OG0000091	sp|P02462|CO4A1_HUMAN	tr|A0A8D2AVQ0|A0A8D2AVQ0_SCIVU
OG0000092	sp|Q9H346|O52D1_HUMAN	tr|A0A8D2B379|A0A8D2B379_SCIVU, tr|A0A8D2ATR5|A0A8D2ATR5_SCIVU, tr|A0A8D2AVJ5|A0A8D2AVJ5_SCIVU, tr|A0A8D2B0Y1|A0A8D2B0Y1_SCIVU, tr|A0A8D2AWR4|A0A8D2AWR4_SCIVU, tr|A0A8D2AWJ5|A0A8D2AWJ5_SCIVU, tr|A0A8D2B3D6|A0A8D2B3D6_SCIVU, tr|A0A8D2B2P5|A0A8D2B2P5_SCIVU, tr|A0A8D2B0E3|A0A8D2B0E3_SCIVU, tr|A0A8D2CTS7|A0A8D2CTS7_SCIVU, tr|A0A8D2AVQ9|A0A8D2AVQ9_SCIVU
OG0000093	sp|P00326|ADH1G_HUMAN, sp|P00325|ADH1B_HUMAN, sp|P07327|ADH1A_HUMAN	tr|A0A8D2B7I4|A0A8D2B7I4_SCIVU
OG0000093	sp|P40394|ADH7_HUMAN	tr|A0A8D2B6S3|A0A8D2B6S3_SCIVU
OG0000093	sp|P28332|ADH6_HUMAN	tr|A0A8D2BDB1|A0A8D2BDB1_SCIVU
OG0000093	sp|P11766|ADHX_HUMAN	tr|A0A8D2B8F6|A0A8D2B8F6_SCIVU
OG0000093	sp|P08319|ADH4_HUMAN	tr|A0A8D2CQP7|A0A8D2CQP7_SCIVU
OG0000094	sp|P30954|O10J1_HUMAN	tr|A0A8D2B345|A0A8D2B345_SCIVU
OG0000094	sp|P0C629|O10J4_HUMAN	tr|A0A8D2AY04|A0A8D2AY04_SCIVU
OG0000094	sp|Q5JRS4|O10J3_HUMAN	tr|A0A8D2B034|A0A8D2B034_SCIVU
OG0000094	sp|Q8NGY7|O10J6_HUMAN, sp|Q8NHC4|O10J5_HUMAN	tr|A0A8D2AYX3|A0A8D2AYX3_SCIVU
OG0000095	sp|A6NCN2|KR87P_HUMAN	tr|A0A8D2DEV7|A0A8D2DEV7_SCIVU
OG0000095	sp|O43790|KRT86_HUMAN, sp|Q14533|KRT81_HUMAN, sp|P78385|KRT83_HUMAN	tr|A0A8D2DE42|A0A8D2DE42_SCIVU, tr|A0A8D2DBE7|A0A8D2DBE7_SCIVU, tr|A0A8D2DEQ0|A0A8D2DEQ0_SCIVU, tr|A0A8D2DG09|A0A8D2DG09_SCIVU
OG0000095	sp|P78386|KRT85_HUMAN	tr|A0A8D2JNS8|A0A8D2JNS8_SCIVU, tr|A0A8D2DGL4|A0A8D2DGL4_SCIVU
OG0000096	sp|Q16695|H31T_HUMAN	tr|A0A8D2AYR4|A0A8D2AYR4_SCIVU
