Orthogroup	Homo_sapiens	Lipotes_vexillifer
OG0000053	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN	tr|A0A340Y4J5|A0A340Y4J5_LIPVE
OG0000055	sp|Q14532|K1H2_HUMAN	tr|A0A340YJ28|A0A340YJ28_LIPVE
OG0000055	sp|Q92764|KRT35_HUMAN	tr|A0A340Y1G5|A0A340Y1G5_LIPVE
OG0000055	sp|O76013|KRT36_HUMAN	tr|A0A340XVB7|A0A340XVB7_LIPVE
OG0000055	sp|Q6A162|K1C40_HUMAN, sp|Q6A163|K1C39_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|Q15323|K1H1_HUMAN, sp|O76009|KT33A_HUMAN, sp|Q14525|KT33B_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN	tr|A0A340XV92|A0A340XV92_LIPVE
OG0000059	sp|A6NLW8|DUXA_HUMAN, sp|A0A1W2PPF3|DUXB_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ88|DU4L5_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|O43812|DUX1_HUMAN	tr|A0A340YJ43|A0A340YJ43_LIPVE
OG0000061	sp|Q9ULB4|CADH9_HUMAN	tr|A0A340XT31|A0A340XT31_LIPVE
OG0000061	sp|P55285|CADH6_HUMAN	tr|A0A340WV47|A0A340WV47_LIPVE
OG0000061	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A340YAP2|A0A340YAP2_LIPVE
OG0000061	sp|P55289|CAD12_HUMAN	tr|A0A340X4V9|A0A340X4V9_LIPVE
OG0000061	sp|Q9HBT6|CAD20_HUMAN	tr|A0A340WTC9|A0A340WTC9_LIPVE
OG0000061	sp|Q13634|CAD18_HUMAN	tr|A0A340WZ43|A0A340WZ43_LIPVE
OG0000061	sp|Q9ULB5|CADH7_HUMAN	tr|A0A340XGC6|A0A340XGC6_LIPVE
OG0000062	sp|Q9H2W1|M4A6A_HUMAN, sp|Q96DS6|M4A6E_HUMAN, sp|Q9GZW8|MS4A7_HUMAN, sp|Q96PG1|M4A4E_HUMAN, sp|Q96PG2|M4A10_HUMAN, sp|Q96JQ5|M4A4A_HUMAN, sp|Q96HJ5|MS4A3_HUMAN, sp|Q9NXJ0|M4A12_HUMAN, sp|Q9BY19|M4A8_HUMAN, sp|Q3C1V0|M4A18_HUMAN, sp|Q8N5U1|M4A15_HUMAN, sp|Q9H3V2|MS4A5_HUMAN, sp|Q96JA4|M4A14_HUMAN	tr|A0A340XSG1|A0A340XSG1_LIPVE
OG0000063	sp|P08754|GNAI3_HUMAN	tr|A0A340WQY3|A0A340WQY3_LIPVE
OG0000063	sp|P63096|GNAI1_HUMAN	tr|A0A340Y197|A0A340Y197_LIPVE
OG0000063	sp|P04899|GNAI2_HUMAN	tr|A0A340Y3S9|A0A340Y3S9_LIPVE
OG0000063	sp|P09471|GNAO_HUMAN	tr|A0A340XDE9|A0A340XDE9_LIPVE
OG0000063	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A340Y0C8|A0A340Y0C8_LIPVE
OG0000063	sp|P11488|GNAT1_HUMAN	tr|A0A340Y1F3|A0A340Y1F3_LIPVE
OG0000063	sp|P19087|GNAT2_HUMAN	tr|A0A340WIC8|A0A340WIC8_LIPVE
OG0000064	sp|Q9NZP5|O5AC2_HUMAN	tr|A0A340XKY7|A0A340XKY7_LIPVE
OG0000064	sp|A6NET4|OR5K3_HUMAN, sp|A6NMS3|OR5K4_HUMAN, sp|Q8NHB8|OR5K2_HUMAN, sp|Q8NHB7|OR5K1_HUMAN, sp|Q8NGV7|OR5H2_HUMAN, sp|P0DN80|OR5H8_HUMAN, sp|A6NKK0|OR5H1_HUMAN, sp|A6NDH6|O5H15_HUMAN, sp|A6NHG9|O5H14_HUMAN, sp|Q8NGV6|OR5H6_HUMAN, sp|P0C628|O5AC1_HUMAN	tr|A0A340XLQ4|A0A340XLQ4_LIPVE
OG0000067	sp|Q96NG5|ZN558_HUMAN, sp|Q8N988|ZN557_HUMAN, sp|Q8NC26|ZN114_HUMAN, sp|Q147U1|ZN846_HUMAN, sp|Q9BR84|ZN559_HUMAN, sp|Q8N587|ZN561_HUMAN, sp|Q6V9R5|ZN562_HUMAN, sp|Q96MU6|ZN778_HUMAN, sp|Q9BUY5|ZN426_HUMAN, sp|Q96MR9|ZN560_HUMAN, sp|Q14584|ZN266_HUMAN, sp|P58317|ZN121_HUMAN	tr|A0A340XGS9|A0A340XGS9_LIPVE
OG0000068	sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NI03|TR64B_HUMAN	tr|A0A340X7S4|A0A340X7S4_LIPVE
OG0000069	sp|O60548|FOXD2_HUMAN	tr|A0A340XRN3|A0A340XRN3_LIPVE
OG0000069	sp|Q9UJU5|FOXD3_HUMAN	tr|A0A340XSP9|A0A340XSP9_LIPVE
OG0000069	sp|Q9NU39|FX4L1_HUMAN, sp|Q12950|FOXD4_HUMAN, sp|Q3SYB3|FX4L6_HUMAN, sp|Q6VB84|FX4L3_HUMAN, sp|Q5VV16|FX4L5_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q13461|FOXE3_HUMAN	tr|A0A340XXF4|A0A340XXF4_LIPVE
OG0000070	sp|P29400|CO4A5_HUMAN	tr|A0A340XX07|A0A340XX07_LIPVE
OG0000070	sp|P02462|CO4A1_HUMAN	tr|A0A340X1C7|A0A340X1C7_LIPVE
OG0000070	sp|Q01955|CO4A3_HUMAN	tr|A0A340Y931|A0A340Y931_LIPVE
OG0000070	sp|P53420|CO4A4_HUMAN	tr|A0A340Y2S1|A0A340Y2S1_LIPVE
OG0000070	sp|Q14031|CO4A6_HUMAN	tr|A0A340XUA7|A0A340XUA7_LIPVE
OG0000070	sp|P08572|CO4A2_HUMAN	tr|A0A340X5X2|A0A340X5X2_LIPVE
OG0000071	sp|P22460|KCNA5_HUMAN	tr|A0A340YC74|A0A340YC74_LIPVE
OG0000071	sp|P17658|KCNA6_HUMAN	tr|A0A340Y765|A0A340Y765_LIPVE
OG0000071	sp|P22459|KCNA4_HUMAN	tr|A0A340Y953|A0A340Y953_LIPVE
OG0000071	sp|P16389|KCNA2_HUMAN	tr|A0A340WQK5|A0A340WQK5_LIPVE
OG0000071	sp|Q09470|KCNA1_HUMAN	tr|A0A340YDJ5|A0A340YDJ5_LIPVE
OG0000071	sp|P22001|KCNA3_HUMAN	tr|A0A340WR27|A0A340WR27_LIPVE
OG0000072	sp|P38159|RBMX_HUMAN	tr|A0A340WWW9|A0A340WWW9_LIPVE
OG0000072	sp|Q96E39|RMXL1_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|O75526|RMXL2_HUMAN, sp|Q8N7X1|RMXL3_HUMAN	tr|A0A340XKU5|A0A340XKU5_LIPVE
OG0000074	sp|P07900|HS90A_HUMAN	tr|A0A340X2A4|A0A340X2A4_LIPVE
OG0000074	sp|P08238|HS90B_HUMAN	tr|A0A340XE16|A0A340XE16_LIPVE
OG0000074	sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN	tr|A0A340XUP2|A0A340XUP2_LIPVE, tr|A0A340WMH6|A0A340WMH6_LIPVE
OG0000076	sp|Q6T423|S22AP_HUMAN, sp|Q8IVM8|S22A9_HUMAN	tr|A0A340XS50|A0A340XS50_LIPVE
OG0000076	sp|Q8N4F4|S22AO_HUMAN, sp|Q9Y267|S22AE_HUMAN, sp|Q9Y226|S22AD_HUMAN, sp|Q96S37|S22AC_HUMAN, sp|Q9NSA0|S22AB_HUMAN	tr|A0A340XRY8|A0A340XRY8_LIPVE
OG0000076	sp|Q63ZE4|S22AA_HUMAN	tr|A0A340XLK6|A0A340XLK6_LIPVE, tr|A0A340XL90|A0A340XL90_LIPVE
OG0000077	sp|P16402|H13_HUMAN	tr|A0A340YEC1|A0A340YEC1_LIPVE
OG0000077	sp|P16401|H15_HUMAN	tr|A0A340WNU2|A0A340WNU2_LIPVE
OG0000077	sp|P10412|H14_HUMAN	tr|A0A340YGV7|A0A340YGV7_LIPVE
OG0000077	sp|P60008|HILS1_HUMAN, sp|Q02539|H11_HUMAN	tr|A0A340YGW9|A0A340YGW9_LIPVE
OG0000077	sp|P16403|H12_HUMAN	tr|A0A340YFU3|A0A340YFU3_LIPVE
OG0000078	sp|P20648|ATP4A_HUMAN	tr|A0A340YF23|A0A340YF23_LIPVE
OG0000078	sp|P54707|AT12A_HUMAN	tr|A0A340Y4H9|A0A340Y4H9_LIPVE
OG0000078	sp|Q13733|AT1A4_HUMAN	tr|A0A340XEY5|A0A340XEY5_LIPVE
OG0000078	sp|P05023|AT1A1_HUMAN	tr|A0A340WT66|A0A340WT66_LIPVE
OG0000078	sp|P50993|AT1A2_HUMAN	tr|A0A340XL36|A0A340XL36_LIPVE
OG0000078	sp|P13637|AT1A3_HUMAN	tr|A0A340XHA2|A0A340XHA2_LIPVE
OG0000079	sp|Q14588|ZN234_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q02386|ZNF45_HUMAN, sp|Q9NYT6|ZN226_HUMAN	tr|A0A340XAM8|A0A340XAM8_LIPVE
OG0000080	sp|Q8TDQ1|CLM1_HUMAN	tr|A0A340X3E6|A0A340X3E6_LIPVE
OG0000080	sp|Q6UXZ3|CLM5_HUMAN, sp|A8K4G0|CLM7_HUMAN, sp|O95944|NCTR2_HUMAN, sp|Q6UXN2|TRML4_HUMAN, sp|P0DMS9|TMIG3_HUMAN, sp|Q496F6|CLM2_HUMAN, sp|A0A0K2S4Q6|CD3CH_HUMAN, sp|Q08708|CLM6_HUMAN, sp|Q9UGN4|CLM8_HUMAN	tr|A0A340X5T0|A0A340X5T0_LIPVE
OG0000082	sp|P60842|IF4A1_HUMAN	tr|A0A340X8X4|A0A340X8X4_LIPVE
OG0000082	sp|Q14240|IF4A2_HUMAN	tr|A0A340WTA7|A0A340WTA7_LIPVE
OG0000082	sp|P38919|IF4A3_HUMAN	tr|A0A340X343|A0A340X343_LIPVE, tr|A0A340YF81|A0A340YF81_LIPVE, tr|A0A340XJM1|A0A340XJM1_LIPVE, tr|A0A340YAF5|A0A340YAF5_LIPVE, tr|A0A340XQC7|A0A340XQC7_LIPVE, tr|A0A340WG01|A0A340WG01_LIPVE, tr|A0A340XQD4|A0A340XQD4_LIPVE
OG0000084	sp|P05000|IFNW1_HUMAN	tr|A0A340X131|A0A340X131_LIPVE, tr|A0A340X050|A0A340X050_LIPVE, tr|A0A340X6T3|A0A340X6T3_LIPVE, tr|A0A340X4V6|A0A340X4V6_LIPVE, tr|A0A340X6S8|A0A340X6S8_LIPVE, tr|A0A340WQF1|A0A340WQF1_LIPVE, tr|A0A340X6U5|A0A340X6U5_LIPVE, tr|A0A340Y5X2|A0A340Y5X2_LIPVE, tr|A0A340X055|A0A340X055_LIPVE, tr|A0A340X7G5|A0A340X7G5_LIPVE, tr|A0A340X4V2|A0A340X4V2_LIPVE
OG0000085	sp|P11021|BIP_HUMAN	tr|A0A340YF70|A0A340YF70_LIPVE, tr|A0A340WWT5|A0A340WWT5_LIPVE, tr|A0A340X706|A0A340X706_LIPVE, tr|A0A340WJL8|A0A340WJL8_LIPVE, tr|A0A340XK23|A0A340XK23_LIPVE, tr|A0A340X8V9|A0A340X8V9_LIPVE, tr|A0A340X6T5|A0A340X6T5_LIPVE, tr|A0A340XDS3|A0A340XDS3_LIPVE, tr|A0A340XN94|A0A340XN94_LIPVE, tr|A0A340YC13|A0A340YC13_LIPVE, tr|A0A340YI64|A0A340YI64_LIPVE
OG0000087	sp|Q6UWM9|UD2A3_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P36537|UDB10_HUMAN, sp|P16662|UD2B7_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN, sp|P0DTE4|UD2A1_HUMAN, sp|P0DTE5|UD2A2_HUMAN	tr|A0A340WRI5|A0A340WRI5_LIPVE
OG0000092	sp|P21439|MDR3_HUMAN	tr|A0A340WFX0|A0A340WFX0_LIPVE
OG0000092	sp|P08183|MDR1_HUMAN	tr|A0A340WFX8|A0A340WFX8_LIPVE
OG0000092	sp|Q2M3G0|ABCB5_HUMAN	tr|A0A340Y0R5|A0A340Y0R5_LIPVE
OG0000092	sp|O95342|ABCBB_HUMAN	tr|A0A340XNE4|A0A340XNE4_LIPVE, tr|A0A340XHW5|A0A340XHW5_LIPVE, tr|A0A340WAN0|A0A340WAN0_LIPVE, tr|A0A340X039|A0A340X039_LIPVE
OG0000093	sp|Q14592|ZN460_HUMAN, sp|Q08ER8|ZN543_HUMAN	tr|A0A340X7L4|A0A340X7L4_LIPVE
OG0000093	sp|Q5CZA5|ZN805_HUMAN, sp|O43296|ZN264_HUMAN	tr|A0A340XBV2|A0A340XBV2_LIPVE
OG0000093	sp|Q96NL3|ZN599_HUMAN	tr|A0A340YEZ6|A0A340YEZ6_LIPVE
OG0000093	sp|Q7Z398|ZN550_HUMAN	tr|A0A340X7I5|A0A340X7I5_LIPVE
OG0000094	sp|Q9C0A0|CNTP4_HUMAN	tr|A0A340XBV9|A0A340XBV9_LIPVE
OG0000094	sp|Q9UHC6|CNTP2_HUMAN	tr|A0A340WNK3|A0A340WNK3_LIPVE
OG0000094	sp|Q8WYK1|CNTP5_HUMAN	tr|A0A340X4D8|A0A340X4D8_LIPVE
OG0000094	sp|Q96NU0|CNT3B_HUMAN, sp|Q9BZ76|CNTP3_HUMAN, tr|A0A1B0GTE1|A0A1B0GTE1_HUMAN	tr|A0A340XCU7|A0A340XCU7_LIPVE
OG0000095	sp|Q9NVA2|SEP11_HUMAN	tr|A0A340X8X3|A0A340X8X3_LIPVE
OG0000095	sp|Q92599|SEPT8_HUMAN	tr|A0A340XIZ6|A0A340XIZ6_LIPVE
OG0000095	sp|Q14141|SEPT6_HUMAN	tr|A0A340Y1I5|A0A340Y1I5_LIPVE
OG0000095	sp|Q6ZU15|SEP14_HUMAN, sp|C0HM01|RBRP_HUMAN	tr|A0A340WUR7|A0A340WUR7_LIPVE
OG0000095	sp|Q9P0V9|SEP10_HUMAN	tr|A0A340X021|A0A340X021_LIPVE
OG0000096	sp|P35503|UD13_HUMAN	tr|A0A340WF62|A0A340WF62_LIPVE
OG0000096	sp|P35504|UD15_HUMAN, sp|P22310|UD14_HUMAN, sp|Q9HAW9|UD18_HUMAN, sp|Q9HAW7|UD17_HUMAN, sp|Q9HAW8|UD110_HUMAN, sp|O60656|UD19_HUMAN, sp|P19224|UD16_HUMAN, sp|P22309|UD11_HUMAN	tr|A0A340XXN5|A0A340XXN5_LIPVE
OG0000097	sp|Q14722|KCAB1_HUMAN	tr|A0A340XES8|A0A340XES8_LIPVE
OG0000097	sp|Q13303|KCAB2_HUMAN	tr|A0A340WV31|A0A340WV31_LIPVE
OG0000097	sp|O43448|KCAB3_HUMAN	tr|A0A340X9N6|A0A340X9N6_LIPVE, tr|A0A340XC29|A0A340XC29_LIPVE, tr|A0A340Y3I0|A0A340Y3I0_LIPVE, tr|A0A340Y1A3|A0A340Y1A3_LIPVE, tr|A0A340WPI7|A0A340WPI7_LIPVE, tr|A0A340X8F5|A0A340X8F5_LIPVE
OG0000098	sp|Q01118|SCN7A_HUMAN	tr|A0A340WR44|A0A340WR44_LIPVE, tr|A0A340Y3C8|A0A340Y3C8_LIPVE, tr|A0A340Y8T8|A0A340Y8T8_LIPVE, tr|A0A340Y747|A0A340Y747_LIPVE, tr|A0A340XCA1|A0A340XCA1_LIPVE, tr|A0A340WKL7|A0A340WKL7_LIPVE, tr|A0A340WSA1|A0A340WSA1_LIPVE, tr|A0A340WR61|A0A340WR61_LIPVE, tr|A0A340WN42|A0A340WN42_LIPVE, tr|A0A340WR50|A0A340WR50_LIPVE
OG0000099	sp|P02794|FRIH_HUMAN	tr|A0A340YEQ4|A0A340YEQ4_LIPVE, tr|A0A340WFZ6|A0A340WFZ6_LIPVE, tr|A0A340XH41|A0A340XH41_LIPVE
OG0000099	sp|Q8N4E7|FTMT_HUMAN	tr|A0A340WF47|A0A340WF47_LIPVE
OG0000099	sp|Q9BXU8|FHL17_HUMAN, sp|P0C7X4|FHL19_HUMAN	tr|A0A340WGG1|A0A340WGG1_LIPVE, tr|A0A340XEQ2|A0A340XEQ2_LIPVE, tr|A0A340WVM8|A0A340WVM8_LIPVE
OG0000106	sp|P20138|CD33_HUMAN	tr|A0A340XQ71|A0A340XQ71_LIPVE
OG0000106	sp|O43699|SIGL6_HUMAN, sp|Q96PQ1|SIG12_HUMAN, sp|Q9Y286|SIGL7_HUMAN, sp|Q9Y336|SIGL9_HUMAN, sp|Q9NYZ4|SIGL8_HUMAN, sp|Q08ET2|SIG14_HUMAN, sp|O15389|SIGL5_HUMAN	tr|A0A340XQ57|A0A340XQ57_LIPVE
OG0000107	sp|P07384|CAN1_HUMAN	tr|A0A340XKW8|A0A340XKW8_LIPVE
OG0000107	sp|O14815|CAN9_HUMAN	tr|A0A340WUV7|A0A340WUV7_LIPVE
OG0000107	sp|P17655|CAN2_HUMAN	tr|A0A340WZP9|A0A340WZP9_LIPVE
OG0000107	sp|A6NHC0|CAN8_HUMAN	tr|A0A340X3M8|A0A340X3M8_LIPVE
OG0000107	sp|Q9UMQ6|CAN11_HUMAN	tr|A0A340XH40|A0A340XH40_LIPVE
OG0000109	sp|O60224|SSX4_HUMAN, sp|Q7RTT3|SSX9_HUMAN, sp|Q7RTT5|SSX7_HUMAN, sp|O60225|SSX5_HUMAN, sp|Q16385|SSX2_HUMAN, sp|Q99909|SSX3_HUMAN, sp|Q7RTT6|SSX6_HUMAN, sp|Q16384|SSX1_HUMAN, sp|Q7RTT4|SSX8_HUMAN	tr|A0A340WN90|A0A340WN90_LIPVE
OG0000110	sp|Q96P47|AGAP3_HUMAN	tr|A0A340YBR8|A0A340YBR8_LIPVE
OG0000110	sp|Q9UPQ3|AGAP1_HUMAN, sp|Q8TF27|AGA11_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VUJ5|AGAP7_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|Q96P64|AGAP4_HUMAN	tr|A0A340XRM1|A0A340XRM1_LIPVE
OG0000111	sp|Q96PC5|MIA2_HUMAN, sp|Q8IX95|CTGE3_HUMAN, sp|Q96RT6|CTGE2_HUMAN, sp|A4D2H0|CTGEF_HUMAN, sp|Q86UF2|CTGE6_HUMAN, tr|A0A2R8YE69|A0A2R8YE69_HUMAN, sp|A4FU28|CTGE9_HUMAN, sp|Q8IX94|CTGE4_HUMAN, sp|P0CG41|CTGE8_HUMAN	tr|A0A340Y327|A0A340Y327_LIPVE
OG0000112	sp|P0DP24|CALM2_HUMAN	tr|A0A340YIN4|A0A340YIN4_LIPVE, tr|A0A340XH15|A0A340XH15_LIPVE
OG0000112	sp|Q9NZT1|CALL5_HUMAN, sp|Q7Z572|SPT21_HUMAN	tr|A0A340Y368|A0A340Y368_LIPVE
OG0000112	sp|P27482|CALL3_HUMAN	tr|A0A340Y2N4|A0A340Y2N4_LIPVE
OG0000113	sp|P12931|SRC_HUMAN	tr|A0A340WDY6|A0A340WDY6_LIPVE
OG0000113	sp|Q13882|PTK6_HUMAN	tr|A0A340WDD9|A0A340WDD9_LIPVE
OG0000113	sp|P09769|FGR_HUMAN	tr|A0A340XJE5|A0A340XJE5_LIPVE
OG0000113	sp|P06241|FYN_HUMAN	tr|A0A340WT33|A0A340WT33_LIPVE
OG0000113	sp|P07947|YES_HUMAN	tr|A0A340XGB1|A0A340XGB1_LIPVE
OG0000114	sp|P02458|CO2A1_HUMAN	tr|A0A340XXG8|A0A340XXG8_LIPVE
OG0000114	sp|P08123|CO1A2_HUMAN	tr|A0A340WPK2|A0A340WPK2_LIPVE
OG0000114	sp|P02452|CO1A1_HUMAN	tr|A0A340XY16|A0A340XY16_LIPVE
OG0000114	sp|P02461|CO3A1_HUMAN	tr|A0A340Y0E1|A0A340Y0E1_LIPVE
OG0000114	sp|P05997|CO5A2_HUMAN	tr|A0A340XUW0|A0A340XUW0_LIPVE
OG0000115	sp|P98187|CP4F8_HUMAN	tr|A0A340XHT9|A0A340XHT9_LIPVE
OG0000115	sp|Q9HBI6|CP4FB_HUMAN, sp|Q9HCS2|CP4FC_HUMAN, sp|Q08477|CP4F3_HUMAN, sp|P78329|CP4F2_HUMAN, sp|Q8N118|CP4X1_HUMAN, sp|P13584|CP4B1_HUMAN, sp|Q6NT55|CP4FN_HUMAN	tr|A0A340XIB9|A0A340XIB9_LIPVE
OG0000116	sp|P11766|ADHX_HUMAN	tr|A0A340XUM0|A0A340XUM0_LIPVE, tr|A0A340XRC6|A0A340XRC6_LIPVE, tr|A0A340YJJ2|A0A340YJJ2_LIPVE, tr|A0A340WPS8|A0A340WPS8_LIPVE, tr|A0A340Y6Q7|A0A340Y6Q7_LIPVE, tr|A0A340Y6F5|A0A340Y6F5_LIPVE, tr|A0A340YCD0|A0A340YCD0_LIPVE, tr|A0A340WPW6|A0A340WPW6_LIPVE, tr|A0A340XR99|A0A340XR99_LIPVE
OG0000117	sp|P07320|CRGD_HUMAN	tr|A0A340XYL8|A0A340XYL8_LIPVE, tr|A0A340XLZ0|A0A340XLZ0_LIPVE, tr|A0A340XWM1|A0A340XWM1_LIPVE, tr|A0A340XU83|A0A340XU83_LIPVE
OG0000117	sp|P07316|CRGB_HUMAN	tr|A0A340XQU5|A0A340XQU5_LIPVE
OG0000117	sp|P11844|CRGA_HUMAN, sp|P07315|CRGC_HUMAN	tr|A0A340XU93|A0A340XU93_LIPVE
OG0000118	sp|P18085|ARF4_HUMAN	tr|A0A340XRR6|A0A340XRR6_LIPVE, tr|A0A340X661|A0A340X661_LIPVE, tr|A0A340WJJ9|A0A340WJJ9_LIPVE, tr|A0A340WYB8|A0A340WYB8_LIPVE
OG0000118	sp|P84085|ARF5_HUMAN	tr|A0A340X933|A0A340X933_LIPVE, tr|A0A340WXD7|A0A340WXD7_LIPVE, tr|A0A340XC58|A0A340XC58_LIPVE, tr|A0A340WGA4|A0A340WGA4_LIPVE
OG0000119	sp|Q6N022|TEN4_HUMAN	tr|A0A340X239|A0A340X239_LIPVE
OG0000119	sp|Q9P273|TEN3_HUMAN	tr|A0A340YDP7|A0A340YDP7_LIPVE
OG0000119	sp|Q9NT68|TEN2_HUMAN	tr|A0A340WLI5|A0A340WLI5_LIPVE
OG0000119	sp|Q9UKZ4|TEN1_HUMAN	tr|A0A340X2G1|A0A340X2G1_LIPVE, tr|A0A340Y7G1|A0A340Y7G1_LIPVE, tr|A0A340WG42|A0A340WG42_LIPVE
OG0000120	sp|Q9NUB1|ACS2L_HUMAN	tr|A0A340WV73|A0A340WV73_LIPVE
OG0000120	sp|Q9NR19|ACSA_HUMAN	tr|A0A340WF46|A0A340WF46_LIPVE, tr|A0A340X7R6|A0A340X7R6_LIPVE, tr|A0A340Y046|A0A340Y046_LIPVE, tr|A0A340XDG2|A0A340XDG2_LIPVE, tr|A0A340X1F4|A0A340X1F4_LIPVE, tr|A0A340Y7L4|A0A340Y7L4_LIPVE, tr|A0A340WE43|A0A340WE43_LIPVE
OG0000122	sp|O15303|GRM6_HUMAN	tr|A0A340WZS7|A0A340WZS7_LIPVE
OG0000122	sp|Q14833|GRM4_HUMAN	tr|A0A340XNN5|A0A340XNN5_LIPVE
OG0000122	sp|Q14831|GRM7_HUMAN	tr|A0A340XR11|A0A340XR11_LIPVE, tr|A0A340XJI1|A0A340XJI1_LIPVE
OG0000122	sp|O00222|GRM8_HUMAN	tr|A0A340X810|A0A340X810_LIPVE
OG0000123	sp|Q04727|TLE4_HUMAN	tr|A0A340Y1R0|A0A340Y1R0_LIPVE
OG0000123	sp|Q04726|TLE3_HUMAN	tr|A0A340Y8X3|A0A340Y8X3_LIPVE
OG0000123	sp|A0A1W2PR48|TLE7_HUMAN, sp|Q04725|TLE2_HUMAN	tr|A0A340XMZ3|A0A340XMZ3_LIPVE
OG0000123	sp|Q04724|TLE1_HUMAN	tr|A0A340WGW6|A0A340WGW6_LIPVE
OG0000124	sp|B1APH4|ZN487_HUMAN	tr|A0A340Y2E0|A0A340Y2E0_LIPVE
OG0000124	sp|Q9Y2H8|ZN510_HUMAN, sp|Q4V348|Z658B_HUMAN, sp|Q5TYW1|ZN658_HUMAN, sp|Q06730|ZN33A_HUMAN, sp|Q06732|ZN33B_HUMAN, sp|Q8NDW4|ZN248_HUMAN	tr|A0A340XSB4|A0A340XSB4_LIPVE
OG0000125	sp|Q96LB1|MRGX2_HUMAN	tr|A0A340X7Z7|A0A340X7Z7_LIPVE
OG0000125	sp|Q96LB2|MRGX1_HUMAN, sp|Q96LA9|MRGX4_HUMAN, sp|Q96LB0|MRGX3_HUMAN, sp|P35410|MAS1L_HUMAN, sp|Q86SM8|MRGRE_HUMAN, sp|Q8TDS7|MRGRD_HUMAN	tr|A0A340YLF5|A0A340YLF5_LIPVE
OG0000126	sp|Q6ZUB1|S31E1_HUMAN, sp|Q5VVP1|S31A6_HUMAN, sp|Q5VYP0|S31A3_HUMAN, sp|Q5VU36|S31A5_HUMAN, sp|Q8IWB4|S31A7_HUMAN, sp|Q5TZJ5|S31A1_HUMAN, sp|B4DYI2|S31C2_HUMAN, sp|P0DKV0|S31C1_HUMAN	tr|A0A340YC65|A0A340YC65_LIPVE
OG0000127	sp|P26639|SYTC_HUMAN	tr|A0A340Y0R2|A0A340Y0R2_LIPVE
OG0000127	sp|A2RTX5|SYTC2_HUMAN	tr|A0A340YHD8|A0A340YHD8_LIPVE
