Orthogroup	Homo_sapiens	Prolemur_simus
OG0000039	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A8C8ZYY6|A0A8C8ZYY6_PROSS
OG0000039	sp|Q9ULB4|CADH9_HUMAN	tr|A0A8C8Z9Y8|A0A8C8Z9Y8_PROSS
OG0000039	sp|P55285|CADH6_HUMAN	tr|A0A8C8Z2K9|A0A8C8Z2K9_PROSS
OG0000040	sp|Q8NGY7|O10J6_HUMAN	tr|A0A8C9A210|A0A8C9A210_PROSS
OG0000040	sp|Q8NHC4|O10J5_HUMAN	tr|A0A8C8ZV28|A0A8C8ZV28_PROSS
OG0000040	sp|Q8NGX6|O10R2_HUMAN	tr|A0A8C8ZP68|A0A8C8ZP68_PROSS
OG0000040	sp|Q8NGX3|O10T2_HUMAN	tr|A0A8C8ZK88|A0A8C8ZK88_PROSS, tr|A0A8C8ZTW0|A0A8C8ZTW0_PROSS
OG0000040	sp|P0C629|O10J4_HUMAN, sp|Q5JRS4|O10J3_HUMAN	tr|A0A8C9A871|A0A8C9A871_PROSS
OG0000040	sp|P30954|O10J1_HUMAN	tr|A0A8C9DNY2|A0A8C9DNY2_PROSS, tr|A0A8C9A425|A0A8C9A425_PROSS, tr|A0A8C9DPD9|A0A8C9DPD9_PROSS
OG0000041	sp|Q6PG37|ZN790_HUMAN	tr|A0A8C9DF37|A0A8C9DF37_PROSS
OG0000041	sp|Q8NA42|ZN383_HUMAN	tr|A0A8C8YLD1|A0A8C8YLD1_PROSS
OG0000041	sp|Q3KNS6|ZN829_HUMAN	tr|A0A8C8YNZ9|A0A8C8YNZ9_PROSS
OG0000041	sp|Q9Y2G7|ZFP30_HUMAN	tr|A0A8C9ARC8|A0A8C9ARC8_PROSS, tr|A0A8C9A690|A0A8C9A690_PROSS
OG0000042	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A8C9DDA6|A0A8C9DDA6_PROSS, tr|A0A8C8YF81|A0A8C8YF81_PROSS
OG0000042	sp|Q96RD2|O52B2_HUMAN	tr|A0A8C8ZJL6|A0A8C8ZJL6_PROSS, tr|A0A8C9DM26|A0A8C9DM26_PROSS
OG0000042	sp|Q8NGK2|O52B4_HUMAN	tr|A0A8C8YDC7|A0A8C8YDC7_PROSS, tr|A0A8C9DCT3|A0A8C9DCT3_PROSS, tr|A0A8C8ZSX4|A0A8C8ZSX4_PROSS, tr|A0A8C8ZT55|A0A8C8ZT55_PROSS, tr|A0A8C8ZU80|A0A8C8ZU80_PROSS, tr|A0A8C8ZJK1|A0A8C8ZJK1_PROSS, tr|A0A8C8ZJK7|A0A8C8ZJK7_PROSS
OG0000045	sp|P08727|K1C19_HUMAN	tr|A0A8C8ZST8|A0A8C8ZST8_PROSS
OG0000045	sp|P19012|K1C15_HUMAN	tr|A0A8C8ZTM4|A0A8C8ZTM4_PROSS
OG0000045	sp|P13646|K1C13_HUMAN	tr|A0A8C8ZNI9|A0A8C8ZNI9_PROSS
OG0000045	sp|P35527|K1C9_HUMAN	tr|A0A8C8ZSR6|A0A8C8ZSR6_PROSS
OG0000045	sp|P13645|K1C10_HUMAN	tr|A0A8C9DKU0|A0A8C9DKU0_PROSS, tr|A0A8C9DJM9|A0A8C9DJM9_PROSS
OG0000045	sp|Q04695|K1C17_HUMAN	tr|A0A8C8ZN78|A0A8C8ZN78_PROSS
OG0000045	sp|P02533|K1C14_HUMAN	tr|A0A8C8ZK59|A0A8C8ZK59_PROSS
OG0000045	sp|P08779|K1C16_HUMAN	tr|A0A8C8ZYI7|A0A8C8ZYI7_PROSS
OG0000047	sp|Q7Z398|ZN550_HUMAN	tr|A0A8C8ZWJ5|A0A8C8ZWJ5_PROSS
OG0000047	sp|Q96NL3|ZN599_HUMAN	tr|A0A8C8ZPI1|A0A8C8ZPI1_PROSS
OG0000047	sp|P51504|ZNF80_HUMAN	tr|A0A8C9DPN5|A0A8C9DPN5_PROSS, tr|A0A8C8YWX4|A0A8C8YWX4_PROSS, tr|A0A8C8Z268|A0A8C8Z268_PROSS, tr|A0A8C9A0I9|A0A8C9A0I9_PROSS
OG0000047	sp|Q08ER8|ZN543_HUMAN, sp|Q14592|ZN460_HUMAN	tr|A0A8C9A0J9|A0A8C9A0J9_PROSS, tr|A0A8C9AAR6|A0A8C9AAR6_PROSS
OG0000047	sp|O43296|ZN264_HUMAN	tr|A0A8C9A6G9|A0A8C9A6G9_PROSS
OG0000047	sp|Q5CZA5|ZN805_HUMAN	tr|A0A8C8ZXF7|A0A8C8ZXF7_PROSS
OG0000048	sp|Q8NGC1|O11G2_HUMAN	tr|A0A8C9A7C5|A0A8C9A7C5_PROSS, tr|A0A8C8ZJQ4|A0A8C8ZJQ4_PROSS
OG0000048	sp|Q8NGC7|O11H6_HUMAN	tr|A0A8C9A6X9|A0A8C9A6X9_PROSS
OG0000048	sp|Q8NGC9|O11H4_HUMAN	tr|A0A8C9A9M4|A0A8C9A9M4_PROSS
OG0000048	sp|Q8NGC8|O11H7_HUMAN	tr|A0A8C9AB51|A0A8C9AB51_PROSS
OG0000049	sp|Q92738|US6NL_HUMAN, sp|Q9UFV1|TBC29_HUMAN, sp|Q2M2D7|TBC28_HUMAN, sp|Q86UD7|TBC26_HUMAN, sp|P35125|UBP6_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|A0A087X179|TBC3E_HUMAN	tr|A0A8C9A9E2|A0A8C9A9E2_PROSS
OG0000050	sp|Q96RC9|OR8B4_HUMAN	tr|A0A8C8YH28|A0A8C8YH28_PROSS
OG0000050	sp|Q9GZM6|OR8D2_HUMAN	tr|A0A8C8YM03|A0A8C8YM03_PROSS, tr|A0A8C8ZLZ0|A0A8C8ZLZ0_PROSS, tr|A0A8C8ZET2|A0A8C8ZET2_PROSS, tr|A0A8C8ZLQ7|A0A8C8ZLQ7_PROSS, tr|A0A8C9DDU0|A0A8C9DDU0_PROSS, tr|A0A8C8Z9I9|A0A8C8Z9I9_PROSS, tr|A0A8C8ZD78|A0A8C8ZD78_PROSS
OG0000050	sp|Q8NGG6|OR8BC_HUMAN	tr|A0A8C8YGP9|A0A8C8YGP9_PROSS, tr|A0A8C9DDZ5|A0A8C9DDZ5_PROSS, tr|A0A8C8YHC9|A0A8C8YHC9_PROSS
OG0000052	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW13|TFKL8_HUMAN	tr|A0A8C8YXW7|A0A8C8YXW7_PROSS
OG0000055	sp|P60410|KR108_HUMAN	tr|A0A8C8YP14|A0A8C8YP14_PROSS
OG0000055	sp|P60372|KR104_HUMAN, sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60371|KR106_HUMAN	tr|A0A8C8YEB0|A0A8C8YEB0_PROSS, tr|A0A8C8YLJ4|A0A8C8YLJ4_PROSS
OG0000055	sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN, sp|P60331|KR101_HUMAN, sp|P60411|KR109_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60369|KR103_HUMAN, sp|P60370|KR105_HUMAN	tr|A0A8C8YMP4|A0A8C8YMP4_PROSS
OG0000058	sp|Q92527|ANKR7_HUMAN, sp|A7E2S9|A30BL_HUMAN, sp|Q9BXX2|AN30B_HUMAN, sp|Q9BXX3|AN30A_HUMAN, sp|Q9H560|ANR19_HUMAN, sp|A2A2Z9|AN18B_HUMAN, sp|Q8IVF6|AN18A_HUMAN, sp|Q8NF67|A2012_HUMAN, sp|A0PJZ0|A20A5_HUMAN, sp|Q5CZ79|AN20B_HUMAN, sp|Q5VUR7|A20A3_HUMAN, sp|Q5TYW2|A20A1_HUMAN, sp|Q4UJ75|A20A4_HUMAN, sp|Q5SQ80|A20A2_HUMAN	tr|A0A8C8ZR61|A0A8C8ZR61_PROSS
OG0000060	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A8C8Z918|A0A8C8Z918_PROSS, tr|A0A8C8ZQ09|A0A8C8ZQ09_PROSS, tr|A0A8C8ZXE1|A0A8C8ZXE1_PROSS, tr|A0A8C8YR60|A0A8C8YR60_PROSS, tr|A0A8C8ZNE6|A0A8C8ZNE6_PROSS, tr|A0A8C8ZWJ1|A0A8C8ZWJ1_PROSS, tr|A0A8C8ZNA1|A0A8C8ZNA1_PROSS
OG0000060	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A8C8Z7U7|A0A8C8Z7U7_PROSS, tr|A0A8C8ZPZ2|A0A8C8ZPZ2_PROSS, tr|A0A8C8Z908|A0A8C8Z908_PROSS, tr|A0A8C8YQQ3|A0A8C8YQQ3_PROSS, tr|A0A8C8ZSD8|A0A8C8ZSD8_PROSS, tr|A0A8C8YPM6|A0A8C8YPM6_PROSS
OG0000061	sp|A6NLW8|DUXA_HUMAN, sp|A0A1W2PPF3|DUXB_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ85|DU4L2_HUMAN	tr|A0A8C9A6D9|A0A8C9A6D9_PROSS
OG0000062	sp|P62837|UB2D2_HUMAN, sp|P61077|UB2D3_HUMAN	tr|A0A8C9A590|A0A8C9A590_PROSS, tr|A0A8C8Z4N5|A0A8C8Z4N5_PROSS, tr|A0A8C8ZFX4|A0A8C8ZFX4_PROSS, tr|A0A8C9A599|A0A8C9A599_PROSS, tr|A0A8C9AQ56|A0A8C9AQ56_PROSS, tr|A0A8C8YNH2|A0A8C8YNH2_PROSS, tr|A0A8C8Z5J6|A0A8C8Z5J6_PROSS, tr|A0A8C8YG14|A0A8C8YG14_PROSS, tr|A0A8C9DFP7|A0A8C9DFP7_PROSS
OG0000062	sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A8C8ZVZ2|A0A8C8ZVZ2_PROSS
OG0000062	sp|P51668|UB2D1_HUMAN	tr|A0A8C9ANS2|A0A8C9ANS2_PROSS
OG0000063	sp|O95222|OR6A2_HUMAN	tr|A0A8C8ZFE1|A0A8C8ZFE1_PROSS
OG0000063	sp|O95007|OR6B1_HUMAN	tr|A0A8C8YER2|A0A8C8YER2_PROSS
OG0000063	sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN	tr|A0A8C8YND0|A0A8C8YND0_PROSS, tr|A0A8C8YRQ5|A0A8C8YRQ5_PROSS, tr|A0A8C8YKB9|A0A8C8YKB9_PROSS
OG0000063	sp|Q8NGX8|OR6Y1_HUMAN, sp|Q8NGX9|OR6P1_HUMAN	tr|A0A8C8ZK78|A0A8C8ZK78_PROSS
OG0000063	sp|Q9GZK7|O11A1_HUMAN	tr|A0A8C8ZVV0|A0A8C8ZVV0_PROSS, tr|A0A8C8ZUD5|A0A8C8ZUD5_PROSS
OG0000068	sp|A6NLI5|TR64C_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|I1YAP6|TRI77_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN	tr|A0A8C8ZAG5|A0A8C8ZAG5_PROSS
OG0000069	sp|Q53GI3|ZN394_HUMAN	tr|A0A8C8YVV3|A0A8C8YVV3_PROSS
OG0000069	sp|O43309|ZSC12_HUMAN	tr|A0A8C8ZYT0|A0A8C8ZYT0_PROSS
OG0000069	sp|Q3MJ62|ZSC23_HUMAN	tr|A0A8C9A0N1|A0A8C9A0N1_PROSS, tr|A0A8C8YJJ1|A0A8C8YJJ1_PROSS
OG0000069	sp|Q86W11|ZSC30_HUMAN	tr|A0A8C9DFC5|A0A8C9DFC5_PROSS
OG0000070	sp|P09429|HMGB1_HUMAN	tr|A0A8C8YXJ3|A0A8C8YXJ3_PROSS
OG0000070	sp|P26583|HMGB2_HUMAN	tr|A0A8C9AF24|A0A8C9AF24_PROSS
OG0000070	sp|B2RPK0|HGB1A_HUMAN	tr|A0A8C9AKW1|A0A8C9AKW1_PROSS, tr|A0A8C9DVX7|A0A8C9DVX7_PROSS, tr|A0A8C8YUY4|A0A8C8YUY4_PROSS, tr|A0A8C8Z148|A0A8C8Z148_PROSS, tr|A0A8C9DJH5|A0A8C9DJH5_PROSS, tr|A0A8C9AJA2|A0A8C9AJA2_PROSS
OG0000071	sp|Q7RTR8|T2R42_HUMAN	tr|A0A8C8YH96|A0A8C8YH96_PROSS, tr|A0A8C8ZZU2|A0A8C8ZZU2_PROSS, tr|A0A8C9DPR1|A0A8C9DPR1_PROSS, tr|A0A8C8YLB4|A0A8C8YLB4_PROSS
OG0000071	sp|Q9NYW3|TA2R7_HUMAN	tr|A0A8C8Z5X6|A0A8C8Z5X6_PROSS
OG0000071	sp|Q9NYW1|TA2R9_HUMAN, sp|Q9NYW2|TA2R8_HUMAN	tr|A0A8C9DJK6|A0A8C9DJK6_PROSS
OG0000073	sp|Q8NGL3|OR5DE_HUMAN	tr|A0A8C8Z847|A0A8C8Z847_PROSS
OG0000073	sp|Q8NGK9|OR5DG_HUMAN	tr|A0A8C8Z744|A0A8C8Z744_PROSS
OG0000073	sp|Q8NGL1|OR5DI_HUMAN	tr|A0A8C8ZCH4|A0A8C8ZCH4_PROSS
OG0000073	sp|Q8NGL4|OR5DD_HUMAN	tr|A0A8C9AIH4|A0A8C9AIH4_PROSS
OG0000073	tr|A0A2R8Y4L6|A0A2R8Y4L6_HUMAN	tr|A0A8C9DTH9|A0A8C9DTH9_PROSS, tr|A0A8C8ZB79|A0A8C8ZB79_PROSS
OG0000074	sp|Q9BWM5|ZN416_HUMAN	tr|A0A8C8ZXZ9|A0A8C8ZXZ9_PROSS
OG0000074	sp|Q3SY52|ZIK1_HUMAN	tr|A0A8C9A796|A0A8C9A796_PROSS
OG0000074	sp|Q9HCX3|ZN304_HUMAN	tr|A0A8C9A5S2|A0A8C9A5S2_PROSS
OG0000074	sp|Q13398|ZN211_HUMAN	tr|A0A8C9A1T2|A0A8C9A1T2_PROSS, tr|A0A8C8ZXE3|A0A8C8ZXE3_PROSS, tr|A0A8C9A1K9|A0A8C9A1K9_PROSS
OG0000076	sp|Q9NZP5|O5AC2_HUMAN	tr|A0A8C8YIF4|A0A8C8YIF4_PROSS
OG0000076	sp|P0C628|O5AC1_HUMAN	tr|A0A8C9A345|A0A8C9A345_PROSS, tr|A0A8C8YHV7|A0A8C8YHV7_PROSS, tr|A0A8C9AF31|A0A8C9AF31_PROSS, tr|A0A8C9A355|A0A8C9A355_PROSS, tr|A0A8C8YEL4|A0A8C8YEL4_PROSS, tr|A0A8C8ZM54|A0A8C8ZM54_PROSS, tr|A0A8C8YKK6|A0A8C8YKK6_PROSS, tr|A0A8C8YEI6|A0A8C8YEI6_PROSS, tr|A0A8C8YEG6|A0A8C8YEG6_PROSS, tr|A0A8C9DDA9|A0A8C9DDA9_PROSS
OG0000077	sp|Q9UI33|SCNBA_HUMAN	tr|A0A8C9DP60|A0A8C9DP60_PROSS
OG0000077	sp|Q9Y5Y9|SCNAA_HUMAN	tr|A0A8C9A113|A0A8C9A113_PROSS
OG0000077	sp|Q01118|SCN7A_HUMAN	tr|A0A8C8ZSP0|A0A8C8ZSP0_PROSS, tr|A0A8C8ZD58|A0A8C8ZD58_PROSS, tr|A0A8C9AJA3|A0A8C9AJA3_PROSS, tr|A0A8C9DHM3|A0A8C9DHM3_PROSS, tr|A0A8C9DP56|A0A8C9DP56_PROSS, tr|A0A8C9ACA0|A0A8C9ACA0_PROSS, tr|A0A8C9AB68|A0A8C9AB68_PROSS, tr|A0A8C9AJP3|A0A8C9AJP3_PROSS
OG0000078	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A8C9DN96|A0A8C9DN96_PROSS
OG0000078	sp|P09651|ROA1_HUMAN	tr|A0A8C9DNF7|A0A8C9DNF7_PROSS, tr|A0A8C9A2R0|A0A8C9A2R0_PROSS
OG0000078	sp|P51991|ROA3_HUMAN	tr|A0A8C8ZJY9|A0A8C8ZJY9_PROSS, tr|A0A8C8ZLT2|A0A8C8ZLT2_PROSS, tr|A0A8C9ALS0|A0A8C9ALS0_PROSS, tr|A0A8C8Z740|A0A8C8Z740_PROSS
OG0000078	sp|Q32P51|RA1L2_HUMAN	tr|A0A8C9DVP7|A0A8C9DVP7_PROSS
OG0000079	sp|P09669|COX6C_HUMAN	tr|A0A8C9A7J1|A0A8C9A7J1_PROSS, tr|A0A8C8Z0F3|A0A8C8Z0F3_PROSS, tr|A0A8C9AMQ9|A0A8C9AMQ9_PROSS, tr|A0A8C9DUA7|A0A8C9DUA7_PROSS, tr|A0A8C8YM44|A0A8C8YM44_PROSS, tr|A0A8C9A8B7|A0A8C9A8B7_PROSS, tr|A0A8C8ZG44|A0A8C8ZG44_PROSS, tr|A0A8C8YXM7|A0A8C8YXM7_PROSS, tr|A0A8C8ZNB6|A0A8C8ZNB6_PROSS, tr|A0A8C8ZRL9|A0A8C8ZRL9_PROSS, tr|A0A8C9DEJ7|A0A8C9DEJ7_PROSS, tr|A0A8C8YLG6|A0A8C8YLG6_PROSS
OG0000080	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A8C8Z6R4|A0A8C8Z6R4_PROSS
OG0000080	sp|Q9H210|OR2D2_HUMAN	tr|A0A8C8YN92|A0A8C8YN92_PROSS, tr|A0A8C8YM41|A0A8C8YM41_PROSS, tr|A0A8C9A7W4|A0A8C9A7W4_PROSS, tr|A0A8C8YZS0|A0A8C8YZS0_PROSS, tr|A0A8C8Z7A2|A0A8C8Z7A2_PROSS, tr|A0A8C9AA50|A0A8C9AA50_PROSS, tr|A0A8C8YUA4|A0A8C8YUA4_PROSS, tr|A0A8C9DRM6|A0A8C9DRM6_PROSS, tr|A0A8C8YE59|A0A8C8YE59_PROSS, tr|A0A8C8Z9Y2|A0A8C8Z9Y2_PROSS
OG0000081	sp|Q9UGM3|DMBT1_HUMAN	tr|A0A8C8Z445|A0A8C8Z445_PROSS
OG0000081	sp|Q86VB7|C163A_HUMAN	tr|A0A8C9ALB5|A0A8C9ALB5_PROSS
OG0000081	sp|Q9NR16|C163B_HUMAN	tr|A0A8C9AMI9|A0A8C9AMI9_PROSS
OG0000081	sp|Q4G0T1|SRCRM_HUMAN	tr|A0A8C9A578|A0A8C9A578_PROSS, tr|A0A8C8ZXA0|A0A8C8ZXA0_PROSS
OG0000082	sp|P02794|FRIH_HUMAN	tr|A0A8C9ADE6|A0A8C9ADE6_PROSS, tr|A0A8C8YL26|A0A8C8YL26_PROSS
OG0000082	sp|P0C7X4|FHL19_HUMAN, sp|Q9BXU8|FHL17_HUMAN	tr|A0A8C8YJ46|A0A8C8YJ46_PROSS, tr|A0A8C8YR26|A0A8C8YR26_PROSS, tr|A0A8C8Z3Y3|A0A8C8Z3Y3_PROSS, tr|A0A8C9AAE3|A0A8C9AAE3_PROSS, tr|A0A8C9DMD5|A0A8C9DMD5_PROSS, tr|A0A8C9AL60|A0A8C9AL60_PROSS, tr|A0A8C8YV52|A0A8C8YV52_PROSS, tr|A0A8C8YZY4|A0A8C8YZY4_PROSS
OG0000083	sp|P05000|IFNW1_HUMAN	tr|A0A8C8ZS88|A0A8C8ZS88_PROSS, tr|A0A8C8ZKK2|A0A8C8ZKK2_PROSS, tr|A0A8C9DLY1|A0A8C9DLY1_PROSS, tr|A0A8C9DDT2|A0A8C9DDT2_PROSS, tr|A0A8C8YNS0|A0A8C8YNS0_PROSS, tr|A0A8C8YKZ3|A0A8C8YKZ3_PROSS, tr|A0A8C8YCP8|A0A8C8YCP8_PROSS, tr|A0A8C8YCL5|A0A8C8YCL5_PROSS, tr|A0A8C8ZIV6|A0A8C8ZIV6_PROSS, tr|A0A8C8ZSI2|A0A8C8ZSI2_PROSS, tr|A0A8C8ZRB4|A0A8C8ZRB4_PROSS, tr|A0A8C8ZX67|A0A8C8ZX67_PROSS
OG0000086	sp|Q3LI76|KR151_HUMAN	tr|A0A8C8Z091|A0A8C8Z091_PROSS
OG0000086	sp|A1A580|KR231_HUMAN	tr|A0A8C8YW56|A0A8C8YW56_PROSS
OG0000086	sp|Q3SY46|KR133_HUMAN, sp|Q3LI77|KR134_HUMAN, sp|Q8IUC0|KR131_HUMAN, sp|Q52LG2|KR132_HUMAN	tr|A0A8C8Z4E1|A0A8C8Z4E1_PROSS, tr|A0A8C8YZT6|A0A8C8YZT6_PROSS, tr|A0A8C9DHE2|A0A8C9DHE2_PROSS, tr|A0A8C9DHE4|A0A8C9DHE4_PROSS
OG0000087	sp|P0DTE4|UD2A1_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|Q6UWM9|UD2A3_HUMAN, sp|Q16880|CGT_HUMAN, sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P16662|UD2B7_HUMAN, sp|P36537|UDB10_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN	tr|A0A8C8ZYI6|A0A8C8ZYI6_PROSS
OG0000088	sp|Q6ZUB1|S31E1_HUMAN, sp|Q6ZUB0|S31D4_HUMAN, sp|P0C874|S31D3_HUMAN, sp|Q6ZQQ2|S31D1_HUMAN, sp|B4DYI2|S31C2_HUMAN, sp|P0DKV0|S31C1_HUMAN, sp|Q8IWB4|S31A7_HUMAN, sp|Q5VU36|S31A5_HUMAN, sp|Q5VYP0|S31A3_HUMAN, sp|Q5TZJ5|S31A1_HUMAN, sp|Q5VVP1|S31A6_HUMAN	tr|A0A8C9A962|A0A8C9A962_PROSS
OG0000089	sp|Q96SQ9|CP2S1_HUMAN, sp|P20813|CP2B6_HUMAN, sp|P20853|CP2A7_HUMAN, sp|P11509|CP2A6_HUMAN, sp|Q16696|CP2AD_HUMAN, sp|P24903|CP2F1_HUMAN, sp|P10632|CP2C8_HUMAN, sp|P33260|CP2CI_HUMAN, sp|P33261|CP2CJ_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P05181|CP2E1_HUMAN	tr|A0A8C8YYZ9|A0A8C8YYZ9_PROSS
OG0000091	sp|P47895|AL1A3_HUMAN	tr|A0A8C9DHY9|A0A8C9DHY9_PROSS
OG0000091	sp|P05091|ALDH2_HUMAN	tr|A0A8C9DVE3|A0A8C9DVE3_PROSS
OG0000091	sp|P30837|AL1B1_HUMAN	tr|A0A8C9AZY7|A0A8C9AZY7_PROSS
OG0000091	sp|P00352|AL1A1_HUMAN	tr|A0A8C9DJL9|A0A8C9DJL9_PROSS, tr|A0A8C9DV75|A0A8C9DV75_PROSS, tr|A0A8C9B2C6|A0A8C9B2C6_PROSS
OG0000091	sp|O94788|AL1A2_HUMAN	tr|A0A8C9A0Z0|A0A8C9A0Z0_PROSS
OG0000092	sp|P0C7T2|OR2T7_HUMAN, sp|Q8NH04|O2T27_HUMAN, sp|Q8NGX2|O2T35_HUMAN, sp|Q6IF00|OR2T2_HUMAN, sp|Q8NH01|O2T11_HUMAN, sp|Q8NH03|OR2T3_HUMAN, sp|Q8NGX1|O2T34_HUMAN, sp|Q8NGZ9|O2T10_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH00|OR2T4_HUMAN	tr|A0A8C8YLY9|A0A8C8YLY9_PROSS
OG0000093	sp|P0C7N5|OR8U9_HUMAN, sp|Q8NH10|OR8U1_HUMAN, sp|P0C7N1|OR8U8_HUMAN, sp|P0C626|OR5G3_HUMAN, sp|O95221|OR5F1_HUMAN, sp|Q8N146|OR8H3_HUMAN, sp|Q8N162|OR8H2_HUMAN, sp|Q8NGG4|OR8H1_HUMAN, sp|Q8N0Y5|OR8I2_HUMAN, sp|P0DN82|O12D1_HUMAN, sp|P58182|O12D2_HUMAN	tr|A0A8C8Z5F0|A0A8C8Z5F0_PROSS
OG0000094	sp|P13637|AT1A3_HUMAN	tr|A0A8C9A3V8|A0A8C9A3V8_PROSS
OG0000094	sp|Q13733|AT1A4_HUMAN	tr|A0A8C9DTA5|A0A8C9DTA5_PROSS
OG0000094	sp|P20648|ATP4A_HUMAN	tr|A0A8C8Y8F3|A0A8C8Y8F3_PROSS
OG0000094	sp|P54707|AT12A_HUMAN	tr|A0A8C8YIU4|A0A8C8YIU4_PROSS
OG0000094	sp|P50993|AT1A2_HUMAN	tr|A0A8C9DSW9|A0A8C9DSW9_PROSS
OG0000094	sp|P05023|AT1A1_HUMAN	tr|A0A8C8ZRS6|A0A8C8ZRS6_PROSS
OG0000096	sp|Q6PF04|ZN613_HUMAN	tr|A0A8C9B890|A0A8C9B890_PROSS
OG0000096	sp|Q8N883|ZN614_HUMAN	tr|A0A8C9DVM5|A0A8C9DVM5_PROSS
OG0000096	sp|O94892|ZN432_HUMAN	tr|A0A8C9ASR7|A0A8C9ASR7_PROSS
OG0000096	sp|Q9GZX5|ZN350_HUMAN	tr|A0A8C9B2V4|A0A8C9B2V4_PROSS
OG0000096	sp|Q9BS31|ZN649_HUMAN, sp|Q8N8J6|ZN615_HUMAN	tr|A0A8C9ARN5|A0A8C9ARN5_PROSS
OG0000098	sp|P29016|CD1B_HUMAN	tr|A0A8C8ZC56|A0A8C8ZC56_PROSS, tr|A0A8C8ZSV0|A0A8C8ZSV0_PROSS, tr|A0A8C8ZA78|A0A8C8ZA78_PROSS, tr|A0A8C9DR97|A0A8C9DR97_PROSS, tr|A0A8C8YI87|A0A8C8YI87_PROSS
OG0000098	sp|P29017|CD1C_HUMAN, sp|P06126|CD1A_HUMAN, sp|P15812|CD1E_HUMAN	tr|A0A8C8ZNM2|A0A8C8ZNM2_PROSS, tr|A0A8C8YSF3|A0A8C8YSF3_PROSS, tr|A0A8C9DR99|A0A8C9DR99_PROSS
OG0000099	sp|Q92764|KRT35_HUMAN	tr|A0A8C8ZZ04|A0A8C8ZZ04_PROSS
OG0000099	sp|O76013|KRT36_HUMAN	tr|A0A8C8ZU26|A0A8C8ZU26_PROSS
