Orthogroup	Homo_sapiens	Cavia_porcellus
OG0000027	sp|Q7Z794|K2C1B_HUMAN	tr|A0A286XDJ5|A0A286XDJ5_CAVPO
OG0000027	sp|Q7RTS7|K2C74_HUMAN	tr|H0VGS7|H0VGS7_CAVPO
OG0000027	sp|Q14CN4|K2C72_HUMAN	tr|A0A286X9U0|A0A286X9U0_CAVPO
OG0000027	sp|Q86Y46|K2C73_HUMAN	tr|A0A286XQI8|A0A286XQI8_CAVPO
OG0000027	sp|Q3SY84|K2C71_HUMAN	tr|A0A286XKI0|A0A286XKI0_CAVPO
OG0000028	sp|Q8NH73|OR4S2_HUMAN, sp|Q8NGL7|OR4P4_HUMAN, sp|Q8NGB4|OR4S1_HUMAN, sp|Q8NGF9|OR4X2_HUMAN, sp|Q8NH49|OR4X1_HUMAN, sp|Q6IEV9|OR4CB_HUMAN, sp|A6NHA9|O4C46_HUMAN, sp|Q8NGP0|OR4CD_HUMAN, sp|Q96R67|OR4CC_HUMAN, sp|Q8NGL6|O4A15_HUMAN, sp|Q8NH70|O4A16_HUMAN, sp|P0C604|OR4A8_HUMAN, sp|Q8NH83|OR4A5_HUMAN, sp|Q6IF82|O4A47_HUMAN, sp|Q8NGN8|OR4A4_HUMAN, sp|Q8NH72|OR4C6_HUMAN, sp|Q8NGB2|OR4C5_HUMAN, sp|A6NMZ5|O4C45_HUMAN, sp|Q8NGM1|OR4CF_HUMAN, sp|Q8NH37|OR4C3_HUMAN	tr|A0A286XS49|A0A286XS49_CAVPO
OG0000032	sp|Q8NAM6|ZSCA4_HUMAN, sp|Q8N0Y2|ZN444_HUMAN, sp|P10073|ZSC22_HUMAN, sp|Q9NZV7|ZIM2_HUMAN, sp|Q9GZU2|PEG3_HUMAN, sp|Q499Z4|ZN672_HUMAN, sp|Q9GZW5|SCND2_HUMAN, sp|Q9BRR0|ZKSC3_HUMAN, sp|Q969J2|ZKSC4_HUMAN	tr|A0A286X804|A0A286X804_CAVPO
OG0000032	sp|Q3MJ62|ZSC23_HUMAN, sp|Q96N95|ZN396_HUMAN, sp|P17028|ZNF24_HUMAN	tr|H0VRS7|H0VRS7_CAVPO
OG0000032	sp|Q9H4T2|ZSC16_HUMAN, sp|O15535|ZSC9_HUMAN	tr|H0VPC4|H0VPC4_CAVPO
OG0000033	sp|Q9NYW8|RBAK_HUMAN	tr|H0VE56|H0VE56_CAVPO
OG0000033	sp|P17014|ZNF12_HUMAN	tr|A0A286XH17|A0A286XH17_CAVPO
OG0000033	sp|Q6ZMW2|ZN782_HUMAN, sp|Q9Y2H8|ZN510_HUMAN, sp|Q9HCZ1|ZN334_HUMAN, sp|Q5TYW1|ZN658_HUMAN, sp|Q4V348|Z658B_HUMAN, sp|P17032|ZN37A_HUMAN, sp|Q6P3V2|Z585A_HUMAN, sp|Q52M93|Z585B_HUMAN, sp|Q2M3X9|ZN674_HUMAN, sp|Q5JUW0|KRBX4_HUMAN, sp|Q5T5D7|ZN684_HUMAN, sp|Q96PE6|ZIM3_HUMAN, sp|B1APH4|ZN487_HUMAN, sp|Q06730|ZN33A_HUMAN, sp|Q06732|ZN33B_HUMAN	tr|A0A286XDS3|A0A286XDS3_CAVPO
OG0000034	sp|Q9GZK6|OR2J1_HUMAN, sp|O76002|OR2J2_HUMAN, sp|O76001|OR2J3_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|Q7Z3T1|OR2W3_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|Q9Y3N9|OR2W1_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|O95918|OR2H2_HUMAN, sp|Q9GZK4|OR2H1_HUMAN, sp|O95371|OR2C1_HUMAN, sp|P58173|OR2B6_HUMAN, sp|Q9GZK3|OR2B2_HUMAN, sp|O76000|OR2B3_HUMAN, sp|Q5JQS5|OR2BB_HUMAN	tr|A0A286XK44|A0A286XK44_CAVPO
OG0000036	sp|Q8NGF1|O52R1_HUMAN	tr|H0VZZ9|H0VZZ9_CAVPO, tr|A0A286XP42|A0A286XP42_CAVPO, tr|H0VZK1|H0VZK1_CAVPO, tr|H0WCS8|H0WCS8_CAVPO, tr|A0A286XHQ6|A0A286XHQ6_CAVPO, tr|H0VKW2|H0VKW2_CAVPO, tr|H0W8L7|H0W8L7_CAVPO, tr|H0WDB4|H0WDB4_CAVPO, tr|H0W257|H0W257_CAVPO, tr|A0A286XEY0|A0A286XEY0_CAVPO, tr|A0A286XRY5|A0A286XRY5_CAVPO, tr|H0WCV9|H0WCV9_CAVPO, tr|A0A286Y491|A0A286Y491_CAVPO, tr|H0W744|H0W744_CAVPO, tr|H0W4J3|H0W4J3_CAVPO, tr|H0VVP3|H0VVP3_CAVPO, tr|H0VYD6|H0VYD6_CAVPO, tr|A0A286XLA6|A0A286XLA6_CAVPO
OG0000037	sp|Q00887|PSG9_HUMAN, sp|Q00889|PSG6_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|P06731|CEAM5_HUMAN, sp|Q6UY09|CEA20_HUMAN, sp|P13688|CEAM1_HUMAN	tr|H0V9V0|H0V9V0_CAVPO
OG0000038	sp|Q9UJU3|ZN112_HUMAN	tr|A0A286XC09|A0A286XC09_CAVPO
OG0000038	sp|A6NK53|ZN233_HUMAN, sp|Q86WZ6|ZN227_HUMAN, sp|Q9UJW7|ZN229_HUMAN, sp|Q96NJ3|ZN285_HUMAN, sp|Q9NYT6|ZN226_HUMAN, sp|Q02386|ZNF45_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q14590|ZN235_HUMAN	tr|A0A286XAC5|A0A286XAC5_CAVPO
OG0000039	sp|Q8NGC2|OR4E2_HUMAN, sp|P0C645|OR4E1_HUMAN, sp|Q8NGB8|O4F15_HUMAN, sp|O95013|O4F21_HUMAN, sp|Q6IEY1|OR4F3_HUMAN, sp|Q8NGB9|OR4F6_HUMAN, sp|Q96R69|OR4F4_HUMAN, sp|Q8NGA8|O4F17_HUMAN, sp|Q8NH21|OR4F5_HUMAN, sp|Q8NGC6|OR4KH_HUMAN, sp|Q8NGD4|OR4K1_HUMAN, sp|Q8NH41|OR4KF_HUMAN, sp|Q8NGD3|OR4K5_HUMAN, sp|Q8NH43|OR4L1_HUMAN, sp|Q8NH42|OR4KD_HUMAN, sp|Q8NGD5|OR4KE_HUMAN, sp|Q8NGD2|OR4K2_HUMAN, sp|Q96R72|OR4K3_HUMAN	tr|H0VW28|H0VW28_CAVPO
OG0000041	sp|Q8NH19|O10AG_HUMAN	tr|H0VTC8|H0VTC8_CAVPO, tr|H0VWM8|H0VWM8_CAVPO, tr|H0VZK0|H0VZK0_CAVPO, tr|H0WAY1|H0WAY1_CAVPO, tr|H0V109|H0V109_CAVPO, tr|A0A286XY41|A0A286XY41_CAVPO, tr|A0A286XLE2|A0A286XLE2_CAVPO, tr|H0VGA7|H0VGA7_CAVPO, tr|H0V5R9|H0V5R9_CAVPO, tr|A0A286Y5G4|A0A286Y5G4_CAVPO, tr|H0WCW0|H0WCW0_CAVPO, tr|A0A286XFX9|A0A286XFX9_CAVPO, tr|A0A286XPI0|A0A286XPI0_CAVPO, tr|H0VJV2|H0VJV2_CAVPO, tr|H0W126|H0W126_CAVPO, tr|H0W872|H0W872_CAVPO, tr|H0W566|H0W566_CAVPO
OG0000042	sp|Q9Y5F3|PCDB1_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9UN66|PCDB8_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN	tr|H0W050|H0W050_CAVPO
OG0000043	sp|Q8NH10|OR8U1_HUMAN, sp|P0C7N1|OR8U8_HUMAN, sp|P0C7N5|OR8U9_HUMAN, sp|P58182|O12D2_HUMAN, sp|P0DN82|O12D1_HUMAN, sp|Q9UGF7|O12D3_HUMAN, sp|Q8N0Y5|OR8I2_HUMAN, sp|O95221|OR5F1_HUMAN, sp|Q8NGL2|OR5L1_HUMAN, sp|Q8NGL0|OR5L2_HUMAN, sp|Q8NGK9|OR5DG_HUMAN, sp|Q13606|OR5I1_HUMAN, sp|Q8NH18|OR5J2_HUMAN, sp|Q8NGP9|O5AR1_HUMAN, sp|Q8NGC0|O5AU1_HUMAN, sp|Q8NGF4|O5AP2_HUMAN	tr|H0WA71|H0WA71_CAVPO, tr|A0A286XY18|A0A286XY18_CAVPO
OG0000044	sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN	tr|A0A286XVW0|A0A286XVW0_CAVPO
OG0000044	tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, sp|Q96R48|OR2A5_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN	tr|H0WAL5|H0WAL5_CAVPO
OG0000046	sp|Q96P20|NLRP3_HUMAN	tr|H0WCD9|H0WCD9_CAVPO
OG0000046	sp|P59046|NAL12_HUMAN, sp|Q86W26|NAL10_HUMAN, sp|P59044|NLRP6_HUMAN, sp|Q9Y2G2|CARD8_HUMAN, sp|Q9C000|NLRP1_HUMAN, sp|Q8WX94|NALP7_HUMAN, sp|Q9NX02|NALP2_HUMAN, sp|Q86W28|NALP8_HUMAN, sp|Q96MN2|NALP4_HUMAN, sp|Q7RTR0|NLRP9_HUMAN, sp|P59045|NAL11_HUMAN, sp|Q86W25|NAL13_HUMAN, sp|P59047|NALP5_HUMAN, sp|Q86W24|NAL14_HUMAN	tr|H0V413|H0V413_CAVPO
OG0000048	sp|Q8NGX6|O10R2_HUMAN	tr|H0VGY1|H0VGY1_CAVPO
OG0000048	sp|Q8NGX3|O10T2_HUMAN	tr|H0VXS5|H0VXS5_CAVPO, tr|H0WAP6|H0WAP6_CAVPO, tr|H0VXY5|H0VXY5_CAVPO, tr|A0A286XF70|A0A286XF70_CAVPO, tr|H0WB64|H0WB64_CAVPO, tr|A0A286XS86|A0A286XS86_CAVPO, tr|H0WDF7|H0WDF7_CAVPO, tr|H0W2E6|H0W2E6_CAVPO, tr|A0A286X7U1|A0A286X7U1_CAVPO, tr|H0WBH0|H0WBH0_CAVPO, tr|H0W1C2|H0W1C2_CAVPO, tr|H0W9N0|H0W9N0_CAVPO, tr|H0VZ71|H0VZ71_CAVPO
OG0000049	sp|P05000|IFNW1_HUMAN, sp|Q86WN2|IFNE_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01570|IFN14_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01562|IFNA1_HUMAN	tr|H0W3G0|H0W3G0_CAVPO, tr|H0W289|H0W289_CAVPO
OG0000050	sp|Q15544|TAF11_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN	tr|A0A286XJ07|A0A286XJ07_CAVPO
OG0000051	sp|Q8NH04|O2T27_HUMAN, sp|P0C7T2|OR2T7_HUMAN	tr|H0VVB8|H0VVB8_CAVPO
OG0000051	sp|Q8NHC8|OR2T6_HUMAN	tr|H0VUL4|H0VUL4_CAVPO
OG0000051	sp|O43869|OR2T1_HUMAN	tr|H0W6E4|H0W6E4_CAVPO
OG0000052	sp|O60548|FOXD2_HUMAN	tr|A0A286Y5L5|A0A286Y5L5_CAVPO
OG0000052	sp|Q16676|FOXD1_HUMAN, sp|Q6VB84|FX4L3_HUMAN, sp|Q3SYB3|FX4L6_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q5VV16|FX4L5_HUMAN, sp|Q12950|FOXD4_HUMAN, sp|Q9NU39|FX4L1_HUMAN, sp|P58012|FOXL2_HUMAN, sp|Q12952|FOXL1_HUMAN, sp|Q9C009|FOXQ1_HUMAN, sp|O00358|FOXE1_HUMAN, sp|Q13461|FOXE3_HUMAN, sp|Q9UJU5|FOXD3_HUMAN	tr|A0A286XF84|A0A286XF84_CAVPO
OG0000055	sp|O15389|SIGL5_HUMAN	tr|A0A286XZD2|A0A286XZD2_CAVPO
OG0000055	sp|Q6ZMC9|SIG15_HUMAN	tr|A0A286XKE6|A0A286XKE6_CAVPO
OG0000055	sp|P20138|CD33_HUMAN	tr|H0W6U4|H0W6U4_CAVPO
OG0000055	sp|Q96PQ1|SIG12_HUMAN, sp|Q9NYZ4|SIGL8_HUMAN, sp|Q9Y286|SIGL7_HUMAN, sp|Q9Y336|SIGL9_HUMAN	tr|A0A286XN04|A0A286XN04_CAVPO, tr|A0A286X8M7|A0A286X8M7_CAVPO
OG0000057	sp|P80188|NGAL_HUMAN	tr|H0UZ58|H0UZ58_CAVPO, tr|A0A286XSK3|A0A286XSK3_CAVPO, tr|H0V2A5|H0V2A5_CAVPO, tr|H0UWK8|H0UWK8_CAVPO, tr|H0VZ83|H0VZ83_CAVPO, tr|H0UY86|H0UY86_CAVPO, tr|A0A286XSW2|A0A286XSW2_CAVPO, tr|A0A286XLA9|A0A286XLA9_CAVPO, tr|H0VDE6|H0VDE6_CAVPO, tr|H0VXT8|H0VXT8_CAVPO, tr|H0WBB7|H0WBB7_CAVPO, tr|A0A286XSK2|A0A286XSK2_CAVPO, tr|H0VLM6|H0VLM6_CAVPO, tr|H0VY83|H0VY83_CAVPO
OG0000058	sp|A8MVZ5|BTNLA_HUMAN	tr|H0W082|H0W082_CAVPO
OG0000058	sp|Q13410|BT1A1_HUMAN	tr|A0A286XU04|A0A286XU04_CAVPO
OG0000058	sp|Q96KV6|BT2A3_HUMAN, sp|Q7KYR7|BT2A1_HUMAN, sp|Q8WVV5|BT2A2_HUMAN	tr|H0UW17|H0UW17_CAVPO
OG0000059	sp|A0A075B6K5|LV39_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|P80748|LV321_HUMAN, sp|P01715|LV301_HUMAN, sp|A0A0A0MS00|LV332_HUMAN, sp|P01714|LV319_HUMAN, sp|P01718|LV327_HUMAN, sp|A0A075B6K4|LV310_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A075B6K0|LV316_HUMAN, sp|A0A075B6J6|LV322_HUMAN	tr|A0A286XXB8|A0A286XXB8_CAVPO, tr|A0A286XXE1|A0A286XXE1_CAVPO, tr|A0A286Y235|A0A286Y235_CAVPO, tr|A0A286X8G5|A0A286X8G5_CAVPO
OG0000060	sp|A0A075B6I4|LVX54_HUMAN, sp|P01709|LV208_HUMAN, sp|P01706|LV211_HUMAN, sp|P01704|LV214_HUMAN, sp|P01705|LV223_HUMAN, sp|A0A075B6J9|LV218_HUMAN, sp|A0A075B6J2|LV233_HUMAN, sp|P01721|LV657_HUMAN, sp|A0A075B6I6|LV150_HUMAN, sp|P01703|LV140_HUMAN, sp|P01701|LV151_HUMAN, sp|P01700|LV147_HUMAN, sp|P01699|LV144_HUMAN, sp|A0A0B4J1U3|LV136_HUMAN	tr|A0A286XER3|A0A286XER3_CAVPO
OG0000065	sp|Q8NH80|O10D3_HUMAN	tr|H0W8T4|H0W8T4_CAVPO
OG0000065	sp|Q8NGN7|O10D4_HUMAN	tr|A0A286X938|A0A286X938_CAVPO, tr|A0A286Y4U3|A0A286Y4U3_CAVPO, tr|H0W5X2|H0W5X2_CAVPO, tr|A0A286XH27|A0A286XH27_CAVPO, tr|A0A286XL42|A0A286XL42_CAVPO, tr|H0W239|H0W239_CAVPO, tr|A0A286XNY7|A0A286XNY7_CAVPO, tr|H0VUZ8|H0VUZ8_CAVPO, tr|A0A286XVW7|A0A286XVW7_CAVPO, tr|A0A286XI35|A0A286XI35_CAVPO, tr|H0WCS1|H0WCS1_CAVPO
OG0000066	sp|Q86VY4|TSYL5_HUMAN	tr|H0UW28|H0UW28_CAVPO
OG0000066	sp|P0CV98|TSPY3_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q9UJ04|TSYL4_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|H0VZ02|H0VZ02_CAVPO
OG0000073	sp|O95007|OR6B1_HUMAN	tr|H0VWV2|H0VWV2_CAVPO, tr|H0WCK5|H0WCK5_CAVPO, tr|H0WDW5|H0WDW5_CAVPO, tr|H0W367|H0W367_CAVPO, tr|A0A286XKG7|A0A286XKG7_CAVPO, tr|H0VX30|H0VX30_CAVPO, tr|H0WA45|H0WA45_CAVPO, tr|H0VD40|H0VD40_CAVPO, tr|H0WCY3|H0WCY3_CAVPO, tr|H0W7E6|H0W7E6_CAVPO, tr|H0W6C7|H0W6C7_CAVPO, tr|H0W800|H0W800_CAVPO
OG0000074	sp|P50453|SPB9_HUMAN	tr|A0A286XDE9|A0A286XDE9_CAVPO, tr|H0W557|H0W557_CAVPO, tr|A0A286X7H1|A0A286X7H1_CAVPO, tr|A0A286Y326|A0A286Y326_CAVPO, tr|H0WD33|H0WD33_CAVPO, tr|H0VPL6|H0VPL6_CAVPO, tr|A0A286XIN0|A0A286XIN0_CAVPO
OG0000074	sp|P50452|SPB8_HUMAN	tr|A0A286XLL6|A0A286XLL6_CAVPO
OG0000074	sp|A8MTL9|HMSD_HUMAN, sp|P35237|SPB6_HUMAN	tr|B6V685|B6V685_CAVPO
OG0000075	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A286XCN2|A0A286XCN2_CAVPO
OG0000075	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A286Y2C1|A0A286Y2C1_CAVPO, tr|H0VXV6|H0VXV6_CAVPO, tr|A0A286XUX3|A0A286XUX3_CAVPO, tr|H0W6T3|H0W6T3_CAVPO, tr|A0A286XKV3|A0A286XKV3_CAVPO, tr|A0A286Y2N4|A0A286Y2N4_CAVPO, tr|A0A286XHW7|A0A286XHW7_CAVPO, tr|A0A286XCL9|A0A286XCL9_CAVPO, tr|A0A286XGG5|A0A286XGG5_CAVPO, tr|A0A286XQF9|A0A286XQF9_CAVPO
OG0000076	sp|A0A0J9YXQ4|PMA6E_HUMAN, sp|A0A0J9YX94|PMA6F_HUMAN	tr|H0W813|H0W813_CAVPO
OG0000076	sp|A0A1B0GUJ8|PNM8C_HUMAN, sp|Q9ULN7|PNM8B_HUMAN, sp|Q9H0W5|CCDC8_HUMAN, sp|P0CW24|PNM6A_HUMAN, sp|Q9UL41|PNMA3_HUMAN, sp|Q96PV4|PNMA5_HUMAN, sp|Q9UL42|PNMA2_HUMAN, sp|Q96BY2|MOAP1_HUMAN, sp|Q8ND90|PNMA1_HUMAN	tr|H0VVB5|H0VVB5_CAVPO
OG0000079	sp|Q9NYV9|T2R13_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|P59542|T2R19_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59543|T2R20_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59544|T2R50_HUMAN, sp|P59541|T2R30_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59538|T2R31_HUMAN	tr|H0VW70|H0VW70_CAVPO
OG0000080	sp|Q8NGH3|OR2D3_HUMAN	tr|H0W4B7|H0W4B7_CAVPO, tr|H0VV23|H0VV23_CAVPO, tr|H0W6P1|H0W6P1_CAVPO, tr|H0WD95|H0WD95_CAVPO, tr|H0VYV9|H0VYV9_CAVPO, tr|H0W4B6|H0W4B6_CAVPO, tr|A0A286XQP9|A0A286XQP9_CAVPO, tr|H0W4L3|H0W4L3_CAVPO, tr|A0A286XCK9|A0A286XCK9_CAVPO, tr|H0W2A5|H0W2A5_CAVPO, tr|H0W2R7|H0W2R7_CAVPO, tr|H0W7A2|H0W7A2_CAVPO
OG0000081	sp|Q96NG5|ZN558_HUMAN	tr|H0VEN3|H0VEN3_CAVPO
OG0000081	sp|Q8N988|ZN557_HUMAN, sp|Q13360|ZN177_HUMAN, sp|A8MUZ8|Z705G_HUMAN, sp|P0CI00|Z705B_HUMAN, sp|P0CH99|Z705D_HUMAN, sp|A8MWA4|Z705E_HUMAN, sp|Q6ZN79|Z705A_HUMAN, sp|Q8TC21|ZN596_HUMAN, sp|Q147U1|ZN846_HUMAN, sp|Q96PQ6|ZN317_HUMAN	tr|H0V226|H0V226_CAVPO
OG0000082	sp|P48741|HSP77_HUMAN, sp|P17066|HSP76_HUMAN	tr|A0A286XYQ5|A0A286XYQ5_CAVPO
OG0000082	sp|P54652|HSP72_HUMAN	tr|A0A286XLG8|A0A286XLG8_CAVPO
OG0000082	sp|P11142|HSP7C_HUMAN	tr|H0V2J1|H0V2J1_CAVPO
OG0000082	sp|P34931|HS71L_HUMAN	tr|A0A286Y2N5|A0A286Y2N5_CAVPO
OG0000082	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|A0A286XWS5|A0A286XWS5_CAVPO, tr|H0WBX1|H0WBX1_CAVPO
OG0000084	sp|Q8NH51|OR8K3_HUMAN	tr|H0WDN6|H0WDN6_CAVPO, tr|H0VXL9|H0VXL9_CAVPO, tr|H0V4X0|H0V4X0_CAVPO, tr|H0W683|H0W683_CAVPO
OG0000084	sp|Q8NGG5|OR8K1_HUMAN	tr|H0WAQ9|H0WAQ9_CAVPO
OG0000084	sp|Q8NH50|OR8K5_HUMAN	tr|H0W8I4|H0W8I4_CAVPO, tr|H0VDA3|H0VDA3_CAVPO
OG0000085	sp|Q99518|FMO2_HUMAN	sp|P36366|FMO2_CAVPO, tr|H0VQ04|H0VQ04_CAVPO
OG0000085	sp|P31512|FMO4_HUMAN	tr|H0VQ15|H0VQ15_CAVPO
OG0000085	sp|P49326|FMO5_HUMAN	tr|H0W6U5|H0W6U5_CAVPO, tr|H0VU53|H0VU53_CAVPO, tr|H0V4W3|H0V4W3_CAVPO, sp|P49109|FMO5_CAVPO
OG0000085	sp|Q01740|FMO1_HUMAN	tr|H0VQ09|H0VQ09_CAVPO
OG0000087	sp|P13637|AT1A3_HUMAN	tr|H0VH73|H0VH73_CAVPO
OG0000087	sp|P50993|AT1A2_HUMAN	tr|A0A286XUZ1|A0A286XUZ1_CAVPO
OG0000087	sp|P20648|ATP4A_HUMAN	tr|A0A286XS77|A0A286XS77_CAVPO
OG0000087	sp|P54707|AT12A_HUMAN	sp|Q64392|AT12A_CAVPO
OG0000087	sp|Q13733|AT1A4_HUMAN	tr|A0A286XER2|A0A286XER2_CAVPO
OG0000087	sp|P05023|AT1A1_HUMAN	tr|A0A286XK64|A0A286XK64_CAVPO
OG0000088	sp|A2NJV5|KV229_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|P01615|KVD28_HUMAN, sp|P01614|KVD40_HUMAN, sp|A0A087WW87|KV240_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|P06310|KV230_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|A0A075B6R9|KVD24_HUMAN	tr|H0VRB7|H0VRB7_CAVPO
OG0000089	sp|Q8NGJ2|O52H1_HUMAN	tr|H0WD46|H0WD46_CAVPO
OG0000089	sp|Q8NGK2|O52B4_HUMAN	tr|A0A286XYC2|A0A286XYC2_CAVPO
OG0000089	sp|Q96RD2|O52B2_HUMAN	tr|A0A286XJJ8|A0A286XJJ8_CAVPO, tr|H0W3C7|H0W3C7_CAVPO, tr|A0A286X8N8|A0A286X8N8_CAVPO
OG0000090	sp|P01236|PRL_HUMAN	tr|H0VP82|H0VP82_CAVPO, tr|H0WD65|H0WD65_CAVPO, tr|A0A0M6L0G0|A0A0M6L0G0_CAVPO, tr|A0A0M6L0L1|A0A0M6L0L1_CAVPO, tr|A0A286XA40|A0A286XA40_CAVPO, tr|H0VHM6|H0VHM6_CAVPO, tr|H0V7Q0|H0V7Q0_CAVPO, tr|A0A286XAS7|A0A286XAS7_CAVPO, tr|H0V877|H0V877_CAVPO, tr|H0UWV5|H0UWV5_CAVPO, tr|H0VIJ6|H0VIJ6_CAVPO
OG0000092	sp|Q6A162|K1C40_HUMAN, sp|Q14532|K1H2_HUMAN, sp|O76013|KRT36_HUMAN, sp|Q92764|KRT35_HUMAN, sp|O76015|KRT38_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76011|KRT34_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|Q15323|K1H1_HUMAN, sp|O76009|KT33A_HUMAN, sp|Q14525|KT33B_HUMAN	tr|H0VIA4|H0VIA4_CAVPO
OG0000098	sp|Q8NH53|O52N1_HUMAN	tr|A0A286XKI7|A0A286XKI7_CAVPO, tr|A0A286Y1Y7|A0A286Y1Y7_CAVPO
OG0000098	sp|Q8NGI0|O52N2_HUMAN	tr|H0VUV3|H0VUV3_CAVPO
