Orthogroup	Homo_sapiens	Mesocricetus_auratus
OG0000032	sp|P08729|K2C7_HUMAN	sp|P86247|K2C8_MESAU, tr|A0A3Q0CJR9|A0A3Q0CJR9_MESAU, tr|A0A3Q0CK98|A0A3Q0CK98_MESAU, tr|A0A1U7QXV2|A0A1U7QXV2_MESAU, tr|A0A1U8BSQ9|A0A1U8BSQ9_MESAU, tr|A0A1U7QJF3|A0A1U7QJF3_MESAU, tr|A0A1U7Q9U3|A0A1U7Q9U3_MESAU, tr|A0A3Q0CKH2|A0A3Q0CKH2_MESAU, tr|A0A1U7Q852|A0A1U7Q852_MESAU, tr|A0A3Q0CLX4|A0A3Q0CLX4_MESAU, tr|A0A1U7Q424|A0A1U7Q424_MESAU, tr|A0A3Q0CK07|A0A3Q0CK07_MESAU, tr|A0A3Q0CHE5|A0A3Q0CHE5_MESAU, tr|A0A3Q0CL03|A0A3Q0CL03_MESAU, tr|A0A1U7Q849|A0A1U7Q849_MESAU, tr|A0A1U7Q423|A0A1U7Q423_MESAU, tr|A0A1U7Q843|A0A1U7Q843_MESAU, tr|A0A3Q0CFL1|A0A3Q0CFL1_MESAU, tr|A0A1U8BGE9|A0A1U8BGE9_MESAU, tr|A0A1U7Q9T8|A0A1U7Q9T8_MESAU, tr|A0A1U7Q9T5|A0A1U7Q9T5_MESAU
OG0000033	sp|O60814|H2B1K_HUMAN	tr|A0A3Q0CEP7|A0A3Q0CEP7_MESAU
OG0000033	sp|Q8N257|H2B3B_HUMAN	tr|A0A1U8BLE6|A0A1U8BLE6_MESAU, tr|A0A1U7Q8L7|A0A1U7Q8L7_MESAU
OG0000033	sp|Q99879|H2B1M_HUMAN	tr|A0A1U7QM51|A0A1U7QM51_MESAU, tr|A0A1U7Q3G4|A0A1U7Q3G4_MESAU
OG0000033	sp|P58876|H2B1D_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|P33778|H2B1B_HUMAN	tr|A0A1U7Q7A0|A0A1U7Q7A0_MESAU
OG0000033	sp|P62807|H2B1C_HUMAN	tr|A0A1U7Q7A3|A0A1U7Q7A3_MESAU
OG0000033	sp|P23527|H2B1O_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q5QNW6|H2B2F_HUMAN	tr|A0A3Q0DEE1|A0A3Q0DEE1_MESAU
OG0000034	sp|Q9Y5F6|PCDGM_HUMAN, sp|Q9Y5F7|PCDGL_HUMAN, sp|Q9UN70|PCDGK_HUMAN, sp|Q9Y5F9|PCDGI_HUMAN, sp|Q9Y5F8|PCDGJ_HUMAN, sp|Q9UN71|PCDGG_HUMAN, sp|Q9Y5G0|PCDGH_HUMAN, sp|Q9Y5G1|PCDGF_HUMAN, sp|Q9Y5G2|PCDGE_HUMAN, sp|Q9Y5G3|PCDGD_HUMAN, sp|Q9Y5H2|PCDGB_HUMAN, sp|O60330|PCDGC_HUMAN, sp|Q9Y5G5|PCDG8_HUMAN, sp|Q9Y5G4|PCDG9_HUMAN, sp|Q9Y5H3|PCDGA_HUMAN, sp|Q9Y5G7|PCDG6_HUMAN, sp|Q9Y5G6|PCDG7_HUMAN, sp|Q9Y5H4|PCDG1_HUMAN, sp|Q9Y5H1|PCDG2_HUMAN, sp|Q9Y5G8|PCDG5_HUMAN, sp|Q9Y5G9|PCDG4_HUMAN, sp|Q9Y5H0|PCDG3_HUMAN	tr|A0A1U8BPX7|A0A1U8BPX7_MESAU
OG0000035	sp|O95222|OR6A2_HUMAN	tr|A0A1U8CAX8|A0A1U8CAX8_MESAU
OG0000035	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A1U7QG06|A0A1U7QG06_MESAU
OG0000035	sp|Q8NGW1|OR6B3_HUMAN, sp|Q6IFH4|OR6B2_HUMAN	tr|A0A1U8C0H4|A0A1U8C0H4_MESAU, tr|A0A1U7QNA8|A0A1U7QNA8_MESAU, tr|A0A1U7R981|A0A1U7R981_MESAU, tr|A0A1U7QZ45|A0A1U7QZ45_MESAU
OG0000035	sp|O95007|OR6B1_HUMAN	tr|A0A1U7RES2|A0A1U7RES2_MESAU, tr|A0A1U7RC84|A0A1U7RC84_MESAU, tr|A0A1U7RET9|A0A1U7RET9_MESAU, tr|A0A1U8CLU7|A0A1U8CLU7_MESAU, tr|A0A3Q0DC39|A0A3Q0DC39_MESAU, tr|A0A1U8CNL6|A0A1U8CNL6_MESAU, tr|A0A1U7QT12|A0A1U7QT12_MESAU, tr|A0A1U7QX77|A0A1U7QX77_MESAU, tr|A0A1U7Q3X5|A0A1U7Q3X5_MESAU, tr|A0A1U7Q6L3|A0A1U7Q6L3_MESAU, tr|A0A1U7R0F0|A0A1U7R0F0_MESAU
OG0000036	sp|Q3ZCX4|ZN568_HUMAN	tr|A0A3Q0CE71|A0A3Q0CE71_MESAU
OG0000036	sp|Q5MCW4|ZN569_HUMAN	tr|A0A1U7RGG8|A0A1U7RGG8_MESAU
OG0000036	sp|Q9BY31|ZN717_HUMAN	tr|A0A3Q0CJC6|A0A3Q0CJC6_MESAU, tr|A0A1U8CX47|A0A1U8CX47_MESAU, tr|A0A1U8BER8|A0A1U8BER8_MESAU, tr|A0A1U7RDQ3|A0A1U7RDQ3_MESAU, tr|A0A1U8CWL1|A0A1U8CWL1_MESAU, tr|A0A1U8CPF4|A0A1U8CPF4_MESAU, tr|A0A3Q0CFP8|A0A3Q0CFP8_MESAU, tr|A0A1U8CSW0|A0A1U8CSW0_MESAU, tr|A0A1U8CGV8|A0A1U8CGV8_MESAU, tr|A0A3Q0D4B6|A0A3Q0D4B6_MESAU, tr|A0A1U8C5T6|A0A1U8C5T6_MESAU, tr|A0A1U8CN46|A0A1U8CN46_MESAU, tr|A0A3Q0D6M4|A0A3Q0D6M4_MESAU, tr|A0A1U8CBT3|A0A1U8CBT3_MESAU, tr|A0A1U8CJQ4|A0A1U8CJQ4_MESAU, tr|A0A1U8BLB7|A0A1U8BLB7_MESAU, tr|A0A1U8BHM4|A0A1U8BHM4_MESAU, tr|A0A1U8BHN1|A0A1U8BHN1_MESAU
OG0000039	sp|A6NLX3|SPDE4_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN	tr|A0A3Q0D7L7|A0A3Q0D7L7_MESAU
OG0000041	sp|A6NNH2|F90AR_HUMAN, sp|A6NIJ5|F90AK_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|A8MXJ8|F90A5_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|P0C7X0|F90AO_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|P0DV73|F90AG_HUMAN	tr|A0A1U7R6Z4|A0A1U7R6Z4_MESAU
OG0000042	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A3Q0CUW8|A0A3Q0CUW8_MESAU, tr|A0A1U8C3H0|A0A1U8C3H0_MESAU
OG0000042	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A1U7QN91|A0A1U7QN91_MESAU, tr|A0A1U7QYJ7|A0A1U7QYJ7_MESAU, tr|A0A1U7QN97|A0A1U7QN97_MESAU, tr|A0A1U7QVT9|A0A1U7QVT9_MESAU, tr|A0A1U7QBW9|A0A1U7QBW9_MESAU, tr|A0A1U7QC01|A0A1U7QC01_MESAU, tr|A0A1U7QCA1|A0A1U7QCA1_MESAU, tr|A0A3Q0CZY4|A0A3Q0CZY4_MESAU, tr|A0A1U8CBK3|A0A1U8CBK3_MESAU, tr|A0A1U8CAY7|A0A1U8CAY7_MESAU, tr|A0A1U7QND4|A0A1U7QND4_MESAU, tr|A0A1U7QVT4|A0A1U7QVT4_MESAU, tr|A0A1U8C0G4|A0A1U8C0G4_MESAU, tr|A0A1U8C0F9|A0A1U8C0F9_MESAU, tr|A0A1U7QKB7|A0A1U7QKB7_MESAU, tr|A0A1U7QBX3|A0A1U7QBX3_MESAU, tr|A0A1U7QYJ2|A0A1U7QYJ2_MESAU, tr|A0A1U8C3I2|A0A1U8C3I2_MESAU
OG0000044	sp|O76001|OR2J3_HUMAN	tr|A0A1U8C3K4|A0A1U8C3K4_MESAU
OG0000044	sp|Q9GZK6|OR2J1_HUMAN, sp|O76002|OR2J2_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|Q9Y3N9|OR2W1_HUMAN, sp|Q7Z3T1|OR2W3_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|O95371|OR2C1_HUMAN, sp|O95918|OR2H2_HUMAN, sp|Q9GZK4|OR2H1_HUMAN, sp|Q5JQS5|OR2BB_HUMAN, sp|O76000|OR2B3_HUMAN, sp|P58173|OR2B6_HUMAN, sp|Q9GZK3|OR2B2_HUMAN	tr|A0A1U7QV88|A0A1U7QV88_MESAU
OG0000046	sp|P33260|CP2CI_HUMAN	tr|A0A1U7Q2H6|A0A1U7Q2H6_MESAU, sp|P33265|CP2CS_MESAU, tr|A0A3Q0CFY2|A0A3Q0CFY2_MESAU
OG0000046	sp|P10632|CP2C8_HUMAN	tr|A0A3Q0CDS8|A0A3Q0CDS8_MESAU, tr|A0A1U7Q2P9|A0A1U7Q2P9_MESAU, tr|A0A1U7QT31|A0A1U7QT31_MESAU
OG0000046	sp|P33261|CP2CJ_HUMAN, sp|P11712|CP2C9_HUMAN	tr|A0A1U8BHQ5|A0A1U8BHQ5_MESAU, tr|A0A3Q0CYK5|A0A3Q0CYK5_MESAU, tr|A0A1U7QAU9|A0A1U7QAU9_MESAU, sp|Q08078|CP2CP_MESAU, tr|A0A1U7Q3P0|A0A1U7Q3P0_MESAU, sp|P33264|CP2CR_MESAU, tr|A0A1U8BIL4|A0A1U8BIL4_MESAU, tr|A0A1U7Q2C6|A0A1U7Q2C6_MESAU, sp|P33263|CP2CQ_MESAU, tr|A0A1U7Q4M5|A0A1U7Q4M5_MESAU, tr|A0A1U8CN69|A0A1U8CN69_MESAU
OG0000049	sp|A0A0C4DH43|HV70D_HUMAN, sp|P01814|HV270_HUMAN, sp|P01817|HV205_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP07|HV431_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P01824|HV439_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|A0A0B4J1U7|HV601_HUMAN	tr|A0A3Q0CM29|A0A3Q0CM29_MESAU
OG0000050	sp|Q8NGL1|OR5DI_HUMAN	tr|A0A1U7QFJ4|A0A1U7QFJ4_MESAU, tr|A0A1U7Q7E7|A0A1U7Q7E7_MESAU, tr|A0A1U7Q381|A0A1U7Q381_MESAU
OG0000050	sp|Q8NGK9|OR5DG_HUMAN	tr|A0A1U7QD13|A0A1U7QD13_MESAU
OG0000050	sp|Q8NGL3|OR5DE_HUMAN	tr|A0A1U7QD06|A0A1U7QD06_MESAU
OG0000050	sp|Q8NGL4|OR5DD_HUMAN	tr|A0A1U8C536|A0A1U8C536_MESAU
OG0000050	tr|A0A2R8Y4L6|A0A2R8Y4L6_HUMAN	tr|A0A3Q0D5W8|A0A3Q0D5W8_MESAU, tr|A0A1U7Q5C1|A0A1U7Q5C1_MESAU, tr|A0A1U8CFF5|A0A1U8CFF5_MESAU
OG0000052	sp|Q8NH50|OR8K5_HUMAN	tr|A0A1U7QFN2|A0A1U7QFN2_MESAU
OG0000052	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A1U7Q5T6|A0A1U7Q5T6_MESAU
OG0000052	sp|Q8NH51|OR8K3_HUMAN	tr|A0A1U7QD49|A0A1U7QD49_MESAU, tr|A0A1U7Q5T3|A0A1U7Q5T3_MESAU, tr|A0A1U8CJ56|A0A1U8CJ56_MESAU, tr|A0A1U7Q7G2|A0A1U7Q7G2_MESAU, tr|A0A1U8C7L0|A0A1U8C7L0_MESAU, tr|A0A1U7QD43|A0A1U7QD43_MESAU, tr|A0A1U7QFM7|A0A1U7QFM7_MESAU, tr|A0A1U7Q5T0|A0A1U7Q5T0_MESAU, tr|A0A1U7Q7G5|A0A1U7Q7G5_MESAU, tr|A0A3Q0DA15|A0A3Q0DA15_MESAU, tr|A0A1U8CJ62|A0A1U8CJ62_MESAU, tr|A0A1U7Q388|A0A1U7Q388_MESAU, tr|A0A1U8CIB2|A0A1U8CIB2_MESAU
OG0000053	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A1U7QD61|A0A1U7QD61_MESAU
OG0000053	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A1U8CJN9|A0A1U8CJN9_MESAU
OG0000053	sp|P0C617|O5AL1_HUMAN	tr|A0A3Q0D5H4|A0A3Q0D5H4_MESAU, tr|A0A1U7Q7H1|A0A1U7Q7H1_MESAU
OG0000053	sp|Q8NH85|OR5R1_HUMAN	tr|A0A1U7Q5T9|A0A1U7Q5T9_MESAU, tr|A0A1U7Q391|A0A1U7Q391_MESAU
OG0000053	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A1U7Q326|A0A1U7Q326_MESAU, tr|A0A1U7QFP4|A0A1U7QFP4_MESAU
OG0000056	sp|Q04695|K1C17_HUMAN	tr|A0A1U7RHH7|A0A1U7RHH7_MESAU
OG0000056	sp|P02533|K1C14_HUMAN	tr|A0A1U7R4L9|A0A1U7R4L9_MESAU
OG0000056	sp|P08779|K1C16_HUMAN	tr|A0A1U8CT68|A0A1U8CT68_MESAU
OG0000056	sp|P35527|K1C9_HUMAN	tr|A0A1U7RF60|A0A1U7RF60_MESAU
OG0000056	sp|Q99456|K1C12_HUMAN	tr|A0A1U8C3P8|A0A1U8C3P8_MESAU, tr|A0A1U7QZ05|A0A1U7QZ05_MESAU
OG0000056	sp|P13646|K1C13_HUMAN	tr|A0A1U7RF34|A0A1U7RF34_MESAU
OG0000056	sp|P19012|K1C15_HUMAN	tr|A0A1U7RHH1|A0A1U7RHH1_MESAU
OG0000056	sp|P08727|K1C19_HUMAN	sp|P86246|K1C19_MESAU, tr|A0A1U7QWJ5|A0A1U7QWJ5_MESAU
OG0000057	sp|Q8NGF8|OR4B1_HUMAN	tr|A0A1U7Q7C0|A0A1U7Q7C0_MESAU, tr|A0A1U7Q372|A0A1U7Q372_MESAU
OG0000057	sp|Q8NH49|OR4X1_HUMAN	tr|A0A1U7Q5B5|A0A1U7Q5B5_MESAU
OG0000057	sp|Q8NGF9|OR4X2_HUMAN	tr|A0A1U7Q319|A0A1U7Q319_MESAU, tr|A0A3Q0D906|A0A3Q0D906_MESAU
OG0000057	sp|Q8NGL7|OR4P4_HUMAN	tr|A0A1U8CDA1|A0A1U8CDA1_MESAU, tr|A0A1U8CAI4|A0A1U8CAI4_MESAU, tr|A0A1U7Q7E1|A0A1U7Q7E1_MESAU, tr|A0A1U7QFI4|A0A1U7QFI4_MESAU, tr|A0A1U8C4W9|A0A1U8C4W9_MESAU, tr|A0A1U7Q379|A0A1U7Q379_MESAU, tr|A0A1U7Q6Y4|A0A1U7Q6Y4_MESAU, tr|A0A1U8C9N0|A0A1U8C9N0_MESAU, tr|A0A1U8C7Y3|A0A1U8C7Y3_MESAU
OG0000060	sp|Q8NGC2|OR4E2_HUMAN, sp|Q8NGD5|OR4KE_HUMAN, sp|Q8NGD2|OR4K2_HUMAN, sp|Q96R72|OR4K3_HUMAN, sp|Q8NH42|OR4KD_HUMAN, sp|Q8NH43|OR4L1_HUMAN, sp|Q8NGD3|OR4K5_HUMAN, sp|Q8NH41|OR4KF_HUMAN, sp|Q8NGD4|OR4K1_HUMAN, sp|Q8NGC6|OR4KH_HUMAN, sp|Q6IEY1|OR4F3_HUMAN, sp|O95013|O4F21_HUMAN, sp|Q8NGB8|O4F15_HUMAN, sp|Q8NGB9|OR4F6_HUMAN, sp|Q96R69|OR4F4_HUMAN, sp|Q8NGA8|O4F17_HUMAN, sp|Q8NH21|OR4F5_HUMAN	tr|A0A1U7RGU8|A0A1U7RGU8_MESAU
OG0000061	sp|Q14525|KT33B_HUMAN, sp|O76009|KT33A_HUMAN	tr|A0A3Q0CF13|A0A3Q0CF13_MESAU, tr|A0A1U8CT64|A0A1U8CT64_MESAU
OG0000061	tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN	tr|A0A3Q0CFY7|A0A3Q0CFY7_MESAU
OG0000061	sp|O76013|KRT36_HUMAN	tr|A0A1U7R4L5|A0A1U7R4L5_MESAU
OG0000061	sp|Q92764|KRT35_HUMAN	tr|A0A1U7QWJ1|A0A1U7QWJ1_MESAU
OG0000061	sp|Q14532|K1H2_HUMAN	tr|A0A1U7R732|A0A1U7R732_MESAU
OG0000061	sp|Q6A162|K1C40_HUMAN	tr|A0A1U7QWA3|A0A1U7QWA3_MESAU
OG0000062	sp|Q8NGY0|O10X1_HUMAN	tr|A0A1U7R046|A0A1U7R046_MESAU
OG0000062	sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN	tr|A0A1U7QYK7|A0A1U7QYK7_MESAU
OG0000062	sp|Q9H209|O10A4_HUMAN	tr|A0A1U7QKD1|A0A1U7QKD1_MESAU
OG0000062	sp|P0C629|O10J4_HUMAN, sp|Q8NGX3|O10T2_HUMAN, sp|Q8NGX6|O10R2_HUMAN, sp|Q8NGX5|O10K1_HUMAN, sp|Q6IF99|O10K2_HUMAN	tr|A0A1U7QF87|A0A1U7QF87_MESAU
OG0000063	sp|P84243|H33_HUMAN	tr|A0A1U8BSI7|A0A1U8BSI7_MESAU, tr|A0A1U7QU70|A0A1U7QU70_MESAU
OG0000063	sp|Q16695|H31T_HUMAN	tr|A0A1U7QAA4|A0A1U7QAA4_MESAU
OG0000063	sp|P68431|H31_HUMAN	tr|A0A3Q0CJ92|A0A3Q0CJ92_MESAU
OG0000063	sp|Q71DI3|H32_HUMAN	tr|A0A3Q0CE82|A0A3Q0CE82_MESAU, tr|A0A1U8BEY3|A0A1U8BEY3_MESAU
OG0000064	sp|Q9Y5F3|PCDB1_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9UN66|PCDB8_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN	tr|A0A1U7QC60|A0A1U7QC60_MESAU
OG0000065	sp|P17014|ZNF12_HUMAN	tr|A0A1U7R318|A0A1U7R318_MESAU
OG0000065	sp|Q9NYW8|RBAK_HUMAN	tr|A0A1U8CJM2|A0A1U8CJM2_MESAU
OG0000065	sp|Q9HCZ1|ZN334_HUMAN, sp|Q8N184|ZN567_HUMAN, sp|Q96SR6|ZN382_HUMAN	tr|A0A1U7QVN3|A0A1U7QVN3_MESAU
OG0000065	sp|B1APH4|ZN487_HUMAN, sp|Q6ZMW2|ZN782_HUMAN, sp|Q4V348|Z658B_HUMAN, sp|Q5TYW1|ZN658_HUMAN, sp|Q9Y2H8|ZN510_HUMAN, sp|Q06730|ZN33A_HUMAN, sp|Q06732|ZN33B_HUMAN, sp|Q8NDW4|ZN248_HUMAN	tr|A0A1U8BEK5|A0A1U8BEK5_MESAU
OG0000066	sp|Q9H158|PCDC1_HUMAN	tr|A0A3Q0CI45|A0A3Q0CI45_MESAU
OG0000066	sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A1U7Q520|A0A1U7Q520_MESAU
OG0000070	sp|Q9UKF2|ADA30_HUMAN	tr|A0A1U7RA09|A0A1U7RA09_MESAU, tr|A0A1U8BU97|A0A1U8BU97_MESAU, tr|A0A1U8BSF5|A0A1U8BSF5_MESAU, tr|A0A3Q0CJ42|A0A3Q0CJ42_MESAU, tr|A0A3Q0CJA7|A0A3Q0CJA7_MESAU, tr|A0A1U7QI25|A0A1U7QI25_MESAU, tr|A0A1U8BRN0|A0A1U8BRN0_MESAU, tr|A0A1U7Q3S5|A0A1U7Q3S5_MESAU, tr|A0A1U7QB72|A0A1U7QB72_MESAU, tr|A0A1U7Q921|A0A1U7Q921_MESAU, tr|A0A1U7RHI9|A0A1U7RHI9_MESAU, tr|A0A1U7QID6|A0A1U7QID6_MESAU, tr|A0A3Q0CLA4|A0A3Q0CLA4_MESAU, tr|A0A1U7QZ44|A0A1U7QZ44_MESAU, tr|A0A1U7QWQ7|A0A1U7QWQ7_MESAU, tr|A0A1U8CLG6|A0A1U8CLG6_MESAU
OG0000072	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN	tr|A0A1U7R0H7|A0A1U7R0H7_MESAU
OG0000073	sp|Q9H205|O2AG1_HUMAN, sp|A6NM03|O2AG2_HUMAN	tr|A0A1U7QVV3|A0A1U7QVV3_MESAU, tr|A0A1U7QYL7|A0A1U7QYL7_MESAU, tr|A0A1U7QC06|A0A1U7QC06_MESAU, tr|A0A1U7QKE2|A0A1U7QKE2_MESAU, tr|A0A1U7QBY7|A0A1U7QBY7_MESAU, tr|A0A1U7QKG5|A0A1U7QKG5_MESAU, tr|A0A1U8CAZ2|A0A1U8CAZ2_MESAU, tr|A0A1U7QVV8|A0A1U7QVV8_MESAU, tr|A0A1U7QNB3|A0A1U7QNB3_MESAU, tr|A0A1U7QYL2|A0A1U7QYL2_MESAU, tr|A0A1U7QS91|A0A1U7QS91_MESAU, tr|A0A1U8BUP5|A0A1U8BUP5_MESAU, tr|A0A1U8BIE7|A0A1U8BIE7_MESAU, tr|A0A1U7Q8M3|A0A1U7Q8M3_MESAU
OG0000076	sp|A4D2G3|O2A25_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|O95047|OR2A4_HUMAN, sp|Q96R45|OR2A7_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, sp|Q96R48|OR2A5_HUMAN, sp|Q8NGT7|O2A12_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN	tr|A0A1U7QP59|A0A1U7QP59_MESAU
OG0000077	sp|O43869|OR2T1_HUMAN	tr|A0A1U7QLG4|A0A1U7QLG4_MESAU
OG0000077	sp|Q8NHC8|OR2T6_HUMAN	tr|A0A1U7QCZ2|A0A1U7QCZ2_MESAU
OG0000077	sp|Q8NH04|O2T27_HUMAN, sp|P0C7T2|OR2T7_HUMAN, sp|Q8NH00|OR2T4_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q8NGZ9|O2T10_HUMAN, sp|Q8NGX1|O2T34_HUMAN, sp|Q8NH03|OR2T3_HUMAN, sp|Q8NH01|O2T11_HUMAN, sp|Q6IF00|OR2T2_HUMAN, sp|Q8NGX2|O2T35_HUMAN	tr|A0A1U7QWX2|A0A1U7QWX2_MESAU
OG0000080	sp|Q6FI13|H2A2A_HUMAN	tr|A0A3Q0CL86|A0A3Q0CL86_MESAU
OG0000080	sp|Q7L7L0|H2A3_HUMAN	tr|A0A1U7Q479|A0A1U7Q479_MESAU
OG0000080	sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN	tr|A0A3Q0CDZ7|A0A3Q0CDZ7_MESAU
OG0000080	sp|Q96QV6|H2A1A_HUMAN, sp|Q8IUE6|H2A2B_HUMAN	tr|A0A1U7QI01|A0A1U7QI01_MESAU
OG0000080	sp|P04908|H2A1B_HUMAN	tr|A0A1U7R5Y7|A0A1U7R5Y7_MESAU
OG0000082	sp|Q8NGI6|OR4DA_HUMAN	tr|A0A1U8BG68|A0A1U8BG68_MESAU, tr|A0A1U7Q2L0|A0A1U7Q2L0_MESAU
OG0000082	sp|Q8NGI4|OR4DB_HUMAN	tr|A0A1U7QDE3|A0A1U7QDE3_MESAU
OG0000082	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A1U7Q2S3|A0A1U7Q2S3_MESAU
OG0000082	sp|P58180|OR4D2_HUMAN	tr|A0A1U7QKH5|A0A1U7QKH5_MESAU
