Orthogroup	Homo_sapiens	Erinaceus_europaeus
OG0000026	sp|Q8NGV5|O13D1_HUMAN	tr|A0A1S2ZA60|A0A1S2ZA60_ERIEU, tr|A0A1S2ZA61|A0A1S2ZA61_ERIEU, tr|A0A1S3W2S0|A0A1S3W2S0_ERIEU, tr|A0A1S2ZA54|A0A1S2ZA54_ERIEU, tr|A0A1S2ZQF5|A0A1S2ZQF5_ERIEU, tr|A0A1S2ZA47|A0A1S2ZA47_ERIEU, tr|A0A1S2ZA58|A0A1S2ZA58_ERIEU, tr|A0A1S2ZA56|A0A1S2ZA56_ERIEU, tr|A0A1S2ZA57|A0A1S2ZA57_ERIEU
OG0000029	sp|A6NM03|O2AG2_HUMAN, sp|Q9H205|O2AG1_HUMAN	tr|A0A1S3A1A5|A0A1S3A1A5_ERIEU, tr|A0A1S3A1A3|A0A1S3A1A3_ERIEU, tr|A0A1S3A1C6|A0A1S3A1C6_ERIEU
OG0000029	sp|Q8NH01|O2T11_HUMAN	tr|A0A1S3AEF8|A0A1S3AEF8_ERIEU, tr|A0A1S3AEU8|A0A1S3AEU8_ERIEU, tr|A0A1S3AEQ7|A0A1S3AEQ7_ERIEU, tr|A0A1S3AEQ5|A0A1S3AEQ5_ERIEU, tr|A0A1S2ZAS1|A0A1S2ZAS1_ERIEU, tr|A0A1S3AEG3|A0A1S3AEG3_ERIEU, tr|A0A1S2ZAU1|A0A1S2ZAU1_ERIEU, tr|A0A1S2ZAR9|A0A1S2ZAR9_ERIEU, tr|A0A1S2ZQ56|A0A1S2ZQ56_ERIEU, tr|A0A1S2ZAU5|A0A1S2ZAU5_ERIEU, tr|A0A1S2ZQ47|A0A1S2ZQ47_ERIEU, tr|A0A1S2ZAU2|A0A1S2ZAU2_ERIEU, tr|A0A1S2ZQ48|A0A1S2ZQ48_ERIEU, tr|A0A1S3A030|A0A1S3A030_ERIEU, tr|A0A1S2ZAT3|A0A1S2ZAT3_ERIEU, tr|A0A1S2ZAT6|A0A1S2ZAT6_ERIEU, tr|A0A1S2ZAQ3|A0A1S2ZAQ3_ERIEU, tr|A0A1S2ZAP9|A0A1S2ZAP9_ERIEU
OG0000030	sp|P0C646|O52Z1_HUMAN	tr|A0A1S3AE15|A0A1S3AE15_ERIEU
OG0000030	sp|Q96RD2|O52B2_HUMAN	tr|A0A1S3A1H4|A0A1S3A1H4_ERIEU
OG0000030	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A1S3AE74|A0A1S3AE74_ERIEU, tr|A0A1S3AE30|A0A1S3AE30_ERIEU, tr|A0A1S3ADW9|A0A1S3ADW9_ERIEU
OG0000030	sp|Q8NGK2|O52B4_HUMAN	tr|A0A1S3ADX7|A0A1S3ADX7_ERIEU, tr|A0A1S3A0W1|A0A1S3A0W1_ERIEU, tr|A0A1S3A0U5|A0A1S3A0U5_ERIEU, tr|A0A1S3A0W9|A0A1S3A0W9_ERIEU, tr|A0A1S3A0U8|A0A1S3A0U8_ERIEU, tr|A0A1S3A0U1|A0A1S3A0U1_ERIEU
OG0000030	sp|Q9H346|O52D1_HUMAN	tr|A0A1S3A0W5|A0A1S3A0W5_ERIEU, tr|A0A1S3A0T1|A0A1S3A0T1_ERIEU, tr|A0A1S3WPX6|A0A1S3WPX6_ERIEU, tr|A0A1S3ADX6|A0A1S3ADX6_ERIEU, tr|A0A1S3ADR2|A0A1S3ADR2_ERIEU
OG0000031	sp|Q9Y5F6|PCDGM_HUMAN, sp|Q9Y5F7|PCDGL_HUMAN, sp|Q9UN70|PCDGK_HUMAN, sp|Q9Y5G0|PCDGH_HUMAN, sp|Q9UN71|PCDGG_HUMAN, sp|Q9Y5F8|PCDGJ_HUMAN, sp|Q9Y5F9|PCDGI_HUMAN, sp|Q9Y5G2|PCDGE_HUMAN, sp|Q9Y5G3|PCDGD_HUMAN, sp|Q9Y5G1|PCDGF_HUMAN, sp|Q9Y5H0|PCDG3_HUMAN, sp|Q9Y5G9|PCDG4_HUMAN, sp|Q9Y5G8|PCDG5_HUMAN, sp|Q9Y5H4|PCDG1_HUMAN, sp|Q9Y5H1|PCDG2_HUMAN, sp|Q9Y5G7|PCDG6_HUMAN, sp|Q9Y5G6|PCDG7_HUMAN, sp|Q9Y5H3|PCDGA_HUMAN, sp|Q9Y5G4|PCDG9_HUMAN, sp|Q9Y5G5|PCDG8_HUMAN, sp|O60330|PCDGC_HUMAN, sp|Q9Y5H2|PCDGB_HUMAN	tr|A0A1S3W7A8|A0A1S3W7A8_ERIEU
OG0000032	sp|Q8NDW4|ZN248_HUMAN	tr|A0A1S3WJ48|A0A1S3WJ48_ERIEU
OG0000032	sp|P17014|ZNF12_HUMAN	tr|A0A1S3WDV0|A0A1S3WDV0_ERIEU
OG0000032	sp|Q9NYW8|RBAK_HUMAN	tr|A0A1S2ZV83|A0A1S2ZV83_ERIEU
OG0000032	sp|B4DU55|ZN879_HUMAN, sp|P17032|ZN37A_HUMAN, sp|Q96PE6|ZIM3_HUMAN, sp|P51786|ZN157_HUMAN, sp|P17030|ZNF25_HUMAN, sp|Q5TYW1|ZN658_HUMAN, sp|Q4V348|Z658B_HUMAN, sp|Q9Y2H8|ZN510_HUMAN, sp|Q6ZMW2|ZN782_HUMAN	tr|A0A1S3W1Z0|A0A1S3W1Z0_ERIEU
OG0000033	sp|Q9UQ74|PSG8_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P11465|PSG2_HUMAN	tr|A0A1S3AD21|A0A1S3AD21_ERIEU
OG0000033	sp|P06731|CEAM5_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P13688|CEAM1_HUMAN	tr|A0A1S3ACX2|A0A1S3ACX2_ERIEU
OG0000033	sp|Q14002|CEAM7_HUMAN, sp|P0DP72|VSXL2_HUMAN, sp|O75871|CEAM4_HUMAN, sp|P40198|CEAM3_HUMAN, sp|Q3KPI0|CEA21_HUMAN	tr|A0A1S3APZ8|A0A1S3APZ8_ERIEU
OG0000035	sp|Q8NGC7|O11H6_HUMAN	tr|A0A1S3WSZ7|A0A1S3WSZ7_ERIEU
OG0000035	sp|Q8NGC9|O11H4_HUMAN	tr|A0A1S3AMC8|A0A1S3AMC8_ERIEU
OG0000035	sp|Q8NGC8|O11H7_HUMAN	tr|A0A1S3ANN6|A0A1S3ANN6_ERIEU
OG0000035	sp|Q8NGC1|O11G2_HUMAN	tr|A0A1S3WSU5|A0A1S3WSU5_ERIEU, tr|A0A1S3ANC1|A0A1S3ANC1_ERIEU, tr|A0A1S3ANY2|A0A1S3ANY2_ERIEU, tr|A0A1S3ANL2|A0A1S3ANL2_ERIEU, tr|A0A1S3AP32|A0A1S3AP32_ERIEU, tr|A0A1S3AMD3|A0A1S3AMD3_ERIEU, tr|A0A1S3ANP1|A0A1S3ANP1_ERIEU
OG0000036	sp|Q96KK4|O10C1_HUMAN	tr|A0A1S3ABB8|A0A1S3ABB8_ERIEU
OG0000036	sp|Q8NH19|O10AG_HUMAN	tr|A0A1S3APB9|A0A1S3APB9_ERIEU, tr|A0A1S2ZF02|A0A1S2ZF02_ERIEU, tr|A0A1S2ZC57|A0A1S2ZC57_ERIEU, tr|A0A1S2ZC54|A0A1S2ZC54_ERIEU, tr|A0A1S3ANK9|A0A1S3ANK9_ERIEU, tr|A0A1S2ZFX6|A0A1S2ZFX6_ERIEU, tr|A0A1S2ZFY0|A0A1S2ZFY0_ERIEU, tr|A0A1S2ZFH9|A0A1S2ZFH9_ERIEU, tr|A0A1S2ZFW5|A0A1S2ZFW5_ERIEU, tr|A0A1S2ZHT6|A0A1S2ZHT6_ERIEU, tr|A0A1S2ZFH1|A0A1S2ZFH1_ERIEU, tr|A0A1S2ZFX7|A0A1S2ZFX7_ERIEU, tr|A0A1S2ZFG5|A0A1S2ZFG5_ERIEU, tr|A0A1S2ZFI9|A0A1S2ZFI9_ERIEU, tr|A0A1S2ZHS9|A0A1S2ZHS9_ERIEU, tr|A0A1S2ZFY3|A0A1S2ZFY3_ERIEU, tr|A0A1S2ZHJ6|A0A1S2ZHJ6_ERIEU, tr|A0A1S2ZHS2|A0A1S2ZHS2_ERIEU
OG0000037	sp|Q9H210|OR2D2_HUMAN	tr|A0A1S3A1I1|A0A1S3A1I1_ERIEU
OG0000037	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A1S2ZXL4|A0A1S2ZXL4_ERIEU, tr|A0A1S2ZXK4|A0A1S2ZXK4_ERIEU, tr|A0A1S2ZXJ1|A0A1S2ZXJ1_ERIEU, tr|A0A1S2ZXJ0|A0A1S2ZXJ0_ERIEU, tr|A0A1S3WFJ3|A0A1S3WFJ3_ERIEU, tr|A0A1S2ZXI6|A0A1S2ZXI6_ERIEU, tr|A0A1S2ZXL7|A0A1S2ZXL7_ERIEU, tr|A0A1S2ZXI7|A0A1S2ZXI7_ERIEU, tr|A0A1S2ZHK6|A0A1S2ZHK6_ERIEU, tr|A0A1S3A1H1|A0A1S3A1H1_ERIEU, tr|A0A1S3A1I7|A0A1S3A1I7_ERIEU, tr|A0A1S3A1G5|A0A1S3A1G5_ERIEU, tr|A0A1S3A1A9|A0A1S3A1A9_ERIEU, tr|A0A1S3A1B2|A0A1S3A1B2_ERIEU, tr|A0A1S3A1A4|A0A1S3A1A4_ERIEU, tr|A0A1S3A1G3|A0A1S3A1G3_ERIEU, tr|A0A1S3A1G4|A0A1S3A1G4_ERIEU, tr|A0A1S3A195|A0A1S3A195_ERIEU
OG0000041	sp|Q8NGJ3|O52E1_HUMAN	tr|A0A1S3AE03|A0A1S3AE03_ERIEU
OG0000041	sp|Q8NGJ4|O52E2_HUMAN	tr|A0A1S3ADN7|A0A1S3ADN7_ERIEU, tr|A0A1S3ADY4|A0A1S3ADY4_ERIEU
OG0000041	sp|Q8NH55|O52E5_HUMAN	tr|A0A1S3A1I6|A0A1S3A1I6_ERIEU, tr|A0A1S3AED1|A0A1S3AED1_ERIEU
OG0000041	sp|Q8NGH9|O52E4_HUMAN	tr|A0A1S3ADZ5|A0A1S3ADZ5_ERIEU, tr|A0A1S3ADS2|A0A1S3ADS2_ERIEU, tr|A0A1S3AEB7|A0A1S3AEB7_ERIEU, tr|A0A1S3AE53|A0A1S3AE53_ERIEU, tr|A0A1S3AE32|A0A1S3AE32_ERIEU, tr|A0A1S3ADP2|A0A1S3ADP2_ERIEU, tr|A0A1S3AE40|A0A1S3AE40_ERIEU, tr|A0A1S3ADY6|A0A1S3ADY6_ERIEU, tr|A0A1S3AE84|A0A1S3AE84_ERIEU, tr|A0A1S3ADT9|A0A1S3ADT9_ERIEU, tr|A0A1S3ADS6|A0A1S3ADS6_ERIEU
OG0000042	sp|Q8NGL7|OR4P4_HUMAN	tr|A0A1S2ZYA0|A0A1S2ZYA0_ERIEU
OG0000042	sp|Q8NH73|OR4S2_HUMAN	tr|A0A1S2ZYC5|A0A1S2ZYC5_ERIEU, tr|A0A1S2ZYE0|A0A1S2ZYE0_ERIEU, tr|A0A1S2ZYA3|A0A1S2ZYA3_ERIEU, tr|A0A1S2ZYA5|A0A1S2ZYA5_ERIEU, tr|A0A1S2ZY59|A0A1S2ZY59_ERIEU, tr|A0A1S3AQT5|A0A1S3AQT5_ERIEU, tr|A0A1S2ZY69|A0A1S2ZY69_ERIEU, tr|A0A1S2ZYA9|A0A1S2ZYA9_ERIEU, tr|A0A1S2ZYB2|A0A1S2ZYB2_ERIEU, tr|A0A1S2ZYA7|A0A1S2ZYA7_ERIEU, tr|A0A1S2ZY70|A0A1S2ZY70_ERIEU, tr|A0A1S2ZY66|A0A1S2ZY66_ERIEU, tr|A0A1S2ZY97|A0A1S2ZY97_ERIEU, tr|A0A1S2ZYE6|A0A1S2ZYE6_ERIEU, tr|A0A1S2ZGV6|A0A1S2ZGV6_ERIEU, tr|A0A1S2ZYD0|A0A1S2ZYD0_ERIEU, tr|A0A1S2ZGL7|A0A1S2ZGL7_ERIEU
OG0000043	sp|Q8NGM9|OR8D4_HUMAN	tr|A0A1S3A433|A0A1S3A433_ERIEU, tr|A0A1S2ZKF4|A0A1S2ZKF4_ERIEU, tr|A0A1S2ZKH4|A0A1S2ZKH4_ERIEU, tr|A0A1S2ZKH1|A0A1S2ZKH1_ERIEU, tr|A0A1S2ZKG8|A0A1S2ZKG8_ERIEU, tr|A0A1S2ZKG2|A0A1S2ZKG2_ERIEU, tr|A0A1S2ZKG3|A0A1S2ZKG3_ERIEU, tr|A0A1S2ZKD9|A0A1S2ZKD9_ERIEU, tr|A0A1S2ZKF3|A0A1S2ZKF3_ERIEU, tr|A0A1S2ZKF8|A0A1S2ZKF8_ERIEU, tr|A0A1S2ZKE1|A0A1S2ZKE1_ERIEU, tr|A0A1S2ZKD7|A0A1S2ZKD7_ERIEU, tr|A0A1S2ZKD3|A0A1S2ZKD3_ERIEU, tr|A0A1S2ZKG7|A0A1S2ZKG7_ERIEU, tr|A0A1S2ZKG0|A0A1S2ZKG0_ERIEU, tr|A0A1S2ZKG9|A0A1S2ZKG9_ERIEU, tr|A0A1S2ZKD8|A0A1S2ZKD8_ERIEU, tr|A0A1S2ZKD5|A0A1S2ZKD5_ERIEU, tr|A0A1S2ZKF6|A0A1S2ZKF6_ERIEU
OG0000044	sp|P19013|K2C4_HUMAN	tr|A0A1S2ZF10|A0A1S2ZF10_ERIEU
OG0000044	sp|Q5XKE5|K2C79_HUMAN	tr|A0A1S2ZES7|A0A1S2ZES7_ERIEU
OG0000044	sp|P08729|K2C7_HUMAN	tr|A0A1S2ZET8|A0A1S2ZET8_ERIEU, tr|A0A1S2ZET4|A0A1S2ZET4_ERIEU, tr|A0A1S2ZET7|A0A1S2ZET7_ERIEU, tr|A0A1S2ZF21|A0A1S2ZF21_ERIEU, tr|A0A1S2ZET1|A0A1S2ZET1_ERIEU, tr|A0A1S2ZF23|A0A1S2ZF23_ERIEU
OG0000045	sp|P41180|CASR_HUMAN	tr|A0A1S3AKM9|A0A1S3AKM9_ERIEU, tr|A0A1S2ZLB4|A0A1S2ZLB4_ERIEU, tr|A0A1S2ZLA8|A0A1S2ZLA8_ERIEU, tr|A0A1S2ZLA5|A0A1S2ZLA5_ERIEU, tr|A0A1S3A1P1|A0A1S3A1P1_ERIEU, tr|A0A1S3WHB3|A0A1S3WHB3_ERIEU, tr|A0A1S3AQR9|A0A1S3AQR9_ERIEU, tr|A0A1S3WWC7|A0A1S3WWC7_ERIEU, tr|A0A1S3AQI4|A0A1S3AQI4_ERIEU, tr|A0A1S3WP50|A0A1S3WP50_ERIEU, tr|A0A1S3AFZ3|A0A1S3AFZ3_ERIEU, tr|A0A1S3ACN3|A0A1S3ACN3_ERIEU, tr|A0A1S3WVK2|A0A1S3WVK2_ERIEU, tr|A0A1S3WWN5|A0A1S3WWN5_ERIEU, tr|A0A1S3AQ93|A0A1S3AQ93_ERIEU, tr|A0A1S3ACE3|A0A1S3ACE3_ERIEU, tr|A0A1S3WWH9|A0A1S3WWH9_ERIEU, tr|A0A1S3WWD0|A0A1S3WWD0_ERIEU, tr|A0A1S3AQD7|A0A1S3AQD7_ERIEU
OG0000047	sp|A8MVZ5|BTNLA_HUMAN	tr|A0A1S3AHH6|A0A1S3AHH6_ERIEU, tr|A0A1S3WHI7|A0A1S3WHI7_ERIEU, tr|A0A1S3A0N4|A0A1S3A0N4_ERIEU, tr|A0A1S3A0N2|A0A1S3A0N2_ERIEU, tr|A0A1S3AGF8|A0A1S3AGF8_ERIEU, tr|A0A1S3AGI7|A0A1S3AGI7_ERIEU, tr|A0A1S3WK00|A0A1S3WK00_ERIEU, tr|A0A1S3AFH3|A0A1S3AFH3_ERIEU, tr|A0A1S3A696|A0A1S3A696_ERIEU, tr|A0A1S3WPX3|A0A1S3WPX3_ERIEU, tr|A0A1S3WK12|A0A1S3WK12_ERIEU, tr|A0A1S3A630|A0A1S3A630_ERIEU, tr|A0A1S3WKA8|A0A1S3WKA8_ERIEU, tr|A0A1S3A6A1|A0A1S3A6A1_ERIEU, tr|A0A1S3A658|A0A1S3A658_ERIEU, tr|A0A1S3WQ54|A0A1S3WQ54_ERIEU, tr|A0A1S3AFG9|A0A1S3AFG9_ERIEU, tr|A0A1S3A650|A0A1S3A650_ERIEU
OG0000048	sp|Q5QNW6|H2B2F_HUMAN	tr|A0A1S3AGP3|A0A1S3AGP3_ERIEU
OG0000048	sp|Q93079|H2B1H_HUMAN, sp|P23527|H2B1O_HUMAN, sp|Q16778|H2B2E_HUMAN, sp|Q6DN03|H2B2C_HUMAN, sp|Q6DRA6|H2B2D_HUMAN, sp|P06899|H2B1J_HUMAN, sp|O60814|H2B1K_HUMAN, sp|P57053|H2BFS_HUMAN, sp|P62807|H2B1C_HUMAN, sp|P58876|H2B1D_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN, sp|P0DW85|H2BN1_HUMAN, sp|Q7Z2G1|H2BWT_HUMAN, sp|P0C1H6|H2BFM_HUMAN	tr|A0A1S3AGG4|A0A1S3AGG4_ERIEU
OG0000049	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A1S2ZL89|A0A1S2ZL89_ERIEU
OG0000049	sp|Q86VY4|TSYL5_HUMAN	tr|A0A1S3AC73|A0A1S3AC73_ERIEU
OG0000049	sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN	tr|A0A1S3WGF0|A0A1S3WGF0_ERIEU
OG0000049	sp|P0CV98|TSPY3_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN	tr|A0A1S3A4Z4|A0A1S3A4Z4_ERIEU
OG0000049	sp|Q9H489|TSY26_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|A0A1S3W9K9|A0A1S3W9K9_ERIEU
OG0000054	sp|Q14586|ZN267_HUMAN, sp|Q7Z2F6|KRBX5_HUMAN	tr|A0A1S3WQT5|A0A1S3WQT5_ERIEU
OG0000054	sp|Q9HCL3|ZFP14_HUMAN	tr|A0A1S3WVD6|A0A1S3WVD6_ERIEU
OG0000054	sp|Q7Z3V5|ZN571_HUMAN	tr|A0A1S3WVZ4|A0A1S3WVZ4_ERIEU
OG0000054	sp|Q96PQ6|ZN317_HUMAN	tr|A0A1S3WNJ9|A0A1S3WNJ9_ERIEU, tr|A0A1S3A9C1|A0A1S3A9C1_ERIEU, tr|A0A1S3WW89|A0A1S3WW89_ERIEU, tr|A0A1S3WPU9|A0A1S3WPU9_ERIEU, tr|A0A1S3AP34|A0A1S3AP34_ERIEU, tr|A0A1S3WV34|A0A1S3WV34_ERIEU, tr|A0A1S3WFX0|A0A1S3WFX0_ERIEU
OG0000055	sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN, sp|Q9UN66|PCDB8_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9Y5F3|PCDB1_HUMAN	tr|A0A1S2ZD61|A0A1S2ZD61_ERIEU
OG0000056	sp|P61568|ENK11_HUMAN, sp|P61574|RE113_HUMAN, sp|P61576|REC04_HUMAN, sp|P61578|REC16_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q902F9|EN113_HUMAN, sp|Q9NX77|ENK13_HUMAN, tr|B3KNS4|B3KNS4_HUMAN, sp|P63135|POK7_HUMAN, sp|P10266|POK10_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|P63136|POK25_HUMAN, sp|P63132|PO113_HUMAN, sp|Q9WJR5|POK19_HUMAN	tr|A0A1S3WEH2|A0A1S3WEH2_ERIEU
OG0000057	sp|Q9UJU3|ZN112_HUMAN, sp|Q14590|ZN235_HUMAN, sp|A6NK53|ZN233_HUMAN, sp|Q86WZ6|ZN227_HUMAN, sp|Q96NJ3|ZN285_HUMAN, sp|Q9UJW7|ZN229_HUMAN, sp|Q9NYT6|ZN226_HUMAN, sp|Q02386|ZNF45_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9NZL3|ZN224_HUMAN	tr|A0A1S3ACN2|A0A1S3ACN2_ERIEU
OG0000058	sp|Q8NGI6|OR4DA_HUMAN	tr|A0A1S2ZHR2|A0A1S2ZHR2_ERIEU, tr|A0A1S2ZI33|A0A1S2ZI33_ERIEU
OG0000058	sp|Q8NGI4|OR4DB_HUMAN	tr|A0A1S2ZHR3|A0A1S2ZHR3_ERIEU
OG0000058	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A1S2ZHR1|A0A1S2ZHR1_ERIEU
OG0000058	sp|P58180|OR4D2_HUMAN	tr|A0A1S3AJH9|A0A1S3AJH9_ERIEU, tr|A0A1S3AJS6|A0A1S3AJS6_ERIEU
OG0000058	sp|Q15615|OR4D1_HUMAN	tr|A0A1S3AK31|A0A1S3AK31_ERIEU, tr|A0A1S3AJT1|A0A1S3AJT1_ERIEU
OG0000058	sp|Q8NGE8|OR4D9_HUMAN	tr|A0A1S2ZHR9|A0A1S2ZHR9_ERIEU, tr|A0A1S2ZHS7|A0A1S2ZHS7_ERIEU, tr|A0A1S2ZI23|A0A1S2ZI23_ERIEU
OG0000059	sp|P30954|O10J1_HUMAN	tr|A0A1S3A7L6|A0A1S3A7L6_ERIEU, tr|A0A1S3A7M0|A0A1S3A7M0_ERIEU, tr|A0A1S3WKS0|A0A1S3WKS0_ERIEU, tr|A0A1S3WKU4|A0A1S3WKU4_ERIEU
OG0000059	sp|Q5JRS4|O10J3_HUMAN	tr|A0A1S3WL07|A0A1S3WL07_ERIEU, tr|A0A1S3A7L9|A0A1S3A7L9_ERIEU
OG0000059	sp|P0C629|O10J4_HUMAN	tr|A0A1S2ZVB2|A0A1S2ZVB2_ERIEU, tr|A0A1S3A1F6|A0A1S3A1F6_ERIEU, tr|A0A1S3A1G1|A0A1S3A1G1_ERIEU, tr|A0A1S3A1F5|A0A1S3A1F5_ERIEU
OG0000059	sp|Q8NGY7|O10J6_HUMAN, sp|Q8NHC4|O10J5_HUMAN	tr|A0A1S3A7E9|A0A1S3A7E9_ERIEU, tr|A0A1S3A7I1|A0A1S3A7I1_ERIEU
OG0000061	sp|Q8NGX8|OR6Y1_HUMAN	tr|A0A1S3A7J9|A0A1S3A7J9_ERIEU
OG0000061	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A1S3A7L2|A0A1S3A7L2_ERIEU
OG0000061	sp|O95222|OR6A2_HUMAN	tr|A0A1S3AEN1|A0A1S3AEN1_ERIEU, tr|A0A1S3A1A0|A0A1S3A1A0_ERIEU
OG0000061	sp|O95007|OR6B1_HUMAN	tr|A0A1S3APE4|A0A1S3APE4_ERIEU, tr|A0A1S3ANZ7|A0A1S3ANZ7_ERIEU, tr|A0A1S3ANU2|A0A1S3ANU2_ERIEU, tr|A0A1S3AFN4|A0A1S3AFN4_ERIEU, tr|A0A1S2ZP39|A0A1S2ZP39_ERIEU
OG0000064	sp|Q86W24|NAL14_HUMAN	tr|A0A1S3WH93|A0A1S3WH93_ERIEU
OG0000064	sp|P59047|NALP5_HUMAN	tr|A0A1S3APP3|A0A1S3APP3_ERIEU
OG0000064	sp|Q96P20|NLRP3_HUMAN	tr|A0A1S3WRX4|A0A1S3WRX4_ERIEU
OG0000064	sp|P59046|NAL12_HUMAN	tr|A0A1S3WKQ7|A0A1S3WKQ7_ERIEU
OG0000064	sp|Q86W25|NAL13_HUMAN, sp|Q86W28|NALP8_HUMAN, sp|Q9NX02|NALP2_HUMAN, sp|Q8WX94|NALP7_HUMAN	tr|A0A1S3WRH9|A0A1S3WRH9_ERIEU
OG0000066	sp|Q96RB7|OR5MB_HUMAN	tr|A0A1S2ZHX0|A0A1S2ZHX0_ERIEU, tr|A0A1S2ZHW6|A0A1S2ZHW6_ERIEU, tr|A0A1S2ZHW5|A0A1S2ZHW5_ERIEU
OG0000066	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A1S2ZHW4|A0A1S2ZHW4_ERIEU
OG0000066	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A1S2ZHW0|A0A1S2ZHW0_ERIEU
OG0000066	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A1S2ZHV8|A0A1S2ZHV8_ERIEU
OG0000067	sp|Q9Y5I4|PCDC2_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN	tr|A0A1S2ZD53|A0A1S2ZD53_ERIEU
OG0000068	sp|Q15544|TAF11_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW14|TFKLJ_HUMAN	tr|A0A1S3ACH6|A0A1S3ACH6_ERIEU
