Orthogroup	Homo_sapiens	Ursus_maritimus
OG0000029	sp|Q13106|ZN154_HUMAN, sp|Q9HCX3|ZN304_HUMAN, sp|Q8NEK5|ZN548_HUMAN, sp|Q8IVP9|ZN547_HUMAN, sp|P17021|ZNF17_HUMAN, sp|O43361|ZN749_HUMAN, sp|Q68DY9|ZN772_HUMAN, sp|Q6P9A3|ZN549_HUMAN, sp|Q7Z340|ZN551_HUMAN, sp|Q3SY52|ZIK1_HUMAN, sp|Q9BWM5|ZN416_HUMAN, sp|Q6P9A1|ZN530_HUMAN, sp|Q13398|ZN211_HUMAN, sp|Q9Y2P7|ZN256_HUMAN, sp|Q9NXT0|ZN586_HUMAN, sp|Q68DI1|ZN776_HUMAN, sp|E7ETH6|Z587B_HUMAN, sp|B7Z6K7|ZN814_HUMAN, sp|Q9H707|ZN552_HUMAN, sp|Q8TF45|ZN418_HUMAN, sp|Q96SQ5|ZN587_HUMAN, sp|Q8TAU3|ZN417_HUMAN	tr|A0A8M1G270|A0A8M1G270_URSMA
OG0000030	sp|Q8NGZ6|OR6F1_HUMAN	tr|A0A384DNF6|A0A384DNF6_URSMA
OG0000030	sp|Q8NGM8|OR6M1_HUMAN	tr|A0A8M1FD97|A0A8M1FD97_URSMA, tr|A0A384DMR7|A0A384DMR7_URSMA, tr|A0A384DMU2|A0A384DMU2_URSMA, tr|A0A384DNF0|A0A384DNF0_URSMA, tr|A0A384DMA1|A0A384DMA1_URSMA, tr|A0A384DM96|A0A384DM96_URSMA, tr|A0A8M1FD24|A0A8M1FD24_URSMA, tr|A0A384DM87|A0A384DM87_URSMA, tr|A0A384CLE0|A0A384CLE0_URSMA, tr|A0A384DMY4|A0A384DMY4_URSMA, tr|A0A384DMR6|A0A384DMR6_URSMA, tr|A0A384DM77|A0A384DM77_URSMA, tr|A0A384DM91|A0A384DM91_URSMA, tr|A0A384DMU3|A0A384DMU3_URSMA, tr|A0A384DMT9|A0A384DMT9_URSMA, tr|A0A384DMX7|A0A384DMX7_URSMA, tr|A0A384C0N2|A0A384C0N2_URSMA, tr|A0A384C166|A0A384C166_URSMA, tr|A0A384C0I1|A0A384C0I1_URSMA, tr|A0A384BZW4|A0A384BZW4_URSMA
OG0000032	sp|Q6QN14|U17L6_HUMAN, sp|D6RBM5|U17LN_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9JVI0|U17LB_HUMAN	tr|A0A384DBG8|A0A384DBG8_URSMA
OG0000033	sp|Q8NGJ3|O52E1_HUMAN	tr|A0A384DPL6|A0A384DPL6_URSMA, tr|A0A384DPK8|A0A384DPK8_URSMA
OG0000033	sp|Q8NGJ4|O52E2_HUMAN	tr|A0A384DQ93|A0A384DQ93_URSMA, tr|A0A384DPF0|A0A384DPF0_URSMA
OG0000033	sp|Q8NH55|O52E5_HUMAN	tr|A0A384DM10|A0A384DM10_URSMA, tr|A0A384DLV2|A0A384DLV2_URSMA
OG0000033	sp|Q8NGH9|O52E4_HUMAN	tr|A0A384DLB9|A0A384DLB9_URSMA, tr|A0A384DPM0|A0A384DPM0_URSMA, tr|A0A384DLA3|A0A384DLA3_URSMA, tr|A0A384DLG0|A0A384DLG0_URSMA, tr|A0A384DM51|A0A384DM51_URSMA, tr|A0A384DLH3|A0A384DLH3_URSMA, tr|A0A384DLY9|A0A384DLY9_URSMA, tr|A0A384DM16|A0A384DM16_URSMA, tr|A0A384DPF6|A0A384DPF6_URSMA, tr|A0A384DL99|A0A384DL99_URSMA, tr|A0A384DL42|A0A384DL42_URSMA
OG0000034	sp|A6NNH2|F90AR_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|A6NIJ5|F90AK_HUMAN, sp|A8MXJ8|F90A5_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|P0C7X0|F90AO_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|P0DV73|F90AG_HUMAN	tr|A0A384DBH7|A0A384DBH7_URSMA
OG0000035	sp|P52740|ZN132_HUMAN	tr|A0A384DCD1|A0A384DCD1_URSMA, tr|A0A8M1G557|A0A8M1G557_URSMA, tr|A0A8M1G771|A0A8M1G771_URSMA, tr|A0A384DCL4|A0A384DCL4_URSMA, tr|A0A8M1G4J0|A0A8M1G4J0_URSMA, tr|A0A8M1G274|A0A8M1G274_URSMA, tr|A0A8M1G567|A0A8M1G567_URSMA, tr|A0A8M1G278|A0A8M1G278_URSMA, tr|A0A8M1G4J5|A0A8M1G4J5_URSMA, tr|A0A384DCI2|A0A384DCI2_URSMA, tr|A0A8M1G272|A0A8M1G272_URSMA, tr|A0A8M1GCH0|A0A8M1GCH0_URSMA, tr|A0A8M1GEA9|A0A8M1GEA9_URSMA, tr|A0A384DCG8|A0A384DCG8_URSMA, tr|A0A8M1G4G3|A0A8M1G4G3_URSMA, tr|A0A8M1GCD8|A0A8M1GCD8_URSMA, tr|A0A8M1GCE3|A0A8M1GCE3_URSMA, tr|A0A8M1G3W2|A0A8M1G3W2_URSMA, tr|A0A384DCK9|A0A384DCK9_URSMA, tr|A0A384DCL0|A0A384DCL0_URSMA, tr|A0A384DD23|A0A384DD23_URSMA
OG0000036	sp|O75459|PAGE1_HUMAN, sp|Q96GT9|XAGE2_HUMAN, sp|Q8WTP9|XAGE3_HUMAN, sp|A6NGK3|GAG10_HUMAN, sp|A1L429|GG12C_HUMAN, sp|A6NDE8|GG12H_HUMAN, sp|Q4V326|GAG2E_HUMAN, sp|P0CL80|GG12F_HUMAN, sp|P0CL82|GG12I_HUMAN, sp|P0CL81|GG12G_HUMAN, sp|O76087|GAGE7_HUMAN, sp|P0DTW1|GAGE1_HUMAN, sp|A6NER3|GG12J_HUMAN, sp|P0DSO3|GAGE4_HUMAN, sp|Q13070|GAGE6_HUMAN, sp|Q13069|GAGE5_HUMAN, sp|Q4V321|GAG13_HUMAN, sp|Q9UEU5|GGE2D_HUMAN, sp|Q6NT46|GAG2A_HUMAN, sp|Q13066|GAG2B_HUMAN	tr|A0A8M1GW93|A0A8M1GW93_URSMA
OG0000037	sp|Q8WY07|CTR3_HUMAN	tr|A0A384DUA3|A0A384DUA3_URSMA
OG0000037	sp|P30825|CTR1_HUMAN	tr|A0A8M1GR06|A0A8M1GR06_URSMA, tr|A0A8M1GSQ8|A0A8M1GSQ8_URSMA, tr|A0A8M1GR16|A0A8M1GR16_URSMA, tr|A0A8M1H2N8|A0A8M1H2N8_URSMA, tr|A0A8M1H368|A0A8M1H368_URSMA, tr|A0A8M1GTN5|A0A8M1GTN5_URSMA, tr|A0A8M1GR22|A0A8M1GR22_URSMA, tr|A0A452TAH3|A0A452TAH3_URSMA, tr|A0A8M1GQ42|A0A8M1GQ42_URSMA, tr|A0A8M1F3F3|A0A8M1F3F3_URSMA, tr|A0A8M1FAL9|A0A8M1FAL9_URSMA, tr|A0A8M1GTP3|A0A8M1GTP3_URSMA, tr|A0A8M1GRW2|A0A8M1GRW2_URSMA, tr|A0A8M1GR14|A0A8M1GR14_URSMA, tr|A0A8M1GTN9|A0A8M1GTN9_URSMA, tr|A0A8M1F0J1|A0A8M1F0J1_URSMA, tr|A0A384CYI1|A0A384CYI1_URSMA, tr|A0A384C7P6|A0A384C7P6_URSMA
OG0000038	sp|Q7Z2F6|KRBX5_HUMAN	tr|A0A8M1G9Y4|A0A8M1G9Y4_URSMA, tr|A0A8M1G689|A0A8M1G689_URSMA, tr|A0A8M1G6T7|A0A8M1G6T7_URSMA, tr|A0A8M1G3Y0|A0A8M1G3Y0_URSMA, tr|A0A384CZB6|A0A384CZB6_URSMA, tr|A0A8M1FZX9|A0A8M1FZX9_URSMA, tr|A0A8M1G2T3|A0A8M1G2T3_URSMA, tr|A0A384CYF9|A0A384CYF9_URSMA, tr|A0A384CYF4|A0A384CYF4_URSMA, tr|A0A8M1G9V0|A0A8M1G9V0_URSMA, tr|A0A8M1G2I4|A0A8M1G2I4_URSMA, tr|A0A384CZD0|A0A384CZD0_URSMA, tr|A0A8M1GAA5|A0A8M1GAA5_URSMA, tr|A0A8M1G371|A0A8M1G371_URSMA, tr|A0A8M1FZP3|A0A8M1FZP3_URSMA, tr|A0A8M1G053|A0A8M1G053_URSMA, tr|A0A8M1G2T7|A0A8M1G2T7_URSMA, tr|A0A384BK70|A0A384BK70_URSMA, tr|A0A8M1G048|A0A8M1G048_URSMA, tr|A0A8M1G259|A0A8M1G259_URSMA
OG0000040	tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP07|HV431_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P06331|HV434_HUMAN, sp|P01825|HV459_HUMAN, sp|P01824|HV439_HUMAN, sp|A0A075B6R2|HV404_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|A0A0B4J1U7|HV601_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, sp|P01817|HV205_HUMAN, sp|P01814|HV270_HUMAN, sp|A0A0C4DH43|HV70D_HUMAN	tr|A0A8M1FAL4|A0A8M1FAL4_URSMA
OG0000041	sp|Q8NGZ0|O2AJ1_HUMAN	tr|A0A8M1FD39|A0A8M1FD39_URSMA, tr|A0A384BHE3|A0A384BHE3_URSMA, tr|A0A384DM72|A0A384DM72_URSMA, tr|A0A384DMV7|A0A384DMV7_URSMA, tr|A0A384DMW6|A0A384DMW6_URSMA, tr|A0A384DM84|A0A384DM84_URSMA, tr|A0A384DMR0|A0A384DMR0_URSMA, tr|A0A384DM17|A0A384DM17_URSMA, tr|A0A8M1F7P0|A0A8M1F7P0_URSMA, tr|A0A384DNF2|A0A384DNF2_URSMA, tr|A0A384DMS9|A0A384DMS9_URSMA, tr|A0A384DMR9|A0A384DMR9_URSMA, tr|A0A384DM68|A0A384DM68_URSMA, tr|A0A384DM81|A0A384DM81_URSMA, tr|A0A384DM12|A0A384DM12_URSMA, tr|A0A384DMS7|A0A384DMS7_URSMA, tr|A0A384DM76|A0A384DM76_URSMA, tr|A0A8M1FAP7|A0A8M1FAP7_URSMA, tr|A0A384DMQ7|A0A384DMQ7_URSMA
OG0000043	sp|P08727|K1C19_HUMAN	tr|A0A8M1GLC7|A0A8M1GLC7_URSMA
OG0000043	sp|P35527|K1C9_HUMAN	tr|A0A8M1GJF0|A0A8M1GJF0_URSMA
OG0000043	sp|Q99456|K1C12_HUMAN	tr|A0A384BZ83|A0A384BZ83_URSMA
OG0000043	sp|P13645|K1C10_HUMAN	tr|A0A8M1GNG6|A0A8M1GNG6_URSMA
OG0000043	sp|P19012|K1C15_HUMAN	tr|A0A8M1GWL1|A0A8M1GWL1_URSMA
OG0000043	sp|P13646|K1C13_HUMAN	tr|A0A8M1GN75|A0A8M1GN75_URSMA
OG0000043	sp|Q04695|K1C17_HUMAN	tr|A0A8M1GM18|A0A8M1GM18_URSMA
OG0000043	sp|P08779|K1C16_HUMAN	tr|A0A8M1GP89|A0A8M1GP89_URSMA
OG0000043	sp|P02533|K1C14_HUMAN	tr|A0A8M1GLJ6|A0A8M1GLJ6_URSMA
OG0000045	sp|O95007|OR6B1_HUMAN	tr|A0A384CKZ8|A0A384CKZ8_URSMA
OG0000045	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A384CWU2|A0A384CWU2_URSMA
OG0000045	sp|Q8NGX8|OR6Y1_HUMAN	tr|A0A8M1G6R5|A0A8M1G6R5_URSMA
OG0000045	sp|O95222|OR6A2_HUMAN	tr|A0A384DQC0|A0A384DQC0_URSMA
OG0000046	sp|Q96KK4|O10C1_HUMAN	tr|A0A384DSG5|A0A384DSG5_URSMA
OG0000046	sp|Q8NH19|O10AG_HUMAN	tr|A0A452UZ87|A0A452UZ87_URSMA, tr|A0A384DJA3|A0A384DJA3_URSMA, tr|A0A384DSU2|A0A384DSU2_URSMA, tr|A0A8M1G248|A0A8M1G248_URSMA, tr|A0A384DMD4|A0A384DMD4_URSMA, tr|A0A384DKY7|A0A384DKY7_URSMA, tr|A0A384DCQ3|A0A384DCQ3_URSMA, tr|A0A384CYN0|A0A384CYN0_URSMA, tr|A0A384D7L9|A0A384D7L9_URSMA, tr|A0A384CYH8|A0A384CYH8_URSMA, tr|A0A384CCY4|A0A384CCY4_URSMA, tr|A0A384CD11|A0A384CD11_URSMA, tr|A0A384CC92|A0A384CC92_URSMA, tr|A0A384CBU2|A0A384CBU2_URSMA, tr|A0A8M1GI97|A0A8M1GI97_URSMA, tr|A0A384CBW2|A0A384CBW2_URSMA
OG0000047	tr|B3KNS4|B3KNS4_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q902F9|EN113_HUMAN, sp|P61574|RE113_HUMAN, sp|P61576|REC04_HUMAN, sp|P61578|REC16_HUMAN, sp|P61568|ENK11_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|P10266|POK10_HUMAN, sp|P63135|POK7_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63132|PO113_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|P63136|POK25_HUMAN	tr|A0A8M1H502|A0A8M1H502_URSMA
OG0000048	sp|P0DN81|O13C7_HUMAN	tr|A0A384DHG5|A0A384DHG5_URSMA
OG0000048	sp|Q9NQN1|OR2S1_HUMAN	tr|A0A384CF30|A0A384CF30_URSMA, tr|A0A8M1GN79|A0A8M1GN79_URSMA
OG0000048	sp|Q8NGS7|O13C8_HUMAN	tr|A0A384DGL5|A0A384DGL5_URSMA, tr|A0A384DGU5|A0A384DGU5_URSMA, tr|A0A384DH59|A0A384DH59_URSMA
OG0000048	sp|Q8NH95|O13C6_HUMAN	tr|A0A384DGS7|A0A384DGS7_URSMA, tr|A0A452UAG6|A0A452UAG6_URSMA, tr|A0A384CGA9|A0A384CGA9_URSMA, tr|A0A8M1GQ22|A0A8M1GQ22_URSMA
OG0000051	sp|Q8NGI4|OR4DB_HUMAN	tr|A0A384CDN0|A0A384CDN0_URSMA
OG0000051	sp|Q8NGE8|OR4D9_HUMAN	tr|A0A384CC27|A0A384CC27_URSMA
OG0000051	sp|P58180|OR4D2_HUMAN	tr|A0A384CHE6|A0A384CHE6_URSMA, tr|A0A384CH99|A0A384CH99_URSMA
OG0000051	sp|Q15615|OR4D1_HUMAN	tr|A0A384CG14|A0A384CG14_URSMA, tr|A0A384CG61|A0A384CG61_URSMA, tr|A0A384CFU2|A0A384CFU2_URSMA
OG0000051	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A384CD72|A0A384CD72_URSMA
OG0000051	sp|Q8NGI6|OR4DA_HUMAN	tr|A0A384CDA1|A0A384CDA1_URSMA
OG0000052	sp|O43506|ADA20_HUMAN	tr|A0A384CUG7|A0A384CUG7_URSMA
OG0000052	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A384CVA5|A0A384CVA5_URSMA
OG0000052	sp|Q9UKF5|ADA29_HUMAN	tr|A0A8M1FDZ6|A0A8M1FDZ6_URSMA, tr|A0A384D8A5|A0A384D8A5_URSMA
OG0000052	sp|Q9UKF2|ADA30_HUMAN	tr|A0A384D3J0|A0A384D3J0_URSMA, tr|A0A384D2R1|A0A384D2R1_URSMA, tr|A0A384BI06|A0A384BI06_URSMA, tr|A0A384BIV2|A0A384BIV2_URSMA, tr|A0A384BHW8|A0A384BHW8_URSMA, tr|A0A384BWZ5|A0A384BWZ5_URSMA, tr|A0A8M1F4K8|A0A8M1F4K8_URSMA, tr|A0A384BXC3|A0A384BXC3_URSMA, tr|A0A384DCM8|A0A384DCM8_URSMA
OG0000054	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN	tr|A0A384CB02|A0A384CB02_URSMA
OG0000059	sp|Q14590|ZN235_HUMAN	tr|A0A384BK59|A0A384BK59_URSMA
OG0000059	sp|A6NK53|ZN233_HUMAN	tr|A0A8M1G622|A0A8M1G622_URSMA
OG0000059	sp|Q9NYT6|ZN226_HUMAN, sp|Q02386|ZNF45_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q14588|ZN234_HUMAN	tr|A0A384BJ75|A0A384BJ75_URSMA
OG0000060	sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN	tr|A0A384D6R6|A0A384D6R6_URSMA
OG0000060	sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|I1YAP6|TRI77_HUMAN	tr|A0A8M1FHP7|A0A8M1FHP7_URSMA, tr|A0A8M1FXP5|A0A8M1FXP5_URSMA
OG0000061	sp|P0C628|O5AC1_HUMAN	tr|A0A384BZ88|A0A384BZ88_URSMA
OG0000061	sp|Q9NZP5|O5AC2_HUMAN	tr|A0A384BZA0|A0A384BZA0_URSMA, tr|A0A384BZ81|A0A384BZ81_URSMA, tr|A0A384BZB0|A0A384BZB0_URSMA, tr|A0A384BZ93|A0A384BZ93_URSMA, tr|A0A384BZ86|A0A384BZ86_URSMA, tr|A0A384BZ98|A0A384BZ98_URSMA, tr|A0A384C0F5|A0A384C0F5_URSMA, tr|A0A8M1F2J2|A0A8M1F2J2_URSMA, tr|A0A384C0E4|A0A384C0E4_URSMA, tr|A0A384C0I0|A0A384C0I0_URSMA, tr|A0A384BZB5|A0A384BZB5_URSMA, tr|A0A384BZ96|A0A384BZ96_URSMA, tr|A0A384C0I5|A0A384C0I5_URSMA
OG0000063	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A384BIG1|A0A384BIG1_URSMA, tr|A0A384BHI2|A0A384BHI2_URSMA, tr|A0A384DQY5|A0A384DQY5_URSMA, tr|A0A384DQF6|A0A384DQF6_URSMA, tr|A0A384CS39|A0A384CS39_URSMA, tr|A0A384CT55|A0A384CT55_URSMA, tr|A0A384CSU2|A0A384CSU2_URSMA, tr|A0A384CT33|A0A384CT33_URSMA, tr|A0A384CRU6|A0A384CRU6_URSMA, tr|A0A384CRX9|A0A384CRX9_URSMA, tr|A0A384CRW2|A0A384CRW2_URSMA, tr|A0A8M1FSL8|A0A8M1FSL8_URSMA, tr|A0A384DM22|A0A384DM22_URSMA, tr|A0A384DQY0|A0A384DQY0_URSMA, tr|A0A384DQ49|A0A384DQ49_URSMA
OG0000064	sp|Q6UWM9|UD2A3_HUMAN	tr|A0A8M1FLE5|A0A8M1FLE5_URSMA
OG0000064	sp|P0DTE5|UD2A2_HUMAN, sp|P0DTE4|UD2A1_HUMAN	tr|A0A8M1FBR9|A0A8M1FBR9_URSMA
OG0000064	sp|P16662|UD2B7_HUMAN, sp|P36537|UDB10_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P06133|UD2B4_HUMAN, sp|O75795|UDB17_HUMAN, sp|P54855|UDB15_HUMAN	tr|A0A8M1FFY9|A0A8M1FFY9_URSMA, tr|A0A384BI00|A0A384BI00_URSMA, tr|A0A8M1FGM3|A0A8M1FGM3_URSMA
OG0000066	sp|Q8NH09|OR8S1_HUMAN	tr|A0A384D7I4|A0A384D7I4_URSMA, tr|A0A384D799|A0A384D799_URSMA, tr|A0A384D840|A0A384D840_URSMA, tr|A0A8M1H2P2|A0A8M1H2P2_URSMA, tr|A0A8M1GQ54|A0A8M1GQ54_URSMA, tr|A0A384D7L2|A0A384D7L2_URSMA, tr|A0A384D7L7|A0A384D7L7_URSMA, tr|A0A384D845|A0A384D845_URSMA, tr|A0A384D6N5|A0A384D6N5_URSMA, tr|A0A384DNK4|A0A384DNK4_URSMA, tr|A0A384D6Z0|A0A384D6Z0_URSMA, tr|A0A384D6P7|A0A384D6P7_URSMA, tr|A0A384D795|A0A384D795_URSMA, tr|A0A384D7A2|A0A384D7A2_URSMA
OG0000068	sp|P15813|CD1D_HUMAN	tr|A0A384CW56|A0A384CW56_URSMA
OG0000068	sp|P15812|CD1E_HUMAN	tr|A0A384CW73|A0A384CW73_URSMA
OG0000068	sp|P29017|CD1C_HUMAN	tr|A0A384CWU7|A0A384CWU7_URSMA
OG0000068	sp|P29016|CD1B_HUMAN	tr|A0A384CVT7|A0A384CVT7_URSMA
OG0000069	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A384DL73|A0A384DL73_URSMA
OG0000069	sp|Q96RD2|O52B2_HUMAN	tr|A0A384DLD9|A0A384DLD9_URSMA, tr|A0A384DM75|A0A384DM75_URSMA, tr|A0A8M1FVV9|A0A8M1FVV9_URSMA, tr|A0A384DLC3|A0A384DLC3_URSMA, tr|A0A384DL52|A0A384DL52_URSMA, tr|A0A384DLB0|A0A384DLB0_URSMA, tr|A0A8M1FV55|A0A8M1FV55_URSMA, tr|A0A384DFL6|A0A384DFL6_URSMA, tr|A0A384DF36|A0A384DF36_URSMA, tr|A0A384DQE3|A0A384DQE3_URSMA, tr|A0A384DM35|A0A384DM35_URSMA, tr|A0A384DQ72|A0A384DQ72_URSMA
OG0000071	sp|Q9H2C5|O52A5_HUMAN	tr|A0A384DN90|A0A384DN90_URSMA, tr|A0A384DNX7|A0A384DNX7_URSMA
OG0000071	sp|Q9UKL2|O52A1_HUMAN	tr|A0A384DN40|A0A384DN40_URSMA, tr|A0A384DPL0|A0A384DPL0_URSMA, tr|A0A384DPF8|A0A384DPF8_URSMA, tr|A0A384DQA3|A0A384DQA3_URSMA, tr|A0A384DQD8|A0A384DQD8_URSMA, tr|A0A384DNZ4|A0A384DNZ4_URSMA, tr|A0A384DRX1|A0A384DRX1_URSMA, tr|A0A384DNB7|A0A384DNB7_URSMA, tr|A0A384DLG8|A0A384DLG8_URSMA, tr|A0A384DM47|A0A384DM47_URSMA
OG0000072	sp|Q71DI3|H32_HUMAN	tr|A0A8M1FQE4|A0A8M1FQE4_URSMA
OG0000072	sp|Q16695|H31T_HUMAN	tr|A0A384DHH8|A0A384DHH8_URSMA
OG0000072	sp|P68431|H31_HUMAN	tr|A0A384C8G5|A0A384C8G5_URSMA
OG0000072	sp|Q5TEC6|H37_HUMAN	tr|A0A8M1H0E4|A0A8M1H0E4_URSMA
OG0000073	sp|Q8NGI2|O52N4_HUMAN	tr|A0A384DL47|A0A384DL47_URSMA, tr|A0A384DLH0|A0A384DLH0_URSMA, tr|A0A384DLA5|A0A384DLA5_URSMA, tr|A0A384DLI4|A0A384DLI4_URSMA
OG0000073	sp|Q8NH53|O52N1_HUMAN	tr|A0A384DLV6|A0A384DLV6_URSMA
OG0000073	sp|Q8NH56|O52N5_HUMAN	tr|A0A384DR17|A0A384DR17_URSMA, tr|A0A384DLB4|A0A384DLB4_URSMA
OG0000073	sp|Q8NGI0|O52N2_HUMAN	tr|A0A384DM56|A0A384DM56_URSMA, tr|A0A384DLA7|A0A384DLA7_URSMA, tr|A0A384DLH5|A0A384DLH5_URSMA
OG0000074	sp|Q8NGR9|OR1N2_HUMAN	tr|A0A384CQR7|A0A384CQR7_URSMA, tr|A0A384CQP8|A0A384CQP8_URSMA, tr|A0A8M1GHG5|A0A8M1GHG5_URSMA, tr|A0A384CZH9|A0A384CZH9_URSMA, tr|A0A384DCC3|A0A384DCC3_URSMA, tr|A0A384DC87|A0A384DC87_URSMA, tr|A0A384CQ45|A0A384CQ45_URSMA, tr|A0A384CKK3|A0A384CKK3_URSMA, tr|A0A384CRA8|A0A384CRA8_URSMA, tr|A0A384CQP2|A0A384CQP2_URSMA, tr|A0A384CRQ2|A0A384CRQ2_URSMA, tr|A0A384CQD6|A0A384CQD6_URSMA, tr|A0A384CQR1|A0A384CQR1_URSMA
OG0000075	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A8M1FJN8|A0A8M1FJN8_URSMA
OG0000075	sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|A0A384C4W7|A0A384C4W7_URSMA
OG0000075	sp|Q9H489|TSY26_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|P0CW00|TSPY8_HUMAN	tr|A0A8M1GB25|A0A8M1GB25_URSMA
OG0000076	sp|Q8NH93|OR1L3_HUMAN	tr|A0A384CRN4|A0A384CRN4_URSMA
OG0000076	sp|Q8NH94|OR1L1_HUMAN	tr|A0A384CRC0|A0A384CRC0_URSMA
OG0000076	sp|Q8NGR8|OR1L8_HUMAN	tr|A0A384CQQ7|A0A384CQQ7_URSMA, tr|A0A384CQR0|A0A384CQR0_URSMA, tr|A0A384CQB5|A0A384CQB5_URSMA, tr|A0A384DL48|A0A384DL48_URSMA, tr|A0A384CQR3|A0A384CQR3_URSMA, tr|A0A384CRQ1|A0A384CRQ1_URSMA, tr|A0A384CRP0|A0A384CRP0_URSMA, tr|A0A384CRS2|A0A384CRS2_URSMA, tr|A0A384CQB9|A0A384CQB9_URSMA
OG0000080	sp|P0C0S8|H2A1_HUMAN	tr|A0A384C9W7|A0A384C9W7_URSMA
