Orthogroup	Homo_sapiens	Cebus_imitator
OG0000040	sp|P01742|HV169_HUMAN, sp|A0A0B4J2H0|HV69D_HUMAN, sp|A0A0C4DH31|HV118_HUMAN, tr|A0A0B4J2B8|A0A0B4J2B8_HUMAN, tr|A0A087WYE8|A0A087WYE8_HUMAN, sp|P01743|HV146_HUMAN, sp|A0A0C4DH33|HV124_HUMAN, sp|A0A0G2JMI3|HV692_HUMAN, tr|A0A075B7D0|A0A075B7D0_HUMAN, sp|P23083|HV102_HUMAN, sp|P0DP01|HV108_HUMAN, sp|P0DTW3|HV384_HUMAN, sp|A0A0C4DH29|HV103_HUMAN, sp|A0A0C4DH39|HV158_HUMAN, sp|A0A0A0MS14|HV145_HUMAN	tr|A0A2K5RFM2|A0A2K5RFM2_CEBIM
OG0000041	sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A2K5PLN5|A0A2K5PLN5_CEBIM
OG0000042	tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN, sp|O95047|OR2A4_HUMAN, sp|Q96R45|OR2A7_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q96R48|OR2A5_HUMAN, sp|Q8NGT7|O2A12_HUMAN	tr|A0A2K5S0C1|A0A2K5S0C1_CEBIM
OG0000044	sp|P02794|FRIH_HUMAN, sp|P0C7X4|FHL19_HUMAN, sp|Q9BXU8|FHL17_HUMAN, sp|Q8N4E7|FTMT_HUMAN	tr|A0A2K5P8Q7|A0A2K5P8Q7_CEBIM, tr|A0A2K5PUZ4|A0A2K5PUZ4_CEBIM, tr|A0A2K5RL93|A0A2K5RL93_CEBIM, tr|A0A2K5QGH9|A0A2K5QGH9_CEBIM, tr|A0A2K5R2U6|A0A2K5R2U6_CEBIM, tr|A0A2K5RCF5|A0A2K5RCF5_CEBIM, tr|A0A2K5PWW3|A0A2K5PWW3_CEBIM, tr|A0A2K5PH78|A0A2K5PH78_CEBIM, tr|A0A2K5PAP1|A0A2K5PAP1_CEBIM, tr|A0A2K5QWM6|A0A2K5QWM6_CEBIM, tr|A0A2K5RLU0|A0A2K5RLU0_CEBIM
OG0000045	sp|P04406|G3P_HUMAN	tr|A0A2K5PEX8|A0A2K5PEX8_CEBIM, tr|A0A2K5R9A0|A0A2K5R9A0_CEBIM, tr|A0A2K5SF07|A0A2K5SF07_CEBIM, tr|A0A2K5QFH6|A0A2K5QFH6_CEBIM, tr|A0A2K5SG09|A0A2K5SG09_CEBIM, tr|A0A2K5SF52|A0A2K5SF52_CEBIM, tr|A0A2K5SH13|A0A2K5SH13_CEBIM, tr|A0A2K5QFI2|A0A2K5QFI2_CEBIM, tr|A0A2K5QIC0|A0A2K5QIC0_CEBIM, tr|A0A2K5PYN8|A0A2K5PYN8_CEBIM, tr|A0A2K5SFE7|A0A2K5SFE7_CEBIM, tr|A0A2K5S2R9|A0A2K5S2R9_CEBIM, tr|A0A2K5SBW6|A0A2K5SBW6_CEBIM, tr|A0A2K5PMQ0|A0A2K5PMQ0_CEBIM
OG0000046	sp|Q9UNX3|RL26L_HUMAN	tr|A0A2K5Q1C3|A0A2K5Q1C3_CEBIM
OG0000046	sp|P61254|RL26_HUMAN	tr|A0A2K5PJF0|A0A2K5PJF0_CEBIM, tr|A0A2K5PB45|A0A2K5PB45_CEBIM, tr|A0A2K5RIE6|A0A2K5RIE6_CEBIM, tr|A0A2K5PAZ8|A0A2K5PAZ8_CEBIM, tr|A0A2K5PFD8|A0A2K5PFD8_CEBIM, tr|A0A2K5RL73|A0A2K5RL73_CEBIM, tr|A0A2K5PD57|A0A2K5PD57_CEBIM, tr|A0A2K5PAI6|A0A2K5PAI6_CEBIM, tr|A0A2K5SEA3|A0A2K5SEA3_CEBIM, tr|A0A2K5QHX7|A0A2K5QHX7_CEBIM, tr|A0A2K5PJN3|A0A2K5PJN3_CEBIM, tr|A0A2K5PA12|A0A2K5PA12_CEBIM
OG0000047	sp|A0A0B4J1U7|HV601_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|P0DP06|HVD34_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|P0DP07|HV431_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P01824|HV439_HUMAN	tr|A0A2K5RHL5|A0A2K5RHL5_CEBIM
OG0000048	sp|P04259|K2C6B_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P02538|K2C6A_HUMAN	tr|A0A2K5Q2T6|A0A2K5Q2T6_CEBIM
OG0000048	sp|O95678|K2C75_HUMAN	tr|A0A2K5SG56|A0A2K5SG56_CEBIM
OG0000048	sp|P13647|K2C5_HUMAN	tr|A0A2K5R8H6|A0A2K5R8H6_CEBIM
OG0000048	sp|Q5XKE5|K2C79_HUMAN	tr|A0A2K5R2M0|A0A2K5R2M0_CEBIM
OG0000048	sp|P04264|K2C1_HUMAN, sp|P35908|K22E_HUMAN, sp|P12035|K2C3_HUMAN, sp|Q01546|K22O_HUMAN	tr|A0A2K5PYG9|A0A2K5PYG9_CEBIM
OG0000049	sp|Q8NGC7|O11H6_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|B2RN74|O11HC_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC9|O11H4_HUMAN, sp|Q8NGC1|O11G2_HUMAN, sp|Q9GZK7|O11A1_HUMAN, sp|Q8NGW6|OR6K6_HUMAN, sp|Q8NGY3|OR6K3_HUMAN, sp|Q8NGY2|OR6K2_HUMAN, sp|Q8NGY5|OR6N1_HUMAN, sp|Q8NGY6|OR6N2_HUMAN, sp|Q8NGX0|O11L1_HUMAN	tr|A0A2K5QV31|A0A2K5QV31_CEBIM
OG0000052	sp|P15880|RS2_HUMAN	tr|A0A2K5PRE9|A0A2K5PRE9_CEBIM, tr|A0A2K5PA79|A0A2K5PA79_CEBIM, tr|A0A2K5PBV2|A0A2K5PBV2_CEBIM, tr|A0A2K5QQ67|A0A2K5QQ67_CEBIM, tr|A0A2K5RA28|A0A2K5RA28_CEBIM, tr|A0A2K5Q327|A0A2K5Q327_CEBIM, tr|A0A2K5PG58|A0A2K5PG58_CEBIM, tr|A0A2K5QZU3|A0A2K5QZU3_CEBIM, tr|A0A2K5RHF2|A0A2K5RHF2_CEBIM, tr|A0A2K5Q2C8|A0A2K5Q2C8_CEBIM, tr|A0A2K5QWF7|A0A2K5QWF7_CEBIM, tr|A0A2K5S2L8|A0A2K5S2L8_CEBIM, tr|A0A2K5QXE7|A0A2K5QXE7_CEBIM
OG0000054	sp|P0CV98|TSPY3_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN	tr|A0A2K5PYD8|A0A2K5PYD8_CEBIM
OG0000054	sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN, sp|Q9UJ04|TSYL4_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q86VY4|TSYL5_HUMAN	tr|A0A2K5PW60|A0A2K5PW60_CEBIM
OG0000055	sp|A0A075B6L6|TVB73_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|P04435|TVB79_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN	tr|A0A2K5PAL1|A0A2K5PAL1_CEBIM
OG0000057	sp|P62750|RL23A_HUMAN	tr|A0A2K5RID8|A0A2K5RID8_CEBIM, tr|A0A2K5PGG0|A0A2K5PGG0_CEBIM, tr|A0A2K5RX50|A0A2K5RX50_CEBIM, tr|A0A2K5RAY1|A0A2K5RAY1_CEBIM, tr|A0A2K5QDV1|A0A2K5QDV1_CEBIM, tr|A0A2K5Q4B8|A0A2K5Q4B8_CEBIM, tr|A0A2K5Q324|A0A2K5Q324_CEBIM, tr|A0A2K5QWC7|A0A2K5QWC7_CEBIM, tr|A0A2K5RHA5|A0A2K5RHA5_CEBIM, tr|A0A2K5PJS0|A0A2K5PJS0_CEBIM, tr|A0A2K5SD08|A0A2K5SD08_CEBIM, tr|A0A2K5PMQ6|A0A2K5PMQ6_CEBIM
OG0000058	sp|P09104|ENOG_HUMAN	tr|A0A2K5R0K7|A0A2K5R0K7_CEBIM
OG0000058	sp|P13929|ENOB_HUMAN	tr|A0A2K5PAB5|A0A2K5PAB5_CEBIM, tr|A0A2K5P931|A0A2K5P931_CEBIM, tr|A0A2K5RCG9|A0A2K5RCG9_CEBIM, tr|A0A2K5QIV2|A0A2K5QIV2_CEBIM
OG0000058	sp|P06733|ENOA_HUMAN	tr|A0A2K5QM68|A0A2K5QM68_CEBIM, tr|A0A2K5PNJ3|A0A2K5PNJ3_CEBIM, tr|A0A2K5RXY8|A0A2K5RXY8_CEBIM, tr|A0A2K5PSP9|A0A2K5PSP9_CEBIM, tr|A0A2K5SH71|A0A2K5SH71_CEBIM
OG0000059	sp|P62424|RL7A_HUMAN	tr|A0A2K5S034|A0A2K5S034_CEBIM, tr|A0A2K5Q475|A0A2K5Q475_CEBIM, tr|A0A2K5QNH8|A0A2K5QNH8_CEBIM, tr|A0A2K5S197|A0A2K5S197_CEBIM, tr|A0A2K5PSW0|A0A2K5PSW0_CEBIM, tr|A0A2K5S6X1|A0A2K5S6X1_CEBIM, tr|A0A2K5PEZ1|A0A2K5PEZ1_CEBIM, tr|A0A2K5RT39|A0A2K5RT39_CEBIM, tr|A0A2K5PAL2|A0A2K5PAL2_CEBIM, tr|A0A2K5RFK1|A0A2K5RFK1_CEBIM, tr|A0A2K5RKH2|A0A2K5RKH2_CEBIM, tr|A0A2K5PH34|A0A2K5PH34_CEBIM
OG0000060	sp|Q14CN4|K2C72_HUMAN	tr|A0A2K5PTS3|A0A2K5PTS3_CEBIM
OG0000060	sp|Q7RTS7|K2C74_HUMAN	tr|A0A2K5PPV6|A0A2K5PPV6_CEBIM
OG0000060	sp|Q3SY84|K2C71_HUMAN	tr|A0A2K5PB85|A0A2K5PB85_CEBIM
OG0000060	sp|Q86Y46|K2C73_HUMAN	tr|A0A2K5S0N7|A0A2K5S0N7_CEBIM
OG0000060	sp|Q7Z794|K2C1B_HUMAN	tr|A0A2K5QV44|A0A2K5QV44_CEBIM, tr|A0A2K5S4M1|A0A2K5S4M1_CEBIM, tr|A0A2K5S0J5|A0A2K5S0J5_CEBIM, tr|A0A2K5PVG4|A0A2K5PVG4_CEBIM
OG0000061	sp|P06748|NPM_HUMAN	tr|A0A2K5RZT9|A0A2K5RZT9_CEBIM, tr|A0A2K5S714|A0A2K5S714_CEBIM, tr|A0A2K5S6Y6|A0A2K5S6Y6_CEBIM, tr|A0A2K5PQJ2|A0A2K5PQJ2_CEBIM, tr|A0A2K5R292|A0A2K5R292_CEBIM, tr|A0A2K5PGG3|A0A2K5PGG3_CEBIM, tr|A0A2K5QX74|A0A2K5QX74_CEBIM, tr|A0A2K5RI56|A0A2K5RI56_CEBIM, tr|A0A2K5RCP8|A0A2K5RCP8_CEBIM, tr|A0A2K5QNG0|A0A2K5QNG0_CEBIM, tr|A0A2K5QGQ6|A0A2K5QGQ6_CEBIM, tr|A0A2K5QXZ0|A0A2K5QXZ0_CEBIM
OG0000062	sp|O43812|DUX1_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ89|DU4L6_HUMAN	tr|A0A2K5PBD7|A0A2K5PBD7_CEBIM
OG0000063	sp|P21266|GSTM3_HUMAN	tr|A0A2K5R914|A0A2K5R914_CEBIM
OG0000063	sp|P46439|GSTM5_HUMAN	tr|A0A2K5RVL4|A0A2K5RVL4_CEBIM
OG0000063	sp|Q03013|GSTM4_HUMAN, sp|P09488|GSTM1_HUMAN, sp|P28161|GSTM2_HUMAN	tr|A0A2K5SGT5|A0A2K5SGT5_CEBIM, tr|A0A2K5PLR2|A0A2K5PLR2_CEBIM
OG0000064	sp|P41231|P2RY2_HUMAN, sp|P51582|P2RY4_HUMAN, sp|Q96P68|OXGR1_HUMAN, sp|Q9NS75|CLTR2_HUMAN, sp|P32249|GP183_HUMAN, sp|Q96P67|GPR82_HUMAN, sp|Q99678|GPR20_HUMAN, sp|O00270|GPR31_HUMAN, sp|Q8TDS5|OXER1_HUMAN, sp|Q9BXC0|HCAR1_HUMAN, sp|Q8TDS4|HCAR2_HUMAN, sp|P49019|HCAR3_HUMAN	tr|A0A2K5PMG1|A0A2K5PMG1_CEBIM
OG0000066	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A2K5PKC6|A0A2K5PKC6_CEBIM
OG0000066	sp|Q16777|H2A2C_HUMAN	tr|A0A2K5QP16|A0A2K5QP16_CEBIM, tr|A0A2K5RBT2|A0A2K5RBT2_CEBIM, tr|A0A2K5RKC6|A0A2K5RKC6_CEBIM, tr|A0A2K5PEK6|A0A2K5PEK6_CEBIM, tr|A0A2K5PF96|A0A2K5PF96_CEBIM, tr|A0A2K5PFC5|A0A2K5PFC5_CEBIM, tr|A0A2K5RM77|A0A2K5RM77_CEBIM, tr|A0A2K5PNP1|A0A2K5PNP1_CEBIM, tr|A0A2K5PBL5|A0A2K5PBL5_CEBIM
OG0000067	sp|P29400|CO4A5_HUMAN	tr|A0A2K5Q5F6|A0A2K5Q5F6_CEBIM
OG0000067	sp|Q14031|CO4A6_HUMAN	tr|A0A2K5RD78|A0A2K5RD78_CEBIM
OG0000067	sp|P53420|CO4A4_HUMAN	tr|A0A2K5Q1E7|A0A2K5Q1E7_CEBIM
OG0000067	sp|P08572|CO4A2_HUMAN	tr|A0A2K5S4Q0|A0A2K5S4Q0_CEBIM
OG0000067	sp|Q01955|CO4A3_HUMAN	tr|A0A2K5SD72|A0A2K5SD72_CEBIM
OG0000067	sp|P02462|CO4A1_HUMAN	tr|A0A2K5PZT9|A0A2K5PZT9_CEBIM
OG0000069	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A2K5PTD4|A0A2K5PTD4_CEBIM
OG0000069	sp|P55285|CADH6_HUMAN	tr|A0A2K5S6A1|A0A2K5S6A1_CEBIM
OG0000069	sp|Q9ULB4|CADH9_HUMAN	tr|A0A2K5PIL3|A0A2K5PIL3_CEBIM
OG0000069	sp|Q9HBT6|CAD20_HUMAN	tr|A0A2K5QBR0|A0A2K5QBR0_CEBIM
OG0000069	sp|Q9ULB5|CADH7_HUMAN	tr|A0A2K5PNR7|A0A2K5PNR7_CEBIM
OG0000069	sp|P55289|CAD12_HUMAN	tr|A0A2K5PK07|A0A2K5PK07_CEBIM
OG0000070	sp|P46777|RL5_HUMAN	tr|A0A2K5QUY9|A0A2K5QUY9_CEBIM, tr|A0A2K5RQ05|A0A2K5RQ05_CEBIM, tr|A0A2K5RZF2|A0A2K5RZF2_CEBIM, tr|A0A2K5RHT3|A0A2K5RHT3_CEBIM, tr|A0A2K5QE07|A0A2K5QE07_CEBIM, tr|A0A2K5RFZ7|A0A2K5RFZ7_CEBIM, tr|A0A2K5PNZ8|A0A2K5PNZ8_CEBIM, tr|A0A2K5RVE6|A0A2K5RVE6_CEBIM, tr|A0A2K5S9H3|A0A2K5S9H3_CEBIM, tr|A0A2K5S4G3|A0A2K5S4G3_CEBIM, tr|A0A2K5RTW9|A0A2K5RTW9_CEBIM
OG0000072	sp|P61077|UB2D3_HUMAN	tr|A0A2K5QLS2|A0A2K5QLS2_CEBIM, tr|A0A2K5PFI5|A0A2K5PFI5_CEBIM, tr|A0A2K5RMZ1|A0A2K5RMZ1_CEBIM
OG0000072	sp|P62837|UB2D2_HUMAN	tr|A0A2K5QHA4|A0A2K5QHA4_CEBIM
OG0000072	sp|P51668|UB2D1_HUMAN	tr|A0A2K5QU72|A0A2K5QU72_CEBIM
OG0000072	sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A2K5QBF9|A0A2K5QBF9_CEBIM
OG0000073	sp|P62244|RS15A_HUMAN	tr|A0A2K5RJ48|A0A2K5RJ48_CEBIM, tr|A0A2K5PXL3|A0A2K5PXL3_CEBIM, tr|A0A2K5RL95|A0A2K5RL95_CEBIM, tr|A0A2K5PAP4|A0A2K5PAP4_CEBIM, tr|A0A2K5PBX4|A0A2K5PBX4_CEBIM, tr|A0A2K5RJD6|A0A2K5RJD6_CEBIM, tr|A0A2K5PHM8|A0A2K5PHM8_CEBIM, tr|A0A2K5QKS6|A0A2K5QKS6_CEBIM, tr|A0A2K5PEP4|A0A2K5PEP4_CEBIM, tr|A0A2K5PFL3|A0A2K5PFL3_CEBIM, tr|A0A2K5PFE6|A0A2K5PFE6_CEBIM
OG0000074	sp|P18124|RL7_HUMAN	tr|A0A2K5PDV8|A0A2K5PDV8_CEBIM, tr|A0A2K5Q0A0|A0A2K5Q0A0_CEBIM, tr|A0A2K5Q1T7|A0A2K5Q1T7_CEBIM, tr|A0A2K5PJH1|A0A2K5PJH1_CEBIM, tr|A0A2K5SHY7|A0A2K5SHY7_CEBIM, tr|A0A2K5Q6A0|A0A2K5Q6A0_CEBIM, tr|A0A2K5PGD6|A0A2K5PGD6_CEBIM, tr|A0A2K5QRX3|A0A2K5QRX3_CEBIM, tr|A0A2K5QSS2|A0A2K5QSS2_CEBIM, tr|A0A2K5P9P8|A0A2K5P9P8_CEBIM, tr|A0A2K5P916|A0A2K5P916_CEBIM
OG0000075	sp|P40429|RL13A_HUMAN	tr|A0A2K5R3X1|A0A2K5R3X1_CEBIM, tr|A0A2K5PPP4|A0A2K5PPP4_CEBIM
OG0000075	sp|Q6NVV1|R13P3_HUMAN	tr|A0A2K5Q356|A0A2K5Q356_CEBIM, tr|A0A2K5RKB2|A0A2K5RKB2_CEBIM, tr|A0A2K5PN11|A0A2K5PN11_CEBIM, tr|A0A2K5QRM0|A0A2K5QRM0_CEBIM, tr|A0A2K5RXQ0|A0A2K5RXQ0_CEBIM, tr|A0A2K5Q3A1|A0A2K5Q3A1_CEBIM, tr|A0A2K5SE79|A0A2K5SE79_CEBIM, tr|A0A2K5SGI6|A0A2K5SGI6_CEBIM
OG0000076	sp|P06312|KV401_HUMAN, sp|A0A0C4DH55|KVD07_HUMAN, sp|A0A0C4DH25|KVD20_HUMAN, sp|P01619|KV320_HUMAN, sp|A0A075B6H7|KV37_HUMAN, tr|A0A0C4DH90|A0A0C4DH90_HUMAN, sp|P01624|KV315_HUMAN, sp|A0A087WSY6|KVD15_HUMAN, sp|A0A0A0MRZ8|KVD11_HUMAN, sp|P04433|KV311_HUMAN	tr|A0A2K5PQA4|A0A2K5PQA4_CEBIM, tr|A0A2K5RNL5|A0A2K5RNL5_CEBIM
OG0000077	sp|O43699|SIGL6_HUMAN	tr|A0A2K5Q610|A0A2K5Q610_CEBIM
OG0000077	sp|P20138|CD33_HUMAN	tr|A0A2K5RTA3|A0A2K5RTA3_CEBIM
OG0000077	sp|O15389|SIGL5_HUMAN	tr|A0A2K5RQ51|A0A2K5RQ51_CEBIM
OG0000077	sp|Q08ET2|SIG14_HUMAN	tr|A0A2K5QJV4|A0A2K5QJV4_CEBIM
OG0000080	sp|P18085|ARF4_HUMAN	tr|A0A2K5QKJ5|A0A2K5QKJ5_CEBIM
OG0000080	sp|Q8IVW1|ARL17_HUMAN, tr|A0A0G2JMH3|A0A0G2JMH3_HUMAN, sp|Q969Q4|ARL11_HUMAN, sp|Q8N4G2|ARL14_HUMAN, sp|Q9H0F7|ARL6_HUMAN, sp|P61204|ARF3_HUMAN, sp|P84077|ARF1_HUMAN, sp|P84085|ARF5_HUMAN	tr|A0A2K5QWG6|A0A2K5QWG6_CEBIM
OG0000081	sp|B2RPK0|HGB1A_HUMAN	tr|A0A2K5SC70|A0A2K5SC70_CEBIM
OG0000081	sp|P09429|HMGB1_HUMAN	tr|A0A2K5QWT0|A0A2K5QWT0_CEBIM
OG0000081	sp|Q8WW32|HMGB4_HUMAN, sp|P26583|HMGB2_HUMAN	tr|A0A2K5S8T0|A0A2K5S8T0_CEBIM, tr|A0A2K5Q5D4|A0A2K5Q5D4_CEBIM
OG0000083	sp|P13646|K1C13_HUMAN	tr|A0A2K5PQE4|A0A2K5PQE4_CEBIM
OG0000083	sp|P19012|K1C15_HUMAN	tr|A0A2K5QEY8|A0A2K5QEY8_CEBIM
OG0000083	sp|P02533|K1C14_HUMAN	tr|A0A2K5RVA7|A0A2K5RVA7_CEBIM
OG0000083	sp|P08779|K1C16_HUMAN	tr|A0A2K5S9J6|A0A2K5S9J6_CEBIM
OG0000083	sp|Q04695|K1C17_HUMAN	tr|A0A2K5RGD4|A0A2K5RGD4_CEBIM
OG0000084	sp|P62753|RS6_HUMAN	tr|A0A2K5QT98|A0A2K5QT98_CEBIM, tr|A0A2K5QS84|A0A2K5QS84_CEBIM, tr|A0A2K5S059|A0A2K5S059_CEBIM, tr|A0A2K5RF80|A0A2K5RF80_CEBIM, tr|A0A2K5PDD9|A0A2K5PDD9_CEBIM, tr|A0A2K5PMC4|A0A2K5PMC4_CEBIM, tr|A0A2K5PEN0|A0A2K5PEN0_CEBIM, tr|A0A2K5RK73|A0A2K5RK73_CEBIM, tr|A0A2K5R5X2|A0A2K5R5X2_CEBIM, tr|A0A2K5QAY9|A0A2K5QAY9_CEBIM
OG0000085	sp|Q3MIS6|ZN528_HUMAN	tr|A0A2K5S0E4|A0A2K5S0E4_CEBIM
OG0000085	sp|Q8WV37|ZN480_HUMAN	tr|A0A2K5QF57|A0A2K5QF57_CEBIM
OG0000085	sp|Q5HY98|ZN766_HUMAN, sp|P51522|ZNF83_HUMAN, sp|Q8N9Z0|ZN610_HUMAN	tr|A0A2K5SH61|A0A2K5SH61_CEBIM
OG0000085	sp|Q76KX8|ZN534_HUMAN, sp|Q6PDB4|ZN880_HUMAN	tr|A0A2K5RC05|A0A2K5RC05_CEBIM
OG0000086	sp|O75190|DNJB6_HUMAN	tr|A0A2K5RZ32|A0A2K5RZ32_CEBIM
OG0000086	sp|Q8NHS0|DNJB8_HUMAN, sp|Q8WWF6|DNJB3_HUMAN	tr|A0A2K5RP86|A0A2K5RP86_CEBIM
OG0000086	sp|Q7Z6W7|DNJB7_HUMAN	tr|A0A2K5REB5|A0A2K5REB5_CEBIM
OG0000089	sp|A0A0B4J1U3|LV136_HUMAN, sp|P01700|LV147_HUMAN, sp|P01699|LV144_HUMAN, sp|P01701|LV151_HUMAN, sp|P01703|LV140_HUMAN, sp|A0A075B6I6|LV150_HUMAN	tr|A0A2K5QII1|A0A2K5QII1_CEBIM, tr|A0A2K5QQP6|A0A2K5QQP6_CEBIM, tr|A0A2K5Q4F4|A0A2K5Q4F4_CEBIM, tr|A0A2K5RGB5|A0A2K5RGB5_CEBIM, tr|A0A2K5RHM3|A0A2K5RHM3_CEBIM
OG0000090	sp|O15347|HMGB3_HUMAN	tr|A0A2K5PY39|A0A2K5PY39_CEBIM, tr|A0A2K5QVJ1|A0A2K5QVJ1_CEBIM, tr|A0A2K5R441|A0A2K5R441_CEBIM, tr|A0A2K5RFQ8|A0A2K5RFQ8_CEBIM, tr|A0A2K5P9Q2|A0A2K5P9Q2_CEBIM, tr|A0A2K5PGG9|A0A2K5PGG9_CEBIM, tr|A0A2K5RC88|A0A2K5RC88_CEBIM, tr|A0A2K5Q0J4|A0A2K5Q0J4_CEBIM, tr|A0A2K5PQ48|A0A2K5PQ48_CEBIM, tr|A0A2K5PPD1|A0A2K5PPD1_CEBIM
OG0000092	sp|P41597|CCR2_HUMAN	tr|A0A2K5RK44|A0A2K5RK44_CEBIM
OG0000092	sp|P51681|CCR5_HUMAN, sp|O00574|CXCR6_HUMAN, sp|P25025|CXCR2_HUMAN, sp|O00590|ACKR2_HUMAN, sp|P46094|XCR1_HUMAN, sp|P51685|CCR8_HUMAN, sp|P32246|CCR1_HUMAN, sp|P51677|CCR3_HUMAN	tr|A0A2K5PZJ7|A0A2K5PZJ7_CEBIM
OG0000093	sp|P60368|KR102_HUMAN	tr|A0A2K5S6F4|A0A2K5S6F4_CEBIM
OG0000093	sp|P60014|KR10A_HUMAN	tr|A0A2K5PEP9|A0A2K5PEP9_CEBIM, tr|A0A2K5QW43|A0A2K5QW43_CEBIM, tr|A0A2K5QRE3|A0A2K5QRE3_CEBIM, tr|A0A2K5PE63|A0A2K5PE63_CEBIM, tr|A0A2K5RP37|A0A2K5RP37_CEBIM, tr|A0A2K5RJ37|A0A2K5RJ37_CEBIM, tr|A0A2K5QA51|A0A2K5QA51_CEBIM, tr|A0A2K5PXV6|A0A2K5PXV6_CEBIM
OG0000094	sp|P0DTE4|UD2A1_HUMAN, sp|P16662|UD2B7_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P36537|UDB10_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN, sp|Q6UWM9|UD2A3_HUMAN, sp|P0DTE5|UD2A2_HUMAN	tr|A0A2K5RK21|A0A2K5RK21_CEBIM
OG0000095	sp|A0A0B4J1U6|TVB9_HUMAN, sp|A0A0A6YYD4|TVB13_HUMAN, sp|A0A578|TVB51_HUMAN, sp|A0A5A2|TVB58_HUMAN, sp|A0A0A0MS03|TVB53_HUMAN, sp|A0A0C4DH59|TVB54_HUMAN, sp|A0A599|TVB56_HUMAN, sp|A0A597|TVB55_HUMAN, tr|A0A087WZ39|A0A087WZ39_HUMAN, sp|A0A0A0MS05|TVB57_HUMAN	tr|A0A2K5RZF0|A0A2K5RZF0_CEBIM
