Orthogroup	Homo_sapiens	Vombatus_ursinus
OG0000031	sp|Q9Y5F6|PCDGM_HUMAN, sp|Q9UN71|PCDGG_HUMAN, sp|Q9Y5G0|PCDGH_HUMAN, sp|Q9Y5F8|PCDGJ_HUMAN, sp|Q9Y5F9|PCDGI_HUMAN, sp|Q9Y5G1|PCDGF_HUMAN, sp|Q9Y5G3|PCDGD_HUMAN, sp|Q9Y5G2|PCDGE_HUMAN, sp|O60330|PCDGC_HUMAN, sp|Q9Y5H2|PCDGB_HUMAN, sp|Q9Y5G5|PCDG8_HUMAN, sp|Q9Y5G4|PCDG9_HUMAN, sp|Q9Y5H3|PCDGA_HUMAN, sp|Q9Y5G7|PCDG6_HUMAN, sp|Q9Y5G6|PCDG7_HUMAN, sp|Q9Y5G9|PCDG4_HUMAN, sp|Q9Y5G8|PCDG5_HUMAN, sp|Q9Y5H0|PCDG3_HUMAN, sp|Q9Y5H4|PCDG1_HUMAN, sp|Q9Y5H1|PCDG2_HUMAN	tr|A0A4X2M874|A0A4X2M874_VOMUR
OG0000033	sp|P06331|HV434_HUMAN, sp|P01825|HV459_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|A0A075B6R2|HV404_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|P01824|HV439_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP07|HV431_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|A0A0B4J1U7|HV601_HUMAN, sp|P01814|HV270_HUMAN, sp|A0A0C4DH43|HV70D_HUMAN, sp|P01817|HV205_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN	tr|A0A4X2LA57|A0A4X2LA57_VOMUR
OG0000035	sp|P13646|K1C13_HUMAN	tr|A0A4X2M5T1|A0A4X2M5T1_VOMUR
OG0000035	sp|Q99456|K1C12_HUMAN	tr|A0A4X2K7K9|A0A4X2K7K9_VOMUR
OG0000035	sp|P13645|K1C10_HUMAN	tr|A0A4X2KAC3|A0A4X2KAC3_VOMUR
OG0000035	sp|Q7Z3Y9|K1C26_HUMAN, sp|Q7Z3Y7|K1C28_HUMAN, sp|Q7Z3Y8|K1C27_HUMAN, sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A4X2KB57|A0A4X2KB57_VOMUR
OG0000035	sp|Q2M2I5|K1C24_HUMAN	tr|A0A4X2KAI1|A0A4X2KAI1_VOMUR, tr|A0A4X2KB39|A0A4X2KB39_VOMUR
OG0000036	sp|A8MTB9|CEA18_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q13046|PSG7_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q15238|PSG5_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P06731|CEAM5_HUMAN, sp|P13688|CEAM1_HUMAN	tr|A0A4X2LJC5|A0A4X2LJC5_VOMUR
OG0000037	sp|A6ND48|O14I1_HUMAN	tr|A0A4X2LAB1|A0A4X2LAB1_VOMUR, tr|A0A4X2L997|A0A4X2L997_VOMUR, tr|A0A4X2M072|A0A4X2M072_VOMUR, tr|A0A4X2L1V5|A0A4X2L1V5_VOMUR, tr|A0A4X2M0V2|A0A4X2M0V2_VOMUR, tr|A0A4X2KLG1|A0A4X2KLG1_VOMUR, tr|A0A4X2KSG2|A0A4X2KSG2_VOMUR, tr|A0A4X2LBI2|A0A4X2LBI2_VOMUR, tr|A0A4X2KLX2|A0A4X2KLX2_VOMUR, tr|A0A4X2KE19|A0A4X2KE19_VOMUR, tr|A0A4X2LBH2|A0A4X2LBH2_VOMUR, tr|A0A4X2M460|A0A4X2M460_VOMUR, tr|A0A4X2K9C0|A0A4X2K9C0_VOMUR, tr|A0A4X2JZX6|A0A4X2JZX6_VOMUR, tr|A0A4X2K1E1|A0A4X2K1E1_VOMUR, tr|A0A4X2K1G0|A0A4X2K1G0_VOMUR, tr|A0A4X2M5H8|A0A4X2M5H8_VOMUR, tr|A0A4X2M470|A0A4X2M470_VOMUR, tr|A0A4X2L5Q1|A0A4X2L5Q1_VOMUR
OG0000038	sp|Q5JQS5|OR2BB_HUMAN, sp|O76000|OR2B3_HUMAN, sp|Q9GZK3|OR2B2_HUMAN, sp|P58173|OR2B6_HUMAN, sp|Q9GZK4|OR2H1_HUMAN, sp|O95918|OR2H2_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|O76002|OR2J2_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76001|OR2J3_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|Q7Z3T1|OR2W3_HUMAN, sp|Q9Y3N9|OR2W1_HUMAN	tr|A0A4X2KM93|A0A4X2KM93_VOMUR
OG0000042	sp|Q6PEY2|TBA3E_HUMAN, sp|P0DPH7|TBA3C_HUMAN	tr|A0A4X2M5A8|A0A4X2M5A8_VOMUR
OG0000042	sp|P68363|TBA1B_HUMAN, sp|Q71U36|TBA1A_HUMAN	tr|A0A4X2JSS2|A0A4X2JSS2_VOMUR
OG0000042	sp|P68366|TBA4A_HUMAN, sp|Q9H853|TBA4B_HUMAN	tr|A0A4X2KGD4|A0A4X2KGD4_VOMUR, tr|A0A4X2K9B2|A0A4X2K9B2_VOMUR, tr|A0A4X2KEJ5|A0A4X2KEJ5_VOMUR, tr|A0A4X2KWH3|A0A4X2KWH3_VOMUR, tr|A0A4X2JSY8|A0A4X2JSY8_VOMUR
OG0000042	sp|A6NHL2|TBAL3_HUMAN, sp|Q9NY65|TBA8_HUMAN	tr|A0A4X2MBZ1|A0A4X2MBZ1_VOMUR
OG0000043	sp|Q8NGZ3|O13G1_HUMAN	tr|A0A4X2KNC5|A0A4X2KNC5_VOMUR
OG0000043	sp|Q8NGR1|O13A1_HUMAN	tr|A0A4X2JP70|A0A4X2JP70_VOMUR, tr|A0A4X2KI11|A0A4X2KI11_VOMUR, tr|A0A4X2KQI4|A0A4X2KQI4_VOMUR, tr|A0A4X2JW47|A0A4X2JW47_VOMUR, tr|A0A4X2JP78|A0A4X2JP78_VOMUR, tr|A0A4X2KQ51|A0A4X2KQ51_VOMUR, tr|A0A4X2JTM6|A0A4X2JTM6_VOMUR, tr|A0A4X2LVV7|A0A4X2LVV7_VOMUR, tr|A0A4X2KQ35|A0A4X2KQ35_VOMUR, tr|A0A4X2KN26|A0A4X2KN26_VOMUR, tr|A0A4X2JPC2|A0A4X2JPC2_VOMUR, tr|A0A4X2JPX7|A0A4X2JPX7_VOMUR, tr|A0A4X2KQP5|A0A4X2KQP5_VOMUR, tr|A0A4X2KMY5|A0A4X2KMY5_VOMUR, tr|A0A4X2LNU1|A0A4X2LNU1_VOMUR
OG0000044	sp|P41180|CASR_HUMAN	tr|A0A4X2K5U7|A0A4X2K5U7_VOMUR, tr|A0A4X2LK34|A0A4X2LK34_VOMUR, tr|A0A4X2LAI7|A0A4X2LAI7_VOMUR, tr|A0A4X2LC34|A0A4X2LC34_VOMUR, tr|A0A4X2LEE8|A0A4X2LEE8_VOMUR, tr|A0A4X2KVB8|A0A4X2KVB8_VOMUR, tr|A0A4X2KTN6|A0A4X2KTN6_VOMUR, tr|A0A4X2L8R4|A0A4X2L8R4_VOMUR, tr|A0A4X2LJI8|A0A4X2LJI8_VOMUR, tr|A0A4X2LIR3|A0A4X2LIR3_VOMUR, tr|A0A4X2LGV3|A0A4X2LGV3_VOMUR, tr|A0A4X2KLI6|A0A4X2KLI6_VOMUR, tr|A0A4X2KSM6|A0A4X2KSM6_VOMUR, tr|A0A4X2K3I2|A0A4X2K3I2_VOMUR, tr|A0A4X2KM23|A0A4X2KM23_VOMUR, tr|A0A4X2JXY6|A0A4X2JXY6_VOMUR, tr|A0A4X2JPM0|A0A4X2JPM0_VOMUR
OG0000045	sp|A0A0B4J279|TVA21_HUMAN	tr|A0A4X2LYA0|A0A4X2LYA0_VOMUR
OG0000045	sp|A0A0B4J277|TVA22_HUMAN	tr|A0A4X2LND0|A0A4X2LND0_VOMUR, tr|A0A4X2M036|A0A4X2M036_VOMUR, tr|A0A4X2M073|A0A4X2M073_VOMUR, tr|A0A4X2LYL2|A0A4X2LYL2_VOMUR, tr|A0A4X2LNC1|A0A4X2LNC1_VOMUR, tr|A0A4X2LYL5|A0A4X2LYL5_VOMUR, tr|A0A4X2LRJ9|A0A4X2LRJ9_VOMUR, tr|A0A4X2LZ54|A0A4X2LZ54_VOMUR, tr|A0A4X2LZ24|A0A4X2LZ24_VOMUR, tr|A0A4X2LZ49|A0A4X2LZ49_VOMUR, tr|A0A4X2LYJ3|A0A4X2LYJ3_VOMUR, tr|A0A4X2LYI8|A0A4X2LYI8_VOMUR, tr|A0A4X2LRH9|A0A4X2LRH9_VOMUR, tr|A0A4X2LZ00|A0A4X2LZ00_VOMUR, tr|A0A4X2LZ05|A0A4X2LZ05_VOMUR
OG0000049	sp|Q7RTY5|PRS48_HUMAN	tr|A0A4X2KYK0|A0A4X2KYK0_VOMUR
OG0000049	sp|Q9BQR3|PRS27_HUMAN	tr|A0A4X2K187|A0A4X2K187_VOMUR, tr|A0A4X2LH94|A0A4X2LH94_VOMUR
OG0000049	sp|Q8NF86|PRS33_HUMAN	tr|A0A4X2JMX9|A0A4X2JMX9_VOMUR, tr|A0A4X2K753|A0A4X2K753_VOMUR, tr|A0A4X2JMZ3|A0A4X2JMZ3_VOMUR
OG0000049	sp|Q7Z5A4|PRS42_HUMAN	tr|A0A4X2KQW9|A0A4X2KQW9_VOMUR
OG0000049	sp|Q9Y6M0|TEST_HUMAN, sp|Q7RTY9|PRS41_HUMAN	tr|A0A4X2JN96|A0A4X2JN96_VOMUR, tr|A0A4X2JNH2|A0A4X2JNH2_VOMUR
OG0000051	sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN	tr|A0A4X2L7D8|A0A4X2L7D8_VOMUR
OG0000051	sp|Q9UJ04|TSYL4_HUMAN, sp|Q9H0U9|TSYL1_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q86VY4|TSYL5_HUMAN, sp|Q9H2G4|TSYL2_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN	tr|A0A4X2LCA9|A0A4X2LCA9_VOMUR
OG0000057	sp|Q6A162|K1C40_HUMAN	tr|A0A4X2K1U0|A0A4X2K1U0_VOMUR
OG0000057	sp|Q6A163|K1C39_HUMAN	tr|A0A4X2K1U7|A0A4X2K1U7_VOMUR
OG0000057	sp|Q14532|K1H2_HUMAN, sp|Q92764|KRT35_HUMAN, sp|O76013|KRT36_HUMAN	tr|A0A4X2M4G2|A0A4X2M4G2_VOMUR
OG0000057	sp|Q15323|K1H1_HUMAN, sp|Q14525|KT33B_HUMAN, sp|O76009|KT33A_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN, sp|O76015|KRT38_HUMAN, sp|O76014|KRT37_HUMAN	tr|A0A4X2M5T7|A0A4X2M5T7_VOMUR
OG0000058	sp|Q96F15|GIMA5_HUMAN	tr|A0A4X2KC44|A0A4X2KC44_VOMUR
OG0000058	sp|Q9NUV9|GIMA4_HUMAN	tr|A0A4X2KJG7|A0A4X2KJG7_VOMUR, tr|A0A4X2KBU6|A0A4X2KBU6_VOMUR, tr|A0A4X2KJI0|A0A4X2KJI0_VOMUR, tr|A0A4X2KJL0|A0A4X2KJL0_VOMUR
OG0000058	sp|Q8NHV1|GIMA7_HUMAN	tr|A0A4X2KJC7|A0A4X2KJC7_VOMUR, tr|A0A4X2KBY1|A0A4X2KBY1_VOMUR
OG0000059	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A4X2LAA5|A0A4X2LAA5_VOMUR, tr|A0A4X2LDC6|A0A4X2LDC6_VOMUR
OG0000059	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A4X2LDD0|A0A4X2LDD0_VOMUR, tr|A0A4X2LD68|A0A4X2LD68_VOMUR, tr|A0A4X2L6G7|A0A4X2L6G7_VOMUR, tr|A0A4X2LBY4|A0A4X2LBY4_VOMUR, tr|A0A4X2L6R2|A0A4X2L6R2_VOMUR, tr|A0A4X2LBR5|A0A4X2LBR5_VOMUR, tr|A0A4X2LFA2|A0A4X2LFA2_VOMUR, tr|A0A4X2LC51|A0A4X2LC51_VOMUR, tr|A0A4X2LCU5|A0A4X2LCU5_VOMUR, tr|A0A4X2LBZ4|A0A4X2LBZ4_VOMUR, tr|A0A4X2LF22|A0A4X2LF22_VOMUR, tr|A0A4X2LUE9|A0A4X2LUE9_VOMUR
OG0000060	sp|Q8NG06|TRI58_HUMAN	tr|A0A4X2KV30|A0A4X2KV30_VOMUR
OG0000060	sp|O00635|TRI38_HUMAN, sp|P19474|RO52_HUMAN, sp|Q8N7C3|TRIMM_HUMAN, sp|Q9BYJ4|TRI34_HUMAN, sp|Q8IYM9|TRI22_HUMAN, sp|Q9C035|TRIM5_HUMAN, sp|Q9C030|TRIM6_HUMAN, sp|Q6AZZ1|TRI68_HUMAN, sp|P14373|TRI27_HUMAN, sp|Q9Y577|TRI17_HUMAN, sp|Q5TA31|RN187_HUMAN, sp|Q9C037|TRIM4_HUMAN, sp|Q96F44|TRI11_HUMAN	tr|A0A4X2KW29|A0A4X2KW29_VOMUR
OG0000061	sp|O43869|OR2T1_HUMAN	tr|A0A4X2KVD6|A0A4X2KVD6_VOMUR
OG0000061	sp|Q8NHC8|OR2T6_HUMAN	tr|A0A4X2KMU9|A0A4X2KMU9_VOMUR, tr|A0A4X2LKS1|A0A4X2LKS1_VOMUR, tr|A0A4X2KMS7|A0A4X2KMS7_VOMUR, tr|A0A4X2KLR3|A0A4X2KLR3_VOMUR, tr|A0A4X2LIE5|A0A4X2LIE5_VOMUR, tr|A0A4X2KYK7|A0A4X2KYK7_VOMUR, tr|A0A4X2LC43|A0A4X2LC43_VOMUR, tr|A0A4X2JLG3|A0A4X2JLG3_VOMUR, tr|A0A4X2LDH1|A0A4X2LDH1_VOMUR, tr|A0A4X2KMV8|A0A4X2KMV8_VOMUR, tr|A0A4X2KT01|A0A4X2KT01_VOMUR, tr|A0A4X2LKQ1|A0A4X2LKQ1_VOMUR, tr|A0A4X2KLS4|A0A4X2KLS4_VOMUR
OG0000063	sp|Q9UDV7|ZN282_HUMAN	tr|A0A4X2LGP8|A0A4X2LGP8_VOMUR
OG0000063	sp|Q6ZMS7|ZN783_HUMAN	tr|A0A4X2LJX6|A0A4X2LJX6_VOMUR
OG0000063	sp|Q75MW2|ZN767_HUMAN	tr|A0A4X2LK29|A0A4X2LK29_VOMUR, tr|A0A4X2L8W0|A0A4X2L8W0_VOMUR, tr|A0A4X2L8S8|A0A4X2L8S8_VOMUR, tr|A0A4X2KN62|A0A4X2KN62_VOMUR, tr|A0A4X2L0I4|A0A4X2L0I4_VOMUR, tr|A0A4X2L5J8|A0A4X2L5J8_VOMUR, tr|A0A4X2L5K2|A0A4X2L5K2_VOMUR, tr|A0A4X2LK35|A0A4X2LK35_VOMUR, tr|A0A4X2KC07|A0A4X2KC07_VOMUR
OG0000064	sp|O95222|OR6A2_HUMAN	tr|A0A4X2KXZ2|A0A4X2KXZ2_VOMUR, tr|A0A4X2KXY1|A0A4X2KXY1_VOMUR
OG0000064	sp|Q8NGX8|OR6Y1_HUMAN, sp|Q8NGX9|OR6P1_HUMAN	tr|A0A4X2JVL6|A0A4X2JVL6_VOMUR
OG0000064	sp|O95007|OR6B1_HUMAN	tr|A0A4X2LB75|A0A4X2LB75_VOMUR, tr|A0A4X2LB70|A0A4X2LB70_VOMUR, tr|A0A4X2L8I9|A0A4X2L8I9_VOMUR, tr|A0A4X2LRI2|A0A4X2LRI2_VOMUR, tr|A0A4X2KWV0|A0A4X2KWV0_VOMUR, tr|A0A4X2K079|A0A4X2K079_VOMUR, tr|A0A4X2LJY5|A0A4X2LJY5_VOMUR, tr|A0A4X2M977|A0A4X2M977_VOMUR
OG0000065	sp|Q8NH19|O10AG_HUMAN	tr|A0A4X2JQA9|A0A4X2JQA9_VOMUR, tr|A0A4X2K8B2|A0A4X2K8B2_VOMUR, tr|A0A4X2JQB2|A0A4X2JQB2_VOMUR, tr|A0A4X2JX65|A0A4X2JX65_VOMUR, tr|A0A4X2JQE8|A0A4X2JQE8_VOMUR, tr|A0A4X2K644|A0A4X2K644_VOMUR, tr|A0A4X2LUJ6|A0A4X2LUJ6_VOMUR, tr|A0A4X2K7S7|A0A4X2K7S7_VOMUR, tr|A0A4X2LUU5|A0A4X2LUU5_VOMUR, tr|A0A4X2K0S3|A0A4X2K0S3_VOMUR, tr|A0A4X2JPQ4|A0A4X2JPQ4_VOMUR, tr|A0A4X2JWW2|A0A4X2JWW2_VOMUR, tr|A0A4X2LUW4|A0A4X2LUW4_VOMUR, tr|A0A4X2LUH7|A0A4X2LUH7_VOMUR, tr|A0A4X2K0R3|A0A4X2K0R3_VOMUR
OG0000071	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A4X2KIJ9|A0A4X2KIJ9_VOMUR, tr|A0A4X2JVK8|A0A4X2JVK8_VOMUR
OG0000071	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A4X2JVM8|A0A4X2JVM8_VOMUR, tr|A0A4X2K302|A0A4X2K302_VOMUR, tr|A0A4X2JVG3|A0A4X2JVG3_VOMUR, tr|A0A4X2JVE6|A0A4X2JVE6_VOMUR, tr|A0A4X2LDB7|A0A4X2LDB7_VOMUR, tr|A0A4X2K2T9|A0A4X2K2T9_VOMUR, tr|A0A4X2K0I5|A0A4X2K0I5_VOMUR, tr|A0A4X2K2U9|A0A4X2K2U9_VOMUR, tr|A0A4X2K2V5|A0A4X2K2V5_VOMUR, tr|A0A4X2K2W3|A0A4X2K2W3_VOMUR, tr|A0A4X2JVM2|A0A4X2JVM2_VOMUR
OG0000075	sp|P49326|FMO5_HUMAN	tr|A0A4X2KL77|A0A4X2KL77_VOMUR
OG0000075	sp|O60774|FMO6_HUMAN	tr|A0A4X2KB94|A0A4X2KB94_VOMUR
OG0000075	sp|P31513|FMO3_HUMAN	tr|A0A4X2K3F8|A0A4X2K3F8_VOMUR
OG0000075	sp|P31512|FMO4_HUMAN	tr|A0A4X2KBZ8|A0A4X2KBZ8_VOMUR
OG0000077	sp|P05154|IPSP_HUMAN	tr|A0A4X2KHR9|A0A4X2KHR9_VOMUR
OG0000077	sp|P01011|AACT_HUMAN	tr|A0A4X2KMX0|A0A4X2KMX0_VOMUR
OG0000077	sp|P08185|CBG_HUMAN	tr|A0A4X2LYM2|A0A4X2LYM2_VOMUR
OG0000077	sp|P20848|A1ATR_HUMAN, sp|P01009|A1AT_HUMAN	tr|A0A4X2KHI3|A0A4X2KHI3_VOMUR, tr|A0A4X2KQL0|A0A4X2KQL0_VOMUR
OG0000077	sp|P29622|KAIN_HUMAN, sp|Q86WD7|SPA9_HUMAN, sp|P05543|THBG_HUMAN	tr|A0A4X2KPT8|A0A4X2KPT8_VOMUR
OG0000082	sp|O00338|ST1C2_HUMAN	tr|A0A4X2K223|A0A4X2K223_VOMUR
OG0000082	sp|P49888|ST1E1_HUMAN	tr|A0A4X2KQZ4|A0A4X2KQZ4_VOMUR
OG0000082	sp|O43704|ST1B1_HUMAN	tr|A0A4X2KQX6|A0A4X2KQX6_VOMUR, tr|A0A4X2KQW5|A0A4X2KQW5_VOMUR
OG0000082	sp|Q6IMI6|ST1C3_HUMAN	tr|A0A4X2KCN7|A0A4X2KCN7_VOMUR, tr|A0A4X2K4P8|A0A4X2K4P8_VOMUR
OG0000082	sp|O75897|ST1C4_HUMAN	tr|A0A4X2KJA2|A0A4X2KJA2_VOMUR, tr|A0A4X2KH44|A0A4X2KH44_VOMUR
OG0000083	sp|P05023|AT1A1_HUMAN	tr|A0A4X2KGK6|A0A4X2KGK6_VOMUR
OG0000083	sp|P50993|AT1A2_HUMAN	tr|A0A4X2JT67|A0A4X2JT67_VOMUR
OG0000083	sp|P20648|ATP4A_HUMAN	tr|A0A4X2M344|A0A4X2M344_VOMUR
OG0000083	sp|P54707|AT12A_HUMAN	tr|A0A4X2LS22|A0A4X2LS22_VOMUR, tr|A0A4X2M3H7|A0A4X2M3H7_VOMUR
OG0000083	sp|P13637|AT1A3_HUMAN	tr|A0A4X2JT24|A0A4X2JT24_VOMUR, tr|A0A4X2KKX0|A0A4X2KKX0_VOMUR
OG0000084	sp|P11940|PABP1_HUMAN	tr|A0A4X2KAX8|A0A4X2KAX8_VOMUR, tr|A0A4X2JYV6|A0A4X2JYV6_VOMUR, tr|A0A4X2M0Z2|A0A4X2M0Z2_VOMUR, tr|A0A4X2LIN2|A0A4X2LIN2_VOMUR
OG0000084	sp|Q13310|PABP4_HUMAN	tr|A0A4X2JT51|A0A4X2JT51_VOMUR
OG0000084	sp|Q96DU9|PABP5_HUMAN, sp|P0CB38|PAB4L_HUMAN, sp|Q4VXU2|PAP1L_HUMAN	tr|A0A4X2JW80|A0A4X2JW80_VOMUR
OG0000084	sp|Q9H361|PABP3_HUMAN	tr|A0A4X2K9R9|A0A4X2K9R9_VOMUR
OG0000085	sp|Q8NH85|OR5R1_HUMAN	tr|A0A4X2K0N8|A0A4X2K0N8_VOMUR, tr|A0A4X2K0M9|A0A4X2K0M9_VOMUR, tr|A0A4X2K0Q4|A0A4X2K0Q4_VOMUR, tr|A0A4X2K0P2|A0A4X2K0P2_VOMUR, tr|A0A4X2M8W3|A0A4X2M8W3_VOMUR, tr|A0A4X2KAC9|A0A4X2KAC9_VOMUR, tr|A0A4X2LC83|A0A4X2LC83_VOMUR, tr|A0A4X2LXK8|A0A4X2LXK8_VOMUR, tr|A0A4X2LL13|A0A4X2LL13_VOMUR, tr|A0A4X2LVX4|A0A4X2LVX4_VOMUR, tr|A0A4X2LKZ9|A0A4X2LKZ9_VOMUR, tr|A0A4X2K343|A0A4X2K343_VOMUR, tr|A0A4X2K0U7|A0A4X2K0U7_VOMUR
OG0000086	sp|A0JD37|TRDV3_HUMAN	tr|A0A4X2M0F4|A0A4X2M0F4_VOMUR
OG0000086	sp|P01848|TRAC_HUMAN, sp|P0DTU3|TRAR2_HUMAN, sp|A0A0B4J264|TV381_HUMAN, sp|A0JD32|TV382_HUMAN, sp|A0A0A6YYK7|TVA19_HUMAN, sp|A0A1B0GX56|TRDV1_HUMAN, sp|A0A0A6YYC5|TVA14_HUMAN	tr|A0A4X2LYC0|A0A4X2LYC0_VOMUR, tr|A0A4X2LZY6|A0A4X2LZY6_VOMUR, tr|A0A4X2LMW5|A0A4X2LMW5_VOMUR, tr|A0A4X2LMX4|A0A4X2LMX4_VOMUR
OG0000089	sp|Q13410|BT1A1_HUMAN	tr|A0A4X2K9S3|A0A4X2K9S3_VOMUR
OG0000089	sp|O00481|BT3A1_HUMAN, sp|P78410|BT3A2_HUMAN, sp|O00478|BT3A3_HUMAN, sp|Q6UXG8|BTNL9_HUMAN	tr|A0A4X2LKU8|A0A4X2LKU8_VOMUR
OG0000089	sp|A8MVZ5|BTNLA_HUMAN, sp|Q9UIR0|BTNL2_HUMAN	tr|A0A4X2KAK3|A0A4X2KAK3_VOMUR
OG0000091	sp|P15880|RS2_HUMAN	tr|A0A4X2K692|A0A4X2K692_VOMUR, tr|A0A4X2LL90|A0A4X2LL90_VOMUR, tr|A0A4X2K4H3|A0A4X2K4H3_VOMUR, tr|A0A4X2LX55|A0A4X2LX55_VOMUR, tr|A0A4X2LW17|A0A4X2LW17_VOMUR, tr|A0A4X2KPP1|A0A4X2KPP1_VOMUR, tr|A0A4X2KGM7|A0A4X2KGM7_VOMUR, tr|A0A4X2L0B7|A0A4X2L0B7_VOMUR, tr|A0A4X2L5R9|A0A4X2L5R9_VOMUR, tr|A0A4X2KMG3|A0A4X2KMG3_VOMUR, tr|A0A4X2L291|A0A4X2L291_VOMUR, tr|A0A4X2LWC5|A0A4X2LWC5_VOMUR
OG0000092	sp|P60370|KR105_HUMAN, sp|P60410|KR108_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN, sp|P60411|KR109_HUMAN, sp|P60369|KR103_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60331|KR101_HUMAN, sp|P60372|KR104_HUMAN, sp|P60371|KR106_HUMAN, sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN	tr|A0A4X2LHR1|A0A4X2LHR1_VOMUR
OG0000093	sp|Q8NH69|OR5W2_HUMAN	tr|A0A4X2LY94|A0A4X2LY94_VOMUR, tr|A0A4X2LWW2|A0A4X2LWW2_VOMUR, tr|A0A4X2JUV5|A0A4X2JUV5_VOMUR, tr|A0A4X2KL38|A0A4X2KL38_VOMUR, tr|A0A4X2LW86|A0A4X2LW86_VOMUR, tr|A0A4X2LMP3|A0A4X2LMP3_VOMUR, tr|A0A4X2LMQ4|A0A4X2LMQ4_VOMUR, tr|A0A4X2LMN5|A0A4X2LMN5_VOMUR, tr|A0A4X2LMP9|A0A4X2LMP9_VOMUR, tr|A0A4X2L143|A0A4X2L143_VOMUR, tr|A0A4X2LUG5|A0A4X2LUG5_VOMUR, tr|A0A4X2LMN2|A0A4X2LMN2_VOMUR
OG0000094	sp|P61550|ENVT1_HUMAN	tr|A0A4X2KTH3|A0A4X2KTH3_VOMUR, tr|A0A4X2LCE4|A0A4X2LCE4_VOMUR, tr|A0A4X2JLX4|A0A4X2JLX4_VOMUR, tr|A0A4X2L728|A0A4X2L728_VOMUR, tr|A0A4X2LR50|A0A4X2LR50_VOMUR, tr|A0A4X2LZU5|A0A4X2LZU5_VOMUR, tr|A0A4X2JTG2|A0A4X2JTG2_VOMUR, tr|A0A4X2KM15|A0A4X2KM15_VOMUR, tr|A0A4X2M1C6|A0A4X2M1C6_VOMUR, tr|A0A4X2LE10|A0A4X2LE10_VOMUR, tr|A0A4X2KK07|A0A4X2KK07_VOMUR, tr|A0A4X2K1U3|A0A4X2K1U3_VOMUR
OG0000096	sp|Q6UWW8|EST3_HUMAN	tr|A0A4X2M4U4|A0A4X2M4U4_VOMUR
OG0000096	sp|O00748|EST2_HUMAN	tr|A0A4X2LP63|A0A4X2LP63_VOMUR, tr|A0A4X2LW21|A0A4X2LW21_VOMUR, tr|A0A4X2LXV4|A0A4X2LXV4_VOMUR, tr|A0A4X2LWI1|A0A4X2LWI1_VOMUR, tr|A0A4X2LV22|A0A4X2LV22_VOMUR, tr|A0A4X2LXD7|A0A4X2LXD7_VOMUR, tr|A0A4X2KP73|A0A4X2KP73_VOMUR, tr|A0A4X2KV60|A0A4X2KV60_VOMUR, tr|A0A4X2KU46|A0A4X2KU46_VOMUR
