Orthogroup	Homo_sapiens	Neotoma_lepida
OG0001570	sp|O00305|CACB4_HUMAN	tr|A0A1A6GP76|A0A1A6GP76_NEOLE
OG0001570	sp|P54284|CACB3_HUMAN	tr|A0A1A6HMM9|A0A1A6HMM9_NEOLE
OG0001571	sp|Q9P283|SEM5B_HUMAN	tr|A0A1A6HRW3|A0A1A6HRW3_NEOLE
OG0001571	sp|Q13591|SEM5A_HUMAN	tr|A0A1A6HTP2|A0A1A6HTP2_NEOLE
OG0001572	sp|Q8WTV0|SCRB1_HUMAN	tr|A0A1A6GI29|A0A1A6GI29_NEOLE
OG0001572	sp|Q14108|SCRB2_HUMAN	tr|A0A1A6GTN6|A0A1A6GTN6_NEOLE
OG0001573	sp|Q29RF7|PDS5A_HUMAN	tr|A0A1A6H3E4|A0A1A6H3E4_NEOLE
OG0001573	sp|Q9NTI5|PDS5B_HUMAN	tr|A0A1A6HP46|A0A1A6HP46_NEOLE
OG0001574	sp|Q8IUL8|CILP2_HUMAN	tr|A0A1A6FXM9|A0A1A6FXM9_NEOLE
OG0001574	sp|O75339|CILP1_HUMAN	tr|A0A1A6H304|A0A1A6H304_NEOLE
OG0001575	sp|Q96NJ5|KLH32_HUMAN	tr|A0A1A6GEE5|A0A1A6GEE5_NEOLE
OG0001575	sp|Q8N4N3|KLH36_HUMAN	tr|A0A1A6FXU3|A0A1A6FXU3_NEOLE
OG0001576	sp|O00154|BACH_HUMAN, sp|Q6ZUV0|BACHL_HUMAN	tr|A0A1A6GUC8|A0A1A6GUC8_NEOLE, tr|A0A1A6HRL5|A0A1A6HRL5_NEOLE
OG0001577	sp|P0DMW5|SIL2B_HUMAN, sp|P0DMW4|SIL2A_HUMAN	tr|A0A1A6H948|A0A1A6H948_NEOLE, tr|A0A1A6FSG3|A0A1A6FSG3_NEOLE
OG0001578	sp|Q9NZ56|FMN2_HUMAN	tr|A0A1A6FZ26|A0A1A6FZ26_NEOLE
OG0001578	sp|Q68DA7|FMN1_HUMAN	tr|A0A1A6GYW4|A0A1A6GYW4_NEOLE
OG0001579	sp|P35237|SPB6_HUMAN, sp|P50453|SPB9_HUMAN, sp|P50452|SPB8_HUMAN	tr|A0A1A6GZY4|A0A1A6GZY4_NEOLE
OG0001580	sp|Q9H788|SH24A_HUMAN	tr|A0A1A6HHZ8|A0A1A6HHZ8_NEOLE
OG0001580	sp|Q5SQS7|SH24B_HUMAN	tr|A0A1A6HJA4|A0A1A6HJA4_NEOLE
OG0001581	sp|Q86YJ5|MARH9_HUMAN	tr|A0A1A6FWB6|A0A1A6FWB6_NEOLE
OG0001581	sp|Q9P2E8|MARH4_HUMAN	tr|A0A1A6GG21|A0A1A6GG21_NEOLE
OG0001582	sp|Q9H5V9|STEEP_HUMAN	tr|A0A1A6FVV5|A0A1A6FVV5_NEOLE, tr|A0A1A6GSC8|A0A1A6GSC8_NEOLE, tr|A0A1A6GUS2|A0A1A6GUS2_NEOLE
OG0001583	sp|Q9NRD8|DUOX2_HUMAN	tr|A0A1A6HWC4|A0A1A6HWC4_NEOLE
OG0001583	sp|Q9NRD9|DUOX1_HUMAN	tr|A0A1A6HVM4|A0A1A6HVM4_NEOLE
OG0001584	sp|Q96IZ2|ADTRP_HUMAN, sp|Q9NVV5|AIG1_HUMAN	tr|A0A1A6HQ56|A0A1A6HQ56_NEOLE, tr|A0A1A6H074|A0A1A6H074_NEOLE
OG0001585	sp|Q9NZM1|MYOF_HUMAN	tr|A0A1A6GP97|A0A1A6GP97_NEOLE
OG0001585	sp|O75923|DYSF_HUMAN	tr|A0A1A6HJ81|A0A1A6HJ81_NEOLE
OG0001586	sp|Q9UBV2|SE1L1_HUMAN	tr|A0A1A6HQC5|A0A1A6HQC5_NEOLE
OG0001586	sp|Q5TEA6|SE1L2_HUMAN	tr|A0A1A6H3F7|A0A1A6H3F7_NEOLE
OG0001587	sp|Q5R372|RBG1L_HUMAN	tr|A0A1A6G1F1|A0A1A6G1F1_NEOLE
OG0001587	sp|Q9Y3P9|RBGP1_HUMAN	tr|A0A1A6G0X1|A0A1A6G0X1_NEOLE
OG0001588	sp|Q8N961|ABTB2_HUMAN	tr|A0A1A6HP69|A0A1A6HP69_NEOLE
OG0001588	sp|A6QL63|ABTB3_HUMAN	tr|A0A1A6HWN9|A0A1A6HWN9_NEOLE
OG0001589	sp|Q9NRG1|PRDC1_HUMAN	tr|A0A1A6H7L8|A0A1A6H7L8_NEOLE
OG0001589	sp|P00492|HPRT_HUMAN	tr|A0A1A6GZF6|A0A1A6GZF6_NEOLE
OG0001590	sp|P49326|FMO5_HUMAN	tr|A0A1A6H802|A0A1A6H802_NEOLE, tr|A0A1A6FV28|A0A1A6FV28_NEOLE, tr|A0A1A6GES0|A0A1A6GES0_NEOLE
OG0001591	sp|Q8N5W8|FA24B_HUMAN, sp|A6NFZ4|FA24A_HUMAN	tr|A0A1A6FZZ3|A0A1A6FZZ3_NEOLE, tr|A0A1A6G0Z2|A0A1A6G0Z2_NEOLE
OG0001592	sp|Q9BRG2|SH23A_HUMAN	tr|A0A1A6HJA9|A0A1A6HJA9_NEOLE
OG0001592	sp|O75815|BCAR3_HUMAN	tr|A0A1A6HVM9|A0A1A6HVM9_NEOLE
OG0001593	sp|Q9HC58|NCKX3_HUMAN	tr|A0A1A6HGE8|A0A1A6HGE8_NEOLE
OG0001593	sp|Q8NFF2|NCKX4_HUMAN	tr|A0A1A6HLR5|A0A1A6HLR5_NEOLE
OG0001594	sp|Q9NVJ2|ARL8B_HUMAN, sp|Q96BM9|ARL8A_HUMAN	tr|A0A1A6HD16|A0A1A6HD16_NEOLE, tr|A0A1A6GYN2|A0A1A6GYN2_NEOLE
OG0001595	sp|Q70EL1|UBP54_HUMAN	tr|A0A1A6HY01|A0A1A6HY01_NEOLE
OG0001595	sp|Q70EK8|UBP53_HUMAN	tr|A0A1A6FYR3|A0A1A6FYR3_NEOLE
OG0001596	sp|Q9BTV7|CABL2_HUMAN	tr|A0A1A6H5P9|A0A1A6H5P9_NEOLE
OG0001596	sp|Q8TDN4|CABL1_HUMAN	tr|A0A1A6HZM9|A0A1A6HZM9_NEOLE
OG0001597	sp|Q9UGF5|O14J1_HUMAN	tr|A0A1A6GKA8|A0A1A6GKA8_NEOLE, tr|A0A1A6HY36|A0A1A6HY36_NEOLE, tr|A0A1A6GHK9|A0A1A6GHK9_NEOLE
OG0001598	sp|Q68D51|DEN2C_HUMAN	tr|A0A1A6HLT0|A0A1A6HLT0_NEOLE
OG0001598	sp|Q9ULE3|DEN2A_HUMAN	tr|A0A1A6HJW2|A0A1A6HJW2_NEOLE
OG0001600	sp|P12081|HARS1_HUMAN, sp|P49590|SYHM_HUMAN	tr|A0A1A6GEU1|A0A1A6GEU1_NEOLE, tr|A0A1A6GMU5|A0A1A6GMU5_NEOLE
OG0001601	sp|P13584|CP4B1_HUMAN	tr|A0A1A6H153|A0A1A6H153_NEOLE, tr|A0A1A6GZ59|A0A1A6GZ59_NEOLE, tr|A0A1A6GWN1|A0A1A6GWN1_NEOLE
OG0001602	sp|B6A8C7|TARM1_HUMAN, sp|Q6UX27|VSTM1_HUMAN	tr|A0A1A6HCE1|A0A1A6HCE1_NEOLE, tr|A0A1A6HBL0|A0A1A6HBL0_NEOLE
OG0001603	sp|Q15155|NOMO1_HUMAN, sp|Q5JPE7|NOMO2_HUMAN, sp|P69849|NOMO3_HUMAN	tr|A0A1A6G2F2|A0A1A6G2F2_NEOLE
OG0001604	sp|Q8N413|S2545_HUMAN	tr|A0A1A6HTG5|A0A1A6HTG5_NEOLE
OG0001604	sp|Q6ZT89|S2548_HUMAN	tr|A0A1A6GII2|A0A1A6GII2_NEOLE
OG0001605	sp|Q9BT88|SYT11_HUMAN	tr|A0A1A6GFE7|A0A1A6GFE7_NEOLE
OG0001605	sp|Q9H2B2|SYT4_HUMAN	tr|A0A1A6GJ33|A0A1A6GJ33_NEOLE
OG0001607	sp|P48544|KCNJ5_HUMAN	tr|A0A1A6HV54|A0A1A6HV54_NEOLE
OG0001607	sp|P48051|KCNJ6_HUMAN	tr|A0A1A6HQH3|A0A1A6HQH3_NEOLE
OG0001608	sp|O15164|TIF1A_HUMAN	tr|A0A1A6HJT7|A0A1A6HJT7_NEOLE
OG0001608	sp|Q9UPN9|TRI33_HUMAN	tr|A0A1A6HK41|A0A1A6HK41_NEOLE
OG0001609	sp|O75083|WDR1_HUMAN	tr|A0A1A6HVJ2|A0A1A6HVJ2_NEOLE, tr|A0A1A6GT60|A0A1A6GT60_NEOLE, tr|A0A1A6HAY3|A0A1A6HAY3_NEOLE
OG0001610	sp|P23945|FSHR_HUMAN	tr|A0A1A6GMR9|A0A1A6GMR9_NEOLE
OG0001610	sp|P22888|LSHR_HUMAN	tr|A0A1A6H0J2|A0A1A6H0J2_NEOLE
OG0001611	sp|Q8WV16|DCAF4_HUMAN, sp|Q8NA75|DC4L2_HUMAN, sp|Q3SXM0|DC4L1_HUMAN	tr|A0A1A6HMR3|A0A1A6HMR3_NEOLE
OG0001612	sp|Q8WYH8|ING5_HUMAN	tr|A0A1A6HSF8|A0A1A6HSF8_NEOLE, tr|A0A1A6HK95|A0A1A6HK95_NEOLE, tr|A0A1A6HLH2|A0A1A6HLH2_NEOLE
OG0001613	sp|Q9BXS1|IDI2_HUMAN	tr|A0A1A6GFG1|A0A1A6GFG1_NEOLE
OG0001613	sp|Q13907|IDI1_HUMAN	tr|A0A1A6GF73|A0A1A6GF73_NEOLE
OG0001614	sp|P15882|CHIN_HUMAN, sp|P52757|CHIO_HUMAN	tr|A0A1A6H2K1|A0A1A6H2K1_NEOLE, tr|A0A1A6GQQ4|A0A1A6GQQ4_NEOLE
OG0001615	sp|P29622|KAIN_HUMAN	tr|A0A1A6GEN1|A0A1A6GEN1_NEOLE
OG0001615	sp|Q86WD7|SPA9_HUMAN	tr|A0A1A6GEW9|A0A1A6GEW9_NEOLE
OG0001616	sp|P52179|MYOM1_HUMAN	tr|A0A1A6HWP7|A0A1A6HWP7_NEOLE
OG0001616	sp|P54296|MYOM2_HUMAN	tr|A0A1A6HPN5|A0A1A6HPN5_NEOLE
OG0001617	sp|P49281|NRAM2_HUMAN	tr|A0A1A6HP45|A0A1A6HP45_NEOLE
OG0001617	sp|P49279|NRAM1_HUMAN	tr|A0A1A6HD33|A0A1A6HD33_NEOLE
OG0001618	sp|Q9UKP4|ATS7_HUMAN	tr|A0A1A6HQV8|A0A1A6HQV8_NEOLE
OG0001618	sp|P58397|ATS12_HUMAN	tr|A0A1A6H560|A0A1A6H560_NEOLE
OG0001619	sp|P62917|RL8_HUMAN	tr|A0A1A6GNB2|A0A1A6GNB2_NEOLE, tr|A0A1A6GGN2|A0A1A6GGN2_NEOLE, tr|A0A1A6GDP7|A0A1A6GDP7_NEOLE
OG0001620	sp|Q8NHS0|DNJB8_HUMAN, sp|O75190|DNJB6_HUMAN, sp|Q7Z6W7|DNJB7_HUMAN	tr|A0A1A6HT31|A0A1A6HT31_NEOLE
OG0001621	sp|Q9Y6Z7|COL10_HUMAN	tr|A0A1A6HAI9|A0A1A6HAI9_NEOLE
OG0001621	sp|Q9BWP8|COL11_HUMAN	tr|A0A1A6GKW4|A0A1A6GKW4_NEOLE
OG0001622	sp|Q9P0L2|MARK1_HUMAN	tr|A0A1A6H497|A0A1A6H497_NEOLE
OG0001622	sp|P27448|MARK3_HUMAN	tr|A0A1A6GHJ0|A0A1A6GHJ0_NEOLE
OG0001623	sp|P35443|TSP4_HUMAN	tr|A0A1A6GWX4|A0A1A6GWX4_NEOLE
OG0001623	sp|P49747|COMP_HUMAN	tr|A0A1A6GG01|A0A1A6GG01_NEOLE
OG0001624	sp|Q13368|MPP3_HUMAN	tr|A0A1A6FYF4|A0A1A6FYF4_NEOLE
OG0001624	sp|Q5T2T1|MPP7_HUMAN	tr|A0A1A6GTS9|A0A1A6GTS9_NEOLE
OG0001626	sp|P0C0L5|CO4B_HUMAN, sp|P0C0L4|CO4A_HUMAN, sp|Q6ZMU1|C3P1_HUMAN	tr|A0A1A6G3Z9|A0A1A6G3Z9_NEOLE
OG0001627	sp|P35670|ATP7B_HUMAN	tr|A0A1A6HMU8|A0A1A6HMU8_NEOLE
OG0001627	sp|Q04656|ATP7A_HUMAN	tr|A0A1A6GIE8|A0A1A6GIE8_NEOLE
OG0001628	sp|P62888|RL30_HUMAN	tr|A0A1A6GV44|A0A1A6GV44_NEOLE, tr|A0A1A6G5C2|A0A1A6G5C2_NEOLE, tr|A0A1A6GCG2|A0A1A6GCG2_NEOLE
OG0001629	sp|Q9Y519|T184B_HUMAN	tr|A0A1A6GVP6|A0A1A6GVP6_NEOLE
OG0001629	sp|Q6ZMB5|T184A_HUMAN	tr|A0A1A6GUJ3|A0A1A6GUJ3_NEOLE
OG0001630	sp|H3BS89|T178B_HUMAN	tr|A0A1A6HQD4|A0A1A6HQD4_NEOLE
OG0001630	sp|Q8NBL3|T178A_HUMAN	tr|A0A1A6FWY8|A0A1A6FWY8_NEOLE
OG0001632	sp|Q9NR22|ANM8_HUMAN	tr|A0A1A6HRN0|A0A1A6HRN0_NEOLE
OG0001632	sp|Q99873|ANM1_HUMAN	tr|A0A1A6H9B5|A0A1A6H9B5_NEOLE
OG0001633	sp|O43613|OX1R_HUMAN	tr|A0A1A6HCJ6|A0A1A6HCJ6_NEOLE
OG0001633	sp|O43614|OX2R_HUMAN	tr|A0A1A6HYU6|A0A1A6HYU6_NEOLE
OG0001634	sp|O95070|YIF1A_HUMAN	tr|A0A1A6GS11|A0A1A6GS11_NEOLE, tr|A0A1A6FZP1|A0A1A6FZP1_NEOLE, tr|A0A1A6HN34|A0A1A6HN34_NEOLE
OG0001635	sp|P61626|LYSC_HUMAN	tr|A0A1A6GQ16|A0A1A6GQ16_NEOLE
OG0001635	sp|P00709|LALBA_HUMAN	tr|A0A1A6GWU3|A0A1A6GWU3_NEOLE
OG0001636	sp|Q16478|GRIK5_HUMAN	tr|A0A1A6H4S2|A0A1A6H4S2_NEOLE
OG0001636	sp|Q16099|GRIK4_HUMAN	tr|A0A1A6GQJ3|A0A1A6GQJ3_NEOLE
OG0001637	sp|Q16822|PCKGM_HUMAN	tr|A0A1A6H723|A0A1A6H723_NEOLE
OG0001637	sp|P35558|PCKGC_HUMAN	tr|A0A1A6HYZ6|A0A1A6HYZ6_NEOLE
OG0001638	sp|Q16877|F264_HUMAN	tr|A0A1A6H164|A0A1A6H164_NEOLE
OG0001638	sp|P16118|F261_HUMAN	tr|A0A1A6HWK6|A0A1A6HWK6_NEOLE
OG0001639	sp|Q3SY69|AL1L2_HUMAN	tr|A0A1A6HKK5|A0A1A6HKK5_NEOLE
OG0001639	sp|O75891|AL1L1_HUMAN	tr|A0A1A6HRF4|A0A1A6HRF4_NEOLE
OG0001640	sp|Q99623|PHB2_HUMAN	tr|A0A1A6HCK9|A0A1A6HCK9_NEOLE, tr|A0A1A6HNP1|A0A1A6HNP1_NEOLE, tr|A0A1A6HCB8|A0A1A6HCB8_NEOLE
OG0001641	sp|O00762|UBE2C_HUMAN	tr|A0A1A6HSX6|A0A1A6HSX6_NEOLE, tr|A0A1A6GFX5|A0A1A6GFX5_NEOLE, tr|A0A1A6FTF9|A0A1A6FTF9_NEOLE
OG0001642	sp|P50402|EMD_HUMAN	tr|A0A1A6H3D2|A0A1A6H3D2_NEOLE, tr|A0A1A6H3C2|A0A1A6H3C2_NEOLE, tr|A0A1A6HPL0|A0A1A6HPL0_NEOLE
OG0001643	sp|Q5VZM2|RRAGB_HUMAN	tr|A0A1A6H3L0|A0A1A6H3L0_NEOLE
OG0001643	sp|Q7L523|RRAGA_HUMAN	tr|A0A1A6GUK8|A0A1A6GUK8_NEOLE
OG0001644	sp|Q8N6R1|SERP2_HUMAN	tr|A0A1A6HET1|A0A1A6HET1_NEOLE
OG0001644	sp|Q9Y6X1|SERP1_HUMAN	tr|A0A1A6GE32|A0A1A6GE32_NEOLE
OG0001645	sp|P52435|RPB11_HUMAN, sp|Q9GZM3|RPB1B_HUMAN, sp|Q9H1A7|RPB1C_HUMAN	tr|A0A1A6GWW6|A0A1A6GWW6_NEOLE
OG0001646	sp|Q9H2K8|TAOK3_HUMAN	tr|A0A1A6HSU0|A0A1A6HSU0_NEOLE
OG0001646	sp|Q7L7X3|TAOK1_HUMAN	tr|A0A1A6GPT9|A0A1A6GPT9_NEOLE
OG0001647	sp|P42356|PI4KA_HUMAN, sp|A4QPH2|PI4P2_HUMAN, sp|Q8N8J0|PI4P1_HUMAN	tr|A0A1A6GBA7|A0A1A6GBA7_NEOLE
OG0001648	sp|Q8N431|RGF1C_HUMAN	tr|A0A1A6HAD3|A0A1A6HAD3_NEOLE
OG0001648	sp|Q0VAM2|RGF1B_HUMAN	tr|A0A1A6GE27|A0A1A6GE27_NEOLE
OG0001649	sp|Q96G03|PGM2_HUMAN	tr|A0A1A6FV65|A0A1A6FV65_NEOLE
OG0001649	sp|Q6PCE3|PGM2L_HUMAN	tr|A0A1A6HTB1|A0A1A6HTB1_NEOLE
OG0001650	sp|Q9UHF3|NAT8B_HUMAN, sp|Q9UHE5|NAT8_HUMAN	tr|A0A1A6GZZ9|A0A1A6GZZ9_NEOLE, tr|A0A1A6H0Y7|A0A1A6H0Y7_NEOLE
OG0001651	sp|P51512|MMP16_HUMAN	tr|A0A1A6H5Q1|A0A1A6H5Q1_NEOLE
OG0001651	sp|Q9Y5R2|MMP24_HUMAN	tr|A0A1A6GHN7|A0A1A6GHN7_NEOLE
OG0001652	sp|Q06413|MEF2C_HUMAN, sp|Q02078|MEF2A_HUMAN, sp|Q14814|MEF2D_HUMAN	tr|A0A1A6GGJ8|A0A1A6GGJ8_NEOLE
OG0001653	sp|Q7Z401|MYCPP_HUMAN	tr|A0A1A6H3Q8|A0A1A6H3Q8_NEOLE
OG0001653	sp|Q5VZ89|DEN4C_HUMAN	tr|A0A1A6GQ32|A0A1A6GQ32_NEOLE
OG0001654	sp|Q8NGZ6|OR6F1_HUMAN	tr|A0A1A6GXR2|A0A1A6GXR2_NEOLE, tr|A0A1A6H487|A0A1A6H487_NEOLE, tr|A0A1A6H4Y7|A0A1A6H4Y7_NEOLE
OG0001655	sp|O60235|TM11D_HUMAN	tr|A0A1A6HVI8|A0A1A6HVI8_NEOLE, tr|A0A1A6H0Q8|A0A1A6H0Q8_NEOLE, tr|A0A1A6HV20|A0A1A6HV20_NEOLE
OG0001656	sp|O60870|KIN17_HUMAN	tr|A0A1A6HKE4|A0A1A6HKE4_NEOLE, tr|A0A1A6GGY8|A0A1A6GGY8_NEOLE, tr|A0A1A6GJY1|A0A1A6GJY1_NEOLE
OG0001657	sp|O95500|CLD14_HUMAN, sp|P56880|CLD20_HUMAN, sp|P57739|CLD2_HUMAN	tr|A0A1A6HME6|A0A1A6HME6_NEOLE
OG0001658	sp|Q15424|SAFB1_HUMAN	tr|A0A1A6H7U5|A0A1A6H7U5_NEOLE
OG0001658	sp|Q14151|SAFB2_HUMAN	tr|A0A1A6H8Q9|A0A1A6H8Q9_NEOLE
OG0001659	sp|Q9NVI7|ATD3A_HUMAN, sp|Q5T9A4|ATD3B_HUMAN, sp|Q5T2N8|ATD3C_HUMAN	tr|A0A1A6HSX4|A0A1A6HSX4_NEOLE
OG0001661	sp|O00482|NR5A2_HUMAN	tr|A0A1A6H1R2|A0A1A6H1R2_NEOLE
OG0001661	sp|Q13285|STF1_HUMAN	tr|A0A1A6GWS6|A0A1A6GWS6_NEOLE
OG0001662	sp|P84090|ERH_HUMAN	tr|A0A1A6HEH6|A0A1A6HEH6_NEOLE, tr|A0A1A6GH66|A0A1A6GH66_NEOLE, tr|A0A1A6FV36|A0A1A6FV36_NEOLE
OG0001663	sp|Q4LE39|ARI4B_HUMAN	tr|A0A1A6FZU1|A0A1A6FZU1_NEOLE
OG0001663	sp|P29374|ARI4A_HUMAN	tr|A0A1A6HXA0|A0A1A6HXA0_NEOLE
OG0001664	sp|Q9NWN3|FBX34_HUMAN	tr|A0A1A6GQ30|A0A1A6GQ30_NEOLE, tr|A0A1A6GMM9|A0A1A6GMM9_NEOLE, tr|A0A1A6HER3|A0A1A6HER3_NEOLE
OG0001665	sp|P20073|ANXA7_HUMAN	tr|A0A1A6GJL4|A0A1A6GJL4_NEOLE, tr|A0A1A6GZ37|A0A1A6GZ37_NEOLE, tr|A0A1A6HEN1|A0A1A6HEN1_NEOLE
OG0001666	sp|Q15485|FCN2_HUMAN, sp|O00602|FCN1_HUMAN	tr|A0A1A6HTQ7|A0A1A6HTQ7_NEOLE, tr|A0A1A6GRP7|A0A1A6GRP7_NEOLE
OG0001667	sp|Q14192|FHL2_HUMAN	tr|A0A1A6GXC6|A0A1A6GXC6_NEOLE
OG0001667	sp|Q5TD97|FHL5_HUMAN	tr|A0A1A6FZF0|A0A1A6FZF0_NEOLE
OG0001668	sp|Q86UP9|LHPL3_HUMAN, sp|Q7Z7J7|LHPL4_HUMAN, sp|Q6ICI0|LHPL7_HUMAN	tr|A0A1A6H031|A0A1A6H031_NEOLE
OG0001669	sp|Q5T601|AGRF1_HUMAN	tr|A0A1A6HEX4|A0A1A6HEX4_NEOLE
OG0001669	sp|Q8IZF2|AGRF5_HUMAN	tr|A0A1A6GX70|A0A1A6GX70_NEOLE
OG0001670	sp|Q9H9B1|EHMT1_HUMAN	tr|A0A1A6GSP9|A0A1A6GSP9_NEOLE
OG0001670	sp|Q96KQ7|EHMT2_HUMAN	tr|A0A1A6G2T1|A0A1A6G2T1_NEOLE
OG0001671	sp|Q9NV79|PCMD2_HUMAN	tr|A0A1A6FTX2|A0A1A6FTX2_NEOLE
OG0001671	sp|Q96MG8|PCMD1_HUMAN	tr|A0A1A6H0P3|A0A1A6H0P3_NEOLE
OG0001672	sp|P15927|RFA2_HUMAN	tr|A0A1A6FY96|A0A1A6FY96_NEOLE
OG0001672	sp|Q13156|RFA4_HUMAN	tr|A0A1A6FXB5|A0A1A6FXB5_NEOLE
OG0001673	sp|P16066|ANPRA_HUMAN	tr|A0A1A6HZ31|A0A1A6HZ31_NEOLE
OG0001673	sp|P20594|ANPRB_HUMAN	tr|A0A1A6HZ22|A0A1A6HZ22_NEOLE
OG0001674	sp|Q9H3F6|BACD3_HUMAN	tr|A0A1A6GYG8|A0A1A6GYG8_NEOLE
OG0001674	sp|Q8WZ19|BACD1_HUMAN	tr|A0A1A6FUF1|A0A1A6FUF1_NEOLE
OG0001675	sp|P49759|CLK1_HUMAN	tr|A0A1A6H2F0|A0A1A6H2F0_NEOLE
OG0001675	sp|Q9HAZ1|CLK4_HUMAN	tr|A0A1A6HY76|A0A1A6HY76_NEOLE
OG0001676	sp|P53708|ITA8_HUMAN	tr|A0A1A6H0S9|A0A1A6H0S9_NEOLE
OG0001676	sp|P06756|ITAV_HUMAN	tr|A0A1A6GXA3|A0A1A6GXA3_NEOLE
OG0001677	sp|O60674|JAK2_HUMAN	tr|A0A1A6H8C5|A0A1A6H8C5_NEOLE
OG0001677	sp|P52333|JAK3_HUMAN	tr|A0A1A6HG24|A0A1A6HG24_NEOLE
OG0001679	sp|Q5TBA9|FRY_HUMAN	tr|A0A1A6GKE2|A0A1A6GKE2_NEOLE
OG0001679	sp|O94915|FRYL_HUMAN	tr|A0A1A6HDQ7|A0A1A6HDQ7_NEOLE
OG0001680	sp|Q9NQ36|SCUB2_HUMAN	tr|A0A1A6G3Q8|A0A1A6G3Q8_NEOLE
OG0001680	sp|Q8IWY4|SCUB1_HUMAN	tr|A0A1A6HFE7|A0A1A6HFE7_NEOLE
OG0001681	sp|Q9Y2K6|UBP20_HUMAN	tr|A0A1A6GS56|A0A1A6GS56_NEOLE
OG0001681	sp|Q8TEY7|UBP33_HUMAN	tr|A0A1A6GSF2|A0A1A6GSF2_NEOLE
OG0001682	sp|P62266|RS23_HUMAN	tr|A0A1A6G1D0|A0A1A6G1D0_NEOLE, tr|A0A1A6GG25|A0A1A6GG25_NEOLE, tr|A0A1A6G0R2|A0A1A6G0R2_NEOLE
OG0001683	sp|P63098|CANB1_HUMAN	tr|A0A1A6GEG4|A0A1A6GEG4_NEOLE
OG0001683	sp|Q96LZ3|CANB2_HUMAN	tr|A0A1A6HYJ0|A0A1A6HYJ0_NEOLE
OG0001684	sp|P50990|TCPQ_HUMAN, sp|A6NM43|TCPQL_HUMAN, sp|Q96SF2|TCPQM_HUMAN	tr|A0A1A6GTK0|A0A1A6GTK0_NEOLE
OG0001685	sp|Q8NI36|WDR36_HUMAN	tr|A0A1A6GUD1|A0A1A6GUD1_NEOLE
OG0001685	sp|Q9BWT6|MND1_HUMAN	tr|A0A1A6FW08|A0A1A6FW08_NEOLE
OG0001686	sp|Q86VS8|HOOK3_HUMAN	tr|A0A1A6GE40|A0A1A6GE40_NEOLE
OG0001686	sp|Q9UJC3|HOOK1_HUMAN	tr|A0A1A6HBJ8|A0A1A6HBJ8_NEOLE
OG0001687	sp|O94805|ACL6B_HUMAN	tr|A0A1A6G1X3|A0A1A6G1X3_NEOLE
OG0001687	sp|O96019|ACL6A_HUMAN	tr|A0A1A6GCQ8|A0A1A6GCQ8_NEOLE
OG0001688	sp|P41597|CCR2_HUMAN	tr|A0A1A6G082|A0A1A6G082_NEOLE, tr|A0A1A6G0C6|A0A1A6G0C6_NEOLE, tr|A0A1A6GPB3|A0A1A6GPB3_NEOLE
OG0001689	sp|Q9UMS5|PHTF1_HUMAN	tr|A0A1A6GDV8|A0A1A6GDV8_NEOLE
OG0001689	sp|Q8N3S3|PHTF2_HUMAN	tr|A0A1A6GDD6|A0A1A6GDD6_NEOLE
OG0001690	sp|O00221|IKBE_HUMAN	tr|A0A1A6FZ53|A0A1A6FZ53_NEOLE, tr|A0A1A6HPK8|A0A1A6HPK8_NEOLE, tr|A0A1A6GE73|A0A1A6GE73_NEOLE
OG0001691	sp|P49840|GSK3A_HUMAN	tr|A0A1A6H2T2|A0A1A6H2T2_NEOLE
OG0001691	sp|P49841|GSK3B_HUMAN	tr|A0A1A6GZJ5|A0A1A6GZJ5_NEOLE
OG0001692	sp|Q6P1M0|S27A4_HUMAN	tr|A0A1A6HS00|A0A1A6HS00_NEOLE
OG0001692	sp|Q6PCB7|S27A1_HUMAN	tr|A0A1A6HDF3|A0A1A6HDF3_NEOLE
OG0001693	sp|Q8N1B3|CCNQ_HUMAN	tr|A0A1A6HJQ9|A0A1A6HJQ9_NEOLE, tr|A0A1A6GNS2|A0A1A6GNS2_NEOLE, tr|A0A1A6HUG2|A0A1A6HUG2_NEOLE
OG0001694	sp|O15503|INSI1_HUMAN	tr|A0A1A6HYE1|A0A1A6HYE1_NEOLE
OG0001694	sp|Q9Y5U4|INSI2_HUMAN	tr|A0A1A6H310|A0A1A6H310_NEOLE
OG0001695	sp|P46721|SO1A2_HUMAN	tr|A0A1A6G1M5|A0A1A6G1M5_NEOLE, tr|A0A1A6FSW3|A0A1A6FSW3_NEOLE, tr|A0A1A6HW26|A0A1A6HW26_NEOLE
OG0001696	sp|Q8NBQ5|DHB11_HUMAN	tr|A0A1A6FXG7|A0A1A6FXG7_NEOLE
OG0001696	sp|Q7Z5P4|DHB13_HUMAN	tr|A0A1A6FV75|A0A1A6FV75_NEOLE
OG0001697	sp|Q9GZV4|IF5A2_HUMAN	tr|A0A1A6HPY8|A0A1A6HPY8_NEOLE
OG0001697	sp|P63241|IF5A1_HUMAN	tr|A0A1A6GWM9|A0A1A6GWM9_NEOLE
OG0001698	sp|P50391|NPY4R_HUMAN, sp|P0DQD5|NPY42_HUMAN, sp|Q15761|NPY5R_HUMAN	tr|A0A1A6FWI4|A0A1A6FWI4_NEOLE
OG0001699	sp|P32297|ACHA3_HUMAN	tr|A0A1A6HPJ2|A0A1A6HPJ2_NEOLE
