Orthogroup	Homo_sapiens	Tupaia_chinensis
OG0000411	sp|Q8N7N1|F86B1_HUMAN, sp|P0C5J1|F86B2_HUMAN, sp|Q96G04|EF2KT_HUMAN, sp|Q9NVL1|F86C1_HUMAN, sp|A6NEL3|F86C2_HUMAN	tr|L9LB31|L9LB31_TUPCH
OG0000412	sp|Q9UK58|CCNL1_HUMAN, sp|Q96S94|CCNL2_HUMAN, sp|P51946|CCNH_HUMAN, sp|P24863|CCNC_HUMAN, sp|Q8N1B3|CCNQ_HUMAN	tr|L9KVI8|L9KVI8_TUPCH
OG0000413	sp|Q9BZM4|ULBP3_HUMAN, sp|Q9BZM6|ULBP1_HUMAN, sp|Q6H3X3|ULBP5_HUMAN, sp|Q5VY80|ULBP6_HUMAN, sp|Q9BZM5|ULBP2_HUMAN	tr|L9LCX3|L9LCX3_TUPCH
OG0000414	sp|P01034|CYTC_HUMAN, sp|P28325|CYTD_HUMAN, sp|P09228|CYTT_HUMAN, sp|P01036|CYTS_HUMAN, sp|P01037|CYTN_HUMAN	tr|L8YDE8|L8YDE8_TUPCH
OG0000415	sp|P48443|RXRG_HUMAN	tr|L9L7B6|L9L7B6_TUPCH
OG0000415	sp|P28702|RXRB_HUMAN	tr|L9L747|L9L747_TUPCH
OG0000415	sp|P19793|RXRA_HUMAN	tr|L8YAU3|L8YAU3_TUPCH
OG0000416	sp|P48058|GRIA4_HUMAN	tr|L9KN76|L9KN76_TUPCH
OG0000416	sp|P42263|GRIA3_HUMAN, sp|P42261|GRIA1_HUMAN, sp|P42262|GRIA2_HUMAN	tr|L8YCA3|L8YCA3_TUPCH
OG0000418	sp|Q96HP0|DOCK6_HUMAN	tr|L8YCT0|L8YCT0_TUPCH
OG0000418	sp|Q96N67|DOCK7_HUMAN	tr|L9KWC8|L9KWC8_TUPCH
OG0000418	sp|Q8NF50|DOCK8_HUMAN	tr|L9KK40|L9KK40_TUPCH
OG0000419	sp|P20036|DPA1_HUMAN	tr|L8YIA0|L8YIA0_TUPCH, tr|L8Y815|L8Y815_TUPCH, tr|L8Y6G6|L8Y6G6_TUPCH, tr|L8YBX0|L8YBX0_TUPCH, tr|L8Y3F3|L8Y3F3_TUPCH
OG0000420	sp|A8MWX3|WASH4_HUMAN, sp|Q9NQA3|WASH6_HUMAN, sp|A8K0Z3|WASH1_HUMAN, sp|Q6VEQ5|WASH2_HUMAN, sp|C4AMC7|WASH3_HUMAN	tr|L9LCK4|L9LCK4_TUPCH
OG0000421	sp|Q8TDI0|CHD5_HUMAN	tr|L9L0Y3|L9L0Y3_TUPCH
OG0000421	sp|Q14839|CHD4_HUMAN	tr|L8Y5W7|L8Y5W7_TUPCH
OG0000421	sp|Q12873|CHD3_HUMAN	tr|L9KQZ1|L9KQZ1_TUPCH
OG0000422	sp|P21506|ZNF10_HUMAN, sp|Q6NX49|ZN544_HUMAN, sp|Q8NC26|ZN114_HUMAN, sp|Q86TJ5|ZN554_HUMAN, sp|A8MT65|ZN891_HUMAN	tr|L9KW97|L9KW97_TUPCH
OG0000423	sp|O60359|CCG3_HUMAN	tr|L9KTY5|L9KTY5_TUPCH
OG0000423	sp|Q9UBN1|CCG4_HUMAN, sp|Q8WXS5|CCG8_HUMAN, sp|Q9Y698|CCG2_HUMAN	tr|L9JPC4|L9JPC4_TUPCH
OG0000425	sp|Q14315|FLNC_HUMAN	tr|L9KY46|L9KY46_TUPCH
OG0000425	sp|P21333|FLNA_HUMAN	tr|L8Y532|L8Y532_TUPCH
OG0000425	sp|O75369|FLNB_HUMAN	tr|L8Y2H8|L8Y2H8_TUPCH
OG0000426	sp|Q8WWU5|TCP11_HUMAN	tr|L9L456|L9L456_TUPCH
OG0000426	sp|Q8N4U5|T11L2_HUMAN, sp|Q5H9J9|T11X2_HUMAN, sp|B4DZS4|T11X1_HUMAN	tr|L8Y5T8|L8Y5T8_TUPCH
OG0000427	sp|Q9BR76|COR1B_HUMAN	tr|L8Y3B3|L8Y3B3_TUPCH
OG0000427	sp|Q6QEF8|CORO6_HUMAN	tr|L8YAX3|L8YAX3_TUPCH
OG0000427	sp|Q9ULV4|COR1C_HUMAN	tr|L9KMV9|L9KMV9_TUPCH
OG0000429	sp|O00555|CAC1A_HUMAN	tr|L8YGP0|L8YGP0_TUPCH
OG0000429	sp|Q00975|CAC1B_HUMAN	tr|L8YDQ4|L8YDQ4_TUPCH
OG0000429	sp|Q15878|CAC1E_HUMAN	tr|L9LAV7|L9LAV7_TUPCH
OG0000430	sp|Q8NGT5|OR9A2_HUMAN	tr|L9L619|L9L619_TUPCH
OG0000430	sp|Q8NGU2|OR9A4_HUMAN	tr|L9L0X6|L9L0X6_TUPCH
OG0000430	sp|Q8NGU1|OR9A1_HUMAN	tr|L9L275|L9L275_TUPCH
OG0000432	sp|P48960|AGRE5_HUMAN, sp|Q9UHX3|AGRE2_HUMAN, sp|Q9BY15|AGRE3_HUMAN, sp|Q14246|AGRE1_HUMAN, sp|Q86SQ3|AGRE4_HUMAN	tr|L8YGX4|L8YGX4_TUPCH
OG0000433	sp|P08754|GNAI3_HUMAN	tr|L9KVY5|L9KVY5_TUPCH
OG0000433	sp|P04899|GNAI2_HUMAN, sp|P19086|GNAZ_HUMAN, sp|P63096|GNAI1_HUMAN	tr|L9KFW2|L9KFW2_TUPCH
OG0000434	sp|P21796|VDAC1_HUMAN, sp|P45880|VDAC2_HUMAN	tr|L9L1L8|L9L1L8_TUPCH, tr|L9L4E6|L9L4E6_TUPCH, tr|L9K508|L9K508_TUPCH, tr|L8YAN7|L8YAN7_TUPCH
OG0000435	sp|P11166|GTR1_HUMAN	tr|L9KHH2|L9KHH2_TUPCH
OG0000435	sp|P11168|GTR2_HUMAN, sp|Q8TDB8|GTR14_HUMAN, sp|P11169|GTR3_HUMAN	tr|L9KY20|L9KY20_TUPCH
OG0000436	sp|Q92918|M4K1_HUMAN	tr|L8YCI7|L8YCI7_TUPCH
OG0000436	sp|Q9Y4K4|M4K5_HUMAN, sp|Q8IVH8|M4K3_HUMAN, sp|Q12851|M4K2_HUMAN	tr|L9KV93|L9KV93_TUPCH
OG0000437	sp|P05455|LA_HUMAN	tr|L9KYV8|L9KYV8_TUPCH, tr|L9KH86|L9KH86_TUPCH, tr|L9KR53|L9KR53_TUPCH, tr|L9L0B1|L9L0B1_TUPCH, tr|L8Y5F4|L8Y5F4_TUPCH
OG0000438	sp|P30711|GSTT1_HUMAN	tr|L9JKE7|L9JKE7_TUPCH
OG0000438	sp|P0CG30|GSTT2_HUMAN, sp|P0CG29|GST2_HUMAN	tr|L9LC20|L9LC20_TUPCH, tr|L9LFI5|L9LFI5_TUPCH
OG0000439	sp|Q8NB49|AT11C_HUMAN	tr|L9JD67|L9JD67_TUPCH
OG0000439	sp|P98196|AT11A_HUMAN	tr|L9JAF9|L9JAF9_TUPCH
OG0000439	sp|Q9Y2G3|AT11B_HUMAN	tr|L9KVV1|L9KVV1_TUPCH
OG0000440	sp|A0A0B4J1Y8|LV949_HUMAN	tr|L9J9M0|L9J9M0_TUPCH
OG0000440	sp|A0A075B6K6|LV403_HUMAN, sp|A0A075B6I1|LV460_HUMAN, sp|A0A075B6H9|LV469_HUMAN	tr|L8Y519|L8Y519_TUPCH
OG0000441	sp|P01298|PAHO_HUMAN, sp|Q9NRI6|PYY2_HUMAN, sp|Q5JQD4|PYY3_HUMAN, sp|P10082|PYY_HUMAN, sp|P01303|NPY_HUMAN	tr|L8YB45|L8YB45_TUPCH
OG0000442	sp|Q15744|CEBPE_HUMAN, sp|P49715|CEBPA_HUMAN, sp|P49716|CEBPD_HUMAN, sp|P53567|CEBPG_HUMAN, sp|P17676|CEBPB_HUMAN	tr|L9L3B8|L9L3B8_TUPCH
OG0000443	sp|P12829|MYL4_HUMAN	tr|L9JBX3|L9JBX3_TUPCH
OG0000443	sp|P60660|MYL6_HUMAN, sp|P14649|MYL6B_HUMAN, sp|P08590|MYL3_HUMAN	tr|L8Y403|L8Y403_TUPCH
OG0000444	sp|P80098|CCL7_HUMAN, sp|P80075|CCL8_HUMAN, sp|Q99616|CCL13_HUMAN, sp|P13500|CCL2_HUMAN, sp|P51671|CCL11_HUMAN	tr|L9KGU8|L9KGU8_TUPCH
OG0000445	sp|P98179|RBM3_HUMAN	tr|L8YBI1|L8YBI1_TUPCH, tr|L9KIG7|L9KIG7_TUPCH, tr|L9L2F5|L9L2F5_TUPCH, tr|L9KZK3|L9KZK3_TUPCH, tr|L9KQ13|L9KQ13_TUPCH
OG0000446	sp|Q15365|PCBP1_HUMAN	tr|L9KMV5|L9KMV5_TUPCH
OG0000446	sp|P57721|PCBP3_HUMAN	tr|L8Y8Y8|L8Y8Y8_TUPCH
OG0000446	sp|Q15366|PCBP2_HUMAN	tr|L8Y259|L8Y259_TUPCH
OG0000447	sp|Q96GD4|AURKB_HUMAN, sp|Q9UQB9|AURKC_HUMAN, sp|Q6P3W7|SCYL2_HUMAN, sp|O14965|AURKA_HUMAN	tr|L8Y7P3|L8Y7P3_TUPCH, tr|L9L8H7|L9L8H7_TUPCH
OG0000449	sp|B5MCN3|S14L6_HUMAN	tr|L9KV22|L9KV22_TUPCH
OG0000449	sp|Q9UDX4|S14L3_HUMAN, sp|O76054|S14L2_HUMAN, sp|Q9UDX3|S14L4_HUMAN	tr|L9KZI3|L9KZI3_TUPCH
OG0000450	sp|P51993|FUT6_HUMAN, sp|Q11128|FUT5_HUMAN, sp|P21217|FUT3_HUMAN, sp|P22083|FUT4_HUMAN, sp|Q11130|FUT7_HUMAN	tr|L8YDS7|L8YDS7_TUPCH
OG0000451	sp|Q14410|GLPK2_HUMAN	tr|L9KN75|L9KN75_TUPCH
OG0000451	sp|Q14409|GLPK3_HUMAN, sp|P32189|GLPK_HUMAN, sp|Q6ZS86|GLPK5_HUMAN	tr|L9JCL0|L9JCL0_TUPCH
OG0000452	sp|Q9UKE5|TNIK_HUMAN	tr|L9KEJ5|L9KEJ5_TUPCH
OG0000452	sp|Q8N4C8|MINK1_HUMAN	tr|L9KL15|L9KL15_TUPCH
OG0000452	sp|O95819|M4K4_HUMAN	tr|L8Y930|L8Y930_TUPCH
OG0000453	sp|P10588|NR2F6_HUMAN, sp|Q9Y5X4|NR2E3_HUMAN	tr|L8Y832|L8Y832_TUPCH
OG0000453	sp|P10589|COT1_HUMAN, sp|P24468|COT2_HUMAN	tr|L9LAG5|L9LAG5_TUPCH
OG0000454	sp|O14983|AT2A1_HUMAN	tr|L9KV97|L9KV97_TUPCH
OG0000454	sp|P16615|AT2A2_HUMAN	tr|L9KSS4|L9KSS4_TUPCH
OG0000454	sp|Q93084|AT2A3_HUMAN	tr|L8YA00|L8YA00_TUPCH
OG0000455	sp|P13497|BMP1_HUMAN	tr|L9JR85|L9JR85_TUPCH
OG0000455	sp|Q9Y6L7|TLL2_HUMAN	tr|L9JG57|L9JG57_TUPCH
OG0000455	sp|O43897|TLL1_HUMAN	tr|L9LBW3|L9LBW3_TUPCH
OG0000456	tr|A0A2R8YED5|A0A2R8YED5_HUMAN	tr|L8Y948|L8Y948_TUPCH, tr|L8Y744|L8Y744_TUPCH, tr|L8Y3P0|L8Y3P0_TUPCH, tr|L8Y7E1|L8Y7E1_TUPCH, tr|L8Y397|L8Y397_TUPCH
OG0000457	sp|P62820|RAB1A_HUMAN	tr|L8Y3D9|L8Y3D9_TUPCH
OG0000457	sp|Q92928|RAB1C_HUMAN, sp|Q9H0U4|RAB1B_HUMAN, sp|Q9H0B6|KLC2_HUMAN	tr|L8Y053|L8Y053_TUPCH
OG0000458	sp|O60568|PLOD3_HUMAN	tr|L9K4V7|L9K4V7_TUPCH
OG0000458	sp|Q02809|PLOD1_HUMAN	tr|L9L1L1|L9L1L1_TUPCH
OG0000458	sp|O00469|PLOD2_HUMAN	tr|L8Y510|L8Y510_TUPCH
OG0000459	sp|Q6ZMW3|EMAL6_HUMAN	tr|L9JFU0|L9JFU0_TUPCH
OG0000459	sp|Q96KV7|WDR90_HUMAN	tr|L9K2E2|L9K2E2_TUPCH
OG0000459	sp|Q05BV3|EMAL5_HUMAN	tr|L9JHZ1|L9JHZ1_TUPCH
OG0000460	sp|Q07020|RL18_HUMAN	tr|L9J9H2|L9J9H2_TUPCH, tr|L9JC33|L9JC33_TUPCH, tr|L9JH64|L9JH64_TUPCH, tr|L9L6X9|L9L6X9_TUPCH, tr|L9KU41|L9KU41_TUPCH
OG0000461	sp|Q9H2H9|S38A1_HUMAN	tr|L8Y8L2|L8Y8L2_TUPCH
OG0000461	sp|Q08AI6|S38AB_HUMAN, sp|Q8IZM9|S38A6_HUMAN, sp|Q969I6|S38A4_HUMAN	tr|L8Y2S6|L8Y2S6_TUPCH
OG0000462	sp|Q13613|MTMR1_HUMAN	tr|L8Y3F7|L8Y3F7_TUPCH
OG0000462	sp|Q13496|MTM1_HUMAN	tr|L8Y3Q4|L8Y3Q4_TUPCH
OG0000462	sp|Q13614|MTMR2_HUMAN	tr|L8YBD3|L8YBD3_TUPCH
OG0000463	sp|Q9Y2H9|MAST1_HUMAN	tr|L8YGM4|L8YGM4_TUPCH
OG0000463	sp|Q6P0Q8|MAST2_HUMAN	tr|L8YCK0|L8YCK0_TUPCH
OG0000463	sp|O60307|MAST3_HUMAN	tr|L9KW52|L9KW52_TUPCH
OG0000464	sp|Q7KZI7|MARK2_HUMAN	tr|L9KQS6|L9KQS6_TUPCH
OG0000464	sp|Q9P0L2|MARK1_HUMAN, sp|P27448|MARK3_HUMAN, sp|Q96L34|MARK4_HUMAN	tr|L9LBJ0|L9LBJ0_TUPCH
OG0000465	sp|Q8NGL9|OR4CG_HUMAN	tr|L9JDU8|L9JDU8_TUPCH, tr|L8Y9H4|L8Y9H4_TUPCH
OG0000465	sp|Q6IEV9|OR4CB_HUMAN	tr|L9KV33|L9KV33_TUPCH, tr|L9JDU3|L9JDU3_TUPCH
OG0000467	sp|P35030|TRY3_HUMAN, sp|Q8NHM4|TRY6_HUMAN, sp|P07477|TRY1_HUMAN, sp|P07478|TRY2_HUMAN	tr|L9L2C2|L9L2C2_TUPCH, tr|L9L0Y1|L9L0Y1_TUPCH
OG0000468	sp|P40426|PBX3_HUMAN	tr|L9KLP6|L9KLP6_TUPCH
OG0000468	sp|P40424|PBX1_HUMAN, sp|P40425|PBX2_HUMAN	tr|L9L7P4|L9L7P4_TUPCH, tr|L9KGN9|L9KGN9_TUPCH
OG0000469	sp|O14522|PTPRT_HUMAN	tr|L9KV19|L9KV19_TUPCH
OG0000469	sp|P28827|PTPRM_HUMAN, sp|Q92729|PTPRU_HUMAN, sp|Q15262|PTPRK_HUMAN	tr|L9L2W1|L9L2W1_TUPCH
OG0000470	sp|P33176|KINH_HUMAN	tr|L9JCX1|L9JCX1_TUPCH
OG0000470	sp|O60282|KIF5C_HUMAN	tr|L9JIR0|L9JIR0_TUPCH
OG0000470	sp|Q12840|KIF5A_HUMAN	tr|L8XZ93|L8XZ93_TUPCH
OG0000471	sp|Q7Z3S7|CA2D4_HUMAN	tr|L8YDN8|L8YDN8_TUPCH
OG0000471	sp|Q8IZS8|CA2D3_HUMAN	tr|L9L6Q4|L9L6Q4_TUPCH, tr|L9L5R8|L9L5R8_TUPCH, tr|L9L5I7|L9L5I7_TUPCH
OG0000472	sp|Q5VWQ8|DAB2P_HUMAN	tr|L9KPK2|L9KPK2_TUPCH
OG0000472	sp|Q9UJF2|NGAP_HUMAN	tr|L9L7G4|L9L7G4_TUPCH, tr|L9L6W6|L9L6W6_TUPCH, tr|L9LAS3|L9LAS3_TUPCH
OG0000473	sp|Q9UKD2|MRT4_HUMAN	tr|L9L1D6|L9L1D6_TUPCH, tr|L9KPR8|L9KPR8_TUPCH, tr|L9KX89|L9KX89_TUPCH, tr|L9JEK4|L9JEK4_TUPCH, tr|L9KBI5|L9KBI5_TUPCH
OG0000474	sp|O75962|TRIO_HUMAN	tr|L8YAV3|L8YAV3_TUPCH
OG0000474	sp|O60229|KALRN_HUMAN	tr|L9KGN2|L9KGN2_TUPCH, tr|L8Y706|L8Y706_TUPCH, tr|L9KKG6|L9KKG6_TUPCH
OG0000475	tr|A0A2R8YF49|A0A2R8YF49_HUMAN, sp|Q12774|ARHG5_HUMAN, tr|A0A2R8YFR7|A0A2R8YFR7_HUMAN, tr|A0A5F9ZGZ6|A0A5F9ZGZ6_HUMAN, sp|A5YM69|ARG35_HUMAN	tr|L9LG55|L9LG55_TUPCH
OG0000476	sp|O95477|ABCA1_HUMAN	tr|L9KPB0|L9KPB0_TUPCH
OG0000476	sp|P78363|ABCA4_HUMAN	tr|L8Y6T0|L8Y6T0_TUPCH
OG0000476	sp|Q8IZY2|ABCA7_HUMAN	tr|L8Y2Q9|L8Y2Q9_TUPCH
OG0000477	sp|Q7Z6B7|SRGP1_HUMAN	tr|L9KHK0|L9KHK0_TUPCH
OG0000477	sp|P0DMP2|SRG2B_HUMAN, sp|P0DJJ0|SRG2C_HUMAN, sp|O75044|SRGP2_HUMAN	tr|L9JFH6|L9JFH6_TUPCH
OG0000478	sp|Q8NGF8|OR4B1_HUMAN	tr|L9L224|L9L224_TUPCH, tr|L9JEM2|L9JEM2_TUPCH, tr|L8Y065|L8Y065_TUPCH, tr|L8Y2G4|L8Y2G4_TUPCH, tr|L9KSG7|L9KSG7_TUPCH
OG0000479	sp|P15121|ALDR_HUMAN	tr|L9L160|L9L160_TUPCH
OG0000479	sp|O60218|AK1BA_HUMAN, sp|C9JRZ8|AK1BF_HUMAN	tr|L9L1E8|L9L1E8_TUPCH, tr|L9L5T1|L9L5T1_TUPCH
OG0000480	sp|Q9NZI7|UBIP1_HUMAN	tr|L8Y360|L8Y360_TUPCH
OG0000480	sp|Q9NZI6|TF2L1_HUMAN	tr|L8Y1Q2|L8Y1Q2_TUPCH
OG0000480	sp|Q12800|TFCP2_HUMAN	tr|L9JXD3|L9JXD3_TUPCH
OG0000481	sp|Q4V339|ZNG1F_HUMAN, sp|Q5JTY5|ZNG1C_HUMAN, sp|Q5RIA9|ZNG1E_HUMAN, sp|Q8IUF1|ZNG1B_HUMAN, sp|Q9BRT8|ZNG1A_HUMAN	tr|L9KKU5|L9KKU5_TUPCH
OG0000484	sp|Q9NZN1|IRPL1_HUMAN, sp|Q9NP60|IRPL2_HUMAN, sp|O95256|I18RA_HUMAN, sp|Q13478|IL18R_HUMAN, sp|P14778|IL1R1_HUMAN	tr|L9JCG1|L9JCG1_TUPCH
OG0000485	sp|Q9Y2Q0|AT8A1_HUMAN	tr|L9KE44|L9KE44_TUPCH
OG0000485	sp|Q9NTI2|AT8A2_HUMAN	tr|L9JF49|L9JF49_TUPCH, tr|L9JBF8|L9JBF8_TUPCH, tr|L9JAJ0|L9JAJ0_TUPCH
OG0000486	sp|Q01081|U2AF1_HUMAN	tr|L8Y1S7|L8Y1S7_TUPCH
OG0000486	sp|Q8WU68|U2AF4_HUMAN	tr|L8Y6B5|L8Y6B5_TUPCH, tr|L8XZ81|L8XZ81_TUPCH, tr|L8Y860|L8Y860_TUPCH
OG0000487	sp|Q8N6G5|CGAT2_HUMAN	tr|L9KUX0|L9KUX0_TUPCH
OG0000487	sp|Q8TDX6|CGAT1_HUMAN	tr|L9JU89|L9JU89_TUPCH, tr|L9JQG3|L9JQG3_TUPCH, tr|L9JJF9|L9JJF9_TUPCH
OG0000489	sp|P0DN82|O12D1_HUMAN, sp|P58182|O12D2_HUMAN, sp|Q8NGR2|OR1L6_HUMAN, sp|Q8NGR5|OR1L4_HUMAN	tr|L9JDU6|L9JDU6_TUPCH, tr|L9JDZ7|L9JDZ7_TUPCH
OG0000490	sp|Q6GPI1|CTRB2_HUMAN, sp|P17538|CTRB1_HUMAN	tr|L9KPE0|L9KPE0_TUPCH, tr|L9KJT7|L9KJT7_TUPCH
OG0000490	sp|P40313|CTRL_HUMAN	tr|L9JJ58|L9JJ58_TUPCH
OG0000491	sp|P55795|HNRH2_HUMAN, sp|P31943|HNRH1_HUMAN, sp|P31942|HNRH3_HUMAN, sp|Q12849|GRSF1_HUMAN, sp|P52597|HNRPF_HUMAN	tr|L9KZZ6|L9KZZ6_TUPCH
OG0000492	sp|O15264|MK13_HUMAN	tr|L9KUI6|L9KUI6_TUPCH
OG0000492	sp|P53778|MK12_HUMAN, sp|Q15759|MK11_HUMAN, sp|Q16539|MK14_HUMAN	tr|L9KT81|L9KT81_TUPCH
OG0000493	sp|P14770|GPIX_HUMAN, sp|O15335|CHAD_HUMAN, sp|Q7Z2Q7|LRR70_HUMAN, sp|Q8N967|LRTM2_HUMAN, sp|Q9HBL6|LRTM1_HUMAN	tr|L8Y5D6|L8Y5D6_TUPCH
OG0000494	sp|P35241|RADI_HUMAN	tr|L9KN68|L9KN68_TUPCH
OG0000494	sp|P26038|MOES_HUMAN	tr|L8YDD2|L8YDD2_TUPCH
OG0000494	sp|P15311|EZRI_HUMAN	tr|L9K085|L9K085_TUPCH
OG0000495	sp|P50395|GDIB_HUMAN	tr|L9KQH8|L9KQH8_TUPCH, tr|L9L7Z8|L9L7Z8_TUPCH, tr|L9LD41|L9LD41_TUPCH
OG0000495	sp|P31150|GDIA_HUMAN	tr|L8Y527|L8Y527_TUPCH
OG0000496	sp|P51795|CLCN5_HUMAN	tr|L8YDS8|L8YDS8_TUPCH
OG0000496	sp|P51790|CLCN3_HUMAN	tr|L9L984|L9L984_TUPCH
OG0000496	sp|P51793|CLCN4_HUMAN	tr|L8YBI7|L8YBI7_TUPCH
OG0000498	sp|Q92478|CLC2B_HUMAN, sp|Q9UHP7|CLC2D_HUMAN, sp|Q6UVW9|CLC2A_HUMAN	tr|L8YBJ6|L8YBJ6_TUPCH
OG0000498	sp|Q07108|CD69_HUMAN	tr|L9LCK9|L9LCK9_TUPCH
OG0000499	sp|Q13554|KCC2B_HUMAN	tr|L8Y5U9|L8Y5U9_TUPCH
OG0000499	sp|Q13555|KCC2G_HUMAN, sp|Q13557|KCC2D_HUMAN, sp|Q9UQM7|KCC2A_HUMAN	tr|L9KSZ7|L9KSZ7_TUPCH
OG0000500	sp|Q9HCJ5|ZSWM6_HUMAN	tr|L9KYL5|L9KYL5_TUPCH
OG0000500	sp|Q9P217|ZSWM5_HUMAN	tr|L9KM00|L9KM00_TUPCH
OG0000500	sp|Q9H7M6|ZSWM4_HUMAN	tr|L8YGP5|L8YGP5_TUPCH
OG0000501	sp|Q14CN2|CLCA4_HUMAN	tr|L8Y5H4|L8Y5H4_TUPCH
OG0000501	sp|Q9UQC9|CLCA2_HUMAN, sp|Q9Y6N3|CLCA3_HUMAN, sp|A8K7I4|CLCA1_HUMAN	tr|L8Y799|L8Y799_TUPCH
OG0000502	sp|Q9UBD0|HSFX1_HUMAN, sp|Q96LI6|HSFY1_HUMAN, sp|A0A1B0GWH4|HSFX3_HUMAN, sp|A0A1B0GTS1|HSFX4_HUMAN, sp|Q4G112|HSF5_HUMAN	tr|L8Y3J0|L8Y3J0_TUPCH
OG0000503	sp|P30050|RL12_HUMAN	tr|L8Y8E1|L8Y8E1_TUPCH, tr|L9KXE7|L9KXE7_TUPCH, tr|L9KQ95|L9KQ95_TUPCH, tr|L9LD43|L9LD43_TUPCH, tr|L9KLN4|L9KLN4_TUPCH
OG0000504	sp|Q86UP3|ZFHX4_HUMAN	tr|L9JAD4|L9JAD4_TUPCH
OG0000504	sp|Q15911|ZFHX3_HUMAN	tr|L9KJG1|L9KJG1_TUPCH, tr|L9KJY1|L9KJY1_TUPCH, tr|L9KK05|L9KK05_TUPCH
OG0000505	sp|Q8NH73|OR4S2_HUMAN	tr|L9JI41|L9JI41_TUPCH
OG0000505	sp|Q8NGF9|OR4X2_HUMAN	tr|L9KPY4|L9KPY4_TUPCH, tr|L8Y069|L8Y069_TUPCH, tr|L8Y3U0|L8Y3U0_TUPCH
OG0000506	sp|Q15173|2A5B_HUMAN	tr|L9KQV8|L9KQV8_TUPCH
OG0000506	sp|Q13362|2A5G_HUMAN, sp|Q15172|2A5A_HUMAN, sp|Q16537|2A5E_HUMAN	tr|L9L7D0|L9L7D0_TUPCH
OG0000507	sp|A8K979|ERI2_HUMAN	tr|L9JWX1|L9JWX1_TUPCH, tr|L9L3R3|L9L3R3_TUPCH
OG0000507	sp|Q8IV48|ERI1_HUMAN, sp|O43414|ERI3_HUMAN	tr|L9KLZ1|L9KLZ1_TUPCH
OG0000508	sp|P15531|NDKA_HUMAN, sp|Q13232|NDK3_HUMAN, sp|O00746|NDKM_HUMAN	tr|L9KIC6|L9KIC6_TUPCH, tr|L9KSY8|L9KSY8_TUPCH, tr|L9KMM6|L9KMM6_TUPCH
OG0000509	sp|P07315|CRGC_HUMAN, sp|P07320|CRGD_HUMAN, sp|P22914|CRYGS_HUMAN, sp|P07316|CRGB_HUMAN, sp|P11844|CRGA_HUMAN	tr|L9L796|L9L796_TUPCH
OG0000510	sp|Q03052|PO3F1_HUMAN	tr|L9JC87|L9JC87_TUPCH
OG0000510	sp|P20264|PO3F3_HUMAN, sp|P20265|PO3F2_HUMAN, sp|P49335|PO3F4_HUMAN	tr|L8YBR2|L8YBR2_TUPCH
OG0000511	sp|P23415|GLRA1_HUMAN	tr|L9KPF0|L9KPF0_TUPCH
OG0000511	sp|P23416|GLRA2_HUMAN	tr|L8YFY0|L8YFY0_TUPCH
OG0000511	sp|O75311|GLRA3_HUMAN	tr|L8Y9X7|L8Y9X7_TUPCH
OG0000512	sp|A0A087X1C5|CP2D7_HUMAN, tr|A0A1B0GTQ1|A0A1B0GTQ1_HUMAN, sp|P10635|CP2D6_HUMAN, tr|A0A0G2JQZ4|A0A0G2JQZ4_HUMAN	tr|L9KTA6|L9KTA6_TUPCH, tr|L9KNU1|L9KNU1_TUPCH
OG0000513	sp|Q8NH04|O2T27_HUMAN, sp|P0C7T2|OR2T7_HUMAN	tr|L9KXA2|L9KXA2_TUPCH, tr|L9LBC2|L9LBC2_TUPCH, tr|L9KVI9|L9KVI9_TUPCH, tr|L8YB24|L8YB24_TUPCH
OG0000514	sp|P11217|PYGM_HUMAN	tr|L9KQ73|L9KQ73_TUPCH
OG0000514	sp|P06737|PYGL_HUMAN	tr|L9J8X4|L9J8X4_TUPCH
OG0000514	sp|P11216|PYGB_HUMAN	tr|L8YD23|L8YD23_TUPCH
OG0000515	sp|P32418|NAC1_HUMAN	tr|L9L9N8|L9L9N8_TUPCH
OG0000515	sp|P57103|NAC3_HUMAN, sp|Q9UPR5|NAC2_HUMAN	tr|L9L933|L9L933_TUPCH, tr|L9L994|L9L994_TUPCH
OG0000516	sp|Q9UMR2|DD19B_HUMAN	tr|L9KJD1|L9KJD1_TUPCH, tr|L9KJU8|L9KJU8_TUPCH
OG0000516	sp|Q9NUU7|DD19A_HUMAN, sp|Q9UHL0|DDX25_HUMAN	tr|L9LC23|L9LC23_TUPCH
OG0000517	sp|P14207|FOLR2_HUMAN	tr|L9LAB8|L9LAB8_TUPCH
OG0000517	sp|P41439|FOLR3_HUMAN, sp|A6ND01|JUNO_HUMAN, sp|P15328|FOLR1_HUMAN	tr|L9LDL7|L9LDL7_TUPCH
OG0000518	sp|Q9P265|DIP2B_HUMAN	tr|L8Y701|L8Y701_TUPCH
OG0000518	sp|Q14689|DIP2A_HUMAN	tr|L8YE47|L8YE47_TUPCH
OG0000518	sp|Q9Y2E4|DIP2C_HUMAN	tr|L9LD50|L9LD50_TUPCH
OG0000519	sp|P20702|ITAX_HUMAN	tr|L9KU25|L9KU25_TUPCH
OG0000519	sp|Q13349|ITAD_HUMAN	tr|L9KTQ3|L9KTQ3_TUPCH
OG0000519	sp|P11215|ITAM_HUMAN	tr|L9KYS4|L9KYS4_TUPCH
