Orthogroup	Homo_sapiens	Fukomys_damarensis
OG0000027	sp|Q9GZM6|OR8D2_HUMAN	tr|A0A091E7E7|A0A091E7E7_FUKDA, tr|A0A091CLC0|A0A091CLC0_FUKDA, tr|A0A091CQJ5|A0A091CQJ5_FUKDA, tr|A0A091CLB7|A0A091CLB7_FUKDA, tr|A0A091DZW2|A0A091DZW2_FUKDA, tr|A0A091CQI6|A0A091CQI6_FUKDA, tr|A0A091DV51|A0A091DV51_FUKDA, tr|A0A091CPL3|A0A091CPL3_FUKDA, tr|A0A091EKB6|A0A091EKB6_FUKDA, tr|A0A091EKC1|A0A091EKC1_FUKDA, tr|A0A091DY25|A0A091DY25_FUKDA, tr|A0A091E7B5|A0A091E7B5_FUKDA, tr|A0A091DY21|A0A091DY21_FUKDA, tr|A0A091D9P4|A0A091D9P4_FUKDA, tr|A0A091CLB3|A0A091CLB3_FUKDA, tr|A0A091D9R1|A0A091D9R1_FUKDA, tr|A0A091CLC3|A0A091CLC3_FUKDA, tr|A0A091CPM5|A0A091CPM5_FUKDA, tr|A0A091CQJ0|A0A091CQJ0_FUKDA, tr|A0A091CNJ3|A0A091CNJ3_FUKDA, tr|A0A091DJY7|A0A091DJY7_FUKDA, tr|A0A091CPL7|A0A091CPL7_FUKDA, tr|A0A091CQJ8|A0A091CQJ8_FUKDA, tr|A0A091CNI9|A0A091CNI9_FUKDA, tr|A0A091CNJ7|A0A091CNJ7_FUKDA, tr|A0A091CPM9|A0A091CPM9_FUKDA, tr|A0A091E8B9|A0A091E8B9_FUKDA, tr|A0A091CNI5|A0A091CNI5_FUKDA, tr|A0A091D9Q5|A0A091D9Q5_FUKDA
OG0000028	sp|Q3SY52|ZIK1_HUMAN	tr|A0A091ELJ7|A0A091ELJ7_FUKDA
OG0000028	sp|Q13398|ZN211_HUMAN	tr|A0A091DWE6|A0A091DWE6_FUKDA
OG0000028	sp|Q9Y2P7|ZN256_HUMAN, sp|Q9H707|ZN552_HUMAN, sp|E7ETH6|Z587B_HUMAN, sp|B7Z6K7|ZN814_HUMAN, sp|Q8TF45|ZN418_HUMAN, sp|Q96SQ5|ZN587_HUMAN, sp|Q8TAU3|ZN417_HUMAN, sp|Q68DI1|ZN776_HUMAN, sp|Q13106|ZN154_HUMAN, sp|Q9NXT0|ZN586_HUMAN	tr|A0A091E170|A0A091E170_FUKDA
OG0000030	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A091DKZ3|A0A091DKZ3_FUKDA
OG0000030	sp|Q96RD2|O52B2_HUMAN	tr|A0A091D194|A0A091D194_FUKDA
OG0000030	sp|Q8NGI2|O52N4_HUMAN	tr|A0A091DKY8|A0A091DKY8_FUKDA
OG0000030	sp|Q8NH53|O52N1_HUMAN	tr|A0A091DKD4|A0A091DKD4_FUKDA
OG0000030	sp|Q8NH56|O52N5_HUMAN	tr|A0A091D1A2|A0A091D1A2_FUKDA
OG0000030	sp|Q8NGI0|O52N2_HUMAN	tr|A0A091DIP8|A0A091DIP8_FUKDA, tr|A0A091CY74|A0A091CY74_FUKDA, tr|A0A091E749|A0A091E749_FUKDA
OG0000031	sp|Q5JVG2|ZN484_HUMAN	tr|A0A091DCL2|A0A091DCL2_FUKDA
OG0000031	sp|P51814|ZNF41_HUMAN, sp|P51508|ZNF81_HUMAN, sp|Q9Y473|ZN175_HUMAN, sp|Q2M218|ZN630_HUMAN, sp|Q96RE9|ZN300_HUMAN, sp|Q9BSK1|ZN577_HUMAN, sp|Q96PE6|ZIM3_HUMAN, sp|Q3ZCX4|ZN568_HUMAN, sp|Q5MCW4|ZN569_HUMAN, sp|Q6ZN11|ZN793_HUMAN, sp|Q2M3X9|ZN674_HUMAN, sp|Q5JUW0|KRBX4_HUMAN, sp|P51523|ZNF84_HUMAN, sp|P17030|ZNF25_HUMAN, sp|Q9HCZ1|ZN334_HUMAN, sp|B1APH4|ZN487_HUMAN, sp|Q06732|ZN33B_HUMAN, sp|Q06730|ZN33A_HUMAN, sp|Q8NDW4|ZN248_HUMAN, sp|Q4V348|Z658B_HUMAN, sp|Q5TYW1|ZN658_HUMAN, sp|Q9Y2H8|ZN510_HUMAN, sp|Q6ZMW2|ZN782_HUMAN, sp|P17014|ZNF12_HUMAN, sp|Q9NYW8|RBAK_HUMAN	tr|A0A091CPQ8|A0A091CPQ8_FUKDA
OG0000032	sp|Q05513|KPCZ_HUMAN	tr|A0A091DNE0|A0A091DNE0_FUKDA
OG0000032	sp|P41743|KPCI_HUMAN	tr|A0A091DYV8|A0A091DYV8_FUKDA, tr|A0A091E0G1|A0A091E0G1_FUKDA, tr|A0A091D7N2|A0A091D7N2_FUKDA, tr|A0A091DUN0|A0A091DUN0_FUKDA, tr|A0A091D7K7|A0A091D7K7_FUKDA, tr|A0A091DPV6|A0A091DPV6_FUKDA, tr|A0A091DKA9|A0A091DKA9_FUKDA, tr|A0A091E3F5|A0A091E3F5_FUKDA, tr|A0A091D312|A0A091D312_FUKDA, tr|A0A091ER03|A0A091ER03_FUKDA, tr|A0A091E1C9|A0A091E1C9_FUKDA, tr|A0A091D5Y5|A0A091D5Y5_FUKDA, tr|A0A091DIM5|A0A091DIM5_FUKDA, tr|A0A091CS27|A0A091CS27_FUKDA, tr|A0A091EMH8|A0A091EMH8_FUKDA, tr|A0A091CPC1|A0A091CPC1_FUKDA, tr|A0A091D325|A0A091D325_FUKDA, tr|A0A091DMQ4|A0A091DMQ4_FUKDA, tr|A0A091CT34|A0A091CT34_FUKDA, tr|A0A091CMN6|A0A091CMN6_FUKDA, tr|A0A091DZ02|A0A091DZ02_FUKDA, tr|A0A091DXB5|A0A091DXB5_FUKDA, tr|A0A091CR54|A0A091CR54_FUKDA, tr|A0A091DHP7|A0A091DHP7_FUKDA
OG0000033	sp|P59540|T2R46_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59541|T2R30_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P59542|T2R19_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59544|T2R50_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|P59533|T2R38_HUMAN, sp|P59536|T2R41_HUMAN, sp|P59551|T2R60_HUMAN, sp|Q9NYV7|T2R16_HUMAN, sp|Q9NYW7|TA2R1_HUMAN, sp|P59534|T2R39_HUMAN, sp|P59535|T2R40_HUMAN, sp|Q9NYW5|TA2R4_HUMAN, sp|Q9NYW4|TA2R5_HUMAN, sp|Q7RTR8|T2R42_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q9NYW1|TA2R9_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|Q9NYW3|TA2R7_HUMAN	tr|A0A091DQA1|A0A091DQA1_FUKDA
OG0000034	sp|Q8NH19|O10AG_HUMAN	tr|A0A091E5D3|A0A091E5D3_FUKDA, tr|A0A091E3L6|A0A091E3L6_FUKDA, tr|A0A091DSS6|A0A091DSS6_FUKDA, tr|A0A091E0P4|A0A091E0P4_FUKDA
OG0000034	sp|Q9H209|O10A4_HUMAN	tr|A0A091D6B8|A0A091D6B8_FUKDA
OG0000034	sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN	tr|A0A091CMV0|A0A091CMV0_FUKDA, tr|A0A091CLX2|A0A091CLX2_FUKDA, tr|A0A091CIV2|A0A091CIV2_FUKDA
OG0000034	sp|Q96KK4|O10C1_HUMAN	tr|A0A091DPJ9|A0A091DPJ9_FUKDA
OG0000037	sp|Q9P275|UBP36_HUMAN	tr|A0A091DYY8|A0A091DYY8_FUKDA
OG0000037	sp|Q6QN14|U17L6_HUMAN, sp|D6RBM5|U17LN_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|Q9H9J4|UBP42_HUMAN	tr|A0A091D2V2|A0A091D2V2_FUKDA
OG0000038	sp|P01594|KV133_HUMAN, sp|P01593|KVD33_HUMAN, sp|P0DSN7|KVD37_HUMAN, sp|A0A075B6S9|KV137_HUMAN, sp|A0A075B6S5|KV127_HUMAN, sp|P01597|KV139_HUMAN, sp|P04432|KVD39_HUMAN, sp|A0A0C4DH72|KV106_HUMAN, tr|A0A075B7D4|A0A075B7D4_HUMAN, tr|A0A0G2JRQ6|A0A0G2JRQ6_HUMAN, sp|A0A0B4J1Z2|KVD43_HUMAN, sp|A0A087WSZ0|KVD08_HUMAN, sp|A0A0C4DH67|KV108_HUMAN, sp|A0A075B6H8|KVD42_HUMAN, sp|A0A0B4J2D9|KVD13_HUMAN, sp|P0DP09|KV113_HUMAN, sp|A0A0C4DH69|KV109_HUMAN, sp|P01602|KV105_HUMAN, sp|A0A075B6S4|KVD17_HUMAN, sp|P01599|KV117_HUMAN, sp|P04430|KV116_HUMAN, sp|P01601|KVD16_HUMAN, sp|A0A0C4DH73|KV112_HUMAN, sp|P01611|KVD12_HUMAN	tr|A0A091D4J2|A0A091D4J2_FUKDA
OG0000041	sp|Q8NGC1|O11G2_HUMAN	tr|A0A091CUU2|A0A091CUU2_FUKDA, tr|A0A091CVV5|A0A091CVV5_FUKDA
OG0000041	sp|Q8NGC8|O11H7_HUMAN	tr|A0A091CUU6|A0A091CUU6_FUKDA
OG0000041	sp|Q8NGC9|O11H4_HUMAN	tr|A0A091CVV9|A0A091CVV9_FUKDA
OG0000041	sp|Q8NGC7|O11H6_HUMAN	tr|A0A091DHL0|A0A091DHL0_FUKDA
OG0000043	sp|P19012|K1C15_HUMAN	tr|A0A091DE11|A0A091DE11_FUKDA
OG0000043	sp|P13645|K1C10_HUMAN	tr|A0A091CNT0|A0A091CNT0_FUKDA
OG0000043	sp|Q04695|K1C17_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN	tr|A0A091D8R1|A0A091D8R1_FUKDA
OG0000043	sp|P35900|K1C20_HUMAN, sp|O76013|KRT36_HUMAN, sp|Q6A162|K1C40_HUMAN, sp|Q6A163|K1C39_HUMAN, sp|Q14525|KT33B_HUMAN, sp|O76009|KT33A_HUMAN, sp|Q15323|K1H1_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q92764|KRT35_HUMAN, sp|P08727|K1C19_HUMAN	tr|A0A091E0A6|A0A091E0A6_FUKDA
OG0000044	sp|Q6ZQN5|FOXI2_HUMAN	tr|A0A091ER86|A0A091ER86_FUKDA
OG0000044	sp|O43638|FOXS1_HUMAN	tr|A0A091DLY0|A0A091DLY0_FUKDA
OG0000044	sp|Q99958|FOXC2_HUMAN, sp|Q12948|FOXC1_HUMAN, sp|Q13461|FOXE3_HUMAN, sp|O00358|FOXE1_HUMAN, sp|Q6VB84|FX4L3_HUMAN, sp|Q3SYB3|FX4L6_HUMAN, sp|Q5VV16|FX4L5_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q12950|FOXD4_HUMAN, sp|Q9NU39|FX4L1_HUMAN, sp|Q9UJU5|FOXD3_HUMAN, sp|O60548|FOXD2_HUMAN, sp|Q16676|FOXD1_HUMAN, sp|Q5VYV0|FOXB2_HUMAN, sp|Q99853|FOXB1_HUMAN, sp|P55318|FOXA3_HUMAN	tr|A0A091D7Y7|A0A091D7Y7_FUKDA
OG0000045	sp|Q8NH10|OR8U1_HUMAN, sp|P0C7N1|OR8U8_HUMAN, sp|P0C7N5|OR8U9_HUMAN, sp|P58182|O12D2_HUMAN, sp|P0DN82|O12D1_HUMAN, sp|Q8N0Y5|OR8I2_HUMAN, sp|O95221|OR5F1_HUMAN, sp|P0C626|OR5G3_HUMAN, sp|Q13606|OR5I1_HUMAN, sp|A6NET4|OR5K3_HUMAN, sp|A6NMS3|OR5K4_HUMAN, sp|Q8NHB7|OR5K1_HUMAN, sp|Q8NHB8|OR5K2_HUMAN, sp|A6NDH6|O5H15_HUMAN, sp|A6NKK0|OR5H1_HUMAN, sp|Q8NGV6|OR5H6_HUMAN, sp|A6NHG9|O5H14_HUMAN, sp|P0DN80|OR5H8_HUMAN, sp|Q8NGV7|OR5H2_HUMAN, sp|P0C628|O5AC1_HUMAN, sp|Q9NZP5|O5AC2_HUMAN	tr|A0A091CRA8|A0A091CRA8_FUKDA, tr|A0A091DG48|A0A091DG48_FUKDA
OG0000046	sp|P41180|CASR_HUMAN	tr|A0A091DKD3|A0A091DKD3_FUKDA, tr|A0A091DA09|A0A091DA09_FUKDA, tr|A0A091ELJ3|A0A091ELJ3_FUKDA, tr|A0A091E1K6|A0A091E1K6_FUKDA, tr|A0A091CWG8|A0A091CWG8_FUKDA, tr|A0A091CTA5|A0A091CTA5_FUKDA, tr|A0A091CP11|A0A091CP11_FUKDA, tr|A0A091E6Z1|A0A091E6Z1_FUKDA, tr|A0A091CXB1|A0A091CXB1_FUKDA, tr|A0A091DKS5|A0A091DKS5_FUKDA, tr|A0A091CRU9|A0A091CRU9_FUKDA, tr|A0A091CW39|A0A091CW39_FUKDA, tr|A0A091CWL3|A0A091CWL3_FUKDA, tr|A0A091D2E1|A0A091D2E1_FUKDA, tr|A0A091D2E9|A0A091D2E9_FUKDA, tr|A0A091D6M5|A0A091D6M5_FUKDA, tr|A0A091CVI1|A0A091CVI1_FUKDA, tr|A0A091D1F3|A0A091D1F3_FUKDA, tr|A0A091CXI8|A0A091CXI8_FUKDA, tr|A0A091DFU2|A0A091DFU2_FUKDA, tr|A0A091E3V7|A0A091E3V7_FUKDA
OG0000048	sp|A6NNH2|F90AR_HUMAN, sp|A8MXJ8|F90A5_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|P0DV73|F90AG_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|P0C7X0|F90AO_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|A6NIJ5|F90AK_HUMAN	tr|A0A091E1S4|A0A091E1S4_FUKDA
OG0000049	sp|Q00889|PSG6_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P11465|PSG2_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|A8MTB9|CEA18_HUMAN, sp|P0DP72|VSXL2_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|P06731|CEAM5_HUMAN	tr|A0A091DNB3|A0A091DNB3_FUKDA
OG0000049	sp|P31997|CEAM8_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P13688|CEAM1_HUMAN	tr|A0A091DRD6|A0A091DRD6_FUKDA
OG0000051	sp|Q8NH69|OR5W2_HUMAN	tr|A0A091EQD6|A0A091EQD6_FUKDA, tr|A0A091E398|A0A091E398_FUKDA, tr|A0A091E3A5|A0A091E3A5_FUKDA, tr|A0A091E3P4|A0A091E3P4_FUKDA, tr|A0A091E0N4|A0A091E0N4_FUKDA, tr|A0A091E1F1|A0A091E1F1_FUKDA, tr|A0A091E5C7|A0A091E5C7_FUKDA, tr|A0A091E0P0|A0A091E0P0_FUKDA, tr|A0A091END5|A0A091END5_FUKDA, tr|A0A091E1G9|A0A091E1G9_FUKDA, tr|A0A091E3L2|A0A091E3L2_FUKDA, tr|A0A091E3K7|A0A091E3K7_FUKDA, tr|A0A091E5S0|A0A091E5S0_FUKDA, tr|A0A091DBI8|A0A091DBI8_FUKDA, tr|A0A091DWM0|A0A091DWM0_FUKDA, tr|A0A091E1U8|A0A091E1U8_FUKDA, tr|A0A091E0N1|A0A091E0N1_FUKDA, tr|A0A091DYI9|A0A091DYI9_FUKDA, tr|A0A091E1U3|A0A091E1U3_FUKDA, tr|A0A091CLU3|A0A091CLU3_FUKDA
OG0000054	sp|Q7Z3T1|OR2W3_HUMAN	tr|A0A091CRJ0|A0A091CRJ0_FUKDA
OG0000054	sp|Q9Y3N9|OR2W1_HUMAN	tr|A0A091D7Z9|A0A091D7Z9_FUKDA
OG0000054	sp|Q8NGU4|OR2I1_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN	tr|A0A091DWQ8|A0A091DWQ8_FUKDA
OG0000054	sp|A6NFC9|OR2W5_HUMAN, sp|O95371|OR2C1_HUMAN	tr|A0A091D2P9|A0A091D2P9_FUKDA
OG0000054	sp|Q8N628|OR2C3_HUMAN, sp|O76001|OR2J3_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76002|OR2J2_HUMAN	tr|A0A091CY53|A0A091CY53_FUKDA, tr|A0A091DAZ5|A0A091DAZ5_FUKDA
OG0000055	sp|Q8NG75|OR5T1_HUMAN, sp|Q8NGG3|OR5T3_HUMAN	tr|A0A091DBH4|A0A091DBH4_FUKDA, tr|A0A091DG39|A0A091DG39_FUKDA, tr|A0A091DGT0|A0A091DGT0_FUKDA, tr|A0A091DG62|A0A091DG62_FUKDA, tr|A0A091DG76|A0A091DG76_FUKDA
OG0000055	sp|Q8NGG2|OR5T2_HUMAN	tr|A0A091E329|A0A091E329_FUKDA, tr|A0A091DEH7|A0A091DEH7_FUKDA, tr|A0A091E312|A0A091E312_FUKDA, tr|A0A091E2V7|A0A091E2V7_FUKDA, tr|A0A091EN22|A0A091EN22_FUKDA, tr|A0A091CTF3|A0A091CTF3_FUKDA, tr|A0A091DGR9|A0A091DGR9_FUKDA, tr|A0A091DEJ1|A0A091DEJ1_FUKDA, tr|A0A091DG44|A0A091DG44_FUKDA, tr|A0A091DGS6|A0A091DGS6_FUKDA, tr|A0A091DBI4|A0A091DBI4_FUKDA, tr|A0A091DGR3|A0A091DGR3_FUKDA
OG0000056	sp|Q8NGN7|O10D4_HUMAN	tr|A0A091DZU5|A0A091DZU5_FUKDA, tr|A0A091E088|A0A091E088_FUKDA, tr|A0A091DV36|A0A091DV36_FUKDA, tr|A0A091EKB3|A0A091EKB3_FUKDA
OG0000056	sp|Q8NH80|O10D3_HUMAN	tr|A0A091DY17|A0A091DY17_FUKDA, tr|A0A091DY13|A0A091DY13_FUKDA, tr|A0A091DZU0|A0A091DZU0_FUKDA, tr|A0A091EKA9|A0A091EKA9_FUKDA, tr|A0A091EKA4|A0A091EKA4_FUKDA, tr|A0A091DV30|A0A091DV30_FUKDA, tr|A0A091E083|A0A091E083_FUKDA, tr|A0A091DY09|A0A091DY09_FUKDA, tr|A0A091E076|A0A091E076_FUKDA, tr|A0A091DV41|A0A091DV41_FUKDA, tr|A0A091CPM1|A0A091CPM1_FUKDA, tr|A0A091DZV6|A0A091DZV6_FUKDA, tr|A0A091E093|A0A091E093_FUKDA, tr|A0A091E098|A0A091E098_FUKDA
OG0000057	sp|P01742|HV169_HUMAN, sp|A0A0B4J2H0|HV69D_HUMAN, sp|A0A0C4DH33|HV124_HUMAN, sp|A0A0G2JMI3|HV692_HUMAN, tr|A0A087WYE8|A0A087WYE8_HUMAN, tr|A0A0B4J2B8|A0A0B4J2B8_HUMAN, sp|P01743|HV146_HUMAN, tr|A0A075B7D0|A0A075B7D0_HUMAN, sp|P23083|HV102_HUMAN, sp|P0DP01|HV108_HUMAN, sp|A0A0C4DH29|HV103_HUMAN, tr|A0A0J9YW62|A0A0J9YW62_HUMAN, sp|A0A0A0MS14|HV145_HUMAN, sp|A0A0C4DH39|HV158_HUMAN, sp|A0A0C4DH31|HV118_HUMAN, sp|P0DTW3|HV384_HUMAN, sp|A0A0B4J1V7|HV781_HUMAN, sp|A0A0J9YVY3|HV741_HUMAN	tr|A0A091CS34|A0A091CS34_FUKDA, tr|A0A091EFX7|A0A091EFX7_FUKDA
OG0000059	sp|P58304|VSX2_HUMAN, sp|Q9NZR4|VSX1_HUMAN	tr|A0A091DN90|A0A091DN90_FUKDA
OG0000059	sp|A8MTZ7|CL071_HUMAN	tr|A0A091CT46|A0A091CT46_FUKDA, tr|A0A091E1Z3|A0A091E1Z3_FUKDA, tr|A0A091DNS8|A0A091DNS8_FUKDA, tr|A0A091D9X9|A0A091D9X9_FUKDA, tr|A0A091EFJ1|A0A091EFJ1_FUKDA, tr|A0A091DH02|A0A091DH02_FUKDA, tr|A0A091DAT0|A0A091DAT0_FUKDA, tr|A0A091EBX4|A0A091EBX4_FUKDA, tr|A0A091CPV2|A0A091CPV2_FUKDA, tr|A0A091DD92|A0A091DD92_FUKDA, tr|A0A091DS82|A0A091DS82_FUKDA, tr|A0A091CS01|A0A091CS01_FUKDA, tr|A0A091CW86|A0A091CW86_FUKDA, tr|A0A091CVH7|A0A091CVH7_FUKDA, tr|A0A091CMP5|A0A091CMP5_FUKDA
OG0000061	sp|Q9UF33|EPHA6_HUMAN	tr|A0A091E3W3|A0A091E3W3_FUKDA
OG0000061	sp|P54756|EPHA5_HUMAN	tr|A0A091DPN8|A0A091DPN8_FUKDA
OG0000061	sp|P29320|EPHA3_HUMAN	tr|A0A091DN21|A0A091DN21_FUKDA
OG0000061	sp|P29322|EPHA8_HUMAN	tr|A0A091DK99|A0A091DK99_FUKDA
OG0000061	sp|P29323|EPHB2_HUMAN	tr|A0A091DK96|A0A091DK96_FUKDA
OG0000061	sp|P54762|EPHB1_HUMAN	tr|A0A091DKV7|A0A091DKV7_FUKDA
OG0000061	sp|P54753|EPHB3_HUMAN	tr|A0A091ED24|A0A091ED24_FUKDA
OG0000061	sp|P54764|EPHA4_HUMAN	tr|A0A091CPY0|A0A091CPY0_FUKDA
OG0000061	sp|Q15375|EPHA7_HUMAN	tr|A0A091DDJ9|A0A091DDJ9_FUKDA
OG0000062	sp|Q86WZ6|ZN227_HUMAN	tr|A0A091DSZ9|A0A091DSZ9_FUKDA
OG0000062	sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q9NYT6|ZN226_HUMAN, sp|Q14590|ZN235_HUMAN, sp|Q9UJU3|ZN112_HUMAN, sp|A6NK53|ZN233_HUMAN, sp|Q9UJW7|ZN229_HUMAN, sp|Q96NJ3|ZN285_HUMAN, sp|Q02386|ZNF45_HUMAN	tr|A0A091DN92|A0A091DN92_FUKDA
OG0000064	sp|Q8NGZ2|O14K1_HUMAN	tr|A0A091D7I2|A0A091D7I2_FUKDA, tr|A0A091D7H9|A0A091D7H9_FUKDA, tr|A0A091DZR9|A0A091DZR9_FUKDA, tr|A0A091CLS6|A0A091CLS6_FUKDA, tr|A0A091EGV4|A0A091EGV4_FUKDA, tr|A0A091CL42|A0A091CL42_FUKDA, tr|A0A091ENE4|A0A091ENE4_FUKDA, tr|A0A091D0R4|A0A091D0R4_FUKDA, tr|A0A091EJT2|A0A091EJT2_FUKDA, tr|A0A091DWJ9|A0A091DWJ9_FUKDA
OG0000064	sp|Q8NHC6|O14L1_HUMAN	tr|A0A091DXJ0|A0A091DXJ0_FUKDA, tr|A0A091DYJ3|A0A091DYJ3_FUKDA
OG0000064	sp|Q8NHC5|O14AG_HUMAN, sp|Q9UGF5|O14J1_HUMAN	tr|A0A091EJU7|A0A091EJU7_FUKDA, tr|A0A091DUK5|A0A091DUK5_FUKDA
OG0000065	sp|Q5VTE0|EF1A3_HUMAN, sp|Q05639|EF1A2_HUMAN, sp|P68104|EF1A1_HUMAN	tr|A0A091E1Y6|A0A091E1Y6_FUKDA, tr|A0A091CWQ6|A0A091CWQ6_FUKDA, tr|A0A091DUH9|A0A091DUH9_FUKDA, tr|A0A091E0I7|A0A091E0I7_FUKDA, tr|A0A091DE97|A0A091DE97_FUKDA, tr|A0A091CQ77|A0A091CQ77_FUKDA, tr|A0A091CZM7|A0A091CZM7_FUKDA, tr|A0A091DAT9|A0A091DAT9_FUKDA, tr|A0A091CLP9|A0A091CLP9_FUKDA, tr|A0A091DFG7|A0A091DFG7_FUKDA, tr|A0A091DR93|A0A091DR93_FUKDA, tr|A0A091D4X6|A0A091D4X6_FUKDA, tr|A0A091D5T4|A0A091D5T4_FUKDA, tr|A0A091DKB4|A0A091DKB4_FUKDA, tr|A0A091DVG1|A0A091DVG1_FUKDA
OG0000067	sp|P46060|RAGP1_HUMAN	tr|A0A091DDV3|A0A091DDV3_FUKDA
OG0000067	sp|Q7RTR0|NLRP9_HUMAN, sp|P59045|NAL11_HUMAN, sp|Q96MN2|NALP4_HUMAN	tr|A0A091E188|A0A091E188_FUKDA
OG0000067	sp|Q86W25|NAL13_HUMAN, sp|Q86W28|NALP8_HUMAN, sp|Q9NX02|NALP2_HUMAN, sp|Q8WX94|NALP7_HUMAN, sp|P59044|NLRP6_HUMAN, sp|Q86W26|NAL10_HUMAN, sp|P59046|NAL12_HUMAN, sp|Q96P20|NLRP3_HUMAN	tr|A0A091CMJ4|A0A091CMJ4_FUKDA
OG0000067	sp|Q86W24|NAL14_HUMAN	tr|A0A091CIV5|A0A091CIV5_FUKDA
OG0000069	sp|Q9BS40|LXN_HUMAN	tr|A0A091DB13|A0A091DB13_FUKDA
OG0000069	sp|Q9BZD6|TMG4_HUMAN	tr|A0A091DI30|A0A091DI30_FUKDA, tr|A0A091ERP1|A0A091ERP1_FUKDA, tr|A0A091CPF3|A0A091CPF3_FUKDA
OG0000069	sp|P49788|TIG1_HUMAN	tr|A0A091DLT0|A0A091DLT0_FUKDA, tr|A0A091E2Q1|A0A091E2Q1_FUKDA, tr|A0A091DTT3|A0A091DTT3_FUKDA, tr|A0A091CY24|A0A091CY24_FUKDA, tr|A0A091DTT8|A0A091DTT8_FUKDA, tr|A0A091D8Y5|A0A091D8Y5_FUKDA, tr|A0A091DLV9|A0A091DLV9_FUKDA, tr|A0A091DNG5|A0A091DNG5_FUKDA, tr|A0A091DA65|A0A091DA65_FUKDA, tr|A0A091DCD0|A0A091DCD0_FUKDA
