Orthogroup	Homo_sapiens	Eschrichtius_robustus
OG0000051	sp|Q8TDQ1|CLM1_HUMAN, sp|Q6UXZ3|CLM5_HUMAN, sp|A8K4G0|CLM7_HUMAN, sp|Q9NZC2|TREM2_HUMAN, sp|Q86YW5|TRML1_HUMAN, sp|Q9NP99|TREM1_HUMAN, sp|Q6UXN2|TRML4_HUMAN, sp|O95944|NCTR2_HUMAN, sp|Q8WWV6|FCAMR_HUMAN, sp|P01833|PIGR_HUMAN, sp|Q496F6|CLM2_HUMAN, sp|A0A0K2S4Q6|CD3CH_HUMAN, sp|Q9UGN4|CLM8_HUMAN, sp|Q08708|CLM6_HUMAN	tr|A0A2F0BAS5|A0A2F0BAS5_ESCRO
OG0000052	sp|Q9UJ72|ANX10_HUMAN	tr|A0A2F0BB81|A0A2F0BB81_ESCRO
OG0000052	sp|P50995|ANX11_HUMAN	tr|A0A2F0B9X5|A0A2F0B9X5_ESCRO
OG0000052	sp|P20073|ANXA7_HUMAN, sp|P27216|ANX13_HUMAN	tr|A0A2F0BNX9|A0A2F0BNX9_ESCRO
OG0000052	sp|P09525|ANXA4_HUMAN, sp|Q5VT79|AXA81_HUMAN, sp|P13928|ANXA8_HUMAN	tr|A0A2F0AXV0|A0A2F0AXV0_ESCRO
OG0000052	sp|P08133|ANXA6_HUMAN, sp|P08758|ANXA5_HUMAN	tr|A0A2F0B5Y7|A0A2F0B5Y7_ESCRO
OG0000053	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A2F0BEP9|A0A2F0BEP9_ESCRO
OG0000053	sp|Q9H0U9|TSYL1_HUMAN, sp|Q86VY4|TSYL5_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|Q9H2G4|TSYL2_HUMAN	tr|A0A2F0BM30|A0A2F0BM30_ESCRO
OG0000054	sp|Q8NDW4|ZN248_HUMAN	tr|A0A2F0AZZ3|A0A2F0AZZ3_ESCRO
OG0000054	sp|Q9BY31|ZN717_HUMAN, sp|Q5TYW1|ZN658_HUMAN, sp|Q4V348|Z658B_HUMAN, sp|Q9Y2H8|ZN510_HUMAN, sp|Q6ZMW2|ZN782_HUMAN, sp|Q06730|ZN33A_HUMAN, sp|Q06732|ZN33B_HUMAN, sp|B1APH4|ZN487_HUMAN, sp|Q6P2D0|ZFP1_HUMAN, sp|Q9HCZ1|ZN334_HUMAN, sp|P17014|ZNF12_HUMAN, sp|Q9NYW8|RBAK_HUMAN	tr|A0A2F0B144|A0A2F0B144_ESCRO
OG0000055	sp|P54753|EPHB3_HUMAN	tr|A0A2F0AUH4|A0A2F0AUH4_ESCRO
OG0000055	sp|P29322|EPHA8_HUMAN	tr|A0A2F0B0Y3|A0A2F0B0Y3_ESCRO
OG0000055	sp|Q5JZY3|EPHAA_HUMAN, sp|Q15375|EPHA7_HUMAN, sp|Q9UF33|EPHA6_HUMAN, sp|P29320|EPHA3_HUMAN, sp|P54756|EPHA5_HUMAN, sp|P54764|EPHA4_HUMAN, sp|P29317|EPHA2_HUMAN	tr|A0A2F0B9J9|A0A2F0B9J9_ESCRO
OG0000056	sp|Q8IWZ4|TRI48_HUMAN	tr|A0A2F0B416|A0A2F0B416_ESCRO
OG0000056	sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|I1YAP6|TRI77_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NLI5|TR64C_HUMAN	tr|A0A2F0BN19|A0A2F0BN19_ESCRO
OG0000057	sp|Q6ZTQ4|CDHR3_HUMAN, sp|P55287|CAD11_HUMAN, sp|P55286|CADH8_HUMAN, sp|Q86UP0|CAD24_HUMAN, sp|Q9ULB5|CADH7_HUMAN, sp|Q9UJ99|CAD22_HUMAN, sp|P33151|CADH5_HUMAN, sp|Q9H159|CAD19_HUMAN, sp|Q9HBT6|CAD20_HUMAN, sp|Q9ULB4|CADH9_HUMAN, sp|P55285|CADH6_HUMAN, sp|Q9Y6N8|CAD10_HUMAN, sp|P55289|CAD12_HUMAN, sp|Q13634|CAD18_HUMAN	tr|A0A2F0B8N3|A0A2F0B8N3_ESCRO
OG0000058	sp|Q9UL41|PNMA3_HUMAN, sp|Q96BY2|MOAP1_HUMAN, sp|Q8ND90|PNMA1_HUMAN, sp|Q9UL42|PNMA2_HUMAN, sp|Q96PV4|PNMA5_HUMAN, sp|A0A0J9YX94|PMA6F_HUMAN, sp|A0A0J9YXQ4|PMA6E_HUMAN, sp|P0CW24|PNM6A_HUMAN, sp|Q9ULN7|PNM8B_HUMAN, sp|A0A1B0GUJ8|PNM8C_HUMAN, sp|Q86V59|PNM8A_HUMAN, sp|Q9H0W5|CCDC8_HUMAN, sp|P0CG32|ZCC18_HUMAN, sp|Q6PEW1|ZCH12_HUMAN	tr|A0A2F0BPL8|A0A2F0BPL8_ESCRO
OG0000059	sp|Q9Y573|IPP_HUMAN, sp|Q14145|KEAP1_HUMAN, sp|Q9NXS3|KLH28_HUMAN, sp|Q8IXQ5|KLHL7_HUMAN, sp|O94889|KLH18_HUMAN, sp|Q9UH77|KLHL3_HUMAN, sp|O95198|KLHL2_HUMAN, sp|Q6TDP4|KLH17_HUMAN, sp|Q9Y2M5|KLH20_HUMAN, sp|Q96PQ7|KLHL5_HUMAN, sp|Q9C0H6|KLHL4_HUMAN, sp|Q9NR64|KLHL1_HUMAN, sp|Q9P2G9|KLHL8_HUMAN, sp|Q53G59|KLH12_HUMAN	tr|A0A2F0B2D9|A0A2F0B2D9_ESCRO
OG0000060	sp|Q9P2D7|DYH1_HUMAN, sp|Q8TD57|DYH3_HUMAN, sp|Q8WXX0|DYH7_HUMAN, sp|Q6ZR08|DYH12_HUMAN, sp|Q0VDD8|DYH14_HUMAN, sp|Q9C0G6|DYH6_HUMAN, sp|Q9P225|DYH2_HUMAN, sp|Q8NCM8|DYHC2_HUMAN, sp|Q8TE73|DYH5_HUMAN, sp|Q96JB1|DYH8_HUMAN, sp|Q8IVF4|DYH10_HUMAN, sp|Q96DT5|DYH11_HUMAN, sp|Q9UFH2|DYH17_HUMAN, sp|Q9NYC9|DYH9_HUMAN	tr|A0A2F0B5Y9|A0A2F0B5Y9_ESCRO
OG0000064	sp|A6NHL2|TBAL3_HUMAN	tr|A0A2F0BNX7|A0A2F0BNX7_ESCRO, tr|A0A2F0BK65|A0A2F0BK65_ESCRO, tr|A0A2F0BLX9|A0A2F0BLX9_ESCRO
OG0000064	sp|Q9NY65|TBA8_HUMAN, sp|Q71U36|TBA1A_HUMAN, sp|P68363|TBA1B_HUMAN, sp|P0DPH8|TBA3D_HUMAN, sp|P0DPH7|TBA3C_HUMAN, sp|Q6PEY2|TBA3E_HUMAN, sp|Q9BQE3|TBA1C_HUMAN, sp|P68366|TBA4A_HUMAN	tr|A0A2F0BGW6|A0A2F0BGW6_ESCRO, tr|A0A2F0BMF8|A0A2F0BMF8_ESCRO
OG0000065	sp|Q16696|CP2AD_HUMAN	tr|A0A2F0B5Z4|A0A2F0B5Z4_ESCRO
OG0000065	sp|P20853|CP2A7_HUMAN, sp|P11509|CP2A6_HUMAN, sp|Q96SQ9|CP2S1_HUMAN, sp|Q8TAV3|CP2W1_HUMAN, sp|P20813|CP2B6_HUMAN, sp|P24903|CP2F1_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P33261|CP2CJ_HUMAN, sp|P33260|CP2CI_HUMAN, sp|P10632|CP2C8_HUMAN, sp|P05181|CP2E1_HUMAN	tr|A0A2F0BHK3|A0A2F0BHK3_ESCRO
OG0000066	sp|Q8NG99|OR7G2_HUMAN, sp|Q8NGA0|OR7G1_HUMAN	tr|A0A2F0BN63|A0A2F0BN63_ESCRO
OG0000066	sp|Q8NG95|OR7G3_HUMAN	tr|A0A2F0BPX0|A0A2F0BPX0_ESCRO
OG0000066	sp|Q6IFN5|O7E24_HUMAN	tr|A0A2F0AZF4|A0A2F0AZF4_ESCRO, tr|A0A2F0B2I7|A0A2F0B2I7_ESCRO, tr|A0A2F0BP08|A0A2F0BP08_ESCRO, tr|A0A2F0BKK8|A0A2F0BKK8_ESCRO, tr|A0A2F0B9J3|A0A2F0B9J3_ESCRO, tr|A0A2F0AVJ2|A0A2F0AVJ2_ESCRO, tr|A0A2F0BN40|A0A2F0BN40_ESCRO, tr|A0A2F0BH30|A0A2F0BH30_ESCRO
OG0000067	sp|O15303|GRM6_HUMAN	tr|A0A2F0B119|A0A2F0B119_ESCRO
OG0000067	sp|Q14832|GRM3_HUMAN	tr|A0A2F0BLK2|A0A2F0BLK2_ESCRO
OG0000067	sp|Q14416|GRM2_HUMAN	tr|A0A2F0AVZ0|A0A2F0AVZ0_ESCRO
OG0000067	sp|Q14833|GRM4_HUMAN, sp|O00222|GRM8_HUMAN, sp|Q14831|GRM7_HUMAN	tr|A0A2F0B0H5|A0A2F0B0H5_ESCRO, tr|A0A2F0BGR7|A0A2F0BGR7_ESCRO, tr|A0A2F0BCJ5|A0A2F0BCJ5_ESCRO
OG0000068	sp|Q9NRZ9|HELLS_HUMAN, sp|O14646|CHD1_HUMAN, sp|O14647|CHD2_HUMAN, sp|Q86WJ1|CHD1L_HUMAN, sp|P28370|SMCA1_HUMAN, sp|O60264|SMCA5_HUMAN, sp|Q5FWF4|ZRAB3_HUMAN, sp|Q5T890|ER6L2_HUMAN, sp|O14981|BTAF1_HUMAN, sp|Q9H4L7|SMRCD_HUMAN, sp|Q9ULG1|INO80_HUMAN, sp|P51532|SMCA4_HUMAN, sp|P51531|SMCA2_HUMAN	tr|A0A2F0B879|A0A2F0B879_ESCRO
OG0000069	sp|O15438|MRP3_HUMAN	tr|A0A2F0BF96|A0A2F0BF96_ESCRO
OG0000069	sp|Q92887|MRP2_HUMAN	tr|A0A2F0BF19|A0A2F0BF19_ESCRO
OG0000069	sp|Q96J65|MRP9_HUMAN, sp|Q96J66|MRP8_HUMAN, sp|O15440|MRP5_HUMAN	tr|A0A2F0B1M2|A0A2F0B1M2_ESCRO
OG0000069	sp|P13569|CFTR_HUMAN, sp|O15439|MRP4_HUMAN	tr|A0A2F0AUL3|A0A2F0AUL3_ESCRO
OG0000070	sp|Q6NT55|CP4FN_HUMAN	tr|A0A2F0B114|A0A2F0B114_ESCRO
OG0000070	sp|Q02928|CP4AB_HUMAN, sp|Q5TCH4|CP4AM_HUMAN, sp|Q86W10|CP4Z1_HUMAN, sp|Q8N1L4|CP4Z2_HUMAN, sp|Q8N118|CP4X1_HUMAN, sp|P13584|CP4B1_HUMAN, sp|P78329|CP4F2_HUMAN, sp|Q9HCS2|CP4FC_HUMAN, sp|Q9HBI6|CP4FB_HUMAN, sp|P98187|CP4F8_HUMAN, sp|Q08477|CP4F3_HUMAN	tr|A0A2F0B0F0|A0A2F0B0F0_ESCRO
OG0000071	sp|Q96LC7|SIG10_HUMAN, sp|A6NMB1|SIG16_HUMAN, sp|Q96RL6|SIG11_HUMAN	tr|A0A2F0B0J5|A0A2F0B0J5_ESCRO
OG0000071	sp|Q8N7X8|SIGL1_HUMAN, sp|Q96PQ1|SIG12_HUMAN, sp|Q9Y336|SIGL9_HUMAN, sp|Q9Y286|SIGL7_HUMAN, sp|Q9NYZ4|SIGL8_HUMAN, sp|P20138|CD33_HUMAN, sp|O43699|SIGL6_HUMAN, sp|Q08ET2|SIG14_HUMAN, sp|O15389|SIGL5_HUMAN	tr|A0A2F0BLF3|A0A2F0BLF3_ESCRO
OG0000072	sp|P78347|GTF2I_HUMAN, sp|Q9UHL9|GT2D1_HUMAN, sp|Q6ZNG9|KRBA2_HUMAN, sp|Q6R2W3|SCND3_HUMAN, sp|O95789|ZMYM6_HUMAN, sp|Q8TCP9|F200A_HUMAN, sp|P0CF97|F200B_HUMAN, sp|Q8IZ13|ZBED8_HUMAN, sp|Q49AG3|ZBED5_HUMAN, sp|Q9NXP7|GIN1_HUMAN, sp|Q7L775|EPMIP_HUMAN, sp|Q86UP8|GTD2A_HUMAN, sp|Q6EKJ0|GTD2B_HUMAN	tr|A0A2F0AZM3|A0A2F0AZM3_ESCRO
OG0000075	sp|P17066|HSP76_HUMAN	tr|A0A2F0BHR2|A0A2F0BHR2_ESCRO
OG0000075	sp|P34931|HS71L_HUMAN, sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|A0A2F0B6W3|A0A2F0B6W3_ESCRO
OG0000075	sp|P54652|HSP72_HUMAN, sp|P11142|HSP7C_HUMAN, sp|P11021|BIP_HUMAN, sp|P48741|HSP77_HUMAN, sp|Q0VDF9|HSP7E_HUMAN, sp|P48723|HSP13_HUMAN	tr|A0A2F0AYX6|A0A2F0AYX6_ESCRO
OG0000076	sp|Q96RP8|KCNA7_HUMAN	tr|A0A2F0BKV8|A0A2F0BKV8_ESCRO
OG0000076	sp|Q16322|KCA10_HUMAN	tr|A0A2F0B225|A0A2F0B225_ESCRO
OG0000076	sp|P22459|KCNA4_HUMAN	tr|A0A2F0BMQ9|A0A2F0BMQ9_ESCRO
OG0000076	sp|Q09470|KCNA1_HUMAN	tr|A0A2F0BCF4|A0A2F0BCF4_ESCRO
OG0000076	sp|P16389|KCNA2_HUMAN	tr|A0A2F0BKL4|A0A2F0BKL4_ESCRO
OG0000077	sp|P0C0S8|H2A1_HUMAN	tr|A0A2F0AZJ9|A0A2F0AZJ9_ESCRO
OG0000077	sp|Q93077|H2A1C_HUMAN	tr|A0A2F0B5V8|A0A2F0B5V8_ESCRO
OG0000077	sp|Q99878|H2A1J_HUMAN	tr|A0A2F0B2Y1|A0A2F0B2Y1_ESCRO
OG0000077	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A2F0BIN7|A0A2F0BIN7_ESCRO
OG0000077	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A2F0B1A4|A0A2F0B1A4_ESCRO, tr|A0A2F0BBW0|A0A2F0BBW0_ESCRO, tr|A0A2F0BLG5|A0A2F0BLG5_ESCRO, tr|A0A2F0BAR1|A0A2F0BAR1_ESCRO
OG0000078	sp|Q6P158|DHX57_HUMAN	tr|A0A2F0B014|A0A2F0B014_ESCRO
OG0000078	sp|Q7Z478|DHX29_HUMAN, sp|Q9H2U1|DHX36_HUMAN, sp|Q08211|DHX9_HUMAN, sp|Q9H6S0|YTDC2_HUMAN, sp|Q7L2E3|DHX30_HUMAN, sp|Q14147|DHX34_HUMAN, sp|Q9H5Z1|DHX35_HUMAN, sp|O43143|DHX15_HUMAN, sp|Q14562|DHX8_HUMAN, sp|O60231|DHX16_HUMAN	tr|A0A2F0B7N2|A0A2F0B7N2_ESCRO
OG0000079	sp|Q7Z3Z0|K1C25_HUMAN, sp|Q7Z3Y8|K1C27_HUMAN, sp|Q7Z3Y7|K1C28_HUMAN, sp|Q7Z3Y9|K1C26_HUMAN, sp|P08779|K1C16_HUMAN, sp|Q04695|K1C17_HUMAN, sp|P08727|K1C19_HUMAN, sp|Q99456|K1C12_HUMAN, sp|P13645|K1C10_HUMAN, sp|Q9C075|K1C23_HUMAN, sp|P35900|K1C20_HUMAN, sp|Q2M2I5|K1C24_HUMAN	tr|A0A2F0B6W0|A0A2F0B6W0_ESCRO
OG0000080	sp|Q5JVG2|ZN484_HUMAN, sp|P51508|ZNF81_HUMAN, sp|Q9Y473|ZN175_HUMAN, sp|Q5JUW0|KRBX4_HUMAN, sp|Q2M3X9|ZN674_HUMAN, sp|Q5MCW4|ZN569_HUMAN, sp|Q96PE6|ZIM3_HUMAN, sp|Q3ZCX4|ZN568_HUMAN, sp|Q9Y6Q3|ZFP37_HUMAN, sp|Q96RE9|ZN300_HUMAN, sp|Q2M218|ZN630_HUMAN, sp|P51814|ZNF41_HUMAN	tr|A0A2F0BMK3|A0A2F0BMK3_ESCRO
OG0000081	sp|P35609|ACTN2_HUMAN, sp|Q08043|ACTN3_HUMAN, sp|P12814|ACTN1_HUMAN, sp|O43707|ACTN4_HUMAN, sp|Q13813|SPTN1_HUMAN, sp|P02549|SPTA1_HUMAN, sp|Q9NRC6|SPTN5_HUMAN, sp|O15020|SPTN2_HUMAN, sp|Q01082|SPTB2_HUMAN, sp|P11277|SPTB1_HUMAN, sp|Q9H254|SPTN4_HUMAN	tr|A0A2F0B3B9|A0A2F0B3B9_ESCRO, tr|A0A2F0B694|A0A2F0B694_ESCRO
OG0000082	sp|O43186|CRX_HUMAN, sp|A6NJG6|ARGFX_HUMAN, sp|F2Z398|LMO7D_HUMAN, sp|P0CW23|AKAI1_HUMAN, sp|Q9P0M2|AKA7G_HUMAN, sp|Q8N976|YG039_HUMAN, sp|Q5JPI9|EFMT2_HUMAN, sp|Q96MD7|CI085_HUMAN, sp|A0A096LPI5|GVQW2_HUMAN, sp|Q8N9N2|ASCC1_HUMAN, sp|Q5T7P6|TMM78_HUMAN, sp|Q8N2A0|CX062_HUMAN	tr|A0A2F0BQ20|A0A2F0BQ20_ESCRO
OG0000083	sp|Q9BQR3|PRS27_HUMAN, sp|P0CW18|PRS56_HUMAN, sp|Q9Y5Q5|CORIN_HUMAN, sp|Q6PEW0|PRS54_HUMAN, sp|Q6UWB4|PRS55_HUMAN, sp|Q8IU80|TMPS6_HUMAN, sp|Q8NF86|PRS33_HUMAN, sp|Q9NRR2|TRYG1_HUMAN, sp|Q7RTY5|PRS48_HUMAN, sp|Q7Z5A4|PRS42_HUMAN, sp|Q9Y6M0|TEST_HUMAN, sp|Q7RTY9|PRS41_HUMAN	tr|A0A2F0AUJ0|A0A2F0AUJ0_ESCRO
OG0000084	sp|P21506|ZNF10_HUMAN, sp|Q9P2J8|ZN624_HUMAN, sp|Q8TF47|ZFP90_HUMAN, sp|Q8N859|ZN713_HUMAN, sp|Q9UJW8|ZN180_HUMAN, sp|Q6NX49|ZN544_HUMAN, sp|A8MT65|ZN891_HUMAN, sp|Q86TJ5|ZN554_HUMAN, sp|Q6ZN57|ZFP2_HUMAN, sp|Q8NC26|ZN114_HUMAN, sp|P17098|ZNF8_HUMAN, sp|Q8WXB4|ZN606_HUMAN	tr|A0A2F0B258|A0A2F0B258_ESCRO
OG0000088	sp|P24941|CDK2_HUMAN	tr|A0A2F0AZ52|A0A2F0AZ52_ESCRO
OG0000088	sp|Q8IZL9|CDK20_HUMAN, sp|P50613|CDK7_HUMAN, sp|Q8TD08|MK15_HUMAN, sp|P20794|MAK_HUMAN, sp|Q9UPZ9|CILK1_HUMAN, sp|P06493|CDK1_HUMAN, sp|Q00535|CDK5_HUMAN	tr|A0A2F0AZL5|A0A2F0AZL5_ESCRO
OG0000088	sp|Q00526|CDK3_HUMAN	tr|A0A2F0AW73|A0A2F0AW73_ESCRO
OG0000089	sp|P48751|B3A3_HUMAN	tr|A0A2F0B294|A0A2F0B294_ESCRO
OG0000089	sp|P02730|B3AT_HUMAN	tr|A0A2F0AXS2|A0A2F0AXS2_ESCRO
OG0000089	sp|Q9Y6M7|S4A7_HUMAN, sp|Q2Y0W8|S4A8_HUMAN, sp|Q6U841|S4A10_HUMAN, sp|Q9BY07|S4A5_HUMAN, sp|Q9Y6R1|S4A4_HUMAN, sp|Q96Q91|B3A4_HUMAN	tr|A0A2F0BIH7|A0A2F0BIH7_ESCRO
OG0000090	sp|P22894|MMP8_HUMAN	tr|A0A2F0B7W4|A0A2F0B7W4_ESCRO
OG0000090	sp|P03956|MMP1_HUMAN	tr|A0A2F0BN34|A0A2F0BN34_ESCRO
OG0000090	sp|P45452|MMP13_HUMAN	tr|A0A2F0AUI3|A0A2F0AUI3_ESCRO
OG0000090	sp|Q9H306|MMP27_HUMAN, sp|P39900|MMP12_HUMAN, sp|P09238|MMP10_HUMAN, sp|P08254|MMP3_HUMAN	tr|A0A2F0BLD2|A0A2F0BLD2_ESCRO
OG0000091	sp|Q13427|PPIG_HUMAN, sp|P30405|PPIF_HUMAN, sp|P62937|PPIA_HUMAN, sp|Q9Y536|PAL4A_HUMAN, sp|A0A075B767|PAL4H_HUMAN, sp|P0DN37|PAL4G_HUMAN, sp|A0A0B4J2A2|PAL4C_HUMAN, sp|P0DN26|PAL4F_HUMAN, sp|A0A075B759|PAL4E_HUMAN, sp|F5H284|PAL4D_HUMAN	tr|A0A2F0BP62|A0A2F0BP62_ESCRO, tr|A0A2F0BG41|A0A2F0BG41_ESCRO
OG0000092	sp|Q16778|H2B2E_HUMAN	tr|A0A2F0B1N7|A0A2F0B1N7_ESCRO
OG0000092	sp|Q8N257|H2B3B_HUMAN	tr|A0A2F0B1D3|A0A2F0B1D3_ESCRO
OG0000092	sp|Q96A08|H2B1A_HUMAN	tr|A0A2F0BMF7|A0A2F0BMF7_ESCRO, tr|A0A2F0AYM9|A0A2F0AYM9_ESCRO, tr|A0A2F0BBX1|A0A2F0BBX1_ESCRO
OG0000092	sp|Q99880|H2B1L_HUMAN	tr|A0A2F0AZL3|A0A2F0AZL3_ESCRO, tr|A0A2F0BJN3|A0A2F0BJN3_ESCRO
OG0000093	sp|Q9NSB2|KRT84_HUMAN	tr|A0A2F0AZ56|A0A2F0AZ56_ESCRO
OG0000093	sp|P05787|K2C8_HUMAN	tr|A0A2F0BHY7|A0A2F0BHY7_ESCRO
OG0000093	sp|P08729|K2C7_HUMAN	tr|A0A2F0BLA7|A0A2F0BLA7_ESCRO, tr|A0A2F0AX40|A0A2F0AX40_ESCRO
OG0000093	sp|P19013|K2C4_HUMAN	tr|A0A2F0AX39|A0A2F0AX39_ESCRO, tr|A0A2F0B3C5|A0A2F0B3C5_ESCRO, tr|A0A2F0BAG0|A0A2F0BAG0_ESCRO, tr|A0A2F0AVL6|A0A2F0AVL6_ESCRO
OG0000094	sp|Q4U2R8|S22A6_HUMAN	tr|A0A2F0BAT6|A0A2F0BAT6_ESCRO
OG0000094	sp|Q8TCC7|S22A8_HUMAN	tr|A0A2F0BEF6|A0A2F0BEF6_ESCRO
OG0000094	sp|A6NK97|S22AK_HUMAN, sp|Q8N4F4|S22AO_HUMAN, sp|Q6T423|S22AP_HUMAN, sp|Q8IVM8|S22A9_HUMAN, sp|Q63ZE4|S22AA_HUMAN, sp|Q9NSA0|S22AB_HUMAN, sp|Q96S37|S22AC_HUMAN	tr|A0A2F0AUB5|A0A2F0AUB5_ESCRO
OG0000095	sp|P42263|GRIA3_HUMAN, sp|P48058|GRIA4_HUMAN, sp|P42261|GRIA1_HUMAN, sp|Q13003|GRIK3_HUMAN, sp|Q13002|GRIK2_HUMAN, sp|P39086|GRIK1_HUMAN, sp|Q16099|GRIK4_HUMAN, sp|Q16478|GRIK5_HUMAN, sp|O43424|GRID2_HUMAN, sp|Q9ULK0|GRID1_HUMAN, sp|P42262|GRIA2_HUMAN	tr|A0A2F0B4U3|A0A2F0B4U3_ESCRO
OG0000096	sp|Q13478|IL18R_HUMAN	tr|A0A2F0B9F6|A0A2F0B9F6_ESCRO
OG0000096	sp|P27930|IL1R2_HUMAN	tr|A0A2F0BBN3|A0A2F0BBN3_ESCRO
OG0000096	sp|Q01638|ILRL1_HUMAN, sp|Q9HB29|ILRL2_HUMAN, sp|P14778|IL1R1_HUMAN	tr|A0A2F0B1K3|A0A2F0B1K3_ESCRO
OG0000097	sp|P0CF74|IGLC6_HUMAN, sp|A0M8Q6|IGLC7_HUMAN, sp|P0DOY3|IGLC3_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0CG04|IGLC1_HUMAN, sp|B9A064|IGLL5_HUMAN, sp|P15814|IGLL1_HUMAN, sp|A0A5B9|TRBC2_HUMAN, sp|P01850|TRBC1_HUMAN, sp|A0A0A0MT76|LJ01_HUMAN, sp|P01834|IGKC_HUMAN	tr|A0A2F0AYW0|A0A2F0AYW0_ESCRO
OG0000103	sp|P17483|HXB4_HUMAN	tr|A0A2F0BE59|A0A2F0BE59_ESCRO
OG0000103	sp|P31274|HXC9_HUMAN	tr|A0A2F0BDK4|A0A2F0BDK4_ESCRO
OG0000103	sp|P31270|HXA11_HUMAN, sp|O43248|HXC11_HUMAN	tr|A0A2F0BML9|A0A2F0BML9_ESCRO
OG0000103	sp|P17509|HXB6_HUMAN	tr|A0A2F0B6T2|A0A2F0B6T2_ESCRO, tr|A0A2F0BE58|A0A2F0BE58_ESCRO
OG0000104	sp|Q6IWH7|ANO7_HUMAN	tr|A0A2F0BLU6|A0A2F0BLU6_ESCRO
OG0000104	sp|Q5XXA6|ANO1_HUMAN, sp|Q9NQ90|ANO2_HUMAN	tr|A0A2F0AUC3|A0A2F0AUC3_ESCRO
OG0000104	sp|A1A5B4|ANO9_HUMAN, sp|Q32M45|ANO4_HUMAN, sp|Q9BYT9|ANO3_HUMAN, sp|Q75V66|ANO5_HUMAN, sp|Q4KMQ2|ANO6_HUMAN	tr|A0A2F0B6Z2|A0A2F0B6Z2_ESCRO
OG0000105	sp|Q9UKF5|ADA29_HUMAN	tr|A0A2F0BNP2|A0A2F0BNP2_ESCRO
OG0000105	sp|Q9UKF2|ADA30_HUMAN, sp|Q6NVV9|ADAM5_HUMAN, sp|Q9Y3Q7|ADA18_HUMAN, sp|Q99965|ADAM2_HUMAN, sp|Q8TC27|ADA32_HUMAN, sp|Q13443|ADAM9_HUMAN, sp|O43506|ADA20_HUMAN, sp|Q9UKJ8|ADA21_HUMAN	tr|A0A2F0B801|A0A2F0B801_ESCRO
OG0000106	sp|P17844|DDX5_HUMAN, sp|Q587J7|TDR12_HUMAN, sp|Q7L014|DDX46_HUMAN, sp|Q9NXZ2|DDX43_HUMAN, sp|Q86TM3|DDX53_HUMAN, sp|Q9NQI0|DDX4_HUMAN, sp|O00571|DDX3X_HUMAN, sp|O15523|DDX3Y_HUMAN, sp|Q9BQ39|DDX50_HUMAN, sp|Q9NR30|DDX21_HUMAN	tr|A0A2F0BP33|A0A2F0BP33_ESCRO
OG0000107	sp|P55774|CCL18_HUMAN, sp|Q16663|CCL15_HUMAN, sp|P55773|CCL23_HUMAN, sp|Q16627|CCL14_HUMAN, sp|P13236|CCL4_HUMAN, sp|Q8NHW4|CC4L_HUMAN, tr|A0A0G2JLY3|A0A0G2JLY3_HUMAN, sp|P22362|CCL1_HUMAN, sp|P10147|CCL3_HUMAN, sp|P16619|CL3L1_HUMAN	tr|A0A2F0BNV1|A0A2F0BNV1_ESCRO
OG0000108	sp|Q8NGN6|O10G7_HUMAN, sp|Q8NGN5|O10G8_HUMAN, sp|Q8NGN4|O10G9_HUMAN, sp|Q8NGN3|O10G4_HUMAN, sp|Q8NGN2|O10S1_HUMAN, sp|Q8NH81|O10G6_HUMAN, sp|Q8NGC4|O10G3_HUMAN, sp|Q8NGC3|O10G2_HUMAN, sp|Q8NGN7|O10D4_HUMAN, sp|Q8NH80|O10D3_HUMAN	tr|A0A2F0BKK9|A0A2F0BKK9_ESCRO
OG0000114	sp|Q6IF99|O10K2_HUMAN	tr|A0A2F0BC59|A0A2F0BC59_ESCRO
OG0000114	sp|Q8NGX6|O10R2_HUMAN	tr|A0A2F0BLQ5|A0A2F0BLQ5_ESCRO
OG0000114	sp|Q5JRS4|O10J3_HUMAN	tr|A0A2F0B2C5|A0A2F0B2C5_ESCRO, tr|A0A2F0BG04|A0A2F0BG04_ESCRO, tr|A0A2F0B8K3|A0A2F0B8K3_ESCRO
