Orthogroup	Homo_sapiens	Lynx_canadensis
OG0000036	sp|P47890|OR1G1_HUMAN	tr|A0A667HFN6|A0A667HFN6_LYNCA, tr|A0A667IMJ2|A0A667IMJ2_LYNCA, tr|A0A667HFK2|A0A667HFK2_LYNCA, tr|A0A667HJX3|A0A667HJX3_LYNCA, tr|A0A667HJZ9|A0A667HJZ9_LYNCA, tr|A0A667I2K8|A0A667I2K8_LYNCA, tr|A0A667HG96|A0A667HG96_LYNCA, tr|A0A667ITQ2|A0A667ITQ2_LYNCA, tr|A0A667I066|A0A667I066_LYNCA, tr|A0A667I763|A0A667I763_LYNCA, tr|A0A667IH98|A0A667IH98_LYNCA, tr|A0A667HCV5|A0A667HCV5_LYNCA
OG0000037	tr|B3KNS4|B3KNS4_HUMAN, sp|P61568|ENK11_HUMAN, sp|P63136|POK25_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63132|PO113_HUMAN, sp|P10266|POK10_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|P63135|POK7_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q902F9|EN113_HUMAN, sp|P61578|REC16_HUMAN, sp|P61576|REC04_HUMAN, sp|P61574|RE113_HUMAN	tr|A0A667I7A2|A0A667I7A2_LYNCA
OG0000039	sp|Q15375|EPHA7_HUMAN	tr|A0A667G9N3|A0A667G9N3_LYNCA
OG0000039	sp|Q9UF33|EPHA6_HUMAN	tr|A0A667IVK9|A0A667IVK9_LYNCA
OG0000039	sp|P54756|EPHA5_HUMAN	tr|A0A667H8G5|A0A667H8G5_LYNCA
OG0000039	sp|P29320|EPHA3_HUMAN	tr|A0A667GP98|A0A667GP98_LYNCA
OG0000039	sp|P29322|EPHA8_HUMAN	tr|A0A667HL65|A0A667HL65_LYNCA
OG0000039	sp|P54764|EPHA4_HUMAN	tr|A0A667GQY5|A0A667GQY5_LYNCA
OG0000039	sp|P54753|EPHB3_HUMAN	tr|A0A667HGG2|A0A667HGG2_LYNCA
OG0000039	sp|P54762|EPHB1_HUMAN	tr|A0A667HRH8|A0A667HRH8_LYNCA
OG0000039	sp|P29323|EPHB2_HUMAN	tr|A0A667H3H6|A0A667H3H6_LYNCA
OG0000040	sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|P04435|TVB79_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A1B0GX68|TVB2_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|A0A1B0GX78|TVBL5_HUMAN, sp|P01733|TVBL3_HUMAN, sp|A0A0B4J2E0|TVBL4_HUMAN	tr|A0A667H9R9|A0A667H9R9_LYNCA
OG0000041	sp|Q8NHC8|OR2T6_HUMAN	tr|A0A667FFT7|A0A667FFT7_LYNCA
OG0000041	sp|O43869|OR2T1_HUMAN	tr|A0A667GPC3|A0A667GPC3_LYNCA, tr|A0A667FZU3|A0A667FZU3_LYNCA, tr|A0A667FMQ8|A0A667FMQ8_LYNCA, tr|A0A667GPB6|A0A667GPB6_LYNCA, tr|A0A667FZW0|A0A667FZW0_LYNCA, tr|A0A667FFV4|A0A667FFV4_LYNCA, tr|A0A667GPC9|A0A667GPC9_LYNCA, tr|A0A667GQJ0|A0A667GQJ0_LYNCA, tr|A0A667G1W8|A0A667G1W8_LYNCA, tr|A0A667FMR2|A0A667FMR2_LYNCA, tr|A0A667FFT3|A0A667FFT3_LYNCA, tr|A0A667FZU4|A0A667FZU4_LYNCA, tr|A0A667G1W5|A0A667G1W5_LYNCA, tr|A0A667FMR0|A0A667FMR0_LYNCA, tr|A0A667GPC1|A0A667GPC1_LYNCA
OG0000042	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A667HQR9|A0A667HQR9_LYNCA
OG0000042	sp|Q16777|H2A2C_HUMAN	tr|A0A667GSU7|A0A667GSU7_LYNCA
OG0000042	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A667HJC9|A0A667HJC9_LYNCA
OG0000042	sp|Q96QV6|H2A1A_HUMAN	tr|A0A667G2I7|A0A667G2I7_LYNCA, tr|A0A667FZY2|A0A667FZY2_LYNCA, tr|A0A667GT59|A0A667GT59_LYNCA, tr|A0A667GSQ6|A0A667GSQ6_LYNCA, tr|A0A667FNJ9|A0A667FNJ9_LYNCA, tr|A0A667G3T4|A0A667G3T4_LYNCA, tr|A0A667G7P1|A0A667G7P1_LYNCA, tr|A0A667G535|A0A667G535_LYNCA
OG0000043	sp|Q14586|ZN267_HUMAN, sp|Q7Z2F6|KRBX5_HUMAN	tr|A0A667HXD1|A0A667HXD1_LYNCA, tr|A0A667IMT9|A0A667IMT9_LYNCA, tr|A0A667HXM5|A0A667HXM5_LYNCA, tr|A0A667HGU8|A0A667HGU8_LYNCA, tr|A0A667IL28|A0A667IL28_LYNCA, tr|A0A667HH37|A0A667HH37_LYNCA, tr|A0A667HX07|A0A667HX07_LYNCA, tr|A0A667HX16|A0A667HX16_LYNCA, tr|A0A667HX69|A0A667HX69_LYNCA, tr|A0A667IMW2|A0A667IMW2_LYNCA, tr|A0A667HED6|A0A667HED6_LYNCA, tr|A0A667HC13|A0A667HC13_LYNCA, tr|A0A667HEA0|A0A667HEA0_LYNCA, tr|A0A667HXC7|A0A667HXC7_LYNCA, tr|A0A667HH47|A0A667HH47_LYNCA, tr|A0A667IK71|A0A667IK71_LYNCA
OG0000044	sp|P08727|K1C19_HUMAN	tr|A0A667J3M1|A0A667J3M1_LYNCA
OG0000044	sp|P19012|K1C15_HUMAN	tr|A0A667IML4|A0A667IML4_LYNCA
OG0000044	sp|P13646|K1C13_HUMAN	tr|A0A667II12|A0A667II12_LYNCA
OG0000044	sp|Q99456|K1C12_HUMAN	tr|A0A667IJU6|A0A667IJU6_LYNCA
OG0000044	sp|P35527|K1C9_HUMAN	tr|A0A667J1F2|A0A667J1F2_LYNCA
OG0000044	sp|P02533|K1C14_HUMAN	tr|A0A667HHW3|A0A667HHW3_LYNCA
OG0000044	sp|P08779|K1C16_HUMAN	tr|A0A667HHX3|A0A667HHX3_LYNCA
OG0000044	sp|Q04695|K1C17_HUMAN	tr|A0A667HG72|A0A667HG72_LYNCA, tr|A0A667GW52|A0A667GW52_LYNCA
OG0000045	sp|P57053|H2BFS_HUMAN	tr|A0A667G7S8|A0A667G7S8_LYNCA, tr|A0A667HJ98|A0A667HJ98_LYNCA
OG0000045	sp|P06899|H2B1J_HUMAN	tr|A0A667GRF1|A0A667GRF1_LYNCA
OG0000045	sp|O60814|H2B1K_HUMAN	tr|A0A667G3Q7|A0A667G3Q7_LYNCA
OG0000045	sp|Q8N257|H2B3B_HUMAN	tr|A0A667HYH0|A0A667HYH0_LYNCA, tr|A0A667G7Q3|A0A667G7Q3_LYNCA, tr|A0A667FQG9|A0A667FQG9_LYNCA, tr|A0A667GS58|A0A667GS58_LYNCA, tr|A0A667HJ21|A0A667HJ21_LYNCA, tr|A0A667G2G3|A0A667G2G3_LYNCA, tr|A0A667GT38|A0A667GT38_LYNCA, tr|A0A667FRL5|A0A667FRL5_LYNCA, tr|A0A667G208|A0A667G208_LYNCA
OG0000046	sp|Q86XU0|ZN677_HUMAN	tr|A0A667HW46|A0A667HW46_LYNCA, tr|A0A667HVV8|A0A667HVV8_LYNCA, tr|A0A667HWP8|A0A667HWP8_LYNCA, tr|A0A667HDC0|A0A667HDC0_LYNCA, tr|A0A667HVK9|A0A667HVK9_LYNCA, tr|A0A667HBL3|A0A667HBL3_LYNCA, tr|A0A667HDG2|A0A667HDG2_LYNCA, tr|A0A667HVY2|A0A667HVY2_LYNCA, tr|A0A667HD39|A0A667HD39_LYNCA, tr|A0A667IJG7|A0A667IJG7_LYNCA, tr|A0A667HE09|A0A667HE09_LYNCA, tr|A0A667III8|A0A667III8_LYNCA, tr|A0A667HH70|A0A667HH70_LYNCA, tr|A0A667HGV6|A0A667HGV6_LYNCA, tr|A0A667HZ66|A0A667HZ66_LYNCA, tr|A0A667HZQ3|A0A667HZQ3_LYNCA
OG0000047	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN	tr|A0A667GH09|A0A667GH09_LYNCA
OG0000049	sp|P01705|LV223_HUMAN, sp|P01704|LV214_HUMAN, sp|P01709|LV208_HUMAN, sp|P01706|LV211_HUMAN, sp|A0A075B6J2|LV233_HUMAN, sp|A0A075B6J9|LV218_HUMAN, sp|A0A075B6I0|LV861_HUMAN, sp|A0A075B6I4|LVX54_HUMAN, sp|P01721|LV657_HUMAN, sp|A0A075B6I6|LV150_HUMAN, sp|P01703|LV140_HUMAN, sp|P01701|LV151_HUMAN, sp|P01700|LV147_HUMAN, sp|P01699|LV144_HUMAN, sp|A0A0B4J1U3|LV136_HUMAN	tr|A0A667H9A7|A0A667H9A7_LYNCA
OG0000050	sp|Q6A162|K1C40_HUMAN	tr|A0A667I129|A0A667I129_LYNCA
OG0000050	sp|Q6A163|K1C39_HUMAN	tr|A0A667J1S4|A0A667J1S4_LYNCA
OG0000050	sp|Q92764|KRT35_HUMAN	tr|A0A667IHJ1|A0A667IHJ1_LYNCA
OG0000050	sp|O76013|KRT36_HUMAN	tr|A0A667IMA7|A0A667IMA7_LYNCA
OG0000051	sp|Q9UKF5|ADA29_HUMAN	tr|A0A667GQG5|A0A667GQG5_LYNCA
OG0000051	sp|O43506|ADA20_HUMAN	tr|A0A667G207|A0A667G207_LYNCA
OG0000051	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A667GII0|A0A667GII0_LYNCA
OG0000051	sp|Q13443|ADAM9_HUMAN	tr|A0A667I0C6|A0A667I0C6_LYNCA, tr|A0A667GSZ8|A0A667GSZ8_LYNCA
OG0000051	sp|Q9UKF2|ADA30_HUMAN	tr|A0A667GG53|A0A667GG53_LYNCA, tr|A0A667H763|A0A667H763_LYNCA, tr|A0A667HZJ0|A0A667HZJ0_LYNCA, tr|A0A667IHI4|A0A667IHI4_LYNCA, tr|A0A667FVX4|A0A667FVX4_LYNCA
OG0000054	sp|Q8N988|ZN557_HUMAN, sp|Q96NG5|ZN558_HUMAN	tr|A0A667GTE9|A0A667GTE9_LYNCA, tr|A0A667FQT6|A0A667FQT6_LYNCA
OG0000054	sp|Q13360|ZN177_HUMAN	tr|A0A667GUJ6|A0A667GUJ6_LYNCA
OG0000054	sp|Q9BR84|ZN559_HUMAN	tr|A0A667GUD2|A0A667GUD2_LYNCA
OG0000054	sp|Q147U1|ZN846_HUMAN	tr|A0A667G4K4|A0A667G4K4_LYNCA
OG0000054	sp|P17027|ZNF23_HUMAN	tr|A0A667HUI6|A0A667HUI6_LYNCA
OG0000054	sp|A6NDX5|ZN840_HUMAN	tr|A0A667G2K6|A0A667G2K6_LYNCA, tr|A0A667G0D7|A0A667G0D7_LYNCA
OG0000055	sp|P04211|LV743_HUMAN, sp|A0A075B6I9|LV746_HUMAN	tr|A0A667HA62|A0A667HA62_LYNCA
OG0000055	sp|A0A075B6J6|LV322_HUMAN, sp|P01718|LV327_HUMAN, sp|A0A075B6K4|LV310_HUMAN, sp|A0A075B6K0|LV316_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A0A0MS00|LV332_HUMAN, sp|P01714|LV319_HUMAN, sp|P01715|LV301_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|P80748|LV321_HUMAN, sp|A0A075B6K5|LV39_HUMAN	tr|A0A667HAK2|A0A667HAK2_LYNCA
OG0000058	sp|Q13151|ROA0_HUMAN	tr|A0A667G5G5|A0A667G5G5_LYNCA, tr|A0A667IX71|A0A667IX71_LYNCA
OG0000058	sp|P09651|ROA1_HUMAN	tr|A0A667GSM3|A0A667GSM3_LYNCA
OG0000058	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A667FYP4|A0A667FYP4_LYNCA, tr|A0A667G1D0|A0A667G1D0_LYNCA
OG0000058	sp|Q32P51|RA1L2_HUMAN	tr|A0A667G946|A0A667G946_LYNCA
OG0000058	sp|P51991|ROA3_HUMAN	tr|A0A667GK44|A0A667GK44_LYNCA, tr|A0A667GF57|A0A667GF57_LYNCA, tr|A0A667HBW6|A0A667HBW6_LYNCA
OG0000060	sp|P06126|CD1A_HUMAN	tr|A0A667HNU1|A0A667HNU1_LYNCA, tr|A0A667ITR6|A0A667ITR6_LYNCA, tr|A0A667I9R4|A0A667I9R4_LYNCA, tr|A0A667ITY7|A0A667ITY7_LYNCA, tr|A0A667I952|A0A667I952_LYNCA, tr|A0A667I6L4|A0A667I6L4_LYNCA
OG0000060	sp|P29017|CD1C_HUMAN	tr|A0A667I861|A0A667I861_LYNCA
OG0000060	sp|P29016|CD1B_HUMAN	tr|A0A667I4W7|A0A667I4W7_LYNCA
OG0000060	sp|P15812|CD1E_HUMAN	tr|A0A667HN05|A0A667HN05_LYNCA
OG0000060	sp|P15813|CD1D_HUMAN	tr|A0A667I9W3|A0A667I9W3_LYNCA
OG0000062	sp|Q9C000|NLRP1_HUMAN	tr|A0A667I111|A0A667I111_LYNCA
OG0000062	sp|Q96MN2|NALP4_HUMAN	tr|A0A667HMV1|A0A667HMV1_LYNCA
OG0000062	sp|Q7RTR0|NLRP9_HUMAN	tr|A0A667I7F8|A0A667I7F8_LYNCA
OG0000062	sp|Q86W24|NAL14_HUMAN	tr|A0A667GSA8|A0A667GSA8_LYNCA
OG0000062	sp|Q86W25|NAL13_HUMAN	tr|A0A667I4Q1|A0A667I4Q1_LYNCA
OG0000063	sp|P68431|H31_HUMAN	tr|A0A667GSF4|A0A667GSF4_LYNCA, tr|A0A667FMT4|A0A667FMT4_LYNCA
OG0000063	sp|P84243|H33_HUMAN, sp|P0DPK5|H3Y2_HUMAN, sp|P0DPK2|H3Y1_HUMAN	tr|A0A667HAY6|A0A667HAY6_LYNCA
OG0000063	sp|Q6NXT2|H3C_HUMAN	tr|A0A667ISX9|A0A667ISX9_LYNCA
OG0000063	sp|Q5TEC6|H37_HUMAN	tr|A0A667GSL5|A0A667GSL5_LYNCA
OG0000065	sp|Q8NH51|OR8K3_HUMAN	tr|A0A667GGY6|A0A667GGY6_LYNCA, tr|A0A667GWU7|A0A667GWU7_LYNCA
OG0000065	sp|Q8NH50|OR8K5_HUMAN	tr|A0A667GWY7|A0A667GWY7_LYNCA
OG0000065	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A667GYZ9|A0A667GYZ9_LYNCA
OG0000065	sp|Q8NH85|OR5R1_HUMAN	tr|A0A667GGS8|A0A667GGS8_LYNCA, tr|A0A667HNS3|A0A667HNS3_LYNCA, tr|A0A667GX66|A0A667GX66_LYNCA
OG0000067	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A667G381|A0A667G381_LYNCA
OG0000067	sp|Q9H489|TSY26_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|A0A667G398|A0A667G398_LYNCA
OG0000068	sp|P00338|LDHA_HUMAN	tr|A0A667H3X1|A0A667H3X1_LYNCA, tr|A0A667HI28|A0A667HI28_LYNCA, tr|A0A667H2Z3|A0A667H2Z3_LYNCA, tr|A0A667GGY8|A0A667GGY8_LYNCA, tr|A0A667FXQ3|A0A667FXQ3_LYNCA, tr|A0A667I687|A0A667I687_LYNCA
OG0000068	sp|P07195|LDHB_HUMAN	tr|A0A667HBU9|A0A667HBU9_LYNCA, tr|A0A667HQ82|A0A667HQ82_LYNCA
OG0000068	sp|Q9BYZ2|LDH6B_HUMAN, sp|Q6ZMR3|LDH6A_HUMAN, sp|P07864|LDHC_HUMAN	tr|A0A667HIW4|A0A667HIW4_LYNCA
OG0000069	sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60371|KR106_HUMAN, sp|P60372|KR104_HUMAN, sp|P60331|KR101_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60369|KR103_HUMAN, sp|P60411|KR109_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN, sp|P60410|KR108_HUMAN	tr|A0A667HPT7|A0A667HPT7_LYNCA
OG0000069	sp|P60370|KR105_HUMAN	tr|A0A667H083|A0A667H083_LYNCA
OG0000070	sp|Q8NGC1|O11G2_HUMAN	tr|A0A667GXZ5|A0A667GXZ5_LYNCA, tr|A0A667GZT6|A0A667GZT6_LYNCA, tr|A0A667HPE8|A0A667HPE8_LYNCA, tr|A0A667GI50|A0A667GI50_LYNCA, tr|A0A667GCW0|A0A667GCW0_LYNCA, tr|A0A667GXS3|A0A667GXS3_LYNCA, tr|A0A667HNW9|A0A667HNW9_LYNCA, tr|A0A667GZP9|A0A667GZP9_LYNCA, tr|A0A667GHJ3|A0A667GHJ3_LYNCA, tr|A0A667GZN3|A0A667GZN3_LYNCA, tr|A0A667HG35|A0A667HG35_LYNCA, tr|A0A667HJ75|A0A667HJ75_LYNCA, tr|A0A667HPQ3|A0A667HPQ3_LYNCA
OG0000072	sp|O75526|RMXL2_HUMAN	tr|A0A667GU37|A0A667GU37_LYNCA
OG0000072	sp|A6NDE4|RBY1B_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|Q15415|RBY1F_HUMAN	tr|A0A667J1E5|A0A667J1E5_LYNCA
OG0000072	sp|Q96E39|RMXL1_HUMAN, sp|P38159|RBMX_HUMAN	tr|A0A667IG27|A0A667IG27_LYNCA
OG0000076	sp|Q9Y5Y9|SCNAA_HUMAN	tr|A0A667GNA3|A0A667GNA3_LYNCA
OG0000076	sp|Q9UI33|SCNBA_HUMAN	tr|A0A667H3K0|A0A667H3K0_LYNCA
OG0000076	sp|Q01118|SCN7A_HUMAN	tr|A0A667GI60|A0A667GI60_LYNCA, tr|A0A667I595|A0A667I595_LYNCA, tr|A0A667H359|A0A667H359_LYNCA, tr|A0A667H1P7|A0A667H1P7_LYNCA, tr|A0A667HSG0|A0A667HSG0_LYNCA, tr|A0A667GML5|A0A667GML5_LYNCA, tr|A0A667HQ15|A0A667HQ15_LYNCA, tr|A0A667GIE2|A0A667GIE2_LYNCA
OG0000077	sp|O75897|ST1C4_HUMAN	tr|A0A667GZ31|A0A667GZ31_LYNCA
OG0000077	sp|O00338|ST1C2_HUMAN	tr|A0A667FVJ7|A0A667FVJ7_LYNCA
OG0000077	sp|Q6IMI6|ST1C3_HUMAN	tr|A0A667FQL5|A0A667FQL5_LYNCA
OG0000077	sp|O43704|ST1B1_HUMAN	tr|A0A667FWH9|A0A667FWH9_LYNCA, tr|A0A667H6H8|A0A667H6H8_LYNCA
OG0000078	sp|P52569|CTR2_HUMAN	tr|A0A667G064|A0A667G064_LYNCA
OG0000078	sp|P30825|CTR1_HUMAN	tr|A0A667GMY2|A0A667GMY2_LYNCA
OG0000078	sp|Q8WY07|CTR3_HUMAN	tr|A0A667H7X4|A0A667H7X4_LYNCA, tr|A0A667HR24|A0A667HR24_LYNCA, tr|A0A667GBX6|A0A667GBX6_LYNCA, tr|A0A667HPH9|A0A667HPH9_LYNCA, tr|A0A667H800|A0A667H800_LYNCA, tr|A0A667H7Y6|A0A667H7Y6_LYNCA, tr|A0A667H7V5|A0A667H7V5_LYNCA, tr|A0A667HGN7|A0A667HGN7_LYNCA
OG0000079	sp|Q8WVV5|BT2A2_HUMAN, sp|Q7KYR7|BT2A1_HUMAN, sp|Q96KV6|BT2A3_HUMAN	tr|A0A667G4H9|A0A667G4H9_LYNCA
OG0000079	sp|Q13410|BT1A1_HUMAN	tr|A0A667FPR4|A0A667FPR4_LYNCA
OG0000079	sp|O00481|BT3A1_HUMAN, sp|O00478|BT3A3_HUMAN, sp|P78410|BT3A2_HUMAN, sp|Q6UX41|BTNL8_HUMAN, sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UXG8|BTNL9_HUMAN	tr|A0A667GQF3|A0A667GQF3_LYNCA
OG0000080	sp|A0A0A6YYD4|TVB13_HUMAN	tr|A0A667H9S4|A0A667H9S4_LYNCA
OG0000080	sp|A0A0B4J1U6|TVB9_HUMAN, sp|A0A0A0MS03|TVB53_HUMAN, sp|A0A5A2|TVB58_HUMAN, sp|A0A0C4DH59|TVB54_HUMAN, sp|A0A599|TVB56_HUMAN, sp|A0A0A0MS05|TVB57_HUMAN, sp|A0A597|TVB55_HUMAN, tr|A0A087WZ39|A0A087WZ39_HUMAN, sp|A0A578|TVB51_HUMAN	tr|A0A667IH33|A0A667IH33_LYNCA
OG0000081	sp|Q6UWM9|UD2A3_HUMAN	tr|A0A667FWU0|A0A667FWU0_LYNCA
OG0000081	sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P36537|UDB10_HUMAN, sp|P16662|UD2B7_HUMAN, sp|P06133|UD2B4_HUMAN, sp|O75795|UDB17_HUMAN, sp|P54855|UDB15_HUMAN, sp|P0DTE4|UD2A1_HUMAN, sp|P0DTE5|UD2A2_HUMAN	tr|A0A667G1J9|A0A667G1J9_LYNCA
OG0000082	sp|P55285|CADH6_HUMAN	tr|A0A667GIC3|A0A667GIC3_LYNCA
OG0000082	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A667H9P5|A0A667H9P5_LYNCA
OG0000082	sp|Q9HBT6|CAD20_HUMAN	tr|A0A667GKX7|A0A667GKX7_LYNCA
OG0000082	sp|Q9ULB5|CADH7_HUMAN	tr|A0A667HRW5|A0A667HRW5_LYNCA
OG0000082	sp|P55289|CAD12_HUMAN	tr|A0A667H9Z7|A0A667H9Z7_LYNCA
OG0000082	sp|Q9ULB4|CADH9_HUMAN	tr|A0A667G4A1|A0A667G4A1_LYNCA
OG0000084	sp|Q93083|MT1L_HUMAN	tr|A0A667I2B3|A0A667I2B3_LYNCA
OG0000084	sp|Q8N339|MT1M_HUMAN, sp|P04733|MT1F_HUMAN, sp|P80294|MT1H_HUMAN, sp|P04731|MT1A_HUMAN, sp|P07438|MT1B_HUMAN, sp|P04732|MT1E_HUMAN, sp|P80297|MT1X_HUMAN, sp|P0DM35|M1BL1_HUMAN, sp|P13640|MT1G_HUMAN	tr|A0A667GAF8|A0A667GAF8_LYNCA
OG0000085	sp|P08238|HS90B_HUMAN	tr|A0A667FWN2|A0A667FWN2_LYNCA
OG0000085	sp|Q14568|HS902_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|P07900|HS90A_HUMAN	tr|A0A667G7Q6|A0A667G7Q6_LYNCA
OG0000085	sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN	tr|A0A667IPB7|A0A667IPB7_LYNCA, tr|A0A667H1D9|A0A667H1D9_LYNCA
OG0000086	sp|Q9UKL2|O52A1_HUMAN	tr|A0A667HWP2|A0A667HWP2_LYNCA, tr|A0A667GPP5|A0A667GPP5_LYNCA, tr|A0A667HWT9|A0A667HWT9_LYNCA, tr|A0A667HWB7|A0A667HWB7_LYNCA, tr|A0A667H7T2|A0A667H7T2_LYNCA, tr|A0A667H7H5|A0A667H7H5_LYNCA
OG0000086	sp|Q9H2C5|O52A5_HUMAN	tr|A0A667H403|A0A667H403_LYNCA, tr|A0A667HVT5|A0A667HVT5_LYNCA, tr|A0A667H7C6|A0A667H7C6_LYNCA, tr|A0A667GPA2|A0A667GPA2_LYNCA
OG0000087	sp|Q15615|OR4D1_HUMAN	tr|A0A667I9H1|A0A667I9H1_LYNCA
OG0000087	sp|P58180|OR4D2_HUMAN	tr|A0A667I9G2|A0A667I9G2_LYNCA, tr|A0A667ITU4|A0A667ITU4_LYNCA
OG0000087	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A667IB01|A0A667IB01_LYNCA, tr|A0A667IUV6|A0A667IUV6_LYNCA, tr|A0A667IAX1|A0A667IAX1_LYNCA, tr|A0A667IAW3|A0A667IAW3_LYNCA, tr|A0A667HRK0|A0A667HRK0_LYNCA, tr|A0A667I7K7|A0A667I7K7_LYNCA
OG0000088	sp|P10412|H14_HUMAN	tr|A0A667G314|A0A667G314_LYNCA
OG0000088	sp|P16401|H15_HUMAN	tr|A0A667FGP2|A0A667FGP2_LYNCA
OG0000088	sp|Q02539|H11_HUMAN, sp|Q75WM6|H1FNT_HUMAN, sp|P16403|H12_HUMAN	tr|A0A667G469|A0A667G469_LYNCA
OG0000089	tr|A0A2R8YED5|A0A2R8YED5_HUMAN	tr|A0A667GG56|A0A667GG56_LYNCA
OG0000089	sp|Q8NH09|OR8S1_HUMAN	tr|A0A667H0S7|A0A667H0S7_LYNCA, tr|A0A667HS73|A0A667HS73_LYNCA, tr|A0A667GFR6|A0A667GFR6_LYNCA, tr|A0A667H105|A0A667H105_LYNCA, tr|A0A667GKK7|A0A667GKK7_LYNCA, tr|A0A667GG40|A0A667GG40_LYNCA, tr|A0A667GKM2|A0A667GKM2_LYNCA, tr|A0A667GKG3|A0A667GKG3_LYNCA, tr|A0A667GFY5|A0A667GFY5_LYNCA
OG0000091	sp|P51504|ZNF80_HUMAN	tr|A0A667HT24|A0A667HT24_LYNCA
OG0000091	sp|Q7Z398|ZN550_HUMAN	tr|A0A667IWM8|A0A667IWM8_LYNCA
OG0000091	sp|Q96NL3|ZN599_HUMAN	tr|A0A667HMJ7|A0A667HMJ7_LYNCA
OG0000091	sp|Q5CZA5|ZN805_HUMAN, sp|O43296|ZN264_HUMAN	tr|A0A667HRI1|A0A667HRI1_LYNCA
OG0000092	sp|Q6ZMR5|TM11A_HUMAN	tr|A0A667H7L2|A0A667H7L2_LYNCA
OG0000092	sp|Q86WS5|TMPSC_HUMAN, sp|O60235|TM11D_HUMAN	tr|A0A667FXI2|A0A667FXI2_LYNCA
OG0000092	sp|Q86T26|TM11B_HUMAN	tr|A0A667FXM2|A0A667FXM2_LYNCA, tr|A0A667FXA8|A0A667FXA8_LYNCA
OG0000092	sp|Q9UL52|TM11E_HUMAN, sp|Q6ZWK6|TM11F_HUMAN	tr|A0A667FXC8|A0A667FXC8_LYNCA
