Orthogroup	Homo_sapiens	Mus_spicilegus
OG0000012	sp|P01764|HV323_HUMAN, sp|A0A0C4DH36|HV338_HUMAN, sp|P0DTE1|HV383_HUMAN, sp|A0A0C4DH42|HV366_HUMAN, sp|P01767|HV353_HUMAN, sp|A0A0J9YX35|HV64D_HUMAN, sp|A0A075B6Q5|HV364_HUMAN, sp|P01780|HV307_HUMAN, sp|P01766|HV313_HUMAN, tr|A0A075B7F0|A0A075B7F0_HUMAN, sp|A0A0B4J1V1|HV321_HUMAN, sp|P01763|HV348_HUMAN, sp|P0DP03|HVC05_HUMAN, sp|P01768|HV330_HUMAN, sp|P0DP02|HVC33_HUMAN, sp|P01772|HV333_HUMAN, tr|A0A0J9YY99|A0A0J9YY99_HUMAN, tr|A0A075B7F1|A0A075B7F1_HUMAN, tr|S4R3C0|S4R3C0_HUMAN, sp|P01762|HV311_HUMAN, sp|A0A0B4J1X8|HV343_HUMAN, sp|P0DP04|HV43D_HUMAN, sp|P01782|HV309_HUMAN, sp|A0A0C4DH30|HV316_HUMAN, sp|A0A0C4DH35|HV335_HUMAN, sp|A0A0C4DH32|HV320_HUMAN, sp|A0A0B4J1X5|HV374_HUMAN, tr|A0A075B7E8|A0A075B7E8_HUMAN, tr|A0A075B7B8|A0A075B7B8_HUMAN, sp|P0DTE2|HV511_HUMAN, sp|A0A0B4J1V0|HV315_HUMAN, sp|A0A0A0MS15|HV349_HUMAN, sp|A0A0B4J1V6|HV373_HUMAN, tr|A0A075B7D8|A0A075B7D8_HUMAN, sp|A0A0B4J1Y9|HV372_HUMAN	tr|A0A8C6GC39|A0A8C6GC39_MUSSI
OG0000017	sp|O60384|ZN861_HUMAN, sp|Q8N8L2|ZN491_HUMAN, sp|Q96I27|ZN625_HUMAN, sp|Q9HAH1|ZN556_HUMAN, sp|Q8NEP9|ZN555_HUMAN, sp|Q68EA5|ZNF57_HUMAN, sp|Q15935|ZNF77_HUMAN, sp|Q8TBZ8|ZN564_HUMAN, sp|P17017|ZNF14_HUMAN, sp|Q9ULM2|ZN490_HUMAN, sp|Q8IZC7|ZN101_HUMAN, sp|Q96BR6|ZN669_HUMAN, sp|Q9BS34|ZN670_HUMAN, sp|Q3KP31|ZN791_HUMAN, sp|Q8N972|ZN709_HUMAN, sp|Q7L945|ZN627_HUMAN, sp|P52737|ZN136_HUMAN, sp|Q8N8Z8|ZN441_HUMAN, sp|Q9H7R0|ZN442_HUMAN, sp|Q8TA94|ZN563_HUMAN, sp|P15621|ZNF44_HUMAN, sp|Q96GE5|ZN799_HUMAN, sp|Q9Y2A4|ZN443_HUMAN, sp|P16415|ZN823_HUMAN, sp|C9JN71|ZN878_HUMAN, sp|Q9UC07|ZNF69_HUMAN, sp|Q9H0M5|ZN700_HUMAN, sp|Q0D2J5|ZN763_HUMAN, sp|Q8IYI8|ZN440_HUMAN, sp|Q8NDP4|ZN439_HUMAN, sp|Q08AG5|ZN844_HUMAN, sp|Q8N7K0|ZN433_HUMAN, sp|P17024|ZNF20_HUMAN	tr|A0A8C6HZ78|A0A8C6HZ78_MUSSI
OG0000019	sp|A6NGY5|O51F1_HUMAN	tr|A0A8C6GEM9|A0A8C6GEM9_MUSSI, tr|A0A8C6GEI7|A0A8C6GEI7_MUSSI
OG0000019	sp|Q8NH61|O51F2_HUMAN	tr|A0A8C6GE78|A0A8C6GE78_MUSSI
OG0000019	sp|Q8NGK1|O51G1_HUMAN	tr|A0A8C6H5M8|A0A8C6H5M8_MUSSI, tr|A0A8C6H6H5|A0A8C6H6H5_MUSSI, tr|A0A8C6H6K0|A0A8C6H6K0_MUSSI, tr|A0A8C6IES2|A0A8C6IES2_MUSSI
OG0000019	sp|Q8NH63|O51H1_HUMAN	tr|A0A8C6GEC7|A0A8C6GEC7_MUSSI, tr|A0A8C6GE90|A0A8C6GE90_MUSSI, tr|A0A8C6GEC4|A0A8C6GEC4_MUSSI, tr|A0A8C6H5W9|A0A8C6H5W9_MUSSI, tr|A0A8C6MVX7|A0A8C6MVX7_MUSSI, tr|A0A8C6H5V1|A0A8C6H5V1_MUSSI, tr|A0A8C6GEP7|A0A8C6GEP7_MUSSI, tr|A0A8C6GDQ1|A0A8C6GDQ1_MUSSI, tr|A0A8C6GEH2|A0A8C6GEH2_MUSSI
OG0000019	tr|A0A3B3IT45|A0A3B3IT45_HUMAN	tr|A0A8C6GDH1|A0A8C6GDH1_MUSSI, tr|A0A8C6GDG4|A0A8C6GDG4_MUSSI
OG0000020	sp|Q9HBQ8|GGA2B_HUMAN	tr|A0A8C6GU83|A0A8C6GU83_MUSSI
OG0000020	tr|A0A1W2PRN1|A0A1W2PRN1_HUMAN, sp|A6NI86|GG6LA_HUMAN, sp|H0YKK7|GG6LS_HUMAN, tr|A0A0M3HER8|A0A0M3HER8_HUMAN, sp|A6NEM1|GG6L9_HUMAN, sp|A6NEF3|GG6L4_HUMAN, sp|A6NEY3|GG6L3_HUMAN, sp|A6NDK9|GOG6C_HUMAN, sp|P0CG33|GOG6D_HUMAN, sp|Q9NYA3|GOG6A_HUMAN, sp|A6NDN3|GOG6B_HUMAN, sp|Q08AF8|GOG8F_HUMAN, sp|Q0D2H9|GOG8D_HUMAN, sp|A6NCC3|GOG8O_HUMAN, sp|F8WBI6|GOG8N_HUMAN, sp|H3BV12|GOG8Q_HUMAN, tr|A0A1B0GV12|A0A1B0GV12_HUMAN, sp|I6L899|GOG8R_HUMAN, sp|H3BQL2|GOG8T_HUMAN, sp|D6RF30|GOG8K_HUMAN, sp|A6NMD2|GOG8J_HUMAN, sp|P0CJ92|GOG8H_HUMAN, sp|H3BSY2|GOG8M_HUMAN, sp|A6NC78|GOG8I_HUMAN, sp|H3BPF8|GOG8S_HUMAN, sp|A6NN73|GOG8C_HUMAN, sp|A8MQT2|GOG8B_HUMAN, sp|A7E2F4|GOG8A_HUMAN, sp|Q08379|GOGA2_HUMAN	tr|A0A8C6H0D5|A0A8C6H0D5_MUSSI
OG0000023	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A8C6N3C0|A0A8C6N3C0_MUSSI, tr|A0A8C6I5W8|A0A8C6I5W8_MUSSI, tr|A0A8C6I5Q0|A0A8C6I5Q0_MUSSI, tr|A0A8C6I8Q5|A0A8C6I8Q5_MUSSI, tr|A0A8C6N319|A0A8C6N319_MUSSI, tr|A0A8C6I6W2|A0A8C6I6W2_MUSSI, tr|A0A8C6N306|A0A8C6N306_MUSSI, tr|A0A8C6I7W0|A0A8C6I7W0_MUSSI, tr|A0A8C6I8H3|A0A8C6I8H3_MUSSI, tr|A0A8C6I8I3|A0A8C6I8I3_MUSSI, tr|A0A8C6MP90|A0A8C6MP90_MUSSI, tr|A0A8C6I6R2|A0A8C6I6R2_MUSSI, tr|A0A8C6I5S3|A0A8C6I5S3_MUSSI, tr|A0A8C6I7L7|A0A8C6I7L7_MUSSI, tr|A0A8C6I7Y6|A0A8C6I7Y6_MUSSI, tr|A0A8C6I6V2|A0A8C6I6V2_MUSSI, tr|A0A8C6I794|A0A8C6I794_MUSSI, tr|A0A8C6I7N5|A0A8C6I7N5_MUSSI
OG0000023	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A8C6I9F4|A0A8C6I9F4_MUSSI, tr|A0A8C6I9M1|A0A8C6I9M1_MUSSI, tr|A0A8C6I8S1|A0A8C6I8S1_MUSSI, tr|A0A8C6I9E4|A0A8C6I9E4_MUSSI, tr|A0A8C6I7Q8|A0A8C6I7Q8_MUSSI, tr|A0A8C6I727|A0A8C6I727_MUSSI, tr|A0A8C6I8V1|A0A8C6I8V1_MUSSI, tr|A0A8C6I8Q9|A0A8C6I8Q9_MUSSI, tr|A0A8C6I781|A0A8C6I781_MUSSI, tr|A0A8C6I7C3|A0A8C6I7C3_MUSSI, tr|A0A8C6I6Z9|A0A8C6I6Z9_MUSSI
OG0000024	sp|P15880|RS2_HUMAN	tr|A0A8C6HEI8|A0A8C6HEI8_MUSSI, tr|A0A8C6H8I3|A0A8C6H8I3_MUSSI, tr|A0A8C6HR55|A0A8C6HR55_MUSSI, tr|A0A8C6HYE3|A0A8C6HYE3_MUSSI, tr|A0A8C6G6Q8|A0A8C6G6Q8_MUSSI, tr|A0A8C6G5Z2|A0A8C6G5Z2_MUSSI, tr|A0A8C6H890|A0A8C6H890_MUSSI, tr|A0A8C6HYW9|A0A8C6HYW9_MUSSI, tr|A0A8C6HWK9|A0A8C6HWK9_MUSSI, tr|A0A8C6G7H9|A0A8C6G7H9_MUSSI, tr|A0A8C6GRC6|A0A8C6GRC6_MUSSI, tr|A0A8C6I1M0|A0A8C6I1M0_MUSSI, tr|A0A8C6I4A5|A0A8C6I4A5_MUSSI, tr|A0A8C6N2V0|A0A8C6N2V0_MUSSI, tr|A0A8C6HEX4|A0A8C6HEX4_MUSSI, tr|A0A8C6IJX4|A0A8C6IJX4_MUSSI, tr|A0A8C6HK90|A0A8C6HK90_MUSSI, tr|A0A8C6I2N4|A0A8C6I2N4_MUSSI, tr|A0A8C6HCC5|A0A8C6HCC5_MUSSI, tr|A0A8C6I5L5|A0A8C6I5L5_MUSSI, tr|A0A8C6GKM5|A0A8C6GKM5_MUSSI, tr|A0A8C6G9Q3|A0A8C6G9Q3_MUSSI, tr|A0A8C6GFZ7|A0A8C6GFZ7_MUSSI, tr|A0A8C6H674|A0A8C6H674_MUSSI, tr|A0A8C6HZN5|A0A8C6HZN5_MUSSI, tr|A0A8C6N0U7|A0A8C6N0U7_MUSSI, tr|A0A8C6H8I1|A0A8C6H8I1_MUSSI, tr|A0A8C6H0F8|A0A8C6H0F8_MUSSI, tr|A0A8C6HIH2|A0A8C6HIH2_MUSSI, tr|A0A8C6GQS6|A0A8C6GQS6_MUSSI
OG0000026	sp|A0A1B0GX78|TVBL5_HUMAN, sp|P01733|TVBL3_HUMAN, sp|A0A0B4J2E0|TVBL4_HUMAN	tr|A0A8C6GD11|A0A8C6GD11_MUSSI
OG0000026	sp|A0A087X0K7|TVB17_HUMAN, sp|A0A1B0GX68|TVB2_HUMAN	tr|A0A8C6MQ41|A0A8C6MQ41_MUSSI
OG0000026	sp|A0A584|TVBK2_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|P04435|TVB79_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A087X0M5|TVB18_HUMAN, sp|A0A0B4J1U6|TVB9_HUMAN, sp|A0A578|TVB51_HUMAN, sp|A0A597|TVB55_HUMAN, sp|A0A0A0MS05|TVB57_HUMAN, sp|A0A599|TVB56_HUMAN, sp|A0A0C4DH59|TVB54_HUMAN, sp|A0A0A0MS03|TVB53_HUMAN, sp|A0A5A2|TVB58_HUMAN, sp|A0A0A6YYD4|TVB13_HUMAN	tr|A0A8C6GCS1|A0A8C6GCS1_MUSSI
OG0000027	sp|Q3SY52|ZIK1_HUMAN, sp|Q9BWM5|ZN416_HUMAN, sp|Q7Z340|ZN551_HUMAN, sp|Q6P9A1|ZN530_HUMAN, sp|Q8TAW3|ZN671_HUMAN, sp|Q3KQV3|ZN792_HUMAN, sp|Q68DY9|ZN772_HUMAN, sp|Q96HQ0|ZN419_HUMAN, sp|Q6PK81|ZN773_HUMAN, sp|Q8IVC4|ZN584_HUMAN, sp|P52741|ZN134_HUMAN, sp|P52740|ZN132_HUMAN, sp|Q8IVP9|ZN547_HUMAN, sp|Q8NEK5|ZN548_HUMAN, sp|O43361|ZN749_HUMAN, sp|P17021|ZNF17_HUMAN, sp|Q9HCX3|ZN304_HUMAN, sp|Q6P9A3|ZN549_HUMAN, sp|Q13398|ZN211_HUMAN, sp|Q9Y2P7|ZN256_HUMAN, sp|B7Z6K7|ZN814_HUMAN, sp|E7ETH6|Z587B_HUMAN, sp|Q9H707|ZN552_HUMAN, sp|Q8TF45|ZN418_HUMAN, sp|Q8TAU3|ZN417_HUMAN, sp|Q96SQ5|ZN587_HUMAN, sp|Q68DI1|ZN776_HUMAN, sp|Q13106|ZN154_HUMAN, sp|Q9NXT0|ZN586_HUMAN	tr|A0A8C6N3T5|A0A8C6N3T5_MUSSI
OG0000034	sp|Q6ZN92|DUTL_HUMAN	tr|A0A8C6GMP3|A0A8C6GMP3_MUSSI, tr|A0A8C6MNG9|A0A8C6MNG9_MUSSI, tr|A0A8C6MP06|A0A8C6MP06_MUSSI, tr|A0A8C6ICS2|A0A8C6ICS2_MUSSI, tr|A0A8C6I7T3|A0A8C6I7T3_MUSSI, tr|A0A8C6N183|A0A8C6N183_MUSSI, tr|A0A8C6I2A9|A0A8C6I2A9_MUSSI, tr|A0A8C6HKL9|A0A8C6HKL9_MUSSI, tr|A0A8C6N3T1|A0A8C6N3T1_MUSSI, tr|A0A8C6G5H1|A0A8C6G5H1_MUSSI, tr|A0A8C6GAX7|A0A8C6GAX7_MUSSI, tr|A0A8C6GJH8|A0A8C6GJH8_MUSSI, tr|A0A8C6GNS0|A0A8C6GNS0_MUSSI, tr|A0A8C6H9D1|A0A8C6H9D1_MUSSI, tr|A0A8C6GLF8|A0A8C6GLF8_MUSSI, tr|A0A8C6G5U5|A0A8C6G5U5_MUSSI, tr|A0A8C6GNV6|A0A8C6GNV6_MUSSI, tr|A0A8C6IBX9|A0A8C6IBX9_MUSSI, tr|A0A8C6N463|A0A8C6N463_MUSSI, tr|A0A8C6GB23|A0A8C6GB23_MUSSI, tr|A0A8C6I8J7|A0A8C6I8J7_MUSSI, tr|A0A8C6N4B5|A0A8C6N4B5_MUSSI, tr|A0A8C6GAQ2|A0A8C6GAQ2_MUSSI, tr|A0A8C6GRC0|A0A8C6GRC0_MUSSI, tr|A0A8C6GQX9|A0A8C6GQX9_MUSSI
OG0000036	sp|Q92527|ANKR7_HUMAN, sp|Q6NSI1|AR26L_HUMAN, sp|H3BUK9|POTB2_HUMAN, sp|A0A0A6YYL3|POTEB_HUMAN, sp|A0JP26|POTB3_HUMAN, sp|Q86YR6|POTED_HUMAN, sp|B2RU33|POTEC_HUMAN, sp|Q6S5H5|POTEG_HUMAN, sp|A6NI47|POTEM_HUMAN, sp|Q6S545|POTEH_HUMAN, sp|Q6S8J7|POTEA_HUMAN, sp|Q9H568|ACTL8_HUMAN, sp|P60709|ACTB_HUMAN, sp|P63261|ACTG_HUMAN, sp|P62736|ACTA_HUMAN, sp|P63267|ACTH_HUMAN, sp|P68133|ACTS_HUMAN, sp|P68032|ACTC_HUMAN, sp|Q562R1|ACTBL_HUMAN, sp|Q9BYX7|ACTBM_HUMAN, sp|P0CG38|POTEI_HUMAN, sp|P0CG39|POTEJ_HUMAN, sp|Q6S8J3|POTEE_HUMAN, sp|A5A3E0|POTEF_HUMAN	tr|A0A8C6HJI9|A0A8C6HJI9_MUSSI
OG0000038	sp|O14556|G3PT_HUMAN	tr|A0A8C6MRP9|A0A8C6MRP9_MUSSI
OG0000038	sp|P04406|G3P_HUMAN	tr|A0A8C6GAF7|A0A8C6GAF7_MUSSI, tr|A0A8C6HY68|A0A8C6HY68_MUSSI, tr|A0A8C6N5Q5|A0A8C6N5Q5_MUSSI, tr|A0A8C6H8Y0|A0A8C6H8Y0_MUSSI, tr|A0A8C6GCD7|A0A8C6GCD7_MUSSI, tr|A0A8C6GIS6|A0A8C6GIS6_MUSSI, tr|A0A8C6GL76|A0A8C6GL76_MUSSI, tr|A0A8C6GPT4|A0A8C6GPT4_MUSSI, tr|A0A8C6ICS6|A0A8C6ICS6_MUSSI, tr|A0A8C6G9U2|A0A8C6G9U2_MUSSI, tr|A0A8C6GXZ3|A0A8C6GXZ3_MUSSI, tr|A0A8C6GY01|A0A8C6GY01_MUSSI, tr|A0A8C6I4U1|A0A8C6I4U1_MUSSI, tr|A0A8C6HV35|A0A8C6HV35_MUSSI, tr|A0A8C6HSH4|A0A8C6HSH4_MUSSI, tr|A0A8C6MS29|A0A8C6MS29_MUSSI, tr|A0A8C6GHH7|A0A8C6GHH7_MUSSI, tr|A0A8C6HDI3|A0A8C6HDI3_MUSSI, tr|A0A8C6IEE9|A0A8C6IEE9_MUSSI, tr|A0A8C6GYB5|A0A8C6GYB5_MUSSI, tr|A0A8C6G5H8|A0A8C6G5H8_MUSSI, tr|A0A8C6I6X5|A0A8C6I6X5_MUSSI
OG0000040	sp|A6NLX3|SPDE4_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DUX0|SPD10_HUMAN	tr|A0A8C6IF14|A0A8C6IF14_MUSSI
OG0000041	sp|Q6QN14|U17L6_HUMAN, sp|D6RBM5|U17LN_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|D6RBQ6|U17LH_HUMAN	tr|A0A8C6GNS6|A0A8C6GNS6_MUSSI
OG0000043	sp|A6NNH2|F90AR_HUMAN, sp|A6NIJ5|F90AK_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|A8MXJ8|F90A5_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|P0DV73|F90AG_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|P0C7X0|F90AO_HUMAN	tr|A0A8C6HX13|A0A8C6HX13_MUSSI
OG0000045	sp|Q8NA42|ZN383_HUMAN	tr|A0A8C6GBQ3|A0A8C6GBQ3_MUSSI
OG0000045	sp|Q3KNS6|ZN829_HUMAN, sp|Q969W8|ZN566_HUMAN, sp|P52738|ZN140_HUMAN, sp|Q96NG8|ZN582_HUMAN, sp|A8MQ14|ZN850_HUMAN, sp|Q8N9K5|ZN565_HUMAN, sp|Q6PG37|ZN790_HUMAN, sp|Q8TAF7|ZN461_HUMAN, sp|Q14585|ZN345_HUMAN, sp|Q6P280|ZN529_HUMAN, sp|Q8N7M2|ZN283_HUMAN, sp|Q9NQX6|ZN331_HUMAN, sp|Q8TAQ5|ZN420_HUMAN, sp|Q7Z3V5|ZN571_HUMAN, sp|Q8NDQ6|ZN540_HUMAN, sp|Q86UE3|ZN546_HUMAN, sp|Q9HCL3|ZFP14_HUMAN, sp|Q8N141|ZFP82_HUMAN	tr|A0A8C6GDQ6|A0A8C6GDQ6_MUSSI
OG0000047	sp|O76001|OR2J3_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76002|OR2J2_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|Q9Y3N9|OR2W1_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|Q7Z3T1|OR2W3_HUMAN, sp|A6NFC9|OR2W5_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q5JQS5|OR2BB_HUMAN, sp|O76000|OR2B3_HUMAN, sp|Q9GZK3|OR2B2_HUMAN, sp|P58173|OR2B6_HUMAN, sp|Q9GZK4|OR2H1_HUMAN, sp|O95918|OR2H2_HUMAN, sp|O95371|OR2C1_HUMAN	tr|A0A8C6MY67|A0A8C6MY67_MUSSI
OG0000048	sp|Q8NH51|OR8K3_HUMAN	tr|A0A8C6IB87|A0A8C6IB87_MUSSI
OG0000048	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A8C6I7B1|A0A8C6I7B1_MUSSI
OG0000048	sp|Q8NH50|OR8K5_HUMAN	tr|A0A8C6IB97|A0A8C6IB97_MUSSI, tr|A0A8C6I9A3|A0A8C6I9A3_MUSSI, tr|A0A8C6I919|A0A8C6I919_MUSSI, tr|A0A8C6I8H2|A0A8C6I8H2_MUSSI
OG0000049	sp|Q8NH19|O10AG_HUMAN	tr|A0A8C6HV68|A0A8C6HV68_MUSSI, tr|A0A8C6HUE4|A0A8C6HUE4_MUSSI, tr|A0A8C6HWU8|A0A8C6HWU8_MUSSI, tr|A0A8C6HXD2|A0A8C6HXD2_MUSSI, tr|A0A8C6HUD5|A0A8C6HUD5_MUSSI, tr|A0A8C6HV58|A0A8C6HV58_MUSSI, tr|A0A8C6N102|A0A8C6N102_MUSSI, tr|A0A8C6HVA1|A0A8C6HVA1_MUSSI, tr|A0A8C6HM88|A0A8C6HM88_MUSSI, tr|A0A8C6I9N3|A0A8C6I9N3_MUSSI, tr|A0A8C6GJZ6|A0A8C6GJZ6_MUSSI, tr|A0A8C6GZ47|A0A8C6GZ47_MUSSI, tr|A0A8C6HH93|A0A8C6HH93_MUSSI, tr|A0A8C6HLQ1|A0A8C6HLQ1_MUSSI, tr|A0A8C6HW41|A0A8C6HW41_MUSSI, tr|A0A8C6HWV9|A0A8C6HWV9_MUSSI, tr|A0A8C6HX95|A0A8C6HX95_MUSSI, tr|A0A8C6H464|A0A8C6H464_MUSSI, tr|A0A8C6H319|A0A8C6H319_MUSSI, tr|A0A8C6H4P6|A0A8C6H4P6_MUSSI
OG0000051	sp|Q8N1N4|K2C78_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|P35908|K22E_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|P12035|K2C3_HUMAN, sp|Q01546|K22O_HUMAN, sp|P19013|K2C4_HUMAN, sp|P05787|K2C8_HUMAN, sp|P08729|K2C7_HUMAN, sp|O95678|K2C75_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P02538|K2C6A_HUMAN, sp|P13647|K2C5_HUMAN	tr|A0A8C6GVH3|A0A8C6GVH3_MUSSI
OG0000052	sp|Q8NGL7|OR4P4_HUMAN	tr|A0A8C6GNA6|A0A8C6GNA6_MUSSI
OG0000052	sp|Q8NH73|OR4S2_HUMAN	tr|A0A8C6I140|A0A8C6I140_MUSSI, tr|A0A8C6HZR4|A0A8C6HZR4_MUSSI
OG0000052	sp|Q8NH49|OR4X1_HUMAN, sp|Q8NGF9|OR4X2_HUMAN	tr|A0A8C6IBC6|A0A8C6IBC6_MUSSI, tr|A0A8C6G5S6|A0A8C6G5S6_MUSSI, tr|A0A8C6N3U3|A0A8C6N3U3_MUSSI
OG0000053	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A8C6IHK8|A0A8C6IHK8_MUSSI
OG0000053	sp|Q9H210|OR2D2_HUMAN	tr|A0A8C6IK41|A0A8C6IK41_MUSSI, tr|A0A8C6MZS8|A0A8C6MZS8_MUSSI, tr|A0A8C6INA2|A0A8C6INA2_MUSSI, tr|A0A8C6HD15|A0A8C6HD15_MUSSI, tr|A0A8C6GK23|A0A8C6GK23_MUSSI, tr|A0A8C6MXD7|A0A8C6MXD7_MUSSI, tr|A0A8C6HD05|A0A8C6HD05_MUSSI, tr|A0A8C6GXE4|A0A8C6GXE4_MUSSI, tr|A0A8C6GY61|A0A8C6GY61_MUSSI, tr|A0A8C6MXC1|A0A8C6MXC1_MUSSI, tr|A0A8C6HDB9|A0A8C6HDB9_MUSSI, tr|A0A8C6HBA1|A0A8C6HBA1_MUSSI, tr|A0A8C6HC47|A0A8C6HC47_MUSSI, tr|A0A8C6HC78|A0A8C6HC78_MUSSI, tr|A0A8C6IK64|A0A8C6IK64_MUSSI, tr|A0A8C6GCN6|A0A8C6GCN6_MUSSI, tr|A0A8C6GS61|A0A8C6GS61_MUSSI
OG0000054	sp|Q8NGR1|O13A1_HUMAN	tr|A0A8C6G9V8|A0A8C6G9V8_MUSSI
OG0000054	sp|Q8NGZ3|O13G1_HUMAN	tr|A0A8C6G9K8|A0A8C6G9K8_MUSSI, tr|A0A8C6GQN6|A0A8C6GQN6_MUSSI, tr|A0A8C6GQG0|A0A8C6GQG0_MUSSI, tr|A0A8C6MSG4|A0A8C6MSG4_MUSSI, tr|A0A8C6MSX0|A0A8C6MSX0_MUSSI, tr|A0A8C6GP56|A0A8C6GP56_MUSSI, tr|A0A8C6GA93|A0A8C6GA93_MUSSI, tr|A0A8C6GQN8|A0A8C6GQN8_MUSSI, tr|A0A8C6G9C3|A0A8C6G9C3_MUSSI, tr|A0A8C6G978|A0A8C6G978_MUSSI, tr|A0A8C6MPA2|A0A8C6MPA2_MUSSI, tr|A0A8C6GAB5|A0A8C6GAB5_MUSSI, tr|A0A8C6MPB0|A0A8C6MPB0_MUSSI, tr|A0A8C6MPC5|A0A8C6MPC5_MUSSI, tr|A0A8C6G9H8|A0A8C6G9H8_MUSSI, tr|A0A8C6G951|A0A8C6G951_MUSSI, tr|A0A8C6GUJ7|A0A8C6GUJ7_MUSSI
