Orthogroup	Homo_sapiens	Delphinapterus_leucas
OG0000034	sp|P29323|EPHB2_HUMAN	tr|A0A2Y9LFX1|A0A2Y9LFX1_DELLE
OG0000034	sp|P54762|EPHB1_HUMAN	tr|A0A2Y9NZ67|A0A2Y9NZ67_DELLE
OG0000035	sp|Q14590|ZN235_HUMAN	tr|A0A7F8KBL3|A0A7F8KBL3_DELLE
OG0000035	sp|Q9UJU3|ZN112_HUMAN	tr|A0A2Y9P238|A0A2Y9P238_DELLE
OG0000035	sp|A6NK53|ZN233_HUMAN	tr|A0A2Y9PEW7|A0A2Y9PEW7_DELLE
OG0000035	sp|Q86WZ6|ZN227_HUMAN	tr|A0A2Y9P7D0|A0A2Y9P7D0_DELLE
OG0000035	sp|Q02386|ZNF45_HUMAN	tr|A0A2Y9P259|A0A2Y9P259_DELLE
OG0000035	sp|Q14588|ZN234_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UK12|ZN222_HUMAN	tr|A0A2Y9P7E6|A0A2Y9P7E6_DELLE
OG0000036	sp|Q8N1N4|K2C78_HUMAN	tr|A0A2Y9N8P5|A0A2Y9N8P5_DELLE
OG0000036	sp|P19013|K2C4_HUMAN, sp|P08729|K2C7_HUMAN, sp|Q9NSB4|KRT82_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P02538|K2C6A_HUMAN, sp|P13647|K2C5_HUMAN, sp|O95678|K2C75_HUMAN, sp|Q01546|K22O_HUMAN, sp|P12035|K2C3_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|P35908|K22E_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q3SY84|K2C71_HUMAN	tr|A0A2Y9ND67|A0A2Y9ND67_DELLE
OG0000038	sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN	tr|A0A2Y9MYA7|A0A2Y9MYA7_DELLE
OG0000038	sp|Q9GZK7|O11A1_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|B2RN74|O11HC_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|Q8NGC7|O11H6_HUMAN, sp|Q8NGC9|O11H4_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC1|O11G2_HUMAN, sp|Q8NGY6|OR6N2_HUMAN, sp|Q8NGY5|OR6N1_HUMAN, sp|Q8NGY2|OR6K2_HUMAN, sp|Q8NGY3|OR6K3_HUMAN, sp|Q8NGW6|OR6K6_HUMAN, sp|Q8NGX9|OR6P1_HUMAN, sp|Q8NGX8|OR6Y1_HUMAN, sp|O95222|OR6A2_HUMAN	tr|A0A7F8KFD5|A0A7F8KFD5_DELLE
OG0000041	sp|Q16695|H31T_HUMAN	tr|A0A2Y9MAF7|A0A2Y9MAF7_DELLE, tr|A0A7F8K1X3|A0A7F8K1X3_DELLE
OG0000041	sp|Q5TEC6|H37_HUMAN	tr|A0A2Y9MKS6|A0A2Y9MKS6_DELLE, tr|A0A7F8K6A3|A0A7F8K6A3_DELLE, tr|A0A7F8K3Y2|A0A7F8K3Y2_DELLE, tr|A0A7F8K1D0|A0A7F8K1D0_DELLE, tr|A0A2Y9MG52|A0A2Y9MG52_DELLE
OG0000041	sp|Q71DI3|H32_HUMAN	tr|A0A2Y9MCE6|A0A2Y9MCE6_DELLE, tr|A0A2Y9PQZ8|A0A2Y9PQZ8_DELLE, tr|A0A7F8K936|A0A7F8K936_DELLE, tr|A0A7F8KFC3|A0A7F8KFC3_DELLE, tr|A0A2Y9MIQ1|A0A2Y9MIQ1_DELLE, tr|A0A2Y9ML89|A0A2Y9ML89_DELLE, tr|A0A2Y9LI27|A0A2Y9LI27_DELLE
OG0000042	sp|Q3KPI0|CEA21_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P13688|CEAM1_HUMAN, sp|P06731|CEAM5_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|Q15238|PSG5_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q16557|PSG3_HUMAN	tr|A0A2Y9P5B9|A0A2Y9P5B9_DELLE
OG0000046	sp|Q2M2I5|K1C24_HUMAN	tr|A0A7F8KBP9|A0A7F8KBP9_DELLE
OG0000046	sp|Q99456|K1C12_HUMAN, sp|P19012|K1C15_HUMAN, sp|P13646|K1C13_HUMAN, sp|P08727|K1C19_HUMAN, sp|Q04695|K1C17_HUMAN, sp|P08779|K1C16_HUMAN, sp|P02533|K1C14_HUMAN, sp|P35527|K1C9_HUMAN, sp|P13645|K1C10_HUMAN, sp|Q9C075|K1C23_HUMAN, sp|P35900|K1C20_HUMAN, sp|Q7Z3Y9|K1C26_HUMAN, sp|Q7Z3Y7|K1C28_HUMAN, sp|Q7Z3Y8|K1C27_HUMAN, sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A2Y9MGL1|A0A2Y9MGL1_DELLE
OG0000047	sp|Q8N831|TSYL6_HUMAN	tr|A0A2Y9Q5I7|A0A2Y9Q5I7_DELLE
OG0000047	sp|Q9H0U9|TSYL1_HUMAN	tr|A0A2Y9LLK0|A0A2Y9LLK0_DELLE
OG0000047	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A7F8K7T6|A0A7F8K7T6_DELLE
OG0000047	sp|A6NKD2|TSPY2_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|Q9H489|TSY26_HUMAN	tr|A0A2Y9PZ37|A0A2Y9PZ37_DELLE
OG0000048	sp|Q8NHC4|O10J5_HUMAN	tr|A0A2Y9M2N3|A0A2Y9M2N3_DELLE
OG0000048	sp|Q8NGY7|O10J6_HUMAN	tr|A0A2Y9M0T0|A0A2Y9M0T0_DELLE
OG0000048	sp|P30954|O10J1_HUMAN, sp|Q8NGY1|O10Z1_HUMAN, sp|Q8NGQ4|O10Q1_HUMAN, sp|Q8NGX3|O10T2_HUMAN, sp|Q8NGY0|O10X1_HUMAN, sp|O60404|O10H3_HUMAN, sp|Q8NGA5|O10H4_HUMAN, sp|O60403|O10H2_HUMAN, sp|Q8NGA6|O10H5_HUMAN, sp|Q9Y4A9|O10H1_HUMAN, sp|P0C629|O10J4_HUMAN, sp|Q5JRS4|O10J3_HUMAN	tr|A0A2Y9MCD6|A0A2Y9MCD6_DELLE
OG0000050	sp|O76013|KRT36_HUMAN	tr|A0A2Y9LX08|A0A2Y9LX08_DELLE
OG0000050	sp|Q92764|KRT35_HUMAN	tr|A0A2Y9LW85|A0A2Y9LW85_DELLE
OG0000050	sp|Q14532|K1H2_HUMAN	tr|A0A2Y9LYR2|A0A2Y9LYR2_DELLE
OG0000050	sp|Q6A162|K1C40_HUMAN, sp|Q6A163|K1C39_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|O76011|KRT34_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q14525|KT33B_HUMAN, sp|O76009|KT33A_HUMAN	tr|A0A2Y9LX17|A0A2Y9LX17_DELLE
OG0000051	sp|Q96SQ9|CP2S1_HUMAN	tr|A0A2Y9P5E6|A0A2Y9P5E6_DELLE
OG0000051	sp|P24903|CP2F1_HUMAN	tr|A0A2Y9PFA2|A0A2Y9PFA2_DELLE
OG0000051	sp|P05181|CP2E1_HUMAN	tr|A0A2Y9MP30|A0A2Y9MP30_DELLE
OG0000051	sp|P33261|CP2CJ_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P33260|CP2CI_HUMAN, sp|P10632|CP2C8_HUMAN	tr|A0A2Y9MR04|A0A2Y9MR04_DELLE
OG0000052	sp|I1YAP6|TRI77_HUMAN	tr|A0A2Y9MU59|A0A2Y9MU59_DELLE
OG0000052	sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NI03|TR64B_HUMAN	tr|A0A2Y9MK16|A0A2Y9MK16_DELLE
OG0000052	sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN	tr|A0A7F8K5T5|A0A7F8K5T5_DELLE
OG0000053	tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q96R48|OR2A5_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q8NGT7|O2A12_HUMAN	tr|A0A2Y9NA15|A0A2Y9NA15_DELLE
OG0000054	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW12|TFKL7_HUMAN	tr|A0A2Y9NWR6|A0A2Y9NWR6_DELLE
OG0000057	sp|P08754|GNAI3_HUMAN	tr|A0A2Y9PBM0|A0A2Y9PBM0_DELLE
OG0000057	sp|P63096|GNAI1_HUMAN	tr|A0A2Y9LSI6|A0A2Y9LSI6_DELLE
OG0000057	sp|P04899|GNAI2_HUMAN	tr|A0A2Y9N3J0|A0A2Y9N3J0_DELLE
OG0000057	sp|P09471|GNAO_HUMAN	tr|A0A2Y9LWX7|A0A2Y9LWX7_DELLE
OG0000057	sp|P19086|GNAZ_HUMAN	tr|A0A2Y9LNP9|A0A2Y9LNP9_DELLE
OG0000057	sp|P19087|GNAT2_HUMAN	tr|A0A1L5JHI5|A0A1L5JHI5_DELLE
OG0000057	sp|P11488|GNAT1_HUMAN	tr|A0A2Y9NHK8|A0A2Y9NHK8_DELLE
OG0000058	sp|P42677|RS27_HUMAN	tr|A0A7F8KDT3|A0A7F8KDT3_DELLE, tr|A0A7F8KBH5|A0A7F8KBH5_DELLE, tr|A0A2Y9MDE0|A0A2Y9MDE0_DELLE
OG0000058	sp|Q71UM5|RS27L_HUMAN	tr|A0A2Y9NIG6|A0A2Y9NIG6_DELLE, tr|A0A2Y9PG38|A0A2Y9PG38_DELLE, tr|A0A7F8K4Z3|A0A7F8K4Z3_DELLE, tr|A0A7F8KFH5|A0A7F8KFH5_DELLE, tr|A0A7F8KAK6|A0A7F8KAK6_DELLE, tr|A0A2Y9MMX8|A0A2Y9MMX8_DELLE, tr|A0A2Y9PXR5|A0A2Y9PXR5_DELLE, tr|A0A2Y9LQY4|A0A2Y9LQY4_DELLE, tr|A0A2Y9N103|A0A2Y9N103_DELLE, tr|A0A2Y9NK29|A0A2Y9NK29_DELLE
OG0000059	sp|Q8NGX6|O10R2_HUMAN	tr|A0A2Y9M201|A0A2Y9M201_DELLE
OG0000059	sp|Q6IF99|O10K2_HUMAN	tr|A0A2Y9M8F3|A0A2Y9M8F3_DELLE
OG0000059	sp|Q8NGX5|O10K1_HUMAN	tr|A0A2Y9M0Y9|A0A2Y9M0Y9_DELLE, tr|A0A2Y9M2P3|A0A2Y9M2P3_DELLE
OG0000062	sp|P0C628|O5AC1_HUMAN	tr|A0A2Y9P047|A0A2Y9P047_DELLE
OG0000062	sp|Q9NZP5|O5AC2_HUMAN, sp|Q8NGV7|OR5H2_HUMAN, sp|A6NHG9|O5H14_HUMAN, sp|Q8NGV6|OR5H6_HUMAN, sp|A6NKK0|OR5H1_HUMAN, sp|A6NDH6|O5H15_HUMAN, sp|P0DN80|OR5H8_HUMAN, sp|A6NMS3|OR5K4_HUMAN, sp|A6NET4|OR5K3_HUMAN, sp|Q8NHB8|OR5K2_HUMAN, sp|Q8NHB7|OR5K1_HUMAN	tr|A0A2Y9NJ33|A0A2Y9NJ33_DELLE
OG0000064	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|A0A2Y9MII1|A0A2Y9MII1_DELLE
OG0000064	sp|P54652|HSP72_HUMAN	tr|A0A2Y9N3U7|A0A2Y9N3U7_DELLE
OG0000064	sp|P11142|HSP7C_HUMAN	tr|A0A2Y9MF35|A0A2Y9MF35_DELLE
OG0000064	sp|P11021|BIP_HUMAN	tr|A0A2Y9NNL3|A0A2Y9NNL3_DELLE
OG0000064	sp|P48741|HSP77_HUMAN, sp|P17066|HSP76_HUMAN	tr|A0A2Y9MVP1|A0A2Y9MVP1_DELLE
OG0000064	sp|P34931|HS71L_HUMAN	tr|A0A2Y9MI31|A0A2Y9MI31_DELLE
OG0000065	sp|Q8NGS6|O13C3_HUMAN	tr|A0A2Y9QE75|A0A2Y9QE75_DELLE
OG0000065	sp|Q8NGS5|O13C4_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGT0|O13C9_HUMAN, sp|Q9UGF6|OR5V1_HUMAN, sp|Q8NGV5|O13D1_HUMAN, sp|Q8NGS4|O13F1_HUMAN	tr|A0A2Y9QL65|A0A2Y9QL65_DELLE
OG0000067	sp|Q01118|SCN7A_HUMAN	tr|A0A2Y9N8S3|A0A2Y9N8S3_DELLE
OG0000067	sp|Q9UI33|SCNBA_HUMAN	tr|A0A2Y9MXL7|A0A2Y9MXL7_DELLE, tr|A0A2Y9MT78|A0A2Y9MT78_DELLE, tr|A0A7F8K978|A0A7F8K978_DELLE, tr|A0A2Y9N2K9|A0A2Y9N2K9_DELLE, tr|A0A7F8KBZ4|A0A7F8KBZ4_DELLE, tr|A0A2Y9N3Z5|A0A2Y9N3Z5_DELLE, tr|A0A2Y9PNI6|A0A2Y9PNI6_DELLE, tr|A0A2Y9MCE1|A0A2Y9MCE1_DELLE, tr|A0A2Y9MQC0|A0A2Y9MQC0_DELLE, tr|A0A2Y9MJY9|A0A2Y9MJY9_DELLE
OG0000068	sp|Q9UKR8|TSN16_HUMAN	tr|A0A7F8KBV8|A0A7F8KBV8_DELLE
OG0000068	sp|P62854|RS26_HUMAN	tr|A0A2Y9NZ10|A0A2Y9NZ10_DELLE, tr|A0A7F8KC34|A0A7F8KC34_DELLE, tr|A0A2Y9P7B1|A0A2Y9P7B1_DELLE, tr|A0A2Y9M6T3|A0A2Y9M6T3_DELLE, tr|A0A2Y9NR17|A0A2Y9NR17_DELLE, tr|A0A2Y9PA60|A0A2Y9PA60_DELLE, tr|A0A2Y9NEE1|A0A2Y9NEE1_DELLE, tr|A0A2Y9NG95|A0A2Y9NG95_DELLE, tr|A0A2Y9N392|A0A2Y9N392_DELLE, tr|A0A2Y9Q396|A0A2Y9Q396_DELLE
OG0000069	sp|P0CG04|IGLC1_HUMAN, sp|P0DOY3|IGLC3_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0CF74|IGLC6_HUMAN, sp|A0M8Q6|IGLC7_HUMAN, sp|P01834|IGKC_HUMAN, sp|A0A5B9|TRBC2_HUMAN, sp|P01850|TRBC1_HUMAN, sp|A0A0A0MT76|LJ01_HUMAN, sp|B9A064|IGLL5_HUMAN, sp|P15814|IGLL1_HUMAN	tr|A0A2Y9LBK7|A0A2Y9LBK7_DELLE, tr|A0A2Y9LPM6|A0A2Y9LPM6_DELLE
OG0000070	sp|A6NCN2|KR87P_HUMAN	tr|A0A7F8KE33|A0A7F8KE33_DELLE
OG0000070	sp|Q14533|KRT81_HUMAN, sp|P78385|KRT83_HUMAN, sp|O43790|KRT86_HUMAN	tr|A0A7F8K804|A0A7F8K804_DELLE, tr|A0A2Y9N0U6|A0A2Y9N0U6_DELLE
OG0000070	sp|P78386|KRT85_HUMAN	tr|A0A2Y9MZA6|A0A2Y9MZA6_DELLE
OG0000070	sp|Q9NSB2|KRT84_HUMAN	tr|A0A7F8KC40|A0A7F8KC40_DELLE, tr|A0A7F8KGE9|A0A7F8KGE9_DELLE, tr|A0A7F8KFC4|A0A7F8KFC4_DELLE
OG0000071	sp|B1APH4|ZN487_HUMAN	tr|A0A7F8KH60|A0A7F8KH60_DELLE
OG0000071	sp|Q4V348|Z658B_HUMAN, sp|Q5TYW1|ZN658_HUMAN	tr|A0A2Y9M301|A0A2Y9M301_DELLE
OG0000071	sp|Q9Y2H8|ZN510_HUMAN	tr|A0A2Y9M647|A0A2Y9M647_DELLE
OG0000071	sp|P17032|ZN37A_HUMAN	tr|A0A7F8K1B4|A0A7F8K1B4_DELLE, tr|A0A7F8K8J6|A0A7F8K8J6_DELLE, tr|A0A2Y9LHG5|A0A2Y9LHG5_DELLE
OG0000072	sp|P13584|CP4B1_HUMAN, sp|Q02928|CP4AB_HUMAN, sp|Q5TCH4|CP4AM_HUMAN, sp|Q08477|CP4F3_HUMAN, sp|P78329|CP4F2_HUMAN, sp|Q9HBI6|CP4FB_HUMAN, sp|Q9HCS2|CP4FC_HUMAN, sp|P98187|CP4F8_HUMAN, sp|Q6NT55|CP4FN_HUMAN, sp|Q8N1L4|CP4Z2_HUMAN, sp|Q86W10|CP4Z1_HUMAN, sp|Q8N118|CP4X1_HUMAN	tr|A0A2Y9N8W1|A0A2Y9N8W1_DELLE
OG0000073	sp|P60331|KR101_HUMAN, sp|P60411|KR109_HUMAN, sp|P60369|KR103_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN, sp|P60370|KR105_HUMAN, sp|P60410|KR108_HUMAN, sp|P60372|KR104_HUMAN, sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60371|KR106_HUMAN	tr|A0A7F8KAN5|A0A7F8KAN5_DELLE
OG0000078	sp|P05023|AT1A1_HUMAN	tr|A0A2Y9NXJ3|A0A2Y9NXJ3_DELLE
OG0000078	sp|P50993|AT1A2_HUMAN	tr|A0A2Y9M1V4|A0A2Y9M1V4_DELLE
OG0000078	sp|P54707|AT12A_HUMAN	tr|A0A2Y9NLE2|A0A2Y9NLE2_DELLE
OG0000078	sp|P20648|ATP4A_HUMAN	tr|A0A2Y9P9M1|A0A2Y9P9M1_DELLE
OG0000078	sp|Q13733|AT1A4_HUMAN	tr|A0A2Y9M008|A0A2Y9M008_DELLE
OG0000078	sp|P13637|AT1A3_HUMAN	tr|A0A2Y9PDA6|A0A2Y9PDA6_DELLE
OG0000079	sp|Q9BSK1|ZN577_HUMAN	tr|A0A2Y9P466|A0A2Y9P466_DELLE, tr|A0A7F8K999|A0A7F8K999_DELLE, tr|A0A2Y9P705|A0A2Y9P705_DELLE, tr|A0A2Y9P9D5|A0A2Y9P9D5_DELLE, tr|A0A2Y9P9C4|A0A2Y9P9C4_DELLE, tr|A0A2Y9P6W7|A0A2Y9P6W7_DELLE, tr|A0A2Y9P444|A0A2Y9P444_DELLE, tr|A0A2Y9P6Y3|A0A2Y9P6Y3_DELLE, tr|A0A2Y9P460|A0A2Y9P460_DELLE, tr|A0A7F8K6S0|A0A7F8K6S0_DELLE, tr|A0A2Y9P715|A0A2Y9P715_DELLE
OG0000080	sp|Q01955|CO4A3_HUMAN	tr|A0A2Y9MNJ1|A0A2Y9MNJ1_DELLE
OG0000080	sp|P29400|CO4A5_HUMAN	tr|A0A2Y9LUN9|A0A2Y9LUN9_DELLE
OG0000080	sp|P02462|CO4A1_HUMAN	tr|A0A2Y9NM94|A0A2Y9NM94_DELLE
OG0000080	sp|P53420|CO4A4_HUMAN	tr|A0A2Y9MMP1|A0A2Y9MMP1_DELLE
OG0000080	sp|Q14031|CO4A6_HUMAN	tr|A0A2Y9LZJ9|A0A2Y9LZJ9_DELLE
OG0000080	sp|P08572|CO4A2_HUMAN	tr|A0A2Y9NEG8|A0A2Y9NEG8_DELLE
OG0000081	sp|P38159|RBMX_HUMAN	tr|A0A2Y9LXM0|A0A2Y9LXM0_DELLE
OG0000081	sp|Q96E39|RMXL1_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|A0A2Y9MP63|A0A2Y9MP63_DELLE
OG0000082	sp|Q8NGR3|OR1K1_HUMAN	tr|A0A2Y9NKD2|A0A2Y9NKD2_DELLE, tr|A0A2Y9LXG6|A0A2Y9LXG6_DELLE, tr|A0A2Y9PY40|A0A2Y9PY40_DELLE, tr|A0A7F8KHJ5|A0A7F8KHJ5_DELLE, tr|A0A2Y9M4D8|A0A2Y9M4D8_DELLE, tr|A0A2Y9LYH3|A0A2Y9LYH3_DELLE, tr|A0A2Y9M065|A0A2Y9M065_DELLE, tr|A0A2Y9LUX1|A0A2Y9LUX1_DELLE, tr|A0A2Y9MKT4|A0A2Y9MKT4_DELLE, tr|A0A2Y9MF71|A0A2Y9MF71_DELLE, tr|A0A7F8K9J2|A0A7F8K9J2_DELLE
OG0000083	sp|Q7RTR0|NLRP9_HUMAN	tr|A0A2Y9PB76|A0A2Y9PB76_DELLE
OG0000083	sp|P59046|NAL12_HUMAN, sp|Q96P20|NLRP3_HUMAN	tr|A0A2Y9LZN2|A0A2Y9LZN2_DELLE
OG0000083	sp|Q9Y2G2|CARD8_HUMAN, sp|Q9C000|NLRP1_HUMAN	tr|A0A2Y9M4W7|A0A2Y9M4W7_DELLE
OG0000084	sp|P61981|1433G_HUMAN	tr|A0A2Y9NVX9|A0A2Y9NVX9_DELLE, tr|A0A2Y9N7J7|A0A2Y9N7J7_DELLE
OG0000084	sp|P31946|1433B_HUMAN	tr|A0A2Y9PXF3|A0A2Y9PXF3_DELLE
OG0000084	sp|P63104|1433Z_HUMAN	tr|A0A2Y9PAR8|A0A2Y9PAR8_DELLE
OG0000084	sp|P27348|1433T_HUMAN	tr|A0A2Y9LM78|A0A2Y9LM78_DELLE
OG0000084	sp|Q04917|1433F_HUMAN	tr|A0A2Y9LN64|A0A2Y9LN64_DELLE
OG0000085	sp|Q99518|FMO2_HUMAN	tr|A0A2Y9M9K0|A0A2Y9M9K0_DELLE
OG0000085	sp|Q01740|FMO1_HUMAN	tr|A0A2Y9M1D3|A0A2Y9M1D3_DELLE
OG0000085	sp|O60774|FMO6_HUMAN	tr|A0A7F8K7G9|A0A7F8K7G9_DELLE
OG0000085	sp|P31513|FMO3_HUMAN	tr|A0A2Y9M235|A0A2Y9M235_DELLE
OG0000085	sp|P49326|FMO5_HUMAN	tr|A0A2Y9PB24|A0A2Y9PB24_DELLE, tr|A0A2Y9PBW7|A0A2Y9PBW7_DELLE, tr|A0A2Y9MZ59|A0A2Y9MZ59_DELLE
OG0000090	sp|P48595|SPB10_HUMAN	tr|A0A2Y9P451|A0A2Y9P451_DELLE
OG0000090	sp|P30740|ILEU_HUMAN	tr|A0A2Y9MKD4|A0A2Y9MKD4_DELLE
OG0000090	sp|Q96P15|SPB11_HUMAN, sp|O75635|SPB7_HUMAN, sp|Q96P63|SPB12_HUMAN, sp|Q9UIV8|SPB13_HUMAN, sp|P48594|SPB4_HUMAN, sp|P29508|SPB3_HUMAN	tr|A0A2Y9P185|A0A2Y9P185_DELLE
OG0000091	sp|Q86VF5|MOGT3_HUMAN	tr|A0A7F8KF81|A0A7F8KF81_DELLE
OG0000091	sp|Q96PD6|MOGT1_HUMAN	tr|A0A2Y9MSV5|A0A2Y9MSV5_DELLE
OG0000091	sp|Q3SYC2|MOGT2_HUMAN	tr|A0A7F8KDE2|A0A7F8KDE2_DELLE, tr|A0A2Y9Q1Y5|A0A2Y9Q1Y5_DELLE
OG0000092	sp|P32455|GBP1_HUMAN, sp|Q9H0R5|GBP3_HUMAN	tr|A0A2Y9LPS5|A0A2Y9LPS5_DELLE
OG0000092	sp|Q96PP8|GBP5_HUMAN	tr|A0A2Y9LJX7|A0A2Y9LJX7_DELLE
OG0000092	sp|Q6ZN66|GBP6_HUMAN	tr|A0A2Y9LUR0|A0A2Y9LUR0_DELLE
OG0000092	sp|Q96PP9|GBP4_HUMAN, sp|Q8N8V2|GBP7_HUMAN	tr|A0A2Y9LHF2|A0A2Y9LHF2_DELLE
OG0000093	sp|Q9NVA2|SEP11_HUMAN	tr|A0A2Y9QIA2|A0A2Y9QIA2_DELLE
OG0000093	sp|Q92599|SEPT8_HUMAN	tr|A0A2Y9PGT8|A0A2Y9PGT8_DELLE
OG0000093	sp|Q14141|SEPT6_HUMAN	tr|A0A2Y9MI02|A0A2Y9MI02_DELLE
OG0000093	sp|Q9P0V9|SEP10_HUMAN	tr|A0A2Y9QAZ0|A0A2Y9QAZ0_DELLE
OG0000093	sp|Q6ZU15|SEP14_HUMAN	tr|A0A2Y9PD53|A0A2Y9PD53_DELLE
OG0000094	sp|Q6T423|S22AP_HUMAN, sp|Q8IVM8|S22A9_HUMAN	tr|A0A2Y9PVR1|A0A2Y9PVR1_DELLE
OG0000094	sp|Q9NSA0|S22AB_HUMAN	tr|A0A7F8KJ56|A0A7F8KJ56_DELLE
OG0000094	sp|Q96S37|S22AC_HUMAN	tr|A0A2Y9PX72|A0A2Y9PX72_DELLE
OG0000094	sp|Q8N4F4|S22AO_HUMAN	tr|A0A2Y9PXY1|A0A2Y9PXY1_DELLE, tr|A0A2Y9PX77|A0A2Y9PX77_DELLE
OG0000096	sp|P16401|H15_HUMAN	tr|A0A2Y9ML42|A0A2Y9ML42_DELLE
OG0000096	sp|P16403|H12_HUMAN	tr|A0A2Y9MG16|A0A2Y9MG16_DELLE
OG0000096	sp|Q02539|H11_HUMAN	tr|A0A2Y9MLD6|A0A2Y9MLD6_DELLE, tr|A0A2Y9M897|A0A2Y9M897_DELLE
