Orthogroup	Homo_sapiens	Chlorocebus_sabaeus
OG0000027	sp|A6NGK3|GAG10_HUMAN, sp|A6NDE8|GG12H_HUMAN, sp|A1L429|GG12C_HUMAN, sp|Q4V326|GAG2E_HUMAN, sp|P0CL81|GG12G_HUMAN, sp|P0CL82|GG12I_HUMAN, sp|O76087|GAGE7_HUMAN, sp|P0CL80|GG12F_HUMAN, sp|Q4V321|GAG13_HUMAN, sp|A6NER3|GG12J_HUMAN, sp|P0DTW1|GAGE1_HUMAN, sp|Q13069|GAGE5_HUMAN, sp|Q13070|GAGE6_HUMAN, sp|P0DSO3|GAGE4_HUMAN, sp|Q9UEU5|GGE2D_HUMAN, sp|Q6NT46|GAG2A_HUMAN, sp|Q13066|GAG2B_HUMAN	tr|A0A0D9RK66|A0A0D9RK66_CHLSB, tr|A0A0D9RK61|A0A0D9RK61_CHLSB
OG0000033	sp|P22626|ROA2_HUMAN	tr|A0A0D9RNX3|A0A0D9RNX3_CHLSB
OG0000033	sp|P51991|ROA3_HUMAN	tr|A0A0D9QYM4|A0A0D9QYM4_CHLSB, tr|A0A0D9QXK8|A0A0D9QXK8_CHLSB, tr|A0A0D9SED0|A0A0D9SED0_CHLSB, tr|A0A0D9SC01|A0A0D9SC01_CHLSB, tr|A0A0D9SBB0|A0A0D9SBB0_CHLSB, tr|A0A0D9S940|A0A0D9S940_CHLSB, tr|A0A0D9QZF1|A0A0D9QZF1_CHLSB, tr|A0A0D9SAF5|A0A0D9SAF5_CHLSB, tr|A0A0D9RCV5|A0A0D9RCV5_CHLSB, tr|A0A0D9RQM1|A0A0D9RQM1_CHLSB, tr|A0A0D9RGH3|A0A0D9RGH3_CHLSB, tr|A0A0D9RPE9|A0A0D9RPE9_CHLSB, tr|A0A0D9R241|A0A0D9R241_CHLSB
OG0000034	sp|P43356|MAGA2_HUMAN	tr|A0A0D9S9D6|A0A0D9S9D6_CHLSB
OG0000034	sp|P43357|MAGA3_HUMAN, sp|P43360|MAGA6_HUMAN	tr|A0A0D9S9D8|A0A0D9S9D8_CHLSB, tr|A0A0D9S9D7|A0A0D9S9D7_CHLSB
OG0000034	sp|P43355|MAGA1_HUMAN	tr|A0A0D9S9E1|A0A0D9S9E1_CHLSB
OG0000034	sp|A6NCF6|MA13P_HUMAN	tr|A0A0D9R4Q1|A0A0D9R4Q1_CHLSB
OG0000034	sp|P43361|MAGA8_HUMAN	tr|A0A0D9R3T0|A0A0D9R3T0_CHLSB
OG0000034	sp|P43359|MAGA5_HUMAN, sp|P43358|MAGA4_HUMAN	tr|A0A0D9R3Y0|A0A0D9R3Y0_CHLSB
OG0000035	sp|P40199|CEAM6_HUMAN	tr|A0A0D9S0Z6|A0A0D9S0Z6_CHLSB
OG0000035	sp|P13688|CEAM1_HUMAN	tr|A0A0D9S180|A0A0D9S180_CHLSB
OG0000035	sp|P31997|CEAM8_HUMAN	tr|A0A0D9S190|A0A0D9S190_CHLSB
OG0000035	sp|P06731|CEAM5_HUMAN	tr|A0A0D9S0Z9|A0A0D9S0Z9_CHLSB, tr|A0A0D9RY73|A0A0D9RY73_CHLSB, tr|A0A0D9RY81|A0A0D9RY81_CHLSB, tr|A0A0D9RYQ2|A0A0D9RYQ2_CHLSB, tr|A0A0D9S0H5|A0A0D9S0H5_CHLSB, tr|A0A0D9RY77|A0A0D9RY77_CHLSB, tr|A0A0D9S0K9|A0A0D9S0K9_CHLSB, tr|A0A0D9RYA0|A0A0D9RYA0_CHLSB, tr|A0A0D9S0Z5|A0A0D9S0Z5_CHLSB
OG0000038	sp|P59537|T2R43_HUMAN, sp|P59538|T2R31_HUMAN	tr|A0A0D9SD04|A0A0D9SD04_CHLSB
OG0000038	sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN	tr|A0A0D9SD05|A0A0D9SD05_CHLSB
OG0000038	sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN	tr|A0A0D9SD03|A0A0D9SD03_CHLSB
OG0000038	sp|P59544|T2R50_HUMAN	tr|A0A0D9SD02|A0A0D9SD02_CHLSB
OG0000038	sp|P59539|T2R45_HUMAN	tr|A0A0D9R8K3|A0A0D9R8K3_CHLSB
OG0000039	sp|O76013|KRT36_HUMAN	tr|A0A0D9S2H7|A0A0D9S2H7_CHLSB
OG0000039	sp|Q92764|KRT35_HUMAN	tr|A0A0D9S2J2|A0A0D9S2J2_CHLSB
OG0000039	sp|Q14532|K1H2_HUMAN	tr|A0A0D9S2K6|A0A0D9S2K6_CHLSB
OG0000039	tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN	tr|A0A0D9S2P1|A0A0D9S2P1_CHLSB
OG0000039	sp|Q15323|K1H1_HUMAN	tr|A0A0D9S2N0|A0A0D9S2N0_CHLSB
OG0000039	sp|Q14525|KT33B_HUMAN	tr|A0A0D9S2Q0|A0A0D9S2Q0_CHLSB
OG0000039	sp|O76009|KT33A_HUMAN	tr|A0A0D9S2R5|A0A0D9S2R5_CHLSB
OG0000040	sp|A0A0A0MS14|HV145_HUMAN	tr|A0A0D9R9Y8|A0A0D9R9Y8_CHLSB
OG0000040	sp|A0A0C4DH33|HV124_HUMAN, sp|A0A0G2JMI3|HV692_HUMAN	tr|A0A0D9R9S0|A0A0D9R9S0_CHLSB, tr|A0A0D9R9F5|A0A0D9R9F5_CHLSB
OG0000040	sp|A0A0B4J2H0|HV69D_HUMAN, sp|P01742|HV169_HUMAN	tr|A0A0D9R9C2|A0A0D9R9C2_CHLSB, tr|A0A0D9R9X1|A0A0D9R9X1_CHLSB, tr|A0A0D9R9J5|A0A0D9R9J5_CHLSB, tr|A0A0D9R9X6|A0A0D9R9X6_CHLSB, tr|A0A0D9R9H0|A0A0D9R9H0_CHLSB
OG0000041	sp|Q8NH21|OR4F5_HUMAN, sp|Q8NGA8|O4F17_HUMAN, sp|Q96R69|OR4F4_HUMAN	tr|A0A0D9RW80|A0A0D9RW80_CHLSB
OG0000041	sp|Q8NGB9|OR4F6_HUMAN	tr|A0A0D9S9U7|A0A0D9S9U7_CHLSB
OG0000041	sp|Q8NGB8|O4F15_HUMAN, sp|Q6IEY1|OR4F3_HUMAN, sp|O95013|O4F21_HUMAN	tr|A0A0D9RW82|A0A0D9RW82_CHLSB
OG0000042	sp|P63096|GNAI1_HUMAN	tr|A0A0D9RHH6|A0A0D9RHH6_CHLSB
OG0000042	sp|P08754|GNAI3_HUMAN	tr|A0A0D9S6I8|A0A0D9S6I8_CHLSB
OG0000042	sp|P19087|GNAT2_HUMAN	tr|A0A0D9S6I7|A0A0D9S6I7_CHLSB
OG0000042	sp|P11488|GNAT1_HUMAN	tr|A0A0D9RPE2|A0A0D9RPE2_CHLSB
OG0000042	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A0D9RHI1|A0A0D9RHI1_CHLSB
OG0000042	sp|P09471|GNAO_HUMAN	tr|A0A0D9QYM7|A0A0D9QYM7_CHLSB
OG0000042	sp|P04899|GNAI2_HUMAN	tr|A0A0D9RPC3|A0A0D9RPC3_CHLSB
OG0000043	sp|P15880|RS2_HUMAN	tr|A0A0D9RFM7|A0A0D9RFM7_CHLSB, tr|A0A0D9S9N5|A0A0D9S9N5_CHLSB, tr|A0A0D9S9D4|A0A0D9S9D4_CHLSB, tr|A0A0D9SAT6|A0A0D9SAT6_CHLSB, tr|A0A0D9SBK0|A0A0D9SBK0_CHLSB, tr|A0A0D9QUP6|A0A0D9QUP6_CHLSB, tr|A0A0D9SBT1|A0A0D9SBT1_CHLSB, tr|A0A0D9RFI2|A0A0D9RFI2_CHLSB, tr|A0A0D9SAV2|A0A0D9SAV2_CHLSB, tr|A0A0D9SCA5|A0A0D9SCA5_CHLSB, tr|A0A0D9SE27|A0A0D9SE27_CHLSB, tr|A0A0D9SBR4|A0A0D9SBR4_CHLSB, tr|A0A0D9RII9|A0A0D9RII9_CHLSB
OG0000047	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A0D9SA92|A0A0D9SA92_CHLSB
OG0000047	sp|Q96QV6|H2A1A_HUMAN	tr|A0A0D9SCL4|A0A0D9SCL4_CHLSB, tr|A0A0D9SA36|A0A0D9SA36_CHLSB, tr|A0A0D9SAA0|A0A0D9SAA0_CHLSB, tr|A0A0D9SCL2|A0A0D9SCL2_CHLSB, tr|A0A0D9SCL9|A0A0D9SCL9_CHLSB, tr|A0A0D9SCK1|A0A0D9SCK1_CHLSB, tr|A0A0D9SCK3|A0A0D9SCK3_CHLSB, tr|A0A0D9SD10|A0A0D9SD10_CHLSB, tr|A0A0D9SA89|A0A0D9SA89_CHLSB, tr|A0A0D9SCM3|A0A0D9SCM3_CHLSB
OG0000048	sp|O43812|DUX1_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ90|DU4L7_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN	tr|A0A0D9SDP3|A0A0D9SDP3_CHLSB
OG0000049	sp|P11142|HSP7C_HUMAN	tr|A0A0D9S441|A0A0D9S441_CHLSB
OG0000049	sp|P54652|HSP72_HUMAN	tr|A0A0D9SDX8|A0A0D9SDX8_CHLSB
OG0000049	sp|P34931|HS71L_HUMAN	tr|A0A0D9SD82|A0A0D9SD82_CHLSB
OG0000049	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|A0A0D9SD81|A0A0D9SD81_CHLSB
OG0000049	sp|P11021|BIP_HUMAN	tr|A0A0D9RMF3|A0A0D9RMF3_CHLSB
OG0000051	sp|P19012|K1C15_HUMAN	tr|A0A0D9S2G3|A0A0D9S2G3_CHLSB
OG0000051	sp|P13646|K1C13_HUMAN	tr|A0A0D9S2G7|A0A0D9S2G7_CHLSB
OG0000051	sp|P08727|K1C19_HUMAN	tr|A0A0D9S2G2|A0A0D9S2G2_CHLSB
OG0000051	sp|Q04695|K1C17_HUMAN	tr|A0A0D9S2E6|A0A0D9S2E6_CHLSB
OG0000051	sp|P08779|K1C16_HUMAN	tr|A0A0D9S2E8|A0A0D9S2E8_CHLSB
OG0000051	sp|P02533|K1C14_HUMAN	tr|A0A0D9S2F0|A0A0D9S2F0_CHLSB
OG0000052	sp|O60813|PRA11_HUMAN, sp|P0DUQ2|PRAM9_HUMAN, sp|P0DUQ1|PRA15_HUMAN, sp|O60810|PRAM4_HUMAN, sp|A3QJZ7|PRA27_HUMAN, tr|A0A0G2JP20|A0A0G2JP20_HUMAN, sp|H0Y7S4|PRA26_HUMAN, sp|A6NGN4|PRA25_HUMAN, sp|Q5TYX0|PRAM5_HUMAN, sp|Q5VXH4|PRAM6_HUMAN	tr|A0A0D9S8J8|A0A0D9S8J8_CHLSB
OG0000052	sp|Q5VT98|PRA20_HUMAN	tr|A0A0D9S8J5|A0A0D9S8J5_CHLSB
OG0000054	sp|A0A0B4J1V7|HV781_HUMAN, sp|A0A0J9YVY3|HV741_HUMAN, sp|P0DTW3|HV384_HUMAN, sp|A0A0C4DH31|HV118_HUMAN, sp|A0A0C4DH39|HV158_HUMAN, sp|A0A0C4DH29|HV103_HUMAN, sp|P0DP01|HV108_HUMAN, sp|P23083|HV102_HUMAN, tr|A0A075B7D0|A0A075B7D0_HUMAN, tr|A0A0B4J2B8|A0A0B4J2B8_HUMAN, tr|A0A087WYE8|A0A087WYE8_HUMAN, sp|P01743|HV146_HUMAN	tr|A0A0D9R9Y1|A0A0D9R9Y1_CHLSB
OG0000055	sp|P05023|AT1A1_HUMAN	tr|A0A0D9S647|A0A0D9S647_CHLSB
OG0000055	sp|P50993|AT1A2_HUMAN	tr|A0A0D9S3S9|A0A0D9S3S9_CHLSB
OG0000055	sp|Q13733|AT1A4_HUMAN	tr|A0A0D9S3S2|A0A0D9S3S2_CHLSB
OG0000055	sp|P20648|ATP4A_HUMAN	tr|A0A0D9QWN9|A0A0D9QWN9_CHLSB
OG0000055	sp|P54707|AT12A_HUMAN	tr|A0A0D9RZL1|A0A0D9RZL1_CHLSB
OG0000055	sp|P13637|AT1A3_HUMAN	tr|A0A0D9S121|A0A0D9S121_CHLSB
OG0000056	sp|Q01955|CO4A3_HUMAN	tr|A0A0D9R486|A0A0D9R486_CHLSB
OG0000056	sp|P29400|CO4A5_HUMAN	tr|A0A0D9R935|A0A0D9R935_CHLSB
OG0000056	sp|P02462|CO4A1_HUMAN	tr|A0A0D9RY12|A0A0D9RY12_CHLSB
OG0000056	sp|P53420|CO4A4_HUMAN	tr|A0A0D9R530|A0A0D9R530_CHLSB
OG0000056	sp|Q14031|CO4A6_HUMAN	tr|A0A0D9R955|A0A0D9R955_CHLSB
OG0000056	sp|P08572|CO4A2_HUMAN	tr|A0A0D9RY11|A0A0D9RY11_CHLSB
OG0000058	sp|P00338|LDHA_HUMAN	tr|A0A0D9RJ43|A0A0D9RJ43_CHLSB, tr|A0A0D9QY94|A0A0D9QY94_CHLSB, tr|A0A0D9RUA5|A0A0D9RUA5_CHLSB
OG0000058	sp|P07195|LDHB_HUMAN	tr|A0A0D9R6G5|A0A0D9R6G5_CHLSB
OG0000058	sp|P07864|LDHC_HUMAN	tr|A0A0D9QYD0|A0A0D9QYD0_CHLSB
OG0000058	sp|Q6ZMR3|LDH6A_HUMAN	tr|A0A0D9QYC9|A0A0D9QYC9_CHLSB
OG0000058	sp|Q9BYZ2|LDH6B_HUMAN	tr|A0A0D9SEE8|A0A0D9SEE8_CHLSB
OG0000059	sp|Q8NGL9|OR4CG_HUMAN	tr|A0A0D9R0R3|A0A0D9R0R3_CHLSB, tr|A0A0D9SCX4|A0A0D9SCX4_CHLSB, tr|A0A0D9SCX5|A0A0D9SCX5_CHLSB, tr|A0A0D9R0Q2|A0A0D9R0Q2_CHLSB, tr|A0A0D9R0Q5|A0A0D9R0Q5_CHLSB, tr|A0A0D9SCX8|A0A0D9SCX8_CHLSB, tr|A0A0D9SCX7|A0A0D9SCX7_CHLSB, tr|A0A0D9S9U8|A0A0D9S9U8_CHLSB, tr|A0A0D9R0Q8|A0A0D9R0Q8_CHLSB, tr|A0A0D9SCX3|A0A0D9SCX3_CHLSB, tr|A0A0D9SCX6|A0A0D9SCX6_CHLSB
OG0000060	sp|P60412|KR10B_HUMAN, sp|P60369|KR103_HUMAN, sp|P60411|KR109_HUMAN, sp|P60368|KR102_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60370|KR105_HUMAN, sp|P60331|KR101_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60409|KR107_HUMAN, sp|P60371|KR106_HUMAN, sp|P60372|KR104_HUMAN	tr|A0A0D9R5C8|A0A0D9R5C8_CHLSB
OG0000061	sp|Q6IF99|O10K2_HUMAN	tr|A0A0D9SAP1|A0A0D9SAP1_CHLSB
OG0000061	sp|Q5JRS4|O10J3_HUMAN, sp|P0C629|O10J4_HUMAN, sp|Q8NHC4|O10J5_HUMAN, sp|Q8NGY7|O10J6_HUMAN, sp|P30954|O10J1_HUMAN, sp|Q8NH08|O10AC_HUMAN, sp|Q8NGI7|O10V1_HUMAN, sp|Q8NGX3|O10T2_HUMAN, sp|Q8NGX5|O10K1_HUMAN	tr|A0A0D9SAN9|A0A0D9SAN9_CHLSB
OG0000065	sp|Q9NVA2|SEP11_HUMAN	tr|A0A0D9QX35|A0A0D9QX35_CHLSB
OG0000065	sp|Q9P0V9|SEP10_HUMAN	tr|A0A0D9RWN9|A0A0D9RWN9_CHLSB
OG0000065	sp|Q6ZU15|SEP14_HUMAN	tr|A0A0D9RU75|A0A0D9RU75_CHLSB
OG0000065	sp|Q92599|SEPT8_HUMAN	tr|A0A0D9RMM2|A0A0D9RMM2_CHLSB
OG0000065	sp|Q14141|SEPT6_HUMAN	tr|A0A0D9S0H0|A0A0D9S0H0_CHLSB
OG0000066	sp|P62424|RL7A_HUMAN	tr|A0A0D9RXA3|A0A0D9RXA3_CHLSB, tr|A0A0D9S9U1|A0A0D9S9U1_CHLSB, tr|A0A0D9SAY5|A0A0D9SAY5_CHLSB, tr|A0A0D9S7F5|A0A0D9S7F5_CHLSB, tr|A0A0D9SB06|A0A0D9SB06_CHLSB, tr|A0A0D9SC65|A0A0D9SC65_CHLSB, tr|A0A0D9QYD6|A0A0D9QYD6_CHLSB, tr|A0A0D9RLZ7|A0A0D9RLZ7_CHLSB, tr|A0A0D9SCN6|A0A0D9SCN6_CHLSB, tr|A0A0D9SA69|A0A0D9SA69_CHLSB
OG0000068	sp|Q14584|ZN266_HUMAN	tr|A0A0D9R5R5|A0A0D9R5R5_CHLSB
OG0000068	sp|Q96MU6|ZN778_HUMAN	tr|A0A0D9S2U8|A0A0D9S2U8_CHLSB
OG0000068	sp|Q9BR84|ZN559_HUMAN	tr|A0A0D9R5S2|A0A0D9R5S2_CHLSB
OG0000068	sp|Q8N587|ZN561_HUMAN, sp|Q6V9R5|ZN562_HUMAN	tr|A0A0D9R5N4|A0A0D9R5N4_CHLSB
OG0000070	sp|Q2M2I5|K1C24_HUMAN	tr|A0A0D9S2Z3|A0A0D9S2Z3_CHLSB
OG0000070	sp|Q7Z3Y8|K1C27_HUMAN	tr|A0A0D9S2X8|A0A0D9S2X8_CHLSB
OG0000070	sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A0D9S2Y9|A0A0D9S2Y9_CHLSB
OG0000070	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A0D9S2Y3|A0A0D9S2Y3_CHLSB
OG0000070	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A0D9S2X2|A0A0D9S2X2_CHLSB
OG0000071	sp|Q15615|OR4D1_HUMAN	tr|A0A0D9S9B6|A0A0D9S9B6_CHLSB
OG0000071	sp|P58180|OR4D2_HUMAN	tr|A0A0D9S9B5|A0A0D9S9B5_CHLSB
OG0000071	sp|Q8NGE8|OR4D9_HUMAN	tr|A0A0D9SCV0|A0A0D9SCV0_CHLSB
OG0000071	sp|Q8NGI6|OR4DA_HUMAN	tr|A0A0D9SCV1|A0A0D9SCV1_CHLSB
OG0000071	sp|Q8NGI4|OR4DB_HUMAN	tr|A0A0D9R195|A0A0D9R195_CHLSB
OG0000072	sp|Q9UGF5|O14J1_HUMAN	tr|A0A0D9SCJ0|A0A0D9SCJ0_CHLSB
OG0000072	sp|Q8NHC7|O14CZ_HUMAN, sp|A6ND48|O14I1_HUMAN	tr|A0A0D9SDG2|A0A0D9SDG2_CHLSB
OG0000072	sp|Q8NHC6|O14L1_HUMAN, sp|Q8NHC5|O14AG_HUMAN, sp|Q8NGZ2|O14K1_HUMAN, sp|Q96R54|O14A2_HUMAN	tr|A0A0D9SDE9|A0A0D9SDE9_CHLSB
OG0000073	sp|P0DN81|O13C7_HUMAN	tr|A0A0D9S9L0|A0A0D9S9L0_CHLSB
OG0000073	sp|Q8NGS7|O13C8_HUMAN	tr|A0A0D9S9K1|A0A0D9S9K1_CHLSB
OG0000073	sp|Q8NGS6|O13C3_HUMAN	tr|A0A0D9S9J9|A0A0D9S9J9_CHLSB, tr|A0A0D9S9K2|A0A0D9S9K2_CHLSB
OG0000073	sp|Q9NQN1|OR2S1_HUMAN	tr|A0A0D9S9L1|A0A0D9S9L1_CHLSB, tr|A0A0D9S9L2|A0A0D9S9L2_CHLSB
OG0000074	sp|P35504|UD15_HUMAN	tr|A0A0D9R1W5|A0A0D9R1W5_CHLSB
OG0000074	sp|P35503|UD13_HUMAN, sp|P22310|UD14_HUMAN, sp|P22309|UD11_HUMAN, sp|P19224|UD16_HUMAN, sp|Q9HAW7|UD17_HUMAN, sp|Q9HAW8|UD110_HUMAN, sp|Q9HAW9|UD18_HUMAN, sp|O60656|UD19_HUMAN	tr|A0A0D9R1W2|A0A0D9R1W2_CHLSB
OG0000078	sp|Q04726|TLE3_HUMAN	tr|A0A0D9RMH6|A0A0D9RMH6_CHLSB
OG0000078	sp|Q04724|TLE1_HUMAN	tr|A0A0D9R5R3|A0A0D9R5R3_CHLSB
OG0000078	sp|Q04727|TLE4_HUMAN	tr|A0A0D9R5S3|A0A0D9R5S3_CHLSB
OG0000078	sp|A0A1W2PR48|TLE7_HUMAN, sp|Q08117|TLE5_HUMAN, sp|Q04725|TLE2_HUMAN	tr|A0A0D9RFR1|A0A0D9RFR1_CHLSB
OG0000079	sp|P02458|CO2A1_HUMAN	tr|A0A0D9R1Y2|A0A0D9R1Y2_CHLSB
OG0000079	sp|P02461|CO3A1_HUMAN	tr|A0A0D9RJ42|A0A0D9RJ42_CHLSB
OG0000079	sp|P05997|CO5A2_HUMAN	tr|A0A0D9RJ27|A0A0D9RJ27_CHLSB
OG0000079	sp|P02452|CO1A1_HUMAN	tr|A0A0D9QYW4|A0A0D9QYW4_CHLSB
OG0000079	sp|P08123|CO1A2_HUMAN	tr|A0A0D9RK13|A0A0D9RK13_CHLSB
OG0000081	sp|Q3MIS6|ZN528_HUMAN	tr|A0A0D9S5B9|A0A0D9S5B9_CHLSB
OG0000081	sp|Q5HY98|ZN766_HUMAN	tr|A0A0D9S5B1|A0A0D9S5B1_CHLSB
OG0000081	sp|Q8N9Z0|ZN610_HUMAN	tr|A0A0D9S5B3|A0A0D9S5B3_CHLSB
OG0000081	sp|Q6PDB4|ZN880_HUMAN	tr|A0A0D9S5B5|A0A0D9S5B5_CHLSB
OG0000082	sp|P47895|AL1A3_HUMAN	tr|A0A0D9RWC4|A0A0D9RWC4_CHLSB
OG0000082	sp|P05091|ALDH2_HUMAN	tr|A0A0D9S3S0|A0A0D9S3S0_CHLSB
OG0000082	sp|P30837|AL1B1_HUMAN	tr|A0A0D9S9K6|A0A0D9S9K6_CHLSB
OG0000082	sp|O94788|AL1A2_HUMAN	tr|A0A0D9RHQ6|A0A0D9RHQ6_CHLSB
OG0000082	sp|P00352|AL1A1_HUMAN	tr|A0A0D9R755|A0A0D9R755_CHLSB
OG0000083	sp|O00370|LORF2_HUMAN	tr|A0A0D9REL6|A0A0D9REL6_CHLSB, tr|A0A0D9RN11|A0A0D9RN11_CHLSB
OG0000083	sp|Q9H606|PRORY_HUMAN	tr|A0A0D9S6P7|A0A0D9S6P7_CHLSB, tr|A0A0D9RUC8|A0A0D9RUC8_CHLSB, tr|A0A0D9SB68|A0A0D9SB68_CHLSB, tr|A0A0D9S9M2|A0A0D9S9M2_CHLSB, tr|A0A0D9S9S2|A0A0D9S9S2_CHLSB, tr|A0A0D9SBK1|A0A0D9SBK1_CHLSB
OG0000086	sp|Q9BZJ3|TRYD_HUMAN	tr|A0A0D9RHE5|A0A0D9RHE5_CHLSB
OG0000086	sp|A6NIE9|PRS29_HUMAN	tr|A0A0D9RH88|A0A0D9RH88_CHLSB
OG0000086	sp|Q9BQR3|PRS27_HUMAN, sp|Q8NF86|PRS33_HUMAN	tr|A0A0D9RYQ0|A0A0D9RYQ0_CHLSB
OG0000087	sp|Q14568|HS902_HUMAN	tr|A0A0D9RCZ4|A0A0D9RCZ4_CHLSB
OG0000087	sp|Q58FF6|H90B4_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|P07900|HS90A_HUMAN, sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN, sp|P08238|HS90B_HUMAN	tr|A0A0D9RJ20|A0A0D9RJ20_CHLSB
OG0000088	sp|P04435|TVB79_HUMAN	tr|A0A0D9R652|A0A0D9R652_CHLSB, tr|A0A0D9R622|A0A0D9R622_CHLSB
OG0000088	sp|A0A1B0GX95|TVB74_HUMAN	tr|A0A0D9R637|A0A0D9R637_CHLSB
OG0000088	sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN	tr|A0A0D9R615|A0A0D9R615_CHLSB, tr|A0A0D9R630|A0A0D9R630_CHLSB
OG0000089	sp|Q96P47|AGAP3_HUMAN	tr|A0A0D9R2X9|A0A0D9R2X9_CHLSB
OG0000089	sp|Q5VUJ5|AGAP7_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q8TF27|AGA11_HUMAN, sp|Q9UPQ3|AGAP1_HUMAN	tr|A0A0D9R1N9|A0A0D9R1N9_CHLSB
OG0000091	sp|Q9H0U9|TSYL1_HUMAN	tr|A0A0D9SC98|A0A0D9SC98_CHLSB
OG0000091	sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN	tr|A0A0D9S0C9|A0A0D9S0C9_CHLSB
OG0000092	sp|Q8N769|CN178_HUMAN	tr|A0A0D9S9C0|A0A0D9S9C0_CHLSB
OG0000092	sp|Q96C55|ZN524_HUMAN	tr|A0A0D9SD26|A0A0D9SD26_CHLSB, tr|A0A0D9RDH3|A0A0D9RDH3_CHLSB, tr|A0A0D9S5U8|A0A0D9S5U8_CHLSB, tr|A0A0D9RNB2|A0A0D9RNB2_CHLSB, tr|A0A0D9R2W1|A0A0D9R2W1_CHLSB, tr|A0A0D9S931|A0A0D9S931_CHLSB, tr|A0A0D9S612|A0A0D9S612_CHLSB
OG0000093	sp|Q8WXX0|DYH7_HUMAN	tr|A0A0D9RH02|A0A0D9RH02_CHLSB
OG0000093	sp|Q6ZR08|DYH12_HUMAN	tr|A0A0D9RIN3|A0A0D9RIN3_CHLSB
OG0000093	sp|Q8TD57|DYH3_HUMAN	tr|A0A0D9R526|A0A0D9R526_CHLSB
OG0000093	sp|Q0VDD8|DYH14_HUMAN	tr|A0A0D9RUJ8|A0A0D9RUJ8_CHLSB
OG0000093	sp|Q9P2D7|DYH1_HUMAN	tr|A0A0D9RM08|A0A0D9RM08_CHLSB
OG0000094	sp|Q5MJ09|SPXN3_HUMAN	tr|A0A0D9SB78|A0A0D9SB78_CHLSB
OG0000094	sp|Q5MJ10|SPXN2_HUMAN, sp|Q5MJ07|SPXN5_HUMAN, sp|Q5VSR9|SPXN1_HUMAN, sp|Q9NY87|SPNXC_HUMAN, sp|Q9BXN6|SPNXD_HUMAN, sp|Q9NS26|SPNXA_HUMAN, sp|Q9NS25|SPNXB_HUMAN	tr|A0A0D9R4L2|A0A0D9R4L2_CHLSB
OG0000096	sp|Q8IWZ4|TRI48_HUMAN, sp|C9J1S8|TR49D_HUMAN	tr|A0A0D9S0W6|A0A0D9S0W6_CHLSB
OG0000096	sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN	tr|A0A0D9S0T5|A0A0D9S0T5_CHLSB
OG0000096	sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN	tr|A0A0D9S0U6|A0A0D9S0U6_CHLSB
OG0000097	sp|Q147U1|ZN846_HUMAN	tr|A0A0D9R5M6|A0A0D9R5M6_CHLSB
OG0000097	sp|Q8TC21|ZN596_HUMAN, sp|Q6ZN79|Z705A_HUMAN, sp|A8MWA4|Z705E_HUMAN, sp|A8MUZ8|Z705G_HUMAN, sp|P0CI00|Z705B_HUMAN, sp|P0CH99|Z705D_HUMAN, sp|Q96PQ6|ZN317_HUMAN	tr|A0A0D9R5W8|A0A0D9R5W8_CHLSB
