Orthogroup	Homo_sapiens	Cercocebus_atys
OG0000042	sp|O75023|LIRB5_HUMAN, sp|O75022|LIRB3_HUMAN, sp|A6NI73|LIRA5_HUMAN, sp|Q8NHJ6|LIRB4_HUMAN	tr|A0A2K5NIG9|A0A2K5NIG9_CERAT
OG0000042	sp|Q6PI73|LIRA6_HUMAN	tr|A0A2K5L2W7|A0A2K5L2W7_CERAT
OG0000043	sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q96R48|OR2A5_HUMAN, sp|Q8NGT7|O2A12_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN	tr|A0A2K5KMB0|A0A2K5KMB0_CERAT
OG0000044	sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A2K5N4H8|A0A2K5N4H8_CERAT
OG0000047	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A2K5KYQ6|A0A2K5KYQ6_CERAT
OG0000047	sp|Q96QV6|H2A1A_HUMAN	tr|A0A2K5KSU6|A0A2K5KSU6_CERAT, tr|A0A2K5KWR9|A0A2K5KWR9_CERAT, tr|A0A2K5L2S4|A0A2K5L2S4_CERAT, tr|A0A2K5KUD3|A0A2K5KUD3_CERAT, tr|A0A2K5KY15|A0A2K5KY15_CERAT, tr|A0A2K5KMT3|A0A2K5KMT3_CERAT, tr|A0A2K5KPC2|A0A2K5KPC2_CERAT, tr|A0A2K5KPG0|A0A2K5KPG0_CERAT, tr|A0A2K5L592|A0A2K5L592_CERAT, tr|A0A2K5L6X9|A0A2K5L6X9_CERAT, tr|A0A2K5L0F1|A0A2K5L0F1_CERAT, tr|A0A2K5KHQ2|A0A2K5KHQ2_CERAT
OG0000048	sp|P01571|IFN17_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN	tr|A0A2K5N061|A0A2K5N061_CERAT
OG0000048	sp|P01570|IFN14_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P05000|IFNW1_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P05013|IFNA6_HUMAN	tr|A0A2K5L438|A0A2K5L438_CERAT
OG0000049	tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW13|TFKL8_HUMAN	tr|A0A2K5LT97|A0A2K5LT97_CERAT
OG0000050	sp|P51991|ROA3_HUMAN	tr|A0A2K5LU55|A0A2K5LU55_CERAT
OG0000050	sp|P22626|ROA2_HUMAN	tr|A0A2K5P786|A0A2K5P786_CERAT, tr|A0A2K5KKA6|A0A2K5KKA6_CERAT, tr|A0A2K5N009|A0A2K5N009_CERAT, tr|A0A2K5NKZ1|A0A2K5NKZ1_CERAT, tr|A0A2K5NPS4|A0A2K5NPS4_CERAT, tr|A0A2K5NLH0|A0A2K5NLH0_CERAT, tr|A0A2K5L2V0|A0A2K5L2V0_CERAT, tr|A0A2K5KIA1|A0A2K5KIA1_CERAT, tr|A0A2K5NWS6|A0A2K5NWS6_CERAT, tr|A0A2K5NC18|A0A2K5NC18_CERAT, tr|A0A2K5M1J4|A0A2K5M1J4_CERAT
OG0000051	sp|Q2VY69|ZN284_HUMAN	tr|A0A2K5LVK6|A0A2K5LVK6_CERAT
OG0000051	sp|Q9NZL3|ZN224_HUMAN	tr|A0A2K5MSQ1|A0A2K5MSQ1_CERAT
OG0000051	sp|Q9UK10|ZN225_HUMAN	tr|A0A2K5MII4|A0A2K5MII4_CERAT
OG0000051	sp|Q14588|ZN234_HUMAN	tr|A0A2K5MMP0|A0A2K5MMP0_CERAT
OG0000051	sp|Q9UK13|ZN221_HUMAN	tr|A0A2K5N9Y3|A0A2K5N9Y3_CERAT
OG0000052	sp|Q13634|CAD18_HUMAN	tr|A0A2K5NBK4|A0A2K5NBK4_CERAT
OG0000052	sp|Q9HBT6|CAD20_HUMAN	tr|A0A2K5L7N5|A0A2K5L7N5_CERAT
OG0000052	sp|Q9ULB5|CADH7_HUMAN	tr|A0A2K5LC14|A0A2K5LC14_CERAT
OG0000052	sp|P55289|CAD12_HUMAN	tr|A0A2K5N863|A0A2K5N863_CERAT
OG0000052	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A2K5P2T0|A0A2K5P2T0_CERAT
OG0000052	sp|P55285|CADH6_HUMAN	tr|A0A2K5NEX6|A0A2K5NEX6_CERAT
OG0000052	sp|Q9ULB4|CADH9_HUMAN	tr|A0A2K5MD23|A0A2K5MD23_CERAT
OG0000053	sp|P52737|ZN136_HUMAN	tr|A0A2K5MNI8|A0A2K5MNI8_CERAT
OG0000053	sp|C9JN71|ZN878_HUMAN	tr|A0A2K5L936|A0A2K5L936_CERAT
OG0000053	sp|Q96I27|ZN625_HUMAN	tr|A0A2K5MNG9|A0A2K5MNG9_CERAT, tr|A0A2K5M014|A0A2K5M014_CERAT
OG0000053	sp|P17024|ZNF20_HUMAN	tr|A0A2K5NQ68|A0A2K5NQ68_CERAT, tr|A0A2K5LSE7|A0A2K5LSE7_CERAT
OG0000054	sp|Q9H0M5|ZN700_HUMAN	tr|A0A2K5L634|A0A2K5L634_CERAT
OG0000054	sp|Q9UC07|ZNF69_HUMAN	tr|A0A2K5P100|A0A2K5P100_CERAT, tr|A0A2K5P0U4|A0A2K5P0U4_CERAT
OG0000054	sp|Q0D2J5|ZN763_HUMAN, sp|Q8IYI8|ZN440_HUMAN, sp|Q8NDP4|ZN439_HUMAN, sp|Q08AG5|ZN844_HUMAN, sp|Q8N7K0|ZN433_HUMAN, sp|Q8N8L2|ZN491_HUMAN, sp|O60384|ZN861_HUMAN, sp|Q7L945|ZN627_HUMAN	tr|A0A2K5L6Q1|A0A2K5L6Q1_CERAT
OG0000055	sp|A6NER0|TBC3F_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|A0A087X179|TBC3E_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|P35125|UBP6_HUMAN, sp|Q9UFV1|TBC29_HUMAN	tr|A0A2K5L881|A0A2K5L881_CERAT
OG0000059	sp|P07327|ADH1A_HUMAN	tr|A0A2K5MIQ9|A0A2K5MIQ9_CERAT
OG0000059	sp|P40394|ADH7_HUMAN	tr|A0A2K5NA35|A0A2K5NA35_CERAT
OG0000059	sp|P28332|ADH6_HUMAN	tr|A0A2K5M2I6|A0A2K5M2I6_CERAT
OG0000059	sp|P08319|ADH4_HUMAN	tr|A0A2K5MW47|A0A2K5MW47_CERAT
OG0000059	sp|P11766|ADHX_HUMAN	tr|A0A2K5NWX1|A0A2K5NWX1_CERAT, tr|A0A2K5NPR9|A0A2K5NPR9_CERAT
OG0000060	sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ86|DU4L3_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN	tr|A0A2K5KJ10|A0A2K5KJ10_CERAT
OG0000061	sp|P83881|RL36A_HUMAN	tr|A0A2K5KQI1|A0A2K5KQI1_CERAT
OG0000061	sp|Q969Q0|RL36L_HUMAN	tr|A0A2K5L368|A0A2K5L368_CERAT, tr|A0A2K5KJM5|A0A2K5KJM5_CERAT, tr|A0A2K5KN93|A0A2K5KN93_CERAT, tr|A0A2K5KYU2|A0A2K5KYU2_CERAT, tr|A0A2K5KWZ6|A0A2K5KWZ6_CERAT, tr|A0A2K5LUC2|A0A2K5LUC2_CERAT, tr|A0A2K5NBN6|A0A2K5NBN6_CERAT, tr|A0A2K5KP92|A0A2K5KP92_CERAT, tr|A0A2K5KSK5|A0A2K5KSK5_CERAT
OG0000063	sp|Q8NGX0|O11L1_HUMAN, sp|Q8NGE0|O10AD_HUMAN, sp|Q8NGF6|O10W1_HUMAN, sp|Q8NH19|O10AG_HUMAN, sp|Q96KK4|O10C1_HUMAN, sp|P58181|O10A3_HUMAN, sp|Q8NH74|O10A6_HUMAN, sp|Q9H208|O10A2_HUMAN, sp|Q9H207|O10A5_HUMAN, sp|Q9H209|O10A4_HUMAN, sp|Q8NGE5|O10A7_HUMAN	tr|A0A2K5LBC7|A0A2K5LBC7_CERAT
OG0000064	sp|P32456|GBP2_HUMAN	tr|A0A2K5NR16|A0A2K5NR16_CERAT
OG0000064	sp|Q6ZN66|GBP6_HUMAN	tr|A0A2K5KUR6|A0A2K5KUR6_CERAT
OG0000064	sp|Q96PP9|GBP4_HUMAN, sp|Q8N8V2|GBP7_HUMAN	tr|A0A2K5MGL5|A0A2K5MGL5_CERAT
OG0000064	sp|Q9H0R5|GBP3_HUMAN	tr|A0A2K5MWT8|A0A2K5MWT8_CERAT
OG0000064	sp|P32455|GBP1_HUMAN	tr|A0A2K5N1X3|A0A2K5N1X3_CERAT
OG0000066	sp|Q8N976|YG039_HUMAN	tr|A0A2K5NK17|A0A2K5NK17_CERAT, tr|A0A2K5N6J0|A0A2K5N6J0_CERAT, tr|A0A2K5NUQ4|A0A2K5NUQ4_CERAT, tr|A0A2K5KJ32|A0A2K5KJ32_CERAT, tr|A0A2K5LQT4|A0A2K5LQT4_CERAT, tr|A0A2K5L372|A0A2K5L372_CERAT, tr|A0A2K5MRP0|A0A2K5MRP0_CERAT, tr|A0A2K5NRX9|A0A2K5NRX9_CERAT, tr|A0A2K5P4L8|A0A2K5P4L8_CERAT, tr|A0A2K5KMD7|A0A2K5KMD7_CERAT, tr|A0A2K5P4K3|A0A2K5P4K3_CERAT
OG0000068	sp|P13637|AT1A3_HUMAN	tr|A0A2K5NDK6|A0A2K5NDK6_CERAT
OG0000068	sp|Q13733|AT1A4_HUMAN	tr|A0A2K5MK48|A0A2K5MK48_CERAT
OG0000068	sp|P54707|AT12A_HUMAN	tr|A0A2K5NA48|A0A2K5NA48_CERAT
OG0000068	sp|P20648|ATP4A_HUMAN	tr|A0A2K5M8G2|A0A2K5M8G2_CERAT
OG0000068	sp|P50993|AT1A2_HUMAN	tr|A0A2K5NVU0|A0A2K5NVU0_CERAT
OG0000068	sp|P05023|AT1A1_HUMAN	tr|A0A2K5LW96|A0A2K5LW96_CERAT
OG0000069	sp|P35527|K1C9_HUMAN	tr|A0A2K5N150|A0A2K5N150_CERAT
OG0000069	sp|P13646|K1C13_HUMAN	tr|A0A2K5KJ84|A0A2K5KJ84_CERAT
OG0000069	sp|P19012|K1C15_HUMAN	tr|A0A2K5NZE1|A0A2K5NZE1_CERAT
OG0000069	sp|Q04695|K1C17_HUMAN, sp|P08779|K1C16_HUMAN, sp|P02533|K1C14_HUMAN	tr|A0A2K5NH02|A0A2K5NH02_CERAT
OG0000070	sp|Q96P47|AGAP3_HUMAN	tr|A0A2K5MPF4|A0A2K5MPF4_CERAT
OG0000070	sp|Q8TF27|AGA11_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q5VUJ5|AGAP7_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|A6NIR3|AGAP5_HUMAN	tr|A0A2K5MD59|A0A2K5MD59_CERAT, tr|A0A2K5MU74|A0A2K5MU74_CERAT
OG0000070	sp|Q9UPQ3|AGAP1_HUMAN	tr|A0A2K5LEQ3|A0A2K5LEQ3_CERAT
OG0000071	sp|Q8NGC3|O10G2_HUMAN	tr|A0A2K5KL18|A0A2K5KL18_CERAT
OG0000071	sp|Q8NGN6|O10G7_HUMAN, sp|Q8NGN5|O10G8_HUMAN, sp|Q8NGN3|O10G4_HUMAN, sp|Q8NGN4|O10G9_HUMAN, sp|Q8NH80|O10D3_HUMAN, sp|Q8NGN7|O10D4_HUMAN, sp|Q8NGN2|O10S1_HUMAN, sp|Q8NH81|O10G6_HUMAN, sp|Q8NGC4|O10G3_HUMAN	tr|A0A2K5KLB0|A0A2K5KLB0_CERAT
OG0000072	sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A075B6N4|TVBY1_HUMAN, sp|A0A0K0K1B3|TVB30_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN	tr|A0A2K5NTQ0|A0A2K5NTQ0_CERAT
OG0000073	sp|P15121|ALDR_HUMAN	tr|A0A2K5MQC2|A0A2K5MQC2_CERAT, tr|A0A2K5ND30|A0A2K5ND30_CERAT, tr|A0A2K5M1W2|A0A2K5M1W2_CERAT, tr|A0A2K5LQ05|A0A2K5LQ05_CERAT, tr|A0A2K5KSQ7|A0A2K5KSQ7_CERAT, tr|A0A2K5LS78|A0A2K5LS78_CERAT, tr|A0A2K5L905|A0A2K5L905_CERAT, tr|A0A2K5LIJ7|A0A2K5LIJ7_CERAT, tr|A0A2K5MYA9|A0A2K5MYA9_CERAT, tr|A0A2K5LLW8|A0A2K5LLW8_CERAT
OG0000075	sp|P11940|PABP1_HUMAN	tr|A0A2K5N483|A0A2K5N483_CERAT
OG0000075	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A2K5M664|A0A2K5M664_CERAT
OG0000075	sp|P0CB38|PAB4L_HUMAN, sp|Q13310|PABP4_HUMAN	tr|A0A2K5NNJ0|A0A2K5NNJ0_CERAT
OG0000075	sp|Q9H361|PABP3_HUMAN	tr|A0A2K5P8E4|A0A2K5P8E4_CERAT, tr|A0A2K5P5W1|A0A2K5P5W1_CERAT, tr|A0A2K5LAU1|A0A2K5LAU1_CERAT
OG0000076	sp|P21266|GSTM3_HUMAN	tr|A0A2K5NGY0|A0A2K5NGY0_CERAT
OG0000076	sp|P28161|GSTM2_HUMAN	tr|A0A2K5NV28|A0A2K5NV28_CERAT, tr|A0A2K5LVP7|A0A2K5LVP7_CERAT
OG0000076	sp|P46439|GSTM5_HUMAN	tr|A0A2K5N1W4|A0A2K5N1W4_CERAT, tr|A0A2K5KWT2|A0A2K5KWT2_CERAT
OG0000076	sp|P09488|GSTM1_HUMAN	tr|A0A2K5MZN8|A0A2K5MZN8_CERAT
OG0000079	sp|O76009|KT33A_HUMAN	tr|A0A2K5N545|A0A2K5N545_CERAT
OG0000079	sp|O76011|KRT34_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN	tr|A0A2K5NH06|A0A2K5NH06_CERAT
OG0000079	sp|Q14532|K1H2_HUMAN	tr|A0A2K5KH33|A0A2K5KH33_CERAT
OG0000079	sp|Q15323|K1H1_HUMAN	tr|A0A2K5P1P6|A0A2K5P1P6_CERAT
OG0000079	sp|Q14525|KT33B_HUMAN	tr|A0A2K5NAB1|A0A2K5NAB1_CERAT
OG0000080	sp|P46778|RL21_HUMAN	tr|A0A2K5LWS3|A0A2K5LWS3_CERAT, tr|A0A2K5KKG9|A0A2K5KKG9_CERAT, tr|A0A2K5KJC1|A0A2K5KJC1_CERAT, tr|A0A2K5L0R2|A0A2K5L0R2_CERAT, tr|A0A2K5KHG4|A0A2K5KHG4_CERAT, tr|A0A2K5KYU4|A0A2K5KYU4_CERAT, tr|A0A2K5KKX0|A0A2K5KKX0_CERAT, tr|A0A2K5MXI7|A0A2K5MXI7_CERAT, tr|A0A2K5L2G4|A0A2K5L2G4_CERAT, tr|A0A2K5P0W0|A0A2K5P0W0_CERAT
OG0000082	sp|Q9H853|TBA4B_HUMAN, sp|Q9NY65|TBA8_HUMAN, sp|A6NHL2|TBAL3_HUMAN, sp|P68366|TBA4A_HUMAN, sp|Q9BQE3|TBA1C_HUMAN, sp|P68363|TBA1B_HUMAN, sp|Q71U36|TBA1A_HUMAN, sp|Q6PEY2|TBA3E_HUMAN, sp|P0DPH8|TBA3D_HUMAN, sp|P0DPH7|TBA3C_HUMAN	tr|A0A2K5NBK6|A0A2K5NBK6_CERAT
OG0000083	sp|A0A0B4J271|TVAL3_HUMAN, sp|A0A075B6T6|TVAL2_HUMAN, sp|A0A0B4J245|TVAL1_HUMAN	tr|A0A2K5L1C9|A0A2K5L1C9_CERAT, tr|A0A2K5KWX4|A0A2K5KWX4_CERAT
OG0000083	sp|A0A0B4J241|TVAM1_HUMAN, sp|A0A0B4J235|TVAM2_HUMAN, sp|A0A0B4J249|TVA5_HUMAN, sp|P04437|TVA29_HUMAN, sp|A0A075B6W5|TVA23_HUMAN	tr|A0A2K5LJQ5|A0A2K5LJQ5_CERAT
OG0000084	sp|P06748|NPM_HUMAN	tr|A0A2K5KRS5|A0A2K5KRS5_CERAT, tr|A0A2K5MNZ5|A0A2K5MNZ5_CERAT, tr|A0A2K5NKF3|A0A2K5NKF3_CERAT, tr|A0A2K5NSR4|A0A2K5NSR4_CERAT, tr|A0A2K5NP70|A0A2K5NP70_CERAT, tr|A0A2K5KTG5|A0A2K5KTG5_CERAT, tr|A0A2K5NEF2|A0A2K5NEF2_CERAT, tr|A0A2K5NEH5|A0A2K5NEH5_CERAT, tr|A0A2K5N1Z3|A0A2K5N1Z3_CERAT, tr|A0A2K5NPI7|A0A2K5NPI7_CERAT
OG0000085	sp|Q68DI1|ZN776_HUMAN	tr|A0A2K5MKN7|A0A2K5MKN7_CERAT
OG0000085	sp|Q96SQ5|ZN587_HUMAN, sp|Q8TAU3|ZN417_HUMAN	tr|A0A2K5M9Z2|A0A2K5M9Z2_CERAT
OG0000085	sp|Q8TF45|ZN418_HUMAN	tr|A0A2K5LBU8|A0A2K5LBU8_CERAT
OG0000085	sp|Q9H707|ZN552_HUMAN, sp|B7Z6K7|ZN814_HUMAN, sp|E7ETH6|Z587B_HUMAN	tr|A0A2K5LRL2|A0A2K5LRL2_CERAT
OG0000090	sp|Q6PDB4|ZN880_HUMAN	tr|A0A2K5L6A4|A0A2K5L6A4_CERAT
OG0000090	sp|Q76KX8|ZN534_HUMAN	tr|A0A2K5NFR6|A0A2K5NFR6_CERAT
OG0000090	sp|Q3MIS6|ZN528_HUMAN, sp|P51522|ZNF83_HUMAN	tr|A0A2K5MGU9|A0A2K5MGU9_CERAT
OG0000091	sp|O00478|BT3A3_HUMAN	tr|A0A2K5NNQ9|A0A2K5NNQ9_CERAT, tr|A0A2K5M975|A0A2K5M975_CERAT
OG0000091	sp|P78410|BT3A2_HUMAN	tr|A0A2K5P685|A0A2K5P685_CERAT
OG0000091	sp|Q9UIR0|BTNL2_HUMAN	tr|A0A2K5KI82|A0A2K5KI82_CERAT
OG0000091	sp|A8MVZ5|BTNLA_HUMAN	tr|A0A2K5KJE2|A0A2K5KJE2_CERAT
OG0000093	sp|P63104|1433Z_HUMAN	tr|A0A2K5L5H7|A0A2K5L5H7_CERAT
OG0000093	sp|P31946|1433B_HUMAN	tr|A0A2K5NG38|A0A2K5NG38_CERAT
OG0000093	sp|P27348|1433T_HUMAN	tr|A0A2K5LIQ3|A0A2K5LIQ3_CERAT, tr|A0A2K5L4S7|A0A2K5L4S7_CERAT
OG0000094	sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN	tr|A0A2K5MX90|A0A2K5MX90_CERAT
OG0000094	sp|O95007|OR6B1_HUMAN	tr|A0A2K5KLH9|A0A2K5KLH9_CERAT
OG0000094	sp|O95222|OR6A2_HUMAN	tr|A0A2K5ME64|A0A2K5ME64_CERAT
OG0000094	sp|Q8NGX8|OR6Y1_HUMAN, sp|Q8NGX9|OR6P1_HUMAN	tr|A0A2K5NVN9|A0A2K5NVN9_CERAT
OG0000095	sp|P18621|RL17_HUMAN	tr|A0A2K5NBC4|A0A2K5NBC4_CERAT, tr|A0A2K5L214|A0A2K5L214_CERAT, tr|A0A2K5NXG6|A0A2K5NXG6_CERAT, tr|A0A2K5KVP2|A0A2K5KVP2_CERAT, tr|A0A2K5L303|A0A2K5L303_CERAT, tr|A0A2K5KPQ1|A0A2K5KPQ1_CERAT, tr|A0A2K5KZV1|A0A2K5KZV1_CERAT, tr|A0A2K5N3S1|A0A2K5N3S1_CERAT, tr|A0A2K5L3D8|A0A2K5L3D8_CERAT
OG0000096	sp|P05091|ALDH2_HUMAN	tr|A0A2K5N4C2|A0A2K5N4C2_CERAT
OG0000096	sp|P30837|AL1B1_HUMAN	tr|A0A2K5KX34|A0A2K5KX34_CERAT
OG0000096	sp|P47895|AL1A3_HUMAN	tr|A0A2K5L9I8|A0A2K5L9I8_CERAT
OG0000096	sp|P00352|AL1A1_HUMAN	tr|A0A2K5KYV1|A0A2K5KYV1_CERAT
OG0000096	sp|O94788|AL1A2_HUMAN	tr|A0A2K5P1R7|A0A2K5P1R7_CERAT
OG0000097	sp|P78385|KRT83_HUMAN	tr|A0A2K5P4N6|A0A2K5P4N6_CERAT
OG0000097	sp|Q14533|KRT81_HUMAN	tr|A0A2K5N3F0|A0A2K5N3F0_CERAT
OG0000097	sp|O43790|KRT86_HUMAN	tr|A0A2K5MGV5|A0A2K5MGV5_CERAT
OG0000097	sp|A6NCN2|KR87P_HUMAN, sp|P78386|KRT85_HUMAN	tr|A0A2K5P6H0|A0A2K5P6H0_CERAT
OG0000098	sp|P0DMU9|CT45A_HUMAN, sp|P0DMV1|CT458_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|P0DMV0|CT457_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|P0DMU7|CT456_HUMAN	tr|A0A2K5L6X0|A0A2K5L6X0_CERAT
OG0000099	sp|P12268|IMDH2_HUMAN	tr|A0A2K5LJT8|A0A2K5LJT8_CERAT
OG0000099	sp|P20839|IMDH1_HUMAN	tr|A0A2K5MCD0|A0A2K5MCD0_CERAT, tr|A0A2K5NGK9|A0A2K5NGK9_CERAT, tr|A0A2K5LL37|A0A2K5LL37_CERAT, tr|A0A2K5P1Y0|A0A2K5P1Y0_CERAT, tr|A0A2K5M9T3|A0A2K5M9T3_CERAT, tr|A0A2K5L7X4|A0A2K5L7X4_CERAT, tr|A0A2K5KSE2|A0A2K5KSE2_CERAT
OG0000100	sp|P51668|UB2D1_HUMAN	tr|A0A2K5KL64|A0A2K5KL64_CERAT
OG0000100	sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A2K5LLE0|A0A2K5LLE0_CERAT
OG0000100	sp|P61077|UB2D3_HUMAN	tr|A0A2K5MJZ3|A0A2K5MJZ3_CERAT, tr|A0A2K5MWD4|A0A2K5MWD4_CERAT
OG0000100	sp|P62837|UB2D2_HUMAN	tr|A0A2K5NQT7|A0A2K5NQT7_CERAT, tr|A0A2K5LX59|A0A2K5LX59_CERAT
OG0000101	sp|P62424|RL7A_HUMAN	tr|A0A2K5P252|A0A2K5P252_CERAT, tr|A0A2K5MR38|A0A2K5MR38_CERAT, tr|A0A2K5LX83|A0A2K5LX83_CERAT, tr|A0A2K5NKU3|A0A2K5NKU3_CERAT, tr|A0A2K5L8N2|A0A2K5L8N2_CERAT, tr|A0A2K5LNU8|A0A2K5LNU8_CERAT, tr|A0A2K5L375|A0A2K5L375_CERAT, tr|A0A2K5NVQ2|A0A2K5NVQ2_CERAT, tr|A0A2K5M7V5|A0A2K5M7V5_CERAT
OG0000102	sp|Q9BYQ2|KRA94_HUMAN, sp|Q9BYP9|KRA99_HUMAN, sp|Q9BYQ3|KRA93_HUMAN, sp|Q9BYQ0|KRA98_HUMAN	tr|A0A2K5LCJ4|A0A2K5LCJ4_CERAT
OG0000102	tr|A0A140TA67|A0A140TA67_HUMAN, sp|A8MTY7|KRA97_HUMAN, sp|A8MVA2|KRA96_HUMAN, sp|Q9BYQ4|KRA92_HUMAN	tr|A0A2K5NPB0|A0A2K5NPB0_CERAT
OG0000103	sp|P02461|CO3A1_HUMAN	tr|A0A2K5LNQ1|A0A2K5LNQ1_CERAT
OG0000103	sp|P05997|CO5A2_HUMAN	tr|A0A2K5NDJ7|A0A2K5NDJ7_CERAT
OG0000103	sp|P02452|CO1A1_HUMAN	tr|A0A2K5L756|A0A2K5L756_CERAT
OG0000103	sp|P08123|CO1A2_HUMAN	tr|A0A2K5LT21|A0A2K5LT21_CERAT
OG0000103	sp|P02458|CO2A1_HUMAN	tr|A0A2K5NX68|A0A2K5NX68_CERAT
OG0000104	sp|Q6PF04|ZN613_HUMAN	tr|A0A2K5M6Z2|A0A2K5M6Z2_CERAT
OG0000104	sp|Q9GZX5|ZN350_HUMAN	tr|A0A2K5MA07|A0A2K5MA07_CERAT
OG0000104	sp|Q9BS31|ZN649_HUMAN	tr|A0A2K5P3R8|A0A2K5P3R8_CERAT
OG0000104	sp|Q8N8J6|ZN615_HUMAN	tr|A0A2K5KKR4|A0A2K5KKR4_CERAT
OG0000104	sp|O94892|ZN432_HUMAN	tr|A0A2K5N2X2|A0A2K5N2X2_CERAT
OG0000105	sp|A0A1B0GV03|GG6L7_HUMAN, sp|Q8N9W4|GG6L2_HUMAN	tr|A0A2K5LWD8|A0A2K5LWD8_CERAT
