Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0000015	sp|Q08379|GOGA2_HUMAN, sp|Q9HBQ8|GGA2B_HUMAN, tr|A0A1W2PRN1|A0A1W2PRN1_HUMAN, sp|A6NEY3|GG6L3_HUMAN, sp|A6NEF3|GG6L4_HUMAN, sp|A6NEM1|GG6L9_HUMAN, tr|A0A0M3HER8|A0A0M3HER8_HUMAN, sp|H0YKK7|GG6LS_HUMAN, sp|A6NI86|GG6LA_HUMAN, sp|A6NCC3|GOG8O_HUMAN, sp|H3BV12|GOG8Q_HUMAN, sp|F8WBI6|GOG8N_HUMAN, tr|A0A1B0GV12|A0A1B0GV12_HUMAN, sp|I6L899|GOG8R_HUMAN, sp|P0CJ92|GOG8H_HUMAN, sp|H3BQL2|GOG8T_HUMAN, sp|D6RF30|GOG8K_HUMAN, sp|A6NMD2|GOG8J_HUMAN, sp|H3BSY2|GOG8M_HUMAN, sp|A6NC78|GOG8I_HUMAN, sp|H3BPF8|GOG8S_HUMAN, sp|Q08AF8|GOG8F_HUMAN, sp|Q0D2H9|GOG8D_HUMAN, sp|A6NN73|GOG8C_HUMAN, sp|A8MQT2|GOG8B_HUMAN, sp|A7E2F4|GOG8A_HUMAN, sp|A6NDK9|GOG6C_HUMAN, sp|P0CG33|GOG6D_HUMAN, sp|Q9NYA3|GOG6A_HUMAN, sp|A6NDN3|GOG6B_HUMAN	tr|G3X344|G3X344_SARHA
OG0000016	sp|O95678|K2C75_HUMAN	tr|G3WPN0|G3WPN0_SARHA
OG0000016	sp|P04259|K2C6B_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P02538|K2C6A_HUMAN	tr|G3WQ04|G3WQ04_SARHA
OG0000016	sp|P13647|K2C5_HUMAN	tr|G3WQB9|G3WQB9_SARHA
OG0000016	sp|Q86Y46|K2C73_HUMAN	tr|G3WRS6|G3WRS6_SARHA
OG0000016	sp|Q3SY84|K2C71_HUMAN	tr|A0A7N4NSY9|A0A7N4NSY9_SARHA
OG0000016	sp|Q7RTS7|K2C74_HUMAN	tr|A0A7N4V5Q9|A0A7N4V5Q9_SARHA
OG0000016	sp|Q14CN4|K2C72_HUMAN	tr|G3WRH8|G3WRH8_SARHA
OG0000016	sp|Q5XKE5|K2C79_HUMAN	tr|G3VRH8|G3VRH8_SARHA
OG0000016	sp|P35908|K22E_HUMAN	tr|G3WSB9|G3WSB9_SARHA
OG0000016	sp|P04264|K2C1_HUMAN	tr|A0A7N4PWT4|A0A7N4PWT4_SARHA
OG0000016	sp|Q7Z794|K2C1B_HUMAN	tr|G3VF30|G3VF30_SARHA
OG0000016	sp|Q01546|K22O_HUMAN, sp|P12035|K2C3_HUMAN	tr|A0A7N4P5H9|A0A7N4P5H9_SARHA, tr|G3VJ64|G3VJ64_SARHA, tr|G3VUQ2|G3VUQ2_SARHA, tr|A0A7N4P8M5|A0A7N4P8M5_SARHA
OG0000019	sp|Q8NH37|OR4C3_HUMAN	tr|G3VSQ5|G3VSQ5_SARHA
OG0000019	sp|Q8NGM1|OR4CF_HUMAN	tr|G3VE95|G3VE95_SARHA, tr|A0A7N4P187|A0A7N4P187_SARHA, tr|A0A7N4NIT0|A0A7N4NIT0_SARHA, tr|A0A7N4NS73|A0A7N4NS73_SARHA, tr|G3VHA3|G3VHA3_SARHA, tr|A0A7N4PJS9|A0A7N4PJS9_SARHA, tr|G3VTV8|G3VTV8_SARHA
OG0000019	sp|Q8NH72|OR4C6_HUMAN	tr|A0A7N4V0P3|A0A7N4V0P3_SARHA, tr|A0A7N4PLK2|A0A7N4PLK2_SARHA, tr|A0A7N4PUM7|A0A7N4PUM7_SARHA, tr|A0A7N4NH76|A0A7N4NH76_SARHA, tr|A0A7N4PJG5|A0A7N4PJG5_SARHA, tr|A0A7N4NUV3|A0A7N4NUV3_SARHA, tr|G3VT84|G3VT84_SARHA, tr|A0A7N4PD47|A0A7N4PD47_SARHA, tr|G3VIE2|G3VIE2_SARHA, tr|A0A7N4NSK9|A0A7N4NSK9_SARHA, tr|A0A7N4PPZ8|A0A7N4PPZ8_SARHA, tr|A0A7N4P6U7|A0A7N4P6U7_SARHA, tr|A0A7N4UYQ1|A0A7N4UYQ1_SARHA, tr|A0A7N4V456|A0A7N4V456_SARHA, tr|G3VUH2|G3VUH2_SARHA, tr|A0A7N4PBC3|A0A7N4PBC3_SARHA, tr|A0A7N4PF43|A0A7N4PF43_SARHA, tr|G3VE07|G3VE07_SARHA
OG0000024	sp|Q499Z4|ZN672_HUMAN	tr|A0A7N4NPQ4|A0A7N4NPQ4_SARHA
OG0000024	sp|Q96NJ6|ZFP3_HUMAN, sp|Q5T619|ZN648_HUMAN, sp|Q96EG3|ZN837_HUMAN	tr|A0A7N4P0P1|A0A7N4P0P1_SARHA
OG0000024	sp|P17041|ZNF32_HUMAN, sp|Q8TBZ5|ZN502_HUMAN	tr|G3VHW6|G3VHW6_SARHA
OG0000024	sp|P17028|ZNF24_HUMAN	tr|A0A7N4NXM5|A0A7N4NXM5_SARHA
OG0000024	sp|Q3MJ62|ZSC23_HUMAN	tr|A0A7N4NVI0|A0A7N4NVI0_SARHA
OG0000024	sp|O15535|ZSC9_HUMAN, sp|Q9H4T2|ZSC16_HUMAN	tr|A0A7N4P698|A0A7N4P698_SARHA
OG0000025	sp|P01704|LV214_HUMAN, sp|P01705|LV223_HUMAN, sp|P01706|LV211_HUMAN, sp|P01709|LV208_HUMAN, sp|A0A075B6J2|LV233_HUMAN, sp|A0A075B6J9|LV218_HUMAN, sp|A0A075B6I6|LV150_HUMAN, sp|P01703|LV140_HUMAN, sp|P01701|LV151_HUMAN, sp|P01699|LV144_HUMAN, sp|P01700|LV147_HUMAN, sp|A0A0B4J1U3|LV136_HUMAN, sp|P01721|LV657_HUMAN, sp|A0A075B6I4|LVX54_HUMAN, sp|P01715|LV301_HUMAN, sp|A0A075B6K5|LV39_HUMAN, sp|P80748|LV321_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|P01718|LV327_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A075B6K0|LV316_HUMAN, sp|A0A075B6K4|LV310_HUMAN, sp|A0A075B6J6|LV322_HUMAN, sp|A0A0A0MS00|LV332_HUMAN, sp|P01714|LV319_HUMAN	tr|G3VFK3|G3VFK3_SARHA, tr|A0A7N4NT79|A0A7N4NT79_SARHA
OG0000026	sp|Q8NH19|O10AG_HUMAN	tr|A0A7N4NHJ3|A0A7N4NHJ3_SARHA, tr|G3VDM4|G3VDM4_SARHA, tr|A0A7N4PYJ8|A0A7N4PYJ8_SARHA, tr|A0A7N4PHT8|A0A7N4PHT8_SARHA, tr|A0A7N4P6P9|A0A7N4P6P9_SARHA, tr|A0A7N4PFX6|A0A7N4PFX6_SARHA, tr|A0A7N4PEH6|A0A7N4PEH6_SARHA, tr|A0A7N4PF97|A0A7N4PF97_SARHA, tr|A0A7N4PCF3|A0A7N4PCF3_SARHA, tr|A0A7N4V2B2|A0A7N4V2B2_SARHA, tr|A0A7N4PT63|A0A7N4PT63_SARHA, tr|A0A7N4PJG8|A0A7N4PJG8_SARHA, tr|A0A7N4PGA3|A0A7N4PGA3_SARHA, tr|A0A7N4PHL1|A0A7N4PHL1_SARHA, tr|A0A7N4P7H0|A0A7N4P7H0_SARHA, tr|G3VPJ4|G3VPJ4_SARHA, tr|A0A7N4P0D4|A0A7N4P0D4_SARHA, tr|A0A7N4P496|A0A7N4P496_SARHA, tr|G3VWZ6|G3VWZ6_SARHA, tr|A0A7N4NML6|A0A7N4NML6_SARHA, tr|G3VQ01|G3VQ01_SARHA, tr|A0A7N4PL42|A0A7N4PL42_SARHA, tr|G3VUT6|G3VUT6_SARHA, tr|A0A7N4PHN8|A0A7N4PHN8_SARHA, tr|A0A7N4P7Y7|A0A7N4P7Y7_SARHA, tr|A0A7N4NPZ6|A0A7N4NPZ6_SARHA
OG0000029	sp|Q9H9J4|UBP42_HUMAN	tr|A0A7N4PL56|A0A7N4PL56_SARHA
OG0000029	sp|Q6QN14|U17L6_HUMAN, sp|D6RBM5|U17LN_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|Q9P275|UBP36_HUMAN	tr|G3WX67|G3WX67_SARHA
OG0000030	sp|A6NLX3|SPDE4_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|P0DUD4|SPD15_HUMAN	tr|G3VNV2|G3VNV2_SARHA, tr|A0A7N4NP58|A0A7N4NP58_SARHA, tr|A0A7N4P0H3|A0A7N4P0H3_SARHA
OG0000031	sp|Q9Y5G9|PCDG4_HUMAN	tr|G3W6R2|G3W6R2_SARHA
OG0000031	sp|Q9Y5H1|PCDG2_HUMAN, sp|Q9Y5H4|PCDG1_HUMAN, sp|Q9Y5H0|PCDG3_HUMAN, sp|Q9Y5G8|PCDG5_HUMAN, sp|Q9Y5G7|PCDG6_HUMAN, sp|Q9Y5G6|PCDG7_HUMAN, sp|Q9Y5G5|PCDG8_HUMAN, sp|Q9Y5G4|PCDG9_HUMAN, sp|Q9Y5H3|PCDGA_HUMAN, sp|O60330|PCDGC_HUMAN, sp|Q9Y5H2|PCDGB_HUMAN, sp|Q9Y5F8|PCDGJ_HUMAN, sp|Q9Y5F9|PCDGI_HUMAN, sp|Q9UN71|PCDGG_HUMAN, sp|Q9Y5G0|PCDGH_HUMAN, sp|Q9Y5G1|PCDGF_HUMAN, sp|Q9Y5G3|PCDGD_HUMAN, sp|Q9Y5G2|PCDGE_HUMAN, sp|Q9Y5F6|PCDGM_HUMAN, sp|Q9Y5F7|PCDGL_HUMAN, sp|Q9UN70|PCDGK_HUMAN	tr|A0A7N4P5X4|A0A7N4P5X4_SARHA
OG0000034	sp|P20813|CP2B6_HUMAN	tr|A0A7N4Q1Y0|A0A7N4Q1Y0_SARHA, tr|A0A7N4PMY1|A0A7N4PMY1_SARHA, tr|G3VP65|G3VP65_SARHA, tr|G3VF82|G3VF82_SARHA, tr|A0A7N4PNH4|A0A7N4PNH4_SARHA, tr|G3VIT6|G3VIT6_SARHA, tr|A0A7N4P043|A0A7N4P043_SARHA, tr|A0A7N4NW96|A0A7N4NW96_SARHA, tr|A0A7N4V7N2|A0A7N4V7N2_SARHA, tr|A0A7N4NRV6|A0A7N4NRV6_SARHA, tr|G3WP56|G3WP56_SARHA, tr|G3WJU6|G3WJU6_SARHA, tr|G3WMU6|G3WMU6_SARHA, tr|G3WM46|G3WM46_SARHA, tr|A0A7N4PM17|A0A7N4PM17_SARHA, tr|A0A7N4NYT4|A0A7N4NYT4_SARHA, tr|A0A7N4NL65|A0A7N4NL65_SARHA, tr|A0A7N4PLF7|A0A7N4PLF7_SARHA, tr|G3X2C6|G3X2C6_SARHA, tr|G3VI51|G3VI51_SARHA, tr|G3VF98|G3VF98_SARHA, tr|G3VCH1|G3VCH1_SARHA
OG0000036	sp|Q8NGD3|OR4K5_HUMAN	tr|G3WBI4|G3WBI4_SARHA
OG0000036	sp|Q8NH42|OR4KD_HUMAN	tr|G3VUU8|G3VUU8_SARHA
OG0000036	sp|Q8NH43|OR4L1_HUMAN	tr|A0A7N4P084|A0A7N4P084_SARHA, tr|A0A7N4NR98|A0A7N4NR98_SARHA, tr|A0A7N4V0W2|A0A7N4V0W2_SARHA, tr|A0A7N4NK90|A0A7N4NK90_SARHA, tr|G3VSR9|G3VSR9_SARHA
OG0000040	sp|Q9NYW5|TA2R4_HUMAN	tr|G3VNQ2|G3VNQ2_SARHA
OG0000040	sp|Q9NYW4|TA2R5_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|P59544|T2R50_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59541|T2R30_HUMAN, sp|P59542|T2R19_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q7RTR8|T2R42_HUMAN, sp|Q9NYW3|TA2R7_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|Q9NYW1|TA2R9_HUMAN	tr|A0A7N4NFV4|A0A7N4NFV4_SARHA
OG0000042	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A7N4NT35|A0A7N4NT35_SARHA, tr|A0A7N4P271|A0A7N4P271_SARHA, tr|A0A7N4PQR5|A0A7N4PQR5_SARHA, tr|A0A7N4P9F0|A0A7N4P9F0_SARHA, tr|A0A7N4NH95|A0A7N4NH95_SARHA, tr|A0A7N4P5E0|A0A7N4P5E0_SARHA, tr|A0A7N4NUJ4|A0A7N4NUJ4_SARHA, tr|A0A7N4V0V9|A0A7N4V0V9_SARHA, tr|A0A7N4V4S7|A0A7N4V4S7_SARHA, tr|A0A7N4NWN2|A0A7N4NWN2_SARHA, tr|A0A7N4NVB6|A0A7N4NVB6_SARHA, tr|A0A7N4NKZ2|A0A7N4NKZ2_SARHA, tr|A0A7N4NPP9|A0A7N4NPP9_SARHA, tr|A0A7N4PM63|A0A7N4PM63_SARHA, tr|A0A7N4P4Z2|A0A7N4P4Z2_SARHA, tr|A0A7N4PKK4|A0A7N4PKK4_SARHA, tr|A0A7N4NFP4|A0A7N4NFP4_SARHA
OG0000042	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A7N4P5W3|A0A7N4P5W3_SARHA, tr|A0A7N4PMA8|A0A7N4PMA8_SARHA
OG0000045	sp|A0A0B4J1U7|HV601_HUMAN, sp|P01817|HV205_HUMAN, sp|A0A0C4DH43|HV70D_HUMAN, sp|P01814|HV270_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|P01824|HV439_HUMAN, sp|P06331|HV434_HUMAN, sp|P01825|HV459_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|A0A087WSY4|HV432_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP07|HV431_HUMAN	tr|A0A7N4NWP5|A0A7N4NWP5_SARHA
OG0000050	sp|Q9UN81|LORF1_HUMAN, sp|Q5T7N2|LITD1_HUMAN	tr|A0A7N4NUD2|A0A7N4NUD2_SARHA, tr|A0A7N4NX30|A0A7N4NX30_SARHA, tr|A0A7N4PCA6|A0A7N4PCA6_SARHA, tr|A0A7N4PRB2|A0A7N4PRB2_SARHA, tr|A0A7N4PI92|A0A7N4PI92_SARHA, tr|A0A7N4V7U2|A0A7N4V7U2_SARHA, tr|A0A7N4PEN9|A0A7N4PEN9_SARHA, tr|A0A7N4NP68|A0A7N4NP68_SARHA, tr|A0A7N4PA49|A0A7N4PA49_SARHA, tr|A0A7N4P2H8|A0A7N4P2H8_SARHA, tr|A0A7N4NVV0|A0A7N4NVV0_SARHA, tr|A0A7N4PVZ3|A0A7N4PVZ3_SARHA, tr|A0A7N4Q1F3|A0A7N4Q1F3_SARHA, tr|A0A7N4P1B2|A0A7N4P1B2_SARHA, tr|A0A7N4PJD9|A0A7N4PJD9_SARHA, tr|A0A7N4PS05|A0A7N4PS05_SARHA, tr|A0A7N4NVL6|A0A7N4NVL6_SARHA
OG0000052	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A7N4NHF7|A0A7N4NHF7_SARHA
OG0000052	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A7N4PY53|A0A7N4PY53_SARHA, tr|G3VX38|G3VX38_SARHA
OG0000052	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A7N4NQM7|A0A7N4NQM7_SARHA, tr|G3W241|G3W241_SARHA
OG0000052	sp|Q96RB7|OR5MB_HUMAN	tr|G3W1J7|G3W1J7_SARHA, tr|G3W2I2|G3W2I2_SARHA, tr|A0A7N4Q0X4|A0A7N4Q0X4_SARHA, tr|A0A7N4P4Z6|A0A7N4P4Z6_SARHA, tr|G3W430|G3W430_SARHA, tr|G3W590|G3W590_SARHA, tr|G3W5U3|G3W5U3_SARHA, tr|A0A7N4V4R6|A0A7N4V4R6_SARHA, tr|G3W3P1|G3W3P1_SARHA, tr|A0A7N4NTN6|A0A7N4NTN6_SARHA
OG0000053	sp|O60431|OR1I1_HUMAN	tr|G3VZ01|G3VZ01_SARHA, tr|A0A7N4P9L7|A0A7N4P9L7_SARHA, tr|A0A7N4NLP1|A0A7N4NLP1_SARHA, tr|A0A7N4PP35|A0A7N4PP35_SARHA, tr|A0A7N4PTD4|A0A7N4PTD4_SARHA, tr|A0A7N4PRE5|A0A7N4PRE5_SARHA, tr|A0A7N4P7X8|A0A7N4P7X8_SARHA, tr|A0A7N4NZZ8|A0A7N4NZZ8_SARHA, tr|A0A7N4Q0F9|A0A7N4Q0F9_SARHA, tr|G3VQH2|G3VQH2_SARHA, tr|G3VPR8|G3VPR8_SARHA, tr|A0A7N4P3M8|A0A7N4P3M8_SARHA, tr|G3VN27|G3VN27_SARHA, tr|A0A7N4V5R2|A0A7N4V5R2_SARHA, tr|A0A7N4PG45|A0A7N4PG45_SARHA, tr|A0A7N4PZD5|A0A7N4PZD5_SARHA, tr|G3VT85|G3VT85_SARHA, tr|A0A7N4PXU4|A0A7N4PXU4_SARHA
OG0000054	sp|O95221|OR5F1_HUMAN	tr|A0A7N4PCB0|A0A7N4PCB0_SARHA, tr|A0A7N4PI98|A0A7N4PI98_SARHA, tr|G3WC29|G3WC29_SARHA, tr|G3VSQ7|G3VSQ7_SARHA, tr|G3VGS1|G3VGS1_SARHA, tr|A0A7N4P7F5|A0A7N4P7F5_SARHA, tr|A0A7N4PZB8|A0A7N4PZB8_SARHA, tr|G3VBQ8|G3VBQ8_SARHA, tr|A0A7N4NKH0|A0A7N4NKH0_SARHA, tr|A0A7N4PJ44|A0A7N4PJ44_SARHA, tr|G3VQC3|G3VQC3_SARHA, tr|G3VK06|G3VK06_SARHA, tr|G3WG46|G3WG46_SARHA, tr|G3WEN6|G3WEN6_SARHA, tr|G3WEB4|G3WEB4_SARHA, tr|G3WD69|G3WD69_SARHA, tr|A0A7N4NSM0|A0A7N4NSM0_SARHA, tr|G3WC44|G3WC44_SARHA
OG0000055	sp|P61568|ENK11_HUMAN, sp|P61576|REC04_HUMAN, sp|P61574|RE113_HUMAN, sp|P61578|REC16_HUMAN, sp|Q902F9|EN113_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q9NX77|ENK13_HUMAN, tr|B3KNS4|B3KNS4_HUMAN, sp|P63135|POK7_HUMAN, sp|P10266|POK10_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|P63136|POK25_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63132|PO113_HUMAN	tr|A0A7N4V336|A0A7N4V336_SARHA
OG0000056	sp|P59922|OR2B8_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN, sp|Q8NGU4|OR2I1_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|Q9Y3N9|OR2W1_HUMAN, sp|O76001|OR2J3_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76002|OR2J2_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|Q9GZK4|OR2H1_HUMAN, sp|O95918|OR2H2_HUMAN, sp|P58173|OR2B6_HUMAN, sp|Q9GZK3|OR2B2_HUMAN, sp|O76000|OR2B3_HUMAN	tr|G3VF83|G3VF83_SARHA
OG0000057	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A7N4PBT0|A0A7N4PBT0_SARHA, tr|A0A7N4NNR1|A0A7N4NNR1_SARHA, tr|A0A7N4NNY2|A0A7N4NNY2_SARHA
OG0000057	sp|Q96RD2|O52B2_HUMAN	tr|A0A7N4PSI2|A0A7N4PSI2_SARHA, tr|G3WEZ9|G3WEZ9_SARHA, tr|G3WER1|G3WER1_SARHA, tr|A0A7N4NLX1|A0A7N4NLX1_SARHA, tr|G3WK38|G3WK38_SARHA, tr|G3VBK2|G3VBK2_SARHA, tr|G3VF03|G3VF03_SARHA
OG0000057	sp|Q8NGK2|O52B4_HUMAN	tr|G3WND1|G3WND1_SARHA, tr|G3WNY3|G3WNY3_SARHA, tr|G3WPU5|G3WPU5_SARHA
OG0000059	sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|Q15544|TAF11_HUMAN	tr|G3VQC1|G3VQC1_SARHA, tr|A0A7N4NQE8|A0A7N4NQE8_SARHA
OG0000060	sp|Q9UJU5|FOXD3_HUMAN	tr|A0A7N4PWL1|A0A7N4PWL1_SARHA
OG0000060	sp|O60548|FOXD2_HUMAN	tr|A0A7N4NQW4|A0A7N4NQW4_SARHA
OG0000060	sp|Q16676|FOXD1_HUMAN	tr|A0A7N4NMQ1|A0A7N4NMQ1_SARHA
OG0000060	sp|O43638|FOXS1_HUMAN	tr|A0A7N4PHZ0|A0A7N4PHZ0_SARHA
OG0000060	sp|Q13461|FOXE3_HUMAN, sp|O00358|FOXE1_HUMAN	tr|G3WVL4|G3WVL4_SARHA
OG0000063	sp|P0DME0|SETLP_HUMAN, sp|Q01105|SET_HUMAN	tr|G3X3I4|G3X3I4_SARHA
OG0000063	sp|Q86VY4|TSYL5_HUMAN, sp|Q9H0U9|TSYL1_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9UJ04|TSYL4_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q9H2G4|TSYL2_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW00|TSPY8_HUMAN	tr|A0A7N4PNF4|A0A7N4PNF4_SARHA
OG0000064	sp|A0A0B4J279|TVA21_HUMAN	tr|A0A7N4PZX3|A0A7N4PZX3_SARHA
OG0000064	sp|A0A0B4J266|TVA41_HUMAN	tr|A0A7N4PGA8|A0A7N4PGA8_SARHA, tr|A0A7N4PXX7|A0A7N4PXX7_SARHA, tr|G3W198|G3W198_SARHA, tr|A0A7N4PMG3|A0A7N4PMG3_SARHA, tr|A0A7N4PRN2|A0A7N4PRN2_SARHA, tr|G3WCH2|G3WCH2_SARHA, tr|G3WCQ5|G3WCQ5_SARHA, tr|A0A7N4PH55|A0A7N4PH55_SARHA, tr|G3W020|G3W020_SARHA, tr|A0A7N4P0B2|A0A7N4P0B2_SARHA, tr|A0A7N4P5U0|A0A7N4P5U0_SARHA, tr|A0A7N4PB66|A0A7N4PB66_SARHA, tr|A0A7N4PG02|A0A7N4PG02_SARHA, tr|A0A7N4UYD0|A0A7N4UYD0_SARHA
OG0000067	sp|Q9Y2G2|CARD8_HUMAN, sp|Q86W28|NALP8_HUMAN, sp|P59047|NALP5_HUMAN, sp|Q86W24|NAL14_HUMAN, sp|Q7RTR0|NLRP9_HUMAN, sp|Q96MN2|NALP4_HUMAN, sp|P59045|NAL11_HUMAN, sp|Q86W25|NAL13_HUMAN, sp|Q8WX94|NALP7_HUMAN, sp|Q9NX02|NALP2_HUMAN, sp|Q96P20|NLRP3_HUMAN, sp|P59046|NAL12_HUMAN, sp|Q86W26|NAL10_HUMAN, sp|P59044|NLRP6_HUMAN, sp|Q9C000|NLRP1_HUMAN	tr|A0A7N4NGV1|A0A7N4NGV1_SARHA
OG0000068	sp|A0A075B6N3|TVBX1_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN	tr|G3VRG6|G3VRG6_SARHA, tr|G3VRG5|G3VRG5_SARHA
OG0000069	sp|Q8NGL7|OR4P4_HUMAN	tr|A0A7N4NGD2|A0A7N4NGD2_SARHA, tr|G3VQK4|G3VQK4_SARHA
OG0000069	sp|Q8NH73|OR4S2_HUMAN	tr|A0A7N4NS98|A0A7N4NS98_SARHA, tr|A0A7N4NQP3|A0A7N4NQP3_SARHA, tr|A0A7N4Q1R3|A0A7N4Q1R3_SARHA, tr|A0A7N4Q2D6|A0A7N4Q2D6_SARHA, tr|A0A7N4V341|A0A7N4V341_SARHA, tr|G3VHH9|G3VHH9_SARHA, tr|G3VSW0|G3VSW0_SARHA, tr|A0A7N4NKY9|A0A7N4NKY9_SARHA, tr|A0A7N4NP39|A0A7N4NP39_SARHA, tr|A0A7N4NKN2|A0A7N4NKN2_SARHA, tr|G3VR42|G3VR42_SARHA, tr|G3VW39|G3VW39_SARHA
